SPK_SPKC03a (excited),SPK_SPKC06a (inhibited),SPK_SPKC08a (weak inhibition),SPK_SPKC09a (inhibited)
,,225.3529,31.754925
,,225.365675,31.779875
,,225.46135,31.808225
,,225.76345,31.830825
,,225.802675,31.84835
,,225.95395,31.89185
,,226.142125,31.9102
,,226.1608,31.94645
,,226.18785,31.989425
,,226.329925,32.03005
,,226.55845,32.06865
,,226.6407,32.094825
,,226.6674,32.117175
,,226.708525,32.1315
,,226.76615,32.146725
,,226.8548,32.15905
,,226.96615,32.168
,,227.039325,32.19535
,,227.06835,32.21605
,,227.0999,32.23555
,,227.1363,32.26755
,,227.210375,32.298575
,,227.304275,32.330675
,,227.37965,32.390225
,,227.476525,32.455925
,,227.53735,32.517125
,,227.647375,32.54895
,,227.672925,32.588575
,,227.855775,32.607275
,,227.874575,32.620825
,,227.921575,32.644425
,,228.275175,32.65345
,,228.292175,32.668975
,,228.3188,32.691175
,,228.3595,32.701375
,,228.3848,32.720175
,,228.398075,32.73645
,,228.559325,32.77295
,,228.68755,32.802175
,,228.71535,32.804
,,228.772975,32.8498
,,228.991575,32.898825
,,229.0726,32.949925
,,229.250975,32.9679
,,229.490675,32.97665
,,229.61915,32.997125
,,229.7248,33.014925
,,229.7436,33.035075
,,229.86915,33.051925
,,229.891975,33.080275
,,229.93125,33.103025
,,230.06065,33.119525
,,230.093575,33.134375
,,230.175525,33.1572
,,230.2351,33.1894
,,230.289325,33.27445
,,230.444225,33.3292
,,230.4877,33.364675
,,230.5225,33.38715
,,230.539275,33.43035
,,230.61025,33.4443
,,230.845375,33.456475
,,230.88495,33.4723
,,230.90215,33.4855
,,230.90975,33.5076
,,230.966325,33.5429
,,231.070475,33.56905
,,231.314,33.613875
,,231.498375,33.638775
,,231.52485,33.67515
,,231.56865,33.71295
,,231.695,33.731175
,,231.941375,33.755
,,232.0133,33.76855
,,232.1248,33.7869
,,232.165575,33.80825
,,232.190325,33.852075
,,232.219375,33.89585
,,232.316975,33.965125
,,232.7193,33.9887
,,232.75085,34.007875
,,232.829475,34.02835
,,232.84785,34.05295
,,233.018425,34.064925
,,233.10985,34.08095
,,233.1977,34.10025
,,233.276675,34.12155
,,233.3795,34.14265
,,233.41575,34.157125
,,233.477275,34.18035
,,233.481375,34.1998
,,233.49265,34.2188
,,233.510525,34.241275
,,233.553375,34.2596
,,233.61055,34.271475
,,233.621625,34.316875
,,233.63215,34.343775
,,233.6749,34.42035
,,233.69325,34.4491
,,233.719925,34.469225
,,233.786325,34.485425
,,233.847425,34.505075
,,233.90045,34.52545
,,233.93715,34.54855
,,233.95855,34.569375
,,234.016725,34.587375
,,234.059375,34.61235
,,234.103925,34.634125
,,234.29035,34.64875
,,234.4103,34.67225
,,234.453425,34.7076
,,234.557975,34.7371
,,234.635375,34.7633
,,234.709025,34.7969
,,234.96865,34.8216
,,235.028975,34.854675
,,235.03855,34.884925
,,235.06235,34.921575
,,235.09545,34.929925
,,235.1731,34.9535
,,235.299075,34.97985
,,235.327525,35.0102
,,235.4269,35.02675
,,235.44695,35.05115
,,235.4597,35.1129
,,235.52745,35.13485
,,235.55675,35.164475
,,235.81015,35.19055
,,235.856225,35.2253
,,235.867425,35.25845
,,236.090375,35.322675
,,236.13355,35.34385
,,236.212275,35.35455
,,236.221175,35.36905
,,236.658675,35.376125
,,236.6696,35.388475
,,236.797825,35.411625
,,236.842425,35.42395
,,237.05645,35.451225
,,237.138675,35.472725
,,237.15805,35.48455
,,237.314625,35.5105
,,237.44285,35.535925
,,237.57375,35.5474
,,237.685825,35.564275
,,237.723825,35.574275
,,237.744275,35.581675
,,237.9519,35.600375
,,237.9702,35.621375
,,238.066575,35.656925
,,238.197875,35.675925
,,238.22165,35.6999
,,238.255275,35.7153
,,238.265575,35.73415
,,238.276675,35.76305
,,238.291275,35.7824
,,238.4095,35.79625
,,238.456925,35.80935
,,238.79975,35.824825
,,238.8704,35.840575
,,238.954975,35.853275
,,238.985675,35.870225
,,239.070575,35.88805
,,239.29965,35.904575
,,239.325,35.924425
,,239.4487,35.94865
,,239.468675,35.967875
,,239.599475,35.987675
,,239.628525,36.0325
,,239.645525,36.071375
,,239.694825,36.088925
,,239.7323,36.10915
,,239.759525,36.1438
,,239.852475,36.171025
,,239.9225,36.2043
,,240.017975,36.22935
,,240.103725,36.29075
,,,36.327025
,,,36.353625
,,,36.38015
,,,36.397425
,,,36.413825
,,,36.431625
,,,36.449375
,,,36.460775
,,,36.4756
,,,36.48935
,,,36.500225
,,,36.52585
,,,36.563325
,,,36.574475
,,,36.58475
,,,36.6072
,,,36.621025
,,,36.63815
,,,36.6534
,,,36.6836
,,,36.7121
,,,36.75335
,,,36.77765
,,,36.790925
,,,36.8129
,,,36.825975
,,,36.8622
,,,36.89845
,,,36.925775
,,,36.96295
,,,36.990125
,,,37.003375
,,,37.0288
,,,37.0447
,,,37.05425
,,,37.07705
,,,37.089525
,,,37.1334
,,,37.139075
,,,37.154525
,,,37.189875
,,,37.2332
,,,37.296325
,,,37.33785
,,,37.405675
,,,37.412475
,,,37.418875
,,,37.432725
,,,37.4403
,,,37.44485
,,,37.451525
,,,37.46435
,,,37.46885
,,,37.472925
,,,37.48265
,,,37.488725
,,,37.5093
,,,37.521725
,,,37.5469
,,,37.56325
,,,37.589125
,,,37.61365
,,,37.62625
,,,37.651375
,,,37.6853
,,,37.7236
,,,37.765625
,,,37.8129
,,,37.874
,,,37.90005
,,,37.91785
,,,37.96985
,,,37.98615
,,,37.9963
,,,38.019125
,,,38.03195
,,,38.03985
,,,38.05415
,,,38.066825
,,,38.09405
,,,38.11105
,,,38.1332
,,,38.1466
,,,38.170475
,,,38.182125
,,,38.194125
,,,38.2136
,,,38.22485
,,,38.2375
,,,38.27945
,,,38.297275
,,,38.3582
,,,38.42005
,,,38.438
,,,38.461325
,,,38.47465
,,,38.49285
,,,38.50915
,,,38.554525
,,,38.582575
,,,38.63245
,,,38.6592
,,,38.685925
,,,38.70605
,,,38.72415
,,,38.755075
,,,38.769875
,,,38.786475
,,,38.80325
,,,38.8146
,,,38.83715
,,,38.8498
,,,38.85865
,,,38.8748
,,,38.900925
,,,38.91965
,,,38.9466
,,,38.9674
,,,38.991175
,,,39.0167
,,,39.045625
,,,39.08975
,,,39.124675
,,,39.171575
,,,39.218025
,,,39.2713
,,,39.299425
,,,39.313325
,,,39.324475
,,,39.33995
,,,39.34875
,,,39.3613
,,,39.3705
,,,39.383825
,,,39.39495
,,,39.4066
,,,39.41785
,,,39.4338
,,,39.446375
,,,39.4518
,,,39.457675
,,,39.46565
,,,39.475575
,,,39.484875
,,,39.512625
,,,39.556625
,,,39.5726
,,,39.608775
,,,39.63035
,,,39.66835
,,,39.700875
,,,39.7361
,,,39.7766
,,,39.81005
,,,39.837525
,,,39.8644
,,,39.892225
,,,39.903375
,,,39.924175
,,,39.940175
,,,39.95725
,,,39.9685
,,,39.9772
,,,39.995
,,,40.00435
,,,40.0103
,,,40.0187
,,,40.0262
,,,40.03285
,,,40.040775
,,,40.06775
,,,40.08045
,,,40.093425
,,,40.102625
,,,40.1232
,,,40.13435
,,,40.144625
,,,40.1532
,,,40.1641
,,,40.1717
,,,40.20705
,,,40.2161
,,,40.22875
,,,40.249625
,,,40.28925
,,,40.33105
,,,40.360725
,,,40.421225
,,,40.478475
,,,40.53595
,,,40.548075
,,,40.5641
,,,40.58335
,,,40.595
,,,40.616425
,,,40.6341
,,,40.654725
,,,40.676425
,,,40.686825
,,,40.696875
,,,40.708425
,,,40.71985
,,,40.7621
,,,40.78335
,,,40.79485
,,,40.82785
,,,40.841125
,,,40.899975
,,,40.937775
,,,40.98775
,,,41.073075
,,,41.10885
,,,41.138175
,,,41.161375
,,,41.253625
,,,41.278075
,,,41.300125
,,,41.33465
,,,41.35065
,,,41.382575
,,,41.41525
,,,41.4681
,,,41.497425
,,,41.5129
,,,41.534325
,,,41.581175
,,,41.59825
,,,41.6069
,,,41.64625
,,,41.658275
,,,41.678925
,,,41.698925
,,,41.752975
,,,41.80715
,,,41.836825
,,,41.856575
,,,41.93435
,,,41.9409
,,,41.967575
,,,41.9826
,,,42.032625
,,,42.100925
,,,42.123425
,,,42.143425
,,,42.2215
,,,42.233625
,,,42.2567
,,,42.286275
,,,42.38
,,,42.406375
,,,42.4532
,,,42.46845
,,,42.502575
,,,42.5718
,,,42.58245
,,,42.591925
,,,42.626225
,,,42.64465
,,,42.670725
,,,42.698625
,,,42.7173
,,,42.7395
,,,42.76115
,,,42.797525
,,,42.8171
,,,42.84205
,,,42.86505
,,,42.898175
,,,42.922075
,,,42.9544
,,,42.9992
,,,43.0216
,,,43.046425
,,,43.0692
,,,43.080675
,,,43.087475
,,,43.10275
,,,43.140375
,,,43.1533
,,,43.188575
,,,43.209275
,,,43.224175
,,,43.240825
,,,43.248275
,,,43.259575
,,,43.27735
,,,43.2874
,,,43.299325
,,,43.307275
,,,43.316175
,,,43.346725
,,,43.3674
,,,43.374625
,,,43.384625
,,,43.3982
,,,43.445325
,,,43.484075
,,,43.536525
,,,43.572175
,,,43.616125
,,,43.63205
,,,43.69775
,,,43.7205
,,,43.7252
,,,43.736725
,,,43.742525
,,,43.75515
,,,43.764425
,,,43.777275
,,,43.792975
,,,43.806775
,,,43.828325
,,,43.852925
,,,43.8671
,,,43.87675
,,,43.894225
,,,43.906125
,,,43.91625
,,,43.92825
,,,43.94535
,,,43.960475
,,,43.975125
,,,43.993725
,,,44.016525
,,,44.039275
,,,44.0792
,,,44.141825
,,,44.144875
,,,44.158525
,,,44.1791
,,,44.18915
,,,44.207
,,,44.2202
,,,44.239875
,,,44.269575
,,,44.289375
,,,44.304175
,,,44.323025
,,,44.3368
,,,44.35055
,,,44.3723
,,,44.387175
,,,44.406575
,,,44.4198
,,,44.4325
,,,44.444625
,,,44.454275
,,,44.466625
,,,44.4801
,,,44.491825
,,,44.507975
,,,44.524175
,,,44.539275
,,,44.56215
,,,44.5865
,,,44.646925
,,,44.674925
,,,44.692725
,,,44.70915
,,,44.725725
,,,44.75
,,,44.769975
,,,44.829375
,,,44.843325
,,,44.860225
,,,44.87105
,,,44.8815
,,,44.8877
,,,44.911825
,,,44.918825
,,,44.941175
,,,44.957675
,,,44.966625
,,,44.977925
,,,44.988675
,,,45.003025
,,,45.019075
,,,45.033075
,,,45.05225
,,,45.0838
,,,45.1182
,,,45.17235
,,,45.211075
,,,45.237875
,,,45.26175
,,,45.288275
,,,45.297475
,,,45.3194
,,,45.334175
,,,45.33945
,,,45.35065
,,,45.39945
,,,45.422425
,,,45.475075
,,,45.5136
,,,45.545075
,,,45.562175
,,,45.57735
,,,45.589525
,,,45.631275
,,,45.66545
,,,45.69915
,,,45.74515
,,,45.823
,,,45.881975
,,,45.8951
,,,45.902025
,,,45.9106
,,,45.9281
,,,45.929675
,,,45.935525
,,,45.956675
,,,45.96715
,,,45.974425
,,,45.983275
,,,46.005
,,,46.0161
,,,46.028775
,,,46.04215
,,,46.058075
,,,46.070525
,,,46.09015
,,,46.1005
,,,46.12125
,,,46.1691
,,,46.212825
,,,46.266
,,,46.29305
,,,46.324275
,,,46.345825
,,,46.354125
,,,46.39165
,,,46.40025
,,,46.4065
,,,46.423925
,,,46.4382
,,,46.458075
,,,46.4717
,,,46.4923
,,,46.51055
,,,46.5323
,,,46.571225
,,,46.6347
,,,46.66375
,,,46.71155
,,,46.7644
,,,46.830075
,,,46.865525
,,,46.875525
,,,46.889325
,,,46.899175
,,,46.91655
,,,46.93175
,,,46.94335
,,,46.95235
,,,46.97645
,,,46.992725
,,,47.021175
,,,47.038125
,,,47.0734
,,,47.100875
,,,47.12755
,,,47.13675
,,,47.194725
,,,47.220975
,,,47.25185
,,,47.2813
,,,47.30055
,,,47.3175
,,,47.335175
,,,47.345425
,,,47.355175
,,,47.36945
,,,47.39245
,,,47.404975
,,,47.41375
,,,47.44255
,,,47.480875
,,,47.4997
,,,47.539325
,,,47.601625
,,,47.638125
,,,47.660975
,,,47.68935
,,,47.69755
,,,47.702025
,,,47.707525
,,,47.728675
,,,47.7448
,,,47.74865
,,,47.754
,,,47.774075
,,,47.7837
,,,47.810725
,,,47.890775
,,,47.935775
,,,47.950425
,,,47.957075
,,,47.972125
,,,48.000475
,,,48.009525
,,,48.0749
,,,48.101375
,,,48.11985
,,,48.15195
,,,48.18225
,,,48.2137
,,,48.25905
,,,48.2803
,,,48.30905
,,,48.330975
,,,48.344775
,,,48.36695
,,,48.374125
,,,48.391575
,,,48.408275
,,,48.4178
,,,48.43445
,,,48.44095
,,,48.452925
,,,48.481875
,,,48.50405
,,,48.517475
,,,48.556325
,,,48.604475
,,,48.6304
,,,48.6439
,,,48.680175
,,,48.701925
,,,48.71845
,,,48.790375
,,,48.8017
,,,48.827475
,,,48.8462
,,,48.894325
,,,48.940125
,,,48.98085
,,,49.0394
,,,49.0934
,,,49.10985
,,,49.1218
,,,49.1326
,,,49.147575
,,,49.15495
,,,49.16345
,,,49.180425
,,,49.1926
,,,49.2018
,,,49.20775
,,,49.219275
,,,49.2416
,,,49.27105
,,,49.2937
,,,49.305175
,,,49.314725
,,,49.3375
,,,49.34735
,,,49.433725
,,,49.469325
,,,49.521075
,,,49.530875
,,,49.58095
,,,49.592725
,,,49.617975
,,,49.63405
,,,49.660575
,,,49.690775
,,,49.755375
,,,49.7945
,,,49.847225
,,,49.915175
,,,49.9239
,,,49.9308
,,,49.93835
,,,49.95325
,,,49.9633
,,,49.975875
,,,49.993
,,,50.009725
,,,50.02845
,,,50.067925
,,,50.09635
,,,50.138525
,,,50.1827
,,,50.25085
,,,50.298775
,,,50.33425
,,,50.3792
,,,50.395975
,,,50.410925
,,,50.416875
,,,50.426275
,,,50.4452
,,,50.456975
,,,50.470875
,,,50.490825
,,,50.51155
,,,50.52725
,,,50.538675
,,,50.5712
,,,50.588975
,,,50.629825
,,,50.643
,,,50.660775
,,,50.677675
,,,50.7049
,,,50.7136
,,,50.7331
,,,50.75625
,,,50.786375
,,,50.81585
,,,50.87535
,,,50.960825
,,,50.99805
,,,51.02035
,,,51.03055
,,,51.046425
,,,51.064525
,,,51.082875
,,,51.11005
,,,51.144975
,,,51.173925
,,,51.211775
,,,51.290475
,,,51.342175
,,,51.38475
,,,51.3927
,,,51.427725
,,,51.448425
,,,51.455525
,,,51.469225
,,,51.477975
,,,51.4977
,,,51.50865
,,,51.521975
,,,51.5382
,,,51.5456
,,,51.56355
,,,51.5731
,,,51.596
,,,51.61175
,,,51.653025
,,,51.695525
,,,51.7414
,,,51.81825
,,,51.846375
,,,51.873025
,,,51.892275
,,,51.902925
,,,51.911475
,,,51.935025
,,,51.946175
,,,51.95885
,,,51.96555
,,,51.97435
,,,51.9883
,,,52.00185
,,,52.017075
,,,52.04665
,,,52.0941
,,,52.12495
,,,52.165725
,,,52.2141
,,,52.25775
,,,52.2956
,,,52.322125
,,,52.3408
,,,52.36
,,,52.368475
,,,52.38325
,,,52.39535
,,,52.407725
,,,52.41655
,,,52.428375
,,,52.4414
,,,52.460375
,,,52.48005
,,,52.49895
,,,52.516
,,,52.5555
,,,52.5964
,,,52.667375
,,,52.7055
,,,52.7197
,,,52.738925
,,,52.754875
,,,52.770025
,,,52.804575
,,,52.84295
,,,52.960125
,,,53.027675
,,,53.073925
,,,53.085125
,,,53.096025
,,,53.101775
,,,53.118
,,,53.136525
,,,53.143975
,,,53.15155
,,,53.16295
,,,53.171375
,,,53.180625
,,,53.190775
,,,53.209925
,,,53.234725
,,,53.254225
,,,53.265975
,,,53.280575
,,,53.28885
,,,53.304575
,,,53.31785
,,,53.332875
,,,53.34435
,,,53.352675
,,,53.3813
,,,53.394775
,,,53.405025
,,,53.450275
,,,53.4645
,,,53.49
,,,53.50215
,,,53.509025
,,,53.51315
,,,53.523925
,,,53.53345
,,,53.55245
,,,53.562125
,,,53.5727
,,,53.583575
,,,53.6004
,,,53.628375
,,,53.63915
,,,53.64965
,,,53.674275
,,,53.69715
,,,53.7189
,,,53.73305
,,,53.7392
,,,53.7726
,,,53.79795
,,,53.83645
,,,53.83955
,,,53.879
,,,53.9262
,,,53.941475
,,,53.960875
,,,53.970475
,,,53.980175
,,,53.987675
,,,53.995325
,,,54.019675
,,,54.027325
,,,54.044575
,,,54.0536
,,,54.062925
,,,54.080225
,,,54.096225
,,,54.1049
,,,54.117425
,,,54.1287
,,,54.135575
,,,54.154725
,,,54.165875
,,,54.18505
,,,54.200575
,,,54.21745
,,,54.227925
,,,54.23985
,,,54.25275
,,,54.2665
,,,54.272875
,,,54.288175
,,,54.29945
,,,54.30885
,,,54.32025
,,,54.340775
,,,54.358075
,,,54.38965
,,,54.41475
,,,54.43725
,,,54.466425
,,,54.5644
,,,54.58715
,,,54.59385
,,,54.617675
,,,54.641175
,,,54.65115
,,,54.6706
,,,54.682925
,,,54.695025
,,,54.7147
,,,54.729125
,,,54.759125
,,,54.7777
,,,54.797975
,,,54.82535
,,,54.846475
,,,54.90315
,,,54.9292
,,,54.975425
,,,55.0087
,,,55.030675
,,,55.0468
,,,55.05665
,,,55.076925
,,,55.0895
,,,55.10015
,,,55.111075
,,,55.126725
,,,55.152025
,,,55.169125
,,,55.190625
,,,55.208025
,,,55.233725
,,,55.258475
,,,55.30065
,,,55.345775
,,,55.376075
,,,55.411925
,,,55.43615
,,,55.464275
,,,55.481875
,,,55.503075
,,,55.50505
,,,55.515425
,,,55.529575
,,,55.548425
,,,55.5767
,,,55.586825
,,,55.597575
,,,55.60725
,,,55.61955
,,,55.632225
,,,55.650025
,,,55.6679
,,,55.69185
,,,55.7255
,,,55.77
,,,55.819275
,,,55.8462
,,,55.877225
,,,55.892725
,,,55.9116
,,,55.9173
,,,55.927925
,,,55.937075
,,,55.9456
,,,55.953025
,,,55.96325
,,,55.979
,,,55.995275
,,,56.010225
,,,56.028825
,,,56.041375
,,,56.05955
,,,56.0731
,,,56.10225
,,,56.14195
,,,56.1782
,,,56.200625
,,,56.23325
,,,56.263425
,,,56.2789
,,,56.2879
,,,56.295375
,,,56.302625
,,,56.31255
,,,56.321375
,,,56.333475
,,,56.341875
,,,56.351725
,,,56.36145
,,,56.38
,,,56.393
,,,56.410175
,,,56.427575
,,,56.450625
,,,56.48015
,,,56.52615
,,,56.557525
,,,56.576125
,,,56.59225
,,,56.6029
,,,56.622975
,,,56.63585
,,,56.652625
,,,56.67055
,,,56.6791
,,,56.68805
,,,56.696625
,,,56.705275
,,,56.711425
,,,56.7291
,,,56.7368
,,,56.7437
,,,56.75565
,,,56.76515
,,,56.777675
,,,56.78895
,,,56.8021
,,,56.811775
,,,56.8202
,,,56.83255
,,,56.8482
,,,56.876275
,,,56.895275
,,,56.905825
,,,56.92125
,,,56.9293
,,,56.9716
,,,56.981825
,,,57.019075
,,,57.03725
,,,57.05855
,,,57.0738
,,,57.081925
,,,57.090625
,,,57.100775
,,,57.108725
,,,57.120925
,,,57.139325
,,,57.163125
,,,57.174775
,,,57.18885
,,,57.1987
,,,57.214475
,,,57.234225
,,,57.2572
,,,57.2885
,,,57.3206
,,,57.363975
,,,57.40335
,,,57.444525
,,,57.4629
,,,57.4717
,,,57.4828
,,,57.4982
,,,57.505675
,,,57.518825
,,,57.525475
,,,57.54225
,,,57.554075
,,,57.59535
,,,57.606275
,,,57.617975
,,,57.629125
,,,57.6606
,,,57.67515
,,,57.6904
,,,57.710725
,,,57.742725
,,,57.7612
,,,57.791125
,,,57.82195
,,,57.85305
,,,57.889075
,,,57.939025
,,,57.96265
,,,58.0033
,,,58.01435
,,,58.0555
,,,58.0663
,,,58.084325
,,,58.094675
,,,58.102925
,,,58.11575
,,,58.1289
,,,58.143975
,,,58.15855
,,,58.180775
,,,58.20195
,,,58.2382
,,,58.28165
,,,58.30125
,,,58.322325
,,,58.33805
,,,58.3527
,,,58.365925
,,,58.4029
,,,58.415525
,,,58.438575
,,,58.4614
,,,58.481875
,,,58.515525
,,,58.5294
,,,58.557325
,,,58.621725
,,,58.651975
,,,58.6761
,,,58.7179
,,,58.7611
,,,58.7936
,,,58.82145
,,,58.83635
,,,58.85215
,,,58.86055
,,,58.876925
,,,58.8899
,,,58.908175
,,,58.93325
,,,58.948075
,,,58.973075
,,,58.9907
,,,59.00095
,,,59.01925
,,,59.028275
,,,59.04005
,,,59.0594
,,,59.1106
,,,59.1215
,,,59.134675
,,,59.149325
,,,59.164625
,,,59.178475
,,,59.1927
,,,59.20285
,,,59.2385
,,,59.270825
,,,59.29345
,,,59.505325
,,,59.55035
,,,59.564
,,,59.58835
,,,59.6005
,,,59.617175
,,,59.628325
,,,59.638025
,,,59.646375
,,,59.6794
,,,59.70675
,,,59.719025
,,,59.73295
,,,59.7427
,,,59.7532
,,,59.763725
,,,59.776425
,,,59.7845
,,,59.803375
,,,59.8261
,,,59.841125
,,,59.855125
,,,59.866725
,,,59.885975
,,,59.904075
,,,59.917225
,,,59.9452
,,,59.96895
,,,59.982475
,,,59.996725
,,,60.011575
,,,60.03025
,,,60.07375
,,,60.149025
,,,60.187975
,,,60.231025
,,,60.2702
,,,60.302025
,,,60.321925
,,,60.364775
,,,60.3727
,,,60.386625
,,,60.397025
,,,60.4202
,,,60.424475
,,,60.431825
,,,60.47465
,,,60.489625
,,,60.54265
,,,60.561075
,,,60.5739
,,,60.59445
,,,60.62125
,,,60.64905
,,,60.668625
,,,60.68575
,,,60.72645
,,,60.779475
,,,60.7982
,,,60.823975
,,,60.8476
,,,60.892825
,,,60.9502
,,,60.995175
,,,61.001075
,,,61.004925
,,,61.011225
,,,61.02735
,,,61.034975
,,,61.045425
,,,61.054725
,,,61.073825
,,,61.0853
,,,61.115025
,,,61.12475
,,,61.141575
,,,61.151725
,,,61.16795
,,,61.1923
,,,61.21425
,,,61.242075
,,,61.270775
,,,61.30895
,,,61.33565
,,,61.37655
,,,61.4313
,,,61.47475
,,,61.49965
,,,61.526575
,,,61.55115
,,,61.571425
,,,61.589125
,,,61.6041
,,,61.6205
,,,61.646875
,,,61.66865
,,,61.7098
,,,61.753175
,,,61.8011
,,,61.83315
,,,61.865125
,,,61.875525
,,,61.88885
,,,61.912675
,,,61.927775
,,,61.936625
,,,61.9574
,,,61.97415
,,,61.9813
,,,61.99335
,,,62.0061
,,,62.01695
,,,62.0246
,,,62.0478
,,,62.0925
,,,62.126675
,,,62.13935
,,,62.1559
,,,62.16955
,,,62.1811
,,,62.190375
,,,62.199975
,,,62.21635
,,,62.2405
,,,62.2527
,,,62.262325
,,,62.276875
,,,62.284325
,,,62.29715
,,,62.31235
,,,62.323525
,,,62.39905
,,,62.459725
,,,62.49685
,,,62.504125
,,,62.515425
,,,62.524675
,,,62.539175
,,,62.568225
,,,62.5853
,,,62.5993
,,,62.61215
,,,62.62595
,,,62.65865
,,,62.6714
,,,62.6813
,,,62.693775
,,,62.702475
,,,62.72515
,,,62.737
,,,62.749175
,,,62.76085
,,,62.7727
,,,62.78525
,,,62.79465
,,,62.805
,,,62.818625
,,,62.8313
,,,62.841025
,,,62.849675
,,,62.86105
,,,62.874325
,,,62.8867
,,,62.906025
,,,62.99765
,,,63.01315
,,,63.0223
,,,63.035375
,,,63.043725
,,,63.0567
,,,63.0682
,,,63.075825
,,,63.082975
,,,63.093025
,,,63.106425
,,,63.1186
,,,63.152125
,,,63.163575
,,,63.19415
,,,63.269225
,,,63.300475
,,,63.349475
,,,63.36325
,,,63.401675
,,,63.41645
,,,63.432275
,,,63.454275
,,,63.471175
,,,63.49135
,,,63.511925
,,,63.532075
,,,63.551
,,,63.5884
,,,63.611775
,,,63.644275
,,,63.683025
,,,63.698225
,,,63.73625
,,,63.75425
,,,63.7742
,,,63.808425
,,,63.829275
,,,63.884225
,,,63.932925
,,,63.954475
,,,63.9715
,,,63.9842
,,,63.997375
,,,64.0154
,,,64.03595
,,,64.052475
,,,64.082
,,,64.115525
,,,64.164
,,,64.184425
,,,64.20835
,,,64.225775
,,,64.232975
,,,64.2461
,,,64.257175
,,,64.274875
,,,64.286
,,,64.29995
,,,64.3102
,,,64.3214
,,,64.33065
,,,64.340575
,,,64.350325
,,,64.361875
,,,64.372725
,,,64.3953
,,,64.424475
,,,64.483975
,,,64.503275
,,,64.53315
,,,64.54295
,,,64.56305
,,,64.616575
,,,64.64675
,,,64.699425
,,,64.727275
,,,64.751925
,,,64.763925
,,,64.7891
,,,64.8023
,,,64.8037
,,,64.82075
,,,64.83465
,,,64.850225
,,,64.865575
,,,64.88995
,,,64.926325
,,,64.9805
,,,65.0266
,,,65.082675
,,,65.095875
,,,65.122
,,,65.13035
,,,65.135725
,,,65.146225
,,,65.1531
,,,65.16055
,,,65.1877
,,,65.2005
,,,65.2118
,,,65.226975
,,,65.239375
,,,65.25235
,,,65.265275
,,,65.31395
,,,65.42385
,,,65.43615
,,,65.472125
,,,65.5009
,,,65.555975
,,,65.6064
,,,65.6522
,,,65.71275
,,,65.74325
,,,65.749375
,,,65.7543
,,,65.768875
,,,65.8047
,,,65.8114
,,,65.82315
,,,65.8454
,,,65.86205
,,,65.868725
,,,65.884225
,,,65.902425
,,,65.924175
,,,65.951025
,,,65.978925
,,,66.019025
,,,66.0368
,,,66.057375
,,,66.0715
,,,66.080825
,,,66.095
,,,66.116125
,,,66.1495
,,,66.168325
,,,66.190825
,,,66.22885
,,,66.290625
,,,66.404125
,,,66.4193
,,,66.436525
,,,66.461975
,,,66.473575
,,,66.48075
,,,66.4818
,,,66.5076
,,,66.5337
,,,66.5572
,,,66.5642
,,,66.7301
,,,66.734675
,,,66.8159
,,,66.822675
,,,66.83745
,,,66.845
,,,66.85425
,,,66.868325
,,,66.885675
,,,66.905275
,,,66.92425
,,,66.951775
,,,66.967875
,,,67.030275
,,,67.074675
,,,67.1009
,,,67.10795
,,,67.118825
,,,67.1282
,,,67.14015
,,,67.15035
,,,67.161825
,,,67.1716
,,,67.18235
,,,67.1916
,,,67.201975
,,,67.21835
,,,67.226275
,,,67.24745
,,,67.262725
,,,67.272375
,,,67.288825
,,,67.3195
,,,67.3409
,,,67.35525
,,,67.3716
,,,67.386525
,,,67.408975
,,,67.426225
,,,67.437525
,,,67.4524
,,,67.46755
,,,67.47595
,,,67.529725
,,,67.540975
,,,67.554875
,,,67.568925
,,,67.583975
,,,67.601975
,,,67.6145
,,,67.63425
,,,67.648825
,,,67.65685
,,,67.66735
,,,67.67495
,,,67.705775
,,,67.7323
,,,67.75955
,,,67.77525
,,,67.792825
,,,67.808125
,,,67.83085
,,,67.87365
,,,67.90815
,,,67.930625
,,,67.9695
,,,68.014475
,,,68.0624
,,,68.10665
,,,68.130775
,,,68.170875
,,,68.18375
,,,68.21675
,,,68.22475
,,,68.233775
,,,68.245025
,,,68.2539
,,,68.2634
,,,68.2732
,,,68.2825
,,,68.292975
,,,68.301725
,,,68.315425
,,,68.3165
,,,68.35085
,,,68.364575
,,,68.379175
,,,68.403075
,,,68.423975
,,,68.445275
,,,68.46335
,,,68.497875
,,,68.531775
,,,68.547475
,,,68.55855
,,,68.5685
,,,68.577
,,,68.588725
,,,68.6062
,,,68.6318
,,,68.647125
,,,68.674575
,,,68.691725
,,,68.7042
,,,68.7186
,,,68.731075
,,,68.74175
,,,68.7535
,,,68.76805
,,,68.78
,,,68.791575
,,,68.798625
,,,68.808225
,,,68.8267
,,,68.848625
,,,68.864375
,,,68.881875
,,,68.900425
,,,68.9325
,,,68.95115
,,,68.9816
,,,68.98475
,,,69.00565
,,,69.047025
,,,69.080025
,,,69.122475
,,,69.159975
,,,69.180425
,,,69.200775
,,,69.21105
,,,69.22265
,,,69.261475
,,,69.27745
,,,69.3009
,,,69.323225
,,,69.34
,,,69.3649
,,,69.381625
,,,69.4015
,,,69.43715
,,,69.4961
,,,69.539675
,,,69.593825
,,,69.62905
,,,69.6388
,,,69.660875
