SPK_SPKC04a (inhi)
100.046425
100.113125
100.159175
100.186925
100.19555
100.39005
100.42605
100.483
100.54035
100.6085
100.647475
100.7027
100.7332
100.764875
100.8905
100.9199
100.9534
100.986125
101.047125
101.149775
101.256075
101.368975
101.404725
101.4796
101.600425
101.6515
101.7821
101.830975
101.90055
101.9159
101.936625
101.997325
102.02625
102.050425
102.102875
102.217175
102.245625
102.2761
102.287675
102.479675
102.53655
102.571775
102.63245
102.711175
102.906425
102.962175
102.968875
102.9846
102.99725
103.0446
103.322925
103.351375
103.412025
103.43115
103.4948
103.6725
103.7359
103.80745
103.8325
103.84265
104.0465
104.12845
104.234475
104.356925
104.48415
104.5049
104.53825
104.572575
104.590175
104.596675
104.631975
104.801975
104.8267
104.848125
104.873775
104.89905
104.926675
105.00865
105.0373
105.08515
105.119425
105.191375
105.2116
105.28755
105.34425
105.3899
105.5436
105.587425
105.6605
105.692175
105.73485
105.776025
105.8847
105.91035
105.942
105.9888
106.031325
106.253825
106.335775
106.4034
106.46665
106.59065
106.78425
106.842875
106.8797
106.9387
106.988875
107.020525
107.0626
107.1453
107.169275
107.18225
107.1936
107.23855
107.266675
107.47
107.582075
107.613425
107.699475
107.7142
107.728025
107.733875
107.7902
107.8819
107.95775
108.058125
108.194325
108.38885
108.485975
108.563
108.655225
108.7142
108.7864
108.807675
108.8375
108.947725
109.094125
109.21855
109.24795
109.41245
109.468425
109.528025
109.554825
109.59005
109.609675
109.70855
109.935225
110.085475
110.140325
110.202575
110.243
110.26765
110.3074
110.375175
110.41645
110.542675
110.61745
110.724
110.879275
110.901225
110.929125
110.97625
111.0794
111.113475
111.126625
111.166225
111.252175
111.296925
111.380125
111.532575
111.654175
111.6928
111.7577
111.82515
112.0735
112.139425
112.2035
112.2632
112.290225
112.38055
112.41715
112.44185
112.457625
112.4863
112.52975
112.575175
112.698725
112.7641
112.806225
112.87455
112.889925
112.902925
112.985125
113.05325
113.2003
113.23345
113.251475
113.2558
113.260175
113.269625
113.31255
113.315175
113.4467
113.462775
113.54135
113.5637
113.646675
113.72635
113.832475
113.881625
113.9065
113.9258
113.967575
113.982975
114.252025
114.2979
114.3473
114.486875
114.520175
114.5573
114.575025
114.590175
114.640825
114.700525
114.840725
114.925675
114.990525
115.004925
115.024725
115.092275
115.150275
115.289075
115.4337
115.45785
115.490775
115.62095
115.722025
115.767275
115.816
115.87955
115.942275
115.993525
116.0395
116.062075
116.08055
116.1163
116.133
116.159625
116.271775
