SPK_SPKC01a (inhi),SPK_SPKC04a (inhi),"SPK_SPKC05a (sharp exc, maybe artef)",SPK_SPKC10a (inhi)
36.4277,96.145475,38.514125,109.22505
36.444225,96.1608,38.5362,109.40415
36.4665,96.179275,38.5413,109.521675
36.4829,96.219625,38.5467,109.555025
36.548575,97.321075,38.58785,109.67525
36.581675,97.38985,38.596675,109.792575
36.58825,97.6017,38.62415,109.9108
36.619825,97.6269,38.6405,109.959175
36.6726,97.654975,38.6461,110.108125
36.7058,97.7651,38.6676,110.15515
36.772175,97.7834,38.7088,110.178375
36.9096,98.20015,38.7172,110.203225
37.045825,98.2211,38.7567,110.228125
37.05755,98.231475,38.778375,110.25005
37.087075,98.2736,38.8594,110.2702
37.130975,98.3126,38.877725,110.33955
37.140225,98.7307,38.90205,110.527325
37.146325,98.739775,38.92815,110.5702
37.15135,98.776,38.940775,110.5749
37.322275,98.788425,38.961825,110.7907
37.3333,98.821325,38.9813,110.8576
37.3382,99.128575,38.98995,110.908775
37.34885,99.1442,38.998275,111.083275
37.35955,99.187875,39.00845,111.186275
37.404725,99.247575,39.01725,111.255375
37.4888,100.1329,39.044375,111.27285
37.5153,100.161625,39.068875,111.626025
37.53935,100.449175,39.07045,111.70265
37.567925,100.507625,39.0802,111.83715
37.63855,100.51515,39.1139,112.0004
37.698575,100.644075,39.132175,112.01715
37.8631,100.66215,39.154025,112.116425
37.938425,100.688225,39.16365,112.15955
37.953375,100.745875,39.175175,112.237175
37.9894,100.771175,39.2051,112.24005
38.009325,101.031575,39.2333,112.28555
38.027975,101.064275,39.27945,112.483025
38.082375,101.3706,39.30655,112.57865
38.11465,101.56235,39.31805,112.676925
38.1619,101.5909,39.365575,112.71255
38.191125,101.64765,39.4841,112.90905
38.216375,101.70885,39.555825,112.9854
38.2353,101.7688,39.6214,113.21505
38.3016,101.850925,39.6393,113.235975
38.3222,101.930475,39.877125,113.280775
38.33685,102.2619,39.90925,113.295625
38.359775,102.285875,39.92705,113.38395
38.373675,102.312975,39.964675,113.539225
38.43595,102.3345,40.1961,113.638825
38.4953,102.377575,40.254025,113.833325
38.516075,102.429775,40.270725,114.087275
38.558025,102.460225,40.30355,114.14865
38.63145,102.505225,40.312375,114.457375
38.66315,102.52755,40.322625,114.588275
38.6893,102.565775,40.33285,114.6021
38.69075,102.664275,40.354575,114.629675
38.7879,102.750325,40.3739,114.651625
38.8308,102.8139,40.38655,114.754225
38.86815,102.924,40.446375,114.84215
38.875125,102.9593,40.47725,114.938725
38.97355,103.00845,40.623775,114.97305
39.017075,103.034625,40.63805,115.1286
39.06485,103.07465,40.647575,115.16995
39.1902,103.28915,40.660275,115.266875
39.2205,103.3663,40.964825,115.4545
39.230525,103.50145,41.015175,115.515825
39.24,103.6595,41.03145,115.59565
39.2674,103.72805,41.046975,115.67905
39.28055,103.751425,41.071725,115.712575
39.2995,103.7902,41.291425,116.09745
39.323475,104.265975,41.331975,116.14725
39.412925,104.323025,41.35285,116.1962
39.519175,104.4948,41.5617,116.4639
39.581075,104.732125,41.592025,116.519125
39.638775,105.5928,41.607725,116.786
39.674825,105.696075,41.82025,116.9779
39.700275,106.10065,41.841,116.991975
39.720975,106.294675,41.85105,117.058675
39.74075,106.3142,41.867375,117.175125
39.80315,106.344225,41.8807,117.6768
39.825225,107.178475,41.8905,117.741125
39.84635,107.772125,41.9059,117.881025
39.84755,109.202925,41.91305,118.1587
39.9057,109.2594,41.98495,118.204725
39.946675,109.272225,42.067475,118.29025
40.045375,109.528525,43.0505,118.358025
40.243475,109.894,43.057675,118.824325
40.442825,109.906825,43.062,118.92525
40.461025,109.9402,43.081125,118.998125
40.471175,110.197225,43.09615,119.0737
40.529675,110.219,43.118,119.18415
40.5582,110.2307,43.160575,119.261975
40.5961,110.941175,43.41435,119.37465
40.645575,110.95605,43.430975,119.5171
40.69695,110.97635,43.4504,119.579625
40.742825,110.99165,43.4723,119.757125
40.841125,110.997925,43.496225,119.843975
40.938225,111.0435,43.5209,120.028175
41.30095,111.182975,43.53785,120.401525
41.3353,111.1912,43.556525,120.4698
41.3606,111.199275,43.578925,120.6539
41.522175,111.2063,43.59565,120.685125
41.529175,111.269625,43.6455,120.80405
41.572125,111.53215,44.093025,120.89625
41.66915,111.5518,44.107275,120.91875
41.78485,111.964775,44.120625,120.93875
41.798975,112.00895,44.139875,121.215
41.93355,112.817075,44.16775,121.27105
41.95895,112.838975,44.6046,121.33975
42.030075,113.15835,44.66965,121.3666
42.117275,113.179575,44.697775,121.41305
42.1208,113.213275,44.85635,121.456375
42.162475,113.234025,45.7319,121.492725
42.2803,113.24375,45.7518,121.512125
42.329775,113.27995,45.772175,121.517225
42.35595,113.839775,45.787075,121.571625
42.370325,114.204925,45.814425,121.7074
42.373275,114.217225,45.824275,121.753825
42.415775,114.607125,45.838975,121.808925
42.475925,114.6439,45.8553,121.87925
42.4871,114.681175,45.926925,122.0096
42.598425,114.720425,45.96205,122.0548
42.666675,114.752425,46.315075,122.1825
42.75665,114.82285,46.32785,122.275775
42.785,114.97685,46.336825,122.306275
42.789125,115.501575,46.365825,122.3947
42.857125,115.544375,46.38305,122.56025
42.875325,115.554,46.411725,122.580475
42.905075,115.56415,46.431325,122.6063
42.9467,115.57925,46.47875,122.6095
42.9624,115.6241,46.49525,122.6256
42.9871,115.983875,46.515675,122.64325
42.9963,116.327375,46.59435,122.92295
43.01255,116.7389,46.883325,122.9877
43.024,116.76055,46.91605,123.080725
43.032525,116.76465,46.938525,123.111825
43.07015,116.7757,46.94725,123.29975
43.0729,116.781125,46.96565,123.4601
43.083125,116.789225,46.979825,123.654975
43.1065,116.798775,47.001125,123.873525
43.184775,116.80905,47.022075,124.083975
43.24,116.85735,47.03885,124.120725
43.31135,117.35645,47.061725,124.224675
43.3587,117.37965,47.08535,124.4562
43.4282,117.4401,47.1084,124.51625
43.4928,117.48,47.1201,124.72205
43.649175,117.792675,47.134425,125.117625
43.656375,117.81255,47.1449,125.57675
43.738675,117.84485,47.156925,125.632925
43.8044,117.869675,47.174725,125.647725
43.818275,118.1827,47.20255,125.66145
43.925075,118.187225,47.478575,125.707775
43.950975,118.19935,47.4954,126.178025
44.0657,118.213975,47.517775,126.287775
44.162675,118.840325,47.5276,126.32485
44.2369,118.85175,47.53815,126.372075
44.314125,118.966375,47.549075,126.736025
44.407625,119.5715,47.5595,126.77905
44.43715,120.002775,47.568625,126.899975
44.455125,120.033325,47.5848,127.04215
44.581525,120.0789,47.620625,127.316825
44.69095,120.098075,47.6361,127.37155
44.73035,120.175575,47.655,127.62585
44.7388,120.201175,47.9324,127.69335
44.782275,120.2459,47.9461,127.7124
44.96255,120.57305,47.95525,127.780925
45.008775,120.58295,47.972675,127.834875
45.06035,120.607675,47.984225,128.0958
45.0702,120.61905,48.003125,128.1182
45.236375,120.631425,48.014075,128.158125
45.262325,120.6952,48.036775,128.191125
45.288,120.9633,48.075975,128.298075
45.32435,120.9767,48.458125,128.45925
45.378075,120.98265,48.51385,128.653425
45.42775,120.995575,48.833025,128.8978
45.437375,121.02535,48.861875,128.953925
45.4628,121.268625,48.872175,129.04285
45.4908,121.3051,48.88275,129.356
45.51275,121.310925,48.8907,129.419725
45.56695,121.32185,48.897825,129.4734
45.620375,121.326275,48.914575,129.510375
45.6822,121.34075,48.936725,129.82405
45.725025,121.3571,48.947025,129.842775
45.780775,121.3674,48.953325,130.1022
45.795025,121.3875,48.962875,130.130675
45.8613,121.39965,48.976725,130.15735
45.908775,121.51545,49.005475,130.174725
45.966425,121.56265,49.0453,130.18555
45.999475,121.9485,49.1018,130.503525
46.084425,121.994225,49.1235,130.663
46.18365,122.29215,49.1344,131.173375
46.2153,122.318675,49.141475,131.2537
46.236275,122.330175,49.164025,131.40765
46.289025,122.339825,49.179825,131.529025
46.302925,122.344875,49.189075,131.639525
46.320925,122.364925,49.21665,132.0138
46.322025,122.37825,49.230925,132.045525
46.3389,122.56325,49.278975,132.3499
46.383575,122.568925,49.465775,132.467275
46.405175,122.5876,49.477525,132.939
46.510775,122.6014,49.503925,132.985675
46.5122,122.63755,49.5179,133.215175
46.527325,122.654025,49.52855,133.654875
46.56865,122.6676,49.53925,133.72155
46.587925,122.68205,49.57015,133.836475
46.59775,122.919275,50.037525,133.85345
46.62545,122.924325,50.098,134.210475
46.664775,122.93235,50.13125,134.32185
46.7977,122.9429,50.149625,134.350225
46.887675,122.95445,50.17015,134.47475
46.911275,122.971425,50.202775,134.521425
46.93115,122.996,50.30145,134.7339
46.940075,123.025025,50.50875,134.799475
46.95215,123.3247,50.51775,134.8488
46.985675,123.33495,50.5243,134.923725
46.993575,123.3815,50.534575,135.0023
46.99535,123.438925,50.543875,135.2004
47.00445,123.450975,50.554,135.246275
47.0441,123.816175,50.570975,135.27645
47.0572,123.8756,50.622875,135.4272
47.081325,124.04835,50.6393,135.466075
47.206075,124.1269,50.71475,135.807675
47.2178,124.161075,50.739,135.861625
47.30535,124.171625,50.871025,136.2235
47.330575,124.194175,50.92,136.296225
47.4418,124.208575,51.22695,136.332925
47.458725,124.2226,51.24425,136.422525
47.58945,124.448725,52.205975,136.93615
47.621875,124.454425,52.21775,137.0925
47.6396,124.4602,52.22695,137.1206
47.65415,124.468875,52.236075,137.244225
47.686875,124.482125,52.24565,137.3677
47.691775,124.503175,52.26,137.409925
47.719075,124.514675,52.273075,137.545625
47.743575,124.533575,52.282,137.58555
47.830125,124.53625,52.297975,137.60645
47.861075,124.551075,52.303975,137.788725
47.883775,124.57195,52.30945,137.8385
48.021075,124.579875,52.32715,137.9454
48.0946,124.5939,52.3582,137.999
48.128675,124.60805,52.3655,138.053625
48.1607,124.627625,52.373975,138.1785
48.1782,124.6321,52.38035,138.482025
48.22085,124.66845,52.388275,138.64445
48.2676,124.73105,52.3977,138.75435
48.33025,125.073025,52.431225,138.947775
48.372975,125.091075,52.440975,138.9703
48.398475,125.123675,52.473475,139.0132
48.42705,125.194875,52.49825,139.081175
48.44515,125.210675,52.511,139.372425
48.484175,125.220225,52.518725,139.431725
48.54115,125.2422,52.536125,139.467825
48.543675,125.29045,52.54125,139.5428
48.550475,125.299375,52.5497,139.572075
48.59745,125.648425,52.5528,139.608625
48.653925,125.67915,52.5821,139.6382
48.69595,125.6811,52.59125,139.680425
48.717375,125.68935,52.605925,139.725525
48.731175,125.700925,52.615425,139.78555
48.744625,125.747275,52.636425,139.884475
48.7612,125.777675,52.6552,140.118325
48.814025,125.82335,52.677,140.313675
48.8378,126.153425,52.695125,140.348425
48.855525,126.160975,52.724825,140.495
48.87005,126.18115,52.7414,140.6467
48.8837,126.219125,52.751,140.659675
48.962275,126.248125,52.77195,140.8967
48.9796,126.299575,52.78015,140.967075
48.988575,126.6057,52.819675,140.991
49.006125,126.6484,52.8429,141.028175
49.0912,126.6731,52.849875,141.0474
49.1168,126.6853,52.8574,141.0874
49.127675,126.6991,52.88515,141.29075
49.262425,126.70785,52.917225,141.37565
49.2704,126.726975,52.92765,141.4006
49.28325,126.739075,52.972725,141.4096
49.3953,127.0638,52.989875,141.41735
49.4408,127.13495,52.99595,141.53065
49.52825,127.434025,53.010525,141.635525
49.5513,127.762525,53.044825,141.77375
49.562175,127.778625,53.061325,141.8356
49.6343,128.064275,53.0713,141.88565
49.6504,128.0676,53.08975,141.954325
49.693625,128.161525,53.139,141.988925
49.8173,128.2104,53.147525,142.01815
49.837275,128.45175,53.2215,142.1011
49.8567,128.46735,53.24985,142.156425
49.872275,128.487075,53.274025,142.289625
49.937,128.518525,53.321,142.354475
49.9531,128.9604,53.346,142.567475
49.96415,129.048775,53.397025,142.772925
49.97495,129.101425,53.404675,142.803075
49.996175,129.375625,53.41385,143.0126
50.051575,129.38705,53.49815,143.056325
50.058875,129.3908,53.55315,143.104025
50.140125,129.435275,53.583475,143.221275
50.15045,129.44785,53.6328,143.3628
50.30835,129.4876,53.66655,143.6496
50.337625,129.50955,53.683875,143.7337
50.406375,129.7174,53.705175,143.92475
50.461,129.727425,53.728825,143.953825
50.563,129.744975,53.753975,143.980225
50.569025,129.75215,53.826475,144.076
50.59305,129.7575,53.9036,144.131525
50.600175,129.77135,53.9234,144.153825
50.614675,129.77875,54.04845,144.239775
50.62805,129.80095,54.058525,144.6835
50.6388,129.814175,54.180175,144.730525
50.86865,130.11355,54.186025,144.82455
50.92775,130.121525,54.44015,145.0351
50.941175,130.14275,54.452725,145.16845
51.005225,130.764125,54.647,145.194725
51.09035,130.779625,54.657475,145.2319
51.16405,130.808925,54.67765,145.388575
51.25155,130.8485,54.719075,145.4712
51.265,130.87835,54.88135,145.567625
51.2774,131.302925,55.0757,145.775275
51.420425,132.04895,55.38265,145.787225
51.510675,132.630225,55.43435,146.2289
51.638075,133.049875,55.786175,146.25275
51.68705,133.115875,55.798975,146.371625
51.732225,133.1441,55.846775,146.46725
51.77665,133.17185,55.889225,146.58945
51.81205,133.21825,55.92555,146.716425
51.85795,133.2885,55.979175,146.94465
51.876875,133.6062,55.99115,147.274075
52.110825,133.620675,56.061875,147.314575
52.1384,133.669475,56.26725,147.479575
52.154225,133.7428,56.409725,147.4977
52.220875,133.83165,56.5476,147.5488
52.223775,133.85335,57.278025,147.7964
52.249675,133.877,57.30535,147.86365
52.28345,133.9042,57.339975,147.95695
52.30995,134.2023,57.373525,148.24085
52.323325,134.231925,57.9001,148.2541
52.343225,134.33895,58.076275,148.332175
52.399625,134.438275,58.11165,148.519775
52.463875,134.492825,58.126775,148.54355
52.516325,134.806125,58.14565,148.59785
52.62465,134.824025,58.166125,148.847725
52.665025,134.828775,58.42365,149.06965
52.69185,134.8367,58.6148,149.2474
52.771675,134.858675,58.629825,149.283125
52.79125,134.87525,58.652975,149.325575
52.811725,134.943725,58.6728,149.359625
52.911275,135.227325,58.6921,149.5706
52.968875,135.262,58.91485,149.709825
53.02835,135.31265,58.929625,150.56595
53.0586,135.3241,58.935425,150.6052
53.0733,135.3545,58.9445,150.903125
53.1451,135.40335,58.9539,150.9146
53.276375,135.735375,60.183025,150.9972
53.28425,135.7653,60.22715,151.20275
53.39085,136.63205,60.28275,151.378975
53.468225,136.675675,60.3107,151.48855
53.4916,136.7519,60.9076,151.67995
53.497575,136.786175,60.922525,151.766575
53.515525,137.376675,60.95065,151.780725
53.555225,137.39605,60.9641,151.783375
53.56985,137.445725,60.991025,151.91735
53.59465,137.491225,61.019025,151.9718
53.605475,137.5277,61.082725,151.993
53.62085,137.553,61.12705,152.015625
53.63585,137.57285,61.1715,152.05565
53.704225,137.587375,61.221825,152.102075
53.820475,137.762925,61.237225,152.258625
54.009125,137.78015,61.453825,152.280575
54.079175,137.8301,61.484025,152.3002
54.1979,137.86835,61.543425,152.3074
54.201125,137.905375,61.56865,152.366625
54.2056,137.91045,61.85605,152.47615
54.22635,137.929325,61.883,152.56905
54.2965,137.953975,61.89785,152.78365
54.4394,137.988225,61.917325,152.903525
54.465225,138.011925,61.939525,152.930175
54.479,138.056325,61.997175,153.018325
54.520925,138.389025,62.028875,153.385525
54.610675,138.404525,62.058925,153.41085
54.7197,138.425475,62.086575,153.495275
54.750825,138.433275,62.09285,153.6286
54.76075,138.44625,62.12535,153.746
54.782275,138.7655,62.1395,153.92525
54.831475,138.8407,62.1512,154.09045
54.84915,138.9389,62.160875,154.1663
54.863725,138.966075,62.173325,154.192875
55.0122,140.10225,62.1964,154.2818
55.021,140.4659,62.2065,154.32995
55.3116,140.70245,62.22285,154.41805
55.316975,140.7147,62.25675,155.000125
55.3297,140.74315,62.754425,155.0548
55.484275,140.82505,62.767325,155.34495
55.51365,140.82945,62.7786,155.67885
55.593975,140.8458,62.79165,155.851275
55.617975,140.8538,62.8068,156.0714
55.704775,140.872075,63.09725,156.131025
55.890475,140.898275,63.11565,156.221425
55.9783,140.922425,63.1296,156.32935
56.18805,140.9349,63.156175,156.3838
56.225925,140.9952,63.2029,156.39715
56.29625,141.013275,63.430325,156.44965
56.32235,141.0232,63.4371,156.471275
56.411025,141.029075,63.450725,156.657425
56.45825,141.0331,63.495,156.824275
56.52255,141.04045,63.7536,157.00705
56.581325,141.25855,63.784975,157.064825
56.598375,141.282425,63.7988,157.264925
56.658475,141.390525,64.01455,157.336825
56.6857,141.398975,64.039675,157.449625
56.854125,141.413825,64.0579,157.6169
56.9204,141.574125,64.0729,157.669825
57.00885,141.585,64.0823,157.837275
57.042875,141.588425,64.094125,157.872075
57.059975,141.599325,64.10855,157.901275
57.1376,141.60645,64.118675,157.942825
57.1882,141.619925,64.14005,158.137175
57.28205,141.63585,64.176075,158.20205
57.294875,141.90785,64.866125,158.26615
57.3461,141.924875,64.876325,158.279225
57.44475,141.945275,64.9006,158.306925
57.58865,141.996025,64.9169,158.332875
57.6746,142.38045,64.9317,158.4465
57.7215,142.392925,64.946,158.680325
57.757475,142.4376,64.957675,158.914175
57.78145,142.786425,66.048,158.9468
57.80295,142.99665,66.061375,158.976075
57.906625,143.0019,66.076725,159.0964
57.909775,143.0072,66.4465,159.170625
57.926725,143.016575,66.51955,159.242925
57.96655,143.050825,66.875975,159.43415
58.051425,143.163375,67.019225,159.475425
58.104325,143.521,67.0279,159.507475
58.294,143.5619,67.0355,159.562575
58.3497,143.62105,67.044375,159.90875
58.46985,143.644575,67.053825,159.92505
58.567775,143.97695,67.084075,160.160525
58.6316,144.422,67.09385,160.371975
58.678225,144.43985,67.13595,160.41875
58.7062,144.459175,67.1854,160.626725
58.718675,144.528325,67.20825,160.72895
58.75995,144.60375,67.23505,160.845
58.8548,144.64555,67.274775,160.961625
58.891925,144.727125,67.2974,161.06355
58.901325,144.766175,67.347225,161.0977
58.9314,144.972725,67.6485,161.11685
58.9516,145.60225,67.66955,161.133825
59.005275,145.72135,67.68665,161.231
59.202775,146.064425,67.744125,161.435675
59.2162,146.4728,67.784325,161.50705
59.23105,146.643025,68.00985,161.5486
59.2947,146.668225,68.022875,161.58645
59.3357,147.314375,68.032675,161.682925
59.356225,147.32225,68.0634,161.81075
59.397575,147.493475,68.075475,161.8689
59.51215,147.52145,68.08635,162.12685
59.62105,147.553725,68.100275,162.211425
59.6924,147.631525,68.1128,162.4873
59.70455,148.242825,68.12445,162.5548
59.7625,148.2888,68.199775,162.79355
59.783925,148.298225,68.224475,162.842675
59.801025,148.460675,68.249325,162.8976
59.83215,148.483825,68.26435,163.004875
59.920225,148.4967,68.2812,163.1629
59.96945,148.50595,68.2913,164.078025
60.130175,148.770275,68.3011,164.09305
60.1422,148.78555,68.305425,164.1865
60.156875,148.804875,68.310275,164.3452
60.1721,148.852375,68.330775,164.3796
60.188325,149.300375,68.34365,164.407325
60.2653,149.307525,68.366225,164.517575
60.269,149.313525,68.382075,164.6354
60.277975,149.3242,68.388575,164.69855
60.35935,149.329,68.45285,164.823325
60.435775,149.346775,68.473025,164.840125
60.501025,149.382075,68.5099,165.05775
60.5584,150.0125,68.52525,165.14915
60.580825,150.04485,68.59885,165.201075
60.615675,150.093875,68.6241,165.24705
60.65415,150.45865,68.662125,165.2952
60.705775,150.491775,68.6875,165.477325
60.7697,150.526925,68.706625,165.565875
60.7915,150.87885,68.76315,165.6087
60.90245,150.887425,68.799225,165.69345
60.93185,150.9493,69.08435,165.929775
61.1071,151.747025,69.385975,165.986975
61.21405,151.751825,69.407225,166.016275
61.228025,151.76,69.421925,166.338125
61.24375,151.77,69.42785,166.44305
61.343025,151.78225,69.44215,166.46125
61.40355,151.7889,69.45235,166.55875
61.472575,151.7952,69.4621,166.808225
61.485975,151.8058,69.483025,166.8622
61.5775,152.0084,69.555025,167.0607
61.62435,152.022675,69.5664,167.206175
61.657725,152.370975,69.598075,167.6698
61.6801,152.81895,69.61095,167.860625
61.7357,152.853,69.64185,168.0686
61.768425,152.8809,69.652125,168.1344
61.80485,152.91045,69.663325,168.17175
61.838025,154.103825,69.693625,168.208325
61.851875,154.1129,69.701425,168.3567
61.895525,154.124275,69.70735,168.479675
61.94165,154.130725,69.747975,168.5901
62.011825,154.143925,69.753775,168.8164
62.067425,154.156275,69.767275,168.875875
62.129875,154.182675,69.8025,168.89145
62.206325,154.2051,69.8174,168.893675
62.324475,154.2219,69.8215,169.068925
62.36415,154.2306,69.832075,169.214275
62.42165,154.2347,69.8376,169.236725
62.4538,154.2471,69.85035,169.291575
62.48965,154.2697,69.856275,169.37915
62.506675,154.2984,69.892425,169.441475
62.536675,154.3312,69.9053,169.529525
62.623325,154.354475,69.910775,169.644175
62.628,154.363625,69.96005,169.761475
62.71035,154.619625,69.991375,169.858125
62.81115,154.644525,70.0342,169.916575
62.8391,154.6688,70.11135,170.00705
62.8533,154.68335,70.13195,170.2117
62.89605,154.693625,70.149375,170.231025
62.948575,154.70645,70.153275,170.288275
62.9858,154.717525,70.16875,170.414725
63.0084,154.72515,70.205425,170.4781
63.073075,154.73645,70.2631,170.507775
63.097975,154.74085,70.29025,170.8718
63.1643,154.75375,70.356725,170.8985
63.2526,154.75965,70.403675,170.9785
63.32345,154.77045,70.450575,171.10085
63.3543,154.782025,70.47145,171.21905
63.399575,154.790325,70.500525,171.258025
63.43865,154.79995,70.510675,171.293
63.44775,154.808675,70.544975,171.31785
63.498775,154.821225,70.55715,171.513175
63.522725,154.832,70.62915,171.5494
63.53865,154.848325,70.750675,171.572675
63.56295,154.862275,70.778825,171.60905
63.623975,154.8856,70.81235,171.620425
63.6626,154.906525,70.826125,171.7197
63.687475,154.942425,70.838725,171.8024
63.7069,154.956625,70.9017,172.0612
63.76585,154.99735,71.07035,172.130675
63.838875,155.0698,71.264775,172.3198
63.852175,155.3284,71.524325,172.33905
63.88275,155.34205,71.549675,172.380325
63.9127,155.363525,71.81445,172.42615
63.9197,155.403725,72.03275,172.501275
63.938275,155.42325,72.07725,172.825625
64.011775,155.4677,72.110125,172.833925
64.0289,155.60385,72.30015,172.898975
64.133575,155.75255,72.59945,172.955975
64.187325,156.005575,72.8859,173.0063
64.2735,156.13065,72.903725,173.025625
64.330575,156.154125,72.92595,173.38305
64.3911,156.2055,72.963725,173.426925
64.447875,156.443425,72.97835,173.441125
64.47415,156.460425,72.993525,173.452525
64.495,156.560675,73.02015,173.467475
64.5288,156.9727,73.035225,173.613925
64.59245,156.99985,73.053425,173.643775
64.6032,157.025525,73.078625,173.672075
64.61615,157.25145,73.093175,173.740825
64.63975,157.2648,73.1023,173.7883
64.66035,157.271475,73.111975,173.8552
64.716475,157.288825,73.1631,173.894625
64.753,157.327375,73.1729,173.926725
64.7777,157.372525,73.228425,173.968925
64.835175,157.435125,73.236325,174.340675
64.859325,157.45675,73.243575,174.383675
64.885975,157.47745,73.285,174.49765
64.9763,157.4912,73.2923,174.742525
65.077225,157.499975,73.3026,174.887475
65.088425,157.502075,73.318275,174.942025
65.212225,157.509175,73.4034,175.04595
65.2947,157.5306,73.45235,175.131975
65.38625,157.539475,73.672225,175.2309
65.4009,157.56695,73.698675,175.264375
65.544925,157.60915,73.740925,175.27705
65.56565,157.80405,73.750725,175.3572
65.58315,157.81775,73.7689,175.7369
65.59975,157.84625,73.786575,175.7839
65.637625,157.8829,73.818675,175.801225
65.719125,157.893925,73.8371,175.82935
65.73815,157.92745,73.851625,176.04705
65.764075,158.215875,73.884875,176.0982
65.79385,158.258875,73.92295,176.169575
65.82385,158.277275,73.937925,176.289225
65.892125,158.2977,73.9846,176.387175
65.927125,158.36945,74.0003,176.435875
65.9594,158.4523,74.0111,176.6233
65.980175,158.538825,74.02735,176.6406
65.988375,158.5754,74.23725,176.696
66.0053,158.6394,74.260625,176.824375
66.042075,158.85475,74.289175,176.865725
66.045225,159.04125,74.3133,176.944175
66.055375,159.135125,74.327725,177.157875
66.13285,159.249775,74.3609,177.31475
66.161225,159.45315,74.37705,177.71435
66.2302,159.4649,74.451125,177.76325
66.357,159.4705,74.483525,177.9659
66.385325,159.48375,74.51615,177.98115
66.39345,159.515525,74.53665,178.004775
66.413725,159.5281,74.8494,178.074625
66.462275,159.567125,74.869175,178.1827
66.4742,159.5999,74.88395,178.255575
66.59815,159.85555,74.888575,178.430375
66.631975,159.9292,74.89785,178.673575
66.68385,159.960325,74.9081,178.753625
66.78865,160.206,74.937675,178.827225
66.8144,160.2248,74.985325,179.033
66.887275,160.2358,74.9873,179.1076
67.00125,160.25155,74.99745,179.124575
67.016,160.53385,75.0357,179.353075
67.0661,160.798325,75.051875,179.38235
67.077625,160.813375,75.07985,179.42635
67.0953,160.857375,75.101075,179.725275
67.2221,161.03915,75.144925,179.809125
67.31785,161.0474,75.98345,179.839775
67.346575,161.057,76.00135,180.068275
67.37835,161.0648,76.018725,180.20065
67.40525,161.098675,76.0354,180.3114
67.4466,161.27935,76.051475,180.3361
67.486675,161.5852,76.0751,180.363825
67.57205,161.604225,76.5968,180.392075
67.6255,161.6206,76.6105,180.650325
67.71945,161.638525,76.631075,180.699775
67.739925,161.6592,76.6486,180.922125
67.859175,161.683875,76.986975,180.975625
67.9304,161.72025,77.014875,181.031325
67.960825,162.14135,77.0356,181.682275
67.985025,162.1613,77.04465,181.849875
68.1028,162.18445,77.055025,181.88465
68.172475,162.212925,77.0664,181.91505
68.22045,162.27685,77.077625,182.209675
68.2253,162.350325,77.0992,182.234575
68.269875,162.76795,77.110825,182.37655
68.29195,162.8085,77.176775,182.4051
68.330575,163.006975,77.202275,182.4956
68.451575,163.008525,77.3175,182.5905
68.545375,163.012575,77.36385,182.85465
68.71275,163.02165,77.38015,182.898225
68.74055,163.02695,77.4057,182.92265
68.848475,163.0564,77.4166,183.01785
68.90465,163.148925,77.43055,183.208075
68.921425,163.47575,77.696825,183.230275
69.001375,163.758725,77.72775,183.33555
69.038275,163.77775,77.7649,183.46095
69.1132,164.049825,77.781725,183.50685
69.168325,164.061975,78.758925,183.6395
69.22185,164.079225,78.776525,183.7293
69.243425,164.124825,78.79,183.8251
69.2713,164.144325,78.80025,183.8535
69.35885,164.212175,78.840375,183.91685
69.4244,164.75035,78.8644,183.994775
69.523475,164.821125,79.172775,184.059475
69.5557,164.840825,79.21075,184.10695
69.672875,164.85535,79.4954,184.399375
69.730475,164.8993,79.523,184.53175
69.881925,165.1409,79.529,184.6326
69.894,165.1466,79.540075,184.858875
69.950975,165.173125,79.56235,184.886325
70.02145,165.2146,80.9569,185.03945
70.037575,165.22885,80.983775,185.07545
70.043775,165.528425,81.00225,185.616375
70.109675,165.5345,81.028875,185.7297
70.117725,165.547675,81.051225,185.77335
70.14865,165.56405,81.102775,185.86395
70.1591,165.584725,81.4372,185.91265
70.213,165.5995,81.446325,185.940225
70.21925,165.924825,81.468225,186.0302
70.2934,165.952,81.483475,186.124075
70.342475,166.299025,81.52635,186.207325
70.457625,166.3185,81.551875,186.32075
70.4898,166.32635,81.568975,186.652225
70.499975,166.34095,81.5838,186.73245
70.57125,166.373175,81.59245,186.7712
70.58825,166.398075,81.6023,186.822475
70.655875,166.4132,81.610675,186.9204
70.757725,166.461025,81.620925,187.013525
70.81665,166.863925,81.632375,187.041325
70.85565,166.88685,81.65245,187.056825
70.872475,167.131575,81.6675,187.182725
70.89765,167.15045,81.762225,187.26825
70.9316,167.178325,81.783975,187.382
70.95675,167.46925,81.81135,187.478675
70.991675,167.51665,81.836375,187.56515
71.016125,167.52855,81.86665,187.8745
71.031875,167.94795,81.913375,187.90975
71.1135,168.197925,82.20875,188.14175
71.127275,168.220925,82.227,188.466525
71.241075,168.863725,82.238125,188.535625
71.269325,168.8737,82.250975,188.5965
71.3138,168.887125,82.2608,188.716975
71.338525,168.89475,82.27835,188.81535
71.370175,168.9273,82.307625,188.9825
71.40215,169.224175,82.329475,189.065225
71.475575,169.236425,82.43675,189.159075
71.541,169.263325,82.4584,189.17905
71.584075,169.3158,82.4879,189.303725
71.64215,169.67135,82.53205,189.41465
71.6703,169.733725,82.54675,189.43375
