SPK_SPKC01a (inhi),SPK_SPKC04a (inhi),"SPK_SPKC05a (sharp exc, maybe artef)",SPK_SPKC10a (inhi)
71.76125,170.2608,82.85245,189.477125
71.777825,170.332675,82.89015,189.5943
72.015125,170.342625,82.93695,189.695375
72.147325,170.35685,82.962175,189.717375
72.1675,170.376625,82.993825,189.746675
72.260125,170.3919,83.008425,190.172375
72.320175,170.4037,83.021875,190.450725
72.37475,170.414225,83.03835,190.49105
72.40395,170.419525,83.04915,190.5127
72.482225,170.437275,83.06265,190.668625
72.5302,170.46565,83.087275,190.6959
72.5663,170.4964,83.324025,190.939075
72.573325,170.539725,83.333625,190.9541
72.580725,170.590175,83.35225,190.969175
72.608025,170.619625,83.360675,191.0325
72.611125,170.731,83.3688,191.051825
72.62465,170.9146,83.3777,191.1177
72.718375,171.16855,83.387775,191.25865
72.74895,171.19875,83.40385,191.29825
72.767,171.20865,83.41355,191.451
72.791975,171.226875,83.432125,191.502225
72.826975,171.253025,83.443425,191.5676
72.891425,171.374075,83.46015,191.78465
72.90025,171.513025,83.508075,191.8041
72.957175,171.564125,83.536925,192.01475
73.04125,171.59045,83.640575,192.138225
73.05215,171.6124,84.5097,192.1549
73.07185,171.6377,84.7812,192.16925
73.091025,171.66175,84.8205,192.194825
73.11555,172.004125,84.837425,192.20145
73.160325,172.0267,84.888925,192.296925
73.176075,172.07935,85.158025,192.312
73.21625,172.31865,85.192325,192.36045
73.247825,172.3342,85.20595,192.38475
73.344775,172.380575,85.73545,192.549525
73.351225,172.45435,85.839475,192.61395
73.401725,173.027475,86.608125,192.6906
73.4152,173.054125,86.6237,193.10545
73.506675,173.1016,86.6344,193.250975
73.5436,173.404175,86.6567,193.406975
73.65085,173.41795,86.684875,193.4319
73.695925,173.433275,86.9374,193.751625
73.862525,173.456825,86.9562,193.823425
73.903525,173.616875,86.98525,193.92795
73.94155,173.6286,87.0003,194.085975
73.95125,173.645425,88.2166,194.133775
73.971175,173.9592,88.236525,194.626775
74.007975,173.990175,88.28465,194.649025
74.014075,174.8808,88.31495,194.8193
74.022575,175.13545,88.6385,194.930125
74.102375,175.1579,88.656375,195.297
74.12145,175.172125,88.67155,195.364475
74.151775,175.1895,88.71205,195.42975
74.21525,175.21505,88.762125,195.61185
74.311175,175.247,88.78935,195.69925
74.3313,175.34315,88.83655,195.8097
74.338375,175.657775,89.080325,195.8693
74.3557,175.668,89.08465,195.913375
74.38515,175.671175,89.1103,195.9439
74.39505,175.68275,89.130325,195.951825
74.4352,175.68705,89.151525,196.099025
74.52595,175.690225,89.161525,196.224325
74.540175,175.696125,89.17725,196.414575
74.5779,175.706175,89.222775,196.47895
74.615875,175.754225,89.287875,196.506125
74.745025,175.818025,89.289225,196.596075
74.805675,175.836275,89.3087,196.76355
74.8503,175.8523,89.675075,196.80725
74.892425,175.872275,89.71495,197.0386
75.090825,175.9083,89.7416,197.393575
75.1841,175.931825,90.23105,197.4092
75.2024,175.94175,90.239875,197.818075
75.218625,175.952125,90.253,197.828175
75.266425,175.995275,90.262725,197.845025
75.294475,176.013975,90.2765,197.86865
75.316475,176.0601,90.300475,197.91565
75.32425,176.10655,90.30705,197.939325
75.33725,176.153825,90.31495,198.22965
75.50805,176.327875,90.3259,198.42845
75.5508,176.3466,90.34395,198.529525
75.6526,176.4101,90.501575,198.686825
75.689825,176.481225,90.9545,198.88135
75.774325,176.52655,90.96875,198.9052
75.789825,176.5518,90.9782,199.259925
75.888475,176.566675,90.995375,199.33225
75.942775,176.59605,91.018825,199.3748
75.97835,176.62705,91.063675,199.498925
76.0057,176.724675,91.07285,199.5015
76.044075,176.795525,91.08145,199.540825
76.057325,176.82065,91.09525,199.59625
76.109975,176.8337,91.104875,199.710825
76.126275,176.8361,91.138325,199.840675
76.165325,176.842875,91.1474,199.92865
76.168075,176.89645,91.1598,
76.26415,176.912725,91.164775,
76.278275,176.9554,91.1834,
76.294525,176.987575,91.188125,
76.327,177.0816,91.21735,
76.425,177.118075,91.22605,
76.444375,177.147225,91.27635,
76.51395,177.166125,91.2831,
76.541025,177.186575,91.28775,
76.578025,177.2008,91.31835,
76.693925,177.2411,91.323475,
76.736075,177.259275,91.330425,
76.82535,177.283775,91.3554,
76.9285,177.321225,91.38745,
76.946675,177.342225,91.437225,
76.97555,177.36035,91.459925,
77.012775,177.423875,91.46515,
77.039375,177.635325,91.490425,
77.05155,177.68065,91.5064,
77.174825,177.702475,91.53635,
77.32535,177.739875,91.563225,
77.364775,177.80735,91.594075,
77.374425,177.819825,91.6228,
77.395,177.860475,91.666475,
77.4113,177.9087,91.668975,
77.43245,177.9251,91.6781,
77.446575,177.9432,91.6951,
77.465425,177.9538,91.738625,
77.499625,177.970275,91.9127,
77.54065,177.98145,91.92435,
77.599425,178.005425,91.9333,
77.62955,178.0244,92.006,
77.663775,178.04415,92.05535,
77.671325,178.06845,92.1268,
77.67545,178.0809,92.22195,
77.701475,178.1226,92.25135,
77.704875,178.143125,92.26835,
77.7513,178.180075,92.27955,
77.789475,178.441575,92.289475,
77.803525,178.451575,92.3054,
77.835475,178.490725,92.31845,
77.862475,178.5029,92.329325,
77.92835,178.81935,92.4464,
77.958575,178.834525,92.46115,
78.001175,179.1099,92.510625,
78.03685,179.14105,92.5328,
78.054275,179.697175,92.566125,
78.09265,179.7129,92.581575,
78.16685,179.721775,92.591975,
78.183425,179.731225,92.6172,
78.18585,179.7454,92.62905,
78.2623,179.7913,92.6495,
78.37045,179.838975,92.6627,
78.4291,180.5555,92.677375,
78.461825,180.563925,92.688525,
78.4699,180.6306,92.7011,
78.471825,180.959025,92.726075,
78.533075,180.981675,92.732275,
78.549375,181.0174,92.74295,
78.5715,181.035025,92.754,
78.649575,181.050325,92.7717,
78.697625,181.0699,92.86075,
78.73665,181.08315,92.87455,
78.801975,181.133325,92.952925,
78.85315,181.37335,92.974725,
78.8667,181.379975,93.1624,
78.8942,181.4194,93.32655,
78.909275,181.456225,93.367,
78.96165,181.5023,93.58665,
79.226575,181.51445,93.59885,
79.23765,181.5429,93.620725,
79.272725,181.57465,93.63725,
79.4033,181.873575,93.65445,
79.4236,182.221675,93.86165,
79.430275,182.2301,93.884175,
79.434775,182.23685,93.897125,
79.4524,182.242025,93.90625,
79.54165,182.255575,93.915825,
79.562925,182.273525,93.931825,
79.61215,182.85925,93.94665,
79.64565,183.230575,94.173275,
79.683825,183.25705,94.214925,
79.72035,183.280475,94.2312,
79.7403,183.294675,94.27445,
79.751075,183.302075,94.3616,
79.767425,183.652375,94.517025,
79.845975,183.65935,94.53735,
79.854075,183.6699,94.551025,
79.87245,183.67345,94.58125,
79.877625,183.683125,94.648875,
79.887025,183.690625,94.69525,
80.03195,183.701,94.9982,
80.064,183.714775,95.848275,
80.141,183.741325,96.15825,
80.15945,183.7689,96.168275,
80.178575,184.858725,96.1756,
80.199375,185.209475,96.1826,
80.212725,185.227675,96.189575,
80.2742,185.78795,96.19915,
80.29015,185.813625,96.271925,
80.38635,185.862775,96.9725,
80.416225,185.926125,96.988025,
80.4375,186.17155,97.013525,
80.511625,186.4538,97.05445,
80.579575,186.47155,97.07685,
80.614,186.559475,97.3301,
80.69015,187.0079,97.36275,
80.759225,187.016225,97.3972,
80.8615,187.02325,98.22905,
80.9016,187.028225,98.249075,
80.992875,187.033625,98.285375,
81.108425,187.063325,98.296625,
81.153075,187.08115,98.3119,
81.24245,187.1136,98.33865,
81.279475,187.186225,98.420375,
81.41555,187.21945,98.789575,
81.4411,187.47425,98.812925,
81.5216,188.140825,98.8242,
81.565675,188.21465,98.844725,
81.599575,188.459725,98.868275,
81.722725,188.6181,99.2004,
81.7732,188.666975,99.20935,
81.81915,189.116575,99.221225,
81.830975,189.133225,99.231275,
81.8412,189.143175,99.2611,
81.85175,189.152075,99.281875,
81.898325,189.166375,99.30295,
82.06825,189.35415,99.3165,
82.109275,189.358575,99.328575,
82.1438,189.36185,99.341675,
82.189575,189.3726,99.3826,
82.25815,189.379125,99.3952,
82.34655,189.51205,99.461075,
82.384075,189.5159,99.5147,
82.4022,189.523525,100.1152,
82.5557,189.5279,100.12305,
82.56925,189.540375,100.127225,
82.613475,189.5912,100.131675,
82.623075,189.599275,100.137075,
82.6902,189.6119,100.1508,
82.770275,189.65905,100.169975,
82.81565,190.042125,100.196675,
82.936925,190.066575,100.207225,
82.992875,190.104875,100.2241,
83.080275,190.55095,100.255275,
83.209825,190.553675,100.476525,
83.228075,190.564575,100.49255,
83.27185,190.5757,100.520125,
83.303725,190.58045,100.534275,
83.3266,190.585225,100.5441,
83.348875,190.587375,100.574075,
83.353725,190.594075,100.585025,
83.36715,190.6046,100.594175,
83.369225,190.64825,100.603025,
83.3759,190.668825,100.61005,
83.384675,190.694725,100.627775,
83.483725,190.963875,100.661525,
83.521625,190.98325,100.675425,
83.5325,191.018575,100.69895,
83.549425,191.039525,100.706325,
83.591175,191.0618,100.739875,
83.65225,191.0849,100.74855,
83.804725,191.3932,100.7648,
83.8915,191.4005,100.807775,
83.91905,191.4039,100.866875,
83.97695,191.413725,100.8801,
84.034425,191.417575,100.911125,
84.104875,191.422475,100.9275,
84.148125,191.456375,100.94205,
84.247525,191.489575,100.967175,
84.280025,191.512275,101.010925,
84.378875,191.761525,101.027825,
84.40225,191.7768,101.042625,
84.45525,191.812325,101.06115,
84.457775,191.821025,101.2055,
84.4644,191.8444,101.231975,
84.505975,191.8571,101.273825,
84.5179,191.869725,101.339425,
84.5802,191.878075,101.346325,
84.645975,191.8824,101.351825,
84.70335,191.893425,101.356,
84.758425,192.17945,101.3655,
84.849825,192.195825,101.367725,
84.8624,192.227375,101.44375,
85.090275,192.24615,101.460975,
85.16005,192.265525,101.478675,
85.209825,192.273575,101.55855,
85.26165,192.283875,101.5786,
85.3632,192.3065,101.5986,
85.558725,192.32775,101.630675,
85.5907,192.3683,101.636225,
85.635325,192.498575,101.665875,
85.66585,192.541075,101.711375,
85.691575,192.5845,101.751225,
85.77035,192.64875,101.787375,
85.93365,192.67845,101.862375,
85.970025,193.1763,101.879675,
86.023375,193.31555,101.89225,
86.1543,193.33655,101.949875,
86.169725,193.36465,101.999025,
86.184725,193.40745,102.0537,
86.2001,193.660125,102.098475,
86.21755,193.6701,102.116675,
86.23215,193.677225,102.235125,
86.24925,193.722,102.289575,
86.372475,194.090375,102.30505,
86.467,194.103325,102.321075,
86.502225,194.11845,102.349675,
86.532275,194.129825,102.407875,
86.553525,194.1437,102.435375,
86.55805,194.1687,102.47315,
86.5631,194.44855,102.5427,
86.5692,194.456475,102.628875,
86.67085,194.47225,102.642925,
86.71865,194.491425,102.68685,
86.784475,194.5373,102.780725,
86.930825,194.9134,103.017,
86.932825,195.33815,103.05015,
86.94385,195.370725,103.1341,
86.98455,196.40825,103.294525,
87.1252,196.42115,103.316675,
87.149075,196.47145,103.34215,
87.182725,196.49255,103.763925,
87.233775,197.506875,103.825375,
87.278075,197.831225,103.8471,
87.30915,197.908625,103.9406,
87.37265,197.946975,104.11715,
87.40905,198.40755,104.175625,
87.4366,198.4208,104.21625,
87.4595,198.43,104.2604,
87.6225,198.899025,104.345925,
87.647225,199.3109,104.372725,
87.663925,199.378975,104.444875,
87.724275,199.447475,104.4889,
87.74165,199.490425,104.7912,
87.7582,199.804675,105.13235,
87.792175,199.8215,105.16405,
87.82635,199.867175,105.229775,
87.8503,199.889025,105.313975,
87.872275,,106.310775,
87.908575,,106.326875,
87.930025,,106.346725,
87.947225,,106.365525,
87.996225,,106.807425,
88.169925,,107.767925,
88.180275,,107.781275,
88.1997,,107.8106,
88.214675,,108.010725,
88.24215,,108.03155,
88.287475,,108.066775,
88.316975,,108.0815,
88.32335,,108.092125,
88.59485,,108.11815,
88.604675,,108.161925,
88.618375,,108.1809,
88.7478,,108.198675,
88.81275,,108.233075,
88.842475,,108.253475,
88.89725,,109.2755,
88.929175,,109.56505,
88.954,,109.592325,
89.10325,,109.618675,
89.114325,,109.6596,
89.1211,,109.69065,
89.146875,,109.703075,
89.157275,,109.93275,
89.189625,,110.980225,
89.25825,,111.214075,
89.297075,,111.2329,
89.4027,,111.2477,
89.435925,,111.26485,
89.46155,,111.29085,
89.48785,,111.3113,
89.541875,,111.33205,
89.5628,,111.391,
89.600725,,111.4124,
89.666725,,111.459675,
89.68955,,111.470425,
89.7888,,111.4805,
89.83085,,111.500275,
89.8788,,111.543525,
89.88345,,111.978525,
89.9768,,112.017125,
90.00215,,112.130575,
90.057025,,112.144775,
90.081,,112.160425,
90.130075,,112.16985,
90.15885,,112.196,
90.16755,,112.210525,
90.183075,,112.2213,
90.272325,,112.235975,
90.294825,,112.28555,
90.34695,,112.30835,
90.39945,,112.36085,
90.403075,,113.246575,
90.434925,,113.2621,
90.518825,,113.323425,
90.555775,,113.349475,
90.57825,,113.378,
90.60405,,113.39395,
90.6376,,113.406225,
90.7031,,113.4214,
90.737825,,113.4402,
90.759375,,113.470475,
90.8076,,114.201875,
90.8625,,114.2236,
90.893025,,114.239875,
90.908575,,114.766675,
90.921,,114.820425,
90.95515,,114.830725,
90.970575,,114.838375,
90.981925,,114.847025,
91.08925,,114.865225,
91.10395,,114.8745,
91.12595,,114.889225,
91.1382,,114.899875,
91.298725,,114.90505,
91.316375,,114.908125,
91.346475,,114.9141,
91.3583,,114.95975,
91.563775,,114.988025,
91.602875,,114.9965,
91.618725,,115.0763,
91.620625,,116.2133,
91.631575,,116.232325,
91.646325,,116.246825,
91.7609,,116.262375,
91.773,,116.29555,
91.780375,,116.311425,
91.858375,,116.3558,
91.885575,,116.747825,
92.09625,,116.756575,
92.130125,,116.78235,
92.223875,,116.791025,
92.31795,,116.87415,
92.32855,,116.885,
92.33945,,116.8998,
92.4314,,116.926575,
92.5216,,116.944225,
92.5383,,116.977825,
92.588525,,116.9895,
92.631825,,117.03825,
92.642325,,117.0843,
92.673375,,117.102825,
92.6946,,117.40145,
92.731475,,117.4286,
92.813325,,117.446,
92.8218,,117.456325,
92.843325,,117.4963,
92.8541,,117.844225,
92.8779,,118.192825,
92.95535,,118.19705,
93.0326,,118.210225,
93.04635,,118.2302,
93.0757,,118.253075,
93.23645,,118.26305,
93.34955,,118.271225,
93.4628,,118.28705,
93.533525,,118.2976,
93.582,,118.31255,
93.596725,,118.321875,
93.60465,,118.3323,
93.623225,,118.36605,
93.70565,,118.9195,
93.71895,,119.555075,
93.740725,,119.584475,
93.83235,,119.597825,
93.9554,,119.619925,
94.040725,,119.642925,
94.069675,,119.662975,
94.297375,,119.676925,
94.313925,,119.69205,
94.359575,,119.698075,
94.374,,119.707125,
94.413175,,119.725125,
94.602575,,119.74845,
94.615575,,119.7607,
94.855325,,119.7769,
94.891275,,120.582325,
94.969875,,120.592575,
95.036375,,120.678225,
95.052275,,120.946525,
95.071225,,120.966075,
95.1875,,120.989225,
95.2377,,121.002925,
95.260025,,121.0363,
95.3025,,121.05265,
95.3228,,121.0629,
95.35035,,121.100275,
95.37275,,121.26355,
95.43075,,121.396325,
95.4564,,121.488425,
95.476975,,121.507975,
95.5321,,121.5172,
95.632375,,121.527175,
95.7267,,121.5425,
95.733675,,121.552825,
95.7597,,121.569725,
95.7916,,121.580325,
95.82345,,121.615525,
95.867025,,121.6261,
95.87305,,121.647075,
95.923225,,121.6596,
95.951775,,121.69895,
96.0022,,121.73835,
96.03125,,122.55945,
96.11115,,122.5744,
96.11865,,122.583425,
96.1444,,122.5906,
96.1592,,122.598975,
96.162775,,122.608275,
96.224525,,122.65315,
96.315025,,122.662175,
96.343025,,122.6717,
96.3569,,122.69695,
96.37835,,122.71315,
96.433975,,122.755225,
96.497,,124.35055,
96.5457,,124.474525,
96.571475,,124.490725,
96.66415,,124.499775,
96.684575,,124.508425,
96.704125,,124.5147,
96.7426,,124.528725,
96.826075,,124.533175,
96.84285,,124.5391,
96.86985,,124.552275,
96.9315,,124.568375,
96.936375,,124.580975,
96.990475,,124.586125,
97.03125,,124.602175,
97.042625,,124.61,
97.058675,,124.619,
97.156525,,124.6336,
97.293125,,124.65415,
97.308675,,124.66415,
97.407575,,124.674725,
97.4218,,124.684825,
97.529375,,124.697975,
97.551475,,124.7028,
97.5963,,124.71545,
97.614875,,124.739225,
97.71545,,124.742625,
97.756325,,124.74805,
97.774875,,124.752375,
97.8067,,124.76085,
97.8215,,124.778925,
97.879025,,124.802425,
97.88355,,124.812175,
97.895075,,124.821675,
97.94315,,124.82765,
97.96355,,124.8598,
97.98575,,125.104775,
98.045625,,125.131175,
98.07505,,125.165775,
98.18975,,125.179375,
98.26615,,125.192125,
98.283225,,125.203375,
98.285925,,125.221425,
98.421375,,125.263325,
98.540425,,125.271525,
98.639875,,125.2884,
98.714175,,125.30975,
98.7965,,125.3213,
98.819025,,125.335475,
98.830575,,125.375225,
98.862,,125.428325,
98.880425,,125.6571,
98.898175,,125.6648,
98.94095,,125.675675,
99.026225,,125.683625,
99.1311,,125.6909,
99.176375,,125.710425,
99.184525,,125.71995,
99.20895,,125.729875,
99.2251,,125.740675,
99.255875,,125.764775,
99.332825,,125.781025,
99.360625,,125.7988,
99.42185,,125.8228,
99.428125,,125.8446,
99.48435,,126.142375,
99.566725,,126.1685,
99.596275,,126.2008,
99.651575,,126.21235,
99.676175,,126.238425,
99.763225,,126.25345,
99.7688,,126.270875,
99.804,,126.30115,
99.88835,,126.608375,
99.99845,,126.619425,
100.035125,,126.6522,
100.0803,,126.67065,
100.09395,,126.709725,
100.110775,,126.7347,
100.12735,,126.7686,
100.132825,,127.01735,
100.14445,,127.091325,
100.1684,,127.148025,
100.196475,,127.186675,
100.2238,,127.789875,
100.367125,,128.075575,
100.48465,,128.164825,
100.508775,,128.2024,
100.539,,128.263475,
100.540725,,128.515075,
100.6081,,128.530475,
100.6219,,128.54615,
100.635425,,128.56465,
100.646425,,128.587725,
100.649925,,128.61255,
100.677575,,128.623375,
100.7021,,128.639925,
100.728,,128.655175,
100.73355,,128.675725,
100.82825,,128.916925,
100.8341,,128.9261,
100.86045,,128.934925,
100.871425,,128.94515,
100.93295,,128.95545,
100.97165,,128.9771,
101.024825,,128.991275,
101.045825,,129.014,
101.0515,,129.038425,
101.10305,,129.081825,
101.31125,,129.108825,
101.31615,,129.1185,
101.348225,,129.13025,
101.397825,,129.175575,
101.59185,,129.35525,
101.606,,129.363125,
101.83955,,129.37905,
101.86495,,129.3807,
101.89025,,129.384825,
101.934875,,129.388825,
102.306,,129.40145,
102.316025,,129.408425,
102.383475,,129.430225,
102.395225,,129.445475,
102.407775,,129.4666,
102.425125,,129.483575,
102.466725,,129.536925,
102.527125,,129.804775,
102.56115,,129.82715,
102.599775,,129.83825,
102.613775,,130.12045,
102.70375,,130.132175,
102.708125,,130.14155,
102.82015,,130.149725,
102.901625,,130.1622,
102.9419,,130.163925,
103.0256,,130.168725,
103.06565,,130.177675,
103.080525,,130.18245,
103.13825,,130.212425,
103.1497,,130.21995,
103.387825,,130.225125,
103.48025,,130.230025,
103.494925,,130.23485,
103.553625,,130.23915,
103.769,,130.250275,
103.787475,,130.26215,
103.799225,,130.278475,
103.9121,,130.30335,
103.921975,,130.3093,
103.97105,,130.320175,
104.19715,,130.347075,
104.257975,,130.438525,
104.2746,,130.75675,
104.281375,,130.7622,
104.289725,,130.77145,
104.385075,,130.786025,
104.4163,,130.79515,
104.42965,,130.816775,
104.463575,,130.82875,
104.49375,,130.83625,
104.541175,,130.845025,
104.71585,,130.9009,
104.797475,,130.9258,
104.86085,,131.249425,
104.914975,,131.286825,
105.071025,,131.3259,
105.087275,,132.1244,
105.096075,,132.213825,
105.1182,,133.56285,
105.324875,,133.57155,
105.39935,,133.624875,
105.502225,,133.652,
105.561425,,133.6624,
105.5773,,133.677625,
105.641975,,133.715225,
105.74665,,133.73545,
105.772575,,133.782375,
105.79265,,133.85655,
105.8015,,134.234925,
105.902475,,134.2561,
105.952175,,134.29005,
106.215175,,134.345775,
106.271825,,134.3958,
106.2833,,134.494775,
106.297,,134.89175,
106.321475,,135.223725,
106.36965,,135.25215,
106.4208,,135.2774,
106.4376,,135.2865,
106.45445,,135.296525,
106.484775,,135.327875,
106.789975,,135.338175,
106.82535,,135.3519,
107.074325,,135.37915,
107.125175,,135.3965,
107.141575,,135.53325,
107.1726,,136.6386,
107.32625,,136.668875,
107.449575,,136.762375,
107.474125,,137.055,
107.49295,,137.1096,
107.653125,,137.131975,
107.73365,,137.1519,
107.7809,,137.2581,
107.8141,,137.4053,
107.88695,,137.4129,
107.951225,,137.42305,
107.96695,,137.432825,
107.972025,,137.457175,
108.039575,,137.495025,
108.05415,,137.51435,
108.077125,,137.591475,
108.132475,,137.61475,
108.1552,,137.713925,
108.2222,,137.784975,
108.237,,137.876925,
108.241175,,137.903675,
108.367525,,137.922725,
108.371275,,137.939375,
108.43575,,137.955175,
108.4837,,137.96945,
108.49625,,138.003625,
108.502425,,138.0291,
108.5294,,138.09155,
108.556325,,138.1223,
108.5756,,138.33615,
108.59975,,138.378075,
108.626875,,138.392825,
108.65625,,138.42775,
108.678975,,138.475975,
108.705925,,139.5758,
108.724875,,139.589525,
108.7459,,139.604,
108.841575,,139.6376,
108.869475,,139.666275,
108.970075,,139.67965,
108.99785,,139.690175,
109.035075,,139.7004,
109.050925,,139.72055,
109.079275,,139.734,
109.096075,,139.745225,
109.101275,,139.7616,
109.2361,,139.77105,
109.266625,,139.786375,
109.311775,,139.8615,
109.31965,,139.8777,
109.337025,,139.94905,
109.379225,,139.97235,
109.4116,,140.079075,
109.551275,,140.09025,
109.6139,,140.11145,
109.671225,,140.13065,
109.685725,,140.1727,
109.700975,,140.30255,
109.719275,,140.41725,
109.7841,,140.461125,
109.815025,,140.47525,
110.05045,,140.492475,
110.07785,,140.584525,
110.099275,,140.5941,
110.1397,,140.6068,
110.175225,,140.71145,
110.185625,,140.745075,
110.23565,,140.835375,
110.27095,,140.87655,
110.283025,,140.988075,
110.2902,,141.01725,
110.370275,,141.25865,
110.4095,,141.266975,
110.42365,,141.27275,
110.437125,,141.27725,
110.456425,,141.281025,
110.49945,,141.2891,
110.505,,141.306875,
110.585725,,141.3372,
110.631025,,141.3426,
110.6812,,141.374,
110.72725,,141.3937,
110.848575,,141.397025,
110.869175,,141.40475,
110.974525,,141.41205,
110.990325,,141.4152,
111.019475,,141.41895,
111.0346,,141.4222,
111.05055,,141.4255,
111.064325,,141.433075,
111.0825,,141.437225,
111.1175,,141.44735,
111.156225,,141.49015,
111.184,,141.539675,
111.241,,141.5605,
111.3485,,141.57925,
111.382475,,141.597725,
111.40225,,141.614925,
111.46005,,141.64625,
111.4732,,141.659825,
111.49185,,141.67775,
111.50175,,141.696325,
111.5281,,141.703025,
111.549675,,141.71355,
111.57535,,141.7569,
111.602875,,141.772325,
111.609725,,141.927125,
111.679775,,141.93735,
111.686425,,141.950975,
111.700725,,141.96685,
111.77725,,141.978625,
111.8199,,142.010925,
111.872275,,142.163125,
111.875175,,142.2099,
111.887725,,142.271775,
111.9383,,142.38815,
112.191425,,142.405325,
112.2407,,142.41705,
112.266475,,142.42865,
112.3996,,142.4761,
112.45985,,142.48935,
112.556,,142.500325,
112.6464,,142.51885,
112.66925,,142.529575,
112.697975,,142.578875,
112.733125,,142.785425,
112.7623,,142.801825,
112.87565,,142.821675,
112.8895,,142.838325,
112.908025,,143.00475,
112.923925,,143.0126,
113.1465,,143.020675,
113.170275,,143.0286,
113.192225,,143.03465,
113.23815,,143.057625,
113.241975,,143.085925,
113.263325,,143.092825,
113.27075,,143.10215,
113.298475,,143.112375,
113.333125,,143.143075,
113.38205,,143.156575,
113.397325,,143.172475,
113.43135,,143.191725,
113.451575,,143.201125,
113.478525,,143.212675,
113.558,,143.22375,
113.572525,,143.23345,
113.614125,,143.2476,
113.71345,,143.257125,
113.732975,,143.26715,
113.78165,,143.2859,
113.85085,,143.317425,
113.9085,,143.341325,
113.97045,,143.5065,
113.998225,,143.51525,
114.0526,,143.542575,
114.10495,,143.565175,
114.14355,,143.597675,
114.185375,,143.6159,
114.232775,,143.626175,
114.252225,,143.679625,
114.2599,,143.902875,
114.3293,,143.9125,
114.3679,,143.921825,
114.46915,,143.93055,
114.567275,,143.966575,
114.60635,,143.974775,
114.620325,,143.9916,
114.66535,,144.00705,
114.6956,,144.0145,
114.7235,,144.0256,
114.742775,,144.06655,
114.770025,,144.110625,
114.796025,,144.16615,
114.832725,,144.1916,
114.840025,,144.2018,
114.8835,,144.328025,
114.8919,,144.350125,
114.9421,,144.421375,
114.950425,,144.474825,
115.1019,,144.487,
115.139825,,144.496725,
115.1467,,144.512025,
115.17845,,144.5198,
115.193825,,144.5348,
115.2768,,144.540225,
115.2911,,144.571475,
115.3072,,144.6573,
115.4375,,144.680175,
115.4603,,144.84365,
115.472425,,144.88915,
115.482525,,144.929625,
115.4918,,144.994825,
115.5127,,145.013025,
115.547925,,145.199475,
115.562375,,145.2382,
115.5901,,145.3744,
115.6008,,145.42775,
115.619925,,145.54685,
115.704475,,145.559125,
115.8126,,145.5762,
115.900025,,145.59705,
115.94135,,145.60565,
115.943575,,145.7292,
115.945475,,145.786375,
115.9581,,145.9904,
115.97125,,145.99985,
115.998025,,146.014575,
116.0109,,146.039475,
116.0318,,146.05865,
116.041175,,146.184975,
116.052625,,146.19745,
116.064575,,146.2737,
116.24425,,146.28825,
116.3068,,146.3398,
116.331075,,146.553525,
116.33225,,146.609375,
116.342875,,146.621025,
116.40305,,146.63155,
116.4141,,147.054375,
116.42735,,147.064575,
116.469375,,147.089525,
116.483625,,147.102625,
116.544525,,147.52375,
116.5707,,147.561575,
116.592525,,147.577325,
116.695775,,147.5933,
116.731075,,147.66245,
116.80015,,147.6922,
116.901375,,147.76955,
116.95305,,147.817225,
116.993425,,147.9939,
117.0256,,148.0216,
117.055175,,148.282375,
117.110275,,148.304775,
117.1325,,148.31985,
117.1595,,148.332225,
117.212225,,148.5281,
117.2378,,148.55,
117.2584,,148.569475,
117.30255,,148.7897,
117.30445,,148.81305,
117.362775,,148.82235,
117.4458,,149.077875,
117.45695,,149.104175,
117.464275,,149.127225,
117.514525,,149.309375,
117.53425,,149.3596,
117.59475,,149.3633,
117.6405,,149.38375,
117.67005,,149.39415,
117.702225,,149.650375,
117.753675,,149.6835,
117.8167,,149.99245,
117.8565,,150.018825,
117.8843,,150.0436,
117.8873,,150.069375,
117.936025,,150.081275,
117.941325,,150.49975,
118.042275,,150.55605,
118.06205,,150.607975,
118.084525,,150.8982,
118.10995,,150.936975,
118.1729,,150.961725,
118.2037,,150.988275,
118.242725,,151.002475,
118.28785,,151.0204,
118.2907,,151.036775,
118.305925,,151.07015,
118.31455,,151.7807,
118.329325,,151.830825,
118.3449,,151.85145,
118.399525,,151.8659,
118.4539,,151.8757,
118.473325,,151.885975,
118.513675,,151.9045,
118.54945,,151.91345,
118.563,,151.94195,
118.598375,,151.951175,
118.63125,,151.96145,
118.677425,,151.97215,
118.695875,,151.9912,
118.712725,,152.00005,
118.757225,,152.010975,
118.7821,,152.01995,
118.8088,,152.02275,
118.878775,,152.050075,
118.931375,,152.157925,
119.01205,,152.281325,
119.03265,,152.288725,
119.122925,,152.2988,
119.127925,,152.3089,
119.132975,,152.3156,
119.150625,,152.32555,
119.167,,152.34175,
119.20685,,152.377725,
119.234625,,152.391275,
119.278,,152.401575,
119.339925,,152.42835,
119.3729,,152.46385,
119.402025,,152.496425,
119.48165,,152.528375,
119.500275,,152.5453,
119.54155,,152.66215,
119.54865,,152.9198,
119.558325,,152.93325,
119.612275,,153.19985,
119.623125,,153.38695,
119.66595,,153.415675,
119.72495,,153.451625,
119.801275,,153.4729,
119.88805,,153.4884,
119.90885,,153.5006,
119.925475,,153.5173,
119.95815,,153.52885,
119.98605,,153.5409,
120.008875,,153.55495,
120.0608,,153.58145,
120.091225,,153.6373,
