SPK_SPKC01a (no effect),SPK_SPKC09a (inhibited)
84.1646,167.5863
84.206925,167.608975
84.224125,167.63655
84.239425,167.70535
84.262275,167.723075
84.281675,167.7738
84.310975,167.795025
84.333325,167.8182
84.37885,167.866725
84.4009,167.880725
84.4442,167.908975
84.471725,167.924475
84.5255,167.9728
84.554575,167.9874
84.599825,168.024675
84.639075,168.0565
84.651375,168.262625
84.688525,168.2943
84.7259,168.320825
84.736775,168.35265
84.778325,168.374975
84.83005,168.42085
84.875375,168.455775
84.900675,168.5064
84.94665,168.553775
85.0051,168.612275
85.036675,168.677475
85.048925,168.725625
85.09235,168.76255
85.09935,168.77865
85.1271,168.78565
85.159475,168.795575
85.193475,168.806075
85.2227,168.8188
85.2745,168.839525
85.31765,168.8707
85.3445,168.916225
85.381525,168.96545
85.4032,169.02265
85.44985,169.099175
85.520675,169.1156
85.5742,169.143575
85.61105,169.162425
85.6471,169.222475
85.6771,169.23335
85.682375,169.243875
85.7183,169.255225
85.7392,169.280525
85.762325,169.291325
85.779375,169.31155
85.789125,169.328175
85.826075,169.36745
85.845675,169.38325
85.915075,169.410775
85.945275,169.429475
85.9625,169.460675
86.006,169.5134
86.039675,169.54135
86.104475,169.557425
86.159375,169.567825
86.1894,169.606675
86.212725,169.656375
86.26835,169.680225
86.284,169.717625
86.3186,169.7271
86.3537,169.7684
86.3917,169.79275
86.43725,169.8066
86.4981,169.823625
86.539775,169.841325
86.564125,169.8705
86.590875,169.89315
86.6168,169.9158
86.6423,169.947975
86.664725,169.998675
86.698875,170.1284
86.72815,170.1383
86.7509,170.1527
86.798675,170.15895
86.84555,170.167075
86.897225,170.1776
86.91155,170.187425
86.94525,170.19955
86.9841,170.211975
87.0245,170.2274
87.0379,170.248875
87.076125,170.28285
87.091775,170.431475
87.13535,170.477325
87.17225,170.519575
87.208675,170.5396
87.240425,170.551775
87.2766,170.55635
87.3171,170.56
87.354325,170.601475
87.384775,170.6472
87.4097,170.727925
87.43325,170.8962
87.461175,170.91095
87.496425,170.93455
87.538975,170.948125
87.581775,170.9623
87.63275,170.973725
87.67065,170.993025
87.702975,171.01085
87.726625,171.02325
87.7659,171.0415
87.812,171.061925
87.83555,171.137725
87.88845,171.18175
87.93605,171.219975
87.9705,171.253175
88.009675,171.2918
88.045025,171.31915
88.10845,171.33055
88.154225,171.33585
88.19255,171.3467
88.218925,171.4672
88.242175,171.529025
88.2524,171.6007
88.3017,171.70425
88.330825,171.745575
88.37915,171.77435
88.43985,171.808025
88.476975,171.8308
88.503175,171.84815
88.5663,171.866225
88.595725,171.88165
88.613175,171.938025
88.689175,171.9764
88.7351,171.98745
88.768975,172.004025
88.8202,172.03845
88.87515,172.046575
88.917725,172.056475
88.935425,172.0645
88.966,172.074975
89.0116,172.09685
89.03785,172.108925
89.056425,172.151425
89.0642,172.225625
89.074925,172.257775
89.119675,172.26095
89.171625,172.28615
89.228775,172.3254
89.25825,172.34095
89.304075,172.4031
89.34275,172.44745
89.3798,172.464925
89.427625,172.502475
89.45825,172.548225
89.47635,172.5916
89.5076,172.6455
89.53615,172.70455
89.59835,172.729175
89.6352,172.7488
89.66415,172.758525
89.705875,172.779875
89.73415,172.78365
89.767925,172.8074
89.807775,172.820375
89.8375,172.831825
89.8871,172.8412
89.928475,172.8484
89.980175,172.853575
90.01065,172.862875
90.031525,172.894025
90.059375,172.909925
90.091475,172.9309
90.1352,172.943375
90.152075,172.960975
90.18085,172.994425
90.1894,173.0096
90.220475,173.039925
90.263225,173.073775
90.2899,173.209625
90.32155,173.224675
90.3705,173.29715
90.4008,173.30735
90.439125,173.33035
90.493075,173.343325
90.525675,173.3564
90.55525,173.381925
90.58195,173.418025
90.6021,173.5707
90.63945,173.59325
90.67725,173.623025
90.70975,173.63625
90.713575,173.65875
90.7581,173.66855
90.81625,173.676925
90.871825,173.72805
90.89115,173.7604
90.928175,173.9009
90.9633,173.913325
91.011275,173.92565
91.04395,173.935
91.099775,173.944575
91.125175,173.955775
91.173625,173.96385
91.232725,173.981875
91.274475,174.003175
91.31395,174.0178
91.3772,174.03395
91.423125,174.059925
91.4611,174.185075
91.491725,174.209975
91.52935,174.2222
91.577925,174.2287
91.6153,174.2388
91.646725,174.248075
91.692025,174.27725
91.72,174.2882
91.777075,174.316675
91.829625,174.34455
91.8646,174.366775
91.9125,174.5521
91.943725,174.57275
91.9904,174.617725
92.0159,174.6498
92.0642,174.722825
92.079275,174.800875
92.11465,174.82295
92.17825,174.840675
92.2366,174.8581
92.283975,174.885575
92.340825,174.931225
92.364275,174.990925
92.408275,175.045
92.42475,175.0569
92.4626,175.06855
92.573775,175.0922
92.5973,175.1249
92.648925,175.252275
92.678,175.26975
92.70765,175.30055
92.734525,175.34135
92.7555,175.3618
92.78575,175.394275
92.810575,175.40955
92.850825,175.466075
92.89465,175.507875
92.9474,175.55755
92.986825,175.57555
93.017675,175.600075
93.059225,175.62465
93.08005,175.63655
93.1047,175.715175
93.141275,175.729225
93.207825,175.75245
93.244725,175.775375
93.280225,175.8089
93.345875,175.922975
93.384975,175.97285
93.427625,176.004075
93.4707,176.030975
93.50515,176.0429
93.54335,176.073925
93.5934,176.11285
93.685375,176.123425
93.72285,176.137025
93.771925,176.1541
93.81275,176.163575
93.837725,176.197475
93.886675,176.212825
93.893175,176.226475
93.932975,176.267775
93.97555,176.275675
94.012325,176.28585
94.044025,176.38605
94.077375,176.406575
94.118025,176.42495
94.18325,176.453075
94.215,176.495425
94.241275,176.5268
94.267775,176.59
94.2915,176.630575
94.324725,176.658375
94.3372,176.7088
94.378675,176.740675
94.397425,176.782525
94.437325,176.82825
94.468425,176.86785
94.511,176.891375
94.55935,176.936875
94.584275,176.95975
94.623275,176.973725
94.64645,176.99515
94.700925,177.023725
94.7181,177.044425
94.7435,177.0556
94.775525,177.072875
94.83535,177.104475
94.8589,177.123525
94.9009,177.14065
94.9252,177.151675
94.963725,177.1599
95.000575,177.174375
95.035925,177.182275
95.057775,177.18895
95.101725,177.2061
95.135875,177.218125
95.15635,177.257875
95.209975,177.265575
95.235225,177.273775
95.2525,177.295425
95.2991,177.30945
95.33185,177.3255
95.358625,177.335425
95.3831,177.341475
95.41195,177.356975
95.443525,177.367625
95.469925,177.375575
95.508375,177.441275
95.526175,177.456575
95.5332,177.484575
95.534575,177.49385
95.53795,177.508275
95.54775,177.595925
95.574675,177.6164
95.6329,177.6285
95.738075,177.63665
95.785025,177.6565
95.842875,177.8505
95.86255,177.8767
95.898475,177.8878
95.92995,177.9057
95.962075,177.9156
95.995375,177.9284
96.056725,177.940375
96.10345,177.9532
96.137775,178.036125
96.180375,178.06625
96.214025,178.22155
96.258825,178.236275
96.293,178.2459
96.351225,178.26065
96.400625,178.2704
96.4311,178.29205
96.454225,178.298775
96.46745,178.3256
96.50665,178.336425
96.530325,178.39035
96.54125,178.4616
96.5799,178.611225
96.618575,178.632175
96.667375,178.65055
96.72545,178.659875
96.7639,178.68335
96.804575,178.6887
96.828925,178.697075
96.869775,178.7104
96.90035,178.7763
96.92085,178.801425
96.96275,178.969575
96.99845,179.048575
97.03795,179.063
97.089025,179.1309
97.13385,179.138775
97.163175,179.173075
97.21715,179.193025
97.27125,179.233325
97.298625,179.2646
97.337675,179.29935
97.35645,179.378575
97.36485,179.418275
97.42015,179.45255
97.470875,179.458475
97.54235,179.475
97.56465,179.501225
97.6302,179.5334
97.656925,179.54255
97.6894,179.5877
97.738625,179.60865
97.77515,179.64635
97.802875,179.6967
97.868475,179.811275
97.906175,179.813675
97.98575,179.8262
98.02935,179.83335
98.080775,179.840825
98.12565,179.874025
98.1632,179.8938
98.18835,179.9122
98.22315,179.94005
98.250125,180.020275
98.282725,180.0474
98.316225,180.112325
98.334175,180.198875
98.340625,180.26695
98.343575,180.297075
98.3473,180.32755
98.392625,180.3627
98.428475,180.393375
98.45435,180.4474
98.4782,180.48215
98.508475,180.5559
98.539825,180.58465
98.558525,180.649475
98.589025,180.6617
98.63065,180.6722
98.712875,180.711425
98.763875,180.7524
98.792125,180.770275
98.834175,180.7855
98.873925,180.806025
98.92395,180.840925
98.95205,180.862725
98.987725,180.895725
99.0373,180.92355
99.065975,180.955375
99.0975,180.97125
99.1186,180.978025
99.149675,181.010425
99.16615,181.0317
99.20295,181.0406
99.225025,181.0517
99.2683,181.060375
99.313675,181.082875
99.34605,181.1365
99.3845,181.163775
99.42165,181.190775
99.471625,181.211725
99.49615,181.23855
99.577275,181.28285
99.61,181.338575
99.67375,181.3538
99.72215,181.3676
99.757525,181.387125
99.80615,181.39695
99.809425,181.43315
99.85035,181.485675
99.898425,181.491375
99.927325,181.509975
99.972375,181.563075
100.0218,181.598075
100.073425,181.6251
100.10595,181.660475
100.13195,181.677
100.169375,181.71055
100.1948,181.7171
100.233875,181.72805
100.25585,181.7418
100.274925,181.759175
100.307925,181.77145
100.335825,181.815425
100.361525,181.834475
100.400125,181.863175
100.4302,181.881425
100.49005,181.9152
100.541775,181.968975
100.552375,181.983525
100.572725,181.9985
100.59745,182.017725
100.637275,182.027
100.658525,182.03225
100.67635,182.08135
100.715725,182.10245
100.798,182.1317
100.831175,182.1593
100.8638,182.1749
100.8816,182.23595
100.91305,182.281575
100.9442,182.3294
100.96385,182.44885
100.9846,182.4644
101.017975,182.472925
101.0259,182.48535
101.049875,182.5377
101.0713,182.5763
101.104875,182.7265
101.1354,182.7681
101.15675,182.816825
101.1865,182.830425
101.223175,182.83385
101.239525,182.845475
101.2564,182.86565
101.282375,182.871325
101.3255,182.8819
101.38025,182.895275
101.4015,182.9105
101.431975,182.98005
101.471125,183.0064
101.48575,183.0964
101.5267,183.122825
101.541775,183.140825
101.57005,183.154525
101.588325,183.1832
101.61235,183.2086
101.62265,183.250025
101.649325,183.277
101.67765,183.29805
101.6982,183.3196
101.724775,183.3479
101.744125,183.43965
101.77135,183.4779
101.79765,183.494575
101.813475,183.506525
101.82605,183.53465
101.873125,183.553875
101.8952,183.581825
101.9393,183.593425
101.950925,183.6193
101.982825,183.639875
102.022775,183.684725
102.054125,183.710075
102.092775,183.7957
102.12335,183.812625
102.148475,183.8318
102.17145,183.84785
102.20835,183.91605
102.23215,183.9727
102.25595,183.997525
102.27585,184.009475
102.295375,184.027075
102.31365,184.044525
102.329225,184.05805
102.334725,184.07685
102.349275,184.094975
102.37275,184.1488
102.4036,184.161825
102.41755,184.187675
102.4531,184.219125
102.48495,184.34755
102.499025,184.371375
102.519025,184.380775
102.550775,184.39675
102.572625,184.430375
102.61045,184.441475
102.6316,184.447925
102.6545,184.462425
102.67865,184.4903
102.716075,184.511175
102.730575,184.528925
102.77595,184.581175
102.790925,184.61085
102.830925,184.8
102.8629,184.81225
102.8982,184.8236
102.92585,184.84915
102.97045,184.85915
102.99245,184.8802
103.007,184.900625
103.03245,184.9123
103.058325,184.925425
103.078175,184.929575
103.101825,184.980825
103.123575,185.026575
103.142125,185.0709
103.17055,185.106925
103.1971,185.18385
103.225125,185.2333
103.2439,185.250125
103.273925,185.28035
103.2849,185.331575
103.3147,185.405475
103.352225,185.495175
103.37665,185.514525
103.4046,185.52835
103.4379,185.537875
103.450125,185.551325
103.4761,185.55655
103.50635,185.5625
103.552825,185.57355
103.58505,185.589625
103.633025,185.610975
103.661375,185.6388
103.715025,185.64905
103.82905,185.6745
103.866225,185.691575
103.902675,185.72575
103.936675,185.74025
103.9618,185.76015
103.995075,185.7956
104.022825,185.83
104.059,185.947025
104.09495,185.9686
104.116725,185.9907
104.1606,186.008775
104.203025,186.051
104.23575,186.073325
104.254225,186.098725
104.280575,186.115875
104.3291,186.12455
104.3592,186.145175
104.382825,186.168275
104.42185,186.2022
104.472075,186.228425
104.499325,186.24665
104.54085,186.2694
104.5726,186.2818
104.594325,186.2916
104.643875,186.2984
104.67085,186.3082
104.7086,186.318125
104.724725,186.3329
104.743375,186.348575
104.768075,186.38535
104.7946,186.4366
104.82585,186.467925
104.882875,186.555575
104.91315,186.667925
104.95045,186.687575
104.97325,186.70195
105.003225,186.719525
105.0279,186.72615
105.0673,186.73765
105.1027,186.7528
105.1577,186.77605
105.23775,186.805525
105.28825,186.826475
105.31925,186.844025
105.376475,186.86605
105.419825,186.913225
105.4449,186.925525
105.457925,186.9403
105.482,186.982925
105.50705,187.029525
105.530525,187.10265
105.553825,187.17895
105.583275,187.215525
105.608425,187.240275
105.6367,187.269225
105.666525,187.301575
105.704925,187.336575
105.712775,187.3534
105.737525,187.362675
105.77035,187.418975
105.796225,187.438125
105.827525,187.454775
105.8498,187.466475
105.8613,187.48425
105.88075,187.520925
105.904775,187.53165
105.920225,187.5517
105.943425,187.58875
105.978475,187.60745
105.9876,187.651175
106.012825,187.681925
106.040225,187.740625
106.06145,187.78665
106.08205,187.850725
106.110125,187.888925
106.1445,187.91725
106.159475,187.931175
106.181575,187.9942
106.2167,188.00425
106.235625,188.0563
106.2605,188.082975
106.277725,188.1159
106.326825,188.151025
106.34285,188.18415
106.351175,188.219275
106.3877,188.28225
106.431875,188.3007
106.45545,188.436025
106.493925,188.466125
106.50425,188.4966
106.5258,188.50515
106.545175,188.521075
106.56565,188.535575
106.5867,188.5588
106.651775,188.578675
106.67055,188.59515
106.6964,188.6745
106.726975,188.761925
106.741575,188.812575
106.7729,188.8315
106.78815,188.84685
106.812925,188.8628
106.820575,188.8852
106.854075,188.8961
106.874575,188.9327
106.89695,188.9517
106.936175,188.971925
106.975225,188.991325
106.9992,189.01005
107.021475,189.029675
107.03465,189.059775
107.09295,189.083325
107.13265,189.102725
107.1554,189.125125
107.2061,189.14385
107.220075,189.171275
107.24635,189.20525
107.29495,189.231875
107.322775,189.2439
107.3569,189.2648
107.396175,189.3015
107.435825,189.34675
107.4749,189.37625
107.512725,189.394225
107.55905,189.413925
107.600025,189.4471
107.665325,189.51095
107.701425,189.540475
107.738775,189.552575
107.7552,189.5724
107.7817,189.593975
107.80595,189.612
107.839575,189.666725
107.859725,189.68005
107.875625,189.70595
107.89655,189.78425
107.9239,189.819675
107.93065,189.841675
107.938375,189.888425
107.9559,189.911575
107.984025,189.92615
108.00355,189.956925
108.03735,189.989925
108.0901,190.00455
108.10405,190.0099
108.122525,190.0191
108.150675,190.030375
108.183725,190.04525
108.204025,190.072275
108.231975,190.09515
108.242475,190.09755
108.249075,190.117975
108.275475,190.137275
108.315625,190.153075
108.33475,190.189675
108.3787,190.20485
108.404175,190.219925
108.42885,190.23495
108.4738,190.2438
108.5013,190.257375
108.5188,190.273275
108.5429,190.331975
108.544775,190.34665
108.54775,190.36725
108.574575,190.3814
108.588025,190.395275
108.618225,190.404475
108.622975,190.44225
108.651025,190.469175
108.680025,190.477975
108.706225,190.50165
108.7539,190.52865
108.76955,190.5481
108.7983,190.5923
108.829225,190.63795
108.849325,190.660975
108.873725,190.682825
108.8854,190.7187
108.907025,190.757975
108.953625,190.978625
108.9615,190.995175
108.978325,191.012925
109.01125,191.0351
109.04225,191.045575
109.088625,191.0558
109.12145,191.06835
109.162875,191.07375
109.19355,191.0867
109.23945,191.123825
109.2642,191.14345
109.2867,191.176525
109.3156,191.249575
109.344775,191.282675
109.3721,191.291325
109.388725,191.31
109.4112,191.329575
109.4578,191.341725
109.511,191.380925
109.549775,191.441375
109.59595,191.4609
109.6266,191.491175
109.666875,191.5283
109.707075,191.559275
109.736425,191.646275
109.76625,191.681125
109.8021,191.693575
109.82425,191.704625
109.866075,191.72165
109.882325,191.744075
109.93945,191.7697
109.9886,191.81245
110.02685,191.8564
110.065,192.049325
110.11865,192.06885
110.156375,192.10285
110.19545,192.115475
110.230375,192.124
110.2515,192.153825
110.26835,192.16635
110.29615,192.214025
110.318775,192.30105
110.395225,192.369025
110.4411,192.4798
110.5018,192.54405
110.5348,192.575025
110.581275,192.585175
110.608625,192.610075
110.640025,192.63155
110.679825,192.6544
110.719275,192.749225
110.74695,192.778425
110.775375,192.843775
110.812425,192.865925
110.85815,192.870525
110.913725,192.882275
110.95225,192.926475
111.013775,192.94445
111.04485,192.954125
111.079275,193.185575
111.10645,193.2192
111.1663,193.232325
111.1837,193.268
111.2023,193.295675
111.252925,193.308425
111.29055,193.3314
111.3538,193.360875
111.420225,193.3715
111.471225,193.381425
111.514525,193.3948
111.552725,193.412275
111.6181,193.4187
111.662275,193.433225
111.72215,193.4528
111.77815,193.50165
111.828225,193.522525
111.859275,193.535375
111.901,193.553775
111.96875,193.5629
112.009925,193.589775
112.085075,193.605
112.1384,193.61235
112.170625,193.636725
112.1988,193.656775
112.25505,193.68675
112.284325,193.708825
112.314175,193.72055
112.37925,193.7401
112.411475,193.7794
112.456125,193.8012
112.510025,193.839325
112.587325,193.9781
112.60645,193.9929
112.633625,194.0063
112.65825,194.020125
112.6765,194.03085
112.71155,194.047875
112.7931,194.061025
112.82505,194.105725
112.8331,194.12745
112.8787,194.145275
112.933175,194.168475
112.9952,194.199425
113.03315,194.226825
113.054225,194.256875
113.096825,194.2716
113.122075,194.28925
113.16405,194.309025
113.2179,194.3238
113.259175,194.335025
113.293975,194.3532
113.3353,194.36185
113.374675,194.3658
113.3995,194.3899
113.448275,194.4059
113.477175,194.431275
113.50925,194.4399
113.54995,194.463775
113.588675,194.490225
113.60665,194.516425
113.662725,194.54555
113.684425,194.5651
113.760775,194.5898
113.785425,194.6203
113.803675,194.636375
113.8384,194.6675
113.87135,194.729075
113.913475,194.767325
113.956775,194.797375
114.002175,194.82325
114.03625,194.847275
114.070475,194.89315
114.128225,194.910025
114.202675,194.929725
114.234875,194.950475
114.269625,194.9707
114.310925,194.982425
114.32865,195.00775
114.34625,195.013425
114.394425,195.018975
114.4225,195.0429
114.463475,195.0543
114.496425,195.0641
114.558725,195.1499
114.587,195.182875
114.60275,195.2477
114.640625,195.287125
114.6823,195.332175
114.7079,195.3459
114.74115,195.3595
114.78455,195.372425
114.819025,195.38885
114.8498,195.404125
114.905325,195.4078
114.93775,195.495
114.981625,195.51175
115.01715,195.536675
115.0537,195.57985
115.0993,195.62305
115.120475,195.748225
115.1659,195.763125
115.223375,195.771875
115.251475,195.783825
115.300875,195.79625
115.321175,195.815825
115.3469,195.821275
115.37735,195.83395
115.411025,195.8488
115.45315,195.883975
115.496125,195.905725
115.5492,195.924875
115.5876,196.11605
115.626375,196.22005
115.66785,196.23635
115.7058,196.256675
115.74215,196.2724
115.79485,196.30495
115.823025,196.3272
115.84745,196.35125
115.9079,196.385675
115.939,196.4132
115.9905,196.4485
116.03165,196.469525
116.057275,196.497725
116.1317,196.516075
116.188175,196.530725
116.226225,196.585225
116.27225,196.60045
116.313725,196.631
116.340975,196.652175
116.363775,196.680275
116.389225,196.7469
116.435325,196.79445
116.470975,196.8384
116.5164,196.858275
116.554425,197.010575
116.605425,197.055225
116.644425,197.076275
116.693525,197.190325
116.7348,197.20855
116.8031,197.225425
116.829325,197.26635
116.8801,197.279375
116.91705,197.30555
116.946425,197.337175
116.973425,197.358775
117.01355,197.426425
117.0578,197.451425
117.114725,197.481875
117.1569,197.556025
117.174775,197.59185
117.220925,197.6331
117.263075,197.65475
117.28495,197.669175
117.3145,197.685925
117.33915,197.712625
117.3581,197.72815
117.404725,197.7491
117.432175,197.7797
117.4816,197.915375
117.520825,197.946425
117.56595,197.980025
117.606375,197.998075
117.639275,198.009225
117.680675,198.053525
117.703175,198.067975
117.72485,198.088
117.764775,198.108325
117.811075,198.14445
117.860175,198.17295
117.9508,198.186075
117.982375,198.208175
117.989325,198.219875
118.035675,198.249725
118.080825,198.2721
118.111475,198.2867
118.1559,198.303325
118.2176,198.321125
118.260875,198.32855
118.293775,198.34755
118.321125,198.361925
118.3473,198.405775
118.3779,198.413725
118.40565,198.4294
118.45945,198.449825
118.493425,198.4621
118.6003,198.479175
118.63435,198.4868
118.650775,198.504075
118.696925,198.526425
118.73915,198.57445
118.7838,198.591025
118.855,198.5952
118.91,198.630875
118.95575,198.662775
119.011025,198.679375
119.055,198.706775
119.112625,198.730075
119.1416,198.7902
119.1917,198.82395
119.226375,198.869075
119.2588,198.886875
119.280175,198.899625
119.284275,198.917475
119.30805,198.9302
119.3135,198.961475
119.3413,198.97085
119.37485,198.97965
119.404425,198.996775
119.450875,199.01005
119.512725,199.031125
119.5674,199.0472
119.574175,199.094925
119.610575,199.20605
119.659525,199.229425
119.7294,199.248225
119.74855,199.2612
119.808725,199.271175
119.836325,199.297275
119.84205,199.3045
119.89345,199.31435
119.961775,199.32455
119.99525,199.3609
120.003225,199.552825
120.045025,199.58855
120.08625,199.5995
120.118025,199.602
120.1245,199.611975
120.1809,199.62295
120.2069,199.6279
120.208625,199.6343
120.2307,199.638425
120.280425,199.64555
120.33875,199.656775
120.371575,199.668625
120.389,199.685125
120.415225,199.699
120.465925,199.714475
120.494425,199.73705
120.525525,199.754525
120.5655,199.835175
120.63365,199.8642
120.667225,199.9025
120.7045,199.94215
120.760125,199.9651
120.80645,199.9815
120.828025,199.997025
120.865375,200.007275
120.9105,200.0129
120.953625,200.0189
121.009925,200.025525
121.05345,200.0325
121.096625,200.03675
121.14395,200.042075
121.1539,200.048275
121.202225,200.06555
121.25475,200.071325
121.278575,200.07745
121.323125,200.08825
121.3283,200.11235
121.3531,200.123025
121.418025,200.136475
121.4443,200.151075
121.479975,200.189625
121.5116,200.2118
121.557,200.219025
121.605125,200.2324
121.67235,200.263
121.696275,200.27445
121.7109,200.30065
121.76075,200.41515
121.785675,200.4362
121.812775,200.452775
121.841875,200.47135
121.894,200.478425
121.9381,200.5018
121.983125,200.5356
122.018825,200.554975
122.053375,200.57995
122.091225,200.645125
122.13325,200.71775
122.138725,200.731375
122.1993,200.7625
122.229225,200.7726
122.249325,200.800675
122.26705,200.806
122.295225,200.83945
122.316425,200.85015
122.337075,200.857875
122.3599,200.867625
122.3804,200.87565
122.4096,200.88105
122.4432,200.885425
122.466525,200.88975
122.496975,200.89585
122.522225,200.919625
122.54415,200.95195
122.56225,201.074275
122.58335,201.091025
122.6028,201.153475
122.62495,201.18145
122.658625,201.253525
122.70285,201.268625
122.758375,201.300975
122.81835,201.361475
122.861275,201.48845
122.885675,201.5009
122.891675,201.506225
122.92595,201.51955
122.943275,201.53275
122.963475,201.547025
122.980675,201.581725
123.00465,201.61185
123.020625,201.812175
123.0432,201.8461
123.0578,201.858075
123.081725,201.87635
123.110475,201.8972
123.135675,201.90095
123.1735,201.90565
123.201825,201.91215
123.218375,201.92215
123.3073,201.924975
123.31985,201.929675
123.3456,201.9321
123.371025,201.936425
123.398225,201.9454
123.415425,201.957075
123.451875,201.974175
123.485375,201.9993
123.506275,202.01655
123.526375,202.048
123.536825,202.1106
123.557375,202.138725
123.5844,202.1761
123.60665,202.2072
123.63635,202.275725
123.649075,202.3018
123.664925,202.322175
123.71855,202.34985
123.7507,202.3556
123.7574,202.361225
123.79395,202.36425
123.816,202.371825
123.84815,202.377025
123.86815,202.391125
123.886575,202.397175
123.89935,202.4212
123.91345,202.475775
123.9826,202.505975
124.031125,202.539525
124.09265,202.7155
124.167725,202.73655
124.193375,202.749575
124.21385,202.785175
124.2324,202.794525
124.25145,202.816125
124.28215,202.83585
124.29665,202.85415
124.323225,202.885525
124.357925,202.894225
124.408075,202.9547
124.44915,203.01905
124.471925,203.02765
124.498625,203.04155
124.523475,203.049825
124.564075,203.070025
124.591025,203.07975
124.655875,203.084625
124.693725,203.10055
124.714075,203.118925
124.734725,203.163875
124.768425,203.20045
124.7832,203.214975
124.815225,203.34865
124.85405,203.377925
124.89715,203.40015
124.907875,203.4108
124.9295,203.4165
124.9517,203.4297
124.97795,203.43805
125.00195,203.44215
125.02495,203.447825
125.04765,203.466275
125.07475,203.4796
125.101875,203.50365
125.16585,203.511375
125.18565,203.5421
125.199925,203.562025
125.229425,203.63025
125.244125,203.64915
125.262075,203.67155
125.277575,203.68885
125.2949,203.7192
125.311425,203.77235
125.34135,203.780425
125.360675,203.80265
125.382175,203.81585
125.409975,203.82635
125.46195,203.837875
125.4715,203.870125
125.499925,203.8985
125.52675,203.91735
125.5449,203.934725
125.559175,203.975125
125.57495,203.989175
125.60545,204.017725
125.631075,204.038625
125.6578,204.063825
125.677125,204.082725
125.719475,204.094725
125.73965,204.12185
125.759,204.139825
125.77775,204.1679
125.812,204.255025
125.82825,204.2696
125.863175,204.2906
125.876325,204.3765
125.9051,204.40685
125.936,204.424475
125.9606,204.479025
125.989625,204.50385
126.0168,204.5218
126.02925,204.5736
126.05675,204.599
126.091325,204.6082
126.10985,204.6213
126.12465,204.642425
126.147425,204.694775
126.167075,204.757375
126.19165,204.783475
126.21935,204.794375
126.258,204.818825
126.2808,204.83385
126.296425,204.930325
126.31495,204.966925
126.331675,205.02935
126.34865,205.09805
126.36045,205.13105
126.376825,205.15405
126.3932,205.17125
126.407675,205.187625
126.434775,205.2204
126.4483,205.248325
126.485575,205.28315
126.506325,205.31695
126.556375,205.383275
126.5792,205.424
126.61435,205.45485
126.644825,205.48395
126.673225,205.491775
126.70545,205.50225
126.727925,205.51435
126.7651,205.531775
126.792925,205.54705
126.83305,205.569075
126.870075,205.584825
126.895,205.603775
126.93045,205.6174
126.955475,205.621025
126.98355,205.6404
126.9999,205.660425
127.0264,205.676425
127.048,205.717425
127.0781,205.749675
127.09755,205.780825
127.11765,205.7932
127.12875,205.837475
127.169025,205.8601
127.18435,205.870175
127.2241,205.88265
127.2464,205.901325
127.29105,205.9338
127.304275,205.952425
127.355175,206.0339
127.408275,206.05375
127.46015,206.143475
127.49775,206.188575
127.531975,206.2358
127.570525,206.254875
127.614175,206.26145
127.625775,206.27225
127.66645,206.279625
127.685075,206.29535
127.719775,206.30825
127.73655,206.322875
127.759225,206.333175
127.780675,206.34975
127.840025,206.38575
127.873925,206.4146
127.906575,206.530325
127.936925,206.55955
127.963675,206.570075
128.021525,206.584725
128.06215,206.594825
128.106925,206.607575
128.1251,206.632375
128.1567,206.644425
128.194525,206.6538
128.225175,206.67895
128.25475,206.69955
128.286625,206.721475
128.353225,206.7428
128.3914,206.78695
128.438325,206.933225
128.458475,206.96265
128.47495,206.9738
128.50135,206.986925
128.538925,206.997825
128.562675,207.015075
128.610775,207.1259
128.646875,207.240025
128.6769,207.338375
128.714325,207.358
128.757925,207.371825
128.817475,207.3822
128.86355,207.388775
128.89185,207.410025
128.9834,207.4172
129.04075,207.430725
129.089225,207.4578
129.14245,207.5707
129.187825,207.599275
129.235675,207.615975
129.27135,207.627475
129.32275,207.65845
129.333925,207.668875
129.373375,207.679775
129.41045,207.6901
129.520525,207.6975
129.557475,207.722975
129.588725,207.732475
129.61755,207.788125
129.6946,207.801725
129.70925,207.812275
129.75205,207.81795
129.7679,207.827475
129.82875,207.83615
129.860825,207.86985
129.8984,207.888325
129.95035,207.9275
129.983125,208.080325
130.015425,208.08835
130.022575,208.0975
130.042725,208.116
130.075725,208.1251
130.14685,208.14805
130.183175,208.157125
130.2262,208.1758
130.240875,208.18755
130.281975,208.200125
130.32145,208.309225
130.3854,208.322025
130.41055,208.3424
130.45555,208.35355
130.50755,208.357925
130.553725,208.3673
130.589975,208.3962
130.608675,208.4218
130.628425,208.438775
130.68205,208.46215
130.710225,208.470825
130.731525,208.4862
130.759275,208.50665
130.7751,208.520075
130.824575,208.541425
130.900375,208.563225
130.927625,208.581475
130.9973,208.596475
131.0573,208.67665
131.096175,208.7845
131.146525,208.833225
131.24025,208.84485
131.273925,208.860575
131.311125,208.87985
131.3557,208.893575
131.400775,208.9238
131.426975,208.949375
131.46915,208.9642
131.520275,208.97965
131.5522,209.003975
131.579025,209.037225
131.606525,209.0384
131.64215,209.0588
131.7246,209.087775
131.76065,209.114825
131.82525,209.13795
131.862225,209.15425
131.92015,209.175725
131.95075,209.198375
131.972425,209.21035
132.000325,209.2212
132.048025,209.2441
132.0956,209.25725
132.15305,209.2731
