SPK_SPKC05a (inhibited),SPK_SPKC08a (excited),SPK_SPKC10a (no effect),SPK_SPKC12a (excitation + inhibition),SPK_SPKC12b (inhibited),SPK_SPKC14a (excited)
475.905425,,,,,
475.936225,,,,,
475.951675,,,,,
475.97265,,,,,
476.02535,,,,,
476.04225,,,,,
476.05335,,,,,
476.07865,,,,,
476.091525,,,,,
476.106025,,,,,
476.13495,,,,,
476.204125,,,,,
476.2316,,,,,
476.258525,,,,,
476.305925,,,,,
476.32355,,,,,
476.34215,,,,,
476.361225,,,,,
476.3731,,,,,
476.386225,,,,,
476.422675,,,,,
476.458225,,,,,
476.4753,,,,,
476.49215,,,,,
476.514575,,,,,
476.54085,,,,,
476.584775,,,,,
476.602925,,,,,
476.6146,,,,,
476.6641,,,,,
476.70665,,,,,
476.738775,,,,,
476.75555,,,,,
476.792875,,,,,
476.824725,,,,,
476.8509,,,,,
476.895325,,,,,
476.91845,,,,,
476.939875,,,,,
476.98625,,,,,
477.030475,,,,,
477.06015,,,,,
477.105675,,,,,
477.137175,,,,,
477.15545,,,,,
477.17595,,,,,
477.215675,,,,,
477.229525,,,,,
477.2591,,,,,
477.2903,,,,,
477.3016,,,,,
477.3309,,,,,
477.428675,,,,,
477.454975,,,,,
477.48665,,,,,
477.507975,,,,,
477.54935,,,,,
477.60235,,,,,
477.631375,,,,,
477.6545,,,,,
477.700775,,,,,
477.7566,,,,,
477.7886,,,,,
477.814175,,,,,
477.8162,,,,,
477.8356,,,,,
477.9048,,,,,
477.927625,,,,,
477.976775,,,,,
478.0075,,,,,
478.060675,,,,,
478.0784,,,,,
478.10955,,,,,
478.13395,,,,,
478.1635,,,,,
478.2111,,,,,
478.23205,,,,,
478.274325,,,,,
478.302775,,,,,
478.304825,,,,,
478.357,,,,,
478.3758,,,,,
478.39065,,,,,
478.4004,,,,,
478.456925,,,,,
478.4584,,,,,
478.50675,,,,,
478.51925,,,,,
478.528775,,,,,
478.54175,,,,,
478.5558,,,,,
478.57155,,,,,
478.5815,,,,,
478.595925,,,,,
478.6195,,,,,
478.63505,,,,,
478.65795,,,,,
478.749675,,,,,
478.76785,,,,,
478.7917,,,,,
478.8392,,,,,
478.85885,,,,,
478.86245,,,,,
478.90675,,,,,
478.9588,,,,,
478.984025,,,,,
479.019575,,,,,
479.069125,,,,,
479.085475,,,,,
479.146,,,,,
479.148825,,,,,
479.2064,,,,,
479.256275,,,,,
479.27965,,,,,
479.3163,,,,,
479.343675,,,,,
479.3722,,,,,
479.381375,,,,,
479.405675,,,,,
479.424375,,,,,
479.44925,,,,,
479.459225,,,,,
479.465525,,,,,
479.467025,,,,,
479.4848,,,,,
479.529925,,,,,
479.552725,,,,,
479.57615,,,,,
479.5844,,,,,
479.6217,,,,,
479.633925,,,,,
479.64625,,,,,
479.6695,,,,,
479.715425,,,,,
479.733175,,,,,
479.761525,,,,,
479.774975,,,,,
479.80135,,,,,
479.81555,,,,,
479.849175,,,,,
479.871,,,,,
479.890925,,,,,
479.909675,,,,,
479.9262,,,,,
479.960325,,,,,
479.9923,,,,,
480.009,,,,,
480.015525,,,,,
480.0497,,,,,
480.1017,,,,,
480.1075,,,,,
480.132625,,,,,
480.154875,,,,,
480.20065,,,,,
480.2153,,,,,
480.2267,,,,,
480.233925,,,,,
480.245,,,,,
480.268775,,,,,
480.30545,,,,,
480.334275,,,,,
480.360275,,,,,
480.402625,,,,,
480.43655,,,,,
480.460275,,,,,
480.515875,,,,,
480.53905,,,,,
480.57015,,,,,
480.59505,,,,,
480.63625,,,,,
480.652875,,,,,
480.66305,,,,,
480.69995,,,,,
480.8046,,,,,
480.822175,,,,,
480.8558,,,,,
480.901425,,,,,
480.91675,,,,,
480.944575,,,,,
480.969875,,,,,
480.99805,,,,,
481.054425,,,,,
481.0768,,,,,
481.1089,,,,,
481.131025,,,,,
481.22205,,,,,
481.2486,,,,,
481.265,,,,,
481.279575,,,,,
481.296775,,,,,
481.318875,,,,,
481.35405,,,,,
481.45095,,,,,
481.5111,,,,,
481.526975,,,,,
481.560625,,,,,
481.5948,,,,,
481.6185,,,,,
481.62945,,,,,
481.666775,,,,,
481.704675,,,,,
481.76815,,,,,
481.819225,,,,,
481.8567,,,,,
481.9138,,,,,
481.930875,,,,,
481.94845,,,,,
481.9713,,,,,
481.9908,,,,,
482.01345,,,,,
482.0361,,,,,
482.068075,,,,,
482.091925,,,,,
482.124125,,,,,
482.16365,,,,,
482.19265,,,,,
482.21765,,,,,
482.230275,,,,,
482.258225,,,,,
482.277425,,,,,
482.305825,,,,,
482.327425,,,,,
482.34965,,,,,
482.374375,,,,,
482.419625,,,,,
482.44745,,,,,
482.489825,,,,,
482.5748,,,,,
482.58895,,,,,
482.603025,,,,,
482.6356,,,,,
482.650725,,,,,
482.696175,,,,,
482.735675,,,,,
482.7658,,,,,
482.7858,,,,,
482.817775,,,,,
482.85075,,,,,
482.8729,,,,,
482.8911,,,,,
482.91855,,,,,
482.93185,,,,,
482.948725,,,,,
482.964675,,,,,
482.98925,,,,,
483.019175,,,,,
483.068475,,,,,
483.0834,,,,,
483.1045,,,,,
483.139025,,,,,
483.204875,,,,,
483.225575,,,,,
483.249925,,,,,
483.26805,,,,,
483.2827,,,,,
483.330075,,,,,
483.3471,,,,,
483.37955,,,,,
483.401,,,,,
483.422625,,,,,
483.45025,,,,,
483.48085,,,,,
483.50125,,,,,
483.52305,,,,,
483.5726,,,,,
483.58625,,,,,
483.594025,,,,,
483.611975,,,,,
483.62665,,,,,
483.646325,,,,,
483.660225,,,,,
483.712,,,,,
483.7387,,,,,
483.776375,,,,,
483.82965,,,,,
483.84775,,,,,
483.874375,,,,,
483.924575,,,,,
483.95855,,,,,
483.9988,,,,,
484.04255,,,,,
484.05275,,,,,
484.101825,,,,,
484.127275,,,,,
484.16335,,,,,
484.21745,,,,,
484.241275,,,,,
484.2584,,,,,
484.324125,,,,,
484.3427,,,,,
484.39435,,,,,
484.46985,,,,,
484.533125,,,,,
484.566575,,,,,
484.5945,,,,,
484.6036,,,,,
484.6195,,,,,
484.66135,,,,,
484.669925,,,,,
484.696975,,,,,
484.717475,,,,,
484.731575,,,,,
484.7571,,,,,
484.793,,,,,
484.836925,,,,,
484.88015,,,,,
484.924875,,,,,
484.93915,,,,,
484.957975,,,,,
484.98675,,,,,
485.023975,,,,,
485.050025,,,,,
485.067825,,,,,
485.118975,,,,,
485.13445,,,,,
485.1683,,,,,
485.18385,,,,,
485.2,,,,,
485.2072,,,,,
485.217925,,,,,
485.2226,,,,,
485.2424,,,,,
485.26105,,,,,
485.27905,,,,,
485.3119,,,,,
485.32705,,,,,
485.339,,,,,
485.363575,,,,,
485.376525,,,,,
485.3993,,,,,
485.42085,,,,,
485.438,,,,,
485.45895,,,,,
485.496325,,,,,
485.521025,,,,,
485.5439,,,,,
485.554125,,,,,
485.60885,,,,,
485.66145,,,,,
485.681775,,,,,
485.702725,,,,,
485.746625,,,,,
485.7958,,,,,
485.815525,,,,,
485.842125,,,,,
485.886375,,,,,
486.0176,,,,,
486.042825,,,,,
486.0848,,,,,
486.125925,,,,,
486.13865,,,,,
486.15225,,,,,
486.16365,,,,,
486.191625,,,,,
486.22455,,,,,
486.260375,,,,,
486.3077,,,,,
486.31985,,,,,
486.331975,,,,,
486.3853,,,,,
486.40865,,,,,
486.4125,,,,,
486.426775,,,,,
486.45705,,,,,
486.48635,,,,,
486.518225,,,,,
486.540225,,,,,
486.5744,,,,,
486.60405,,,,,
486.628475,,,,,
486.6847,,,,,
486.7365,,,,,
486.770775,,,,,
486.806675,,,,,
486.84295,,,,,
486.8586,,,,,
486.873125,,,,,
486.878575,,,,,
486.902475,,,,,
486.9284,,,,,
486.953875,,,,,
486.993375,,,,,
487.04265,,,,,
487.06585,,,,,
487.0992,,,,,
487.13035,,,,,
487.157075,,,,,
487.175125,,,,,
487.21265,,,,,
487.2389,,,,,
487.279425,,,,,
487.324025,,,,,
487.35295,,,,,
487.37225,,,,,
487.397225,,,,,
487.415975,,,,,
487.434125,,,,,
487.4475,,,,,
487.46055,,,,,
487.514325,,,,,
487.564825,,,,,
487.6002,,,,,
487.6267,,,,,
487.670375,,,,,
487.707475,,,,,
487.748475,,,,,
487.769125,,,,,
487.7955,,,,,
487.79875,,,,,
487.845325,,,,,
487.857425,,,,,
487.893375,,,,,
487.90305,,,,,
487.92505,,,,,
487.9613,,,,,
487.99155,,,,,
488.0347,,,,,
488.05655,,,,,
488.0854,,,,,
488.101875,,,,,
488.1169,,,,,
488.1799,,,,,
488.190775,,,,,
488.2191,,,,,
488.249425,,,,,
488.264725,,,,,
488.301625,,,,,
488.320075,,,,,
488.339,,,,,
488.360225,,,,,
488.3866,,,,,
488.44405,,,,,
488.4686,,,,,
488.4939,,,,,
488.524925,,,,,
488.54,,,,,
488.55595,,,,,
488.579725,,,,,
488.590775,,,,,
488.601475,,,,,
488.61345,,,,,
488.632325,,,,,
488.641875,,,,,
488.653475,,,,,
488.67855,,,,,
488.6902,,,,,
488.6967,,,,,
488.707275,,,,,
488.716925,,,,,
488.73995,,,,,
488.750825,,,,,
488.760375,,,,,
488.775875,,,,,
488.790025,,,,,
488.8003,,,,,
488.823025,,,,,
488.8379,,,,,
488.90045,,,,,
488.916775,,,,,
488.96115,,,,,
488.9728,,,,,
488.986575,,,,,
489.021,,,,,
489.042,,,,,
489.05845,,,,,
489.086625,,,,,
489.10655,,,,,
489.12915,,,,,
489.152175,,,,,
489.178075,,,,,
489.205875,,,,,
489.224075,,,,,
489.249825,,,,,
489.295725,,,,,
489.34065,,,,,
489.363375,,,,,
489.3828,,,,,
489.418525,,,,,
489.429625,,,,,
489.43775,,,,,
489.457575,,,,,
489.478225,,,,,
489.49055,,,,,
489.502825,,,,,
489.5173,,,,,
489.53155,,,,,
489.541875,,,,,
489.54625,,,,,
489.568775,,,,,
489.6327,,,,,
489.64205,,,,,
489.668325,,,,,
489.68245,,,,,
489.69085,,,,,
489.704475,,,,,
489.7178,,,,,
489.73375,,,,,
489.745325,,,,,
489.762725,,,,,
489.773775,,,,,
489.792825,,,,,
489.8228,,,,,
489.83975,,,,,
489.8648,,,,,
489.88795,,,,,
489.91245,,,,,
489.93375,,,,,
489.959225,,,,,
489.993075,,,,,
490.03845,,,,,
490.06925,,,,,
490.10335,,,,,
490.1346,,,,,
490.155925,,,,,
490.17295,,,,,
490.181925,,,,,
490.198025,,,,,
490.230725,,,,,
490.2475,,,,,
490.2642,,,,,
490.283525,,,,,
490.301275,,,,,
490.3072,,,,,
490.333675,,,,,
490.350675,,,,,
490.373375,,,,,
490.386025,,,,,
490.40435,,,,,
490.471675,,,,,
490.487575,,,,,
490.5031,,,,,
490.52315,,,,,
490.55625,,,,,
490.5751,,,,,
490.5812,,,,,
490.594175,,,,,
490.63275,,,,,
490.656425,,,,,
490.689875,,,,,
490.70405,,,,,
490.72585,,,,,
490.740275,,,,,
490.794575,,,,,
490.82345,,,,,
490.852275,,,,,
490.87385,,,,,
490.88015,,,,,
490.91395,,,,,
490.986725,,,,,
491.015575,,,,,
491.048025,,,,,
491.10645,,,,,
491.1572,,,,,
491.180325,,,,,
491.23745,,,,,
491.252575,,,,,
491.285925,,,,,
491.31135,,,,,
491.33545,,,,,
491.36655,,,,,
491.432525,,,,,
491.444475,,,,,
491.46595,,,,,
491.501275,,,,,
491.518825,,,,,
491.5295,,,,,
491.5441,,,,,
491.556875,,,,,
491.5756,,,,,
491.5898,,,,,
491.594,,,,,
491.60755,,,,,
491.629,,,,,
491.656625,,,,,
491.705375,,,,,
491.7322,,,,,
491.746975,,,,,
491.780275,,,,,
491.810675,,,,,
491.82785,,,,,
491.87475,,,,,
491.8925,,,,,
491.92115,,,,,
491.987975,,,,,
492.012425,,,,,
492.0541,,,,,
492.1108,,,,,
492.1269,,,,,
492.171275,,,,,
492.2661,,,,,
492.309875,,,,,
492.3542,,,,,
492.38005,,,,,
492.4335,,,,,
492.453175,,,,,
492.543675,,,,,
492.580975,,,,,
492.6189,,,,,
492.6452,,,,,
492.6843,,,,,
492.712825,,,,,
492.732825,,,,,
492.76865,,,,,
492.80675,,,,,
492.82865,,,,,
492.860625,,,,,
492.890525,,,,,
492.919075,,,,,
492.982625,,,,,
493.04815,,,,,
493.073,,,,,
493.0927,,,,,
493.1124,,,,,
493.14565,,,,,
493.1836,,,,,
493.199225,,,,,
493.223825,,,,,
493.2932,,,,,
493.3059,,,,,
493.329725,,,,,
493.3489,,,,,
493.374525,,,,,
493.397675,,,,,
493.424025,,,,,
493.4493,,,,,
493.477975,,,,,
493.494675,,,,,
493.51815,,,,,
493.52695,,,,,
493.5922,,,,,
493.616075,,,,,
493.631975,,,,,
493.686475,,,,,
493.71785,,,,,
493.740075,,,,,
493.761425,,,,,
493.773525,,,,,
493.804275,,,,,
493.8444,,,,,
493.854375,,,,,
493.863375,,,,,
493.8755,,,,,
493.8887,,,,,
493.901225,,,,,
493.918025,,,,,
493.94495,,,,,
493.9583,,,,,
493.984925,,,,,
494.0002,,,,,
494.012175,,,,,
494.05585,,,,,
494.0761,,,,,
494.095525,,,,,
494.115475,,,,,
494.131775,,,,,
494.15465,,,,,
494.17395,,,,,
494.201525,,,,,
494.227925,,,,,
494.244525,,,,,
494.261875,,,,,
494.30455,,,,,
494.321275,,,,,
494.337625,,,,,
494.3524,,,,,
494.389825,,,,,
494.409025,,,,,
494.475025,,,,,
494.51035,,,,,
494.526675,,,,,
494.576075,,,,,
494.600675,,,,,
494.63485,,,,,
494.650975,,,,,
494.665775,,,,,
494.6938,,,,,
494.70995,,,,,
494.728575,,,,,
494.751975,,,,,
494.836575,,,,,
494.867025,,,,,
494.917475,,,,,
494.966625,,,,,
494.987725,,,,,
495.017975,,,,,
495.02665,,,,,
495.0449,,,,,
495.055825,,,,,
495.07145,,,,,
495.08895,,,,,
495.112025,,,,,
495.13005,,,,,
495.1596,,,,,
495.176575,,,,,
495.191575,,,,,
495.29155,,,,,
495.3035,,,,,
495.321475,,,,,
495.337675,,,,,
495.355525,,,,,
495.370525,,,,,
495.3879,,,,,
495.399025,,,,,
495.420425,,,,,
495.459975,,,,,
495.47575,,,,,
495.526025,,,,,
495.5793,,,,,
495.608275,,,,,
495.628,,,,,
495.671325,,,,,
495.67835,,,,,
495.700625,,,,,
495.72605,,,,,
495.751925,,,,,
495.8137,,,,,
495.830625,,,,,
495.850525,,,,,
495.87545,,,,,
495.90995,,,,,
495.92645,,,,,
495.9427,,,,,
495.95285,,,,,
495.963775,,,,,
495.985075,,,,,
495.991875,,,,,
496.003275,,,,,
496.0137,,,,,
496.023675,,,,,
496.035025,,,,,
496.0502,,,,,
496.061075,,,,,
496.067925,,,,,
496.07295,,,,,
496.110025,,,,,
496.122825,,,,,
496.16345,,,,,
496.17875,,,,,
496.199025,,,,,
496.21435,,,,,
496.216725,,,,,
496.226325,,,,,
496.253425,,,,,
496.2777,,,,,
496.301375,,,,,
496.3131,,,,,
496.334525,,,,,
496.3553,,,,,
496.3726,,,,,
496.382625,,,,,
496.4083,,,,,
496.43215,,,,,
496.4492,,,,,
496.4926,,,,,
496.508025,,,,,
496.520475,,,,,
496.54655,,,,,
496.593125,,,,,
496.606675,,,,,
496.623025,,,,,
496.636375,,,,,
496.663125,,,,,
496.716075,,,,,
496.728,,,,,
496.73025,,,,,
496.75495,,,,,
496.798275,,,,,
496.799925,,,,,
496.816375,,,,,
496.82815,,,,,
496.85365,,,,,
496.865475,,,,,
496.881525,,,,,
496.893325,,,,,
496.907475,,,,,
496.918225,,,,,
496.94395,,,,,
496.966825,,,,,
496.991525,,,,,
497.02145,,,,,
497.049675,,,,,
497.071725,,,,,
497.09075,,,,,
497.103525,,,,,
497.10895,,,,,
497.12035,,,,,
497.15485,,,,,
497.1837,,,,,
497.20675,,,,,
497.22695,,,,,
497.2452,,,,,
497.260525,,,,,
497.27695,,,,,
497.2963,,,,,
497.31175,,,,,
497.338075,,,,,
497.378325,,,,,
497.388225,,,,,
497.408025,,,,,
497.43095,,,,,
497.4419,,,,,
497.462225,,,,,
497.504075,,,,,
497.5058,,,,,
497.531025,,,,,
497.54425,,,,,
497.5575,,,,,
497.58035,,,,,
497.585275,,,,,
497.591025,,,,,
497.6025,,,,,
497.61095,,,,,
497.635575,,,,,
497.6525,,,,,
497.6668,,,,,
497.69425,,,,,
497.705675,,,,,
497.7388,,,,,
497.7643,,,,,
497.79745,,,,,
497.8104,,,,,
497.81905,,,,,
497.8322,,,,,
497.847675,,,,,
497.86495,,,,,
497.894325,,,,,
497.917,,,,,
497.940375,,,,,
497.960675,,,,,
497.981475,,,,,
498.011625,,,,,
498.0302,,,,,
498.0563,,,,,
498.06885,,,,,
498.0939,,,,,
498.12325,,,,,
498.136375,,,,,
498.168675,,,,,
498.183775,,,,,
498.20135,,,,,
498.2315,,,,,
498.241975,,,,,
498.263675,,,,,
498.28885,,,,,
498.29945,,,,,
498.326225,,,,,
498.358975,,,,,
498.405625,,,,,
498.417925,,,,,
498.4365,,,,,
498.44835,,,,,
498.466225,,,,,
498.493525,,,,,
498.507225,,,,,
498.52405,,,,,
498.54135,,,,,
498.572275,,,,,
498.586375,,,,,
498.601375,,,,,
498.62445,,,,,
498.6412,,,,,
498.664175,,,,,
498.723175,,,,,
498.7387,,,,,
498.751425,,,,,
498.76995,,,,,
498.846475,,,,,
498.8973,,,,,
498.958375,,,,,
498.9942,,,,,
499.039425,,,,,
499.1052,,,,,
499.12175,,,,,
499.13015,,,,,
499.1528,,,,,
499.2162,,,,,
499.243875,,,,,
499.26235,,,,,
499.2843,,,,,
499.315075,,,,,
499.36635,,,,,
499.435525,,,,,
499.448975,,,,,
499.46255,,,,,
499.4846,,,,,
499.50305,,,,,
499.567975,,,,,
499.6244,,,,,
499.641175,,,,,
499.681125,,,,,
499.6976,,,,,
499.72675,,,,,
499.75395,,,,,
499.8162,,,,,
499.85155,,,,,
499.915075,,,,,
499.942975,,,,,
499.9912,,,,,
500.01275,,,,,
500.08295,,,,,
500.11505,,,,,
500.1802,,,,,
500.19515,,,,,
500.239375,,,,,
500.2654,,,,,
500.271125,,,,,
500.300325,,,,,
500.317525,,,,,
500.406375,,,,,
500.43995,,,,,
500.46905,,,,,
500.502175,,,,,
500.52705,,,,,
500.5417,,,,,
500.558625,,,,,
500.597125,,,,,
500.612325,,,,,
500.6422,,,,,
500.655475,,,,,
500.6874,,,,,
500.69055,,,,,
500.701125,,,,,
500.741925,,,,,
500.7816,,,,,
500.79105,,,,,
500.8314,,,,,
500.847475,,,,,
500.854175,,,,,
500.8773,,,,,
500.906475,,,,,
500.91885,,,,,
500.93005,,,,,
500.9503,,,,,
500.962275,,,,,
500.9854,,,,,
501.011625,,,,,
501.03225,,,,,
501.0804,,,,,
501.09845,,,,,
501.1517,,,,,
501.159975,,,,,
501.1626,,,,,
501.1771,,,,,
501.2026,,,,,
501.239675,,,,,
501.245575,,,,,
501.280975,,,,,
501.29275,,,,,
501.300375,,,,,
501.31145,,,,,
501.33205,,,,,
501.357375,,,,,
501.3714,,,,,
501.397175,,,,,
501.4122,,,,,
501.4188,,,,,
501.480425,,,,,
501.49665,,,,,
501.513325,,,,,
501.5301,,,,,
501.55905,,,,,
501.575675,,,,,
501.61885,,,,,
501.660175,,,,,
501.673425,,,,,
501.69645,,,,,
501.7216,,,,,
501.73615,,,,,
501.73745,,,,,
501.756975,,,,,
501.81425,,,,,
501.838675,,,,,
501.852225,,,,,
501.867475,,,,,
501.8852,,,,,
501.898075,,,,,
501.9279,,,,,
501.952425,,,,,
501.9765,,,,,
502.00725,,,,,
502.0391,,,,,
502.075075,,,,,
502.1711,,,,,
502.214775,,,,,
502.230625,,,,,
502.281175,,,,,
502.3285,,,,,
502.3499,,,,,
502.364025,,,,,
502.377375,,,,,
502.389375,,,,,
502.4314,,,,,
502.457725,,,,,
502.4867,,,,,
502.5071,,,,,
502.537375,,,,,
502.585375,,,,,
502.68495,,,,,
502.7394,,,,,
502.762775,,,,,
502.78725,,,,,
502.79625,,,,,
502.824075,,,,,
502.845525,,,,,
502.8768,,,,,
502.910575,,,,,
502.9323,,,,,
502.970525,,,,,
503.026325,,,,,
503.057325,,,,,
503.080175,,,,,
503.10585,,,,,
503.13415,,,,,
503.156,,,,,
503.17385,,,,,
503.180725,,,,,
503.20125,,,,,
503.227125,,,,,
503.2602,,,,,
503.310975,,,,,
503.338975,,,,,
503.36305,,,,,
503.389525,,,,,
503.42725,,,,,
503.45665,,,,,
503.5184,,,,,
503.544425,,,,,
503.57435,,,,,
503.600225,,,,,
503.637125,,,,,
503.7101,,,,,
503.758825,,,,,
503.77795,,,,,
503.80145,,,,,
503.819175,,,,,
503.8377,,,,,
503.892975,,,,,
503.925575,,,,,
503.96075,,,,,
504.012475,,,,,
504.026025,,,,,
504.0644,,,,,
504.0818,,,,,
504.091975,,,,,
504.1152,,,,,
504.128375,,,,,
504.16355,,,,,
504.201725,,,,,
504.231825,,,,,
504.271525,,,,,
504.308125,,,,,
504.345275,,,,,
504.3805,,,,,
504.4248,,,,,
504.45575,,,,,
504.47595,,,,,
504.49225,,,,,
504.528325,,,,,
504.55725,,,,,
504.579025,,,,,
504.591925,,,,,
504.632375,,,,,
504.6475,,,,,
504.67535,,,,,
504.70115,,,,,
504.71865,,,,,
504.743775,,,,,
504.7638,,,,,
504.777425,,,,,
504.79365,,,,,
504.808625,,,,,
504.829375,,,,,
504.84865,,,,,
504.8637,,,,,
504.8692,,,,,
504.8817,,,,,
504.8989,,,,,
504.91775,,,,,
504.94495,,,,,
504.988325,,,,,
505.00115,,,,,
505.01875,,,,,
505.090425,,,,,
505.11955,,,,,
505.15565,,,,,
505.189975,,,,,
505.236125,,,,,
505.262975,,,,,
505.305025,,,,,
505.318,,,,,
505.3522,,,,,
505.38515,,,,,
505.417175,,,,,
505.433925,,,,,
505.4512,,,,,
505.4738,,,,,
505.4928,,,,,
505.51115,,,,,
505.5522,,,,,
505.5792,,,,,
505.61165,,,,,
505.6362,,,,,
505.664425,,,,,
505.6907,,,,,
505.7079,,,,,
505.72515,,,,,
505.73685,,,,,
505.755,,,,,
505.76315,,,,,
505.784875,,,,,
505.815125,,,,,
505.83575,,,,,
505.84785,,,,,
505.8997,,,,,
505.917,,,,,
505.938625,,,,,
505.954425,,,,,
505.991825,,,,,
505.99925,,,,,
506.007375,,,,,
506.0279,,,,,
506.042725,,,,,
506.08365,,,,,
506.118525,,,,,
506.158875,,,,,
506.178825,,,,,
506.213725,,,,,
506.2386,,,,,
506.2592,,,,,
506.298175,,,,,
506.308625,,,,,
506.366675,,,,,
506.41875,,,,,
506.465125,,,,,
506.48235,,,,,
506.497075,,,,,
506.5347,,,,,
506.55445,,,,,
506.5838,,,,,
506.617325,,,,,
506.64465,,,,,
506.666325,,,,,
506.69745,,,,,
506.719,,,,,
506.742175,,,,,
506.76055,,,,,
506.7905,,,,,
506.80595,,,,,
506.827325,,,,,
506.84345,,,,,
506.861925,,,,,
506.871775,,,,,
506.884225,,,,,
506.93045,,,,,
506.9697,,,,,
506.9883,,,,,
507.014875,,,,,
507.050775,,,,,
507.086625,,,,,
507.1052,,,,,
507.123875,,,,,
507.174025,,,,,
507.18685,,,,,
507.2484,,,,,
507.270425,,,,,
507.351725,,,,,
507.400425,,,,,
507.45635,,,,,
507.4698,,,,,
507.4883,,,,,
507.4936,,,,,
507.5109,,,,,
507.549575,,,,,
507.589825,,,,,
507.638675,,,,,
507.697775,,,,,
507.737175,,,,,
507.77705,,,,,
507.803425,,,,,
507.8124,,,,,
507.836175,,,,,
507.85345,,,,,
507.8671,,,,,
507.932375,,,,,
507.94925,,,,,
507.972075,,,,,
508.0386,,,,,
508.05625,,,,,
508.0871,,,,,
508.14295,,,,,
508.15555,,,,,
508.17615,,,,,
508.186325,,,,,
508.217425,,,,,
508.238025,,,,,
508.294925,,,,,
508.30855,,,,,
508.41395,,,,,
508.443725,,,,,
508.458025,,,,,
508.47165,,,,,
508.506325,,,,,
508.58745,,,,,
508.677175,,,,,
508.6859,,,,,
508.71295,,,,,
508.7398,,,,,
508.771525,,,,,
508.79425,,,,,
508.833925,,,,,
508.844225,,,,,
508.8577,,,,,
508.8658,,,,,
508.914825,,,,,
508.956725,,,,,
509.01855,,,,,
509.052575,,,,,
509.09225,,,,,
509.163875,,,,,
509.181975,,,,,
509.19475,,,,,
509.21055,,,,,
509.22345,,,,,
509.24275,,,,,
509.25645,,,,,
509.26985,,,,,
509.295175,,,,,
509.363575,,,,,
509.387125,,,,,
509.426875,,,,,
509.444825,,,,,
509.46235,,,,,
509.48225,,,,,
509.497925,,,,,
509.517725,,,,,
509.54025,,,,,
509.585225,,,,,
509.643925,,,,,
509.6755,,,,,
509.7402,,,,,
509.75275,,,,,
509.781375,,,,,
509.799325,,,,,
509.823925,,,,,
509.8737,,,,,
509.946675,,,,,
509.971475,,,,,
510.0119,,,,,
510.0698,,,,,
510.093,,,,,
510.108775,,,,,
510.136425,,,,,
510.1509,,,,,
510.176275,,,,,
510.19295,,,,,
510.214375,,,,,
510.239975,,,,,
510.2618,,,,,
510.268925,,,,,
510.2889,,,,,
510.3042,,,,,
510.321575,,,,,
510.344275,,,,,
510.3606,,,,,
510.3829,,,,,
510.4002,,,,,
510.4103,,,,,
510.4203,,,,,
510.43365,,,,,
510.46235,,,,,
510.4778,,,,,
510.4794,,,,,
510.502025,,,,,
510.56595,,,,,
510.5835,,,,,
510.60365,,,,,
510.604625,,,,,
510.60755,,,,,
510.61685,,,,,
510.63515,,,,,
510.644725,,,,,
510.657325,,,,,
510.6735,,,,,
510.6899,,,,,
510.72025,,,,,
510.744275,,,,,
510.7506,,,,,
510.775075,,,,,
510.788625,,,,,
510.811275,,,,,
510.82355,,,,,
510.837775,,,,,
510.86215,,,,,
510.8742,,,,,
510.885325,,,,,
510.898675,,,,,
510.90935,,,,,
510.938275,,,,,
510.94875,,,,,
510.967275,,,,,
510.977675,,,,,
510.993125,,,,,
511.0082,,,,,
511.02005,,,,,
511.038825,,,,,
511.0456,,,,,
511.067225,,,,,
511.07965,,,,,
511.10745,,,,,
511.1204,,,,,
511.12785,,,,,
511.14115,,,,,
511.154875,,,,,
511.165725,,,,,
511.181875,,,,,
511.229575,,,,,
511.239175,,,,,
511.2536,,,,,
511.265425,,,,,
511.2952,,,,,
511.310625,,,,,
511.3551,,,,,
511.368775,,,,,
511.397175,,,,,
511.398625,,,,,
511.404225,,,,,
511.42525,,,,,
511.46005,,,,,
511.484925,,,,,
511.50405,,,,,
511.555225,,,,,
511.581025,,,,,
511.5961,,,,,
511.614,,,,,
511.72955,,,,,
511.7617,,,,,
511.7835,,,,,
511.8074,,,,,
511.823225,,,,,
511.8402,,,,,
511.87745,,,,,
511.90375,,,,,
511.936425,,,,,
511.960825,,,,,
511.96825,,,,,
511.984375,,,,,
512.034,,,,,
512.100175,,,,,
512.14955,,,,,
512.17885,,,,,
512.22425,,,,,
512.2646,,,,,
512.290375,,,,,
512.304125,,,,,
512.3242,,,,,
512.3543,,,,,
512.38105,,,,,
512.412425,,,,,
512.414325,,,,,
512.45895,,,,,
512.49155,,,,,
512.5184,,,,,
512.55705,,,,,
512.57405,,,,,
512.59775,,,,,
512.627825,,,,,
512.6427,,,,,
512.667675,,,,,
512.6955,,,,,
512.708525,,,,,
512.73995,,,,,
512.776475,,,,,
512.81245,,,,,
512.82375,,,,,
512.84035,,,,,
512.860175,,,,,
512.897425,,,,,
512.9782,,,,,
513.017025,,,,,
513.042225,,,,,
513.06385,,,,,
513.072025,,,,,
513.099825,,,,,
513.118425,,,,,
513.14345,,,,,
513.23265,,,,,
513.300775,,,,,
513.31915,,,,,
513.33525,,,,,
513.341875,,,,,
513.349825,,,,,
513.37185,,,,,
513.3924,,,,,
