SPK_SPKC05a (inhibited),SPK_SPKC08a (excited),SPK_SPKC10a (no effect),SPK_SPKC12a (excitation + inhibition),SPK_SPKC12b (inhibited),SPK_SPKC14a (excited)
32.53465,55.418,94.8603,68.896375,27.366075,97.67085
32.57265,55.506225,94.885525,68.931425,27.393075,97.686875
32.5897,55.60505,94.89855,68.9424,27.412425,97.705925
32.6931,55.6382,94.900175,68.956625,27.43335,97.7396
32.720225,55.657225,94.9408,68.975875,27.463075,97.75475
32.74925,55.693425,94.964,69.04695,27.476875,97.75745
32.7781,55.737625,94.99825,69.1074,27.487225,97.7852
32.7954,55.86305,95.0475,69.1685,27.515275,97.8374
32.8079,55.88615,95.0711,69.33335,27.53695,97.9459
32.82225,55.927725,95.1296,69.3598,27.553425,97.998225
32.84205,56.028175,95.167625,69.4138,27.567,98.014225
32.851675,56.070475,95.193425,69.439275,27.5796,98.02515
32.868225,56.109725,95.208025,69.4645,27.5925,98.036875
32.881275,56.131425,95.2114,69.49535,27.627825,98.1135
32.89655,56.176475,95.2374,69.564175,27.650475,98.14335
32.9071,56.2314,95.273875,69.624775,27.69575,98.16225
32.916075,56.3234,95.287975,69.67685,27.713025,98.166575
32.9242,56.368725,95.36305,69.720375,27.726825,98.181
32.945275,56.442975,95.4165,69.800975,27.737675,98.193975
32.96695,56.467175,95.45065,69.8377,27.755025,98.20825
32.97955,56.61325,95.458075,69.873175,27.7624,98.228325
33.00215,56.777125,95.488625,69.93835,27.781325,98.270325
33.0094,56.809925,95.54,69.9671,27.80645,98.29465
33.02985,56.843625,95.609825,69.991025,27.838125,98.406175
33.044075,56.8758,95.65655,70.012675,27.87965,98.4798
33.06385,56.933975,95.69785,70.0621,27.89145,98.5108
33.08435,56.983,95.7324,70.100225,27.917025,98.5386
33.10385,57.02645,95.7937,70.141,27.9346,98.581125
33.165025,57.0735,95.825,70.169075,27.949875,98.597325
33.200925,57.097825,95.87505,70.2355,27.9841,98.61025
33.231225,57.1272,95.90645,70.376125,28.00765,98.6183
33.2902,57.173675,95.92455,70.44855,28.036575,99.058975
33.33415,57.337475,95.93945,70.566275,28.052525,99.3159
33.352925,57.345975,96.0086,70.639125,28.06475,99.428975
33.375125,57.3589,96.064675,70.677575,28.084375,99.698475
33.404975,57.402375,96.1011,70.715575,28.10515,99.9046
33.447225,57.42495,96.157125,70.75525,28.1284,99.9714
33.484675,57.4433,96.1823,70.79205,28.14395,99.98095
33.4957,57.4677,96.215575,70.81485,28.16365,100.0421
33.524125,57.49725,96.241075,70.863325,28.177475,100.11385
33.550425,57.504975,96.2697,70.89445,28.215425,100.62755
33.572875,57.522925,96.2915,70.994,28.242775,100.644975
33.58575,57.53865,96.318575,71.0298,28.254025,100.650325
33.593925,57.544775,96.337,71.083475,28.267925,100.721775
33.594925,57.54715,96.419075,71.140575,28.27905,100.823125
33.61715,57.561825,96.44895,71.1652,28.304375,100.908375
33.6297,57.601925,96.484275,71.2629,28.31985,101.0295
33.63875,57.652475,96.55325,71.313825,28.332325,101.053425
33.657975,57.687275,96.5828,71.341225,28.346025,101.073925
33.6765,57.7408,96.627525,71.375375,28.3762,101.0773
33.695925,57.7714,96.654125,71.409875,28.386075,101.091925
33.710175,57.83955,96.686475,71.48295,28.42955,101.109525
33.7188,57.886675,96.69745,71.524925,28.445625,101.11805
33.73015,57.91175,96.72795,71.553825,28.457425,101.13735
33.757825,57.980325,96.754625,71.592375,28.47375,101.15665
33.77385,58.040525,96.768275,71.65255,28.48965,101.186025
33.82015,58.11095,96.83115,71.7098,28.505325,101.202425
33.84445,58.1553,96.877775,71.7421,28.5251,101.2135
33.87585,58.194275,96.8931,71.773625,28.548475,101.221625
33.902275,58.2493,96.921525,71.831425,28.564675,101.281525
33.91885,58.3488,96.981025,71.8661,28.579675,101.30805
33.948775,58.42995,97.0351,71.88545,28.608575,101.32815
33.9651,58.489175,97.047025,71.902875,28.624275,101.3514
33.977625,58.52145,97.05435,71.917925,28.643175,101.374525
34.001825,58.555025,97.0707,71.961,28.66065,101.44295
34.025175,58.59485,97.092075,72.018425,28.727625,101.51665
34.0405,58.616725,97.109325,72.0613,28.756,101.56055
34.055575,58.640175,97.1797,72.116075,28.7742,101.599025
34.073675,58.678,97.2082,72.1751,28.791825,101.60085
34.09015,58.700125,97.22015,72.249825,28.80375,101.64865
34.101475,58.77465,97.258125,72.2811,28.83985,101.69775
34.12315,58.8085,97.280875,72.31365,28.86875,101.7499
34.138925,58.848175,97.317025,72.38055,28.89215,101.805775
34.18495,59.037975,97.34885,72.40075,28.926125,101.904325
34.204275,59.071825,97.40165,72.415325,28.9423,101.946325
34.20985,59.110475,97.4296,72.4304,28.965975,101.99465
34.2388,59.139425,97.492,72.442425,28.981225,102.15625
34.260125,59.175525,97.56725,72.45985,28.993675,102.314425
34.283325,59.24765,97.607725,72.47565,29.025725,102.339425
34.339375,59.3055,97.623825,72.4972,29.0395,102.355625
34.3498,59.325225,97.683825,72.524375,29.082425,102.360875
34.381475,59.356875,97.71255,72.548575,29.121075,102.3868
34.4929,59.371375,97.740275,72.580325,29.136875,102.4449
34.51535,59.412425,97.74285,72.629,29.164225,102.790875
34.539625,59.4369,97.770625,72.6589,29.1694,103.259675
34.5734,59.481625,97.8862,72.69255,29.181925,103.559725
34.62085,59.53795,97.923125,72.7676,29.207425,103.753775
34.66325,59.560925,97.957325,72.82375,29.24075,104.042675
34.766875,59.591675,97.998775,72.87165,29.2505,104.104125
34.849925,59.62025,98.0557,72.94615,29.26855,104.233275
34.912525,59.63805,98.074375,73.020725,29.282375,104.268325
34.924125,59.67855,98.10375,73.04465,29.291225,104.377375
35.018475,59.71925,98.136925,73.06635,29.30245,104.883525
35.0435,59.7625,98.1637,73.08075,29.31915,104.8876
35.06985,59.8086,98.165675,73.102925,29.329875,104.898
35.1321,59.86335,98.187025,73.118075,29.351175,104.92075
35.183575,59.935625,98.308475,73.148025,29.36985,104.957925
35.27495,59.9607,98.3401,73.1768,29.388125,105.024575
35.29385,59.989825,98.371,73.2755,29.414075,105.04245
35.319025,60.027025,98.4012,73.31325,29.454325,105.074825
35.344875,60.099275,98.463225,73.370625,29.46,105.1024
35.3685,60.12915,98.538575,73.475675,29.473075,105.134325
35.38785,60.17895,98.613625,73.508025,29.4869,105.50025
35.4058,60.24275,98.668325,73.5495,29.51465,105.906875
35.419525,60.2877,98.7041,73.631075,29.5387,105.935625
35.447675,60.30245,98.7431,73.676875,29.551625,105.95325
35.465,60.346775,98.760675,73.71445,29.568625,106.002675
35.476775,60.3757,98.818725,73.7346,29.588875,106.019375
35.49405,60.41405,98.8508,73.8053,29.59665,106.028425
35.4994,60.443375,98.885975,73.8269,29.612975,106.035125
35.51755,60.474075,98.899025,73.85885,29.6353,106.03865
35.53465,60.4899,98.909325,73.88365,29.675475,106.044075
35.5485,60.51905,98.985575,73.92235,29.686975,106.07195
35.561425,60.553575,99.0265,73.95315,29.702825,106.08775
35.57505,60.610525,99.060575,73.987625,29.716025,106.11835
35.585425,60.631,99.1098,74.04575,29.754725,106.2656
35.6025,60.660275,99.153275,74.1259,29.77845,106.27835
35.6132,60.6843,99.2057,74.169125,29.803675,106.322775
35.6321,60.7227,99.26375,74.241375,29.826025,106.367175
35.644625,60.758075,99.292875,74.260925,29.84255,106.48165
35.651575,60.786825,99.3161,74.276,29.859775,106.504825
35.68435,60.83985,99.36345,74.3591,29.88635,106.542825
35.693275,60.8627,99.40555,74.41955,29.9039,106.74275
35.722475,60.883825,99.47045,74.45435,29.941,106.80585
35.736025,60.940525,99.514125,74.51415,29.96545,106.892825
35.755325,60.976275,99.555625,74.561775,29.9795,107.046375
35.787475,61.033575,99.587225,74.5923,29.990525,107.3218
35.8071,61.06915,99.60425,74.647875,30.0099,107.369625
35.833025,61.101175,99.619275,74.68165,30.02625,107.444475
35.8462,61.123325,99.666175,74.7348,30.054675,107.4546
35.862,61.1445,99.6898,74.752725,30.082425,107.54395
35.870175,61.18345,99.72255,74.76495,30.093875,107.61375
35.9667,61.233775,99.73765,74.79405,30.114625,107.62185
35.999375,61.3334,99.757375,74.8234,30.12845,107.6892
36.029075,61.361875,99.771925,74.8514,30.13875,107.838675
36.05895,61.386675,99.8157,74.94445,30.1645,107.8783
36.082175,61.41225,99.848425,74.97655,30.178125,107.942825
36.09905,61.436425,99.891525,75.02295,30.19735,107.9785
36.131375,61.481225,100.038375,75.061325,30.221525,108.374175
36.1457,61.50665,100.055225,75.122575,30.227425,108.3803
36.19965,61.55565,100.108525,75.225025,30.24355,108.7354
36.225675,61.625275,100.15975,75.3028,30.25625,108.783025
36.267825,61.64205,100.23845,75.34235,30.2915,108.8365
36.314525,61.70065,100.283625,75.380575,30.31215,108.840225
36.33115,61.76665,100.294525,75.4254,30.3329,108.878575
36.38795,62.054475,100.29765,75.549475,30.355525,108.9053
36.42695,62.07945,100.316725,75.591325,30.373225,108.96
36.478675,62.0975,100.3392,75.63755,30.390475,109.010325
36.49735,62.1399,100.358675,75.6789,30.422075,109.05395
36.53325,62.176875,100.380225,75.695425,30.436075,109.062525
36.56245,62.2904,100.394625,75.741575,30.458525,109.099425
36.64775,62.338525,100.42625,75.77785,30.489675,109.1533
36.693025,62.3878,100.4324,75.829725,30.49995,109.180625
36.706525,62.448975,100.535825,75.8605,30.524125,109.32975
36.75665,62.4829,100.5576,75.9037,30.54145,109.344325
36.7758,62.5073,100.624075,75.94765,30.575075,109.400675
36.80485,62.53135,100.648425,75.988,30.607875,109.518625
36.842475,62.633075,100.721325,76.035375,30.641175,109.6133
36.881225,62.6658,100.760875,76.091375,30.657775,109.628075
36.8876,62.689825,100.780275,76.1492,30.670475,109.6294
36.8984,62.706925,100.8001,76.1997,30.703575,109.65835
36.9271,62.725975,100.866125,76.2276,30.73015,109.67895
36.951325,62.762175,100.9104,76.31095,30.758675,109.6907
36.97635,62.797525,100.96545,76.3802,30.7716,109.717525
37.007575,62.82325,100.9912,76.446875,30.80765,109.744075
37.0438,62.847025,101.012875,76.5184,30.8208,109.769725
37.06865,62.86265,101.05255,76.563875,30.835825,109.81295
37.0924,62.8968,101.082275,76.6072,30.858325,109.8355
37.112675,62.913375,101.111875,76.71885,30.871425,110.497925
37.128225,63.05045,101.163325,76.7685,30.89195,110.5106
37.15825,63.07835,101.183275,76.8028,30.91675,110.69925
37.20735,63.105875,101.2169,76.846725,30.939625,110.70955
37.245925,63.141225,101.26025,76.96115,30.980575,110.736
37.26775,63.1945,101.287625,77.0175,31.007325,110.755575
37.3193,63.2216,101.357975,77.05745,31.020925,110.79755
37.3563,63.272575,101.372175,77.0693,31.0366,110.798825
37.4103,63.377125,101.390575,77.1491,31.04385,110.820775
37.43735,63.423475,101.445575,77.1964,31.0566,110.8454
37.519025,63.4593,101.526325,77.244875,31.0695,110.870925
37.5491,63.522775,101.54905,77.328775,31.076825,110.90475
37.5555,63.641475,101.565575,77.378975,31.090675,110.940575
37.578275,63.667175,101.586625,77.432225,31.098825,111.00465
37.6135,63.691925,101.628375,77.48755,31.118075,111.014
37.632325,63.731025,101.7468,77.507675,31.13075,111.037425
37.642,63.79725,101.748025,77.559,31.171125,111.0764
37.6722,63.864525,101.781525,77.61035,31.18625,111.2104
37.68665,63.879825,101.809125,77.702125,31.20535,111.44625
37.713775,63.917025,101.836925,77.751925,31.2283,111.4961
37.747125,63.960275,101.8739,77.784425,31.246675,111.59845
37.7731,63.9798,101.897775,77.835025,31.25985,111.617975
37.781975,64.016375,101.91945,77.883925,31.27605,111.619925
37.800375,64.06295,101.937125,77.9057,31.288825,111.634625
37.806775,64.231125,101.9524,77.935775,31.305275,111.647225
37.816775,64.290825,101.99485,77.963625,31.344225,111.6495
37.828875,64.30885,102.039,78.021475,31.357625,111.663375
37.8354,64.327775,102.0666,78.043875,31.395825,111.681925
37.859175,64.353675,102.0783,78.0872,31.40955,111.69845
37.87325,64.423775,102.217175,78.13525,31.4269,111.724975
37.88665,64.61455,102.2501,78.19255,31.4427,111.7776
37.900225,64.646025,102.287925,78.2671,31.4562,111.909675
37.913775,64.66425,102.300625,78.34875,31.4684,111.970925
37.9281,64.675375,102.3698,78.412825,31.483775,111.9917
37.93825,64.7023,102.4104,78.442825,31.499525,112.0079
37.950775,64.733325,102.4372,78.483775,31.506775,112.073175
37.9738,64.75255,102.467675,78.5121,31.529425,112.14845
37.993975,64.784525,102.50155,78.62555,31.54915,112.182875
38.0209,64.8128,102.528625,78.650325,31.5601,112.189725
38.039925,64.83575,102.556475,78.701325,31.57525,112.2495
38.0558,64.850125,102.61925,78.811325,31.59695,112.776775
38.06415,64.869825,102.660725,78.843225,31.6042,112.866525
38.08635,64.914825,102.690375,78.872175,31.63625,113.21495
38.131,64.939775,102.727575,78.90335,31.6531,113.2679
38.1455,64.986175,102.766875,78.93985,31.667025,113.439075
38.1595,65.044025,102.82455,78.993675,31.682525,113.5667
38.1686,65.091275,102.846325,79.0324,31.701125,113.997675
38.19315,65.1421,102.8654,79.0997,31.713875,114.16235
38.21155,65.19275,102.902125,79.18735,31.7299,114.171275
38.24315,65.257975,102.93745,79.27745,31.76225,114.18215
38.261575,65.31675,102.978025,79.39025,31.82285,114.20445
38.31645,65.35655,102.996,79.5343,31.848,114.32495
38.33825,65.378075,103.033275,79.576075,31.88205,114.3979
38.358725,65.406725,103.0617,79.633325,31.90705,114.522825
38.375725,65.454175,103.0905,79.672675,31.920875,114.67655
38.39175,65.480275,103.10955,79.731925,31.931525,114.6971
38.431925,65.50225,103.16185,79.771175,31.9456,114.71155
38.45265,65.53275,103.206475,79.8324,31.958425,114.718
38.459175,65.566025,103.212775,79.88365,31.97955,114.727175
38.483225,65.569675,103.253025,79.92185,32.004875,114.75785
38.503275,65.630025,103.280475,79.9426,32.026975,114.7808
38.52185,65.6649,103.3347,79.959125,32.04765,114.875825
38.534875,65.69015,103.3702,80.0825,32.0614,114.914125
38.542875,65.710275,103.391975,80.136575,32.0834,114.949025
38.5912,65.73905,103.40855,80.196575,32.109475,115.628675
38.606275,65.79555,103.4361,80.26025,32.1414,115.6345
38.63765,65.884825,103.516575,80.314,32.155325,115.640175
38.650475,65.939325,103.588225,80.349675,32.17175,115.672275
38.690725,65.974175,103.693475,80.405025,32.1879,115.673425
38.70785,66.0063,103.711025,80.456775,32.200825,115.6798
38.717175,66.059475,103.73355,80.51465,32.22135,115.690925
38.728825,66.10595,103.745875,80.54535,32.23195,115.69895
38.77115,66.133875,103.765825,80.586475,32.24835,115.700425
38.79805,66.165475,103.79615,80.622675,32.27435,115.708475
38.818725,66.203525,103.815625,80.63965,32.28675,115.723925
38.856425,66.261125,103.842575,80.653,32.3105,115.74735
38.8854,66.2942,103.893575,80.6874,32.342875,115.7664
38.9016,66.335175,103.94565,80.6988,32.361625,115.7817
38.9267,66.395975,103.97985,80.725475,32.375075,115.805325
38.952525,66.46445,104.01295,80.753575,32.393575,115.832925
38.97655,66.545475,104.12505,80.780325,32.40555,115.8637
39.01025,66.602,104.144725,80.807675,32.4127,115.8889
39.0528,66.629325,104.195375,80.8679,32.418725,115.9223
39.0807,66.654375,104.274175,80.89545,32.429475,116.00755
39.0946,66.6994,104.302025,80.931325,32.434325,116.018425
39.1239,66.736875,104.35485,80.9518,32.462375,116.0928
39.15455,66.758075,104.379125,80.977175,32.47895,116.1201
39.197825,66.8515,104.399125,81.020525,32.49815,116.40715
39.214875,66.929575,104.43065,81.077575,32.50165,116.54395
39.222125,66.966825,104.458475,81.103125,32.5261,116.57005
39.24245,67.021225,104.486375,81.143375,32.542675,116.582375
39.280375,67.084225,104.527675,81.1761,32.5562,116.586525
39.34925,67.129825,104.5483,81.2115,32.57145,116.6119
39.3975,67.1753,104.567175,81.2711,32.5916,116.614425
39.434,67.2239,104.578225,81.298025,32.60945,116.632275
39.475575,67.251525,104.643275,81.316775,32.621825,116.674275
39.496425,67.2984,104.66605,81.330325,32.67835,116.7034
39.555675,67.3491,104.687575,81.3591,32.7021,116.861
39.63315,67.368525,104.739225,81.407075,32.710475,116.905225
39.65465,67.391225,104.8041,81.51285,32.721675,116.9697
39.69155,67.422275,104.846875,81.579,32.762175,117.10385
39.71195,67.4649,104.8731,81.601475,32.773325,117.181675
39.750875,67.5175,104.90795,81.6467,32.786925,117.23155
39.762325,67.556975,104.9397,81.679575,32.84615,117.60855
39.7783,67.586175,105.00245,81.717175,32.857725,117.711675
39.8009,67.6405,105.027625,81.77255,32.868975,117.940925
39.85135,67.674275,105.07905,81.81135,32.880125,117.95025
39.887075,67.743325,105.122175,81.864425,32.89435,117.958125
39.919925,67.834725,105.147975,81.881875,32.904975,117.964575
39.987725,67.869775,105.18515,81.9041,32.927975,117.9779
39.9983,67.891375,105.220725,81.934,32.933925,117.986125
40.0478,67.9221,105.288775,81.973225,32.954275,118.01235
40.0691,67.972425,105.320475,82.01645,32.9664,118.04235
40.08105,68.02665,105.342,82.067625,33.05665,118.11005
40.106375,68.072,105.376675,82.13575,33.0752,118.287875
40.114775,68.101725,105.408275,82.190075,33.0903,118.527925
40.133975,68.1496,105.437775,82.2486,33.11505,118.534075
40.1469,68.1682,105.464175,82.2867,33.140875,118.69495
40.158775,68.21485,105.499125,82.35695,33.1564,118.744725
40.167525,68.227425,105.5708,82.401825,33.197125,118.747
40.199675,68.24415,105.614975,82.426325,33.21245,118.769325
40.223625,68.2535,105.65225,82.45585,33.24205,119.14225
40.241975,68.27945,105.677525,82.4739,33.2666,119.203725
40.270225,68.315575,105.73375,82.493675,33.2846,119.3854
40.301925,68.3745,105.746875,82.526375,33.29755,119.513875
40.320525,68.405375,105.77045,82.59915,33.318275,119.5353
40.34245,68.43105,105.8447,82.66585,33.3375,119.5885
40.37595,68.469325,105.859025,82.712125,33.3511,119.64535
40.393375,68.498325,105.8732,82.76355,33.360025,119.6759
40.4092,68.526625,105.897,82.8063,33.369175,119.697375
40.4373,68.55225,105.946025,82.852975,33.40425,119.7623
40.457425,68.583025,105.9935,82.900525,33.4245,119.766625
40.520525,68.613125,106.0367,83.005625,33.445625,119.77605
40.5426,68.64535,106.065475,83.0492,33.4718,119.8188
40.580125,68.6732,106.148,83.1069,33.5086,119.9242
40.6549,68.7061,106.1842,83.16955,33.532675,120.0475
40.67855,68.769,106.248225,83.229825,33.5465,120.109375
40.7038,68.8054,106.2688,83.2782,33.56565,120.1897
40.720075,68.813,106.307025,83.347575,33.581975,120.305425
40.748325,68.8409,106.341175,83.385675,33.5969,120.62325
40.7856,68.864,106.368975,83.41945,33.66085,120.677175
40.862675,68.900025,106.40195,83.447625,33.692475,120.681125
40.8867,68.930325,106.45335,83.474225,33.7045,120.708425
40.945375,68.9547,106.487725,83.50795,33.716525,120.752675
40.9883,68.977725,106.554825,83.540575,33.728,120.8481
41.0278,68.99295,106.595375,83.57655,33.746925,120.872225
41.048425,69.02815,106.623975,83.608175,33.76255,120.8934
41.080525,69.0918,106.648875,83.62605,33.78045,120.9315
41.113125,69.13595,106.712325,83.660075,33.80235,121.2511
41.13175,69.15265,106.73855,83.686725,33.8109,121.336625
41.152925,69.1815,106.794375,83.71865,33.8281,121.466725
41.170475,69.2533,106.8464,83.755725,33.846075,121.615625
41.2045,69.276575,106.8941,83.797875,33.85875,121.759825
41.235925,69.31775,106.928075,83.835075,33.8735,121.772125
41.256675,69.41555,106.9642,84.046175,33.89405,121.829475
41.2859,69.45055,106.9827,84.074575,33.90885,121.86505
41.303625,69.466825,107.00665,84.142475,33.920825,121.93035
41.3236,69.48835,107.047275,84.19315,33.94105,121.959
41.338875,69.519675,107.123525,84.291025,33.952525,121.97985
41.363225,69.551925,107.16475,84.36255,33.966075,122.00205
41.3814,69.58075,107.22105,84.426725,33.983825,122.020025
41.425475,69.598825,107.253975,84.48905,34.008525,122.03585
41.44625,69.6387,107.28345,84.598225,34.03705,122.036875
41.461225,69.678275,107.31545,84.6294,34.048125,122.0747
41.489425,69.721175,107.39515,84.6943,34.057425,122.093275
41.51465,69.785725,107.43085,84.726525,34.0756,122.117125
41.545775,69.818925,107.5247,84.7486,34.081875,122.13645
41.585025,69.8817,107.552475,84.8338,34.094725,122.160625
41.6125,69.92895,107.584875,84.863175,34.104725,122.1643
41.624725,69.97655,107.6175,84.917375,34.12765,122.187075
41.639175,69.999975,107.680625,84.9823,34.148325,122.22445
41.6528,70.0624,107.71345,85.02435,34.1702,122.346125
41.6757,70.092425,107.765725,85.056625,34.189925,122.436325
41.688275,70.12185,107.793025,85.0826,34.206475,122.450675
41.701925,70.148075,107.79405,85.10465,34.22775,122.467725
41.71665,70.271875,107.79985,85.265675,34.2522,122.544175
41.744575,70.326825,107.8153,85.3178,34.26615,122.668625
41.7688,70.346275,107.859225,85.354375,34.289125,122.814975
41.819175,70.372675,107.904325,85.380825,34.3119,123.117825
41.85415,70.396125,107.939625,85.50405,34.322525,123.126225
41.908025,70.438625,107.963525,85.5538,34.336325,123.1365
41.915625,70.474625,107.991875,85.602375,34.355725,123.156775
41.988375,70.5168,108.069575,85.6507,34.3725,123.1734
42.009375,70.54225,108.12445,85.754925,34.434425,123.191775
42.0269,70.558975,108.17395,85.817375,34.4616,123.22905
42.0436,70.58305,108.191575,85.87545,34.477375,123.33165
42.062975,70.61555,108.225775,85.897275,34.5013,123.38945
42.162075,70.6791,108.282175,85.980475,34.51505,123.516075
42.16795,70.77735,108.31035,86.03375,34.536475,123.62635
42.17965,70.806375,108.33565,86.064975,34.5635,123.741575
42.196,70.8377,108.34335,86.209575,34.57175,123.960975
42.209,70.869125,108.3729,86.27785,34.5883,124.5336
42.221325,70.939125,108.45455,86.30985,34.60425,124.5364
42.245575,70.97385,108.47785,86.373075,34.6278,124.6491
42.257475,71.00915,108.510875,86.434725,34.64645,124.92335
42.289225,71.03675,108.617425,86.4977,34.687225,125.271175
42.31595,71.08265,108.64115,86.53465,34.70445,125.273725
42.345125,71.134125,108.658875,86.5649,34.73805,125.294775
42.369875,71.147075,108.73045,86.601825,34.759925,125.376825
42.408475,71.231725,108.81265,86.671625,34.7776,125.4093
42.448175,71.2602,108.8446,86.6981,34.798875,125.6057
42.457425,71.3168,108.89875,86.713425,34.823975,125.6148
42.47745,71.334725,108.93975,86.751775,34.88105,125.624
42.489375,71.3507,108.962925,86.7786,34.89465,125.643525
42.5189,71.362725,109.0055,86.85235,34.9137,125.730575
42.558,71.406,109.033975,86.89055,34.935525,125.9636
42.61385,71.4412,109.060925,86.958425,34.9464,126.03375
42.635825,71.4742,109.069525,87.0165,34.98265,126.16285
42.655825,71.52005,109.08785,87.1003,35.001975,126.214825
42.68505,71.553375,109.1468,87.1615,35.034275,126.25095
42.7055,71.575475,109.1641,87.199125,35.05115,126.267975
42.75955,71.606175,109.200175,87.2219,35.116275,126.286525
42.79175,71.61615,109.246,87.305775,35.155875,126.30435
42.817725,71.630675,109.281625,87.377175,35.1706,126.3191
42.843975,71.651125,109.314475,87.422975,35.18685,126.32725
42.8857,71.66865,109.337525,87.4627,35.20505,126.339225
42.911125,71.6891,109.364875,87.50365,35.230925,126.369175
42.93815,71.7032,109.46185,87.531,35.274,126.4057
42.961225,71.766675,109.50335,87.5817,35.297425,126.4833
42.980475,71.812425,109.5535,87.606125,35.34155,126.54485
42.998825,71.823175,109.626525,87.6516,35.38395,126.549475
43.02445,71.842775,109.67395,87.716725,35.389875,126.57535
43.0568,71.874175,109.7255,87.745075,35.41595,126.650375
43.0778,71.9101,109.735975,87.7948,35.4412,126.77785
43.1017,71.940875,109.752,87.87275,35.456,126.8662
43.112725,71.97945,109.833375,87.9385,35.466725,126.904825
43.1195,71.99955,109.868325,87.97985,35.5004,126.951075
43.13305,72.033125,109.9744,87.987325,35.51165,127.14415
43.177725,72.044275,110.00845,88.093275,35.523775,127.165725
43.1853,72.138975,110.051175,88.157025,35.534,127.1817
43.204175,72.214775,110.080725,88.205275,35.544375,127.43745
43.225075,72.241925,110.128475,88.2789,35.5564,127.803425
43.2356,72.272275,110.17775,88.340225,35.56765,127.8602
43.257775,72.316825,110.1985,88.364875,35.5845,127.978275
43.2695,72.329025,110.244925,88.40575,35.595,128.196525
43.28755,72.380375,110.354225,88.47715,35.60685,128.2848
43.302725,72.404125,110.4409,88.67525,35.6188,128.367175
43.309625,72.427275,110.490525,88.7855,35.629425,128.42915
43.32035,72.4319,110.5192,88.821525,35.6409,128.462925
43.3324,72.458825,110.5464,88.86255,35.654025,128.47265
43.346025,72.499525,110.577825,88.910525,35.66505,128.486475
43.36105,72.543275,110.59775,88.942775,35.684475,128.49365
43.374275,72.564825,110.60775,88.985425,35.715875,128.50355
43.3773,72.60305,110.6288,89.00585,35.7363,128.522
43.392675,72.63195,110.6483,89.02375,35.76515,128.576575
43.4101,72.689275,110.690775,89.043825,35.782225,128.611025
43.4227,72.7164,110.70795,89.095475,35.7934,128.6211
43.436725,72.7384,110.739975,89.138125,35.803475,128.683375
43.451025,72.78065,110.755175,89.14455,35.821675,128.704075
43.4703,72.829225,110.77895,89.179225,35.85525,128.75105
43.49435,72.852425,110.7934,89.2351,35.88095,128.783475
43.517625,72.891075,110.809175,89.284375,35.903175,128.944775
43.533275,72.919375,110.90165,89.325425,35.940575,129.0656
43.5768,73.000825,110.9686,89.359525,35.954275,129.13035
43.627225,73.0564,111.021675,89.37555,35.974,129.1397
43.65545,73.07215,111.043775,89.44855,35.997075,129.15945
43.684025,73.113925,111.097275,89.51875,36.0097,129.442575
43.69745,73.11785,111.155025,89.5624,36.0281,129.66445
43.723775,73.14555,111.2225,89.619975,36.0489,129.804625
43.7419,73.186275,111.248325,89.68375,36.09715,129.91155
43.760175,73.2547,111.296425,89.721625,36.11565,129.92865
43.782425,73.297425,111.353125,89.754825,36.12885,129.945025
43.807875,73.31455,111.439775,89.7983,36.1792,129.968225
43.832275,73.33335,111.47705,89.842675,36.2014,130.051725
43.853,73.382425,111.51575,89.87075,36.21315,130.072075
43.8645,73.402375,111.550575,89.940575,36.22745,130.091875
43.8834,73.4468,111.607775,89.974975,36.239075,130.1113
43.8935,73.48025,111.610325,90.055425,36.246325,130.132075
43.903275,73.524875,111.621275,90.097425,36.258875,130.158275
43.913125,73.553775,111.6423,90.1709,36.265175,130.187425
43.92765,73.58225,111.660975,90.219475,36.2747,130.2319
43.9395,73.62125,111.67105,90.25245,36.28745,130.268175
43.951025,73.661825,111.808225,90.384825,36.298175,130.3028
43.967025,73.71895,111.8848,90.4306,36.30575,130.39575
43.9753,73.736475,111.939325,90.502075,36.3194,130.432325
43.98775,73.789375,111.95465,90.554225,36.362425,130.460275
43.994925,73.84475,111.9701,90.55665,36.3956,130.4739
44.00995,73.8694,112.009425,90.5882,36.409525,130.56195
44.029075,73.8987,112.039325,90.615525,36.429,130.591
44.04475,73.915275,112.19135,90.668775,36.46665,130.695125
44.048925,73.9347,112.22345,90.706975,36.480675,130.8266
44.053625,73.97035,112.22885,90.733925,36.52225,130.85905
44.0735,74.051675,112.261225,90.813575,36.54315,130.89595
44.0887,74.066675,112.310825,90.846375,36.566175,131.036325
44.106375,74.2111,112.407875,90.875675,36.58065,131.065175
44.12715,74.252275,112.4483,90.92635,36.597125,131.200625
44.133275,74.273075,112.496525,91.040525,36.6352,131.243
44.14925,74.3129,112.5252,91.09485,36.655225,131.314075
44.165125,74.337825,112.5886,91.138425,36.670525,131.3481
44.178625,74.345575,112.623575,91.170275,36.6852,131.3787
44.19305,74.3733,112.66275,91.196175,36.730725,131.391
44.21595,74.403775,112.707225,91.20745,36.7654,131.39235
44.227575,74.4327,112.736575,91.23695,36.782275,131.4314
44.257725,74.479075,112.761525,91.280575,36.804225,131.44745
44.274575,74.519375,112.7909,91.313775,36.8224,131.487925
44.28975,74.563375,112.8597,91.3433,36.850525,131.5342
44.312525,74.591225,112.888625,91.358375,36.86835,131.699025
