SPK_SPKC04a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC07c,SPK_SPKC07d,SPK_SPKC08a,SPK_SPKC11a,SPK_SPKC14a
119.969275,125.6311,,214.004025,246.833225,201.944825,158.97505,
119.97755,125.646075,,214.06055,246.9585,201.987475,158.98545,
119.9971,125.656175,,214.1138,247.02085,202.090125,159.299175,
120.00735,125.659625,,214.235475,247.69495,202.2773,159.355225,
120.026575,125.668175,,214.277225,247.96025,202.446125,159.4549,
120.043775,125.682125,,214.298,248.3903,202.9055,159.47725,
120.058575,125.697425,,214.4948,248.4617,203.045125,159.481525,
120.087875,125.714975,,214.510325,248.49655,203.122775,159.483025,
120.173525,125.73865,,214.5308,248.5588,203.2312,159.4856,
120.1888,125.763075,,214.5507,248.574025,203.44505,159.62615,
120.204625,125.778575,,214.581325,248.6198,203.5111,159.68145,
120.2203,125.79715,,214.60315,248.69395,203.67755,159.73605,
120.255825,125.811775,,214.64435,248.720875,203.76295,159.8841,
120.271275,125.826325,,214.73595,248.759325,203.8023,159.931,
120.281025,125.838175,,214.795375,248.817125,203.856075,160.111275,
120.295275,125.853525,,214.867125,248.88445,204.0451,160.17065,
120.3043,125.87495,,214.9756,248.95905,204.27065,160.319175,
120.314025,125.899075,,215.004475,249.028625,204.651625,160.456125,
120.353,125.91645,,215.040475,249.053675,204.671525,160.67685,
120.367725,125.9272,,215.06045,249.0929,204.681325,160.7372,
120.389025,125.940625,,215.07695,249.168875,204.73005,160.777775,
120.409125,125.9504,,215.118,249.17425,204.86615,160.828325,
120.422225,125.963825,,215.157675,249.20985,205.202,161.0418,
120.4496,125.978475,,215.1766,249.23745,205.38635,161.13415,
120.48225,125.999425,,215.21855,249.27545,205.51365,161.14845,
120.51665,126.039225,,215.279275,249.2954,205.679375,161.1967,
120.537725,126.05125,,215.303725,249.31335,206.040775,161.231675,
120.5499,126.06905,,215.368375,249.42125,206.06275,161.244675,
120.55855,126.089425,,215.394225,249.6254,206.2741,161.2762,
120.57915,126.1021,,215.62755,249.693925,206.375625,161.304925,
120.59615,126.11275,,215.681375,249.70495,206.849175,161.504125,
120.621575,126.12285,,215.73235,249.89585,206.927625,161.5947,
120.63765,126.1348,,215.76185,249.997575,207.000925,161.64485,
120.66385,126.14875,,215.79735,250.1351,207.0648,161.691125,
120.7109,126.1688,,215.8162,252.303325,207.248225,161.91675,
120.736775,126.1804,,215.8571,252.735675,207.289425,161.9867,
120.754725,126.208475,,215.86945,252.94385,207.3929,162.053775,
120.768725,126.2181,,215.9172,252.961125,207.906775,162.096125,
120.7811,126.2579,,215.94425,253.020125,208.4626,162.122975,
120.796225,126.292525,,215.9698,253.0808,208.602625,162.1932,
120.803625,126.303525,,216.029775,253.14955,209.346525,162.3018,
120.826175,126.3125,,216.24065,253.207625,209.347575,162.4188,
120.8486,126.33595,,216.2695,253.405875,209.455575,162.4934,
120.866025,126.3452,,216.298525,253.504425,209.559825,162.55605,
120.884575,126.353825,,216.328475,253.798925,209.679525,162.69105,
120.886825,126.360775,,216.492825,253.92485,209.70895,162.707425,
120.901475,126.366825,,216.548125,254.037325,209.73165,162.744375,
120.917425,126.3746,,216.570925,254.197075,209.758,162.758575,
120.92395,126.3821,,216.59205,254.23815,209.83845,162.77215,
120.95155,126.4088,,216.64005,254.284925,210.228925,162.97505,
120.9684,126.449975,,216.683975,254.427725,210.249425,163.093025,
120.9812,126.4754,,216.735025,254.593325,210.445125,163.211775,
120.99395,126.50615,,216.773675,254.66365,210.462325,163.30745,
121.026275,126.53035,,216.7935,254.89875,210.657825,163.33655,
121.0531,126.545275,,216.830525,255.490325,210.728825,163.356175,
121.07385,126.558775,,216.8659,255.62135,210.7885,163.403875,
121.153425,126.572575,,216.94305,255.75575,211.478475,163.4728,
121.1722,126.588625,,216.987875,255.943275,211.99325,163.654225,
121.18865,126.60685,,216.999075,255.985825,212.1442,163.716625,
121.199875,126.624475,,217.02355,256.0357,212.25735,163.813,
121.21165,126.63485,,217.039325,256.0639,212.4014,163.927275,
121.22295,126.65585,,217.057375,256.100125,212.4693,164.048825,
121.230275,126.729275,,217.092825,256.1114,212.550025,164.1727,
121.233175,126.7518,,217.110475,256.128125,212.989875,164.3635,
121.242875,126.761425,,217.123575,256.1715,213.1561,164.384575,
121.2584,126.775525,,217.136975,256.200125,213.850225,164.5219,
121.264575,126.78595,,217.164575,256.34375,214.69215,164.5501,
121.27195,126.794875,,217.1813,256.376475,214.717325,164.611175,
121.2796,126.804475,,217.221175,256.402125,215.1766,164.66205,
121.289875,126.81885,,217.235525,256.43875,215.34925,164.697,
121.3004,126.83465,,217.259775,256.5828,215.368475,164.7752,
121.3091,126.880525,,217.3057,256.6412,215.4188,164.924375,
121.31065,126.895475,,217.326525,256.701575,215.5134,165.06875,
121.317525,126.912625,,217.351575,256.76125,215.693425,165.132875,
121.3376,126.915275,,217.378825,256.846725,215.73235,165.14175,
121.35595,126.9305,,217.4676,256.9306,216.0785,165.16,
121.383875,126.975125,,217.4838,257.150275,216.24065,165.21465,
121.39075,127.011275,,217.523275,257.315375,216.3495,165.360875,
121.401425,127.034275,,217.55635,257.65385,216.386525,165.384325,
121.408375,127.06055,,217.598775,257.709425,216.4929,165.533,
121.414025,127.0802,,217.6327,257.774,217.09285,165.5937,
121.4239,127.0887,,217.70265,257.862825,217.309725,165.6405,
121.430675,127.10145,,217.738125,257.8919,217.52325,165.6509,
121.444225,127.140575,,217.804425,257.92375,217.702675,165.685375,
121.457225,127.233175,,217.83625,258.39135,217.904625,165.93715,
121.4964,127.245625,,217.873975,258.426575,217.94065,166.0363,
121.54595,127.310525,,217.890975,258.4613,218.225925,166.042775,
121.5599,127.32245,,217.950125,258.652125,218.482775,166.1002,
121.56815,127.33985,,218.0043,258.6781,218.52355,166.1413,
121.582425,127.38325,,218.11035,258.7328,218.5459,166.17595,
121.586025,127.3957,,218.122675,258.78285,218.70065,166.2305,
121.593025,127.430925,,218.245475,258.8919,218.83225,166.2914,
121.5965,127.454925,,218.262975,258.941375,219.28295,166.3174,
121.6032,127.478225,,218.3071,259.1136,219.967425,166.325375,
121.6092,127.49675,,218.324925,259.14645,220.0609,166.32695,
121.61315,127.51585,,218.340875,259.259875,220.1809,166.3457,
121.6241,127.54035,,218.383175,259.3194,220.218875,166.3678,
121.62695,127.553825,,218.4129,259.51565,220.608,166.3802,
121.63625,127.576725,,218.523525,259.5363,220.979975,166.5998,
121.640575,127.5931,,218.536875,259.831525,221.1329,166.660275,
121.6437,127.60655,,218.5606,260.180825,221.74185,166.786675,
121.6509,127.620175,,218.582,260.205575,222.186725,166.870375,
121.657825,127.647275,,218.657075,260.238275,222.304825,166.8994,
121.66505,127.6672,,218.687225,260.381475,222.461125,166.99515,
121.668575,127.6877,,218.7316,260.4735,222.598975,167.03935,
121.67455,127.699075,,218.832275,260.591875,223.2203,167.055525,
121.680975,127.730925,,218.865725,261.231925,223.39095,167.0994,
121.690675,127.7542,,218.961175,261.342625,223.77615,167.11035,
121.69555,127.7932,,218.988475,261.35895,223.92555,167.122925,
121.70055,127.820225,,219.07805,261.419125,223.944775,167.5651,
121.708825,127.840725,,219.1014,261.4485,224.007675,167.6409,
121.71855,127.860375,,219.155025,261.50495,224.0753,167.680825,
121.730225,127.8695,,219.1657,261.58665,224.573275,167.7784,
121.813425,127.877725,,219.26,261.714575,224.6015,167.8169,
121.84645,127.89485,,219.28295,261.740175,224.655625,168.04265,
121.854975,127.9237,,219.299625,261.782425,224.83715,168.082125,
121.886325,127.940575,,219.3221,261.81,225.197725,168.102725,
121.9444,127.95215,,219.407325,261.8433,225.32865,168.1346,
122.0119,127.96965,,219.529525,261.873125,225.383125,168.186075,
122.02185,127.980775,,219.633575,261.975525,225.87825,168.299275,
122.030325,127.993325,,219.653625,262.077875,226.164925,168.309175,
122.04175,128.0077,,219.69745,262.0952,226.3601,168.326575,
122.0722,128.023875,,219.714675,262.153375,226.605925,168.348225,
122.101375,128.065975,,219.795375,262.169325,227.0812,168.643825,
122.1076,128.100525,,219.8883,262.22075,227.278625,168.66755,
122.134875,128.112125,,219.9491,262.2659,227.747225,168.7212,
122.145875,128.133425,,220.011225,262.2827,227.82795,168.74545,
122.16275,128.152375,,220.0316,262.33505,228.082,168.7736,
122.2035,128.16655,,220.060925,262.447875,228.1108,168.78225,
122.21885,128.182575,,220.082775,262.5111,228.24235,168.8088,
122.224875,128.199575,,220.118,262.528375,228.318675,168.82425,
122.239675,128.211275,,220.130225,262.556675,228.4242,168.85185,
122.263375,128.253475,,220.16865,262.57815,228.529025,168.8699,
122.280575,128.27955,,220.326725,262.885875,229.211875,168.895825,
122.2896,128.296925,,220.3767,262.9153,229.5588,168.91405,
122.310125,128.30465,,220.484025,263.2841,229.746525,169.01065,
122.31725,128.32105,,220.56995,263.302175,230.22355,169.13525,
122.327025,128.34485,,220.630825,265.6279,230.866475,169.164025,
122.34805,128.376325,,220.7,265.748675,231.465325,169.176325,
122.358325,128.390325,,220.770475,265.9504,231.731975,169.205525,
122.382225,128.40565,,220.834875,265.968,232.00865,169.319425,
122.4353,128.4245,,220.886375,266.45235,232.3572,169.3416,
122.442525,128.4465,,220.9387,266.528575,232.58215,169.360325,
122.4451,128.485325,,220.952275,266.658325,232.938125,169.38305,
122.462075,128.523425,,221.066425,266.84505,232.965175,169.4256,
122.4763,128.6096,,221.10445,266.85945,233.044325,169.482875,
122.487825,128.6293,,221.225975,267.20615,233.1995,169.489725,
122.50395,128.641725,,221.2646,267.239375,233.67225,169.536025,
122.517475,128.659875,,221.341475,267.251625,233.817775,169.648725,
122.5356,128.675225,,221.35695,267.402,233.913925,169.66305,
122.5579,128.688025,,221.45615,267.4636,234.293175,169.737975,
122.567125,128.69585,,221.4982,267.506575,234.416825,169.83805,
122.577625,128.7041,,221.5446,267.508225,234.7466,169.85135,
122.58985,128.711275,,221.576275,267.751575,234.917225,169.8811,
122.5967,128.725075,,221.60185,267.887775,236.6885,169.927775,
122.601275,128.739025,,221.77095,267.960275,237.668525,169.996025,
122.622025,128.7616,,221.801825,268.237125,238.1508,170.0852,
122.644725,128.843325,,221.814575,268.251675,238.317975,170.096325,
122.654275,128.879175,,221.840425,268.2813,238.4012,170.10965,
122.667975,128.920825,,221.956325,268.320425,239.260175,170.167775,
122.6845,128.9401,,222.0673,268.335425,239.7023,170.180725,
122.6964,128.9518,,222.270825,268.3767,239.86395,170.19285,
122.744925,128.965,,222.30475,268.4119,240.0078,170.290775,
122.7496,128.97615,,222.390975,268.46895,240.496525,170.301425,
122.758525,128.987625,,222.416075,268.53315,240.799575,170.319075,
122.76375,129.00325,,222.52175,268.55085,241.326225,170.333525,
122.775225,129.0212,,222.67135,268.577325,241.445675,170.3461,
122.7817,129.04555,,222.700025,268.6071,241.547625,170.3559,
122.792425,129.130975,,222.7541,268.644975,241.702575,170.402675,
122.805725,129.155275,,222.799025,268.65505,241.9231,170.409525,
122.809375,129.168675,,222.900125,268.70355,242.20105,170.4539,
122.83155,129.18535,,222.941875,268.780425,242.528075,170.50405,
122.845875,129.1974,,222.974025,268.822825,242.72485,170.56125,
122.852725,129.207125,,223.000575,268.846375,242.7421,170.568475,
122.8855,129.2187,,223.013775,268.91535,243.187275,170.618625,
122.915625,129.2347,,223.03355,268.9297,243.6974,170.633225,
122.92965,129.2445,,223.0691,269.000075,244.033225,170.69695,
122.94415,129.262925,,223.087,269.014125,244.41645,170.753225,
122.968,129.27555,,223.106875,269.026825,244.572925,170.764625,
122.98945,129.2951,,223.18905,269.0314,244.667875,170.802525,
123.0039,129.3907,,223.248625,269.05935,244.9739,170.8429,
123.010825,129.409125,,223.27675,269.074975,245.297525,170.9392,
123.01845,129.4573,,223.289325,269.2283,245.5314,171.028025,
123.02985,129.481425,,223.31005,269.243775,246.0259,171.036825,
123.0433,129.502325,,223.331175,269.286325,246.158275,171.0559,
123.0506,129.52445,,223.43595,269.383425,246.810125,171.0979,
123.059375,129.537325,,223.496575,269.41575,247.06675,171.14335,
123.07775,129.5499,,223.610125,269.492425,247.21545,171.24495,
123.089025,129.5598,,223.70755,269.716725,247.2824,171.25125,
123.109625,129.565125,,223.721425,269.8164,247.430225,171.350225,
123.201225,129.57555,,223.736825,269.874525,247.86655,171.379725,
123.211425,129.6527,,223.77615,269.990775,248.33135,171.411825,
123.217575,129.67535,,223.787725,270.024725,248.3959,171.46715,
123.25705,129.69055,,223.8228,270.186325,248.837675,171.56465,
123.26905,129.7031,,223.845375,270.3079,250.1415,171.602,
123.278425,129.7098,,223.863725,270.387075,250.20605,171.77715,
123.28645,129.7273,,223.9255,270.427075,250.41695,171.79,
123.2981,129.735575,,223.957975,270.494875,250.617425,171.808325,
123.306225,129.74155,,224.007675,270.657825,250.96095,171.854825,
123.310775,129.75115,,224.053475,271.6343,250.987275,171.872375,
123.329825,129.7587,,224.097575,272.0742,251.0946,172.045,
123.340875,129.769075,,224.1171,272.097625,251.27205,172.052325,
123.368775,129.784275,,224.163425,272.164675,251.5407,172.0752,
123.39315,129.79705,,224.218925,272.344525,251.957275,172.107475,
123.436075,129.81685,,224.2401,272.5329,252.0973,172.124525,
123.467375,129.887775,,224.294375,272.5826,252.453075,172.15055,
123.506025,129.954675,,224.309375,272.606975,252.729175,172.22555,
123.521975,129.976125,,224.340325,272.656625,253.1249,172.27085,
123.586175,129.9926,,224.398175,272.682225,254.7678,172.279225,
123.6026,130.02095,,224.413,272.70645,255.698075,172.3907,
123.61155,130.101625,,224.4682,272.87135,255.76625,172.41565,
123.613225,130.126075,,224.494775,273.14655,256.009425,172.4806,
123.633,130.15065,,224.536175,273.2134,257.03435,172.507375,
123.65,130.16915,,224.573275,273.239175,258.178125,172.55095,
123.6742,130.189925,,224.627675,273.33395,258.27325,172.5637,
123.6905,130.212175,,224.723175,273.4535,258.433975,172.57475,
123.705225,130.288725,,224.77935,273.6172,258.518075,172.597775,
123.717825,130.322975,,224.87885,273.64985,258.538,172.63635,
123.740575,130.3448,,224.893575,274.27925,258.7431,172.670425,
123.761225,130.382375,,224.912375,274.6529,258.92565,172.691575,
123.780525,130.4292,,224.94505,276.602075,260.0647,172.700475,
123.7883,130.4501,,224.990325,276.8069,260.2227,172.720175,
123.79225,130.47135,,225.003975,277.7126,260.41035,172.738125,
123.799725,130.503875,,225.021425,277.73875,261.08565,172.742825,
123.806575,130.5365,,225.0463,277.874025,261.1705,172.791525,
123.813175,130.54675,,225.094775,278.147975,261.6062,172.814875,
123.821475,130.56305,,225.122,279.906775,261.9364,172.82365,
123.827675,130.5801,,225.1459,280.23055,262.8513,172.84155,
123.8354,130.588675,,225.15805,280.2826,263.18425,172.87285,
123.844275,130.608275,,225.235075,280.510075,263.700475,172.9214,
123.854,130.623075,,225.31245,281.269575,263.816775,172.92945,
123.88715,130.6376,,225.32865,281.61235,264.853925,172.97665,
123.906425,130.6552,,225.412575,281.6564,264.877475,173.035575,
123.908475,130.67035,,225.52785,281.6932,265.381975,173.047125,
123.9229,130.684025,,225.747075,281.715875,265.447575,173.08395,
123.949625,130.726775,,225.808725,281.760525,265.644775,173.0921,
123.966725,130.7796,,225.943625,281.84565,265.981675,173.127425,
123.97245,130.797575,,226.12085,281.855525,266.630025,173.178575,
123.988425,130.8177,,226.164925,281.893625,266.855425,173.245775,
124.0027,130.828725,,226.20175,281.981825,267.121175,173.303775,
124.0123,130.839325,,226.241625,282.19335,267.237,173.33435,
124.022275,130.845225,,226.310925,282.238575,267.304025,173.390825,
124.037725,130.856025,,226.3601,282.283975,267.41785,173.464775,
124.0392,130.87005,,226.42605,282.392925,267.580675,173.48725,
124.04605,130.8816,,226.496425,282.740525,269.43155,173.504225,
124.05375,130.889775,,226.55055,282.7775,269.530425,173.571125,
124.067775,130.902475,,226.569875,282.85785,269.564475,173.594975,
124.074675,130.913375,,226.624525,283.2535,269.740125,173.615725,
124.094525,130.923075,,226.67015,283.410975,269.772025,173.675825,
124.09995,130.97015,,226.686725,283.453875,269.845475,173.7053,
124.1104,130.985,,226.7419,283.5258,269.9149,173.744925,
124.127,131.00375,,226.77065,283.566975,270.61355,173.758325,
124.2033,131.0326,,226.77795,283.79815,270.72765,173.812275,
124.239625,131.044025,,226.804825,283.827225,271.36845,173.922375,
124.2593,131.058875,,226.827025,284.3508,271.455625,173.96525,
124.27475,131.086675,,226.890375,284.465325,271.786925,174.096925,
124.287725,131.097925,,226.93365,285.030825,271.924225,174.1102,
124.29165,131.1073,,227.0463,285.0592,272.503975,174.120375,
124.29665,131.116575,,227.08115,285.06875,272.7832,174.197425,
124.318775,131.139275,,227.105675,285.127175,273.602375,174.249025,
124.33865,131.16515,,227.12795,285.144525,274.072175,174.4606,
124.353025,131.19285,,227.1987,285.1668,274.084375,174.59465,
124.3651,131.2162,,227.249,285.1822,274.343025,174.622625,
124.379275,131.2405,,227.261175,285.25145,274.358225,174.724,
124.389325,131.2529,,227.2894,285.39145,274.91065,174.76685,
124.39385,131.2656,,227.362025,285.46575,275.777125,174.820375,
124.468825,131.279975,,227.41595,285.64285,276.8826,174.8696,
124.497825,131.2959,,227.4427,285.7651,277.554825,174.9235,
124.521825,131.319175,,227.476325,285.84975,278.2009,175.047175,
124.5336,131.3333,,227.560675,285.933025,278.621475,175.3754,
124.543975,131.349125,,227.66195,287.130425,279.374375,175.462925,
124.55205,131.3747,,227.6707,287.174375,279.44435,175.498925,
124.55965,131.40255,,227.747225,287.241875,279.48895,175.74865,
124.5669,131.41265,,227.915775,287.321425,279.70925,175.813325,
124.5809,131.42655,,227.988275,287.354825,279.9262,175.85185,
124.5848,131.435225,,228.02345,288.8979,280.1887,175.951025,
124.589675,131.4528,,228.042375,289.14375,280.92665,176.037675,
124.611225,131.477925,,228.1107,289.1947,281.3296,176.061125,
124.6211,131.498825,,228.1416,289.36645,281.7091,176.092725,
124.630425,131.513025,,228.187725,289.536275,282.125275,176.10285,
124.71015,131.5309,,228.1973,289.616275,282.14625,176.1474,
124.74945,131.573475,,228.212575,289.66175,282.210475,176.1846,
124.75755,131.60105,,228.242325,289.709075,283.653225,176.361025,
124.773175,131.646325,,228.2585,289.9914,283.808075,176.61665,
124.792575,131.668,,228.39055,290.2835,284.033075,176.79185,
124.802625,131.67885,,228.404475,290.592425,284.1189,176.92955,
124.81215,131.695775,,228.42415,290.900725,284.40645,177.0265,
124.824225,131.716025,,228.529,291.188375,284.551925,177.09235,
124.834425,131.75995,,228.581325,291.2436,284.585375,177.102675,
124.837775,131.77695,,228.6112,291.4415,284.90585,177.111925,
124.8388,131.80155,,228.656975,291.550225,286.3039,177.17095,
124.856375,131.8202,,228.689875,291.657575,286.341825,177.2005,
124.877425,131.8281,,228.7054,291.690625,287.1533,177.304175,
124.88465,131.8381,,228.882925,291.8451,287.266975,177.333625,
124.917525,131.854875,,228.902775,291.885725,288.0687,177.415275,
124.927175,131.87025,,228.920675,291.9724,288.30075,177.450175,
124.9372,131.90355,,228.972525,292.0133,288.69925,177.5131,
124.952675,131.92615,,229.06485,292.069275,289.630525,177.5837,
124.967575,131.94215,,229.134625,292.07895,289.730225,177.780125,
124.994325,131.9729,,229.17245,292.0948,289.9524,177.866175,
125.000425,131.9852,,229.195075,292.1423,290.93175,178.085875,
125.012225,132.02985,,229.278625,292.2434,291.39175,178.1646,
125.03465,132.0578,,229.30455,292.262525,292.8931,178.23065,
125.0474,132.141175,,229.343625,292.294625,292.969675,178.31185,
125.056575,132.153875,,229.413775,292.3995,293.124675,178.328025,
125.064275,132.1726,,229.558775,292.441025,293.17185,178.34195,
125.08155,132.205825,,229.57875,292.624525,293.3073,178.49715,
125.123775,132.22355,,229.587825,292.738125,293.614325,178.68595,
125.137075,132.241025,,229.65555,292.8406,293.858675,178.73595,
125.158675,132.26275,,229.687325,292.890275,294.8058,178.8713,
125.16715,132.27675,,229.7046,292.9773,295.862175,179.099375,
125.177575,132.2911,,229.725125,293.1009,295.984075,179.27875,
125.1846,132.310925,,229.7668,293.17755,296.011775,179.472825,
125.192575,132.31995,,229.775,293.294925,296.22935,179.624575,
125.227275,132.3316,,229.7887,293.377075,296.309075,179.6832,
125.240525,132.3431,,229.85185,293.579925,296.44725,179.81465,
125.25465,132.366625,,230.08165,293.64015,296.46465,179.90305,
125.261625,132.3899,,230.12645,294.439225,297.640575,179.9271,
125.2733,132.405525,,230.1475,294.551,297.668475,180.018775,
125.287375,132.427375,,230.2576,294.66265,297.89765,180.039875,
125.305575,132.474775,,230.275125,294.88355,298.064325,180.06,
125.31395,132.495425,,230.343475,295.386375,298.215,180.18835,
125.321775,132.5143,,230.35765,295.6751,298.9353,180.207,
125.329125,132.536425,,230.396375,295.9374,299.0988,180.309875,
125.3333,132.544625,,230.593025,295.98315,299.2588,180.352,
125.34145,132.5552,,230.6971,296.02235,299.731625,180.3725,
125.349525,132.5657,,230.74065,296.0634,299.925625,180.427875,
125.3556,132.575075,,230.7637,296.076975,,180.506275,
125.3618,132.586575,,230.8277,296.5801,,180.567125,
125.379825,132.6058,,230.86645,296.604025,,180.602825,
125.389625,132.626125,,230.92735,296.625125,,180.638925,
125.3935,132.640075,,230.9487,296.64515,,180.683525,
125.401825,132.64935,,231.024425,296.8466,,180.728325,
125.408575,132.661425,,231.09695,296.92,,180.83045,
125.415925,132.682025,,231.12625,296.94555,,180.859325,
125.427775,132.696325,,231.151075,296.97855,,180.874875,
125.431725,132.71995,,231.319525,297.027575,,180.93675,
125.438,132.7328,,231.33445,297.090075,,181.0306,
125.449025,132.7535,,231.357325,297.292825,,181.458625,
125.4575,132.769225,,231.37625,297.359575,,181.486625,
125.481275,132.81815,,231.424525,297.856425,,181.5353,
125.499025,132.840525,,231.43945,298.673475,,181.69005,
125.518325,132.871475,,231.54155,298.782575,,181.744525,
125.5377,132.8931,,231.5569,299.162775,,181.75225,
125.5592,132.934375,,231.57135,299.3839,,181.76685,
125.571425,132.95275,,231.63365,299.5672,,181.807425,
125.5844,132.96175,,231.670075,299.5856,,181.82455,
125.5965,132.97515,,231.686225,299.622775,,181.904225,
125.6093,132.98965,,231.704225,299.80305,,181.992425,
125.61495,133.005725,,231.8342,299.82415,,182.197775,
125.62235,133.01645,,231.981475,299.876075,,182.22845,
125.641,133.039075,,232.00855,299.97405,,182.2408,
125.647825,133.0653,,232.100825,,,182.27575,
125.657125,133.0866,,232.12465,,,182.29825,
125.659575,133.104175,,232.17915,,,182.3251,
125.67025,133.122,,232.237425,,,182.422375,
125.68335,133.13135,,232.289225,,,182.43795,
125.705125,133.141625,,232.308075,,,182.44625,
125.715875,133.1606,,232.331825,,,182.462575,
125.739525,133.179825,,232.3572,,,182.475675,
125.7515,133.200075,,232.39145,,,182.535375,
125.763175,133.217425,,232.429275,,,182.56095,
125.776375,133.23375,,232.467975,,,182.59935,
125.82445,133.249325,,232.48715,,,182.623025,
125.8361,133.265975,,232.55515,,,182.6586,
125.843325,133.29025,,232.647975,,,182.813375,
125.889725,133.2991,,232.7845,,,182.819925,
125.9016,133.314525,,232.8421,,,182.865225,
125.93055,133.31705,,232.865075,,,182.878325,
125.959725,133.331475,,232.890425,,,182.898425,
126.01485,133.35145,,232.96515,,,182.98185,
126.06395,133.364225,,232.988925,,,183.009225,
126.07295,133.37885,,233.004175,,,183.063,
126.0836,133.401325,,233.0443,,,183.083875,
126.092975,133.4123,,233.05885,,,183.13235,
126.105825,133.4285,,233.075525,,,183.144825,
126.109625,133.439125,,233.107525,,,183.205225,
126.11545,133.4554,,233.225175,,,183.214125,
126.12275,133.4842,,233.2696,,,183.27565,
126.13945,133.517925,,233.292975,,,183.327825,
126.17,133.53085,,233.374925,,,183.36085,
126.1813,133.54965,,233.38965,,,183.39715,
126.189175,133.58035,,233.462675,,,183.404325,
126.210525,133.5901,,233.52675,,,183.461025,
126.217075,133.6178,,233.549325,,,183.48085,
126.223375,133.631,,233.583975,,,183.5798,
126.24695,133.6564,,233.614625,,,183.6337,
126.287775,133.68445,,233.672225,,,183.671925,
126.30785,133.69625,,233.77935,,,183.706025,
126.316575,133.7116,,233.9139,,,183.730475,
126.326775,133.7375,,234.016525,,,183.835225,
126.336825,133.7488,,234.0919,,,183.96045,
126.345675,133.76025,,234.116425,,,183.974725,
126.35395,133.76895,,234.137725,,,184.0157,
126.360725,133.78475,,234.1867,,,184.02715,
126.36785,133.794125,,234.25955,,,184.0598,
126.37715,133.805225,,234.31935,,,184.08435,
126.396675,133.81955,,234.3815,,,184.117525,
126.454825,133.83285,,234.461025,,,184.1619,
126.4748,133.84095,,234.4813,,,184.399,
126.494375,133.85355,,234.5332,,,184.505075,
126.52005,133.8664,,234.5686,,,184.546325,
126.550025,133.874675,,234.652025,,,184.606525,
126.57085,133.896875,,234.7153,,,184.6384,
126.59065,133.903525,,234.820025,,,184.656375,
126.6022,133.91935,,234.878625,,,184.67705,
126.6206,133.9384,,234.8992,,,184.69465,
126.6475,133.994225,,234.917225,,,184.716775,
126.6747,134.0241,,234.949825,,,184.782075,
126.682,134.052725,,234.974475,,,184.8174,
126.6885,134.072875,,235.009375,,,184.915075,
126.6995,134.089175,,235.04825,,,184.927525,
126.708025,134.1196,,235.0888,,,184.95015,
126.715975,134.140475,,235.114475,,,184.98445,
126.721775,134.159125,,235.183075,,,185.004075,
126.7256,134.187925,,235.236775,,,185.013325,
126.7327,134.207125,,235.26165,,,185.03055,
126.744475,134.224675,,235.314375,,,185.0858,
126.752,134.263325,,235.444475,,,185.123475,
126.764,134.280925,,235.555825,,,185.1562,
126.77105,134.3181,,235.572275,,,185.171775,
126.77735,134.352075,,235.583375,,,185.180825,
126.790875,134.426025,,235.6297,,,185.19615,
126.812225,134.44585,,235.648075,,,185.201825,
126.8165,134.5112,,235.687925,,,185.228175,
126.8361,134.597575,,235.734875,,,185.29475,
126.918175,134.62375,,235.760425,,,185.35195,
126.979175,134.69015,,235.795275,,,185.364775,
127.001725,134.711525,,235.826125,,,185.4278,
127.0179,134.745725,,235.922075,,,185.554025,
127.0265,134.77795,,235.941925,,,185.572325,
127.0467,134.798525,,235.986575,,,185.635275,
127.055,134.8188,,236.013575,,,185.714175,
127.092375,134.844075,,236.0461,,,185.7638,
127.106075,134.86575,,236.0995,,,185.77815,
127.139525,134.89015,,236.14005,,,185.816225,
127.157375,134.9262,,236.2477,,,185.827275,
127.169925,134.965175,,236.287225,,,185.846525,
127.182975,134.979275,,236.3229,,,185.893275,
127.2004,134.99465,,236.350425,,,185.9254,
127.206875,135.0004,,236.381675,,,185.9727,
127.223625,135.01635,,236.41055,,,186.017,
127.2316,135.026625,,236.442925,,,186.07355,
127.244675,135.04055,,236.579075,,,186.139725,
127.260525,135.05235,,236.624775,,,186.180525,
127.266675,135.1153,,236.723725,,,186.23265,
127.28795,135.1612,,236.759925,,,186.26905,
127.310525,135.1849,,236.782525,,,186.2926,
127.31635,135.194925,,236.8292,,,186.3809,
127.326375,135.213,,236.90715,,,186.4097,
127.34735,135.2268,,236.9559,,,186.500475,
127.363625,135.244075,,237.007475,,,186.543525,
127.39665,135.2647,,237.0907,,,186.603025,
127.414125,135.290325,,237.10975,,,186.6777,
127.431175,135.318,,237.1554,,,186.6873,
127.4607,135.332275,,237.194325,,,186.695675,
127.479575,135.353275,,237.22185,,,186.7056,
127.490025,135.3673,,237.25695,,,186.758375,
127.504525,135.383175,,237.2827,,,186.809475,
127.5239,135.4029,,237.301075,,,186.826325,
127.540825,135.422075,,237.311375,,,186.8903,
127.571625,135.44815,,237.393075,,,186.9412,
127.600175,135.461475,,237.46015,,,186.972425,
127.624025,135.476825,,237.4848,,,187.0296,
127.637275,135.4852,,237.534525,,,187.08525,
127.678475,135.501975,,237.5667,,,187.111975,
127.6926,135.52495,,237.614375,,,187.14305,
127.70465,135.54075,,237.644475,,,187.2637,
127.710925,135.553975,,237.6685,,,187.279475,
