SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC02a,SPK_SPKC05a,SPK_SPKC07b,SPK_SPKC09a,SPK_SPKC09b,SPK_SPKC12a,SPK_SPKC14a
261.601225,286.86715,325.343375,385.084025,304.522275,274.131975,,327.649725,264.19415
261.60995,287.3101,325.78885,386.678,305.271525,274.1718,,327.983975,264.2411
261.6397,287.343275,325.7994,386.812925,305.3711,274.208875,,328.0673,264.253375
261.673675,287.515325,325.998325,386.9849,305.42965,274.2173,,328.197975,264.432025
261.6846,287.8648,326.235425,388.16285,305.940425,274.3426,,328.5224,264.455375
261.749875,288.2072,326.684175,388.287975,305.9942,274.499,,328.9008,264.4761
261.756775,288.32165,327.441525,388.981575,308.97025,274.572175,,329.283475,264.4965
261.760425,288.4135,327.956325,389.871525,308.99975,274.951475,,329.3896,264.509325
261.7922,289.21205,328.2834,390.0056,309.03295,274.9617,,329.4806,264.52485
261.958825,289.3068,328.35865,391.73955,309.061925,274.973625,,329.55695,264.539125
261.96655,289.325725,328.363725,391.9115,309.211925,275.05465,,330.243075,264.5527
261.9992,289.43445,328.6084,392.13645,309.2413,275.448475,,330.775475,264.58215
262.035775,289.571625,328.64645,393.583575,309.56095,275.47405,,330.87845,264.59935
262.065425,289.609925,329.277625,394.408375,309.645125,275.546025,,331.198175,264.63005
262.08485,289.686075,329.30105,395.26025,309.66665,275.6133,,331.291725,264.64615
262.099025,289.831825,329.719375,395.471825,309.69385,275.745075,,331.459325,264.662
262.131475,290.1151,330.060775,396.383775,309.726475,275.76995,,332.580325,264.69285
262.145525,290.12225,330.0722,396.830125,309.9525,275.780925,,333.164575,264.7255
262.203425,290.168225,330.220725,396.856775,310.085775,276.004675,,334.0257,264.7797
262.2363,290.5222,330.3055,397.15715,310.5735,276.0433,,334.38195,264.8572
262.249225,290.545675,330.395825,397.648675,310.988125,276.160925,,334.5449,264.9219
262.263275,290.6711,330.704175,398.24205,311.012475,276.24045,,334.7631,264.961925
262.284325,290.91415,330.720575,398.550775,311.05775,276.476625,,335.06455,264.981475
262.327925,290.9346,331.264875,399.20885,311.112275,276.48635,,335.427175,264.996075
262.482175,290.9538,331.32995,399.665925,311.446475,276.4893,,335.83655,265.007825
262.495675,291.015575,331.409,399.945825,311.908225,276.526425,,335.959575,265.04335
262.506875,291.151425,331.44655,400.43555,311.93615,276.54675,,336.28275,265.061175
262.510725,291.24965,331.489825,400.7757,311.9756,276.567775,,336.758175,265.0766
262.53035,291.398725,332.049875,402.714975,311.989875,276.5929,,337.05815,265.084225
262.540475,291.5385,332.939875,402.9459,312.04025,276.62035,,337.3871,265.087525
262.549025,291.577625,334.430325,403.06885,312.15205,276.64415,,337.612325,265.104025
262.5732,291.71205,334.61535,403.334475,312.16595,276.680525,,338.40315,265.231075
262.576825,291.79655,334.80885,403.542675,312.2263,276.7643,,338.93605,265.26
262.658575,291.90275,334.98455,403.8192,312.788025,276.8427,,339.027025,265.28465
262.6615,292.6765,335.9944,404.2395,312.890975,276.96955,,339.40305,265.310225
262.699325,292.69885,336.626825,404.319425,313.1264,277.042775,,339.68255,265.32475
262.7701,292.79285,337.5212,404.450425,313.418525,277.060125,,339.74605,265.339825
262.796225,293.148725,338.3422,404.6768,313.53855,277.09175,,340.0283,265.35625
262.838075,293.2655,338.34935,404.854275,313.586975,277.104875,,340.11955,265.3701
262.883925,293.83455,338.381875,405.594125,313.643,277.111125,,340.292775,265.3945
262.90125,294.851475,338.427325,406.36995,314.343675,277.1528,,340.623375,265.4144
262.92805,294.960825,338.436475,406.839825,314.53615,277.20075,,340.803375,265.431175
262.9635,295.0877,338.451825,407.02335,314.83405,277.23565,,341.073675,265.454975
263.018925,295.132175,338.48745,407.625875,314.85295,277.25825,,341.398,265.472575
263.06275,295.17445,338.539875,407.886425,314.9034,277.266625,,341.494875,265.489525
263.1668,295.834,338.566725,408.78585,314.921475,277.290425,,341.550975,265.52415
263.17665,296.2376,338.869225,409.53965,315.420125,277.306475,,341.850375,265.623425
263.280675,296.431025,339.003925,411.1467,315.6402,277.32085,,342.352825,265.652475
263.31155,297.11945,339.148675,411.286725,315.943625,277.337325,,342.52345,265.705525
263.327175,297.126775,339.159875,412.324425,315.959075,277.3421,,342.593025,265.72025
263.342175,297.1301,339.217475,413.203125,315.999225,277.394425,,342.598925,265.7382
263.48835,297.33505,339.463925,418.221375,316.211675,277.506675,,342.747325,265.7563
263.511225,297.8339,339.509,419.7753,316.96695,277.599125,,342.7773,265.7765
263.52245,298.1637,339.51645,420.85215,318.27805,277.633625,,343.224675,265.7957
263.53815,298.7017,339.53245,421.410825,318.281825,277.65795,,343.23485,265.808175
263.589725,298.706275,339.58805,421.5417,318.838125,277.8422,,343.33605,265.82595
263.68795,299.347075,339.6561,424.85745,318.867125,277.914175,,343.4586,265.841525
263.768975,299.36045,339.662575,426.404525,318.8848,277.9284,,343.476075,265.876925
263.8117,299.515075,339.69785,427.0375,318.9105,277.949875,,343.810475,265.994875
263.85585,299.636575,340.381625,427.867675,318.94965,278.0033,,344.15575,266.000325
263.882625,299.65735,341.184825,428.6729,319.3325,278.023225,,344.493375,266.0319
263.95805,300.131175,341.2467,433.2016,319.4055,278.05015,,344.918225,266.0612
264.0545,300.326075,341.3988,433.25225,319.449375,278.225425,,345.063175,266.08395
264.063475,300.60105,341.454825,433.320925,319.793775,278.271775,,345.291325,266.098225
264.075025,300.702525,341.783925,434.9553,319.809375,278.3539,,345.4437,266.148325
264.122825,300.816375,341.922525,438.257475,319.85055,278.41885,,345.603625,266.1602
264.2897,301.082825,342.187175,438.36135,319.884175,278.4265,,345.68835,266.200075
264.299975,301.12475,342.24035,441.018375,319.9175,278.44035,,345.7363,266.21775
264.356175,301.180375,342.3978,441.767425,319.939125,278.46895,,346.913225,266.232625
264.372275,301.257525,342.54155,446.114175,319.95695,278.48625,,347.02605,266.247775
264.413325,301.85545,342.62065,447.8011,319.979175,278.67815,,347.320425,266.2594
264.4717,301.990275,342.7927,448.46085,320.067075,278.7033,,347.678925,266.414775
264.487925,302.1773,342.850425,453.32535,320.096525,278.73635,,348.623325,266.44485
264.4966,302.8988,342.86705,456.247275,320.24455,278.8912,,349.11815,266.471875
264.52055,303.240275,342.9397,462.4857,320.35885,278.949,,349.61855,266.49905
264.54,303.3543,343.04335,464.708775,320.438025,278.99795,,350.197575,266.51855
264.5815,303.4559,343.182025,464.928925,320.71505,279.030125,,350.261275,266.5325
264.583625,303.4593,343.18675,465.5941,320.717425,279.2257,,350.398225,266.553675
264.60535,303.471025,343.199,466.158425,320.766525,279.25805,,350.560725,266.570225
264.649025,303.544025,343.262425,467.04435,320.89445,279.402375,,351.070525,266.588475
264.927975,304.236875,343.272975,469.988875,320.963925,279.429875,,351.278425,266.600675
265.0092,304.3676,343.354175,475.59875,320.987075,279.5506,,351.43545,266.6223
265.0594,304.40945,343.422675,476.703,321.02865,279.643075,,352.060475,266.640325
265.06475,304.882575,343.4705,477.55035,321.058875,279.73175,,352.487625,266.748225
265.0876,304.9759,343.501525,478.0751,321.1375,279.750375,,352.781975,266.775925
265.222675,305.31455,343.5771,478.39475,321.2119,279.816175,,353.302275,266.80405
265.25365,305.589175,343.621525,483.142875,321.356225,279.84215,,353.59615,266.823225
265.321225,305.59225,343.62865,484.125725,321.37685,279.8612,,354.097175,266.8375
265.346375,305.759575,343.684225,,321.4049,279.87695,,354.18585,266.852125
265.356625,305.803875,343.716175,,321.4523,279.953675,,354.595325,266.869575
265.399875,306.30625,343.735325,,321.512325,279.9697,,354.954175,266.883825
265.415075,306.32415,343.7824,,321.578075,280.00275,,355.0631,266.903725
265.42165,306.412975,343.827725,,321.695575,280.0905,,355.222875,266.922625
265.435525,306.564,343.844275,,321.704175,280.11195,,356.093825,266.93995
265.481675,306.85805,343.950725,,321.7681,280.1255,,356.717325,266.963975
265.522975,306.8974,343.979975,,322.000325,280.126625,,357.25525,266.9822
265.54285,306.9423,344.038075,,322.018975,280.1893,,357.38195,267.0051
265.568875,307.105,344.0565,,322.032325,280.193475,,357.62125,267.03875
265.607675,307.810975,344.1471,,322.066775,280.217425,,357.885975,267.04735
265.7257,308.19125,344.247925,,322.11645,280.225725,,358.00005,267.1309
265.750475,308.3697,344.31055,,322.13555,280.25385,,358.1143,267.190975
265.756725,308.850525,344.325025,,322.1761,280.259075,,358.437425,267.204075
265.80455,309.4117,344.637125,,322.1835,280.2785,,358.7229,267.21915
265.82745,309.84545,344.6656,,322.2052,280.31825,,358.92675,267.23015
265.8371,309.97545,344.696,,322.5087,280.31975,,359.596325,267.262025
265.880775,310.4214,344.78345,,322.59875,280.339125,,359.6625,267.278125
265.88185,312.65705,344.85545,,322.649925,280.34725,,359.85555,267.2936
265.951425,313.04205,345.10075,,322.97335,280.3633,,359.932675,267.33425
265.9714,313.0869,345.18495,,323.73245,280.369075,,360.17725,267.37225
266.097625,313.12585,345.457325,,323.749075,280.377025,,360.643375,267.440975
266.10835,313.4426,345.805575,,324.61885,280.3848,,360.992025,267.510375
266.116975,313.44525,346.1068,,324.6914,280.40795,,361.242625,267.5408
266.125575,313.4897,346.364025,,325.252475,280.440525,,361.861325,267.559225
266.215175,313.673475,346.508325,,325.697375,280.47375,,362.272625,267.5832
266.3931,313.791,346.841875,,325.8296,280.495875,,362.7246,267.599175
266.5617,313.858075,346.904075,,326.76285,280.515925,,363.1356,267.61645
266.574575,313.960325,347.10275,,328.09615,280.540525,,363.1519,267.65885
266.772325,314.39565,347.268925,,328.128275,280.5692,,363.303125,267.6798
266.8311,314.675825,347.48985,,328.168075,280.612225,,363.404575,267.72615
266.933675,314.788725,347.6062,,329.544175,280.643,,363.508575,267.74885
267.024425,315.080575,347.682075,,329.572125,280.6701,,363.6537,267.7775
267.03475,315.295025,347.757575,,329.592575,280.67745,,364.369875,267.7963
267.09725,315.874425,347.9866,,329.898275,280.68605,,364.536825,267.8385
267.2381,316.167625,347.989575,,329.901775,280.6888,,365.02645,267.8702
267.241525,316.380375,348.51665,,329.912,280.726925,,366.059275,267.90035
267.296525,316.472825,348.54385,,329.942,280.7356,,367.41785,268.02045
267.349875,316.5359,349.234275,,330.068875,280.7638,,367.515675,268.046375
267.35365,316.62075,349.678325,,330.08075,280.829625,,367.8111,268.073375
267.52565,316.70575,349.835475,,330.118075,280.8507,,368.715,268.091125
267.542,316.97165,349.843475,,330.211575,280.903775,,368.998625,268.109925
267.5672,317.11225,349.855575,,330.25065,280.944,,369.18225,268.13185
267.58595,317.485875,349.862925,,330.907825,281.0308,,369.276575,268.164225
267.640375,317.88045,349.879425,,331.292825,281.09015,,369.731775,268.2062
267.7118,318.3538,350.11255,,331.316125,281.15185,,369.754825,268.227875
267.740925,318.388925,350.1715,,331.3744,281.180775,,369.8722,268.249275
267.76105,318.404225,350.211675,,331.754775,281.2011,,369.9405,268.384475
267.8115,318.6265,350.2325,,332.102325,281.226425,,370.221225,268.4667
267.8672,318.9181,350.2425,,332.1417,281.263175,,370.348575,268.4909
267.999575,319.3046,350.261675,,332.2325,281.345575,,370.5932,268.5141
268.03095,319.889075,351.5308,,333.00065,281.4248,,370.6767,268.5424
268.040525,320.117325,351.565375,,333.04245,281.455275,,370.83835,268.558125
268.1176,320.189825,351.5765,,333.06875,281.47005,,370.967025,268.5852
268.171025,320.30845,351.960225,,333.118675,281.4992,,371.0085,268.608725
268.1894,320.32905,351.988675,,333.22785,281.581475,,371.171975,268.6445
268.232325,320.583475,352.5694,,333.966625,281.619125,,372.162325,268.665775
268.26325,320.66745,353.0229,,333.998125,281.674675,,372.503425,268.684325
268.343625,320.670475,353.0328,,334.158675,281.698425,,372.5671,268.71135
268.36725,320.719625,353.1031,,334.41365,281.741025,,373.4912,268.729625
268.514225,320.845425,353.210025,,334.534425,281.7891,,373.5988,268.749125
268.555575,320.94465,353.248075,,334.544725,281.8246,,374.30385,268.7718
268.571875,320.966725,353.74555,,334.57355,281.858175,,374.732875,268.7852
268.5942,320.9858,353.806,,334.636825,281.9349,,375.263625,268.804825
268.734775,321.180775,353.875925,,334.700925,281.96335,,375.74555,268.8169
268.782325,321.21665,354.010075,,334.737525,281.9832,,375.76985,268.841475
268.8432,321.232725,354.163475,,334.7691,282.003725,,376.641775,269.0599
268.86205,321.408325,354.335925,,334.796975,282.028375,,376.745625,269.0909
268.8704,321.417175,354.538125,,334.82735,282.03845,,377.2229,269.11355
268.887325,321.5265,355.6152,,334.843075,282.055875,,377.36665,269.12695
268.9121,321.5323,356.47905,,334.897075,282.07625,,377.981125,269.1678
269.01835,321.57115,356.712425,,334.929675,282.0926,,378.372625,269.20135
269.0254,321.65065,356.72635,,334.952025,282.1088,,379.018875,269.2359
269.097375,321.947575,356.9566,,334.973675,282.141525,,379.092825,269.252725
269.13335,322.0222,357.098825,,335.07475,282.15345,,379.73265,269.2764
269.135475,322.063125,357.30965,,335.45735,282.183025,,379.795725,269.500875
269.152375,322.320225,357.56705,,335.53845,282.202325,,380.493575,269.5244
269.272575,322.51835,357.69565,,335.59655,282.2395,,380.5416,269.56025
269.41635,322.81225,357.697525,,335.617,282.268125,,380.868,269.577275
269.59815,322.993575,357.707775,,335.65785,282.350475,,381.628975,269.609125
269.67165,323.03375,357.884775,,335.962775,282.3881,,381.7896,269.63775
269.757775,323.32405,357.897225,,335.974175,282.4685,,382.512275,269.662575
269.80065,323.33195,358.3188,,335.981,282.527125,,382.847875,269.686775
269.83465,323.564425,358.3466,,335.98635,282.55815,,383.3496,269.71835
269.852725,323.7557,358.57895,,335.99945,282.585125,,383.747125,269.73855
269.8715,323.97275,358.8967,,336.01995,282.6996,,383.849175,269.768075
269.955075,324.1825,359.814025,,336.0249,282.725625,,383.972575,269.790925
269.96825,325.2636,359.82645,,336.032525,282.76215,,384.052975,269.827025
269.99475,325.543625,360.037375,,336.047525,282.818,,384.154675,269.8534
270.02585,325.656875,360.31435,,336.05365,282.8641,,384.561875,269.950975
270.1154,325.767275,361.5223,,336.07745,282.96075,,385.2531,270.0604
270.15135,325.774675,362.284975,,336.0894,282.9908,,385.4352,270.082
270.184625,325.7947,362.409,,336.10325,283.014525,,385.632825,270.097725
270.200425,326.5906,363.35725,,336.1164,283.037275,,386.072525,270.118975
270.21235,326.618875,363.6402,,336.140975,283.130475,,386.45995,270.13875
270.2384,326.711125,364.298625,,336.7461,283.355,,387.044925,270.156825
270.264975,326.95225,364.4961,,336.762525,283.64745,,387.19855,270.177175
270.274775,327.08945,365.144925,,336.77925,283.784975,,387.461275,270.19775
270.420075,327.190175,365.17605,,336.80015,283.8621,,388.314225,270.208975
270.51635,327.20995,365.38115,,336.818775,283.9617,,388.331375,270.228225
270.553575,327.654425,365.855125,,336.82695,284.0308,,388.372,270.249775
270.645025,327.660975,366.188975,,336.84845,284.12365,,388.6697,270.26315
270.6561,327.67295,366.663475,,336.87765,284.1943,,389.4824,270.283825
270.752275,327.68385,366.890625,,336.912875,284.257975,,389.785625,270.490925
271.034775,327.7128,366.900175,,336.928875,284.469875,,390.03765,270.532875
271.065225,328.010225,367.407725,,337.320675,284.544225,,390.099325,270.572525
271.113,328.1861,367.591425,,337.357075,284.583675,,390.93335,270.59325
271.16295,328.22315,367.803325,,337.388525,284.647775,,391.729175,270.6524
271.214525,328.2252,367.98605,,337.447575,284.7862,,392.194475,270.6784
271.247625,328.3582,368.0051,,337.4666,284.889475,,393.583075,270.701225
271.307175,328.423425,368.12925,,337.485975,285.05305,,393.69675,270.71955
271.310925,328.5941,369.119825,,338.13205,285.230575,,393.7489,270.734725
271.34825,328.635925,369.1212,,338.21725,286.433825,,393.82735,270.75465
271.417975,328.656475,369.157375,,338.219375,286.4675,,394.10355,270.775075
271.42815,328.95235,369.15885,,338.249375,286.524975,,394.64135,270.796925
271.492,329.001125,369.176275,,338.27355,286.5423,,395.0179,270.84045
271.506025,329.0823,369.221475,,338.303725,286.562375,,395.2439,270.878925
271.52885,329.37065,369.235875,,338.31595,286.691925,,395.2504,271.000025
271.555375,329.644875,369.252225,,338.329875,286.768775,,395.382375,271.029675
271.62445,329.7523,369.310775,,338.338725,286.817775,,395.738,271.075575
271.8444,330.46695,369.453425,,338.3834,286.935225,,395.782625,271.18475
271.933625,330.51145,369.5474,,338.384925,286.970725,,395.859575,271.19425
271.944475,331.270725,369.56585,,338.39225,286.992425,,395.8907,271.247625
272.046325,331.364325,369.682975,,338.400875,287.053325,,396.099925,271.275425
272.0556,331.6093,369.7388,,338.4109,287.12475,,396.180525,271.31885
272.0869,331.80135,369.7601,,338.416275,287.220675,,396.48095,271.413525
272.2718,332.077075,369.78075,,338.42505,287.265575,,396.51165,271.44875
272.333225,332.161175,369.8233,,338.459225,287.9105,,396.548925,271.46995
272.3588,332.204725,369.91685,,338.47795,288.34605,,396.589175,271.497675
272.41025,332.2292,369.923725,,338.5145,288.8778,,396.947,271.53295
272.453475,332.7247,369.93145,,338.528525,289.0563,,397.070425,271.60045
272.584225,332.940925,369.96555,,338.555475,289.14505,,397.6496,271.625
272.600875,333.171575,370.8924,,338.584275,289.195775,,397.675075,271.655475
272.630025,333.7374,370.93195,,338.621125,289.2547,,397.869675,271.683875
272.728125,333.969525,370.94025,,338.652125,289.261425,,397.966225,271.728675
272.74695,334.090775,370.944525,,338.667925,289.30915,,398.012575,271.785775
272.7728,334.1501,370.966925,,338.716875,289.332725,,398.121825,271.852425
272.77655,334.633325,371.0951,,338.727275,289.554825,,398.3222,271.87985
272.845125,334.909075,371.139375,,338.751325,289.77205,,398.570075,271.9152
272.8707,335.0831,371.355025,,338.77845,289.816025,,398.76775,271.92695
272.882475,335.262925,371.499325,,338.814925,289.819475,,398.9375,271.96055
272.95445,335.285375,372.269775,,338.87125,289.838725,,399.081725,272.000525
272.98755,335.36045,372.8181,,338.886375,289.8594,,399.418475,272.038475
272.99,335.881425,375.0039,,338.88945,289.88305,,399.52555,272.03975
273.005975,336.57695,375.020775,,338.9115,289.889925,,400.219375,272.09965
273.046175,336.701525,375.021925,,339.019275,289.8984,,401.12925,272.25815
273.0531,337.265,375.03855,,339.05045,289.9436,,401.267575,272.29055
273.108775,337.975725,375.193325,,339.09685,289.95275,,401.32475,272.3086
273.185575,338.458,375.42465,,339.128275,290.0188,,401.83285,272.3283
273.2575,338.917025,375.966275,,339.19725,290.49155,,401.867425,272.346225
273.306875,338.933175,376.002375,,339.22485,290.51505,,403.464425,272.358325
273.32955,339.0292,376.019625,,339.27545,290.518275,,403.584225,272.376925
273.3929,339.178975,376.03875,,339.491125,292.217625,,404.37075,272.39365
273.405575,339.3927,376.1716,,339.52985,292.44405,,404.79855,272.412725
273.45885,339.40985,376.21965,,339.54425,292.445625,,405.068775,272.4232
273.4919,339.60215,376.7461,,339.56325,292.717775,,405.240975,272.4599
273.5195,339.9824,376.888725,,339.59805,293.013875,,406.1571,272.62255
273.561,340.103825,377.033425,,339.606825,293.07985,,407.154925,272.6421
273.597,340.566525,377.071725,,339.629925,293.72625,,407.482325,272.67665
273.624225,341.08005,377.27825,,339.656025,294.439825,,407.891075,272.701
273.7121,341.2715,377.32275,,339.66675,294.880275,,407.91755,272.716775
273.739975,341.7005,377.378725,,339.69905,295.361125,,408.32815,272.75005
273.77025,341.774575,377.72255,,339.834675,296.52315,,408.837725,272.789425
273.8549,341.907175,377.8095,,339.8662,296.571525,,408.9684,272.8037
273.92985,341.956175,377.833575,,339.87905,296.679575,,409.2453,272.89935
274.273475,341.994125,377.858575,,339.957725,296.7349,,409.329725,272.9151
274.323425,342.1564,378.109625,,339.964525,296.8382,,410.108025,272.929475
274.434775,342.247575,378.550125,,340.037225,296.9615,,410.33365,273.197075
274.5029,342.337575,378.6309,,340.422875,297.37515,,410.438675,273.2697
274.50865,342.4787,378.756625,,340.473025,297.478575,,410.633825,273.289175
274.5228,342.62215,378.80235,,340.503125,297.525375,,410.73825,273.30755
274.538625,342.644625,379.1695,,340.52855,297.71835,,410.868975,273.32565
274.54025,342.762925,379.4011,,340.570175,297.7801,,411.687825,273.406075
274.64535,342.94845,380.6404,,340.628225,298.450025,,411.786075,273.4409
274.8289,343.02695,380.660375,,340.84635,298.56395,,412.230425,273.4891
274.85115,343.07375,380.720375,,340.91515,298.59365,,412.4883,273.511725
274.90575,343.433825,380.80675,,340.960175,298.62915,,412.8368,273.5393
275.079325,343.4853,380.87475,,341.036225,298.656075,,412.969675,273.562775
275.228325,343.677925,380.95425,,341.0729,298.668925,,414.409875,273.581775
275.334325,344.051275,381.15285,,341.074675,298.71235,,415.02025,273.59935
275.34475,344.140125,381.42355,,341.321975,298.74875,,415.027125,273.63395
275.371775,344.214375,381.74285,,341.34105,298.8048,,415.333075,273.71365
275.3859,344.440125,381.759525,,341.35065,298.841725,,415.459275,273.9642
275.3932,344.57355,382.212225,,341.37085,298.87645,,415.9151,273.9995
275.414625,344.8589,382.234225,,341.383125,298.929275,,415.9758,274.023
275.472225,345.05155,383.03135,,341.411425,298.975575,,416.04345,274.03745
275.61135,346.054775,383.036175,,341.424975,299.065975,,416.197325,274.058975
275.761,347.04575,383.89755,,341.4496,299.1133,,416.446175,274.072025
275.781425,347.054925,385.172625,,341.4574,299.16195,,416.58565,274.08805
275.870325,347.109825,385.414525,,341.494375,299.16595,,416.784975,274.106525
275.92465,347.129275,385.70425,,341.5591,299.179225,,416.836275,274.1193
275.95355,347.57265,386.051875,,341.6026,299.193475,,416.955725,274.15625
275.982325,348.37125,386.25535,,341.61615,299.223375,,417.0008,274.1703
276.14825,349.394175,386.926475,,341.630875,299.36005,,417.121125,274.18325
276.149825,350.8133,387.269175,,341.6907,299.37905,,417.5021,274.3876
276.217425,351.22725,387.643425,,341.725325,299.41415,,417.530675,274.409475
276.31745,351.33875,387.745025,,341.8126,299.4687,,418.080825,274.430275
276.355125,351.430525,387.7486,,341.982075,299.506975,,418.289425,274.4632
276.366375,351.942025,387.975825,,342.03335,299.5589,,418.9428,274.47995
276.3974,351.992225,388.097475,,342.0859,299.563375,,419.30305,274.531025
276.423925,352.34495,388.2662,,342.12595,299.56465,,420.021375,274.54905
276.4267,352.621025,388.32135,,342.27995,299.588825,,421.219775,274.5659
276.45965,353.2657,388.33125,,342.291375,299.676475,,421.659525,274.609875
276.482075,353.592725,388.62935,,342.3346,299.730375,,422.19435,274.741725
276.51135,353.74755,388.94955,,342.448875,299.750175,,422.42115,274.786525
276.5631,353.9236,390.30185,,342.5459,299.77605,,423.582125,274.833675
276.842625,354.07895,390.468125,,342.562125,299.795475,,423.636225,274.85275
276.905,354.14855,390.643075,,342.632825,299.853425,,424.090475,274.89305
276.983475,354.23245,390.65945,,342.94715,299.873375,,424.562375,274.913275
276.995,354.591875,390.98155,,343.42005,299.9437,,424.729975,275.08035
277.022925,354.59515,391.1073,,343.493575,300.000275,,424.884075,275.147275
277.06905,355.217,391.371,,343.557125,300.0637,,425.0945,275.1891
277.180025,355.49165,391.812325,,344.473725,300.13375,,425.56785,275.2113
277.2744,355.57115,392.52315,,344.771075,300.159275,,426.018375,275.2677
277.300375,355.624425,393.41595,,344.819725,300.1876,,426.6785,275.29
277.320775,356.32615,393.566075,,344.854875,300.2114,,427.0657,275.3062
277.36895,356.681225,393.58845,,344.918625,300.238275,,427.383525,275.33065
277.384075,356.890175,394.2139,,345.18765,300.243675,,427.5807,275.34795
277.412125,357.689025,394.2597,,345.235575,300.3007,,428.418975,275.36395
277.474225,357.69865,394.386325,,345.271875,300.3294,,428.5072,275.38835
277.4782,358.02045,394.474975,,346.6786,300.397375,,428.5229,275.4314
277.482375,358.53585,394.696775,,346.7171,300.43305,,428.70705,275.462725
277.4972,358.71325,394.71505,,346.734625,300.46845,,429.14635,275.610075
277.688775,358.755125,394.73995,,346.77505,300.501575,,429.64835,275.74945
277.7098,358.77745,394.7505,,346.791325,300.5487,,430.078075,275.76515
277.733575,358.852225,394.782,,346.820975,300.5868,,430.422875,275.79925
277.7775,359.15535,394.85955,,347.652875,300.635175,,430.633275,275.814975
277.80145,359.683225,394.96385,,347.68315,300.657,,431.404525,275.836025
277.81595,359.77525,395.068175,,347.69985,300.6768,,431.5227,275.8711
277.8597,359.995075,395.141425,,348.164525,300.7335,,432.4365,275.890375
277.9028,360.09795,395.38605,,348.4895,300.7588,,432.458325,275.919075
277.912525,360.353525,395.57825,,348.5471,300.8005,,432.52445,275.98325
277.93265,360.483275,395.97865,,348.571725,300.90505,,433.1422,276.1397
277.9366,360.804375,396.03715,,348.602875,300.93955,,433.4737,276.15795
277.976775,361.009875,396.062575,,348.621475,300.974125,,434.467325,276.1936
278.002775,361.1932,396.17525,,348.63055,301.042625,,434.518275,276.217
278.022025,361.246825,396.36365,,348.6547,301.0946,,434.7534,276.24285
278.07945,361.266725,396.5265,,348.922875,301.15985,,434.944775,276.262325
278.126325,361.56305,396.585025,,348.942925,301.17895,,435.209375,276.297625
278.1496,362.075025,396.728475,,348.9645,301.2373,,435.6392,276.31465
278.166875,362.23585,396.869,,348.97945,301.239375,,436.425875,276.332575
278.2678,362.4719,396.966325,,349.015875,301.26995,,437.8522,276.36515
278.3208,362.5955,397.040725,,349.0229,301.3632,,437.9759,276.37865
278.3306,362.867975,397.156575,,349.0487,301.387275,,438.6432,276.39725
278.334875,363.53435,397.1915,,349.058325,301.413125,,438.86235,276.410825
278.35725,363.5659,397.20855,,349.06955,301.449225,,439.07805,276.6738
278.3619,363.9495,397.212125,,349.100125,301.478925,,439.4808,276.74755
278.379475,364.593625,397.215125,,349.1036,301.686525,,439.879075,276.813525
278.38965,365.64325,397.2876,,349.134625,301.7491,,439.93425,276.8512
278.55205,365.6642,397.50625,,349.1531,301.830075,,441.72385,276.88315
278.565075,366.112175,397.584,,349.3795,302.065625,,442.36105,276.93685
278.575325,366.1691,397.597275,,349.398475,302.13215,,443.2437,276.954975
278.6361,366.204925,397.753825,,349.4591,302.15205,,443.4062,276.97865
278.63775,366.48325,398.78185,,349.518625,302.18365,,443.43855,277.052375
278.66685,367.00125,398.848925,,349.7896,302.237125,,444.4731,277.078225
278.68665,367.11935,399.059475,,349.8488,302.271625,,446.069425,277.100075
278.7442,367.2329,399.074825,,349.865925,302.3779,,446.2528,277.21845
278.7601,367.276675,399.1346,,351.74755,302.559125,,446.7952,277.252275
278.773225,367.311,399.158775,,353.015575,302.59865,,447.2235,277.3555
278.783675,367.322075,399.632925,,353.04915,302.607175,,447.507475,277.558675
278.80065,367.49955,399.75255,,353.06195,302.645625,,447.639075,277.63775
278.826925,367.7603,399.784625,,353.082125,302.670575,,447.739575,277.769475
278.84655,367.796275,400.264375,,353.134075,302.695725,,447.774575,277.7862
278.86305,367.880125,400.3491,,353.1475,302.781075,,448.10865,277.81765
278.88405,367.904375,400.37575,,353.1842,302.874225,,448.335325,277.83325
278.936525,368.011275,400.443525,,353.211175,302.9169,,448.894575,277.8483
279.097475,368.02575,400.498,,353.244925,303.01845,,449.17015,277.903525
279.14395,368.20065,400.728675,,353.267475,303.044775,,450.032575,278.319325
279.22375,368.69305,400.8015,,353.279125,303.174725,,451.25845,278.348575
279.2837,368.929625,400.837325,,353.304225,303.226,,451.744325,278.3675
279.312825,368.9884,401.111975,,353.329975,303.24625,,451.95305,278.3832
279.377925,369.04795,401.12735,,353.3849,303.2585,,452.5706,278.4233
279.49375,369.3059,401.1317,,353.435475,303.310225,,453.10775,278.454325
279.5051,369.4038,401.135275,,353.469425,303.34555,,453.358825,278.779525
279.536,369.5084,401.141675,,353.500425,303.38725,,453.68715,278.808375
279.6429,369.538575,401.26865,,353.550875,303.468625,,454.202225,278.821825
279.64585,369.62715,401.292625,,353.661575,303.690725,,455.071875,278.835125
279.6759,369.95245,401.335425,,353.710875,303.727025,,455.723125,279.59205
279.680225,370.06445,401.4653,,353.752825,303.943225,,456.516675,279.62435
