SPK_SPKC02a (inhibited),SPK_SPKC02b (excited),SPK_SPKC06a (no effect),SPK_SPKC15a (NA)
131.94085,91.0276,74.6079,66.6668
131.98305,91.05085,74.62355,66.696725
131.984275,91.09025,74.672725,66.73785
132.04355,91.1054,74.714075,66.755925
132.07235,91.13,74.73775,66.77135
132.18755,91.267625,74.7783,66.784525
132.21285,91.294125,74.792425,66.797
132.257375,91.3245,74.813875,66.8153
132.2689,91.36385,74.845875,66.8261
132.2948,91.39165,74.864,66.83765
132.34725,91.421425,74.8754,66.84855
132.398175,91.46905,74.889375,66.8618
132.450225,91.501875,74.9068,66.8758
132.4886,91.529525,74.92045,66.896525
132.559525,91.551175,74.92935,66.920175
132.61195,91.5709,74.951875,66.9476
132.645175,91.59415,74.964,66.9666
132.67315,91.624,74.98165,66.9903
132.710475,91.64605,74.990075,67.009425
132.774975,91.6831,75.0345,67.025425
132.83925,91.712425,75.065625,67.0431
132.861425,91.721425,75.08125,67.069575
132.926825,91.7846,75.084775,67.100725
132.983025,91.807375,75.107975,67.104975
133.055225,91.815725,75.1331,67.13115
133.1208,91.8238,75.1608,67.162125
133.20515,91.8309,75.20245,67.184525
133.2693,91.840325,75.2301,67.2062
133.351625,91.848675,75.253325,67.222125
133.40485,91.8585,75.29455,67.22995
133.4562,91.893425,75.309925,67.2383
133.4584,91.9498,75.318175,67.251925
133.542825,91.953975,75.319675,67.259
133.60615,91.995175,75.32635,67.268075
133.63705,92.007,75.333875,67.28475
133.674875,92.0195,75.345,67.29435
133.728025,92.040025,75.3576,67.30505
133.77735,92.075175,75.369,67.316525
133.8229,92.079075,75.382175,67.325425
133.86925,92.106275,75.396175,67.347925
133.890425,92.159025,75.41755,67.360025
133.916875,92.218975,75.442625,67.382075
133.930275,92.243525,75.47875,67.403375
133.945225,92.289775,75.506675,67.46195
133.9813,92.32925,75.5372,67.48265
134.023075,92.379875,75.5758,67.50165
134.1241,92.398125,75.599325,67.53175
134.1995,92.411075,75.634225,67.583
134.271875,92.42085,75.650925,67.616825
134.33915,92.428725,75.662625,67.6524
134.360325,92.437875,75.67715,67.69975
134.37785,92.447625,75.69215,67.74885
134.3955,92.456125,75.70435,67.80655
134.428975,92.4679,75.71685,67.859425
134.478075,92.499625,75.7239,67.900525
134.527225,92.589425,75.752,67.9196
134.549975,92.612175,75.770925,67.947425
134.56965,92.633725,75.792,67.9705
134.6208,92.656625,75.841725,67.991875
134.755075,92.6825,75.87935,68.0023
134.81995,92.700475,75.90025,68.014075
134.839125,92.71925,75.919675,68.029525
134.890875,92.72475,75.9454,68.042125
134.96035,92.77065,75.95295,68.0555
134.97505,92.8039,75.965425,68.070175
134.999675,92.840625,75.98485,68.08835
135.029275,92.87745,76.001125,68.10025
135.051225,92.91115,76.019725,68.11575
135.08085,92.9569,76.03715,68.135875
135.095825,92.992625,76.0596,68.1594
135.1071,92.995075,76.083075,68.187575
135.137275,93.02805,76.113825,68.2067
135.1586,93.054375,76.127175,68.21945
135.172575,93.07825,76.1497,68.233725
135.204775,93.1049,76.1615,68.2455
135.22505,93.13515,76.178675,68.253425
135.240925,93.236275,76.20285,68.26035
135.25345,93.2657,76.220625,68.288375
135.280825,93.2893,76.233425,68.309725
135.31555,93.3272,76.245775,68.324625
135.389225,93.348325,76.257875,68.352875
135.486025,93.35465,76.26835,68.3771
135.5112,93.39145,76.30555,68.409025
135.562925,93.4377,76.321075,68.42055
135.597925,93.46485,76.354525,68.467425
135.620225,93.4756,76.36405,68.4957
135.6397,93.52315,76.37045,68.510075
135.67065,93.567725,76.41625,68.523675
135.7788,93.601575,76.429275,68.5563
135.81915,93.6365,76.437625,68.6026
135.835025,93.6744,76.46405,68.6269
135.850525,93.7188,76.478425,68.6427
135.886025,93.7218,76.4914,68.6767
135.91505,93.74575,76.505325,68.69665
135.947525,93.769775,76.5166,68.719225
135.995075,93.78525,76.5295,68.73355
135.99675,93.801,76.541925,68.746925
136.028075,93.830225,76.55875,68.770225
136.0556,93.88925,76.575575,68.787575
136.0613,93.91825,76.592375,68.804725
136.073575,93.922275,76.610325,68.815725
136.08215,93.9571,76.625825,68.8301
136.0944,93.984025,76.641375,68.850575
136.108875,94.000775,76.655625,68.877575
136.121625,94.03475,76.675875,68.90265
136.143775,94.053075,76.688125,68.9248
136.161025,94.10655,76.704525,68.942375
136.223075,94.13255,76.716,68.9695
136.240575,94.16085,76.724775,68.9993
136.25405,94.1857,76.737175,69.02645
136.26695,94.218375,76.76595,69.064525
136.2786,94.2618,76.776325,69.095225
136.295625,94.283825,76.8008,69.120225
136.31105,94.3105,76.82265,69.152025
136.334225,94.336575,76.8343,69.174575
136.357175,94.38275,76.861325,69.201125
136.3682,94.4436,76.881025,69.215125
136.3957,94.4948,76.896,69.228025
136.4142,94.511775,76.94505,69.2474
136.43415,94.5265,76.961475,69.26395
136.45645,94.555325,76.9767,69.3111
136.479225,94.572025,76.986125,69.328775
136.497275,94.60235,76.996725,69.35545
136.515925,94.61505,77.0062,69.373175
136.534025,94.639075,77.023675,69.38725
136.5455,94.656575,77.03465,69.40445
136.5662,94.69475,77.0542,69.4161
136.63955,94.727525,77.060775,69.427375
136.705775,94.757375,77.067725,69.4387
136.725925,94.791475,77.076375,69.448225
136.758575,94.8176,77.091875,69.4533
136.7814,94.831725,77.1187,69.462925
136.802375,94.853225,77.12395,69.4679
136.812525,94.862575,77.129925,69.47405
136.846075,94.872,77.1394,69.48295
136.866575,94.880275,77.144675,69.487675
136.887,94.8919,77.153025,69.493425
136.9063,94.904675,77.1817,69.51045
136.91835,94.920575,77.185775,69.518875
136.935175,94.951475,77.213875,69.5322
136.9486,94.9643,77.220575,69.56515
136.96605,94.974175,77.248625,69.58195
137.023625,94.984,77.275,69.599325
137.066025,95.0253,77.282975,69.6172
137.072025,95.0817,77.296075,69.63965
137.1056,95.1098,77.309975,69.669325
137.157775,95.124525,77.341725,69.681375
137.182075,95.14665,77.350375,69.71035
137.223475,95.1674,77.35995,69.73155
137.3839,95.18645,77.37495,69.771975
137.42375,95.206375,77.378125,69.786025
137.461375,95.232725,77.408425,69.810325
137.5061,95.24055,77.449575,69.831275
137.5444,95.260875,77.460675,69.842875
137.59395,95.268675,77.482125,69.851025
137.6875,95.276825,77.503575,69.8706
137.75245,95.2952,77.528,69.884225
137.80335,95.3079,77.543325,69.8929
137.851875,95.310525,77.566075,69.900525
137.92875,95.330325,77.580475,69.909125
137.977175,95.3454,77.59185,69.917275
138.04525,95.3615,77.60365,69.929825
138.0952,95.379025,77.630375,69.9389
138.145175,95.413575,77.6392,69.9552
138.364175,95.4407,77.653925,69.968725
138.474125,95.460175,77.661,70.00135
138.5009,95.477125,77.667525,70.020025
138.521475,95.495125,77.6753,70.0522
138.575675,95.52635,77.686575,70.0989
138.754925,95.571275,77.714625,70.129725
138.791925,95.603,77.74075,70.1552
138.85675,95.625825,77.75285,70.199
138.960325,95.651875,77.7914,70.23425
139.06755,95.684975,77.80905,70.2569
139.13635,95.704075,77.82105,70.273925
139.17875,95.742275,77.83065,70.30355
139.2118,95.77805,77.8368,70.332025
139.278825,95.782575,77.8451,70.35085
139.319625,95.8055,77.85445,70.3742
139.346875,95.8568,77.8624,70.396725
139.362825,95.88155,77.87105,70.418425
139.388925,95.91405,77.880225,70.45055
139.45385,95.9445,77.8923,70.47345
139.519725,95.983675,77.9024,70.51685
139.5507,96.0287,77.9252,70.5489
139.59365,96.068775,77.9358,70.580675
139.630375,96.099,77.9532,70.594175
139.679275,96.1255,77.96525,70.60635
139.7444,96.15315,77.977075,70.617775
139.76605,96.169475,77.999525,70.620575
139.78785,96.21255,78.017325,70.634775
139.832,96.244475,78.06085,70.6502
139.85425,96.286775,78.07945,70.6656
139.855375,96.3328,78.097325,70.682025
139.882375,96.367575,78.128375,70.713325
139.915625,96.3833,78.143525,70.7343
139.95135,96.399875,78.166675,70.750825
139.993325,96.4091,78.1848,70.7752
140.020025,96.4177,78.1951,70.797075
140.048775,96.420925,78.22265,70.825775
140.07945,96.4664,78.2343,70.8417
140.097625,96.4901,78.245775,70.907875
140.109675,96.544575,78.26,70.934575
140.112725,96.55175,78.27955,70.962625
140.129375,96.5845,78.29035,70.98475
140.143025,96.604775,78.3078,71.0051
140.2413,96.6302,78.339575,71.017975
140.2697,96.64615,78.3498,71.050025
140.30395,96.6762,78.356325,71.077275
140.32675,96.745525,78.375725,71.096675
140.34445,96.767575,78.381275,71.124225
140.3782,96.77275,78.401275,71.126425
140.404575,96.806775,78.408275,71.156
140.423525,96.825575,78.4201,71.165075
140.45445,96.8483,78.42485,71.176
140.50405,96.885725,78.434,71.185125
140.53835,96.918875,78.50245,71.197025
140.56835,96.9645,78.5165,71.20495
140.647375,96.98055,78.52935,71.211375
140.678325,96.9839,78.545625,71.233025
140.702825,97.00685,78.555925,71.238575
140.7435,97.018225,78.5716,71.245175
140.7645,97.032,78.57715,71.2589
140.811675,97.047575,78.5903,71.26535
140.83705,97.066775,78.599425,71.2776
140.8834,97.08225,78.60685,71.3085
140.921275,97.101025,78.61955,71.325775
140.9824,97.1217,78.63065,71.365075
141.016725,97.1416,78.647425,71.37415
141.03995,97.155875,78.65035,71.394125
141.08,97.18155,78.6621,71.422575
141.12935,97.215,78.700575,71.4397
141.2048,97.237125,78.71675,71.4759
141.38895,97.2689,78.73215,71.55945
141.49665,97.2899,78.746025,71.583575
141.587225,97.3304,78.763125,71.61415
141.59135,97.367275,78.786825,71.648
141.616,97.4076,78.80715,71.673025
141.64175,97.430525,78.8278,71.69775
141.659275,97.485375,78.84315,71.726925
141.69515,97.544975,78.859075,71.775825
141.7342,97.57755,78.8658,71.80375
141.765875,97.61305,78.87545,71.8358
141.787825,97.634,78.90505,71.8759
141.82195,97.648675,78.929625,71.908525
141.8489,97.660675,78.943125,71.931575
141.921475,97.662075,78.9508,71.95835
141.94775,97.676275,78.979725,71.976075
142.00175,97.688675,78.99685,71.999975
142.124875,97.6961,79.016675,72.01335
142.1996,97.7164,79.035225,72.040875
142.259875,97.737,79.0476,72.05905
142.280375,97.775125,79.088125,72.0749
142.3001,97.79905,79.1033,72.09685
142.325375,97.81495,79.130675,72.10945
142.3476,97.82265,79.1641,72.137525
142.4244,97.83725,79.182225,72.157125
142.457525,97.8563,79.205175,72.18025
142.49605,97.88085,79.221325,72.200775
142.510575,97.9127,79.2476,72.219325
142.5317,97.941525,79.274725,72.235775
142.5497,98.0603,79.288125,72.25415
142.595925,98.09095,79.3084,72.283825
142.607475,98.0931,79.33155,72.32645
142.680225,98.13455,79.35065,72.35675
142.7033,98.148875,79.377975,72.367825
142.74405,98.1604,79.40205,72.376025
142.7819,98.18305,79.42115,72.39055
142.8066,98.20435,79.451575,72.39805
142.8976,98.235975,79.473625,72.41685
142.9194,98.275975,79.490725,72.429475
142.963625,98.303475,79.50835,72.445
142.986325,98.331,79.5172,72.465925
143.033375,98.367,79.533225,72.478325
143.124075,98.397875,79.568925,72.490125
143.219525,98.42365,79.585225,72.504475
143.306275,98.4542,79.5999,72.524575
143.40745,98.471625,79.610525,72.552175
143.526975,98.530925,79.62605,72.59095
143.5897,98.57145,79.643475,72.609125
143.628375,98.59865,79.65645,72.63355
143.657725,98.6317,79.67085,72.650125
143.6903,98.68235,79.6796,72.666825
143.724925,98.7275,79.69835,72.685125
143.7613,98.7625,79.715025,72.702225
143.8115,98.77,79.732075,72.7185
143.85685,98.7954,79.754325,72.74305
143.89665,98.835875,79.767275,72.77235
143.990475,98.931475,79.7817,72.799925
144.0251,98.9546,79.8039,72.820375
144.070875,98.9634,79.81765,72.841425
144.114025,99.013225,79.83575,72.86765
144.177425,99.0478,79.8532,72.8763
144.21205,99.0835,79.8618,72.885125
144.224275,99.10835,79.871675,72.891625
144.23685,99.124975,79.89195,72.8973
144.281425,99.171275,79.904725,72.9009
144.33065,99.176575,79.914,72.90655
144.359575,99.2179,79.9207,72.912875
144.395425,99.2711,79.9282,72.91575
144.4412,99.32735,79.944025,72.921975
144.446925,99.37045,79.9599,72.9256
144.46155,99.4081,79.974,72.937725
144.486225,99.4435,79.979825,72.943475
144.5053,99.48255,79.98525,72.95965
144.544375,99.5422,80.017075,72.965775
144.6079,99.60925,80.0247,72.970175
144.638175,99.61345,80.0329,72.9742
144.679375,99.6863,80.07235,72.9841
144.7416,99.731275,80.080225,72.987625
144.761925,99.75215,80.087,72.991975
144.795275,99.767425,80.093425,73.0103
144.83655,99.7994,80.102775,73.027575
144.856175,99.823025,80.112225,73.0391
144.87035,99.904025,80.121875,73.06725
144.92875,99.91995,80.1465,73.1053
144.9467,99.9469,80.154975,73.11855
144.983375,99.984625,80.18115,73.1323
145.025975,100.011325,80.1934,73.161775
145.0592,100.036875,80.206,73.184975
145.159425,100.07225,80.22065,73.2033
145.17885,100.076825,80.2335,73.223875
145.2035,100.094075,80.252225,73.2546
145.22795,100.13375,80.2679,73.306
145.2544,100.15815,80.278275,73.323275
145.27805,100.1739,80.2906,73.366375
145.334,100.2236,80.298925,73.408675
145.41245,100.2526,80.31455,73.44835
145.440325,100.283325,80.334525,73.47415
145.49005,100.316675,80.343575,73.49635
145.51475,100.3471,80.3513,73.534675
145.5904,100.393475,80.38255,73.560625
145.605825,100.459675,80.387025,73.641875
145.6343,100.4964,80.400375,73.67245
145.657275,100.6312,80.408775,73.69475
145.680775,100.697225,80.425825,73.7185
145.693975,100.711775,80.4361,73.74765
145.714,100.7275,80.445725,73.772975
145.766,100.760625,80.4641,73.803425
145.799325,100.7646,80.4791,73.817775
145.849725,100.79875,80.510225,73.836275
145.919475,100.80965,80.519925,73.8466
145.94315,100.8434,80.53775,73.863675
145.97435,100.85075,80.548,73.879625
145.997425,100.8974,80.57825,73.906275
146.06005,100.924525,80.6084,73.925525
146.0949,100.9497,80.62075,74.001125
146.1319,100.9857,80.63785,74.015425
146.225,100.992425,80.64575,74.03135
146.3325,101.0244,80.6713,74.04355
146.35765,101.04845,80.69265,74.053525
146.390825,101.0727,80.72205,74.068025
146.415925,101.074925,80.7345,74.07615
146.446225,101.09435,80.748275,74.0859
146.589975,101.110975,80.78435,74.09895
146.6336,101.128,80.8045,74.116625
146.7397,101.1791,80.81955,74.15125
146.7674,101.218525,80.846375,74.219875
146.81125,101.221125,80.8599,74.2374
146.88335,101.248875,80.880575,74.260775
146.952975,101.2804,80.8947,74.268825
147.00375,101.30615,80.911625,74.273075
147.155575,101.33285,80.93765,74.276625
147.177175,101.35245,80.9479,74.2802
147.254625,101.366275,80.963575,74.283
147.284725,101.412425,80.9758,74.287525
147.31445,101.4332,80.98915,74.29085
147.36115,101.4883,80.9978,74.294075
147.422475,101.50615,81.0031,74.297525
147.44225,101.514975,81.0084,74.310175
147.46955,101.532925,81.015475,74.313825
147.5439,101.53625,81.021,74.320525
147.5752,101.58635,81.02745,74.325675
147.5992,101.610875,81.032,74.331675
147.620825,101.629775,81.0485,74.33955
147.64045,101.630775,81.056675,74.369675
147.68145,101.66,81.06465,74.384325
147.705025,101.678175,81.0725,74.4013
147.74215,101.7023,81.074925,74.41425
147.8595,101.73155,81.086525,74.436225
147.926225,101.744,81.097875,74.490075
147.978125,101.75475,81.113025,74.5182
148.0143,101.7675,81.135175,74.5574
148.05025,101.79635,81.155025,74.587975
148.1056,101.815175,81.177325,74.612375
148.150075,101.8342,81.20585,74.626775
148.1911,101.8567,81.239725,74.6532
148.25775,101.874275,81.25765,74.6888
148.276425,101.891825,81.279925,74.7039
148.30835,101.9126,81.299525,74.74115
148.3438,101.92605,81.305325,74.773275
148.395925,101.937925,81.312375,74.790725
148.4255,101.980275,81.340975,74.8152
148.476975,102.015225,81.347675,74.8514
148.52615,102.041825,81.3707,74.8713
148.627525,102.0453,81.3851,74.88825
148.65415,102.06245,81.396075,74.9082
148.69965,102.08095,81.4085,74.9264
148.737075,102.098,81.416025,74.94825
148.78275,102.11795,81.427925,74.96375
148.8046,102.121025,81.4361,74.974125
148.8767,102.123025,81.44375,74.979875
148.913725,102.15195,81.4526,74.9916
148.96315,102.154225,81.457825,75.02095
149.01555,102.177225,81.475475,75.038375
149.05885,102.1951,81.4845,75.0558
149.131925,102.203775,81.50175,75.075775
149.184575,102.214375,81.5099,75.099675
149.208875,102.23005,81.51875,75.1228
149.223475,102.26905,81.5248,75.17245
149.273325,102.280475,81.542025,75.191075
149.36515,102.303025,81.552125,75.2295
149.396,102.318675,81.570425,75.254825
149.44395,102.339925,81.5772,75.2747
149.47395,102.356925,81.58365,75.287475
149.499725,102.374475,81.591825,75.296275
149.534825,102.396025,81.613525,75.305625
149.561075,102.4062,81.623825,75.313975
149.604325,102.42055,81.6405,75.31945
149.658375,102.433025,81.660575,75.32545
149.68365,102.46445,81.674325,75.33645
149.705225,102.466775,81.691125,75.3412
149.735225,102.4769,81.701325,75.349225
149.769175,102.489175,81.713025,75.3545
149.840525,102.52115,81.72295,75.3595
149.85585,102.546825,81.728925,75.365075
149.900575,102.572825,81.742375,75.370175
149.982325,102.5833,81.75205,75.379175
150.05405,102.59605,81.763975,75.3852
150.1124,102.6109,81.775325,75.391675
150.125,102.62665,81.789325,75.3977
150.14395,102.6394,81.7961,75.403875
150.177925,102.65745,81.802275,75.40885
150.265725,102.660025,81.8099,75.4152
150.34375,102.6692,81.81695,75.4224
150.383825,102.681,81.8251,75.431175
150.409075,102.69525,81.83845,75.439525
150.4252,102.728325,81.85645,75.47415
150.4359,102.736875,81.8622,75.50895
150.45135,102.75775,81.875125,75.530975
150.466675,102.765275,81.8831,75.577275
150.477725,102.779075,81.891225,75.603
150.491875,102.78985,81.903025,75.61695
150.516525,102.808775,81.937575,75.62575
150.537675,102.864225,81.94575,75.636275
150.552025,102.882425,81.964625,75.643625
150.5764,102.906425,81.9736,75.65515
150.640625,102.9238,81.99555,75.66045
150.654025,102.9391,82.0098,75.667475
150.667125,102.951775,82.022425,75.675725
150.68565,102.966525,82.042225,75.6822
150.72675,102.985075,82.06235,75.6961
150.747975,103.00095,82.076175,75.700475
150.761625,103.013025,82.09025,75.707725
150.792875,103.027475,82.10335,75.712975
150.805275,103.050175,82.11915,75.720225
150.824225,103.074725,82.1253,75.730125
150.842225,103.077875,82.135375,75.73855
150.858275,103.0955,82.147925,75.760325
150.876,103.10495,82.15545,75.781225
150.8952,103.11645,82.17205,75.800025
150.97205,103.1391,82.192425,75.82145
150.986375,103.14185,82.203775,75.8437
151.0102,103.1578,82.220475,75.85805
151.029575,103.1733,82.227075,75.887275
151.040475,103.190125,82.239375,75.90115
151.0625,103.204875,82.24875,75.91305
151.099475,103.22265,82.2573,75.9193
151.21695,103.240225,82.26165,75.925725
151.335475,103.255775,82.2719,75.933125
151.37645,103.2812,82.28215,75.941575
151.44415,103.300575,82.292875,75.94975
151.47135,103.3357,82.305625,75.957125
151.529125,103.35805,82.317375,75.9713
151.58345,103.392,82.333225,75.977775
151.664725,103.413375,82.345225,75.98725
151.770925,103.4346,82.361225,75.994025
151.8217,103.469375,82.37,76.002325
151.844525,103.529725,82.382,76.014525
151.876275,103.549,82.3973,76.03115
151.9738,103.579,82.40645,76.041575
152.05995,103.59765,82.413625,76.0522
152.11645,103.60915,82.448,76.092725
152.181075,103.63635,82.4757,76.106
152.2935,103.65935,82.490775,76.122875
152.341125,103.6644,82.51085,76.14655
152.416325,103.672175,82.5233,76.1539
152.619525,103.69595,82.5378,76.159175
152.66865,103.71205,82.561025,76.164175
152.744825,103.716825,82.57055,76.169925
152.87325,103.73495,82.584975,76.17485
152.922025,103.750775,82.597725,76.181675
152.973775,103.771275,82.60495,76.186425
153.030025,103.77605,82.613,76.191325
153.14955,103.802925,82.619575,76.19945
153.207675,103.8281,82.627675,76.210825
153.2595,103.85675,82.6458,76.216775
153.2806,103.8665,82.651975,76.229625
153.304625,103.895675,82.66005,76.235
153.344725,103.910875,82.669275,76.240425
153.361575,103.91755,82.7018,76.247225
153.4056,103.924975,82.749925,76.25525
153.44095,103.95035,82.763425,76.272375
153.512625,103.9613,82.774625,76.278875
153.5435,103.978825,82.795475,76.28705
153.6037,103.990125,82.80285,76.29855
153.649075,104.014625,82.823875,76.307025
153.69685,104.03625,82.846175,76.3206
153.75235,104.05075,82.8595,76.331625
153.8011,104.0724,82.88495,76.338275
153.86865,104.087875,82.8942,76.34055
154.02685,104.096725,82.9016,76.347675
154.077625,104.11295,82.91025,76.36055
154.0978,104.1289,82.9181,76.370625
154.140175,104.1414,82.9243,76.38335
154.163975,104.1542,82.934075,76.3943
154.274275,104.171625,82.959125,76.3984
154.367975,104.183,83.053325,76.404575
154.403,104.196175,83.06995,76.410175
154.43745,104.20285,83.080225,76.41465
154.57035,104.2089,83.0885,76.41865
154.594,104.24495,83.13105,76.422675
154.621475,104.261925,83.144625,76.429225
154.6455,104.269375,83.164975,76.438925
154.6601,104.277925,83.175,76.4566
154.758875,104.292325,83.18475,76.476525
154.80205,104.306,83.196475,76.482175
154.844575,104.323875,83.215425,76.490075
154.8626,104.33775,83.258025,76.49725
154.893425,104.346425,83.295375,76.504175
154.9144,104.3582,83.315625,76.521125
154.9517,104.371725,83.337925,76.5282
154.981225,104.382825,83.351025,76.546625
155.0096,104.39205,83.3763,76.55525
155.06005,104.406125,83.39185,76.566125
155.103425,104.414975,83.41035,76.5724
155.132875,104.425325,83.424525,76.579025
155.172225,104.443725,83.453675,76.587125
155.33115,104.47195,83.470075,76.5885
155.3355,104.484825,83.508025,76.621825
155.453025,104.48845,83.5157,76.627625
155.497825,104.49925,83.524575,76.632325
155.527675,104.509175,83.53585,76.63945
155.596225,104.512075,83.542675,76.65835
155.69135,104.525775,83.554925,76.664875
155.7227,104.538625,83.581775,76.6707
155.789425,104.552975,83.591975,76.69055
155.83725,104.565975,83.60285,76.70955
155.864825,104.5856,83.6116,76.72425
155.957175,104.600875,83.629175,76.738625
156.001675,104.62725,83.64085,76.7469
156.055625,104.64355,83.651975,76.7552
156.1174,104.66535,83.66325,76.759625
156.1988,104.682925,83.68785,76.774875
156.2348,104.69325,83.723125,76.7836
156.273775,104.711625,83.737,76.80445
156.31195,104.7161,83.765675,76.808525
156.358325,104.722875,83.77405,76.8221
156.40635,104.733575,83.79065,76.839875
156.46835,104.74375,83.811175,76.847975
156.52155,104.754175,83.828525,76.85305
156.5466,104.7716,83.845875,76.8579
156.56045,104.788825,83.860325,76.862575
156.58885,104.808775,83.874275,76.878975
156.645775,104.832675,83.883675,76.892225
156.727925,104.85805,83.893925,76.9383
156.758775,104.8882,83.89655,76.954225
156.84815,104.914275,83.902075,76.980075
156.9096,104.94255,83.9207,76.997725
156.977225,104.969,83.940775,77.0096
157.02985,104.98625,83.96995,77.017
157.05575,105.024075,83.983,77.0258
157.107,105.039175,84.009325,77.04125
157.139725,105.0511,84.0367,77.0533
157.2059,105.0732,84.062275,77.061025
157.2495,105.0963,84.067,77.078
157.3332,105.110025,84.09345,77.086825
157.401475,105.11475,84.11245,77.0958
157.427125,105.127775,84.143675,77.10965
157.519375,105.129775,84.1659,77.120375
157.5459,105.140975,84.1835,77.1297
157.566575,105.158325,84.1918,77.153625
157.614,105.167675,84.2038,77.162525
157.65715,105.179175,84.21565,77.174725
157.685275,105.186575,84.2231,77.18275
157.77075,105.1994,84.22995,77.20755
157.7996,105.2116,84.240925,77.2322
157.84925,105.22065,84.256525,77.251975
157.92975,105.23195,84.286725,77.264125
157.985725,105.234475,84.311575,77.273675
158.135525,105.24755,84.3225,77.279975
158.262225,105.2514,84.3518,77.296725
158.3031,105.26915,84.378275,77.3004
158.33585,105.284625,84.38945,77.30465
158.401075,105.30715,84.41155,77.310575
158.4539,105.31975,84.4359,77.3172
158.5784,105.329725,84.4467,77.326425
158.6717,105.3516,84.458225,77.335975
158.7029,105.39725,84.465875,77.348175
158.74235,105.436075,84.4771,77.36385
158.7571,105.4733,84.48425,77.374825
158.7869,105.4871,84.489625,77.3915
158.827425,105.516525,84.495475,77.3981
158.955375,105.54865,84.503375,77.407025
159.009525,105.56,84.519325,77.414775
159.1478,105.576675,84.527225,77.4161
159.2011,105.5931,84.5365,77.441625
159.274175,105.6106,84.54235,77.44745
159.303625,105.621625,84.549025,77.454175
159.353075,105.631925,84.5748,77.468475
159.3981,105.648875,84.58085,77.479775
159.447,105.664025,84.5887,77.497125
159.548025,105.685025,84.596125,77.507875
159.586625,105.69215,84.6017,77.51735
159.61995,105.697475,84.624875,77.528825
159.63475,105.701225,84.667475,77.53615
159.677325,105.70485,84.676975,77.545475
159.7092,105.715275,84.694175,77.5565
159.721475,105.72345,84.720075,77.59615
159.7479,105.72975,84.73485,77.60505
159.7782,105.735925,84.751375,77.6267
159.81335,105.740825,84.764275,77.65155
159.853675,105.74675,84.777775,77.670425
159.895975,105.7518,84.78705,77.676025
159.942075,105.75865,84.798575,77.682975
159.9509,105.77265,84.821625,77.69005
159.9946,105.7773,84.8312,77.7015
160.0088,105.78795,84.842175,77.70975
160.04585,105.801475,84.8548,77.714875
160.133275,105.80655,84.8735,77.733025
160.167925,105.807625,84.90355,77.743125
160.20125,105.813475,84.9195,77.756175
160.2291,105.8198,84.930325,77.76665
160.2797,105.838225,84.93715,77.7724
160.3052,105.887125,84.9424,77.783075
160.346025,105.906675,84.954625,77.788975
160.3719,105.9229,84.9751,77.793875
160.388575,105.931525,84.982575,77.7989
160.413125,105.943575,84.9912,77.804475
160.438075,105.963875,85.023625,77.8089
160.4403,105.981475,85.07985,77.81305
160.443125,106.029075,85.088175,77.8228
160.4515,106.0602,85.10265,77.840075
160.456825,106.085575,85.1161,77.847625
160.479925,106.110025,85.1189,77.86345
160.50085,106.157525,85.121375,77.89575
160.546125,106.1809,85.16555,77.90955
160.5635,106.200925,85.184475,77.91755
160.57975,106.219425,85.2022,77.922425
160.6318,106.22255,85.2135,77.934725
160.67035,106.308475,85.222,77.947375
160.6872,106.333,85.233,77.97205
160.709875,106.352675,85.241025,77.9807
160.719825,106.382375,85.24825,78.0087
160.74905,106.399675,85.2642,78.023525
160.806325,106.414925,85.27265,78.042575
160.841325,106.43,85.28005,78.054875
160.863575,106.4536,85.314425,78.0881
160.87295,106.471375,85.328525,78.0988
160.920575,106.488325,85.3606,78.113425
160.951625,106.504975,85.388475,78.124925
160.985375,106.5236,85.416225,78.133925
161.001975,106.5424,85.446125,78.153875
161.04525,106.55575,85.477125,78.16405
161.05575,106.56985,85.494075,78.174025
161.0616,106.61045,85.518625,78.1875
161.0701,106.643325,85.53275,78.199475
161.0879,106.65595,85.553475,78.207125
161.110675,106.6661,85.58435,78.218675
161.1331,106.681925,85.60605,78.2297
161.145675,106.689025,85.627775,78.23895
161.163575,106.697575,85.67625,78.245575
161.175075,106.70465,85.699475,78.25155
161.197775,106.71855,85.721925,78.2578
161.227375,106.73685,85.7514,78.265325
161.243175,106.749725,85.77525,78.2759
161.248175,106.759075,85.786875,78.294175
161.2611,106.768725,85.806675,78.3229
161.28455,106.78135,85.83445,78.338375
161.3054,106.789475,85.84075,78.351675
161.34495,106.795375,85.851475,78.36465
161.3714,106.8029,85.875025,78.38375
161.4,106.805125,85.890925,78.393925
161.411075,106.81705,85.90765,78.4037
161.4257,106.863925,85.9196,78.42515
161.4381,106.90505,85.951475,78.434275
161.47035,106.919225,85.99055,78.441825
161.499825,106.926925,86.0441,78.450275
161.520325,106.94895,86.0634,78.461575
161.523875,106.97605,86.081975,78.47145
161.58265,106.990075,86.0975,78.479025
161.633925,107.023525,86.121625,78.4863
161.75105,107.04865,86.149875,78.503275
161.767175,107.060925,86.16885,78.521225
161.8234,107.068725,86.186575,78.53215
161.882875,107.096675,86.199525,78.540025
161.926475,107.09875,86.2171,78.57215
161.97555,107.1288,86.225525,78.5797
162.07195,107.1437,86.238725,78.591175
162.12225,107.15425,86.253425,78.6072
162.226575,107.181675,86.27255,78.613375
