SPK_SPKC02a (inhibited),SPK_SPKC02b (excited),SPK_SPKC06a (no effect),SPK_SPKC15a (NA)
,548.77085,408.35875,372.86975
,548.80385,408.370275,372.9179
,548.840975,408.37975,372.9277
,548.8816,408.391075,372.94255
,548.9194,408.41175,372.948225
,548.977025,408.4512,372.95325
,548.99285,408.4751,372.95865
,549.005525,408.497225,372.96345
,549.036775,408.53975,372.96745
,549.0733,408.5562,372.980175
,549.1026,408.569875,372.996375
,549.146,408.5943,373.00505
,549.187575,408.611425,373.009075
,549.212225,408.638175,373.03375
,549.230775,408.654225,373.049825
,549.29655,408.6666,373.055625
,549.32685,408.682125,373.06275
,549.3826,408.707225,373.074125
,549.405475,408.716925,373.100525
,549.437075,408.72475,373.107375
,549.46705,408.73755,373.11295
,549.51095,408.75505,373.11955
,549.532575,408.772,373.124175
,549.547625,408.786975,373.151475
,549.57015,408.801525,373.15795
,549.6123,408.82105,373.170125
,549.64845,408.83975,373.19815
,549.693675,408.85155,373.22105
,549.7412,408.8683,373.242325
,549.763475,408.8884,373.264975
,549.788075,408.906475,373.297075
,549.8038,408.933875,373.3243
,549.82115,408.948125,373.3469
,549.841,408.96235,373.3714
,549.864575,408.97385,373.381225
,549.894975,408.984375,373.393825
,549.956475,409.01155,373.40635
,550.008525,409.02255,373.424075
,550.0537,409.030475,373.4417
,550.0974,409.046175,373.47395
,550.13685,409.056475,373.479325
,550.15645,409.0638,373.492775
,550.1889,409.071075,373.502225
,550.2477,409.078,373.5195
,550.282925,409.087125,373.5354
,550.367825,409.110875,373.5431
,550.4373,409.12015,373.567825
,550.52625,409.13605,373.57555
,550.585,409.1516,373.60955
,550.624875,409.165275,373.6178
,550.65595,409.1779,373.62475
,550.69045,409.202975,373.62975
,550.7542,409.2178,373.6358
,550.870775,409.23355,373.663725
,550.9344,409.25135,373.694325
,550.98125,409.268225,373.698225
,551.02795,409.284525,373.702075
,551.071525,409.2979,373.708925
,551.11515,409.310225,373.7131
,551.178275,409.323125,373.721825
,551.247075,409.336025,373.731125
,551.26815,409.3475,373.75975
,551.31115,409.36075,373.7849
,551.382625,409.3688,373.7979
,551.4425,409.3771,373.8178
,551.487875,409.396125,373.841675
,551.5519,409.406325,373.865375
,551.5823,409.41685,373.882725
,551.675475,409.4271,373.90015
,551.696825,409.46995,373.914675
,551.72065,409.485125,373.9522
,551.754925,409.4987,373.96585
,551.768375,409.524075,373.9746
,551.78355,409.53965,373.9987
,551.807225,409.553075,374.060025
,551.876,409.571825,374.074525
,551.9034,409.58195,374.1187
,551.92195,409.59175,374.142075
,551.94735,409.603375,374.19495
,551.970825,409.623925,374.21305
,551.994775,409.640875,374.220725
,552.019225,409.663825,374.245275
,552.04,409.675725,374.367675
,552.062425,409.695175,374.39835
,552.0786,409.7074,374.419075
,552.1161,409.716,374.448575
,552.13555,409.72525,374.469225
,552.158225,409.743425,374.51485
,552.20665,409.759225,374.5313
,552.236825,409.80325,374.606725
,552.25605,409.821975,374.61555
,552.278325,409.825425,374.636325
,552.301525,409.8384,374.656975
,552.331725,409.896575,374.750325
,552.362725,409.913225,374.769475
,552.3968,409.92655,374.784575
,552.440575,409.940475,374.809775
,552.485425,409.9506,374.913875
,552.5367,409.970525,374.932
,552.599575,409.9911,374.94725
,552.63265,410.004975,374.965725
,552.684725,410.0225,374.983575
,552.7102,410.035175,375.020325
,552.741025,410.06255,375.0505
,552.784725,410.0823,375.107775
,552.83255,410.093,375.1649
,552.90255,410.1214,375.1898
,552.942575,410.1672,375.24325
,553.0001,410.16825,375.257675
,553.071375,410.1941,375.309275
,553.118,410.199275,375.3835
,553.1447,410.213325,375.403125
,553.17685,410.225125,375.43665
,553.281,410.2386,375.452025
,553.309875,410.2508,375.466125
,553.322,410.26365,375.48525
,553.356975,410.273375,375.5198
,553.381675,410.28115,375.588225
,553.424,410.294625,375.624175
,553.460325,410.30335,375.636775
,553.49655,410.306875,375.663375
,553.551675,410.31,375.705325
,553.576675,410.31575,375.726325
,553.61705,410.320175,375.7616
,553.652175,410.3222,375.79475
,553.6939,410.32705,375.819225
,553.722375,410.332925,375.833225
,553.74915,410.336225,375.849925
,553.786575,410.354125,375.873425
,553.8125,410.37065,375.895475
,553.884575,410.3823,375.9018
,553.92295,410.390375,375.9101
,553.979525,410.4113,375.918175
,554.018675,410.42265,375.94185
,554.063525,410.441425,375.957
,554.162075,410.468175,375.972525
,554.166775,410.476175,376.00215
,554.196575,410.501175,376.035575
,554.223475,410.52755,376.053775
,554.316975,410.5358,376.0757
,554.3718,410.56225,376.1164
,554.4059,410.571325,376.137575
,554.464,410.598075,376.1803
,554.50755,410.612925,376.1997
,554.639575,410.626375,376.21645
,554.6842,410.650825,376.281725
,554.745225,410.6617,376.32935
,554.785925,410.69095,376.400925
,554.810975,410.7195,376.413275
,554.855325,410.7366,376.449575
,554.873325,410.746025,376.468275
,554.895225,410.75115,376.487
,554.944575,410.788625,376.500375
,555.02915,410.800925,376.538
,555.054175,410.81865,376.5699
,555.0833,410.8522,376.587825
,555.113425,410.86075,376.618575
,555.149625,410.892025,376.65785
,555.16235,410.90835,376.705325
,555.18545,410.930175,376.73995
,555.220325,410.9499,376.75855
,555.249175,410.971075,376.7727
,555.30575,410.98595,376.790525
,555.328375,411.0355,376.8279
,555.4142,411.054125,376.869325
,555.4615,411.06755,376.885025
,555.497075,411.0856,376.903125
,555.598725,411.09355,376.928675
,555.642075,411.102625,376.9435
,555.676275,411.11075,376.957975
,555.70505,411.1285,376.9748
,555.7316,411.1516,377.0433
,555.752075,411.180475,377.06895
,555.7673,411.19895,377.098675
,555.7943,411.21885,377.1189
,555.84045,411.2554,377.148925
,555.8766,411.26825,377.170225
,555.9055,411.280175,377.18095
,555.923075,411.304525,377.2317
,555.944475,411.34055,377.256675
,556.002275,411.36125,377.283875
,556.03905,411.3911,377.322025
,556.102725,411.398975,377.340025
,556.1759,411.421325,377.3677
,556.236875,411.434925,377.39945
,556.279425,411.442575,377.45155
,556.308775,411.477175,377.46795
,556.338825,411.489875,377.495875
,556.451825,411.518575,377.5096
,556.49425,411.53025,377.52675
,556.51995,411.5693,377.55325
,556.55375,411.58155,377.611125
,556.58545,411.6037,377.623475
,556.620425,411.62765,377.663375
,556.654,411.630625,377.701975
,556.671925,411.661225,377.7165
,556.694425,411.668525,377.769525
,556.720275,411.700325,377.784725
,556.76665,411.71315,377.8104
,556.788525,411.725225,377.873125
,556.854425,411.7343,377.895325
,556.953325,411.748375,377.91185
,556.98435,411.750425,377.939125
,557.01565,411.756175,377.95775
,557.049225,411.761875,377.978825
,557.07,411.77985,377.99195
,557.095425,411.78835,378.021
,557.16635,411.7945,378.05275
,557.22235,411.80915,378.06525
,557.249175,411.835825,378.0854
,557.262925,411.855025,378.1045
,557.31685,411.8748,378.11715
,557.3435,411.89805,378.140225
,557.37495,411.9231,378.182025
,557.39255,411.933,378.19655
,557.429325,411.945025,378.219975
,557.45995,411.97565,378.277725
,557.510775,411.992875,378.305625
,557.573675,412.00895,378.327175
,557.5842,412.014275,378.388275
,557.6225,412.038675,378.421975
,557.642275,412.058675,378.450075
,557.65775,412.096125,378.503225
,557.680075,412.118075,378.53885
,557.702275,412.126275,378.5735
,557.735325,412.1441,378.601825
,557.759175,412.1556,378.634125
,557.798075,412.167775,378.664975
,557.824825,412.177625,378.681525
,557.890275,412.189725,378.715775
,557.905425,412.2242,378.781975
,557.922,412.234875,378.792275
,557.935025,412.2607,378.807275
,557.94965,412.2941,378.8251
,557.964075,412.330275,378.86785
,558.006925,412.34445,378.89225
,558.027675,412.373475,378.964725
,558.080925,412.40815,378.995475
,558.12285,412.421625,379.038725
,558.1529,412.452125,379.0546
,558.175675,412.4799,379.078125
,558.2017,412.49715,379.1302
,558.223475,412.519125,379.150075
,558.236575,412.5304,379.166975
,558.28605,412.5567,379.179825
,558.3285,412.68465,379.19
,558.4118,412.738875,379.20745
,558.453025,412.8564,379.22405
,558.514075,412.99535,379.23505
,558.54085,413.112025,379.251325
,558.54835,413.119275,379.317025
,558.553825,413.155475,379.385975
,558.569175,413.234125,379.40365
,558.581625,413.3685,379.433
,558.5951,413.398175,379.4413
,558.603975,413.415675,379.45305
,558.6132,413.4362,379.48125
,558.62265,413.459825,379.4943
,558.630725,413.48265,379.50505
,558.68465,413.488175,379.555125
,558.724675,413.507475,379.562875
,558.732175,413.5302,379.601275
,558.7432,413.533025,379.634875
,558.75165,413.535575,379.656
,558.762975,413.556725,379.69305
,558.786575,413.564425,379.732625
,558.8087,413.57355,379.74675
,558.8531,413.65765,379.786425
,558.865675,413.683925,379.827325
,558.8937,413.711675,379.845675
,558.9371,413.748775,379.8583
,558.958125,413.77345,379.871575
,558.982675,413.783275,379.887075
,559.001025,413.8258,379.8915
,559.027375,413.84525,379.8957
,559.05215,413.863375,379.9172
,559.0924,413.87485,379.92375
,559.151675,413.88245,379.93565
,559.1822,413.895525,379.946575
,559.2016,413.907225,379.96235
,559.217225,413.91175,379.9759
,559.229975,413.921475,379.987025
,559.248525,413.94265,380.001525
,559.3561,413.961675,380.005225
,559.40605,413.9781,380.03415
,559.4821,413.9835,380.0552
,559.529625,413.98915,380.064775
,559.561725,414.0163,380.103
,559.5799,414.027425,380.18785
,559.593575,414.0309,380.2157
,559.6112,414.038925,380.24275
,559.6263,414.0418,380.262575
,559.64395,414.0695,380.2785
,559.66785,414.082125,380.29305
,559.729,414.090825,380.30355
,559.74835,414.1016,380.322
,559.75905,414.127275,380.33705
,559.795825,414.136625,380.3541
,559.842325,414.168425,380.366425
,559.867925,414.1775,380.385125
,559.89475,414.186475,380.394925
,559.93635,414.201,380.49565
,559.9719,414.20245,380.5342
,560.00295,414.208075,380.607575
,560.033875,414.214125,380.699025
,560.045875,414.229675,380.713875
,560.05635,414.2486,380.7341
,560.068,414.277475,380.749475
,560.083025,414.2851,380.786925
,560.100975,414.297475,380.814425
,560.119725,414.3268,380.83595
,560.1398,414.33745,380.859875
,560.158875,414.3563,380.887325
,560.190375,414.37845,380.96475
,560.207825,414.40635,380.9904
,560.226975,414.41535,381.02275
,560.28085,414.4379,381.040225
,560.30895,414.451425,381.056825
,560.333975,414.477575,381.07235
,560.3494,414.49265,381.095825
,560.359275,414.49975,381.10735
,560.368825,414.5184,381.1235
,560.377775,414.541725,381.15095
,560.38785,414.5514,381.173525
,560.4242,414.55905,381.2041
,560.455875,414.56835,381.262025
,560.4674,414.5803,381.3079
,560.496925,414.59,381.3546
,560.531825,414.62435,381.373525
,560.556875,414.6636,381.425875
,560.587425,414.6816,381.45335
,560.69425,414.717825,381.4775
,560.741225,414.72835,381.4915
,560.763725,414.7413,381.51175
,560.78785,414.750375,381.55425
,560.821725,414.76145,381.60145
,560.84925,414.780675,381.64105
,560.8924,414.8036,381.669225
,560.9333,414.832275,381.756375
,560.9755,414.834275,381.809025
,560.9951,414.8843,381.87495
,561.06475,414.8979,381.886675
,561.1067,414.910375,381.9192
,561.1402,414.9216,381.9373
,561.1739,414.934,381.9499
,561.2004,414.946575,382.00505
,561.229675,414.95875,382.034575
,561.281775,414.973125,382.0611
,561.29725,414.986775,382.0909
,561.321175,414.998725,382.1423
,561.354175,415.007775,382.151875
,561.375525,415.025975,382.162975
,561.401,415.03935,382.164025
,561.42855,415.05465,382.1782
,561.4678,415.0857,382.184275
,561.5043,415.100825,382.19215
,561.519375,415.1137,382.195975
,561.640025,415.121525,382.20165
,561.684225,415.132375,382.224925
,561.728025,415.13685,382.23125
,561.764075,415.1405,382.2408
,561.785425,415.15215,382.243625
,561.837875,415.166375,382.261575
,561.86625,415.178275,382.29455
,561.888925,415.18565,382.3104
,561.916375,415.205975,382.376025
,561.946225,415.224075,382.3971
,561.980575,415.23115,382.42525
,562.014275,415.2814,382.44795
,562.0771,415.294525,382.480125
,562.096075,415.301475,382.505275
,562.120825,415.3139,382.5501
,562.174575,415.316875,382.562075
,562.259725,415.327725,382.576475
,562.352825,415.344875,382.595575
,562.405675,415.382925,382.6038
,562.450525,415.392325,382.626525
,562.486725,415.406275,382.6378
,562.55945,415.4168,382.650725
,562.596925,415.427525,382.659225
,562.629375,415.457075,382.6704
,562.664625,415.4722,382.709
,562.69045,415.48735,382.727325
,562.70785,415.498025,382.752225
,562.720425,415.508475,382.7868
,562.73155,415.51745,382.811375
,562.741775,415.532575,382.837075
,562.7508,415.550575,382.863925
,562.823975,415.5659,382.898675
,562.852375,415.585325,382.916625
,562.92785,415.606225,382.932425
,562.980175,415.624275,382.967025
,563.048,415.661825,382.981075
,563.085975,415.718775,382.991075
,563.1165,415.7418,383.014125
,563.157025,415.757425,383.047925
,563.1909,415.7916,383.0673
,563.26055,415.831875,383.083475
,563.333925,415.8573,383.0987
,563.35695,415.87105,383.123975
,563.374025,415.9055,383.141
,563.389775,415.92265,383.15545
,563.41255,415.9445,383.174525
,563.435,415.9554,383.203325
,563.54305,415.986875,383.276925
,563.602325,416.00285,383.291475
,563.6363,416.035475,383.312
,563.7122,416.07465,383.34365
,563.740825,416.093575,383.3554
,563.768475,416.1119,383.38605
,563.804175,416.127275,383.408125
,563.825475,416.1378,383.4249
,563.84965,416.150375,383.4871
,563.88535,416.169675,383.548325
,563.92845,416.20735,383.633825
,563.951875,416.22115,383.652275
,563.97805,416.2372,383.6695
,564.060925,416.244625,383.679425
,564.1064,416.257575,383.689175
,564.170075,416.265425,383.6994
,564.176475,416.269275,383.705475
,564.244625,416.2852,383.7153
,564.28745,416.288575,383.7295
,564.3171,416.303825,383.7401
,564.3708,416.3159,383.7618
,564.423225,416.33,383.77975
,564.4669,416.3336,383.8069
,564.494375,416.3522,383.828775
,564.520575,416.3944,383.842825
,564.55605,416.402075,383.87305
,564.596075,416.440875,383.8813
,564.6273,416.4723,383.888275
,564.65235,416.4833,383.895625
,564.687125,416.50175,383.901475
,564.73765,416.5356,383.9063
,564.77145,416.550125,383.914775
,564.805375,416.555775,383.929025
,564.82025,416.563725,383.9536
,564.861225,416.570075,383.964325
,564.920075,416.594075,383.968475
,564.971875,416.60305,383.9836
,565.00875,416.6086,383.990875
,565.067075,416.62065,383.99525
,565.112025,416.625975,384.003575
,565.1499,416.6305,384.03385
,565.1854,416.635425,384.063
,565.2106,416.636725,384.07195
,565.221075,416.647075,384.198625
,565.2323,416.654,384.2092
,565.255825,416.668925,384.2226
,565.2812,416.69045,384.2349
,565.298475,416.737175,384.280075
,565.3125,416.752525,384.296175
,565.3396,416.763625,384.318925
,565.451175,416.79095,384.3351
,565.486875,416.79425,384.3476
,565.53195,416.802825,384.356225
,565.5892,416.80885,384.36635
,565.61115,416.828625,384.375975
,565.637025,416.8462,384.396875
,565.66195,416.860375,384.41885
,565.69035,416.915625,384.439025
,565.72695,416.9198,384.44435
,565.76455,416.932975,384.447825
,565.78205,416.959475,384.454675
,565.824,416.9621,384.467325
,565.84545,416.98965,384.480825
,565.88855,416.99285,384.487675
,565.925675,417.002475,384.4923
,565.956575,417.0076,384.50475
,566.01655,417.033475,384.51055
,566.05315,417.0435,384.515775
,566.08585,417.055725,384.5215
,566.121175,417.0817,384.5283
,566.1613,417.085825,384.621
,566.221225,417.0873,384.646825
,566.26525,417.09735,384.679125
,566.2997,417.108225,384.6934
,566.35125,417.121175,384.72
,566.427325,417.13115,384.728675
,566.46785,417.144725,384.735975
,566.526175,417.14905,384.768125
,566.5753,417.15445,384.78065
,566.619675,417.163225,384.792675
,566.667975,417.195675,384.79785
,566.704625,417.214675,384.821125
,566.741725,417.230125,384.82595
,566.77685,417.233675,384.8374
,566.8338,417.237575,384.84355
,566.899025,417.254775,384.85225
,566.939875,417.26115,384.8589
,566.974075,417.276225,384.87075
,567.0041,417.28435,384.878
,567.04825,417.3,384.8861
,567.072675,417.313625,384.903275
,567.09895,417.322025,384.91
,567.18285,417.3443,384.946275
,567.207075,417.360025,384.955075
,567.22865,417.377375,384.965325
,567.2758,417.382825,384.97805
,567.3409,417.4002,384.994
,567.4461,417.415,385.0126
,567.4784,417.436,385.026375
,567.514825,417.442225,385.035825
,567.526025,417.447325,385.052
,567.528475,417.4679,385.077275
,567.5415,417.4894,385.089025
,567.559175,417.5085,385.105275
,567.5765,417.51535,385.11305
,567.6038,417.557925,385.135575
,567.687575,417.565275,385.156875
,567.727025,417.573325,385.201475
,567.76655,417.5774,385.214075
,567.7955,417.5816,385.22435
,567.8304,417.61355,385.23605
,567.870825,417.62115,385.2642
,567.902675,417.638775,385.279025
,568.01145,417.662075,385.287425
,568.0559,417.679925,385.297625
,568.096175,417.69175,385.33195
,568.1354,417.698,385.3691
,568.175625,417.7116,385.3799
,568.19895,417.7178,385.38915
,568.209875,417.743075,385.47485
,568.221425,417.749725,385.48565
,568.27405,417.75815,385.49725
,568.31885,417.8025,385.5146
,568.3901,417.8179,385.52595
,568.42485,417.8596,385.572175
,568.477975,417.869225,385.616825
,568.527325,417.9155,385.628325
,568.5752,417.922025,385.640925
,568.637525,417.939975,385.653475
,568.67935,417.9532,385.6594
,568.7433,417.96845,385.66915
,568.7845,418.028475,385.745475
,568.80875,418.082725,385.775725
,568.867525,418.097475,385.787625
,568.896625,418.123725,385.80315
,568.93845,418.136975,385.815475
,568.977125,418.158275,385.8246
,568.994025,418.163,385.833375
,569.02985,418.1998,385.845675
,569.066225,418.21665,385.859375
,569.122525,418.238975,385.9029
,569.140175,418.30955,385.91035
,569.16195,418.333525,385.9175
,569.1896,418.361175,385.947325
,569.228075,418.380075,385.963175
,569.2669,418.400675,385.96925
,569.292575,418.4155,385.97435
,569.354425,418.44785,386.0079
,569.41345,418.46005,386.036
,569.4401,418.475,386.06185
,569.468675,418.4963,386.0749
,569.539925,418.52155,386.0886
,569.562825,418.52615,386.103725
,569.618425,418.58795,386.142625
,569.660475,418.59865,386.15625
,569.71315,418.613425,386.18025
,569.764125,418.623575,386.1923
,569.793175,418.629,386.206275
,569.861325,418.6425,386.219425
,569.878225,418.669475,386.2574
,569.896875,418.724625,386.296175
,569.9117,418.740425,386.303125
,569.952375,418.7444,386.31225
,569.99795,418.74795,386.31885
,570.031075,418.751525,386.32435
,570.063125,418.754725,386.331075
,570.09445,418.779175,386.34635
,570.11845,418.783975,386.354975
,570.1433,418.8121,386.362275
,570.17485,418.817375,386.36875
,570.20885,418.821975,386.394825
,570.22915,418.8279,386.4042
,570.269575,418.84325,386.424175
,570.2959,418.846875,386.509225
,570.3329,418.86885,386.546575
,570.395525,418.883925,386.5805
,570.4289,418.8889,386.632075
,570.500025,418.89275,386.64725
,570.591525,418.896675,386.6503
,570.617575,418.90465,386.686075
,570.7479,418.918375,386.708175
,570.77025,418.9287,386.752975
,570.80585,418.931825,386.81505
,570.8482,418.9404,386.832
,570.90395,418.955675,386.848125
,570.953075,418.9599,386.860975
,571.02095,418.967325,386.873925
,571.06605,418.994025,386.9081
,571.0843,419.0183,386.931525
,571.109475,419.03825,386.944875
,571.145425,419.048075,386.96365
,571.17815,419.05115,386.98965
,571.242575,419.057075,386.997625
,571.2767,419.0846,387.01825
,571.354375,419.08975,387.027525
,571.381475,419.095275,387.038025
,571.40765,419.105125,387.04355
,571.45575,419.109375,387.07645
,571.480225,419.11765,387.08965
,571.506975,419.149775,387.1115
,571.55985,419.156375,387.138675
,571.597575,419.165775,387.17725
,571.62935,419.213925,387.20025
,571.661375,419.2287,387.21215
,571.6921,419.25925,387.23515
,571.73805,419.27625,387.261525
,571.792825,419.286,387.279475
,571.82025,419.289525,387.30225
,571.858825,419.3074,387.323875
,571.905025,419.3155,387.352025
,571.927,419.329175,387.371875
,571.94985,419.3421,387.4005
,571.98415,419.371075,387.41515
,572.00925,419.39485,387.43005
,572.02675,419.4185,387.47515
,572.05395,419.43655,387.484375
,572.086025,419.455875,387.503575
,572.141875,419.506675,387.529975
,572.18595,419.522125,387.5402
,572.224825,419.540775,387.5465
,572.249425,419.5538,387.553575
,572.283475,419.5685,387.564125
,572.37305,419.58695,387.5721
,572.409375,419.61465,387.593175
,572.476675,419.644475,387.598525
,572.538725,419.66805,387.606225
,572.5644,419.69665,387.6805
,572.581175,419.715475,387.687125
,572.6188,419.732775,387.8011
,572.642175,419.753575,387.846775
,572.66855,419.778575,387.94765
,572.712575,419.7971,388.0127
,572.7303,419.81135,388.024775
,572.777725,419.833725,388.051725
,572.82205,419.84845,388.0688
,572.911525,419.8561,388.080075
,573.0058,419.862625,388.1077
,573.050675,419.8684,388.11945
,573.11905,419.8845,388.14205
,573.16715,419.951075,388.208225
,573.1908,419.9682,388.220725
,573.2048,419.97925,388.243875
,573.229075,419.9926,388.253875
,573.299325,420.0011,388.26345
,573.326375,420.0117,388.30265
,573.352125,420.069975,388.30885
,573.355825,420.102575,388.33705
,573.37495,420.136075,388.344825
,573.40085,420.153325,388.362425
,573.420825,420.17665,388.370525
,573.459625,420.19335,388.3838
,573.4825,420.2064,388.414025
,573.574475,420.2639,388.42475
,573.605475,420.289975,388.433775
,573.6369,420.29975,388.469175
,573.675075,420.3094,388.48155
,573.70135,420.3353,388.50225
,573.73165,420.345375,388.523675
,573.760025,420.3578,388.531375
,573.784375,420.36805,388.554275
,573.8294,420.379575,388.563975
,573.866725,420.3833,388.58785
,573.886725,420.387325,388.6041
,573.9044,420.39185,388.621625
,573.949725,420.400225,388.651475
,573.971525,420.435275,388.66295
,574.00945,420.441,388.677025
,574.05195,420.45875,388.7091
,574.0933,420.465725,388.719625
,574.123675,420.468575,388.737075
,574.1441,420.493025,388.765125
,574.2308,420.5053,388.78575
,574.29715,420.518175,388.795925
,574.3008,420.530525,388.80925
,574.335925,420.54555,388.8193
,574.35595,420.557225,388.8371
,574.38745,420.570075,388.848625
,574.466575,420.5799,388.881725
,574.495475,420.592275,388.89345
,574.524775,420.605675,388.909225
,574.55235,420.639575,388.945725
,574.593975,420.649075,388.963725
,574.6375,420.664525,388.979175
,574.6725,420.680025,388.9888
,574.70275,420.688825,389.00325
,574.762925,420.70025,389.020125
,574.79075,420.72145,389.043825
,574.827075,420.74655,389.046475
,574.85365,420.764375,389.074175
,574.88615,420.779575,389.083175
,574.93115,420.802725,389.09835
,574.97195,420.82385,389.237725
,575.013875,420.85205,389.277125
,575.04895,420.86705,389.307775
,575.0865,420.87595,389.32155
,575.115575,420.884825,389.350975
,575.15175,420.894625,389.363475
,575.191125,420.9035,389.379675
,575.212825,420.914925,389.398275
,575.272325,420.9298,389.442225
,575.308475,420.942075,389.492575
,575.344375,420.9623,389.50665
,575.3625,420.96725,389.52185
,575.391925,420.9763,389.536825
,575.4235,420.98675,389.5786
,575.44785,420.992825,389.625775
,575.482,420.9997,389.65185
,575.529975,421.020875,389.667
,575.571075,421.033,389.697625
,575.611525,421.04205,389.7379
,575.65,421.052075,389.764275
,575.674175,421.07045,389.842475
,575.717625,421.084425,389.85775
,575.774575,421.100825,389.891875
,575.806425,421.11585,389.910675
,575.869325,421.13615,389.9263
,575.910875,421.15145,389.94335
,575.9386,421.16975,389.962575
,575.995475,421.181475,389.9744
,576.0467,421.1948,390.0312
,576.077225,421.21205,390.0608
,576.110925,421.23,390.08
,576.188025,421.24765,390.097775
,576.215675,421.25815,390.137525
,576.242025,421.271075,390.18965
,576.257625,421.29125,390.2592
,576.276775,421.301525,390.303875
,576.3021,421.310025,390.402225
,576.32775,421.318275,390.427225
,576.356175,421.34495,390.455925
,576.38015,421.371975,390.47475
,576.421575,421.383525,390.495375
,576.463425,421.393925,390.529075
,576.51035,421.4018,390.6035
,576.53315,421.40735,390.6195
,576.557425,421.4159,390.639725
,576.6181,421.4228,390.67805
,576.698775,421.42955,390.692925
,576.7283,421.4367,390.702875
,576.7751,421.447375,390.714925
,576.8205,421.462075,390.727875
,576.878775,421.469875,390.737125
,576.96745,421.4804,390.743575
,577.017575,421.504,390.75565
,577.051275,421.51195,390.777925
,577.09395,421.51925,390.79615
,577.133025,421.52565,390.818775
,577.1893,421.5335,390.835175
,577.219925,421.53915,390.8478
,577.242275,421.54715,390.884875
,577.289775,421.55725,390.914475
,577.331225,421.571325,390.92905
,577.39345,421.57685,390.943175
,577.42815,421.58245,390.950675
,577.458475,421.586775,390.994825
,577.486875,421.5961,391.0049
,577.54315,421.60175,391.01895
,577.584275,421.613575,391.030375
,577.62265,421.6207,391.037925
,577.697725,421.63585,391.06445
,577.77205,421.648925,391.07355
,577.83915,421.655375,391.08525
,577.879325,421.665975,391.110625
,577.942125,421.673825,391.13185
,577.948075,421.680825,391.144525
,578.0185,421.701775,391.161225
,578.07595,421.7348,391.18045
,578.154325,421.7425,391.1952
,578.185875,421.743925,391.21895
,578.2017,421.74505,391.2294
,578.2184,421.75355,391.2422
,578.244725,421.759425,391.26275
,578.269025,421.789075,391.275075
,578.2933,421.7999,391.291225
,578.3245,421.819375,391.318
,578.34595,421.835475,391.331125
,578.362775,421.84545,391.35985
,578.3806,421.854575,391.403275
,578.40145,421.86915,391.41695
,578.42815,421.8765,391.4312
,578.440975,421.8881,391.4381
,578.4575,421.8955,391.4507
,578.4825,421.9013,391.498875
,578.57695,421.910425,391.598075
,578.6063,421.914075,391.650225
,578.625675,421.9268,391.69015
,578.649175,421.934575,391.7865
,578.65095,421.9434,391.814625
,578.677125,421.950225,391.84415
,578.705925,421.963925,391.870825
,578.73615,421.965025,391.9717
,578.761875,421.9757,392.011
,578.78355,421.98105,392.098625
,578.83435,421.9954,392.11765
,578.882675,422.001325,392.163625
,578.905425,422.0246,392.28055
,578.940825,422.0327,392.385075
,578.96365,422.0516,392.433725
,578.98385,422.058325,392.5644
,579.00455,422.064375,392.59755
,579.029575,422.070775,392.617375
,579.0547,422.0841,392.687375
,579.09815,422.09355,392.714575
,579.137,422.10225,392.743975
,579.16275,422.117325,392.8707
,579.2245,422.123025,392.918525
,579.251925,422.14425,392.94895
,579.3025,422.156475,392.9701
,579.340725,422.172875,393.063375
,579.363975,422.18365,393.074175
,579.39815,422.2012,393.09015
,579.4541,422.214475,393.115175
,579.5,422.226975,393.1541
,579.54645,422.234575,393.2079
,579.56055,422.2447,393.242025
,579.569925,422.257625,393.303325
,579.585925,422.273625,393.32185
,579.605325,422.281975,393.372025
,579.63535,422.298375,393.39105
,579.661475,422.3101,393.404275
,579.7012,422.3299,393.42905
,579.743325,422.358175,393.4632
,579.773425,422.383625,393.47645
,579.8398,422.409975,393.505275
,579.890375,422.423825,393.5199
,579.906875,422.433375,393.55655
,579.9353,422.4505,393.5804
,580.0679,422.4845,393.623525
,580.178525,422.52875,393.65105
,580.21405,422.5561,393.740025
,580.254075,422.5774,393.763275
,580.303525,422.60015,393.782325
,580.36095,422.61305,393.804425
,580.3762,422.63115,393.82505
,580.39135,422.67325,393.84545
,580.412025,422.707725,393.856225
,580.45445,422.725075,393.891
,580.5,422.7583,393.90825
,580.533475,422.7798,393.93535
,580.594475,422.807875,393.950425
,580.627825,422.856175,393.965725
,580.65145,422.889975,393.99395
,580.703325,422.9208,394.102675
,580.8206,422.94505,394.1198
,580.85395,422.9789,394.1482
,580.8803,423.011925,394.179375
,580.912225,423.041925,394.20375
,580.95865,423.060575,394.21015
,581.01765,423.08675,394.248175
,581.041825,423.1148,394.258825
,581.112575,423.13655,394.271
,581.142125,423.151975,394.28905
,581.171975,423.1744,394.302275
,581.221675,423.191025,394.3072
,581.241425,423.221575,394.308475
,581.256075,423.247025,394.31595
,581.27565,423.26935,394.329425
,581.282425,423.29355,394.341125
,581.296275,423.32695,394.355425
,581.308275,423.349575,394.385475
,581.3159,423.384525,394.403125
,581.327025,423.399175,394.52185
,581.3404,423.413675,394.571625
,581.354375,423.4502,394.614825
,581.387825,423.469975,394.633675
,581.4176,423.489325,394.660875
,581.46015,423.5074,394.675425
,581.508025,423.533725,394.69
,581.5311,423.55025,394.706825
,581.553475,423.577525,394.7929
,581.607475,423.59245,394.839075
,581.63685,423.632525,394.89165
