SPK_SPKC01a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10b (NA),SPK_SPKC14a (NA)
38.1995,33.779575,49.97645,210.012675
38.228275,33.8035,49.991825,210.1721
38.24765,33.831525,50.0033,210.21895
38.2686,33.851675,50.00645,210.238675
38.290475,33.9158,50.0229,210.281875
38.308175,33.92425,50.0444,210.322925
38.337175,33.93615,50.045425,210.40305
38.359625,33.955025,50.06655,210.440575
38.400075,33.9709,50.092325,210.472775
38.421125,34.002025,50.094075,210.519125
38.44745,34.045775,50.111925,210.620725
38.465,34.06245,50.138975,210.682975
38.487325,34.081125,50.17115,210.71185
38.505675,34.112575,50.206825,210.8333
38.52605,34.1422,50.2094,210.87545
38.542775,34.144825,50.240475,210.90665
38.559675,34.15425,50.246525,210.94155
38.57995,34.16835,50.248375,211.056925
38.60315,34.1899,50.261275,211.298225
38.629375,34.234225,50.280375,211.337925
38.648775,34.265475,50.31255,211.3854
38.675925,34.277525,50.34015,211.488125
38.698625,34.332975,50.355625,211.497075
38.716025,34.345575,50.365925,211.56225
38.74735,34.34895,50.38005,211.5861
38.77,34.3721,50.4004,211.643375
38.786375,34.400575,50.409675,211.66065
38.799825,34.44565,50.4222,211.786775
38.809525,34.458125,50.442675,211.831125
38.828075,34.5154,50.45495,211.863675
38.847225,34.54655,50.4833,211.9265
38.871075,34.568725,50.486075,211.945625
38.894525,34.6045,50.5021,212.063275
38.913575,34.622575,50.513925,212.1901
38.928725,34.640275,50.52045,212.2243
38.957625,34.718125,50.526225,212.2682
38.976975,34.736875,50.540525,212.2926
38.98315,34.7532,50.563475,212.30875
39.007025,34.8076,50.580175,212.34375
39.018575,34.819625,50.608225,212.5257
39.030875,34.876725,50.632425,212.568475
39.057075,34.936225,50.6465,212.584425
39.0703,34.967775,50.666,212.59545
39.0825,34.98645,50.709525,212.61585
39.107125,35.01005,50.743125,212.64305
39.127,35.0511,50.79455,212.6553
39.150625,35.122925,50.82605,212.679675
39.181725,35.152425,50.84715,212.695025
39.198,35.2027,50.88325,212.71345
39.230175,35.266225,50.9091,212.75815
39.2611,35.2915,50.960325,212.816375
39.28825,35.31845,51.009325,212.864625
39.354625,35.362825,51.029175,212.87665
39.382375,35.36885,51.0501,212.9183
39.385375,35.402225,51.051725,213.019075
39.414675,35.416725,51.0909,213.03865
39.439575,35.438125,51.195575,213.09705
39.44775,35.449575,51.21955,213.125825
39.459475,35.482725,51.28855,213.1649
39.473975,35.493475,51.317675,213.214725
39.499575,35.514,51.342025,213.335175
39.5232,35.5288,51.3713,213.357125
39.559575,35.55045,51.410375,213.37385
39.5788,35.567725,51.4441,213.454275
39.593725,35.5814,51.475225,213.46115
39.6283,35.61295,51.5113,213.5053
39.651925,35.623575,51.55775,213.52195
39.678525,35.648575,51.59135,213.5322
39.701775,35.674475,51.63605,213.555025
39.72975,35.6863,51.651025,213.6047
39.7545,35.7482,51.682225,213.6446
39.78395,35.762875,51.72825,213.698975
39.80755,35.789225,51.755225,213.773875
39.840475,35.809725,51.777625,213.866475
39.8757,35.819125,51.853325,213.890825
39.900675,35.83605,51.934725,213.893925
39.926375,35.852375,51.967175,213.9049
39.9477,35.886525,51.989675,213.93775
39.9716,35.91345,52.039875,213.99665
39.999925,35.932525,52.082925,214.017375
40.016925,35.965875,52.11105,214.024875
40.03685,36.020825,52.136125,214.03595
40.065775,36.0404,52.183525,214.0587
40.090175,36.060125,52.194725,214.092825
40.106675,36.09365,52.21925,214.1067
40.1465,36.133375,52.2618,214.13805
40.179925,36.1684,52.27545,214.2362
40.20485,36.182975,52.303875,214.2951
40.2269,36.219075,52.357375,214.32415
40.252025,36.23405,52.387125,214.3519
40.279025,36.285475,52.41215,214.366975
40.305225,36.29485,52.451825,214.41165
40.32725,36.303575,52.4883,214.454
40.35225,36.32345,52.51245,214.555725
40.378975,36.350875,52.5393,214.5797
40.4044,36.3696,52.56055,214.6101
40.43035,36.382725,52.5869,214.65045
40.452625,36.402625,52.623075,214.68135
40.4832,36.416775,52.67995,214.71415
40.50705,36.453875,52.696525,214.751425
40.5329,36.517525,52.73695,214.79495
40.56575,36.54985,52.8073,214.8374
40.58965,36.585525,52.824375,215.0079
40.62555,36.610575,52.872625,215.03285
40.663375,36.6345,52.899875,215.06325
40.6838,36.653275,52.92095,215.1362
40.7146,36.686025,52.9503,215.257025
40.734225,36.73685,52.988725,215.307025
40.736975,36.761075,53.052475,215.32755
40.77275,36.78045,53.08855,215.3511
40.807225,36.8075,53.10805,215.370125
40.839325,36.82945,53.1113,215.390975
40.861225,36.845225,53.1136,215.4043
40.881725,36.8591,53.142775,215.44315
40.912425,36.8941,53.15845,215.476925
40.940875,36.9172,53.161375,215.591825
40.9559,36.953325,53.2036,215.617675
40.965475,36.96675,53.2215,215.7067
40.97325,36.978725,53.243125,215.736275
40.9983,36.98705,53.260875,215.748225
41.025,36.9955,53.302625,215.7845
41.047825,37.05485,53.30385,215.80085
41.072275,37.095625,53.33055,215.83905
41.09685,37.125825,53.359875,215.8487
41.119675,37.138975,53.383725,215.8768
41.191575,37.15015,53.420525,215.91685
41.220025,37.18975,53.43725,215.95855
41.247675,37.21705,53.46195,215.9807
41.2814,37.259525,53.49795,216.05765
41.311375,37.281225,53.5285,216.077325
41.337,37.3194,53.5568,216.106575
41.377575,37.3634,53.583075,216.13975
41.4067,37.383375,53.61165,216.158875
41.442825,37.40145,53.653075,216.172075
41.502625,37.41555,53.682025,216.20855
41.532575,37.4436,53.70275,216.242975
41.557425,37.465975,53.728625,216.264975
41.59545,37.471975,53.758,216.3409
41.612475,37.494,53.777275,216.358625
41.643625,37.50795,53.806475,216.4489
41.667575,37.515725,53.8309,216.467775
41.683325,37.527625,53.8556,216.53685
41.707,37.560975,53.905325,216.564725
41.72735,37.58455,53.936925,216.61155
41.769825,37.59065,53.970175,216.7679
41.790175,37.5971,53.99245,216.785025
41.81655,37.6043,54.008625,217.076175
41.8465,37.61985,54.02985,217.1026
41.88435,37.629725,54.0477,217.131075
41.9097,37.63595,54.062425,217.18105
41.93195,37.64505,54.06935,217.25125
41.9555,37.6479,54.074625,217.2972
41.9858,37.662475,54.09715,217.35545
42.01305,37.665875,54.117775,217.5118
42.033425,37.671125,54.134475,217.5608
42.066975,37.692875,54.15365,217.60905
42.0926,37.708025,54.17035,217.719625
42.116,37.7164,54.1873,217.755225
42.1449,37.720375,54.20465,217.799925
42.170575,37.747875,54.22605,217.848025
42.2025,37.752625,54.263475,217.8908
42.229425,37.76065,54.282275,217.92265
42.257125,37.765575,54.311825,217.934625
42.2979,37.778725,54.3308,218.190075
42.326975,37.793475,54.34635,218.20875
42.35045,37.8058,54.361625,218.2607
42.376775,37.812975,54.381075,218.34835
42.4036,37.824775,54.394775,218.3719
42.434275,37.8442,54.407825,218.4516
42.4617,37.8667,54.41435,218.57425
42.49085,37.8703,54.422725,218.59885
42.513375,37.885925,54.435725,218.68175
42.545275,37.893025,54.467,218.69995
42.570775,37.89995,54.499425,218.747875
42.591375,37.914425,54.580775,218.77365
42.625475,37.922925,54.650775,218.80985
42.656075,37.93875,54.674475,218.891975
42.679925,37.943525,54.700275,218.9998
42.72555,37.955125,54.724525,219.128125
42.7561,37.9578,54.749475,219.14155
42.782675,37.967625,54.778425,219.1722
42.811625,37.975675,54.790275,219.187975
42.839825,37.986175,54.815825,219.2048
42.8685,37.999,54.846425,219.313125
42.9059,38.00435,54.877125,219.3401
42.9315,38.021725,54.8907,219.427275
42.953725,38.0707,54.8983,219.4409
42.97085,38.089025,54.9283,219.46275
42.99635,38.10335,54.987175,219.5006
43.0235,38.12455,55.027575,219.523375
43.04535,38.1342,55.044375,219.603625
43.0731,38.156,55.0541,219.6174
43.105875,38.1754,55.091575,219.659925
43.13375,38.18155,55.117225,219.687525
43.15235,38.21275,55.1606,219.731175
43.1778,38.219975,55.18455,219.746175
43.197725,38.2441,55.209775,219.78215
43.2242,38.3051,55.239575,219.88545
43.24725,38.35215,55.266325,219.9432
43.27775,38.366725,55.294825,219.973575
43.3058,38.42335,55.35035,220.00775
43.32625,38.44625,55.381075,220.044475
43.351175,38.474725,55.396675,220.141875
43.3694,38.48945,55.465425,220.17225
43.386325,38.521975,55.500025,220.196175
43.409075,38.575475,55.54345,220.231675
43.43345,38.602025,55.6236,220.28165
43.45115,38.619175,55.668675,220.302175
43.48,38.648425,55.69745,220.36015
43.5045,38.670925,55.778575,220.472225
43.527175,38.678125,55.79715,220.541725
43.55645,38.695325,55.86185,220.6961
43.581425,38.719775,55.876675,220.731625
43.602075,38.74265,55.9008,220.7826
43.617175,38.751075,55.9186,220.7923
43.63855,38.7535,55.937825,220.819025
43.65745,38.777525,55.95455,220.924425
43.6833,38.7917,55.958175,220.9373
43.73915,38.825975,55.9721,220.990225
43.800725,38.86905,55.987025,221.019025
43.82605,38.932475,56.0099,221.054925
43.855125,38.9735,56.04095,221.099175
43.9298,38.99415,56.06855,221.118175
43.953025,39.037125,56.08885,221.136375
43.9711,39.049775,56.107325,221.16625
43.997075,39.155725,56.110125,221.180125
44.019875,39.190675,56.132275,221.210725
44.05395,39.207125,56.15745,221.230225
44.074525,39.2402,56.188525,221.258275
44.0947,39.25215,56.19105,221.302425
44.11405,39.277925,56.234675,221.3692
44.1361,39.31255,56.28855,221.394325
44.15965,39.349475,56.310375,221.42335
44.2252,39.4114,56.328225,221.480275
44.245275,39.46305,56.33505,221.5066
44.25425,39.489025,56.3548,221.5223
44.261925,39.4982,56.374525,221.558475
44.3148,39.519525,56.4012,221.584425
44.333375,39.526925,56.416025,221.6049
44.3769,39.536275,56.446575,221.620675
44.4331,39.557325,56.473275,221.663125
44.47375,39.6015,56.48385,221.720075
44.498125,39.6353,56.498175,221.734725
44.522525,39.6583,56.50195,221.762075
44.542025,39.693175,56.533675,221.775025
44.571975,39.715425,56.5766,221.7894
44.609,39.741625,56.5785,221.79905
44.631275,39.781,56.6062,221.83845
44.654925,39.798125,56.61175,221.92405
44.67995,39.835225,56.640725,221.93525
44.712575,39.895625,56.662225,222.018475
44.73955,39.903425,56.693225,222.031675
44.7649,39.9231,56.7306,222.1332
44.785475,39.96505,56.7636,222.209675
44.8101,39.995575,56.795125,222.252775
44.8357,40.01785,56.81625,222.3147
44.864375,40.03115,56.8541,222.410625
44.8853,40.08865,56.87915,222.431825
44.9403,40.10745,56.908475,222.499475
44.961275,40.108875,56.9318,222.576975
44.981425,40.15315,56.964675,222.667325
45.006725,40.185975,57.021875,222.669575
45.035475,40.241675,57.07465,222.69035
45.1037,40.26435,57.107675,222.70595
45.1578,40.28405,57.128325,222.734225
45.168975,40.31335,57.165925,222.760575
45.186525,40.353,57.177,222.769825
45.20155,40.37055,57.1922,222.932025
45.215925,40.3905,57.221375,222.9794
45.233975,40.4131,57.237875,223.073725
45.25625,40.45745,57.2535,223.087075
45.2747,40.481,57.296075,223.1293
45.29395,40.509275,57.3392,223.205
45.317975,40.54685,57.375475,223.331125
45.339075,40.592,57.444375,223.34765
45.363675,40.6132,57.4707,223.36
45.383375,40.634475,57.532925,223.378275
45.404975,40.66835,57.558575,223.43745
45.422575,40.74215,57.58805,223.465975
45.441925,40.751075,57.61275,223.50475
45.467425,40.75805,57.651,223.5362
45.5016,40.78535,57.681425,223.6407
45.525025,40.842,57.69495,223.664075
45.551875,40.8712,57.71785,223.690875
45.573925,40.901325,57.719675,223.716825
45.599275,40.934225,57.74705,223.7523
45.63355,40.955175,57.77985,223.77595
45.65705,41.0101,57.799075,223.793975
45.677875,41.051325,57.827725,223.835175
45.6936,41.06805,57.858875,224.019025
45.7106,41.098275,57.90415,224.03025
45.7365,41.116625,57.9509,224.2342
45.756325,41.1511,57.9539,224.262925
45.7742,41.164175,58.0013,224.2781
45.7936,41.18305,58.036875,224.4135
45.8162,41.1936,58.066125,224.518325
45.85985,41.212875,58.123575,224.6307
45.8827,41.2827,58.1925,224.705125
45.910875,41.297075,58.2266,224.78635
45.92925,41.322925,58.3144,224.80835
45.95765,41.33065,58.37335,224.830925
45.9885,41.360625,58.416975,224.861225
46.036425,41.3847,58.462225,224.9116
46.0545,41.398875,58.51485,224.92415
46.078125,41.4348,58.567325,225.01765
46.100075,41.456925,58.60135,225.051825
46.12385,41.467425,58.636825,225.1246
46.1506,41.4895,58.679025,225.149775
46.176925,41.550425,58.71405,225.199375
46.194725,41.558875,58.75405,225.2436
46.23575,41.5885,58.78295,225.29555
46.258,41.6008,58.81315,225.304575
46.28375,41.612075,58.844375,225.3323
46.312525,41.656025,58.8777,225.372325
46.33855,41.68105,58.9395,225.4274
46.367025,41.699825,58.9785,225.44845
46.395625,41.7156,59.01045,225.4949
46.414325,41.73685,59.058125,225.582375
46.438625,41.74125,59.14785,225.620025
46.460275,41.754775,59.1687,225.64245
46.478925,41.77425,59.185525,225.689225
46.4951,41.810025,59.21865,225.723475
46.532375,41.82405,59.234,225.741
46.55705,41.82785,59.294475,225.794425
46.574875,41.847025,59.32955,225.81095
46.596525,41.8729,59.3654,225.83095
46.6256,41.893025,59.39765,225.86745
46.651275,41.917575,59.423025,225.90585
46.670675,41.92995,59.45745,225.91925
46.6919,42.00425,59.45965,225.969375
46.7178,42.020725,59.489675,226.017325
46.749725,42.032125,59.49735,226.040525
46.782925,42.0536,59.5253,226.055375
46.802625,42.073425,59.543625,226.09975
46.828125,42.0946,59.55815,226.128275
46.85035,42.106625,59.601875,226.142025
46.872675,42.1549,59.633325,226.164225
46.895,42.195525,59.63935,226.295325
46.912125,42.199275,59.69545,226.3328
46.928725,42.23365,59.70365,226.362325
46.94465,42.24875,59.7554,226.4388
46.9863,42.25745,59.7797,226.44685
47.02035,42.27195,59.85645,226.45935
47.044725,42.2821,59.86145,226.46925
47.07375,42.300525,59.8948,226.4963
47.098925,42.3194,59.9447,226.537325
47.099925,42.336,59.98335,226.5676
47.11865,42.34765,60.0527,226.5938
47.1303,42.374025,60.130975,226.627525
47.1518,42.395425,60.185675,226.67495
47.17605,42.409625,60.21385,226.789275
47.19015,42.423325,60.2469,226.8027
47.2121,42.4358,60.256575,226.8153
47.2431,42.440925,60.276375,226.886275
47.29485,42.460475,60.320575,226.9251
47.320975,42.472725,60.34405,227.153825
47.3471,42.48735,60.38325,227.1825
47.3694,42.521325,60.41135,227.209475
47.38795,42.533025,60.47715,227.358925
47.4073,42.542475,60.503575,227.385225
47.4238,42.55875,60.519825,227.404475
47.440225,42.5758,60.53945,227.4249
47.460675,42.58655,60.545325,227.504775
47.485225,42.600475,60.5753,227.64065
47.5072,42.6222,60.64515,227.64685
47.530875,42.64525,60.721025,227.72185
47.554725,42.6612,60.78405,227.741075
47.57235,42.669025,60.829325,227.80105
47.593325,42.693275,60.88575,227.835625
47.612075,42.7005,60.90445,227.9054
47.6331,42.718575,60.9207,228.344025
47.649675,42.7259,60.957775,228.40045
47.679675,42.743975,60.971275,228.61215
47.705375,42.754975,60.99175,228.7045
47.726475,42.7698,61.03035,228.782125
47.746775,42.77945,61.031775,228.826325
47.770225,42.807375,61.055475,228.92675
47.794175,42.822525,61.095475,229.0197
47.815575,42.852425,61.16445,229.096375
47.834675,42.85935,61.220325,229.169825
47.85405,42.903075,61.236575,229.2781
47.882275,42.93085,61.260225,229.6686
47.903725,42.94725,61.298825,229.786575
47.926525,42.96325,61.35975,229.8897
47.94945,42.9695,61.41515,229.9481
47.9667,42.981825,61.442875,230.033925
47.988325,42.983225,61.46765,230.11635
48.00085,43.01605,61.4691,230.12805
48.018875,43.020525,61.52245,230.161575
48.033875,43.0306,61.556475,230.189975
48.04715,43.045675,61.586775,230.74365
48.071025,43.05675,61.629325,230.805275
48.09745,43.0683,61.6575,230.8633
48.120925,43.087775,61.690275,231.26225
48.1364,43.107475,61.741075,231.291425
48.17255,43.11925,61.791225,231.30775
48.1893,43.1265,61.854475,231.46045
48.212125,43.15545,61.896625,231.55535
48.23175,43.1714,61.967775,231.668975
48.2518,43.18495,62.001,231.734425
48.29185,43.193575,62.0298,231.859075
48.31005,43.2077,62.06505,231.94275
48.329625,43.2182,62.091875,232.017875
48.3476,43.226525,62.1223,232.07885
48.365475,43.243,62.21165,232.1332
48.388775,43.2639,62.262975,232.40965
48.4085,43.2802,62.331225,232.577525
48.451425,43.2932,62.35575,232.625925
48.467775,43.297025,62.449925,232.811675
48.4909,43.307225,62.4942,232.951775
48.517175,43.318025,62.5558,233.000475
48.5331,43.3301,62.585525,233.1592
48.5718,43.34175,62.651575,233.171175
48.5891,43.375925,62.680025,233.180825
48.594675,43.385575,62.71325,233.297125
48.60865,43.4053,62.7343,233.4435
48.6272,43.439375,62.7596,233.462875
48.657325,43.45675,62.853075,233.511125
48.677875,43.468825,62.9617,233.601825
48.698925,43.493475,62.979975,233.729325
48.723375,43.502,63.025875,233.77005
48.754725,43.519225,63.04355,233.794375
48.78495,43.528575,63.08755,233.833925
48.8112,43.5603,63.119425,233.911975
48.8342,43.6089,63.1629,234.2841
48.8566,43.626825,63.205275,234.292325
48.877,43.6405,63.255225,234.416925
48.908575,43.645525,63.291725,234.49025
48.9362,43.653475,63.298575,234.5495
48.9624,43.660075,63.309,234.710575
48.9831,43.670675,63.37,234.784575
49.004875,43.67565,63.405375,234.797425
49.0228,43.685775,63.430675,234.82255
49.051925,43.691275,63.550525,234.848
49.07965,43.720725,63.605625,234.985025
49.103325,43.7331,63.632775,235.25365
49.125525,43.74925,63.67295,235.301525
49.1554,43.763575,63.69965,235.5305
49.181475,43.7707,63.721875,235.56545
49.2001,43.78155,63.767525,235.59225
49.219275,43.797525,63.808,235.69155
49.231525,43.8069,63.8402,235.833975
49.2611,43.8213,63.88125,235.977775
49.28355,43.8271,63.902,236.198
49.307275,43.83745,63.938875,236.295375
49.3357,43.847175,64.001725,236.430925
49.365,43.879925,64.022475,236.48125
49.391925,43.91105,64.03995,236.531625
49.413375,43.930325,64.0512,236.619825
49.4359,43.94725,64.057175,236.816525
49.456675,43.9551,64.079025,236.85095
49.490325,43.963825,64.128075,236.963125
49.5345,43.97745,64.15,236.974375
49.5603,44.0124,64.17285,237.011275
49.586675,44.025425,64.192325,237.382725
49.61255,44.0515,64.221,237.467175
49.631725,44.0713,64.272,237.522675
49.650225,44.084125,64.306725,237.63335
49.670125,44.119525,64.33005,237.678025
49.689625,44.1481,64.35535,237.69015
49.711575,44.251825,64.379675,237.797725
49.731625,44.284475,64.417625,237.838475
49.79555,44.2937,64.461575,238.1284
49.837825,44.33115,64.508575,238.155975
49.87775,44.388175,64.55155,238.2872
49.922375,44.41835,64.57045,238.357025
49.9569,44.4419,64.597925,238.56485
49.966025,44.461175,64.633675,238.74725
49.976725,44.4873,64.659825,239.018175
50.016425,44.533225,64.70625,239.196825
50.053475,44.551375,64.726775,239.28845
50.0863,44.582075,64.764475,239.3008
50.1171,44.60515,64.78345,239.3318
50.138175,44.65075,64.8098,239.388125
50.16265,44.689425,64.832875,239.544725
50.182575,44.7345,64.8534,239.67905
50.1999,44.746275,64.899875,239.71695
50.2303,44.7689,64.907325,239.7471
50.236825,44.815925,64.922725,239.8077
50.260775,44.8486,64.928275,239.831275
50.2799,44.89655,64.93615,239.877575
50.305925,44.91315,64.95925,239.896725
50.3298,44.9192,64.9705,239.927775
50.35075,44.93435,64.975825,239.972475
50.363775,44.959375,64.998875,240.15085
50.38235,44.976875,65.015075,240.1927
50.399975,44.997,65.030525,240.22625
50.415875,45.037125,65.06215,240.285075
50.4518,45.045325,65.06575,240.40705
50.48905,45.063425,65.073425,240.455725
50.506075,45.069575,65.10125,240.50165
50.525775,45.07955,65.10475,240.517175
50.5474,45.086025,65.127325,240.528625
50.57005,45.09385,65.128375,240.5614
50.58325,45.124175,65.152575,240.56415
50.597,45.136625,65.175425,240.60895
50.61285,45.14445,65.181375,240.67595
50.627925,45.15095,65.211175,240.69185
50.64305,45.162625,65.217425,240.721275
50.65695,45.1898,65.22715,240.7822
50.6738,45.1975,65.23935,240.8058
50.685975,45.204825,65.25895,240.965575
50.70915,45.224475,65.269,240.9981
50.728225,45.265375,65.315925,241.060925
50.748625,45.273925,65.339875,241.0846
50.773975,45.282,65.35155,241.15125
50.7907,45.288175,65.380325,241.1638
50.814575,45.299225,65.3957,241.1784
50.831175,45.304775,65.4182,241.2305
50.84895,45.314575,65.44895,241.4198
50.865675,45.32425,65.481125,241.4685
50.891,45.336275,65.499425,241.489225
50.938425,45.3396,65.506,241.5823
50.965175,45.350475,65.513725,241.672075
50.99,45.365625,65.539975,241.690325
51.003925,45.39245,65.590375,241.73525
51.029025,45.4016,65.6316,241.8745
51.047175,45.4153,65.633325,241.9308
51.066575,45.431175,65.6688,241.949375
51.086075,45.437975,65.71095,241.9689
51.108525,45.445175,65.7672,242.144725
51.1297,45.449975,65.79985,242.17385
51.147975,45.457525,65.846675,242.2379
51.1699,45.47715,65.867075,242.251275
51.187875,45.483475,65.893375,242.311275
51.2052,45.4944,65.907975,242.356225
51.223575,45.5025,65.921825,242.395325
51.266025,45.518325,65.946025,242.470675
51.2838,45.528525,65.97355,242.510125
51.309675,45.5384,65.99935,242.591175
51.3324,45.5509,66.01385,242.646875
51.371,45.573625,66.037175,242.66655
51.387725,45.5959,66.072,242.688675
51.42745,45.604,66.086475,242.7003
51.4479,45.6342,66.108775,242.8226
51.466325,45.696,66.14485,242.83395
51.500525,45.710875,66.180075,242.90275
51.549175,45.726625,66.209275,242.973625
51.568175,45.765075,66.242025,242.982725
51.58845,45.779175,66.2779,243.07215
51.606575,45.81345,66.312275,243.177775
51.630725,45.830975,66.337125,243.189275
51.6659,45.8427,66.3601,243.24345
51.70005,45.8563,66.392725,243.332875
51.7192,45.880275,66.395875,243.3587
51.739625,45.928275,66.448375,243.3937
51.76025,45.947375,66.47605,243.6059
51.7758,45.953175,66.517825,243.644
51.778175,45.993325,66.540475,243.663725
51.82055,46.01605,66.556125,243.864675
51.84785,46.0493,66.596875,243.97575
51.8961,46.080925,66.633925,244.11775
51.92245,46.12035,66.65615,244.126875
51.957475,46.157175,66.697875,244.165925
51.9795,46.22305,66.754225,244.28775
52.0105,46.248675,66.8001,244.3345
52.04605,46.30055,66.816,244.42685
52.077375,46.316775,66.848575,244.4482
52.098225,46.344125,66.8779,244.556375
52.120675,46.3667,66.899625,244.605875
52.140825,46.39095,66.9425,244.7344
52.16985,46.42255,66.97085,244.960625
52.19,46.469575,66.99405,244.9996
52.233525,46.534625,67.029675,245.14035
52.27885,46.556575,67.100325,245.194475
52.29995,46.6614,67.136375,245.239675
52.3237,46.69735,67.1614,245.432475
52.3487,46.7053,67.1933,245.521275
52.377425,46.7604,67.23175,245.595925
52.405075,46.858275,67.251675,245.71395
52.434775,46.869675,67.27375,245.96165
52.46705,46.90535,67.296025,246.038025
52.49605,46.93105,67.32415,246.12835
52.52405,46.96015,67.3511,246.252025
52.5445,47.0339,67.367125,246.2763
52.5611,47.062525,67.385625,246.393925
52.5797,47.125675,67.404275,246.458275
52.60275,47.13485,67.450725,246.642175
52.646925,47.1449,67.4851,246.678425
52.6496,47.154575,67.542925,246.7061
52.691175,47.169425,67.6246,246.74695
52.718175,47.178575,67.704675,246.90245
52.76185,47.185025,67.7612,246.953425
52.78705,47.1943,67.8265,247.015375
52.818875,47.201625,67.86405,247.0466
52.8445,47.211775,67.91045,247.10755
52.86595,47.22235,67.94265,247.31775
52.887175,47.2316,67.96825,247.341975
52.91895,47.24085,68.001,247.3908
52.947475,47.25875,68.02955,247.6363
52.969125,47.26645,68.06105,247.80805
53.02295,47.277025,68.07625,247.87015
53.042775,47.286925,68.129075,247.879175
53.064,47.295475,68.14345,247.916975
53.081025,47.3041,68.187325,247.9343
53.09805,47.309675,68.21675,247.990275
53.135675,47.3141,68.252925,248.077525
53.15545,47.322325,68.276875,248.5266
53.178775,47.338075,68.31815,248.603625
53.196775,47.343775,68.34195,248.798575
53.22185,47.352475,68.36475,248.964375
53.249475,47.358225,68.3912,248.97885
53.270575,47.36955,68.459575,249.043975
53.298,47.37925,68.49755,249.192725
53.32485,47.38205,68.589825,249.31275
53.3445,47.39705,68.632025,249.409675
53.3625,47.4048,68.6627,249.44125
53.3796,47.423975,68.689275,249.466925
53.42935,47.43115,68.7117,249.53765
53.44695,47.4425,68.735475,249.5812
53.46605,47.449475,68.76905,249.658075
53.485,47.456375,68.83175,249.68805
53.50305,47.46025,68.853975,249.8212
53.52185,47.469475,68.8779,249.83995
53.5397,47.477125,68.897375,249.934025
53.5609,47.487225,68.92745,249.95365
53.58565,47.50785,68.95855,250.008875
53.6373,47.5216,69.005975,250.0817
53.662625,47.532175,69.0269,250.14085
53.69065,47.56135,69.055425,250.166625
53.713025,47.567075,69.0714,250.261425
53.729375,47.575325,69.094475,250.3612
53.74325,47.587925,69.121075,250.463425
53.758525,47.60185,69.15655,250.542625
53.773475,47.613775,69.179175,250.574725
53.810975,47.622175,69.2647,250.605775
53.830475,47.64685,69.29415,250.66115
53.853125,47.6667,69.304375,250.678125
53.873625,47.6833,69.323275,250.7824
53.898525,47.699275,69.3464,250.817225
53.91385,47.7279,69.3608,250.832475
53.925225,47.7511,69.41515,250.913025
53.9366,47.774025,69.446975,251.0147
53.945125,47.792275,69.474925,251.049575
53.952875,47.80385,69.49265,251.0821
53.958375,47.843125,69.522475,251.134325
53.9707,47.861525,69.564625,251.1787
53.97935,47.8721,69.58745,251.1937
53.989225,47.924725,69.6265,251.3434
54.0066,47.93935,69.662975,251.407875
54.019775,47.946375,69.697875,251.454775
54.026525,47.954875,69.732125,251.6637
54.03605,47.97975,69.758725,251.7111
54.044975,47.9912,69.793275,251.791475
54.058275,48.01335,69.86995,251.909675
54.068725,48.033725,69.906125,251.9572
54.077075,48.050375,69.942775,252.062975
54.085775,48.06395,69.9787,252.077075
54.0904,48.083325,70.007175,252.182775
54.107675,48.102675,70.029175,252.2272
54.117575,48.110625,70.066825,252.2569
54.1252,48.1528,70.084625,252.512425
54.137825,48.227325,70.122375,252.631675
54.1481,48.273275,70.1502,252.6729
54.1555,48.291625,70.180725,252.77315
54.162525,48.323875,70.21245,252.8083
54.1697,48.3742,70.23705,252.836775
54.177025,48.416975,70.280475,252.90785
54.185725,48.44055,70.31835,253.030875
54.205575,48.477225,70.3492,253.32705
54.213225,48.4963,70.365775,253.379575
54.21735,48.5215,70.39375,253.451275
54.233625,48.5404,70.466175,253.477575
54.2411,48.690075,70.492925,253.7809
54.259125,48.716025,70.5101,253.88365
54.273625,48.793325,70.550575,253.931175
54.2816,48.819875,70.57165,254.0583
54.288725,48.855825,70.589425,254.28045
54.2965,48.879875,70.59335,254.367575
54.30615,48.90985,70.617975,254.4365
54.311625,48.918375,70.64335,254.45925
54.315525,48.9661,70.6456,254.516325
54.321975,49.100575,70.669175,254.55
54.330675,49.176425,70.698425,254.694075
54.34465,49.205775,70.741775,254.898
54.36695,49.267225,70.7599,254.92915
54.378825,49.28875,70.762525,255.058175
54.3971,49.30935,70.78955,255.073475
54.41105,49.317125,70.791225,255.08345
54.42225,49.345175,70.81475,255.346925
54.440875,49.3884,70.84165,255.358825
54.4514,49.422425,70.885875,255.3983
54.461725,49.443525,70.898175,255.443575
54.4728,49.48225,70.913375,255.462075
54.489075,49.495,70.95185,255.726825
54.504025,49.52475,70.98075,255.898275
54.542125,49.554475,70.999125,255.997575
54.55495,49.56955,71.007625,256.0433
54.569525,49.61045,71.0286,256.1619
54.585475,49.639725,71.045775,256.17295
54.60515,49.662475,71.086175,256.21325
54.622325,49.6716,71.116475,256.229
54.63925,49.701375,71.13065,256.2432
54.653,49.720225,71.164975,256.309975
54.67135,49.73175,71.189525,256.367925
54.694525,49.7384,71.224125,256.473975
54.7138,49.771525,71.263375,256.48555
54.729725,49.786725,71.28285,256.52365
54.76075,49.8014,71.2941,256.580425
54.7756,49.8231,71.331625,256.620925
