SPK_SPKC01a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10b (NA),SPK_SPKC14a (NA)
226.40605,220.819075,296.802725,
226.4286,220.828825,296.896025,
226.451625,220.861,296.918725,
226.479825,220.870025,296.949175,
226.496175,220.903,296.9885,
226.507875,220.913275,297.026625,
226.531525,220.94195,297.0447,
226.563275,220.952825,297.07415,
226.58215,220.998225,297.1179,
226.621175,221.021775,297.132225,
226.666125,221.06465,297.150975,
226.6999,221.0824,297.17365,
226.72425,221.112375,297.194825,
226.7418,221.126525,297.219925,
226.77065,221.155825,297.246675,
226.788925,221.192375,297.264775,
226.82875,221.20275,297.2794,
226.865825,221.2227,297.281975,
226.894125,221.232925,297.304825,
226.944575,221.2483,297.344925,
226.961825,221.261,297.3628,
226.984725,221.271025,297.402725,
227.002225,221.2813,297.43345,
227.0157,221.2945,297.476975,
227.036925,221.316575,297.507425,
227.050625,221.351175,297.560775,
227.062925,221.381375,297.5804,
227.0815,221.412825,297.5972,
227.0985,221.424675,297.631,
227.1608,221.443325,297.655425,
227.180225,221.463225,297.6861,
227.19975,221.51925,297.714325,
227.221775,221.5662,297.742,
227.23985,221.5921,297.7701,
227.25725,221.60595,297.801425,
227.277,221.638475,297.818625,
227.2999,221.647525,297.8235,
227.31955,221.7029,297.847175,
227.34165,221.7113,297.8739,
227.3648,221.73895,297.90935,
227.3912,221.748575,297.9269,
227.4146,221.785875,297.953275,
227.43125,221.807775,298.001425,
227.455525,221.82645,298.03325,
227.48005,221.856025,298.067425,
227.519625,221.873075,298.08695,
227.5298,221.89945,298.1234,
227.553375,221.91085,298.16865,
227.5886,221.923875,298.219075,
227.6089,221.93075,298.2566,
227.6332,221.948875,298.295975,
227.6598,221.95715,298.330675,
227.679575,221.985075,298.36845,
227.706125,222.0493,298.39525,
227.7286,222.052975,298.419725,
227.750075,222.064475,298.4574,
227.768175,222.0708,298.47465,
227.790975,222.078325,298.49975,
227.822375,222.0943,298.553125,
227.84225,222.107675,298.5862,
227.866925,222.127875,298.6141,
227.88455,222.138575,298.645025,
227.900325,222.1465,298.685475,
227.916575,222.153175,298.7332,
227.931425,222.156425,298.736,
227.950825,222.1836,298.7533,
227.970575,222.194475,298.783725,
227.9918,222.204125,298.821025,
227.996275,222.2467,298.894825,
228.017875,222.26345,298.922225,
228.039975,222.271725,298.963575,
228.064775,222.27545,298.98445,
228.08325,222.301875,299.01565,
228.1473,222.313675,299.040125,
228.164625,222.32345,299.055725,
228.195725,222.330975,299.067725,
228.209775,222.337725,299.102125,
228.2299,222.35545,299.12995,
228.2532,222.3608,299.172275,
228.2725,222.4,299.20245,
228.2951,222.420625,299.2321,
228.320575,222.42555,299.264475,
228.340325,222.45315,299.289925,
228.35685,222.460725,299.3092,
228.3766,222.471575,299.339675,
228.3975,222.49245,299.361425,
228.42175,222.532625,299.409625,
228.43485,222.5538,299.421375,
228.4546,222.56555,299.4525,
228.472775,222.6116,299.47575,
228.492275,222.622325,299.512925,
228.5116,222.6393,299.5444,
228.52755,222.669275,299.560625,
228.541475,222.68385,299.570025,
228.5587,222.694825,299.587575,
228.581775,222.708225,299.6165,
228.597575,222.7166,299.62875,
228.61505,222.744925,299.6604,
228.6328,222.827025,299.666775,
228.64725,222.847675,299.683625,
228.66805,222.9026,299.714375,
228.68415,222.92735,299.73195,
228.707875,223.002025,299.789775,
228.7353,223.016375,299.812,
228.75245,223.044825,299.816175,
228.770625,223.0624,299.8423,
228.784525,223.109025,299.86295,
228.7947,223.146225,299.8917,
228.819075,223.2043,299.93285,
228.8516,223.20915,299.94315,
228.871475,223.244175,299.9558,
228.891575,223.2564,299.982425,
228.937525,223.288225,300.0044,
228.95965,223.3228,300.0337,
228.987425,223.35805,300.051125,
229.006325,223.367725,300.066625,
229.0247,223.377775,300.079275,
229.041575,223.392525,300.102925,
229.058075,223.41585,300.160125,
229.0839,223.463175,300.1736,
229.104475,223.5018,300.188025,
229.124425,223.538025,300.21065,
229.1461,223.553,300.225075,
229.15845,223.613375,300.24805,
229.22705,223.630775,300.28935,
229.25235,223.646925,300.323275,
229.272,223.682775,300.346075,
229.29045,223.708925,300.3609,
229.316275,223.730025,300.392825,
229.33495,223.75285,300.431175,
229.355825,223.774375,300.436575,
229.382,223.817175,300.446775,
229.4115,223.8348,300.47405,
229.432025,223.866725,300.51295,
229.448875,223.878425,300.563525,
229.467675,223.90575,300.5789,
229.485475,223.921975,300.598075,
229.5092,223.9358,300.6246,
229.531425,223.956,300.6443,
229.54805,223.972975,300.6709,
229.5691,223.983175,300.692625,
229.5831,224.022025,300.720825,
229.602325,224.1143,300.74565,
229.605925,224.135275,300.765625,
229.646325,224.14775,300.7771,
229.6682,224.162775,300.7952,
229.6909,224.171575,300.8326,
229.707925,224.18435,300.866225,
229.726275,224.257975,300.948525,
229.74405,224.318275,301.023525,
229.746525,224.3677,301.05495,
229.7618,224.388475,301.087975,
229.7835,224.455375,301.115925,
229.80825,224.477325,301.134975,
229.81165,224.50135,301.1607,
229.8296,224.56565,301.1924,
229.85735,224.593575,301.22395,
229.88735,224.62465,301.25275,
229.906825,224.64415,301.2794,
229.924975,224.68185,301.30395,
229.94545,224.703975,301.32895,
229.9711,224.746025,301.358825,
229.98595,224.756525,301.381125,
229.999475,224.89005,301.44275,
230.02425,224.91285,301.46555,
230.025975,224.945525,301.5005,
230.0394,225.0061,301.524875,
230.057425,225.07835,301.548125,
230.070275,225.098425,301.587325,
230.088725,225.1409,301.612325,
230.104875,225.157275,301.63915,
230.1215,225.18215,301.6555,
230.13845,225.22495,301.68255,
230.15175,225.2488,301.70775,
230.171875,225.310275,301.74775,
230.187025,225.32895,301.766275,
230.19875,225.347575,301.794125,
230.2157,225.3936,301.821525,
230.22575,225.409,301.841425,
230.238175,225.440225,301.8747,
230.250025,225.4543,301.906525,
230.2624,225.494275,301.922875,
230.26575,225.516425,301.95265,
230.28455,225.559925,301.979025,
230.300275,225.603775,301.997725,
230.3035,225.6243,302.01045,
230.316025,225.6465,302.025325,
230.33215,225.68415,302.047575,
230.3468,225.716975,302.064475,
230.36385,225.74965,302.0813,
230.3768,225.770575,302.117375,
230.39215,225.817125,302.1506,
230.404875,225.83355,302.1703,
230.4162,225.8686,302.1988,
230.428225,225.912975,302.2381,
230.446525,225.930275,302.26475,
230.45755,225.950125,302.289325,
230.465825,225.975575,302.311625,
230.4839,225.9956,302.329475,
230.498225,226.018125,302.352,
230.509075,226.033075,302.3826,
230.524025,226.054775,302.4084,
230.54005,226.0707,302.480475,
230.54935,226.0994,302.535575,
230.552225,226.136475,302.554175,
230.567525,226.166825,302.5692,
230.579925,226.182925,302.5865,
230.591725,226.196875,302.605625,
230.60405,226.228175,302.646575,
230.62165,226.270725,302.675925,
230.64085,226.283625,302.713425,
230.652525,226.311325,302.72845,
230.663825,226.363825,302.762625,
230.6774,226.397725,302.791575,
230.697225,226.430475,302.797675,
230.711775,226.48005,302.839075,
230.71905,226.48785,302.876325,
230.725775,226.49455,302.912075,
230.74325,226.51705,302.954225,
230.7607,226.524975,302.9798,
230.775325,226.542175,303.010225,
230.802975,226.553675,303.033175,
230.81715,226.577075,303.05805,
230.833975,226.593525,303.063,
230.846675,226.601025,303.08555,
230.864375,226.60685,303.100475,
230.88605,226.6191,303.11685,
230.904075,226.627975,303.14065,
230.91775,226.6434,303.16805,
230.937825,226.6507,303.190175,
230.959975,226.667325,303.2102,
230.9766,226.680475,303.2321,
230.9929,226.69545,303.2551,
231.019875,226.6984,303.269725,
231.0361,226.701975,303.290825,
231.061875,226.71035,303.313475,
231.080075,226.71905,303.347825,
231.0913,226.734075,303.3713,
231.09625,226.74295,303.395675,
231.109875,226.7483,303.4302,
231.1256,226.7547,303.45485,
231.166575,226.76925,303.48165,
231.187025,226.777625,303.511425,
231.21425,226.783975,303.527675,
231.232,226.791675,303.559,
231.249825,226.7978,303.599,
231.26745,226.81075,303.62835,
231.288,226.82145,303.66225,
231.30515,226.82755,303.6883,
231.317025,226.853075,303.75385,
231.336,226.863875,303.776525,
231.3544,226.872025,303.7933,
231.36495,226.878275,303.82045,
231.37865,226.880325,303.84695,
231.398425,226.910125,303.86955,
231.419675,226.939475,303.8942,
231.443775,226.96555,303.9141,
231.4595,226.973375,304.00355,
231.481775,227.01025,304.0437,
231.501775,227.03425,304.06795,
231.51775,227.040025,304.0733,
231.543925,227.0512,304.096275,
231.557325,227.0584,304.120525,
231.569425,227.0814,304.14035,
231.603525,227.088625,304.17355,
231.62465,227.121525,304.199325,
231.638475,227.1278,304.226625,
231.653525,227.140175,304.24175,
231.6677,227.150275,304.2561,
231.691425,227.164075,304.275275,
231.712475,227.17505,304.2949,
231.732325,227.19195,304.307425,
231.74085,227.224075,304.3332,
231.744,227.232975,304.352225,
231.760625,227.24025,304.37085,
231.775275,227.255825,304.390075,
231.790725,227.2633,304.40495,
231.805575,227.270675,304.4329,
231.81985,227.27655,304.4796,
231.83335,227.2956,304.524675,
231.851825,227.3142,304.56195,
231.863575,227.343275,304.58775,
231.86685,227.357525,304.62175,
231.889575,227.368675,304.642525,
231.909725,227.41445,304.671525,
231.92805,227.4412,304.6896,
231.946775,227.449725,304.715575,
231.966275,227.46985,304.732375,
231.978625,227.48,304.76215,
231.996525,227.4925,304.783125,
232.008625,227.524325,304.80485,
232.028975,227.5415,304.829975,
232.05045,227.5736,304.8611,
232.0664,227.5861,304.91515,
232.09015,227.600625,304.954,
232.101875,227.613275,304.986225,
232.128725,227.630975,305.031675,
232.14925,227.648425,305.065975,
232.161775,227.6588,305.096075,
232.185,227.66865,305.159575,
232.1997,227.6787,305.183875,
232.22195,227.69185,305.2029,
232.235575,227.699275,305.22765,
232.2524,227.714625,305.256675,
232.269525,227.738425,305.296525,
232.287925,227.74645,305.32055,
232.3075,227.759075,305.344875,
232.33045,227.764475,305.387,
232.35915,227.78995,305.43545,
232.379075,227.800775,305.4763,
232.4109,227.8356,305.494275,
232.422925,227.849075,305.52705,
232.464925,227.8552,305.5568,
232.4878,227.8648,305.592825,
232.505275,227.876875,305.61395,
232.5131,227.906325,305.6286,
232.53065,227.91365,305.66055,
232.575325,227.9317,305.688825,
232.605925,227.948125,305.720825,
232.624075,227.96825,305.753775,
232.651625,227.98355,305.767175,
232.6644,227.9938,305.77495,
232.68315,228.00235,305.789275,
232.70775,228.015325,305.836525,
232.722925,228.03265,305.8571,
232.7277,228.06705,305.8932,
232.7404,228.07635,305.912025,
232.76335,228.09045,305.946625,
232.790875,228.10135,305.9587,
232.803475,228.1107,305.9753,
232.820875,228.125425,306.0173,
232.8373,228.142625,306.03525,
232.85325,228.15675,306.043575,
232.875975,228.175675,306.053575,
232.895025,228.2011,306.080025,
232.90975,228.22765,306.107175,
232.923725,228.236425,306.144625,
232.950275,228.243325,306.172325,
232.973875,228.258925,306.232325,
232.993375,228.2787,306.29905,
233.00865,228.29455,306.32085,
233.02,228.3194,306.34455,
233.0394,228.344525,306.375225,
233.074975,228.3611,306.4039,
233.089425,228.372625,306.440375,
233.10885,228.38305,306.47135,
233.125775,228.39995,306.49355,
233.14,228.40995,306.526225,
233.15365,228.431675,306.55625,
233.178,228.442325,306.57975,
233.191475,228.466075,306.6068,
233.20545,228.471775,306.63575,
233.21815,228.504925,306.6464,
233.233125,228.5165,306.668,
233.24845,228.5258,306.70785,
233.25675,228.543225,306.74165,
233.27495,228.619675,306.76745,
233.29005,228.63305,306.79615,
233.3015,228.65015,306.8131,
233.314875,228.665075,306.845475,
233.3366,228.682375,306.872025,
233.36145,228.69655,306.906025,
233.38115,228.742425,306.944525,
233.401275,228.75685,306.973725,
233.4155,228.777125,307.00125,
233.433725,228.781825,307.036075,
233.446075,228.784475,307.07285,
233.4652,228.79825,307.107325,
233.47865,228.812225,307.129775,
233.5087,228.824425,307.159175,
233.5231,228.848275,307.18395,
233.544675,228.862125,307.204925,
233.563525,228.86985,307.21685,
233.590525,228.882025,307.22995,
233.6088,228.9162,307.255775,
233.64745,228.92625,307.28055,
233.6599,228.9385,307.305025,
233.6768,228.95005,307.357625,
233.700025,228.966025,307.397475,
233.724625,228.9857,307.42975,
233.7364,229.001525,307.437525,
233.754225,229.0098,307.45655,
233.77685,229.02225,307.481625,
233.79175,229.05245,307.518525,
233.8185,229.064575,307.56605,
233.83345,229.0795,307.58775,
233.85135,229.088,307.603075,
233.878725,229.1108,307.615875,
233.90505,229.131725,307.6293,
233.923075,229.153875,307.6484,
233.941975,229.166075,307.67065,
233.9574,229.184075,307.7063,
233.98025,229.212775,307.73285,
233.99915,229.230225,307.762775,
234.034375,229.249875,307.782425,
234.055425,229.2605,307.8022,
234.088375,229.274875,307.820975,
234.1018,229.279775,307.837425,
234.1146,229.314875,307.85955,
234.1264,229.327475,307.87765,
234.136375,229.341375,307.90555,
234.147575,229.35185,307.9209,
234.1607,229.358075,307.937125,
234.17815,229.387675,307.957025,
234.20365,229.39945,307.9818,
234.21775,229.415925,308.00505,
234.24095,229.434525,308.010575,
234.2542,229.4458,308.057325,
234.267225,229.45095,308.109725,
234.287225,229.462125,308.1336,
234.298025,229.484125,308.1519,
234.308,229.507525,308.169225,
234.3146,229.528725,308.212025,
234.32405,229.54035,308.229575,
234.3335,229.546375,308.25435,
234.3449,229.562275,308.261275,
234.3541,229.5755,308.27775,
234.366075,229.586075,308.325475,
234.37765,229.604575,308.344325,
234.390975,229.632925,308.36645,
234.4264,229.6501,308.391925,
234.44285,229.677625,308.40695,
234.4602,229.6976,308.430925,
234.467525,229.70915,308.442725,
234.4758,229.724925,308.454875,
234.4841,229.742525,308.479725,
234.48985,229.765525,308.519475,
234.494725,229.776225,308.5326,
234.503725,229.7909,308.5436,
234.509425,229.802725,308.5559,
234.5137,229.8157,308.6039,
234.51935,229.8386,308.62125,
234.53175,229.8647,308.6421,
234.53845,229.911,308.666375,
234.543625,229.933,308.685875,
234.5565,229.94945,308.717,
234.5613,229.98025,308.728775,
234.57075,229.99605,308.7864,
234.577375,230.022825,308.815025,
234.5829,230.034925,308.846925,
234.58895,230.069725,308.883,
234.597175,230.088675,308.904125,
234.60605,230.095725,308.919075,
234.61165,230.12485,308.9417,
234.62055,230.140575,308.967675,
234.6254,230.162025,309.010275,
234.63255,230.1803,309.03855,
234.638275,230.1943,309.06135,
234.64335,230.212325,309.07965,
234.648425,230.233175,309.1136,
234.657175,230.278325,309.145975,
234.661325,230.2917,309.1525,
234.66895,230.29825,309.16995,
234.673775,230.3147,309.207075,
234.681125,230.339275,309.234525,
234.686275,230.3462,309.26465,
234.694975,230.356325,309.286425,
234.699025,230.366275,309.3095,
234.702475,230.3795,309.3701,
234.706725,230.39895,309.376425,
234.712475,230.400175,309.404025,
234.7198,230.42095,309.4278,
234.730125,230.437675,309.454125,
234.741525,230.45055,309.487575,
234.748325,230.462375,309.514125,
234.754225,230.4791,309.5519,
234.761175,230.504875,309.57445,
234.7639,230.51645,309.599175,
234.781875,230.541525,309.615475,
234.801475,230.5569,309.646375,
234.807375,230.588675,309.672725,
234.8148,230.604475,309.696425,
234.82495,230.61735,309.7238,
234.83165,230.627625,309.76485,
234.838125,230.649525,309.797675,
234.843375,230.6623,309.815975,
234.852825,230.68335,309.845475,
234.859625,230.716125,309.889225,
234.866825,230.73275,309.905425,
234.878875,230.7536,309.937675,
234.885175,230.775825,309.974925,
234.8901,230.78945,309.992525,
234.9028,230.811475,310.029375,
234.907425,230.83255,310.05245,
234.915075,230.8429,310.089625,
234.930375,230.8566,310.112225,
234.939425,230.8859,310.115275,
234.950225,230.906525,310.140025,
234.965425,230.915575,310.16725,
234.97455,230.924575,310.2066,
234.98365,230.9422,310.226475,
234.991275,230.971425,310.252875,
234.99935,230.987,310.276675,
235.0064,231.002675,310.29675,
235.013175,231.019725,310.316425,
235.022,231.035275,310.342925,
235.03545,231.05625,310.360675,
235.070175,231.068775,310.382875,
235.07645,231.09005,310.41235,
235.08425,231.115425,310.4431,
235.102625,231.1504,310.461625,
235.110925,231.173175,310.467675,
235.128775,231.19185,310.4909,
235.143875,231.2166,310.50555,
235.155725,231.23085,310.521275,
235.165725,231.244975,310.540575,
235.175475,231.25875,310.56255,
235.179775,231.292225,310.592525,
235.186725,231.308625,310.61565,
235.19585,231.332625,310.635675,
235.208025,231.35345,310.674175,
235.2217,231.38145,310.711125,
235.2275,231.38805,310.7356,
235.238475,231.401025,310.785275,
235.24735,231.42945,310.816325,
235.259275,231.446,310.88995,
235.2675,231.46875,310.924825,
235.277275,231.490825,310.9424,
235.2841,231.520725,310.972575,
235.290225,231.5242,311.00465,
235.29885,231.53845,311.03825,
235.310125,231.55205,311.0665,
235.318125,231.5773,311.11565,
235.336,231.594725,311.14565,
235.348775,231.61365,311.169175,
235.360675,231.6377,311.18065,
235.36905,231.662325,311.2072,
235.382375,231.679575,311.232625,
235.3901,231.697175,311.261025,
235.3997,231.713525,311.31095,
235.4086,231.7156,311.337525,
235.424575,231.742575,311.394925,
235.44175,231.765775,311.41845,
235.448175,231.77925,311.440725,
235.453825,231.8065,311.46265,
235.46375,231.8207,311.514125,
235.4699,231.848475,311.5432,
235.47815,231.862875,311.5613,
235.491675,231.8866,311.5839,
235.4955,231.9189,311.616825,
235.508475,231.941775,311.640125,
235.5138,231.971225,311.654925,
235.522775,232.01115,311.67585,
235.530275,232.0304,311.6973,
235.537125,232.090575,311.717175,
235.54605,232.107625,311.74115,
235.552325,232.132975,311.762925,
235.561575,232.161975,311.78695,
235.579625,232.169225,311.813925,
235.58915,232.18885,311.8469,
235.607075,232.220525,311.87455,
235.61735,232.242325,311.9079,
235.62735,232.330175,311.934575,
235.640075,232.3406,311.958175,
235.650525,232.364375,311.970625,
235.65845,232.40355,311.9988,
235.6729,232.42195,312.025775,
235.676825,232.450975,312.0417,
235.6797,232.4602,312.061475,
235.68125,232.486425,312.07615,
235.69505,232.527125,312.098375,
235.705425,232.534,312.139625,
235.723775,232.5404,312.143025,
235.731225,232.556775,312.169075,
235.737075,232.5771,312.1935,
235.743775,232.6051,312.219475,
235.759,232.62985,312.245375,
235.77595,232.651025,312.3563,
235.792125,232.6723,312.365225,
235.806875,232.68105,312.4128,
235.820475,232.695275,312.4668,
235.8313,232.71855,312.513525,
235.839675,232.73025,312.534425,
235.8488,232.746675,312.5586,
235.863225,232.75505,312.589275,
235.873625,232.769175,312.5918,
235.881625,232.776725,312.61705,
235.88985,232.787175,312.6449,
235.901825,232.8043,312.661125,
235.91195,232.8095,312.675375,
235.933775,232.82835,312.703625,
235.9397,232.839825,312.7337,
235.9666,232.860925,312.7596,
235.98185,232.897725,312.763825,
236.004125,232.9127,312.7742,
236.0229,232.92445,312.777875,
236.053575,232.940725,312.855475,
236.067175,232.9681,312.873725,
236.0796,232.9696,312.8933,
236.1064,232.977275,312.927425,
236.118525,233.005975,312.935575,
236.1272,233.01355,312.946375,
236.13425,233.018375,312.961575,
236.148625,233.032675,313.026075,
236.1594,233.0454,313.04705,
236.17305,233.051975,313.08045,
236.187875,233.0649,313.116225,
236.207125,233.0721,313.158825,
236.21335,233.0808,313.18085,
236.2223,233.086125,313.21485,
236.23695,233.102025,313.240225,
236.2704,233.116825,313.2913,
236.27945,233.130575,313.325925,
236.294875,233.139825,313.372625,
236.303825,233.168475,313.420175,
236.32005,233.1859,313.454775,
236.340175,233.191275,313.491375,
236.3513,233.200275,313.524025,
236.36825,233.209025,313.5509,
236.377225,233.226525,313.6063,
236.384425,233.23175,313.635025,
236.3884,233.2467,313.64255,
236.3961,233.2569,313.672525,
236.40125,233.27665,313.696375,
236.40855,233.2797,313.72305,
236.428375,233.32515,313.749725,
236.43785,233.34975,313.7759,
236.44515,233.4135,313.796375,
236.4579,233.4224,313.83,
236.48035,233.428025,313.853525,
236.4928,233.4375,313.89405,
236.503575,233.455225,313.93445,
236.52665,233.468575,313.976175,
236.535475,233.48415,314.020675,
236.548675,233.50035,314.05625,
236.55615,233.5114,314.0905,
236.563425,233.516625,314.121825,
236.572175,233.52805,314.15385,
236.583775,233.536175,314.16105,
236.5929,233.54635,314.176375,
236.61065,233.565275,314.185025,
236.633175,233.5745,314.19585,
236.65645,233.5991,314.24915,
236.676725,233.634375,314.3118,
236.68185,233.654225,314.387475,
236.68935,233.6586,314.4297,
236.696375,233.664325,314.4708,
236.710475,233.66975,314.4922,
236.718075,233.681325,314.49695,
236.722375,233.695075,314.533075,
236.730225,233.710625,314.55875,
236.7377,233.74155,314.582525,
236.744425,233.7461,314.605125,
236.75525,233.7693,314.6319,
236.763675,233.777175,314.6673,
236.79155,233.7939,314.697125,
236.835725,233.804875,314.723525,
236.84405,233.812525,314.739775,
236.857425,233.81675,314.771,
236.8686,233.83495,314.806725,
236.87595,233.8442,314.834425,
236.8822,233.864375,314.862725,
236.902575,233.88575,314.8872,
236.918025,233.898475,314.9281,
236.927825,233.91025,314.96505,
236.9369,233.923725,314.971875,
236.964375,233.929425,314.990925,
236.9737,233.933475,315.035775,
236.98755,233.93625,315.081825,
237.003325,233.953225,315.137375,
237.015375,233.965375,315.172825,
237.027275,233.9836,315.2072,
237.035,234.0267,315.222875,
237.06015,234.031475,315.259525,
237.09875,234.04325,315.310625,
237.112625,234.049725,315.379875,
237.125,234.074725,315.4127,
237.140425,234.086525,315.442375,
237.15665,234.100175,315.526525,
237.17035,234.112775,315.5656,
237.185625,234.122625,315.63175,
237.200475,234.137075,315.65765,
237.217175,234.151025,315.68245,
237.231925,234.15935,315.69845,
237.239875,234.17005,315.72155,
237.2492,234.18905,315.807075,
237.260325,234.216025,315.87985,
237.275325,234.226325,315.902425,
237.2888,234.238925,315.938275,
237.301525,234.247875,315.9637,
237.31385,234.253025,315.97635,
237.326375,234.2606,315.985925,
237.343225,234.2835,316.00205,
237.3552,234.290225,316.02365,
237.364525,234.29485,316.058075,
237.379625,234.300325,316.0867,
237.39695,234.32145,316.116325,
237.40615,234.33495,316.1406,
237.4216,234.345575,316.1807,
237.434975,234.374725,316.2196,
237.452225,234.390825,316.260875,
237.46545,234.413975,316.283575,
237.482725,234.428325,316.31465,
237.504575,234.436075,316.3351,
237.5189,234.43995,316.3596,
237.5416,234.455125,316.37415,
237.55645,234.458525,316.389025,
237.5777,234.473175,316.431975,
237.598925,234.488175,316.460825,
237.610625,234.514575,316.477375,
237.6238,234.529675,316.52695,
237.641575,234.544175,316.5547,
237.64415,234.54915,316.6114,
237.6566,234.556175,316.667825,
237.672575,234.564075,316.70345,
237.71605,234.582175,316.7204,
237.737825,234.604525,316.732375,
237.7524,234.611925,316.761875,
237.7647,234.6418,316.787825,
237.778975,234.650175,316.818675,
237.7984,234.6635,316.849175,
237.817325,234.676,316.887125,
237.835725,234.696075,316.9505,
237.851375,234.718375,316.9797,
237.8718,234.7319,316.995275,
237.887825,234.7422,317.023825,
237.903925,234.7551,317.052725,
237.918475,234.766125,317.09245,
237.931775,234.77025,317.09535,
237.95275,234.791,317.125675,
237.965925,234.81685,317.1472,
237.98045,234.83575,317.160075,
237.99695,234.84735,317.186025,
238.013825,234.864475,317.228425,
238.0272,234.88865,317.252675,
238.0458,234.915325,317.275325,
238.05815,234.920475,317.302725,
238.070925,234.93785,317.34635,
238.07955,234.965575,317.3923,
238.093675,234.97895,317.43015,
238.111425,235.004825,317.48915,
238.121625,235.011875,317.51575,
238.13355,235.023775,317.556475,
238.155175,235.0336,317.5751,
238.170825,235.039925,317.579,
238.202225,235.0723,317.59775,
238.2242,235.09025,317.6126,
238.23875,235.11155,317.64985,
238.25095,235.133125,317.658425,
238.26775,235.150325,317.67295,
238.2911,235.166875,317.704725,
238.3086,235.187875,317.74445,
238.332575,235.20155,317.7788,
238.340725,235.221425,317.796525,
238.3471,235.240325,317.8301,
238.3593,235.255775,317.853475,
238.367325,235.26735,317.869825,
238.377425,235.283825,317.8952,
238.3875,235.292775,317.9336,
238.39975,235.302,317.9676,
238.427975,235.315075,317.994,
238.442675,235.32755,318.013025,
238.457125,235.33305,318.02255,
238.46665,235.3455,318.063225,
238.48555,235.384825,318.1019,
238.499375,235.38965,318.12,
238.5174,235.41115,318.164475,
238.53895,235.428375,318.22305,
238.55355,235.439075,318.258425,
238.567325,235.4509,318.287075,
238.58265,235.45845,318.3901,
238.596975,235.4625,318.414875,
238.616475,235.466825,318.45505,
238.62825,235.491,318.477025,
238.648325,235.50035,318.553575,
238.670175,235.515525,318.64655,
238.681575,235.52465,318.670775,
238.689025,235.538675,318.705925,
238.698675,235.559675,318.736475,
238.706075,235.563075,318.774075,
238.7191,235.570775,318.81045,
238.730175,235.5853,318.835175,
238.739875,235.600525,318.87415,
238.751,235.645925,318.87995,
238.76275,235.657725,318.94205,
238.772825,235.66955,318.97895,
238.781425,235.68305,319.01475,
238.792125,235.698525,319.051175,
238.802425,235.705675,319.080825,
238.817125,235.737325,319.1185,
238.83145,235.74865,319.1402,
238.85165,235.7824,319.14395,
238.865275,235.82945,319.172175,
238.88135,235.849025,319.19765,
238.89305,235.868475,319.24655,
238.9125,235.902675,319.279575,
238.92355,235.9119,319.318125,
238.950425,235.9394,319.3489,
238.963075,235.94975,319.377125,
238.979375,235.9593,319.429675,
239.004,235.97375,319.456775,
239.018475,235.981625,319.49405,
239.035125,235.9917,319.52665,
239.053225,236.002025,319.549975,
239.079975,236.014975,319.584825,
239.10015,236.025725,319.6083,
239.12375,236.03125,319.64275,
239.143325,236.038375,319.666325,
239.16345,236.050775,319.7081,
239.1951,236.072975,319.765,
239.213425,236.08605,319.803225,
239.2366,236.11815,319.814575,
239.258225,236.1412,319.827975,
239.270075,236.162175,319.8527,
239.291225,236.1756,319.880375,
239.3141,236.179775,319.899825,
239.331875,236.2069,319.927725,
239.34905,236.2249,319.97325,
239.36755,236.253175,320.006775,
239.38375,236.273175,320.03645,
239.40015,236.302,320.097025,
239.415475,236.31575,320.123575,
239.432975,236.35195,320.140325,
239.47415,236.362525,320.15615,
239.48675,236.394025,320.164725,
239.501125,236.4089,320.182075,
239.516525,236.4274,320.204225,
239.53135,236.4544,320.2239,
239.545975,236.472025,320.2571,
239.563975,236.497925,320.2951,
239.585925,236.513475,320.34115,
239.603425,236.531775,320.364575,
239.620975,236.5411,320.4098,
239.653775,236.545275,320.46035,
239.66805,236.57505,320.476725,
239.686325,236.5914,320.51165,
239.705575,236.598475,320.533275,
239.71485,236.619275,320.547975,
239.7164,236.634775,320.5786,
239.7359,236.646675,320.6096,
239.759275,236.6573,320.635825,
239.7786,236.6747,320.654825,
239.8068,236.6802,320.693375,
239.829375,236.7078,320.70595,
239.846725,236.720625,320.734825,
239.8646,236.74855,320.75785,
239.8843,236.7609,320.7641,
239.901525,236.77125,320.7848,
239.92,236.78975,320.8313,
239.933725,236.801575,320.8573,
239.95025,236.829025,320.88315,
239.967275,236.883275,320.9096,
240.004175,236.904,320.93335,
240.025525,236.9316,320.950825,
240.047825,236.94645,320.984525,
240.0646,236.96875,321.006025,
240.0811,237.01425,321.027525,
240.096975,237.020925,321.0568,
240.108775,237.054225,321.07715,
240.12505,237.078975,321.10265,
240.141525,237.095575,321.13755,
240.16265,237.1156,321.1629,
240.1775,237.124625,321.19255,
240.190575,237.1543,321.209875,
240.205225,237.165125,321.23235,
240.218525,237.18305,321.256775,
240.239475,237.189,321.31285,
240.2887,237.1947,321.353625,
240.308425,237.20825,321.3712,
240.330475,237.2205,321.385625,
240.348875,237.241975,321.387325,
240.3697,237.286275,321.412675,
240.382475,237.302375,321.434325,
240.4035,237.313625,321.46245,
240.4288,237.330575,321.48275,
240.443425,237.343675,321.508,
240.457275,237.349625,321.513025,
240.467725,237.386525,321.535525,
240.4792,237.4175,321.589975,
240.49605,237.428825,321.61455,
240.506175,237.444725,321.68375,
240.5161,237.46225,321.7195,
240.51935,237.48075,321.737025,
240.529975,237.499625,321.7606,
240.53845,237.5377,321.807,
