SPK_SPKC01a (no clear),SPK_SPKC02b (exc),SPK_SPKC07a (exc),SPK_SPKC09c (inhi),SPK_SPKC12b (exc),SPK_SPKC14a (exc),SPK_SPKC15a (inhi/exc),SPK_SPKC16a (inhi/exc?)
434.249325,,539.8587,405.41625,,448.810675,,503.478925
434.288975,,540.455625,405.442575,,448.854525,,503.5015
434.315225,,540.457625,405.462725,,448.93495,,503.512175
434.3397,,540.484925,405.47135,,448.955975,,503.544375
434.3932,,540.656225,405.4847,,448.984125,,503.5752
434.4296,,540.9536,405.48585,,449.011175,,503.590175
434.463575,,540.969525,405.51875,,449.03925,,503.594175
434.5327,,541.309425,405.524325,,449.084625,,503.6304
434.6065,,541.621175,405.532975,,449.136125,,503.672775
434.636175,,541.762175,405.543275,,449.20695,,503.678275
434.66505,,542.007325,405.55325,,449.2211,,503.762075
434.695625,,542.03525,405.571025,,449.2727,,503.78285
434.7338,,542.0815,405.578725,,449.31785,,503.827025
434.79255,,542.365525,405.5866,,449.3492,,503.887975
434.8698,,542.436975,405.602075,,449.374475,,503.9033
434.926875,,542.705525,405.61445,,449.40535,,503.9136
434.956125,,542.7325,405.648175,,449.499875,,503.9178
434.995925,,542.745725,405.670875,,449.553925,,503.92295
435.042425,,542.84295,405.684675,,449.582825,,503.97355
435.139075,,542.895725,405.69125,,449.598575,,503.97765
435.1964,,542.991275,405.69485,,449.74675,,503.992875
435.2152,,543.338075,405.713275,,449.801875,,504.040675
435.23385,,543.68475,405.714825,,449.86955,,504.049275
435.28705,,543.70275,405.72045,,449.92825,,504.057075
435.293475,,543.756975,405.728525,,449.987925,,504.0704
435.348625,,543.770875,405.7374,,450.02255,,504.09405
435.382525,,543.9436,405.752175,,450.0466,,504.106625
435.4246,,544.0086,405.7584,,450.114375,,504.11855
435.475675,,544.387825,405.77475,,450.2861,,504.1258
435.500525,,544.40385,405.7887,,450.347225,,504.134725
435.5366,,544.60095,405.8208,,450.3992,,504.14775
435.582825,,544.659325,405.843175,,450.458825,,504.158
435.61425,,545.05805,405.86495,,450.5643,,504.171925
435.64425,,545.140325,405.93405,,450.586275,,504.19
435.66145,,545.15465,405.951525,,450.622625,,504.218175
435.692475,,545.232975,405.96985,,450.7112,,504.23145
435.71425,,545.517025,405.979775,,450.75935,,504.251925
435.76615,,545.548475,405.990675,,450.79955,,504.32445
435.801675,,545.563775,405.998375,,450.8421,,504.37895
435.82445,,545.587875,406.012175,,450.8858,,504.465975
435.875575,,545.631775,406.02415,,450.928375,,504.474825
435.877075,,546.018875,406.0433,,450.971675,,504.526225
435.902025,,546.064125,406.0708,,451.007425,,504.534975
435.922775,,546.0975,406.100925,,451.0377,,504.5821
435.973775,,546.112125,406.1226,,451.075575,,504.61145
436.00265,,546.127825,406.141625,,451.1135,,504.620125
436.0583,,546.191575,406.15965,,451.228925,,504.628725
436.09195,,546.28225,406.176425,,451.3089,,504.64315
436.121,,546.32175,406.194,,451.389625,,504.66605
436.16185,,546.772075,406.213875,,451.43055,,504.69605
436.2009,,546.865025,406.2314,,451.485625,,504.7659
436.27455,,546.9216,406.25,,451.5362,,504.786225
436.3112,,546.9415,406.26945,,451.6547,,504.826125
436.340825,,547.0656,406.292875,,451.68205,,504.92365
436.38145,,547.3148,406.31985,,451.708225,,504.968975
436.42155,,547.4491,406.3375,,451.820475,,504.98135
436.4674,,547.568075,406.355475,,451.847225,,504.991725
436.51225,,547.60445,406.389975,,452.010375,,505.02435
436.56195,,547.61155,406.4056,,452.053075,,505.0399
436.579475,,547.723975,406.424425,,452.091225,,505.049125
436.669525,,547.796,406.48085,,452.1266,,505.2033
436.735325,,548.02405,406.535175,,452.1547,,505.61565
436.84225,,548.144275,406.551475,,452.199075,,505.65445
436.889575,,548.2316,406.5686,,452.276225,,505.65565
436.939625,,548.29865,406.59265,,452.367925,,505.736325
437.010925,,548.55735,406.616825,,452.449,,505.742825
437.055375,,548.5969,406.663475,,452.520975,,505.7466
437.1231,,548.766325,406.683975,,452.6976,,505.807525
437.174825,,548.8083,406.7198,,452.822675,,505.87175
437.208775,,548.9498,406.741875,,452.903025,,505.88455
437.251925,,548.971,406.760625,,452.948675,,505.89485
437.28025,,549.025525,406.780425,,452.9888,,505.92785
437.380025,,549.307225,406.818075,,453.028075,,505.9575
437.408475,,549.360225,406.83905,,453.101875,,506.2111
437.48435,,549.427775,406.863625,,453.1588,,506.3988
437.487725,,549.4385,406.886525,,453.21945,,506.4486
437.553725,,549.47665,406.913775,,453.262825,,506.54015
437.58355,,549.526225,406.93685,,453.349475,,506.545925
437.626025,,549.560275,406.9591,,453.38475,,506.63185
437.668125,,549.61575,407.00505,,453.4163,,506.72815
437.704325,,549.68255,407.026925,,453.493625,,506.74565
437.748375,,549.7305,407.053575,,453.672375,,506.828575
437.857025,,549.909125,407.0757,,453.683125,,507.052275
437.93835,,549.9191,407.096075,,453.686925,,507.062825
437.981425,,549.9327,407.1172,,453.801025,,507.091175
438.071625,,549.97295,407.1357,,453.896225,,507.174075
438.173125,,550.01195,407.1645,,453.9395,,507.186
438.222425,,,407.210675,,454.02285,,507.4027
438.252875,,,407.239125,,454.0793,,507.40565
438.269475,,,407.2876,,454.171375,,507.449475
438.3024,,,407.313275,,454.177775,,507.495
438.317575,,,407.333625,,454.26375,,507.5872
438.33555,,,407.3514,,454.301525,,507.976525
438.36605,,,407.365375,,454.3362,,508.044175
438.383275,,,407.4098,,454.3827,,508.284425
438.392,,,407.435225,,454.475775,,508.3067
438.425675,,,407.4392,,454.5084,,508.53085
438.45155,,,407.460875,,454.5527,,508.69745
438.480275,,,407.462175,,454.5985,,508.712925
438.4943,,,407.4932,,454.630625,,508.718325
438.5201,,,407.510375,,454.65925,,508.721625
438.527225,,,407.5249,,454.693525,,508.7388
438.542575,,,407.53545,,454.779025,,508.830275
438.560775,,,407.58225,,454.83495,,508.8326
438.65555,,,407.597475,,454.866425,,508.866275
438.6864,,,407.617225,,454.922375,,508.904875
438.728825,,,407.636,,454.946925,,508.9355
438.807675,,,407.659,,455.006825,,509.2275
438.83045,,,407.686825,,455.045525,,509.31075
438.88955,,,407.702375,,455.062725,,509.31385
438.91465,,,407.716325,,455.108525,,509.3402
438.951025,,,407.74705,,455.16945,,509.41365
438.983525,,,407.75195,,455.2244,,509.4528
439.0136,,,407.772725,,455.3033,,509.488925
439.06915,,,407.79175,,455.342625,,509.496675
439.071025,,,407.79655,,455.381925,,509.678
439.1132,,,407.814375,,455.416425,,509.7051
439.156125,,,407.85665,,455.448275,,509.73275
439.203625,,,407.868,,455.49235,,509.77125
439.251125,,,407.8733,,455.59685,,509.782725
439.304725,,,407.891125,,455.672625,,509.7963
439.335925,,,407.9523,,455.72715,,509.820975
439.3921,,,407.976575,,455.777125,,509.844325
439.444175,,,408.002525,,455.83395,,509.854125
439.521175,,,408.027275,,455.8353,,509.890875
439.6061,,,408.068725,,455.855625,,509.89725
439.63285,,,408.0902,,455.9324,,509.948025
439.663275,,,408.11185,,455.9696,,509.957125
439.706625,,,408.1669,,456.04135,,509.98105
439.741675,,,408.18615,,456.08275,,509.997275
439.77885,,,408.2223,,456.13035,,510.049275
439.80075,,,408.2755,,456.252225,,510.0614
439.838275,,,408.3017,,456.279275,,510.062675
439.88715,,,408.30805,,456.332875,,510.08595
439.942925,,,408.336,,456.3901,,510.0997
439.9674,,,408.3401,,456.421475,,510.144125
440.0137,,,408.352625,,456.447125,,510.158325
440.1044,,,408.35505,,456.5027,,510.16345
440.1363,,,408.3682,,456.538775,,510.166025
440.17395,,,408.382675,,456.580325,,510.193075
440.210825,,,408.394725,,456.61885,,510.2466
440.257425,,,408.406125,,456.672075,,510.26245
440.305175,,,408.430475,,456.693975,,510.3002
440.335375,,,408.44685,,456.72275,,510.3453
440.392525,,,408.46545,,456.755225,,510.367025
440.4484,,,408.485325,,456.781875,,510.439975
440.4967,,,408.511675,,456.823775,,510.56385
440.631575,,,408.536925,,456.84215,,510.575275
440.680575,,,408.560525,,456.85475,,510.61025
440.704925,,,408.5893,,456.857675,,510.61895
440.729325,,,408.6062,,456.895375,,510.627575
440.7592,,,408.62695,,456.925075,,510.649125
440.789175,,,408.646325,,457.1017,,510.687925
440.854175,,,408.680525,,457.194475,,510.693675
440.911525,,,408.691875,,457.345175,,510.712325
440.9641,,,408.716525,,457.389375,,510.718925
441.027575,,,408.721,,457.431125,,510.7609
441.067475,,,408.73415,,457.598625,,510.7751
441.0993,,,408.77465,,457.743925,,510.8125
441.16875,,,408.7916,,457.798975,,510.83005
441.218275,,,408.794775,,457.829475,,510.844275
441.2643,,,408.81825,,458.016575,,510.8631
441.29825,,,408.85175,,458.09145,,510.87155
441.307225,,,408.8809,,458.11865,,510.956225
441.330625,,,408.916475,,458.279125,,511.005275
441.36125,,,408.95235,,458.3675,,511.0684
441.40385,,,408.980375,,458.41135,,511.19525
441.431975,,,408.997675,,458.4575,,511.21655
441.486125,,,409.013525,,458.488075,,511.312075
441.51595,,,409.034325,,458.50655,,511.331275
441.537425,,,409.062025,,458.512125,,511.34115
441.5782,,,409.094525,,458.6131,,511.3453
441.6306,,,409.1315,,458.677075,,511.356425
441.6554,,,409.15435,,458.741725,,511.3805
441.68955,,,409.181625,,458.769525,,511.414325
441.71935,,,409.211675,,458.817125,,511.41955
441.754175,,,409.263275,,458.9971,,511.524025
441.769025,,,409.277275,,459.051975,,511.5881
441.7952,,,409.304025,,459.09605,,511.609125
441.810425,,,409.329625,,459.16145,,511.6962
441.860175,,,409.35495,,459.202125,,511.84315
441.899375,,,409.3818,,459.245775,,511.85205
441.98245,,,409.411875,,459.278025,,511.904775
442.0319,,,409.43825,,459.2945,,512.02415
442.05805,,,409.469675,,459.319475,,512.1298
442.08945,,,409.523675,,459.34935,,512.2507
442.1051,,,409.556525,,459.4277,,512.3343
442.165475,,,409.576475,,459.47985,,512.430975
442.18405,,,409.602325,,459.5624,,512.451
442.20315,,,409.625825,,459.653225,,512.533125
442.222725,,,409.660825,,459.73375,,512.6383
442.27025,,,409.689275,,459.7698,,512.667275
442.300675,,,409.72025,,459.8343,,512.721525
442.362425,,,409.736025,,460.0671,,512.78905
442.379225,,,409.759625,,460.12215,,512.972025
442.435825,,,409.785875,,460.19235,,513.106525
442.495075,,,409.808075,,460.21105,,513.47515
442.5518,,,409.834,,460.32295,,513.634925
442.581625,,,409.856375,,460.358225,,513.651675
442.604375,,,409.876825,,460.3763,,513.67605
442.63615,,,409.906575,,460.41325,,513.725
442.674925,,,409.995775,,460.468175,,513.728425
442.7119,,,410.057775,,460.5299,,513.850725
442.738325,,,410.0749,,460.616375,,513.9075
442.7744,,,410.078375,,460.656675,,513.93625
442.8243,,,410.124375,,460.7502,,513.972175
442.8669,,,410.126075,,460.867275,,514.04665
442.9403,,,410.152325,,460.917775,,514.068275
443.001825,,,410.16115,,460.9468,,514.102525
443.0784,,,410.218025,,460.991125,,514.1447
443.10905,,,410.237675,,461.023325,,514.217375
443.161975,,,410.25475,,461.34695,,514.431475
443.181475,,,410.290825,,461.398925,,514.47115
443.2012,,,410.32875,,461.4376,,514.484675
443.27445,,,410.3389,,461.476775,,514.530925
443.33245,,,410.357575,,461.57155,,514.5378
443.36495,,,410.383875,,461.5941,,514.571225
443.3927,,,410.41325,,461.665325,,514.5788
443.44285,,,410.4452,,461.697875,,514.595475
443.4853,,,410.474525,,461.744325,,514.639
443.521625,,,410.51785,,461.8012,,514.655675
443.569675,,,410.53595,,461.8677,,514.748425
443.58425,,,410.56435,,461.94485,,514.80515
443.5943,,,410.5871,,462.002225,,515.042025
443.620775,,,410.6068,,462.0571,,515.05325
443.64905,,,410.6288,,462.083575,,515.182225
443.687225,,,410.66465,,462.107725,,515.190775
443.729575,,,410.695525,,462.129275,,515.20865
443.77615,,,410.730075,,462.152725,,515.213825
443.8275,,,410.761225,,462.3098,,515.266725
443.876975,,,410.77695,,462.414725,,515.296125
443.919175,,,410.82735,,462.4592,,515.3886
443.959075,,,410.894425,,462.495575,,515.46075
444.07685,,,410.9232,,462.50495,,515.730175
444.103675,,,410.94485,,462.53405,,515.80345
444.131525,,,410.967125,,462.557825,,515.868225
444.1716,,,410.98575,,462.59645,,515.886775
444.217875,,,411.0097,,462.619475,,515.892375
444.265525,,,411.03645,,462.71625,,515.913475
444.290775,,,411.0754,,462.751675,,515.9528
444.31465,,,411.103825,,462.8097,,515.97475
444.376125,,,411.1303,,462.8639,,516.003275
444.427425,,,411.15265,,462.91295,,516.0145
444.45765,,,411.169425,,462.935325,,516.0676
444.480875,,,411.193175,,462.95905,,516.138025
444.5202,,,411.235875,,462.996325,,516.435025
444.565525,,,411.289075,,463.045175,,516.4516
444.59235,,,411.310375,,463.071325,,516.481125
444.632775,,,411.33955,,463.14005,,516.594675
444.67505,,,411.35315,,463.234925,,516.771025
444.724175,,,411.369375,,463.34,,516.826825
444.740325,,,411.39775,,463.36525,,516.83205
444.78895,,,411.41865,,463.420675,,516.906075
444.816375,,,411.441575,,463.653125,,517.016175
444.856225,,,411.458,,463.7085,,517.112575
444.880575,,,411.4816,,463.7659,,517.326125
444.9295,,,411.535525,,463.823125,,517.395175
444.96125,,,411.559425,,463.860975,,517.42625
444.989775,,,411.58395,,463.87975,,517.715425
445.0186,,,411.6328,,463.9299,,517.794775
445.074225,,,411.657875,,463.954025,,517.8642
445.121675,,,411.692525,,463.99095,,517.972925
445.1518,,,411.72465,,464.079475,,518.2276
445.170175,,,411.7714,,464.131175,,518.438775
445.207675,,,411.7902,,464.1759,,518.4529
445.262125,,,411.838175,,464.216975,,518.513875
445.2886,,,411.87025,,464.249575,,518.705475
445.303225,,,411.89725,,464.331375,,518.7298
445.325575,,,411.950575,,464.4285,,518.9203
445.34035,,,411.98325,,464.52755,,519.0083
445.4074,,,412.016475,,464.576675,,519.11765
445.4259,,,412.032275,,464.602325,,519.17085
445.46115,,,412.041625,,464.640625,,519.225
445.48875,,,412.0464,,464.680025,,519.363625
445.52875,,,412.06715,,464.71565,,519.425325
445.5759,,,412.096275,,464.742025,,519.4644
445.604925,,,412.12305,,464.7731,,519.70745
445.632225,,,412.151275,,464.786925,,519.742275
445.664975,,,412.190825,,464.943775,,520.0824
445.694025,,,412.254325,,465.035125,,520.089225
445.7237,,,412.36255,,465.076575,,520.357975
445.766875,,,412.410325,,465.107725,,520.3789
445.845275,,,412.432025,,465.13175,,520.386725
445.8721,,,412.47765,,465.1525,,520.409725
445.89415,,,412.4973,,465.181225,,520.4145
445.918125,,,412.5143,,465.2061,,520.448525
445.943375,,,412.5299,,465.219325,,520.451475
445.9883,,,412.555875,,465.3036,,520.463675
446.019825,,,412.59845,,465.32975,,520.516025
446.0422,,,412.633775,,465.417475,,520.5295
446.0857,,,412.664575,,465.563475,,520.540675
446.1227,,,412.6978,,465.6016,,520.546825
446.164975,,,412.747475,,465.6214,,520.563425
446.18955,,,412.770225,,465.646925,,520.5873
446.2439,,,412.793125,,465.70205,,520.6009
446.248225,,,412.820925,,465.786575,,520.61565
446.273175,,,412.856025,,465.835425,,520.630425
446.31835,,,412.874475,,465.838825,,520.6514
446.372325,,,412.89835,,465.904875,,520.65495
446.399975,,,412.91945,,465.94425,,520.686225
446.423225,,,412.936325,,466.0024,,520.69575
446.457875,,,412.9508,,466.039475,,520.710975
446.50315,,,413.0209,,466.129975,,520.774725
446.5406,,,413.046,,466.21405,,520.81275
446.59655,,,413.089325,,466.2485,,520.854225
446.64395,,,413.1165,,466.2925,,520.9092
446.6874,,,413.146725,,466.487625,,520.91325
446.717175,,,413.15015,,466.518175,,520.983725
446.769325,,,413.180125,,466.589875,,521.1999
446.81395,,,413.189275,,466.64135,,521.3011
446.862075,,,413.20185,,466.678075,,521.603325
446.925825,,,413.208325,,466.710025,,521.7182
446.95665,,,413.251575,,466.735175,,521.840525
446.987175,,,413.252875,,466.7832,,521.942675
447.01605,,,413.263425,,466.801025,,521.963875
447.0558,,,413.272925,,466.897325,,522.01625
447.11475,,,413.284725,,466.9503,,522.22425
447.142975,,,413.31045,,466.9864,,522.33195
447.158725,,,413.3704,,467.016775,,522.419275
447.194525,,,413.38965,,467.04475,,522.448225
447.222075,,,413.4125,,467.066625,,522.541425
447.2503,,,413.4287,,467.08335,,522.560725
447.277825,,,413.448975,,467.119775,,522.586825
447.32275,,,413.46995,,467.1549,,522.5966
447.3543,,,413.49795,,467.1798,,522.6095
447.45115,,,413.522775,,467.229225,,522.6479
447.477975,,,413.549075,,467.246025,,522.66295
447.520025,,,413.567075,,467.26465,,522.7391
447.55305,,,413.6149,,467.30215,,522.76345
447.582625,,,413.630625,,467.340175,,522.78385
447.623025,,,413.664025,,467.375275,,522.818825
447.64435,,,413.6821,,467.38735,,522.881925
447.666275,,,413.72535,,467.39615,,522.893625
447.682075,,,413.77785,,467.406775,,522.987
447.68735,,,413.80985,,467.409725,,523.01885
447.7336,,,413.867075,,467.4929,,523.043625
447.80205,,,413.89405,,467.52785,,523.050675
447.811975,,,413.926525,,467.5894,,523.09865
447.851925,,,413.97225,,467.6614,,523.11755
447.87425,,,414.0048,,467.69595,,523.183175
447.938475,,,414.019,,467.748225,,523.1919
447.995725,,,414.04005,,467.850075,,523.2294
448.0142,,,414.0512,,467.876975,,523.252525
448.02905,,,414.07845,,467.904975,,523.275475
448.056825,,,414.100225,,467.917,,523.351525
448.0831,,,414.1849,,467.98575,,523.4177
448.1142,,,414.2172,,468.016825,,523.541025
448.1456,,,414.2394,,468.056575,,523.5959
448.188175,,,414.26325,,468.0819,,523.71615
448.20115,,,414.29185,,468.112475,,523.751425
448.219475,,,414.31525,,468.150525,,523.836675
448.2466,,,414.3421,,468.170925,,523.9042
448.250475,,,414.3556,,468.2153,,523.9832
448.3071,,,414.3614,,468.257375,,524.003425
448.33415,,,414.384825,,468.3378,,524.00585
448.36515,,,414.409775,,468.396025,,524.0122
448.3899,,,414.435325,,468.43725,,524.022625
448.409975,,,414.466425,,468.6841,,524.0714
448.443475,,,414.48705,,468.755675,,524.09665
448.49895,,,414.515125,,468.78995,,524.122925
448.551025,,,414.545925,,468.8635,,524.1691
448.569525,,,414.5786,,469.0832,,524.1775
448.58535,,,414.595975,,469.13435,,524.435975
448.611,,,414.6231,,469.17055,,524.57815
448.633,,,414.64865,,469.220775,,524.8236
448.64765,,,414.6757,,469.2682,,524.82915
448.67615,,,414.696625,,469.308425,,524.84015
448.6969,,,414.728525,,469.382475,,524.880375
448.74015,,,414.74975,,469.4465,,525.1733
448.78505,,,414.76915,,469.522975,,525.235825
448.8194,,,414.78865,,469.552075,,525.251625
448.8482,,,414.83625,,469.6924,,525.316275
448.907825,,,414.877,,469.738175,,525.343475
448.997125,,,414.89765,,469.782675,,525.357825
449.02355,,,414.926525,,469.81905,,525.37475
449.073625,,,414.94665,,469.86615,,525.404025
449.118825,,,414.970925,,469.89445,,525.407625
449.21795,,,414.9959,,469.98155,,525.4286
449.2957,,,415.0537,,470.00385,,525.4319
449.33515,,,415.08395,,470.0647,,525.44755
449.371675,,,415.107725,,470.20185,,525.457875
449.395375,,,415.14855,,470.317775,,525.55675
449.4644,,,415.17825,,470.3456,,525.5631
449.494925,,,415.22975,,470.367075,,525.573775
449.5317,,,415.25365,,470.39685,,525.623025
449.572425,,,415.276225,,470.430275,,525.69665
449.595475,,,415.353725,,470.570325,,525.75775
449.61345,,,415.3815,,470.6654,,525.807825
449.664625,,,415.40425,,470.7988,,525.8108
449.68785,,,415.43055,,470.830925,,525.8187
449.739975,,,415.493325,,470.938325,,525.8357
449.77805,,,415.514675,,470.957775,,525.841
449.827625,,,415.56165,,470.993925,,525.8504
449.846775,,,415.5869,,471.1969,,525.8701
449.90425,,,415.614325,,471.2482,,525.892675
449.93215,,,415.6336,,471.2731,,525.897575
449.96295,,,415.679375,,471.374225,,525.92535
450.0102,,,415.70905,,471.45235,,525.9313
450.04515,,,415.734875,,471.535875,,525.939175
450.082875,,,415.773375,,471.624725,,525.953675
450.11395,,,415.8156,,471.65925,,525.97005
450.14545,,,415.897075,,471.694375,,525.9766
450.16875,,,415.934325,,471.795125,,525.98585
450.181725,,,415.971175,,471.8239,,526.065925
450.204375,,,415.9961,,471.945625,,526.0807
450.22735,,,416.022625,,471.98995,,526.093525
450.269675,,,416.05375,,472.0192,,526.137725
450.301775,,,416.085775,,472.068675,,526.152425
450.341475,,,416.103025,,472.107425,,526.1949
450.37165,,,416.130325,,472.185,,526.207325
450.40805,,,416.1545,,472.215875,,526.222025
450.528925,,,416.178875,,472.283125,,526.22715
450.58035,,,416.202025,,472.3268,,526.241525
450.64435,,,416.2217,,472.35745,,526.24965
450.717425,,,416.250975,,472.3988,,526.330075
450.77245,,,416.2783,,472.4863,,526.609225
450.8661,,,416.301975,,472.53025,,526.873725
451.026575,,,416.322275,,472.5783,,526.8807
451.06905,,,416.327775,,472.607175,,526.9016
451.097675,,,416.394375,,472.6529,,526.9079
451.154575,,,416.426975,,472.715775,,526.910025
451.178825,,,416.47385,,472.806675,,527.042825
451.21845,,,416.49845,,472.912425,,527.144
451.24695,,,416.572075,,472.94275,,527.1516
451.29555,,,416.6037,,472.97245,,527.2701
451.319425,,,416.634525,,472.987125,,527.297275
451.358625,,,416.660475,,473.0029,,527.3356
451.39345,,,416.704025,,473.0793,,527.340125
451.41745,,,416.734525,,473.180075,,527.342325
451.45625,,,416.7578,,473.300175,,527.404325
451.490375,,,416.81555,,473.33055,,527.426775
451.52605,,,416.8493,,473.358575,,527.454475
451.572225,,,416.870925,,473.383575,,527.5031
451.60395,,,416.8938,,473.412675,,527.57345
451.757575,,,416.914025,,473.4691,,527.587075
451.775525,,,416.9359,,473.5491,,527.68595
451.799075,,,416.962275,,473.562425,,527.707825
451.85375,,,416.98085,,473.611025,,527.722475
451.877775,,,417.0025,,473.6337,,527.731475
451.906975,,,417.021775,,473.66815,,527.751525
451.93415,,,417.049975,,473.6951,,527.757225
452.076175,,,417.080475,,473.764575,,527.778225
452.124075,,,417.11495,,473.81625,,527.975275
452.152275,,,417.143325,,473.8308,,528.498525
452.186925,,,417.17625,,473.9853,,528.589725
452.223175,,,417.223675,,474.032075,,528.605725
452.297725,,,417.2526,,474.078925,,528.612
452.317675,,,417.27485,,474.1331,,528.63515
452.3549,,,417.299,,474.227975,,528.6631
452.405,,,417.3206,,474.246,,528.66875
452.4441,,,417.33485,,474.275325,,528.731225
452.47415,,,417.355675,,474.30855,,528.79685
452.507725,,,417.377825,,474.368925,,528.804325
452.51445,,,417.39895,,474.414975,,528.906725
452.5188,,,417.403675,,474.467075,,529.03765
452.610575,,,417.41795,,474.505675,,529.071425
452.646925,,,417.425125,,474.5421,,529.59125
452.689075,,,417.441925,,474.59865,,529.658325
452.7203,,,417.4851,,474.6303,,529.702325
452.76435,,,417.536125,,474.667425,,529.715425
452.80895,,,417.565875,,474.7026,,529.75195
452.844725,,,417.614775,,474.72315,,529.763725
453.0591,,,417.629775,,474.75265,,529.8266
453.09425,,,417.661325,,474.961825,,529.835
453.1301,,,417.69465,,475.029875,,529.95615
453.171675,,,417.719275,,475.054,,530.10695
453.20715,,,417.752325,,475.3348,,530.1702
453.246575,,,417.771975,,475.372025,,530.1767
453.314925,,,417.839275,,475.40915,,530.217175
453.440475,,,417.861575,,475.525425,,530.222775
453.44745,,,417.875925,,475.577725,,530.261225
453.475925,,,417.908525,,475.6713,,530.282925
453.5202,,,417.934725,,475.723725,,530.356375
453.535425,,,417.976325,,475.8054,,530.423475
453.5587,,,418.03075,,475.8405,,530.44705
453.5964,,,418.059525,,475.87005,,530.4624
453.622025,,,418.0958,,475.899625,,530.52285
453.6639,,,418.1161,,475.989,,530.6191
453.6767,,,418.1429,,476.179675,,530.665425
453.724575,,,418.164575,,476.236975,,530.6886
453.750075,,,418.241225,,476.3337,,530.78635
453.7823,,,418.2721,,476.368075,,530.792025
453.81015,,,418.29745,,476.56705,,530.827775
453.861675,,,418.360775,,476.598075,,530.860875
453.899025,,,418.3959,,476.6783,,530.956575
453.91745,,,418.487225,,476.719175,,531.14375
453.951275,,,418.5503,,476.760525,,531.1558
454.00685,,,418.62665,,476.780125,,531.243625
454.03735,,,418.658725,,476.8112,,531.30425
454.064,,,418.69065,,476.844475,,531.3284
454.088275,,,418.709275,,476.8631,,531.34085
454.1384,,,418.737875,,476.89075,,531.45445
454.178425,,,418.763075,,476.939475,,531.524375
454.228625,,,418.802075,,476.98085,,531.610075
454.2633,,,418.8335,,477.000525,,531.615725
454.27725,,,418.861075,,477.04955,,531.696625
454.298875,,,418.89365,,477.09125,,531.70505
454.3227,,,418.9262,,477.15585,,531.792125
454.353425,,,418.9505,,477.195375,,531.87165
454.3831,,,418.98315,,477.2309,,531.88045
454.416575,,,419.0158,,477.263625,,532.087825
454.455375,,,419.0437,,477.31515,,532.101375
454.503375,,,419.082175,,477.455425,,532.1093
454.58345,,,419.103175,,477.552475,,532.13475
454.64065,,,419.142375,,477.59585,,532.18505
454.6621,,,419.162325,,477.623775,,532.2018
454.702775,,,419.184475,,477.647225,,532.2644
454.724325,,,419.188825,,477.6685,,532.3905
454.7636,,,419.2372,,477.68715,,532.575325
454.836625,,,419.251775,,477.7037,,532.8301
454.8726,,,419.26405,,477.784275,,532.8387
454.931225,,,419.30445,,477.800275,,532.879875
454.954125,,,419.3326,,477.829,,532.9752
455.0241,,,419.363625,,477.866575,,533.019625
455.043675,,,419.394775,,477.893875,,533.061
455.07185,,,419.4273,,477.9269,,533.115475
455.086575,,,419.44975,,477.964375,,533.229525
455.1184,,,419.48015,,477.99735,,533.24345
455.1457,,,419.52805,,478.034525,,533.30475
455.154525,,,419.54685,,478.10395,,533.46725
455.15695,,,419.57705,,478.14015,,533.5218
455.18,,,419.60785,,478.1658,,533.569775
455.233675,,,419.66485,,478.191975,,533.639
455.261875,,,419.698275,,478.241175,,533.703575
455.309275,,,419.73635,,478.30285,,533.74765
455.3412,,,419.768925,,478.314325,,533.757825
455.3786,,,419.79745,,478.342075,,533.765275
455.423925,,,419.818175,,478.3981,,533.798425
455.450525,,,419.839,,478.426075,,533.843875
455.48725,,,419.8757,,478.46355,,533.870225
455.556325,,,419.90485,,478.493525,,533.90305
455.617325,,,419.93335,,478.51685,,533.97775
455.649475,,,419.96605,,478.538025,,534.006025
455.681575,,,419.99585,,478.557925,,534.02705
455.7233,,,420.054525,,478.572175,,534.0511
455.781175,,,420.0967,,478.628475,,534.144975
455.814525,,,420.1182,,478.657325,,534.207325
455.8574,,,420.138475,,478.900475,,534.232
455.877525,,,420.1672,,478.9376,,534.3966
455.914775,,,420.17155,,478.962325,,534.6327
455.947325,,,420.214525,,479.004975,,534.64275
456.036325,,,420.235525,,479.092875,,534.76985
456.073525,,,420.258975,,479.1448,,534.985325
456.1232,,,420.279225,,479.1722,,535.0012
456.169725,,,420.30825,,479.20655,,535.0566
456.222375,,,420.335,,479.2175,,535.111975
456.296175,,,420.3832,,479.2361,,535.139175
456.33485,,,420.410975,,479.2638,,535.180825
456.394875,,,420.41935,,479.3022,,535.228075
456.436525,,,420.43395,,479.34465,,535.339825
456.491925,,,420.454225,,479.40125,,535.408375
456.579275,,,420.4814,,479.421575,,535.5391
456.61165,,,420.510875,,479.468575,,535.573425
456.64695,,,420.5468,,479.504325,,535.584375
456.7346,,,420.565125,,479.528225,,535.74965
456.77785,,,420.58445,,479.554325,,535.7962
456.81285,,,420.63185,,479.583475,,535.8015
456.853725,,,420.65755,,479.609275,,535.845375
456.8955,,,420.682525,,479.63205,,535.85
456.901125,,,420.7039,,479.672575,,535.88715
456.955075,,,420.74425,,479.68815,,535.90995
457.008525,,,420.7626,,479.749675,,535.92045
457.024475,,,420.810525,,479.821475,,535.959925
457.0316,,,420.8676,,479.895,,536.042625
457.052625,,,420.90205,,479.928575,,536.055675
