SPK_SPKC01a (no clear),SPK_SPKC02b (exc),SPK_SPKC07a (exc),SPK_SPKC09c (inhi),SPK_SPKC12b (exc),SPK_SPKC14a (exc),SPK_SPKC15a (inhi/exc),SPK_SPKC16a (inhi/exc?)
380.92335,457.5946,415.4479,370.8277,446.0614,380.6942,418.4017,419.148075
380.964425,457.659075,415.46145,370.847675,446.16585,380.765375,418.48095,419.24245
381.0217,457.847125,415.47975,370.892625,446.3721,380.7986,418.63375,419.2695
381.05895,457.8649,415.52165,370.91735,446.409625,380.81865,418.695025,419.276025
381.112075,457.9403,415.6995,370.9491,446.4931,380.862,418.845275,419.285875
381.1365,458.216575,415.795675,370.964,446.5486,380.9217,418.915925,419.297675
381.173275,458.451175,415.843675,370.984975,446.656,380.96065,418.989875,419.4711
381.260575,458.536,415.87565,371.003825,446.75825,380.997575,419.052575,419.515775
381.304125,458.675325,416.1112,371.021525,446.805225,381.03805,419.092025,419.5285
381.337225,458.858925,416.250325,371.044175,446.845775,381.06705,419.138675,419.553875
381.34765,458.864675,416.339175,371.1088,446.887225,381.1042,419.21045,419.56215
381.43365,458.883825,416.644625,371.130975,446.9191,381.135225,419.29005,419.572925
381.51075,458.9534,416.682,371.13985,447.106975,381.156175,419.355475,419.58115
381.54175,459.011325,416.75635,371.14555,447.1661,381.18885,419.422075,419.603125
381.5634,459.064625,416.92055,371.157875,447.26165,381.211375,419.493475,419.644075
381.57915,459.285775,416.927425,371.168725,447.305225,381.2337,419.555925,419.650425
381.615075,459.35175,416.957375,371.184925,447.596175,381.2674,419.645425,419.69415
381.631325,459.414275,417.228525,371.2003,447.77905,381.296475,419.787025,419.821675
381.64645,459.676325,417.3027,371.21795,448.10525,381.36895,419.857175,419.8788
381.690275,459.855575,417.40895,371.256875,448.441225,381.3881,419.99765,419.918775
381.70805,459.90765,417.421775,371.2974,448.704775,381.410925,420.06885,419.97665
381.7508,459.96915,417.7611,371.32115,448.7355,381.42765,420.15125,420.05325
381.8021,460.00325,417.86945,371.34225,448.777625,381.4797,420.229375,420.14835
381.85,460.06555,417.873175,371.367525,448.851525,381.499975,420.302225,420.1759
381.891775,460.12785,417.8813,371.386775,448.892125,381.578775,420.388,420.223275
381.9107,460.14245,418.159025,371.405375,448.943875,381.624175,420.460975,420.304925
381.945875,460.213625,418.19135,371.42185,448.979725,381.670775,420.5403,420.32375
381.979075,460.42085,418.299825,371.44075,449.2618,381.804925,420.6372,420.345275
382.014275,460.6741,418.42615,371.46245,449.291175,381.838025,420.73425,420.36915
382.034975,460.80955,418.48855,371.48065,449.3434,381.8896,420.814375,420.39145
382.0569,460.875075,418.5084,371.501,449.751325,381.9368,420.886075,420.467875
382.0673,461.133975,418.51745,371.542325,449.7987,381.978925,421.046725,420.51845
382.101475,461.186025,418.561475,371.565125,450.035075,382.167375,421.1158,420.5514
382.128525,461.212475,418.635875,371.5987,450.082575,382.2075,421.185475,420.6728
382.174475,461.252225,418.7732,371.63675,450.135475,382.261075,421.256975,420.711575
382.228925,461.39355,418.815675,371.662075,450.29885,382.482075,421.3487,420.72035
382.2508,461.40695,418.897575,371.693725,450.4479,382.511725,421.3914,420.7331
382.2834,461.674675,418.923925,371.7209,450.7515,382.54315,421.46805,420.750375
382.3244,461.8443,418.947275,371.7429,450.7731,382.616775,421.550925,420.7673
382.3621,462.141,418.995575,371.76065,450.790175,382.77585,421.64505,420.836875
382.4001,462.1427,419.107575,371.7775,451.019975,382.807025,421.754925,420.86315
382.428975,462.181125,419.2286,371.78755,451.1196,382.83915,421.85,420.87255
382.492375,462.21125,419.458725,371.7886,451.244825,382.85625,421.931275,420.91685
382.52635,462.960475,419.617325,371.815275,451.413875,382.9051,422.002925,420.96835
382.5438,463.072275,419.651525,371.902025,451.978875,383.105425,422.09755,421.01475
382.57455,463.1842,419.80255,371.935625,452.0535,383.1497,422.1799,421.03965
382.613775,463.45415,419.8622,371.947475,452.1596,383.27495,422.2718,421.063475
382.660225,463.50265,420.06065,371.974925,452.2068,383.363925,422.35865,421.08705
382.690575,463.553975,420.1439,372.000875,452.5049,383.432075,422.44585,421.139125
382.713075,463.57815,420.360825,372.04015,453.324425,383.504925,422.58425,421.230775
382.746725,463.66845,420.42765,372.06535,453.6404,383.5361,422.740575,421.241825
382.780825,463.965925,420.452625,372.087325,453.675575,383.5973,422.82185,421.3331
382.821975,464.007225,420.485275,372.11265,453.769575,383.6308,422.9084,421.419875
382.9284,464.06585,420.6483,372.1333,454.2145,383.707325,422.992225,421.4748
382.952025,464.18485,420.7393,372.183125,454.329475,383.7559,423.06295,421.5589
382.9909,464.3332,420.76705,372.2069,454.47545,383.7616,423.0739,421.624125
383.018475,464.479325,420.833275,372.22395,454.6391,383.792375,423.24835,421.65395
383.049,464.71565,420.8606,372.2499,454.67505,383.825,423.331125,421.6804
383.0923,464.852925,421.098,372.266875,454.744725,383.869525,423.42015,421.692525
383.11425,464.884575,421.18155,372.289425,455.01815,383.909325,423.49455,421.71345
383.14235,464.92625,421.251225,372.311525,455.2214,383.964025,423.57325,421.81955
383.1868,464.955225,421.397375,372.314925,455.317575,384.064075,423.66995,421.847625
383.23725,465.252725,421.64765,372.333275,455.370325,384.08995,423.7527,421.9334
383.286,465.368425,421.761275,372.366875,455.538575,384.13375,423.84965,421.9801
383.30725,465.42165,421.798725,372.403225,455.574275,384.23435,423.9347,422.013925
383.361775,465.4924,421.834075,372.424175,455.690525,384.316075,424.102425,422.033775
383.40035,465.528725,422.06405,372.4453,455.9085,384.34505,424.181325,422.0958
383.4053,465.63725,422.200525,372.47135,456.0068,384.44005,424.2049,422.1254
383.567775,465.664975,422.21745,372.48655,456.11515,384.476275,424.23705,422.171075
383.620675,465.688475,422.230225,372.516475,456.152925,384.490175,424.306625,422.1888
383.6985,465.734825,422.24405,372.532225,456.18255,384.665125,424.435,422.218225
383.76175,465.80115,422.283,372.551925,456.26965,384.686025,424.468675,422.274225
383.8111,466.0928,422.43915,372.57305,456.409425,384.7157,424.55615,422.31775
383.853275,466.2139,422.479775,372.592075,456.43595,384.74625,424.636625,422.336925
383.88335,466.4092,422.4865,372.614225,456.5638,384.78305,424.709575,422.3555
383.94005,466.461675,422.563875,372.664025,456.70915,384.8121,424.7909,422.367725
383.982775,466.49585,422.762875,372.726125,456.8372,385.063275,424.86425,422.38185
384.007575,466.549275,422.8133,372.745875,457.174725,385.104225,424.909725,422.429325
384.0406,466.596825,422.990075,372.76015,457.42005,385.127675,424.93895,422.438425
384.074525,466.604375,423.02705,372.777,457.435525,385.16555,425.01325,422.4601
384.0978,466.791825,423.0708,372.794575,457.55485,385.1917,425.088675,422.480075
384.1425,467.25755,423.078275,372.81865,457.58625,385.219825,425.15755,422.4931
384.19425,467.29415,423.14425,372.8218,457.8282,385.258475,425.30345,422.509875
384.22635,467.314825,423.2432,372.843425,457.952975,385.259925,425.38635,422.5597
384.248675,467.351425,423.7467,372.86985,458.066675,385.288925,425.47855,422.583225
384.2993,467.403175,423.924775,372.889625,458.405625,385.339225,425.568575,422.626675
384.3352,467.417425,423.967275,372.915,458.448875,385.39915,425.748925,422.656375
384.361275,467.442225,424.01565,372.9467,458.5142,385.438175,425.930675,422.691475
384.396675,467.466525,424.228125,372.974775,458.64595,385.517575,425.99745,422.70535
384.5189,467.5448,424.383925,373.007925,458.7709,385.54355,426.062325,422.72285
384.554075,467.567575,424.3938,373.033375,458.86455,385.5713,426.134675,422.738775
384.603125,467.61515,424.4493,373.07495,459.396275,385.62325,426.218875,422.8671
384.6256,467.666375,424.850875,373.09455,459.4541,385.661275,426.304325,422.94275
384.673025,467.940175,424.90665,373.12755,459.5391,385.708275,426.3801,422.974075
384.7163,467.9753,425.18535,373.135075,459.65785,385.73065,426.441525,423.005975
384.811975,467.9989,425.693775,373.15455,459.6865,385.75905,426.534225,423.0749
384.86375,468.04215,426.08185,373.207425,460.221175,385.799125,426.62825,423.110975
384.91375,468.115025,426.344225,373.23465,460.26865,385.84135,426.89605,423.1744
384.95015,468.47705,426.354325,373.249325,460.4102,385.954175,427.027375,423.208
385.025225,468.499375,426.3724,373.264575,460.587275,385.99825,427.09905,423.251875
385.089525,468.542725,426.40655,373.32435,460.6718,386.060625,427.15885,423.2798
385.119075,468.587425,426.57705,373.3535,460.766975,386.09245,427.224275,423.3071
385.145425,468.8474,426.61455,373.37915,460.814525,386.119225,427.294675,423.360975
385.1977,469.205875,426.733375,373.3964,460.92305,386.134325,427.3716,423.38465
385.2299,469.508225,426.745425,373.41075,461.11845,386.164525,427.433075,423.422
385.302425,469.936975,426.77345,373.4185,461.139475,386.170825,427.516,423.441525
385.34165,470.0275,426.8616,373.4401,461.388275,386.247925,427.5894,423.45585
385.427,470.083075,427.6212,373.460525,461.488575,386.4071,427.68365,423.505675
385.46215,470.132375,427.6661,373.46715,461.519075,386.47145,427.69385,423.5453
385.46895,470.18305,427.67765,373.50265,461.77105,386.500475,427.8335,423.5677
385.5183,470.46285,427.7034,373.530975,461.8788,386.527525,427.90135,423.5917
385.576675,470.503225,428.115525,373.578075,462.069725,386.550025,428.03375,423.6275
385.60185,470.555925,428.132775,373.605925,462.459625,386.59535,428.107675,423.685975
385.6384,470.57795,428.449925,373.6325,462.494075,386.618,428.173425,423.69685
385.68655,470.596375,428.98125,373.6622,462.5628,386.711025,428.2617,423.76385
385.725125,470.6211,429.058775,373.686625,462.58575,386.8032,428.53075,423.8008
385.7431,470.6571,429.32475,373.71115,462.857125,386.850975,428.62325,423.8733
385.7849,470.763775,429.4767,373.746775,462.915625,386.951175,428.704375,423.890375
385.83535,470.802125,429.613125,373.762225,463.0146,387.018975,428.7969,423.924575
385.878325,471.0293,429.687925,373.782825,463.0921,387.050875,428.894675,423.980275
385.903925,471.297,429.6948,373.80525,463.272175,387.0914,428.967175,423.9816
385.93035,471.38545,429.702175,373.854575,463.427375,387.115625,429.22005,424.05
385.98675,471.71835,429.708475,373.89125,463.548725,387.1527,429.29255,424.0597
386.046475,471.853675,429.80675,373.942475,463.592675,387.20085,429.463925,424.120025
386.12155,472.16175,429.9883,373.963425,463.809125,387.234175,429.56295,424.135975
386.15175,472.29495,430.0118,374.010475,463.882625,387.32565,429.65235,424.1772
386.183125,472.424225,430.4069,374.029975,463.939775,387.348875,429.69575,424.248325
386.207625,472.587375,430.76995,374.052,464.1788,387.37815,429.732475,424.310275
386.257925,472.643225,430.774,374.075325,464.41365,387.4231,429.81895,424.327425
386.298475,472.711925,430.8004,374.146,464.584,387.478275,429.88765,424.33695
386.358175,472.899225,430.855975,374.176475,464.699125,387.530525,430.067275,424.3509
386.4058,473.0166,430.886,374.222325,464.729625,387.5439,430.168475,424.375475
386.44975,473.08975,430.93415,374.251425,464.820875,387.57845,430.24535,424.383925
386.522775,473.1272,430.9729,374.272075,465.0188,387.66295,430.3221,424.4031
386.586175,473.531575,431.000225,374.273425,465.07315,387.711825,430.4291,424.448075
386.62185,473.65725,431.02915,374.27925,465.1479,387.7379,430.509675,424.47055
386.6493,473.746975,431.07335,374.315125,465.603375,387.74565,430.574775,424.520925
386.693775,473.8639,431.1511,374.3402,465.647575,387.77275,430.644925,424.56665
386.720925,473.893,431.168,374.361775,465.917275,387.82145,430.73065,424.604825
386.762075,473.95795,431.17745,374.37745,466.086825,387.912325,430.8138,424.6452
386.814075,474.5335,431.20805,374.3795,466.1251,387.95375,430.9077,424.67405
386.834475,474.784175,431.2168,374.40075,466.1608,387.98795,430.97815,424.68795
386.88435,474.838375,431.245275,374.434425,466.1847,388.029375,431.05105,424.713425
386.917425,474.85305,431.256825,374.45345,466.221,388.064325,431.13495,424.755825
386.92985,474.891475,431.2728,374.465025,466.2479,388.133625,431.213425,424.909275
386.951625,475.040525,431.2887,374.4867,466.33595,388.196125,431.290825,424.932675
386.96485,475.085175,431.3243,374.50635,466.79845,388.24045,431.379075,425.016975
387.005975,475.1366,431.3678,374.530475,466.8338,388.314825,431.45865,425.021425
387.060075,475.2294,431.370875,374.550975,466.9625,388.449875,431.53515,425.069025
387.167975,475.3413,431.3964,374.58005,467.12785,388.502875,431.559375,425.116575
387.194975,475.523475,431.4003,374.604025,467.559375,388.5724,431.6129,425.170475
387.214225,475.663275,431.43535,374.62285,467.6464,388.615575,431.7059,425.20675
387.23115,475.76525,431.51115,374.650575,467.848775,388.7007,431.881375,425.2737
387.287125,476.0185,431.64535,374.67805,467.879725,388.71745,431.9888,425.307175
387.305475,476.133475,431.6735,374.6979,468.2899,388.817725,432.064625,425.3668
387.3258,476.427925,431.715225,374.7222,468.3311,388.8538,432.151325,425.397775
387.364875,476.636075,431.78535,374.751,468.45455,388.901275,432.22545,425.414425
387.38885,476.930475,432.014,374.786375,468.72595,389.087275,432.29805,425.440325
387.421,477.002525,432.0595,374.84595,468.914125,389.122675,432.319,425.488575
387.4392,477.103125,432.09475,374.870225,469.15155,389.170725,432.34505,425.5444
387.4897,477.302575,432.1685,374.89315,469.3984,389.20765,432.4657,425.604425
387.514925,477.338025,432.199175,374.9451,469.5134,389.264775,432.65245,425.652575
387.55485,477.392475,432.243075,374.995175,469.526025,389.35045,432.748525,425.665425
387.61255,477.517075,432.293025,375.04595,469.686125,389.405875,432.839975,425.704875
387.63125,477.70905,432.3402,375.074025,469.7645,389.45135,432.938,425.759825
387.649625,477.8393,432.435575,375.092325,469.903925,389.503975,433.03155,425.78775
387.6798,478.167625,433.232275,375.102875,469.940175,389.52755,433.125825,425.81025
387.7035,478.335875,433.8417,375.134625,470.113725,389.568,433.21485,425.84955
387.727025,478.57795,434.1156,375.160175,470.1892,389.67135,433.30245,425.9153
387.772925,478.609575,434.147975,375.2229,470.23115,389.711575,433.37915,425.9333
387.796875,478.6459,434.160925,375.251275,470.40355,389.86475,433.469925,425.981775
387.834425,478.66465,434.164175,375.27625,470.532275,390.004575,433.554925,426.019725
387.922925,478.6822,434.230375,375.30725,470.941175,390.035625,433.627825,426.099925
387.972625,478.76215,434.660275,375.3421,471.0047,390.0744,433.7039,426.1187
388.003475,478.870325,435.232375,375.36495,471.05755,390.151075,433.795775,426.149925
388.0377,479.085475,435.57795,375.389225,471.304125,390.32245,433.86755,426.21455
388.09,479.163725,435.610075,375.406625,471.360375,390.35545,433.937525,426.235925
388.13915,479.280175,435.85675,375.434825,471.563325,390.415425,434.02125,426.2531
388.17465,479.3478,435.879875,375.45615,471.599625,390.46,434.1125,426.27415
388.201875,479.45975,435.904875,375.459325,471.813075,390.486125,434.295175,426.292925
388.22465,479.681225,435.92965,375.4789,472.05135,390.515625,434.37285,426.302925
388.258675,479.715725,435.9684,375.484175,472.442575,390.537925,434.45775,426.35265
388.282125,479.745325,436.5717,375.501725,472.5021,390.565,434.53175,426.463675
388.3131,479.767925,436.58275,375.56075,472.732925,390.6602,434.605925,426.49515
388.35015,479.7985,436.604575,375.5823,472.7716,390.7961,434.752475,426.531375
388.393725,479.835025,436.708375,375.61625,472.869775,390.8409,434.91735,426.5454
388.424225,479.883,437.07375,375.6422,472.93525,390.908025,434.99565,426.572475
388.45005,479.912875,437.189825,375.6571,473.125525,390.959125,435.07505,426.5975
388.561825,479.954075,437.508225,375.681725,473.3049,391.054875,435.166875,426.6073
388.58155,479.97835,437.536725,375.70725,473.3804,391.1372,435.2376,426.6497
388.604575,480.010375,437.555825,375.726525,473.43525,391.27145,435.3112,426.696125
388.6095,480.045675,437.993275,375.751425,473.493625,391.330775,435.3783,426.7482
388.615925,480.079375,438.003075,375.774325,473.580275,391.365525,435.45075,426.7519
388.63685,480.139125,438.0879,375.802025,473.6656,391.391825,435.453425,426.75725
388.675625,480.39775,438.1948,375.866125,473.71535,391.424575,435.460025,426.773325
388.700875,480.4708,438.26145,375.893,473.768175,391.451775,435.4698,426.802025
388.703375,480.510625,438.27385,375.9219,473.83385,391.4738,435.5485,426.841275
388.718375,480.5624,438.29105,375.950275,473.848775,391.5039,435.6151,426.8804
388.7667,480.772,438.303575,375.965825,473.928175,391.655125,435.670375,426.9299
388.804075,480.818175,438.304675,375.986325,474.046575,391.68845,435.684825,427.02395
388.838,481.223175,438.31835,376.013475,474.11055,391.752075,435.7855,427.03235
388.848125,481.415425,438.33375,376.1175,474.2473,391.78025,435.8664,427.075325
388.868075,482.0492,438.355525,376.13495,474.3754,391.8009,435.937375,427.215225
388.897275,482.202525,438.43505,376.147825,474.452575,391.82825,436.00365,427.28665
388.930525,482.414,438.442775,376.193575,474.47225,391.863,436.082475,427.29905
388.980025,482.469875,438.468025,376.222875,474.560875,391.8905,436.210325,427.33025
389.0109,482.5554,438.610125,376.239075,474.781725,391.9177,436.270275,427.362275
389.042325,482.570675,438.682975,376.2547,474.9474,391.9907,436.3498,427.4033
389.093,482.6807,438.9366,376.274825,475.16735,392.018325,436.432025,427.43405
389.140075,483.00735,438.99165,376.275925,475.4705,392.059075,436.500325,427.4958
389.14135,483.239,439.458775,376.29785,475.66185,392.110375,436.535875,427.5712
389.167,483.342225,439.49285,376.307775,475.686475,392.13755,436.6256,427.59315
389.208475,483.4449,439.507075,376.315125,475.91925,392.167375,436.691625,427.60845
389.23,483.49085,439.517525,376.37885,476.17695,392.205375,436.762775,427.74905
389.232,483.536975,439.5268,376.393375,476.275775,392.23765,436.82745,427.81055
389.282675,483.6725,439.648025,376.410575,476.39165,392.2957,436.963275,427.89265
389.310075,483.8373,439.73215,376.453,476.447375,392.343425,437.0366,427.958825
389.350075,483.850325,439.8742,376.477075,476.51515,392.486325,437.10305,427.98025
389.40875,483.87245,440.0959,376.49935,476.614175,392.517475,437.1574,428.011975
389.477875,483.9227,440.308875,376.542875,476.810575,392.61945,437.2151,428.048725
389.5197,483.958475,440.3246,376.571875,476.92275,392.660025,437.22325,428.158475
389.551025,484.0097,440.60135,376.5774,476.939925,392.702,437.245625,428.228425
389.568175,484.2495,440.6231,376.621775,477.118925,392.735475,437.31605,428.30855
389.611025,484.48045,440.673125,376.648775,477.33025,392.767725,437.40525,428.37295
389.671675,484.50285,441.01225,376.706575,477.33685,392.79295,437.56575,428.392
389.7219,484.504375,441.207725,376.748325,477.562525,392.815325,437.62725,428.419125
389.747825,484.625725,441.245725,376.773925,477.6719,392.8656,437.714875,428.51455
389.785125,484.686325,441.25425,376.808525,477.7798,392.90545,437.813925,428.615175
389.820825,484.727775,441.291225,376.830675,477.880775,392.9561,437.9036,428.66075
389.85225,484.792425,441.3597,376.853325,477.977725,392.999225,437.984275,428.694175
389.884625,484.93135,441.375675,376.871975,478.0496,393.0394,438.057425,428.72185
389.915875,484.98725,441.418025,376.905725,478.081025,393.04395,438.1437,428.822125
390.00725,485.070625,441.441225,376.92505,478.3375,393.098075,438.230575,428.8585
390.033925,485.175475,441.5088,376.953425,478.365925,393.139975,438.293725,428.8926
390.07965,485.57715,441.535425,376.9705,478.5332,393.177625,438.33775,428.94875
390.16615,485.6062,441.5646,376.98815,478.644475,393.211975,438.387425,428.99565
390.192925,485.633775,441.5682,377.007175,478.792775,393.2164,438.52585,429.037225
390.223,485.740075,441.593075,377.04635,478.938775,393.2574,438.607775,429.058825
390.260225,485.9601,441.598,377.0892,478.97385,393.2678,438.696925,429.1232
390.301125,486.444975,441.710825,377.12845,479.320025,393.395475,438.884,429.152775
390.329525,486.7666,441.778375,377.14685,479.399375,393.40275,438.963875,429.182175
390.39825,486.9476,441.790625,377.173375,479.677925,393.447475,439.041025,429.20455
390.441225,486.9893,441.840575,377.19105,480.0095,393.48215,439.10585,429.2332
390.471425,487.0066,441.851875,377.208,480.172975,393.62275,439.29205,429.265575
390.503825,487.044925,441.885875,377.22715,480.206825,393.670775,439.37765,429.3208
390.53585,487.0933,441.904275,377.24425,480.303575,393.765575,439.452525,429.35515
390.590675,487.15145,442.10135,377.2595,480.46975,393.8175,439.588675,429.41455
390.615825,487.205875,442.12205,377.2777,480.7082,393.867825,439.670025,429.449475
390.63945,487.26445,442.14215,377.294025,480.7574,393.894575,439.7472,429.499125
390.694725,487.503075,442.1933,377.3509,481.248775,393.92155,439.830625,429.53355
390.76385,487.777875,442.318525,377.365475,481.3018,394.05325,439.9229,429.5681
390.801575,488.02385,442.36585,377.398425,481.41655,394.061,440.012275,429.5791
390.833525,488.06795,442.4123,377.404275,481.48375,394.1266,440.12095,429.639425
390.861075,488.08565,442.6459,377.4159,481.53545,394.170925,440.209575,429.65535
390.9063,488.410925,442.691675,377.428025,481.749225,394.223125,440.31975,429.716125
390.96095,488.454375,442.78075,377.4673,481.879075,394.255275,440.407075,429.729
391.01395,488.5071,442.994775,377.48565,481.907375,394.312375,440.505525,429.7414
391.0614,488.542225,443.0244,377.506075,481.98165,394.34725,440.62215,429.747375
391.090525,488.5926,443.03855,377.53025,482.10645,394.451875,440.717475,429.7627
391.106725,488.8885,443.068775,377.550275,482.367475,394.526125,440.807775,429.7696
391.142425,489.138375,443.106625,377.5738,482.7998,394.551,440.887425,429.78645
391.182725,489.27045,443.1669,377.5963,482.8331,394.6176,440.986725,429.8011
391.205725,489.33535,443.175325,377.617825,482.8794,394.680275,441.07965,429.878925
391.260225,489.376,443.224325,377.643625,482.9595,394.725625,441.15725,429.94745
391.30005,489.663325,443.250325,377.6618,483.078025,394.770075,441.33685,429.955025
391.34355,489.689875,443.2823,377.704975,483.13765,394.807925,441.452725,429.979075
391.3608,489.716625,443.3356,377.71935,483.2066,394.839875,441.656625,430.0008
391.49675,489.72985,443.3675,377.732075,483.34845,394.86405,441.75595,430.1864
391.525175,489.76295,443.585475,377.775325,483.4939,394.8854,441.8462,430.241625
391.55915,489.8088,443.612325,377.79665,483.6579,394.91115,441.9373,430.2731
391.586025,489.890675,443.938,377.8195,483.758075,394.941425,442.146425,430.327925
391.61225,490.121825,444.16975,377.838675,483.800025,394.98355,442.399025,430.33895
391.644025,490.167325,444.25665,377.863275,483.82175,395.016575,442.50195,430.370825
391.690725,490.258475,444.374875,377.9107,483.832675,395.049375,442.588975,430.397325
391.728825,490.360725,444.40315,377.9384,484.116375,395.111075,442.670875,430.4102
391.797525,490.707625,444.508525,377.9787,484.2169,395.163875,442.866075,430.448625
391.8243,490.895025,444.51225,377.999775,484.2973,395.1961,442.98095,430.467375
391.856275,490.987575,444.5515,378.0253,484.355125,395.253225,443.095825,430.583525
391.8932,491.03045,444.6551,378.087325,484.383575,395.2946,443.09935,430.588075
391.923375,491.08755,444.76855,378.10995,484.412175,395.3219,443.29,430.5914
391.958025,491.3172,444.8253,378.1326,484.477825,395.346575,443.385775,430.6283
392.005825,491.4267,444.853875,378.154975,484.9094,395.383775,443.484125,430.673675
392.048075,491.525275,444.9725,378.184425,484.998525,395.42915,443.658225,430.696475
392.1033,491.6538,445.0371,378.208275,485.0747,395.487625,443.745775,430.76865
392.13955,491.847475,445.053725,378.2267,485.35795,395.519625,443.838875,430.789325
392.1522,491.9019,445.08025,378.250825,485.540575,395.5663,443.933875,430.80965
392.2139,491.9352,445.14475,378.285925,485.837825,395.636825,444.011325,430.8311
392.25755,491.996475,445.1858,378.304475,485.939375,395.684925,444.08975,430.8431
392.29035,492.1851,445.21205,378.3266,485.95965,395.724675,444.276175,430.939025
392.32805,492.3461,445.2729,378.352525,485.970475,395.755275,444.440975,430.959225
392.35285,492.419725,445.28865,378.37405,486.010225,395.879375,444.52825,430.9846
392.4301,492.58725,445.313225,378.39565,486.254725,395.884475,444.6226,430.998675
392.467175,492.6937,445.346575,378.4439,486.396825,395.89345,444.697775,431.010775
392.49085,492.87545,445.43515,378.491,486.47295,395.91395,444.7754,431.020275
392.536725,492.929,445.577975,378.5125,486.574475,395.984225,444.862525,431.061975
392.5891,492.991675,445.6968,378.537325,486.7015,396.012675,444.9492,431.08715
392.64235,493.076,445.796725,378.56705,486.7796,396.063,445.047375,431.13105
392.673975,493.1007,445.90585,378.59165,486.8955,396.121,445.1299,431.135875
392.714825,493.18465,446.248375,378.618925,487.1493,396.161375,445.2922,431.159275
392.73685,493.2578,446.2679,378.647375,487.27625,396.202775,445.3671,431.174925
392.800225,493.28065,446.35765,378.672425,487.3384,396.30385,445.449525,431.191875
392.839,493.334375,446.471325,378.7013,487.4775,396.330775,445.535725,431.2123
392.917925,493.373075,446.520275,378.752325,487.4876,396.393375,445.61485,431.2861
392.9572,493.39305,446.822675,378.77305,487.644675,396.432725,445.68225,431.292875
392.9947,493.438825,446.9666,378.77985,487.76905,396.4772,445.755975,431.298075
392.999375,493.468875,447.115025,378.817825,487.8539,396.59125,445.81915,431.3
393.024125,493.54755,447.15815,378.846225,487.8729,396.656025,445.892825,431.312775
393.07875,493.724875,447.207675,378.8736,488.09045,396.694975,445.981525,431.33115
393.137325,493.76295,447.283575,378.904975,488.375625,396.72865,446.0693,431.3364
393.207775,493.82255,447.463425,378.922,488.38305,396.7732,446.1529,431.37335
393.230725,493.865675,447.619825,378.94315,488.39495,396.797425,446.242425,431.411125
393.2841,494.126675,447.62155,378.965675,488.550775,396.820225,446.3171,431.475
393.32895,494.411225,447.6364,378.9945,488.5788,396.87565,446.48995,431.59875
393.3502,494.615975,447.807725,379.019375,488.64575,396.9567,446.585175,431.65
393.39035,494.66975,447.81845,379.04805,488.79275,396.984075,446.663475,431.688475
393.421575,494.728425,447.82875,379.07525,488.82755,397.04325,446.750075,431.701625
393.45525,494.984775,447.8318,379.102675,488.87585,397.072325,446.836425,431.719325
393.484525,495.550125,447.84865,379.129725,489.104325,397.1411,447.0056,431.864975
393.52555,495.612575,447.88925,379.153425,489.623125,397.241575,447.1048,431.923825
393.55765,495.727025,447.91975,379.182075,489.65435,397.340925,447.219175,431.957
393.575525,495.7857,447.953875,379.19905,489.69205,397.40255,447.2213,432.000675
393.5976,495.836475,447.959925,379.219825,489.709675,397.43125,447.304475,432.005625
393.6381,496.0413,447.9907,379.225175,490.02965,397.4703,447.410475,432.055875
393.70675,496.155975,448.004425,379.249475,490.238575,397.529375,447.5013,432.07525
393.741325,496.168225,448.02085,379.268475,490.382825,397.5614,447.664375,432.094625
393.779525,496.282925,448.03225,379.30745,490.4895,397.58315,447.74655,432.114725
393.81015,496.33815,448.100525,379.364525,490.56175,397.60345,447.920175,432.1314
393.847175,496.43685,448.168675,379.38315,490.61095,397.6319,447.996125,432.186
393.891125,496.5552,448.194,379.418225,490.649475,397.698825,448.069425,432.23645
393.965525,496.679175,448.210325,379.4333,490.67625,397.853975,448.235875,432.254425
393.986375,496.716,448.2575,379.468075,491.01255,397.88725,448.31005,432.29435
394.0125,496.759775,448.280575,379.478475,491.0387,397.905025,448.397175,432.309175
394.049,496.797875,448.4924,379.552025,491.095475,397.9153,448.546,432.321775
394.09005,496.84835,448.533525,379.557475,491.296975,397.97145,448.615075,432.3379
394.1209,496.912925,448.57195,379.581,491.376725,398.0436,448.673425,432.342725
394.23255,497.1576,448.624275,379.61335,491.4561,398.13655,448.7124,432.363325
394.27785,497.223925,448.663975,379.62015,491.516475,398.27395,448.78965,432.370475
394.3229,497.289225,448.73415,379.6499,491.667625,398.319275,448.8671,432.375775
394.3843,497.477575,449.074325,379.68205,491.750125,398.35445,449.166775,432.44225
394.4166,497.498925,449.383575,379.712,491.8349,398.428425,449.2376,432.461675
394.4972,497.531125,449.454325,379.7449,492.17165,398.51865,449.2898,432.4865
394.538125,497.5614,449.6004,379.775375,492.2324,398.5704,449.372075,432.517025
394.553875,497.623075,449.609075,379.804175,492.307675,398.6015,449.457775,432.580175
394.577525,497.9195,449.621375,379.8422,492.40585,398.6264,449.543725,432.5934
394.64955,497.9281,449.7411,379.85005,492.554275,398.6782,449.638975,432.607275
394.6975,498.00975,449.788925,379.868025,492.771075,398.8325,449.708,432.626375
394.762175,498.072825,450.043425,379.921075,492.866575,398.941725,449.78155,432.639325
394.796,498.362275,450.06425,379.971225,492.9661,399.0039,449.86995,432.671475
394.8235,498.478075,450.122225,379.987425,493.392925,399.029975,449.950925,432.691475
