SPK_SPKC02a (inhibited),SPK_SPKC04a (inhibited)
55.89685,37.180175
55.91875,37.194425
55.955175,37.2076
55.976275,37.2414
56.00545,37.259625
56.054625,37.275775
56.0758,37.29755
56.1368,37.324225
56.179975,37.3529
56.243225,37.36745
56.25935,37.38675
56.342875,37.40405
56.3715,37.431525
56.402325,37.445325
56.44055,37.4684
56.467725,37.491925
56.50265,37.5272
56.525375,37.569
56.55835,37.59555
56.635475,37.6277
56.676525,37.6291
56.75155,37.6886
56.8039,37.704125
56.8539,37.720775
56.8752,37.734
56.906625,37.75195
56.954175,37.762
56.986275,37.77575
57.012175,37.798525
57.065675,37.821275
57.106475,37.837575
57.137175,37.849375
57.177425,37.880975
57.19865,37.8941
57.22825,37.907425
57.275425,37.9206
57.279375,37.923
57.2997,37.94665
57.3219,37.9541
57.399425,37.978375
57.40145,38.000625
57.44055,38.014725
57.480175,38.02835
57.52335,38.066475
57.544825,38.08465
57.601025,38.103825
57.6335,38.13345
57.679575,38.152275
57.696625,38.215175
57.72605,38.23665
57.7684,38.251975
57.791275,38.274975
57.832,38.28705
57.8632,38.30945
57.903425,38.32575
57.9677,38.3461
58.0349,38.36285
58.03695,38.386225
58.067225,38.4004
58.13205,38.42245
58.165575,38.4346
58.2446,38.466225
58.272975,38.484975
58.3041,38.501375
58.3327,38.52895
58.374225,38.538425
58.39815,38.546275
58.405375,38.557425
58.434025,38.60765
58.474025,38.67415
58.507675,38.694025
58.509675,38.704325
58.54675,38.715325
58.582375,38.727275
58.618925,38.761175
58.62335,38.8117
58.6811,38.82365
58.7119,38.83195
58.730525,38.875125
58.7512,38.893075
58.80705,38.9284
58.930875,38.94445
58.984375,38.955075
59.028025,38.96465
59.0477,38.97355
59.10355,38.99435
59.137575,39.00195
59.241525,39.012975
59.264675,39.0354
59.286325,39.064375
59.32355,39.067575
59.352625,39.0832
59.381925,39.10135
59.451775,39.112825
59.50685,39.134525
59.62175,39.14145
59.651425,39.1468
59.709125,39.1627
59.7461,39.17455
59.772475,39.203625
59.813625,39.2665
59.865475,39.276725
59.91565,39.28585
59.95255,39.31235
59.96965,39.31695
60.0025,39.329925
60.057775,39.335325
60.083075,39.3405
60.130925,39.34975
60.1664,39.370675
60.234375,39.3747
60.30145,39.386575
60.31645,39.4457
60.3579,39.48455
60.39265,39.5105
60.4292,39.51885
60.485975,39.595975
60.535575,39.61985
60.564825,39.636175
60.676575,39.660475
60.759825,39.6678
60.785725,39.687325
60.82435,39.790025
60.85515,39.810675
60.966525,39.83075
61.003,39.8373
61.057375,39.84635
61.0982,39.857775
61.12465,39.8697
61.1766,39.897675
61.2285,39.9225
61.2897,39.942325
61.34075,39.9667
61.3852,39.97515
61.40915,39.9966
61.462325,40.0209
61.491725,40.046475
61.540525,40.07235
61.6064,40.1299
61.635,40.144425
61.676475,40.186375
61.6986,40.19435
61.77275,40.215425
61.803375,40.2227
61.845425,40.2383
61.885375,40.243925
61.89305,40.268725
61.931475,40.323075
61.9517,40.3457
61.97345,40.35615
61.9824,40.365375
62.1202,40.3716
62.19005,40.39945
62.2317,40.4099
62.3297,40.418275
62.35275,40.44785
62.391425,40.457725
62.436325,40.490675
62.472325,40.500575
62.502275,40.55295
62.51405,40.575525
62.5463,40.5856
62.6177,40.59105
62.677525,40.599025
62.77365,40.60725
62.8298,40.6265
62.876525,40.726775
62.9178,40.737125
62.94865,40.751075
62.978725,40.774875
63.02,40.835575
63.05555,40.8588
63.138825,40.897225
63.2347,40.936275
63.2814,40.9625
63.303775,40.9808
63.376975,41.0283
63.40875,41.090925
63.432675,41.121625
63.479475,41.131775
63.526025,41.143225
63.561175,41.154875
63.591,41.192025
63.658325,41.230875
63.697625,41.250675
63.70665,41.255775
63.768025,41.266375
63.788525,41.274675
63.81405,41.2804
63.928775,41.296825
63.969725,41.307725
63.98325,41.31185
64.00865,41.328925
64.15015,41.36015
64.18795,41.37005
64.191075,41.378325
64.27015,41.3901
64.3069,41.39935
64.344225,41.425325
64.38465,41.436
64.436575,41.45085
64.475025,41.457025
64.537375,41.470225
64.562225,41.556025
64.644275,41.5772
64.6854,41.584725
64.7388,41.58865
64.786575,41.62485
64.81095,41.702675
64.869125,41.714975
64.91325,41.72345
64.942925,41.7596
64.9941,41.7762
65.024975,41.80125
65.094675,41.846525
65.124325,41.8594
65.223075,41.8703
65.245475,41.8781
65.2736,41.8931
65.323925,41.93725
65.358725,41.949775
65.3912,41.96455
65.423425,41.9727
65.4705,42.008725
65.504325,42.036425
65.53905,42.05185
65.571025,42.060375
65.6054,42.076
65.642475,42.08335
65.70965,42.108725
65.76375,42.1187
65.800875,42.138975
65.823325,42.1949
65.8427,42.231775
65.88565,42.310275
65.91295,42.33175
65.94505,42.3421
65.97035,42.35415
66.00035,42.3858
66.0292,42.416475
66.051675,42.432
66.07575,42.4665
66.1022,42.47725
66.174675,42.485475
66.222475,42.4937
66.263575,42.50295
66.302325,42.600325
66.317225,42.6405
66.369725,42.646725
66.3971,42.656
66.4337,42.666025
66.45405,42.701825
66.4938,42.71085
66.521,42.72625
66.560575,42.745875
66.6015,42.751575
66.618025,42.7589
66.634675,42.7676
66.656,42.7697
66.66895,42.8149
66.79225,42.824025
66.8205,42.8598
66.87905,42.95075
66.91175,43.003925
66.93395,43.068275
66.96585,43.078475
66.984175,43.087975
66.988675,43.13605
67.0328,43.144425
67.058,43.183925
67.07375,43.303875
67.08985,43.37905
67.10015,43.4026
67.120625,43.4165
67.149175,43.44195
67.1837,43.466725
67.227575,43.47785
67.24425,43.525325
67.263575,43.58645
67.2803,43.60925
67.340625,43.6656
67.38145,43.7631
67.4093,43.78985
67.459075,43.8438
67.481475,43.874175
67.500025,43.87765
67.523475,43.939775
67.54845,44.09765
67.6039,44.15695
67.620225,44.22765
67.627125,44.2361
67.6751,44.312625
67.702125,44.33775
67.722075,44.3543
67.810275,44.360825
67.841,44.384775
67.86235,44.386975
67.882875,44.4698
67.906875,44.488375
67.9623,44.4962
68.008925,44.50725
68.039775,44.534275
68.070725,44.7056
68.11515,44.71405
68.146675,44.746725
68.175425,44.855925
68.2007,44.872225
68.22005,44.882425
68.249225,44.897775
68.29035,44.940925
68.32155,44.948675
68.325325,44.95825
68.3753,45.0026
68.413825,45.0341
68.44925,45.04105
68.593225,45.07625
68.61035,45.12415
68.632825,45.141775
68.664225,45.17375
68.697925,45.184975
68.723,45.21115
68.76955,45.2822
68.8551,45.297025
68.890425,45.30975
68.941175,45.323425
68.962675,45.333925
69.0162,45.370575
69.04395,45.410575
69.072325,45.485225
69.108525,45.542325
69.14995,45.5638
69.2137,45.581525
69.242375,45.585925
69.28215,45.613975
69.309875,45.64075
69.347625,45.6542
69.483475,45.6945
69.537075,45.72575
69.576975,45.77305
69.621175,45.8004
69.6472,45.8547
69.6847,46.101
69.7209,46.102375
69.805425,46.148625
69.851475,46.26505
69.857275,46.392
69.86545,46.405
69.872375,46.47655
69.957275,46.4851
69.99165,46.592675
70.07815,46.59855
70.10965,46.625825
70.147925,46.708475
70.166925,46.75805
70.2117,46.8755
70.2513,46.98445
70.2565,47.037575
70.27415,47.043475
70.30875,47.07535
70.359175,47.164425
70.3981,47.17385
70.4147,47.181925
70.4457,47.214725
70.478125,47.241475
70.54275,47.27805
70.558125,47.34585
70.58765,47.40545
70.589125,47.47535
70.611125,47.562
70.63265,47.606675
70.669375,47.613225
70.69905,47.805425
70.747975,47.817525
70.7822,47.946875
70.84905,47.976225
70.909575,48.014575
70.951225,48.0506
70.956375,48.087625
71.0072,48.135525
71.040475,48.17185
71.1105,48.207825
71.13445,48.30665
71.171575,48.437575
71.1812,48.575525
71.220175,48.582075
71.30405,48.608425
71.35135,48.743675
71.380375,48.8992
71.4523,48.99845
71.494075,49.03865
71.52055,49.118525
71.544,49.215125
71.576325,49.3386
71.58,49.389425
71.64575,49.43475
71.711875,49.48195
71.80425,49.60885
71.852525,49.70515
71.90075,49.8237
71.924975,49.86435
72.02495,49.8831
72.098125,49.922575
72.147175,49.9345
72.164525,49.961875
72.191625,50.03975
72.218375,50.075925
72.248775,50.16575
72.27305,50.17955
72.2895,50.1868
72.318925,50.24965
72.35705,50.2579
72.371175,50.27715
72.40355,50.286125
72.449925,50.432375
72.512875,50.5046
72.554075,50.55525
72.651525,50.6167
72.685975,50.635225
72.701325,50.6388
72.74855,50.64515
72.781075,50.741075
72.8105,50.861475
72.8383,51.03615
72.931725,51.11275
73.032675,51.180375
73.097975,51.316375
73.1561,51.33705
73.19795,51.41785
73.266775,51.493625
73.296875,51.535025
73.368325,51.545475
73.420725,51.6374
73.462825,51.68485
73.55725,51.69495
73.5805,51.89555
73.6597,51.945975
73.699725,52.03235
73.748475,52.2608
73.797675,52.369475
73.84125,52.435025
73.886775,52.513775
73.917375,52.529325
73.9547,52.531775
73.972175,52.6196
74.04335,52.674
74.0731,52.6869
74.1036,52.733625
74.1428,52.7885
74.172275,52.80235
74.23055,52.8219
74.26555,52.842325
74.2828,52.876875
74.3131,52.939575
74.36695,53.03925
74.40565,53.05795
74.416925,53.1125
74.48575,53.26985
74.515,53.394
74.570825,53.406275
74.607925,53.414225
74.648,53.464375
74.68585,53.55115
74.7546,53.591
74.807,53.63745
74.954775,53.6689
74.996575,53.7348
75.050475,53.7587
75.12095,53.799725
75.189575,53.83955
75.210375,53.910175
75.303725,53.92045
75.353175,54.0028
75.434925,54.006925
75.466175,54.00865
75.58435,54.03035
75.6238,54.046175
75.69605,54.0754
75.748575,54.20825
75.786775,54.218275
75.886975,54.301025
75.93545,54.312175
76.032625,54.36795
76.0545,54.433675
76.0819,54.489925
76.11195,54.5636
76.232325,54.6026
76.31745,54.618
76.356725,54.731325
76.391075,54.738
76.4481,54.74425
76.4861,54.75775
76.537325,54.76495
76.5742,54.7966
76.739975,54.88055
76.777775,54.89065
76.821375,54.961325
76.863475,54.976775
76.884475,55.0384
76.93715,55.06385
77.04295,55.082975
77.137425,55.13115
77.18735,55.1806
77.195525,55.3573
77.2586,55.49925
77.307225,55.5589
77.3135,55.567225
77.32985,55.6352
77.368325,55.710075
77.42245,55.7359
77.48925,55.794925
77.57235,55.8447
77.598625,56.642425
77.6497,56.686725
77.68525,56.747525
77.7865,56.79415
77.8338,56.82505
77.89465,56.879725
77.937925,56.9588
78.04065,57.08145
78.044875,57.130275
78.1146,57.2293
78.147025,57.279375
78.18625,57.342025
78.23945,57.3878
78.271375,57.412025
78.3179,57.542175
78.3888,57.558425
78.5475,57.632925
78.5839,57.6496
78.6527,57.66805
78.728225,57.697775
78.757525,57.7182
78.795675,57.7322
78.82405,57.902775
78.862075,57.92315
78.91285,57.977175
78.955425,58.062
78.978775,58.0873
79.029175,58.101525
79.049175,58.1047
79.0847,58.2238
79.1556,58.236725
79.251725,58.258175
79.278875,58.297475
79.341075,58.317525
79.36985,58.333
79.4134,58.353275
79.45525,58.36335
79.484675,58.380475
79.515625,58.418125
79.542325,58.445375
79.58285,58.50945
79.612625,58.566175
79.6449,58.599775
79.6775,58.674075
79.71485,58.69605
79.80725,58.718375
79.850075,58.73175
79.88605,58.741375
79.922725,58.7732
79.95465,58.78045
79.95865,58.796675
80.0043,58.87865
80.0125,58.8921
80.0581,58.9301
80.1169,58.943275
80.121575,59.027425
80.149025,59.0475
80.18475,59.097525
80.222425,59.1167
80.251575,59.130275
80.282525,59.148825
80.3099,59.165375
80.363925,59.17995
80.3935,59.207075
80.457325,59.23485
80.5068,59.252575
80.5595,59.266125
80.599625,59.283275
80.640725,59.299475
80.70155,59.335175
80.73385,59.36295
80.799025,59.385325
80.8354,59.418375
80.900375,59.4686
80.951875,59.48415
81.000625,59.498475
81.025725,59.538475
81.05625,59.553875
81.059675,59.6305
81.1117,59.645225
81.140975,59.6487
81.165875,59.70665
81.20655,59.80295
81.236,59.8293
81.316675,59.85205
81.347475,59.868975
81.476975,59.91025
81.5258,59.93195
81.57095,59.937
81.659575,59.95375
81.738675,60.002525
81.789175,60.016925
81.8408,60.0622
81.85285,60.077925
81.944275,60.15375
82.015225,60.20455
82.043975,60.23255
82.081225,60.2728
82.088875,60.31055
82.0921,60.315375
82.126925,60.343125
82.175975,60.43885
82.2662,60.44735
82.3421,60.500725
82.4042,60.530875
82.498875,60.552925
82.533575,60.5805
82.645875,60.61325
82.681825,60.625525
82.722525,60.662975
82.76955,60.74115
82.806875,60.772725
82.86115,60.819425
82.901475,60.862475
82.932175,60.91265
82.964275,60.9319
83.001475,60.9614
83.0098,61.001025
83.0532,61.0497
83.08575,61.095225
83.14725,61.09795
83.187975,61.153125
83.229375,61.181475
83.270525,61.2117
83.33685,61.236
83.37715,61.314025
83.455775,61.363025
83.499275,61.40025
83.537225,61.420375
83.601375,61.52775
83.633375,61.557575
83.6739,61.587425
83.748275,61.6005
83.84415,61.651125
83.89055,61.661625
83.933775,61.7273
83.97155,61.80075
84.01555,61.8143
84.0423,61.885425
84.073625,61.91585
84.113275,61.936725
84.1716,61.9719
84.23865,61.98855
84.298025,62.003625
84.319,62.027
84.36055,62.062275
84.402225,62.0746
84.403325,62.113225
84.437425,62.146825
84.482075,62.186025
84.5294,62.200875
84.575425,62.211825
84.61635,62.231775
84.627675,62.259475
84.772175,62.276625
84.797225,62.2939
84.842625,62.3102
84.8994,62.33355
85.033375,62.3508
85.150525,62.3938
85.191,62.414475
85.226075,62.48085
85.25565,62.497025
85.30805,62.5441
85.343775,62.56545
85.36385,62.646225
85.399825,62.702925
85.440175,62.704775
85.44865,62.773125
85.4747,62.80975
85.516525,62.844625
85.5553,62.870975
85.61275,62.8924
85.67185,62.923375
85.7294,62.939925
85.84725,62.9928
85.985425,63.010425
86.01985,63.047625
86.0531,63.059075
86.10855,63.104175
86.160025,63.127375
86.21095,63.15055
86.2656,63.161225
86.3213,63.178875
86.381425,63.20195
86.474575,63.219175
86.5229,63.2465
86.586175,63.271625
86.626975,63.33105
86.66585,63.345625
86.704675,63.369975
86.768675,63.403325
86.77165,63.459525
86.798825,63.49735
86.849425,63.5218
86.89785,63.545975
86.972925,63.566325
87.021925,63.6017
87.061625,63.663375
87.0977,63.6713
87.136425,63.678625
87.175625,63.685725
87.212175,63.693575
87.25045,63.699
87.308125,63.71175
87.359775,63.73865
87.382025,63.765525
87.4267,63.789575
87.4731,63.820275
87.5472,63.867375
87.65635,63.8893
87.6784,63.906225
87.724875,63.928475
87.76265,63.9787
87.804175,63.991825
87.84835,64.012825
87.934325,64.02595
88.003525,64.09355
88.07355,64.11685
88.1876,64.134
88.260525,64.152525
88.30005,64.190275
88.3567,64.2077
88.35915,64.230425
88.422275,64.25385
88.43985,64.31035
88.4855,64.32535
88.50185,64.362025
88.5467,64.395625
88.5862,64.41265
88.70095,64.456925
88.77035,64.48415
88.827675,64.487775
88.896675,64.51805
88.9638,64.559825
88.9966,64.593225
89.041475,64.628875
89.135025,64.697525
89.180275,64.751525
89.190675,64.796225
89.2173,64.81715
89.23865,64.8576
89.267625,64.88075
89.29635,64.94415
89.3201,64.98195
89.4514,65.020325
89.613575,65.056675
89.627,65.07715
89.6906,65.0949
89.76245,65.117325
89.805975,65.133975
89.853575,65.178425
89.899325,65.229225
89.93475,65.2402
89.9725,65.2639
90.0114,65.28705
90.037525,65.29865
90.056175,65.31985
90.104725,65.346375
90.1193,65.392625
90.161475,65.447275
90.193475,65.4583
90.2301,65.484875
90.277,65.532
90.30795,65.551575
90.33995,65.574175
90.377075,65.596675
90.42075,65.65085
90.42975,65.66145
90.45365,65.7215
90.455075,65.7409
90.48725,65.7544
90.5023,65.766525
90.519725,65.778625
90.52715,65.8143
90.543475,65.8286
90.57855,65.851875
90.613325,65.872425
90.63865,65.910925
90.6408,65.92675
90.64685,65.942375
90.66095,65.9581
90.744325,65.975975
90.7887,66.028275
90.8197,66.03815
90.90225,66.05615
90.93135,66.070175
90.976875,66.131225
91.0033,66.17015
91.02875,66.1781
91.1,66.188825
91.133,66.201475
91.17415,66.2147
91.197375,66.24435
91.252325,66.25515
91.27965,66.352375
91.291925,66.36875
91.31565,66.380575
91.3442,66.40085
91.4267,66.40755
91.4501,66.413925
91.48655,66.432
91.5107,66.45435
91.532425,66.461325
91.5456,66.5252
91.5656,66.5637
91.604975,66.5672
91.626425,66.5736
91.72355,66.639625
91.747675,66.6491
91.771375,66.663525
91.77875,66.7116
91.789275,66.7265
91.827875,66.755425
91.857525,66.7855
91.9082,66.810425
91.9359,66.841625
91.966575,66.882375
91.984675,66.901125
92.013875,66.920225
92.038575,66.961525
92.0858,66.9688
92.1161,67.013175
92.1435,67.046625
92.1697,67.0707
92.205075,67.0807
92.227275,67.12345
92.2581,67.133325
92.297775,67.199875
92.321975,67.2432
92.3508,67.2597
92.368675,67.2749
92.4943,67.300025
92.5255,67.308925
92.593225,67.34055
92.61085,67.3565
92.63995,67.392075
92.655825,67.4033
92.72245,67.449375
92.74635,67.46195
92.758575,67.469025
92.80415,67.478175
92.83815,67.48595
92.8618,67.487875
92.88315,67.529475
92.9058,67.56425
93.088425,67.589
93.098875,67.6046
93.152275,67.62855
93.204925,67.63075
93.21765,67.65175
93.23635,67.66555
93.280275,67.68725
93.306275,67.704675
93.331375,67.791425
93.363825,67.8281
93.379,67.998975
93.426775,68.01175
93.444425,68.0379
93.467675,68.05
93.488775,68.06555
93.52125,68.172675
93.54545,68.19855
93.563,68.2606
93.586925,68.3032
93.5969,68.3194
93.611325,68.332875
93.646225,68.374225
93.65475,68.40295
93.708625,68.419275
93.752,68.434325
93.7845,68.447625
93.838275,68.467175
93.861125,68.600325
93.948725,68.621925
93.9949,68.64415
94.0067,68.67255
94.021075,68.6762
94.042625,68.7013
94.0689,68.720625
94.096925,68.796
94.11635,68.8063
94.12805,68.828175
94.160275,68.88865
94.1846,68.927875
94.261725,68.9895
94.2915,69.005275
94.323625,69.1051
94.3756,69.16245
94.43295,69.175325
94.4555,69.2024
94.461075,69.216675
94.486925,69.24695
94.525925,69.280975
94.540775,69.434175
94.575975,69.43685
94.58785,69.46585
94.613025,69.477175
94.66915,69.492975
94.7017,69.50595
94.729575,69.5299
94.756525,69.545275
94.78745,69.56345
94.8163,69.577225
94.905225,69.61665
94.922425,69.644925
94.94655,69.673725
94.970275,69.689875
95.03135,69.70445
95.0545,69.731675
95.105,69.771475
95.17265,69.7839
95.227825,69.86115
95.2688,69.873725
95.288125,69.90285
95.315525,69.92975
95.329675,69.95035
95.355425,69.9644
95.369375,69.988175
95.38525,70.010725
95.420125,70.0384
95.44845,70.0658
95.49935,70.144925
95.519075,70.1691
95.54755,70.19455
95.587975,70.2229
95.6502,70.23265
95.681725,70.251075
95.707325,70.2774
95.749975,70.335175
95.79355,70.356275
95.7985,70.372725
95.8187,70.40355
95.8678,70.434325
95.89965,70.44725
95.92455,70.498625
95.99765,70.530225
96.032625,70.539425
96.078725,70.54755
96.088575,70.597375
96.1404,70.612275
96.14245,70.6393
96.175375,70.654775
96.217775,70.67835
96.279025,70.70885
96.3363,70.734125
96.36595,70.756
96.404,70.781425
96.40705,70.82065
96.458975,70.844425
96.501675,70.872725
96.53115,70.8991
96.557075,70.925775
96.5613,70.942625
96.6338,70.9549
96.63765,70.970125
96.735675,70.983
96.755825,70.996775
96.78885,71.020225
96.8168,71.062575
96.840425,71.081175
96.86345,71.136875
96.8782,71.173025
96.9133,71.186475
96.9316,71.21795
96.969875,71.240875
96.998375,71.25205
97.032275,71.29645
97.064525,71.335775
97.09735,71.36745
97.131125,71.42335
97.16935,71.4747
97.2083,71.50865
97.2457,71.59035
97.268175,71.64785
97.309975,71.69625
97.388525,71.73235
97.4571,71.750375
97.53065,71.777675
97.6099,71.8018
97.642225,71.823825
97.81605,71.847175
97.846775,71.898775
97.89315,71.92655
97.996325,71.93045
98.015775,71.973275
98.05035,72.001925
98.083675,72.0272
98.111275,72.056
98.140975,72.08485
98.176775,72.12605
98.21925,72.13575
98.2337,72.1556
98.292575,72.17365
98.371775,72.18955
98.399125,72.28785
98.515975,72.333075
98.55525,72.3609
98.589525,72.578775
98.62005,72.59805
98.659825,72.628425
98.69905,72.6529
98.732075,72.710475
98.7791,72.746825
98.80585,72.7665
98.87485,72.799375
98.9308,72.823225
98.99735,72.905225
99.035725,72.963325
99.08065,73.002775
99.118075,73.02895
99.174675,73.0893
99.228675,73.1522
99.24345,73.1716
99.26845,73.19085
99.325375,73.210175
99.3539,73.230675
99.3886,73.26925
99.435825,73.329725
99.4656,73.348275
99.554875,73.3623
99.560975,73.376
99.597,73.391925
99.6449,73.46315
99.691675,73.52315
99.758075,73.556075
99.7871,73.60275
99.83695,73.65195
99.91,73.6853
99.92335,73.7275
99.956725,73.745325
100.02435,73.767525
100.0491,73.8269
100.0825,73.842225
100.103525,73.858
100.159575,73.899525
100.2095,73.901025
100.257825,73.9692
100.30525,73.98275
100.3589,74.01115
100.3936,74.060525
100.43995,74.10435
100.485575,74.131725
100.520225,74.14885
100.560175,74.15985
100.6021,74.16365
100.63445,74.1848
100.69855,74.2071
100.731825,74.24385
100.79105,74.280525
100.800675,74.311775
100.808575,74.33705
100.83965,74.370075
100.91145,74.433075
100.963175,74.4576
101.02455,74.52415
101.068175,74.557575
101.126775,74.60245
101.13535,74.6226
101.160725,74.639075
101.214,74.661675
101.269925,74.680625
101.328475,74.70615
101.37145,74.725175
101.39575,74.75395
101.458525,74.775575
101.50115,74.7964
101.517325,74.84345
101.544425,74.874425
101.58365,74.905125
101.659775,74.944075
101.6971,74.971275
101.791375,75.00135
101.941925,75.0776
101.990175,75.09685
102.0323,75.173575
102.0633,75.211275
102.091525,75.2516
102.194575,75.26755
102.19675,75.291175
102.277125,75.31955
102.318975,75.383925
102.371625,75.4092
102.401525,75.44765
102.43175,75.47925
102.511875,75.503625
102.527275,75.519775
102.5431,75.562925
102.582525,75.608675
102.67505,75.63465
102.705975,75.66755
102.737425,75.716525
102.8219,75.721675
102.856925,75.756775
102.892525,75.783125
102.949375,75.795325
102.9821,75.8152
103.028725,75.8568
103.053825,75.872
103.059425,75.881
103.079825,75.902075
103.10485,75.9547
103.156975,75.975925
103.190125,76.020775
103.275675,76.0408
103.3114,76.082875
103.366575,76.13915
103.3982,76.171025
103.43,76.19265
103.51725,76.21685
103.5958,76.2392
103.67405,76.2633
103.74435,76.302
103.76725,76.320975
103.8227,76.34595
103.861175,76.38425
103.8945,76.413275
103.9602,76.456
103.995825,76.47855
104.032325,76.5087
104.08005,76.51175
104.1093,76.53315
104.124675,76.5546
104.13535,76.609325
104.155775,76.63475
104.2172,76.658275
104.237175,76.6601
104.251875,76.683625
104.287225,76.740075
104.354625,76.788775
104.381975,76.844975
104.40435,76.9071
104.42355,76.990375
104.447575,77.008975
104.475775,77.041425
104.51515,77.045975
104.539925,77.085975
104.610325,77.0895
104.653475,77.11355
104.672675,77.13705
104.709925,77.18835
104.764675,77.297575
104.825975,77.317275
104.862725,77.3536
104.884275,77.3825
104.91115,77.4203
104.980025,77.4769
105.003175,77.5221
105.02915,77.5423
105.06525,77.573225
105.09555,77.598
105.1416,77.633275
105.163275,77.6798
105.172775,77.722625
105.1981,77.808525
105.2151,77.847625
105.23875,77.886525
105.2674,77.899725
105.287775,77.928875
105.29,77.95835
105.303725,77.985725
105.323,77.99625
105.340075,78.01505
105.3504,78.058125
105.3675,78.077525
105.402775,78.114275
105.417125,78.13045
105.440575,78.151425
105.469675,78.17795
105.516575,78.22595
105.55525,78.2514
105.57975,78.2662
105.603,78.2751
105.64855,78.297475
105.678925,78.3362
105.722325,78.366125
105.7835,78.392475
105.814475,78.423725
105.857675,78.51
105.915025,78.5294
105.9404,78.565275
105.990575,78.59465
106.0112,78.6541
106.15765,78.6575
106.182975,78.68455
106.20555,78.756975
106.223325,78.7854
106.2574,78.8183
106.3173,78.839225
106.339425,78.8653
106.37605,78.9267
106.401575,78.953825
106.41355,78.98625
106.4448,79.03385
106.4631,79.049425
106.464575,79.08465
106.5682,79.108075
106.5909,79.141325
106.5965,79.191175
106.601575,79.213275
106.632075,79.219525
106.673725,79.2504
106.715125,79.2767
106.7717,79.279525
106.801075,79.294525
106.8545,79.3064
106.887975,79.334875
106.90695,79.350775
106.954725,79.3671
106.95635,79.420125
106.969375,79.4413
107.003875,79.466325
107.068375,79.48285
107.07225,79.533925
107.0951,79.560975
107.116375,79.604675
107.129625,79.65245
107.1569,79.67605
107.185,79.68645
107.2083,79.70445
107.2281,79.723125
107.2715,79.7369
107.3167,79.751975
107.35475,79.775025
107.381375,79.8032
107.42435,79.829225
107.43935,79.833425
107.5127,79.848
107.54605,79.87265
107.596,79.9084
107.624,79.935375
107.6778,79.95465
107.701075,79.9709
107.7381,79.99825
107.769425,80.047
107.789125,80.056925
107.807825,80.070525
107.833975,80.1201
107.90255,80.1416
107.92235,80.180925
107.950575,80.231425
107.986775,80.244
107.999925,80.262125
108.032175,80.307525
108.050325,80.3298
108.086175,80.347325
108.0908,80.353925
108.1469,80.37155
108.1755,80.3862
108.1961,80.4222
108.254725,80.4558
108.281675,80.4829
108.313525,80.512075
108.3459,80.5473
108.37575,80.57095
108.393275,80.600875
108.401225,80.60795
108.421425,80.7125
108.479175,80.761875
108.49455,80.78455
108.5112,80.805775
108.513325,80.821175
108.53625,80.840225
108.551125,80.882825
108.595675,80.901375
108.601575,80.941925
108.618525,80.9677
108.628175,81.038025
108.636075,81.05615
108.65815,81.10765
108.67175,81.144325
108.727325,81.170875
108.741575,81.196075
108.763225,81.22345
108.771425,81.268575
108.784875,81.32915
108.798275,81.37525
108.88095,81.401275
108.88315,81.422125
108.907625,81.4461
109.0615,81.4818
109.08845,81.508525
109.1105,81.5277
109.12175,81.560075
109.138675,81.61105
109.1592,81.63225
109.175,81.68495
109.197425,81.7064
109.246225,81.750025
109.35045,81.782175
109.45645,81.80635
109.492575,81.859575
109.515975,81.905525
109.534725,81.9594
109.633125,81.982575
109.6651,81.999975
109.754225,82.028525
109.791875,82.044675
109.800125,82.085225
109.85855,82.0967
109.91405,82.133375
109.9376,82.158075
109.95875,82.185075
109.9822,82.246075
110.0151,82.28245
110.03405,82.31815
110.06305,82.34965
110.0835,82.368725
110.09475,82.40245
110.177275,82.425525
110.2022,82.44685
110.24055,82.466875
110.3013,82.480225
110.363575,82.49405
110.471625,82.537725
110.493575,82.555575
110.530875,82.579675
110.5697,82.6006
110.574925,82.6196
110.5982,82.645825
110.632275,82.674725
110.636575,82.69565
110.6855,82.718725
110.704,82.738325
110.716475,82.7681
110.735825,82.8145
110.777025,82.830325
110.781175,82.8513
110.7873,82.8694
110.80375,82.88655
110.823475,82.920275
110.864225,82.937825
110.95375,82.955725
111.01545,82.97715
111.0406,83.0352
111.06305,83.065575
111.070575,83.10725
111.1191,83.16575
111.16125,83.1853
111.1932,83.22525
111.22085,83.251
111.25445,83.2673
111.268425,83.29745
111.31175,83.32835
111.345,83.3611
111.3658,83.384775
111.381775,83.519575
111.391825,83.5431
111.433375,83.6033
111.4729,83.628475
111.496425,83.646175
111.519475,83.66605
111.541875,83.6781
111.5594,83.71015
111.574325,83.739825
111.592625,83.7558
111.609325,83.785525
111.6292,83.807825
111.693025,83.844025
111.7088,83.85925
111.796575,83.902575
111.8324,83.91665
111.856825,83.9506
111.911825,83.974675
111.916725,83.997175
111.94015,84.026075
111.978525,84.03265
112.0315,84.049125
112.090925,84.0889
112.10155,84.098125
112.103425,84.117675
112.13645,84.1322
112.169425,84.151775
112.198625,84.165375
112.29285,84.18055
112.31575,84.198825
112.37235,84.223025
112.3928,84.26395
112.42745,84.289075
112.45385,84.3402
112.490225,84.3668
112.5248,84.381075
112.584875,84.40435
112.61385,84.413975
112.6468,84.44015
112.65075,84.46105
112.67295,84.47835
112.717275,84.4969
112.743975,84.5154
112.763125,84.53915
112.785625,84.556725
112.8272,84.594925
112.84305,84.619225
112.84625,84.637875
