SPK_SPKC08a (no response),SPK_SPKC09a (no response)
265.34195,306.65895
265.38185,306.6786
265.43585,306.683175
265.503625,306.709325
265.67175,307.000125
265.71975,307.042475
265.769325,307.213125
265.782825,307.2229
265.88445,307.264475
265.96215,307.3057
266.01375,307.309975
266.0503,307.3893
266.0866,307.465875
266.13705,307.487925
266.190275,307.5805
266.22295,307.590575
266.237425,307.818475
266.29935,307.833325
266.30075,307.874325
266.436,307.88735
266.479875,308.015925
266.481125,308.095925
266.533175,308.139525
266.5842,308.148725
266.61215,308.18585
266.655225,308.2976
266.670975,308.54595
266.7029,308.574625
266.73675,308.63085
266.749575,308.7289
266.75115,308.7496
266.754725,308.768175
266.826525,308.772025
266.86845,309.018725
266.919125,309.06205
266.95945,309.0631
266.977625,309.128575
267.02975,309.145125
267.220625,309.211725
267.3112,309.618375
267.419325,309.6797
267.454525,309.6936
267.514925,309.71235
267.538725,309.7148
267.591075,309.821925
267.62765,309.957925
267.664825,309.96805
267.7321,309.9849
267.784675,310.00515
267.81325,310.0068
267.86225,310.04115
267.891525,310.056625
267.927775,310.113125
267.9587,310.245775
268.1176,310.247575
268.14585,310.461475
268.168725,310.50325
268.20275,310.6339
268.26535,310.845525
268.334125,310.86075
268.582275,310.9187
268.637025,310.93215
268.7097,311.01595
268.744375,311.020375
268.777975,311.04635
268.82455,311.064475
268.867825,311.168025
268.910375,311.2617
268.935075,311.365
268.986775,311.415125
269.025425,311.4197
269.076075,311.459375
269.1099,311.596725
269.259775,311.61555
269.282,311.6278
269.324025,311.6561
269.380375,311.7243
269.439225,311.9521
269.5117,311.980025
269.591275,312.1304
269.6138,312.150375
269.69665,312.2329
269.712025,312.238225
269.72265,312.2525
269.77615,312.258525
269.80365,312.28105
269.861925,312.299775
269.891475,312.423025
269.915675,312.4787
269.977575,312.572775
270.040975,312.596425
270.0616,312.698325
270.084475,312.7317
270.099575,312.856125
270.1235,312.91545
270.137325,312.949125
270.20005,313.050225
270.27355,313.097075
270.385625,313.37085
270.411375,313.378
270.48815,313.393575
270.499825,313.45235
270.51835,313.5101
270.5312,313.5368
270.58725,313.687875
270.590425,313.8291
270.6238,313.86365
270.65045,314.042175
270.73555,314.063775
270.75375,314.35335
270.77745,314.364375
270.890925,314.3762
270.925275,314.579625
270.96435,314.738225
270.996975,314.74845
271.072375,314.7913
271.145675,314.914825
271.169275,314.992075
271.243775,315.024025
271.2726,315.041125
271.30445,315.163375
271.34705,315.2406
271.35135,315.46395
271.37695,315.478725
271.37835,315.481325
271.430975,315.51185
271.4678,315.53825
271.47515,315.558475
271.5307,315.580025
271.572375,316.122275
271.611325,316.1342
271.636125,316.14755
271.667975,316.3827
271.6995,316.4017
271.751325,316.422975
271.80545,316.4691
271.850725,316.652725
271.900475,316.6849
271.9397,316.758175
271.98675,316.769875
272.05185,316.78245
272.053225,316.811025
272.077575,316.831875
272.132875,316.8752
272.150575,316.962
272.192525,316.969125
272.197225,317.0486
272.201875,317.226575
272.2288,317.268525
272.27235,317.282925
272.313775,317.3305
272.3544,317.368
272.387475,317.439725
272.42875,317.45595
272.4664,317.4779
272.561875,317.500875
272.5783,317.699325
272.5833,317.7848
272.59885,317.86835
272.60855,317.9815
272.619025,318.0282
272.625825,318.0855
272.6809,318.138425
272.6955,318.25105
272.745125,318.25255
272.80065,318.295375
272.813425,318.29825
272.8531,318.32835
272.921975,318.518025
272.9507,318.5617
272.994425,318.599725
273.022375,318.776475
273.026525,318.779325
273.100525,318.831725
273.12975,318.85555
273.19115,319.15335
273.236425,319.175125
273.27475,319.22245
273.326175,319.490775
273.3492,319.510475
273.479025,319.56525
273.527,319.596025
273.57795,319.625075
273.63085,319.663625
273.7053,319.690975
273.774375,319.725075
273.8143,319.75315
273.945675,319.9359
273.960725,319.946525
274.05995,319.976325
274.075275,320.0399
274.0903,320.168325
274.11695,320.447075
274.134475,320.53065
274.261425,320.5471
274.2946,320.59235
274.33215,320.60705
274.398825,320.615575
274.47985,320.626175
274.651725,320.84015
274.784125,320.8636
274.823175,320.8926
274.86525,321.053625
274.901425,321.073725
274.93865,321.124725
274.9924,321.126625
275.042,321.149275
275.071525,321.2709
275.111025,321.301425
275.188425,321.49205
275.2289,321.625625
275.3533,321.668
275.36365,321.745475
275.413675,321.8973
275.44115,322.2116
275.45065,322.2803
275.463375,322.416725
275.472525,322.499825
275.490775,322.595125
275.527825,322.7113
275.571675,322.728925
275.6157,322.737275
275.655525,322.7551
275.744075,322.877675
275.7779,323.011825
275.849625,323.02475
275.867775,323.0269
275.8818,323.05275
275.94605,323.081125
276.04275,323.1051
276.10545,323.15805
276.189975,323.304525
276.26715,323.318425
276.323225,323.368025
276.3758,323.42805
276.435725,323.50115
276.458775,323.5288
276.464575,323.547575
276.5196,323.666225
276.558175,323.73065
276.5635,323.7975
276.64295,323.8645
276.773325,323.8779
276.8263,323.897125
276.856875,324.075875
276.866975,324.3949
276.889475,324.421475
276.91245,324.477325
276.93785,324.546425
276.96035,324.65265
277.001075,324.745525
277.044175,324.965725
277.085625,325.049525
277.09265,325.09295
277.102075,325.202425
277.138775,325.220325
277.18265,325.236075
277.2554,325.467525
277.306875,325.481075
277.3256,325.585425
277.333575,325.652525
277.3762,325.711575
277.472175,325.922825
277.496825,325.93635
277.52165,326.0025
277.5816,326.16365
277.615275,326.17275
277.63695,326.328075
277.68425,326.370725
277.722075,326.42475
277.7392,326.493975
277.78255,326.693375
277.80935,326.956875
277.827625,326.97385
277.8983,326.989225
277.9645,327.032725
278.057175,327.161075
278.071725,327.184525
278.135275,327.250375
278.17775,327.41715
278.253075,327.419725
278.3546,327.49665
278.367425,327.694275
278.467875,327.7211
278.5609,327.774325
278.61775,327.782075
278.649475,327.804475
278.66505,327.850525
278.7486,327.927425
278.763525,328.0148
278.810825,328.082575
278.853,328.126075
278.860025,328.1768
278.943875,328.24605
278.94515,328.29695
278.973475,328.3723
279.039,328.39315
279.068775,328.421
279.104475,328.4379
279.136175,328.69565
279.140575,328.7255
279.176225,328.8383
279.196,328.88335
279.215075,328.9091
279.259225,328.96655
279.2682,329.063775
279.2881,329.209275
279.36105,329.2371
279.363325,329.3776
279.374525,329.422775
279.375925,329.45965
279.42285,329.503975
279.427025,329.597975
279.4643,329.64565
279.490075,330.070325
279.494625,330.086575
279.50555,330.131825
279.582825,330.1388
279.585875,330.18765
279.6145,330.214875
279.662375,330.338025
279.68295,330.781725
279.799975,330.8477
279.83135,330.8621
279.905475,330.891925
279.920225,330.90815
279.96225,331.009225
279.991725,331.048725
279.999575,331.080375
280.008825,331.332975
280.052825,331.358975
280.08795,331.3813
280.128075,331.403875
280.148675,331.442825
280.150125,331.645325
280.18595,331.750625
280.28415,331.976475
280.3293,332.1416
280.3588,332.280325
280.381975,332.359225
280.445475,332.476275
280.457075,332.793075
280.5324,332.99325
280.628425,332.9948
280.6496,333.0011
280.65105,333.071025
280.7035,333.414725
280.7718,333.58755
280.8102,333.665625
280.85545,333.999525
280.8817,334.044875
280.907975,334.094775
280.936,334.099375
280.9963,334.11315
281.0017,334.157575
281.085625,334.159975
281.190225,334.185075
281.262,334.2422
281.320925,334.366075
281.349575,334.367125
281.422125,334.689675
281.462925,334.69555
281.4944,334.744725
281.557925,334.83525
281.598375,334.906825
281.647025,334.9298
281.711425,334.98885
281.758025,335.10535
281.829775,335.132
281.890875,335.133675
281.952325,335.20735
282.016225,335.243225
282.052375,335.349575
282.15305,335.493925
282.195675,335.560575
282.216975,335.619275
282.2597,335.644825
282.324975,335.6708
282.376925,335.68485
282.41925,335.7635
282.435975,335.765775
282.438925,335.816675
282.4867,336.12975
282.49275,336.130825
282.5102,336.164475
282.61785,336.285525
282.745075,336.354675
282.80935,336.357325
282.8468,336.37675
282.92985,336.46375
283.0311,336.46995
283.100075,336.558825
283.139325,336.600975
283.142375,336.64455
283.18185,337.0007
283.235375,337.0109
283.268575,337.081875
283.305575,337.176525
283.317175,337.17835
283.348725,337.219125
283.383325,337.236925
283.43315,337.34245
283.500775,337.36215
283.5026,337.3695
283.5491,337.413575
283.635475,337.461875
283.7664,337.52565
283.815025,337.57745
283.8774,337.58195
283.899575,337.5876
283.93805,337.6272
283.98565,337.682875
283.993125,337.6962
284.101525,337.700725
284.127975,337.72495
284.2349,337.744275
284.4092,337.774325
284.43555,337.836825
284.449075,337.8469
284.456875,337.857125
284.508775,337.94575
284.5551,337.98945
284.5934,338.056325
284.67575,338.19365
284.73485,338.244475
284.752275,338.30855
284.76775,338.332875
284.7832,338.348725
284.871725,338.40505
284.873425,338.540175
284.92785,338.581
284.950725,338.7112
284.960475,338.739125
285.031275,338.76575
285.063825,338.772175
285.106075,338.81495
285.21645,338.83315
285.2562,338.847975
285.2933,338.917475
285.32395,338.923675
285.442525,338.9408
285.47035,338.95635
285.5307,338.96925
285.541675,338.98735
285.550975,339.07805
285.6673,339.3181
285.682225,339.385875
285.6836,339.482125
285.701525,339.571625
285.7633,339.585475
285.80945,339.607675
285.844175,339.84485
285.8833,339.850375
285.9038,340.05595
285.940725,340.09945
285.95175,340.187375
285.967175,340.220575
285.971,340.22285
285.99235,340.3721
285.99495,340.44305
286.04215,340.4551
286.107225,340.7335
286.126625,340.782475
286.129525,340.8004
286.133925,340.8189
286.144325,340.826725
286.187275,340.941125
286.219575,340.9568
286.241975,341.023925
286.2504,341.1726
286.33155,341.231975
286.463425,341.24365
286.477075,341.378775
286.51375,341.386425
286.612075,341.3993
286.735975,341.44045
286.784825,341.546625
286.8638,341.64795
286.95205,341.70785
287.01895,341.8398
287.03515,341.85795
287.09225,341.99485
287.147375,342.052525
287.2099,342.28065
287.22415,342.4035
287.266775,342.4531
287.3021,342.545125
287.339475,342.604975
287.37125,342.64745
287.4162,342.96645
287.480775,343.327875
287.52755,343.356275
287.614875,343.369025
287.709825,343.388775
287.787475,343.409325
287.836775,343.483475
287.872475,343.6382
287.9156,343.863575
287.97725,343.872775
288.081175,343.982175
288.086325,344.106525
288.18085,344.126875
288.237775,344.2471
288.279025,344.253225
288.319125,344.293175
288.3356,344.2963
288.46355,344.3426
288.468225,344.384225
288.54945,344.44595
288.693225,344.50495
288.805225,344.590625
288.856725,344.62115
288.932375,344.622875
288.98665,344.631675
289.1343,344.7632
289.184125,344.822675
289.22,344.857725
289.266275,344.86445
289.40245,344.867775
289.42445,344.910825
289.462825,344.913075
289.5045,344.922325
289.547925,345.112975
289.579,345.1257
289.726475,345.130575
289.748225,345.31475
289.7984,345.41695
289.799825,345.451175
289.8082,345.477425
289.834675,345.5459
289.858,345.6067
289.85955,345.75955
289.96905,345.818975
289.9875,345.94155
290.0297,346.0064
290.04805,346.108575
290.0714,346.149375
290.108325,346.18465
290.1713,346.20395
290.23565,346.232275
290.293225,346.31265
290.339575,346.385025
290.35685,346.4277
290.417725,346.4379
290.4573,346.448975
290.4849,346.5067
290.569125,346.56235
290.669,346.755225
290.750575,346.89775
290.761025,346.9526
290.766325,347.0328
290.857875,347.232725
290.89355,347.249425
290.90235,347.307975
290.97205,347.471725
291.02655,347.6146
291.089375,347.7076
291.113275,347.8754
291.12435,347.95335
291.2022,347.977925
291.2472,347.984775
291.253325,348.017525
291.2699,348.022625
291.273575,348.230425
291.403675,348.279625
291.413025,348.532575
291.443775,348.5427
291.46025,348.558875
291.523275,348.662
291.556425,348.885525
291.70825,348.9982
291.7319,349.04125
291.751575,349.068425
291.821125,349.131225
291.8248,349.27765
291.873,349.314675
291.940725,349.32395
292.024775,349.393125
292.109125,349.454
292.183225,349.47825
292.337825,349.55865
292.3681,349.5815
292.42705,349.77335
292.464725,349.9115
292.655275,349.971975
292.7772,349.9815
292.809075,350.070675
292.859025,350.262
292.9082,350.28965
292.957425,350.3353
292.994,350.350925
293.031275,350.3862
293.078925,350.3877
293.145775,350.39375
293.226475,350.416875
293.303375,350.470725
293.30895,350.48565
293.3634,350.854775
293.384575,350.96985
293.3953,351.45115
293.439,351.459525
293.46655,351.70495
293.554725,351.79995
293.59335,351.8433
293.613025,352.014475
293.62785,352.03365
293.66535,352.073525
293.69945,352.187275
293.73565,352.266625
293.82845,352.29225
293.87025,352.2937
293.878075,352.297375
293.887825,352.4315
293.901475,352.476375
293.934525,352.4968
294.140725,352.605675
294.18565,352.6418
294.209325,352.693375
294.24535,352.708725
294.436825,352.7427
294.48485,352.767625
294.542125,352.83995
294.585675,352.9049
294.605625,353.079675
294.6533,353.081025
294.74165,353.0869
294.817,353.116875
295.045925,353.1382
295.164875,353.297275
295.220675,353.40525
295.243575,353.419525
295.280575,353.447375
295.442075,353.5128
295.4897,353.522875
295.540775,353.5355
295.572425,353.5605
295.63065,353.586375
295.69295,353.5966
295.74755,353.6272
295.79595,353.8238
295.797475,353.860025
295.81325,353.8755
295.865275,353.90445
295.9817,354.081725
296.072525,354.124175
296.154075,354.208525
296.20025,354.249925
296.272325,354.330725
296.347425,354.371375
296.3769,354.415875
296.431825,354.504725
296.4947,354.59975
296.54265,354.64105
296.661075,354.951325
296.78615,354.963675
296.893325,354.98815
296.9191,354.995925
296.98515,355.0311
297.019375,355.0326
297.055375,355.103125
297.0984,355.11265
297.11665,355.139025
297.14295,355.156525
297.20455,355.165325
297.3259,355.4988
297.331975,355.547475
297.3353,355.5909
297.530275,355.62095
297.5851,355.623175
297.638675,355.6657
297.652625,355.748225
297.65475,355.799325
297.689275,355.8076
297.756025,355.81715
297.808975,355.90325
297.830975,355.91115
297.859625,356.105675
297.878175,356.120525
297.8883,356.131175
297.902475,356.24255
297.93065,356.2543
297.95585,356.273475
297.97555,356.298175
298.012775,356.307275
298.060475,356.3494
298.069325,356.351125
298.139525,356.376225
298.2283,356.445975
298.25535,356.5064
298.28275,356.51445
298.303325,356.8918
298.3377,356.928425
298.420275,356.97105
298.45965,357.0393
298.552075,357.06665
298.611825,357.086875
298.696825,357.120675
298.774625,357.123625
298.789375,357.142575
298.893325,357.313575
298.91655,357.3708
298.957725,357.492925
298.968975,357.53545
298.989675,357.65495
299.0176,357.670175
299.019,357.8227
299.03205,357.83965
299.0366,357.86535
299.07085,358.26345
299.164575,358.362775
299.280675,358.380325
299.305225,358.41975
299.395,358.43925
299.4712,358.4741
299.472875,358.5814
299.52155,358.65375
299.56485,358.90705
299.582575,359.138425
299.604125,359.332
299.606475,359.36285
299.6096,359.370725
299.6279,359.375025
299.642875,359.45235
299.685925,359.4538
299.72295,359.529525
299.751275,359.616375
299.78475,359.619225
299.875375,359.6221
299.919675,359.76355
299.9211,359.79855
299.923125,359.8842
299.9809,359.93475
300.029475,359.963825
300.0397,359.9884
300.044325,360.13075
300.068225,360.1422
300.12975,360.1757
300.14855,360.18155
300.26515,360.2638
300.370125,360.364575
300.399075,360.38835
300.418325,360.536175
300.50285,360.592675
300.539725,360.662225
300.61795,360.7061
300.619525,360.715275
300.663975,360.718225
300.73835,360.767125
300.8204,361.23925
300.85995,361.2478
300.955575,361.276225
300.997825,361.289975
301.026,361.32195
301.0634,361.328525
301.23695,361.365175
301.277925,361.717975
301.284475,361.733
301.330475,361.8136
301.3935,361.82545
301.4271,362.04205
301.49165,362.16245
301.54155,362.2493
301.569725,362.261725
301.606325,362.393025
301.68645,362.41665
301.6942,362.53255
301.710975,362.56945
301.749825,362.664425
301.779525,362.7537
301.815025,362.755075
301.91835,362.769025
301.936425,362.82805
301.951425,362.8361
301.965,362.8491
302.008175,362.881325
302.065225,362.991125
302.111575,363.168
302.145225,363.18075
302.210325,363.49545
302.22535,363.61265
302.23075,363.644125
302.24375,363.652475
302.2841,363.715825
302.30345,363.867
302.384875,363.8687
302.466025,364.005625
302.511825,364.048775
302.520925,364.061825
302.54885,364.135475
302.612625,364.15685
302.701675,364.1658
302.7707,364.177325
302.835975,364.32515
302.8788,364.4434
302.9033,364.504275
302.93355,364.524125
302.9835,364.5561
303.04745,364.603725
303.07335,364.63735
303.0933,364.639575
303.1345,365.234225
303.21425,365.322775
303.282475,365.330175
303.34685,365.56785
303.393425,365.569825
303.484175,365.58975
303.5137,365.622875
303.57125,365.801775
303.64735,365.92365
303.753425,366.0526
303.79525,366.12665
303.839775,366.268825
303.89395,366.2963
303.941025,366.30815
303.987,366.86445
304.076875,366.9604
304.0972,367.2169
304.213025,367.306025
304.37855,367.35735
304.414625,367.497275
304.529675,367.512
304.55635,367.567775
304.585075,367.582625
304.60875,367.6711
304.6576,367.783575
304.72215,367.8521
304.752225,367.857925
304.825075,367.889625
304.86645,367.951025
304.932325,367.9558
305.001975,368.998975
305.068975,369.2329
305.094125,369.270725
305.1464,369.276525
305.1819,369.2857
305.2668,369.381325
305.39815,369.486075
305.52165,369.5717
305.5745,369.806025
305.61395,369.95065
305.6787,370.018575
305.742825,370.0344
305.8601,370.123775
305.892775,370.17245
305.966025,370.349325
306.086625,370.445275
306.1429,370.4692
306.186525,370.553625
306.22275,370.578
306.2637,370.768525
306.2753,370.799875
306.2881,370.89515
306.3148,371.011525
306.3604,371.04505
306.44605,371.0563
306.486375,371.070525
306.67825,371.1282
306.715325,371.1466
306.761825,371.203975
306.784925,371.30195
306.87705,371.3421
306.9089,371.371375
306.9684,371.57725
306.9724,371.7844
307.016575,371.84025
307.074025,371.9055
307.1806,372.243325
307.22935,372.269175
307.275,372.334125
307.344725,372.3568
307.45355,372.368875
307.47355,372.46435
307.527325,372.486175
307.56265,372.54155
307.679725,372.55035
307.7422,372.572125
307.79095,372.58895
307.797425,372.5921
307.860425,372.62355
307.9021,372.652325
307.921825,372.685025
307.9441,372.739875
307.972275,373.033775
308.0383,373.10445
308.13715,373.2458
308.149675,373.49005
308.157325,373.6343
308.158975,373.64375
308.1708,373.7515
308.185025,373.862725
308.196575,373.99265
308.23535,374.31
308.2988,374.345175
308.31,374.39895
308.3402,374.579925
308.35145,374.59405
308.368375,374.7623
308.36985,374.7653
308.40245,374.89515
308.46795,375.071625
308.514375,375.11955
308.563725,375.134525
308.58665,375.16855
308.67875,375.27925
308.73735,375.442525
308.743325,375.5605
308.744675,375.7332
308.753225,375.823225
308.769875,375.873425
308.795525,375.9425
308.81575,376.109075
308.829475,376.12135
308.850525,376.370275
308.948575,376.4731
309.015775,376.55885
309.082625,376.579275
309.110575,376.59805
309.2417,376.6381
309.270175,376.642125
309.28095,376.7235
309.3035,376.7445
309.343275,376.867325
309.43075,376.909675
309.470625,376.989325
309.4721,376.99905
309.526175,377.0805
309.631425,377.121275
309.647075,377.32515
309.690625,377.328025
309.7366,377.3366
309.758075,377.35665
309.807525,377.40365
309.8206,377.46325
309.8656,377.480275
309.889325,377.664675
309.913125,377.802975
309.952925,377.8067
309.974975,377.834375
309.99945,377.872675
310.020525,377.910275
310.04765,377.969075
310.086625,378.00805
310.098825,378.267475
310.21765,378.31825
310.230075,378.33495
310.231725,378.345625
310.241825,378.34955
310.260775,378.4209
310.375325,378.444075
310.48945,378.493725
310.53355,378.534525
310.571825,378.59975
310.594625,378.6059
310.643725,378.626925
310.734975,378.7896
310.7472,378.933825
310.75385,378.949575
310.766425,378.99435
310.841225,379.019325
310.843,379.1055
310.848175,379.187975
310.914675,379.210625
310.9792,379.230875
310.99645,379.266775
311.017775,379.3252
311.050175,379.349575
311.108425,379.36665
311.15715,379.409225
311.16855,379.43355
311.202775,379.6309
311.26105,379.7459
311.2828,379.934375
311.29815,380.009575
311.34215,380.090525
311.35845,380.27205
311.426375,380.33995
311.4761,380.365725
311.4916,380.5286
311.57715,380.550575
311.61605,380.617925
311.645925,380.634625
311.6712,380.654325
311.68615,380.841925
311.6898,380.8583
311.69605,380.895525
311.702675,380.965575
311.7571,381.1081
311.758725,381.234025
311.772575,381.264325
311.784775,381.267925
311.7945,381.291575
311.812,381.347
311.85215,381.37345
311.85875,381.45605
311.87105,381.507575
311.93375,381.553325
312.0042,381.5801
312.056075,381.746975
312.1305,381.96635
312.1545,382.039275
312.21975,382.066
312.23145,382.10945
312.265325,382.132275
312.299275,382.145625
312.334625,382.187875
312.4235,382.5575
312.4527,382.574525
312.49975,382.58505
312.5201,382.69985
312.531725,382.721175
312.6239,382.86845
312.636125,382.90225
312.64945,382.931625
312.679575,382.96215
312.7117,382.989475
312.815825,382.99785
312.870525,383.006925
312.898925,383.10785
312.9265,383.178125
312.95255,383.292375
312.9805,383.515675
313.004525,383.6131
313.094125,383.663675
313.1371,383.6832
313.1922,383.764625
313.243125,383.774125
313.278525,383.80935
313.3069,383.835825
313.3443,383.8374
313.377625,384.351525
313.393275,384.3573
313.43175,384.400775
313.477675,384.498975
313.506525,384.611525
313.521875,384.698775
313.534425,384.73655
313.558625,384.756725
313.6258,384.95295
313.6668,385.08175
313.711325,385.1628
313.740825,385.297575
313.805625,385.34005
313.9386,385.395125
313.99795,385.467775
314.03425,385.5
314.09645,385.614775
314.133875,385.745125
314.16405,385.755425
314.171325,385.775225
314.180975,385.7844
314.18905,385.798575
314.20655,385.81695
314.23955,385.83035
314.256775,385.861
314.285075,385.959425
314.3006,386.0225
314.324525,386.027375
314.34195,386.15005
314.354225,386.18245
314.36795,386.193975
314.4007,386.204
314.41935,386.214875
314.5246,386.27255
314.572625,386.28165
314.600525,386.2982
314.636975,386.3549
314.6548,386.400925
314.6874,386.4595
314.71375,386.4883
314.733625,386.725775
314.743475,386.73795
314.8713,386.957425
314.8894,386.989675
314.981225,387.113875
315.10935,387.1282
315.1305,387.15985
315.231725,387.208
315.23615,387.227225
315.263675,387.2371
315.37455,387.549125
315.4024,387.667575
315.46605,387.686075
315.514,387.757075
315.52735,387.817575
315.5686,387.926125
315.5988,388.12625
315.650425,388.2729
315.6734,388.2884
315.704975,388.408575
315.7458,388.45725
315.76375,388.465425
315.8374,388.4867
315.9434,388.49585
315.9537,388.548525
315.955125,388.602375
316.004025,388.6072
316.05135,389.066525
316.0893,389.176325
316.121525,389.226975
316.179375,389.249225
316.203075,389.3299
316.220675,389.373025
316.22405,389.3773
316.2526,389.473675
316.281975,389.477825
316.338675,389.524075
316.39315,389.6381
316.42905,389.731525
316.45185,389.7606
316.45705,389.845825
316.45865,389.905075
316.4793,389.9804
316.567525,390.037575
316.5782,390.05305
316.64305,390.0625
316.652025,390.2773
316.654175,390.2977
316.65555,390.3041
316.68655,390.342525
316.71915,390.37945
316.733275,390.439225
316.76645,390.5076
316.813525,390.63025
316.82955,390.64605
316.86815,390.656475
316.902125,390.780975
316.9104,390.83565
316.9494,390.917
316.96825,390.976275
316.992,391.10245
317.00315,391.121725
317.119825,391.1506
317.1217,391.196075
317.23865,391.210675
317.339875,391.23225
317.365675,391.24485
317.4014,391.25835
317.446525,391.41655
317.473,391.54035
317.573425,391.59275
317.61995,391.62835
317.65205,391.80015
317.71815,391.8333
317.7374,392.11675
317.744525,392.184025
317.767825,392.316375
317.820825,392.353825
317.850875,392.470975
317.902625,392.58905
317.92615,392.61945
318.001475,392.77785
318.01535,392.7846
318.036475,392.8249
318.1253,392.92315
318.239575,392.944775
318.26675,392.985375
318.2879,393.226225
318.329125,393.278725
318.390925,393.51575
318.476525,393.5595
318.578025,393.593
318.601975,393.6627
318.63015,393.7
318.678325,393.766975
318.739725,393.8371
318.85475,393.883025
318.891375,393.927725
318.980925,393.95715
319.016625,394.0439
319.050425,394.0506
319.11275,394.09245
319.178425,394.11105
319.2886,394.2567
319.369175,394.4844
319.42965,394.63345
319.489325,394.6578
319.51655,394.89305
319.56195,394.913675
319.695625,394.9257
319.7604,394.933675
319.818675,395.1175
319.873,395.12655
319.914975,395.130825
319.941025,395.216925
319.9838,395.394125
320.02845,395.48855
320.08315,395.578025
320.092425,395.6193
320.107325,395.640075
320.13955,395.645675
320.169075,395.656725
320.20945,395.729625
320.219925,395.833225
320.23465,395.907525
320.2488,395.928425
320.3779,395.960625
320.381375,395.9695
320.409525,396.01125
320.412375,396.4184
320.436575,396.48
320.43815,396.485175
320.465925,396.4892
320.5438,396.99965
320.57895,397.1
320.630225,397.221725
320.69805,397.24615
320.76365,397.251725
320.84815,397.26785
320.8749,397.2816
320.932225,397.41955
321.0209,397.61895
321.079175,397.811875
321.119775,397.8247
321.151675,397.92925
321.21115,397.935375
321.21715,398.189275
321.297675,398.207675
321.321725,398.32555
321.3511,398.34065
321.3818,398.376575
321.4172,398.45645
321.41865,398.53585
321.443875,398.632525
321.4806,398.6367
321.5866,398.7183
321.622425,398.729
321.650275,398.815975
321.701275,398.88395
321.723975,399.018075
321.76355,399.0676
321.811425,399.11465
321.896525,399.23325
321.932925,399.248975
321.982075,399.315425
322.00955,399.45575
322.028125,399.687475
322.115525,399.77875
322.14925,399.83005
322.177975,399.973975
322.201,399.993175
322.271475,
322.345325,
322.4135,
322.427,
322.52655,
322.6007,
322.63015,
322.66155,
322.721575,
322.740975,
322.85695,
322.8583,
322.86025,
322.8678,
322.879425,
322.898775,
322.914175,
322.970475,
322.97215,
322.984875,
322.9947,
323.068925,
323.142325,
323.215275,
323.2571,
323.30495,
323.32795,
323.335025,
323.3515,
323.364975,
323.410375,
323.437,
323.494875,
323.517875,
323.530825,
323.583225,
323.6246,
323.699275,
323.788425,
323.880875,
323.934375,
324.0015,
324.308625,
324.345075,
324.3796,
324.4507,
324.479175,
324.534725,
324.557125,
324.7051,
324.834425,
324.8643,
324.88745,
324.93065,
324.948125,
325.00355,
325.081125,
325.13175,
325.151775,
325.2087,
325.304875,
325.316925,
325.3885,
325.419025,
325.47055,
325.5012,
325.522775,
325.52515,
325.5472,
325.581525,
325.6528,
325.65975,
325.67135,
325.7033,
325.805725,
325.867625,
325.911425,
326.05795,
326.09715,
326.13095,
326.164,
326.2186,
326.251425,
326.3153,
326.3899,
326.4751,
326.555375,
326.6097,
326.842125,
326.8933,
326.96135,
326.986575,
327.022325,
327.060775,
327.08565,
327.11055,
327.16165,
327.18475,
327.2481,
327.2904,
327.3452,
327.478275,
327.521075,
327.5945,
327.61945,
327.673075,
327.732675,
327.834475,
327.903075,
327.924875,
328.01185,
328.039375,
328.1141,
328.145825,
328.1933,
328.236075,
328.260325,
328.42315,
328.447325,
328.490175,
328.63145,
328.693825,
328.740175,
328.829425,
328.891675,
328.925675,
328.968775,
329.008875,
329.035125,
329.088675,
329.232725,
329.2683,
329.30905,
329.405,
329.433925,
329.464125,
329.531625,
329.601375,
329.648075,
329.68305,
329.710275,
329.76115,
329.813125,
329.9009,
329.958175,
329.9995,
330.0646,
330.119175,
330.17905,
330.225275,
330.261625,
330.31715,
330.3681,
330.3986,
330.4165,
330.52885,
330.555525,
330.6037,
330.61705,
330.6365,
330.715425,
330.752125,
330.7723,
330.8583,
330.887725,
330.910675,
330.9441,
331.00075,
331.066725,
331.07465,
331.094175,
331.14345,
331.183475,
331.30105,
331.3264,
331.402675,
331.441125,
331.52875,
331.6466,
331.6852,
331.715375,
331.73305,
331.744275,
331.7657,
331.88565,
331.995225,
332.05515,
332.0727,
332.144375,
332.1812,
332.24195,
332.2779,
332.436475,
332.456175,
332.468925,
332.474725,
332.528,
332.585225,
332.5917,
332.65315,
332.6811,
332.726425,
332.782225,
332.796625,
332.831675,
332.892275,
332.94855,
333.0042,
333.042,
333.066675,
333.070575,
333.2532,
333.25595,
333.3405,
333.3967,
333.401125,
333.4507,
333.48025,
333.50245,
333.52905,
333.551675,
333.559725,
333.600575,
333.656825,
333.668825,
333.6825,
333.826725,
333.909175,
333.911825,
333.950775,
333.96745,
334.005,
334.05845,
334.13255,
334.1882,
334.243475,
334.2507,
334.256125,
334.2639,
334.401775,
334.40355,
334.44965,
334.47155,
334.4807,
334.504225,
334.5163,
334.538075,
334.565875,
334.593275,
334.6075,
334.632125,
334.65215,
334.6655,
334.692925,
334.75635,
334.761575,
334.76495,
334.824825,
334.842975,
334.8602,
334.88905,
334.9146,
334.9494,
334.98625,
335.011275,
335.0457,
335.062125,
335.0709,
335.077325,
335.089375,
335.12505,
335.166575,
335.176725,
