SPK_SPKC01a,SPK_SPKC02a,SPK_SPKC04a,SPK_SPKC04c,SPK_SPKC09a,SPK_SPKC10a,SPK_SPKC12c
205.389325,225.4501,209.54925,225.10665,218.811725,219.921975,208.3586
205.434375,225.553825,209.58105,225.156025,218.84585,219.9854,208.389475
205.451325,225.643875,209.64465,225.216575,218.943925,220.05885,208.41555
205.4734,225.693275,209.779475,225.365925,219.116325,220.1273,208.444275
205.4918,225.883375,209.830075,225.443825,219.1521,220.181825,208.46595
205.50595,225.96655,209.852625,225.50195,219.188725,220.272125,208.51935
205.524575,226.017825,209.85765,225.58505,219.2241,220.3328,208.545775
205.546375,226.066125,209.87925,225.8036,219.385425,220.400575,208.574125
205.55565,226.138875,209.933025,225.899025,219.643475,220.43495,208.619375
205.569925,226.31,209.9714,225.958625,219.695775,220.475125,208.6489
205.5979,226.344625,210.011075,225.960225,219.713875,220.52765,208.706625
205.616275,226.51685,210.0458,226.032075,219.71995,220.5989,208.757625
205.648225,226.727425,210.079325,226.095375,219.722575,220.6532,208.782575
205.6725,226.779675,210.08725,226.313975,219.807725,220.7918,208.80405
205.712025,226.884625,210.106125,226.333325,219.8772,220.873925,208.826975
205.7362,227.260525,210.14265,226.39545,219.9302,220.896325,208.8624
205.75095,227.32185,210.160425,226.445225,220.233175,220.943625,208.892975
205.76575,227.500375,210.1959,226.5096,220.28595,221.0013,208.923575
205.798175,227.73885,210.236425,226.903725,220.363075,221.1318,208.9474
205.806475,227.774125,210.241925,227.038025,220.43495,221.186375,208.9903
205.82205,227.89475,210.2943,227.206775,220.472575,221.22195,209.016225
205.8337,228.00795,210.32685,227.308125,220.4935,221.254275,209.075625
205.87075,228.038725,210.34255,227.333125,220.7704,221.3524,209.102975
205.899025,228.08175,210.375125,227.473575,220.896375,221.429,209.13775
205.914975,228.185125,210.42075,227.617075,220.898825,221.467225,209.16665
205.9298,228.195875,210.447225,227.737375,220.913525,221.5082,209.191325
205.953575,228.317025,210.500125,227.835625,221.07295,221.559125,209.211475
205.963275,228.443475,210.527325,227.92665,221.154525,221.5947,209.249075
205.9852,228.5306,210.554825,228.018225,221.184175,221.74785,209.29045
205.99565,228.8048,210.58635,228.0721,221.196525,221.80225,209.319075
206.015575,228.90305,210.63545,228.126,221.3128,221.8484,209.338275
206.03195,228.9821,210.669675,228.1719,221.434025,221.88385,209.361925
206.094225,229.00665,210.738925,228.329225,221.455325,221.975175,209.382825
206.12185,229.0635,210.7911,228.43635,221.50515,222.0487,209.406
206.1739,229.21745,210.8027,228.841125,221.6626,222.100125,209.426325
206.180225,229.251075,210.8437,228.9061,221.685375,222.14785,209.4821
206.19565,229.38345,210.885825,228.995675,221.784575,222.20385,209.512225
206.2226,229.5745,210.89395,229.063,221.792875,222.42295,209.54325
206.2411,229.75545,210.9284,229.303475,221.908975,222.466625,209.59085
206.259,229.88335,211.056575,229.53275,222.07535,222.506525,209.629075
206.2774,229.983775,211.0815,229.6067,222.104175,222.546375,209.658225
206.295475,230.061675,211.21855,229.89995,222.18955,222.582275,209.71275
206.31685,230.097975,211.26995,230.261725,222.235175,222.839925,209.7469
206.330875,230.194375,211.34555,230.30195,222.269,222.894525,209.7689
206.354425,230.312525,211.514675,230.33935,222.308725,222.941125,209.789575
206.379925,230.52805,211.540825,230.48705,222.450075,222.985075,209.81465
206.389525,232.585075,211.634375,230.696675,222.54495,223.031375,209.838725
206.40465,233.757525,211.68445,230.74195,222.617625,223.0894,209.90885
206.419,234.1679,211.721975,231.001525,222.67325,223.1166,209.960525
206.437525,234.5505,211.739875,231.124,222.7834,223.194325,209.97965
206.4529,236.60535,211.749425,231.200925,222.856625,223.23765,210.0094
206.498325,236.742325,211.774925,231.388225,222.879675,223.3439,210.068
206.51385,236.88655,211.82805,231.527275,222.95875,223.4487,210.0872
206.54085,236.99665,211.871375,231.560575,222.9786,223.4893,210.109
206.551875,237.08165,211.908575,231.613775,223.0258,223.55685,210.140975
206.591,237.33645,211.93985,231.905825,223.030075,223.665975,210.1863
206.6154,237.37655,211.981275,232.0598,223.0398,223.74715,210.241
206.6291,237.396675,212.026875,232.097075,223.0602,223.87185,210.266125
206.65655,237.4451,212.05635,232.154875,223.1056,223.962,210.30045
206.658575,237.706225,212.0735,232.315725,223.1096,224.059675,210.346775
206.66795,237.9656,212.1136,232.47975,223.4951,224.1132,210.382125
206.67985,238.000325,212.144575,232.5847,223.69955,224.217475,210.431125
206.695725,238.043125,212.184925,232.6235,223.981925,224.271775,210.45135
206.70855,238.094925,212.219525,233.093575,224.000725,224.31745,210.48045
206.731075,238.15425,212.245125,233.154875,224.05415,224.4429,210.506525
206.754575,238.2679,212.271625,233.212625,224.2273,224.51735,210.525525
206.776475,238.321525,212.278425,233.2637,224.237175,224.555975,210.5521
206.8109,238.3725,212.3455,233.4239,224.252825,224.561975,210.575925
206.824075,238.408,212.375775,233.54625,224.2905,224.585375,210.605325
206.836425,238.46735,212.389375,233.5474,224.318575,224.6081,210.665825
206.8622,238.511975,212.431975,233.628775,224.4645,224.653925,210.711275
206.87475,238.677275,212.47205,233.75625,224.489175,224.740575,210.76505
206.896225,238.73185,212.5556,234.11345,224.507225,224.763425,210.7954
206.919025,238.81685,212.588825,234.1675,224.5192,224.824225,210.81555
206.943675,238.89725,212.629025,234.209225,224.6252,224.881525,210.84555
206.9566,239.03785,212.65625,234.2308,224.7987,224.936325,210.8826
206.977025,239.0727,212.6695,234.296,224.8108,224.95735,210.898
206.997,239.135225,212.692025,234.393475,224.849625,225.025075,210.904
207.008225,239.215575,212.734775,234.713175,225.0679,225.074575,210.921625
207.030575,239.2462,212.7706,234.7656,225.105875,225.100675,210.944975
207.071175,239.2821,212.8103,234.82785,225.1945,225.1758,210.96465
207.0841,239.334975,212.88875,235.03245,225.259725,225.1983,210.991175
207.106225,239.365375,212.91175,235.2566,225.29915,225.26465,211.009825
207.11955,239.40545,212.9253,235.321025,225.424,225.314925,211.031125
207.14,239.473825,212.983875,235.365925,225.45895,225.360825,211.06515
207.155975,239.5283,213.0384,235.6214,225.5312,225.406175,211.14345
207.1729,239.571125,213.08135,235.701775,225.537125,225.452225,211.17935
207.1884,239.847425,213.098175,235.82905,225.5914,225.477675,211.220325
207.219325,239.9394,213.15175,235.868175,225.866525,225.516875,211.24275
207.234275,239.997825,213.189975,236.287975,225.892525,225.559725,211.26265
207.250725,240.052975,213.21785,236.3492,225.903775,225.59535,211.283675
207.2697,240.084975,213.2313,236.389975,225.96305,225.741725,211.33875
207.277925,240.1541,213.2437,236.48335,226.020525,225.80475,211.3688
207.287175,240.337025,213.28045,236.569925,226.09165,225.897075,211.393975
207.292725,240.36445,213.315025,236.6132,226.14355,225.941375,211.41845
207.319725,240.40035,213.326325,236.659675,226.290075,225.975375,211.43855
207.342325,240.459375,213.336725,236.706975,226.306475,226.0128,211.497825
207.35475,240.4961,213.40925,236.896175,226.32565,226.047775,211.531675
207.376175,240.5433,213.43755,236.952375,226.3314,226.088925,211.5595
207.3843,240.58515,213.4757,237.0208,226.35015,226.2229,211.583175
207.40255,240.63285,213.5708,237.072425,226.449575,226.29925,211.606125
207.411,240.69045,213.603025,237.074025,226.506375,226.342075,211.696025
207.43005,240.7986,213.634775,237.3128,226.50825,226.39065,211.789275
207.440075,240.896475,213.67895,237.34765,226.609475,226.44875,211.825825
207.456,240.938375,213.7053,237.3931,226.6295,226.531025,211.8504
207.469175,240.9622,213.716125,237.6066,226.842175,226.6074,211.89355
207.486475,241.0298,213.7845,237.66035,226.89655,226.6671,211.936375
207.517325,241.09755,213.8294,237.723425,226.956325,226.782075,211.972225
207.5286,241.124475,213.875275,237.80005,226.986875,226.86285,211.997275
207.52965,241.1747,213.898075,237.957725,227.002075,226.93505,212.01265
207.542575,241.210975,213.91395,238.025875,227.112825,226.969125,212.040475
207.563225,241.290325,213.95115,238.042475,227.2552,227.016825,212.0585
207.586,241.315425,213.97065,238.133125,227.2791,227.07045,212.086625
207.6066,241.35315,214.0255,238.199275,227.31855,227.2208,212.108475
207.6076,241.415,214.081375,238.25665,227.3227,227.309475,212.133
207.636375,241.471675,214.1086,238.312925,227.508775,227.386925,212.227975
207.6487,241.48955,214.198325,238.3781,227.5296,227.465375,212.2537
207.66245,241.557725,214.224175,238.417225,227.581325,227.52725,212.287925
207.68875,241.644275,214.242225,238.644475,227.588325,227.5719,212.30665
207.70265,241.647525,214.28775,238.68325,227.61235,227.61875,212.361825
