SPK_SPKC01a,SPK_SPKC02a,SPK_SPKC04a,SPK_SPKC04c,SPK_SPKC09a,SPK_SPKC10a,SPK_SPKC12c
221.09515,313.740425,242.14405,313.720775,292.25895,276.96,234.44245
221.12795,313.792875,242.1808,314.053975,292.2989,276.991625,234.4784
221.154,313.956825,242.2024,314.15435,292.455925,277.082775,234.536625
221.1714,314.16465,242.248825,314.31825,292.477675,277.12135,234.601325
221.1913,314.8163,242.277475,314.43055,292.493,277.160475,234.6645
221.21905,315.100775,242.323425,314.524975,292.536075,277.3063,234.6855
221.2455,315.476525,242.38175,314.69025,292.5847,277.370475,234.706325
221.257725,315.540125,242.4427,314.9609,292.752925,277.4178,234.728575
221.2721,315.76295,242.484675,315.08475,292.785775,277.4573,234.750975
221.29225,316.042775,242.53035,315.21245,292.827375,277.482925,234.777425
221.3227,316.08915,242.568425,315.266275,292.9887,277.5421,234.802625
221.3422,316.314475,242.59545,315.43455,293.00165,277.6493,234.843
221.36185,316.50005,242.630075,315.5396,293.103,277.69865,234.884025
221.385225,316.75685,242.648325,315.723475,293.1242,277.7423,234.93635
221.39875,317.33575,242.690975,315.938725,293.18615,277.81075,234.98705
221.419975,317.54685,242.73385,316.007975,293.240675,277.887475,235.0134
221.4301,317.752875,242.77745,316.09225,293.283475,277.9453,235.0446
221.47015,317.801175,242.792425,316.229325,293.453225,277.998375,235.07005
221.48505,318.3107,242.86095,316.327925,293.497225,278.09345,235.1118
221.517875,318.361225,242.874725,316.5589,293.574425,278.20145,235.138
221.549075,319.09295,242.886175,316.65235,293.627175,278.3005,235.1783
221.56515,319.420025,242.89835,316.7573,293.65085,278.34355,235.204925
221.5827,319.792,242.927625,316.7742,293.6753,278.387225,235.245075
221.589475,321.472475,242.9738,316.83315,293.7353,278.422075,235.27225
221.600525,321.8044,243.00685,316.896925,293.90115,278.5267,235.2956
221.632175,322.40425,243.126825,317.26215,293.91555,278.56765,235.31845
221.6515,322.943525,243.16895,317.327225,294.019025,278.6123,235.34625
221.7066,322.988625,243.249625,317.385,294.114325,278.6703,235.36755
221.727625,323.28035,243.336475,317.7317,294.2326,278.726,235.400425
221.75125,323.387475,243.3581,318.088025,294.268925,278.773275,235.4197
221.761175,323.51475,243.373175,318.3681,294.3146,278.831425,235.440025
221.7866,323.5557,243.412475,318.440575,294.433825,278.955025,235.483975
221.801325,323.720525,243.4532,319.052425,294.452925,279.0523,235.53955
221.817,323.9799,243.467975,319.14685,294.626625,279.098625,235.59125
221.852975,324.004325,243.493925,319.815525,294.766325,279.149575,235.624425
221.86595,324.506875,243.5481,319.8166,294.8718,279.208675,235.66685
221.88425,324.603875,243.5759,320.565525,294.881975,279.272825,235.684275
221.89535,324.743825,243.60785,320.666325,295.006975,279.335725,235.7098
221.9202,324.876425,243.647525,321.085,295.081,279.39575,235.742975
221.98885,324.881075,243.673225,321.31165,295.13455,279.459625,235.7699
222.000425,324.9119,243.71425,321.377725,295.195225,279.514425,235.8177
222.012625,324.974125,243.747875,321.446575,295.384675,279.563825,235.876125
222.023025,325.128675,243.803575,321.71915,295.404375,279.603775,235.9013
222.046525,325.19325,243.841,321.766325,295.4506,279.64125,235.9235
222.055125,325.390775,243.90275,321.7822,295.482775,279.754975,235.960125
222.060825,325.549525,243.934925,322.12255,295.51285,279.799475,236.024975
222.0908,325.584,243.963225,322.207325,295.724475,279.852925,236.062325
222.15315,325.611475,243.98805,322.216575,295.90685,279.886225,236.098925
222.1623,325.76125,244.014975,322.403825,295.971825,279.928275,236.1354
222.166675,325.80525,244.064975,322.6515,296.08965,279.968125,236.1981
222.183625,326.0158,244.099075,322.7305,296.351125,280.06345,236.23615
222.210125,326.103625,244.177975,322.81615,296.41285,280.14715,236.256925
222.221425,326.152275,244.227725,322.934375,296.609725,280.190425,236.2833
222.24135,326.342125,244.272075,322.9779,296.7693,280.2584,236.31545
222.28645,326.39005,244.32955,323.1958,296.971575,280.2995,236.335375
222.3323,326.4998,244.367825,323.297825,297.009125,280.373,236.409375
222.34575,326.5518,244.405375,323.441525,297.028625,280.435175,236.466425
222.384825,326.599975,244.45675,323.503625,297.088575,280.475175,236.495825
222.407375,326.66675,244.5797,323.552,297.1052,280.548675,236.538825
222.424775,326.6939,244.600475,323.6609,297.656775,280.631525,236.568075
222.44285,326.7571,244.66665,323.804775,297.77925,280.669525,236.600075
222.470775,326.792525,244.73345,323.842425,297.79875,280.727575,236.629625
222.496925,326.81785,244.759975,323.997125,298.0383,280.7673,236.6453
222.5099,326.848325,244.8254,324.109125,298.0659,280.818375,236.67075
222.52085,326.894425,244.8823,324.1768,298.095375,280.885725,236.699725
222.55885,327.0431,244.8867,324.240525,298.317025,280.964175,236.735525
222.5733,327.10095,244.931425,324.314,298.33575,281.050525,236.759775
222.59985,327.192775,244.957625,324.3764,298.57105,281.165975,236.81565
222.615225,327.220025,245.04795,324.495625,298.64925,281.22705,236.85615
222.6394,327.266475,245.07115,324.6289,298.678,281.264325,236.884025
222.663875,327.275775,245.113725,324.6845,298.917,281.311125,236.911875
222.68145,327.415525,245.139925,324.772775,298.988225,281.353575,236.935525
222.69555,327.522725,245.1672,324.84,299.36315,281.4026,236.9612
222.71935,327.5824,245.17435,324.912175,299.413175,281.500075,236.999775
222.73755,327.636875,245.207075,325.0373,299.4571,281.534925,237.02655
222.756375,327.6681,245.257625,325.105725,299.646075,281.613,237.054325
222.7683,327.748125,245.277825,325.149375,299.749125,281.647775,237.078575
222.800125,327.8135,245.330525,325.236425,299.765625,281.8241,237.1016
222.815525,327.85845,245.35785,325.307975,299.797125,281.850775,237.148975
222.833825,327.901325,245.3766,325.384575,299.814475,281.8828,237.196175
222.8833,327.966625,245.4138,325.52265,299.973825,281.95105,237.24885
222.899825,328.04365,245.443025,325.78665,300.084925,281.9949,237.291975
222.91985,328.069025,245.49085,325.8613,300.1593,282.0366,237.314225
222.940175,328.09715,245.521525,325.92355,300.25995,282.104575,237.335125
222.951525,328.16855,245.56775,325.9861,300.62705,282.142775,237.362175
222.96655,328.20035,245.587125,326.088825,301.446475,282.18925,237.391375
222.98975,328.2161,245.656525,326.101325,301.46915,282.2266,237.457
223.011975,328.3491,245.6859,326.1361,301.565925,282.30215,237.494125
223.0332,328.422025,245.72035,326.2091,301.634825,282.3396,237.538275
223.049,328.53165,245.77385,326.296875,301.8531,282.44445,237.56845
223.07625,328.652975,245.808775,326.37275,302.294475,282.491475,237.594025
223.0883,328.70795,245.840175,326.446825,302.3764,282.576375,237.621325
223.1398,328.7678,245.882925,326.55015,302.4225,282.633825,237.63205
223.14975,328.798825,245.95515,326.62995,302.469825,282.7057,237.6696
223.17195,328.840725,245.982525,326.691875,302.70185,282.751875,237.686175
223.182475,328.922225,245.9879,326.832075,302.7109,282.827875,237.71085
223.19135,328.951225,246.05275,326.905375,302.8071,282.862875,237.739025
223.196075,328.9643,246.065425,327.049925,303.149725,282.971775,237.757925
223.2047,329.0139,246.13805,327.1353,303.196375,283.046625,237.777775
223.215025,329.0976,246.18205,327.215725,303.218,283.090275,237.808725
223.229825,329.121975,246.24045,327.310775,303.2617,283.15925,237.84475
223.273875,329.224625,246.261375,327.40855,303.495625,283.1931,237.889375
223.2949,329.32095,246.315575,327.472075,303.614575,283.272725,237.919
223.344175,329.358625,246.348575,327.540525,303.62895,283.406125,237.945425
223.347975,329.4073,246.42145,327.622325,303.63385,283.454075,237.981025
223.353325,329.4345,246.476675,327.863775,303.688775,283.499975,238.0108
223.3707,329.4679,246.540925,327.8655,303.706525,283.54005,238.0827
223.385475,329.50215,246.56065,327.935825,303.925575,283.661125,238.111975
223.3972,329.6753,246.561775,328.0019,303.940575,283.714975,238.155375
223.42275,329.72065,246.635675,328.065525,303.97025,283.7463,238.180725
223.44285,329.805475,246.673575,328.146625,304.005475,283.76825,238.20615
223.460275,329.95115,246.7013,328.236525,304.06345,283.816925,238.23645
223.4817,329.970125,246.754375,328.369675,304.26925,283.848125,238.2854
223.496625,329.992275,246.79335,328.528425,304.286125,283.957275,238.316125
223.51145,330.195225,246.852025,328.618775,304.30915,284.09575,238.33615
223.536225,330.221025,246.868725,328.6926,304.374525,284.116175,238.36585
223.55435,330.507675,246.943675,328.7945,304.42305,284.179225,238.3891
223.576475,330.733125,246.99705,328.7983,304.519125,284.27265,238.4061
223.596525,330.7788,247.0269,328.8667,304.5903,284.441,238.4314
223.6174,331.01705,247.08125,328.946475,304.6005,284.5012,238.455575
223.64575,331.1025,247.15065,329.00845,304.838675,284.53985,238.48175
223.668575,331.209675,247.1855,329.07625,304.847975,284.5694,238.509275
223.689025,331.41705,247.1913,329.14035,304.866275,284.614525,238.561325
223.733175,331.480225,247.216125,329.38065,304.91545,284.663275,238.585775
223.7467,331.508575,247.256975,329.497025,305.151425,284.86555,238.6264
223.758625,331.667725,247.3453,329.58275,305.170375,284.916825,238.655425
223.7789,331.7669,247.40725,329.654025,305.24025,285.0865,238.700325
223.791375,331.804475,247.489175,329.6918,305.24285,285.1308,238.721725
223.81795,332.08965,247.585475,329.8042,305.6228,285.1594,238.746375
223.840875,332.135575,247.6288,329.897875,305.655025,285.214075,238.774025
223.8637,332.324825,247.6639,330.000425,305.696675,285.3276,238.799625
223.904775,332.369125,247.668075,330.03625,305.8834,285.4155,238.831175
223.91905,332.428075,247.73505,330.10295,305.961325,285.50115,238.87695
223.974975,332.51635,247.7534,330.186225,305.991525,285.60635,238.9162
223.9993,332.532475,247.8261,330.218475,306.015125,285.64195,238.94995
224.012825,332.666675,247.85535,330.296925,306.2774,285.69195,239.011575
224.0362,332.733,247.91215,330.3955,306.292675,285.720125,239.105375
224.038,332.77045,247.945575,330.42995,306.654125,285.761425,239.13955
224.067625,332.9858,248.045975,330.475875,306.700725,285.8016,239.177175
224.0928,333.11365,248.05465,330.6462,306.746525,285.862575,239.205175
224.1036,333.115725,248.0924,330.7527,306.858075,285.949625,239.23865
224.149475,333.157275,248.1352,330.816775,306.913425,286.0046,239.2588
224.164575,333.21795,248.150425,330.974375,307.0285,286.06705,239.278475
224.178725,333.32955,248.152125,331.02015,307.050175,286.1153,239.30315
224.201025,333.348775,248.226325,331.0714,307.058825,286.164975,239.326775
224.212025,333.4125,248.297725,331.175025,307.108575,286.2078,239.351575
224.219025,333.4308,248.32995,331.281375,307.3182,286.3294,239.378075
224.26445,333.46655,248.379225,331.32985,307.342775,286.384725,239.4147
224.3029,333.53585,248.472425,331.3505,307.42245,286.418125,239.4717
224.324375,333.85195,248.5289,331.4191,307.5721,286.453625,239.509275
224.336675,333.89055,248.5684,331.5282,307.66505,286.51575,239.534075
224.3811,334.0014,248.59815,331.61005,307.960175,286.594575,239.5511
224.393325,334.040975,248.62865,331.6867,308.141425,286.659225,239.587125
224.42185,334.0833,248.662925,331.8154,308.18935,286.7671,239.612675
224.442325,334.241325,248.723525,331.9499,308.302975,286.87015,239.6395
224.4953,334.278425,248.766575,332.0171,308.355475,286.8999,239.662575
224.5242,334.335775,248.801625,332.228025,308.415575,286.941475,239.69015
224.543725,334.370225,248.821925,332.475875,308.651,286.982675,239.723575
224.559375,334.415025,248.831075,332.5466,308.70695,287.075,239.75555
224.573525,334.46165,248.924,332.590675,308.7437,287.15585,239.804725
224.5919,334.559625,248.947275,332.61365,308.77685,287.222825,239.8433
224.6217,334.5993,248.982575,332.650625,308.82545,287.25055,239.867925
224.64115,334.647525,249.031875,332.722725,308.84635,287.299675,239.89555
224.660025,334.714075,249.047325,332.974375,308.86455,287.33685,239.9242
224.6831,334.984025,249.099475,333.0649,308.986,287.378,239.927625
224.707375,335.149175,249.1445,333.1345,309.074225,287.4233,239.970275
224.738775,335.3804,249.18885,333.32465,309.08745,287.465925,240.049
224.773075,335.411,249.273575,333.376275,309.1096,287.51185,240.0762
224.785775,335.49415,249.287925,333.42075,309.156575,287.66155,240.111675
224.8178,335.7181,249.346825,333.490225,309.379125,287.735925,240.151275
224.835975,335.77985,249.4073,333.56665,309.39785,287.79305,240.23495
224.939375,335.8761,249.447625,333.670625,309.459125,287.831775,240.27275
224.94645,335.8854,249.513575,333.71465,309.47105,287.858325,240.307625
224.9688,335.97445,249.548975,333.759825,309.51395,287.929475,240.4154
224.986025,336.133425,249.5922,334.1327,309.70465,288.08335,240.44555
225.000975,336.388925,249.650525,334.33095,309.738,288.255375,240.48155
225.02105,336.4822,249.66,334.3787,309.752975,288.323125,240.510375
225.0378,336.5116,249.740025,334.4395,309.767625,288.3634,240.532525
225.05735,336.542725,249.775,334.640075,309.8559,288.449625,240.556125
225.0848,336.668675,249.82665,334.74115,309.868675,288.564675,240.604425
225.1024,336.82995,249.907925,334.8097,310.20325,288.6355,240.624775
225.141325,336.949025,249.942075,334.86625,310.275975,288.851275,240.685125
225.176175,337.140825,249.953575,334.868575,310.328725,289.0561,240.71785
225.208325,337.317875,249.976725,334.924475,310.576225,289.123725,240.744925
225.23485,337.377475,249.990675,334.976075,310.598025,289.21305,240.7737
225.248475,337.7816,250.0529,335.118175,310.644425,289.33145,240.80955
225.278675,337.946475,250.083225,335.31155,310.653525,289.48565,240.829225
225.325475,338.008475,250.125175,335.42165,310.8077,289.620625,240.858725
225.344775,338.446825,250.179625,335.47995,310.954575,289.69435,240.884875
225.38865,338.51735,250.20535,335.54645,310.985475,289.8063,240.912725
225.394875,338.550225,250.231925,335.592975,311.077525,289.86915,240.93825
225.404075,338.5981,250.320725,335.637,311.134875,289.9177,240.9722
225.440825,338.7782,250.46725,335.816925,311.227775,289.998025,240.994725
225.46555,338.814625,250.484175,335.90615,311.247575,290.08205,241.0297
225.48235,339.04635,250.57965,335.9591,311.386775,290.1227,241.065325
225.50035,339.1182,250.634475,336.03165,311.6729,290.187575,241.087525
225.5101,339.19285,250.6673,336.11535,311.704525,290.334725,241.11715
225.513625,339.24065,250.689575,336.18235,311.80715,290.3878,241.140125
225.537025,339.29315,250.749925,336.2295,311.869525,290.414225,241.174975
225.557125,339.442475,250.816225,336.30975,311.895225,290.462875,241.2245
225.574025,339.48475,250.861775,336.367,311.9367,290.490575,241.25575
225.59625,339.59325,250.886675,336.41155,312.15665,290.5706,241.279025
225.608875,339.67675,250.891075,336.487425,312.18535,290.622775,241.31335
225.619625,339.712575,250.910175,336.579225,312.1949,290.683675,241.3505
225.6374,339.757575,250.94,336.65575,312.198375,290.740075,241.3735
225.7082,339.831275,250.98935,336.70695,312.5293,290.791525,241.397025
225.726925,339.965375,251.053975,336.76585,312.543325,290.94985,241.425125
225.739325,340.197325,251.1214,336.884225,312.589375,290.982125,241.45015
225.772675,340.2835,251.167925,336.983625,312.6141,291.005025,241.50415
225.832375,340.3536,251.18395,337.156575,312.680675,291.1018,241.55195
225.85185,340.39305,251.23225,337.30015,312.723625,291.302275,241.5903
225.86795,340.4034,251.321775,337.436775,312.905475,291.3864,241.6222
225.894425,340.682175,251.3503,337.5065,312.998375,291.4248,241.667725
225.912375,340.724575,251.4473,337.6138,313.184025,291.46325,241.70255
225.936025,340.7301,251.5337,337.75405,313.372125,291.5718,241.725275
225.9586,340.7551,251.558725,337.786975,313.652375,291.737575,241.753175
225.977625,340.841975,251.6002,337.854275,313.684625,291.791825,241.786325
225.996875,341.13005,251.738025,338.028975,313.74375,291.819025,241.82575
226.037425,341.137,251.80585,338.123875,313.808975,291.87905,241.8597
226.056475,341.172675,251.893975,338.1847,313.952475,291.963925,241.8892
226.08175,341.247525,251.94265,338.27665,314.25925,292.01165,241.915025
226.111,341.35485,252.0148,338.332375,314.3362,292.081025,241.93885
226.134425,341.400025,252.05345,338.419775,314.400425,292.14785,241.96115
226.169425,341.51515,252.0819,338.48005,314.609325,292.2813,242.0328
226.1864,341.662375,252.132375,338.714125,314.757375,292.4161,242.055275
226.20145,341.876925,252.180925,338.7758,314.890425,292.46305,242.0823
226.219225,341.979175,252.218575,338.837825,315.11895,292.519525,242.110975
226.2312,342.01265,252.2763,338.8883,315.24635,292.6385,242.13655
226.2475,342.140025,252.31815,338.962625,315.284675,292.772125,242.16065
226.2808,342.156525,252.370125,339.02485,315.303075,292.807875,242.237525
226.335475,342.22815,252.3984,339.0885,315.49095,292.849975,242.2681
226.37645,342.409925,252.4461,339.13845,315.51205,292.988075,242.30295
226.39545,342.4556,252.4679,339.1807,315.7714,293.104,242.3426
226.408375,342.5057,252.506375,339.2305,315.954125,293.1692,242.362125
226.432575,342.6668,252.528375,339.361275,316.06105,293.20945,242.3887
226.4549,342.71465,252.56205,339.42425,316.197625,293.2682,242.434225
226.462975,342.86545,252.576425,339.4827,316.2141,293.3066,242.474725
226.4861,342.885825,252.5946,339.5325,316.546575,293.509625,242.5093
226.506775,343.004775,252.63675,339.6376,316.59315,293.566925,242.563175
226.5393,343.06465,252.676675,339.6957,316.775025,293.607225,242.587725
226.552925,343.131625,252.702175,339.763825,316.795175,293.65325,242.616825
226.570875,343.197225,252.72865,339.85255,316.819525,293.701775,242.64395
226.59195,343.384325,252.76545,339.854725,317.253925,293.870175,242.728975
226.644025,343.46765,252.88825,339.9092,317.302225,294.0148,242.76005
226.665325,343.4865,252.906575,339.96955,317.33195,294.08285,242.782175
226.673975,343.695575,252.99525,340.008925,317.40205,294.102475,242.815675
226.695675,343.875075,253.024,340.05425,317.67665,294.241175,242.8658
226.717775,344.0511,253.05315,340.1443,317.70615,294.309,242.90825
226.74555,344.07055,253.075175,340.20205,318.356125,294.367625,242.9448
226.777825,344.148575,253.131875,340.2507,318.43755,294.42295,242.968825
226.81105,344.3789,253.17165,340.29855,318.788125,294.4548,242.9994
226.863275,344.41585,253.1938,340.30035,318.80675,294.5324,243.02345
226.894625,344.42255,253.26145,340.390875,319.111325,294.61265,243.09545
226.928375,344.441075,253.29905,340.50505,320.0797,294.648125,243.1227
226.952075,344.496575,253.392175,340.6056,320.32775,294.670025,243.149625
226.963625,344.7237,253.4192,340.607675,320.6562,294.7657,243.178325
226.984775,344.90885,253.522325,340.72905,320.687675,294.827975,243.209125
227.0033,344.99,253.55055,340.937525,320.7131,294.881575,243.253825
227.019925,345.038025,253.597125,341.004725,321.0526,294.997875,243.29805
227.033425,345.235,253.64455,341.043825,321.0735,295.1031,243.34045
227.06235,345.450825,253.7017,341.087225,321.37855,295.1605,243.387275
227.07425,345.482075,253.795675,341.179125,321.431575,295.19785,243.40905
227.0864,345.839475,253.8464,341.310475,321.711675,295.304475,243.434175
227.095025,346.006,253.86795,341.3727,321.725025,295.42775,243.474925
227.129,346.0996,253.937775,341.3849,321.81615,295.466075,243.496525
227.143575,346.131975,253.98525,341.3919,321.817225,295.503825,243.562425
227.18115,346.221475,254.020975,341.4017,322.129475,295.5647,243.595925
227.194325,346.260775,254.030025,341.44885,322.659725,295.7685,243.640075
227.22505,346.46615,254.053675,341.5069,322.691875,295.81535,243.70055
227.242925,346.508025,254.08695,341.510475,322.74705,295.858275,243.725775
227.261075,346.619025,254.112375,341.582425,323.157225,295.90265,243.751375
227.317125,346.686825,254.31445,341.6255,323.201525,295.958125,243.782625
227.336775,346.739175,254.32885,341.68235,323.45615,296.136175,243.802375
227.36005,346.820475,254.371125,341.7167,323.47805,296.31885,243.8478
227.381575,346.94735,254.470675,341.7632,323.576925,296.415725,243.881575
227.40505,347.04325,254.586825,341.882025,323.83275,296.506775,243.92335
227.428175,347.1377,254.64945,341.942875,324.14125,296.59605,243.9449
227.451875,347.2375,254.6849,342.008425,324.233275,296.6348,244.018325
227.464375,347.3314,254.739475,342.09285,324.321625,296.722125,244.047525
227.47695,347.407225,254.7642,342.161625,324.362275,296.765225,244.0809
227.49165,347.55955,254.7916,342.2712,324.843275,296.870575,244.1126
227.5102,347.6848,254.839675,342.345275,324.9119,296.93065,244.146025
227.550525,347.742125,254.921375,342.41665,324.916125,296.99765,244.21665
227.561175,347.792775,254.931275,342.647925,325.177375,297.071825,244.239875
227.57255,347.833775,254.9371,342.710825,325.231125,297.118175,244.25705
227.5812,347.88735,254.963,342.781625,325.276375,297.1883,244.289375
227.596625,347.939325,255.031525,342.854675,325.44535,297.32535,244.30985
227.61165,347.9821,255.13095,342.89465,325.537075,297.383525,244.33845
227.6477,348.05435,255.168875,342.97525,326.012175,297.433225,244.373475
227.659125,348.0877,255.1998,343.066,326.138875,297.544475,244.428275
227.6778,348.14155,255.26885,343.127825,326.36935,297.658125,244.450125
227.697625,348.20585,255.320125,343.250675,326.45415,297.74185,244.487
227.712825,348.39265,255.349525,343.31525,326.604075,297.81235,244.515
227.738425,348.469425,255.5037,343.44505,326.657225,297.836,244.5367
227.778375,348.530175,255.544,343.508925,326.679375,297.955975,244.606125
227.78765,348.57275,255.551625,343.612325,326.796725,298.052825,244.6283
227.8413,348.86465,255.565875,343.742675,326.961925,298.104675,244.67165
227.8682,348.9521,255.5838,343.805375,326.989,298.2843,244.7009
227.88595,349.1178,255.638775,343.907675,327.196825,298.325475,244.728625
227.902275,349.1415,255.684075,343.959325,327.5044,298.403025,244.756375
227.93495,349.2058,255.72305,344.13855,327.5647,298.51885,244.7752
227.951725,349.467875,255.807125,344.180675,327.6902,298.635575,244.801775
227.96455,349.703325,255.86535,344.35465,327.935625,298.67385,244.83315
228.02485,349.76905,255.93355,344.42105,328.02175,298.725775,244.87365
228.0409,349.9551,255.983925,344.4839,328.074225,298.8538,244.929925
228.06035,350.001325,256.037375,344.5646,328.31135,298.96005,244.968625
228.07435,350.0504,256.100725,344.68645,328.366375,299.008175,244.99815
228.113725,350.075575,256.1163,344.744875,329.0075,299.063075,245.032925
228.13215,350.168075,256.121575,344.798275,329.042475,299.223675,245.0557
228.15185,350.286325,256.15855,344.921725,329.3329,299.2805,245.079725
228.18815,350.4117,256.216075,344.92285,329.391875,299.341775,245.10265
228.204225,350.553425,256.301325,344.998525,329.584725,299.4483,245.1258
228.227225,350.615025,256.385325,345.192725,329.60485,299.4987,245.1541
228.2453,350.667125,256.4332,345.237675,329.683275,299.583375,245.178025
228.255575,350.974325,256.4748,345.240575,330.0003,299.737275,245.18655
228.282175,351.0237,256.578825,345.2984,330.0289,299.8375,245.21365
228.296675,351.128675,256.6449,345.498425,330.05465,299.8891,245.2512
228.324575,351.194275,256.665525,345.5778,330.184825,299.932875,245.2827
228.350075,351.242475,256.677975,345.745975,330.35355,300.0501,245.315125
228.3874,351.40655,256.7058,345.789775,330.4582,300.11185,245.33405
228.394825,351.464875,256.737275,345.815325,330.5044,300.155875,245.39045
228.4082,351.488225,256.79345,345.882025,330.519125,300.189125,245.43155
228.4236,351.52275,256.89465,346.057625,330.749325,300.228775,245.455925
228.436225,351.561525,256.9639,346.15575,330.8002,300.27385,245.48095
228.44005,351.62015,257.0008,346.24185,330.8418,300.390475,245.50065
228.459875,351.67875,257.09825,346.29095,330.9911,300.425725,245.525225
228.4754,351.772375,257.138325,346.296175,331.08665,300.474775,245.55715
228.49345,351.8429,257.185025,346.3707,331.274425,300.536425,245.58525
228.5239,352.025525,257.265625,346.414525,331.29175,300.63115,245.642975
228.5581,352.0639,257.3427,346.4677,331.489775,300.717475,245.6666
228.5725,352.12955,257.376975,346.64105,331.567,301.10255,245.690125
228.585725,352.172,257.65635,346.696075,331.58765,301.177725,245.73725
228.607025,352.20675,257.673875,346.75885,331.8627,301.21855,245.834425
228.63665,352.241425,257.71225,346.825825,331.88855,301.3022,245.871275
228.656925,352.296775,257.75655,346.894,331.90485,301.335,245.8976
228.673425,352.34965,257.81325,346.949625,332.26025,301.417525,245.925175
228.6861,352.393325,257.8983,347.0136,332.395075,301.540775,245.948125
228.71665,352.485025,257.968225,347.0981,332.5194,301.601225,245.97825
228.7316,352.520975,257.989575,347.165675,332.54105,301.6417,245.9897
228.746575,352.561525,258.081225,347.31195,332.6027,301.68515,246.01705
228.764975,352.5853,258.095525,347.436675,332.64805,301.8483,246.038375
228.769425,352.650675,258.135275,347.5639,332.845125,301.897575,246.06095
228.77935,352.697475,258.1701,347.672375,333.04185,301.9988,246.0845
228.79335,352.738025,258.207125,347.712825,333.1239,302.04985,246.14255
228.806375,352.783725,258.23995,347.776525,333.157275,302.133925,246.196875
228.81655,352.985075,258.266975,347.88325,333.352075,302.173325,246.2231
228.843325,353.024175,258.28255,347.996025,333.35555,302.24365,246.259525
228.873875,353.068275,258.333075,348.103225,333.3871,302.28185,246.31675
228.946525,353.2242,258.437325,348.16135,333.685625,302.39605,246.348025
228.961675,353.253225,258.4717,348.209,333.700875,302.46495,246.383875
228.979675,353.389325,258.519125,348.3668,333.7204,302.5554,246.429575
229.001675,353.4643,258.553775,348.435725,333.749625,302.7273,246.456125
229.04335,353.58415,258.597,348.46445,334.05315,302.76975,246.481125
229.04995,353.74195,258.7037,348.53995,334.271625,302.8023,246.5317
229.072375,353.760325,258.774675,348.789125,334.2728,302.846375,246.5504
229.0952,353.79915,258.793975,348.898425,334.315225,303.0302,246.57695
229.116,353.840775,258.863925,349.048625,334.356025,303.111875,246.5988
229.1274,353.885075,259.006575,349.1361,334.3896,303.1636,246.622975
229.132425,353.9334,259.111175,349.166325,334.64755,303.194475,246.651725
229.139075,354.069175,259.2142,349.286825,334.95455,303.23395,246.6897
229.1537,354.154825,259.29605,349.441575,335.09495,303.286875,246.7187
229.17105,354.217225,259.341975,349.52035,335.1075,303.393675,246.777625
229.181675,354.277325,259.388775,349.6158,335.511225,303.470175,246.837975
229.212775,354.355775,259.53315,349.683225,335.558075,303.5476,246.87105
229.226675,354.37655,259.5638,349.7798,335.698975,303.605475,246.950275
229.243625,354.5022,259.62605,349.936125,335.989925,303.64705,246.9941
229.268,354.6183,259.637075,349.9516,336.155275,303.693275,247.02365
229.284225,354.65765,259.672675,350.17285,336.80035,303.848425,247.05425
229.3016,354.817025,259.720475,350.26525,336.882975,303.957,247.077375
229.38015,354.87235,259.79035,350.341225,337.791675,303.99175,247.09895
229.4144,354.933725,259.8085,350.406475,338.443375,304.237775,247.1433
229.47185,355.03655,259.838025,350.58465,338.4601,304.3449,247.199225
229.481875,355.1229,259.8806,350.88795,338.917525,304.43495,247.22565
229.494075,355.147475,259.930275,350.95375,339.147925,304.528425,247.28835
229.50845,355.478375,259.991125,351.0618,339.2325,304.5622,247.311525
229.52875,355.54555,260.0391,351.12765,339.32605,304.5994,247.346475
229.539375,355.6401,260.0575,351.205275,339.419575,304.84145,247.374375
229.55705,355.80085,260.090325,351.242925,339.461525,304.8985,247.400975
229.576475,355.8456,260.10845,351.3225,339.487125,304.9887,247.436575
229.585125,355.899175,260.12845,351.499625,339.54085,305.077975,247.469275
229.6017,355.9828,260.17195,351.55945,339.71525,305.119675,247.492975
229.615,356.0785,260.258825,351.5659,339.7362,305.175175,247.525375
229.632275,356.129375,260.29315,351.6343,339.81085,305.21385,247.546025
229.6518,356.154425,260.33095,351.701575,339.908975,305.256125,247.5946
229.672525,356.295175,260.428425,351.785175,339.9748,305.29265,247.624725
229.6911,356.38015,260.4535,352.080775,340.0173,305.4237,247.64935
229.70475,356.385775,260.498775,352.159575,340.208925,305.474175,247.67445
229.724,356.4182,260.519675,352.246075,340.25245,305.511775,247.695525
229.739625,356.518775,260.56775,352.306375,340.272625,305.5911,247.71875
229.77925,356.59205,260.64335,352.353125,340.315075,305.64135,247.74675
229.79685,356.6694,260.6723,352.433575,340.519225,305.685325,247.7791
229.81845,356.726675,260.714425,352.53005,340.5349,305.874725,247.8124
229.832825,357.053425,260.725375,352.670875,340.553125,305.92575,247.846725
229.843475,357.141975,260.78455,352.79375,340.569925,305.981,247.9152
229.860075,357.2058,260.807975,352.99785,340.606975,306.01405,247.944975
229.894775,357.2543,260.946925,353.13345,340.762,306.0673,248.007675
229.90955,357.33365,260.950475,353.232775,340.769375,306.1877,248.038475
229.94525,357.505425,260.97105,353.30865,340.976525,306.238075,248.06645
229.96015,357.58375,261.0755,353.362625,341.0111,306.28995,248.090125
