SPK_SPKC07b,SPK_SPKC08a,SPK_SPKC09a,SPK_SPKC09b
164.460525,124.55025,183.140675,261.7866
164.5324,126.106375,183.240175,261.956925
164.655075,126.262075,183.364125,262.005075
164.8682,126.358025,183.488075,262.117675
164.92105,127.05825,183.6003,262.1865
165.068325,127.4181,183.6597,262.321825
165.118575,127.4813,183.828025,262.41095
165.1481,127.5126,184.109325,262.4629
165.179575,127.660375,184.2452,262.5857
165.215075,127.8344,184.42875,262.701525
165.282525,127.975225,184.6083,262.7704
165.685775,128.13265,185.27015,262.87165
165.90385,128.22405,185.304575,262.9532
166.10375,128.535575,185.39895,263.30005
166.159875,128.630025,185.52325,263.33175
166.281325,128.7411,185.57135,263.39845
166.3101,128.8948,185.657125,263.73315
166.3851,128.9904,185.782675,263.8457
166.5186,129.028375,185.860525,264.0877
166.68965,129.03105,186.0436,264.139325
166.778825,129.09745,186.1585,264.2568
166.826725,129.171075,186.260225,264.357225
166.871575,129.28335,186.432125,264.36295
166.98745,129.364475,186.56365,264.586375
167.041325,129.520975,186.622175,264.636475
167.084925,129.663825,186.705725,264.6946
167.20485,129.742225,186.7897,264.855675
167.264875,129.838825,186.84535,265.08525
167.33285,130.1718,186.90865,265.44395
167.47395,130.258125,186.936525,265.5917
167.532275,130.354,186.998825,265.917575
167.55655,130.4617,187.030325,266.3153
167.6115,130.578525,187.099225,266.477575
167.71915,130.65825,187.13945,266.551425
167.8216,130.9433,187.2286,266.638175
168.048675,131.3554,187.278675,266.778975
168.077,131.452325,187.38195,266.986225
168.3482,131.561425,187.819975,267.379525
168.403325,131.6237,187.91095,267.546725
168.446225,131.6825,188.162,267.863475
168.47995,131.76215,188.2936,267.963475
168.6234,131.839825,188.41365,268.0352
168.6468,131.950375,188.5036,268.164325
168.6989,132.00425,188.60305,268.403925
168.776675,132.055425,188.819625,268.451475
168.886875,132.1017,188.94075,268.5779
169.02415,132.191275,189.1148,268.646275
169.06715,132.2787,189.152075,269.06285
169.147925,132.299575,189.2584,269.1722
169.173325,132.3524,189.390925,269.2102
169.24175,132.485775,189.45495,269.32345
169.409675,132.569375,189.5805,270.127825
169.554525,132.626875,189.655675,270.4345
169.742275,132.7261,189.698575,270.5328
169.811675,132.7998,190.01145,270.788575
169.83825,132.8735,190.295725,270.878825
169.8689,132.9623,190.76725,271.11245
169.920175,133.036875,190.975725,271.518725
170.01205,133.14025,191.088375,271.694825
170.06015,133.7558,191.197075,271.8316
170.1035,133.891775,191.378875,272.007075
170.172575,134.2302,191.535075,272.057375
170.3346,134.28495,191.784625,272.20855
170.3761,134.347775,191.908,272.265125
170.405475,134.409525,191.977825,272.34015
170.5488,134.465425,192.09185,272.476875
170.6571,134.565625,192.16815,272.62635
170.699825,134.68485,192.24425,272.746525
170.72345,134.73445,192.49775,273.49905
170.964225,134.8017,192.7181,273.648475
171.022575,134.843125,192.82965,273.742125
171.20475,134.9392,192.9509,273.79515
171.27405,134.998275,193.030825,274.0209
171.3949,135.09545,193.347725,274.1914
171.441175,135.380025,193.727175,274.35245
171.462575,135.51605,193.91095,274.825425
171.602375,135.603225,194.0366,274.8658
171.86265,135.695325,194.101325,275.324575
171.9926,135.7735,194.143675,275.4047
172.255675,135.915175,194.19435,275.60235
172.304775,136.118925,194.23105,275.74955
172.306225,136.205075,194.2891,276.08865
172.366325,136.2754,194.3641,276.18005
172.42425,136.3278,194.435875,276.30805
172.470925,136.50825,194.47285,276.5233
172.605225,136.572675,194.703975,277.45495
172.65205,136.725825,194.76265,277.457375
172.747725,136.750625,194.85275,277.48005
172.828175,136.769425,194.93295,277.49975
172.97675,136.78775,195.043975,277.571075
173.01545,136.8132,195.168875,277.6532
173.044,136.94625,195.3218,278.16585
173.108475,136.9808,195.388625,278.271625
173.23235,137.041225,195.5226,278.7269
173.2597,137.086225,195.71835,278.880625
173.717,137.1282,195.847275,279.000275
173.765175,137.199075,196.16615,280.263
173.959725,137.266775,196.2621,280.298125
174.01745,137.333175,196.38525,280.314875
174.16615,137.42645,196.596075,280.326525
174.220575,137.439125,196.653375,280.365925
174.268175,137.48175,196.871075,280.627875
174.293425,137.53525,197.010425,280.67845
174.3977,137.6312,197.15255,281.51905
174.447625,137.685475,197.22745,283.12715
174.50715,137.7442,197.296,283.17325
174.6292,137.784675,197.57715,283.18245
174.68125,137.836325,197.70395,283.231825
174.961125,138.026,197.7952,283.248175
175.07485,138.06935,197.8639,283.287025
175.136275,138.14995,197.9677,283.659525
175.1636,138.224125,198.096225,283.705075
175.271625,138.263325,198.1631,283.788125
175.324325,138.3312,198.23575,283.910975
175.3456,138.476425,198.399925,283.962675
175.5345,138.6161,198.4804,284.176825
175.555525,138.73405,198.886425,284.762875
175.627375,138.773375,199.03945,284.862475
175.6482,138.842675,199.12345,285.238725
175.68275,138.926075,199.2717,285.36065
175.819575,138.979275,199.37235,285.685825
175.843125,139.03065,199.417975,285.7034
175.975425,139.11275,199.55985,285.7243
175.990825,139.173775,199.631425,285.783625
176.1308,139.26875,199.7605,286.1299
176.216175,139.3305,200.086375,286.409425
176.3352,139.431125,200.3577,286.66135
176.41675,139.5394,200.52925,287.3177
176.500575,139.713875,200.650975,287.608
176.534875,139.796125,200.8929,288.023825
176.58845,139.91685,201.23545,288.13725
176.61455,139.9875,201.4439,288.327125
176.656275,140.0731,201.519925,288.517175
176.735525,140.13155,201.61625,288.69525
176.756825,140.23215,201.671375,289.048975
176.99335,140.302125,201.710725,289.107775
177.058375,140.40355,201.749875,289.40055
177.1267,140.477825,201.787675,289.4845
177.241775,140.714775,201.83935,289.555275
177.308525,140.760575,202.03405,289.6513
177.415975,140.93895,202.157,289.714925
177.44495,141.04435,202.4406,289.90115
177.5511,141.154675,202.69275,290.058575
177.708475,141.2692,203.0904,290.31795
177.75335,141.382725,203.287625,290.4249
177.9755,141.6149,203.362175,290.452575
178.0608,141.843125,203.5503,290.637175
178.202,141.994925,203.8377,290.679925
178.247625,142.12505,203.926625,290.718625
178.3601,142.2805,203.974225,290.82805
178.474475,142.378825,204.056875,290.97645
178.546425,142.431225,204.942775,291.002425
178.698425,142.48275,205.025775,291.053125
178.81225,142.563525,205.513475,291.906375
178.8333,142.68885,205.7686,291.9875
179.009275,142.765325,205.81545,292.25725
179.2252,142.8102,205.941975,292.451
179.250975,142.87645,205.9869,292.5238
179.282725,142.94145,206.06315,292.55265
179.32765,142.969425,206.165925,292.60545
179.361575,142.990925,206.51755,292.73655
179.42665,143.035775,207.082575,293.15895
179.539975,143.1496,207.18935,293.2106
179.6089,143.186525,207.2315,293.326425
179.707825,143.23095,207.348325,293.36875
179.83185,143.287575,207.47505,293.41075
179.917925,143.352725,207.676825,293.420475
179.971275,143.476625,207.785825,293.469575
180.20185,143.5111,207.85005,293.895075
180.28125,143.5668,208.17845,293.936025
180.366325,143.66445,208.36255,294.651225
180.446725,143.761375,209.790275,294.7416
180.599875,143.8178,209.988825,294.898775
180.631225,143.90575,210.10225,294.9556
180.7098,144.237275,210.631725,295.0584
180.81335,144.43645,210.845925,295.167875
180.854975,144.496775,210.996575,295.260875
180.985575,144.531375,211.13005,295.37615
181.013025,144.595425,212.2181,296.001525
181.061775,144.695975,212.336,297.13675
181.094925,144.78275,212.451975,297.300575
181.3434,144.84275,212.53925,297.3727
181.422075,144.92965,212.68795,297.443725
181.617025,145.075475,212.73625,297.655375
181.701475,145.224775,212.839675,297.761175
181.8105,145.44685,212.96715,297.896525
181.896375,145.71515,213.211775,297.974125
181.930125,145.726075,213.34505,298.032175
182.16005,145.862025,213.95385,298.186325
182.209975,146.001025,214.0717,298.19365
182.29915,146.17905,214.411175,298.251425
182.472625,146.27465,214.81235,298.467925
182.533175,146.34265,214.9568,298.54195
182.585775,146.40625,215.25925,299.0174
182.643825,146.4644,215.335175,299.325725
182.674825,146.560875,215.425,299.405825
182.773175,146.608775,215.65765,299.570275
182.840625,146.72065,215.881275,299.846825
182.8788,146.791975,216.488625,300.09065
182.976525,146.911275,217.246125,300.212775
183.129975,147.007275,217.38225,300.55405
183.20025,147.132225,217.47665,300.632775
183.2576,147.309525,217.609125,300.6822
183.2726,147.380375,217.78525,301.0469
183.309425,147.474125,217.881575,301.110075
183.45885,147.68315,217.960475,301.20595
183.648125,147.8084,218.0353,301.288675
183.67685,147.9908,218.137325,301.43395
183.78505,148.06875,218.297375,302.030775
183.888275,148.169675,218.4741,302.08325
184.156,148.2202,218.9341,302.33195
184.241025,148.28085,219.1555,302.550725
184.276125,148.330225,219.414675,302.6119
184.313,148.37775,219.529425,302.727925
184.363975,148.441525,219.780825,302.947725
184.501475,148.491875,220.1763,303.239575
184.707,148.58255,220.372975,303.398825
184.77935,148.62095,220.42895,303.453175
184.91295,148.719675,220.47035,303.55995
184.984025,148.738925,220.543675,303.688825
185.056225,148.825475,220.58805,303.72255
185.12475,148.873,220.689125,303.761075
185.17055,148.947,220.88855,303.841025
185.211625,148.98405,221.066875,303.87805
185.280425,149.055525,221.214975,303.965375
185.3024,149.0782,221.348825,304.090675
185.32295,149.09985,221.435775,304.297725
185.3606,149.18085,221.4787,304.44705
185.498325,149.398225,221.59765,304.62825
185.623925,149.413575,221.70995,304.916675
185.676,149.495275,221.8307,305.144275
185.81335,149.5501,221.965425,305.19155
185.86285,149.5661,222.06945,305.48345
185.9057,149.624875,222.15665,305.528125
185.966775,149.639275,222.2679,305.56235
186.01355,149.7738,222.43915,305.603775
186.205425,149.89225,222.542675,305.686025
186.3238,150.035775,222.639,305.940275
186.358675,150.184,222.952475,306.50655
186.39605,150.3016,223.13145,306.5592
186.44775,150.3584,223.239375,306.58425
186.479125,150.431775,223.2833,306.62615
186.53465,151.212375,223.385425,306.656775
186.633075,151.2725,223.444725,306.6755
186.667875,151.33595,223.519625,307.287575
186.707725,151.451975,223.5907,307.342875
186.76945,151.592725,223.80825,307.632925
186.993225,151.66315,223.9087,307.834525
187.0903,151.716375,224.059675,307.857325
187.198375,151.753075,224.2387,307.922625
187.291125,151.805225,224.372575,307.981275
187.328275,151.8528,224.438825,308.072975
187.48485,151.928225,224.502025,308.3213
187.55175,151.962025,224.56405,308.668725
187.66165,152.05255,224.647475,308.814575
187.690075,152.145625,224.69125,309.3996
187.737525,152.21835,224.750225,309.543
187.770425,152.382925,224.811275,309.966775
187.887675,152.451075,224.853625,310.1487
187.995475,152.4996,224.91825,310.243575
188.03925,152.557675,225.119475,310.4224
188.06,152.6077,225.204575,310.519925
188.134925,152.732825,225.355675,310.6598
188.192625,152.83085,225.537575,310.77025
188.291475,152.953875,225.617075,310.883975
188.354075,153.04065,225.701475,311.225275
188.38075,153.184775,225.7975,311.37445
188.41025,153.40555,225.883275,311.6079
188.522675,153.526775,226.02595,311.9186
188.6971,153.683925,226.13645,312.40725
188.7232,154.044425,226.40675,312.628825
188.772875,154.33735,227.051175,312.78085
188.836675,154.5015,227.665375,313.131075
188.9764,154.622775,227.9706,313.217875
189.0023,154.859375,228.082425,313.252525
189.034225,155.090625,228.21255,313.2684
189.056575,155.13525,228.338475,313.42025
189.127825,155.235875,228.421625,313.53885
189.272625,155.331975,228.77745,313.687325
189.46325,155.57965,228.99925,313.85175
189.489925,155.7216,229.068625,313.997025
189.554075,155.7943,229.14135,314.0652
189.6192,155.819975,229.270775,314.1572
189.6531,155.928875,229.346,314.2357
189.782525,156.069725,229.39835,314.2597
189.8308,156.1888,229.434625,314.29115
189.86735,156.26895,229.489175,314.36825
189.913175,156.5626,229.53815,314.45335
189.992075,156.902775,229.5823,314.755925
190.03545,157.0416,229.64895,314.876
190.16315,157.18055,229.822375,315.103925
190.275025,157.327675,230.913925,315.2255
190.38395,157.43825,231.04715,315.322025
190.469725,157.499625,231.516875,315.93815
190.50605,157.612825,232.0599,316.029175
190.67535,157.746025,232.222375,316.074725
190.7864,157.8926,232.282275,316.4419
190.84585,158.130475,233.230625,316.502775
190.89535,158.237975,233.49085,316.91925
190.951225,158.5276,233.551825,317.035175
191.005475,158.668825,233.595,317.064575
191.10485,158.7688,233.633275,317.85285
191.15095,158.864,233.6801,317.967325
191.1952,158.959375,233.7275,318.05795
191.256825,159.091625,233.8693,318.29505
191.302575,159.166975,233.91155,318.346225
191.3803,159.305625,233.9715,318.579975
191.53985,159.51845,234.004875,318.59945
191.571675,159.769575,234.050425,318.74085
191.633625,159.8273,234.11795,318.749025
191.668675,159.9463,234.176525,318.77615
191.716825,160.019725,234.221925,318.9311
191.7925,160.15185,234.25575,318.992925
191.906,160.306225,234.291325,319.2135
191.944475,160.377325,234.36945,319.396825
191.9978,160.719625,234.43395,319.448675
192.035025,160.783475,234.4667,319.824
192.0649,160.8445,234.531725,320.048025
192.327925,161.05955,234.59815,320.415375
192.369125,161.14355,235.244525,320.460375
192.415175,161.249175,235.41465,320.52555
192.46655,161.3285,235.5514,320.558025
192.521175,161.428225,235.990425,320.576775
192.6377,161.53985,236.543325,320.716775
192.667125,161.639575,236.9392,320.971475
192.7695,161.753425,237.067775,321.1657
192.810275,161.8755,237.1067,321.46445
192.8953,161.951475,237.225775,322.26985
193.0079,162.047925,237.265575,322.6181
193.056825,162.125375,237.359275,322.677325
193.19815,162.204875,237.447975,322.760125
193.2673,162.27305,237.535675,322.87435
193.333975,162.392625,237.620575,322.92375
193.387025,162.634,237.710825,323.947075
193.4239,162.8327,237.904125,324.38565
193.689175,162.954275,237.95945,324.509125
193.797125,163.04455,238.49635,324.756075
193.84735,163.0942,238.6864,324.8372
193.963975,163.344975,238.8543,324.949875
194.036525,163.4274,238.939875,324.9633
194.076125,163.556825,239.01465,325.052225
194.103275,163.65285,239.067575,325.09225
194.269025,163.87375,239.362325,325.162575
194.338925,164.039,239.9458,325.235475
194.36035,164.0997,240.00485,325.387325
194.45205,164.134775,240.072425,325.4677
194.46555,164.289875,240.124775,325.517925
194.4757,164.388125,240.190525,325.688825
194.5105,164.419625,240.232075,325.916075
194.534975,164.6672,240.31575,327.673725
194.570075,164.73085,240.363025,327.828725
194.596125,164.772875,240.401225,327.894025
194.62265,164.874125,240.443375,327.907775
194.646925,164.936775,240.513975,327.929075
194.742825,164.99725,240.5412,327.961125
194.802825,165.0579,240.638975,327.989
194.867375,165.132975,240.779075,328.0346
194.975275,165.22075,240.825,328.274225
195.2259,165.338,240.871775,328.3974
195.285875,165.404125,240.92485,328.526175
195.4002,165.480325,241.02545,328.574525
195.4844,165.583775,241.1647,329.189125
195.72915,165.6491,241.2788,329.47965
195.7597,165.723175,241.344,329.756575
195.8522,165.827925,241.41435,329.829425
195.929575,165.908575,241.448575,329.92735
196.001075,165.9885,241.522275,330.137325
196.027425,166.037975,241.6751,330.241975
196.09615,166.169575,241.7128,330.560275
196.186375,166.2687,241.777975,331.026425
196.201975,166.397325,242.116575,331.1428
196.501275,166.63475,242.2373,331.8452
196.545075,166.7054,242.331475,331.88235
196.591425,166.75075,242.37085,331.90865
196.657525,166.81165,242.4546,331.953425
196.70545,166.869375,243.04445,331.9668
196.7072,166.92465,243.37975,332.009
196.8025,167.0073,243.5032,332.045375
196.930125,167.056775,243.621,332.18885
196.955275,167.1337,243.70135,333.396425
197.00085,167.1772,243.866375,333.63415
197.18065,167.2319,243.956875,333.67485
197.25095,167.285775,244.10905,333.692125
197.27175,167.460675,244.163925,333.75015
197.3197,167.512425,244.2062,333.954875
197.36615,167.5738,244.24515,334.221575
197.40845,167.6182,244.322875,334.510125
197.482375,167.64955,244.373275,334.5257
197.5477,167.802425,244.47015,334.594175
197.581625,167.862575,244.545475,335.05885
197.631475,167.912875,244.6156,335.174575
197.745725,167.976825,244.66015,335.1952
197.8785,168.0263,244.767975,335.384775
197.93305,168.218025,245.1014,335.689775
197.976975,168.413825,245.336025,335.79835
198.01865,168.553825,245.417725,336.00115
198.2066,168.69245,245.472175,336.379475
198.6009,168.83515,245.5421,336.479575
198.65645,168.923975,245.674725,336.49955
198.7811,169.081475,245.765025,336.632875
198.841875,169.20525,245.893125,336.684225
198.9893,169.386175,245.932575,336.729725
199.034825,169.5096,245.988775,336.87445
199.081625,169.5579,246.0685,337.19715
199.1064,169.620875,246.112,337.3133
199.145275,169.74085,246.265275,337.822525
199.1738,169.8143,246.42285,337.8311
199.247975,169.879275,246.47875,337.916075
199.30345,170.001925,246.616575,338.00425
199.327225,170.130275,246.7307,338.096575
199.3996,170.17595,246.792575,338.12035
199.5466,170.23395,246.905825,338.1966
199.5934,170.324725,247.101825,338.223775
199.6441,170.372675,247.141625,338.294375
199.693275,170.522,247.21535,338.432925
199.810125,170.6807,247.281875,338.5047
199.86975,170.72865,247.3189,338.5572
199.920175,171.01895,247.393825,338.75955
200.0209,171.074925,247.463025,339.109925
200.06555,171.153975,247.526725,339.1929
200.1305,171.21065,247.5924,339.29145
200.210525,171.407175,247.805925,339.329575
200.296325,171.521825,248.0273,339.358825
200.33535,171.60125,248.426025,339.392575
200.363925,171.683075,248.592275,339.468225
200.38685,171.807875,248.698175,339.831475
200.44285,171.8873,248.7904,339.893725
200.474625,171.9606,248.836,340.172425
200.532975,172.001025,249.016325,340.220775
200.63465,172.070925,249.10115,340.292225
200.68395,172.23805,249.260575,340.4714
200.747125,172.28895,249.334625,340.502325
200.79605,172.365375,249.4675,340.5427
200.91625,172.4142,249.603,340.65555
201.028575,172.533675,249.705275,340.8679
201.087625,172.802475,249.772825,340.990825
201.17925,172.906725,249.8718,341.16545
201.3034,173.001875,249.9864,341.204575
201.33015,173.10145,250.0875,341.732925
201.35785,173.2433,250.48945,342.006325
201.509025,173.391725,250.56165,342.1954
201.554425,173.484575,250.625525,342.3089
201.5869,173.559075,250.764825,342.4452
201.689,173.939925,250.8593,342.587025
201.858775,174.0931,250.952025,342.7992
201.962975,174.1803,251.11145,342.848325
202.062725,174.37535,251.400925,342.946575
202.1121,174.584475,251.579525,343.094125
202.2023,174.6778,251.870025,343.742425
202.3059,174.89565,251.938425,343.815675
202.354275,175.03645,252.0156,344.0878
202.4109,175.2137,252.0585,344.303
202.489975,175.3683,252.09825,344.463275
202.602975,175.428275,252.145475,344.47875
202.66705,175.466475,252.195325,344.49835
202.715225,175.51315,252.2553,344.6492
202.759625,175.60175,252.3033,344.76775
202.836225,175.6576,252.354425,344.934175
202.92615,175.7187,252.440075,345.3472
202.96775,175.782575,252.4815,345.8472
203.024775,175.812025,252.623375,346.085525
203.074325,175.828075,252.674075,346.285625
203.126025,175.8688,252.7712,346.565925
203.197225,175.902575,252.936925,346.889975
203.316075,175.9645,253.046975,347.19195
203.36145,176.014025,253.2187,347.31325
203.4107,176.0614,253.416775,347.409475
203.4469,176.305375,253.5847,347.5901
203.53995,176.595775,253.638675,347.623125
203.608875,176.8419,253.803825,347.6565
203.71475,176.922675,254.00735,348.315175
203.857,176.98025,254.324825,349.0337
204.2163,177.051575,254.6408,349.1264
204.329825,177.16955,254.7414,349.162825
204.3722,177.191675,254.818875,349.246
204.410925,177.244125,255.01005,349.449675
204.518775,177.300175,255.066225,349.75075
204.645325,177.36185,255.143,349.89005
204.782775,177.47855,255.2203,350.398675
204.832025,177.687775,255.3597,350.5496
204.837975,177.944325,255.41325,350.779775
204.885675,178.04365,255.541175,350.9737
205.01105,178.215675,255.66325,353.6599
205.044725,178.47985,255.810875,353.767775
205.167075,178.673325,255.9715,353.80395
205.216325,178.797675,256.0777,353.836875
205.256125,178.924475,256.213725,353.85385
205.3351,178.95775,256.30755,353.94765
205.425175,179.164625,256.393375,353.997625
205.4737,179.320075,256.56145,354.073675
205.53185,179.4466,256.7951,354.414425
205.576775,179.55605,257.0138,354.4429
205.6895,179.659275,257.1356,354.7395
205.74935,179.753875,257.24465,354.825375
205.81225,179.841625,257.334625,355.074525
205.853775,179.94565,257.409075,355.1559
205.881775,180.1726,257.540775,355.2957
205.90375,180.258275,257.821875,355.39035
205.9099,180.56605,258.21835,355.620775
205.94195,180.623,258.34,356.091025
205.96755,180.711475,258.585525,356.243575
206.009425,180.802525,258.759125,356.3969
206.04035,180.848775,258.898125,356.513575
206.079825,181.055775,258.9905,356.553925
206.254725,181.2467,259.191225,357.4078
206.289325,181.35575,259.259675,357.638175
206.34945,181.463225,259.348125,357.840275
206.49675,181.561375,259.46445,358.0048
206.526,181.732675,259.5647,358.17485
206.5848,181.806425,259.638425,359.046725
206.681725,181.853975,259.71645,359.2859
206.75195,181.898875,259.8849,359.3779
206.904175,181.97095,260.0588,359.381975
206.962525,182.199375,260.1573,359.5479
207.012425,182.32655,260.23555,359.744225
207.0446,182.470325,260.2755,359.7913
207.09775,182.784075,260.395175,359.8156
207.1777,183.2244,260.587475,360.05335
207.324875,183.31105,260.6472,360.1298
207.40255,183.4467,260.767125,360.20785
207.447875,183.565,260.879975,360.391525
207.5121,183.916525,261.002375,360.454875
207.55555,184.0257,261.088275,360.89575
207.7379,184.1389,261.145125,361.0415
207.78955,184.29025,261.22715,361.0778
207.860025,184.3869,261.26735,361.3132
207.9284,184.46865,261.3092,361.503325
207.991525,184.652575,261.429825,361.513
208.171075,185.17175,261.523225,361.950625
208.22235,185.33895,261.7424,361.974525
208.38405,185.384375,261.835475,362.27305
208.46675,185.4359,261.9946,362.3145
208.563025,185.621925,262.1412,363.4691
208.6128,185.7238,262.641075,364.237575
208.686925,185.885775,262.7049,364.867525
208.758475,185.9403,262.802575,364.96295
208.839975,186.070175,262.8437,365.016525
208.9004,186.260275,262.87015,365.03735
209.0085,186.309925,262.929425,365.137475
209.116725,186.494275,262.956375,365.39755
209.192075,186.551,262.98995,365.431625
209.231,186.757575,263.025675,365.78115
209.31965,186.78,263.056275,365.888675
209.377,186.869425,263.09725,365.9042
209.4069,186.957875,263.123725,365.9574
209.504475,187.03265,263.173925,366.0629
209.611075,187.100875,263.19955,366.0962
209.65515,187.223325,263.243825,366.175525
209.693975,187.3519,263.2826,366.2159
209.72715,187.377175,263.3203,366.384175
209.796325,187.459675,263.34525,366.471525
209.850225,187.64765,263.38725,366.494275
209.908375,187.84945,263.41255,366.552475
209.9878,187.937925,263.464125,366.691975
210.07315,188.043,263.49985,367.5597
210.106225,188.11875,263.5401,367.616525
210.139625,188.1615,263.597725,367.998
210.2503,188.25435,263.657875,368.034
210.32735,188.374525,263.71745,368.0528
210.3639,188.6064,263.866725,368.19955
210.42835,188.92005,264.0604,368.277125
210.46525,189.073825,264.189425,368.310375
210.5348,189.192925,264.300575,368.48555
210.599425,189.22645,264.471975,368.530525
210.64155,189.26045,264.72195,368.66305
210.75085,189.30275,265.203225,369.272775
210.79535,189.479975,265.889075,369.505875
210.8459,189.578325,266.044625,369.83675
210.8938,189.76715,266.41805,369.873975
210.93595,189.889025,266.5887,369.899975
211.11125,190.050625,266.720075,370.0826
211.126575,190.240525,266.810225,370.148275
211.20255,190.277725,266.86025,370.170375
211.23565,190.3398,267.13505,370.3561
211.3662,190.413125,267.265375,370.5258
211.40115,190.5411,267.4258,370.62455
211.523,190.65945,267.51665,370.656025
211.581475,190.722625,268.5141,370.7185
211.625875,191.094175,269.35215,370.7868
211.7072,191.298525,269.35335,370.8577
211.77785,191.43,269.46185,371.035675
211.84235,191.482725,269.512975,371.60085
211.869475,191.651625,269.604875,371.7006
211.94945,191.744825,269.647425,371.7977
211.98135,191.968325,269.74915,372.041475
212.074525,192.04555,269.9008,372.4446
212.143725,192.0992,270.0429,372.56605
212.2083,192.26995,270.10115,372.6529
212.28115,192.476675,270.27085,372.91955
212.327125,192.6019,270.34115,372.97985
212.402875,192.6896,270.3953,373.596975
212.5392,192.794175,270.447025,373.752675
212.618,192.957625,270.501425,373.922025
212.691775,193.0109,270.535125,374.0218
212.72635,193.24445,270.7087,374.16185
212.8348,193.35995,270.870625,374.39465
212.869975,193.62375,270.8957,374.5007
212.911975,193.7086,270.9932,374.558175
212.965475,193.782925,271.081525,374.613825
213.03575,193.8499,271.220175,374.64605
213.202175,193.922975,271.4869,374.673875
213.229225,194.131475,271.656325,374.765475
213.2702,194.24615,271.70955,375.044175
213.364775,194.27525,271.9522,375.148375
213.4542,194.332975,272.393025,375.31255
213.49065,194.361425,272.61395,376.040025
213.579925,194.3747,272.66145,376.067725
213.625725,194.422375,272.816275,376.1932
213.668725,194.465575,272.8737,376.2287
213.714425,194.526675,272.975075,376.312975
213.793875,194.5934,273.535475,376.3354
213.8782,194.64545,273.63145,376.372375
213.957275,194.771125,273.6595,376.407475
214.097225,194.807475,273.7188,376.442625
214.224275,194.86185,273.7635,376.55315
214.31455,195.0286,273.81565,376.731275
214.413925,195.1544,273.914275,377.277975
214.558,195.2154,273.953875,377.54325
214.58555,195.302375,274.082025,377.938925
214.727725,195.37905,274.1409,378.017975
214.791925,195.519575,274.233025,378.27215
214.9042,195.717675,274.27935,378.556475
214.9743,195.956125,274.363075,378.62285
215.04585,196.015025,274.46655,378.700175
215.086075,196.13035,274.5305,378.7301
215.3172,196.245225,274.6526,378.766275
215.361975,196.468425,274.726175,379.0463
215.53475,196.579575,274.9705,379.2486
215.62765,196.7072,275.109675,379.525825
215.656525,196.8158,275.178975,379.973075
215.726375,196.9024,275.397,380.1215
215.799,196.9579,275.85395,380.417725
215.83175,197.008775,275.90955,380.86165
215.963275,197.05935,276.0532,381.127225
216.0077,197.140875,276.178,381.227375
216.039725,197.44435,276.31175,381.532325
216.255375,197.579425,276.582975,381.619075
216.308425,197.641175,276.8111,381.705475
216.395475,197.747575,277.427625,381.7841
216.484675,197.870125,277.478775,381.87235
216.538325,198.01395,277.564625,382.1146
216.700575,198.071875,277.60415,382.238525
216.78335,198.2013,277.642475,382.3471
216.84855,198.278575,277.68895,382.549675
216.885475,198.35995,277.718125,382.8758
216.911,198.57925,277.75975,383.05825
217.021,198.674075,277.7855,383.167675
217.103575,198.77925,277.8211,383.368175
217.130325,198.826025,277.843575,383.8999
217.266825,198.8946,277.87595,383.910625
217.297725,199.059225,277.893625,384.19045
217.32025,199.24645,277.9168,384.316475
217.3461,199.3524,277.939625,384.4004
217.383025,199.440525,277.984825,384.45385
217.422825,199.58305,278.041775,384.48185
217.5097,199.646875,278.058375,384.562975
217.5606,199.882075,278.078375,384.620375
217.709725,199.899475,278.11695,384.67835
217.7822,200.027725,278.144975,384.858475
217.849175,200.079525,278.2318,384.89625
217.886275,200.142,278.2664,384.904725
217.9467,200.352275,278.305275,384.994425
218.06255,200.389225,278.34245,385.297675
218.207575,200.750675,278.405225,385.627675
218.232375,200.901725,278.48235,385.688725
218.255575,201.252425,278.558275,385.81185
218.345475,201.3272,278.638925,385.898275
218.3767,201.373425,278.6983,386.1441
218.468325,201.4319,278.84185,386.27575
218.495075,201.65635,278.91695,386.352675
218.567075,201.69845,278.966325,386.878175
218.6133,201.777325,279.04085,386.903675
218.6511,201.85545,279.1345,386.923025
218.7528,201.944575,279.324625,386.95775
218.784875,202.02425,279.385175,386.977025
218.885725,202.094825,279.5146,387.028075
218.922875,202.32475,279.71295,387.07
219.039325,202.416425,279.8358,387.498775
219.0881,202.610375,279.996775,388.129225
219.124625,202.729875,280.080175,388.217275
219.177025,202.864525,280.120975,388.79545
219.214975,203.007775,280.17795,389.071575
219.285375,203.1366,280.2345,389.25725
219.326125,203.20865,280.296425,389.35325
219.3596,203.2722,280.3509,389.42985
219.423675,203.66195,280.431425,389.529175
219.6054,203.711125,280.58295,389.60205
219.6363,204.565925,280.640925,389.6801
219.678375,204.832025,280.786475,389.707775
219.7704,205.2434,280.8733,389.7682
219.841,205.2943,281.421625,389.826975
219.9179,205.527375,281.5512,389.87615
219.986475,205.71045,281.64765,389.93355
220.05265,205.755425,282.770975,390.520075
220.087675,205.90375,282.962725,391.02175
220.133075,205.97115,283.019725,391.08625
220.159925,206.15605,283.07785,391.272325
220.192325,206.3983,283.19815,391.515275
220.215725,206.480175,283.2791,391.758075
220.427925,206.606125,283.3205,392.0993
220.466375,206.869675,283.35215,392.212425
