SPK_SPKC11a,SPK_SPKC15a,SPK_SPKC15b
262.906075,41.1416,63.587725
263.11815,41.1729,63.607825
263.3927,41.191925,63.6929
264.140275,41.20425,63.742175
264.342975,41.238775,63.790675
264.735725,41.2518,63.85685
264.97465,41.2829,63.932775
265.324275,41.310875,64.1128
265.444,41.324025,64.19835
265.57205,41.43425,64.217325
265.750575,41.4727,64.277125
265.7962,41.49965,64.3458
265.832025,41.52325,64.4172
266.347475,41.6148,64.477675
266.387,41.63965,64.53925
266.829275,41.697575,64.594075
267.19895,41.730525,64.6732
267.46115,41.828275,64.70405
267.615925,41.893775,64.8829
267.629525,41.8958,64.916975
268.200575,41.9652,64.956175
268.222375,41.984325,65.07255
268.5059,42.064325,65.10075
268.5571,42.0731,65.171075
268.807025,42.11855,65.31775
269.01775,42.165325,65.329825
269.066475,42.179425,65.34065
269.686375,42.4053,65.384
270.091875,42.4398,65.488275
270.293475,42.452675,65.525625
270.64125,42.491075,65.572975
271.18565,42.508975,65.595
,42.589325,65.800725
,42.6294,65.816375
,42.6818,65.885175
,42.70715,65.976525
,42.744925,66.269475
,42.76005,66.294875
,42.8016,66.320025
,42.810575,66.356125
,42.820275,66.411175
,42.896825,66.457025
,42.9632,66.531925
,43.02555,66.555075
,43.061575,66.664
,43.095125,66.7279
,43.1682,66.7882
,43.25605,66.817475
,43.27925,66.8849
,43.34465,66.9554
,43.426325,67.05715
,43.45285,67.1119
,43.488475,67.20495
,43.5003,67.22965
,43.50995,67.305225
,43.51475,67.33325
,43.5175,67.3389
,43.5313,67.4209
,43.5388,67.6113
,43.603675,67.66975
,43.702275,67.6883
,43.7431,67.719725
,43.75525,67.743475
,43.7659,67.790375
,43.8235,67.833275
,43.899575,67.856875
,43.912125,67.9469
,43.947275,67.9835
,43.965775,68.004125
,44.03425,68.0164
,44.052925,68.0244
,44.122525,68.050875
,44.1709,68.1171
,44.23695,68.181775
,44.2739,68.2072
,44.28725,68.24265
,44.296525,68.3079
,44.299325,68.32385
,44.30935,68.3839
,44.332825,68.402325
,44.34715,68.431025
,44.37,68.5059
,44.402375,68.555025
,44.433,68.6018
,44.4551,68.62635
,44.5055,68.6481
,44.52695,68.708975
,44.5504,68.8111
,44.618225,68.841425
,44.653725,68.930625
,44.66315,69.121375
,44.678175,69.24025
,44.7083,69.321
,44.75295,69.418875
,44.7771,69.4387
,44.967775,69.6499
,44.996875,69.666475
,45.016875,69.681175
,45.0785,69.6896
,45.08395,69.70945
,45.102825,69.7335
,45.15,69.757775
,45.15765,69.775575
,45.1703,69.803825
,45.17285,69.91145
,45.186225,69.931725
,45.2538,69.947975
,45.276125,70.002075
,45.37795,70.025075
,45.422975,70.0524
,45.4597,70.085875
,45.47105,70.125425
,45.541975,70.20775
,45.5536,70.436725
,45.57425,70.490075
,45.596725,70.50955
,45.63355,70.664825
,45.717325,70.714
,45.752,70.76395
,45.810575,70.76515
,45.87315,70.8329
,45.9432,70.873
,46.002725,70.908625
,46.11505,70.92075
,46.208825,70.959425
,46.26395,71.0002
,46.308575,71.053175
,46.342975,71.0817
,46.387925,71.120975
,46.4275,71.15745
,46.49175,71.223425
,46.53715,71.28915
,46.559175,71.33775
,46.5844,71.3783
,46.647325,71.41025
,46.67125,71.44715
,46.734725,71.696425
,46.7426,71.7203
,46.749875,71.745425
,46.7979,71.88445
,46.817125,71.99115
,46.834925,72.05605
,46.964175,72.1847
,46.969475,72.239575
,47.04225,72.286825
,47.073325,72.31795
,47.15415,72.3427
,47.195075,72.653375
,47.246125,72.963
,47.25835,72.99105
,47.273125,73.10945
,47.289025,73.306675
,47.4165,73.337425
,47.434925,73.3758
,47.451975,73.421475
,47.567175,73.4728
,47.6003,73.514925
,47.6591,73.610675
,47.693825,73.6895
,47.735375,73.771075
,47.77035,73.8574
,47.785075,73.885
,47.86785,73.942875
,47.884375,73.96285
,47.8925,73.9771
,47.92655,74.033175
,47.938025,74.066875
,47.948075,74.098725
,47.9542,74.1752
,47.9687,74.26165
,47.986675,74.32365
,48.011925,74.367475
,48.06625,74.583775
,48.0972,74.635
,48.136075,74.67825
,48.147525,74.721325
,48.157425,74.7616
,48.184925,74.797925
,48.19105,74.820075
,48.25445,74.939075
,48.304925,75.0037
,48.3748,75.084825
,48.383475,75.16425
,48.395525,75.1864
,48.552925,75.21935
,48.580025,75.26415
,48.6247,75.4594
,48.666175,75.5248
,48.684575,75.621025
,48.725375,75.638825
,48.7704,75.65675
,48.7745,75.681025
,48.794425,75.778625
,48.958425,75.967925
,48.96675,75.98145
,48.9703,76.0012
,48.993825,76.068025
,49.022025,76.135875
,49.0279,76.292075
,49.217775,76.353475
,49.257225,76.44525
,49.296075,76.473075
,49.395425,76.4997
,49.488,76.529725
,49.499275,76.55775
,49.5091,76.6318
,49.538575,76.849175
,49.560575,76.895675
,49.7941,77.137875
,49.857075,77.171525
,49.9832,77.196
,50.002,77.228075
,50.01495,77.286675
,50.041425,77.4338
,50.065425,77.45995
,50.0856,77.499225
,50.106975,77.5684
,50.110725,77.60845
,50.1245,77.62065
,50.1289,77.652
,50.139125,78.0304
,50.2425,78.06055
,50.252175,78.0844
,50.2575,78.131175
,50.262575,78.160775
,50.282575,78.24555
,50.354875,78.2833
,50.3707,78.38965
,50.401925,78.42415
,50.41455,78.575625
,50.422825,78.600825
,50.43,78.621225
,50.4434,78.668475
,50.494,78.6838
,50.538475,78.704375
,50.61765,78.748725
,50.6393,78.774375
,50.6649,78.8063
,50.6864,78.83045
,50.707575,78.894775
,50.7404,79.003075
,50.816725,79.02265
,50.824875,79.1005
,50.841425,79.236675
,50.908325,79.338325
,50.9226,79.37945
,50.929625,79.425025
,50.949325,79.4488
,50.969225,79.47525
,51.019325,79.6037
,51.04445,79.6334
,51.055925,79.858725
,51.1255,79.86095
,51.19665,79.877075
,51.22275,79.897675
,51.305975,79.927825
,51.31545,79.959125
,51.3431,79.9799
,51.36795,80.084225
,51.381125,80.1428
,51.4127,80.1636
,51.419575,80.1813
,51.4936,80.23275
,51.595225,80.323975
,51.77755,80.547425
,51.80055,80.581675
,51.869375,80.673025
,51.922375,80.682975
,52.0537,80.696025
,52.084425,80.7321
,52.14865,80.97675
,52.296075,81.055325
,52.368225,81.082025
,52.38705,81.1036
,52.3994,81.120425
,52.40745,81.14095
,52.417975,81.168125
,52.4243,81.20035
,52.468725,81.2208
,52.6575,81.272525
,52.659725,81.306925
,52.6619,81.3474
,52.695075,81.546275
,52.9527,81.594625
,52.9742,81.649025
,52.990725,81.75135
,53.0106,81.7933
,53.0713,81.881025
,53.173775,81.995475
,53.20595,82.080925
,53.234375,82.122625
,53.403475,82.318075
,53.442175,82.3414
,53.471775,82.406
,53.687075,82.457675
,53.6989,82.5132
,53.7101,82.5379
,53.71785,82.58835
,53.7197,82.6267
,53.7399,82.710575
,53.7974,82.745325
,53.9794,82.7662
,53.99765,82.7716
,54.011275,82.841325
,54.0354,83.00785
,54.04095,83.0291
,54.0722,83.108275
,54.09395,83.332375
,54.111575,83.4984
,54.1755,83.5191
,54.20225,83.5483
,54.221725,83.802225
,54.23745,83.815875
,54.248775,83.82485
,54.26915,83.838275
,54.276125,83.869875
,54.335025,83.94945
,54.362375,83.990875
,54.3759,84.156375
,54.37945,84.2831
,54.388325,84.595925
,54.41325,84.615
,54.48875,84.65485
,54.505075,84.684075
,54.537075,84.711325
,54.5605,84.784775
,54.837075,84.890625
,54.838175,84.932175
,54.84385,84.939325
,54.855525,84.95935
,54.890825,84.9959
,54.917525,85.015275
,55.012125,85.086025
,55.027725,85.137975
,55.05125,85.159075
,55.071075,85.196175
,55.0922,85.22015
,55.120475,85.26345
,55.286025,85.283775
,55.30975,85.309075
,55.366875,85.3387
,55.37085,85.383075
,55.388225,85.412875
,55.466575,85.510675
,55.474525,85.54425
,55.4885,85.57165
,55.740025,85.59595
,55.7547,85.621525
,55.767025,85.6245
,55.7752,85.641075
,55.793775,85.6962
,55.796,85.74345
,55.814675,85.7789
,55.8199,85.813225
,55.92875,85.974
,55.944925,86.10435
,56.04805,86.152075
,56.13815,86.19035
,56.313375,86.22565
,56.322575,86.259575
,56.33555,86.28115
,56.337775,86.565725
,56.439025,86.693325
,56.526575,86.7231
,56.5372,86.839375
,56.54495,86.9398
,56.570475,86.9892
,56.579175,87.0294
,56.62155,87.055
,56.724375,87.086925
,56.737175,87.154375
,56.750675,87.190575
,56.75525,87.227
,56.760025,87.250375
,56.76325,87.284825
,56.76565,87.347175
,56.78965,87.4336
,56.830825,87.51905
,56.85055,87.5975
,56.88285,87.6464
,56.927575,87.69905
,56.9466,87.73645
,56.965525,87.827225
,56.981425,87.94815
,56.98685,88.002625
,57.00165,88.048325
,57.17855,88.216075
,57.2083,88.229
,57.2677,88.264575
,57.3737,88.309075
,57.407575,88.310225
,57.425475,88.374
,57.445175,88.663875
,57.463025,88.701675
,57.46895,88.7393
,57.474625,88.82725
,57.48085,88.85595
,57.490425,88.8797
,57.51135,88.986
,57.535875,89.022675
,57.5423,89.085925
,57.619625,89.104425
,57.662875,89.132425
,57.682825,89.19895
,57.747975,89.248775
,57.831275,89.38705
,57.872525,89.43545
,57.9168,89.48555
,57.948525,89.56055
,57.970175,89.6884
,58.041625,89.706
,58.09505,89.79075
,58.096375,90.045675
,58.229175,90.07575
,58.257025,90.080175
,58.5032,90.099775
,58.529525,90.12355
,58.6648,90.154075
,58.835325,90.162175
,58.867425,90.1693
,58.986375,90.184275
,59.3354,90.217425
,59.726525,90.234025
,59.744675,90.2464
,59.757325,90.259625
,59.811375,90.32705
,59.913625,90.3377
,59.964425,90.432075
,59.979275,90.463025
,60.204975,90.585075
,60.252675,90.65215
,60.261175,90.693825
,60.26705,90.7758
,60.30805,90.79885
,60.3388,90.86775
,60.51185,90.918825
,60.5239,90.9415
,60.551325,90.970275
,60.6246,91.0103
,60.89035,91.07805
,60.919325,91.1184
,61.011875,91.176725
,61.051975,91.198975
,61.111225,91.4384
,61.12865,91.456975
,61.1359,91.47575
,61.141225,91.504175
,61.156175,91.51925
,61.165475,91.548025
,61.212925,91.5691
,61.228325,91.585
,61.25635,91.657825
,61.38115,91.755475
,61.4516,91.787075
,61.495825,91.84325
,61.53535,91.857125
,61.58515,91.942325
,61.593275,91.982375
,61.637525,92.0244
,61.656275,92.0693
,61.68905,92.19905
,61.759325,92.275825
,61.7763,92.284425
,61.79635,92.312125
,61.8226,92.36835
,61.932475,92.5216
,61.961975,92.57395
,61.9898,92.6144
,62.102975,92.67025
,62.111875,92.73855
,62.176475,92.789425
,62.2154,92.816975
,62.219825,92.873875
,62.31225,92.90235
,62.339,92.935625
,62.4219,92.97705
,62.71275,93.003975
,62.734675,93.030175
,62.74445,93.07295
,62.7529,93.093825
,62.79335,93.1419
,62.816875,93.196375
,62.8798,93.225725
,63.01355,93.274025
,63.02255,93.3383
,63.040525,93.363475
,63.04805,93.40075
,63.06715,93.42755
,63.07295,93.47355
,63.087575,93.57945
,63.0981,93.605575
,63.12835,93.6552
,63.18415,93.746375
,63.3881,93.7854
,63.562175,93.827775
,63.604325,93.862975
,63.653675,93.911875
,63.665575,94.1903
,63.699025,94.22715
,63.711925,94.2569
,63.724,94.29455
,63.75945,94.39925
,63.8125,94.429725
,63.82815,94.460425
,63.85895,94.524825
,63.96685,94.5645
,64.2357,94.5985
,64.251375,94.7353
,64.28545,94.7637
,64.322675,94.799475
,64.355225,94.852
,64.391575,94.916725
,64.4145,94.948
,64.48685,94.980925
,64.583825,94.998
,64.67555,95.011375
,64.719075,95.05565
,64.7535,95.12415
,64.7786,95.16155
,64.818875,95.1711
,64.9412,95.222875
,65.006725,95.3925
,65.02675,95.4125
,65.03935,95.43615
,65.0507,95.464625
,65.059375,95.4804
,65.07695,95.540725
,65.1125,95.604975
,65.139075,95.62165
,65.146175,95.664475
,65.1539,95.874025
,65.33195,95.88155
,65.343575,95.90945
,65.3542,95.96845
,65.35925,95.9903
,65.377075,96.0457
,65.39425,96.06965
,65.404825,96.1853
,65.40705,96.255225
,65.4231,96.300275
,65.4452,96.431825
,65.45595,96.44585
,65.471675,96.4538
,65.4757,96.491575
,65.498025,96.516925
,65.5049,96.544125
,65.578425,96.750925
,65.81185,96.77025
,65.825475,96.81435
,65.831,96.8794
,65.848875,96.8918
,65.8636,96.928975
,65.910675,96.947675
,65.929725,97.020175
,65.953975,97.083275
,65.973325,97.1021
,66.00725,97.123825
,66.28735,97.194825
,66.31285,97.273425
,66.331875,97.325725
,66.3542,97.356575
,66.370625,97.377925
,66.384625,97.437225
,66.4122,97.529325
,66.42985,97.5853
,66.462825,97.613225
,66.537525,97.6471
,66.569725,97.7171
,66.58125,97.777975
,66.58295,97.80815
,66.62545,97.91945
,66.633925,97.950775
,66.64545,97.97975
,66.761175,98.009
,66.7628,98.0512
,66.77465,98.089675
,66.836125,98.15715
,66.86545,98.215425
,66.9067,98.354725
,67.0978,98.410025
,67.113375,98.45065
,67.147175,98.471275
,67.1482,98.4999
,67.1588,98.53095
,67.16905,98.627725
,67.192775,98.74845
,67.21185,98.768225
,67.25245,98.8071
,67.2759,98.852275
,67.56285,98.960025
,67.59835,98.9978
,67.651075,99.122275
,67.700875,99.193075
,67.70895,99.239025
,67.728625,99.289425
,67.74195,99.3259
,67.7865,99.39615
,67.868525,99.473875
,67.870825,99.501125
,67.9732,99.5389
,67.9912,99.59335
,68.009025,99.66205
,68.013425,99.717975
,68.061325,99.752975
,68.077975,99.7776
,68.13975,99.805775
,68.2386,99.877475
,68.26555,99.9277
,68.2764,99.976275
,68.475225,100.02365
,68.5652,100.063575
,68.61435,100.14495
,68.8005,100.231625
,68.90805,100.3505
,68.961375,100.4215
,69.0064,100.513175
,69.0154,100.552
,69.072425,100.58275
,69.1743,100.6166
,69.34685,100.6347
,69.3678,100.70365
,69.431775,100.7422
,69.45805,100.82805
,69.6906,100.868375
,69.705675,100.907425
,69.71385,100.990275
,69.747575,101.0244
,69.7939,101.233275
,69.8065,101.2588
,69.924875,101.439475
,70.0294,101.46295
,70.105225,101.4844
,70.135425,101.52195
,70.2889,101.55975
,70.434425,101.59165
,70.4461,101.701875
,70.45665,101.747075
,70.4705,101.99625
,70.47755,102.01775
,70.485875,102.04185
,70.4934,102.115875
,70.50445,102.178775
,70.510625,102.201275
,70.5371,102.22285
,70.54625,102.3868
,70.57725,102.487775
,70.587825,102.5829
,70.6021,102.61785
,70.612675,102.668125
,70.628825,102.7062
,70.64085,102.73745
,70.65195,102.7933
,70.677925,102.8189
,70.68695,102.90315
,70.71845,103.0354
,70.783125,103.070925
,70.803975,103.2598
,70.82745,103.342575
,70.88175,103.3549
,70.974825,103.3632
,71.0089,103.3823
,71.033375,103.391875
,71.035225,103.42535
,71.05535,103.560225
,71.274725,103.572975
,71.39155,103.613425
,71.4548,103.64775
,71.4761,103.769475
,71.4906,103.803125
,71.536025,103.85235
,71.557425,103.889925
,71.5943,103.91815
,71.761725,103.946675
,71.912775,103.9887
,71.928375,104.043625
,72.002075,104.052825
,72.161625,104.1468
,72.1789,104.191175
,72.19695,104.23045
,72.217775,104.29595
,72.284125,104.320925
,72.3382,104.3314
,72.548725,104.417125
,72.66565,104.5555
,72.6927,104.583375
,72.69465,104.676925
,72.86745,104.7051
,72.902175,104.73375
,72.958725,104.73495
,72.97195,104.77115
,73.02355,104.81745
,73.139075,104.85635
,73.15215,104.87655
,73.18645,104.912075
,73.3126,105.013225
,73.3311,105.04125
,73.36255,105.087575
,73.447325,105.137675
,73.570775,105.1639
,73.63045,105.189575
,73.7241,105.240975
,73.774175,105.28385
,73.7911,105.3105
,73.818325,105.34115
,73.8323,105.3942
,73.8395,105.399025
,73.8509,105.4325
,73.867025,105.536425
,73.87365,105.5878
,73.87925,105.61325
,73.887025,105.63755
,73.89135,105.720275
,73.925775,105.739625
,73.979275,105.7952
,74.035625,105.8244
,74.0697,105.85795
,74.107875,105.9477
,74.1621,105.966475
,74.19805,105.996225
,74.346125,106.047675
,74.384375,106.0924
,74.396925,106.117675
,74.4455,106.1817
,74.47915,106.251725
,74.493425,106.283225
,74.5055,106.320225
,74.518575,106.352425
,74.5309,106.40265
,74.606275,106.416125
,74.610625,106.4551
,74.6477,106.5628
,74.653425,106.59595
,74.725025,106.6216
,74.756625,106.657975
,74.781025,106.7629
,74.802825,106.8146
,74.838675,106.851225
,74.85385,106.937675
,74.87745,106.984075
,74.915375,107.016
,74.924575,107.06795
,74.94155,107.07995
,74.946975,107.160625
,74.969675,107.230875
,74.988275,107.285225
,75.013925,107.3326
,75.0192,107.379925
,75.03035,107.407575
,75.042375,107.439725
,75.05515,107.4909
,75.0618,107.5225
,75.067825,107.5443
,75.0939,107.5994
,75.09835,107.638175
,75.1099,107.649025
,75.1345,107.7135
,75.141125,107.753975
,75.146975,107.78875
,75.418175,107.8287
,75.425575,107.871375
,75.434825,107.901275
,75.44265,107.928325
,75.454625,108.004925
,75.4658,108.032825
,75.50075,108.064475
,75.50445,108.09795
,75.520225,108.136075
,75.527075,108.1877
,75.547225,108.2612
,75.567525,108.28715
,75.57095,108.3089
,75.58195,108.360675
,75.586825,108.378225
,75.6593,108.392375
,75.7265,108.44085
,75.7497,108.475075
,76.006875,108.524325
,76.01395,108.6091
,76.0224,108.874575
,76.027775,109.0244
,76.038625,109.100825
,76.047525,109.179
,76.053675,109.2063
,76.09155,109.24285
,76.0965,109.2848
,76.140525,109.304575
,76.163325,109.32695
,76.172925,109.352225
,76.181775,109.4026
,76.201775,109.540175
,76.212,109.570275
,76.238125,109.603225
,76.38735,109.63265
,76.4232,109.67165
,76.44865,109.702725
,76.45045,109.753225
,76.48665,109.795075
,76.496875,109.8218
,76.52605,109.8551
,76.5349,109.8898
,76.53985,109.9612
,76.597275,109.984075
,76.652225,110.069475
,76.689275,110.104475
,76.861425,110.127975
,76.88485,110.203225
,76.9224,110.22855
,76.93135,110.2582
,77.15225,110.28255
,77.15325,110.29405
,77.158925,110.3684
,77.168825,110.411075
,77.213275,110.436975
,77.466875,110.46845
,77.513725,110.5218
,77.521775,110.5501
,77.5275,110.571575
,77.5839,110.5957
,77.64785,110.623825
,78.021675,110.65375
,78.040775,110.722325
,78.052075,110.782075
,78.091175,110.79365
,78.107125,110.80815
,78.112425,110.81815
,78.125575,110.8383
,78.15695,110.8676
,78.259925,110.905675
,78.27295,110.94935
,78.288625,110.972575
,78.2986,111.00765
,78.38165,111.08815
,78.5322,111.1306
,78.554325,111.220425
,78.557225,111.257525
,78.5931,111.2869
,78.5966,111.318475
,78.60375,111.348925
,78.6074,111.4578
,78.6224,111.597275
,78.642725,111.662675
,78.65315,111.6983
,78.6653,111.7317
,78.688075,111.772225
,78.6933,111.79705
,78.70255,111.812625
,78.718925,111.8548
,78.73155,111.872
,78.752925,111.958675
,78.77895,111.982275
,78.84515,112.033725
,78.85095,112.0726
,79.04135,112.180525
,79.0457,112.21965
,79.06595,112.252625
,79.095125,112.282375
,79.281225,112.3076
,79.28285,112.33645
,79.2973,112.3766
,79.3063,112.4515
,79.317625,112.510025
,79.351675,112.55
,79.41335,112.57415
,79.46565,112.6136
,79.49455,112.652725
,79.5201,112.750875
,79.52595,112.8324
,79.53145,112.88685
,79.544125,112.9056
,79.55635,112.93775
,79.56385,112.97365
,79.57695,113.038875
,79.6393,113.062725
,79.649925,113.0968
,79.662225,113.14145
,79.8567,113.2113
,79.8808,113.2348
,79.88505,113.28405
,79.911575,113.3184
,79.9841,113.4117
,80.03015,113.42335
,80.03255,113.470675
,80.0525,113.5015
,80.137075,113.600425
,80.1742,113.66115
,80.1851,113.76195
,80.19715,113.792275
,80.23485,113.8452
,80.248475,113.917075
,80.26465,113.93945
,80.346825,113.98105
,80.389075,113.997625
,80.407,114.011975
,80.4292,114.042425
,80.4456,114.09835
,80.4804,114.135325
,80.489225,114.166875
,80.5169,114.19295
,80.5544,114.225975
,80.561475,114.233125
,80.57135,114.254175
,80.610575,114.3159
,80.754175,114.344225
,80.951675,114.3733
,80.978525,114.438225
,81.004975,114.469
,81.0062,114.511875
,81.109575,114.5427
,81.115025,114.611225
,81.13405,114.695125
,81.163825,114.76635
,81.201375,114.79105
,81.224825,114.8419
,81.36835,114.971825
,81.3953,115.060125
,81.564775,115.0787
,81.56645,115.107425
,81.580325,115.209775
,81.6101,115.26435
,81.6176,115.36595
,81.64705,115.433475
,81.66075,115.55085
,81.679775,115.604475
,81.698375,115.63775
,81.702175,115.6678
,81.722375,115.7069
,81.77695,115.7465
,81.822975,115.775175
,81.843975,115.8092
,81.9671,115.831525
,82.0284,115.85505
,82.13525,115.93285
,82.3363,115.9649
,82.351575,116.06645
,82.3768,116.084025
,82.413325,116.1162
,82.481625,116.15765
,82.495325,116.19785
,82.5206,116.244375
,82.5348,116.304675
,82.53955,116.351825
,82.5896,116.38785
,82.737525,116.433525
,82.743075,116.46685
,82.7477,116.556925
,82.765125,116.59335
,82.779575,116.6482
,83.01165,116.698275
,83.022375,116.74945
,83.0606,116.8144
,83.064475,116.871775
,83.07085,116.9176
,83.1174,116.95705
,83.24195,117.000825
,83.256225,117.0321
,83.2731,117.065375
,83.29235,117.103675
,83.334275,117.13125
,83.36455,117.163025
,83.515,117.191075
,83.5307,117.21885
,83.5546,117.244475
,83.56395,117.290875
,83.577425,117.335775
,83.5787,117.4366
,83.5898,117.464675
,83.819125,117.4968
,83.8313,117.542525
,83.83675,117.630475
,83.8458,117.656275
,83.864675,117.689975
,83.8846,117.736475
,83.90005,117.78215
,83.90905,117.86795
,83.961525,117.953875
,83.978875,117.9886
,84.0326,118.089475
,84.033675,118.1099
,84.03805,118.14385
,84.059125,118.2101
,84.100425,118.249125
,84.117325,118.28205
,84.1276,118.31935
,84.143275,118.37675
,84.167,118.39475
,84.202525,118.430975
,84.20615,118.475475
,84.4013,118.5199
,84.4758,118.537375
,84.4983,118.6172
,84.51605,118.736725
,84.526725,118.79285
,84.535825,118.832
,84.5533,118.8827
,84.57685,118.9475
,84.60095,118.983375
,84.67085,119.06915
,84.75005,119.11275
,84.790925,119.179825
,84.867775,119.222675
,84.926675,119.311
,85.05295,119.43115
,85.061125,119.505825
,85.07015,119.56005
,85.08865,119.70405
,85.126675,119.74355
,85.2046,119.77195
,85.3533,119.811125
,85.370875,119.8387
,85.3911,119.87205
,85.468175,119.898
,85.497625,120.0932
,85.50505,120.1231
,85.708925,120.251525
,85.751425,120.2707
,85.893975,120.30765
,85.95935,120.37315
,85.976575,120.4054
,85.9847,120.441275
,85.9903,120.472725
,86.013775,120.5121
,86.025425,120.5608
,86.05325,120.5855
,86.070025,120.63155
,86.0799,120.715025
,86.091625,120.79495
,86.133975,120.8421
,86.195225,120.886175
,86.423825,121.1368
,86.588675,121.170025
,86.594975,121.237825
,86.60695,121.2877
,86.640575,121.345125
,86.6516,121.45185
,86.662875,121.4968
,86.679925,121.540725
,86.6923,121.582175
,86.816725,121.670175
,86.879075,121.69885
,86.8934,121.781775
,86.916075,122.00765
,86.992875,122.0231
,87.0589,122.0494
,87.117625,122.096825
,87.202725,122.31535
,87.292,122.350425
,87.380025,122.393925
,87.4823,122.508425
,87.49185,122.5322
,87.5136,122.571475
,87.554775,122.6056
,87.586725,122.66595
,87.7469,122.6854
,87.860825,122.686875
,87.917175,122.801975
,87.959975,122.829375
,88.052975,122.921025
,88.10405,123.0958
,88.187425,123.12165
,88.23745,123.1514
,88.254,123.189525
,88.267725,123.223925
,88.296125,123.263775
,88.325625,123.297525
,88.37585,123.338675
,88.420675,123.3743
,88.4581,123.39885
,88.546975,123.4179
,88.610225,123.439125
,88.6193,123.461875
,88.6289,123.4923
,88.634125,123.5695
,88.6447,123.6046
,88.65715,123.63705
,88.674475,123.661325
,88.7672,123.7088
,88.89105,123.74735
,88.9259,123.9906
,88.949575,124.03445
,88.95235,124.0645
,88.981875,124.12505
,89.019175,124.16465
,89.030725,124.194125
,89.043025,124.360175
,89.1242,124.42375
,89.141825,124.46145
,89.19065,124.531975
,89.22165,124.599425
,89.400275,124.64855
,89.455625,124.67715
,89.578175,124.74045
,89.652475,124.748675
,89.699775,124.8012
,89.703625,124.830225
,89.711475,124.855675
,89.7252,124.879525
,89.74005,124.893025
,89.7517,124.936775
,89.772725,124.962075
,89.786475,124.996025
,89.83165,125.0428
,89.838675,125.116875
,89.852825,125.1777
,89.878375,125.209275
,90.02275,125.238375
,90.047375,125.27475
,90.05785,125.3591
,90.067175,125.392075
,90.068275,125.41685
,90.086925,125.4252
,90.0954,125.520375
,90.122225,125.566025
,90.128225,125.605275
,90.146225,125.6942
,90.150175,125.7498
,90.168025,125.956675
,90.172375,126.007725
,90.19695,126.0614
,90.224375,126.134975
,90.2291,126.166475
,90.23265,126.180775
,90.26635,126.2074
,90.2749,126.409175
,90.323425,126.430575
,90.407625,126.467575
,90.413675,126.4983
,90.453625,126.5215
,90.466825,126.538675
,90.497275,126.56775
,90.598625,126.5782
,90.6105,126.6229
,90.61435,126.680375
,90.624875,126.84535
,90.630375,126.89475
,90.643825,126.9161
,90.727825,126.940675
,90.75615,126.9761
,90.77825,127.049325
,90.849675,127.07205
,90.859875,127.10885
,90.884775,127.1432
,90.93275,127.1687
,90.9611,127.19595
,90.977225,127.33605
,91.019325,127.3943
,91.026825,127.470375
,91.037175,127.491875
,91.0699,127.526675
,91.09165,127.5609
,91.1397,127.872625
,91.203,127.886975
,91.225275,127.903475
,91.239375,127.921125
,91.266775,127.9288
,91.275875,127.964875
,91.337925,127.991075
,91.3668,128.03015
,91.405075,128.037275
,91.4255,128.0524
,91.50605,128.066
,91.6046,128.13885
,91.61305,128.203775
,91.616925,128.264175
,91.648925,128.2817
,91.676325,128.3465
,91.720975,128.44345
,91.7422,128.568175
,91.78145,128.594525
,91.844575,128.65305
,91.873825,128.682825
,91.882175,128.70215
,91.898825,128.850125
,91.963725,128.95105
,92.0487,129.019575
,92.098625,129.026075
,92.113275,129.09405
,92.128075,129.291675
,92.203725,129.322125
,92.295175,129.348425
,92.373125,129.37435
,92.41045,129.46015
,92.434225,129.503975
,92.47175,129.66505
,92.515425,129.68415
,92.564425,129.70765
,92.5862,129.78275
,92.600775,129.825025
,92.6452,129.8837
,92.679875,129.9171
,92.705625,129.96965
,92.77555,130.034025
,92.831475,130.0542
,92.860025,130.1014
,92.88155,130.3019
,92.906275,130.3353
,92.92135,130.39015
,92.949275,130.415
,92.968325,130.434425
,93.17625,130.46895
,93.24905,130.7411
,93.275225,130.78485
,93.2978,130.79125
,93.3072,130.843875
,93.317725,130.865875
,93.34295,130.9102
,93.373025,130.928175
,93.462575,130.93845
,93.502,130.9496
,93.523225,130.971675
,93.5388,130.97325
,93.5524,131.00705
,93.568425,131.024575
,93.5861,131.0585
,93.614275,131.0989
,93.635125,131.22045
,93.759275,131.2456
,93.77665,131.27105
,93.8693,131.291775
,93.921725,131.308325
,93.957,131.359875
,93.99735,131.415775
,94.1948,131.438125
,94.2104,131.52495
,94.21545,131.58015
,94.26995,131.6157
,94.290925,131.695975
,94.2976,131.740975
,94.3063,131.783075
,94.314925,131.8143
,94.336525,131.844275
,94.3438,132.073825
,94.363525,132.099575
,94.421725,132.156075
,94.4328,132.18505
,94.480125,132.36455
,94.492825,132.389575
,94.5058,132.410675
,94.552875,132.427525
,94.587125,132.489075
,94.6732,132.5005
,94.82095,132.529775
,94.860325,132.57705
,94.870525,132.60485
,94.941125,132.65725
,94.966125,132.800925
,94.9927,132.8262
,95.031875,132.8462
,95.083075,132.90585
,95.154675,133.071275
,95.21305,133.10275
,95.236475,133.15455
,95.263725,133.2137
,95.34545,133.2428
,95.382025,133.258625
,95.43055,133.27475
,95.442975,133.303225
,95.516675,133.342925
,95.53415,133.380975
,95.561975,133.4118
,95.5943,133.4454
,95.60795,133.472125
,95.61415,133.494625
,95.67,133.5281
