SPK_SPKC06a (short excitation),SPK_SPKC09a (no effect),SPK_SPKC14a (weak inhibition)
,156.944325,74.8173
,156.960575,74.91615
,157.0222,74.9359
,157.06425,74.9855
,157.13765,75.011175
,157.163075,75.10465
,157.210925,75.189075
,157.277225,75.213925
,157.315975,75.232
,157.351725,75.253625
,157.431425,75.282325
,157.573125,75.344025
,157.584075,75.522925
,157.648925,75.549325
,157.66555,75.577725
,157.748875,75.637125
,157.781325,75.670325
,157.79575,75.781025
,157.842675,75.8762
,157.855475,75.963225
,157.869,75.997775
,157.878925,76.12265
,157.900125,76.165325
,157.952325,76.181825
,158.01585,76.2428
,158.0312,76.2926
,158.139525,76.355175
,158.141525,76.374875
,158.261625,76.543825
,158.283425,76.5725
,158.320575,76.639625
,158.45955,76.65315
,158.4921,76.659075
,158.525425,76.665175
,158.5583,76.6878
,158.561475,76.6991
,158.65145,76.706975
,158.688425,76.871475
,158.736625,76.9137
,158.758825,77.0098
,158.797675,77.0266
,158.812525,77.09295
,158.86405,77.246475
,159.077775,77.324275
,159.104975,77.3969
,159.170275,77.438625
,159.182,77.49555
,159.1949,77.517125
,159.435775,77.539825
,159.4965,77.581775
,159.509525,77.60325
,159.526,77.631075
,159.560825,77.6746
,159.695425,77.72135
,159.814825,77.7904
,159.89175,77.814
,159.940375,77.928825
,159.962975,78.05645
,160.015975,78.131275
,160.0248,78.151525
,160.173725,78.25765
,160.2208,78.274425
,160.272725,78.299525
,160.29375,78.3184
,160.33785,78.468175
,160.352225,78.63855
,160.377225,78.649575
,160.493125,78.672825
,160.512675,78.743725
,160.540975,78.774775
,160.690925,78.821175
,160.802225,78.8434
,160.8245,78.883175
,160.841925,78.90335
,160.90205,78.92375
,160.946875,79.07615
,161.030075,79.17225
,161.0804,79.1909
,161.11745,79.294325
,161.21725,79.327425
,161.298925,79.429975
,161.31655,79.4852
,161.4692,79.51235
,161.555925,79.544775
,161.601075,79.5875
,161.640625,79.7567
,161.655025,79.780525
,161.772775,80.04975
,161.8033,80.0789
,161.884775,80.096675
,161.904375,80.13655
,161.938075,80.180625
,162.110875,80.233475
,162.1715,80.25305
,162.208875,80.29515
,162.398325,80.3412
,162.41635,80.3873
,162.433,80.4211
,162.502475,80.44275
,162.523475,80.461325
,162.546775,80.47795
,162.629325,80.571725
,162.806875,80.598025
,162.868025,80.627275
,162.924075,80.688725
,162.965725,80.741575
,163.002175,80.7906
,163.019875,81.071825
,163.054275,81.13565
,163.068075,81.165375
,163.1559,81.195625
,163.204725,81.22205
,163.219375,81.236425
,163.317025,81.250925
,163.350525,81.3011
,163.40725,81.314525
,163.450875,81.344
,163.478325,81.363025
,163.5711,81.377725
,163.676725,81.470425
,163.70865,81.48975
,163.7315,81.5353
,163.85455,81.583975
,163.890575,81.607125
,163.919025,81.66615
,164.0222,81.685725
,164.0409,81.744775
,164.143925,81.79775
,164.2087,81.8792
,164.32465,81.9041
,164.35175,81.9277
,164.399675,81.964025
,164.4359,82.044875
,164.46365,82.0591
,164.48965,82.114475
,164.50925,82.1367
,164.58965,82.1779
,164.6279,82.187725
,164.683625,82.20225
,164.783975,82.24205
,164.830025,82.275775
,164.928,82.354975
,165.0171,82.427025
,165.13995,82.443025
,165.290925,82.461525
,165.2967,82.52925
,165.401825,82.573775
,165.4224,82.663125
,165.457275,82.68425
,165.491525,82.727625
,165.507475,82.817475
,165.548975,82.932225
,165.57595,82.975725
,165.605025,83.009575
,165.621975,83.0626
,165.64475,83.09025
,165.71385,83.15895
,165.727675,83.24715
,165.801025,83.30245
,165.841525,83.32725
,165.914275,83.352425
,165.93525,83.4464
,165.94955,83.479675
,165.9649,83.538975
,166.070325,83.579175
,166.090325,83.59385
,166.130975,83.6634
,166.18095,83.696625
,166.222825,83.7299
,166.2454,83.769725
,166.278825,83.779925
,166.29875,83.80865
,166.403925,83.85425
,166.421025,83.8799
,166.4552,83.90615
,166.516175,83.932925
,166.581125,83.9851
,166.8963,84.04805
,166.9697,84.1224
,166.992925,84.1759
,167.04845,84.347225
,167.067475,84.362325
,167.078575,84.390075
,167.1595,84.4734
,167.225325,84.629725
,167.360275,84.645175
,167.437675,84.67955
,167.4942,84.694975
,167.51455,84.702975
,167.53455,84.782975
,167.619725,84.887125
,167.63865,84.9295
,167.6539,84.94775
,167.788225,85.02365
,167.8205,85.063
,167.838925,85.116
,167.93645,85.1625
,167.958725,85.1731
,168.00195,85.192725
,168.06485,85.24265
,168.114825,85.272725
,168.14945,85.318525
,168.288525,85.336575
,168.596075,85.43735
,168.6135,85.500275
,168.64765,85.52395
,168.690875,85.5552
,168.717175,85.580675
,168.817075,85.605975
,168.844375,85.650125
,168.9024,85.66845
,168.930425,85.709325
,168.953525,85.723275
,168.971725,85.742275
,168.97995,85.75895
,169.055675,85.78495
,169.1197,85.799975
,169.1735,85.8466
,169.31525,85.909025
,169.347675,85.93025
,169.3646,86.00245
,169.4836,86.024375
,169.644675,86.105525
,169.702275,86.129325
,169.735375,86.1434
,169.75165,86.161325
,169.782975,86.1917
,169.850675,86.215725
,169.957325,86.23595
,170.0432,86.298875
,170.071775,86.36725
,170.09495,86.501725
,170.1335,86.538825
,170.154475,86.55535
,170.1719,86.56625
,170.295375,86.575325
,170.326025,86.662375
,170.35275,86.702825
,170.446625,86.76135
,170.508725,86.801125
,170.5378,86.8955
,170.5762,86.99835
,170.597,87.024975
,170.744,87.0411
,170.7626,87.0564
,171.036475,87.09055
,171.054875,87.1026
,171.07125,87.1774
,171.1101,87.23895
,171.129875,87.29685
,171.311775,87.356075
,171.320225,87.4158
,171.439575,87.465575
,171.495675,87.49985
,171.554775,87.5361
,171.6342,87.5614
,171.67595,87.58355
,171.702125,87.602925
,171.7344,87.6246
,171.780575,87.650375
,171.799675,87.6653
,171.86575,87.688225
,171.956275,87.828325
,172.001675,87.8684
,172.12995,87.944375
,172.16425,87.995425
,172.190875,88.0924
,172.206125,88.157525
,172.221975,88.280775
,172.243475,88.320025
,172.2723,88.341325
,172.297075,88.37325
,172.31425,88.39315
,172.33005,88.45545
,172.3478,88.478875
,172.360975,88.539975
,172.3809,88.62535
,172.435475,88.640625
,172.500425,88.697225
,172.593475,88.70865
,172.618875,88.72685
,172.633175,88.748675
,172.65875,88.7733
,172.75625,88.8284
,172.910425,88.9014
,172.974875,88.97785
,173.0357,89.0019
,173.076625,89.021125
,173.11455,89.040725
,173.15315,89.112
,173.189775,89.162875
,173.2607,89.294925
,173.294425,89.317525
,173.3375,89.336
,173.370075,89.3931
,173.44105,89.4038
,173.46935,89.469325
,173.610025,89.53365
,173.64845,89.592325
,173.696,89.613275
,173.78995,89.62375
,173.806,89.642675
,173.823375,89.681575
,173.844175,89.692175
,173.90375,89.752525
,173.919275,89.788
,173.932825,89.8895
,173.95335,89.923725
,173.9789,89.932125
,174.0024,89.969025
,174.182475,90.00815
,174.25715,90.1297
,174.408125,90.325175
,174.59085,90.42
,174.6039,90.4608
,174.634025,90.490025
,174.706075,90.520425
,174.78055,90.607875
,174.819725,91.0058
,174.85055,91.21855
,174.87465,91.254975
,174.91525,91.32565
,174.963,91.344275
,174.991525,91.3685
,175.012325,91.381775
,175.152775,91.44245
,175.176,91.45395
,175.21,91.526525
,175.23575,91.5743
,175.31195,91.6106
,175.4178,91.776825
,175.4513,91.785125
,175.4809,91.817375
,175.494675,91.923025
,175.526025,92.0399
,175.565125,92.1074
,175.654925,92.247475
,175.675925,92.4347
,175.71115,92.459575
,175.773425,92.676275
,175.85055,92.724475
,175.9027,92.737075
,175.949025,92.75305
,176.04385,92.86835
,176.06215,92.89275
,176.1015,92.9728
,176.124275,93.107275
,176.142675,93.17735
,176.222025,93.233075
,176.232825,93.261975
,176.30625,93.326525
,176.364925,93.364075
,176.394325,93.541325
,176.456975,93.5609
,176.51055,93.64185
,176.52205,93.817475
,176.5951,93.88795
,176.61725,93.9342
,176.652325,94.008425
,176.66205,94.04475
,176.689175,94.058575
,176.91155,94.0968
,176.926275,94.113375
,176.957725,94.17645
,176.993025,94.221875
,177.0184,94.243175
,177.076,94.284
,177.242675,94.297825
,177.255625,94.358125
,177.335125,94.402225
,177.3753,94.417825
,177.4974,94.43335
,177.516575,94.45425
,177.5451,94.466875
,177.560775,94.493925
,177.586825,94.547475
,177.73005,94.713875
,177.7395,94.77175
,177.8835,94.837225
,177.946675,94.8781
,178.3088,94.97085
,178.368425,94.986825
,178.49585,95.10615
,178.5894,95.1307
,178.74315,95.200925
,178.839525,95.2242
,178.900925,95.30465
,178.93155,95.376175
,178.94435,95.3911
,179.193975,95.4247
,179.269075,95.4697
,179.330675,95.499825
,179.363725,95.54345
,179.37725,95.609225
,179.3956,95.6413
,179.434725,95.69755
,179.53275,95.8568
,179.54955,95.88125
,179.564125,95.917525
,179.6193,95.935725
,179.658975,95.9553
,179.692825,95.96545
,179.711275,96.0083
,179.74125,96.206875
,179.848825,96.2585
,179.985975,96.277825
,180.0708,96.359775
,180.1439,96.401375
,180.235925,96.4199
,180.277525,96.478775
,180.30995,96.570275
,180.3281,96.62715
,180.393375,96.6539
,180.4183,96.721125
,180.487525,96.736425
,180.54975,96.751175
,180.56645,96.78085
,180.58645,96.9286
,180.62195,97.00405
,180.64655,97.24235
,180.687475,97.300675
,180.81405,97.32035
,180.849575,97.331175
,180.936625,97.35105
,180.991,97.652075
,181.042325,97.675425
,181.063825,97.803925
,181.116325,97.8398
,181.19795,97.858825
,181.226275,98.00425
,181.24885,98.02685
,181.29465,98.0436
,181.3124,98.11405
,181.330525,98.13625
,181.366925,98.1809
,181.427225,98.249825
,181.463225,98.2675
,181.5075,98.345
,181.531875,98.377825
,181.574375,98.40955
,181.6002,98.427875
,181.6361,98.44225
,181.65445,98.49755
,181.67185,98.60295
,181.68345,98.640175
,181.730075,98.6672
,181.739775,98.77125
,181.7819,98.907025
,181.814075,98.934125
,182.02275,99.0186
,182.09535,99.05575
,182.1337,99.086725
,182.177825,99.274
,182.2074,99.8189
,182.2729,99.95325
,182.291825,100.096575
,182.311775,100.2108
,182.335525,100.322875
,182.3584,100.500675
,182.38185,100.5443
,182.4312,100.563275
,182.5077,100.57135
,182.547525,100.739475
,182.5683,100.827675
,182.64325,100.907325
,182.683925,101.021675
,182.74065,101.0796
,182.8837,101.24035
,183.045625,101.470775
,183.078175,101.4861
,183.121275,101.498575
,183.15055,101.790625
,183.299625,101.829975
,183.4159,102.00135
,183.463775,102.05535
,183.4999,102.0939
,183.585175,102.106825
,183.6761,102.131475
,183.818475,102.172475
,183.897625,102.258075
,183.93815,102.272425
,183.9702,102.4061
,184.0228,102.517175
,184.068575,102.545275
,184.122225,102.65695
,184.135425,102.74005
,184.26455,102.970475
,184.318775,103.018825
,184.358775,103.05675
,184.507425,103.11595
,184.523625,103.12575
,184.5717,103.2056
,184.583425,103.3505
,184.624675,103.364
,184.692525,103.3908
,184.743625,103.450425
,184.7794,103.4725
,184.79045,103.555625
,184.833725,103.704875
,184.885925,103.7187
,184.893225,103.836575
,184.9094,103.865575
,184.923125,103.877375
,184.9438,103.893325
,185.0075,103.93105
,185.045775,103.968825
,185.1044,103.980025
,185.179075,103.99395
,185.245625,104.05625
,185.2922,104.07195
,185.3472,104.149475
,185.38665,104.23145
,185.46145,104.280925
,185.54925,104.3143
,185.5795,104.4656
,185.60705,104.6118
,185.745225,104.659
,185.832225,104.67835
,185.8487,104.695775
,185.881625,104.749875
,185.884425,104.7651
,185.917475,104.9473
,186.011625,104.965775
,186.0317,104.98045
,186.1001,104.99735
,186.146675,105.0235
,186.171375,105.05825
,186.23045,105.120525
,186.29185,105.133375
,186.304575,105.206275
,186.388675,105.23345
,186.406775,105.248525
,186.424925,105.360675
,186.479375,105.396475
,186.526025,105.4829
,186.615325,105.5858
,186.672,105.67965
,186.72615,105.715475
,186.73455,105.731675
,186.750025,105.9425
,186.77015,105.9826
,186.77835,105.99915
,186.82015,106.01885
,186.864425,106.047425
,186.881175,106.35965
,186.944925,106.391025
,187.036575,106.407875
,187.0595,106.48575
,187.2171,106.549225
,187.276375,106.5893
,187.3912,106.62095
,187.463325,106.67425
,187.62085,106.697725
,187.6522,106.734575
,187.69215,106.745875
,187.740525,106.775025
,187.7608,106.7817
,187.831225,106.80225
,187.86285,106.86425
,187.896575,106.907
,187.9329,106.943475
,187.971375,106.98485
,188.051275,107.0779
,188.1056,107.214075
,188.136375,107.233
,188.1643,107.25205
,188.216225,107.340575
,188.247875,107.426825
,188.37435,107.462625
,188.3897,107.489925
,188.4078,107.57055
,188.4588,107.688425
,188.49295,107.7929
,188.505675,107.804125
,188.518425,107.87025
,188.5376,107.901975
,188.671825,107.91895
,188.868725,107.94405
,188.888375,108.029825
,188.904125,108.1991
,188.935075,108.224175
,188.95555,108.264225
,188.99295,108.3763
,189.105225,108.511125
,189.12475,108.521725
,189.3385,108.6428
,189.38205,108.8052
,189.3958,108.8587
,189.43255,108.90345
,189.476825,108.915325
,189.52985,108.942725
,189.556475,108.987075
,189.644475,109.08385
,189.771775,109.227875
,189.918625,109.2687
,189.971875,109.27885
,189.986075,109.3203
,190.004175,109.339625
,190.029125,109.361625
,190.058525,109.373825
,190.087275,109.4013
,190.108775,109.4989
,190.140825,109.658525
,190.28455,109.67225
,190.3152,109.879925
,190.3317,109.95195
,190.413025,110.068975
,190.438,110.08925
,190.45085,110.1045
,190.46515,110.12815
,190.531075,110.180275
,190.59505,110.214775
,190.6207,110.271825
,190.6363,110.302625
,190.668725,110.36145
,190.711575,110.370875
,190.765675,110.4553
,190.80675,110.462225
,190.8297,110.6007
,190.88525,110.63225
,190.933475,110.6733
,191.04165,110.680725
,191.153275,110.732175
,191.25445,110.757925
,191.2853,110.766175
,191.3196,110.88305
,191.344075,111.085525
,191.437225,111.21105
,191.493525,111.357975
,191.54905,111.384175
,191.61175,111.48355
,191.672975,111.505075
,191.69775,111.528325
,191.756275,111.578175
,191.7925,111.631075
,191.92775,111.7094
,191.971125,111.715175
,192.0207,111.896175
,192.060125,111.920875
,192.10825,111.958975
,192.12255,112.0223
,192.135075,112.25305
,192.1894,112.291575
,192.22485,112.31165
,192.3079,112.4065
,192.33855,112.717475
,192.40755,112.726025
,192.429,113.32265
,192.50535,113.35335
,192.533875,113.365775
,192.68065,113.46795
,192.723,113.49995
,192.804025,113.59555
,192.82885,114.267225
,192.867025,114.36625
,192.94355,114.389525
,192.96485,114.57215
,193.024925,114.62155
,193.043575,114.675
,193.070575,114.716775
,193.1007,114.911675
,193.157875,114.92585
,193.180775,115.009725
,193.207425,115.05965
,193.265375,115.07405
,193.429475,115.25865
,193.44415,115.26515
,193.492975,115.303625
,193.5153,115.325975
,193.5321,115.34045
,193.657175,115.395725
,193.6784,115.4323
,193.6952,115.624075
,193.711075,115.654
,193.726275,115.684025
,193.740175,115.926325
,193.775075,115.97705
,193.7969,115.994525
,193.82325,116.143025
,193.8509,116.2392
,193.93385,116.3902
,193.9843,116.448075
,194.183675,116.523825
,194.198675,116.62405
,194.253125,116.673
,194.333925,116.7546
,194.35485,116.790025
,194.4308,116.8397
,194.450375,116.8908
,194.484075,116.931125
,194.5469,116.95895
,194.57205,117.042575
,194.662425,117.068775
,194.732825,117.0897
,194.77815,117.21435
,194.796775,117.238125
,194.90965,117.2633
,194.93965,117.293475
,194.985025,117.30555
,195.016425,117.316125
,195.04995,117.365875
,195.072,117.37895
,195.0832,117.396575
,195.1068,117.448275
,195.15035,117.5572
,195.240225,117.570775
,195.514475,117.5912
,195.58195,117.68035
,195.692425,117.8676
,195.716425,117.888975
,195.8771,117.9945
,196.18895,118.071
,196.2013,118.09955
,196.219025,118.118925
,196.27955,118.157625
,196.321025,118.221475
,196.34155,118.24295
,196.364725,118.302875
,196.3807,118.315025
,196.446875,118.376575
,196.473425,118.464125
,196.57435,118.707625
,196.597,118.76105
,196.654775,118.839675
,196.693225,118.91
,196.8512,118.9833
,196.871175,119.0178
,196.9252,119.086575
,197.03925,119.12385
,197.1187,119.128825
,197.193775,119.188625
,197.225925,119.2533
,197.25635,119.396325
,197.331575,119.4647
,197.3723,119.5625
,197.3926,119.614375
,197.429075,119.624925
,197.49915,119.639475
,197.526625,119.706325
,197.658925,119.7561
,197.713275,119.829675
,197.799475,119.84495
,197.949325,119.9576
,197.96605,120.121775
,198.0552,120.254625
,198.083125,120.306025
,198.10575,120.418375
,198.190575,120.494225
,198.296475,120.63305
,198.40425,120.66545
,198.467175,121.00785
,198.5082,121.05395
,198.522725,121.109025
,198.53905,121.138975
,198.655675,121.342975
,198.7642,121.483625
,198.81555,121.506525
,198.836675,121.520125
,198.89495,121.530425
,198.958975,121.772175
,198.994175,121.782575
,199.03545,121.950425
,199.0998,122.0925
,199.163325,122.114375
,199.24665,122.1333
,199.2666,122.221275
,199.340575,122.5338
,199.371075,122.673575
,199.651075,122.806875
,199.7201,123.0756
,199.779425,123.2452
,199.79605,123.29965
,199.824125,123.375975
,199.86615,123.396375
,199.95795,123.451725
,200.1173,123.4826
,200.170475,123.54355
,200.18595,123.596825
,200.26155,123.61425
,200.27345,123.623425
,200.277875,123.653925
,200.290375,123.71175
,200.2987,123.718625
,200.31365,123.736325
,200.3335,123.8434
,200.381,123.89755
,200.3913,123.987125
,200.41895,124.0259
,200.434025,124.074325
,200.4604,124.146275
,200.48305,124.154725
,200.532475,124.165725
,200.578125,124.217025
,200.604,124.222525
,200.700625,124.297275
,200.7239,124.307975
,200.751875,124.367025
,200.860925,124.490975
,200.883325,124.54225
,200.945875,124.681175
,200.9978,125.013175
,201.039375,125.1182
,201.10105,125.156325
,201.162775,125.17205
,201.223925,125.17935
,201.3052,125.2423
,201.315675,125.25555
,201.377975,125.475075
,201.389075,125.481175
,201.402725,125.6402
,201.41635,125.983525
,201.554475,126.024475
,201.58915,126.1329
,201.6043,126.151525
,201.643925,126.241475
,201.6917,126.3592
,201.715,126.6075
,201.779825,126.711925
,201.797175,127.0374
,201.939175,127.1551
,202.03495,127.1814
,202.13265,127.30715
,202.19665,127.333025
,202.264,127.572325
,202.283675,127.599725
,202.392875,127.75225
,202.4179,127.8207
,202.43965,127.991825
,202.523025,128.220425
,202.546625,128.343575
,202.608025,128.590525
,202.653775,128.76975
,202.69,128.8264
,202.731375,128.8636
,202.7584,129.195025
,202.86625,129.215175
,202.9619,129.2278
,202.996,129.3316
,203.0475,129.722
,203.063225,129.848725
,203.088675,129.855225
,203.109475,130.05945
,203.202625,130.138475
,203.272975,130.8131
,203.3118,130.820625
,203.34385,130.9812
,203.4047,131.25105
,203.440675,131.334425
,203.509775,131.369225
,203.53855,131.403375
,203.5873,131.4342
,203.6503,131.6004
,203.724925,131.68585
,203.7756,131.855
,203.835425,131.878525
,203.90765,131.941125
,203.982,132.020725
,204.029925,132.15645
,204.094775,132.18395
,204.1238,132.3042
,204.2512,132.3713
,204.316875,132.501125
,204.3374,133.244125
,204.3538,133.26435
,204.37365,133.3742
,204.420525,133.391275
,204.443925,133.47215
,204.461625,133.529325
,204.4943,133.624175
,204.515775,133.64185
,204.532625,133.689375
,204.5613,133.7079
,204.613975,133.77205
,204.6904,133.782175
,204.871625,133.866875
,204.91205,134.432725
,204.932525,134.713
,204.938075,134.958525
,204.94745,135.13325
,204.95285,135.1473
,204.978725,135.25645
,205.0546,135.32265
,205.0676,135.394275
,205.081275,135.542575
,205.114,135.571325
,205.128725,135.902225
,205.138275,136.03045
,205.2014,136.1856
,205.31525,136.398225
,205.428775,136.485375
,205.6034,136.53835
,205.634925,136.6963
,205.6645,136.7521
,205.709375,136.77055
,205.84625,136.857025
,205.88215,137.006675
,205.90755,137.066425
,205.92765,137.0961
,205.9463,137.1122
,205.96565,137.176075
,206.02055,137.186475
,206.098525,137.212475
,206.188125,137.2385
,206.263,137.261475
,206.2868,137.477675
,206.306175,137.50595
,206.371825,137.5461
,206.47665,137.742125
,206.50965,137.769475
,206.6528,137.820225
,206.69035,137.9074
,206.724625,137.952575
,206.8254,137.9712
,206.844075,138.08455
,206.876075,138.17815
,206.971525,138.223025
,207.014575,138.245525
,207.051675,138.294575
,207.134,138.32005
,207.22945,138.39215
,207.286075,138.438375
,207.512425,138.456575
,207.532425,138.469125
,207.57375,138.5191
,207.6139,138.541775
,207.7265,138.63865
,207.756025,138.755675
,207.789775,138.799725
,207.870175,138.847075
,207.929225,138.865125
,207.97615,138.8903
,207.9912,138.929175
,208.005275,139.098125
,208.059875,139.3158
,208.066325,139.387575
,208.070525,139.40845
,208.0894,139.428775
,208.10665,139.459375
,208.151025,139.519175
,208.201775,139.54455
,208.322775,139.829
,208.381475,139.8493
,208.444275,139.93365
,208.529375,139.972725
,208.546975,140.105475
,208.6298,140.132675
,208.63865,140.2265
,208.8363,140.26775
,208.856675,140.309225
,208.983475,140.484125
,209.087625,140.550375
,209.28205,140.627075
,209.628125,140.638125
,209.729,140.684775
,209.746825,140.89265
,209.8277,140.94505
,209.937325,141.00505
,210.0939,141.023625
,210.141475,141.07145
,210.155475,141.107625
,210.3208,141.252
,210.38035,141.39985
,210.432975,141.409275
,210.6786,141.42495
,210.691625,141.4769
,210.718975,141.576025
,210.752275,141.69495
,210.7918,141.74815
,210.80485,141.845025
,210.828875,141.908475
,210.8487,141.932
,210.88185,142.00325
,210.928175,142.0358
,210.9562,142.043425
,211.020925,142.053075
,211.195375,142.116825
,211.235425,142.2042
,211.376575,142.216725
,211.396475,142.24425
,211.441125,142.314375
,211.512075,142.3513
,211.716975,142.389625
,211.745625,142.4054
,211.7633,142.627025
,211.896625,142.71335
,211.98165,142.7447
,212.018725,142.79515
,212.0774,142.9487
,212.0978,143.01835
,212.27175,143.107475
,212.277075,143.282375
,212.324575,143.297525
,212.366575,143.33425
,212.537525,143.4886
,212.632625,143.625475
,212.651225,143.66975
,212.7137,143.747225
,212.786675,143.870725
,212.82235,143.89955
,212.857025,143.941425
,212.93675,143.988475
,212.963875,144.0224
,212.98325,144.1895
,213.00915,144.2081
,213.031375,144.228875
,213.1459,144.2917
,213.352975,144.3175
,213.368775,144.3349
,213.40645,144.55255
,213.463625,144.6117
,213.591475,144.63595
,213.711,144.714125
,213.73935,144.809625
,213.7971,144.834625
,213.818725,144.90165
,213.85365,144.91865
,213.88785,144.956425
,214.03315,145.159475
,214.08115,145.3249
,214.167125,145.364725
,214.260825,145.3937
,214.34735,145.41325
,214.3767,145.5159
,214.409575,145.535325
,214.4255,145.56255
,214.43365,145.585825
,214.459775,145.6866
,214.474675,145.716325
,214.51525,145.776425
,214.6199,145.808325
,214.6644,145.82925
,214.669825,145.916175
,214.74855,146.05685
,214.765725,146.070675
,214.7768,146.205825
,214.8277,146.335625
,214.871275,146.350025
,214.90435,146.374275
,215.18595,146.408975
,215.27885,146.470825
,215.46545,146.543275
,215.533125,146.738525
,215.58035,146.930825
,215.58995,146.96265
,215.598275,147.1095
,215.624175,147.12515
,215.667025,147.154975
,215.705625,147.176825
,215.767875,147.199075
,215.8831,147.252775
,215.897875,147.2805
,215.92965,147.359775
,216.061325,147.4222
,216.0751,147.49855
,216.108875,147.533225
,216.190625,147.653075
,216.227775,147.927675
,216.31555,148.056825
,216.36625,148.165075
,216.40835,148.2179
,216.427375,148.3666
,216.49895,148.399875
,216.559,148.462075
,216.616325,148.48125
,216.794075,148.490225
,216.865525,148.6253
,216.90035,148.77165
,216.9202,148.811125
,216.93955,148.92125
,216.975475,148.93875
,217.043425,148.98645
,217.2048,149.018525
,217.217475,149.051225
,217.243525,149.17795
,217.272525,149.308675
,217.2826,149.388025
,217.460775,149.403175
,217.4822,149.569725
,217.519,149.669175
,217.538375,149.739875
,217.637525,150.03555
,217.665475,150.097525
,217.796725,150.148275
,217.8392,150.2915
,217.861925,150.37625
,217.88625,150.533225
,218.0145,150.5698
,218.155525,150.623475
,218.20705,150.67745
,218.2168,150.7965
,218.225175,150.8578
,218.235475,150.90475
,218.2708,150.96495
,218.363825,151.069775
,218.501275,151.175325
,218.522225,151.246575
,218.572225,151.3283
,218.63475,151.46535
,218.667975,151.4935
,218.697875,151.546
,218.71865,151.58835
,218.74325,151.684675
,218.76405,151.7002
,218.801925,151.742275
,218.828225,151.757175
,218.85525,151.8951
,218.9129,151.94205
,218.928925,152.108775
,219.091325,152.1641
,219.14125,152.2812
,219.157325,152.33255
,219.2277,152.350725
,219.275,152.69765
,219.313,152.723975
,219.336275,152.795075
,219.379675,152.9057
,219.398825,153.0393
,219.4158,153.063525
,219.430025,153.0824
,219.47175,153.254225
,219.580275,153.37595
,219.665275,153.421025
,219.711575,153.4315
,219.730375,153.45555
,219.755075,153.4665
,219.82315,153.56305
,219.8946,153.585175
,219.933875,153.6209
,220.112975,153.6709
,220.130975,153.6851
,220.149075,153.78415
,220.308525,153.802525
,220.38725,153.83475
,220.554,153.88805
,220.570925,154.0715
,220.576925,154.0928
,220.632375,154.179925
,220.705125,154.2047
,220.71675,154.2779
,220.815725,154.693
,220.953,154.72
,220.981025,154.80355
,221.079275,154.9015
,221.151375,154.96115
,221.171125,155.107275
,221.205875,155.252325
,221.23295,155.39095
,221.249425,155.5385
,221.2647,155.602325
,221.3426,155.72555
,221.3618,155.759625
,221.4226,155.833875
,221.435175,155.89785
,221.493725,155.91095
,221.524625,156.0595
,221.75215,156.185175
,221.76985,156.436225
,221.79075,156.5974
,221.85845,156.72525
,221.882825,156.80985
,221.955575,156.9279
,221.9941,156.95635
,222.031175,157.033375
,222.1737,157.046625
,222.258325,157.1027
,222.277425,157.212475
,222.29695,157.401725
,222.3251,157.4301
,222.482475,157.454575
,222.504,157.5083
,222.6009,157.6639
,222.628575,157.75705
,222.6516,157.84585
,222.668475,157.87925
,222.69,157.9003
,222.75975,157.92115
,222.781375,157.97845
,222.82145,158.0118
,222.89745,158.129525
,222.965125,158.275525
,223.012425,158.305075
,223.105425,158.4326
,223.147425,158.4541
,223.186075,158.520875
,223.206725,158.550025
,223.29075,158.5717
,223.32085,158.7369
,223.3439,158.9991
,223.362325,159.015525
,223.456225,159.2748
,223.58025,159.505525
,223.6302,159.519675
,223.65005,159.55385
,223.65835,159.6088
,223.6778,159.650225
,223.7038,159.66615
,223.71525,159.67755
,223.75405,159.85115
,223.795325,159.87665
,223.855825,159.939375
,223.966325,160.040425
,223.97535,160.07075
,224.00865,160.22125
,224.033475,160.333225
,224.055975,160.386375
,224.199575,160.5263
,224.3434,160.541225
,224.3823,160.654375
,224.409025,160.742425
,224.4464,160.7551
,224.522125,160.898475
,224.716275,160.99615
,224.73125,161.030575
,224.869375,161.06595
,224.9009,161.119725
,224.9228,161.482625
,225.0045,161.6568
,225.0295,161.976525
,225.133425,162.001675
,225.17365,162.0271
,225.211725,162.0865
,225.2227,162.115625
,225.23665,162.1892
,225.34265,162.20375
,225.35095,162.239625
,225.41485,162.445975
,225.499,162.5005
,225.596825,162.535525
,225.654825,162.610125
,225.697475,162.6328
,225.89075,162.77385
,225.909775,162.824375
,225.969075,162.90345
,226.10505,163.05965
,226.14105,163.111325
,226.2584,163.15915
,226.281275,163.1892
,226.294025,163.2236
,226.3044,163.28965
,226.359825,163.333425
,226.388525,163.414725
,226.579025,163.442825
,226.6117,163.558075
,226.752175,163.6934
,226.772575,163.709975
,226.816925,163.821425
,226.84775,163.8766
,226.87435,163.9067
,226.981,163.951925
,227.0424,163.972975
,227.059025,164.108675
,227.19205,164.1815
,227.20935,164.210075
,227.392625,164.24875
,227.429,164.277725
,227.47125,164.444375
,227.505175,164.555275
,227.690225,164.840975
,227.735225,164.904775
,227.803425,164.963725
,227.8606,165.0526
,227.8864,165.070875
,227.918575,165.1803
,227.943,165.27245
,227.96335,165.381275
,227.98245,165.462975
,228.009075,165.603275
,228.02,165.679225
,228.035575,165.768325
,228.070725,165.779875
,228.1119,165.974275
,228.2481,165.9859
,228.3012,166.08965
,228.3252,166.123675
,228.51225,166.167975
