SPK_SPKC06a (short excitation),SPK_SPKC09a (no effect),SPK_SPKC14a (weak inhibition)
211.418325,50.2319,32.2689
211.475925,50.3637,32.2777
211.775675,50.3945,32.31245
212.1297,50.84095,32.3238
212.8406,50.89025,32.3556
212.97845,51.1888,32.40665
213.30905,51.204275,32.427225
213.637725,51.23305,32.4579
213.700125,51.262725,32.501025
213.762425,51.324325,32.528175
214.14905,51.419275,32.5605
214.167175,51.45755,32.580975
214.309575,51.566825,32.649225
214.33165,51.5809,32.6907
214.431475,51.841625,32.718125
214.64055,51.894375,32.74175
214.679075,52.06235,32.75155
215.0411,52.2234,32.7972
215.84505,52.252975,32.850675
216.0211,52.346925,32.88405
216.0563,52.420875,32.9501
216.3001,52.51805,32.96435
216.525575,52.610975,33.051375
216.8107,52.676125,33.070375
217.295375,52.730125,33.115425
217.31385,52.8464,33.2174
217.475925,52.984025,33.279125
217.90685,53.050625,33.312975
218.20595,53.061275,33.34155
218.69245,53.092475,33.4914
218.7535,53.183425,33.5139
219.4706,53.205075,33.5235
219.636775,53.21965,33.54085
219.80915,53.4022,33.55675
219.995975,53.624125,33.64085
220.11275,54.092775,33.653
220.144075,54.181525,33.67705
220.23125,54.402725,33.717425
220.31925,54.6778,33.7379
220.361825,54.7015,33.77565
220.5687,54.765975,33.792175
220.5982,54.979075,33.801125
220.848825,55.0051,33.817275
221.162375,55.074725,33.8264
221.46585,55.31415,33.848775
221.49915,55.48485,33.860075
221.585625,55.528925,33.872525
221.702725,55.64685,33.886875
221.86205,55.689225,33.901225
222.40565,55.78285,33.912
222.433975,55.99935,33.91785
222.48935,56.0102,33.929075
222.7297,56.0195,33.98395
222.811,56.07025,34.011175
223.061,56.1866,34.051625
223.1902,56.3894,34.080925
223.22805,56.698525,34.136075
223.264675,56.708175,34.2067
223.448925,56.72375,34.238925
223.728025,56.959,34.2566
223.83735,57.150275,34.324275
223.872375,57.242575,34.39855
223.878375,57.31025,34.473625
223.957,57.411875,34.540175
224.249725,57.424725,34.575275
224.45425,57.6674,34.59245
224.530125,57.6995,34.65925
224.5485,57.725525,34.6611
224.694,57.89035,34.696225
225.191325,58.0419,34.74375
225.401875,58.0885,34.82295
225.4783,58.097,34.8574
225.7883,58.151625,34.89875
225.863325,58.303775,34.9366
225.89105,58.666675,35.0155
225.974175,58.744775,35.039875
226.02165,58.75735,35.0608
226.04955,58.827625,35.1165
226.238625,58.836825,35.135625
226.358225,59.10545,35.200525
226.5241,59.157225,35.2123
226.6218,59.2011,35.2303
227.72535,59.4401,35.31315
227.87675,59.5598,35.329725
227.913975,59.624375,35.395125
228.57395,60.048975,35.413875
228.60355,60.445425,35.4344
228.872025,61.4144,35.4593
229.5887,61.74615,35.47855
229.645325,61.80955,35.55335
229.76455,61.962125,35.593325
229.912575,62.163525,35.6082
230.390075,62.5743,35.7403
230.5771,63.369,35.752775
230.911925,63.606375,35.784975
231.032325,63.6383,35.79205
231.36775,63.7632,35.8177
231.4146,63.82055,35.842875
231.456125,63.93465,35.85725
231.5734,64.44235,35.899375
231.8763,65.343025,35.928275
231.894525,65.392725,35.958075
231.937075,65.72225,35.97105
231.94765,65.8623,36.01095
232.09105,66.2358,36.023325
232.23605,66.2942,36.060725
232.370575,66.732675,36.1134
232.4835,67.105725,36.13465
232.514575,67.29985,36.148725
232.5646,67.3154,36.195075
232.743875,67.54085,36.2208
232.9039,68.0691,36.295525
232.94225,68.278425,36.333675
233.14655,68.9739,36.360425
233.213875,69.004075,36.4143
233.439025,69.3186,36.45475
233.780325,69.329725,36.480425
233.81415,69.6692,36.49715
234.08355,71.68965,36.5467
234.238675,72.01545,36.59635
234.446025,72.0727,36.64895
234.46515,72.304525,36.683375
234.583175,72.3602,36.72255
234.812825,72.78305,36.74305
234.861575,72.852475,36.763825
235.102575,73.06215,36.79115
235.60605,73.144825,36.8077
235.638225,73.661125,36.867975
235.650475,73.8187,36.95055
235.80695,73.856775,36.969975
235.818725,74.2228,36.98405
235.989225,74.337075,36.998075
236.270225,74.374425,37.03485
236.28865,74.546375,37.077625
236.5092,74.57335,37.148875
236.5791,74.889825,37.1833
236.605575,74.955225,37.19825
236.6874,75.155425,37.20925
236.7134,75.1925,37.2403
236.7591,75.214225,37.257725
236.9531,75.293025,37.3377
237.26255,75.31255,37.36985
237.327275,75.576125,37.38835
237.393875,75.626575,37.4003
237.494125,75.6598,37.41865
237.765075,76.102225,37.435125
237.802425,76.18335,37.455175
238.063625,76.3083,37.4764
238.159,76.329675,37.5104
239.095075,76.421925,37.52105
239.4362,76.4954,37.534475
239.557625,76.665875,37.548975
239.740075,76.74205,37.568925
239.8088,76.79685,37.58645
239.8189,76.9308,37.59885
240.0002,76.990725,37.6562
240.258675,77.495125,37.68615
240.274475,77.5364,37.786525
240.49315,77.8249,37.842075
240.548675,77.845025,37.8615
240.567725,77.8809,37.890075
240.688325,77.933875,37.92765
241.08625,77.990375,37.944675
241.12695,78.102025,37.9732
241.24605,78.162625,37.993775
241.385175,78.17875,38.0455
241.517,78.28305,38.09895
242.4259,78.348275,38.153475
242.53835,78.54995,38.1925
242.663025,78.746375,38.211725
242.686875,78.7703,38.22865
242.79595,78.98035,38.24145
243.0616,78.995,38.261425
243.252125,79.463025,38.296225
243.49895,79.71815,38.311
243.609,79.8623,38.371725
244.3069,79.9365,38.4087
244.330225,80.17575,38.42545
244.3999,80.2465,38.4482
244.69925,80.584425,38.51775
245.407725,80.600425,38.5535
245.4507,81.0713,38.56865
245.6398,81.124925,38.590725
246.026275,81.1575,38.61675
246.210675,81.170725,38.632975
246.27,81.187825,38.6512
246.480475,81.2029,38.6627
246.732075,81.54295,38.6728
247.142475,81.703025,38.6856
247.192625,81.716425,38.7001
247.269125,81.8834,38.71155
247.2814,81.910575,38.75855
247.569925,81.9404,38.796875
247.8562,82.015175,38.816775
247.857475,82.11335,38.838675
248.0297,82.201425,38.8607
248.4503,82.2342,38.872825
248.864925,82.3071,38.894025
249.454025,82.43335,38.924875
249.73205,82.533025,38.939475
250.0232,82.552625,38.97265
250.26115,82.590925,38.9973
250.465275,82.722775,39.00585
250.52485,82.8585,39.0355
250.56175,82.87655,39.08915
250.6677,83.0172,39.133175
250.7396,83.16965,39.15025
251.045825,83.248425,39.1664
251.180125,83.315075,39.223475
251.303025,83.361325,39.268175
251.453725,83.443625,39.283375
251.613375,83.459,39.327075
251.710275,83.502725,39.378025
251.83205,83.53,39.410525
252.155225,83.776325,39.42085
252.24715,83.8644,39.435875
252.9802,84.17685,39.4624
253.247575,84.227275,39.47785
253.426025,84.2765,39.600825
253.546425,84.37475,39.6764
253.56565,84.523025,39.7651
253.879375,84.620675,39.8006
254.060675,84.6947,39.9699
254.2157,84.78245,39.99365
254.28975,84.8537,40.003825
254.351675,84.893,40.024475
254.69395,84.91095,40.0458
254.962125,84.930975,40.068775
255.1989,84.9647,40.084075
255.40745,85.00625,40.125125
255.601675,85.02095,40.159625
256.2076,85.196675,40.185975
256.219375,85.218875,40.2115
256.476375,85.300925,40.222275
256.83505,85.31965,40.2486
257.057625,85.42875,40.274775
257.17795,85.436975,40.303825
257.622175,85.450725,40.34645
257.6376,85.467225,40.3476
258.088525,85.57285,40.360075
258.3005,85.658775,40.37215
258.400325,85.74665,40.39705
258.70485,85.77585,40.44205
258.793125,85.7899,40.486075
259.301875,85.871225,40.502925
259.360325,85.908,40.546275
259.4007,85.923775,40.576275
259.664025,86.04885,40.589025
259.997125,86.196225,40.6151
260.055325,86.31445,40.632575
260.278525,86.3623,40.646725
260.3866,86.422625,40.684575
260.5892,86.437175,40.7007
260.9637,86.6121,40.7183
260.991625,86.7153,40.7812
261.148,86.76055,40.80095
261.21025,86.845575,40.82405
261.637375,86.885025,40.888675
261.789525,86.906025,40.911175
261.84735,86.938575,40.959075
261.87335,86.981475,40.993175
262.282925,86.9952,41.027375
262.301725,87.04235,41.0451
262.75505,87.06235,41.057025
263.26155,87.15555,41.08955
263.381975,87.175,41.131325
263.57175,87.196075,41.1608
263.6246,87.590375,41.1865
263.670625,87.62105,41.232475
263.735975,87.790275,41.24065
263.783175,87.80765,41.24855
263.9724,87.88245,41.2787
264.0844,87.9214,41.30085
264.334225,87.969925,41.31315
264.456525,88.0357,41.346
264.525575,88.05295,41.4537
264.563225,88.083625,41.459575
264.8202,88.169525,41.48285
265.2185,88.43465,41.5114
265.3229,88.463675,41.531025
265.5267,88.636725,41.624025
265.588725,88.66075,41.68215
265.709225,88.6971,41.6989
266.028275,88.71205,41.7277
266.4219,88.7717,41.78435
266.4322,89.033325,41.8162
266.518525,89.062625,41.8314
266.639525,89.226175,41.8479
266.8721,89.24465,41.923
267.14865,89.266275,41.943775
267.306225,89.2894,41.98995
267.9,89.341875,42.0273
268.424275,89.404425,42.08115
268.4655,89.52245,42.09495
268.756475,89.684075,42.168875
268.767025,89.89225,42.185025
268.964125,89.95155,42.209325
269.0444,90.01335,42.219825
269.101625,90.1639,42.323725
269.280075,90.17565,42.402675
269.60905,90.4755,42.447525
269.791375,90.481575,42.453225
269.892075,90.55665,42.562875
269.9092,90.573875,42.586
270.1108,90.6021,42.596475
270.448125,90.6499,42.699025
270.59015,90.8472,42.726775
270.7444,91.015,42.75005
270.809975,91.156225,42.76655
270.9464,91.192575,42.797575
271.16915,91.334525,42.8144
271.429325,91.486125,42.831175
271.545675,91.576725,42.859775
271.670125,91.69545,42.87515
271.820575,91.75315,42.9331
272.29425,91.7827,42.9469
272.6559,91.85755,42.95525
272.77085,91.92085,42.97435
272.824925,92.148675,42.984675
272.99845,92.29245,43.00525
273.533725,92.328225,43.03955
273.5553,92.380475,43.053275
273.584675,92.4125,43.069825
273.63255,92.489425,43.086225
273.73875,92.66795,43.12425
273.770525,92.73335,43.21435
273.7946,93.2543,43.314825
273.88035,93.326775,43.353
273.947575,93.363575,43.3923
273.990425,93.457525,43.437675
274.016,93.4658,43.565425
274.15965,93.580875,43.622775
274.18765,93.64035,43.644625
274.539575,93.65225,43.664725
274.619325,93.686,43.686525
276.0999,94.366625,43.744375
277.1619,94.37905,43.826675
277.2024,94.409825,43.867825
277.25915,94.47995,43.8824
277.2811,94.62795,43.904625
277.7822,94.819325,43.9185
278.145075,94.857125,43.94305
278.322825,95.2514,43.991175
278.456975,95.313725,44.02125
278.53355,95.32595,44.057
278.790575,95.350925,44.0931
278.8876,95.377275,44.101525
278.977375,95.498375,44.121
279.367675,95.60535,44.211775
279.953425,95.617825,44.280575
279.9905,95.731175,44.3944
280.910925,95.7481,44.408875
280.951375,95.85455,44.52435
281.22915,95.8685,44.573525
281.322275,96.0757,44.593925
281.442525,96.291975,44.6473
281.594225,96.40635,44.6681
281.669825,96.41975,44.689475
281.98065,96.654575,44.702825
282.213075,96.876475,44.764075
282.303575,96.90205,44.7875
282.55335,97.2759,44.82925
282.659825,97.681275,44.876225
282.8344,97.691625,44.9028
282.881825,97.736575,44.95685
283.0427,98.037175,44.991775
283.156475,98.141625,45.067625
284.09975,98.253625,45.094125
284.13465,98.325475,45.117325
284.470125,98.52795,45.153225
285.51695,98.638075,45.16935
285.7512,98.887625,45.181525
285.8714,98.959875,45.19685
285.9703,98.9778,45.27115
286.262575,99.032125,45.3124
286.29865,99.08905,45.32295
286.38275,99.159575,45.331525
286.446675,99.288475,45.425625
286.709375,99.355525,45.442725
286.7221,99.384675,45.495775
286.866,99.5478,45.514325
287.121675,99.582025,45.541275
287.19495,99.742675,45.552
287.3194,99.90305,45.617275
287.343625,100.184375,45.64435
287.40865,100.3016,45.66855
287.4832,100.36525,45.675975
287.643625,100.414325,45.6893
287.906225,100.50585,45.7104
288.4129,100.857125,45.781825
288.775875,100.955325,45.811875
288.955025,101.145625,45.821725
289.207475,101.2669,45.846675
289.360925,101.401625,45.859725
289.5237,101.4756,45.8844
289.565625,101.645325,45.90455
289.7363,101.650575,45.93495
290.077925,101.965275,45.950625
290.20195,102.2667,46.001825
290.358175,102.5141,46.092475
290.438175,102.610725,46.1958
290.44565,102.68215,46.276475
290.609975,102.7207,46.31195
290.887075,102.735125,46.38625
290.956,102.9162,46.429225
292.171925,103.571175,46.47325
292.21125,104.22145,46.536725
292.781825,104.282025,46.557125
293.447225,104.62155,46.579075
293.55495,104.68645,46.612975
293.6434,105.1129,46.630475
293.73535,105.2685,46.661325
294.1117,105.3214,46.6839
294.4434,105.568625,46.69825
294.45185,105.980125,46.7148
294.501825,106.1641,46.7442
294.54275,106.1841,46.7967
294.62185,106.273725,46.858
294.8199,106.62655,46.91485
295.054625,106.63215,46.931475
295.10095,106.6457,46.94505
295.60125,106.797975,46.9727
295.77075,106.948625,47.0369
296.15225,106.994825,47.065575
296.435,107.0572,47.1035
297.1667,107.081425,47.140825
297.5253,107.250275,47.175575
297.63915,107.409825,47.26375
297.698325,107.430025,47.280525
298.21225,107.51695,47.30265
298.272525,107.532125,47.313825
298.458525,107.6313,47.3662
298.4711,107.6809,47.37755
298.61685,107.693025,47.392675
298.661025,108.038175,47.399
298.683275,108.097225,47.408925
298.69885,108.28565,47.44585
298.75305,108.370475,47.460775
298.846275,108.660225,47.48525
298.91965,108.830325,47.502725
299.0367,108.88345,47.5454
299.0739,108.90175,47.564175
299.161,109.235975,47.63085
299.3261,109.322775,47.665375
299.408775,109.361925,47.6819
299.423725,109.433225,47.72185
299.947375,109.4708,47.73995
300.3282,109.536,47.75985
300.85925,109.660875,47.767225
300.99885,109.74425,47.78655
301.02575,109.843775,47.834375
301.23085,109.92035,47.84015
301.432275,110.005075,47.8942
301.45545,110.0718,47.9098
301.462775,110.193875,47.947625
301.79645,110.418075,48.01595
301.8287,110.54025,48.097625
302.07545,110.809025,48.1097
302.10495,111.118075,48.14895
302.321975,111.33185,48.16805
302.6356,111.367425,48.186525
303.011425,111.84225,48.201675
303.3422,112.582725,48.223775
303.667675,112.595825,48.26275
303.797575,112.93005,48.295775
303.937275,113.813925,48.3816
304.3231,113.838875,48.398525
304.343425,113.878975,48.44335
304.4262,113.898975,48.46125
305.032025,113.94075,48.48205
305.063925,114.060425,48.536075
305.065575,114.08745,48.5547
305.22585,114.176375,48.654025
305.574625,114.191325,48.66745
306.142275,114.31165,48.692775
306.262825,114.326775,48.712075
306.452325,114.3769,48.7478
306.800525,114.55185,48.834975
306.8692,114.61495,48.847275
307.411075,114.646175,48.884575
307.71275,114.71125,48.927
308.291675,114.91765,48.975925
308.341375,115.11135,48.977475
308.52475,115.151375,48.987175
308.751,115.403225,49.00215
308.897425,115.77765,49.044075
308.948275,115.80735,49.093075
309.148075,115.962725,49.18605
309.35695,115.98545,49.207425
309.49855,116.025325,49.217
309.54215,116.0895,49.23405
309.55905,116.2805,49.29315
309.629325,116.387125,49.321725
309.734325,116.40515,49.47305
310.126925,116.59335,49.51365
310.160225,116.684025,49.53345
310.667675,116.84905,49.5716
310.768675,116.893625,49.580975
310.7877,116.9121,49.6932
310.80565,116.938075,49.713625
310.81005,116.9656,49.734725
310.86225,117.046125,49.771375
310.950725,117.08275,49.797
311.188575,117.137725,49.878675
311.381675,117.150775,49.96605
311.9137,117.1804,50.011925
311.95755,117.32035,50.031425
312.236775,117.4081,50.06475
312.336575,117.515825,50.096275
312.5972,117.5372,50.111975
312.722075,117.594875,50.1384
312.868775,117.73255,50.175575
312.884025,117.8561,50.198075
312.9145,117.9058,50.3221
313.002425,118.208025,50.343325
313.348825,118.25025,50.363975
313.74905,118.274775,50.3796
314.09745,118.2943,50.44815
314.199775,118.312775,50.475675
314.3421,118.358125,50.487325
314.78355,118.407075,50.50425
314.8283,118.438775,50.5287
315.113475,118.4572,50.568175
315.5249,118.47395,50.5957
316.3079,118.52155,50.622025
316.33725,118.533475,50.6562
316.373175,118.730825,50.669975
316.454875,118.789825,50.688875
317.067175,118.86855,50.702925
317.095375,118.95135,50.822625
317.462675,119.004575,50.864825
317.50765,119.1592,50.8826
317.5792,119.24565,50.8999
317.94855,119.299125,50.91455
318.3833,119.31615,50.9302
318.387075,119.336825,50.945675
318.6288,119.4421,50.9588
318.7594,119.5039,50.980175
318.7819,119.581225,51.060975
319.138025,119.6683,51.164475
319.2207,119.749,51.22465
319.5205,119.80455,51.24255
319.577125,119.855375,51.318375
319.6586,119.95725,51.32995
319.880525,119.981125,51.4101
320.0342,119.994025,51.426075
320.08635,120.1595,51.43975
320.1168,120.20855,51.48595
320.13395,120.26615,51.52765
320.139675,120.285925,51.547425
320.157625,120.32235,51.56645
320.6021,120.9118,51.5835
320.696925,121.035875,51.7076
320.73695,121.19335,51.745425
321.27805,121.24305,51.7635
321.305625,121.281325,51.77665
321.361625,121.42155,51.841825
321.511075,121.46015,51.88075
321.612975,121.471975,51.929375
321.678975,121.488925,51.951825
321.846875,121.535875,51.9834
322.04895,121.698825,52.00375
322.1903,121.727375,52.0195
322.2301,121.8062,52.085725
322.356325,121.851775,52.1794
322.491225,121.8712,52.271275
322.874925,121.9122,52.2866
322.923225,121.9605,52.3358
322.9339,122.037325,52.3961
322.93625,122.115775,52.44175
323.0261,122.25695,52.465075
323.057475,122.273725,52.478325
323.2276,122.5383,52.5018
323.36775,122.58045,52.583425
323.376875,122.606575,52.609925
323.44735,122.858225,52.630725
323.593725,122.924775,52.6514
323.60865,123.0145,52.688675
324.14465,123.028225,52.70555
324.160475,123.075425,52.7152
324.2263,123.087525,52.7351
324.4663,123.10025,52.76135
324.588225,123.1492,52.8378
324.842775,123.277325,52.8681
324.8567,123.3407,52.888375
324.965475,123.709225,52.963725
324.979675,123.73935,53.0169
324.984675,123.8313,53.103
325.0413,123.913675,53.123175
325.233575,123.971575,53.141975
325.3232,124.042475,53.1722
325.732125,124.0778,53.20235
325.939825,124.09435,53.288
325.960725,124.232725,53.41265
326.356925,124.29275,53.42125
326.417225,124.3871,53.43845
326.6199,124.628275,53.470075
326.73715,124.759875,53.47775
326.956675,124.939675,53.554575
327.327,125.013925,53.579425
327.487225,125.5102,53.64395
328.167675,125.71855,53.6852
328.2646,125.966925,53.702025
328.699875,126.341675,53.72265
329.2847,126.3829,53.804025
329.295375,126.428075,53.82805
329.506275,126.77595,53.928275
329.5618,126.796,53.95425
329.863125,126.885175,54.004925
329.8894,127.6506,54.0274
330.28505,127.682175,54.096725
330.2998,127.792925,54.110975
330.33405,127.982825,54.1692
330.40465,128.752375,54.210375
330.524225,128.7626,54.2471
331.1143,129.276525,54.263175
331.17135,129.6832,54.30255
331.527925,129.8117,54.336575
331.773825,129.970575,54.356575
331.92065,130.405875,54.39755
332.109275,130.43095,54.414175
332.219675,131.58945,54.424975
332.2361,131.73485,54.480425
332.3048,131.76025,54.527875
332.41945,132.0957,54.5443
332.684375,132.411125,54.5564
332.8202,132.971225,54.642575
333.152225,133.211575,54.68825
333.173625,133.2468,54.72545
333.544575,133.332375,54.754325
333.6211,133.63595,54.791425
333.6799,133.6924,54.8067
333.925975,133.881525,54.843575
334.0011,133.91385,54.87765
334.160025,134.053325,54.9022
334.41765,134.702625,54.915325
334.468225,135.09325,54.94185
334.707125,135.357425,54.95995
334.73605,135.458675,54.978425
334.96675,135.5352,54.986
335.0235,135.58495,54.997
335.144,135.65105,55.0102
335.299275,135.951375,55.0248
335.355325,136.06365,55.035925
335.361725,136.13445,55.08315
335.3674,136.240175,55.10725
335.470825,136.35395,55.15505
335.6888,136.696475,55.17015
335.705225,136.764225,55.271675
335.70815,136.9147,55.302025
335.889525,136.9462,55.32755
335.895275,137.02975,55.394875
336.087275,137.1715,55.40775
336.119,137.243325,55.492475
336.27535,137.32255,55.522675
336.67485,137.42425,55.636125
336.84815,137.568325,55.77615
336.89695,137.65285,55.842925
336.9932,137.685475,55.9117
337.17525,137.696725,55.953775
337.20545,137.7273,55.969775
337.6892,137.79865,55.995325
337.706825,137.883025,56.02375
337.7375,137.941,56.0348
337.7645,138.785925,56.056675
337.83435,139.110725,56.0776
337.865275,139.160675,56.084375
337.931025,139.288175,56.09245
337.9399,139.45285,56.101
338.004025,139.4962,56.165325
338.0356,139.50205,56.1833
338.1759,139.53865,56.1961
338.33745,139.5466,56.219
338.690425,139.5932,56.2847
338.987225,139.658825,56.425175
339.24615,139.8132,56.4402
339.51565,140.0386,56.49285
339.5611,140.155875,56.6413
339.646225,140.178875,56.67325
339.71265,140.215675,56.6876
339.796275,140.282225,56.714375
339.93995,140.332075,56.798875
339.979325,140.455025,56.8378
339.995725,140.4802,56.873725
340.05455,140.539075,56.8819
340.25705,140.6239,56.925525
340.375025,140.677275,56.93865
340.54075,140.85,56.950025
340.6815,140.979525,56.9836
341.2201,141.001225,56.99405
341.24805,141.0712,57.005925
341.3301,141.1312,57.061175
341.372925,141.236575,57.078525
341.44555,141.287825,57.089975
341.914425,141.30965,57.215325
342.20805,141.46945,57.24225
342.3029,141.49835,57.274425
342.50635,141.540525,57.329125
342.710475,141.55155,57.356225
342.7261,141.6242,57.42785
342.840975,141.6598,57.46115
342.922,141.705025,57.47455
342.976975,141.752225,57.494675
342.989,141.7957,57.5972
343.095775,141.9025,57.65925
343.2845,141.91365,57.7
343.29645,141.92755,57.714675
343.3469,141.9349,57.7742
344.4199,141.978325,57.8124
344.429075,141.99745,57.826925
344.499675,142.0058,57.883875
345.165025,142.0638,57.908425
345.195425,142.1279,57.927625
345.45025,142.145975,57.945175
345.5581,142.173475,57.974325
345.575475,142.342475,58.038275
345.681675,142.389975,58.056
345.81675,142.460575,58.109475
345.843375,142.52945,58.128525
345.986325,142.719875,58.2247
346.145375,142.77485,58.258375
346.286775,142.789825,58.282425
346.426975,142.79985,58.3035
346.6981,142.832875,58.3325
347.015775,142.94315,58.3486
347.147575,143.11315,58.3613
347.487375,143.13375,58.389
347.538075,143.176675,58.44975
347.621675,143.549125,58.469575
347.834525,143.6213,58.55745
347.888625,143.654425,58.645725
348.220475,143.706325,58.660125
348.422725,143.75485,58.6727
348.4449,143.7943,58.702125
348.5418,143.941925,58.737225
348.75095,143.9736,58.750725
348.752225,144.004025,58.760575
348.7791,144.0289,58.785575
349.2655,144.08115,58.79365
349.272125,144.139125,58.81075
349.459825,144.21785,58.8669
349.4899,144.264775,58.883
349.522425,144.3277,58.895225
349.76985,144.352,58.92355
349.852725,144.439725,58.9549
349.88285,144.4721,58.986175
349.91175,144.53535,58.999525
350.000375,144.61225,59.015325
350.29055,144.64185,59.040425
350.42695,144.6584,59.09735
350.544,144.7435,59.111375
350.63675,144.77125,59.214025
350.713175,144.852475,59.226425
350.7607,144.88295,59.291825
350.8945,145.037,59.3083
351.1976,145.0575,59.3204
351.2838,145.117675,59.340525
351.2923,145.165,59.3567
351.326325,145.21685,59.398675
351.5162,145.2426,59.41965
351.616625,145.29355,59.439425
351.734825,145.330675,59.4853
351.8806,145.37085,59.5385
352.0316,145.390125,59.55615
352.371225,145.42345,59.59305
352.59105,145.445575,59.613725
352.67635,145.5976,59.668425
352.874275,145.62625,59.77785
352.8944,145.6953,59.79915
353.1002,145.725125,59.877275
353.145,145.7686,59.9498
353.2408,145.799975,59.981225
353.531275,145.847425,60.003225
353.5909,145.8766,60.1151
353.719675,145.895175,60.243225
353.939675,145.9133,60.280175
354.2218,145.9342,60.291575
354.31355,146.0053,60.32675
354.346725,146.033425,60.33415
354.634375,146.113325,60.382625
354.7511,146.211275,60.4612
354.851775,146.289325,60.5474
354.8677,146.316575,60.5763
354.949325,146.331725,60.678475
355.235775,146.353825,60.750525
355.28675,146.372125,60.964925
355.337825,146.603825,61.23415
355.39315,146.636025,61.30375
355.520075,146.72325,61.37045
355.6124,146.72635,61.3798
355.804025,146.742325,61.420375
356.286,146.7573,61.471375
356.51605,146.782475,61.656475
356.53615,146.8226,61.885525
356.579725,146.84025,62.011025
356.663825,146.91015,62.239675
356.884575,147.145725,62.42925
357.2576,147.201,62.455725
357.2925,147.2307,62.65125
357.408425,147.381625,62.739925
357.46205,147.42255,62.841075
357.9849,147.49145,62.877075
358.33815,147.5415,63.027975
358.537925,147.5946,63.0686
358.677075,147.622625,63.076525
358.818725,147.65075,63.11915
358.877075,147.71745,63.253775
359.035525,147.775225,63.28685
359.70475,147.908175,63.3007
359.733425,147.9264,63.376725
359.849125,148.01315,63.39415
359.88735,148.077875,63.443925
360.134975,148.182575,63.616925
360.57255,148.4419,63.6797
360.619475,148.534825,63.756225
361.276075,148.60745,63.8638
361.53,148.72695,63.982425
361.6805,148.8049,64.04335
362.230975,148.831225,64.056275
362.458625,148.883725,64.06735
362.49685,148.914575,64.126175
362.727975,148.94405,64.2249
362.751725,148.980375,64.2716
363.03865,149.0013,64.3277
363.068075,149.12765,64.4039
363.080175,149.1759,64.4784
363.2951,149.34875,64.490175
363.387475,149.365975,64.53685
363.5821,149.3676,64.550325
364.001975,149.390125,64.56515
364.110225,149.396475,64.581
364.2102,149.41935,64.61385
364.25425,149.44345,64.722775
364.399325,149.484425,64.732275
364.45675,149.52195,64.7546
364.55085,149.548475,64.7971
364.894275,149.56365,64.822875
364.96505,149.608625,64.836625
364.97975,149.6593,64.885
365.0608,149.7144,64.909625
365.189125,149.729425,64.9592
365.259975,149.75185,65.166425
365.460675,149.8847,65.320575
365.7318,149.968975,65.330575
365.748075,150.05825,65.39955
365.959075,150.090775,65.470875
,150.11185,65.4859
,150.15935,65.587375
,150.193075,65.667425
,150.243875,65.749
,150.300425,65.75895
,150.37155,65.792075
,150.46035,65.88595
,150.47235,65.894625
,150.50685,66.03585
,150.545325,66.328625
,150.57315,66.406625
,150.610475,66.41405
,150.623675,66.47595
,150.66435,66.578675
,150.67425,66.600225
,150.74955,66.704
,150.76325,66.716775
,150.85755,66.746825
,150.939275,66.892275
,150.994625,67.195125
,151.03255,67.21145
,151.175125,67.299175
,151.210375,67.3161
,151.2672,67.327325
,151.28335,67.3706
,151.30295,67.438225
,151.398475,67.541175
,151.416775,67.604075
,151.49295,67.74355
,151.519375,67.843
,151.60745,67.86395
,151.627475,67.87455
,151.83145,67.92045
,151.873975,67.9632
,151.91355,68.01095
,151.9531,68.0475
,152.00205,68.1245
,152.066975,68.205375
,152.094625,68.224175
,152.21815,68.2484
,152.244125,68.365775
,152.28595,68.4339
,152.303275,68.492125
,152.32995,68.758325
,152.377575,68.837675
,152.476725,68.9655
,152.492475,68.97205
,152.52835,69.021025
,152.72145,69.1053
,152.754275,69.138225
,152.7773,69.18495
,152.82735,69.209375
,152.8434,69.220575
,153.099025,69.279975
,153.1724,69.45785
,153.186775,69.487575
,153.190475,69.504175
,153.1981,69.550475
,153.2264,69.609575
,153.240775,69.907925
,153.260575,70.124075
,153.2749,70.1327
,153.2967,70.318225
,153.324625,70.3412
,153.3917,70.409375
,153.444975,70.4741
,153.461275,70.554975
,153.5121,70.6746
,153.52645,70.735325
,153.6206,71.013125
,153.649275,71.032375
,153.772125,71.24385
,153.796,71.2503
,153.84925,71.4041
,153.92535,71.521675
,154.05675,71.654425
,154.072825,71.700325
,154.122225,71.749825
,154.2161,71.990325
,154.288075,72.0312
,154.34285,72.1698
,154.47695,72.197775
,154.50855,72.283875
,154.6898,72.387575
,154.9096,72.432475
,155.0155,72.743975
,155.045775,72.77165
,155.121675,72.812175
,155.164125,72.82595
,155.265775,72.907725
,155.289175,72.9157
,155.3521,72.9298
,155.3772,73.032425
,155.4498,73.160225
,155.54165,73.194175
,155.602125,73.230375
,155.61595,73.249475
,155.6295,73.343625
,155.6382,73.419975
,155.66145,73.46625
,155.69065,73.556925
,155.779925,73.637275
,155.797575,73.6765
,155.871775,73.83985
,155.928825,73.865775
,155.9738,73.892
,155.992075,73.988525
,156.01485,74.008725
,156.031475,74.068475
,156.071475,74.177
,156.1172,74.278575
,156.252425,74.302325
,156.263125,74.35145
,156.3864,74.37415
,156.424975,74.395025
,156.456525,74.433175
,156.5222,74.505725
,156.6226,74.532075
,156.63915,74.6045
,156.785575,74.627975
,156.84635,74.6903
