SPK_SPKC01a (NA),SPK_SPKC01b (weak inhibition),SPK_SPKC03a (no effect),SPK_SPKC07a (excited),SPK_SPKC09a (excited),SPK_SPKC12a (no effect),SPK_SPKC13a (inhibited),SPK_SPKC16a (inhibited)
38.800925,,160.377225,43.3127,34.697825,63.613,21.021975,85.60915
38.809675,,160.453875,43.39845,34.70645,63.62695,21.05765,85.74305
38.844725,,160.7775,43.430525,34.9104,63.635425,21.13345,85.82525
38.934675,,161.36505,43.471525,34.956925,63.673875,21.241025,85.85795
38.956575,,161.553525,43.538,34.959825,63.727625,21.246425,85.89695
39.017075,,161.8294,43.594675,35.029575,63.758125,21.2675,86.0602
39.071775,,161.93105,43.6617,35.057125,63.7832,21.283925,86.096025
39.10215,,162.424825,43.6854,35.093475,63.7907,21.30355,86.120725
39.158825,,162.5632,43.76325,35.117475,63.7964,21.327875,86.16485
39.21975,,162.929825,43.83125,35.196925,63.8071,21.3419,86.2283
39.26285,,163.23135,43.8974,35.24135,63.828525,21.351025,86.2627
39.30775,,163.3672,43.9394,35.2563,63.8582,21.3548,86.2719
39.3654,,163.401625,43.986375,35.305875,63.8653,21.4036,86.3142
39.428225,,163.4117,44.014225,35.36675,63.909875,21.407825,86.352725
39.532375,,163.529725,44.0328,35.383975,63.94705,21.4318,86.364075
39.56685,,163.5492,44.0474,35.425925,64.0412,21.45595,86.375525
39.6624,,163.55655,44.063175,35.515775,64.173775,21.464425,86.4154
39.76945,,163.761225,44.083275,35.55725,64.198875,21.50825,86.657175
39.79995,,163.914825,44.1065,35.6251,64.2235,21.53815,86.67335
39.833125,,164.125825,44.1521,35.674825,64.23555,21.570075,86.870575
39.904025,,164.155675,44.166325,35.72095,64.257825,21.6703,86.882825
39.9678,,164.870575,44.194625,35.73805,64.26565,21.67885,86.91385
40.04285,,165.415825,44.229375,35.7571,64.293025,21.71385,86.936975
40.078325,,165.51415,44.289525,35.848975,64.3242,21.716175,87.061125
40.16865,,166.032775,44.3214,35.877,64.32675,21.741225,87.076975
40.183425,,166.246975,44.36015,35.8912,64.3563,21.7464,87.155825
40.23485,,167.115975,44.43785,35.93585,64.374525,21.7542,87.17965
40.26105,,167.70845,44.5513,35.994275,64.416825,21.77585,87.2084
40.3187,,167.791825,44.628625,36.0415,64.43915,21.782175,87.238375
40.351625,,167.898075,44.65975,36.056025,64.50635,21.7986,87.27435
40.3973,,168.659475,44.822725,36.092675,64.571125,21.804075,87.415075
40.44595,,168.953875,44.86035,36.14935,64.6322,21.8179,87.454575
40.48415,,169.406975,44.913525,36.169925,64.6546,21.8291,87.475425
40.4911,,169.527075,44.9496,36.266925,64.664775,21.86185,87.5307
40.5243,,169.563475,44.9773,36.296875,64.700625,21.902125,87.551875
40.54985,,169.7529,44.99835,36.371175,64.714525,21.946725,87.576975
40.59005,,169.77785,45.03035,36.40085,64.724775,21.979275,87.6226
40.625425,,169.8234,45.0779,36.4724,64.892275,22.082475,87.716925
40.6396,,169.8559,45.141025,36.491175,64.9389,22.154925,87.729275
40.714775,,170.0515,45.186275,36.564925,64.972675,22.175475,87.74815
40.73415,,170.10735,45.233475,36.6082,64.9908,22.186475,87.8054
40.8179,,170.1238,45.259325,36.6871,65.004125,22.21405,87.884025
40.853875,,170.305,45.32325,36.6936,65.0075,22.217675,87.90105
40.87255,,170.39725,45.355625,36.7251,65.016075,22.233575,87.934675
40.906225,,170.803275,45.390425,36.73675,65.069025,22.24475,88.04355
40.93705,,171.761475,45.450875,36.777475,65.085875,22.258175,88.070175
40.959725,,171.9143,45.50335,36.8217,65.26035,22.265375,88.12635
40.99325,,172.618275,45.5359,36.875975,65.31415,22.268675,88.145425
41.024625,,172.799575,45.568225,36.9268,65.373025,22.2877,88.154725
41.05535,,172.8068,45.61385,36.96755,65.403775,22.296275,88.1998
41.0694,,172.8457,45.65715,36.9859,65.4136,22.315375,88.292525
41.0971,,172.934325,45.71815,36.993825,65.433575,22.325075,88.308025
41.124725,,173.0749,45.79035,37.08195,65.46205,22.3414,88.39265
41.240175,,173.126725,45.82675,37.182175,65.47015,22.363425,88.5104
41.2771,,173.55245,45.87255,37.191925,65.472725,22.3964,88.543925
41.36595,,174.721425,45.95355,37.264375,65.501125,22.433875,88.5653
41.393925,,175.140425,46.000825,37.357975,65.50465,22.47705,88.60255
41.4468,,175.2214,46.0433,37.3873,65.5655,22.48695,88.626625
41.5767,,175.279575,46.1758,37.413875,65.579,22.50365,88.722475
41.626275,,175.315925,46.337225,37.4429,65.592625,22.5149,88.892825
41.72175,,175.865525,46.442975,37.46675,65.602,22.532425,89.05195
41.768325,,175.8762,46.518625,37.495425,65.62135,22.552275,89.1105
41.80905,,176.18315,46.57275,37.5673,65.646325,22.586675,89.192575
41.8368,,176.525825,46.60595,37.6099,65.649725,22.6034,89.23845
42.017275,,176.735675,46.645525,37.63445,65.6738,22.636,89.28585
42.050375,,177.214675,46.6878,37.6581,65.714875,22.696,89.3068
42.10135,,178.72265,46.7092,37.686125,65.733225,22.722975,89.328325
42.139,,179.2698,46.76845,37.72745,65.758975,22.742275,89.3811
42.164825,,179.44455,46.89175,37.76945,65.788025,22.7793,89.388925
42.204375,,179.959775,46.9414,37.806575,65.808425,22.789375,89.65385
42.222975,,179.989025,46.980125,37.837575,65.8233,22.814525,89.678425
42.248475,,180.183,47.059725,37.860925,65.836825,22.836075,89.753975
42.2954,,180.2413,47.1843,37.889775,65.866175,22.8505,89.8031
42.34625,,180.47405,47.2414,37.9021,65.873325,22.881825,89.9419
42.3949,,180.51075,47.369675,37.92255,65.8815,22.92465,90.003275
42.448925,,181.52915,47.466875,37.94855,65.913775,22.9808,90.046275
42.494325,,181.55065,47.54295,38.0257,65.926525,23.00355,90.079975
42.5286,,182.370275,47.59285,38.04795,65.958825,23.01665,90.11615
42.56985,,182.511925,47.6311,38.083975,65.984125,23.033175,90.12835
42.65205,,182.84475,47.703275,38.1263,66.0198,23.059325,90.15435
42.699625,,183.094875,47.722725,38.17515,66.2167,23.078675,90.196775
42.777275,,183.464275,47.789625,38.2217,66.2256,23.090825,90.2636
42.7964,,184.07865,47.86655,38.237225,66.252575,23.09735,90.28495
42.828075,,184.570575,47.92475,38.2805,66.2725,23.110275,90.46155
42.842975,,184.681175,47.985425,38.3138,66.28965,23.125325,90.589875
42.858875,,185.542625,48.032925,38.329375,66.309475,23.159,90.59675
42.90375,,185.7643,48.07085,38.351025,66.318775,23.17865,90.61425
42.937,,186.293625,48.142125,38.38405,66.36645,23.194425,90.623875
42.94395,,186.77345,48.1941,38.408025,66.377125,23.24755,90.662925
42.973,,186.779,48.22245,38.468875,66.3974,23.3162,90.677875
42.99825,,186.951075,48.25095,38.4861,66.40725,23.343725,90.987725
43.071275,,187.570725,48.29245,38.506875,66.41085,23.347375,91.024425
43.107175,,187.69745,48.31745,38.572575,66.455,23.367925,91.0699
43.157,,188.2866,48.345625,38.662675,66.471175,23.395475,91.083875
43.2014,,188.534425,48.4153,38.67485,66.4775,23.46625,91.1243
43.22265,,188.614575,48.454375,38.72465,66.53705,23.51,91.131025
43.257425,,188.78085,48.4892,38.7521,66.59775,23.5416,91.2141
43.29755,,188.822775,48.530525,38.781575,66.63085,23.5618,91.257675
43.340425,,189.000025,48.5778,38.806225,66.64655,23.589875,91.2674
43.4256,,189.047525,48.606475,38.819225,66.665425,23.6031,91.335625
43.4903,,189.41555,48.6625,38.9373,66.68215,23.609925,91.4856
43.543,,189.5952,48.688625,38.950375,66.7027,23.62855,91.546
43.5803,,190.235025,48.71345,39.0188,66.734675,23.63405,91.566425
43.6639,,190.44945,48.744325,39.039225,66.7466,23.674775,91.582175
43.7028,,191.9871,48.773925,39.0537,66.7698,23.6823,91.695625
43.78795,,193.01825,48.7975,39.075775,66.809225,23.69055,91.724225
43.82355,,193.036475,48.820025,39.13015,66.87505,23.697425,91.81235
43.89655,,193.3699,48.8457,39.169375,67.0041,23.709625,91.9366
43.945225,,194.10835,48.887675,39.2056,67.02135,23.717875,92.01275
43.973175,,195.2953,48.915925,39.252425,67.066975,23.740425,92.0789
44.009275,,195.515875,48.945925,39.26575,67.080675,23.7685,92.12175
44.013725,,195.747325,48.980675,39.27245,67.108575,23.7882,92.1802
44.03385,,196.584725,49.017325,39.4021,67.129125,23.836275,92.203375
44.0774,,196.75985,49.054525,39.425175,67.130625,23.893375,92.3114
44.126375,,196.7713,49.0774,39.478725,67.17045,23.93895,92.320175
44.150525,,197.402025,49.10335,39.5329,67.1774,23.977625,92.3571
44.1833,,197.80295,49.13415,39.5503,67.2008,24.042875,92.388075
44.2806,,198.194725,49.162025,39.5838,67.236075,24.057475,92.42485
44.334975,,198.560275,49.200325,39.675975,67.27205,24.065475,92.426125
44.36215,,199.03795,49.2681,39.6938,67.28605,24.082475,92.548725
44.401925,,199.094475,49.297925,39.72045,67.3205,24.088875,92.6136
44.4647,,199.2116,49.3385,39.739125,67.355875,24.112925,92.671875
44.522475,,199.4114,49.407225,39.815025,67.387,24.1184,92.757825
44.57755,,199.46615,49.468725,39.83875,67.395425,24.1393,92.88565
44.61255,,199.675325,49.5144,39.8622,67.48345,24.15075,92.923525
44.723925,,199.88665,49.545175,39.888925,67.631325,24.169425,92.9621
44.764625,,200.56315,49.581125,39.9182,67.652875,24.182875,93.04625
44.78715,,200.587375,49.606725,39.94845,67.66165,24.1985,93.138575
44.824875,,200.7905,49.650775,39.974075,67.68495,24.206325,93.220125
44.890175,,201.446925,49.679975,39.996675,67.69625,24.2388,93.3588
44.92385,,201.639925,49.7558,40.0121,67.71115,24.25925,93.4868
44.959825,,201.673925,49.80475,40.04,67.72185,24.2663,93.517775
44.9926,,202.344425,49.849825,40.060275,67.7412,24.299825,93.55905
45.049525,,202.444975,49.890925,40.0865,67.814075,24.349825,93.600725
45.079825,,202.511275,49.911375,40.098875,67.83165,24.3975,93.699625
45.124825,,202.76415,49.93655,40.15275,67.835225,24.405025,93.778325
45.16015,,202.870475,49.95865,40.183825,67.892525,24.413125,93.8652
45.2239,,203.1362,49.98305,40.2007,67.9001,24.420625,93.944225
45.28095,,203.394575,50.015775,40.2224,67.912625,24.433625,93.994425
45.300925,,203.558375,50.033125,40.240275,67.98505,24.505775,94.1862
45.3316,,203.71485,50.067025,40.3287,68.11585,24.523875,94.2171
45.3413,,203.806625,50.098,40.386125,68.181575,24.53945,94.235425
45.371875,,203.861675,50.126125,40.4405,68.185,24.55,94.250825
45.4108,,203.900825,50.156075,40.482025,68.21295,24.5641,94.267825
45.48195,,203.910525,50.193625,40.503625,68.254675,24.580375,94.357875
45.542025,,203.9309,50.26825,40.52925,68.266275,24.586375,94.369775
45.57905,,204.478925,50.348875,40.56595,68.271475,24.59865,94.616925
45.633425,,204.52045,50.396775,40.59225,68.33315,24.61405,94.6366
45.66385,,204.547175,50.4266,40.6054,68.377925,24.617525,94.6994
45.751025,,204.75135,50.451075,40.641175,68.409825,24.64515,94.7366
45.809225,,204.762275,50.473225,40.68205,68.450125,24.665375,94.756575
45.88415,,205.0698,50.507075,40.70335,68.5721,24.70405,94.812775
45.99025,,205.124225,50.542225,40.721375,68.65965,24.88875,94.8572
46.03715,,205.241475,50.5987,40.755275,68.68645,24.90995,94.9545
46.0554,,205.26865,50.63505,40.783375,68.71715,24.9135,95.026975
46.0852,,205.375125,50.690825,40.802825,68.7441,24.92045,95.097625
46.109575,,205.4164,50.819425,40.817375,68.74975,24.951425,95.106875
46.1266,,206.02375,50.86445,40.850025,68.77565,24.9708,95.141575
46.156925,,206.04945,50.9178,40.910925,68.79485,24.975,95.17415
46.18635,,206.0949,50.986875,40.916625,68.833875,24.98965,95.227725
46.265475,,206.139275,51.01835,40.99715,68.869025,25.019925,95.2735
46.377875,,206.40275,51.042075,41.0428,68.909825,25.0353,95.3507
46.4983,,206.74245,51.126975,41.069625,68.923525,25.05905,95.399325
46.568575,,206.81605,51.161375,41.092775,68.936625,25.087575,95.556575
46.6121,,206.831225,51.21535,41.138475,68.952925,25.279375,95.6806
46.6582,,206.8814,51.24735,41.14995,68.979825,25.34085,95.77265
46.698225,,206.888825,51.323025,41.167925,69.021125,25.345975,95.7868
46.7506,,207.205825,51.3741,41.236025,69.094075,25.351275,95.90965
46.799275,,207.479225,51.424575,41.288425,69.11375,25.35945,96.05925
46.835025,,207.795475,51.46085,41.30445,69.170325,25.36345,96.127
46.897675,,208.059,51.490675,41.336525,69.219425,25.36975,96.1668
46.951425,,208.1817,51.5144,41.35,69.2486,25.3882,96.24485
47.0218,,208.232475,51.5818,41.400325,69.292175,25.391475,96.251125
47.0975,,208.333025,51.632625,41.406925,69.306475,25.397,96.266975
47.1671,,208.3537,51.66355,41.416825,69.344075,25.4204,96.2756
47.1905,,208.7184,51.73175,41.431725,69.364725,25.426325,96.329575
47.2352,,209.221975,51.79875,41.468225,69.426525,25.461825,96.574325
47.293675,,209.392975,51.84925,41.515075,69.59335,25.50795,96.5937
47.34405,,209.39455,51.8967,41.5436,69.61865,25.573925,96.732025
47.467475,,209.767225,51.935125,41.6021,69.63795,25.710625,96.8405
47.53845,,209.804475,52.018125,41.62405,69.66135,25.7205,96.9497
47.564475,,209.8871,52.0823,41.691325,69.67605,25.744125,97.077125
47.6166,,209.89505,52.123375,41.7338,69.69455,25.75455,97.139475
47.67445,,210.11225,52.1488,41.759025,69.699075,25.76495,97.250875
47.72835,,210.1957,52.17655,41.78275,69.7279,25.796725,97.282225
47.781375,,210.203375,52.208025,41.813575,69.776275,25.801125,97.611325
47.861325,,210.43595,52.2366,41.83945,69.974,25.81675,97.646375
47.9094,,211.287225,52.2605,41.87225,69.977125,25.856725,97.673
47.941425,,211.6387,52.29025,41.89715,69.97855,25.87055,97.69305
47.996025,,211.8463,52.3308,41.991625,69.98,25.895075,97.71185
48.0204,,212.069125,52.3637,42.006475,69.9835,25.92185,97.867275
48.06025,,212.139575,52.40345,42.02065,69.98685,26.0117,97.878225
48.10495,,212.149975,52.4396,42.04885,69.9967,26.16745,97.8863
48.149375,,212.19615,52.48465,42.1157,70.060875,26.18075,98.202175
48.2255,,212.208175,52.53565,42.202875,70.071425,26.21595,98.471925
48.28045,,212.245075,52.5728,42.22415,70.135125,26.2349,98.527125
48.31245,,212.2523,52.6512,42.292725,70.2947,26.2419,98.556625
48.3537,,212.4001,52.675825,42.2978,70.316975,26.24445,98.58305
48.37725,,212.554675,52.691825,42.318875,70.346725,26.25565,98.64155
48.41985,,213.17975,52.7113,42.36375,70.37595,26.2936,98.701025
48.45595,,213.27585,52.742375,42.390825,70.4008,26.316875,98.84825
48.48465,,213.559075,52.802925,42.458875,70.406725,26.346125,98.923475
48.52895,,213.570675,52.83355,42.496375,70.432925,26.34935,98.951225
48.5633,,213.615675,52.862525,42.509475,70.4344,26.42535,98.992825
48.624225,,213.626275,52.895225,42.523925,70.446175,26.480275,99.03365
48.729225,,213.64075,52.9473,42.5543,70.467025,26.5267,99.2147
48.7555,,213.662375,52.996475,42.6498,70.489825,26.572575,99.311925
48.79055,,213.776725,53.040925,42.6957,70.528825,26.6208,99.368125
48.86115,,213.932075,53.08995,42.7112,70.5925,26.623425,99.481875
48.9099,,213.961075,53.121475,42.7359,70.727175,26.64565,99.488025
49.000075,,214.06285,53.155275,42.772325,70.811375,26.6732,99.5024
49.018875,,214.089325,53.21375,42.802525,70.828175,26.682,99.55485
49.05355,,214.0914,53.24355,42.819475,70.831375,26.688,99.627425
49.07565,,214.112725,53.272,42.859475,70.844725,26.719025,99.675475
49.1502,,214.1377,53.29435,42.885525,70.856875,26.738925,99.76525
49.283525,,214.201175,53.32755,42.924275,70.878575,26.7696,99.785525
49.352025,,214.2081,53.3623,42.957875,70.8949,26.8093,99.810875
49.393275,,214.90155,53.38665,42.9726,70.92325,26.922475,99.9079
49.427975,,215.15765,53.4173,43.003275,70.95195,26.9601,99.96435
49.4412,,215.1751,53.480125,43.031075,71.0284,27.0017,99.980075
49.487475,,215.479,53.5047,43.044575,71.202375,27.031525,100.036675
49.54285,,215.5397,53.53465,43.08105,71.20665,27.040425,100.0663
49.57815,,215.572725,53.57135,43.136875,71.21345,27.058725,100.08815
49.72695,,215.9267,53.614425,43.19855,71.2385,27.06055,100.18605
49.7882,,216.3795,53.654175,43.303475,71.24525,27.06845,100.216425
49.8435,,216.53125,53.729275,43.38975,71.271925,27.101625,100.26015
49.87275,,216.70475,53.750525,43.4482,71.28315,27.10965,100.304375
49.9633,,216.878375,53.779325,43.479175,71.306325,27.13915,100.31535
50.044025,,217.2204,53.814425,43.505725,71.314325,27.1441,100.351775
50.07975,,217.244075,53.83575,43.626325,71.322775,27.162875,100.4141
50.149875,,217.425025,53.897275,43.663325,71.34565,27.1854,100.504575
50.19525,,217.492725,53.972625,43.683875,71.378925,27.199425,100.5487
50.210575,,217.51895,54.004225,43.702275,71.420675,27.2638,100.6369
50.240525,,217.536975,54.048225,43.7888,71.4497,27.339075,100.824225
50.314225,,218.889175,54.0682,43.8127,71.47525,27.36175,100.900575
50.393225,,218.91655,54.090925,43.835275,71.504975,27.3772,100.9127
50.509975,,219.178875,54.111625,43.87005,71.565575,27.4341,100.998075
50.567075,,219.5442,54.153925,43.920025,71.59505,27.450075,101.101025
50.608925,,220.1219,54.190825,43.944875,71.621975,27.461275,101.1251
50.650775,,220.697375,54.227975,43.972125,71.64895,27.478325,101.236625
50.7019,,221.1761,54.256725,44.05625,71.6503,27.485825,101.243675
50.835575,,221.217475,54.284675,44.0967,71.662275,27.5076,101.408225
50.9054,,221.529825,54.3061,44.10905,71.6908,27.5145,101.5006
50.964625,,221.610975,54.335275,44.13085,71.729,27.54015,101.51445
51.00265,,221.665725,54.378925,44.1494,71.731025,27.5832,101.53735
51.03985,,221.720175,54.408925,44.164975,71.996625,27.6113,101.560025
51.07375,,221.906075,54.441975,44.1845,72.034375,27.69575,101.58645
51.124775,,222.145725,54.5029,44.226325,72.041525,27.739375,101.6018
51.170875,,222.17235,54.5371,44.2598,72.0493,27.80225,101.666825
51.186425,,223.84515,54.5661,44.296875,72.055075,27.815925,101.79215
51.236225,,224.239475,54.6177,44.315025,72.057575,27.82595,101.953025
51.28925,,224.407875,54.6508,44.3417,72.076325,27.83945,101.961025
51.326475,,224.4282,54.689525,44.3927,72.132875,27.85095,102.0107
51.3675,,224.57925,54.728525,44.404775,72.219325,27.886275,102.051775
51.4171,,224.61765,54.753725,44.4153,72.38965,27.902125,102.06345
51.4731,,225.033725,54.786275,44.43555,72.40325,27.91915,102.1102
51.524475,,225.253225,54.835975,44.513825,72.40905,27.92925,102.139525
51.589025,,227.216575,54.91405,44.527175,72.4275,27.959075,102.1593
51.6694,,227.39665,54.96485,44.5623,72.435875,27.9739,102.210425
51.6982,,228.254275,55.01615,44.587225,72.470525,28.016575,102.279825
51.743375,,229.0281,55.062575,44.73115,72.49245,28.088875,102.303325
51.7924,,229.43405,55.1034,44.759,72.620975,28.155175,102.321475
51.8486,,229.4655,55.2652,44.7858,72.8534,28.1784,102.378975
51.902925,,229.542625,55.296275,44.8227,72.860475,28.1874,102.41305
51.958975,,229.615375,55.378,44.8463,72.8625,28.192425,102.450675
52.0369,,230.045025,55.42065,44.9632,72.874825,28.200875,102.56045
52.079875,,230.225475,55.470075,44.9839,72.87955,28.2193,102.614475
52.12765,,230.372225,55.57545,45.012675,72.893825,28.231425,102.67555
52.1494,,230.5588,55.85285,45.04085,72.9362,28.27405,102.7933
52.189525,,230.614225,55.906575,45.079075,72.94985,28.2983,102.807825
52.24595,,230.64765,55.9635,45.107425,72.959225,28.3316,102.84305
52.3403,,230.65945,56.0142,45.126975,72.993925,28.3443,102.87505
52.509,,230.927075,56.0723,45.149125,73.071425,28.3777,102.89225
52.58355,,231.362925,56.0944,45.15695,73.21915,28.3989,102.95645
52.6576,,232.33765,56.182775,45.184925,73.226425,28.4342,102.974325
52.7789,,232.350375,56.21335,45.235675,73.236625,28.47025,103.006525
52.83875,,232.732175,56.2363,45.296025,73.27395,28.523875,103.217475
52.8783,,232.749475,56.292125,45.314075,73.279575,28.558175,103.251275
52.9637,,233.57815,56.333875,45.324275,73.300225,28.615125,103.3078
53.01045,,235.189675,56.381125,45.338825,73.3625,28.6591,103.349075
53.04675,,235.8953,56.445875,45.350925,73.414725,28.728175,103.435575
53.083725,,236.05255,56.4766,45.386825,73.42685,28.733125,103.516575
53.118625,,236.38635,56.67195,45.45435,73.45345,28.750125,103.60445
53.1888,,236.6478,56.778025,45.481025,73.47865,28.755775,103.64975
53.27,,236.80015,56.964275,45.50735,73.501775,28.76095,103.658525
53.338475,,237.689425,57.0456,45.547375,73.525725,28.785075,103.68835
53.4425,,238.687075,57.1235,45.55885,73.53795,28.79215,103.71685
53.532775,,239.51605,57.196675,45.590925,73.5584,28.818225,103.810375
53.601025,,239.8041,57.243375,45.681725,73.564725,28.842825,103.851675
53.684875,,240.14515,57.31725,45.69855,73.58115,28.8555,103.8846
53.728125,,240.4213,57.424,45.780175,73.585325,28.894225,103.89425
53.818725,,241.208525,57.503425,45.802875,73.61685,28.92045,103.904775
53.8355,,241.925825,57.562575,45.849325,73.629075,28.956425,103.9155
53.915675,,242.047,57.79585,45.86535,73.738,29.00145,104.00175
53.954,,242.33625,57.910425,45.902375,73.765525,29.005375,104.019725
53.977475,,242.830575,57.9894,46.02965,73.805825,29.04335,104.063175
54.1083,,245.92635,58.15165,46.088375,73.8518,29.095575,104.1041
54.170425,,246.61485,58.230375,46.116175,73.968975,29.102375,104.13485
54.2077,,246.868975,58.37105,46.12735,74.001875,29.105525,104.16205
54.266225,,247.289325,58.45595,46.1416,74.004825,29.1148,104.1651
54.33595,,247.43695,58.51085,46.148575,74.01505,29.143325,104.198725
54.37655,,247.977725,58.592075,46.166625,74.0548,29.169675,104.221675
54.448325,,249.43165,58.777575,46.18305,74.081325,29.1873,104.45025
54.490425,,249.957275,58.833625,46.2464,74.0959,29.19615,104.4727
54.513475,,250.259775,58.910125,46.26935,74.1246,29.21245,104.500975
54.584175,,250.41485,58.9736,46.30465,74.21455,29.231175,104.5511
54.624125,,250.622475,59.017375,46.33855,74.29985,29.236575,104.6106
54.65625,,250.711125,59.076275,46.352475,74.3226,29.25425,104.68495
54.74875,,251.73035,59.12655,46.3989,74.328425,29.259275,104.7439
54.81655,,252.193925,59.171475,46.41865,74.344325,29.27605,104.786575
54.8855,,252.9661,59.23635,46.4384,74.352975,29.334925,104.841175
54.95235,,254.1064,59.29995,46.459075,74.35815,29.45415,104.89075
55.035225,,255.181375,59.367475,46.55795,74.388225,29.47565,104.9147
55.101875,,255.2407,59.428625,46.5849,74.39645,29.487625,104.9393
55.13155,,256.112725,59.477475,46.680775,74.467175,29.5348,105.04425
55.191775,,256.32835,59.575325,46.73615,74.490275,29.5924,105.0607
55.26585,,256.45515,59.791225,46.779475,74.50365,29.619975,105.119675
55.313175,,256.838125,59.8593,46.799975,74.5347,29.656075,105.28915
55.326175,,257.0592,59.917125,46.836225,74.568075,29.6713,105.310625
55.39995,,257.426325,59.965325,46.8917,74.60475,29.692775,105.36285
55.4478,,257.848725,60.0248,46.90955,74.668,29.709875,105.3973
55.53935,,257.88455,60.089025,46.9378,74.71415,29.754525,105.411925
55.61545,,258.496225,60.1543,47.02655,74.8136,29.769775,105.467825
55.674925,,259.255275,60.220275,47.0596,74.8309,29.77415,105.49435
55.7006,,260.054575,60.26525,47.0792,74.837525,29.8047,105.59435
55.74495,,260.058875,60.330275,47.10825,74.860275,29.832025,105.6226
55.861475,,260.153225,60.371275,47.1385,74.8709,29.860775,105.64225
55.957275,,260.17595,60.446225,47.1676,74.894575,29.86955,105.6651
55.988325,,260.38885,60.4926,47.184175,74.896825,29.876475,105.74925
56.07945,,260.4411,60.55345,47.20595,74.920175,29.904825,105.76925
56.1171,,260.746325,60.586,47.22545,74.9405,29.930275,105.79735
56.18885,,261.3374,60.63145,47.236425,74.970775,29.974375,105.82165
56.24095,,261.52095,60.67825,47.258875,74.9956,30.0056,105.92555
56.35175,,262.78075,60.714675,47.31405,75.030525,30.056575,105.968275
56.40965,,263.0073,60.7495,47.343625,75.049975,30.082675,105.982475
56.452925,,263.46175,60.915325,47.3819,75.08785,30.0924,106.01705
56.4557,,263.5274,60.99535,47.43035,75.2105,30.110375,106.0993
56.48,,263.846725,61.052725,47.46405,75.24105,30.14965,106.11195
56.5252,,264.1123,61.098275,47.5637,75.25615,30.1878,106.127625
56.5874,,264.30785,61.147825,47.587875,75.28265,30.196125,106.177325
56.62165,,264.3379,61.2247,47.65675,75.288075,30.23715,106.19455
56.6503,,264.3864,61.316325,47.71955,75.316425,30.260775,106.2819
56.688525,,264.545925,61.416775,47.742725,75.3885,30.281025,106.37335
56.743025,,,61.4768,47.77365,75.469475,30.311575,106.40265
56.776925,,,61.542275,47.82675,75.634475,30.336725,106.4768
56.804725,,,61.594425,47.857425,75.6384,30.3797,106.532825
56.816375,,,61.63405,47.8702,75.664375,30.3867,106.5987
56.852525,,,61.66305,47.896125,75.669725,30.391075,106.6715
56.9486,,,61.700525,47.941725,75.69765,30.429175,106.680975
56.98045,,,61.74325,47.986475,75.702925,30.4309,106.749175
57.06065,,,61.79525,48.00535,75.712225,30.4856,106.898475
57.088775,,,61.836125,48.023875,75.73845,30.549725,106.923125
57.147625,,,61.871875,48.054675,75.742025,30.607225,106.945675
57.17355,,,61.897675,48.0784,75.803525,30.624975,106.97435
57.18245,,,61.981725,48.17965,75.8062,30.6527,107.075425
57.259775,,,62.04365,48.207175,75.8307,30.6646,107.0808
57.281,,,62.105225,48.218125,75.836625,30.6724,107.10615
57.29115,,,62.1488,48.2406,75.91245,30.68105,107.151925
57.369,,,62.180525,48.3079,76.007375,30.70845,107.180525
57.4005,,,62.217225,48.326775,76.084025,30.732525,107.21545
57.440725,,,62.260325,48.3503,76.0909,30.749125,107.257
57.4891,,,62.320875,48.4232,76.094925,30.757725,107.35455
57.528175,,,62.392825,48.48505,76.099175,30.780325,107.382075
57.57175,,,62.426825,48.5386,76.132425,30.813525,107.41025
57.61035,,,62.487275,48.57875,76.157275,30.835575,107.55075
57.713225,,,62.54515,48.59865,76.16545,30.869025,107.55695
57.746275,,,62.5921,48.622875,76.17095,30.891875,107.570925
57.79195,,,62.6322,48.6817,76.1787,30.8965,107.698875
57.823625,,,62.678625,48.732125,76.185625,30.913125,107.726
57.85,,,62.75675,48.76545,76.203725,30.9244,107.819625
57.8798,,,62.790575,48.8428,76.2301,30.92635,107.874125
57.903925,,,62.8267,48.877675,76.290625,30.93025,107.9031
57.9275,,,62.9141,48.91185,76.34855,30.94,107.927625
57.96845,,,62.9543,48.961575,76.38795,30.95065,107.990075
57.987425,,,63.059625,48.99565,76.551825,30.9939,108.0224
58.025925,,,63.077775,49.068925,76.556225,31.071125,108.06595
58.054025,,,63.1064,49.123425,76.5604,31.1627,108.083675
58.08005,,,63.139425,49.2109,76.590075,31.165025,108.105025
58.119675,,,63.170175,49.232925,76.6133,31.176475,108.2006
58.135525,,,63.2049,49.2598,76.615,31.18125,108.229975
58.2157,,,63.261675,49.300825,76.6257,31.1886,108.36815
58.258675,,,63.294775,49.358575,76.6651,31.198525,108.376725
58.34765,,,63.3245,49.382625,76.67775,31.2056,108.4957
58.408325,,,63.349625,49.407075,76.723325,31.214425,108.522825
58.44055,,,63.3743,49.4179,76.760025,31.222225,108.55675
58.484825,,,63.39685,49.431925,76.79875,31.2275,108.647825
58.544325,,,63.42045,49.52335,76.84915,31.23375,108.665725
58.639525,,,63.45085,49.544225,76.8927,31.24425,108.74685
58.672725,,,63.48155,49.572725,76.9434,31.273325,108.791825
58.699325,,,63.515175,49.6705,76.976075,31.304675,108.807975
58.73695,,,63.5381,49.704625,76.986,31.33475,108.8181
58.794175,,,63.58045,49.750275,76.9972,31.35545,108.8256
