SPK_SPKC01a (NA),SPK_SPKC01b (weak inhibition),SPK_SPKC03a (no effect),SPK_SPKC07a (excited),SPK_SPKC09a (excited),SPK_SPKC12a (no effect),SPK_SPKC13a (inhibited),SPK_SPKC16a (inhibited)
,,,,,246.726275,199.14105,
,,,,,246.80955,199.1859,
,,,,,246.826425,199.2461,
,,,,,246.843475,199.316975,
,,,,,246.859475,199.3731,
,,,,,246.8652,199.400075,
,,,,,246.8807,199.42625,
,,,,,246.89105,199.447875,
,,,,,246.895525,199.462525,
,,,,,246.907025,199.494975,
,,,,,246.923225,199.5121,
,,,,,246.9377,199.529175,
,,,,,246.946125,199.54455,
,,,,,246.964475,199.5586,
,,,,,247.009825,199.57065,
,,,,,247.044075,199.57945,
,,,,,247.069775,199.587075,
,,,,,247.103175,199.6222,
,,,,,247.1342,199.6539,
,,,,,247.165775,199.69455,
,,,,,247.23825,199.740075,
,,,,,247.337675,199.78575,
,,,,,247.353275,199.81745,
,,,,,247.3623,199.8374,
,,,,,247.37385,199.85985,
,,,,,247.405825,199.8869,
,,,,,247.4248,199.9192,
,,,,,247.4294,199.92845,
,,,,,247.507075,199.967575,
,,,,,247.513325,199.982725,
,,,,,247.531925,200.015825,
,,,,,247.560425,200.02835,
,,,,,247.588275,200.035875,
,,,,,247.622925,200.049775,
,,,,,247.642575,200.086225,
,,,,,247.67025,200.116875,
,,,,,247.678175,200.168,
,,,,,247.6927,200.197325,
,,,,,247.714575,200.2174,
,,,,,247.863875,200.22665,
,,,,,247.9095,200.234125,
,,,,,247.934425,200.25325,
,,,,,247.94355,200.2587,
,,,,,247.9725,200.2707,
,,,,,247.9747,200.28125,
,,,,,247.97935,200.299975,
,,,,,248.0049,200.32495,
,,,,,248.015575,200.345575,
,,,,,248.035725,200.351125,
,,,,,248.0725,200.3771,
,,,,,248.11165,200.3803,
,,,,,248.131175,200.407825,
,,,,,248.1835,200.559875,
,,,,,248.241675,200.5662,
,,,,,248.33335,200.56875,
,,,,,248.380725,200.5892,
,,,,,248.386175,200.615875,
,,,,,248.394175,200.6307,
,,,,,248.400675,200.648825,
,,,,,248.407575,200.677875,
,,,,,248.413575,200.727,
,,,,,248.43175,200.744325,
,,,,,248.4353,200.7535,
,,,,,248.45905,200.7881,
,,,,,248.465025,200.801375,
,,,,,248.4745,200.8289,
,,,,,248.4943,200.8451,
,,,,,248.515825,200.878575,
,,,,,248.534125,200.894275,
,,,,,248.726425,200.91355,
,,,,,248.7572,200.92925,
,,,,,248.76875,200.938075,
,,,,,248.79505,200.9822,
,,,,,248.8195,201.0263,
,,,,,248.8344,201.07535,
,,,,,248.84685,201.147475,
,,,,,248.8637,201.2151,
,,,,,248.879175,201.252125,
,,,,,248.893925,201.272625,
,,,,,248.913775,201.2867,
,,,,,248.920125,201.3152,
,,,,,248.935575,201.32315,
,,,,,248.94835,201.36415,
,,,,,248.96895,201.379825,
,,,,,249.004075,201.388925,
,,,,,249.036525,201.41415,
,,,,,249.069,201.476375,
,,,,,249.094,201.5189,
,,,,,249.10645,201.56205,
,,,,,249.1402,201.574275,
,,,,,249.155825,201.615425,
,,,,,249.16705,201.64905,
,,,,,249.170025,201.654375,
,,,,,249.19365,201.66515,
,,,,,249.2283,201.700375,
,,,,,249.248975,201.745,
,,,,,249.264075,201.803125,
,,,,,249.2844,201.8237,
,,,,,249.307875,201.8703,
,,,,,249.32485,201.888875,
,,,,,249.32845,201.910675,
,,,,,249.409625,201.966875,
,,,,,249.466175,201.991875,
,,,,,249.576525,202.03705,
,,,,,249.605725,202.135575,
,,,,,249.61425,202.169075,
,,,,,249.664875,202.2373,
,,,,,249.691075,202.24935,
,,,,,249.71885,202.262325,
,,,,,249.7346,202.278825,
,,,,,249.747725,202.30275,
,,,,,249.773875,202.32215,
,,,,,249.7894,202.349575,
,,,,,249.8265,202.36785,
,,,,,249.845025,202.404775,
,,,,,249.89055,202.481975,
,,,,,249.90475,202.599,
,,,,,249.93215,202.67665,
,,,,,249.9611,202.699775,
,,,,,249.984575,202.71615,
,,,,,250.02045,202.732075,
,,,,,250.06485,202.757375,
,,,,,250.12775,202.79355,
,,,,,250.161925,202.831775,
,,,,,250.173325,202.87125,
,,,,,250.1847,202.913025,
,,,,,250.1963,202.964175,
,,,,,250.22315,203.0491,
,,,,,250.248975,203.056725,
,,,,,250.292875,203.07915,
,,,,,250.331025,203.09915,
,,,,,250.356175,203.1286,
,,,,,250.419,203.15455,
,,,,,250.489525,203.174425,
,,,,,250.612,203.190975,
,,,,,250.6149,203.210175,
,,,,,250.634825,203.2209,
,,,,,250.64685,203.241275,
,,,,,250.65995,203.24955,
,,,,,250.682525,203.305925,
,,,,,250.694325,203.32745,
,,,,,250.71005,203.3701,
,,,,,250.731675,203.397925,
,,,,,250.749025,203.429625,
,,,,,250.78345,203.45095,
,,,,,250.823575,203.480625,
,,,,,250.85365,203.51195,
,,,,,250.8823,203.5572,
,,,,,250.892625,203.5804,
,,,,,250.949375,203.630575,
,,,,,251.027325,203.653325,
,,,,,251.124125,203.6749,
,,,,,251.132575,203.695175,
,,,,,251.153825,203.734925,
,,,,,251.17865,203.7481,
,,,,,251.184975,203.7849,
,,,,,251.21285,203.8102,
,,,,,251.27295,203.81695,
,,,,,251.29655,203.859675,
,,,,,251.317,203.93075,
,,,,,251.331575,203.948825,
,,,,,251.344375,204.02615,
,,,,,251.360675,204.116725,
,,,,,251.39315,204.127625,
,,,,,251.447575,204.14635,
,,,,,251.549875,204.19705,
,,,,,251.617825,204.231475,
,,,,,251.643925,204.37775,
,,,,,251.655375,204.3817,
,,,,,251.672525,204.386175,
,,,,,251.702475,204.391675,
,,,,,251.722375,204.394925,
,,,,,251.7345,204.3967,
,,,,,251.75345,204.40465,
,,,,,251.76855,204.4151,
,,,,,251.80055,204.449075,
,,,,,251.808925,204.474275,
,,,,,251.822175,204.4978,
,,,,,251.8556,204.5395,
,,,,,251.909075,204.5422,
,,,,,252.018825,204.6023,
,,,,,252.05015,204.60505,
,,,,,252.07,204.6332,
,,,,,252.107775,204.683,
,,,,,252.1251,204.7041,
,,,,,252.136625,204.742975,
,,,,,252.16115,204.755375,
,,,,,252.24695,204.7831,
,,,,,252.308425,204.7932,
,,,,,252.4161,204.82985,
,,,,,252.419375,204.83485,
,,,,,252.4291,204.88375,
,,,,,252.4325,204.942425,
,,,,,252.4439,205.08125,
,,,,,252.472475,205.098725,
,,,,,252.4835,205.1139,
,,,,,252.4933,205.1205,
,,,,,252.50665,205.149075,
,,,,,252.513425,205.1772,
,,,,,252.519425,205.18255,
,,,,,252.5308,205.20695,
,,,,,252.56645,205.214825,
,,,,,252.593,205.250825,
,,,,,252.621175,205.29285,
,,,,,252.679,205.3135,
,,,,,252.693825,205.325725,
,,,,,252.7318,205.368575,
,,,,,252.782225,205.398025,
,,,,,252.795175,205.43215,
,,,,,252.8119,205.54375,
,,,,,252.83805,205.577875,
,,,,,252.839275,205.606975,
,,,,,252.849475,205.631875,
,,,,,252.88225,205.71885,
,,,,,252.918875,205.8086,
,,,,,252.9838,205.884375,
,,,,,253.098275,205.9157,
,,,,,253.121725,205.948075,
,,,,,253.127075,205.984475,
,,,,,253.131325,206.02035,
,,,,,253.13685,206.035275,
,,,,,253.1478,206.084325,
,,,,,253.163025,206.130525,
,,,,,253.175975,206.1669,
,,,,,253.198,206.195575,
,,,,,253.2095,206.22165,
,,,,,253.220525,206.3048,
,,,,,253.229025,206.3228,
,,,,,253.24435,206.3423,
,,,,,253.26565,206.387625,
,,,,,253.29905,206.4092,
,,,,,253.310425,206.436725,
,,,,,253.335025,206.450825,
,,,,,253.40475,206.476375,
,,,,,253.468425,206.524575,
,,,,,253.49995,206.594975,
,,,,,253.52255,206.692675,
,,,,,253.542525,206.733475,
,,,,,253.5542,206.738675,
,,,,,253.56025,206.7556,
,,,,,253.572325,206.766725,
,,,,,253.5805,206.799075,
,,,,,253.59885,206.826075,
,,,,,253.611225,206.844975,
,,,,,253.61555,206.88445,
,,,,,253.644775,206.9552,
,,,,,253.679675,207.033575,
,,,,,253.6829,207.09025,
,,,,,253.699525,207.13385,
,,,,,253.732925,207.14905,
,,,,,253.7505,207.17775,
,,,,,253.78825,207.1977,
,,,,,253.84015,207.2314,
,,,,,253.853925,207.25755,
,,,,,253.867375,207.279125,
,,,,,253.874175,207.355475,
,,,,,253.9026,207.404075,
,,,,,253.9324,207.44605,
,,,,,253.97665,207.46015,
,,,,,254.020775,207.477025,
,,,,,254.048575,207.4963,
,,,,,254.0617,207.5123,
,,,,,254.0858,207.53325,
,,,,,254.10625,207.557675,
,,,,,254.13075,207.582575,
,,,,,254.156725,207.599725,
,,,,,254.2106,207.61015,
,,,,,254.225175,207.643875,
,,,,,254.2326,207.66175,
,,,,,254.24265,207.706675,
,,,,,254.2639,207.723375,
,,,,,254.27375,207.747675,
,,,,,254.2884,207.780275,
,,,,,254.305275,207.88745,
,,,,,254.3196,207.988225,
,,,,,254.34065,208.00805,
,,,,,254.395875,208.037375,
,,,,,254.5542,208.0674,
,,,,,254.6094,208.090825,
,,,,,254.642775,208.105675,
,,,,,254.679325,208.160525,
,,,,,254.711425,208.271575,
,,,,,254.728175,208.288025,
,,,,,254.73695,208.327625,
,,,,,254.742725,208.3328,
,,,,,254.746825,208.398775,
,,,,,254.76465,208.4012,
,,,,,254.7819,208.4423,
,,,,,254.796175,208.515375,
,,,,,254.810825,208.6148,
,,,,,254.82785,208.641225,
,,,,,254.833725,208.7009,
,,,,,254.852775,208.722725,
,,,,,254.870475,208.744775,
,,,,,254.88345,208.770475,
,,,,,254.8922,208.7995,
,,,,,254.902875,208.803775,
,,,,,254.914225,208.82355,
,,,,,254.92645,208.834675,
,,,,,254.9534,208.855475,
,,,,,254.97005,208.92345,
,,,,,254.998275,208.9645,
,,,,,255.04895,209.055025,
,,,,,255.121675,209.102,
,,,,,255.1533,209.11815,
,,,,,255.196,209.1371,
,,,,,255.225675,209.171525,
,,,,,255.255275,209.196625,
,,,,,255.2594,209.212925,
,,,,,255.26555,209.2519,
,,,,,255.2937,209.282075,
,,,,,255.3079,209.34325,
,,,,,255.31695,209.3832,
,,,,,255.324075,209.405675,
,,,,,255.3325,209.455075,
,,,,,255.344725,209.61025,
,,,,,255.36645,209.623175,
,,,,,255.37385,209.640075,
,,,,,255.3836,209.642075,
,,,,,255.386575,209.6624,
,,,,,255.39725,209.6921,
,,,,,255.411275,209.7136,
,,,,,255.4252,209.71905,
,,,,,255.440875,209.753025,
,,,,,255.447925,209.777225,
,,,,,255.485175,209.804575,
,,,,,255.546475,209.8552,
,,,,,255.595825,210.0313,
,,,,,255.612675,210.054225,
,,,,,255.649775,210.08495,
,,,,,255.667525,210.132675,
,,,,,255.676925,210.1613,
,,,,,255.68535,210.18805,
,,,,,255.699975,210.227125,
,,,,,255.71845,210.262025,
,,,,,255.72685,210.279775,
,,,,,255.7531,210.318325,
,,,,,255.760875,210.3358,
,,,,,255.77735,210.383475,
,,,,,255.7908,210.458575,
,,,,,255.8138,210.53135,
,,,,,255.837175,210.54765,
,,,,,255.848325,210.590575,
,,,,,255.870125,210.61375,
,,,,,255.8841,210.648325,
,,,,,255.907425,210.66155,
,,,,,255.9115,210.68065,
,,,,,255.928225,210.703475,
,,,,,255.9421,210.727025,
,,,,,255.966175,210.77125,
,,,,,255.986275,210.85245,
,,,,,256.0099,210.89455,
,,,,,256.03865,210.935325,
,,,,,256.095975,210.95565,
,,,,,256.119375,210.9822,
,,,,,256.16215,211.0007,
,,,,,256.254375,211.0483,
,,,,,256.290625,211.073825,
,,,,,256.3243,211.094475,
,,,,,256.334075,211.129275,
,,,,,256.3466,211.166275,
,,,,,256.35645,211.1905,
,,,,,256.393925,211.238525,
,,,,,256.415125,211.268025,
,,,,,256.47225,211.297425,
,,,,,256.531475,211.327925,
,,,,,256.59205,211.346925,
,,,,,256.696575,211.38185,
,,,,,256.721275,211.406525,
,,,,,256.741825,211.444275,
,,,,,256.753975,211.46625,
,,,,,256.78545,211.473625,
,,,,,256.8044,211.4924,
,,,,,256.823625,211.510975,
,,,,,256.8497,211.5206,
,,,,,256.869775,211.541425,
,,,,,256.876125,211.559325,
,,,,,256.91055,211.582475,
,,,,,256.946475,211.613225,
,,,,,256.967975,211.63845,
,,,,,257.0035,211.678975,
,,,,,257.056275,211.691,
,,,,,257.11205,211.7157,
,,,,,257.167375,211.729975,
,,,,,257.19285,211.750675,
,,,,,257.20305,211.78035,
,,,,,257.22,211.791,
,,,,,257.228625,211.82855,
,,,,,257.2475,211.85865,
,,,,,257.260925,211.886125,
,,,,,257.274,211.898075,
,,,,,257.2851,211.930625,
,,,,,257.3147,211.97775,
,,,,,257.328075,212.022875,
,,,,,257.34035,212.051525,
,,,,,257.354075,212.08245,
,,,,,257.369825,212.1159,
,,,,,257.386675,212.14975,
,,,,,257.39885,212.15915,
,,,,,257.409125,212.1805,
,,,,,257.432775,212.20355,
,,,,,257.4952,212.222975,
,,,,,257.5147,212.22685,
,,,,,257.568775,212.2913,
,,,,,257.620975,212.3053,
,,,,,257.66775,212.331125,
,,,,,257.672425,212.3812,
,,,,,257.719225,212.4313,
,,,,,257.72675,212.4688,
,,,,,257.77605,212.47455,
,,,,,257.78585,212.4815,
,,,,,257.819225,212.495875,
,,,,,257.8293,212.506925,
,,,,,257.865125,212.52355,
,,,,,257.87845,212.569125,
,,,,,257.88735,212.59535,
,,,,,257.910825,212.604025,
,,,,,257.943875,212.6254,
,,,,,257.988775,212.658175,
,,,,,258.015375,212.689,
,,,,,258.05075,212.703375,
,,,,,258.053275,212.727925,
,,,,,258.074525,212.736025,
,,,,,258.088725,212.743675,
,,,,,258.103625,212.772875,
,,,,,258.177925,212.800475,
,,,,,258.20075,212.837525,
,,,,,258.23785,212.864325,
,,,,,258.2687,212.88485,
,,,,,258.3131,212.91645,
,,,,,258.3538,212.9322,
,,,,,258.4278,212.97495,
,,,,,258.483725,213.03065,
,,,,,258.521825,213.068225,
,,,,,258.5267,213.11225,
,,,,,258.535675,213.138,
,,,,,258.565,213.158125,
,,,,,258.598475,213.1783,
,,,,,258.623675,213.1988,
,,,,,258.633925,213.210025,
,,,,,258.652575,213.22955,
,,,,,258.6567,213.269725,
,,,,,258.689625,213.292925,
,,,,,258.73275,213.42055,
,,,,,258.816,213.46675,
,,,,,258.87,213.474025,
,,,,,258.875425,213.488225,
,,,,,258.919125,213.500075,
,,,,,258.9228,213.5204,
,,,,,258.936325,213.5452,
,,,,,258.94925,213.568375,
,,,,,258.96145,213.602375,
,,,,,258.982675,213.6189,
,,,,,259.02235,213.64515,
,,,,,259.0641,213.6856,
,,,,,259.10105,213.74655,
,,,,,259.122575,213.8145,
,,,,,259.143175,213.871525,
,,,,,259.158825,213.901975,
,,,,,259.167275,213.913775,
,,,,,259.181375,213.92075,
,,,,,259.1852,213.946075,
,,,,,259.200475,213.9782,
,,,,,259.21915,214.0024,
,,,,,259.221675,214.02715,
,,,,,259.24375,214.0648,
,,,,,259.259375,214.1009,
,,,,,259.285025,214.126075,
,,,,,259.308375,214.164,
,,,,,259.328625,214.201025,
,,,,,259.34595,214.21635,
,,,,,259.37975,214.2303,
,,,,,259.4067,214.23965,
,,,,,259.425775,214.255375,
,,,,,259.430025,214.269325,
,,,,,259.43885,214.2846,
,,,,,259.47825,214.32315,
,,,,,259.516675,214.370625,
,,,,,259.53355,214.4374,
,,,,,259.537475,214.49305,
,,,,,259.589075,214.557075,
,,,,,259.627025,214.562075,
,,,,,259.65285,214.565,
,,,,,259.7059,214.567325,
,,,,,259.715075,214.5864,
,,,,,259.7502,214.606275,
,,,,,259.755075,214.62255,
,,,,,259.776725,214.63085,
,,,,,259.797125,214.656,
,,,,,259.843,214.67395,
,,,,,259.8839,214.68505,
,,,,,259.936275,214.70305,
,,,,,259.98775,214.72045,
,,,,,260.030875,214.751875,
,,,,,260.055,214.787825,
,,,,,260.076325,214.8143,
,,,,,260.082575,214.823475,
,,,,,260.102775,214.846325,
,,,,,260.1083,214.872575,
,,,,,260.119125,214.892875,
,,,,,260.127525,214.9165,
,,,,,260.14065,214.945575,
,,,,,260.145,215.037475,
,,,,,260.149075,215.070025,
,,,,,260.15105,215.090325,
,,,,,260.156975,215.102975,
,,,,,260.161,215.133875,
,,,,,260.162725,215.153525,
,,,,,260.16775,215.1658,
,,,,,260.1797,215.177025,
,,,,,260.195525,215.207075,
,,,,,260.2045,215.2345,
,,,,,260.2153,215.26415,
,,,,,260.2292,215.302975,
,,,,,260.2365,215.3723,
,,,,,260.254275,215.43535,
,,,,,260.263975,215.4776,
,,,,,260.27355,215.5223,
,,,,,260.2939,215.564525,
,,,,,260.308075,215.587775,
,,,,,260.318475,215.6019,
,,,,,260.3509,215.62465,
,,,,,260.4048,215.635225,
,,,,,260.430675,215.656425,
,,,,,260.4426,215.6788,
,,,,,260.46705,215.701225,
,,,,,260.4778,215.719125,
,,,,,260.512125,215.748375,
,,,,,260.61515,215.786425,
,,,,,260.642425,215.839,
,,,,,260.7318,215.872425,
,,,,,260.737575,215.9221,
,,,,,260.764975,215.9265,
,,,,,260.781325,215.9334,
,,,,,260.7924,215.935875,
,,,,,260.797925,215.939125,
,,,,,260.830625,215.94795,
,,,,,260.8874,215.9651,
,,,,,260.891625,215.987375,
,,,,,260.919225,215.996525,
,,,,,260.937525,216.0244,
,,,,,260.944375,216.063875,
,,,,,260.9617,216.167075,
,,,,,260.985025,216.1817,
,,,,,261.004275,216.1949,
,,,,,261.041225,216.21285,
,,,,,261.071625,216.232375,
,,,,,261.092175,216.244525,
,,,,,261.120875,216.284325,
,,,,,261.185225,216.321225,
,,,,,261.318425,216.341,
,,,,,261.38445,216.377125,
,,,,,261.407425,216.40195,
,,,,,261.436275,216.439525,
,,,,,261.4539,216.4664,
,,,,,261.46765,216.490475,
,,,,,261.4843,216.5037,
,,,,,261.52105,216.5243,
,,,,,261.529275,216.53335,
,,,,,261.55095,216.5419,
,,,,,261.5599,216.554775,
,,,,,261.571725,216.567175,
,,,,,261.5887,216.588,
,,,,,261.605425,216.61915,
,,,,,261.6385,216.67,
,,,,,261.665075,216.695575,
,,,,,261.67295,216.7026,
,,,,,261.686375,216.732025,
,,,,,261.707675,216.7388,
,,,,,261.7257,216.77165,
,,,,,261.735675,216.7971,
,,,,,261.7442,216.8705,
,,,,,261.753925,216.90235,
,,,,,261.76745,216.93145,
,,,,,261.796375,216.93755,
,,,,,261.818075,216.9527,
,,,,,261.86005,216.989175,
,,,,,261.91745,217.072625,
,,,,,262.011625,217.1716,
,,,,,262.0398,217.199525,
,,,,,262.0624,217.218875,
,,,,,262.078925,217.223475,
,,,,,262.086175,217.2454,
,,,,,262.089975,217.285025,
,,,,,262.107825,217.304875,
,,,,,262.1266,217.31645,
,,,,,262.150525,217.370275,
,,,,,262.16675,217.391475,
,,,,,262.191875,217.4109,
,,,,,262.206725,217.442875,
,,,,,262.2446,217.460425,
,,,,,262.256275,217.50335,
,,,,,262.28415,217.5306,
,,,,,262.305025,217.538625,
,,,,,262.32375,217.555525,
,,,,,262.33025,217.5977,
,,,,,262.353825,217.655275,
,,,,,262.38235,217.709275,
,,,,,262.446,217.74945,
,,,,,262.5202,217.782075,
,,,,,262.570525,217.862975,
,,,,,262.60295,217.92835,
,,,,,262.613925,217.956675,
,,,,,262.64625,217.99055,
,,,,,262.653975,218.00885,
,,,,,262.664525,218.0299,
,,,,,262.672375,218.042375,
,,,,,262.70655,218.05005,
,,,,,262.720725,218.0531,
,,,,,262.748025,218.068975,
,,,,,262.769625,218.0869,
,,,,,262.780875,218.102,
,,,,,262.803275,218.11645,
,,,,,262.845075,218.126475,
,,,,,262.896025,218.149975,
,,,,,262.92465,218.1896,
,,,,,262.966975,218.222825,
,,,,,262.972525,218.2748,
,,,,,262.978625,218.312025,
,,,,,262.995725,218.41505,
,,,,,263.004475,218.4274,
,,,,,263.01365,218.446775,
,,,,,263.01735,218.45935,
,,,,,263.041675,218.485175,
,,,,,263.068675,218.505,
,,,,,263.1009,218.512875,
,,,,,263.131875,218.536525,
,,,,,263.172975,218.571075,
,,,,,263.19685,218.6006,
,,,,,263.206875,218.626925,
,,,,,263.225325,218.652425,
,,,,,263.25175,218.70495,
,,,,,263.263775,218.769225,
,,,,,263.284425,218.83445,
,,,,,263.287025,218.923675,
,,,,,263.304475,218.9806,
,,,,,263.329275,218.999775,
,,,,,263.339125,219.023025,
,,,,,263.366375,219.035875,
,,,,,263.374075,219.059875,
,,,,,263.391175,219.067575,
,,,,,263.403975,219.083625,
,,,,,263.46135,219.1065,
,,,,,263.4807,219.1478,
,,,,,263.52345,219.20265,
,,,,,263.570125,219.267375,
,,,,,263.7029,219.287625,
,,,,,263.730275,219.34275,
,,,,,263.7338,219.357,
,,,,,263.77765,219.367925,
,,,,,263.7973,219.39455,
,,,,,263.8135,219.4161,
,,,,,263.846575,219.442325,
,,,,,263.875675,219.474875,
,,,,,263.88965,219.494025,
,,,,,263.914075,219.517725,
,,,,,263.9477,219.5461,
,,,,,264.0678,219.5853,
,,,,,264.113025,219.600975,
,,,,,264.126625,219.66645,
,,,,,264.1363,219.737325,
,,,,,264.140875,219.755075,
,,,,,264.190825,219.758125,
,,,,,264.216975,219.769925,
,,,,,264.239575,219.774975,
,,,,,264.246275,219.80065,
,,,,,264.264675,219.8096,
,,,,,264.271725,219.82075,
,,,,,264.274425,219.82465,
,,,,,264.2813,219.835325,
,,,,,264.287725,219.840275,
,,,,,264.316275,219.876525,
,,,,,264.352325,219.89325,
,,,,,264.433375,219.92515,
,,,,,264.491825,219.96225,
,,,,,264.509225,220.025375,
,,,,,264.517175,220.090425,
,,,,,264.53225,220.18305,
,,,,,264.544725,220.205225,
,,,,,264.57885,220.2161,
,,,,,264.605825,220.222025,
,,,,,264.648475,220.249825,
,,,,,,220.265525,
,,,,,,220.2849,
,,,,,,220.3003,
,,,,,,220.319425,
,,,,,,220.333275,
,,,,,,220.370725,
,,,,,,220.423925,
,,,,,,220.465475,
,,,,,,220.49645,
,,,,,,220.543975,
,,,,,,220.57035,
,,,,,,220.587825,
,,,,,,220.608375,
,,,,,,220.6269,
,,,,,,220.6356,
,,,,,,220.6392,
,,,,,,220.657725,
,,,,,,220.6904,
,,,,,,220.7083,
,,,,,,220.72825,
,,,,,,220.842375,
,,,,,,220.9126,
,,,,,,220.95095,
,,,,,,220.9616,
,,,,,,220.9784,
,,,,,,221.0016,
,,,,,,221.008575,
,,,,,,221.0193,
,,,,,,221.030225,
,,,,,,221.056975,
,,,,,,221.102125,
,,,,,,221.115875,
,,,,,,221.1445,
,,,,,,221.175925,
,,,,,,221.2574,
,,,,,,221.29655,
,,,,,,221.344325,
,,,,,,221.358075,
,,,,,,221.379075,
,,,,,,221.407625,
,,,,,,221.432275,
,,,,,,221.4531,
,,,,,,221.459875,
,,,,,,221.463575,
,,,,,,221.47945,
,,,,,,221.50225,
,,,,,,221.512275,
,,,,,,221.540225,
,,,,,,221.563825,
,,,,,,221.612,
,,,,,,221.670125,
,,,,,,221.7186,
,,,,,,221.75325,
,,,,,,221.771275,
,,,,,,221.79175,
,,,,,,221.814175,
,,,,,,221.82035,
,,,,,,221.8394,
,,,,,,221.8447,
,,,,,,221.865025,
,,,,,,221.87735,
,,,,,,221.9062,
,,,,,,221.936575,
,,,,,,222.00405,
,,,,,,222.017575,
,,,,,,222.061125,
,,,,,,222.0912,
,,,,,,222.1106,
,,,,,,222.139825,
,,,,,,222.15355,
,,,,,,222.169175,
,,,,,,222.2098,
,,,,,,222.219825,
,,,,,,222.245775,
,,,,,,222.2685,
,,,,,,222.336675,
,,,,,,222.382175,
,,,,,,222.41985,
,,,,,,222.453275,
,,,,,,222.503675,
,,,,,,222.527475,
,,,,,,222.55265,
,,,,,,222.560825,
,,,,,,222.5762,
,,,,,,222.608875,
,,,,,,222.62965,
,,,,,,222.6478,
,,,,,,222.6578,
,,,,,,222.69655,
,,,,,,222.724425,
,,,,,,222.734875,
,,,,,,222.7766,
,,,,,,222.8044,
,,,,,,222.836975,
,,,,,,222.8507,
,,,,,,222.878225,
,,,,,,222.8967,
,,,,,,222.910175,
,,,,,,222.977375,
,,,,,,222.994125,
,,,,,,223.02135,
,,,,,,223.1103,
,,,,,,223.185125,
,,,,,,223.204775,
,,,,,,223.213375,
,,,,,,223.2308,
,,,,,,223.245575,
,,,,,,223.307975,
,,,,,,223.34685,
,,,,,,223.383575,
,,,,,,223.42735,
,,,,,,223.4554,
,,,,,,223.5061,
,,,,,,223.556075,
,,,,,,223.608625,
,,,,,,223.64545,
,,,,,,223.66905,
,,,,,,223.685775,
,,,,,,223.72015,
,,,,,,223.7546,
,,,,,,223.7959,
,,,,,,223.8224,
,,,,,,223.84525,
,,,,,,223.87815,
,,,,,,223.890775,
,,,,,,223.9241,
,,,,,,223.946425,
,,,,,,224.0042,
,,,,,,224.02595,
,,,,,,224.04965,
,,,,,,224.06055,
,,,,,,224.089725,
,,,,,,224.109975,
,,,,,,224.154725,
,,,,,,224.1791,
,,,,,,224.2086,
,,,,,,224.2233,
,,,,,,224.265025,
,,,,,,224.31185,
,,,,,,224.38175,
,,,,,,224.38315,
,,,,,,224.40355,
,,,,,,224.412175,
,,,,,,224.42905,
,,,,,,224.465525,
,,,,,,224.475175,
,,,,,,224.4912,
,,,,,,224.511575,
,,,,,,224.528825,
,,,,,,224.5386,
,,,,,,224.568025,
,,,,,,224.5976,
,,,,,,224.614525,
,,,,,,224.647425,
,,,,,,224.66225,
,,,,,,224.672125,
,,,,,,224.689725,
,,,,,,224.735475,
,,,,,,224.7544,
,,,,,,224.771725,
,,,,,,224.805525,
,,,,,,224.854075,
,,,,,,224.87745,
,,,,,,224.891475,
,,,,,,224.901225,
,,,,,,224.909775,
,,,,,,224.955175,
,,,,,,224.96595,
,,,,,,224.96995,
,,,,,,224.98995,
,,,,,,225.015325,
,,,,,,225.025025,
,,,,,,225.040275,
,,,,,,225.067675,
,,,,,,225.077725,
,,,,,,225.09635,
,,,,,,225.11405,
,,,,,,225.1357,
,,,,,,225.1655,
,,,,,,225.204125,
,,,,,,225.241325,
,,,,,,225.26385,
,,,,,,225.36215,
,,,,,,225.380575,
,,,,,,225.410525,
,,,,,,225.419225,
,,,,,,225.431525,
,,,,,,225.444575,
,,,,,,225.4571,
,,,,,,225.46925,
,,,,,,225.482725,
,,,,,,225.51165,
,,,,,,225.5405,
,,,,,,225.574225,
,,,,,,225.60215,
,,,,,,225.629375,
,,,,,,225.66805,
,,,,,,225.686325,
,,,,,,225.692775,
,,,,,,225.7102,
,,,,,,225.72595,
,,,,,,225.7352,
,,,,,,225.772175,
,,,,,,225.823275,
,,,,,,225.883625,
,,,,,,225.895325,
,,,,,,225.926875,
,,,,,,225.945825,
,,,,,,225.95625,
,,,,,,225.982025,
,,,,,,226.015075,
,,,,,,226.037975,
,,,,,,226.08265,
,,,,,,226.105725,
,,,,,,226.1352,
,,,,,,226.158625,
,,,,,,226.179325,
,,,,,,226.189775,
,,,,,,226.216375,
,,,,,,226.238475,
,,,,,,226.25925,
,,,,,,226.33345,
,,,,,,226.394875,
,,,,,,226.44495,
,,,,,,226.515775,
,,,,,,226.52735,
,,,,,,226.5342,
,,,,,,226.548375,
,,,,,,226.5517,
,,,,,,226.56845,
,,,,,,226.595075,
,,,,,,226.6035,
,,,,,,226.61395,
,,,,,,226.61885,
,,,,,,226.637875,
,,,,,,226.65865,
,,,,,,226.67345,
,,,,,,226.687,
,,,,,,226.6949,
,,,,,,226.7326,
,,,,,,226.748075,
,,,,,,226.782025,
,,,,,,226.800325,
,,,,,,226.85155,
,,,,,,226.885725,
,,,,,,226.9006,
,,,,,,226.9651,
,,,,,,226.982325,
,,,,,,227.00775,
,,,,,,227.0894,
