SPK_SPKC01a (NA),SPK_SPKC05a (excited),SPK_SPKC05b (no effect),SPK_SPKC05c (NA),SPK_SPKC07a (inhibited),SPK_SPKC13a (excited)
399.758375,,171.4049,120.156525,116.977725,64.954025
399.931925,,171.487825,120.166125,117.0197,64.961875
399.966775,,171.5319,120.17835,117.0342,64.9758
400.086,,171.562975,120.2464,117.057025,64.9871
400.226325,,171.602025,120.290825,117.109825,64.9968
400.473525,,171.65095,120.351625,117.13595,65.0106
400.712975,,171.6801,120.415325,117.184425,65.02195
400.87785,,171.7869,120.44785,117.19635,65.03525
400.899775,,171.827375,120.450025,117.2503,65.04855
400.9329,,171.858675,120.4954,117.25855,65.0798
401.600725,,171.885375,120.510375,117.27995,65.087625
401.6886,,171.9162,120.548025,117.357875,65.09175
401.8216,,171.970125,120.550625,117.384225,65.10285
402.2698,,171.973625,120.667575,117.39485,65.12375
402.384975,,172.004475,120.700825,117.406725,65.16985
402.40875,,172.150125,120.715975,117.43255,65.193
402.642875,,172.184825,120.726875,117.4451,65.235775
402.814675,,172.33025,120.795375,117.460225,65.2689
402.93635,,172.576375,120.829925,117.474575,65.28795
403.324775,,172.6354,120.8548,117.503225,65.3394
403.357225,,172.654275,120.860675,117.534975,65.372725
403.415075,,172.692225,120.887875,117.6413,65.4349
403.497575,,172.697625,120.9034,117.662325,65.489
403.679375,,172.71185,120.920725,117.787325,65.51885
403.912775,,172.732925,120.95345,117.80675,65.546925
403.932575,,172.734425,120.982325,117.835125,65.567925
403.9367,,172.761825,121.01525,117.84645,65.584325
404.060125,,172.800625,121.054425,117.873925,65.607525
404.354625,,172.8339,121.0601,117.8965,65.62995
404.424425,,172.950575,121.0667,117.924075,65.64495
404.85465,,172.957125,121.08395,117.964075,65.65765
405.0133,,173.035475,121.14515,117.986975,65.698325
405.1506,,173.061525,121.18695,118.00755,65.72375
405.424875,,173.073275,121.21515,118.04305,65.7391
405.7492,,173.09705,121.21935,118.0748,65.75945
405.78075,,173.13545,121.243575,118.19595,65.787225
405.96865,,173.1537,121.269725,118.221725,65.809375
406.5747,,173.214425,121.2815,118.265975,65.826025
407.07225,,173.24595,121.325725,118.2959,65.83965
407.317225,,173.441525,121.3434,118.353925,65.8651
407.4956,,173.46955,121.366175,118.36755,65.891675
407.5969,,173.600675,121.419025,118.39535,65.9295
408.23875,,173.622425,121.4767,118.42695,65.9496
408.635725,,173.691,121.528,118.4371,65.985575
408.813425,,173.7059,121.6132,118.4588,66.0085
408.98965,,173.740575,121.6541,118.483475,66.04005
409.148525,,173.8127,121.671075,118.5042,66.1424
409.1924,,173.9048,121.675025,118.522,66.220375
410.076275,,173.95325,121.74635,118.5575,66.24735
410.401925,,174.010925,121.752825,118.575825,66.302025
410.462175,,174.065,121.7661,118.619375,66.336225
410.673,,174.144925,121.8013,118.650275,66.356625
410.7719,,174.2266,121.834325,118.692975,66.38925
410.853475,,174.236575,121.857175,118.7722,66.4459
410.858475,,174.30075,121.94105,118.790825,66.50375
410.891125,,174.338475,122.07145,118.8248,66.535975
410.8999,,174.453875,122.09185,118.844425,66.572925
410.9507,,174.4723,122.1402,118.859025,66.623475
412.2756,,174.4957,122.1523,118.883175,66.6392
412.60195,,174.5359,122.174075,118.919775,66.6844
412.732575,,174.598225,122.2258,118.926525,66.71235
412.7555,,174.719,122.2533,118.93925,66.826425
412.7668,,174.759675,122.273625,118.94655,66.8445
412.816725,,174.8057,122.2953,118.9576,66.86915
413.0218,,174.92605,122.3301,119.019725,66.8873
413.648175,,175.014375,122.3905,119.092875,66.9057
414.1945,,175.049175,122.44255,119.100775,66.923525
414.4824,,175.12855,122.48645,119.110925,66.952675
414.53295,,175.24135,122.523325,119.119975,67.014825
414.68085,,175.320175,122.543975,119.139975,67.050925
414.866625,,175.4119,122.571,119.1589,67.11115
414.91275,,175.427525,122.58955,119.1708,67.134475
415.1567,,175.42915,122.5993,119.260925,67.146475
415.3805,,175.48805,122.60595,119.278125,67.159975
415.46545,,175.576225,122.6267,119.29215,67.164275
416.3896,,175.696025,122.639425,119.329625,67.16905
416.397175,,175.732075,122.67655,119.3681,67.2484
416.472575,,175.774275,122.72385,119.387375,67.298225
416.498175,,175.87925,122.744375,119.39765,67.319925
416.50995,,176.02755,122.76885,119.40625,67.341
416.51505,,176.0552,122.85035,119.4416,67.357875
416.5878,,176.144825,122.87125,119.458725,67.378425
416.619125,,176.1887,122.88445,119.47515,67.4027
416.7237,,176.28865,122.912075,119.5248,67.426625
416.732725,,176.46895,122.947825,119.58715,67.456325
416.772225,,176.56975,122.96655,119.63215,67.495725
416.77945,,176.591325,122.986925,119.6339,67.534625
416.818575,,176.607125,123.00265,119.71485,67.5616
416.9827,,176.6578,123.0163,119.71715,67.577325
417.03615,,176.717125,123.059675,119.737475,67.58515
417.04865,,176.7457,123.08255,119.8,67.6767
417.215425,,176.7711,123.10975,119.81425,67.6953
417.348025,,176.8265,123.148625,119.8383,67.7069
417.399325,,176.88095,123.1869,119.94805,67.72095
417.551225,,176.92365,123.2164,120.08325,67.72905
417.667125,,177.0137,123.219225,120.094725,67.740175
417.686375,,177.022025,123.23775,120.119075,67.75275
417.68925,,177.0369,123.289525,120.167925,67.78165
417.77955,,177.0624,123.3116,120.172775,67.797275
417.863525,,177.078,123.37045,120.2087,67.814575
417.9116,,177.1223,123.437425,120.23275,67.831725
417.941975,,177.12715,123.456475,120.2553,67.853225
418.1218,,177.19245,123.509425,120.29175,67.86595
418.31505,,177.2035,123.52435,120.332825,67.872
418.346275,,177.2785,123.525875,120.415475,67.904775
418.364925,,177.3487,123.546325,120.473525,67.926275
418.374475,,177.405775,123.5704,120.511275,67.927275
418.38475,,177.5098,123.776775,120.530025,67.938775
418.40475,,177.5313,123.79955,120.551625,67.98425
418.42825,,177.549275,123.876425,120.556475,68.04275
418.446875,,177.629475,123.91805,120.58195,68.06595
418.45525,,177.68075,124.007875,120.660775,68.1135
418.512375,,177.7057,124.037625,120.70345,68.12835
418.573425,,177.727325,124.10345,120.752025,68.14865
418.660175,,177.874475,124.119425,120.777275,68.150475
418.687325,,177.92055,124.171,120.87005,68.166875
418.6933,,178.015025,124.205925,120.900475,68.1815
418.700425,,178.116075,124.271625,120.909325,68.1975
418.979375,,178.24375,124.3263,120.938575,68.2145
419.262225,,178.316975,124.3379,120.95485,68.231375
419.288725,,178.349175,124.355475,120.983125,68.289275
419.581925,,178.35925,124.371625,121.013375,68.303675
419.6581,,178.386775,124.401725,121.0654,68.315675
419.908275,,178.402925,124.52455,121.095175,68.3362
420.20055,,178.45875,124.547675,121.127325,68.387275
,,178.479,124.607775,121.15975,68.4088
,,178.499825,124.614225,121.174175,68.43525
,,178.65195,124.67895,121.219225,68.457725
,,178.709675,124.7083,121.24965,68.473025
,,178.79265,124.763425,121.27,68.481575
,,178.860475,124.81815,121.294025,68.491125
,,178.992475,124.85225,121.30655,68.5074
,,179.0339,124.892875,121.319425,68.529725
,,179.083375,124.97725,121.3672,68.56485
,,179.1602,125.054025,121.392275,68.592625
,,179.2085,125.140125,121.414175,68.609375
,,179.337625,125.208425,121.46235,68.6341
,,179.34015,125.2638,121.517975,68.674225
,,179.3776,125.294375,121.529825,68.684875
,,179.4649,125.3713,121.55375,68.6996
,,179.6619,125.45225,121.59755,68.77415
,,179.736225,125.485225,121.615225,68.824325
,,179.798125,125.5063,121.64185,68.8475
,,179.84755,125.544675,121.66265,68.855625
,,179.981675,125.708925,121.73435,68.85665
,,180.00785,125.773275,121.764175,68.862625
,,180.03025,125.7935,121.821875,68.8687
,,180.1494,125.858425,121.86355,68.8773
,,180.2197,125.9687,121.889375,68.885875
,,180.250075,126.01315,121.911975,68.8986
,,180.300575,126.057825,121.9284,68.9145
,,180.325525,126.0611,121.95695,68.9293
,,180.33565,126.1369,122.0155,68.93595
,,180.39915,126.281525,122.05005,68.948175
,,180.4266,126.338725,122.1161,68.9553
,,180.460475,126.358425,122.13745,68.960125
,,180.502375,126.40565,122.14705,68.970325
,,180.607775,126.478875,122.188875,68.98205
,,180.734375,126.50505,122.24275,68.99215
,,180.76375,126.528775,122.2806,69.009625
,,180.790225,126.572275,122.33345,69.016775
,,180.8219,126.62735,122.39445,69.049825
,,180.853875,126.679225,122.4286,69.066975
,,180.88825,126.71175,122.474975,69.07485
,,181.012825,126.746625,122.55075,69.099375
,,181.0608,126.7647,122.678925,69.112475
,,181.1206,126.776675,122.7283,69.127275
,,181.1446,126.7956,122.750875,69.167225
,,181.272175,126.82835,122.7698,69.18475
,,181.358075,126.839125,122.80565,69.22995
,,181.4077,126.864225,122.856,69.250775
,,181.6076,126.880125,122.8846,69.2727
,,181.62285,126.9594,122.91415,69.297625
,,181.701725,126.984425,122.956925,69.31645
,,181.957275,127.038125,123.001875,69.3361
,,182.0321,127.063925,123.088175,69.35815
,,182.29935,127.0927,123.1659,69.370225
,,182.4069,127.0957,123.21215,69.406475
,,182.738075,127.1286,123.2501,69.42815
,,182.794225,127.155,123.3037,69.45305
,,182.8191,127.1729,123.38925,69.487875
,,182.889775,127.196,123.461375,69.5051
,,182.9455,127.19835,123.525875,69.50845
,,182.979,127.212725,123.53335,69.523625
,,183.115825,127.219425,123.54195,69.541025
,,183.1729,127.24015,123.551275,69.564825
,,183.289325,127.2593,123.557875,69.592675
,,183.35915,127.2836,123.562425,69.608675
,,183.55315,127.297675,123.62605,69.621825
,,183.65845,127.374375,123.690825,69.64015
,,183.763625,127.4356,123.781625,69.65905
,,183.811075,127.469275,123.804975,69.682775
,,183.835225,127.551575,123.868475,69.714125
,,183.891175,127.572775,123.982325,69.739575
,,184.0133,127.606175,124.031675,69.7616
,,184.132325,127.6272,124.0904,69.79315
,,184.261425,127.646925,124.156775,69.829875
,,184.325425,127.67685,124.329675,69.850725
,,184.4508,127.727075,124.340625,69.86725
,,184.648925,127.82195,124.385325,69.87805
,,184.658625,127.859075,124.38995,69.8914
,,184.691275,127.890575,124.4047,69.905325
,,184.83965,127.91215,124.436475,69.922375
,,184.841175,127.923725,124.47595,69.9469
,,184.898525,127.984325,124.49495,69.964975
,,184.95435,127.99185,124.5167,69.979875
,,184.9898,128.089925,124.533675,69.99975
,,185.017075,128.138225,124.565825,70.01635
,,185.164575,128.162775,124.647525,70.0396
,,185.1746,128.397025,124.7155,70.060925
,,185.249,128.555725,124.809525,70.090475
,,185.3205,128.571625,124.881825,70.109175
,,185.402125,128.584,124.915525,70.14255
,,185.457925,128.5995,125.014925,70.1846
,,185.511925,128.623375,125.138325,70.283575
,,185.555775,128.635075,125.19825,70.293575
,,185.60775,128.6512,125.244125,70.313225
,,185.665,128.698375,125.329625,70.330425
,,185.7059,128.728725,125.384275,70.346875
,,185.816725,128.767425,125.4354,70.373825
,,185.889475,128.78475,125.496475,70.405925
,,185.9789,128.817875,125.524075,70.5111
,,186.026625,128.84845,125.54695,70.527425
,,186.090425,128.9109,125.568175,70.547025
,,186.218975,128.931625,125.630675,70.560875
,,186.251575,128.96465,125.685775,70.569975
,,186.466125,128.994525,125.830425,70.578725
,,186.5859,129.02145,125.8518,70.6
,,186.709925,129.0567,125.870825,70.637425
,,186.9377,129.064775,125.894575,70.679025
,,186.994175,129.081825,125.896675,70.71085
,,187.05895,129.130425,125.9198,70.7318
,,187.14695,129.17935,125.949525,70.751275
,,187.1749,129.199625,126.030575,70.771725
,,187.206375,129.319675,126.0682,70.815675
,,187.276775,129.34135,126.111925,70.83805
,,187.2817,129.377425,126.303625,70.86505
,,187.29565,129.40795,126.32545,70.908575
,,187.3163,129.44175,126.352025,70.9422
,,187.459275,129.474775,126.51605,70.975425
,,187.614475,129.501375,126.667975,70.9926
,,187.64215,129.595575,126.756875,71.005925
,,187.7387,129.655275,126.78405,71.032
,,187.819225,129.698025,126.79925,71.084575
,,187.8855,129.731,126.820375,71.104325
,,187.94015,129.764675,126.8611,71.13305
,,188.038525,129.8273,126.8826,71.143775
,,188.06845,129.952575,126.89725,71.163475
,,188.1173,130.070925,126.92515,71.20245
,,188.2433,130.1144,126.934075,71.227775
,,188.247525,130.13685,126.945375,71.24845
,,188.299675,130.162675,126.9563,71.262975
,,188.33685,130.179925,126.978075,71.287875
,,188.528875,130.233725,127.026275,71.29965
,,188.621825,130.375725,127.0612,71.3062
,,188.6686,130.3945,127.15835,71.325025
,,188.71425,130.423,127.203575,71.336975
,,188.79595,130.4835,127.2165,71.356175
,,188.92505,130.5692,127.236525,71.376975
,,188.96905,130.617175,127.260925,71.39815
,,189.1044,130.681875,127.323,71.41935
,,189.256875,130.6938,127.335025,71.44825
,,189.308925,130.742825,127.34085,71.49185
,,189.3313,130.78185,127.4084,71.571625
,,189.58875,130.79735,127.448,71.623425
,,189.63695,130.80205,127.473875,71.6597
,,189.725,130.8266,127.52365,71.687975
,,189.7919,130.869125,127.548,71.707
,,189.91385,130.8929,127.573075,71.752275
,,189.94445,130.974825,127.727325,71.78365
,,189.98385,130.993775,127.847775,71.8208
,,189.994475,131.030425,127.8782,71.8571
,,190.0559,131.069125,127.881725,71.891975
,,190.265675,131.08515,127.908775,72.01035
,,190.3116,131.146775,127.975225,72.029375
,,190.385,131.187325,127.9882,72.044475
,,190.48,131.228025,128.077075,72.0617
,,190.49025,131.333975,128.120075,72.123
,,190.558725,131.35695,128.1419,72.143325
,,190.585675,131.43815,128.156125,72.163225
,,190.65625,131.45495,128.169875,72.177025
,,190.679225,131.504675,128.2925,72.2032
,,190.688575,131.548575,128.336675,72.23315
,,190.76395,131.61005,128.3587,72.2568
,,190.776275,131.675475,128.38085,72.285275
,,190.792525,131.678325,128.455125,72.290625
,,190.8357,131.719475,128.49605,72.312225
,,190.91635,131.759325,128.5212,72.34985
,,190.9666,131.846975,128.5857,72.3865
,,190.987175,132.039525,128.63615,72.416375
,,191.092125,132.053925,128.6893,72.441175
,,191.1922,132.06805,128.706325,72.46865
,,191.2934,132.073725,128.743375,72.495975
,,191.32295,132.088225,128.7766,72.51215
,,191.49215,132.097375,128.8451,72.64135
,,191.535025,132.108875,128.863675,72.664125
,,191.557575,132.1329,128.910275,72.681025
,,191.6279,132.144925,128.944525,72.69855
,,191.89435,132.186175,128.961775,72.71405
,,191.99845,132.253,128.9831,72.728725
,,192.1116,132.25725,129.04745,72.743425
,,192.164875,132.288875,129.0805,72.7914
,,192.222525,132.313875,129.119325,72.814675
,,192.3105,132.318025,129.1411,72.828025
,,192.337375,132.35415,129.157625,72.838675
,,192.376375,132.38725,129.185325,72.850325
,,192.4159,132.436125,129.19935,72.86385
,,192.464325,132.460475,129.238925,72.875975
,,192.563025,132.464125,129.2672,72.888275
,,192.6101,132.496725,129.37495,72.9246
,,192.618475,132.50995,129.387525,72.94815
,,192.713925,132.5568,129.400375,72.969075
,,192.93645,132.577625,129.413475,72.98515
,,193.063,132.617675,129.426675,73.0041
,,193.141275,132.651975,129.4721,73.00535
,,193.2881,132.6805,129.505975,73.038725
,,193.349125,132.730325,129.567125,73.07195
,,193.409475,132.777625,129.5699,73.129075
,,193.459025,132.78105,129.6243,73.1903
,,193.488725,132.8447,129.6655,73.230625
,,193.50265,132.9561,129.7615,73.26605
,,193.5361,132.964025,129.7762,73.28955
,,193.602525,132.9793,129.790525,73.327325
,,193.6376,132.999375,129.81095,73.349925
,,193.67645,133.067725,129.83105,73.409125
,,193.755975,133.15835,129.879775,73.4268
,,193.799575,133.210575,129.931875,73.44475
,,193.81415,133.282725,129.963175,73.46745
,,193.818,133.31535,129.987525,73.49855
,,193.870125,133.4453,130.05885,73.524375
,,193.944825,133.468275,130.120725,73.5394
,,193.977625,133.535425,130.1357,73.5528
,,194.2258,133.59995,130.164275,73.555875
,,194.4234,133.624375,130.2277,73.57645
,,194.4529,133.6775,130.3054,73.601525
,,194.5236,133.713075,130.37115,73.623625
,,194.555,133.7313,130.3729,73.659275
,,194.67725,133.767425,130.426375,73.67995
,,194.7307,133.803925,130.4551,73.68115
,,194.82935,133.841975,130.6278,73.712825
,,194.832075,133.8873,130.670925,73.761675
,,194.8881,133.9072,130.6956,73.7804
,,194.9183,133.914625,130.7327,73.80685
,,194.93995,133.955775,130.782375,73.811925
,,195.00305,133.9966,130.832225,73.8289
,,195.049975,134.02875,130.863375,73.8338
,,195.1404,134.095,130.9038,73.862875
,,195.384125,134.13355,130.93225,73.8825
,,195.4062,134.175175,130.973075,73.900725
,,195.5121,134.23695,131.0836,73.918975
,,195.549425,134.26625,131.176125,73.9209
,,195.76915,134.3417,131.235625,73.944125
,,195.795625,134.3539,131.2582,73.96005
,,195.971325,134.374125,131.286575,73.9908
,,196.063325,134.41925,131.308875,74.012475
,,196.14175,134.436025,131.447,74.03
,,196.15865,134.60275,131.544425,74.048925
,,196.1947,134.6191,131.60805,74.06315
,,196.219925,134.64835,131.654825,74.120825
,,196.227025,134.65925,131.853125,74.1472
,,196.24465,134.666875,131.888925,74.16565
,,196.282375,134.6791,131.905725,74.17985
,,196.319375,134.703275,131.917825,74.1978
,,196.5369,134.71475,131.98235,74.241
,,196.609325,134.725725,132.00465,74.2758
,,196.61495,134.75655,132.01755,74.306025
,,196.70925,134.76615,132.026625,74.35245
,,196.8381,134.795275,132.06815,74.3727
,,196.9323,134.8137,132.0701,74.41905
,,197.142625,134.840775,132.076975,74.4261
,,197.144625,134.90825,132.124975,74.4707
,,197.167525,134.9595,132.1623,74.4872
,,197.192325,134.998175,132.225775,74.52185
,,197.25755,135.01225,132.255025,74.550375
,,197.315525,135.0463,132.30145,74.6111
,,197.3826,135.084825,132.338125,74.6448
,,197.422675,135.138275,132.38775,74.66085
,,197.53575,135.15645,132.41065,74.6806
,,197.6181,135.347825,132.487425,74.71295
,,197.671525,135.36155,132.5187,74.75835
,,197.713975,135.3761,132.58125,74.782725
,,197.7795,135.38445,132.613925,74.800325
,,197.814725,135.4044,132.658075,74.811225
,,197.8879,135.418925,132.6988,74.818775
,,197.907625,135.428,132.901475,74.8296
,,197.932975,135.4354,132.971275,74.83935
,,197.9943,135.449525,132.989925,74.86475
,,198.0506,135.471,133.075375,74.87375
,,198.102775,135.49555,133.12205,74.89985
,,198.14435,135.500425,133.1419,74.916875
,,198.223475,135.517425,133.15705,74.935575
,,198.284625,135.63445,133.2426,74.970525
,,198.340375,135.6612,133.326925,74.977575
,,198.37975,135.694525,133.437575,74.98445
,,198.45565,135.7145,133.46285,74.9938
,,198.54285,135.72675,133.535,75.006575
,,198.650725,135.754575,133.54245,75.024925
,,198.709525,135.829225,133.583825,75.03695
,,198.760025,135.849025,133.6393,75.068175
,,198.9157,135.876375,133.6525,75.07845
,,198.93705,135.9135,133.674225,75.0875
,,198.960275,135.97045,133.715675,75.09785
,,198.984625,136.10065,133.81525,75.10945
,,199.0349,136.135025,133.829175,75.12195
,,199.085375,136.15945,133.937825,75.134
,,199.142225,136.179975,133.9884,75.1571
,,199.33015,136.1995,134.0422,75.17915
,,199.417,136.21795,134.085575,75.2004
,,199.422675,136.2551,134.135475,75.2175
,,199.4495,136.3236,134.20915,75.228275
,,199.4662,136.370875,134.2517,75.24435
,,199.478325,136.387225,134.28765,75.261775
,,199.544775,136.433225,134.3386,75.277525
,,199.56675,136.45625,134.37365,75.289875
,,199.649425,136.486925,134.4249,75.3165
,,199.686325,136.500825,134.473725,75.32945
,,199.7036,136.50675,134.5457,75.3466
,,199.7275,136.5456,134.576075,75.3579
,,199.762125,136.598975,134.6058,75.374575
,,199.7785,136.600725,134.634475,75.39245
,,199.7988,136.62335,134.65325,75.412125
,,199.888225,136.624625,134.6668,75.43245
,,199.889275,136.6562,134.69185,75.4568
,,199.93255,136.68815,134.71365,75.470975
,,199.962175,136.70845,134.7442,75.4839
,,199.991825,136.727825,134.794775,75.507775
,,200.032275,136.7559,134.807875,75.53265
,,200.059275,136.790275,134.85685,75.5559
,,200.09595,136.81605,134.872725,75.583525
,,200.136475,136.828875,134.9231,75.60895
,,200.178925,136.873525,134.9432,75.67925
,,200.225975,136.902325,134.961525,75.712275
,,200.2649,137.0114,134.987525,75.730775
,,200.317575,137.050325,135.00305,75.74185
,,200.368575,137.0628,135.067575,75.757975
,,200.380525,137.069025,135.090525,75.77335
,,200.397,137.101575,135.1073,75.786
,,200.42215,137.11055,135.132275,75.802
,,200.441025,137.125925,135.153825,75.822
,,200.45355,137.1419,135.214875,75.86055
,,200.490525,137.1598,135.3294,75.8893
,,200.60375,137.1743,135.416125,75.903225
,,200.752825,137.205,135.43865,75.940925
,,200.797,137.251375,135.4595,75.970325
,,200.847475,137.27795,135.474525,75.99275
,,200.890375,137.355175,135.493725,76.02385
,,200.920325,137.357875,135.52125,76.035425
,,200.95685,137.36875,135.5965,76.0459
,,200.9982,137.37025,135.6604,76.080825
,,201.03345,137.412975,135.7258,76.138275
,,201.0625,137.46105,135.788875,76.210875
,,201.0924,137.4754,135.831675,76.2463
,,201.105825,137.496225,135.839175,76.262675
,,201.2107,137.503075,135.846425,76.275375
,,201.25655,137.51745,135.856825,76.315925
,,201.311275,137.54085,135.863975,76.3672
,,201.342225,137.541975,135.8849,76.383675
,,201.37565,137.596975,135.9171,76.396775
,,201.3947,137.635575,135.96755,76.42645
,,201.436375,137.645125,135.989975,76.4394
,,201.5028,137.68255,136.10115,76.456925
,,201.5743,137.82755,136.186225,76.471225
,,201.606975,137.840425,136.22195,76.4929
,,201.71375,137.86535,136.245975,76.5306
,,201.737875,137.95475,136.323875,76.581475
,,201.77555,138.00905,136.365175,76.604325
,,201.824,138.02765,136.4056,76.62165
,,201.8912,138.088425,136.480575,76.64405
,,201.938725,138.094625,136.521125,76.715325
,,202.05495,138.101675,136.563825,76.74845
,,202.118025,138.111375,136.59175,76.768775
,,202.142725,138.12095,136.625575,76.792125
,,202.1842,138.143825,136.661625,76.81155
,,202.208875,138.153575,136.748475,76.836025
,,202.257875,138.1669,136.796875,76.87965
,,202.266325,138.16985,136.830275,76.89815
,,202.2757,138.1968,136.85935,76.936575
,,202.283775,138.211725,136.88495,76.9641
,,202.329,138.236925,136.915475,76.996725
,,202.337625,138.253475,136.951475,77.0222
,,202.3641,138.268575,136.97665,77.05035
,,202.43945,138.3969,136.989125,77.077275
,,202.687125,138.4235,136.9937,77.108875
,,202.747525,138.45255,136.999575,77.130175
,,202.8009,138.465,137.00865,77.147625
,,202.8513,138.521325,137.112825,77.159325
,,202.87065,138.5344,137.15105,77.1722
,,202.893475,138.62865,137.17955,77.1837
,,202.9248,138.725475,137.2051,77.1943
,,202.95905,138.731925,137.246325,77.205075
,,203.070875,138.752275,137.274975,77.215975
,,203.085075,138.788675,137.33565,77.222575
,,203.16165,138.840325,137.358275,77.23115
,,203.193925,138.8915,137.385925,77.2456
,,203.294175,138.95125,137.444675,77.26
,,203.4234,139.0059,137.50245,77.28165
,,203.48695,139.05945,137.520275,77.323125
,,203.522975,139.19535,137.5472,77.334
,,203.615525,139.30435,137.593525,77.345625
,,203.826775,139.3089,137.6404,77.356325
,,203.852525,139.922925,137.6778,77.368675
,,203.88265,139.955525,137.700725,77.38615
,,203.90195,139.9585,137.7236,77.3975
,,203.937275,140.118575,137.765275,77.42325
,,203.9938,140.149925,137.7852,77.440225
,,204.058925,140.179725,137.80805,77.4532
,,204.142925,140.20735,137.846775,77.465125
,,204.190275,140.226825,137.861,77.476725
,,204.21965,140.246025,137.874125,77.5044
,,204.2965,140.250025,137.892725,77.563
,,204.3147,140.280175,137.911575,77.622225
,,204.3955,140.288025,137.929275,77.651425
,,204.4211,140.316125,137.95985,77.682525
,,204.45385,140.33475,137.98305,77.711275
,,204.47805,140.3581,138.009175,77.7398
,,204.479775,140.37345,138.097675,77.755125
,,204.550125,140.3891,138.144625,77.7707
,,204.643225,140.393825,138.1787,77.791075
,,204.657025,140.4397,138.193425,77.809375
,,204.727025,140.469325,138.221225,77.8228
,,204.751575,140.493975,138.25065,77.838425
,,204.7868,140.500775,138.303325,77.85825
,,204.829675,140.523325,138.321375,77.8784
,,204.881375,140.5326,138.343575,77.895175
,,204.93725,140.550275,138.3681,77.908725
,,204.9697,140.56245,138.38035,77.957325
,,205.136125,140.59175,138.39665,78.019275
,,205.25855,140.782025,138.42435,78.04815
,,205.421025,140.868825,138.43735,78.0802
,,205.51,140.92595,138.465775,78.104675
,,205.591125,140.940275,138.484175,78.147875
,,205.649725,140.963725,138.495675,78.160925
,,205.699625,140.9727,138.520625,78.176775
,,205.75735,141.0123,138.5771,78.18635
,,205.816125,141.0895,138.655675,78.197925
,,205.9248,141.135475,138.693125,78.208325
,,205.944725,141.1979,138.73675,78.22035
,,205.9964,141.23515,138.79055,78.23415
,,206.06605,141.263775,138.812775,78.247175
,,206.1347,141.2688,138.8472,78.26075
,,206.179575,141.30945,138.86635,78.280975
,,206.291225,141.3234,138.902375,78.286925
,,206.332175,141.35185,138.9169,78.290025
,,206.377075,141.37215,138.937575,78.30155
,,206.3972,141.37595,138.954525,78.3162
,,206.437,141.432975,138.966225,78.32785
,,206.4497,141.457575,138.9796,78.341325
,,206.46845,141.512125,138.994675,78.352775
,,206.5335,141.550575,139.0235,78.3678
,,206.6142,141.595325,139.050775,78.37705
,,206.6754,141.603425,139.061725,78.405325
,,206.6903,141.611425,139.0809,78.433625
,,206.765,141.63065,139.0968,78.442375
,,206.784825,141.660575,139.126425,78.460125
,,206.7882,141.724675,139.14885,78.48295
,,206.816675,141.7305,139.165775,78.488125
,,206.852025,141.754375,139.192725,78.5021
,,206.898825,141.784175,139.22625,78.558825
,,206.9049,141.82165,139.245325,78.577225
,,206.963375,141.84555,139.270625,78.5953
,,207.0198,141.906675,139.280475,78.614075
,,207.0884,141.959125,139.30835,78.62525
,,207.1043,142.0117,139.329225,78.6267
,,207.173375,142.121675,139.3488,78.644675
,,207.2188,142.167175,139.388625,78.656125
,,207.22695,142.22045,139.42945,78.661175
,,207.28085,142.243175,139.5154,78.688575
,,207.320425,142.270025,139.557675,78.705275
,,207.34165,142.358475,139.585425,78.724225
,,207.3893,142.378975,139.65215,78.740575
,,207.431175,142.39945,139.727,78.7543
,,207.479,142.461225,139.749525,78.767325
,,207.5083,142.497425,139.764625,78.788225
,,207.616125,142.58875,139.79645,78.81915
,,207.669425,142.634,139.816775,78.83995
,,207.702525,142.679225,139.91,78.861725
,,207.720375,142.719575,139.931125,78.88195
,,207.72215,142.7537,139.957375,78.902125
,,207.755175,142.773825,140.12445,78.922
,,207.84795,142.8002,140.14435,78.93935
,,207.89835,142.815125,140.156425,78.960175
,,207.996325,142.905275,140.16265,78.9815
,,208.004325,142.9426,140.194925,79.0053
,,208.050725,142.9699,140.240625,79.027025
,,208.138075,142.98745,140.2796,79.063025
,,208.19845,142.99615,140.3365,79.077025
,,208.289925,143.0479,140.359975,79.089625
,,208.462275,143.100775,140.388175,79.110975
,,208.532875,143.14845,140.45055,79.126725
,,208.5857,143.185375,140.492425,79.14015
,,208.606275,143.207625,140.551775,79.15965
,,208.71465,143.242075,140.58205,79.192775
,,208.87775,143.26135,140.60085,79.21355
,,208.9221,143.26255,140.6659,79.22785
,,208.984575,143.278275,140.712275,79.2389
,,209.078425,143.292925,140.75435,79.24985
,,209.08805,143.32805,140.7836,79.263875
,,209.229975,143.428825,140.8356,79.279475
,,209.321525,143.48345,140.8522,79.2935
,,209.3758,143.4919,140.866125,79.3261
,,209.559025,143.50445,140.879475,79.347275
,,209.6807,143.52515,140.895125,79.375475
,,209.7345,143.56565,140.93355,79.419
,,209.7936,143.6249,140.9546,79.433275
,,209.8619,143.63295,140.990075,79.44945
,,209.89355,143.68545,141.004025,79.4752
,,209.97505,143.70355,141.018525,79.48895
,,210.0539,143.736625,141.028775,79.5035
,,210.1909,143.747425,141.069075,79.513425
,,210.21,143.749475,141.086275,79.527825
,,210.268925,143.784175,141.102325,79.5459
,,210.324175,143.7961,141.13765,79.5655
