SPK_SPKC01a (NA),SPK_SPKC05a (excited),SPK_SPKC05b (no effect),SPK_SPKC05c (NA),SPK_SPKC07a (inhibited),SPK_SPKC13a (excited)
,,,,352.716225,234.820325
,,,,352.725425,234.8353
,,,,352.737725,234.865625
,,,,352.7539,234.905525
,,,,352.771775,234.944425
,,,,352.787875,234.959775
,,,,352.8114,234.971375
,,,,352.8313,235.009375
,,,,352.84905,235.046575
,,,,352.8735,235.07705
,,,,352.935,235.093625
,,,,352.94835,235.10455
,,,,352.959125,235.17195
,,,,352.996825,235.177225
,,,,353.025975,235.229275
,,,,353.050225,235.266175
,,,,353.088325,235.29135
,,,,353.105625,235.314225
,,,,353.140925,235.3405
,,,,353.184175,235.3587
,,,,353.207175,235.4233
,,,,353.2247,235.491575
,,,,353.2744,235.5004
,,,,353.293075,235.516075
,,,,353.310325,235.528275
,,,,353.3281,235.543375
,,,,353.3407,235.57665
,,,,353.366175,235.627325
,,,,353.381625,235.6421
,,,,353.40025,235.664225
,,,,353.413725,235.6753
,,,,353.42855,235.689875
,,,,353.4862,235.717625
,,,,353.589275,235.76575
,,,,353.6023,235.816325
,,,,353.6186,235.8597
,,,,353.637975,235.89025
,,,,353.65325,235.9028
,,,,353.6704,235.93695
,,,,353.69415,235.950675
,,,,353.71235,235.963475
,,,,353.737225,235.97335
,,,,353.74955,235.999825
,,,,353.795675,236.01175
,,,,353.87975,236.03265
,,,,353.9029,236.044825
,,,,353.9299,236.078625
,,,,353.9657,236.1014
,,,,353.984375,236.1229
,,,,354.0152,236.147725
,,,,354.0575,236.2017
,,,,354.12365,236.213875
,,,,354.15765,236.257425
,,,,354.1675,236.2744
,,,,354.17725,236.289325
,,,,354.196975,236.304375
,,,,354.23575,236.36765
,,,,354.242025,236.509575
,,,,354.265725,236.558875
,,,,354.28695,236.58365
,,,,354.30115,236.60595
,,,,354.34885,236.625625
,,,,354.38205,236.627775
,,,,354.401875,236.6489
,,,,354.4198,236.67125
,,,,354.4695,236.715975
,,,,354.518525,236.73925
,,,,354.5502,236.7749
,,,,354.5701,236.812725
,,,,354.6073,236.877925
,,,,354.626725,236.894075
,,,,354.6608,236.933425
,,,,354.6966,236.960525
,,,,354.7252,236.977825
,,,,354.748975,237.0033
,,,,354.796675,237.062925
,,,,354.846525,237.096875
,,,,354.870925,237.118125
,,,,354.888225,237.1483
,,,,354.90595,237.244125
,,,,354.915425,237.2692
,,,,354.9256,237.281125
,,,,354.934075,237.291875
,,,,354.946775,237.309775
,,,,354.972075,237.3272
,,,,354.991375,237.339225
,,,,355.0086,237.368275
,,,,355.029575,237.403375
,,,,355.07175,237.422725
,,,,355.1055,237.437275
,,,,355.136525,237.46105
,,,,355.209875,237.484825
,,,,355.230775,237.4982
,,,,355.261775,237.51085
,,,,355.273375,237.53605
,,,,355.2847,237.553075
,,,,355.2997,237.580475
,,,,355.31305,237.6054
,,,,355.3238,237.619725
,,,,355.339575,237.6461
,,,,355.394425,237.659725
,,,,355.409675,237.6702
,,,,355.4228,237.68625
,,,,355.43515,237.7012
,,,,355.47435,237.754125
,,,,355.5063,237.769775
,,,,355.5264,237.78525
,,,,355.564975,237.8239
,,,,355.606475,237.8516
,,,,355.62425,237.9039
,,,,355.63495,237.919575
,,,,355.6419,237.941725
,,,,355.6472,237.9632
,,,,355.6532,237.978125
,,,,355.667275,237.979175
,,,,355.677675,238.0342
,,,,355.684475,238.06295
,,,,355.68975,238.127775
,,,,355.696875,238.1537
,,,,355.7057,238.170675
,,,,355.72415,238.24215
,,,,355.737575,238.276375
,,,,355.757975,238.363425
,,,,355.78465,238.3981
,,,,355.802575,238.41135
,,,,355.82655,238.4377
,,,,355.853575,238.4515
,,,,355.87815,238.4623
,,,,355.90365,238.50345
,,,,355.921925,238.56845
,,,,355.938825,238.6085
,,,,355.9575,238.633275
,,,,355.9728,238.6546
,,,,355.98805,238.7191
,,,,356.0022,238.731375
,,,,356.038925,238.790925
,,,,356.1237,238.812025
,,,,356.162575,238.841
,,,,356.174375,238.877525
,,,,356.186925,238.881575
,,,,356.198825,238.921575
,,,,356.207875,238.9612
,,,,356.21675,238.984875
,,,,356.233575,239.0104
,,,,356.27585,239.025025
,,,,356.2915,239.03405
,,,,356.323825,239.066375
,,,,356.33955,239.092225
,,,,356.36345,239.138075
,,,,356.401875,239.153775
,,,,356.42755,239.16665
,,,,356.4671,239.178325
,,,,356.482,239.218675
,,,,356.510775,239.2926
,,,,356.560475,239.336725
,,,,356.592325,239.38535
,,,,356.613675,239.4034
,,,,356.6389,239.440775
,,,,356.6605,239.451925
,,,,356.69025,239.468825
,,,,356.710775,239.48775
,,,,356.80155,239.508975
,,,,356.834025,239.569725
,,,,356.8691,239.5871
,,,,356.89895,239.606225
,,,,356.923375,239.642475
,,,,356.94925,239.66875
,,,,357.003225,239.680075
,,,,357.0233,239.693225
,,,,357.0762,239.706975
,,,,357.11595,239.74
,,,,357.1522,239.75985
,,,,357.193175,239.77665
,,,,357.227575,239.795025
,,,,357.2604,239.855225
,,,,357.41015,239.865025
,,,,357.45065,239.886725
,,,,357.46105,239.92035
,,,,357.464175,239.930325
,,,,357.4763,239.96185
,,,,357.49245,239.978
,,,,357.4972,240.00945
,,,,357.54875,240.0227
,,,,357.73485,240.050425
,,,,357.820475,240.07815
,,,,357.847025,240.119
,,,,357.8642,240.163425
,,,,357.90045,240.25665
,,,,357.917175,240.269975
,,,,357.9379,240.28975
,,,,357.9549,240.308425
,,,,357.9974,240.337825
,,,,358.0341,240.354375
,,,,358.072025,240.369075
,,,,358.094975,240.382625
,,,,358.138825,240.395075
,,,,358.155925,240.4716
,,,,358.1616,240.48435
,,,,358.1722,240.49605
,,,,358.188425,240.51535
,,,,358.2399,240.600575
,,,,358.2761,240.6349
,,,,358.29815,240.657825
,,,,358.34085,240.694425
,,,,358.381,240.71145
,,,,358.411975,240.715275
,,,,358.433425,240.724775
,,,,358.443725,240.75655
,,,,358.450425,240.79835
,,,,358.464075,240.816675
,,,,358.545125,240.885825
,,,,358.62565,240.927275
,,,,358.638425,240.9443
,,,,358.668675,240.9607
,,,,358.686525,240.9809
,,,,358.713825,241.006575
,,,,358.7539,241.046075
,,,,358.790125,241.05825
,,,,358.840975,241.080575
,,,,358.8855,241.106775
,,,,358.9095,241.154275
,,,,358.9351,241.181775
,,,,358.985125,241.21415
,,,,359.0081,241.2582
,,,,359.048725,241.278625
,,,,359.07795,241.3834
,,,,359.147275,241.396275
,,,,359.17275,241.4115
,,,,359.201975,241.427925
,,,,359.246625,241.50305
,,,,359.274925,241.5456
,,,,359.305075,241.559525
,,,,359.343,241.5803
,,,,359.402825,241.6253
,,,,359.5048,241.659325
,,,,359.58555,241.77805
,,,,359.6762,241.794275
,,,,359.689975,241.804725
,,,,359.770975,241.867775
,,,,359.8935,241.8915
,,,,359.95555,241.9142
,,,,360.014825,241.950375
,,,,360.265375,241.967775
,,,,360.297125,242.07115
,,,,360.3025,242.087975
,,,,360.3101,242.1045
,,,,360.313375,242.117475
,,,,360.323575,242.127275
,,,,360.345825,242.1669
,,,,360.40265,242.17495
,,,,360.443275,242.210375
,,,,360.487125,242.2411
,,,,360.50535,242.25405
,,,,360.57405,242.279825
,,,,360.616375,242.296975
,,,,360.653225,242.317675
,,,,360.6761,242.3363
,,,,360.726225,242.35465
,,,,360.8015,242.41685
,,,,360.838225,242.430925
,,,,360.85365,242.44675
,,,,360.879025,242.4602
,,,,360.893525,242.4775
,,,,360.941925,242.5022
,,,,360.9671,242.52285
,,,,361.06445,242.543
,,,,361.110625,242.55825
,,,,361.1695,242.567975
,,,,361.185325,242.593525
,,,,361.27555,242.6622
,,,,361.3428,242.698325
,,,,361.53415,242.717325
,,,,361.563725,242.729625
,,,,361.597025,242.74375
,,,,361.6284,242.746425
,,,,361.68965,242.771325
,,,,361.72535,242.7735
,,,,361.7883,242.79425
,,,,361.8544,242.818125
,,,,361.877125,242.83945
,,,,361.88885,242.86085
,,,,361.906075,242.900175
,,,,361.9278,242.91895
,,,,361.991125,242.9552
,,,,362.020325,243.015175
,,,,362.12245,243.03595
,,,,362.13725,243.1529
,,,,362.147775,243.2029
,,,,362.156825,243.220075
,,,,362.16465,243.2323
,,,,362.179525,243.24865
,,,,362.18935,243.265275
,,,,362.2055,243.29025
,,,,362.233425,243.321225
,,,,362.2561,243.346375
,,,,362.2824,243.3904
,,,,362.3127,243.406225
,,,,362.342675,243.435175
,,,,362.39045,243.45075
,,,,362.431425,243.48425
,,,,362.464,243.502225
,,,,362.54725,243.51405
,,,,362.6207,243.54605
,,,,362.655825,243.56285
,,,,362.681325,243.5802
,,,,362.692425,243.606825
,,,,362.70965,243.683425
,,,,362.75995,243.70245
,,,,362.861625,243.71505
,,,,362.9273,243.72325
,,,,362.9947,243.738675
,,,,363.01055,243.7731
,,,,363.042575,243.78765
,,,,363.0712,243.81125
,,,,363.092225,243.829775
,,,,363.111525,243.8555
,,,,363.169125,243.866725
,,,,363.209,243.887175
,,,,363.25965,243.919475
,,,,363.31465,243.962875
,,,,363.3301,243.986475
,,,,363.334725,244.045375
,,,,363.3477,244.055225
,,,,363.3906,244.125275
,,,,363.43085,244.155575
,,,,363.453225,244.16575
,,,,363.46065,244.183675
,,,,363.487625,244.209175
,,,,363.5645,244.23475
,,,,363.608375,244.24545
,,,,363.652425,244.256125
,,,,363.70535,244.3193
,,,,363.8077,244.343575
,,,,363.8217,244.3637
,,,,363.834275,244.392625
,,,,363.8489,244.41945
,,,,363.89055,244.4482
,,,,363.916475,244.46225
,,,,363.954175,244.483475
,,,,363.98385,244.501175
,,,,364.0089,244.532775
,,,,364.042,244.547475
,,,,364.089625,244.56595
,,,,364.11415,244.610625
,,,,364.1335,244.646825
,,,,364.15855,244.721925
,,,,364.23165,244.745475
,,,,364.27155,244.769925
,,,,364.283275,244.8076
,,,,364.303775,244.840025
,,,,364.325,244.853575
,,,,364.3392,244.885
,,,,364.35295,244.90655
,,,,364.375625,244.94775
,,,,364.38825,244.962425
,,,,364.4088,244.968625
,,,,364.4342,244.9743
,,,,364.45845,244.985925
,,,,364.4991,244.991825
,,,,364.528075,245.020925
,,,,364.6236,245.032375
,,,,364.650925,245.0628
,,,,364.66965,245.10045
,,,,364.68105,245.11485
,,,,364.697325,245.118575
,,,,364.715475,245.1244
,,,,364.7351,245.132375
,,,,364.756275,245.163475
,,,,364.772975,245.171775
,,,,364.787,245.174375
,,,,364.80485,245.18505
,,,,364.8583,245.197775
,,,,364.875425,245.2356
,,,,364.919275,245.25465
,,,,364.958625,245.257875
,,,,364.969375,245.277175
,,,,365.00725,245.28475
,,,,365.028725,245.35565
,,,,365.05005,245.386725
,,,,365.131375,245.4271
,,,,365.18595,245.48875
,,,,365.198775,245.50385
,,,,365.234225,245.540775
,,,,365.246225,245.5649
,,,,365.281625,245.5821
,,,,365.314925,245.6341
,,,,365.34985,245.65385
,,,,365.398175,245.66685
,,,,365.460775,245.680475
,,,,365.566225,245.759775
,,,,365.583875,245.7918
,,,,365.59865,245.80735
,,,,365.6233,245.884525
,,,,365.630875,245.896575
,,,,365.64925,245.912075
,,,,365.7225,245.929025
,,,,365.74395,245.942225
,,,,365.8603,245.95385
,,,,365.899025,246.001325
,,,,365.95345,246.02665
,,,,365.976925,246.03945
,,,,366.0074,246.065175
,,,,366.03855,246.0744
,,,,366.070125,246.087875
,,,,366.129775,246.1194
,,,,366.164825,246.134825
,,,,366.18765,246.179025
,,,,366.20815,246.194425
,,,,366.269375,246.228825
,,,,366.313875,246.267325
,,,,366.35315,246.2954
,,,,366.4468,246.35925
,,,,366.487525,246.376275
,,,,366.498025,246.397075
,,,,366.511825,246.4126
,,,,366.5396,246.4536
,,,,366.591325,246.484625
,,,,366.623475,246.529775
,,,,366.669225,246.545325
,,,,366.7283,246.6015
,,,,366.751,246.6675
,,,,366.8528,246.697925
,,,,366.905125,246.737525
,,,,366.9505,246.755425
,,,,366.97715,246.77645
,,,,367.12625,246.7972
,,,,367.157975,246.819775
,,,,367.202825,246.853675
,,,,367.24365,246.880325
,,,,367.266225,246.903025
,,,,367.29055,246.92395
,,,,367.3278,246.941975
,,,,367.374325,246.95885
,,,,367.427275,246.97725
,,,,367.438275,246.992325
,,,,367.47425,247.049825
,,,,367.4977,247.0808
,,,,367.506825,247.1284
,,,,367.5266,247.149125
,,,,367.550775,247.1905
,,,,367.596675,247.2272
,,,,367.631925,247.24325
,,,,367.67355,247.26175
,,,,367.69965,247.3067
,,,,367.731925,247.327
,,,,367.76745,247.3404
,,,,367.787575,247.3586
,,,,367.801675,247.432325
,,,,367.831225,247.4581
,,,,367.848125,247.522925
,,,,367.8724,247.541775
,,,,367.8827,247.559975
,,,,367.90115,247.58145
,,,,367.908275,247.604375
,,,,367.924275,247.63395
,,,,367.946725,247.664
,,,,367.9655,247.685325
,,,,367.9888,247.749625
,,,,368.00145,247.806175
,,,,368.0159,247.99045
,,,,368.0308,248.008
,,,,368.0433,248.020125
,,,,368.061575,248.0323
,,,,368.08245,248.064375
,,,,368.108425,248.163925
,,,,368.141675,248.204325
,,,,368.189525,248.217625
,,,,368.245225,248.271475
,,,,368.302,248.27715
,,,,368.362475,248.322425
,,,,368.38415,248.373575
,,,,368.40265,248.3813
,,,,368.4265,248.39025
,,,,368.465625,248.406125
,,,,368.50365,248.436625
,,,,368.539875,248.4527
,,,,368.601875,248.467975
,,,,368.63545,248.510625
,,,,368.692,248.635275
,,,,368.723325,248.6479
,,,,368.8177,248.783425
,,,,368.89065,248.8258
,,,,368.91515,248.8452
,,,,368.930075,248.881425
,,,,368.94745,248.943625
,,,,368.993925,248.96055
,,,,369.016025,248.988925
,,,,369.039225,249.03245
,,,,369.064575,249.07965
,,,,369.0838,249.092725
,,,,369.112925,249.1061
,,,,369.13755,249.128525
,,,,369.16285,249.199225
,,,,369.17865,249.21475
,,,,369.219625,249.232175
,,,,369.26405,249.262275
,,,,369.2864,249.297025
,,,,369.333775,249.324225
,,,,369.394075,249.329175
,,,,369.413175,249.38205
,,,,369.4254,249.412175
,,,,369.47095,249.437175
,,,,369.49735,249.464625
,,,,369.52165,249.4753
,,,,369.539275,249.4898
,,,,369.570725,249.499625
,,,,369.597225,249.538225
,,,,369.6157,249.56585
,,,,369.631,249.58285
,,,,369.643375,249.645375
,,,,369.684575,249.66855
,,,,369.711625,249.6948
,,,,369.779575,249.704925
,,,,369.823925,249.782625
,,,,369.84065,249.79875
,,,,369.854975,249.9533
,,,,369.87825,249.983075
,,,,369.900325,250.03545
,,,,369.9314,250.04515
,,,,369.96165,250.0546
,,,,369.97995,250.071275
,,,,370.004025,250.08775
,,,,370.022625,250.104625
,,,,370.043875,250.1092
,,,,370.067025,250.129175
,,,,370.087725,250.1459
,,,,370.18225,250.19335
,,,,370.264825,250.2644
,,,,370.282575,250.289475
,,,,370.30095,250.3166
,,,,370.316325,250.379825
,,,,370.396725,250.406275
,,,,370.431475,250.424425
,,,,370.451125,250.5026
,,,,370.483575,250.559325
,,,,370.54745,250.602275
,,,,370.612475,250.655475
,,,,370.629375,250.69105
,,,,370.644175,250.732825
,,,,370.661525,250.7774
,,,,370.6766,250.855925
,,,,370.704725,250.857575
,,,,370.738075,250.867225
,,,,370.751925,250.8762
,,,,370.8234,250.8818
,,,,370.851975,250.88825
,,,,370.924225,250.894
,,,,370.93655,250.9166
,,,,370.952825,250.926
,,,,370.96145,250.970475
,,,,370.976225,250.98355
,,,,370.991125,251.025
,,,,371.00475,251.061275
,,,,371.012425,251.075375
,,,,371.02135,251.101525
,,,,371.032,251.1297
,,,,371.045275,251.142725
,,,,371.051075,251.1552
,,,,371.06375,251.168375
,,,,371.07355,251.192875
,,,,371.08785,251.203425
,,,,371.1027,251.213025
,,,,371.1484,251.2222
,,,,371.162625,251.24495
,,,,371.17935,251.250375
,,,,371.20425,251.254325
,,,,371.2175,251.26065
,,,,371.28265,251.2979
,,,,371.303775,251.32375
,,,,371.320125,251.329975
,,,,371.347475,251.372275
,,,,371.37955,251.41
,,,,371.40305,251.462075
,,,,371.417175,251.576325
,,,,371.426875,251.600625
,,,,371.471125,251.6299
,,,,371.50345,251.646475
,,,,371.5772,251.67055
,,,,371.593325,251.69
,,,,371.6114,251.726025
,,,,371.631875,251.822
,,,,371.642125,251.8907
,,,,371.6588,251.905125
,,,,371.683275,251.912925
,,,,371.820025,251.92625
,,,,371.850275,251.936875
,,,,371.862375,251.98365
,,,,371.87655,252.015
,,,,371.9146,252.06345
,,,,371.9333,252.100625
,,,,371.95625,252.132425
,,,,371.988375,252.1622
,,,,372.00865,252.259075
,,,,372.033475,252.2929
,,,,372.05875,252.3189
,,,,372.090575,252.334775
,,,,372.1038,252.363975
,,,,372.1309,252.3794
,,,,372.1486,252.4705
,,,,372.171525,252.493375
,,,,372.196525,252.549775
,,,,372.2139,252.5691
,,,,372.237475,252.587375
,,,,372.33325,252.608025
,,,,372.382275,252.628625
,,,,372.41905,252.680875
,,,,372.445675,252.76165
,,,,372.448825,252.793775
,,,,372.464,252.824
,,,,372.477975,252.8419
,,,,372.521525,252.8948
,,,,372.571625,252.936475
,,,,372.612025,252.96335
,,,,372.642575,253.0193
,,,,372.662,253.029625
,,,,372.692825,253.0516
,,,,372.726375,253.096425
,,,,372.762,253.180175
,,,,372.8477,253.19635
,,,,372.87985,253.23885
,,,,372.95485,253.259125
,,,,373.0049,253.294125
,,,,373.04275,253.3556
,,,,373.06285,253.420675
,,,,373.07545,253.49065
,,,,373.08765,253.603675
,,,,373.115325,253.648225
,,,,373.13385,253.669025
,,,,373.14795,253.745725
,,,,373.1845,253.822925
,,,,373.286925,253.88365
,,,,373.326675,253.902275
,,,,373.370275,253.93685
,,,,373.390525,254.00415
,,,,373.4313,254.005325
,,,,373.458325,254.012025
,,,,373.5234,254.093825
,,,,373.579325,254.125
,,,,373.628,254.14455
,,,,373.66415,254.1611
,,,,373.682,254.1762
,,,,373.725175,254.22375
,,,,373.74745,254.242225
,,,,373.76985,254.312725
,,,,373.79525,254.364925
,,,,373.910975,254.40485
,,,,373.934725,254.430125
,,,,373.94475,254.451225
,,,,373.951225,254.465925
,,,,373.9809,254.482
,,,,373.987075,254.50735
,,,,374.003625,254.52345
,,,,374.057325,254.536725
,,,,374.140375,254.5826
,,,,374.2427,254.614225
,,,,374.2771,254.656425
,,,,374.34435,254.67165
,,,,374.37465,254.689125
,,,,374.4113,254.701275
,,,,374.4471,254.73855
,,,,374.47635,254.74665
,,,,374.564725,254.8014
,,,,374.59775,254.817425
,,,,374.666325,254.8328
,,,,374.7003,254.844825
,,,,374.723525,254.86165
,,,,374.79705,254.899125
,,,,374.81995,254.91785
,,,,374.839825,254.956375
,,,,374.8641,254.965225
,,,,374.9234,254.96855
,,,,374.952175,254.9835
,,,,375.0024,254.985775
,,,,375.128925,255.04335
,,,,375.169,255.077025
,,,,375.219425,255.09425
,,,,375.249475,255.111875
,,,,375.30045,255.140575
,,,,375.33265,255.1937
,,,,375.470875,255.2351
,,,,375.499575,255.241225
,,,,375.5516,255.249125
,,,,375.63755,255.266475
,,,,375.6601,255.279475
,,,,375.698475,255.350325
,,,,375.712325,255.365575
,,,,375.7292,255.377925
,,,,375.770275,255.412375
,,,,375.83035,255.441125
,,,,375.862125,255.4794
,,,,375.911975,255.5415
,,,,376.015075,255.58105
,,,,376.0661,255.595125
,,,,376.158075,255.6042
,,,,376.215075,255.6749
,,,,376.23365,255.75085
,,,,376.259025,255.765
,,,,376.28365,255.851325
,,,,376.3167,255.8572
,,,,376.3432,255.87705
,,,,376.359475,255.8915
,,,,376.374675,255.9195
,,,,376.411125,255.930925
,,,,376.428175,255.94135
,,,,376.480375,255.988775
,,,,376.493025,256.0216
,,,,376.51225,256.045225
,,,,376.52375,256.06015
,,,,376.549425,256.131775
,,,,376.5727,256.1505
,,,,376.5897,256.16485
,,,,376.60735,256.2024
,,,,376.638175,256.228525
,,,,376.671625,256.2396
,,,,376.6831,256.2547
,,,,376.705525,256.2921
,,,,376.72665,256.448625
,,,,376.7421,256.45875
,,,,376.7661,256.471175
,,,,376.77805,256.49645
,,,,376.7952,256.50935
,,,,376.80775,256.549775
,,,,376.830525,256.57595
,,,,376.84995,256.612275
,,,,376.8731,256.632125
,,,,376.89335,256.67105
,,,,376.9433,256.6853
,,,,376.981425,256.7679
,,,,377.00665,256.86005
,,,,377.02935,256.880325
,,,,377.075475,256.9006
,,,,377.093425,256.92555
,,,,377.1359,256.9429
,,,,377.161625,256.965125
,,,,377.1961,256.9852
,,,,377.2247,257.0057
,,,,377.25735,257.08085
,,,,377.2901,257.131125
,,,,377.3104,257.14125
,,,,377.33855,257.157325
,,,,377.35695,257.175675
,,,,377.399425,257.192075
,,,,377.4239,257.22065
,,,,377.45475,257.306675
,,,,377.488375,257.327775
,,,,377.540225,257.346125
,,,,377.55635,257.361475
,,,,377.6492,257.3808
,,,,377.68275,257.418525
,,,,377.71755,257.443475
,,,,377.742125,257.466925
,,,,377.794225,257.529725
,,,,377.824125,257.5651
,,,,377.8463,257.623525
,,,,377.885875,257.639125
,,,,377.899025,257.650025
,,,,377.918075,257.6512
,,,,377.950125,257.68025
,,,,377.9823,257.691425
,,,,378.027275,257.709475
,,,,378.081225,257.719075
,,,,378.13035,257.75715
,,,,378.139825,257.790625
,,,,378.165925,257.8089
,,,,378.18995,257.83805
,,,,378.235275,257.885075
,,,,378.37935,257.898275
,,,,378.455025,257.9523
,,,,378.4915,258.003
,,,,378.52195,258.062475
,,,,378.541075,258.116675
,,,,378.55645,258.14195
,,,,378.59115,258.15155
,,,,378.63295,258.1662
,,,,378.678875,258.181475
,,,,378.69455,258.259125
,,,,378.7258,258.285025
,,,,378.7471,258.3215
,,,,378.810975,258.40975
,,,,379.0439,258.4221
,,,,379.1221,258.434325
,,,,379.143775,258.4644
,,,,379.306175,258.519175
,,,,379.3637,258.540675
,,,,379.409525,258.554175
,,,,379.454975,258.567575
,,,,379.72825,258.578725
,,,,379.740875,258.584525
,,,,379.7621,258.58975
,,,,379.772575,258.5993
,,,,379.783525,258.614275
,,,,379.795925,258.639575
,,,,379.806875,258.6536
,,,,379.8232,258.667625
,,,,379.8392,258.722925
,,,,379.8698,258.7397
,,,,379.8959,258.777875
,,,,379.912575,258.795925
,,,,379.972425,258.8272
,,,,379.990275,258.90045
,,,,380.015175,258.909575
,,,,380.051125,258.969325
,,,,380.087275,258.98765
,,,,380.10865,259.0119
,,,,380.14775,259.048425
,,,,380.180625,259.0646
,,,,380.1961,259.06615
,,,,380.2182,259.086725
,,,,380.2198,259.113175
,,,,380.2355,259.1393
,,,,380.2566,259.1521
,,,,380.26635,259.167675
,,,,380.287875,259.183425
,,,,380.31425,259.199175
,,,,380.340475,259.22275
,,,,380.3728,259.23015
,,,,380.39375,259.239125
,,,,380.447225,259.25715
,,,,380.48125,259.2713
,,,,380.493125,259.2905
,,,,380.511025,259.310675
,,,,380.5343,259.357775
,,,,380.555225,259.3971
,,,,380.584375,259.45965
,,,,380.609075,259.484825
,,,,380.637375,259.5147
,,,,380.690025,259.534725
,,,,380.74045,259.55115
,,,,380.787175,259.5769
,,,,380.80725,259.58105
,,,,380.8289,259.606925
,,,,380.86005,259.671175
,,,,380.9143,259.70065
,,,,380.9653,259.76015
,,,,380.982525,259.782775
,,,,381.0444,259.856075
,,,,381.077125,259.881875
,,,,381.0985,259.915475
,,,,381.1347,259.93755
,,,,381.159225,259.9789
,,,,381.25095,260.020375
,,,,381.367875,260.046675
,,,,381.399675,260.10995
,,,,381.41865,260.144225
,,,,381.47575,260.16335
,,,,381.529375,260.190075
,,,,381.686225,260.206825
,,,,381.7885,260.23055
,,,,381.92195,260.2745
,,,,381.944025,260.3066
,,,,381.98685,260.3389
,,,,382.025625,260.355825
,,,,382.111075,260.3744
,,,,382.3091,260.419775
,,,,382.363225,260.4561
,,,,382.38025,260.458
,,,,382.42945,260.4746
,,,,382.46305,260.5103
,,,,382.475775,260.534375
,,,,382.508825,260.54155
,,,,382.543925,260.5595
,,,,382.5965,260.580175
,,,,382.631675,260.606825
,,,,382.66035,260.630125
,,,,382.72965,260.6895
,,,,382.7483,260.71205
,,,,382.781525,260.73215
,,,,382.80165,260.76555
,,,,382.8174,260.78485
,,,,382.832575,260.8247
,,,,382.85955,260.85505
,,,,382.902325,260.878425
,,,,382.9215,260.903025
,,,,382.94735,260.9249
,,,,382.9922,260.94055
,,,,383.02095,260.955775
,,,,383.063975,261.00905
,,,,383.16265,261.070725
,,,,383.173225,261.091825
,,,,383.180725,261.114325
,,,,383.191125,261.131275
,,,,383.19835,261.1756
,,,,383.21155,261.255575
,,,,383.2222,261.292025
,,,,383.23275,261.3299
,,,,383.2419,261.3425
,,,,383.250025,261.35315
,,,,383.260325,261.363
,,,,383.2735,261.394925
,,,,383.28885,261.417825
,,,,383.306375,261.4573
,,,,383.3211,261.47425
,,,,383.339,261.490875
,,,,383.364675,261.520225
,,,,383.39555,261.5595
,,,,383.430075,261.587275
,,,,383.448125,261.611175
,,,,383.48575,261.6437
,,,,383.500225,261.68465
,,,,383.527475,261.70095
,,,,383.5526,261.72875
,,,,383.64435,261.748075
,,,,383.691675,261.771775
,,,,383.715575,261.7873
,,,,383.72925,261.82565
,,,,383.759825,261.83085
,,,,383.776425,261.854925
,,,,383.8312,261.865
,,,,383.86665,261.88095
,,,,383.910525,261.902625
,,,,383.951725,261.927575
,,,,383.9555,261.961225
,,,,383.980625,262.049675
,,,,384.07965,262.0509
,,,,384.13135,262.065525
,,,,384.1775,262.08065
,,,,384.199975,262.114475
,,,,384.242825,262.141225
,,,,384.32015,262.16995
,,,,384.354175,262.198125
,,,,384.378125,262.207375
,,,,384.42315,262.2085
,,,,384.4475,262.22145
,,,,384.4804,262.243225
,,,,384.494375,262.2728
,,,,384.5079,262.2946
,,,,384.595475,262.309075
,,,,384.627575,262.3252
,,,,384.6444,262.340775
,,,,384.675125,262.35015
,,,,384.697725,262.3642
,,,,384.713125,262.495525
,,,,384.732875,262.51135
,,,,384.7795,262.5266
,,,,384.79465,262.544725
,,,,384.870275,262.570325
,,,,384.9112,262.592125
,,,,384.9258,262.61415
,,,,384.93245,262.634025
,,,,384.94445,262.65395
,,,,384.958275,262.71205
,,,,384.9886,262.7511
,,,,385.07565,262.780825
,,,,385.10115,262.850525
,,,,385.1285,262.9168
,,,,385.1618,262.9417
,,,,385.18975,263.00395
,,,,385.214975,263.052225
,,,,385.24675,263.0913
,,,,385.2693,263.145775
,,,,385.287525,263.172475
,,,,385.303825,263.216625
,,,,385.343325,263.28965
,,,,385.3727,263.3053
,,,,385.409725,263.330675
,,,,385.42735,263.342075
,,,,385.4438,263.361125
,,,,385.46945,263.3723
,,,,385.5233,263.38465
,,,,385.53835,263.39345
,,,,385.55975,263.413275
,,,,385.588975,263.464925
,,,,385.60545,263.474325
,,,,385.62105,263.4922
,,,,385.660775,263.529475
,,,,385.68465,263.543775
,,,,385.706925,263.57455
,,,,385.7195,263.61
,,,,385.737725,263.623275
,,,,385.752475,263.63735
,,,,385.767175,263.65435
,,,,385.7941,263.66315
,,,,385.851725,263.67155
,,,,385.87555,263.69165
,,,,385.901925,263.69735
,,,,385.93605,263.819825
,,,,385.954375,263.843325
,,,,385.978275,263.8636
,,,,385.994525,263.880175
,,,,386.116725,263.91065
,,,,386.154875,263.92255
,,,,386.1729,263.958225
,,,,386.19515,264.00625
,,,,386.20595,264.0198
,,,,386.223025,264.034325
,,,,386.233825,264.058225
,,,,386.244375,264.0997
,,,,386.257075,264.119825
,,,,386.264825,264.1499
,,,,386.278425,264.20895
,,,,386.29695,264.2515
,,,,386.307675,264.266675
,,,,386.3174,264.3333
,,,,386.325575,264.35955
,,,,386.333225,264.439625
,,,,386.3597,264.47285
,,,,386.375725,264.49005
