SPK_SPKC09a (inhibited)
0.00665
0.034475
0.03635
0.0446
0.063775
0.07415
0.2226
0.22385
0.312375
0.3851
0.3877
0.413225
0.42515
0.441175
0.480825
0.48245
0.522075
0.5279
0.547575
0.55245
0.575325
0.595325
0.609975
0.687925
0.708875
0.7237
0.72545
0.727175
0.74275
0.78455
1.01055
1.0221
1.028675
1.053575
1.065675
1.0796
1.09145
1.0984
1.1342
1.1519
1.174
1.189125
1.2023
1.2692
1.294175
1.2978
1.303775
1.318025
1.33675
1.440425
1.507275
1.542125
1.590275
1.600325
1.6188
1.640425
1.642175
1.6572
1.696625
1.73635
1.75755
1.7964
1.833975
1.86455
1.91785
2.044425
2.188975
2.24395
2.36305
2.414025
2.4257
2.427725
2.450425
2.482325
2.493125
2.503275
2.526425
2.543425
2.557525
2.619975
2.645625
2.6736
2.681425
2.69165
2.70195
2.709275
2.722925
2.752175
2.75405
2.767925
2.78765
2.789375
2.81255
2.9296
3.0017
3.0041
3.0612
3.10105
3.117275
3.17145
3.208825
3.217775
3.2195
3.26815
3.3089
3.3618
3.392675
3.3946
3.414875
3.491025
3.507075
3.511125
3.523
3.540425
3.546675
3.5518
3.5607
3.563925
3.578675
3.7864
3.809475
3.835875
3.8576
3.86415
3.937925
3.9504
4.007
4.0203
4.047275
4.05855
4.079725
4.09685
4.177475
4.200425
4.22725
4.256275
4.270775
4.314575
4.36665
4.38355
4.401575
4.426825
4.445825
4.454675
4.4638
4.4797
4.5206
4.652075
4.7255
4.73325
4.755725
4.813775
4.8576
4.889225
4.9183
5.2122
5.23325
5.256425
5.294625
5.30595
5.312
5.459725
5.4611
5.512325
5.553875
5.572075
5.6289
5.66535
5.673925
5.746175
5.776975
5.7847
5.80175
5.844225
5.879475
5.90115
5.961925
6.015425
6.0555
6.068625
6.087425
6.129575
6.200875
6.24415
6.3146
6.386675
6.42825
6.454425
6.50475
6.578375
6.5844
6.6243
6.63535
6.6395
6.65295
6.663575
6.699625
6.70965
6.729425
6.803025
6.821575
6.949725
6.991025
7.058725
7.092
7.13685
7.1621
7.18835
7.2132
7.25
7.295975
7.3742
7.409025
7.4682
7.5123
7.5413
7.601125
7.657725
7.72625
7.779625
7.813225
7.8814
7.92215
8.002975
8.021175
8.04105
8.0913
8.1367
8.23485
8.245525
8.301475
8.3574
8.3994
8.43205
8.470525
8.5213
8.547925
8.5558
8.618325
8.626075
8.63105
8.6586
8.673825
8.68495
8.7221
8.73995
8.764725
8.80465
8.8307
8.843325
8.9027
8.91345
8.97625
8.9778
8.98505
9.028925
9.1184
9.126
9.14565
9.162875
9.21735
9.235775
9.25375
9.301975
9.30495
9.32235
9.336525
9.3867
9.427175
9.44635
9.4788
9.516275
9.56415
9.60605
9.6478
9.7167
9.75145
9.77255
9.783125
9.8042
9.8235
9.828375
9.86145
9.8853
9.94565
9.9742
10.024375
10.044475
10.04835
10.0503
10.0622
10.07835
10.08275
10.088475
10.11695
10.12025
10.143325
10.14835
10.16475
10.177
10.1876
10.205225
10.28125
10.30245
10.3181
10.383525
10.3859
10.3891
10.403725
10.42335
10.44305
10.510075
10.527575
10.5539
10.5809
10.599575
10.61485
10.6431
10.65895
10.665875
10.6951
10.71
10.79425
10.80235
10.84885
10.861275
10.869425
10.885875
10.887425
10.9043
10.9089
10.93355
10.9415
10.9592
11.012875
11.05065
11.16265
11.165175
11.175575
11.201275
11.219275
11.229325
11.2609
11.2741
11.2878
11.308725
11.325775
11.330975
11.380175
11.43905
11.4652
11.4683
11.4869
11.521075
11.554625
11.5774
11.606975
11.624725
11.634375
11.665275
11.700825
11.758675
11.8106
11.85435
11.90595
11.931925
11.9556
11.973175
11.979525
11.997875
12.002675
12.04735
12.05405
12.0627
12.0672
12.096525
12.103575
12.118175
12.129175
12.13595
12.22725
12.231775
12.25345
12.27705
12.31865
12.360025
12.3855
12.4071
12.41945
12.468425
12.495925
12.53635
12.59215
12.605825
12.746725
12.822725
12.825975
12.8455
12.8691
12.90245
12.98575
12.987
13.0092
13.016675
13.019575
13.03095
13.202325
13.2059
13.231525
13.2469
13.264225
13.300625
13.311025
13.325625
13.395425
13.4048
13.484125
13.5007
13.5773
13.606425
13.60955
13.6328
13.66855
13.697075
13.739
13.7796
13.8064
13.9136
14.035375
14.0372
14.067125
14.11005
14.1154
14.12085
14.131775
14.15715
14.208275
14.2286
14.2511
14.363375
14.366375
14.38195
14.4016
14.58425
14.655275
14.65665
14.658075
14.679925
14.73815
14.744325
14.751225
14.7665
14.77615
14.7809
14.79965
14.8244
14.85395
14.887675
14.917375
14.944225
14.953175
14.9826
15.02965
15.091125
15.14595
15.157025
15.2893
15.3148
15.3222
15.35895
15.37845
15.4704
15.507475
15.5253
15.5561
15.563925
15.6019
15.6723
15.6995
15.72215
15.730925
15.863225
15.8977
15.938775
16.01835
16.031175
16.045975
16.090975
16.1287
16.143725
16.164375
16.2233
16.230875
16.236075
16.244825
16.2877
16.3192
16.3601
16.40615
16.438725
16.45155
16.452825
16.4579
16.47305
16.49975
16.54825
16.571125
16.596825
16.662525
16.6872
16.707225
16.773575
16.849525
16.922075
16.92705
16.9324
16.942375
16.946475
16.95835
16.971175
16.98315
16.99945
17.027675
17.095275
17.1007
17.12205
17.151225
17.25275
17.29065
17.338875
17.3886
17.408275
17.438925
17.441375
17.4621
17.518575
17.5947
17.6489
17.660875
17.6979
17.73615
17.75145
17.775325
17.781425
17.815675
17.830475
17.845875
17.8483
17.85675
17.897675
17.914225
17.926525
17.956825
17.959775
17.9682
18.00045
18.065675
18.114875
18.1387
18.19425
18.205975
18.24445
18.315625
18.33805
18.392425
18.4504
18.535675
18.55995
18.56145
18.602975
18.61985
18.6365
18.647325
18.657475
18.6722
18.6763
18.71165
18.717675
18.78985
18.8214
18.84665
18.85015
18.8895
18.985875
19.0521
19.06585
19.141225
19.166075
19.168975
19.17775
19.21065
19.219175
19.222725
19.26815
19.345225
19.3698
19.4371
19.4422
19.528175
19.545225
19.579175
19.59705
19.613975
19.63045
19.64085
19.64365
19.6823
19.708175
19.74255
19.756125
19.84945
19.9097
19.967675
20.0311
20.077475
20.13355
20.190775
20.206325
20.226175
20.2433
20.245625
20.2487
20.26035
20.26885
20.29515
20.29985
20.355375
20.36895
20.377975
20.41125
20.460475
20.4785
20.49225
20.51915
20.630025
20.660225
20.665625
20.689275
20.6928
20.69505
20.88605
20.888975
20.916775
20.96195
21.0041
21.018375
21.04145
21.067175
21.115225
21.11695
21.12135
21.137725
21.153975
21.208725
21.223375
21.29335
21.3044
21.43225
21.508875
21.547575
21.6376
21.67725
21.684475
21.699375
21.722775
21.7332
21.756575
21.758575
21.7643
21.8116
21.835125
21.86725
21.938875
21.960525
21.997775
22.029325
22.090425
22.118025
22.14825
22.188575
22.249375
22.2666
22.28565
22.287775
22.310825
22.435
22.489025
22.58015
22.6102
22.633925
22.6707
22.688975
22.7211
22.726025
22.788975
22.833825
22.863475
22.875775
22.9066
23.024175
23.0758
23.10135
23.1565
23.175775
23.2211
23.2507
23.2769
23.282825
23.286175
23.310625
23.334075
23.386925
23.402425
23.408975
23.411275
23.42025
23.433675
23.50505
23.5355
23.58355
23.6468
23.710425
23.712625
23.724
23.7376
23.744175
23.750625
23.76365
23.77035
23.78465
23.800175
23.805425
23.819575
23.922575
23.93895
24.05665
24.0992
24.13135
24.150825
24.1737
24.241875
24.25195
24.254025
24.268175
24.269775
24.28435
24.2891
24.309525
24.32365
24.3843
24.4291
24.44725
24.48765
24.52585
24.543325
24.55805
24.584425
24.61175
24.629325
24.64705
24.6703
24.68035
24.7126
24.75905
24.793125
24.8475
24.864575
24.91645
24.930725
24.95495
24.967425
24.980825
24.98275
25.01865
25.13155
25.160025
25.1665
25.1853
25.280575
25.313725
25.3382
25.343225
25.3564
25.371525
25.4241
25.43655
25.524525
25.548725
25.555075
25.55975
25.58535
25.60065
25.66255
25.6748
25.678275
25.7021
25.715075
25.7208
25.726275
25.7438
25.799425
25.8242
25.83085
25.852225
25.905925
25.9425
25.94865
26.00235
26.0278
26.075075
26.10335
26.11425
26.13905
26.163375
26.199425
26.2114
26.225125
26.230075
26.235475
26.244425
26.25785
26.291325
26.297075
26.305525
26.31525
26.3178
26.4348
26.47855
26.489125
26.4933
26.50595
26.54665
26.7339
26.741375
26.7826
26.797275
26.823025
26.841175
26.903675
26.91325
26.927375
26.92895
26.97165
26.983275
27.0002
27.009075
27.0525
27.1004
27.123125
27.134425
27.140425
27.2505
27.2827
27.284325
27.3183
27.374425
27.40005
27.43115
27.466175
27.485275
27.533275
27.55255
27.615375
27.706775
27.7461
27.748475
27.804775
27.810775
27.8128
27.82005
27.827475
27.84285
27.87825
27.91155
27.937125
27.96555
28.017925
28.117625
28.1559
28.17175
28.2172
28.218375
28.307425
28.32565
28.33705
28.34565
28.3583
28.451975
28.527175
28.550875
28.579225
28.63445
28.655275
28.68465
28.69075
28.70785
28.735675
28.7517
28.79965
28.8296
28.8481
28.915875
28.9184
28.92925
28.9703
29.019475
29.059725
29.079725
29.133375
29.203025
29.2217
29.281275
29.2874
29.3074
29.35375
29.42865
29.506475
29.5397
29.55145
29.66225
29.67665
29.6914
29.7024
29.74825
29.7756
29.797375
29.848875
29.861225
29.86885
29.8753
29.881825
29.88975
29.990175
30.0857
30.0955
30.10835
30.119125
30.1325
30.162275
30.18955
30.20935
30.230475
30.2549
30.284325
30.306325
30.316125
30.3196
30.32925
30.33845
30.358825
30.38255
30.4175
30.444075
30.485075
30.506
30.53845
30.591725
30.61
30.6176
30.66245
30.6888
30.73895
30.781175
30.833275
30.865475
30.870425
30.902425
30.918475
30.922975
30.9568
30.97125
31.005875
31.035475
31.056
31.06665
31.074325
31.085825
31.093475
31.143525
31.1679
31.172
31.206875
31.24625
31.30035
31.33135
31.33285
31.349425
31.3787
31.415475
31.457075
31.47105
31.479225
31.537775
31.617325
31.629825
31.675075
31.72765
31.75935
31.81225
31.828225
31.94075
31.951875
31.967625
31.9905
32.00455
32.047775
32.1026
32.1826
32.197125
32.227675
32.239125
32.3092
32.332
32.357275
32.376875
32.40585
32.420875
32.4387
32.45915
32.470275
32.4834
32.552675
32.58635
32.611675
32.637075
32.781275
32.856275
32.9129
32.918225
32.963725
33.02855
33.054975
33.076325
33.080525
33.211075
33.24555
33.279475
33.3254
33.357875
33.37505
33.4136
33.445975
33.456075
33.46435
33.4784
33.491225
33.62135
33.6596
33.715125
33.7582
33.786125
33.821025
33.828075
33.8608
33.87615
33.88515
33.90585
34.002675
34.0144
34.078075
34.1438
34.151075
34.226775
34.2475
34.25115
34.256025
34.281875
34.31025
34.3291
34.351025
34.388325
34.4204
34.476325
34.497275
34.522025
34.5661
34.6447
34.65605
34.66445
34.678325
34.699975
34.7339
34.77465
34.79295
34.843975
34.8629
34.898775
34.929625
34.948675
34.9838
35.07
35.1061
35.110375
35.115125
35.161475
35.1857
35.218725
35.226225
35.234
35.2418
35.247725
35.25835
35.28195
35.3016
35.302825
35.3663
35.378175
35.426725
35.444375
35.478925
35.544175
35.57735
35.605
35.6507
35.708
35.750575
35.790525
35.7922
35.795
35.8189
35.83285
35.87045
35.88495
35.95405
35.999575
36.08165
36.106975
36.1615
36.165525
36.193425
36.2111
36.2426
36.296125
36.312275
36.33465
36.3541
36.370525
36.404825
36.407325
36.4351
36.511175
36.530075
36.5724
36.602875
36.641375
36.6604
36.676325
36.694525
36.71815
36.7389
36.75085
36.785525
36.79255
36.796975
36.8156
36.83665
36.86465
36.897975
36.968075
36.98965
37.029925
37.126675
37.164
37.222725
37.226675
37.25965
37.27055
37.273775
37.305025
37.39735
37.4255
37.46465
37.494175
37.5039
37.506
37.509425
37.51965
37.5432
37.592625
37.618075
37.704
37.719325
37.779325
37.79315
37.79465
37.7961
37.797225
37.808925
37.81835
37.828075
37.88365
37.913675
37.92685
37.953275
38.015475
38.039525
38.042575
38.04495
38.0657
38.07375
38.13015
38.232025
38.2635
38.313375
38.344
38.395125
38.417275
38.437925
38.45645
38.534625
38.597075
38.65875
38.7106
38.72945
38.733625
38.775475
38.85405
38.8632
38.8706
38.87545
38.9731
39.022975
39.037425
39.0975
39.12145
39.12595
39.144825
39.1862
39.228225
39.2585
39.29305
39.339875
39.357425
39.3826
39.397825
39.4095
39.52165
39.57315
39.630125
39.6598
39.68025
39.68415
39.695
39.702325
39.7129
39.717375
39.72835
39.735175
39.753525
39.771425
39.792775
39.869125
39.91655
39.979775
40.00425
40.021325
40.027225
40.078975
40.1039
40.11095
40.239175
40.31415
40.33685
40.3604
40.3678
40.370125
40.402825
40.405
40.408625
40.46305
40.521875
40.523625
40.52855
40.558925
40.577425
40.58805
40.6009
40.63455
40.64385
40.66895
40.68105
40.69885
40.713075
40.73275
40.75965
40.7958
40.82545
40.8544
40.87895
40.89925
40.9702
40.98055
