SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC03a,SPK_SPKC05a,SPK_SPKC08a,SPK_SPKC09a,SPK_SPKC13a,SPK_SPKC15a
129.02345,113.320775,134.52465,118.864525,115.23665,195.97045,116.79555,125.611
129.07205,113.33125,134.559275,118.884275,115.24825,196.104625,116.7995,125.615925
129.129725,113.334925,134.570925,118.90475,115.26665,196.2442,116.81205,125.633
129.246475,113.349875,134.631775,118.998175,115.284525,196.358625,116.830375,125.66885
129.275825,113.360125,134.66215,119.027975,115.3226,196.4426,116.8542,125.6891
129.297675,113.410075,134.701125,119.049375,115.340675,196.652,116.874375,125.712475
129.329125,113.4267,134.7494,119.09165,115.364525,196.66565,116.889125,125.73065
129.33645,113.470875,134.79115,119.11285,115.37855,196.82445,116.909175,125.770975
129.36845,113.47965,134.825625,119.126775,115.393175,196.8915,116.92435,125.793025
129.520575,113.48765,134.858325,119.144925,115.408275,197.1118,116.945525,125.797075
129.5453,113.49465,134.888475,119.16045,115.458625,197.13275,116.9621,125.81395
129.59185,113.50265,134.93035,119.206325,115.529375,197.149825,116.98505,125.833775
129.651,113.5116,134.9735,119.214275,115.54345,197.628975,116.9996,125.83685
129.72625,113.538275,135.00125,119.23145,115.566675,198.378825,117.0191,125.850025
129.811875,113.545825,135.0476,119.257125,115.57725,198.410875,117.043125,125.864025
129.822925,113.563075,135.07895,119.280325,115.5916,198.9613,117.0766,125.867925
129.83135,113.5721,135.120925,119.315225,115.613325,199.2599,117.0997,125.885925
129.84105,113.58205,135.152375,119.3372,115.624,199.31645,117.127825,125.9003
129.91995,113.591025,135.18915,119.366125,115.6433,199.35485,117.15645,125.90815
129.960225,113.5971,135.25565,119.39,115.6625,199.36775,117.18395,125.91795
129.97975,113.602225,135.2952,119.412575,115.6863,199.53905,117.215925,125.92785
130.01835,113.60875,135.345375,119.435575,115.707325,199.645925,117.239075,125.94685
130.0393,113.615825,135.379175,119.46115,115.724475,199.6641,117.25485,125.9572
130.05665,113.629325,135.44765,119.476475,115.7491,200.038675,117.2826,125.971275
130.09165,113.636425,135.510975,119.479525,115.7744,200.066325,117.304775,125.986325
130.115475,113.65615,135.540525,119.510625,115.80475,200.08985,117.32925,126.057075
130.158875,113.6635,135.576475,119.531375,115.820375,200.43285,117.3534,126.072975
130.2545,113.670625,135.601525,119.556475,115.8551,200.5609,117.37675,126.08815
130.277275,113.6807,135.630025,119.574425,115.889125,200.782875,117.397625,126.116125
130.305,113.69115,135.659625,119.59985,115.915175,200.9265,117.417025,126.134275
130.3494,113.69465,135.69285,119.6108,115.94325,200.970925,117.4349,126.14755
130.3598,113.70275,135.7187,119.616975,115.96035,201.054375,117.465625,126.1629
130.551875,113.718525,135.764025,119.63085,115.980525,201.282725,117.495375,126.18065
130.6044,113.724125,135.798525,119.64235,115.9986,201.509225,117.52225,126.1911
130.6237,113.740775,135.83545,119.6545,116.01495,201.567525,117.55615,126.203225
130.75195,113.774675,135.86655,119.6636,116.046975,201.59065,117.565975,126.212275
130.75965,113.79785,135.8893,119.702025,116.083625,201.656175,117.586075,126.2377
130.77935,113.8095,135.9309,119.716075,116.1092,201.73595,117.60835,126.254675
130.78915,113.8148,135.97935,119.721975,116.145475,201.77895,117.63765,126.270675
130.807625,113.823575,136.017175,119.734225,116.164025,201.866575,117.66375,126.284175
130.92015,113.83605,136.093225,119.7388,116.196575,201.923125,117.6848,126.2934
130.939175,113.850575,136.1413,119.765875,116.219425,202.09035,117.6952,126.310875
130.9667,113.869625,136.182375,119.778025,116.23355,202.15975,117.71885,126.348875
130.97585,113.884675,136.192875,119.7935,116.24915,202.3361,117.734675,126.43425
131.03845,113.895925,136.22085,119.812,116.274475,202.47235,117.847075,126.4535
131.0642,113.900275,136.273525,119.89675,116.29045,202.7211,117.8698,126.479375
131.112025,113.91355,136.3667,119.90775,116.312875,202.79245,117.887575,126.496975
131.120775,113.9225,136.4757,119.922225,116.335625,202.8677,117.930575,126.513625
131.13095,113.927625,136.520925,119.937775,116.35515,202.896425,117.95415,126.5373
131.159275,113.946875,136.655975,119.969525,116.37435,202.98135,117.9907,126.5551
131.1896,113.958275,136.6941,119.9858,116.39445,203.4655,118.06135,126.5778
131.213025,113.9831,136.741025,120.00585,116.4073,203.4788,118.08165,126.602675
131.2313,113.992425,136.78215,120.0346,116.430675,203.491175,118.10415,126.621075
131.312175,114.040125,136.829925,120.0499,116.43575,203.56675,118.127775,126.6443
131.357,114.051425,136.884825,120.075125,116.445875,203.7331,118.165775,126.67095
131.3844,114.06815,136.930325,120.0954,116.459,203.75715,118.1977,126.6915
131.430075,114.080725,136.984525,120.147475,116.469725,204.016475,118.219025,126.723425
131.46145,114.092025,137.0218,120.1739,116.481625,204.03555,118.241125,126.7441
131.48765,114.104775,137.068625,120.1875,116.497325,204.117225,118.2587,126.76545
131.527975,114.147275,137.10655,120.19455,116.5179,204.136575,118.278875,126.7916
131.54775,114.157275,137.163075,120.245375,116.594525,204.286,118.29985,126.822925
131.5582,114.16765,137.215875,120.259825,116.636025,204.371475,118.338525,126.8461
131.56905,114.184375,137.275875,120.287525,116.65715,204.422125,118.3568,126.86125
131.587575,114.191175,137.311375,120.306425,116.6714,204.47215,118.37845,126.8869
131.6231,114.1988,137.34795,120.32335,116.698025,204.643275,118.406,126.910375
131.63945,114.207425,137.3901,120.350775,116.7144,204.653125,118.4331,126.95665
131.674375,114.22335,137.441575,120.36915,116.7254,204.7437,118.440475,126.995775
131.70875,114.233525,137.49155,120.421525,116.729825,204.7954,118.45415,127.040175
131.7766,114.256675,137.53995,120.42415,116.73475,205.266,118.459275,127.082025
131.7976,114.2728,137.573725,120.434725,116.743375,205.387775,118.48715,127.112775
131.8714,114.33705,137.576925,120.449525,116.754475,205.521375,118.5029,127.137825
131.87845,114.35835,137.611925,120.472125,116.768825,205.53595,118.528775,127.16255
131.940125,114.3674,137.6676,120.474675,116.7943,205.554775,118.54595,127.1762
131.96625,114.378875,137.71675,120.4912,116.808925,205.55645,118.568975,127.19695
131.975475,114.40135,137.7741,120.4982,116.82605,205.716675,118.59635,127.217025
132.025475,114.414475,137.82275,120.51875,116.843925,205.724,118.6155,127.24545
132.0489,114.424775,137.8569,120.567425,116.865075,205.766125,118.638125,127.2995
132.257325,114.4378,137.907725,120.588625,116.89975,205.78195,118.6873,127.3245
132.2656,114.445225,137.961225,120.60565,116.911175,205.7874,118.710925,127.3494
132.277175,114.4546,138.0138,120.614,116.929125,205.81325,118.75265,127.370425
132.316225,114.4665,138.062375,120.63255,116.954275,205.85455,118.772625,127.4234
132.327575,114.492625,138.09055,120.665,116.9838,205.931825,118.785375,127.4629
132.547075,114.49475,138.104875,120.69545,117.0078,206.006075,118.795575,127.485475
132.59745,114.514125,138.1435,120.734425,117.0306,206.04705,118.8147,127.52065
132.6651,114.52295,138.1897,120.795275,117.054775,206.21195,118.827225,127.577675
132.6746,114.533575,138.268775,120.798475,117.079525,206.340525,118.832925,127.57945
132.6832,114.54335,138.310425,120.805525,117.10195,206.5162,118.8606,127.6122
132.739175,114.54755,138.3455,120.83195,117.113925,206.6441,118.895725,127.639175
132.822925,114.55685,138.350775,120.8556,117.129925,206.663425,118.919225,127.673775
132.85615,114.570225,138.40835,120.862425,117.153675,206.774275,118.935775,127.69235
132.88115,114.582275,138.494925,120.90945,117.169925,207.037075,118.9667,127.71295
132.89205,114.591075,138.53545,120.917425,117.199725,207.258175,118.992975,127.7757
132.92595,114.61715,138.58415,120.931425,117.217925,207.59665,119.0138,127.8056
132.948475,114.6272,138.624125,120.94515,117.232875,207.639925,119.0344,127.83115
132.9598,114.646075,138.681125,120.949575,117.24975,207.6747,119.051025,127.855925
132.971025,114.653625,138.686075,121.0017,117.267775,207.831325,119.069675,127.87805
133.099575,114.663775,138.776175,121.033025,117.283625,208.0929,119.0842,127.895325
133.108625,114.68195,138.7785,121.0627,117.314775,208.2474,119.092175,127.918675
133.223375,114.710875,138.81865,121.087725,117.33985,208.317,119.115775,127.92865
133.234025,114.719975,138.841275,121.106875,117.37105,208.470025,119.135925,127.9518
133.255875,114.73085,138.8525,121.13635,117.39165,208.478525,119.16115,127.97375
133.316325,114.740775,138.873375,121.17355,117.40795,208.492075,119.19215,127.9915
133.378675,114.749875,138.892825,121.20815,117.423475,208.832625,119.219175,128.008425
133.4114,114.760925,138.945475,121.245,117.44135,209.04195,119.229025,128.021825
133.4254,114.7723,138.9777,121.285775,117.46055,209.2177,119.255225,128.04715
133.443725,114.781425,139.01725,121.318225,117.493225,209.24755,119.27195,128.090175
133.521475,114.79255,139.066925,121.366325,117.506875,209.29655,119.294425,128.125225
133.57055,114.79985,139.102325,121.4204,117.532775,209.335975,119.33435,128.163775
133.58915,114.823325,139.109,121.444675,117.581775,209.35185,119.360575,128.2074
133.6115,114.8328,139.15025,121.45415,117.608,209.4456,119.391,128.25145
133.6274,114.855975,139.2433,121.464875,117.66225,209.461675,119.409,128.287525
133.651925,114.864625,139.284975,121.50045,117.683275,209.5253,119.426675,128.294225
133.685125,114.86885,139.340675,121.53395,117.7041,209.5809,119.459625,128.315775
133.7091,114.8787,139.386225,121.555375,117.733525,210.0016,119.474925,128.34735
133.756575,114.8894,139.418675,121.586475,117.75205,210.0726,119.497725,128.370225
133.7703,114.90265,139.455,121.6035,117.808175,210.143575,119.512475,128.3895
133.779725,114.911675,139.522175,121.625075,117.828525,210.24365,119.529525,128.396075
133.8031,114.924775,139.594075,121.64475,117.839225,210.274825,119.547625,128.416475
133.813825,114.945325,139.642,121.693625,117.862275,210.375175,119.567175,128.44405
133.8895,114.965775,139.689075,121.719,117.906475,210.435,119.585425,128.4759
133.91195,115.006375,139.730975,121.72235,117.92905,210.54995,119.5971,128.515125
133.93575,115.021775,139.76225,121.755925,117.9463,210.5693,119.612775,128.5422
133.955075,115.031525,139.8205,121.787775,117.968625,210.85245,119.62305,128.593625
133.993775,115.06345,139.870825,121.816275,117.990075,210.882275,119.634225,128.61655
134.04755,115.102225,139.899225,121.83135,118.02545,210.956075,119.6514,128.650675
134.060225,115.1684,139.933675,121.841725,118.04215,210.99155,119.665425,128.694175
134.1541,115.176125,139.965325,121.859075,118.053175,211.1972,119.68015,128.72605
134.20395,115.1894,139.97135,121.907575,118.096575,211.696,119.718625,128.739575
134.233325,115.21125,140.01705,121.912225,118.120525,211.7884,119.734375,128.764625
134.2444,115.2236,140.111625,121.91945,118.1517,211.882175,119.75485,128.798325
134.30345,115.2454,140.1697,121.943775,118.177875,211.9977,119.791075,128.82115
134.316,115.2969,140.2362,121.970925,118.21,212.244325,119.813975,128.87135
134.36805,115.30355,140.301725,121.995425,118.228675,212.393175,119.874,128.89975
134.3916,115.30885,140.34135,122.020025,118.25085,212.44,119.911675,128.9398
134.409625,115.3203,140.38915,122.05585,118.271025,213.055425,119.93055,128.9695
134.471125,115.32975,140.43105,122.079075,118.28605,213.1066,119.9422,129.0005
134.49915,115.384275,140.4618,122.0984,118.2977,213.161975,119.953,129.0315
134.614875,115.394425,140.50605,122.119875,118.3179,213.2081,119.960475,129.058875
134.712375,115.404475,140.549175,122.168325,118.3739,213.228125,119.97445,129.0707
134.7472,115.41615,140.597875,122.171925,118.3949,213.321225,119.99035,129.099575
134.765175,115.4277,140.6371,122.2056,118.414,213.471575,120.008925,129.12335
134.81245,115.445575,140.67695,122.2261,118.46625,213.549575,120.0226,129.153825
134.82015,115.4762,140.705075,122.244975,118.487725,213.564425,120.047675,129.177075
134.83545,115.4894,140.738075,122.2572,118.5025,213.82615,120.060425,129.19155
134.880575,115.505075,140.7799,122.274575,118.51585,213.9218,120.076325,129.2179
134.924125,115.563975,140.826925,122.2867,118.534125,213.94,120.1016,129.273175
134.9537,115.611425,140.875625,122.2969,118.554525,214.030225,120.126075,129.2752
135.006475,115.6255,140.9095,122.3249,118.599725,214.467225,120.143525,129.32225
135.024875,115.65565,140.9657,122.34835,118.614925,214.508475,120.179025,129.351075
135.033875,115.669125,141.008825,122.3758,118.643275,214.539125,120.2167,129.384325
135.114425,115.691275,141.018875,122.39895,118.660475,214.759875,120.229675,129.388325
135.159075,115.7111,141.039775,122.415875,118.6786,215.0498,120.249725,129.420375
135.187875,115.734525,141.0867,122.42245,118.6988,215.267925,120.297025,129.448475
135.292125,115.77925,141.13665,122.43095,118.71695,215.6183,120.3154,129.471
135.359525,115.78065,141.1706,122.445725,118.737325,215.78645,120.342775,129.4918
135.373075,115.817375,141.211725,122.461275,118.764,216.399425,120.35495,129.50765
135.46715,115.83685,141.2712,122.476925,118.773125,216.4428,120.37435,129.530125
135.4784,115.8483,141.302525,122.504425,118.782775,216.453025,120.4006,129.597225
135.494375,115.860675,141.338475,122.5247,118.793625,216.55065,120.422,129.615175
135.504475,115.872225,141.382225,122.542225,118.81595,216.5717,120.43335,129.635575
135.5236,115.8842,141.459975,122.5669,118.8261,216.711075,120.45065,129.66175
135.551825,115.894125,141.52795,122.579925,118.838125,216.815275,120.4717,129.680125
135.57505,115.91205,141.56925,122.598125,118.852425,216.85915,120.509075,129.715775
135.625525,115.934975,141.631825,122.6091,118.856475,217.054175,120.564725,129.7682
135.69955,115.96385,141.667625,122.6231,118.86175,217.269575,120.58135,129.807525
135.741375,115.97925,141.782975,122.63335,118.9012,217.443675,120.6061,129.829325
135.74795,115.9877,141.8325,122.648175,118.91995,217.78855,120.620625,129.881925
135.7733,116.093925,141.863625,122.6564,118.9356,217.8494,120.634325,129.912825
135.80085,116.09915,141.915475,122.6748,118.9506,218.010075,120.66405,129.972925
135.847,116.13,141.968275,122.685525,118.971475,218.1392,120.673,129.9978
135.992175,116.203075,141.97705,122.70145,118.996925,218.21315,120.700525,130.030075
136.061025,116.205875,141.98705,122.717825,119.012025,218.285875,120.70855,130.05515
136.1118,116.218925,142.085675,122.72795,119.02605,218.426125,120.73225,130.06815
136.12945,116.252625,142.127825,122.735075,119.0523,218.53725,120.75545,130.085275
136.16045,116.374725,142.1705,122.745025,119.07345,218.6128,120.786625,130.11775
136.18185,116.38315,142.219875,122.79055,119.086175,218.765375,120.810275,130.132525
136.205825,116.39335,142.270425,122.833375,119.10995,219.636525,120.83205,130.15065
136.226375,116.43095,142.2733,122.840175,119.137925,219.72215,120.85585,130.173975
136.2582,116.471625,142.313475,122.8628,119.1568,219.742775,120.881575,130.21875
136.343125,116.5121,142.360825,122.9521,119.193,219.76005,120.8939,130.22425
136.3619,116.5666,142.40185,122.98105,119.217475,219.7736,120.9438,130.23935
136.37495,116.57335,142.443325,122.999975,119.24175,219.8736,120.967225,130.2504
136.4336,116.581525,142.4842,123.003725,119.265475,219.9065,120.9756,130.268875
136.443975,116.5898,142.52985,123.044725,119.2789,219.941675,120.990125,130.2797
136.463825,116.6095,142.5541,123.065,119.296225,221.0743,121.01035,130.305525
136.476825,116.635775,142.597875,123.089425,119.326975,221.1415,121.027225,130.331
136.52575,116.655775,142.627975,123.106675,119.3513,221.349475,121.0539,130.397325
136.636575,116.68375,142.6629,123.1311,119.36865,221.978625,121.073575,130.417875
136.660475,116.698825,142.70055,123.1536,119.394775,222.2922,121.108475,130.432
136.6689,116.743475,142.790075,123.173025,119.414375,222.3054,121.12175,130.477525
136.7564,116.765625,142.808425,123.199575,119.4456,222.55945,121.13755,130.53735
136.8098,116.77335,142.839775,123.226025,119.469025,222.73825,121.1575,130.6037
136.85685,116.789325,142.8779,123.241625,119.494325,222.891925,121.17505,130.643525
136.868,116.7982,142.890525,123.26495,119.51905,222.9225,121.191125,130.68365
136.902125,116.820175,142.902625,123.287225,119.53425,223.048075,121.2095,130.7126
136.912675,116.846575,142.932,123.294675,119.560025,223.2096,121.22635,130.738925
136.941675,116.853475,143.0099,123.321375,119.584125,223.45535,121.247275,130.797525
136.95425,116.86645,143.053,123.349925,119.611875,223.659525,121.265875,130.82475
136.9796,116.872925,143.089025,123.358025,119.629875,223.722875,121.28805,130.857825
137.009625,116.87515,143.1317,123.369575,119.65515,223.7261,121.307625,130.88025
137.0206,116.883025,143.1394,123.3876,119.6802,223.7682,121.3331,130.895375
137.07225,116.888425,143.188825,123.390425,119.694975,223.966575,121.35885,130.905525
137.109125,116.894775,143.222275,123.3949,119.7069,224.15365,121.389175,130.910425
137.1325,116.899025,143.255875,123.40705,119.721125,224.391125,121.403,130.92605
137.17525,116.917225,143.3069,123.420775,119.7375,224.4619,121.43385,130.939925
137.178275,116.9228,143.347775,123.465075,119.7461,224.62665,121.461475,130.962275
137.19685,116.9321,143.377325,123.48605,119.7684,224.7659,121.485225,130.9734
137.2324,116.9332,143.416,123.51425,119.81615,224.791825,121.533225,130.99395
137.251425,116.9398,143.4571,123.5235,119.843225,224.83095,121.559625,131.007375
137.260775,116.963725,143.50245,123.5319,119.86895,224.85825,121.57475,131.01425
137.280725,116.970675,143.552175,123.559375,119.892425,225.065275,121.593475,131.018025
137.335975,117.040825,143.603225,123.566525,119.91155,225.120625,121.60745,131.0266
137.379725,117.04785,143.6352,123.5725,119.943025,225.33305,121.635275,131.053825
137.40335,117.056475,143.676475,123.60235,119.959175,225.425875,121.6684,131.074075
137.486125,117.06465,143.686225,123.6117,119.98725,225.456225,121.686525,131.0905
137.52575,117.079475,143.7358,123.62265,120.009575,225.515175,121.705825,131.103775
137.598525,117.087375,143.780525,123.626375,120.0383,225.733575,121.727675,131.124075
137.6403,117.09745,143.820125,123.63595,120.072275,225.957725,121.75155,131.135025
137.661,117.11915,143.90985,123.65065,120.085375,226.064975,121.7813,131.14855
137.686125,117.13845,143.959375,123.675125,120.105575,226.4174,121.806775,131.162425
137.75305,117.1453,143.9954,123.70895,120.122175,226.44475,121.837025,131.18035
137.762425,117.150425,144.033425,123.728125,120.133475,226.449625,121.857025,131.202775
137.830175,117.1561,144.094575,123.741525,120.14995,226.5119,121.890775,131.217325
137.853675,117.1629,144.1664,123.76495,120.16545,226.663,121.908725,131.22935
137.87415,117.1692,144.268675,123.780925,120.18905,226.809375,121.926675,131.2535
137.89565,117.191425,144.328,123.810675,120.220975,226.9857,121.94645,131.256375
138.00585,117.198325,144.390775,123.842225,120.2319,227.503875,121.958925,131.274125
138.0209,117.204425,144.437925,123.882375,120.2549,227.5416,121.97795,131.318125
138.051475,117.214925,144.502575,123.90855,120.2753,227.5933,121.99705,131.366675
138.08505,117.226625,144.552975,123.93205,120.2924,227.68295,122.010675,131.38605
138.095075,117.2604,144.59085,123.958375,120.317825,228.49835,122.027,131.405075
138.17865,117.2677,144.64365,123.976775,120.33325,228.740025,122.049925,131.45295
138.19665,117.29375,144.73225,124.00565,120.347875,228.76555,122.06915,131.4695
138.24445,117.312425,144.781875,124.04405,120.363375,228.8569,122.08825,131.495725
138.24955,117.34465,144.849375,124.067325,120.395775,228.950575,122.1009,131.55695
138.284775,117.353975,144.893325,124.078225,120.409225,229.03955,122.12055,131.57445
138.310725,117.38265,145.02125,124.085275,120.426375,229.056475,122.143225,131.586675
138.328675,117.394275,145.046675,124.098925,120.4492,229.085475,122.170875,131.60415
138.344775,117.449175,145.09635,124.11525,120.467575,229.157325,122.1985,131.632725
138.386825,117.454525,145.1335,124.1351,120.48025,229.19835,122.22285,131.642525
138.39445,117.464225,145.1665,124.150325,120.4924,229.7565,122.253875,131.66565
138.42675,117.4726,145.19135,124.176225,120.50995,229.8118,122.264325,131.707675
138.4442,117.480325,145.2274,124.2018,120.53785,229.868225,122.2815,131.75025
138.494475,117.530075,145.359625,124.228025,120.570275,230.07425,122.2952,131.77265
138.5114,117.579425,145.42325,124.300475,120.580125,230.120575,122.31345,131.8026
138.522925,117.59095,145.505625,124.313125,120.61715,230.20355,122.33365,131.836175
138.532325,117.6024,145.5475,124.33675,120.632025,230.275225,122.35035,131.85965
138.54145,117.622325,145.58345,124.38225,120.660175,230.289875,122.37275,131.88935
138.56235,117.636225,145.61955,124.38605,120.672625,230.308325,122.3926,131.917525
138.601925,117.64735,145.65405,124.41155,120.694925,230.42915,122.40845,131.964525
138.632175,117.6519,145.70045,124.432975,120.720475,230.6486,122.42565,131.9878
138.64315,117.65475,145.745025,124.4778,120.7713,230.70775,122.447075,131.98965
138.71275,117.688075,145.784375,124.497475,120.799325,230.752625,122.45825,132.013875
138.72505,117.70775,145.8249,124.52405,120.8176,230.887425,122.47445,132.019575
138.79595,117.7234,145.865775,124.535525,120.835275,230.928125,122.5039,132.023925
138.812975,117.72455,145.9047,124.5676,120.850975,230.9437,122.524625,132.0693
138.861725,117.7376,145.9429,124.598075,120.872475,231.32755,122.544,132.0992
138.88885,117.825,145.976275,124.62295,120.898375,231.451475,122.572525,132.158425
138.913825,117.852825,146.018825,124.63865,120.9083,231.861525,122.59195,132.193125
138.92635,117.872425,146.0564,124.67905,120.933625,231.990675,122.6053,132.2211
138.950475,117.9004,146.109325,124.6983,120.964325,232.00515,122.6214,132.245225
138.960425,117.916225,146.132025,124.732625,120.97585,232.037125,122.64185,132.2696
138.971875,117.9548,146.155625,124.74545,120.9956,232.132175,122.659775,132.2848
138.981125,117.962275,146.209175,124.757275,121.00755,232.172675,122.680925,132.3032
139.052925,117.97,146.236825,124.771475,121.030325,232.561325,122.6926,132.32155
139.074525,117.985625,146.2679,124.7764,121.045825,232.629075,122.71175,132.34165
139.102325,117.991625,146.3453,124.7806,121.059675,232.803775,122.732725,132.3678
139.1117,117.99935,146.382425,124.78815,121.08285,232.811,122.752125,132.38145
139.2052,118.0068,146.4181,124.80995,121.114075,232.910425,122.7648,132.39895
139.21625,118.0134,146.4333,124.828125,121.12975,233.1011,122.783225,132.4174
139.268325,118.028725,146.4859,124.868225,121.1739,233.11105,122.7986,132.435275
139.27895,118.06045,146.5232,124.8847,121.209175,233.11425,122.813025,132.459725
139.303275,118.08025,146.569375,124.901325,121.2634,233.1409,122.835075,132.460825
139.31335,118.104975,146.595175,124.93215,121.2828,233.19225,122.873425,132.5026
139.3655,118.12545,146.629825,124.951525,121.30515,233.25475,122.887275,132.520975
139.3761,118.1341,146.66015,124.973875,121.333875,233.2848,122.929575,132.53545
139.4125,118.1416,146.699775,125.03265,121.351325,233.40725,122.964175,132.575475
139.443325,118.159475,146.702525,125.0355,121.378475,233.54375,122.97765,132.586825
139.462275,118.173625,146.7345,125.045175,121.4082,233.71575,122.9904,132.590525
139.4752,118.211825,146.79065,125.082375,121.4237,233.807225,123.000225,132.64435
139.489775,118.225075,146.8201,125.095125,121.462175,233.813175,123.017175,132.660925
139.5004,118.269,146.8276,125.1261,121.4811,234.2537,123.033975,132.696875
139.5253,118.3087,146.858,125.155425,121.50165,234.345825,123.045675,132.72645
139.535875,118.338575,146.897025,125.16865,121.525175,234.51075,123.070625,132.74995
139.552725,118.356625,146.9325,125.18305,121.55815,234.593375,123.081975,132.764475
139.574375,118.39345,147.023075,125.203475,121.5741,234.8316,123.094475,132.777875
139.597175,118.40375,147.06015,125.216075,121.5967,234.835675,123.1177,132.803125
139.61505,118.418325,147.061975,125.236475,121.6299,234.85145,123.126175,132.844025
139.677125,118.435375,147.094825,125.2628,121.655075,234.942375,123.129025,132.864775
139.68995,118.458325,147.146425,125.289425,121.6679,234.96535,123.1512,132.8874
139.69985,118.4741,147.180325,125.324675,121.683675,234.973625,123.17315,132.91175
139.70955,118.502325,147.182475,125.349775,121.6934,234.987025,123.19785,132.9495
139.728625,118.522825,147.23695,125.36015,121.711275,235.0819,123.2127,132.98305
139.748025,118.5356,147.29405,125.404025,121.7273,235.2329,123.2316,133.00655
139.759975,118.543275,147.3304,125.419925,121.75165,235.499125,123.252,133.04315
139.78005,118.54645,147.38715,125.437125,121.77205,235.58825,123.277,133.074275
139.792575,118.556075,147.436425,125.46885,121.79765,235.84495,123.29555,133.100775
139.81065,118.564475,147.471375,125.50335,121.81205,236.333375,123.313225,133.14795
139.869325,118.575275,147.53805,125.52175,121.837325,236.511775,123.3325,133.181225
139.89235,118.581225,147.6718,125.5252,121.8487,236.541975,123.35405,133.22165
139.903375,118.5881,147.7162,125.559325,121.8632,236.950825,123.369775,133.247925
139.947425,118.594275,147.7442,125.593,121.8958,237.2046,123.383025,133.275725
139.9751,118.634875,147.792525,125.6073,121.91855,237.670325,123.402025,133.30995
139.985,118.64185,147.825,125.632575,121.939575,237.679275,123.4152,133.3448
140.025575,118.64755,147.8694,125.65575,121.9624,237.742125,123.432425,133.385775
140.05715,118.675025,147.90005,125.6782,121.9907,237.862025,123.450825,133.399475
140.112775,118.714875,147.943175,125.7047,122.00655,237.975575,123.47395,133.47175
140.1432,118.7234,148.0036,125.71465,122.02605,238.548,123.4928,133.562425
140.149875,118.727,148.062025,125.73725,122.04905,238.5838,123.507425,133.57
140.191675,118.7352,148.12955,125.75805,122.064375,238.66945,123.523375,133.617225
140.19625,118.7687,148.157525,125.7815,122.094225,238.85265,123.541475,133.691725
140.39205,118.7838,148.206825,125.798025,122.12365,238.88185,123.555575,133.7028
140.410375,118.8029,148.246675,125.822375,122.15555,238.969675,123.570075,133.704375
140.4396,118.833525,148.3249,125.84015,122.17285,239.1361,123.5846,133.749475
140.4634,118.869025,148.346075,125.86745,122.239625,239.1897,123.597925,133.799725
140.551175,118.881025,148.374175,125.89155,122.26205,239.2933,123.6091,133.854775
140.556425,118.8969,148.397725,125.897675,122.29295,239.4208,123.62245,133.929375
140.587675,118.920875,148.441475,125.912225,122.3192,239.5704,123.628425,133.99785
140.64545,118.9294,148.48475,125.930525,122.355375,239.655225,123.6375,134.06705
140.66915,118.93925,148.558,125.95105,122.3739,240.0358,123.64765,134.127225
140.70645,118.943825,148.5989,125.967275,122.396525,240.11375,123.65805,134.1573
140.742875,118.9526,148.63545,125.985525,122.4395,240.313775,123.677275,134.188375
140.77475,118.956975,148.668825,126.004075,122.45755,240.489375,123.686175,134.2653
140.834325,118.966075,148.722075,126.024925,122.4737,240.595375,123.701775,134.32975
140.851075,118.97315,148.76205,126.061275,122.487,240.61435,123.741275,134.3835
140.8603,118.9979,148.787575,126.07485,122.5213,240.664425,123.758625,134.393425
140.933625,119.026325,148.86245,126.115925,122.549025,240.709825,123.772125,134.425925
140.986975,119.03755,148.896825,126.134025,122.582025,240.734575,123.79545,134.443825
141.002425,119.04365,149.059525,126.172225,122.6083,240.860425,123.80665,134.471225
141.030375,119.0551,149.082,126.20665,122.643175,241.034375,123.8467,134.50285
141.0757,119.0665,149.11435,126.253925,122.689075,241.36075,123.862075,134.536925
141.086225,119.09365,149.1537,126.323625,122.701625,241.53895,123.87635,134.53905
141.096575,119.102925,149.21865,126.337325,122.714225,241.620025,123.88315,134.5815
141.1269,119.1126,149.262,126.347975,122.735325,241.6738,123.905325,134.6075
141.134075,119.128625,149.3015,126.371,122.770975,241.9235,123.940675,134.667375
141.14175,119.138425,149.346475,126.382075,122.795575,242.1118,123.985725,134.705725
141.15015,119.148025,149.4202,126.415425,122.816625,242.355375,124.00945,134.720575
141.1584,119.183375,149.502175,126.43675,122.845975,242.498325,124.0356,134.740925
141.17405,119.192825,149.5568,126.476275,122.86805,242.657625,124.056875,134.757625
141.20415,119.235025,149.643425,126.51495,122.9033,242.940025,124.068225,134.77035
141.21975,119.25845,149.72755,126.540975,122.935725,242.986675,124.074575,134.783125
141.278425,119.30155,149.7723,126.547,122.950725,243.518525,124.085075,134.82625
141.343075,119.322225,149.850975,126.5952,122.972875,243.546875,124.12415,134.849125
141.469375,119.333,149.894625,126.6012,122.9846,243.62535,124.165825,134.89655
141.476825,119.354325,149.92415,126.62235,123.0154,243.78715,124.187425,134.94285
141.51,119.3677,149.957925,126.667675,123.04405,244.081075,124.22695,134.986075
141.563625,119.381175,150.029775,126.72895,123.0729,244.203725,124.250275,135.0331
141.628175,119.404225,150.09715,126.73585,123.086325,244.278275,124.262825,135.08725
141.659125,119.42865,150.13255,126.7581,123.122825,244.316625,124.281225,135.1215
