SPK_SPKC04b (inhib),SPK_SPKC07a (inhi),SPK_SPKC12a (inh),SPK_SPKC15b (inh)
155.280375,,150.094775,81.785625
155.731625,,150.379525,81.8579
155.8171,,150.856325,81.925025
156.396425,,151.53965,81.97535
156.802375,,151.5624,82.0464
156.835675,,151.5834,82.069675
157.535125,,151.6244,82.111325
157.96195,,151.668625,82.16585
157.983875,,152.842325,82.402475
158.010925,,152.91345,82.4576
158.110675,,153.291575,82.517475
158.138225,,153.350525,82.611325
158.765675,,153.40625,82.685
158.8019,,153.7651,82.775725
158.821575,,155.01445,82.810425
161.266275,,155.280375,82.832875
161.52235,,155.731625,82.8691
161.917375,,155.8171,82.915225
161.9403,,156.396425,82.97645
161.988075,,156.802375,83.046175
162.2391,,156.83565,83.11255
163.41675,,157.535125,83.1835
163.440075,,157.96195,83.210425
163.552675,,157.983875,83.228225
163.869075,,158.0109,83.285075
164.311325,,158.110675,83.33525
164.85665,,158.138225,83.3975
164.928475,,158.765675,83.523025
166.430075,,158.786775,83.6078
166.974575,,158.8019,83.700025
167.076525,,158.821575,83.738175
167.507,,161.266275,83.7613
168.12885,,161.522325,83.988275
168.182725,,161.91735,84.0456
168.72665,,161.940275,84.1009
168.74975,,161.98805,84.189675
169.194975,,162.2391,84.2283
169.6933,,162.780925,84.3208
169.76195,,163.416725,84.401175
169.79055,,163.44005,84.46615
169.869575,,163.496775,84.66275
170.3211,,163.552675,84.722975
170.35305,,163.869075,84.787525
170.820825,,164.311325,84.81045
172.534975,,164.856625,84.838275
172.57955,,164.899625,84.8887
172.6291,,164.928475,85.200875
172.6572,,166.43005,85.2505
173.132875,,166.516225,85.31115
174.3356,,166.974575,85.3566
174.703025,,167.0765,85.4031
174.778525,,167.506975,85.5402
174.874675,,168.128825,85.6979
175.25405,,168.182725,85.81345
175.274275,,168.72665,85.8588
175.330025,,168.74975,85.955125
175.700375,,169.194975,86.04695
176.113025,,169.6933,86.140375
176.151525,,169.743125,86.234525
176.568175,,169.76195,86.26135
176.9565,,169.79055,86.357425
177.77455,,169.869575,86.4313
178.11725,,170.3211,86.471075
178.1827,,170.35305,86.506475
178.27145,,170.8208,86.58325
178.731,,170.8723,86.607775
179.2327,,172.534975,86.9218
179.521275,,172.57955,86.954875
179.5565,,172.629075,87.051075
179.596475,,172.6572,87.15095
179.70065,,173.13285,87.18105
180.07475,,174.3356,87.204425
182.371575,,174.703025,87.26535
182.43515,,174.778525,87.322575
182.637325,,174.874675,87.375275
182.66125,,175.25405,87.416225
183.894675,,175.274275,87.49795
184.25305,,175.700375,87.661275
184.36675,,176.113025,87.828825
184.376175,,176.151525,87.8599
184.403675,,176.52595,87.887825
184.488825,,176.568175,87.9594
185.395775,,176.9565,87.982875
185.838325,,177.774525,88.068975
187.58705,,178.11725,88.193275
188.379825,,178.1827,88.29765
188.453875,,178.27145,88.38155
188.556575,,178.730975,88.482775
188.682025,,179.232675,88.576275
189.547775,,179.521275,88.613175
189.831875,,179.556475,88.649875
189.993925,,179.596475,88.691225
190.039925,,179.700625,88.72555
190.04775,,180.074725,88.749375
190.064075,,182.371575,88.8546
190.0758,,182.43515,88.9596
190.1163,,182.637325,89.041
190.15015,,182.661225,89.0791
190.1697,,183.26635,89.100075
190.251725,,183.894675,89.13955
190.305775,,184.253025,89.2754
190.73755,,184.316,89.4024
190.8614,,184.366725,89.6298
190.930625,,184.376175,89.668925
190.968775,,184.403675,89.6947
191.0975,,184.488825,89.80485
191.1341,,185.395775,89.8464
191.1552,,185.838325,89.873
191.20135,,187.58705,89.894
191.4049,,188.379825,89.967375
191.58575,,188.45385,90.02205
191.7587,,188.556575,90.091275
192.078475,,188.682,90.366425
192.424475,,189.547775,90.456675
194.181675,,189.831875,90.490125
194.230825,,189.9939,90.616325
194.267725,,190.039925,90.79315
194.692775,,190.04775,90.86655
194.809625,,190.06405,90.900175
194.954375,,190.0758,91.076275
195.476125,,190.1163,91.16005
195.56065,,190.15015,91.188775
195.6141,,190.1697,91.3988
195.874675,,190.25175,91.519375
196.88345,,190.284275,91.575975
197.750675,,190.305775,91.589925
198.489225,,190.737525,91.7464
,,190.8614,91.8719
,,190.930625,92.0132
,,190.968775,92.070425
,,191.0264,92.22045
,,191.0975,92.271225
,,191.1341,92.3566
,,191.1552,92.411925
,,191.20135,92.434575
,,191.4049,92.48175
,,191.553,92.70445
,,191.585725,92.803475
,,191.67225,92.845175
,,191.716,92.896875
,,191.758675,92.967725
,,191.80005,93.0103
,,191.860525,93.121775
,,191.925,93.157525
,,191.975925,93.1991
,,192.004875,93.368825
,,192.047225,93.45585
,,192.07845,93.522875
,,192.220825,93.572075
,,192.247075,93.694825
,,192.332425,93.770675
,,192.371975,93.79845
,,192.42445,93.820825
,,192.4807,93.8431
,,192.681125,93.8796
,,194.15595,94.07735
,,194.18165,94.17045
,,194.2308,94.268775
,,194.2677,94.3157
,,194.69275,94.354075
,,194.809625,94.451425
,,194.954375,94.499375
,,195.476125,94.567375
,,195.56065,94.588875
,,195.57105,94.6244
,,195.6141,94.663925
,,195.6392,94.736325
,,195.652,94.7928
,,195.874675,94.8363
,,196.3748,94.889275
,,196.42675,95.113625
,,196.883425,95.18115
,,197.75065,95.243425
,,198.4691,95.455725
,,198.4892,95.499725
,,198.528425,95.634275
,,,95.7077
,,,95.8226
,,,95.844325
,,,95.882575
,,,95.942125
,,,96.050075
,,,96.206425
,,,96.28175
,,,96.343175
,,,96.458625
,,,96.55545
,,,96.711375
,,,96.83005
,,,96.8666
,,,96.919825
,,,97.02015
,,,97.1264
,,,97.189375
,,,97.3312
,,,97.434525
,,,97.4767
,,,97.578125
,,,97.662375
,,,97.755625
,,,97.78555
,,,97.86805
,,,97.947325
,,,98.01765
,,,98.15605
,,,98.21355
,,,98.2465
,,,98.351875
,,,98.46475
,,,98.5068
,,,98.60025
,,,98.7065
,,,98.849925
,,,98.912975
,,,98.967575
,,,99.010725
,,,99.0617
,,,99.092875
,,,99.171575
,,,99.2648
,,,99.29475
,,,99.333125
,,,99.3634
,,,99.4212
,,,99.476
,,,99.501
,,,99.51875
,,,99.56435
,,,99.616575
,,,99.706125
,,,99.73355
,,,99.7729
,,,99.93695
,,,99.97475
,,,100.00915
,,,100.10705
,,,100.1346
,,,100.159875
,,,100.216225
,,,100.25865
,,,100.300275
,,,100.32865
,,,100.3811
,,,100.4493
,,,100.503175
,,,100.5608
,,,100.606625
,,,100.648475
,,,100.71465
,,,100.77645
,,,100.80835
,,,100.8397
,,,100.861225
,,,100.879775
,,,100.896775
,,,100.921975
,,,100.9491
,,,100.97265
,,,101.02225
,,,101.074125
,,,101.120125
,,,101.146525
,,,101.249
,,,101.38585
,,,101.450575
,,,101.5404
,,,101.60495
,,,101.633425
,,,101.670875
,,,101.983675
,,,102.046175
,,,102.164825
,,,102.2899
,,,102.366375
,,,102.43865
,,,102.5301
,,,102.618225
,,,102.65985
,,,102.722925
,,,102.807075
,,,102.903775
,,,103.1797
,,,103.3112
,,,103.5314
,,,103.567275
,,,103.6403
,,,103.76135
,,,103.88075
,,,103.95825
,,,104.00375
,,,104.080475
,,,104.203175
,,,104.2797
,,,104.39745
,,,104.50205
,,,104.573575
,,,104.599875
,,,104.653
,,,104.937475
,,,104.997975
,,,105.028875
,,,105.1352
,,,105.211975
,,,105.295775
,,,105.35535
,,,105.406925
,,,105.461225
,,,105.496975
,,,105.613075
,,,105.674375
,,,105.701675
,,,105.78165
,,,105.805525
,,,105.839625
,,,105.87
,,,105.939325
,,,106.10965
,,,106.168025
,,,106.280125
,,,106.314175
,,,106.357925
,,,106.4093
,,,106.57815
,,,106.60675
,,,106.8185
,,,106.950825
,,,107.03725
,,,107.093
,,,107.20105
,,,107.290175
,,,107.309175
,,,107.3456
,,,107.453925
,,,107.5539
,,,107.6088
,,,107.653775
,,,107.7078
,,,107.7489
,,,107.773525
,,,107.856525
,,,107.87355
,,,107.98365
,,,108.060675
,,,108.148275
,,,108.340475
,,,108.3738
,,,108.44755
,,,108.563725
,,,108.6181
,,,108.666725
,,,108.7663
,,,108.9411
,,,109.0836
,,,109.107075
,,,109.123575
,,,109.14065
,,,109.175825
,,,109.214
,,,109.2981
,,,109.5023
,,,109.7444
,,,109.8545
,,,109.96565
,,,110.027775
,,,110.1232
,,,110.1637
,,,110.26235
,,,110.384975
,,,110.5941
,,,110.628075
,,,110.649025
,,,110.67855
,,,110.72295
,,,110.8254
,,,110.90565
,,,111.029275
,,,111.13095
,,,111.154075
,,,111.1943
,,,111.225125
,,,111.249925
,,,111.30255
,,,111.410225
,,,111.478025
,,,111.58165
,,,111.665375
,,,111.7304
,,,111.855175
,,,111.893025
,,,111.981325
,,,112.0473
,,,112.1593
,,,112.262375
,,,112.381975
,,,112.42585
,,,112.44725
,,,112.484125
,,,112.515125
,,,112.550425
,,,112.61275
,,,112.717675
,,,112.93555
,,,113.050075
,,,113.083175
,,,113.1596
,,,113.189425
,,,113.251525
,,,113.287
,,,113.342525
,,,113.401625
,,,113.521775
,,,113.755675
,,,113.843425
,,,113.9195
,,,113.951875
,,,113.989275
,,,114.031825
,,,114.090525
,,,114.1734
,,,114.2757
,,,114.32785
,,,114.372575
,,,114.443575
,,,114.56165
,,,114.669225
,,,114.997525
,,,115.056675
,,,115.10265
,,,115.231375
,,,115.261625
,,,115.364475
,,,115.53805
,,,115.64355
,,,115.684
,,,115.795625
,,,116.079975
,,,116.109425
,,,116.181225
,,,116.23885
,,,116.346525
,,,116.6053
,,,116.627325
,,,116.665375
,,,116.73395
,,,116.802425
,,,116.818925
,,,116.86465
,,,117.007975
,,,117.195175
,,,117.2418
,,,117.28785
,,,117.3253
,,,117.359525
,,,117.56615
,,,117.671875
,,,117.71765
,,,117.74185
,,,117.780125
,,,117.868325
,,,118.156925
,,,118.196175
,,,118.303525
,,,118.35255
,,,118.37615
,,,118.411325
,,,118.4408
,,,118.492725
,,,118.73945
,,,118.788725
,,,118.8432
,,,118.891825
,,,118.992
,,,119.01115
,,,119.0262
,,,119.17525
,,,119.296525
,,,119.341275
,,,119.48995
,,,119.5819
,,,119.665175
,,,119.88415
,,,120.053175
,,,120.089125
,,,120.104
,,,120.12355
,,,120.156975
,,,120.201275
,,,120.293125
,,,120.385
,,,120.446025
,,,120.543275
,,,120.599575
,,,120.845075
,,,120.9208
,,,120.9922
,,,121.041325
,,,121.07215
,,,121.11825
,,,121.191525
,,,121.3153
,,,121.452775
,,,121.556025
,,,121.5796
,,,121.664525
,,,121.781075
,,,121.83445
,,,121.85435
,,,121.87945
,,,122.084225
,,,122.239875
,,,122.3658
,,,122.431925
,,,122.5122
,,,122.588825
,,,122.605125
,,,122.69185
,,,123.1229
,,,123.241375
,,,123.29285
,,,123.343775
,,,123.380925
,,,123.4131
,,,123.465025
,,,123.65045
,,,123.70605
,,,123.805675
,,,123.825675
,,,123.862825
,,,123.8888
,,,123.979025
,,,124.028275
,,,124.159875
,,,124.291825
,,,124.319725
,,,124.3645
,,,124.4026
,,,124.593775
,,,124.64215
,,,124.74765
,,,124.807775
,,,124.844675
,,,124.9718
,,,124.998825
,,,125.0626
,,,125.137075
,,,125.365575
,,,125.4433
,,,125.5037
,,,125.713425
,,,125.7458
,,,125.824125
,,,126.05575
,,,126.09405
,,,126.571575
,,,126.59755
,,,126.625275
,,,127.023925
,,,127.055825
,,,127.098075
,,,127.298775
,,,127.533225
,,,127.62025
,,,127.6672
,,,127.9891
,,,128.066875
,,,128.109775
,,,128.1799
,,,128.25335
,,,128.276
,,,128.57545
,,,128.639475
,,,128.67285
,,,128.6961
,,,128.7595
,,,128.843875
,,,128.954825
,,,129.0137
,,,129.047425
,,,129.146525
,,,129.182625
,,,129.254525
,,,129.30115
,,,129.32725
,,,129.355325
,,,129.4
,,,129.463075
,,,129.60585
,,,129.681675
,,,129.7471
,,,129.8419
,,,129.890625
,,,129.943675
,,,129.9737
,,,130.0394
,,,130.10225
,,,130.1238
,,,130.18845
,,,130.2476
,,,130.30185
,,,130.380325
,,,130.43405
,,,130.4802
,,,130.668275
,,,130.750225
,,,130.798925
,,,130.8284
,,,130.873375
,,,131.03745
,,,131.1565
,,,131.2358
,,,131.284475
,,,131.31155
,,,131.35275
,,,131.4245
,,,131.482375
,,,131.541125
,,,131.61925
,,,131.6634
,,,131.741625
,,,131.97065
,,,131.996975
,,,132.012875
,,,132.046925
,,,132.069425
,,,132.093075
,,,132.15235
,,,132.21165
,,,132.30585
,,,132.35935
,,,132.4403
,,,132.47355
,,,132.51075
,,,132.56345
,,,132.6564
,,,132.81195
,,,132.854675
,,,132.9172
,,,132.9473
,,,132.9965
,,,133.0385
,,,133.052175
,,,133.08555
,,,133.09785
,,,133.119625
,,,133.2023
,,,133.2577
,,,133.440975
,,,133.48995
,,,133.519075
,,,133.531375
,,,133.56085
,,,133.63975
,,,133.738375
,,,133.8042
,,,133.884
,,,134.068325
,,,134.139775
,,,134.307525
,,,134.444275
,,,134.605925
,,,134.630425
,,,134.6503
,,,134.6714
,,,134.698175
,,,134.7695
,,,135.050625
,,,135.08585
,,,135.1422
,,,135.1707
,,,135.266225
,,,135.354175
,,,135.519525
,,,135.559475
,,,135.592075
,,,135.613625
,,,135.6375
,,,135.6657
,,,135.693575
,,,135.716525
,,,135.773525
,,,135.963775
,,,135.99135
,,,136.00575
,,,136.070425
,,,136.1393
,,,136.472225
,,,136.54435
,,,136.556825
,,,136.603575
,,,136.6876
,,,136.7189
,,,136.882375
,,,137.088325
,,,137.203575
,,,137.26405
,,,137.284825
,,,137.374225
,,,137.417525
,,,137.4777
,,,137.536375
,,,137.613625
,,,137.649125
,,,137.71185
,,,137.740075
,,,137.93635
,,,138.000925
,,,138.04295
,,,138.13685
,,,138.249025
,,,138.276725
,,,138.344975
,,,138.423175
,,,138.498325
,,,138.544275
,,,138.597
,,,138.68415
,,,138.798475
,,,138.869675
,,,138.904875
,,,138.92975
,,,138.950975
,,,138.984475
,,,139.014225
,,,139.029675
,,,139.048425
,,,139.08195
,,,139.15465
,,,139.2035
,,,139.332725
,,,139.41575
,,,139.444125
,,,139.48075
,,,139.5254
,,,139.578725
,,,139.672175
,,,139.749425
,,,139.828025
,,,139.8719
,,,139.945225
,,,139.978825
,,,140.0016
,,,140.04315
,,,140.098175
,,,140.146625
,,,140.20025
,,,140.2326
,,,140.26285
,,,140.351375
,,,140.4167
,,,140.5094
,,,140.60955
,,,140.659625
,,,140.77355
,,,140.862725
,,,140.9883
,,,141.04
,,,141.06735
,,,141.096575
,,,141.25955
,,,141.342225
,,,141.462675
,,,141.494925
,,,141.514475
,,,141.52785
,,,141.5469
,,,141.575775
,,,141.746075
,,,141.817525
,,,141.87985
,,,141.982375
,,,142.081075
,,,142.21155
,,,142.25335
,,,142.2717
,,,142.298025
,,,142.348075
,,,142.390225
,,,142.481625
,,,142.61065
,,,142.6472
,,,142.703325
,,,142.79645
,,,142.820675
,,,142.836525
,,,142.8649
,,,142.905
,,,142.928825
,,,142.992475
,,,143.039525
,,,143.09965
,,,143.13415
,,,143.17025
,,,143.406025
,,,143.486175
,,,143.538975
,,,143.61805
,,,143.723025
,,,143.84035
,,,143.88325
,,,143.95225
,,,143.9959
,,,144.03715
,,,144.08095
,,,144.11655
,,,144.236675
,,,144.331425
,,,144.365925
,,,144.39295
,,,144.41955
,,,144.46035
,,,144.518875
,,,144.59195
,,,144.77145
,,,144.8996
,,,145.07635
,,,145.193575
,,,145.30915
,,,145.466875
,,,145.49005
,,,145.513675
,,,145.5494
,,,145.582225
,,,145.69855
,,,145.912625
,,,145.943225
,,,145.9617
,,,146.001425
,,,146.06225
,,,146.150975
,,,146.186275
,,,146.244475
,,,146.359975
,,,146.406125
,,,146.463525
,,,146.499675
,,,146.5262
,,,146.613975
,,,146.642875
,,,146.6843
,,,146.766125
,,,146.79865
,,,146.8199
,,,146.90565
,,,146.965075
,,,147.12265
,,,147.206675
,,,147.29485
,,,147.351975
,,,147.4074
,,,147.4544
,,,147.4942
,,,147.690325
,,,147.781325
,,,147.84425
,,,147.920225
,,,147.969425
,,,147.998825
,,,148.0335
,,,148.0557
,,,148.11135
,,,148.24885
,,,148.320525
,,,148.3613
,,,148.402925
,,,148.438825
,,,148.45885
,,,148.4862
,,,148.5169
,,,148.54645
,,,148.57795
,,,148.619775
,,,148.736425
,,,148.78615
,,,148.887425
,,,148.98695
,,,149.046625
,,,149.076525
,,,149.167
,,,149.202075
,,,149.315575
,,,149.35745
,,,149.5368
,,,149.58655
,,,149.631675
,,,149.6778
,,,149.707025
,,,149.752625
,,,149.78665
,,,149.800375
,,,149.824475
,,,149.838575
,,,149.847025
,,,149.862825
,,,149.891175
,,,149.959375
,,,149.990325
,,,150.0772
,,,150.17005
,,,150.246425
,,,150.34705
,,,150.383125
,,,150.40915
,,,150.500625
,,,150.58515
,,,150.8058
,,,150.8432
,,,150.8738
,,,150.9073
,,,151.1706
,,,151.26865
,,,151.346375
,,,151.45535
,,,151.527975
,,,151.544975
,,,151.570575
,,,151.7194
,,,151.79225
,,,151.988725
,,,152.09435
,,,152.326125
,,,152.457325
,,,152.633975
,,,152.709025
,,,152.7285
,,,152.76995
,,,152.82395
,,,152.846325
,,,152.9298
,,,152.968025
,,,153.0409
,,,153.103775
,,,153.187775
,,,153.29275
,,,153.328975
,,,153.56345
,,,153.6773
,,,153.716975
,,,153.795125
,,,154.129075
,,,154.2226
,,,154.4516
,,,154.8096
,,,154.878075
,,,154.9885
,,,155.05795
,,,155.159525
,,,155.198625
,,,155.3165
,,,155.433125
,,,155.469725
,,,155.559725
,,,155.746525
,,,155.783125
,,,155.83965
,,,155.9067
,,,156.091325
,,,156.194775
,,,156.21865
,,,156.350825
,,,156.37045
,,,156.39045
,,,156.414975
,,,156.45315
,,,156.524175
,,,156.57235
,,,156.64275
,,,156.689825
,,,156.7657
,,,156.799625
,,,156.82735
,,,156.85445
,,,156.890525
,,,156.937475
,,,156.9574
,,,156.988375
,,,157.024575
,,,157.061775
,,,157.156075
,,,157.292625
,,,157.365075
,,,157.409375
,,,157.46835
,,,157.49525
,,,157.52715
,,,157.545525
,,,157.571975
,,,157.82415
,,,157.855225
,,,157.920575
,,,157.956675
,,,157.98645
,,,158.059325
,,,158.21355
,,,158.540425
,,,158.599475
,,,158.65455
,,,158.697175
,,,158.740875
,,,158.76765
,,,158.789675
,,,158.8122
,,,158.834275
,,,159.0704
,,,159.14955
,,,159.239575
,,,159.28445
,,,159.430775
,,,159.513825
,,,159.554925
,,,159.6377
,,,159.66555
,,,159.742375
,,,159.83455
,,,160.102825
,,,160.1783
,,,160.266125
,,,160.294075
,,,160.340625
,,,160.363425
,,,160.393625
,,,160.42525
,,,160.60375
,,,160.657875
,,,160.72765
,,,160.779675
,,,160.8205
,,,160.910625
,,,160.9522
,,,161.045025
,,,161.073275
,,,161.178975
,,,161.239025
,,,161.255625
,,,161.338375
,,,161.409475
,,,161.71285
,,,161.7881
,,,161.815025
,,,161.846975
,,,161.8747
,,,161.896625
,,,161.95125
,,,162.262875
,,,162.30185
,,,162.400325
,,,162.46075
,,,162.546925
,,,162.624575
,,,162.68105
,,,162.716225
,,,162.740925
,,,162.80525
,,,162.8314
,,,162.8951
,,,163.074675
,,,163.161025
,,,163.24
,,,163.3014
,,,163.3243
,,,163.404875
,,,163.41935
,,,163.495375
,,,163.4968
,,,163.6527
,,,163.8312
,,,163.8713
,,,163.91445
,,,163.96895
,,,163.996325
,,,164.0427
,,,164.1106
,,,164.1696
,,,164.275725
,,,164.33055
,,,164.361425
,,,164.432225
,,,164.65775
,,,164.7009
,,,164.782125
,,,164.866725
,,,164.892375
,,,164.901125
,,,164.9239
,,,165.04445
,,,165.2424
,,,165.3091
,,,165.3218
,,,165.34145
,,,165.383975
,,,165.43515
,,,165.51965
,,,165.5575
,,,165.6782
,,,165.704825
,,,165.719725
,,,165.753525
,,,165.7845
,,,165.852825
,,,165.894275
,,,165.914175
,,,166.045875
,,,166.225525
,,,166.3342
,,,166.411925
,,,166.453475
,,,166.513825
,,,166.564425
,,,166.6139
,,,166.669525
,,,166.701675
,,,166.73225
,,,166.7641
,,,166.837875
,,,166.908525
,,,166.926175
,,,166.9497
,,,166.963125
,,,167.012325
,,,167.0463
,,,167.09695
,,,167.196775
,,,167.285
,,,167.3754
,,,167.4258
,,,167.461275
,,,167.602425
,,,167.6345
,,,167.675175
,,,167.74345
,,,167.8004
,,,167.8667
,,,168.07815
,,,168.1219
,,,168.149275
,,,168.177525
,,,168.245875
,,,168.279225
,,,168.297575
,,,168.32835
,,,168.378225
,,,168.60245
,,,168.667575
,,,168.7106
,,,168.731175
,,,168.7436
,,,168.759375
,,,168.7826
,,,168.85635
,,,168.887975
,,,168.938375
,,,169.01735
,,,169.056
,,,169.186775
,,,169.221275
,,,169.250925
,,,169.35175
,,,169.4231
,,,169.46685
,,,169.586825
,,,169.69115
,,,169.713025
,,,169.740525
,,,169.76145
,,,169.775275
,,,169.790575
,,,169.823375
,,,169.864
,,,170.294075
,,,170.338025
,,,170.784825
,,,170.83485
,,,171.78835
,,,171.89675
,,,172.0051
,,,172.048925
,,,172.170875
,,,172.241775
,,,172.455925
,,,172.5095
,,,172.52395
,,,172.539125
,,,172.552775
,,,172.569825
,,,172.667
,,,172.69195
,,,172.73205
,,,172.812775
,,,173.03155
,,,173.04895
,,,173.062125
,,,173.12015
,,,173.4307
,,,173.471725
,,,173.65875
,,,173.835475
,,,174.0533
,,,174.1672
,,,174.2319
,,,174.25195
,,,174.294175
,,,174.441925
,,,174.642575
,,,174.706425
,,,174.7305
,,,174.751675
,,,174.77645
,,,174.97945
,,,175.20185
,,,175.243025
,,,175.26765
,,,175.414225
,,,175.608025
,,,175.676675
,,,175.70605
,,,175.72485
,,,175.753175
,,,176.06265
,,,176.08865
,,,176.1104
,,,176.13385
,,,176.16485
,,,176.177575
,,,176.267175
,,,176.444975
,,,176.473725
,,,176.509875
,,,176.537525
,,,176.600075
,,,176.776075
,,,176.911925
,,,176.9809
,,,177.040275
,,,177.0805
,,,177.107475
,,,177.154475
,,,177.185375
,,,177.25905
,,,177.281
,,,177.36155
,,,177.4641
,,,177.56085
,,,177.584925
,,,177.613925
,,,177.651675
,,,177.720525
,,,177.814725
,,,177.87065
,,,177.938975
,,,178.023725
,,,178.0606
,,,178.10645
,,,178.1225
,,,178.16415
,,,178.212925
,,,178.317575
,,,178.3624
,,,178.407125
,,,178.526875
,,,178.5958
,,,178.648525
,,,178.678475
,,,178.693825
,,,178.728525
,,,178.739275
,,,178.774175
,,,178.87755
,,,178.976025
,,,179.07895
,,,179.22455
,,,179.29745
,,,179.369175
,,,179.423425
,,,179.445825
,,,179.5087
,,,179.5295
,,,179.556875
,,,179.5782
,,,179.621
,,,179.7867
,,,179.978275
,,,180.0317
,,,180.063325
,,,180.13115
,,,180.17165
,,,180.198225
,,,180.275275
,,,180.36545
,,,180.455625
,,,180.48075
,,,180.514075
,,,180.55965
,,,180.6873
,,,180.727575
,,,180.78875
,,,180.827275
,,,180.902825
,,,180.93515
,,,180.97445
,,,181.004475
,,,181.1367
,,,181.195975
,,,181.251725
,,,181.318475
,,,181.3656
,,,181.438125
,,,181.48235
,,,181.5447
,,,181.586075
,,,181.6341
,,,181.83855
,,,181.9334
,,,182.0686
,,,182.163425
,,,182.210475
,,,182.250225
,,,182.297925
,,,182.344475
,,,182.401025
,,,182.42165
,,,182.44245
,,,182.49885
,,,182.545725
,,,182.6352
,,,182.652975
,,,182.784625
,,,182.89335
,,,182.980625
,,,183.046275
,,,183.133825
,,,183.271075
,,,183.30785
,,,183.3637
,,,183.4201
,,,183.600275
,,,183.6521
,,,183.68455
,,,183.71355
,,,183.8077
,,,183.85595
,,,183.87875
,,,183.89965
,,,183.958825
,,,184.2193
,,,184.288725
,,,184.31725
,,,184.534775
,,,184.5808
,,,184.65125
,,,184.9163
,,,185.008375
,,,185.2116
,,,185.257325
,,,185.34015
,,,185.362725
,,,185.463175
,,,185.495725
,,,185.719075
,,,185.818625
,,,186.1823
,,,186.3318
,,,186.399075
,,,186.439725
,,,186.4974
,,,186.545925
,,,186.566375
,,,186.595975
,,,186.6535
,,,186.751925
,,,186.897625
,,,186.951625
,,,187.01075
,,,187.0319
,,,187.11285
,,,187.15875
,,,187.179425
,,,187.212925
,,,187.239525
,,,187.282
,,,187.3006
,,,187.415475
,,,187.46145
,,,187.557975
,,,187.5851
,,,187.607375
,,,187.766125
,,,187.8103
,,,187.89285
,,,187.950975
,,,188.067475
,,,188.1527
,,,188.192325
,,,188.248625
,,,188.282525
,,,188.304525
,,,188.3425
,,,188.37615
,,,188.414525
,,,188.477975
,,,188.53485
,,,188.589975
,,,188.6269
,,,188.695225
,,,189.01325
,,,189.441975
,,,189.5694
,,,189.7073
,,,189.836775
,,,189.866625
,,,189.9926
,,,190.037575
,,,190.0679
,,,191.4647
,,,191.60605
,,,192.006575
