SPK_SPKC05a,SPK_SPKC09a,SPK_SPKC11a,SPK_SPKC11b
46.345775,97.8604,88.535,9.9714
46.539575,98.1944,88.5918,9.986225
46.57595,98.25035,88.667225,10.002675
46.600875,98.4158,88.73455,10.023975
46.763475,98.73245,88.798075,10.0411
46.907725,98.79095,88.8138,10.046075
47.010575,98.8722,88.81685,10.055825
47.03485,98.941775,88.827225,10.0698
47.08535,99.24105,88.831725,10.0801
47.103575,99.30755,88.841325,10.090325
47.150875,99.6422,88.85625,10.102325
47.1961,99.970175,88.860975,10.12185
47.242,100.129225,89.01205,10.12875
47.4532,100.16055,89.12755,10.14595
47.533725,100.213475,89.1579,10.160375
47.572875,100.37,89.25195,10.170725
47.590625,100.49105,89.2672,10.188075
47.61805,100.529825,89.2798,10.19435
47.688025,100.570275,89.30385,10.20495
47.773275,100.591775,89.317875,10.2171
47.85135,100.6252,89.34365,10.22555
48.018475,100.7394,89.385775,10.23475
48.1199,101.176625,89.44525,10.244475
48.1827,101.22945,89.527275,10.2498
48.273525,101.4727,89.612875,10.26295
48.366925,101.497825,89.6451,10.270375
48.4383,101.5339,89.6744,10.280825
48.5059,101.646525,89.707575,10.295875
48.654775,102.000875,89.76775,10.305675
48.781675,102.061,89.827375,10.320425
48.8071,102.49465,89.84335,10.3394
48.872225,102.548025,89.858825,10.354525
49.19245,102.71955,89.868775,10.35975
49.2944,102.902025,89.87725,10.3662
49.359625,103.1317,89.954775,10.3742
49.375775,103.20515,90.018025,10.3803
49.44115,103.498975,90.037925,10.392575
49.459325,103.72825,90.07575,10.4114
49.497275,103.82055,90.09675,10.423325
49.5642,103.840325,90.15745,10.429325
49.60725,103.880275,90.24195,10.447025
49.7208,104.0408,90.269425,10.462975
49.7473,104.21735,90.3697,10.47285
49.801425,104.30245,90.39905,10.501475
49.8384,104.330775,90.419425,10.51675
49.91975,104.5741,90.438075,10.5349
50.22245,104.7158,90.457425,10.54785
50.25985,104.76095,90.465575,10.5644
50.2662,105.189875,90.4935,10.575325
50.34505,105.22105,90.5527,10.588375
50.400025,105.2476,90.6043,10.595575
50.50835,105.561775,90.618875,10.6085
50.68575,105.569925,90.668175,10.6186
50.7101,105.595025,90.721575,10.62595
50.76375,105.621525,90.798375,10.6449
50.8898,105.95145,90.8655,10.6552
51.05395,105.9622,90.8896,10.6704
51.076075,105.990025,90.945775,10.699075
51.169775,106.164575,90.991075,10.70855
51.3607,106.270025,91.02175,10.720775
51.39205,106.297275,91.0876,10.7341
51.397175,106.378725,91.1404,10.745025
51.56995,106.5157,91.15595,10.75625
51.66055,106.538825,91.17675,10.762825
51.69975,106.75685,91.232675,10.777475
51.755,106.915,91.290725,10.78725
51.784,106.989675,91.315,10.806975
51.82235,107.092125,91.3628,10.817475
51.94105,107.124125,91.380875,10.826125
52.189975,107.20875,91.395825,10.8334
52.2342,107.263575,91.42255,10.856325
52.390525,107.332375,91.4507,10.867775
52.573425,107.4085,91.47255,10.890875
52.787625,107.44215,91.488425,10.9017
52.7918,107.578925,91.548425,10.91375
52.8608,107.656225,91.569825,10.9211
53.177075,107.703075,91.605675,10.932325
53.26365,107.766375,91.6511,10.944775
53.3828,107.818825,91.69715,10.958675
53.649225,107.8933,91.7305,10.9761
53.674125,108.084875,91.787325,10.991125
53.744075,108.129175,91.83965,11.00895
53.96155,108.338625,91.932825,11.015025
54.07965,108.4931,91.9931,11.0276
54.194475,108.7506,92.00705,11.0318
54.3103,108.849975,92.01755,11.0421
54.350675,109.21075,92.0283,11.05505
54.509225,109.2463,92.032825,11.078975
54.53635,109.268975,92.036525,11.087025
54.618475,109.305925,92.04725,11.094275
54.640125,109.61025,92.061875,11.10655
54.6809,109.722275,92.072,11.11475
54.73665,109.731975,92.094,11.122925
54.763175,109.7726,92.112425,11.138925
54.79715,109.81885,92.12285,11.15525
54.8093,110.179125,92.129425,11.167575
54.914675,110.26035,92.159475,11.17725
54.989525,110.29265,92.245475,11.18825
55.1973,110.3015,92.2736,11.2077
55.234575,110.32455,92.294425,11.21695
55.3357,110.345575,92.3424,11.235675
55.45935,110.379325,92.4004,11.2474
55.487825,110.3947,92.44475,11.25935
55.80045,110.5643,92.4996,11.27025
55.955925,110.5747,92.604275,11.284275
56.1001,110.601325,92.662325,11.294775
56.15995,111.066775,92.7176,11.307125
56.18855,111.201775,92.7385,11.3221
56.263425,111.332025,92.752225,11.343275
56.2751,111.513975,92.7986,11.3575
56.2882,111.619625,92.807225,11.3772
56.347025,111.891125,92.83035,11.389675
56.426325,111.91645,92.850275,11.4033
56.4718,111.9804,92.86845,11.41155
56.5182,112.0026,92.876975,11.41895
56.7799,112.040625,92.891425,11.430775
56.845325,112.05885,92.931625,11.441525
56.858,112.0856,93.0361,11.4521
56.883725,112.178575,93.17735,11.468325
56.952875,112.320475,93.18635,11.4757
56.986925,112.340025,93.207125,11.51705
57.00255,112.359775,93.219975,11.5309
57.09725,112.511675,93.227875,11.537775
57.151025,112.76795,93.242875,11.5541
57.162,112.783525,93.261975,11.5661
57.20245,112.79105,93.306025,11.5825
57.27825,112.79525,93.422425,11.6143
57.499175,112.79745,93.599825,11.642775
57.5232,112.817325,93.652925,11.652475
57.6086,112.858825,93.670325,11.66895
57.621075,113.08755,93.698375,11.709975
57.656125,113.18075,93.724675,11.721575
58.037825,113.306625,93.75445,11.734225
58.1839,113.32915,93.77055,11.756375
58.191975,113.33555,93.826225,11.7673
58.2688,113.356825,93.852325,11.778375
58.325825,113.531825,93.8961,11.78895
58.51325,113.8673,93.966175,11.802
58.5967,113.904175,94.066,11.81385
58.63125,114.04895,94.08865,11.83025
58.645675,114.27805,94.111825,11.86115
58.668975,114.315625,94.12645,11.875375
58.809975,114.35135,94.146975,11.91835
58.94215,114.370225,94.1808,11.935025
59.04615,114.563125,94.20315,11.952225
59.15815,114.63635,94.2167,11.9605
59.244675,114.807425,94.2424,11.97945
59.2847,114.841425,94.263225,11.999175
59.3824,114.87365,94.336175,12.010275
59.390425,115.18695,94.360775,12.02275
59.416975,115.2878,94.41565,12.0353
59.659575,115.6909,94.451225,12.051725
59.6758,115.76115,94.4702,12.068575
59.7648,115.800775,94.52405,12.075275
59.814475,116.0939,94.57785,12.086675
59.85675,116.153175,94.613275,12.0996
60.199075,116.1785,94.7367,12.12415
60.2409,116.20135,94.77245,12.13145
60.2513,116.4633,94.785525,12.143925
60.2695,116.4955,94.827125,12.15765
60.312975,116.5317,94.84615,12.175275
60.582275,116.598975,94.892875,12.18685
60.609825,116.6384,94.91435,12.201975
60.67355,116.686325,94.99155,12.222475
60.734475,116.747925,95.0081,12.235175
60.74705,116.94455,95.040925,12.284275
60.799775,117.026675,95.057475,12.2958
60.88405,117.366475,95.114225,12.30975
60.961425,117.45285,95.15435,12.322525
61.048275,117.47995,95.16535,12.332925
61.105725,117.95005,95.1879,12.34895
61.14455,117.99495,95.201875,12.356325
61.159575,118.0312,95.340025,12.380025
61.181575,118.1053,95.429575,12.39185
61.207125,118.16015,95.457325,12.399575
61.25275,118.5193,95.471925,12.419725
61.374,118.5515,95.551025,12.43275
61.447,118.576475,95.6498,12.44785
61.4795,118.725425,95.742725,12.462675
61.50515,118.880175,95.758925,12.471625
61.64315,119.008225,95.768075,12.484075
61.6546,119.191,95.785025,12.493
61.8849,119.33465,95.7957,12.4998
62.00495,119.36545,95.820725,12.522875
62.084925,119.6595,95.833675,12.565325
62.10585,119.7609,95.85265,12.587175
62.1732,119.8129,95.98965,12.6148
62.2585,119.863425,96.056675,12.637125
62.316775,119.945875,96.187325,12.648425
62.40895,120.241175,96.240075,12.665725
62.480275,120.2739,96.2906,12.6816
62.507525,120.498975,96.32075,12.69905
62.58315,120.548975,96.452375,12.709875
62.62965,120.5654,96.467525,12.7239
62.656425,120.7275,96.476875,12.7457
62.77915,120.771425,96.4866,12.760775
62.79185,121.05655,96.5222,12.778425
62.855575,121.148025,96.557325,12.811875
62.88955,121.2269,96.608125,12.82725
62.9022,121.364775,96.63845,12.8388
63.014375,121.421675,96.87185,12.860425
63.01825,121.4479,96.94335,12.87845
63.074525,121.465075,96.962825,12.899225
63.135725,121.484225,97.038775,12.9152
63.27585,121.51,97.127,12.948975
63.315475,121.661175,97.242525,12.975875
63.3528,121.70755,97.320375,12.987
63.465575,121.805175,97.338,13.007975
63.5751,121.91845,97.3593,13.02785
63.584725,122.025075,97.368325,13.03765
63.6105,122.070375,97.38575,13.064325
63.69895,122.1179,97.44675,13.077575
63.74775,122.259475,97.482175,13.0936
63.86405,122.297425,97.56435,13.10925
63.938525,122.3456,97.74255,13.124825
64.06785,122.427225,97.796175,13.14155
64.183025,122.524675,97.813775,13.155525
