SPK_SPKC01a,SPK_SPKC05a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC12a,SPK_SPKC14a,SPK_SPKC16a
,254.860575,,,,181.3098,208.2792
,254.887275,,,,181.32425,208.302575
,255.03285,,,,181.33655,208.34735
,255.2952,,,,181.3431,208.5369
,255.521475,,,,181.358475,208.538075
,255.567775,,,,181.391525,208.73495
,255.8,,,,181.432875,208.85235
,255.847225,,,,181.476175,208.8974
,256.4132,,,,181.4924,208.91425
,256.490575,,,,181.727375,209.20815
,256.6269,,,,181.757875,209.256875
,256.67535,,,,181.7744,209.341625
,256.716575,,,,181.795075,209.399175
,256.9683,,,,181.81495,209.444725
,257.07435,,,,181.83165,209.476625
,257.139325,,,,181.848375,209.6205
,257.22315,,,,181.869,209.668225
,257.2818,,,,181.895475,209.799975
,257.346425,,,,181.9055,209.857125
,257.38185,,,,181.934525,209.938125
,257.440175,,,,181.96555,209.970125
,257.4816,,,,181.9838,210.0035
,257.686125,,,,181.99845,210.038775
,257.773475,,,,182.028,210.106475
,257.942625,,,,182.056875,210.13195
,258.1023,,,,182.267875,210.1416
,258.2425,,,,182.28355,210.15275
,258.3923,,,,182.345475,210.156175
,258.4316,,,,182.39945,210.207225
,258.516325,,,,182.48705,210.22125
,258.6478,,,,182.619575,210.27025
,258.729225,,,,182.649875,210.3202
,258.775575,,,,182.67855,210.442325
,258.799425,,,,182.694575,210.45545
,258.811475,,,,182.713425,210.48195
,258.87035,,,,182.803075,210.633975
,258.89885,,,,183.06575,210.678875
,259.3936,,,,183.08455,210.7049
,259.48075,,,,183.101525,210.7914
,259.519275,,,,183.11485,210.83345
,259.57325,,,,183.1327,210.90375
,259.722225,,,,183.14215,210.9504
,259.7672,,,,183.2022,211.024725
,259.81145,,,,183.229,211.0706
,259.825525,,,,183.257625,211.150025
,259.935975,,,,183.29575,211.160875
,260.089275,,,,183.321125,211.168775
,260.21925,,,,183.353625,211.204425
,260.27035,,,,183.3977,211.323175
,260.34495,,,,183.457875,211.507925
,260.6978,,,,183.466275,211.62525
,260.770325,,,,183.5004,211.6857
,261.16255,,,,183.530975,211.887275
,261.19095,,,,183.559625,211.89565
,261.264675,,,,183.636125,211.909475
,261.277375,,,,183.725325,212.0224
,261.503775,,,,183.768175,212.064825
,261.634825,,,,183.792425,212.093075
,261.6512,,,,183.8182,212.32605
,261.911925,,,,183.852125,212.371625
,262.015425,,,,184.01495,212.37785
,262.051975,,,,184.0369,212.3947
,262.624425,,,,184.055225,212.41165
,262.7873,,,,184.072125,212.51095
,262.871975,,,,184.08495,212.755025
,262.9235,,,,184.104175,212.808825
,263.052925,,,,184.1183,212.96225
,263.19975,,,,184.172875,212.9722
,263.430775,,,,184.20165,213.021025
,263.444425,,,,184.2587,213.065
,263.531,,,,184.279725,213.29915
,263.588475,,,,184.330375,213.3259
,263.75365,,,,184.469925,213.34345
,263.78855,,,,184.495125,213.3583
,263.83045,,,,184.511225,213.370425
,264.290925,,,,184.5358,213.655775
,264.323275,,,,184.5658,213.675425
,264.359175,,,,184.649325,213.692675
,264.43775,,,,184.693125,213.70345
,264.474325,,,,184.79475,213.779025
,264.5144,,,,184.864425,213.8276
,264.570175,,,,184.977775,213.90425
,264.610175,,,,185.06015,213.939675
,264.659975,,,,185.1488,213.94645
,264.728925,,,,185.1615,213.994375
,264.770025,,,,185.168675,214.000225
,264.998,,,,185.193325,214.074525
,265.035925,,,,185.243375,214.15335
,265.071575,,,,185.288225,214.293325
,265.231325,,,,185.3746,214.30185
,265.378375,,,,185.409675,214.3411
,265.450875,,,,185.428675,214.3867
,265.4921,,,,185.44865,214.39895
,265.60845,,,,185.605825,214.4627
,266.22755,,,,185.63415,214.59455
,266.24255,,,,185.659925,214.74905
,266.282675,,,,185.71555,214.772275
,266.31985,,,,185.743575,214.891125
,266.3675,,,,185.774725,214.935675
,266.803625,,,,185.8052,214.963325
,266.936,,,,185.8328,215.0232
,267.002875,,,,185.864475,215.074075
,267.07645,,,,185.91095,215.11335
,267.294775,,,,185.937425,215.214375
,267.689775,,,,185.99815,215.291875
,267.938625,,,,186.06185,215.420075
,267.9946,,,,186.1479,215.506275
,268.10805,,,,186.181375,215.5192
,268.158175,,,,186.208625,215.566775
,268.243525,,,,186.229525,215.58495
,268.28725,,,,186.2498,215.617825
,268.3295,,,,186.274175,215.718725
,268.4145,,,,186.305475,215.833325
,268.85325,,,,186.369475,215.86395
,268.89495,,,,186.403525,215.944275
,268.9401,,,,186.5731,215.9729
,269.0221,,,,186.594525,216.0459
,269.077525,,,,186.6071,216.1118
,269.1862,,,,186.62215,216.15905
,269.226825,,,,186.6691,216.17295
,269.259475,,,,186.75695,216.403175
,269.380575,,,,186.789,216.494775
,269.42045,,,,186.828825,216.538025
,269.485,,,,186.89435,216.66775
,269.54185,,,,187.0316,216.847075
,269.627475,,,,187.048075,216.87205
,269.989325,,,,187.05665,216.976375
,270.08375,,,,187.07545,217.05155
,270.38945,,,,187.0818,217.133775
,270.428525,,,,187.089525,217.26355
,270.75755,,,,187.13145,217.3761
,270.786675,,,,187.139725,217.38805
,270.857275,,,,187.19545,217.407475
,271.1409,,,,187.2352,217.440375
,271.173025,,,,187.415575,217.453275
,271.17545,,,,187.438425,217.4735
,271.2808,,,,187.459325,217.490775
,271.475575,,,,187.4739,217.7922
,271.535175,,,,187.4967,217.84195
,271.820875,,,,187.545075,217.854825
,271.858925,,,,187.58055,217.88405
,271.890375,,,,187.60845,217.887025
,272.3006,,,,187.647975,217.98515
,272.4277,,,,187.847875,218.04065
,272.636525,,,,187.867475,218.334175
,272.67655,,,,187.88075,218.41605
,272.73685,,,,187.90035,218.529525
,272.95925,,,,187.92105,218.6416
,273.03425,,,,187.93365,218.659575
,273.13825,,,,187.956375,218.7013
,273.30685,,,,187.9723,218.89785
,273.37005,,,,188.02445,218.90755
,273.396025,,,,188.044775,218.944275
,273.491825,,,,188.092175,218.9832
,273.531125,,,,188.2472,218.999625
,273.796275,,,,188.272025,219.091975
,274.1627,,,,188.287425,219.296775
,274.230625,,,,188.30805,219.4249
,274.346825,,,,188.3237,219.4572
,274.4034,,,,188.345725,219.469375
,274.4438,,,,188.360325,219.47805
,274.475975,,,,188.3826,219.5006
,274.588825,,,,188.412275,219.501975
,274.85295,,,,188.4267,219.52295
,274.8997,,,,188.4711,219.598575
,274.962075,,,,188.564225,219.953525
,274.998975,,,,188.6428,220.03875
,275.145875,,,,188.6766,220.0781
,275.176775,,,,188.6868,220.132525
,275.362475,,,,188.71465,220.17735
,275.4562,,,,188.7238,220.246575
,275.5285,,,,188.77615,220.462375
,275.568875,,,,188.821775,220.4737
,275.6017,,,,188.835725,220.516425
,275.754625,,,,188.859475,220.533025
,275.963325,,,,188.891675,220.56115
,276.355425,,,,188.922325,220.570125
,276.47905,,,,188.97,220.687125
,276.5427,,,,188.995325,220.702975
,276.58255,,,,189.06475,220.7723
,276.77535,,,,189.3271,221.2206
,276.874,,,,189.339825,221.265075
,277.051425,,,,189.35515,221.275975
,277.082025,,,,189.379675,221.3221
,277.357825,,,,189.404025,221.32455
,277.398375,,,,189.4125,221.354275
,277.4387,,,,189.42635,221.4347
,277.475075,,,,189.5096,221.508725
,277.501025,,,,189.535425,221.651675
,277.534925,,,,189.559275,221.66005
,277.56665,,,,189.578725,221.6766
,277.598725,,,,189.596175,221.756175
,277.878475,,,,189.654925,221.767775
,277.953,,,,189.6792,221.790675
,277.985875,,,,189.717675,221.8207
,278.02015,,,,189.837,221.833025
,278.09,,,,189.9053,221.875575
,278.151775,,,,189.916825,221.9334
,278.2919,,,,189.9246,222.00225
,278.3197,,,,189.965025,222.080625
,278.46455,,,,189.97975,222.125025
,278.505625,,,,190.005275,222.127675
,278.569425,,,,190.021725,222.15575
,278.6011,,,,190.24155,222.16925
,278.66775,,,,190.272725,222.18725
,278.796325,,,,190.2842,222.1884
,279.09995,,,,190.2987,222.242175
,279.174375,,,,190.31625,222.297225
,279.207625,,,,190.349325,222.42535
,279.3125,,,,190.364775,222.505375
,279.3501,,,,190.4006,222.555
,279.6248,,,,190.447,222.75845
,279.66425,,,,190.50395,222.817
,279.8428,,,,190.630725,222.931725
,279.92995,,,,190.667625,222.967175
,280.22615,,,,190.6907,223.037725
,280.268625,,,,190.710725,223.139575
,280.82055,,,,190.728825,223.239325
,281.026875,,,,190.766525,223.297325
,281.084,,,,190.7833,223.31145
,281.13945,,,,190.87085,223.371725
,281.54935,,,,190.972475,223.475075
,281.7,,,,191.039075,223.552375
,281.735825,,,,191.059525,223.5827
,281.922825,,,,191.072375,223.627375
,281.95915,,,,191.112225,223.7348
,281.99635,,,,191.126225,223.745925
,282.0392,,,,191.144875,223.75535
,282.069,,,,191.18915,223.9061
,282.137275,,,,191.434175,224.008425
,282.211275,,,,191.471325,224.116275
,282.402575,,,,191.48535,224.1341
,282.497575,,,,191.496525,224.171075
,282.6862,,,,191.510475,224.20615
,282.789,,,,191.529075,224.50585
,283.024675,,,,191.5655,224.5163
,283.0748,,,,191.801525,224.820025
,283.2007,,,,191.823375,224.85635
,283.3572,,,,191.849025,224.9328
,283.418225,,,,191.86465,224.989975
,283.576175,,,,191.878775,225.2261
,283.8892,,,,191.897825,225.282925
,283.93575,,,,191.9627,225.411425
,283.99695,,,,192.00235,225.4155
,284.087825,,,,192.035125,225.45975
,284.12525,,,,192.129325,225.586525
,284.232275,,,,192.352225,225.9544
,284.5795,,,,192.38465,225.9843
,284.69245,,,,192.4019,226.001375
,284.91455,,,,192.413125,226.08175
,285.03935,,,,192.443175,226.3649
,285.3122,,,,192.463225,226.438275
,285.362075,,,,192.50535,226.580275
,285.452575,,,,192.558425,226.767675
,285.49075,,,,192.610775,226.910125
,285.539725,,,,192.6396,227.217875
,285.6244,,,,192.803225,227.311875
,285.80325,,,,192.91265,227.335175
,285.835675,,,,192.978875,227.39875
,286.00355,,,,193.029925,227.436075
,286.204625,,,,193.04545,227.5345
,286.315275,,,,193.0613,227.57255
,286.39715,,,,193.09655,227.587725
,286.487875,,,,193.12105,227.604125
,286.5737,,,,193.142925,227.618375
,286.6332,,,,193.1695,227.71185
,286.714825,,,,193.310625,227.92615
,286.9292,,,,193.36795,227.954125
,287.086,,,,193.389975,227.9809
,287.19755,,,,193.421125,228.00575
,287.308075,,,,193.440675,228.177225
,287.4247,,,,193.4761,228.185
,287.543125,,,,193.498,228.19405
,287.577375,,,,193.560875,228.20585
,287.73765,,,,193.637325,228.33755
,287.774075,,,,193.757225,228.36995
,287.855675,,,,193.784275,228.37745
,287.8951,,,,193.810975,228.422575
,288.0071,,,,193.8266,228.460525
,288.045275,,,,193.841825,228.4693
,288.050825,,,,193.858725,228.484325
,288.079975,,,,193.8858,228.546525
,288.273275,,,,193.90025,228.5664
,288.39955,,,,193.923475,228.576475
,288.516475,,,,194.07115,228.58995
,288.702825,,,,194.09545,228.717925
,288.945225,,,,194.125225,228.890875
,289.00865,,,,194.147325,228.928275
,289.288525,,,,194.1748,228.936575
,289.4219,,,,194.2479,229.09235
,289.46075,,,,194.2721,229.116125
,289.5031,,,,194.393575,229.324525
,289.6071,,,,194.673625,229.402125
,289.6479,,,,194.724925,229.462
,289.726525,,,,194.73795,229.49865
,289.87555,,,,194.74995,229.63935
,289.988925,,,,194.8047,229.753225
,290.2937,,,,194.84185,229.78355
,290.351375,,,,195.18025,229.8212
,290.46505,,,,195.2191,229.8734
,290.51825,,,,195.2442,229.894875
,290.85535,,,,195.258675,229.9047
,290.893175,,,,195.282025,229.9147
,291.01915,,,,195.2993,229.948775
,291.1114,,,,195.324125,229.9656
,291.2992,,,,195.38925,230.001975
,291.350275,,,,195.66195,230.027575
,291.4058,,,,195.67955,230.04605
,291.605975,,,,195.693925,230.1573
,291.6397,,,,195.718725,230.2458
,291.84855,,,,195.73745,230.3432
,292.1868,,,,195.798525,230.4879
,292.3313,,,,195.84935,230.5685
,292.444625,,,,195.86705,230.62145
,292.474225,,,,195.90275,230.631025
,292.56775,,,,196.0787,230.75075
,292.806875,,,,196.11585,230.760625
,292.876025,,,,196.145775,230.891375
,293.37495,,,,196.1681,231.0505
,293.4415,,,,196.195,231.077925
,293.470925,,,,196.213175,231.22025
,293.579875,,,,196.27005,231.5247
,293.798225,,,,196.463475,231.555925
,294.217375,,,,196.481975,231.609925
,294.287775,,,,196.56415,231.6251
,294.317725,,,,196.586725,231.856625
,294.482275,,,,196.6325,231.86985
,294.52545,,,,196.680625,231.88
,294.713325,,,,196.703575,232.2142
,294.83565,,,,196.937275,232.2523
,295.03865,,,,196.94885,232.278025
,295.1624,,,,196.96355,232.337
,295.3208,,,,196.987,232.3443
,295.573925,,,,196.99145,232.3674
,295.942525,,,,197.04425,232.376425
,295.98125,,,,197.1528,232.3791
,296.058575,,,,197.1834,232.408125
,296.235475,,,,197.195925,232.439525
,296.277475,,,,197.2286,232.459825
,296.31985,,,,197.259475,232.486475
,296.476375,,,,197.316775,232.515225
,296.810275,,,,197.49155,232.5307
,296.854125,,,,197.5353,232.552775
,296.906775,,,,197.545425,232.6094
,297.12335,,,,197.577225,232.673425
,297.2362,,,,197.60025,232.70625
,297.5242,,,,197.62375,232.74855
,297.5859,,,,197.646875,232.756675
,297.7911,,,,197.7129,232.82985
,297.822325,,,,197.758825,232.849475
,298.116275,,,,197.80775,232.8731
,298.180125,,,,197.827825,232.891325
,298.264075,,,,197.835775,232.926725
,298.3695,,,,197.878925,232.970475
,298.506125,,,,198.16495,232.9735
,298.5637,,,,198.1828,232.99025
,298.93995,,,,198.212475,233.039725
,299.2569,,,,198.2338,233.06375
,299.464075,,,,198.245075,233.12215
,299.5149,,,,198.264125,233.162325
,299.673725,,,,198.2821,233.17305
,299.7466,,,,198.317325,233.179075
,299.823725,,,,198.3643,233.19295
,299.9279,,,,198.396925,233.2099
,300.063475,,,,198.428625,233.2292
,300.490275,,,,198.4633,233.316725
,300.820375,,,,198.50725,233.344025
,300.8738,,,,198.543125,233.38255
,301.03375,,,,198.644075,233.396075
,301.309125,,,,198.6634,233.5006
,301.5093,,,,198.695225,233.585425
,301.9832,,,,198.712575,233.613625
,302.3249,,,,198.7589,233.6333
,302.545975,,,,198.80065,233.742325
,302.65195,,,,198.816825,233.755425
,302.730175,,,,198.864825,233.766625
,302.76465,,,,198.8774,233.8371
,302.83745,,,,198.895,233.868675
,303.210475,,,,198.9095,233.93475
,303.251775,,,,198.9359,234.01465
,303.43265,,,,198.96545,234.0627
,303.932,,,,199.003525,234.0869
,304.1065,,,,199.028725,234.14135
,304.245175,,,,199.053675,234.16585
,304.513175,,,,199.07535,234.35035
,304.722975,,,,199.11805,234.360075
,304.96875,,,,199.136575,234.3901
,305.277125,,,,199.161075,234.42295
,305.39345,,,,199.236025,234.46585
,305.485175,,,,199.3269,234.478475
,305.545725,,,,199.38465,234.579375
,305.8629,,,,199.431,234.6304
,305.8996,,,,199.470825,234.641275
,306.1426,,,,199.494775,234.84975
,306.185425,,,,199.51735,235.069775
,306.22345,,,,199.580375,235.1416
,306.301025,,,,199.632575,235.166175
,306.338,,,,199.65975,235.1979
,306.497075,,,,199.6884,235.315025
,306.619375,,,,199.70355,235.349425
,306.671725,,,,199.72015,235.447275
,307.1973,,,,199.7332,235.664675
,307.40405,,,,199.767225,235.705175
,307.43565,,,,199.784375,235.736925
,307.488975,,,,199.8343,235.7728
,307.594775,,,,199.848075,235.8963
,307.645725,,,,199.868575,236.050075
,307.820075,,,,199.8899,236.132175
,307.986675,,,,199.9242,236.1765
,308.3237,,,,199.98245,236.245675
,308.53845,,,,200.0132,236.403125
,309.8732,,,,200.039,236.4752
,309.930475,,,,200.0883,236.493525
,310.062425,,,,200.151025,236.514775
,310.158825,,,,200.237575,236.579325
,310.485875,,,,200.336125,236.634125
,310.72785,,,,200.354125,236.7852
,311.1394,,,,200.369025,236.795625
,311.177225,,,,200.4055,236.8329
,311.280075,,,,200.50245,236.842275
,311.42095,,,,200.5497,236.843875
,311.444775,,,,200.5888,236.920075
,311.625675,,,,200.6538,236.967675
,311.63035,,,,200.675775,236.97635
,311.736225,,,,200.71465,237.142
,311.8621,,,,200.750225,237.1712
,311.952375,,,,200.82975,237.466325
,312.464025,,,,200.935675,237.506775
,312.5637,,,,200.9529,237.579175
,312.674175,,,,200.964725,237.629425
,312.712275,,,,201.0036,237.756175
,312.914525,,,,201.0161,237.86185
,312.99115,,,,201.128775,237.942925
,313.173575,,,,201.209375,237.95735
,313.308,,,,201.2314,237.986975
,313.4925,,,,201.2595,237.999275
,313.7341,,,,201.327025,238.043225
,314.003275,,,,201.3531,238.10045
,314.219275,,,,201.3677,238.18265
,314.49915,,,,201.396275,238.190275
,314.54445,,,,201.42945,238.241875
,314.569225,,,,201.435975,238.265275
,315.02715,,,,201.4662,238.377
,315.151825,,,,201.518975,238.3982
,315.256125,,,,201.542175,238.48465
,315.8197,,,,201.568525,238.52425
,316.4134,,,,201.750325,238.57435
,316.4854,,,,201.785125,238.667975
,316.514525,,,,201.8252,238.6889
,316.56975,,,,201.897125,238.7727
,316.853525,,,,201.91845,238.7858
,317.071025,,,,201.94625,238.977825
,317.27965,,,,201.98135,239.104275
,317.434725,,,,202.023225,239.229525
,317.79665,,,,202.04735,239.293025
,317.878825,,,,202.089675,239.5258
,318.01875,,,,202.29475,239.593725
,318.11475,,,,202.313175,239.605425
,318.6282,,,,202.3317,239.70605
,318.670775,,,,202.356025,239.7984
,318.945,,,,202.388925,239.843
,319.792175,,,,202.418625,239.948275
,319.959975,,,,202.44635,239.968575
,319.961325,,,,202.488525,240.166975
,320.2545,,,,202.5341,240.1838
,320.33765,,,,202.6057,240.259525
,320.3806,,,,202.669875,240.312
,320.415425,,,,202.68145,240.4266
,320.887325,,,,202.693925,240.450825
,321.0911,,,,202.725025,240.490825
,321.676225,,,,202.74115,240.607275
,322.007775,,,,202.7697,240.67795
,322.18705,,,,202.808275,240.69125
,322.370575,,,,203.0067,240.976475
,323.092225,,,,203.0768,240.99235
,323.604475,,,,203.132525,241.017975
,323.663975,,,,203.199425,241.097125
,323.71825,,,,203.233525,241.133125
,323.899325,,,,203.343975,241.2893
,323.9301,,,,203.38195,241.306275
,323.993525,,,,203.399775,241.429475
,324.022575,,,,203.421375,241.54515
,324.16615,,,,203.448925,241.59475
,324.25015,,,,203.514425,241.6316
,324.491125,,,,203.55675,241.6404
,324.7321,,,,203.583625,241.7224
,324.8772,,,,203.61605,241.861275
,324.998725,,,,203.66625,241.87595
,325.124325,,,,203.823075,241.910275
,325.1877,,,,203.872,242.2469
,325.28325,,,,203.901375,242.344575
,325.842725,,,,203.91185,242.4984
,326.4096,,,,203.945725,242.59125
,326.4493,,,,203.974325,242.600075
,326.51195,,,,204.0282,242.614675
,326.637375,,,,204.174125,242.714075
,326.86695,,,,204.22205,242.722725
,327.380125,,,,204.24285,242.7492
,328.460225,,,,204.269525,242.80135
,328.576925,,,,204.309875,242.88465
,328.8926,,,,204.32605,242.9878
,329.01365,,,,204.416925,243.08255
,329.065425,,,,204.537525,243.113325
,329.1594,,,,204.578025,243.183525
,329.2226,,,,204.6663,243.2007
,329.30045,,,,204.682,243.2242
,329.51955,,,,204.7006,243.259975
,330.4635,,,,204.719475,243.329125
,330.51515,,,,204.730975,243.8122
,331.17395,,,,204.74605,243.872575
,331.2754,,,,204.77225,243.9381
,331.477025,,,,204.818125,243.96345
,331.51675,,,,204.882325,244.096
,331.6352,,,,204.92125,244.1164
,332.063075,,,,204.945575,244.163175
,332.522,,,,205.023175,244.396025
,333.2085,,,,205.0374,244.452325
,333.39375,,,,205.05845,244.507725
,333.540075,,,,205.077875,244.523975
,334.08605,,,,205.180225,244.56145
,334.436725,,,,205.291325,244.6133
,334.47405,,,,205.310225,244.6503
,334.62265,,,,205.34595,244.685925
,334.786425,,,,205.40025,244.6885
,335.02125,,,,205.440775,244.8013
,335.112925,,,,205.473425,244.83525
,335.4269,,,,205.546075,244.88135
,335.563325,,,,205.66,244.975225
,335.637475,,,,205.697675,245.181325
,335.76,,,,205.729175,245.1991
,336.060525,,,,205.7486,245.214725
,336.191325,,,,205.85705,245.228325
,336.275,,,,205.9429,245.261275
,336.27745,,,,206.09265,245.3092
,336.318875,,,,206.10725,245.36925
,336.6502,,,,206.13655,245.80495
,336.8874,,,,206.149375,245.963275
,336.928275,,,,206.1651,246.217725
,337.347,,,,206.22,246.246625
,337.378475,,,,206.26645,246.312425
,337.57795,,,,206.288,246.3743
,337.763475,,,,206.44185,246.51215
,337.8096,,,,206.51365,246.724875
,337.9827,,,,206.5446,246.75525
,338.2785,,,,206.639975,246.768325
,338.377425,,,,206.759225,246.814275
,338.569775,,,,206.776525,246.908625
,339.3156,,,,206.78915,246.91525
,339.511125,,,,206.81905,246.941075
,339.7783,,,,206.83305,246.956875
,340.2813,,,,206.8523,247.0151
,340.620275,,,,206.9198,247.179025
,341.044075,,,,206.985625,247.203775
,341.5156,,,,207.12145,247.267075
,341.654925,,,,207.1673,247.2894
,341.7305,,,,207.199225,247.291925
,342.3289,,,,207.239825,247.35655
,342.394125,,,,207.38545,247.396975
,342.6074,,,,207.447425,247.411525
,342.8754,,,,207.52045,247.4289
,343.212125,,,,207.541975,247.452625
,343.256875,,,,207.5938,247.493025
,343.31355,,,,207.7155,247.6375
,343.46135,,,,207.80195,247.673
,343.48215,,,,207.813825,247.68565
,343.76045,,,,207.948225,247.72455
,343.7991,,,,207.9978,247.755875
,343.842875,,,,208.015425,247.7621
,343.890725,,,,208.04725,247.76725
,343.9382,,,,208.057275,247.80245
,344.18355,,,,208.139475,247.890325
,344.450675,,,,208.16465,247.910325
,344.5633,,,,208.198675,248.003275
,344.811075,,,,208.313225,248.086075
,344.919475,,,,208.346325,248.122475
,345.006575,,,,208.538,248.18315
,345.12905,,,,208.556675,248.283975
,345.1748,,,,208.57075,248.3058
,345.648625,,,,208.590075,248.315425
,345.7526,,,,208.62535,248.343625
,345.9299,,,,208.637,248.463
,345.997675,,,,208.658625,248.48685
,346.65905,,,,208.72035,248.539025
,346.762975,,,,208.72195,248.57515
,347.12985,,,,208.741775,248.6003
,347.399725,,,,208.7839,248.651075
,347.470675,,,,208.810725,248.701125
,347.795125,,,,208.827425,248.7963
,347.827475,,,,208.883975,248.799925
,347.87695,,,,208.922075,248.828175
,348.232425,,,,208.963575,248.843725
,348.3959,,,,208.99865,248.9285
,348.470525,,,,209.02815,248.9722
,348.574575,,,,209.05665,249.18675
,348.7369,,,,209.114275,249.2374
,348.967525,,,,209.233,249.28295
,349.003525,,,,209.291975,249.31905
,349.04005,,,,209.3499,249.403275
,349.110975,,,,209.3962,249.440925
,349.146925,,,,209.42435,249.69605
,349.19595,,,,209.451525,249.76385
,349.198525,,,,209.458725,249.791275
,349.30115,,,,209.562925,249.8428
,349.659575,,,,209.5875,249.89445
,349.80685,,,,209.61545,250.02355
,350.28485,,,,209.629325,250.1171
,350.322625,,,,209.7205,250.1615
,350.368975,,,,209.7343,250.194525
,350.46525,,,,209.81125,250.2702
,350.542225,,,,209.8841,250.343375
,350.58705,,,,210.074275,250.357875
,350.688925,,,,210.0949,250.413875
,350.7992,,,,210.116075,250.415975
,351.24565,,,,210.1248,250.44105
,351.304125,,,,210.131275,250.64625
,351.423725,,,,210.146625,250.67505
,351.58885,,,,210.168825,250.739625
,351.936325,,,,210.19675,250.760525
,352.016375,,,,210.247475,250.76825
,352.229025,,,,210.314875,250.8187
,352.296275,,,,210.410075,250.94575
,352.427225,,,,210.453275,251.009575
,352.61595,,,,210.570475,251.103725
,352.7469,,,,210.62415,251.1355
,352.85475,,,,210.688225,251.26655
,352.905625,,,,210.736525,251.379275
,352.913625,,,,210.7428,251.40715
,353.136025,,,,210.83235,251.444675
,353.230625,,,,210.8748,251.693975
,353.507575,,,,210.9478,251.78735
,353.581125,,,,211.00875,251.8251
,353.7217,,,,211.0246,251.835325
,353.731325,,,,211.1018,251.905225
,353.771125,,,,211.1371,251.918125
,353.78425,,,,211.156025,252.29475
,354.3576,,,,211.17095,252.3046
,354.540225,,,,211.192575,252.467525
,354.601925,,,,211.20715,252.539225
,354.84045,,,,211.279825,252.562375
,354.968275,,,,211.329325,252.595425
,355.013525,,,,211.368275,252.5967
,355.0223,,,,211.3866,252.602875
,355.197425,,,,211.44535,252.6508
,355.369075,,,,211.471075,252.703275
,355.565675,,,,211.477475,252.838825
,355.652775,,,,211.507875,252.894525
,355.8293,,,,211.5345,253.022125
,355.9599,,,,211.5503,253.10075
,356.0233,,,,211.571775,253.248325
,356.094775,,,,211.602475,253.255225
,356.335075,,,,211.6334,253.284775
,356.45025,,,,211.68565,253.417275
,356.80755,,,,211.842175,253.561275
,357.19925,,,,211.844025,253.566175
,357.239075,,,,211.86635,253.6099
,357.5455,,,,211.877625,253.663025
,357.689825,,,,211.88925,253.7087
,357.904125,,,,211.89435,253.782025
,357.926625,,,,211.9243,253.79275
,357.941325,,,,211.937075,253.85295
,357.97475,,,,211.967925,253.909075
,358.018475,,,,211.9857,254.121425
,358.1155,,,,212.06595,254.153875
,358.178075,,,,212.093025,254.15885
,358.4364,,,,212.143475,254.1676
,358.492375,,,,212.1711,254.26655
,358.5485,,,,212.399325,254.29685
,358.91985,,,,212.40885,254.32085
,358.934125,,,,212.41865,254.337475
,359.06925,,,,212.4286,254.364675
,359.1256,,,,212.444925,254.491775
,359.374575,,,,212.469975,254.54865
,360.17285,,,,212.478725,254.5828
,360.3765,,,,212.485,254.632575
,360.625675,,,,212.579775,254.76245
,360.69215,,,,212.609625,254.917825
,360.7472,,,,212.631875,255.088875
,360.98745,,,,212.6436,255.10545
,361.538325,,,,212.652575,255.2069
,361.6101,,,,212.665075,255.22555
,361.766575,,,,212.696525,255.278875
,361.83145,,,,212.713,255.29905
,361.88885,,,,212.8161,255.6201
,361.9083,,,,212.943625,255.664075
,361.981425,,,,212.954325,255.67225
,362.093075,,,,212.96525,255.819875
,362.31575,,,,212.977125,255.96345
,362.35725,,,,213.005575,256.053
,362.710475,,,,213.016,256.095275
,362.848275,,,,213.030125,256.0964
,363.190975,,,,213.066125,256.174175
,363.927675,,,,213.07695,256.1975
,364.6206,,,,213.086575,256.23665
,364.7018,,,,213.17515,256.252925
,364.8774,,,,213.265725,256.3068
,364.916525,,,,213.32765,256.3096
,365.3912,,,,213.3703,256.35225
,365.482325,,,,213.413025,256.521725
,365.62645,,,,213.546525,256.531025
,365.921225,,,,213.580425,256.541
,365.9424,,,,213.6033,256.5544
,365.957025,,,,213.64395,256.60785
,366.01035,,,,213.66485,256.701375
,366.352325,,,,213.68705,256.83405
,367.248075,,,,213.7059,256.884275
,367.30015,,,,213.769825,257.133425
,367.404025,,,,213.882125,257.173725
,368.0699,,,,213.97525,257.225075
,368.3993,,,,214.018525,257.2379
,368.71925,,,,214.037475,257.4304
,368.873375,,,,214.059775,257.583975
,369.02365,,,,214.0696,257.7242
,369.130775,,,,214.102025,257.786025
,369.510325,,,,214.131875,257.86635
,369.680325,,,,214.3018,258.016675
,369.725325,,,,214.327475,258.097525
,370.845275,,,,214.33805,258.1359
,371.384975,,,,214.3781,258.141725
,371.652275,,,,214.3875,258.175025
,371.97365,,,,214.398875,258.2056
,372.0821,,,,214.473,258.34455
,372.1839,,,,214.491475,258.42995
,372.637825,,,,214.519775,258.451425
,372.8652,,,,214.57875,258.468425
,372.96055,,,,214.665575,258.47355
,373.03825,,,,214.709775,258.497925
,373.07905,,,,214.747025,258.533825
,373.536175,,,,214.861925,258.59145
,373.88765,,,,214.8898,258.620325
,373.9706,,,,214.91565,258.71115
,374.26815,,,,214.925125,258.7444
,374.4398,,,,214.932225,258.77755
,374.5762,,,,214.947725,258.78945
,374.696675,,,,214.95415,258.822325
,375.0109,,,,214.9621,258.84175
,375.26195,,,,214.9737,258.882525
