SPK_SPKC01a,SPK_SPKC05a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC12a,SPK_SPKC14a,SPK_SPKC16a
234.1719,67.804075,450.168475,267.6794,405.8898,86.0251,80.74325
235.82655,67.8385,,267.73205,407.131375,86.04445,80.89685
236.06985,67.879675,,267.791625,407.81785,86.329475,81.404375
236.109425,67.973625,,267.903775,407.82665,86.341325,81.4822
236.893975,68.006975,,267.956525,408.8391,86.38455,81.535175
237.071125,68.035575,,268.00025,409.3789,86.3974,81.585325
237.80365,68.08215,,268.139175,409.635975,86.411675,82.019225
237.910425,68.1669,,268.2555,409.902875,86.4358,82.120175
238.0843,68.203625,,268.328775,410.10115,86.476975,82.177525
238.25545,68.287775,,268.600875,410.8653,86.497825,82.206975
238.986,68.31395,,268.628025,411.17985,86.529225,82.24185
239.743275,68.3742,,268.952975,411.596075,86.5723,82.25655
240.537525,68.40795,,268.961825,411.793475,86.715925,82.483625
242.142425,68.4768,,269.0157,412.2018,86.735625,82.502125
242.673675,68.525475,,269.09585,412.3046,86.7592,82.52955
243.49915,68.56205,,269.1135,413.372475,86.772175,82.535875
243.592425,68.670125,,269.40985,413.998575,86.8017,82.54585
244.2446,68.7142,,269.451825,414.208325,86.81475,82.569325
244.4223,68.748225,,269.5722,414.258025,86.846325,82.5776
244.4949,68.7807,,269.63795,414.647675,86.87425,82.658125
244.6057,68.84385,,269.88635,416.18355,86.909275,82.66135
244.700425,68.87715,,270.26575,416.53665,86.9498,82.928
244.88155,68.9605,,270.293075,416.54575,86.999325,82.94045
245.7044,69.000325,,270.320475,416.548425,87.014325,83.011925
246.182175,69.164,,270.333325,416.772525,87.029325,83.022375
246.6746,69.24205,,270.411925,416.9518,87.11805,83.049275
248.593925,69.27745,,270.67855,417.191825,87.290875,83.105025
249.2832,69.3321,,270.737725,417.2226,87.315375,83.254075
251.366175,69.44465,,270.868,417.3464,87.35735,83.333825
251.4301,69.60125,,271.09755,417.65495,87.379825,83.39085
252.203125,69.63475,,271.11625,418.799325,87.427075,83.3986
252.303475,69.6603,,271.34065,420.943425,87.6106,83.455575
253.1321,69.691075,,271.660725,421.002125,87.623325,83.501025
253.2997,69.7406,,271.688175,421.316,87.637625,83.540125
254.58635,69.83925,,271.709975,421.66485,87.66185,83.56105
254.67845,69.8566,,271.785825,422.1164,87.68075,83.68405
254.686975,69.913875,,272.138875,422.633875,87.7077,83.72945
254.766275,69.985975,,272.17355,422.762125,87.77035,83.761125
254.96875,70.03345,,272.4923,422.960475,87.79635,83.968175
255.25775,70.1662,,272.557525,423.784325,87.840025,83.97255
255.892875,70.213875,,272.5945,423.8232,88.03,84.16975
256.8132,70.254875,,272.65435,424.42545,88.048575,84.187775
258.896325,70.327725,,272.829125,424.44805,88.0619,84.20915
258.944325,70.393925,,272.858375,425.17685,88.07465,84.23125
259.12335,70.4815,,272.917825,425.32395,88.104175,84.238475
259.46815,70.61375,,273.19555,426.150925,88.115375,84.325
259.691075,70.64165,,273.23905,426.501925,88.242475,84.393375
260.356425,70.705525,,273.62345,427.766425,88.288525,84.55095
260.767475,70.755525,,273.7986,429.352975,88.547125,84.606525
261.3161,70.790025,,274.0387,429.486425,88.55635,84.7273
261.465275,70.929025,,274.070675,431.2131,88.58175,85.047025
263.212525,70.971775,,274.207125,431.298375,88.67465,85.050675
264.18465,71.008375,,274.4574,432.62815,88.6912,85.06025
264.39205,71.03735,,274.47065,432.738325,88.822825,85.08135
264.927675,71.08085,,274.53685,433.4215,89.07005,85.1316
264.9791,71.1201,,274.64875,433.720125,89.07905,85.152075
265.10625,71.151125,,274.86645,433.77845,89.092775,85.1607
265.403025,71.172525,,274.949725,433.9519,89.2078,85.229025
265.45725,71.209975,,275.084325,433.9835,89.22325,85.2531
266.39455,71.24385,,275.133975,434.413625,89.255075,85.36915
266.78065,71.320525,,276.097175,434.623925,89.300925,85.451125
267.82125,71.39335,,276.24385,434.67395,89.32085,85.4811
268.37295,71.432875,,276.539275,435.141975,89.354375,85.48285
268.6571,71.5906,,276.6235,436.651475,89.4709,85.5243
268.91965,71.63465,,276.66075,437.795275,89.6474,85.56275
269.3239,71.723125,,276.720475,439.088225,89.7003,85.631775
269.364,71.914275,,276.934675,439.751475,89.7146,85.7448
269.752175,71.9487,,276.965775,440.9478,89.726025,85.767125
269.865075,71.983,,276.996075,441.20185,89.7489,85.852925
269.9477,72.007725,,277.049075,441.3642,89.758,85.8692
270.193575,72.0352,,277.100975,441.36845,89.785225,85.87745
270.25675,72.080225,,277.369975,441.543175,89.935375,85.898875
270.32495,72.149625,,277.432175,442.050725,89.97395,85.9036
270.581875,72.183325,,277.4744,444.161875,90.027725,85.910775
270.696275,72.234525,,277.506925,446.200275,90.077875,85.91585
270.752825,72.273075,,277.616275,448.66935,90.110625,86.172025
270.823275,72.291175,,277.90055,449.578325,90.168525,86.314175
271.298625,72.31505,,277.950475,449.58755,90.2089,86.35135
271.494425,72.455275,,278.254975,,90.259125,86.3573
271.613325,72.487125,,278.35385,,90.2708,86.419675
271.651625,72.62,,278.414875,,90.29535,86.435925
271.8592,72.662,,278.573475,,90.3122,86.49225
271.900425,72.77425,,279.0062,,90.37715,86.700475
271.925875,72.827175,,279.071975,,90.42105,86.708575
272.194825,72.867925,,279.485525,,90.441175,86.715975
272.321,72.98055,,279.54405,,90.47535,86.7466
273.33455,73.016975,,279.605925,,90.49975,86.75295
273.400075,73.120125,,279.874425,,90.539025,86.7593
273.60365,73.1558,,280.1912,,90.68975,86.762875
273.743025,73.3228,,280.280325,,90.8143,86.825975
274.636925,73.425125,,280.697275,,90.83585,86.8805
274.695625,73.516825,,280.734875,,90.855975,87.035525
274.712525,73.56265,,281.1377,,90.910575,87.303325
274.978175,73.646825,,281.155025,,90.93345,87.3583
275.5667,73.6826,,281.160375,,90.996225,87.47055
275.61485,73.71435,,281.285525,,91.0314,87.5201
276.024075,73.7616,,281.405325,,91.090675,87.594575
276.088,73.809575,,281.466075,,91.120175,87.6619
276.64245,73.860425,,281.5138,,91.280375,87.665375
276.825225,73.906175,,281.62225,,91.3099,87.68885
277.0749,73.960875,,282.1259,,91.3531,87.70395
277.3965,74.002025,,282.4077,,91.381575,87.721575
278.025675,74.038475,,282.480925,,91.397425,87.784075
278.2627,74.115675,,282.856975,,91.4174,87.84005
279.33125,74.200775,,283.028175,,91.439325,87.886275
280.141225,74.3295,,283.154225,,91.49325,87.989375
281.115575,74.4123,,283.228175,,91.54095,88.044525
281.4754,74.49605,,283.364925,,91.629325,88.06315
281.83165,74.528225,,283.394875,,91.708975,88.099125
281.941025,74.561175,,283.52295,,91.76915,88.1405
282.04835,74.629175,,283.654775,,91.834825,88.1698
282.5786,74.667925,,284.1185,,91.912725,88.206625
282.9084,74.742975,,284.287025,,92.01595,88.2425
283.388225,74.79155,,284.429375,,92.061525,88.3611
283.79445,74.896975,,284.468775,,92.080125,88.532675
283.9662,74.980725,,284.656475,,92.099425,88.635325
284.9216,75.028625,,284.88345,,92.145475,88.825275
285.133875,75.075125,,285.699175,,92.5022,88.878375
286.122725,75.1407,,286.2698,,92.569725,89.05445
287.3545,75.206825,,286.31945,,92.5937,89.092025
287.805,75.23885,,286.6025,,92.611225,89.0985
287.860175,75.2776,,286.7337,,92.791375,89.1076
288.644625,75.31915,,287.043125,,92.858375,89.1264
288.82425,75.440875,,287.110575,,92.8885,89.221375
289.035425,75.5081,,287.171325,,92.992175,89.248775
289.536025,75.554525,,287.43445,,93.05765,89.290775
289.86835,75.600075,,287.81505,,93.11305,89.4302
290.520675,75.635875,,287.82975,,93.124275,89.470925
291.8293,75.70625,,287.857075,,93.20075,89.531425
292.75035,75.803075,,287.895175,,93.35625,89.6173
293.919125,75.8343,,288.202775,,93.5123,89.702625
294.927775,75.8775,,288.33665,,93.5803,89.925275
295.072675,75.917775,,288.4339,,93.61725,89.94085
295.29335,75.9607,,288.644125,,93.657625,89.958875
295.653575,75.995325,,288.69215,,93.703725,90.0412
296.622275,76.02655,,288.798525,,93.72495,90.10595
296.719825,76.0587,,288.993025,,93.771975,90.127775
296.94595,76.087675,,289.093075,,93.86625,90.145675
297.15315,76.12555,,289.33375,,93.913475,90.160225
297.679775,76.1603,,289.3508,,93.98945,90.2213
298.37815,76.22,,289.416175,,94.1981,90.26175
299.567425,76.311375,,289.462725,,94.311625,90.262875
301.26665,76.37345,,289.501925,,94.3373,90.267725
301.957,76.3993,,289.543225,,94.64295,90.321475
302.01925,76.443,,289.887875,,94.6649,90.33295
302.050925,76.474225,,289.908525,,94.72025,90.3566
302.5369,76.4991,,290.022775,,94.794325,90.4164
302.86205,76.545025,,290.0467,,94.843575,90.4286
303.4085,76.589275,,290.0747,,94.966675,90.4513
303.437575,76.626475,,290.09955,,95.26155,90.482725
303.44005,76.6496,,290.14285,,95.30495,90.55625
303.66755,76.73415,,290.25635,,95.33005,90.590225
304.941825,76.80855,,290.532075,,95.3449,90.70905
305.1126,76.8413,,290.8479,,95.35685,90.7659
305.1614,76.872175,,290.920675,,95.36555,90.794075
305.3703,76.944425,,291.040675,,95.3794,90.819975
306.643625,77.027875,,291.0943,,95.4,90.883075
306.927175,77.133125,,291.1341,,95.474275,90.893
307.3052,77.172125,,291.210425,,95.52535,90.90255
307.640925,77.2085,,291.304725,,95.62825,90.92025
307.64605,77.250425,,291.672,,95.649925,90.93085
308.195975,77.287175,,291.7183,,95.694625,90.98545
308.44685,77.355075,,291.789725,,95.71075,91.0337
308.614675,77.436075,,292.029225,,95.7613,91.1494
308.66615,77.473175,,292.04025,,95.809825,91.190525
309.185825,77.511525,,292.06155,,95.846725,91.37805
309.1945,77.579925,,292.15745,,95.8656,91.42895
309.441575,77.611275,,292.174925,,96.061525,91.46745
309.48605,77.689525,,292.226925,,96.30195,91.528525
309.501525,77.72555,,292.5513,,96.311175,91.582025
309.576175,77.906375,,292.564275,,96.344525,91.64555
309.89445,77.963875,,292.599775,,96.372175,91.7035
310.51105,78.1256,,292.64245,,96.441975,91.70905
310.602625,78.200075,,292.6816,,96.454025,91.8015
311.1612,78.230825,,292.8396,,96.520525,91.807175
311.284,78.2573,,292.8811,,96.573625,92.02065
311.4781,78.28855,,292.90035,,96.6165,92.0422
311.52415,78.323,,293.125575,,96.754325,92.0452
312.374425,78.39695,,293.143725,,96.854025,92.053225
312.58725,78.4356,,293.169775,,96.888175,92.0697
313.648525,78.4869,,293.6193,,96.922375,92.09125
313.687125,78.5526,,293.82165,,97.2156,92.09865
314.38375,78.592225,,294.12885,,97.233275,92.23675
315.810525,78.6256,,294.498325,,97.250925,92.5744
316.866375,78.663375,,294.987775,,97.2811,92.627675
317.42835,78.754475,,295.0373,,97.308625,92.7326
317.6327,78.865625,,295.4464,,97.325925,92.768875
318.245475,78.936325,,295.532375,,97.36475,92.863475
318.572175,78.97065,,295.6282,,97.392225,92.87525
318.70495,79.00445,,295.653375,,97.416575,92.893675
318.92175,79.035425,,295.744675,,97.462225,92.93035
318.956925,79.084175,,295.7987,,97.5315,92.954175
320.49325,79.1224,,296.049025,,97.55295,93.167625
321.618475,79.230925,,296.198875,,97.64275,93.19845
322.01195,79.3609,,296.23905,,97.657875,93.3999
322.4434,79.411,,296.43375,,97.728875,93.60935
322.448125,79.4502,,296.508125,,97.750325,93.645475
322.469525,79.4822,,296.56605,,97.787625,93.657075
322.770675,79.50805,,296.608775,,97.847875,93.6889
323.88135,79.538725,,296.67445,,97.8904,93.6995
324.1626,79.625975,,296.860125,,98.014475,93.806525
324.53405,79.706125,,296.946125,,98.0544,93.856475
326.0079,79.737175,,297.170175,,98.13795,93.86635
326.271275,79.8128,,297.40695,,98.176475,94.01015
326.8655,80.02715,,297.624625,,98.192175,94.15295
327.160375,80.065125,,297.7448,,98.21595,94.166925
327.58295,80.128325,,297.899525,,98.22895,94.186925
327.7733,80.165175,,297.92895,,98.25705,94.20475
328.06065,80.194375,,298.247025,,98.2856,94.245675
328.498425,80.22585,,298.455875,,98.3345,94.273225
328.554075,80.290625,,298.5786,,98.43525,94.28325
329.9896,80.3609,,298.6444,,98.5804,94.298
330.29235,80.508575,,298.904575,,98.608925,94.309625
330.351625,80.537025,,299.08005,,98.6176,94.488575
330.416725,80.5636,,299.37625,,98.631925,94.7231
330.692625,80.62405,,299.45465,,98.66965,94.756675
330.983,80.6517,,299.53145,,98.6715,94.8283
331.2389,80.687725,,299.55945,,98.684575,94.849275
331.877425,80.727125,,299.5985,,98.703775,94.919525
332.2007,80.769975,,299.86215,,98.727875,94.92955
332.57025,80.80115,,300.290025,,98.751225,95.002075
332.6954,80.853625,,300.333,,98.77125,95.019725
332.99695,80.88375,,300.4178,,98.9456,95.242
333.13935,80.9214,,300.771975,,98.99715,95.258375
333.9379,80.9863,,300.870125,,99.032025,95.260175
333.987575,81.018575,,300.978975,,99.0616,95.303625
334.1027,81.075625,,301.25735,,99.076,95.31065
334.403675,81.107025,,301.50575,,99.10755,95.512175
334.999625,81.16075,,301.752975,,99.194775,95.6283
335.349025,81.244875,,301.7729,,99.22005,95.649975
335.47495,81.28035,,301.790875,,99.24355,95.65235
336.0591,81.3441,,301.855925,,99.29165,95.69475
336.20135,81.4195,,301.8892,,99.36885,95.71085
336.92855,81.438875,,301.918225,,99.4805,95.737825
337.62285,81.5375,,301.9723,,99.5061,95.757775
337.786975,81.57465,,301.99745,,99.647175,95.787725
337.848575,81.637675,,302.084125,,99.68865,95.794875
338.166975,81.903225,,302.161625,,99.8468,95.811475
338.8563,81.981125,,302.194975,,99.992,95.840475
339.53315,82.06985,,302.362325,,100.011125,95.96385
340.043,82.1009,,302.4052,,100.032375,96.04045
340.776175,82.199875,,302.5039,,100.09365,96.153025
341.11025,82.2495,,302.61325,,100.28825,96.1971
343.641125,82.2921,,302.978425,,100.318925,96.287675
343.816225,82.339475,,303.025125,,100.333525,96.294075
343.87635,82.4341,,303.0712,,100.3377,96.304375
343.925475,82.583775,,303.2704,,100.387475,96.35255
344.72645,82.6951,,303.379525,,100.4428,96.367125
345.798725,82.7259,,303.4724,,100.4868,96.3905
346.92635,82.763925,,303.4954,,100.5562,96.463125
347.706825,82.848925,,303.745775,,100.639275,96.61425
348.3752,82.9081,,303.809075,,100.819975,96.681175
348.494475,82.948225,,304.1895,,100.869875,96.684075
348.98445,83.034575,,304.368775,,100.883275,96.844525
349.94935,83.08095,,304.6788,,100.902875,96.863075
351.75845,83.1428,,304.709975,,100.9269,97.152825
351.82055,83.238325,,304.807975,,100.937025,97.20945
352.0828,83.320575,,304.8955,,101.006725,97.224475
352.621525,83.519375,,304.91965,,101.2569,97.23735
352.79325,83.708925,,304.99805,,101.3249,97.2893
352.86935,83.768525,,305.1468,,101.342025,97.30625
352.8836,83.931725,,305.274675,,101.352525,97.32785
353.67915,83.9851,,305.3082,,101.370325,97.384825
353.756825,84.02825,,305.583925,,101.381075,97.60285
354.004625,84.192425,,305.649175,,101.613125,97.649575
354.265975,84.321575,,305.76895,,101.633575,97.69985
354.3152,84.385575,,305.814375,,101.674475,97.8827
354.64745,84.425725,,305.953625,,101.7057,97.8904
354.72585,84.4581,,306.101,,101.751925,97.913775
354.88925,84.5511,,306.1746,,101.7865,98.143125
355.131,84.600775,,306.253475,,102.013625,98.1685
355.5575,84.6402,,306.453475,,102.04225,98.18735
356.01565,84.77065,,306.5009,,102.0573,98.229025
356.770975,84.870025,,306.553925,,102.083525,98.254425
356.931375,84.902125,,306.626175,,102.134775,98.2571
357.050975,84.93135,,306.6334,,102.14785,98.28565
357.721775,85.045075,,306.7205,,102.19325,98.319775
358.767275,85.128275,,307.02805,,102.223,98.440175
359.124925,85.1667,,307.063775,,102.2819,98.50835
360.2229,85.211325,,307.09335,,102.3936,98.53085
360.258625,85.266425,,307.1545,,102.4569,98.57835
362.1398,85.299475,,307.252425,,102.486825,98.580425
362.380175,85.437025,,307.3019,,102.606225,98.608975
362.6215,85.516175,,307.537125,,102.6238,98.66965
362.804175,85.60545,,307.5572,,102.663725,98.716525
362.937325,85.7514,,307.58995,,102.69755,98.72945
363.31715,85.881925,,307.604375,,102.753375,98.747525
363.488775,85.923025,,307.640475,,102.779575,99.03425
363.626575,85.9756,,307.664975,,102.978175,99.19485
364.1127,86.09285,,307.711425,,103.077925,99.220175
364.406225,86.137675,,307.738675,,103.097075,99.232575
364.473475,86.17395,,307.96565,,103.120575,99.56175
364.640725,86.212075,,308.046075,,103.17425,99.563275
365.441875,86.44575,,308.175975,,103.28785,99.8155
365.738925,86.532075,,308.214975,,103.325925,99.832375
365.932,86.5993,,308.451375,,103.36025,99.86
366.123975,86.698925,,308.4669,,103.44255,99.871975
366.390575,86.87285,,308.54495,,103.570525,99.8766
366.65475,86.909025,,308.6463,,103.6046,99.989125
367.298425,87.0816,,308.688425,,103.627225,100.0937
367.508725,87.152725,,308.74725,,103.6433,100.15215
367.762175,87.34395,,309.0417,,103.66445,100.318975
368.24185,87.397625,,309.07925,,103.719475,100.324675
368.571875,87.43085,,309.1795,,103.778725,100.3325
368.693925,87.459125,,309.4452,,103.8711,100.3555
368.971725,87.485025,,309.54925,,103.944575,100.421625
369.1028,87.534925,,309.837525,,103.966125,100.498875
369.62985,87.63465,,309.8682,,104.068275,100.537625
369.708275,87.651425,,309.875725,,104.108325,100.57905
369.782975,87.6846,,309.896475,,104.2213,100.627075
370.127625,87.813675,,309.928575,,104.266275,100.82005
370.492125,87.97795,,309.98475,,104.332075,100.840775
370.630125,88.188675,,310.0073,,104.42395,100.869925
371.392975,88.27885,,310.191625,,104.471125,100.878775
371.870275,88.3429,,310.25755,,104.50795,100.934075
372.022025,88.384975,,310.29545,,104.524575,101.21505
372.1664,88.576,,310.569775,,104.545075,101.29325
373.395375,88.604,,310.6208,,104.56195,101.33405
374.75665,88.63565,,310.684775,,104.6425,101.346625
375.9876,88.728775,,310.714,,104.682275,101.36325
376.1546,88.82935,,310.8231,,104.942125,101.3792
376.621275,88.908975,,310.97085,,104.956775,101.46385
377.38745,88.9892,,311.01935,,104.98055,101.47575
377.869725,89.037275,,311.105075,,105.010975,101.50895
378.96465,89.16075,,311.23835,,105.22125,101.525025
380.84565,89.1986,,311.455175,,105.31475,101.537175
381.00885,89.242225,,311.54145,,105.3826,101.5773
381.9917,89.30795,,311.589475,,105.431825,101.633625
382.443625,89.356975,,311.7732,,105.466575,101.703475
384.349475,89.396625,,311.821625,,105.4891,101.732625
385.401375,89.472,,311.8517,,105.506625,101.78195
385.6009,89.54545,,311.8712,,105.523275,101.975025
389.70115,89.580425,,311.90415,,105.580725,102.0175
390.54615,89.6205,,312.23355,,105.6207,102.051475
391.47875,89.667075,,312.28665,,105.665975,102.093325
391.918225,89.711775,,312.521775,,105.7962,102.168925
392.460375,89.75765,,312.57885,,105.822725,102.190775
392.8731,89.789925,,312.626925,,105.865875,102.211875
393.348275,89.820325,,312.704225,,105.884975,102.237525
393.9958,89.890825,,312.7388,,105.910075,102.327475
394.014825,89.92935,,313.04015,,105.937925,102.360225
394.60955,89.9752,,313.149475,,105.9828,102.394625
394.662375,90.01145,,313.428525,,106.111275,102.4733
395.617975,90.0505,,313.46585,,106.13445,102.501375
396.5678,90.08635,,313.52245,,106.1547,102.5329
396.9349,90.160425,,313.7936,,106.1932,102.54725
400.068275,90.21175,,313.857475,,106.241375,102.581625
400.4525,90.2378,,313.972925,,106.376775,102.6585
400.624875,90.34855,,314.175375,,106.4986,102.703225
400.75035,90.37685,,314.28275,,106.51085,102.748475
403.70125,90.465875,,314.336975,,106.556725,102.878025
406.8145,90.49945,,314.458475,,106.574075,102.931075
408.290375,90.53235,,314.553625,,106.6581,102.953325
409.215125,90.60295,,314.98195,,106.6736,103.06855
409.26,90.642775,,315.046475,,106.718375,103.090775
409.8893,90.7297,,315.100225,,106.741225,103.24565
410.551225,90.852275,,315.232825,,106.88175,103.30275
411.378725,90.91155,,315.457575,,106.9055,103.320325
411.448375,90.93795,,315.631175,,106.917575,103.363225
411.534425,91.001325,,315.6797,,106.9884,103.367875
412.11655,91.0894,,315.700425,,107.00505,103.390875
412.7533,91.115325,,315.8206,,107.17955,103.479075
413.02945,91.140425,,315.906575,,107.36385,103.5578
413.100125,91.239325,,316.207175,,107.399625,103.59805
414.02155,91.296175,,316.2695,,107.441,103.604675
414.17415,91.332525,,316.293525,,107.474025,103.6111
414.2056,91.396,,316.3978,,107.506325,103.6433
414.57035,91.42435,,316.67285,,107.533525,103.789675
415.42425,91.453425,,316.703,,107.57485,103.85805
416.15265,91.517925,,316.7323,,107.623925,103.90545
417.5047,91.559575,,316.74495,,107.6565,104.0629
417.5977,91.5801,,316.933975,,107.707775,104.1213
418.05645,91.637475,,316.975625,,107.73985,104.176575
419.905675,91.7325,,317.1694,,107.795725,104.203575
422.918225,91.8358,,317.266425,,107.86155,104.2213
424.240175,91.87045,,317.397775,,107.9107,104.2344
425.096825,91.942175,,317.4547,,107.980775,104.331075
425.139475,92.009425,,317.62365,,108.037025,104.5066
425.716,92.0943,,317.634425,,108.055025,104.5214
425.854525,92.131575,,317.7277,,108.08075,104.5393
426.1759,92.163275,,317.8865,,108.3008,104.606425
426.528025,92.2008,,317.979675,,108.369825,104.6426
426.597025,92.475425,,318.0626,,108.4372,104.6715
426.74455,92.516625,,318.215825,,108.478,104.715125
427.0261,92.57225,,318.440775,,108.49675,104.77995
427.13585,92.6314,,318.48065,,108.5137,104.809
428.3536,92.690275,,318.530775,,108.539175,104.821225
428.419825,92.713025,,318.595,,108.696275,104.942175
428.94965,92.832675,,318.659025,,108.726425,104.98065
429.4036,92.898625,,318.8524,,108.8434,105.084425
429.4505,93.00445,,318.8814,,108.86645,105.151675
430.82045,93.143425,,318.9424,,108.884175,105.221375
431.9803,93.322125,,319.003325,,109.078325,105.270925
432.7136,93.365175,,319.2187,,109.1067,105.31825
433.092675,93.392375,,319.3166,,109.127425,105.3818
433.4533,93.4234,,319.36695,,109.321825,105.40115
433.492075,93.53715,,319.403725,,109.349075,105.54355
434.589925,93.5789,,319.4598,,109.356275,105.714575
434.9991,93.612675,,319.57905,,109.5139,105.7887
435.0104,93.713375,,319.696875,,109.524325,105.841975
435.113875,93.8037,,319.764225,,109.578325,105.923275
435.560525,93.86945,,319.972675,,109.680475,106.09845
436.30475,93.905675,,320.0125,,109.73025,106.237225
437.61645,93.948125,,320.042275,,109.767275,106.2429
437.889825,94.177075,,320.16225,,109.8263,106.278675
438.01165,94.229125,,320.377875,,109.93115,106.286425
438.216225,94.2892,,320.44875,,109.9887,106.289125
438.2344,94.3999,,320.480675,,110.004425,106.311675
438.296175,94.4351,,320.525725,,110.049025,106.490275
438.3501,94.774025,,320.59705,,110.1382,106.6703
438.3893,94.80255,,320.810175,,110.206675,106.7836
438.7007,94.943775,,320.857825,,110.281475,106.811475
439.058625,94.97235,,320.883025,,110.304475,106.889025
439.08875,95.001825,,320.940525,,110.329725,106.93005
439.5996,95.036525,,321.26375,,110.370725,106.96385
439.630825,95.145,,321.31235,,110.410675,107.01415
439.6916,95.215975,,321.35895,,110.454725,107.414925
440.127175,95.253125,,321.42205,,110.4717,107.4381
440.32645,95.286575,,321.474225,,110.565625,107.582375
440.46185,95.379875,,321.814175,,110.605175,107.97355
440.50045,95.410625,,321.856475,,110.846875,108.070025
440.5592,95.4572,,321.91225,,110.8741,108.50165
440.90155,95.500025,,322.119725,,111.091375,108.505425
440.951425,95.5645,,322.20945,,111.125175,108.58855
441.08175,95.59525,,322.458225,,111.1437,108.96375
441.112625,95.784925,,322.527275,,111.162225,109.018675
441.390575,95.818,,322.569125,,111.180025,109.078425
441.596725,95.9056,,322.744575,,111.197375,109.3266
441.9668,95.9247,,322.91995,,111.205825,109.36795
442.215925,95.9512,,323.074575,,111.21305,109.4316
442.273075,96.0131,,323.1173,,111.248,109.49315
442.4786,96.054475,,323.21115,,111.26535,109.56845
442.957625,96.124425,,323.393925,,111.282525,109.683725
443.0594,96.148325,,323.509,,111.296275,109.778075
443.4602,96.18395,,323.559825,,111.31455,109.98875
444.0551,96.2434,,323.8221,,111.368075,109.999475
444.494975,96.32655,,323.853925,,111.4228,110.1529
445.75215,96.360825,,323.8874,,111.47675,110.216825
445.804675,96.39785,,323.968175,,111.49365,110.221975
446.4571,96.44305,,324.0551,,111.510375,110.410725
447.909725,96.657675,,324.0671,,111.545575,110.417475
450.0038,96.699375,,324.3076,,111.5605,110.495025
,96.7346,,324.41145,,111.589925,110.501725
,96.771125,,324.48155,,111.671225,110.643725
,96.841975,,324.558975,,111.731575,110.84575
,96.921925,,324.752225,,111.7577,111.155175
,96.9428,,324.79085,,111.785075,111.16755
,97.0332,,324.841025,,111.815575,111.365575
,97.082125,,325.1075,,111.87235,111.4027
,97.123325,,325.196575,,111.89775,111.496725
,97.159275,,325.2388,,111.93705,111.586775
,97.19865,,325.3293,,111.97175,111.636225
,97.25025,,325.5871,,112.045975,111.754275
,97.318725,,325.633925,,112.13165,111.792725
,97.339875,,325.6931,,112.1787,111.826025
,97.4243,,325.7934,,112.2074,111.8623
,97.4598,,326.02095,,112.2144,111.897875
,97.464925,,326.057975,,112.226225,111.9
,97.538925,,326.18345,,112.262875,112.0221
,97.62435,,326.246,,112.32775,112.286425
,97.660225,,326.323925,,112.382175,112.295725
,97.777375,,326.719775,,112.468725,112.3131
,97.8653,,326.792125,,112.70405,112.392175
,98.074175,,326.873675,,112.764275,112.555975
,98.102325,,326.902975,,112.768025,112.599875
,98.15825,,327.011975,,112.774525,113.01715
,98.226425,,327.08675,,112.78525,113.02685
,98.3861,,327.1076,,112.873325,113.078725
,98.481425,,327.139775,,112.934725,113.1427
,98.60275,,327.2162,,113.01895,113.153325
,99.034725,,327.428625,,113.037225,113.2052
,99.30525,,327.447075,,113.0495,113.212825
,99.50125,,327.48235,,113.058875,113.221275
,99.6597,,327.5081,,113.09115,113.23475
,99.703575,,327.535875,,113.133575,113.2443
,99.748225,,327.578725,,113.2073,113.63255
,99.8846,,327.622725,,113.244175,113.675925
,100.0377,,327.836675,,113.34315,113.680775
,100.0808,,328.013775,,113.554575,113.7987
,100.106125,,328.194225,,113.5827,113.854325
,100.136375,,328.211675,,113.5927,113.8581
,100.2165,,328.47695,,113.606975,113.977075
,100.261075,,328.50975,,113.613025,114.001075
,100.29315,,328.77785,,113.663175,114.00215
,100.3712,,328.8466,,113.6951,114.06135
,100.407725,,328.91735,,113.710825,114.140625
,100.537425,,329.095175,,113.7571,114.2241
,100.658575,,329.12465,,113.8345,114.3074
,100.694325,,329.49085,,114.048225,114.35445
,100.734225,,329.521475,,114.077225,114.39635
,100.809,,329.55385,,114.087625,114.462325
,101.1583,,329.584275,,114.095025,114.4922
,101.18375,,329.6306,,114.1043,114.501425
,101.219025,,329.939875,,114.146475,114.52335
,101.335475,,329.976575,,114.166825,114.610875
,101.366325,,329.98375,,114.241975,114.66815
,101.575425,,330.0198,,114.252375,114.7677
,101.758775,,330.11445,,114.307375,114.787725
,101.818475,,330.322875,,114.462275,114.82375
,101.83675,,330.3419,,114.503825,114.8363
,101.8646,,330.426075,,114.515225,114.878475
,102.089725,,330.57885,,114.53365,114.945
,102.14575,,330.659425,,114.5638,114.953225
,102.2681,,330.845925,,114.59615,114.98245
,102.353475,,330.927,,114.640625,114.99535
,102.489125,,331.013,,114.697175,115.2212
,102.797425,,331.223675,,114.72385,115.25975
,102.844775,,331.235275,,114.811025,115.297925
,102.922925,,331.28575,,114.8749,115.3004
,103.048025,,331.5185,,114.891,115.365425
,103.094225,,331.5838,,114.9204,115.38585
,103.13085,,331.706875,,114.9364,115.421325
,103.16295,,331.794025,,114.953175,115.506125
,103.2183,,331.9184,,114.993775,115.52785
,103.350075,,332.013175,,115.0535,115.5468
,103.502925,,332.046225,,115.228025,115.627975
,103.547725,,332.108675,,115.26425,115.718575
