SPK_SPKC09c (exc),SPK_SPKC11a (exc),SPK_SPKC13a (exc),SPK_SPKC13b (inhib)
966.434275,858.447575,835.29495,841.23595
966.45255,858.533025,835.304925,841.263575
966.50025,858.62655,835.3319,841.299475
966.548325,858.68365,835.3428,841.330075
966.688625,858.732975,835.380475,841.3602
966.81575,858.768975,835.387775,841.3903
967.1252,858.822,835.435975,841.41435
967.706075,858.847875,835.452925,841.4351
967.730425,858.917425,835.48595,841.4615
967.83375,858.9738,835.51395,841.489625
967.86585,859.0101,835.53305,841.602225
968.157525,859.079875,835.54875,841.701825
968.184575,859.1297,835.5779,841.738725
968.3114,859.17275,835.60305,841.768975
968.566925,859.21945,835.6222,841.889275
969.644525,859.267125,835.6818,841.9415
969.80515,859.340625,835.7047,841.98355
969.91165,859.40655,835.723475,842.039025
971.352275,859.4707,835.754425,842.067225
972.438525,859.56415,835.796975,842.1052
972.848725,859.5927,835.841375,842.14565
972.850925,859.656475,835.858825,842.215775
972.957625,859.715175,835.882225,842.255225
972.998675,859.770575,835.903825,842.286625
973.84235,859.83925,835.959925,842.318
974.229925,859.89005,835.98365,842.378025
974.80835,859.9286,836.042525,842.39945
974.840225,859.950975,836.066125,842.455075
976.0453,860.0064,836.07645,842.496275
976.214275,860.0463,836.109375,842.5589
976.2859,860.096375,836.1404,842.6812
977.629575,860.139075,836.163075,842.729825
978.3506,860.1661,836.189875,842.7942
978.46015,860.185375,836.223175,842.8383
978.71635,860.277975,836.252275,842.8742
978.85945,860.3134,836.2705,842.95265
978.884925,860.3622,836.282625,842.9955
978.902475,860.398825,836.321725,843.032775
979.036525,860.50105,836.38095,843.105275
979.12155,860.535675,836.41335,843.17545
979.203875,860.6013,836.433575,843.186375
979.238925,860.65395,836.47635,843.26165
979.33485,860.7107,836.5029,843.314675
979.463875,860.85915,836.50435,843.348275
979.7979,860.917875,836.570075,843.37815
979.8421,860.95365,836.60385,843.39835
979.916625,861.019,836.619775,843.4376
979.957325,861.093675,836.63425,843.48235
980.13905,861.184,836.6433,843.505325
980.2131,861.201475,836.673175,843.51905
980.3731,861.22405,836.712675,843.545075
980.43245,861.243725,836.735875,843.614
980.8753,861.2919,836.7543,843.68815
980.997225,861.3581,836.80215,843.738525
981.07635,861.389725,836.814675,843.767525
981.2708,861.446425,836.83075,843.868975
981.300225,861.493275,836.849175,843.88235
981.5053,861.5481,836.856625,843.935525
981.66905,861.593825,836.872025,843.97215
981.830475,861.63595,836.8872,843.997725
981.9846,861.680275,836.896975,844.0341
982.000575,861.7351,836.9178,844.076575
982.525925,861.79175,836.952475,844.112225
982.64465,861.84075,837.0074,844.18965
982.661,861.901025,837.042475,844.2103
982.94535,861.921725,837.071275,844.268375
983.0643,861.9483,837.108175,844.293725
983.673875,861.979,837.159975,844.317725
983.735775,862.00175,837.19565,844.34825
983.916825,862.038625,837.207425,844.371775
984.00165,862.072275,837.2246,844.49445
984.3864,862.1156,837.245175,844.53535
984.398275,862.1887,837.2648,844.590675
985.0028,862.23945,837.285725,844.6257
985.099775,862.315075,837.3196,844.65795
985.14745,862.5448,837.368075,844.68015
985.388925,862.577425,837.38305,844.7445
985.50455,862.604275,837.416075,844.848725
986.0472,862.63705,837.441375,844.9098
986.833075,862.679275,837.544025,844.954425
987.168175,862.713575,837.557625,844.989675
987.23745,862.787675,837.5917,845.056725
987.7664,862.892725,837.6046,845.081175
988.1563,862.93405,837.61895,845.0947
988.16425,862.951275,837.664575,845.09665
988.2398,862.976625,837.68845,845.142125
988.2746,863.007725,837.734925,845.1787
988.310125,863.038875,837.77425,845.235775
988.8823,863.12995,837.788175,845.263825
988.9399,863.24505,837.822025,845.330425
990.0573,863.3546,837.851175,845.3758
990.374075,863.3899,837.900925,845.405525
990.4866,863.540875,837.921625,845.4337
991.86725,863.62635,837.947675,845.461975
992.059875,863.6699,837.966025,845.5037
992.96185,863.72165,838.0061,845.551225
993.435925,863.808525,838.054075,845.59625
993.6773,863.898975,838.095375,845.64355
993.87705,863.962375,838.109625,845.674125
994.17545,864.011325,838.129525,845.721875
994.62245,864.06415,838.150425,845.763425
995.240025,864.11605,838.211925,845.79705
995.42895,864.1652,838.2965,845.82695
996.19545,864.256425,838.34135,845.873425
996.219325,864.401075,838.364625,845.918975
996.402775,864.510725,838.386025,845.936025
996.493675,864.572125,838.412475,845.961325
996.545425,864.62685,838.43145,845.9972
997.72625,864.7112,838.45465,846.1264
998.1953,864.75715,838.469,846.192
998.328625,864.8002,838.52695,846.2106
998.563825,864.829125,838.53785,846.245425
998.798375,864.855275,838.5775,846.30115
998.95725,864.8972,838.5926,846.3455
999.379775,864.94045,838.674025,846.3772
999.696125,865.019375,838.700975,846.431675
999.72265,865.08485,838.728225,846.4647
999.850175,865.14055,838.75275,846.49665
,865.1854,838.768825,846.5151
,865.2483,838.78245,846.617525
,865.27775,838.83525,846.648275
,865.30915,838.898525,846.691425
,865.366525,838.92575,846.754425
,865.393525,838.965975,846.79605
,865.43305,839.011225,846.842
,865.459275,839.029,846.8928
,865.4889,839.04945,846.92865
,865.5146,839.08765,846.984375
,865.5633,839.119625,847.02995
,865.61035,839.127425,847.041
,865.740275,839.144975,847.054725
,865.78585,839.18775,847.105925
,865.842875,839.222275,847.18695
,865.869625,839.23735,847.2458
,865.911325,839.26035,847.30805
,866.07185,839.2709,847.377075
,866.12555,839.282375,847.44175
,866.188725,839.30895,847.481425
,866.236775,839.332025,847.53765
,866.3359,839.354775,847.570975
,866.45755,839.379725,847.65505
,866.500475,839.403625,847.686275
,866.5412,839.457175,847.720325
,866.58255,839.510925,847.741575
,866.6108,839.529075,847.798375
,866.665725,839.55475,847.873525
,866.75955,839.615,847.921675
,866.826825,839.6495,847.983525
,866.913075,839.6672,848.053075
,866.943325,839.677875,848.100275
,866.9893,839.6923,848.11935
,867.05,839.71015,848.179025
,867.1129,839.780725,848.194925
,867.198975,839.80015,848.210925
,867.254825,839.82795,848.245525
,867.29455,839.84115,848.27535
,867.337425,839.8747,848.3146
,867.379125,839.894025,848.4527
,867.429525,839.916825,848.487025
,867.511825,839.983775,848.5342
,867.55845,840.0033,848.59655
,867.60505,840.04635,848.628025
,867.64695,840.071075,848.66035
,867.6724,840.0843,848.718925
,867.695025,840.096025,848.789225
,867.72315,840.114575,848.830925
,867.7663,840.131175,848.8662
,867.828575,840.15095,849.001225
,867.890325,840.176375,849.1132
,867.948375,840.209875,849.1981
,867.9921,840.226575,849.211625
,868.03095,840.250975,849.2257
,868.065375,840.280125,849.240725
,868.102825,840.335775,849.25615
,868.1635,840.347925,849.28355
,868.20985,840.3656,849.32315
,868.261875,840.37745,849.4229
,868.33215,840.38595,849.477475
,868.391125,840.41715,849.506125
,868.43245,840.452375,849.55465
,868.4731,840.47855,849.5886
,868.51535,840.51035,849.6126
,868.5805,840.54035,849.6426
,868.659075,840.573725,849.6709
,868.70905,840.623475,849.7439
,868.770175,840.628575,849.774
,868.81575,840.68935,849.8153
,868.84485,840.710575,849.8581
,868.89125,840.733175,849.935825
,869.0082,840.760325,849.964975
,869.037525,840.8623,849.99705
,869.101025,840.896375,850.02205
,869.16455,840.93665,850.10215
,869.206775,840.955475,850.1971
,869.248975,840.980025,850.255875
,869.291475,841.00665,850.28205
,869.329625,841.038075,850.29395
,869.370875,841.078725,850.318775
,869.408625,841.123025,850.342
,869.453675,841.139625,850.371475
,869.497425,841.162675,850.5142
,869.554025,841.1839,850.689175
,869.586,841.20535,850.7034
,869.617925,841.23155,850.7238
,869.655925,841.255,850.758075
,869.693625,841.266025,850.823025
,869.74145,841.295925,850.87525
,869.77205,841.3347,850.9032
,869.822275,841.367425,850.9302
,869.881025,841.384825,850.976525
,869.9504,841.404225,851.020975
,869.988425,841.428975,851.0392
,870.0406,841.47445,851.059475
,870.089,841.484425,851.087075
,870.155475,841.5037,851.10565
,870.267375,841.52165,851.13025
,870.30675,841.5347,851.1506
,870.380125,841.559025,851.18645
,870.42035,841.600975,851.2265
,870.4993,841.617775,851.2879
,870.578925,841.6455,851.315225
,870.6081,841.66925,851.402325
,870.6514,841.69505,851.430375
,870.693075,841.7334,851.465875
,870.744075,841.7608,851.506075
,870.861325,841.795875,851.564125
,870.931175,841.82015,851.595225
,870.9662,841.827375,851.6334
,871.01645,841.860475,851.6406
,871.066525,841.91975,851.677625
,871.109975,841.956225,851.79535
,871.149825,842.054725,851.81845
,871.193125,842.0949,851.844475
,871.24365,842.12195,851.9967
,871.29365,842.1511,852.0379
,871.3786,842.205375,852.1015
,871.4427,842.264775,852.1427
,871.6706,842.29635,852.180225
,871.699175,842.31375,852.242275
,871.731375,842.32495,852.293325
,871.754925,842.342075,852.323875
,871.78215,842.347625,852.41065
,871.972525,842.3626,852.4445
,872.008475,842.373825,852.465625
,872.034925,842.397225,852.4877
,872.0375,842.407275,852.503225
,872.049275,842.43345,852.5267
,872.079,842.438275,852.55465
,872.097525,842.4626,852.572
,872.123825,842.5028,852.611025
,872.1307,842.5167,852.627325
,872.137225,842.546375,852.634
,872.17575,842.577225,852.6516
,872.195125,842.5922,852.68135
,872.23,842.621275,852.74875
,872.3212,842.64755,852.824475
,872.38465,842.725725,852.860325
,872.5086,842.7477,852.879125
,872.5879,842.8312,852.909825
,872.651025,842.9088,852.958625
,872.6833,842.9399,852.9734
,872.700875,842.9659,852.995725
,872.72225,842.99285,853.031025
,872.75165,843.013825,853.048875
,872.76625,843.04895,853.0877
,872.78615,843.0697,853.1323
,872.819025,843.08475,853.1778
,872.84025,843.108475,853.21095
,872.86965,843.128875,853.230775
,872.9213,843.13285,853.257125
,872.9529,843.163775,853.293425
,873.014275,843.18065,853.341225
,873.05295,843.2769,853.376175
,873.07295,843.3064,853.431075
,873.094425,843.35245,853.478875
,873.127325,843.391325,853.51365
,873.2104,843.417725,853.559725
,873.2381,843.478625,853.599825
,873.2707,843.494175,853.612175
,873.2903,843.520225,853.713125
,873.3212,843.53345,853.80075
,873.34305,843.561025,853.8526
,873.368225,843.58775,853.892825
,873.375225,843.58965,853.9531
,873.382975,843.603425,853.9959
,873.39265,843.627525,854.042575
,873.400175,843.64625,854.12275
,873.47455,843.660425,854.15995
,873.495825,843.677,854.1921
,873.518725,843.684025,854.2502
,873.56905,843.723325,854.349875
,873.6556,843.735075,854.36555
,873.706975,843.748,854.38975
,873.7524,843.757325,854.4154
,873.8225,843.77005,854.438675
,873.9435,843.821525,854.4401
,874.015775,843.85145,854.465475
,874.0451,843.878925,854.6532
,874.09475,843.9206,854.702625
,874.148425,843.936625,854.786
,874.22205,843.970475,854.873825
,874.3528,843.9996,854.93615
,874.388,844.0538,854.969375
,874.416825,844.09675,855.060525
,874.47385,844.117,855.103575
,874.4959,844.130275,855.158375
,874.517175,844.172075,855.189375
,874.553175,844.19695,855.248725
,874.60155,844.22075,855.30005
,874.688325,844.23935,855.35125
,874.83935,844.264225,855.3921
,874.877125,844.291475,855.4214
,874.897825,844.3079,855.4525
,874.9702,844.32595,855.4781
,874.9978,844.347,855.524225
,875.110425,844.3657,855.58365
,875.20385,844.3958,855.626975
,875.247225,844.42345,855.675475
,875.3144,844.435675,855.7181
,875.385825,844.5146,855.7724
,875.4912,844.5418,855.8008
,875.5564,844.5996,855.831825
,875.6432,844.6527,855.874675
,875.687275,844.682825,855.91505
,875.7201,844.77755,855.961575
,875.75375,844.816475,855.982025
,875.8271,844.8498,856.005775
,875.906475,844.8944,856.026025
,875.9587,844.939275,856.051475
,876.007325,844.959425,856.06295
,876.19065,844.99375,856.078775
,876.332575,845.016475,856.12025
,876.396775,845.027475,856.141225
,876.471775,845.04045,856.25095
,876.4823,845.0548,856.287825
,876.50685,845.06945,856.336575
,876.5521,845.111025,856.38295
,876.595575,845.161525,856.4206
,876.62695,845.207175,856.4632
,876.651325,845.250475,856.499675
,876.699025,845.25755,856.56065
,876.730775,845.281525,856.58215
,876.7666,845.3089,856.6809
,876.81245,845.345125,856.706625
,876.859375,845.3665,856.744125
,876.919275,845.39555,856.786975
,876.976325,845.41435,856.81605
,877.017025,845.440225,856.88875
,877.057675,845.484075,856.916525
,877.0696,845.502375,856.95245
,877.09725,845.526875,856.98225
,877.118025,845.5777,857.02795
,877.149175,845.63275,857.073975
,877.2227,845.6583,857.111075
,877.238725,845.68755,857.126925
,877.251775,845.7089,857.181175
,877.263825,845.772475,857.2166
,877.271025,845.814275,857.241775
,877.294925,845.856525,857.260725
,877.314925,845.874925,857.300175
,877.332575,845.900575,857.318
,877.364,845.9201,857.4448
,877.415375,845.931025,857.54605
,877.45855,845.96905,857.565175
,877.482275,845.98155,857.598725
,877.499825,846.0039,857.63005
,877.533325,846.036875,857.67255
,877.55645,846.05215,857.71375
,877.604375,846.089075,857.74215
,877.629825,846.1018,857.798025
,877.6548,846.119725,857.84905
,877.7443,846.144275,857.8789
,877.78485,846.163725,857.919125
,877.8219,846.18845,857.961025
,877.860025,846.213325,857.997525
,877.896825,846.32365,858.033525
,877.942825,846.36085,858.0767
,878.03465,846.380075,858.1536
,878.086275,846.421475,858.21725
,878.14395,846.450375,858.2523
,878.188375,846.5026,858.286475
,878.20465,846.530075,858.31715
,878.225175,846.541825,858.422775
,878.264175,846.5527,858.502025
,878.317025,846.594725,858.5379
,878.380925,846.626675,858.57145
,878.510075,846.6528,858.62155
,878.597875,846.674925,858.668825
,878.639025,846.733325,858.718275
,878.699925,846.772875,858.734975
,878.80045,846.77815,858.783925
,878.917825,846.803175,858.903325
,878.94955,846.82455,858.955125
,878.985,846.86165,859.067375
,879.0611,846.890225,859.1071
,879.20575,846.9178,859.1372
,879.33445,846.945425,859.162625
,879.365775,846.9747,859.193875
,879.41195,847.0024,859.2613
,879.433975,847.0517,859.333825
,879.477975,847.0657,859.372175
,879.542325,847.08685,859.43235
,879.622825,847.141925,859.466575
,879.733475,847.15575,859.506075
,879.768,847.174375,859.521875
,879.801625,847.202,859.580475
,879.838875,847.238275,859.6609
,879.872225,847.26625,859.751075
,880.097775,847.28205,859.94085
,880.161325,847.311425,859.978425
,880.206975,847.330125,860.05565
,880.214125,847.355475,860.079975
,880.241275,847.378375,860.131125
,880.2986,847.402675,860.15175
,880.41945,847.430475,860.2127
,880.475075,847.449375,860.22635
,880.5296,847.467125,860.245575
,880.5898,847.490975,860.28625
,880.6168,847.5346,860.313275
,880.650125,847.5605,860.456775
,880.673425,847.586775,860.506225
,880.689525,847.63845,860.538925
,880.740525,847.6759,860.5803
,880.758025,847.69505,860.610325
,880.779025,847.710725,860.630925
,880.798475,847.7479,860.6553
,880.8126,847.7755,860.683025
,880.8477,847.810475,860.7894
,880.8753,847.840075,860.808475
,880.8954,847.85145,860.8793
,880.93045,847.86885,860.92475
,880.95895,847.9049,860.961075
,880.986575,847.9159,861.017
,881.005275,847.93395,861.067225
,881.031475,847.955975,861.1077
,881.048625,847.96985,861.13175
,881.069025,848.012725,861.16355
,881.086275,848.03585,861.24045
,881.106475,848.070825,861.27875
,881.1132,848.1223,861.347125
,881.168525,848.20025,861.442525
,881.1959,848.223825,861.50245
,881.305,848.22755,861.653175
,881.35875,848.238375,861.73205
,881.3977,848.29045,861.77385
,881.424075,848.3058,861.8057
,881.4906,848.3299,861.830775
,881.529225,848.339475,861.8563
,881.63985,848.344375,861.8776
,881.75095,848.35135,861.9081
,881.8219,848.3666,861.944175
,881.8398,848.39495,861.9846
,881.866975,848.40845,862.00375
,881.909725,848.416725,862.066725
,881.929675,848.473,862.11585
,881.94305,848.506325,862.1174
,881.961125,848.5381,862.15165
,881.99025,848.555425,862.188425
,881.992675,848.63765,862.228625
,882.008,848.65825,862.285225
,882.03865,848.6955,862.310075
,882.09105,848.717275,862.352725
,882.1163,848.731,862.421825
,882.138025,848.756175,862.455775
,882.15275,848.78145,862.4699
,882.169225,848.810475,862.492525
,882.188325,848.840075,862.51125
,882.2071,848.857,862.525775
,882.25425,848.87805,862.54555
,882.271975,848.8963,862.58435
,882.305775,848.91665,862.617025
,882.3264,848.94315,862.739
,882.3739,848.979275,862.797475
,882.403675,848.995075,862.85085
,882.41465,849.030925,862.8828
,882.42235,849.0619,862.9215
,882.44455,849.0934,862.936725
,882.464025,849.131925,862.954375
,882.48765,849.1726,862.995125
,882.5154,849.17955,863.01555
,882.564425,849.206375,863.101575
,882.5671,849.233275,863.148275
,882.6703,849.2711,863.202975
,882.707575,849.2945,863.2543
,882.7342,849.31455,863.31735
,882.75575,849.331575,863.40315
,882.77555,849.362125,863.433925
,882.7964,849.3878,863.44175
,882.82685,849.4043,863.4947
,882.856575,849.4317,863.5524
,882.885675,849.440425,863.638525
,882.9157,849.46065,863.669725
,882.9764,849.47225,863.67655
,883.03325,849.501175,863.711175
,883.181575,849.515275,863.82725
,883.229625,849.556275,863.8617
,883.2845,849.5796,863.925125
,883.3402,849.608475,863.9938
,883.4986,849.66905,864.047275
,883.57425,849.700175,864.12795
,883.621625,849.77815,864.1612
,883.6704,849.809375,864.221725
,883.7463,849.836775,864.254725
,883.794425,849.863175,864.301325
,883.8991,849.89905,864.341075
,883.984575,849.909975,864.369175
,884.0038,849.941525,864.4038
,884.0226,849.9785,864.48365
,884.050075,850.03675,864.60665
,884.067675,850.053475,864.647625
,884.128075,850.05715,864.73245
,884.150225,850.119825,864.775925
,884.1717,850.13155,864.9652
,884.21135,850.15625,865.0667
,884.31405,850.218275,865.103
,884.356925,850.24625,865.187125
,884.42815,850.289525,865.21275
,884.5083,850.3344,865.229275
,884.6035,850.34835,865.315325
,884.645275,850.383525,865.3522
,884.774725,850.391375,865.381275
,884.83285,850.394375,865.387525
,884.945975,850.420225,865.4441
,884.982375,850.439775,865.46665
,885.052575,850.453725,865.509625
,885.145125,850.472425,865.5433
,885.30285,850.49495,865.62135
,885.378075,850.534225,865.65255
,885.5807,850.59345,865.7363
,885.71555,850.609975,865.7726
,885.766575,850.645875,865.80555
,885.83535,850.6596,865.8134
,885.907625,850.67835,865.822875
,885.99335,850.699975,865.83245
,886.05485,850.710875,865.850475
,886.07835,850.74215,865.87375
,886.098,850.786575,865.9758
,886.118675,850.801875,866.09085
,886.14975,850.857625,866.105925
,886.235625,850.909125,866.130525
,886.3475,850.961125,866.16445
,886.42665,850.987725,866.19715
,886.49105,851.037725,866.327475
,886.5374,851.07995,866.3791
,886.601475,851.0912,866.417425
,886.752725,851.1108,866.4602
,886.808425,851.127175,866.53205
,886.849025,851.152025,866.680875
,886.876575,851.19505,866.732775
,886.890625,851.21895,866.78
,886.914025,851.265475,866.816675
,886.93235,851.291775,866.839425
,886.955,851.32675,866.8664
,887.04705,851.351275,866.901775
,887.099025,851.38205,866.92755
,887.146075,851.429075,867.1184
,887.218,851.443525,867.161
,887.2554,851.478525,867.2245
,887.262825,851.50955,867.2445
,887.2707,851.532675,867.281225
,887.272675,851.54955,867.321475
,887.288875,851.572775,867.373575
,887.306325,851.618475,867.416975
,887.333725,851.664475,867.492025
,887.4062,851.68545,867.52865
,887.452025,851.71465,867.587925
,887.486525,851.74815,867.6169
,887.512775,851.784275,867.66835
,887.5394,851.806375,867.7959
,887.559,851.832425,867.857725
,887.625275,851.864075,867.891425
,887.659175,851.88875,867.943375
,887.727675,851.891375,867.981175
,887.76055,851.930775,868.01955
,887.79925,851.962,868.163925
,887.843675,851.978775,868.276425
,887.908725,852.0006,868.35945
,887.9545,852.021775,868.463075
,887.98145,852.054225,868.575325
,888.03925,852.069175,868.593
,888.061025,852.072125,868.609375
,888.083025,852.07845,868.6255
,888.1109,852.08485,868.678025
,888.15085,852.090075,868.751025
,888.23855,852.094425,868.779225
,888.340025,852.0985,868.797675
,888.39965,852.102925,868.817875
,888.429275,852.10645,868.88135
,888.48895,852.11325,869.1021
,888.492175,852.1173,869.18545
,888.56795,852.123075,869.2098
,888.63765,852.128425,869.23725
,888.668925,852.134325,869.29785
,888.6926,852.144325,869.3607
,888.71395,852.149725,869.412175
,888.7674,852.1625,869.54385
,888.797625,852.1687,869.578175
,888.827575,852.17385,869.65895
,888.89345,852.182725,869.690975
,888.91315,852.189425,869.7541
,888.961375,852.196775,869.798575
,889.003975,852.208275,869.853225
,889.0353,852.21585,869.892
,889.07855,852.22505,869.922325
,889.192425,852.237575,869.95655
,889.212975,852.251025,870.046
,889.22925,852.29815,870.118
,889.271075,852.339525,870.1517
,889.3197,852.36385,870.179625
,889.352,852.37245,870.202175
,889.378975,852.408675,870.246675
,889.4071,852.445875,870.2628
,889.448875,852.498125,870.28435
,889.562025,852.53525,870.328675
,889.6143,852.550025,870.360075
,889.62565,852.5702,870.4103
,889.67645,852.58765,870.5336
,889.73505,852.6716,870.65245
,889.77735,852.714025,870.677475
,889.822225,852.731625,870.7616
,889.87065,852.77815,870.808275
,889.8881,852.802925,870.855875
,889.9919,852.84115,870.880125
,890.0472,852.87455,870.926725
,890.165025,852.9013,871.029075
,890.201775,852.9351,871.057775
,890.28745,852.953575,871.084
,890.3971,853.003125,871.106725
,890.438475,853.085325,871.161825
,890.4917,853.14215,871.20345
,890.53475,853.16835,871.22215
,890.586225,853.204175,871.280725
,890.629325,853.22625,871.33185
,890.6943,853.250225,871.37675
,890.753325,853.2677,871.441625
,890.803325,853.28105,871.526775
,890.843875,853.3279,871.574575
,890.907525,853.3589,871.623725
,890.948475,853.37995,871.66255
,890.9961,853.408725,871.6938
,891.023375,853.457275,871.8886
,891.053325,853.502675,871.945275
,891.084975,853.544575,871.97305
,891.11475,853.566825,871.998825
,891.185975,853.5811,872.0205
,891.208,853.59675,872.061775
,891.36575,853.606825,872.083225
,891.4263,853.6197,872.164725
,891.4827,853.67955,872.412925
,891.55205,853.729075,872.4343
,891.6199,853.81925,872.471925
,891.644775,853.836675,872.5177
,891.721175,853.878575,872.552975
,891.80865,853.912075,872.621025
,891.8714,853.9426,872.662125
,891.921925,853.9777,872.684225
,891.9689,854.01125,872.714875
,891.996975,854.04665,872.726875
,892.093325,854.08305,872.74665
,892.192425,854.140975,872.792775
,892.255625,854.1748,872.8231
,892.309675,854.21705,872.86695
,892.3484,854.258525,872.9777
,892.405,854.2671,872.99885
,892.4689,854.2791,873.051025
,892.564475,854.2915,873.0908
,892.656075,854.305725,873.12245
,892.707475,854.36885,873.2092
,892.831125,854.386775,873.2163
,892.8955,854.401,873.2378
,892.95685,854.458575,873.283875
,893.00195,854.4799,873.3884
,893.0315,854.4913,873.4149
,893.060775,854.504075,873.62285
,893.10285,854.542725,873.657825
,893.12505,854.56895,873.691925
,893.151425,854.620625,873.7254
,893.175625,854.675175,873.77745
,893.238825,854.72195,873.804475
,893.29525,854.7378,873.849725
,893.3699,854.807075,873.888275
,893.438975,854.820025,873.920225
,893.505025,854.85705,873.945975
,893.557075,854.8885,873.996925
,893.6237,854.93125,874.04775
,893.669125,854.93815,874.07055
,893.73485,854.972075,874.08875
,893.7818,854.9843,874.12855
,893.84075,854.99985,874.155625
,893.916875,855.020525,874.18825
,893.97,855.027775,874.211075
,893.9937,855.051125,874.260425
,894.069825,855.0652,874.293825
,894.273425,855.082825,874.322975
,894.347025,855.1069,874.3473
,894.393425,855.130675,874.41835
,894.44185,855.191575,874.4871
,894.512925,855.2418,874.501475
,894.58695,855.263425,874.52495
,894.635275,855.280525,874.548075
,894.66735,855.30145,874.5742
,894.703875,855.33115,874.6083
,894.708525,855.365675,874.64335
,894.749925,855.393875,874.670275
,894.800125,855.43645,874.71445
,894.86705,855.455675,874.757925
,894.91155,855.4829,874.797425
,894.948175,855.508475,874.828825
,895.05125,855.527225,874.863375
,895.105775,855.53095,874.91935
,895.192725,855.536675,875.001225
,895.258575,855.552375,875.065175
,895.2621,855.5668,875.13845
,895.331725,855.58235,875.176525
,895.3846,855.63445,875.2207
,895.449175,855.6521,875.244975
,895.5453,855.7018,875.314625
,895.603175,855.742875,875.332475
,895.673125,855.77975,875.438425
,895.718575,855.8023,875.477375
,895.763825,855.847025,875.5321
,895.831075,855.87595,875.571425
,895.872375,855.9079,875.60115
,895.93085,855.9537,875.614925
,895.947525,855.970075,875.650875
,895.966225,855.9898,875.684925
,895.983975,856.01495,875.748675
,896.008625,856.039975,875.801875
,896.05725,856.095325,875.856625
,896.1127,856.115,875.91885
,896.1503,856.1448,875.961525
,896.19205,856.156675,876.056575
,896.2399,856.178625,876.1147
,896.408825,856.192575,876.22325
,896.4904,856.217075,876.253375
,896.54085,856.276525,876.280275
,896.64175,856.29775,876.32415
,896.713575,856.3341,876.3654
,896.769125,856.378975,876.4033
,896.800575,856.3916,876.4738
,896.833975,856.433225,876.484575
,896.836975,856.4705,876.502075
,896.8948,856.48785,876.5506
,896.9574,856.54635,876.5672
,897.013125,856.5558,876.587675
,897.099825,856.5859,876.598675
,897.1699,856.62335,876.672525
,897.299525,856.6455,876.75425
,897.364275,856.707675,876.7916
,897.40635,856.72745,876.8244
,897.463075,856.73555,876.862975
,897.5103,856.754175,876.89895
,897.567375,856.768575,876.92225
,897.708675,856.78575,876.95065
,897.8025,856.81295,876.964375
,897.849775,856.8324,876.982675
,897.875075,856.907025,876.996275
,897.8984,856.963275,877.004525
,898.08255,857.0181,877.043525
,898.1466,857.1502,877.057475
,898.186275,857.1962,877.05995
,898.2351,857.214525,877.092975
,898.300725,857.237325,877.104025
,898.366575,857.261825,877.1219
,898.4658,857.27825,877.162875
,898.5279,857.29455,877.224675
,898.568675,857.310125,877.2945
,898.62195,857.349325,877.3206
,898.668575,857.353525,877.519025
,898.7445,857.38605,877.574025
,898.806825,857.4242,877.622575
,898.81975,857.454125,877.643375
,898.889425,857.482225,877.66365
,898.9455,857.52075,877.6807
,899.0301,857.56375,877.7442
,899.0797,857.582375,877.794525
,899.116575,857.639425,877.833475
,899.171025,857.65505,877.8519
,899.233525,857.682775,877.962575
,899.27135,857.705025,878.006975
,899.30905,857.7299,878.06015
,899.341375,857.7501,878.117025
,899.394675,857.771825,878.14955
,899.445425,857.79195,878.175975
,899.539575,857.818325,878.1983
,899.616925,857.844275,878.2045
,899.657925,857.854425,878.256125
,899.747025,857.883025,878.274625
,899.784325,857.904525,878.29775
,899.850975,857.926325,878.384675
,899.897625,857.959275,878.420525
,899.94175,858.000525,878.467425
,899.990425,858.027475,878.514575
,900.057875,858.041725,878.5534
,900.09595,858.0733,878.562575
,900.156525,858.0996,878.5765
,900.216375,858.13885,878.604375
,900.283625,858.221825,878.65005
,900.34845,858.26965,878.690075
,900.4073,858.289025,878.7248
,900.451,858.354575,878.7619
,900.483875,858.366075,878.803775
,900.52805,858.388375,878.85355
,900.652975,858.405525,878.89685
,900.71025,858.43395,878.915725
,900.76595,858.4687,878.920075
,900.8212,858.529675,878.936775
,900.8634,858.552775,878.97955
,900.9528,858.5892,879.01655
,900.994825,858.6133,879.04225
,901.033,858.652925,879.072275
,901.101525,858.706825,879.153475
,901.154425,858.767675,879.2603
,901.225025,858.790325,879.284175
,901.26395,858.803875,879.33245
,901.2877,858.829925,879.403675
,901.304525,858.860525,879.4873
,901.413575,858.90095,879.532675
,901.474825,858.93,879.60895
,901.52165,858.962875,879.64505
,901.603425,858.98735,879.6764
,901.64535,859.017275,879.71275
,901.700675,859.050075,879.743725
,901.742075,859.06465,879.832375
,901.777925,859.09,879.85685
,901.85375,859.1169,879.87185
,901.895275,859.143675,879.908225
,901.922825,859.16795,879.925175
,901.95335,859.20175,879.9564
,901.9971,859.23545,880.0041
,902.081625,859.301875,880.044125
,902.14205,859.324475,880.07995
,902.181025,859.365675,880.14705
,902.2326,859.416475,880.179025
,902.282875,859.45255,880.220725
,902.3167,859.490075,880.255125
,902.346675,859.535475,880.2865
,902.39885,859.57095,880.340875
,902.500875,859.593925,880.3809
,902.64105,859.622025,880.39975
,902.685,859.6569,880.4489
,902.723275,859.688475,880.46435
,902.77015,859.71815,880.50745
,902.824725,859.747,880.54945
,902.9143,859.778475,880.591
,903.05625,859.825525,880.5982
