SPK_SPKC09c (exc),SPK_SPKC11a (exc),SPK_SPKC13a (exc),SPK_SPKC13b (inhib)
,931.546425,874.717525,905.1749
,931.62625,874.7683,905.262175
,931.79245,874.785075,905.29815
,931.852175,874.837975,905.38445
,931.904325,874.8463,905.4378
,931.990425,874.9229,905.46095
,932.069525,874.98725,905.48975
,932.153475,875.0097,905.515275
,932.228625,875.141575,905.73685
,932.319925,875.174375,905.75445
,932.371425,875.240275,905.7773
,932.521025,875.248575,905.800325
,932.580725,875.2815,905.829425
,932.6529,875.288075,905.8612
,932.71105,875.2957,905.901025
,932.79185,875.326975,905.9193
,932.840825,875.361375,905.99295
,932.8637,875.383225,906.107175
,932.9355,875.411825,906.123825
,932.9691,875.449125,906.164675
,933.05665,875.488725,906.1919
,933.1224,875.546575,906.2297
,933.16985,875.572475,906.27875
,933.22295,875.60845,906.311575
,933.257675,875.627025,906.33595
,933.299925,875.63435,906.438
,933.344175,875.654025,906.4837
,933.40955,875.671125,906.56775
,933.444475,875.678925,906.600275
,933.48665,875.76,906.628775
,933.491825,875.7976,906.7158
,933.533975,875.81665,906.852675
,933.556375,875.845525,906.88655
,933.59725,875.917225,906.91105
,933.849225,875.9422,906.943475
,933.9013,875.9521,906.969075
,933.933375,875.990775,906.995525
,933.9704,876.01535,907.029575
,934.0192,876.051975,907.23805
,934.079075,876.070625,907.4183
,934.199575,876.099925,907.49875
,934.31455,876.117575,907.527425
,934.391425,876.169675,907.562
,934.5667,876.209525,907.6303
,934.631575,876.26425,907.646975
,934.682025,876.312325,907.6732
,934.746875,876.34025,907.69075
,934.853375,876.35995,907.736125
,934.918875,876.381575,907.886975
,934.967,876.44005,907.9051
,935.0238,876.45845,907.9617
,935.13465,876.5214,908.001775
,935.211825,876.543125,908.189775
,935.2673,876.571375,908.2121
,935.317475,876.585925,908.2474
,935.3581,876.62,908.2852
,935.422625,876.635925,908.357175
,935.53455,876.65615,908.389825
,935.58495,876.659025,908.4107
,935.649975,876.670525,908.5214
,935.702475,876.702875,908.549175
,935.762075,876.723625,908.5915
,935.816025,876.7403,908.6754
,935.98835,876.78695,908.714475
,936.067225,876.81695,908.763025
,936.113275,876.86,908.838675
,936.161925,876.90845,908.903
,936.217525,876.933825,908.968375
,936.22195,877.08965,908.997225
,936.300075,877.1262,909.010575
,936.3561,877.1331,909.046625
,936.377325,877.15515,909.0807
,936.41025,877.1684,909.106125
,936.457825,877.185225,909.121875
,936.5817,877.21215,909.2956
,936.643475,877.239225,909.318125
,936.69715,877.258025,909.387725
,936.756325,877.273525,909.40645
,936.817475,877.297175,909.494875
,936.885725,877.322775,909.557225
,936.9262,877.345275,909.582275
,936.962475,877.361,909.615375
,937.077225,877.38975,909.639375
,937.12815,877.405075,909.670975
,937.1694,877.425675,909.70935
,937.230825,877.43915,909.948675
,937.283525,877.4615,909.985975
,937.3376,877.481625,910.018675
,937.404325,877.49765,910.050375
,937.44915,877.5641,910.08305
,937.5065,877.61275,910.194125
,937.556325,877.627275,910.23375
,937.6048,877.697825,910.260325
,937.658825,877.720975,910.29545
,937.77265,877.727625,910.34525
,937.82485,877.729425,910.363725
,937.867225,877.7537,910.381425
,937.913975,877.81795,910.432625
,937.952475,877.8354,910.495025
,938.00115,877.864825,910.535825
,938.0494,877.880225,910.558825
,938.1203,877.914225,910.58535
,938.191,877.938525,910.6324
,938.233475,877.955375,910.656375
,938.295625,878.031475,910.691425
,938.336475,878.078775,910.7187
,938.3685,878.110575,910.74955
,938.444025,878.138225,910.772575
,938.486975,878.152625,910.796575
,938.53285,878.187625,910.8116
,938.578225,878.200925,910.85835
,938.628725,878.2213,910.8653
,938.671525,878.225625,911.052425
,938.72355,878.319025,911.088075
,938.773225,878.34475,911.1161
,938.807375,878.360475,911.171475
,938.848975,878.383525,911.2192
,938.917325,878.413575,911.243
,938.99135,878.462725,911.284825
,939.0365,878.492825,911.320075
,939.108575,878.527175,911.349425
,939.147775,878.588425,911.388825
,939.1871,878.628725,911.404775
,939.2393,878.645475,911.45745
,939.30485,878.66425,911.525125
,939.35715,878.723425,911.5865
,939.409875,878.7952,911.60975
,939.411875,878.813275,911.6472
,939.451875,878.855025,911.682425
,939.52215,878.8898,911.699275
,939.5597,878.92545,911.741975
,939.5911,878.938,911.8009
,939.66845,879.00735,911.849475
,939.71945,879.065175,911.8737
,939.755775,879.088,911.911225
,939.7965,879.12325,911.94095
,939.79975,879.168225,911.98895
,939.854725,879.2042,912.12465
,939.901725,879.211025,912.15375
,939.93955,879.249525,912.181475
,939.98005,879.3007,912.21825
,940.040375,879.33585,912.237925
,940.098625,879.3691,912.284775
,940.147975,879.37975,912.33405
,940.198675,879.417075,912.362475
,940.2437,879.4284,912.387275
,940.2869,879.479625,912.406975
,940.3264,879.516975,912.431625
,940.334025,879.560225,912.523075
,940.355225,879.614925,912.600275
,940.361225,879.68545,912.63
,940.432725,879.727375,912.649625
,940.4818,879.741875,912.6861
,940.523775,879.772225,912.71345
,940.564775,879.7897,912.73365
,940.640575,879.806075,912.7636
,940.6837,879.853175,912.79625
,940.7182,879.862925,912.811125
,940.74795,879.895,912.8439
,940.7807,879.9105,912.858
,940.831525,879.971225,912.8732
,940.86595,880.01205,912.926125
,940.9007,880.033225,913.03805
,940.941325,880.072225,913.109475
,940.985625,880.102475,913.15015
,941.019425,880.16005,913.176375
,941.060175,880.1689,913.1963
,941.108825,880.19685,913.20865
,941.1309,880.20405,913.217275
,941.15485,880.238675,913.2464
,941.1831,880.312975,913.265125
,941.21595,880.338025,913.325375
,941.257775,880.42525,913.4014
,941.3115,880.4806,913.4358
,941.379975,880.532225,913.47475
,941.43385,880.5714,913.50635
,941.47015,880.578125,913.53855
,941.534725,880.621,913.559925
,941.5691,880.66245,913.611725
,941.590175,880.6712,913.6707
,941.642825,880.6963,913.722275
,941.695175,880.7107,913.748975
,941.75185,880.7276,913.777125
,941.7851,880.743625,913.81795
,941.818,880.75525,913.836125
,941.84005,880.788075,913.8599
,941.87725,880.8273,913.9034
,941.9247,880.84015,913.928
,941.97805,880.9013,913.949375
,942.01405,880.93385,913.97175
,942.078575,880.950475,914.08295
,942.107375,880.963725,914.129675
,942.149775,880.980225,914.158725
,942.19235,881.043275,914.186575
,942.23315,881.0632,914.2122
,942.339675,881.077325,914.222125
,942.435725,881.094075,914.24365
,942.48235,881.12395,914.3075
,942.536325,881.147925,914.3477
,942.59095,881.17485,914.428525
,942.631475,881.2246,914.49205
,942.6841,881.277175,914.5219
,942.731975,881.318475,914.56915
,942.766675,881.360975,914.60065
,942.800925,881.399325,914.6301
,942.9239,881.425625,914.657275
,942.9582,881.446875,914.67655
,943.020575,881.46315,914.716075
,943.069525,881.478625,914.7902
,943.09285,881.492625,914.8641
,943.1211,881.532025,914.892575
,943.156475,881.5644,914.921825
,943.174975,881.5947,914.966425
,943.19405,881.637475,915.02075
,943.231575,881.656925,915.0373
,943.2529,881.694275,915.0579
,943.27735,881.719875,915.0802
,943.29345,881.779,915.100025
,943.34625,881.8132,915.150475
,943.39575,881.8562,915.2301
,943.408525,881.868625,915.261325
,943.459725,881.89205,915.322425
,943.482525,881.909975,915.356075
,943.50355,881.92845,915.3901
,943.533875,881.93905,915.473575
,943.553225,881.960075,915.512575
,943.5935,881.98235,915.558675
,943.637075,882.006175,915.7219
,943.6618,882.025725,915.772475
,943.7012,882.038,915.81915
,943.7556,882.095775,915.880425
,943.815125,882.1137,915.921475
,943.85655,882.1393,915.995775
,943.8771,882.176075,916.0517
,943.915175,882.226775,916.090625
,943.93055,882.256825,916.1313
,943.9814,882.276525,916.172575
,944.0748,882.28215,916.2087
,944.135425,882.3019,916.23925
,944.164275,882.325725,916.2617
,944.36715,882.348225,916.33935
,944.3969,882.374475,916.573525
,944.418725,882.38055,916.631325
,944.4809,882.393325,916.65135
,944.505925,882.41365,916.6708
,944.572475,882.426975,916.731725
,944.718025,882.4396,916.870175
,944.85955,882.45945,916.89475
,944.910025,882.499975,916.95495
,944.95185,882.516175,917.221825
,944.97395,882.53615,917.237675
,945.022175,882.56925,917.267425
,945.0757,882.5909,917.300125
,945.1371,882.631325,917.322775
,945.23145,882.68535,917.3593
,945.266225,882.69425,917.4151
,945.2927,882.73875,917.4433
,945.336275,882.762825,917.4792
,945.4364,882.787975,917.5199
,945.47345,882.806425,917.532075
,945.535,882.818,917.543125
,945.60985,882.836075,917.5621
,945.6993,882.8659,917.607
,945.775425,882.916225,917.6213
,945.878875,882.930325,917.640075
,946.069925,883.029025,917.677125
,946.11985,883.054775,917.716225
,946.3438,883.0716,917.767675
,946.479,883.10685,917.789575
,946.538875,883.1242,917.86175
,946.600425,883.14395,917.8856
,946.6674,883.159025,917.9431
,946.83175,883.191475,918.06915
,946.898325,883.228,918.097525
,946.97865,883.2659,918.12085
,947.031925,883.32015,918.134
,947.0553,883.34,918.14745
,947.0995,883.3721,918.280125
,947.16835,883.4014,918.293525
,947.243075,883.45495,918.353025
,947.3594,883.480775,918.390475
,947.404225,883.4932,918.4183
,947.444425,883.52125,918.44835
,947.507475,883.5363,918.479725
,947.603325,883.54395,918.543025
,947.660425,883.590525,918.609
,947.7007,883.654275,918.68935
,947.75785,883.676675,918.73425
,947.800425,883.70045,918.7604
,947.890725,883.745075,918.80325
,947.9414,883.795025,918.8403
,948.000525,883.808275,918.9042
,948.0428,883.8327,918.9521
,948.1592,883.865125,918.9711
,948.204875,883.889375,919.04095
,948.27385,883.917925,919.066975
,948.3283,883.93165,919.1135
,948.4375,883.944475,919.1474
,948.484625,883.953375,919.181725
,948.590025,883.994075,919.2075
,948.67015,884.022275,919.249725
,948.734725,884.032075,919.26825
,948.7936,884.04095,919.271
,948.84935,884.097675,919.335475
,948.894625,884.1195,919.3585
,948.915875,884.1533,919.47955
,948.964375,884.17995,919.5855
,949.0204,884.19775,919.644575
,949.111075,884.239425,919.677625
,949.169225,884.28265,919.736675
,949.227575,884.3636,919.79635
,949.269025,884.4154,919.82285
,949.30835,884.4353,919.85745
,949.351275,884.4404,919.88345
,949.41075,884.488525,919.9241
,949.46555,884.493275,919.976075
,949.5323,884.507625,920.008175
,949.5791,884.54015,920.0894
,949.62105,884.552875,920.10985
,949.763125,884.584425,920.15025
,949.823975,884.718,920.1817
,949.8623,884.7638,920.235225
,949.928025,884.784175,920.269325
,949.991575,884.813675,920.3056
,950.026475,884.868775,920.391175
,950.075275,884.88905,920.4252
,950.14435,884.93645,920.479325
,950.281975,884.94845,920.529275
,950.33135,884.972425,920.5481
,950.4363,885.0449,920.656375
,950.48445,885.058225,920.77495
,950.598175,885.0808,920.831475
,950.6501,885.10655,920.902225
,950.706725,885.15035,920.93285
,950.783075,885.161775,920.962175
,950.8293,885.1743,921.144575
,950.894475,885.251125,921.1841
,950.95215,885.286925,921.237775
,951.020925,885.304675,921.27415
,951.0854,885.32275,921.2982
,951.1236,885.375525,921.3591
,951.12485,885.390225,921.432525
,951.16925,885.494725,921.470925
,951.209975,885.51985,921.491325
,951.295125,885.5458,921.507975
,951.4105,885.58405,921.53035
,951.515425,885.609,921.5775
,951.576825,885.6214,921.6325
,951.63945,885.644375,921.668825
,951.766475,885.669175,921.6757
,951.821175,885.699575,921.6927
,951.85345,885.731725,921.775275
,951.889225,885.744725,921.864125
,951.9353,885.777925,921.895725
,952.001475,885.8076,921.9168
,952.052675,885.82255,921.959625
,952.10995,885.84515,921.99885
,952.156075,885.874725,922.038
,952.183525,885.925775,922.1619
,952.209025,885.9412,922.1916
,952.2522,885.970325,922.228275
,952.291175,885.9947,922.2482
,952.329875,886.023275,922.282975
,952.3682,886.068975,922.32225
,952.439175,886.082,922.385225
,952.4873,886.1093,922.486775
,952.55715,886.1368,922.53365
,952.582275,886.155375,922.56205
,952.60965,886.179375,922.595275
,952.62265,886.21415,922.639525
,952.640675,886.26885,922.68095
,952.692575,886.305625,922.716675
,952.7767,886.330575,922.74275
,952.8478,886.346825,922.779725
,952.993675,886.379975,922.93715
,953.040375,886.404425,922.993925
,953.136325,886.439125,923.05155
,953.1754,886.471125,923.08265
,953.2403,886.48305,923.125325
,953.320375,886.515275,923.1495
,953.3582,886.544675,923.170275
,953.42085,886.573,923.1716
,953.4761,886.5911,923.186025
,953.566575,886.66445,923.2001
,953.626275,886.709075,923.29355
,953.699125,886.73435,923.417875
,953.737525,886.758775,923.43935
,953.78875,886.794975,923.46245
,953.82815,886.85925,923.478725
,953.8601,886.879675,923.511825
,953.918675,886.91205,923.528025
,953.955275,886.945025,923.5523
,953.98315,886.961275,923.5651
,954.04935,887.03285,923.6461
,954.103875,887.06,923.65965
,954.17485,887.07165,923.722675
,954.2406,887.113425,923.738325
,954.294425,887.126425,923.771225
,954.342825,887.1987,923.80335
,954.399425,887.21,923.828975
,954.450225,887.235225,923.852675
,954.489075,887.24375,923.86135
,954.538475,887.264425,923.924725
,954.5767,887.275025,923.943725
,954.6391,887.295525,923.956675
,954.68785,887.302975,923.98885
,954.7605,887.344225,924.00125
,954.82425,887.352,924.045675
,954.9389,887.40465,924.0677
,954.96495,887.42545,924.104075
,955.010775,887.436275,924.125975
,955.04715,887.4496,924.14505
,955.088825,887.466125,924.1607
,955.19825,887.4922,924.1893
,955.25695,887.500975,924.235575
,955.341075,887.517575,924.3009
,955.397325,887.522225,924.339375
,955.444325,887.541325,924.365275
,955.478475,887.5591,924.388775
,955.527575,887.57365,924.417375
,955.55585,887.58385,924.438925
,955.5968,887.602875,924.45825
,955.624925,887.6205,924.4822
,955.653825,887.6368,924.5093
,955.70265,887.655725,924.537325
,955.762925,887.6813,924.56065
,955.83505,887.699075,924.624725
,955.8897,887.72255,924.645475
,955.9425,887.771475,924.6642
,955.990875,887.788125,924.684575
,956.0402,887.821075,924.7108
,956.106075,887.829225,924.7325
,956.155275,887.903575,924.750225
,956.21285,887.9321,924.774425
,956.336275,887.95105,924.80795
,956.3417,887.994825,924.83595
,956.437325,887.999625,924.872775
,956.482725,888.018575,924.886575
,956.52835,888.0272,924.905125
,956.56565,888.045275,924.923575
,956.611475,888.0746,924.9658
,956.6763,888.09795,924.993125
,956.725875,888.110525,925.029
,956.7835,888.1334,925.064
,956.886525,888.16655,925.087625
,956.966075,888.20575,925.114825
,957.02,888.24875,925.1629
,957.0719,888.293225,925.2061
,957.09395,888.304375,925.29055
,957.16455,888.3275,925.3183
,957.208175,888.365375,925.345375
,957.25395,888.39605,925.369425
,957.293225,888.4121,925.386825
,957.355775,888.438825,925.40925
,957.409625,888.461475,925.4462
,957.467925,888.464825,925.46045
,957.522225,888.47735,925.476825
,957.59295,888.52325,925.510475
,957.67465,888.58525,925.52
,957.708075,888.618,925.56175
,957.749325,888.653225,925.597225
,957.79835,888.6772,925.649
,957.841375,888.708275,925.677375
,957.9026,888.713675,925.699275
,957.9583,888.721475,925.731425
,957.998875,888.734025,925.750375
,958.0188,888.758,925.770375
,958.05725,888.776375,925.790275
,958.11445,888.79455,925.817525
,958.190525,888.807225,925.88025
,958.2888,888.832475,925.897975
,958.342175,888.929775,925.928925
,958.4081,888.947075,925.94845
,958.450025,888.958725,925.967825
,958.516825,888.989125,926.000375
,958.5668,888.99845,926.054575
,958.594475,889.019325,926.0898
,958.6477,889.0488,926.112
,958.674525,889.0843,926.130525
,958.705925,889.1867,926.178375
,958.73645,889.2236,926.212425
,958.793175,889.23695,926.232975
,958.960075,889.271825,926.32395
,958.995925,889.277825,926.35015
,959.04285,889.3049,926.378925
,959.12275,889.333275,926.40085
,959.217175,889.371525,926.425525
,959.276925,889.39305,926.4712
,959.32015,889.469225,926.514475
,959.355125,889.4801,926.539475
,959.391625,889.49955,926.566125
,959.43015,889.52935,926.5771
,959.4724,889.60025,926.603075
,959.524425,889.616825,926.633025
,959.5704,889.7087,926.656275
,959.62045,889.730025,926.712725
,959.6515,889.7406,926.755025
,959.7565,889.74675,926.7904
,959.782625,889.76885,926.81175
,959.923525,889.807425,926.84425
,959.985525,889.847075,926.879125
,960.022225,889.859775,926.920125
,960.10005,889.8964,926.9517
,960.183925,889.961175,926.966775
,960.236525,889.9916,927.029425
,960.2706,890.0135,927.0723
,960.313,890.0474,927.107275
,960.360525,890.0803,927.1273
,960.435925,890.0888,927.21215
,960.5284,890.1135,927.287025
,960.563825,890.125075,927.307775
,960.741525,890.140625,927.3311
,960.864425,890.16415,927.3508
,960.9196,890.1818,927.3721
,960.949675,890.183475,927.42185
,960.971975,890.18655,927.4766
,961.017375,890.196825,927.512925
,961.07885,890.29145,927.529925
,961.156875,890.337475,927.575875
,961.308425,890.360425,927.632275
,961.359125,890.39485,927.682625
,961.392175,890.408625,927.700425
,961.443325,890.433075,927.72335
,961.4706,890.449325,927.745875
,961.49645,890.47505,927.7874
,961.524475,890.492425,927.795775
,961.67545,890.52055,927.809075
,961.743775,890.558075,927.826625
,961.796225,890.5928,927.9015
,961.83675,890.622575,927.923775
,961.9044,890.669175,928.000975
,962.05795,890.697225,928.029075
,962.120875,890.7271,928.0772
,962.17595,890.756625,928.12765
,962.284475,890.7813,928.1601
,962.3322,890.783725,928.184575
,962.378025,890.7932,928.2087
,962.40735,890.816775,928.2397
,962.468925,890.879375,928.253325
,962.58455,890.9135,928.272825
,962.71905,890.943675,928.283875
,962.756,890.9536,928.296625
,962.802625,890.997925,928.323625
,962.877075,891.023625,928.434125
,963.085075,891.042375,928.462225
,963.13195,891.0786,928.523725
,963.19235,891.098675,928.575975
,963.253775,891.1186,928.635975
,963.31195,891.16635,928.68515
,963.372075,891.182725,928.717625
,963.405175,891.20395,928.7603
,963.46275,891.2423,928.811925
,963.52375,891.2901,928.849375
,963.566925,891.300175,928.8768
,963.638775,891.352425,928.9013
,963.6884,891.39025,929.039975
,963.732225,891.415425,929.0703
,963.78,891.486875,929.110225
,963.803275,891.5365,929.143825
,963.83455,891.58185,929.17095
,963.867275,891.59825,929.177125
,963.9026,891.62655,929.18715
,963.9369,891.659575,929.197925
,963.97675,891.691875,929.2244
,964.03195,891.742725,929.28025
,964.1334,891.77585,929.3275
,964.180725,891.798175,929.4577
,964.310625,891.833525,929.525675
,964.376775,891.86125,929.564925
,964.429275,891.888875,929.603475
,964.470875,891.941475,929.6876
,964.52405,891.954825,929.74865
,964.579175,891.969225,929.749975
,964.662025,892.05045,929.802
,964.728475,892.080025,929.822875
,964.778125,892.1135,929.863875
,964.83005,892.1413,929.89785
,964.89995,892.20045,929.9384
,964.9808,892.219525,929.9906
,965.0486,892.232675,930.035825
,965.12665,892.26555,930.069775
,965.151725,892.282075,930.097875
,965.206425,892.3118,930.160125
,965.252425,892.3279,930.249225
,965.292,892.392025,930.27
,965.40395,892.4051,930.418475
,965.45935,892.425075,930.5549
,965.534525,892.44695,930.60705
,965.580525,892.48005,930.629775
,965.65855,892.5029,930.658775
,965.7883,892.5372,930.6753
,965.85365,892.5653,930.701175
,965.9103,892.58185,930.7464
,965.959325,892.611625,930.765875
,965.998675,892.65145,930.79665
,966.03405,892.748975,930.815025
,966.18225,892.7837,930.875375
,966.23015,892.806625,930.921175
,966.25955,892.89205,930.962775
,966.29835,892.917675,930.994875
,966.366625,892.935725,931.0222
,966.4343,892.957825,931.0476
,966.4404,892.993925,931.0752
,966.469375,893.009525,931.1034
,966.4947,893.032575,931.118525
,966.5156,893.049575,931.128725
,966.548375,893.060425,931.1548
,966.596425,893.062875,931.1724
,966.65805,893.071025,931.20385
,966.71495,893.082275,931.29885
,966.769925,893.13985,931.330975
,966.815775,893.157225,931.395825
,966.87895,893.17845,931.41985
,966.958425,893.193575,931.44025
,967.02035,893.214925,931.47375
,967.068875,893.24425,931.4976
,967.117275,893.264175,931.526525
,967.18335,893.32105,931.56085
,967.2317,893.377525,931.582825
,967.285375,893.401425,931.605
,967.35085,893.4325,931.625025
,967.390925,893.485025,931.640075
,967.41695,893.5174,931.669475
,967.473025,893.54995,931.71415
,967.528875,893.5741,931.7557
,967.56825,893.588925,931.772425
,967.616075,893.61255,931.8067
,967.7061,893.642075,931.866925
,967.761325,893.6684,931.89765
,967.83945,893.68525,931.940025
,967.8659,893.721475,931.96425
,967.93655,893.76455,932.04045
,967.9923,893.797025,932.0971
,968.054975,893.812825,932.1221
,968.118,893.833625,932.1442
,968.151375,893.850475,932.15855
,968.2044,893.867775,932.16675
,968.252,893.882275,932.19005
,968.378875,893.906625,932.2148
,968.441675,893.943975,932.253525
,968.47255,893.95745,932.3046
,968.491075,893.97765,932.3525
,968.516925,894.01005,932.38595
,968.56695,894.03945,932.412675
,968.619525,894.0726,932.453125
,968.693125,894.0969,932.484
,968.77065,894.1647,932.5024
,968.844925,894.183925,932.54335
,968.880425,894.20665,932.58795
,968.92345,894.25365,932.615975
,968.960725,894.288225,932.653375
,969.00095,894.31115,932.681
,969.054225,894.313525,932.717375
,969.1127,894.33685,932.74305
,969.167175,894.366875,932.801175
,969.2112,894.4008,932.820325
,969.23875,894.428925,932.8526
,969.2825,894.4686,932.885175
,969.334775,894.496675,932.94985
,969.37715,894.539575,932.99855
,969.430225,894.5537,933.155225
,969.49315,894.59295,933.177225
,969.522025,894.6207,933.19635
,969.566425,894.6531,933.225175
,969.620175,894.70065,933.22875
,969.6695,894.717925,933.255325
,969.7225,894.77995,933.300675
,969.7685,894.8087,933.31945
,969.823825,894.812975,933.35815
,969.85265,894.842025,933.37905
,969.88885,894.868875,933.467275
,969.914325,894.915,933.507125
,969.93465,894.928375,933.545675
,969.97415,894.9461,933.579025
,970.025525,894.98105,933.6385
,970.072225,894.995725,933.676575
,970.136775,895.054725,933.7022
,970.16695,895.117525,933.738825
,970.223275,895.1559,933.76135
,970.256875,895.2063,933.791725
,970.319075,895.219675,933.8619
,970.35525,895.245,933.8852
,970.413025,895.2602,933.915575
,970.46795,895.265075,934.057425
,970.542175,895.279875,934.125275
,970.590725,895.3007,934.165875
,970.64525,895.31615,934.213725
,970.68635,895.337625,934.244475
,970.7506,895.36285,934.259075
,970.77635,895.3978,934.29175
,970.85945,895.405375,934.330675
,970.92235,895.4265,934.3609
,970.971575,895.474775,934.3945
,971.0174,895.4959,934.427875
,971.0607,895.5342,934.456475
,971.111275,895.54755,934.48455
,971.15755,895.62025,934.52995
,971.208225,895.63655,934.578225
,971.2558,895.663375,934.60495
,971.290925,895.6852,934.635225
,971.43735,895.7432,934.655625
,971.48935,895.76095,934.68895
,971.5563,895.7844,934.810975
,971.59215,895.8169,934.864875
,971.627025,895.8455,934.893825
,971.66415,895.871475,934.9172
,971.71525,895.891225,935.046425
,971.812875,895.96415,935.06815
,971.8449,895.988675,935.08905
,971.898725,895.9931,935.1243
,971.956225,896.004025,935.157725
,972.005725,896.0212,935.205375
,972.074775,896.04165,935.226575
,972.144625,896.04275,935.26095
,972.19185,896.074775,935.28005
,972.224625,896.08035,935.31505
,972.2909,896.108725,935.345175
,972.348475,896.129475,935.354475
,972.402925,896.148325,935.437525
,972.449475,896.166825,935.46505
,972.52225,896.206125,935.489225
,972.573425,896.209075,935.510575
,972.637525,896.2603,935.53795
,972.757325,896.293775,935.58225
,972.811925,896.316925,935.6117
,972.850975,896.34505,935.695475
,972.908225,896.38495,935.738425
,973.003975,896.40895,935.779725
,973.039125,896.5578,935.809725
,973.075275,896.596925,935.836475
,973.104425,896.61845,935.854125
,973.158875,896.633275,935.8893
,973.2004,896.678425,935.920975
,973.23765,896.703575,935.961575
,973.2714,896.732425,935.988875
,973.3205,896.747975,936.01125
,973.378225,896.7713,936.02885
,973.4189,896.80235,936.239625
,973.46315,896.845575,936.2847
,973.510825,896.8689,936.313875
,973.553525,896.915825,936.3379
,973.60545,896.9461,936.481975
,973.648475,896.95635,936.4981
,973.695825,897.0171,936.567925
,973.77165,897.037025,936.6081
,973.8424,897.0752,936.657625
,973.891725,897.093675,936.743375
,973.9236,897.1214,936.760975
,974.1122,897.1652,936.791075
,974.14755,897.19405,936.81875
,974.18995,897.23955,936.883975
,974.229975,897.2642,936.9225
,974.294125,897.28605,937.011675
,974.3356,897.325525,937.0798
,974.389325,897.347125,937.1294
,974.423025,897.3814,937.176875
,974.452875,897.400925,937.195775
,974.4895,897.4096,937.236275
,974.53925,897.4434,937.289
,974.586425,897.4537,937.322875
,974.692025,897.47305,937.3571
,974.76595,897.49655,937.379425
,974.808375,897.52655,937.4155
,974.840275,897.548025,937.453675
,974.88405,897.562925,937.474775
,974.913075,897.632525,937.516825
,974.960475,897.647975,937.545525
,974.9974,897.6893,937.566475
,975.062375,897.745425,937.5849
,975.105675,897.784525,937.609625
,975.169075,897.810225,937.669475
,975.219125,897.830075,937.763825
,975.264425,897.848875,937.8001
,975.30005,897.890275,937.921825
,975.339975,897.91355,938.063575
,975.382,897.963325,938.1074
,975.423275,898.015925,938.1269
,975.487875,898.04465,938.233025
,975.529075,898.070675,938.5498
,975.607925,898.08715,938.5977
,975.64405,898.1269,938.6334
,975.6754,898.147725,938.654725
,975.7047,898.17055,938.686975
,975.769575,898.2169,938.720925
,975.81645,898.2417,938.759025
,975.865575,898.279825,938.8358
,975.908525,898.2955,938.878575
,975.946675,898.32165,938.916125
,975.9761,898.364875,939.101675
,976.00675,898.3908,939.121125
,976.045325,898.436325,939.1659
,976.092325,898.44675,939.231475
,976.13515,898.495275,939.27535
,976.183825,898.515075,939.3306
,976.214325,898.530175,939.419675
,976.24095,898.54675,939.4549
,976.285925,898.548075,939.47985
,976.315975,898.575275,939.519975
,976.36435,898.590775,939.5601
,976.406975,898.62305,939.732975
,976.448275,898.637425,939.792125
,976.5148,898.661025,939.865625
,976.58945,898.6763,939.900675
,976.685825,898.6902,939.932475
,976.747125,898.71505,939.96135
,976.7667,898.740225,940.085
,976.793375,898.802125,940.128125
,976.9176,898.822125,940.153825
,976.96175,898.8408,940.1952
,977.05565,898.868225,940.229975
,977.106175,898.90045,940.556175
,977.144875,898.949,940.660025
,977.1905,898.971725,940.6854
,977.232675,899.0514,940.793525
,977.278825,899.070525,940.935575
,977.31605,899.095975,941.3223
,977.38675,899.13,941.35575
,977.4506,899.1539,941.3934
,977.504575,899.1873,941.427575
,977.54905,899.2055,941.55525
,977.589775,899.235075,941.564425
,977.6296,899.2511,941.566675
,977.668775,899.265,941.5793
,977.706725,899.28465,941.6399
,977.7759,899.30185,941.65715
,977.819875,899.32635,941.6681
,977.85115,899.3819,941.708975
,977.91395,899.404725,941.730875
,977.947775,899.434175,941.752475
,978.0573,899.4522,941.7774
,978.104025,899.5027,941.820525
,978.204025,899.520575,941.858275
,978.227475,899.55485,941.8876
,978.298875,899.59645,941.92415
,978.33045,899.62745,941.97595
,978.3786,899.652925,942.246625
,978.414325,899.6752,942.26745
,978.4619,899.70755,942.29235
,978.507575,899.7273,942.305275
,978.7164,899.756375,942.311675
,978.8069,899.778075,942.331175
,978.843275,899.795375,942.37725
,978.859475,899.8203,942.5346
,978.8781,899.835,942.564975
,978.9042,899.858575,942.59365
,978.906075,899.89235,942.637275
,978.935325,899.922975,942.6493
,978.964425,899.94445,942.665675
,978.9799,899.97655,942.70555
,979.040725,900.003,942.853225
,979.16005,900.01375,942.88165
,979.203925,900.05445,943.1336
,979.238975,900.08475,943.268475
,979.28345,900.11945,943.335425
,979.3914,900.124575,943.366975
,979.451025,900.14585,943.3759
,979.48625,900.176675,943.41555
,979.5937,900.1996,943.422425
,979.747625,900.262225,943.427475
,979.76465,900.28505,943.4458
,979.817775,900.3081,943.462025
,979.8391,900.326925,943.5596
,979.957375,900.354925,943.599225
,980.003025,900.378875,943.6755
,980.03665,900.408025,943.703125
,980.079475,900.440475,943.775325
,980.145675,900.459425,943.8149
,980.213125,900.47195,943.83785
,980.2868,900.478675,943.8511
,980.32,900.49795,943.910375
,980.397875,900.523125,943.917775
,980.4934,900.542275,943.941925
,980.517,900.556975,943.957575
,980.53485,900.56615,944.02005
,980.5687,900.586825,944.035675
