SPK_SPKC01a,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a
206.11865,217.453475,207.652775,203.2983,214.5837
206.158975,217.61535,207.66895,203.318,214.690525
206.2107,217.67285,207.692025,203.3296,214.769
206.232725,217.74795,207.708575,203.352675,214.85475
206.27815,217.767225,207.716025,203.3718,215.02065
206.336425,218.255175,207.769,203.4027,215.334125
206.385575,218.273425,207.790575,203.431325,215.357525
206.3905,218.49605,207.8216,203.4433,215.40315
206.39585,218.5744,207.835675,203.471925,215.53845
206.4669,218.619275,207.856175,203.481675,215.559
206.511775,218.674025,207.867,203.498275,215.589125
206.565275,218.7387,207.90215,203.5114,215.754775
206.66565,218.895125,207.983775,203.56405,215.8645
206.681275,218.90745,208.19185,203.58775,216.1288
206.687675,218.96875,208.26295,203.61495,216.146125
206.7616,218.998325,208.3061,203.6466,216.248525
206.7781,219.033525,208.3356,203.678825,216.313925
206.8305,219.078,208.40365,203.70775,216.34695
206.932325,219.159125,208.458,203.72395,216.463575
206.977625,219.19235,208.4781,203.762825,216.5371
207.16035,219.3407,208.511975,203.779,216.843475
207.23615,219.371175,208.559025,203.798175,216.9465
207.255675,219.516225,208.608575,203.814875,217.137225
207.273975,219.5193,208.653825,203.86125,217.16505
207.331225,219.5385,208.78125,203.9044,217.226375
207.344,219.573275,208.7917,203.941925,217.246
207.372,219.58875,208.806325,203.949925,217.267825
207.419925,219.719875,208.8138,203.960275,217.30785
207.4544,219.9129,208.868225,203.987625,217.3226
207.4897,219.961025,208.893325,204.01005,217.3362
207.517,220.143675,208.9028,204.038675,217.48355
207.52955,220.2294,208.966325,204.0539,217.530875
207.5885,220.509975,208.979425,204.0956,217.570625
207.602575,220.5653,209.010475,204.111775,217.688525
207.64165,220.658325,209.032775,204.14435,217.73835
207.678225,221.1012,209.0395,204.154125,217.7918
207.716425,221.117425,209.050075,204.15865,217.902575
207.803125,221.2508,209.06215,204.1803,217.991725
207.822925,221.29575,209.07295,204.1909,218.011625
207.85095,221.418775,209.144125,204.20865,218.074825
207.87355,221.479625,209.235425,204.231675,218.362375
207.91575,221.737025,209.241975,204.23895,218.447
208.01925,221.75295,209.372225,204.256725,218.469075
208.080075,221.778775,209.4351,204.268525,218.4833
208.1439,221.98225,209.44805,204.27505,218.54665
208.1845,222.1103,209.461675,204.286375,218.6191
208.238325,222.142925,209.479525,204.309625,218.69435
208.259625,222.164975,209.495525,204.317675,218.919
208.3725,222.218325,209.525575,204.3264,218.974325
208.3926,222.257125,209.5607,204.3446,219.015525
208.4957,222.4766,209.749275,204.359525,219.0621
208.5321,222.4929,209.798675,204.3683,219.0902
208.70725,222.659325,209.89365,204.37955,219.123725
208.740425,222.6793,209.925525,204.394525,219.167875
208.806825,222.711775,209.929675,204.4336,219.3681
208.8567,222.756225,209.9663,204.439975,219.384175
208.996425,222.808325,209.9766,204.4528,219.407375
209.01535,222.848575,210.007525,204.46175,219.4174
209.0468,222.863925,210.08655,204.474825,219.42855
209.124025,222.946925,210.10655,204.49865,219.448725
209.33165,223.047075,210.236675,204.514875,219.468575
209.377425,223.277125,210.292825,204.553675,219.497
209.545675,223.3616,210.302575,204.57925,219.515525
209.6298,223.420775,210.312675,204.5907,219.53605
209.65005,223.65315,210.350375,204.60115,219.570525
209.7102,223.7464,210.386425,204.62825,219.6108
209.779525,223.8768,210.397175,204.64505,219.67
209.924475,223.914325,210.419275,204.658975,219.72145
209.93915,224.055675,210.44885,204.668775,219.773825
209.97765,224.490225,210.619475,204.687475,219.804675
209.984425,224.603975,210.660825,204.6978,219.81975
210.022825,224.83485,210.681975,204.71515,219.914875
210.040875,224.89045,210.704575,204.730725,220.07655
210.056125,225.034425,210.7673,204.743325,220.121975
210.097,225.0664,210.78045,204.758325,220.207025
210.106925,225.075125,210.821475,204.77195,220.257275
210.144675,225.1568,211.0046,204.7818,220.29235
210.174675,225.2972,211.035875,204.792725,220.296275
210.2511,225.32775,211.05575,204.805175,220.3045
210.258475,225.36175,211.0629,204.82895,220.310375
210.28425,225.3912,211.098725,204.842875,220.348275
210.291925,225.47265,211.119075,204.85465,220.407625
210.419975,225.741925,211.6014,204.86335,220.50685
210.471225,225.7852,211.86245,204.870525,220.6652
210.506325,225.811375,211.941025,204.887525,220.7207
210.587325,225.86975,211.957475,204.90095,220.810925
210.63325,225.9006,212.00075,204.922725,220.9297
210.647425,225.914525,212.06005,204.936075,220.940575
210.66495,225.974625,212.1608,204.977025,220.963775
210.67095,226.092275,212.26755,205.01545,221.016525
210.681275,226.127075,212.295025,205.062025,221.203275
210.700625,226.541525,212.3465,205.076325,221.357275
210.73565,226.607025,212.548475,205.087175,221.4372
210.771525,226.6703,212.639975,205.10715,221.44605
210.845925,226.745275,212.7478,205.127875,221.488125
210.91955,226.8175,212.758275,205.146025,221.50215
210.92665,226.88215,212.7736,205.1546,221.532975
210.9381,226.94975,212.787575,205.1949,221.593925
210.9684,226.96115,212.8264,205.205075,221.724725
211.0508,226.98865,212.900475,205.21575,221.74305
211.08335,227.019925,212.9418,205.22465,221.949425
211.111775,227.0242,213.110075,205.240125,222.034775
211.131375,227.090375,213.18305,205.2686,222.09985
211.15515,227.4192,213.2266,205.30265,222.131575
211.194975,227.509225,213.270725,205.323,222.147025
211.267725,227.970475,213.3076,205.333,222.157375
211.392425,228.2335,213.321875,205.3549,222.241475
211.436775,228.517175,213.40535,205.36685,222.347625
211.64515,228.72535,213.482325,205.3841,222.427575
211.659525,228.778425,213.84965,205.4028,222.44785
211.711325,228.998075,213.85955,205.4156,222.50955
211.815775,229.126675,213.8933,205.443175,222.555725
211.876375,229.203025,213.90755,205.456575,222.648825
211.943825,229.214975,213.963025,205.47385,222.72865
211.982125,229.230075,214.018675,205.49975,222.8132
211.999825,229.235325,214.026,205.513275,222.882525
212.029125,229.244075,214.17735,205.5269,222.965275
212.045125,229.2961,214.226375,205.561725,223.070675
212.064725,229.601725,214.4931,205.57335,223.264875
212.122425,229.765775,214.50935,205.58135,223.28175
212.1626,229.8185,214.56615,205.5953,223.298
212.21315,229.873475,214.5805,205.642525,223.311625
212.22265,229.9843,214.607175,205.652175,223.34195
212.253925,229.999625,214.62255,205.6747,223.386125
212.26785,230.21,214.64565,205.6857,223.666
212.2871,230.263625,214.6645,205.69655,223.6948
212.30305,230.46485,214.77235,205.723475,223.739
212.366575,230.5955,214.78165,205.746825,223.759175
212.432375,230.643375,214.902625,205.76195,223.874525
212.4755,230.81545,214.912475,205.7846,224.045825
212.510425,231.02895,214.996225,205.812275,224.0494
212.557775,231.315975,215.017775,205.8402,224.08915
212.6021,231.45065,215.0453,205.854875,224.1274
212.629425,231.67875,215.0696,205.881525,224.245
212.66555,232.479575,215.172625,205.914125,224.349025
212.680275,232.7399,215.31055,205.936,224.3954
212.685575,232.8711,215.322775,205.96525,224.4793
212.69645,232.886275,215.3356,205.99595,224.54375
212.73185,232.91295,215.376325,206.019225,224.65185
212.75435,232.95855,215.410675,206.033525,224.712575
212.7696,232.970375,215.480975,206.045725,224.730025
212.8073,233.04585,215.553775,206.060475,224.837
212.83655,233.073,215.5927,206.06805,224.863925
212.853975,233.14385,215.630275,206.082475,224.9036
212.945175,233.159975,215.927025,206.108825,225.04855
213.002775,233.2388,215.946625,206.13465,225.1166
213.042525,233.27875,215.960075,206.14515,225.1573
213.075175,233.295075,215.978425,206.17095,225.21555
213.099825,233.81235,216.0728,206.185275,225.2325
213.1277,234.544175,216.112025,206.201625,225.252125
213.19485,234.62135,216.143275,206.21025,225.258625
213.2013,234.789075,216.172625,206.227025,225.265325
213.258125,234.970475,216.210975,206.238775,225.28785
213.281075,235.32625,216.252225,206.257025,225.323175
213.29055,235.363575,216.2707,206.26895,225.39675
213.344025,235.425725,216.301,206.2841,225.48335
213.386475,235.49655,216.32085,206.318475,225.5048
213.449925,235.616375,216.372775,206.330625,225.566775
213.4763,235.701625,216.387075,206.339425,225.575
213.57185,235.72415,216.44445,206.354525,225.68235
213.62115,235.802225,216.4883,206.369525,225.7186
213.642275,235.823,216.49705,206.3742,225.740425
213.692025,236.097975,216.60295,206.4095,225.75585
213.744725,236.19795,216.6399,206.41995,225.8723
213.782475,236.2424,216.82795,206.443625,225.88055
213.832175,236.336575,216.849775,206.455025,225.89005
213.884275,236.498125,216.8882,206.466825,225.956575
213.977725,236.51065,216.941175,206.478375,226.0598
214.04305,236.59465,216.959675,206.4905,226.08225
214.06825,236.91785,216.97075,206.498675,226.084525
214.0979,237.132525,217.031275,206.509925,226.16295
214.10485,237.2748,217.04275,206.546175,226.256275
214.14825,237.437775,217.050875,206.56075,226.266975
214.245925,237.634375,217.18205,206.57355,226.370775
214.26815,237.71385,217.238725,206.58165,226.494725
214.301575,237.794,217.24905,206.62295,226.50485
214.347575,238.1692,217.266875,206.641275,226.534275
214.38055,238.268675,217.3076,206.6475,226.771425
214.4181,238.35935,217.3241,206.659575,226.785825
214.430475,238.39115,217.355375,206.71455,226.9841
214.435125,238.41615,217.373975,206.724875,227.25605
214.457625,238.4768,217.38885,206.732375,227.356575
214.50245,238.66645,217.440675,206.757025,227.5397
214.565725,238.692025,217.529025,206.7815,227.660575
214.578975,238.74715,217.549575,206.8101,227.78635
214.59575,238.7965,217.642625,206.829025,228.000425
214.603975,238.80755,217.70305,206.873475,228.0467
214.6213,238.908575,217.81135,206.887525,228.1012
