SPK_SPKC02b,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC12a,SPK_SPKC13a
3332.589325,3303.654175,3241.168875,3223.000825,3325.2072
3332.8014,3303.709275,3241.206525,3223.0214,3325.240825
3332.882625,3303.71815,3241.2613,3223.128225,3325.2888
3333.078275,3303.9836,3241.273775,3223.1736,3325.753775
3333.197625,3304.020425,3241.282425,3223.20115,3325.796075
3333.214975,3304.1617,3241.318225,3223.2223,3325.92805
3333.275075,3304.226625,3241.3556,3223.235575,3326.005575
3333.3203,3304.2382,3241.382175,3223.261025,3326.018925
3333.388875,3304.3454,3241.408775,3223.282725,3326.51745
3333.515725,3304.573025,3241.427775,3223.29925,3326.57925
3333.58815,3304.7336,3241.4421,3223.33565,3326.731125
3333.66085,3304.9948,3241.46485,3223.378825,3327.686375
3333.691075,3305.20605,3241.495675,3223.42765,3327.711275
3333.7095,3305.3329,3241.53165,3223.4342,3327.792875
3333.887225,3305.34675,3241.562225,3223.495575,3327.817775
3334.307675,3305.476625,3241.578225,3223.509675,3328.200975
3334.6108,3305.546675,3241.8188,3223.5187,3328.214275
3334.82135,3305.6803,3241.8202,3223.532625,3328.419925
3335.86695,3305.7321,3241.825275,3223.56835,3328.878225
3335.9485,3305.785225,3241.83365,3223.584375,3328.946075
3336.123075,3305.915875,3241.86245,3223.608075,3329.30895
3336.148,3305.9867,3241.868425,3223.614675,3329.336125
3336.461275,3306.0666,3241.900925,3223.62345,3329.3835
3336.480675,3306.39175,3242.2259,3223.630925,3329.41985
3336.54975,3306.445925,3242.254825,3223.640825,3330.016775
3336.639925,3306.446925,3242.2841,3223.68195,3330.33875
3336.733775,3306.972775,3242.346625,3223.6918,3330.56225
3336.920075,3306.989875,3242.3735,3223.7076,3330.6422
3336.971525,3307.202475,3242.4424,3223.8081,3330.66455
3337.1479,3307.630075,3242.507575,3223.8558,3330.680025
3337.17855,3307.658575,3242.584575,3223.8717,3330.82605
3337.21985,3307.735525,3242.599325,3223.8808,3330.879725
3337.3195,3307.746875,3242.67675,3223.94015,3331.275775
3337.436775,3307.83355,3242.821175,3223.98405,3331.500025
3337.552175,3307.88,3242.919,3224.04355,3331.604825
3337.75125,3307.94,3242.951125,3224.052725,3331.781325
3337.896875,3307.9542,3242.97635,3224.079625,3332.031125
3338.0521,3307.99535,3243.039675,3224.115575,3332.1509
3338.090775,3308.01215,3243.05615,3224.126675,3332.182125
3338.350425,3308.058425,3243.241575,3224.1455,3332.3694
3338.840175,3308.102875,3243.256925,3224.154475,3332.9976
3339.03515,3308.19845,3243.283725,3224.1958,3333.07865
3339.193225,3308.6012,3243.290725,3224.19705,3333.4321
3339.420025,3308.630225,3243.314175,3224.2147,3333.7591
3339.43335,3308.6513,3243.3228,3224.23715,3333.813125
3339.553,3308.6526,3243.352925,3224.2648,3333.946725
3339.768475,3308.69625,3243.3921,3224.276775,3333.96155
3340.3036,3308.773875,3243.42575,3224.2948,3334.02995
3340.423975,3308.7891,3243.473875,3224.37075,3334.188225
3340.437625,3309.438225,3243.579525,3224.3855,3334.289425
3340.6209,3309.46105,3243.629375,3224.392925,3334.353
3340.934925,3309.469025,3243.647825,3224.417075,3334.680075
3340.978525,3309.5492,3243.66,3224.460575,3334.7816
3341.3864,3309.626825,3243.698425,3224.473025,3335.302725
3341.4477,3309.686075,3243.738475,3224.487925,3335.33925
3341.753625,3309.7382,3243.785625,3224.49655,3335.4766
3341.9992,3309.9111,3243.80585,3224.555525,3335.634675
3342.382525,3310.116075,3243.8187,3224.56355,3335.8362
3342.490175,3310.1533,3243.823525,3224.5779,3335.858575
3342.6067,3310.1831,3243.895275,3224.586325,3336.011075
3342.661675,3310.246075,3243.9067,3224.596075,3336.2302
3342.84255,3310.365725,3243.914125,3224.640875,3336.378675
3342.92595,3310.433875,3243.9657,3224.693425,3336.441625
3342.927375,3310.4418,3243.976425,3224.704975,3336.552925
3343.03955,3310.521525,3243.98535,3224.713625,3336.864525
3343.1688,3310.617325,3243.9948,3224.80425,3337.170175
3343.2577,3310.70165,3244.136175,3224.814325,3337.236475
3343.32205,3310.70725,3244.1997,3224.8202,3337.32345
3343.6977,3310.762225,3244.26955,3224.83265,3337.482875
3343.703575,3310.813325,3244.289825,3224.847125,3337.588825
3343.742225,3311.010225,3244.325725,3224.85595,3337.764425
3343.8446,3311.203325,3244.35165,3224.86445,3337.933525
3343.8805,3311.225525,3244.362425,3224.877075,3338.616225
3343.8841,3311.25165,3244.368225,3224.895525,3338.63215
3343.986125,3311.425775,3244.3808,3224.91325,3338.7055
3344.009275,3311.445125,3244.4137,3224.929775,3338.806125
3344.050325,3311.7919,3244.424225,3224.95925,3338.880225
3344.2743,3311.87925,3244.4593,3225.0283,3339.0217
3344.298475,3311.898125,3244.472275,3225.085625,3339.148425
3344.318725,3311.9972,3244.4854,3225.095875,3339.327925
3344.355575,3312.1421,3244.5067,3225.097375,3339.559575
3344.418875,3312.451375,3244.5196,3225.107675,3339.64275
3344.430675,3312.61965,3244.562575,3225.119675,3339.943
3344.49295,3312.744975,3244.573075,3225.120875,3340.268025
3344.561,3312.750425,3244.65915,3225.143,3340.47915
3344.662825,3312.76145,3244.699075,3225.264825,3340.5221
3344.778375,3312.779275,3244.7166,3225.398375,3340.570625
3344.857325,3312.921825,3244.774775,3225.4373,3340.614775
3344.941075,3313.0061,3244.8099,3225.56995,3340.79865
3344.986375,3313.279,3244.837625,3225.58345,3340.927625
3345.070925,3313.2994,3244.870625,3225.592325,3341.000925
3345.138825,3313.33315,3244.87375,3225.685275,3341.287625
3345.48895,3313.354025,3244.884875,3225.689725,3341.549275
3345.7358,3313.394275,3244.928425,3225.698,3341.822025
3345.83555,3313.87465,3245.0157,3225.70445,3341.917725
3346.196775,3313.973375,3245.05375,3225.709575,3341.92345
3346.2934,3313.9811,3245.1231,3225.72265,3342.0292
3346.5422,3314.083825,3245.16885,3225.8508,3342.3413
3346.563225,3314.37445,3245.227,3225.887775,3342.546925
3346.5962,3314.514,3245.28085,3225.904975,3342.666775
3346.635625,3314.553625,3245.321075,3225.93865,3342.94995
3346.71955,3314.65805,3245.433325,3225.963925,3342.9793
3346.84075,3314.718025,3245.492725,3225.989925,3343.089625
3346.8987,3314.8426,3245.501025,3225.995625,3343.206975
3347.060275,3315.015375,3245.51515,3226.002725,3343.391425
3347.1715,3315.134075,3245.598075,3226.007425,3343.615625
3347.211125,3315.38455,3245.727425,3226.024,3343.645475
3347.2541,3315.624725,3245.781975,3226.033475,3343.6661
3347.2894,3315.68615,3245.816075,3226.04085,3343.822225
3347.9877,3315.9438,3245.828825,3226.07375,3344.22825
3347.99815,3316.00175,3245.8532,3226.12715,3344.4163
3348.123625,3316.277775,3245.88475,3226.142325,3344.45635
3348.249925,3316.3205,3245.9029,3226.1577,3344.62935
3348.28035,3316.337925,3245.90675,3226.2062,3344.73315
3348.297425,3316.432975,3245.930775,3226.256175,3344.77225
3348.45365,3316.478925,3245.93845,3226.292475,3344.87465
3348.493225,3316.59875,3245.945725,3226.325625,3344.89895
3348.520525,3316.692825,3245.999375,3226.371375,3345.15705
3348.528775,3316.775675,3246.0158,3226.38835,3345.40545
3348.652925,3316.878125,3246.1102,3226.4072,3345.417
3348.840225,3317.1318,3246.126075,3226.415575,3345.454675
3348.868775,3317.20855,3246.171925,3226.41825,3345.520825
3349.0143,3317.26095,3246.257825,3226.43985,3345.533225
3349.0624,3317.282175,3246.318275,3226.442025,3345.5892
3349.0984,3317.73675,3246.36435,3226.45035,3345.6406
3349.1083,3317.85075,3246.397825,3226.457925,3345.862775
3349.1144,3317.86075,3246.4101,3226.472925,3346.102275
3349.13305,3318.102725,3246.5213,3226.483825,3346.227
3349.15955,3318.21245,3246.5382,3226.5112,3346.314925
3349.17945,3318.332925,3246.5513,3226.5404,3346.469975
3349.191525,3318.346625,3246.568825,3226.58025,3346.643625
3349.47575,3318.425775,3246.617125,3226.5972,3346.774775
3349.506575,3318.46405,3246.624425,3226.632825,3346.87765
3349.55235,3318.470175,3246.661875,3226.66,3347.0042
3349.6404,3318.75805,3246.67685,3226.741775,3347.1466
3349.6977,3318.768575,3246.70195,3226.783025,3347.2966
3349.7102,3318.828625,3246.801475,3226.83175,3347.341175
3349.770125,3318.901725,3246.904,3226.841625,3347.35785
3349.7976,3319.136725,3246.914825,3226.875725,3347.687475
3349.866775,3319.185375,3246.924025,3226.949,3347.8938
3349.9209,3319.192675,3247.035575,3226.959775,3348.049125
3350.0036,3319.222075,3247.173825,3226.97315,3348.1809
3350.090775,3319.718525,3247.188775,3226.99095,3348.210025
3350.244525,3319.83185,3247.199525,3227.045225,3348.2332
3350.31375,3319.9265,3247.21725,3227.064075,3348.42135
3350.370125,3320.155975,3247.2863,3227.071475,3348.458675
3350.42125,3320.1687,3247.310125,3227.081025,3348.509475
3350.464475,3320.1723,3247.3503,3227.12695,3348.81105
3350.505675,3320.206325,3247.397475,3227.14295,3348.866175
3350.7549,3320.251125,3247.456425,3227.1723,3348.884625
3350.791125,3320.37355,3247.467675,3227.210825,3348.96965
3351.1342,3320.4491,3247.48005,3227.2627,3349.063375
3351.172025,3320.521425,3247.54265,3227.31525,3349.12095
3351.183325,3320.5459,3247.569175,3227.320325,3349.331275
3351.23365,3320.61445,3247.613425,3227.338275,3349.468225
3351.40555,3320.652525,3247.695575,3227.3439,3349.577475
3351.483525,3320.756525,3247.9138,3227.357625,3349.71975
3351.535325,3320.84675,3247.9286,3227.416125,3349.819775
3351.81425,3320.914725,3248.116725,3227.429225,3349.915975
3351.85755,3320.96505,3248.2018,3227.4502,3350.3296
3351.9618,3320.97655,3248.2564,3227.471525,3350.496725
3351.997,3321.08125,3248.2824,3227.512525,3350.813
3352.026375,3321.224025,3248.34495,3227.5595,3350.8479
3352.0275,3321.241425,3248.39285,3227.57375,3350.9409
3352.08625,3321.288525,3248.39995,3227.6199,3351.180325
3352.1833,3321.3067,3248.44765,3227.68745,3351.649875
3352.196725,3321.321225,3248.634925,3227.7667,3351.7264
3352.43745,3321.331725,3248.64165,3227.80915,3351.958925
3352.485275,3321.4818,3248.69675,3227.8199,3352.4053
3352.883375,3321.7046,3248.8854,3227.83115,3352.42835
3352.901275,3321.85585,3248.97795,3227.84385,3352.7614
3352.9275,3321.987675,3248.9844,3227.84815,3353.3849
3352.92865,3322.00985,3248.991925,3227.860125,3353.500275
3353.174275,3322.058,3249.0061,3227.8648,3353.6134
3353.2559,3322.160275,3249.0688,3227.90565,3353.654525
3353.287125,3322.399125,3249.0875,3227.949275,3353.7375
3353.311675,3322.464,3249.186125,3227.955025,3353.757675
3353.43785,3322.4675,3249.280525,3227.9648,3353.803575
3353.57795,3322.505225,3249.425825,3227.99445,3354.0206
3353.614725,3322.780125,3249.46005,3228.011975,3354.056075
3353.726525,3322.867225,3249.494275,3228.115125,3354.1391
3353.73765,3322.956525,3249.50475,3228.216525,3354.1543
3353.856175,3323.006525,3249.524875,3228.231225,3354.497925
3353.87465,3323.331525,3249.536925,3228.2426,3354.54795
3353.931725,3323.361875,3249.68215,3228.26235,3354.70335
3354.136125,3323.381075,3249.7295,3228.30665,3354.750925
3354.3839,3323.429625,3249.775175,3228.314225,3354.848425
3354.48775,3323.44405,3249.816325,3228.3282,3354.866025
3354.511425,3323.630075,3249.834825,3228.357825,3354.9573
3354.5276,3323.800275,3249.9223,3228.375675,3355.26805
3354.537625,3323.835225,3249.94055,3228.39125,3355.334125
3354.77655,3324.133175,3249.9622,3228.403825,3355.998825
3354.788275,3324.186675,3249.994575,3228.42735,3356.062475
3354.84375,3324.2751,3250.0132,3228.461275,3356.075425
3354.845225,3324.286125,3250.073275,3228.4756,3356.9102
3354.980075,3324.306225,3250.1296,3228.514725,3357.435975
3355.015875,3324.3715,3250.1583,3228.55025,3357.59585
3355.305,3324.519975,3250.162425,3228.5626,3357.772425
3355.40815,3324.77205,3250.1689,3228.602625,3358.071425
3355.5719,3324.85945,3250.263675,3228.626,3358.130975
3355.757875,3324.86135,3250.339175,3228.64525,3358.436475
3356.16125,3324.90545,3250.509025,3228.657825,3358.45895
3356.2363,3325.0665,3250.530175,3228.663675,3358.7515
3356.265225,3325.1029,3250.577425,3228.694575,3358.88355
3356.352,3325.1483,3250.6037,3228.71875,3359.13985
3356.4266,3325.3434,3250.60915,3228.728625,3359.434125
3356.43185,3325.372,3250.658975,3228.73765,3359.557075
3356.548925,3325.786125,3250.691325,3228.752925,3359.62825
3356.551075,3325.828525,3250.78335,3228.761875,3359.7717
3356.637975,3325.9376,3250.873275,3228.778375,3359.846225
3356.7612,3326.00565,3250.88885,3228.792975,3359.9526
3356.8254,3326.0819,3250.91395,3228.8034,3360.06195
3356.924375,3326.091175,3250.982775,3228.816825,3360.241075
3356.9627,3326.157225,3251.003425,3228.83605,3360.28665
3357.06135,3326.1789,3251.0421,3228.850375,3360.47575
3357.1292,3326.22295,3251.104925,3228.8759,3360.4974
3357.131925,3326.57925,3251.210375,3228.890975,3360.61765
3357.2935,3326.75205,3251.284125,3228.90955,3360.708725
3357.336775,3326.8377,3251.334625,3228.935625,3360.7244
3357.57555,3326.957025,3251.4893,3228.991975,3360.741225
3357.8047,3327.0289,3251.518425,3229.1,3360.7837
3357.953775,3327.05275,3251.52915,3229.124675,3360.887325
3358.038675,3327.0566,3251.536625,3229.1611,3360.9127
3358.2602,3327.386225,3251.58035,3229.172675,3360.9882
3358.4825,3327.879625,3251.5895,3229.2312,3361.138625
3358.568175,3327.903575,3251.598775,3229.2507,3361.2674
3358.62905,3327.98305,3251.63515,3229.262425,3361.3171
3358.6791,3327.9901,3251.67515,3229.302225,3361.51575
3358.88255,3328.027475,3251.7143,3229.319375,3361.636675
3358.909225,3328.61575,3251.761,3229.328075,3361.6851
3358.9811,3328.6461,3251.768375,3229.372975,3361.7439
3358.983275,3328.871275,3251.978875,3229.3896,3361.756975
3359.2984,3329.0192,3252.0062,3229.43075,3361.7822
3359.473375,3329.229675,3252.02215,3229.49795,3361.844475
3359.510875,3329.25275,3252.031375,3229.516675,3361.8625
3359.79555,3329.4075,3252.0411,3229.526575,3361.93845
3359.810025,3329.465,3252.05375,3229.5291,3362.02075
3359.820875,3329.492075,3252.059475,3229.546775,3362.073975
3359.9289,3329.5011,3252.0928,3229.553275,3362.146025
3360.21475,3329.519125,3252.1149,3229.597675,3362.1558
3360.336925,3330.178125,3252.138575,3229.606275,3362.3475
3360.4886,3330.18355,3252.160425,3229.6392,3362.45625
3360.695275,3330.227625,3252.191425,3229.658325,3362.5165
3360.8462,3330.237425,3252.238175,3229.708225,3362.5974
3360.884175,3330.24945,3252.266925,3229.78265,3362.647025
3360.894025,3330.28655,3252.312275,3229.802725,3362.6482
3361.093575,3330.313275,3252.4028,3229.81975,3362.7252
3361.25755,3330.34005,3252.4135,3229.840225,3362.8636
3361.4386,3330.670625,3252.416,3229.8943,3362.8872
3361.6426,3330.896725,3252.423,3229.908,3362.970425
3362.034275,3330.93715,3252.5081,3229.918625,3363.162325
3362.0414,3330.944075,3252.57765,3229.9325,3363.218875
3362.24325,3330.95795,3252.657625,3229.94145,3363.26485
3362.3097,3331.225925,3252.787775,3229.95395,3363.364725
3362.455375,3331.3289,3252.85245,3229.9655,3363.545175
3362.50545,3331.608475,3252.88715,3229.97905,3363.653375
3362.618075,3331.7123,3252.93645,3229.98525,3363.95285
3362.99865,3331.88345,3252.950275,3229.99215,3364.1302
3363.3888,3331.980125,3252.992175,3230.01825,3364.28955
3363.406,3332.214,3253.01385,3230.05515,3364.365075
3363.4255,3332.349375,3253.037175,3230.072175,3364.4292
3363.565975,3332.352725,3253.1294,3230.079075,3364.640775
3363.932175,3332.471275,3253.144175,3230.101675,3364.68385
3364.027075,3332.5972,3253.145975,3230.137275,3364.709675
3364.0865,3332.59945,3253.1775,3230.162375,3364.727975
3364.169825,3332.9624,3253.1949,3230.218375,3365.02795
3364.32245,3333.08805,3253.214425,3230.22595,3365.343125
3364.400575,3333.11155,3253.274375,3230.2449,3365.35875
3364.42805,3333.320175,3253.28335,3230.254325,3365.3666
3364.44,3333.3723,3253.303175,3230.27445,3365.3832
3364.489225,3333.473425,3253.377925,3230.2874,3365.43455
3364.59975,3333.868325,3253.423775,3230.298075,3365.764775
3364.793425,3333.9329,3253.454725,3230.30405,3365.8397
3364.8287,3334.039825,3253.485825,3230.312225,3366.002875
3365.06135,3334.195,3253.56445,3230.321925,3366.139075
3365.09255,3334.9288,3253.6008,3230.3338,3366.418175
3365.373875,3334.949075,3253.623325,3230.3444,3366.70975
3365.38215,3334.97265,3253.78885,3230.38785,3367.3955
3365.40645,3335.010375,3253.8905,3230.40455,3367.630575
3365.500625,3335.189075,3253.918,3230.415075,3368.29785
3365.6526,3335.307825,3253.95885,3230.45465,3368.587125
3365.717225,3335.339225,3254.034525,3230.4716,3368.726575
3366.14155,3335.3689,3254.05025,3230.48775,3368.97895
3366.149675,3335.66515,3254.05275,3230.499775,3369.045625
3366.150825,3335.735825,3254.061075,3230.5072,3369.2351
3366.189175,3335.851325,3254.078475,3230.5567,3369.8151
3366.2083,3335.946325,3254.084375,3230.63715,3369.9318
3366.4674,3336.46395,3254.1489,3230.650125,3369.959125
3366.613775,3336.552925,3254.27885,3230.6706,3370.17575
3366.64575,3336.7592,3254.2881,3230.7184,3370.2583
3366.64965,3336.90045,3254.336425,3230.7998,3370.93865
3366.7909,3336.927975,3254.347025,3230.893875,3371.1238
3366.99895,3337.323475,3254.36775,3230.929125,3371.31875
3367.0688,3337.764425,3254.479575,3230.940975,3371.33305
3367.11935,3337.790625,3254.522575,3230.957675,3371.44
3367.23725,3337.93355,3254.5623,3230.983575,3371.544975
3367.370725,3338.1891,3254.632925,3230.991825,3371.612925
3367.4367,3338.4197,3254.656775,3231.011775,3371.651725
3367.5641,3338.441825,3254.747325,3231.0477,3371.66765
3367.607625,3338.508875,3254.827725,3231.056175,3371.83045
3367.9279,3338.5698,3254.85305,3231.068375,3371.858725
3368.05405,3338.70025,3254.872625,3231.092675,3371.91845
3368.447125,3338.770425,3254.9268,3231.139725,3372.202775
3368.482575,3339.6899,3254.96875,3231.175375,3372.2986
3368.4845,3339.74595,3255.016025,3231.176625,3372.438475
3368.5555,3339.99505,3255.14635,3231.207225,3372.532875
3368.8151,3340.272625,3255.17915,3231.2341,3372.7259
3369.072975,3340.419825,3255.327225,3231.241425,3372.83235
3369.101475,3340.4792,3255.3694,3231.271525,3373.0164
3369.35645,3340.7303,3255.432375,3231.318675,3373.15575
3369.468225,3340.774675,3255.4424,3231.3367,3373.32885
3369.55735,3341.1274,3255.504525,3231.358325,3373.34885
3369.57765,3341.348875,3255.617125,3231.37985,3373.7785
3369.6292,3341.50085,3255.651875,3231.391275,3373.866925
3370.163475,3341.654975,3255.668325,3231.399975,3374.54165
3370.25695,3341.79395,3255.7258,3231.4055,3374.652
3370.416875,3341.860625,3255.8131,3231.416425,3374.68655
3370.51335,3341.956025,3255.85515,3231.438325,3374.864775
3370.5827,3342.050725,3255.878475,3231.452825,3375.40005
3370.7751,3342.543325,3255.957725,3231.46525,3375.52895
3370.8858,3342.591225,3256.071925,3231.476125,3375.56285
3370.913425,3342.59705,3256.095375,3231.4876,3375.70475
3370.9938,3342.813825,3256.120775,3231.512175,3375.9816
3371.02045,3342.81805,3256.145225,3231.528,3376.010225
3371.080225,3342.914425,3256.2217,3231.548,3376.354975
3371.084825,3343.0565,3256.33575,3231.56195,3376.682625
3371.329325,3343.09475,3256.45215,3231.5701,3376.935775
3371.349975,3343.136775,3256.557825,3231.60495,3376.9689
3371.5697,3343.5135,3256.607825,3231.6141,3377.219425
3371.6065,3343.541175,3256.652275,3231.6216,3377.599625
3371.686875,3343.6831,3256.654,3231.6373,3377.632525
3371.836175,3343.781,3256.661,3231.645725,3377.692775
3371.854725,3343.794,3256.7122,3231.65425,3377.8429
3372.06085,3343.80175,3256.745975,3231.662075,3377.956225
3372.430625,3343.8253,3256.7961,3231.669225,3378.123
3372.592325,3343.8841,3256.901475,3231.745525,3378.2707
3372.738275,3344.175975,3257.012975,3231.761075,3378.494325
3372.742175,3344.2958,3257.02465,3231.789375,3378.50075
3372.84265,3344.342675,3257.0716,3231.815725,3378.58805
3372.971775,3344.3774,3257.110825,3231.8228,3378.669925
3373.078775,3344.396475,3257.138625,3231.8357,3378.698775
3373.319275,3344.46455,3257.15835,3231.844775,3378.7808
3373.3722,3344.6724,3257.194725,3231.860375,3378.814675
3373.5283,3344.69645,3257.2144,3231.8755,3378.9689
3373.612975,3344.714325,3257.240875,3231.8963,3379.15135
3373.61445,3344.8358,3257.2609,3231.90325,3379.1753
3373.758075,3344.969,3257.29,3231.9138,3379.22105
3373.808625,3345.3336,3257.308525,3231.9184,3379.3136
3373.818375,3345.3939,3257.36995,3231.922325,3379.34265
3373.971975,3345.520825,3257.435725,3231.931525,3379.53295
3374.314075,3345.552425,3257.45945,3231.93555,3379.595575
3374.39025,3345.673375,3257.465525,3232.00995,3379.9478
3374.415825,3345.865175,3257.492325,3232.02565,3380.00355
3374.449625,3346.009325,3257.50405,3232.0558,3380.044925
3374.562575,3346.2406,3257.59725,3232.068825,3380.2325
3374.59935,3346.3346,3257.603225,3232.0761,3380.777975
3374.6308,3346.4107,3257.74935,3232.174775,3380.80225
3374.79035,3346.641125,3257.893,3232.1895,3381.261825
3374.88935,3346.695425,3258.002425,3232.195675,3381.3458
3374.95045,3346.877675,3258.0423,3232.213825,3381.426775
3375.42695,3347.133675,3258.05925,3232.227,3381.611625
3375.5372,3347.208225,3258.10405,3232.234975,3381.643775
3375.6108,3347.23675,3258.1115,3232.245775,3382.383675
3375.62195,3347.25405,3258.126175,3232.254275,3382.5677
3375.6552,3347.334675,3258.132475,3232.27125,3382.920925
3375.74035,3347.451025,3258.178525,3232.316925,3383.28
3375.7661,3347.971475,3258.187675,3232.3323,3383.298875
3375.92235,3348.04655,3258.19335,3232.37165,3383.33125
3376.260725,3348.158775,3258.199725,3232.3763,3383.60595
3376.308925,3348.180975,3258.39985,3232.390275,3383.621825
3376.329575,3348.1871,3258.520925,3232.39965,3383.7433
3376.68245,3348.267875,3258.54835,3232.414275,3383.923175
3376.827925,3348.37575,3258.571625,3232.423975,3383.938425
3376.954525,3348.547625,3258.6189,3232.4895,3384.2262
3377.0546,3348.811075,3258.693025,3232.50305,3384.30935
3377.117325,3348.9535,3258.724275,3232.55135,3384.612325
3377.29165,3348.957125,3258.730925,3232.562075,3385.2109
3377.390475,3349.03925,3258.7572,3232.595625,3385.258975
3377.4592,3349.050675,3258.776875,3232.626025,3385.64205
3377.9516,3349.0704,3258.783,3232.671525,3385.652325
3378.016625,3349.0963,3258.825825,3232.7065,3385.832925
3378.04425,3349.15575,3258.83685,3232.754525,3386.014175
3378.056725,3349.33125,3258.839625,3232.761375,3386.21535
3378.32095,3349.68855,3258.853825,3232.76965,3386.28735
3378.384075,3349.705825,3258.878225,3232.79465,3386.361925
3378.49885,3349.764825,3258.887525,3232.803025,3386.657
3378.556125,3350.020625,3258.94105,3232.820625,3386.908825
3378.784075,3350.03995,3258.9711,3232.8373,3387.267325
3378.84915,3350.064425,3259.0177,3232.848525,3387.358325
3378.85325,3350.084075,3259.055775,3232.854175,3387.597925
3378.862425,3350.244475,3259.0953,3232.8607,3387.62495
3378.94915,3350.340175,3259.12555,3232.8743,3387.635625
3379.0638,3350.48045,3259.143075,3232.893875,3387.72475
3379.1059,3350.53495,3259.192925,3232.9077,3388.006625
3379.33245,3350.722775,3259.363275,3232.97305,3388.0486
3379.37365,3350.816825,3259.364275,3233.000725,3388.130975
3379.38385,3350.89,3259.423525,3233.028975,3388.384075
3379.424575,3350.89605,3259.4321,3233.095675,3388.42915
3379.573025,3350.910625,3259.4435,3233.12495,3388.610175
3379.87175,3351.02755,3259.51035,3233.132925,3388.75415
3380.034,3351.086925,3259.553725,3233.1647,3389.013225
3380.095225,3351.128225,3259.5606,3233.178875,3389.6099
3380.123875,3351.171175,3259.589125,3233.2001,3389.6271
3380.17615,3351.21145,3259.5991,3233.210525,3389.731125
3380.28355,3351.324475,3259.6567,3233.23115,3389.738525
3380.332925,3351.3922,3259.702825,3233.23245,3390.0544
3380.515225,3351.44055,3259.74635,3233.258675,3390.1941
3380.759375,3351.468175,3259.825225,3233.2829,3390.485725
3380.8223,3351.478175,3259.8944,3233.2927,3390.60415
3381.012025,3351.508175,3259.92055,3233.30325,3390.62425
3381.2664,3351.643525,3259.925325,3233.3076,3390.689225
3381.294025,3351.97915,3260.103775,3233.3222,3390.835375
3381.36865,3352.1831,3260.183275,3233.348275,3390.8629
3381.7029,3352.34915,3260.19695,3233.3863,3391.169525
3381.788425,3352.514575,3260.255875,3233.424975,3391.37105
3381.849625,3352.5334,3260.28235,3233.521175,3391.634525
3381.897925,3352.6812,3260.28725,3233.5531,3391.787425
3382.034925,3352.7038,3260.290625,3233.566625,3391.82505
3382.07285,3352.960525,3260.3131,3233.604625,3392.3995
3382.35245,3353.004475,3260.338575,3233.650775,3392.762425
3382.3689,3353.1516,3260.36255,3233.673825,3393.007
3382.38195,3353.255825,3260.4875,3233.677875,3393.17535
3382.438675,3353.50145,3260.50265,3233.708825,3393.349125
3382.60945,3353.602875,3260.521275,3233.76065,3393.401375
3382.835575,3353.737525,3260.5437,3233.8056,3393.656425
3382.860775,3353.785325,3260.5959,3233.8367,3393.7134
3382.9343,3353.7883,3260.608625,3233.849075,3393.72515
3383.2599,3353.8365,3260.6348,3233.85615,3393.937125
3383.264375,3353.868225,3260.657825,3233.889525,3393.995125
3383.29365,3353.880375,3260.735375,3233.898725,3394.041675
3383.426975,3353.8915,3260.783025,3233.9195,3394.06695
3383.4428,3353.930925,3260.809825,3233.945325,3394.073075
3383.456075,3354.006275,3260.90515,3233.97125,3394.17285
3383.51975,3354.433775,3260.90885,3233.990525,3394.267025
3384.24555,3354.547925,3260.990175,3233.9986,3394.398775
3384.4577,3354.61115,3260.9914,3234.007,3394.673675
3384.488825,3354.73635,3261.120175,3234.01985,3394.848875
3384.667875,3354.85485,3261.16805,3234.028025,3394.9056
3384.7931,3354.980025,3261.205525,3234.059125,3394.937925
3384.95155,3355.023075,3261.2376,3234.124425,3395.268825
3385.1957,3355.3672,3261.2648,3234.13715,3395.334375
3385.254775,3355.383875,3261.352925,3234.17005,3395.34555
3385.61755,3355.44645,3261.3829,3234.19035,3395.680575
3385.645075,3355.571875,3261.407675,3234.2423,3395.75705
3385.720675,3355.58035,3261.437525,3234.259925,3395.78765
3385.9109,3355.61645,3261.50805,3234.29275,3396.00315
3386.10165,3355.73955,3261.514425,3234.30255,3396.13955
3386.24025,3355.812275,3261.622,3234.3231,3396.336025
3386.3424,3355.920525,3261.690225,3234.342975,3396.3687
3386.346225,3356.07545,3261.724875,3234.35195,3396.55845
3386.4777,3356.078825,3261.78905,3234.36005,3396.575125
3386.614,3356.209425,3261.869475,3234.3866,3397.186025
3386.769525,3356.32545,3261.87815,3234.39485,3397.402275
3386.848975,3356.510575,3261.9124,3234.43135,3398.14735
3386.9634,3357.210125,3261.920275,3234.4395,3399.399825
3387.00405,3357.2216,3261.930025,3234.472975,3399.4398
3387.060775,3357.793225,3261.941075,3234.56205,3399.507075
3387.0767,3358.03785,3261.947,3234.59695,3399.553475
3387.149975,3358.043425,3261.973575,3234.614325,3399.654475
3387.23245,3358.0715,3261.980325,3234.63755,3399.75605
3387.421,3358.14405,3262.021325,3234.688325,
3387.443325,3358.245175,3262.08245,3234.690625,
3387.482175,3358.358925,3262.091625,3234.7225,
3387.69915,3358.41015,3262.1095,3234.737525,
3387.750875,3358.555175,3262.196375,3234.8363,
3388.0099,3359.014175,3262.267025,3234.848975,
3388.0291,3359.1267,3262.299075,3234.85505,
3388.151525,3359.745275,3262.4091,3234.866875,
