SPK_SPKC07a (inhi),SPK_SPKC10a (no opto-tagging),SPK_SPKC16a (no clear)
525.9314,599.365875,
525.9475,599.696925,
525.971325,599.74765,
525.97745,599.8436,
525.9906,599.908025,
526.00105,600.007925,
526.007125,600.19035,
526.04015,600.2819,
526.080925,600.4314,
526.097525,600.556625,
526.11905,600.576675,
526.135825,600.934625,
526.21545,601.161825,
526.230575,601.2237,
526.24685,601.227125,
526.262225,601.3141,
526.27245,601.3221,
526.28445,601.5509,
526.296975,601.6903,
526.309325,601.704325,
526.321075,601.74885,
526.329775,601.81685,
526.34135,601.8238,
526.3478,601.83415,
526.356925,601.879425,
526.36615,601.904725,
526.3774,601.9514,
526.40315,602.293975,
526.413075,602.347975,
526.4367,602.565875,
526.44775,602.6114,
526.459375,602.681575,
526.481075,602.701825,
526.492875,602.952475,
526.5253,603.00505,
526.5381,603.03315,
526.568725,603.066725,
526.582175,603.0953,
526.59675,603.26845,
526.6211,603.3141,
526.640225,603.32415,
526.656625,603.472225,
526.6702,603.515075,
526.715425,603.7313,
526.724425,603.976425,
526.7452,604.18545,
526.76495,604.32485,
526.77375,604.3778,
526.784275,604.39665,
526.79945,604.425725,
526.819775,604.4526,
526.871475,604.496175,
526.8812,604.5076,
526.89565,604.691425,
526.91025,604.708825,
526.929875,604.793675,
526.942,604.88825,
526.958325,604.891025,
526.97405,604.920825,
526.994475,605.245275,
527.01035,605.496525,
527.043775,605.68535,
527.06985,605.874175,
527.1138,605.933675,
527.128675,605.97965,
527.14395,606.018975,
527.15475,606.11875,
527.1703,606.178275,
527.2091,606.590875,
527.24985,606.90685,
527.2755,607.0425,
527.28905,607.308125,
527.302225,607.318325,
527.30935,607.333925,
527.32035,607.45815,
527.3499,607.80305,
527.374575,607.81625,
527.4025,608.081225,
527.41845,608.123,
527.427625,608.336025,
527.46565,608.36515,
527.49425,608.40575,
527.518775,608.60325,
527.53845,608.684575,
527.5514,608.69945,
527.593075,608.718225,
527.60365,608.7344,
527.62775,608.766775,
527.6448,609.38885,
527.65455,609.7654,
527.6645,609.843175,
527.68645,609.99795,
527.696475,610.055825,
527.712175,610.4553,
527.7418,610.534925,
527.764875,610.689675,
527.781775,610.76665,
527.79965,610.8074,
527.8063,610.94815,
527.823275,610.972525,
527.830875,611.053725,
527.8379,611.2325,
527.86115,611.288125,
527.872125,611.379225,
527.905375,611.457175,
527.958625,611.511475,
527.965975,611.768925,
527.98155,611.810725,
528.0318,611.87235,
528.09335,611.923225,
528.113875,612.020575,
528.1231,612.057725,
528.13725,612.1814,
528.151275,612.25515,
528.1632,612.29245,
528.18045,612.387875,
528.188475,612.405775,
528.227375,612.4566,
528.250075,612.4941,
528.28025,612.531175,
528.3139,612.59685,
528.3296,612.676625,
528.34265,612.710775,
528.372525,612.712525,
528.4316,612.7317,
528.4538,612.783725,
528.48015,612.8193,
528.491575,613.002175,
528.5016,613.20245,
528.509775,613.2889,
528.525025,613.627375,
528.5359,613.8137,
528.576175,613.827475,
528.587525,613.8496,
528.612275,613.8964,
528.625325,613.953325,
528.6463,613.9931,
528.65685,614.007975,
528.66955,614.01945,
528.69815,614.253875,
528.71905,614.353475,
528.728875,614.453775,
528.7402,614.575375,
528.749775,614.617325,
528.75755,614.631225,
528.764975,614.70345,
528.772725,614.742125,
528.7784,614.778025,
528.785525,614.8842,
528.80025,614.986475,
528.844,615.223125,
528.85365,615.384825,
528.9171,615.39655,
528.944025,615.729975,
528.984875,615.742575,
528.992925,616.033475,
529.028125,616.6523,
529.057675,616.920975,
529.0773,617.25025,
529.0915,617.276,
529.102275,617.447775,
529.110325,617.5025,
529.1284,617.516075,
529.1668,617.5976,
529.19615,617.809425,
529.24765,617.822425,
529.2669,617.9812,
529.37155,618.073125,
529.40235,618.19645,
529.4305,618.2015,
529.4466,618.317525,
529.4751,618.416575,
529.49665,618.4507,
529.509825,618.459075,
529.5225,618.532975,
529.531675,618.571525,
529.558825,618.7604,
529.567975,618.7924,
529.57805,619.073575,
529.58585,619.118375,
529.598875,619.320425,
529.63515,619.476375,
529.64585,619.493775,
529.667225,619.6005,
529.676125,619.632725,
529.691075,619.700225,
529.698975,619.87565,
529.747775,620.036875,
529.782625,620.303375,
529.8592,620.3344,
529.95415,620.3736,
529.9643,620.4319,
529.973675,620.463,
529.9842,620.5429,
529.99035,620.713625,
530.002475,620.7325,
530.02155,620.937025,
530.03835,620.967425,
530.048675,621.034275,
530.067575,621.25565,
530.074325,621.455575,
530.0849,621.586725,
530.10395,621.649775,
530.114825,621.65795,
530.122725,622.29495,
530.144325,622.380275,
530.166575,622.7302,
530.1781,622.76475,
530.196925,622.85455,
530.209775,622.881325,
530.222625,623.01535,
530.23035,623.1671,
530.238575,623.242875,
530.25395,623.340625,
530.276725,623.412925,
530.29545,623.800025,
530.316275,623.8271,
530.33535,623.891725,
530.342725,624.06185,
530.349375,624.072775,
530.39795,624.23465,
530.4119,624.44815,
530.4323,624.519275,
530.451525,624.55465,
530.484925,624.66885,
530.519525,624.6853,
530.53285,624.772175,
530.543275,624.92535,
530.552475,625.082075,
530.611625,625.6551,
530.628675,625.714775,
530.64525,625.7707,
530.6661,625.8551,
530.6777,625.9237,
530.69085,625.96275,
530.698825,626.068725,
530.72235,626.1747,
530.734525,626.45865,
530.74525,626.73135,
530.7509,626.7493,
530.7687,627.03775,
530.786075,627.053075,
530.806975,627.13895,
530.81605,627.1962,
530.846325,627.2686,
530.854175,627.35,
530.86345,627.461875,
530.871825,627.5313,
530.885725,627.681675,
530.900225,628.025,
530.9052,628.48845,
530.944325,628.69335,
530.951425,628.864,
530.9771,628.97055,
530.99625,629.278075,
531.00665,629.7359,
531.033375,629.74955,
531.039575,629.884325,
531.04945,629.9126,
531.0698,630.14095,
531.081875,630.293,
531.10775,630.550225,
531.14705,630.57475,
531.18655,630.786775,
531.20465,630.909325,
531.2238,630.94915,
531.24145,631.00265,
531.2814,631.08635,
531.2912,631.26,
531.32055,631.344025,
531.33455,631.353225,
531.3639,631.5237,
531.392525,631.560975,
531.400125,631.70305,
531.411225,631.725175,
531.42005,631.96635,
531.43715,632.193125,
531.475875,632.507475,
531.48225,632.61875,
531.5228,632.784925,
531.5521,632.856225,
531.561325,633.074425,
531.57205,633.249825,
531.5848,633.293425,
531.5987,633.4967,
531.655175,633.5435,
531.68005,633.62465,
531.699175,633.649225,
531.7184,633.65595,
531.728875,633.700475,
531.749675,633.962475,
531.7608,634.0452,
531.7709,634.0569,
531.777725,634.3502,
531.804,634.563525,
531.84945,634.574875,
531.869575,634.99155,
531.8838,635.06075,
531.913625,635.165275,
531.94045,635.177975,
531.977075,635.24175,
531.985775,635.364225,
532.006875,635.40605,
532.01445,635.536075,
532.027825,635.691575,
532.038425,635.78655,
532.050175,635.80615,
532.0613,635.906025,
532.10055,636.0881,
532.13375,636.1725,
532.141775,636.313925,
532.182875,636.4305,
532.214025,636.507375,
532.3371,636.524275,
532.3535,636.757075,
532.36935,636.80535,
532.37665,636.879475,
532.4014,636.896425,
532.40955,636.917075,
532.423375,636.99625,
532.456075,637.0027,
532.462475,637.06025,
532.469325,637.078525,
532.491125,637.37095,
532.50355,637.41605,
532.523125,637.426725,
532.536325,637.59295,
532.623325,637.630575,
532.63075,637.7116,
532.6479,637.892875,
532.6623,638.01925,
532.673325,638.1801,
532.682675,638.22345,
532.7285,638.307325,
532.739825,638.4135,
532.7481,638.4678,
532.764625,638.671275,
532.78395,638.718525,
532.799325,638.8201,
532.82405,638.9453,
532.832475,639.1206,
532.875825,639.422175,
532.88795,639.652325,
532.905175,639.717275,
532.952875,639.879575,
532.963075,639.880725,
532.973475,640.04145,
532.99575,640.11395,
533.018325,640.4503,
533.0374,640.4636,
533.066125,640.47595,
533.07495,640.586075,
533.088025,640.822475,
533.098225,640.894125,
533.1139,641.02585,
533.12255,641.05,
533.142525,641.151325,
533.163675,641.237975,
533.1776,641.5136,
533.54795,641.58285,
533.56255,641.58985,
533.5688,641.59455,
533.5748,641.6145,
533.58465,641.64195,
533.593525,641.678325,
533.60755,642.2603,
533.619125,642.311325,
533.6452,642.313225,
533.65765,642.38395,
533.6748,642.3914,
533.6835,642.61235,
533.722725,642.75685,
533.736125,642.87015,
533.746375,642.972775,
533.762575,643.171175,
533.77675,643.19195,
533.785875,643.24125,
533.79955,643.30605,
533.8228,643.414,
533.83525,643.599825,
533.8495,643.693625,
533.884375,643.808975,
533.9056,643.96655,
533.9791,644.028775,
534.1861,644.03965,
534.2059,644.12675,
534.21335,644.225525,
534.2221,644.34005,
534.234925,644.3542,
534.2633,644.474325,
534.274275,644.64995,
534.285325,644.686025,
534.29525,644.752175,
534.3187,644.797925,
534.33445,645.064875,
534.38335,645.23285,
534.4684,645.3147,
534.531925,645.32515,
534.541,645.845375,
534.553425,645.98265,
534.57795,646.101875,
534.59,646.192575,
534.59795,646.206575,
534.609675,646.72055,
534.624275,646.727775,
534.638675,646.79065,
534.650325,646.80075,
534.6672,646.877925,
534.678275,646.99895,
534.69405,647.1998,
534.712425,647.273,
534.73835,647.48405,
534.981675,647.50105,
535.000425,647.59855,
535.014575,647.664225,
535.022725,647.671475,
535.03095,647.68085,
535.04105,647.941875,
535.063425,647.950425,
535.07725,647.975575,
535.09265,648.086475,
535.1221,648.283775,
535.14355,648.3261,
535.209775,648.376675,
535.22125,648.404225,
535.4497,648.486875,
535.46685,648.522175,
535.5109,648.76915,
535.59105,648.807075,
535.603175,648.81115,
535.620225,649.346325,
535.63665,649.389625,
535.655775,649.400025,
535.68105,649.7675,
535.718375,649.8372,
535.8094,649.85295,
535.8479,649.869925,
535.89035,650.1681,
535.976975,650.366725,
536.000625,650.397175,
536.0566,650.4716,
536.2152,650.49755,
536.2348,650.6894,
536.250275,650.698,
536.2787,650.747075,
536.286,650.823425,
536.298375,650.84015,
536.312125,650.929925,
536.33165,651.235175,
536.3434,651.250675,
536.37155,651.370925,
536.414225,651.61565,
536.57065,651.67675,
536.57545,651.713825,
536.58335,651.83455,
536.6149,652.05255,
536.62425,652.134,
536.64665,652.206425,
536.66065,652.289125,
536.675125,652.4579,
536.68705,652.51155,
536.697775,652.5389,
536.72485,652.6545,
536.7449,652.842825,
536.7597,652.955575,
536.77375,652.961175,
536.79165,653.61655,
536.81245,653.622475,
536.825025,653.635525,
536.85,653.65835,
536.88055,653.901675,
536.88875,654.017625,
536.902625,654.028775,
536.909075,654.320125,
536.926475,654.370175,
536.9415,654.4392,
536.966975,654.5037,
536.978525,654.646275,
536.99845,654.674025,
537.02275,654.82525,
537.04635,655.2361,
537.0614,655.3473,
537.074825,655.422425,
537.25265,655.4362,
537.2754,655.6495,
537.30735,655.690275,
537.322825,655.82435,
537.37395,655.958725,
537.421775,655.97845,
537.463825,655.986725,
537.7228,656.359425,
537.74,656.386475,
537.76155,656.480725,
537.7759,656.634475,
537.79555,656.949825,
537.807275,657.156675,
537.82275,657.2816,
537.86055,657.3818,
537.908375,657.414575,
537.9424,657.666625,
537.9743,657.76245,
537.9993,658.0037,
538.014925,658.12725,
538.032525,658.13935,
538.0698,658.53025,
538.119625,658.54535,
538.181925,658.553425,
538.200375,658.736075,
538.2376,658.78185,
538.263,658.883,
538.2851,658.907625,
538.29605,658.946525,
538.318525,659.279325,
538.329175,659.30335,
538.345325,659.3458,
538.3819,659.3989,
538.402225,659.439375,
538.444425,659.472225,
538.7773,659.495325,
538.801325,659.5017,
538.868125,659.530075,
538.9025,659.601325,
539.144125,659.675375,
539.1632,659.755925,
539.172825,660.112575,
539.187225,660.359425,
539.20185,660.38115,
539.219625,660.50225,
539.253975,661.1361,
539.291575,661.281675,
539.3109,661.553525,
539.34615,661.56525,
539.365725,661.6687,
539.383525,661.7116,
539.425125,662.18535,
539.440575,662.207025,
539.620675,662.3019,
539.6495,662.3716,
539.66545,662.46935,
539.691125,662.5399,
539.7106,662.58515,
539.733425,662.7121,
539.74645,662.858025,
539.767575,662.996075,
539.785875,663.012575,
539.8032,663.210875,
539.892075,663.37745,
539.907825,663.383175,
539.9488,663.461,
539.960625,663.4841,
539.976725,663.8411,
539.999525,663.9042,
540.011925,663.961775,
540.025225,664.04025,
540.0407,664.126125,
540.061775,664.154375,
540.10815,664.170175,
540.13365,664.192025,
540.161625,664.284375,
540.19235,664.2991,
540.246,664.419275,
540.274875,664.46255,
540.53205,664.755125,
540.547,664.786825,
540.557625,664.948825,
540.57145,665.1106,
540.607325,665.1432,
540.643275,665.2413,
540.656875,665.477525,
540.6697,665.570625,
540.687725,665.846725,
540.7124,665.870875,
540.7625,666.107225,
540.793325,666.1269,
540.8085,666.137525,
540.82035,666.2075,
540.8278,666.515075,
540.835925,666.58795,
540.8462,666.893625,
540.850975,667.297675,
540.8601,667.35235,
540.8693,667.357725,
540.8843,667.4222,
540.899375,667.468775,
540.909625,667.59135,
540.929125,667.66245,
540.940975,667.792325,
540.961825,667.964325,
540.984325,668.036375,
541.009425,668.1047,
541.023225,668.1542,
541.040275,668.17955,
541.068925,668.1811,
541.098275,668.570325,
541.113175,668.60815,
541.1336,668.76815,
541.158725,668.91095,
541.1716,668.912725,
541.208875,668.9493,
541.232525,669.0128,
541.276975,669.170075,
541.29745,669.46425,
541.473475,669.650075,
541.4879,669.704125,
541.504575,669.829375,
541.52285,669.91185,
541.544525,669.9698,
541.558275,670.03115,
541.565575,670.057525,
541.596525,670.103075,
541.611175,670.144,
541.628675,670.20235,
541.653175,670.620025,
541.6639,670.664275,
541.674325,670.91215,
541.6888,671.006575,
541.70395,671.3948,
541.746125,671.427175,
541.758425,671.643425,
541.78665,671.860875,
542.047225,671.9612,
542.076775,672.0108,
542.1347,672.031025,
542.14965,672.192925,
542.163025,672.2521,
542.17605,672.271075,
542.19535,672.472525,
542.2083,672.508725,
542.216775,672.563625,
542.2303,672.68585,
542.238725,673.517325,
542.267275,673.579725,
542.2765,673.622125,
542.307525,673.67815,
542.336125,673.901475,
542.347425,674.03135,
542.3683,674.24665,
542.3786,674.270725,
542.3922,674.29435,
542.40965,674.32745,
542.429225,674.363075,
542.464825,674.525475,
542.4917,674.6176,
542.531325,674.967475,
542.57475,675.3315,
542.583725,675.412075,
542.6104,675.5986,
542.622925,675.6332,
542.641775,675.767725,
542.655375,675.788225,
542.6975,675.805025,
542.705075,675.92315,
542.718675,676.012125,
542.732525,676.215275,
542.76945,676.337625,
542.78445,676.39505,
542.7986,676.411725,
542.820025,676.484375,
542.83565,676.568075,
542.858575,676.750175,
542.88615,676.864875,
542.94,677.230575,
542.987725,677.2871,
543.226475,677.370425,
543.26675,677.40435,
543.2795,677.45385,
543.291675,677.914225,
543.302025,677.997,
543.313325,678.0658,
543.3283,678.0938,
543.338875,678.1582,
543.347825,678.394275,
543.35565,678.4242,
543.3642,678.4626,
543.38715,678.6899,
543.402775,678.699775,
543.427225,678.767575,
543.434975,679.6493,
543.466075,679.79885,
543.481275,679.81175,
543.492975,679.857125,
543.52225,679.87415,
543.5513,680.07075,
543.63875,680.132775,
543.74285,680.286425,
543.7695,680.315875,
543.79805,680.393775,
543.82615,680.4433,
543.84275,680.733175,
543.860625,680.773375,
543.899375,680.8266,
543.9403,680.893725,
543.97725,681.00555,
544.016575,681.155625,
544.03785,681.162525,
544.077525,681.2026,
544.1055,681.55455,
544.151275,681.745825,
544.166925,681.76945,
544.197825,681.85885,
544.36645,682.686325,
544.384175,682.6971,
544.3952,682.91905,
544.4149,683.131725,
544.422875,683.151875,
544.43105,683.384925,
544.4458,683.659125,
544.45665,683.796,
544.4722,683.807475,
544.5023,684.301925,
544.51495,684.359225,
544.54015,684.374825,
544.55535,684.391925,
544.586825,684.490125,
544.747825,684.525075,
544.799775,684.5868,
544.96065,684.97395,
545.282825,684.982225,
545.2954,685.14535,
545.324275,685.16395,
545.33655,685.4476,
545.3474,685.51595,
545.36385,685.542075,
545.378475,685.7213,
545.387525,685.84335,
545.413975,685.954275,
545.461975,686.296675,
545.48145,686.448075,
545.495225,686.495575,
545.519475,686.680225,
545.5344,687.36545,
545.547125,687.512,
545.57945,687.77815,
545.592025,688.047575,
545.631825,688.140825,
545.665625,688.348025,
545.679075,688.545575,
545.73145,688.716475,
545.75145,688.922875,
545.77775,688.9971,
545.998375,689.017925,
546.0135,689.161825,
546.03005,689.651125,
546.048575,689.7164,
546.070775,690.252875,
546.09225,690.33355,
546.11145,690.366525,
546.1465,690.48995,
546.37395,690.778275,
546.3823,690.7893,
546.399875,690.79655,
546.424525,690.86015,
546.4579,691.01985,
546.4644,691.039025,
546.473025,691.0475,
546.48435,691.367825,
546.504775,691.486875,
546.515375,691.836125,
546.52655,691.958075,
546.54405,692.0627,
546.601525,692.1948,
546.81755,692.263925,
546.87515,692.3441,
547.3824,692.647675,
547.410075,692.730525,
547.553025,693.327,
547.602675,693.366425,
547.625675,693.406675,
547.983125,693.544525,
548.041325,693.58805,
548.06095,693.618025,
548.075475,694.012775,
548.0979,694.086625,
548.171525,694.283475,
548.353925,694.3723,
548.3726,694.5229,
548.40515,694.59525,
548.423925,694.996675,
548.449025,695.116625,
548.474375,695.1721,
548.4954,695.33275,
548.5134,695.40015,
548.558075,695.548075,
548.571975,695.61655,
548.58485,695.63365,
548.605525,695.72055,
548.71575,695.902175,
548.839225,696.15135,
548.867625,696.4061,
548.895875,696.4245,
548.9093,696.467325,
548.92725,696.63555,
548.9513,697.384925,
548.9651,697.460775,
548.977025,697.671725,
548.99435,697.727375,
549.00935,697.9742,
549.02035,698.200175,
549.06775,698.330175,
549.104475,698.761075,
549.176625,698.887425,
549.33195,698.95065,
549.341825,699.287325,
549.35585,699.294125,
549.380775,699.3421,
549.3923,699.592025,
549.4106,699.66975,
549.4341,699.718075,
549.458125,,
549.47725,,
549.512275,,
549.7337,,
549.747975,,
549.757925,,
549.7755,,
549.787625,,
549.796625,,
549.809575,,
549.82705,,
549.841275,,
549.865875,,
549.88035,,
549.904025,,
549.91975,,
549.962,,
550.012475,,
550.047875,,
550.097025,,
550.1121,,
550.122025,,
550.1414,,
550.158925,,
550.173125,,
550.1992,,
550.23865,,
550.262575,,
550.283175,,
550.2987,,
550.307575,,
550.333575,,
550.37135,,
550.574025,,
550.58045,,
550.593375,,
550.600625,,
550.608425,,
550.618525,,
550.629275,,
550.636475,,
550.647575,,
550.655225,,
550.674425,,
550.686675,,
550.703375,,
550.720275,,
550.7344,,
550.74435,,
550.7589,,
550.79015,,
550.807775,,
550.82665,,
550.962525,,
550.9794,,
550.9985,,
551.0057,,
551.0175,,
551.02855,,
551.0413,,
551.048525,,
551.061975,,
551.0717,,
551.080875,,
551.11275,,
551.12345,,
551.136975,,
551.148875,,
551.1677,,
551.181925,,
551.198775,,
551.220425,,
551.23905,,
551.27085,,
551.3144,,
551.387325,,
551.407675,,
551.424575,,
551.433925,,
551.443575,,
551.454325,,
551.4678,,
551.477575,,
551.49595,,
551.5118,,
551.52225,,
551.5353,,
551.550975,,
551.5689,,
551.588625,,
551.62085,,
551.677475,,
551.924875,,
551.965975,,
551.998625,,
552.021325,,
552.0357,,
552.058075,,
552.073575,,
552.330025,,
552.349675,,
552.376,,
552.4015,,
552.479975,,
552.621925,,
552.637875,,
552.65815,,
552.673625,,
552.698425,,
552.72955,,
552.8505,,
552.89435,,
552.9216,,
552.932,,
552.949875,,
552.978425,,
553.004475,,
553.034475,,
553.142575,,
553.16095,,
553.19695,,
553.22825,,
553.279175,,
553.3011,,
553.31495,,
553.33235,,
553.384325,,
553.39745,,
553.44415,,
553.467225,,
553.483825,,
553.720025,,
553.7416,,
553.758375,,
553.787525,,
553.812625,,
553.8263,,
553.840425,,
553.854325,,
553.9012,,
553.918575,,
553.944125,,
553.960125,,
553.980725,,
553.996925,,
554.0076,,
554.019725,,
554.04945,,
554.07535,,
554.08725,,
554.09945,,
554.112175,,
554.134575,,
554.1448,,
554.169275,,
554.181225,,
554.19335,,
554.20255,,
554.212425,,
554.2368,,
554.263875,,
554.2892,,
554.3112,,
554.340575,,
554.353825,,
554.3567,,
554.36605,,
554.384975,,
554.3961,,
554.407925,,
554.430825,,
554.453825,,
554.479525,,
554.553,,
554.56005,,
554.571,,
554.58215,,
554.59545,,
554.608575,,
554.621675,,
554.632575,,
554.64255,,
554.65025,,
554.6573,,
554.6661,,
554.6729,,
554.690575,,
554.699375,,
554.707875,,
554.7172,,
554.74245,,
554.751025,,
554.7619,,
554.782925,,
554.794825,,
554.8119,,
554.8366,,
554.85745,,
554.87425,,
554.899375,,
554.906475,,
554.920625,,
554.929775,,
554.938275,,
554.9461,,
554.9569,,
554.968325,,
554.9806,,
554.986725,,
554.998275,,
555.040125,,
555.049075,,
555.06185,,
555.07435,,
555.081725,,
555.097,,
555.114075,,
555.14725,,
555.16385,,
555.170725,,
555.177525,,
555.18505,,
555.19535,,
555.21015,,
555.2294,,
555.237425,,
555.248175,,
555.255875,,
555.268675,,
555.2746,,
555.29825,,
555.3243,,
555.33135,,
555.3602,,
555.38405,,
555.4108,,
555.4266,,
555.4414,,
555.4545,,
555.48595,,
555.53725,,
555.547175,,
555.564425,,
555.579375,,
555.5936,,
555.609075,,
555.616925,,
555.638175,,
555.658325,,
555.683275,,
555.700525,,
555.729575,,
555.742525,,
555.77905,,
555.797,,
555.8123,,
555.82315,,
555.842425,,
555.853,,
555.8696,,
555.8772,,
555.887125,,
555.89655,,
555.917875,,
555.9317,,
555.9422,,
556.009375,,
556.0713,,
556.10885,,
556.12065,,
556.139775,,
556.181125,,
556.196375,,
556.22685,,
556.279725,,
556.37335,,
556.40655,,
556.416375,,
556.450125,,
556.46305,,
556.47515,,
556.4843,,
556.49255,,
556.501375,,
556.53135,,
556.539525,,
556.580675,,
556.6103,,
556.624575,,
556.634325,,
556.6511,,
556.67655,,
556.68875,,
556.7033,,
556.71245,,
556.73845,,
556.762525,,
556.793375,,
556.80775,,
556.82345,,
556.864125,,
557.02085,,
557.031075,,
557.0508,,
557.0681,,
557.080825,,
557.0987,,
557.113375,,
557.1404,,
557.160975,,
557.17305,,
557.18555,,
557.19465,,
557.224925,,
557.27155,,
557.324425,,
557.372625,,
557.428425,,
557.50705,,
557.527,,
557.54585,,
557.587,,
557.61115,,
557.648775,,
557.691425,,
557.72815,,
557.994625,,
558.00195,,
558.0197,,
558.033925,,
558.052225,,
558.07695,,
558.09425,,
558.109875,,
558.147075,,
558.16085,,
558.209875,,
558.239925,,
558.25565,,
558.34275,,
558.365225,,
558.370425,,
558.382725,,
558.395625,,
558.4063,,
558.43855,,
558.45905,,
558.547425,,
558.5796,,
558.708275,,
558.718775,,
558.740475,,
558.7562,,
558.7714,,
558.785825,,
558.8165,,
558.828275,,
558.85795,,
558.88485,,
558.89745,,
558.9506,,
559.0713,,
559.085475,,
559.122525,,
559.14085,,
559.1531,,
559.175825,,
559.1944,,
559.21965,,
559.240575,,
559.2564,,
559.28035,,
559.29365,,
559.33415,,
559.3409,,
559.36335,,
559.408975,,
559.468775,,
559.505225,,
559.523175,,
559.544075,,
559.559025,,
559.57055,,
559.596525,,
559.62515,,
559.64805,,
559.677925,,
559.698725,,
559.737625,,
559.7677,,
559.994125,,
560.01325,,
560.051125,,
560.072375,,
560.129625,,
560.15985,,
560.1744,,
560.27485,,
560.303425,,
560.32165,,
560.367175,,
560.403125,,
560.412675,,
560.42845,,
560.447875,,
560.46075,,
560.479275,,
560.498375,,
560.53275,,
560.5693,,
560.586,,
560.6722,,
560.678825,,
560.7093,,
560.739825,,
560.767225,,
560.781125,,
560.806725,,
560.8221,,
560.8352,,
560.8598,,
560.8812,,
560.897525,,
560.9119,,
560.9328,,
560.954425,,
560.996725,,
561.025375,,
561.045425,,
561.209175,,
561.215975,,
561.225375,,
561.245125,,
561.2529,,
561.2607,,
561.27,,
561.2806,,
561.28795,,
561.311775,,
561.320425,,
561.3313,,
561.3468,,
561.363775,,
561.3923,,
561.407025,,
561.4204,,
561.4375,,
561.481,,
561.49545,,
561.506675,,
561.519225,,
561.5316,,
561.546325,,
561.560375,,
561.5814,,
561.75515,,
561.77545,,
561.792925,,
561.807425,,
561.81865,,
561.8328,,
561.8407,,
561.856075,,
561.879375,,
561.8943,,
561.908175,,
561.926525,,
561.9373,,
561.9796,,
561.990025,,
562.0029,,
562.04055,,
562.09505,,
562.113125,,
562.121125,,
562.1413,,
562.170875,,
562.19725,,
562.220525,,
562.245975,,
562.263675,,
562.2775,,
562.3038,,
562.3163,,
562.3281,,
562.33725,,
562.3443,,
562.351875,,
562.366025,,
562.37205,,
562.381,,
562.38935,,
562.443475,,
562.4606,,
562.49865,,
562.541975,,
562.557225,,
562.644625,,
562.678725,,
562.703675,,
562.732725,,
562.7447,,
562.758675,,
562.781675,,
562.81755,,
562.83195,,
562.852625,,
562.870975,,
562.89275,,
562.906625,,
562.92175,,
562.9298,,
562.941625,,
562.950375,,
562.961225,,
562.978625,,
563.00315,,
563.016475,,
563.030175,,
563.04755,,
563.0513,,
563.06175,,
563.076425,,
563.0945,,
563.1247,,
563.141825,,
563.154225,,
563.177325,,
563.19195,,
563.202225,,
563.225125,,
563.250875,,
563.26845,,
563.30055,,
563.333075,,
563.3411,,
563.350125,,
563.371325,,
563.380625,,
563.389975,,
563.399775,,
563.4144,,
563.42705,,
563.450575,,
563.4612,,
563.484,,
563.5003,,
563.53575,,
563.55235,,
563.57645,,
563.605975,,
563.64005,,
563.700175,,
563.7233,,
563.749975,,
563.766,,
563.782175,,
563.793,,
563.802175,,
563.819675,,
563.830075,,
563.85425,,
563.865175,,
563.878525,,
563.894475,,
563.920925,,
563.944425,,
563.957975,,
563.99545,,
564.011925,,
564.03305,,
564.0541,,
564.06415,,
564.081925,,
564.10415,,
564.11825,,
564.144725,,
564.15895,,
564.1739,,
564.310325,,
564.324875,,
564.346325,,
564.358475,,
564.36995,,
564.3803,,
564.391175,,
564.4065,,
564.427375,,
564.4399,,
564.442175,,
564.45105,,
564.462775,,
564.47625,,
564.490975,,
564.505725,,
564.5223,,
564.559075,,
564.57705,,
564.610875,,
564.6634,,
564.685325,,
564.741675,,
564.7612,,
564.771075,,
564.783225,,
564.806325,,
564.81325,,
564.82945,,
564.8468,,
564.859625,,
564.86885,,
564.8834,,
564.92025,,
564.93585,,
564.9731,,
565.002975,,
565.195,,
565.2105,,
565.22695,,
565.239875,,
565.246925,,
565.255775,,
565.26395,,
565.27185,,
565.282175,,
565.29955,,
565.31945,,
565.33165,,
565.357925,,
565.36825,,
565.375825,,
565.396825,,
565.40805,,
565.41945,,
565.439025,,
565.448275,,
565.459425,,
565.475525,,
565.4854,,
565.5123,,
565.520575,,
565.533,,
565.5422,,
565.5523,,
565.56905,,
565.576,,
565.634675,,
565.65665,,
565.67105,,
565.6886,,
565.7094,,
565.7407,,
565.77835,,
565.808925,,
565.820425,,
565.835975,,
565.85875,,
565.88545,,
565.9351,,
565.970425,,
565.98965,,
566.005925,,
566.0241,,
566.040725,,
566.062775,,
566.128625,,
566.15805,,
566.192625,,
566.26685,,
566.303775,,
566.334375,,
566.352475,,
566.593525,,
566.617475,,
566.6389,,
566.659775,,
566.69275,,
566.715375,,
566.72955,,
566.744325,,
566.76775,,
566.800825,,
566.912425,,
566.9365,,
566.951725,,
567.00065,,
567.073825,,
567.1249,,
567.143175,,
567.181025,,
567.2069,,
567.256025,,
567.3559,,
567.38905,,
567.4333,,
567.47815,,
567.5018,,
567.55595,,
567.611375,,
567.707425,,
567.719825,,
567.74285,,
567.8011,,
567.8737,,
567.9043,,
567.9167,,
567.947525,,
568.02295,,
568.16155,,
568.173825,,
568.18435,,
568.1937,,
568.204675,,
568.215325,,
568.221925,,
568.230575,,
568.242925,,
568.2577,,
568.270375,,
568.27855,,
568.291975,,
568.3052,,
568.3329,,
568.34685,,
568.35815,,
568.37655,,
568.389925,,
568.401825,,
568.4132,,
568.427375,,
