SPK_SPKC04a (inhibited),SPK_SPKC09b (inhibited),"SPK_SPKC11a (NA, artefact)",SPK_SPKC12a (excited)
85.952475,355.4632,,308.193925
86.4882,355.5059,,308.262375
86.71945,355.659925,,308.356525
86.754275,355.688775,,308.5362
86.838025,356.054375,,309.4868
86.8528,356.147675,,309.554075
86.864175,356.56215,,309.699725
86.96275,356.59335,,309.706125
87.2182,356.66465,,309.967825
87.87155,356.688475,,310.0639
88.556225,356.9023,,310.2439
88.6393,356.98135,,310.30105
88.8964,357.184,,310.498125
89.0287,357.538775,,310.524425
89.050625,357.62805,,310.546425
89.066175,357.955275,,310.5554
89.10605,358.0111,,310.5901
89.176075,358.055075,,310.694375
89.30755,358.24165,,310.8782
89.355575,358.306525,,310.9547
89.580025,358.40275,,311.039125
90.022175,358.465175,,311.380075
90.052425,358.5274,,311.773075
90.09665,358.5681,,311.931325
90.4715,358.76275,,312.4926
90.756975,358.991175,,312.917475
90.836825,359.0022,,313.28195
90.9382,359.132725,,313.317225
91.412025,359.338125,,313.454925
91.570375,359.574875,,313.541975
91.6083,359.6241,,313.735525
91.819725,359.653475,,313.768
92.256275,359.6934,,314.053375
92.339425,,,314.138275
92.763575,,,314.325375
92.89455,,,314.333275
92.980775,,,314.37525
93.2706,,,314.448175
93.42325,,,314.741275
93.516475,,,314.87055
93.565,,,314.93795
94.1345,,,315.177425
94.427375,,,315.65245
94.69125,,,315.711875
95.138875,,,315.972625
95.17815,,,316.611725
95.37105,,,316.839275
95.6054,,,317.225025
95.683825,,,317.264825
95.8875,,,317.53465
95.984575,,,317.589375
96.569825,,,317.62735
96.798625,,,317.62905
97.3372,,,317.6646
97.500875,,,317.781125
98.03485,,,318.067675
98.164925,,,318.223625
98.30795,,,318.328175
98.388025,,,318.333475
98.47955,,,318.57575
98.835825,,,318.973
98.87815,,,319.28235
99.2768,,,319.365675
99.299875,,,320.452875
99.63805,,,320.48015
99.881725,,,320.514975
100.04905,,,320.9587
100.246475,,,320.988475
100.37515,,,321.041675
100.6409,,,321.425
101.195075,,,321.659525
101.837075,,,321.9544
101.88035,,,322.1293
101.9575,,,322.210625
102.007025,,,322.45755
102.35715,,,322.738975
103.224425,,,323.44125
103.49795,,,323.595675
103.740225,,,323.92475
104.2379,,,324.280625
104.282875,,,325.21015
104.6437,,,325.70245
105.1055,,,326.4853
105.830925,,,327.446425
106.110475,,,327.8991
106.646525,,,328.3262
106.67505,,,328.341975
107.196475,,,328.812675
107.1976,,,329.0319
107.4251,,,329.34635
107.485875,,,329.526875
107.56895,,,329.986625
107.921675,,,330.00085
108.2626,,,330.186375
108.44115,,,330.9134
108.622925,,,331.0013
109.37905,,,331.4036
109.608075,,,331.81475
109.64265,,,332.228775
110.1256,,,332.41615
110.1815,,,332.42615
110.3792,,,332.60965
110.40155,,,332.95395
110.440075,,,334.1581
112.605725,,,334.562525
112.619,,,334.583675
113.156825,,,335.083525
113.191225,,,335.2662
113.423875,,,335.306925
113.507925,,,335.337275
114.196475,,,335.564225
114.307425,,,335.85555
114.6588,,,335.982575
114.905075,,,336.022675
114.989775,,,336.05535
115.191925,,,336.2061
115.406725,,,336.287225
115.44305,,,336.385675
116.3422,,,336.845375
116.829575,,,336.854525
117.8303,,,336.970225
118.254425,,,337.609225
119.10765,,,338.11495
119.32735,,,338.13435
120.29765,,,338.74935
120.3047,,,338.833475
120.337575,,,338.96175
121.042225,,,339.119
121.09745,,,339.454625
122.0611,,,339.493675
122.238825,,,339.593975
122.26605,,,340.151525
123.876,,,340.57895
123.95435,,,340.686575
123.98895,,,340.8809
124.1698,,,341.056825
124.39635,,,341.1136
124.485175,,,341.647175
124.619775,,,342.08715
125.300175,,,342.1623
125.67155,,,342.6682
126.4228,,,343.056575
126.597025,,,343.100775
127.064175,,,343.238325
127.113075,,,343.541775
127.2041,,,343.71915
127.62265,,,344.7542
128.4771,,,344.978625
128.7836,,,345.4676
129.045475,,,345.7552
129.125575,,,346.15835
129.538275,,,346.171925
129.83385,,,346.187125
130.74735,,,346.20035
131.391825,,,346.2091
131.56905,,,346.215825
132.4594,,,346.352375
133.455675,,,346.47905
134.6559,,,346.98285
134.933075,,,347.28665
135.277725,,,347.617825
135.388825,,,348.42185
135.74305,,,348.511
136.350075,,,348.553075
136.92135,,,348.604575
136.926325,,,348.64735
137.340075,,,349.01795
137.3569,,,349.13345
137.514075,,,349.519875
138.44205,,,349.521675
139.041975,,,349.529425
140.0418,,,349.54175
140.857075,,,349.547225
140.977575,,,349.574125
141.255725,,,349.595625
141.62295,,,349.63865
141.7406,,,349.909375
142.058725,,,350.0651
142.58805,,,350.325375
144.187575,,,350.337725
145.668075,,,350.3438
145.802425,,,350.3788
145.83385,,,350.712175
145.926125,,,350.72445
146.106,,,351.290175
146.32905,,,352.097525
147.714975,,,352.448975
148.107575,,,352.529725
148.3611,,,352.572775
149.104475,,,352.590525
149.245725,,,352.6651
149.281375,,,353.053575
149.7752,,,353.095
150.34765,,,353.15025
151.474875,,,353.178275
152.730925,,,353.6085
152.990575,,,353.693875
153.1567,,,354.1801
154.102925,,,354.252725
155.38185,,,354.428975
156.039825,,,354.473225
156.605075,,,354.7568
157.40655,,,354.789
161.037525,,,354.8288
161.584625,,,355.266275
161.896325,,,355.27295
162.7502,,,355.3615
163.401875,,,356.2752
163.766775,,,356.34795
164.8443,,,356.777625
164.950925,,,356.98525
165.509,,,357.02255
165.55955,,,357.1237
167.93905,,,357.324
167.978125,,,357.358975
168.631425,,,357.80215
168.833925,,,358.37275
169.257675,,,358.8904
170.1755,,,358.895675
170.5985,,,358.995375
171.2655,,,359.0535
172.717075,,,359.170975
172.86715,,,359.263225
173.0328,,,359.656125
173.362,,,
174.0511,,,
174.276975,,,
175.64435,,,
176.549525,,,
177.28,,,
177.6281,,,
177.7344,,,
178.837325,,,
181.041475,,,
185.09785,,,
185.31595,,,
186.205925,,,
186.2317,,,
187.99745,,,
189.98545,,,
189.986575,,,
191.2505,,,
191.54565,,,
191.561575,,,
191.6677,,,
191.683175,,,
191.69505,,,
191.85435,,,
192.10695,,,
192.727175,,,
192.9192,,,
192.9603,,,
193.285175,,,
195.3126,,,
195.673825,,,
196.4564,,,
196.680025,,,
196.840575,,,
197.1327,,,
197.9568,,,
199.01775,,,
199.830075,,,
200.16305,,,
200.4533,,,
200.7177,,,
201.143625,,,
203.5692,,,
203.5966,,,
206.266925,,,
206.64425,,,
207.11735,,,
207.142025,,,
208.551975,,,
208.56895,,,
209.1014,,,
209.6631,,,
209.922325,,,
211.318975,,,
212.881575,,,
213.776125,,,
214.692925,,,
219.4934,,,
220.8039,,,
227.186425,,,
227.279325,,,
227.858975,,,
228.324725,,,
228.4441,,,
228.6975,,,
229.239675,,,
229.975575,,,
230.4123,,,
231.97485,,,
233.014225,,,
236.82575,,,
241.026225,,,
241.142025,,,
241.37975,,,
241.624375,,,
242.200575,,,
242.213375,,,
242.872875,,,
243.2381,,,
243.967075,,,
244.329925,,,
245.18075,,,
245.338625,,,
251.3689,,,
251.405025,,,
256.943225,,,
257.621075,,,
260.0303,,,
260.189175,,,
263.1308,,,
265.3293,,,
265.530225,,,
266.226925,,,
266.780225,,,
267.495875,,,
270.7155,,,
271.492825,,,
274.66135,,,
275.049675,,,
275.16995,,,
275.329275,,,
276.0643,,,
276.4616,,,
276.59355,,,
276.835,,,
277.753075,,,
277.78055,,,
278.158375,,,
279.922275,,,
280.69525,,,
281.541625,,,
282.2298,,,
282.444475,,,
282.777175,,,
283.57685,,,
285.728925,,,
286.3842,,,
286.709825,,,
287.123975,,,
287.14585,,,
289.865125,,,
290.2187,,,
290.457675,,,
290.652,,,
292.203325,,,
292.814475,,,
292.90805,,,
294.287475,,,
294.784625,,,
296.0159,,,
296.512725,,,
297.0143,,,
297.2102,,,
297.682475,,,
299.55295,,,
300.43595,,,
300.4481,,,
300.4653,,,
301.109525,,,
305.531025,,,
307.189175,,,
307.651025,,,
307.860675,,,
310.46045,,,
311.69475,,,
313.30755,,,
314.234825,,,
314.46575,,,
315.354925,,,
315.98885,,,
317.0292,,,
317.691675,,,
318.213,,,
318.306,,,
320.7,,,
321.17835,,,
321.360725,,,
321.857675,,,
322.9433,,,
322.994725,,,
323.1144,,,
324.415325,,,
324.56705,,,
325.377025,,,
326.114125,,,
326.14855,,,
327.868925,,,
328.2306,,,
328.428675,,,
329.010675,,,
330.3245,,,
331.1874,,,
332.16665,,,
332.251625,,,
332.329975,,,
333.452075,,,
333.601275,,,
333.64195,,,
334.117075,,,
336.141025,,,
336.543025,,,
339.496575,,,
342.094775,,,
343.62555,,,
346.588025,,,
348.9523,,,
350.38645,,,
350.688525,,,
351.70985,,,
352.357675,,,
353.326525,,,
353.580875,,,
353.63185,,,
355.2665,,,
356.6041,,,
358.623,,,
358.900475,,,
358.9333,,,
359.0397,,,
