SPK_SPKC06a (excited),SPK_SPKC12a (no effect),SPK_SPKC12b (NA),SPK_SPKC16a (no effect),SPK_SPKC16b (short inhibition)
267.607525,409.232975,,,
267.624175,409.30225,,,
267.63025,409.35855,,,
267.652825,409.449325,,,
267.694875,409.468725,,,
267.704875,409.48775,,,
267.706475,409.711175,,,
267.713025,409.737225,,,
267.7331,409.7593,,,
267.7509,409.812625,,,
267.769375,409.872325,,,
267.7904,409.936175,,,
267.81075,409.982025,,,
267.8544,410.03575,,,
267.87405,410.053075,,,
267.88315,410.158075,,,
267.898525,410.173725,,,
267.953975,410.243575,,,
267.976675,410.261575,,,
267.9966,410.283075,,,
268.038775,410.30875,,,
268.067375,410.5482,,,
268.086625,410.566,,,
268.09525,410.634075,,,
268.100875,410.730725,,,
268.282275,410.74775,,,
268.493525,410.8825,,,
268.54225,410.903125,,,
268.709175,410.920825,,,
268.810475,411.031975,,,
268.854075,411.1521,,,
268.882575,411.226475,,,
268.9481,411.22925,,,
269.0214,411.41915,,,
269.049575,411.492325,,,
269.064625,411.5862,,,
269.143725,411.59235,,,
269.221525,411.606075,,,
269.291875,411.700875,,,
269.2965,411.726025,,,
269.31455,411.740175,,,
269.35795,411.804675,,,
269.382675,411.868775,,,
269.5706,411.9046,,,
269.618525,411.9205,,,
269.9284,412.13955,,,
270.407275,412.1434,,,
270.4425,412.155975,,,
270.450975,412.1656,,,
270.458625,412.1728,,,
270.465225,412.19425,,,
270.47935,412.222925,,,
270.5023,412.42745,,,
270.5414,412.525975,,,
270.5535,412.54925,,,
270.575475,412.582975,,,
270.587725,412.605,,,
270.60245,412.6496,,,
270.65615,412.807725,,,
270.69265,412.836225,,,
270.7269,412.860825,,,
270.762125,412.922175,,,
270.7714,412.96675,,,
270.786775,412.9747,,,
270.793775,412.997725,,,
270.803275,413.1228,,,
270.8255,413.170725,,,
270.839,413.1864,,,
270.881175,413.2157,,,
271.0457,413.250625,,,
271.082075,413.291075,,,
271.0927,413.324475,,,
271.13605,413.43055,,,
271.1656,413.510375,,,
271.32995,413.54775,,,
271.363425,413.570925,,,
271.4497,413.629325,,,
271.462775,413.676325,,,
271.474225,413.69225,,,
271.484525,413.82525,,,
271.49765,413.841125,,,
271.5148,413.881975,,,
271.526125,413.902775,,,
271.533175,413.9099,,,
271.5474,413.927225,,,
271.55895,413.955,,,
271.590075,413.9562,,,
271.606075,413.988025,,,
271.613125,414.00135,,,
271.641,414.03025,,,
271.6756,414.094975,,,
271.7031,414.12865,,,
271.71455,414.198325,,,
271.750125,414.219375,,,
271.779625,414.449775,,,
271.806275,414.465875,,,
271.8358,414.601125,,,
271.87415,414.638725,,,
271.888975,414.69035,,,
271.970875,414.702775,,,
272.0061,414.795325,,,
272.0284,414.827525,,,
272.045975,414.83645,,,
272.10405,414.857925,,,
272.120825,414.8758,,,
272.1537,414.9898,,,
272.16695,415.0162,,,
272.1798,415.032625,,,
272.1849,415.051275,,,
272.20305,415.075575,,,
272.21315,415.182625,,,
272.24115,415.207925,,,
272.2818,415.264475,,,
272.329,415.294125,,,
272.360125,415.321425,,,
272.37375,415.3769,,,
272.378175,415.404175,,,
272.41655,415.4923,,,
272.41915,415.5171,,,
272.4212,415.53625,,,
272.4296,415.586575,,,
272.443975,415.61925,,,
272.46215,415.64945,,,
272.504275,415.669075,,,
272.516625,415.838475,,,
272.526,415.880425,,,
272.537325,416.001025,,,
272.54255,416.194325,,,
272.556925,416.222775,,,
272.564925,416.245525,,,
272.5748,416.279875,,,
272.6267,416.41955,,,
272.64205,416.515575,,,
272.648475,416.561825,,,
272.6507,416.586175,,,
272.6592,416.62355,,,
272.66815,416.63085,,,
272.818325,416.75075,,,
272.84285,416.870125,,,
272.881125,416.923725,,,
272.9036,416.937,,,
272.97555,416.954375,,,
273.061675,416.96635,,,
273.10115,417.012025,,,
273.18265,417.1733,,,
273.308375,417.367225,,,
273.3173,417.395075,,,
273.35775,417.4643,,,
273.393475,417.4928,,,
273.413975,417.535975,,,
273.4176,417.5576,,,
273.4386,417.576675,,,
273.6278,417.614475,,,
273.6464,417.722625,,,
273.659525,417.72435,,,
273.6914,417.812525,,,
273.71755,417.83135,,,
273.824075,417.9154,,,
273.844775,417.9883,,,
273.888025,418.04975,,,
273.950325,418.0718,,,
274.002075,418.10185,,,
274.025675,418.227875,,,
274.055075,418.25045,,,
274.121225,418.2729,,,
274.14075,418.3335,,,
274.15025,418.38675,,,
274.16515,418.4472,,,
274.197475,418.45895,,,
274.205925,418.4737,,,
274.22035,418.50695,,,
274.238475,418.525875,,,
274.35685,418.546275,,,
274.3743,418.553625,,,
274.427225,418.577875,,,
274.50105,418.624225,,,
274.5461,418.658825,,,
274.599275,418.83425,,,
274.802175,418.8639,,,
274.823725,418.879625,,,
274.8644,418.955675,,,
274.877575,418.9761,,,
274.987575,419.014625,,,
275.054725,419.0742,,,
275.0623,419.1632,,,
275.0861,419.305225,,,
275.113225,419.3216,,,
275.120925,419.3661,,,
275.13875,419.381275,,,
275.14915,419.3832,,,
275.170525,419.4501,,,
275.193,419.49955,,,
275.2631,419.6062,,,
275.290925,419.619225,,,
275.304875,419.633525,,,
275.327,419.668625,,,
275.35235,419.724825,,,
275.366575,419.741425,,,
275.401625,419.785725,,,
275.413525,419.94005,,,
275.44175,420.068475,,,
275.4618,420.139325,,,
275.4841,420.292725,,,
275.526975,420.461175,,,
275.589225,420.50645,,,
275.645725,420.53295,,,
275.7287,420.620775,,,
275.755175,420.710275,,,
275.763825,420.81935,,,
275.777075,420.921075,,,
275.81205,420.9775,,,
275.85845,420.984775,,,
275.8722,421.026475,,,
275.88185,421.208975,,,
275.9001,421.376025,,,
275.9146,421.389125,,,
275.92865,421.4021,,,
275.938325,421.428475,,,
275.964825,421.4783,,,
275.98125,421.54155,,,
276.012825,421.684225,,,
276.032675,421.7395,,,
276.074875,421.76895,,,
276.097675,421.8348,,,
276.108225,421.84,,,
276.135875,421.883925,,,
276.3125,421.9172,,,
276.33295,421.95835,,,
276.416525,421.987175,,,
276.46285,422.01715,,,
276.55835,422.10745,,,
276.5909,422.11525,,,
276.602475,422.162625,,,
276.6107,422.3409,,,
276.61245,422.398925,,,
276.6447,422.399975,,,
276.796875,422.408875,,,
276.87965,422.7278,,,
276.899825,422.8184,,,
276.90485,422.836,,,
276.916175,422.998375,,,
276.9789,423.0198,,,
277.04965,423.171025,,,
277.061225,423.225575,,,
277.145125,423.2393,,,
277.1845,423.255575,,,
277.2529,423.30035,,,
277.256325,423.3191,,,
277.34615,423.33205,,,
277.3665,423.34235,,,
277.449825,423.487725,,,
277.458675,423.570725,,,
277.473975,423.585825,,,
277.522475,423.648,,,
277.53485,423.65675,,,
277.5597,423.6972,,,
277.594825,423.713425,,,
277.660625,423.730775,,,
277.6825,423.732675,,,
277.69405,423.826125,,,
277.715825,423.85435,,,
277.75815,424.0225,,,
277.805725,424.055975,,,
277.814175,424.075275,,,
277.8189,424.163275,,,
277.826325,424.270925,,,
277.850825,424.3596,,,
277.8629,424.396075,,,
277.88555,424.506,,,
277.96685,424.598875,,,
277.97515,424.629325,,,
277.9844,424.68705,,,
278.049475,424.709675,,,
278.08075,424.735375,,,
278.11325,424.801175,,,
278.1395,424.824375,,,
278.161975,424.86795,,,
278.163525,425.0681,,,
278.220725,425.1299,,,
278.24635,425.381575,,,
278.397825,425.447925,,,
278.4669,425.56265,,,
278.474825,425.57715,,,
278.488275,425.620725,,,
278.54615,425.65525,,,
278.54825,425.691125,,,
278.5518,425.72355,,,
278.60905,425.73615,,,
278.6208,425.7787,,,
278.64375,425.956825,,,
278.651,425.99255,,,
278.681725,426.0428,,,
278.723725,426.07705,,,
278.741775,426.100175,,,
278.777525,426.103575,,,
278.811075,426.22705,,,
278.8147,426.308575,,,
278.833625,426.383275,,,
278.845925,426.52025,,,
278.851025,426.551825,,,
278.860075,426.625175,,,
278.8703,426.62835,,,
278.881675,426.653625,,,
278.8948,426.667625,,,
278.902775,426.681025,,,
278.912225,426.731125,,,
278.943375,426.754125,,,
278.9804,426.89685,,,
278.995275,426.990025,,,
279.014475,427.001875,,,
279.0305,427.033925,,,
279.035125,427.073825,,,
279.046725,427.31285,,,
279.082775,427.403575,,,
279.1691,427.510775,,,
279.214375,427.573975,,,
279.231925,427.6301,,,
279.2351,427.66865,,,
279.2414,427.7672,,,
279.274925,427.816625,,,
279.27685,427.997575,,,
279.289325,428.218325,,,
279.291375,428.3992,,,
279.3234,428.575525,,,
279.34425,428.7017,,,
279.34975,428.859225,,,
279.353475,428.889575,,,
279.363375,428.938,,,
279.368825,428.9556,,,
279.39175,429.20295,,,
279.4067,429.238675,,,
279.440775,429.34075,,,
279.4435,429.450375,,,
279.51905,429.464925,,,
279.5294,429.480275,,,
279.58915,429.48775,,,
279.710425,429.5023,,,
279.7191,429.561575,,,
279.73475,429.5772,,,
279.7724,429.57825,,,
279.8146,429.64375,,,
279.822475,429.776525,,,
279.8548,429.8905,,,
279.873,430.098325,,,
279.8915,430.122425,,,
279.992525,430.2997,,,
280.009575,430.30605,,,
280.018825,430.332475,,,
280.038875,430.46015,,,
280.055075,430.52805,,,
280.0917,430.582125,,,
280.155775,430.723975,,,
280.1751,430.801925,,,
280.1841,430.84495,,,
280.2119,431.0788,,,
280.229625,431.16045,,,
280.272525,431.1966,,,
280.377525,431.68975,,,
280.410975,431.69285,,,
280.4361,431.73835,,,
280.54115,431.77435,,,
280.60175,431.776375,,,
280.677675,431.80675,,,
280.704875,431.876175,,,
280.7327,431.903075,,,
280.8113,431.90785,,,
280.9355,432.043025,,,
281.035775,432.0914,,,
281.0855,432.1024,,,
281.13805,432.135725,,,
281.232325,432.156925,,,
281.389975,432.3853,,,
281.3955,432.482075,,,
281.502775,432.51,,,
281.5567,432.603225,,,
281.59755,432.64565,,,
281.6641,432.6543,,,
281.6749,432.693075,,,
281.804775,432.79805,,,
281.829925,432.84275,,,
281.839075,432.846925,,,
281.860325,432.959275,,,
281.86775,432.961925,,,
281.87865,432.99755,,,
281.9003,433.05765,,,
281.9297,433.199525,,,
281.9678,433.2617,,,
281.9867,433.28505,,,
282.02585,433.3061,,,
282.061375,433.3684,,,
282.11575,433.487325,,,
282.12965,433.4902,,,
282.1724,433.514675,,,
282.189675,433.52795,,,
282.2058,433.61405,,,
282.214725,433.653975,,,
282.225675,433.8095,,,
282.235175,433.846775,,,
282.27095,433.982525,,,
282.276775,434.02465,,,
282.28885,434.130775,,,
282.298775,434.39585,,,
282.344925,434.673175,,,
282.3612,434.930575,,,
282.371525,435.026775,,,
282.394325,435.11005,,,
282.4168,435.135825,,,
282.4256,435.25185,,,
282.439325,435.27505,,,
282.4663,435.292675,,,
282.490325,435.460475,,,
282.511725,435.54965,,,
282.524525,435.5587,,,
282.53095,435.569175,,,
282.535625,435.5707,,,
282.5426,435.5982,,,
282.5687,435.617425,,,
282.58505,435.72205,,,
282.60755,435.8729,,,
282.61815,435.9016,,,
282.62475,435.90835,,,
282.647625,435.937925,,,
282.65365,435.981725,,,
282.656225,436.03755,,,
282.7527,436.058075,,,
282.80635,436.106275,,,
282.821775,436.153125,,,
282.8438,436.2081,,,
282.8954,436.236275,,,
282.916275,436.329125,,,
282.958275,436.40545,,,
282.977075,436.510875,,,
283.026475,436.560225,,,
283.048675,436.5984,,,
283.085425,436.75515,,,
283.1296,436.869225,,,
283.148425,436.890725,,,
283.201475,436.93375,,,
283.2097,437.033975,,,
283.25545,437.035675,,,
283.2911,437.142175,,,
283.35405,437.181725,,,
283.394975,437.196675,,,
283.3979,437.227925,,,
283.40805,437.2979,,,
283.477275,437.307275,,,
283.491575,437.3818,,,
283.528775,437.4397,,,
283.5831,437.748325,,,
283.595725,437.977,,,
283.6838,438.00185,,,
283.69945,438.028625,,,
283.707975,438.284325,,,
283.788525,438.46635,,,
283.8323,438.50485,,,
283.87365,438.567675,,,
283.928575,438.624,,,
283.94485,438.781375,,,
283.989025,438.86645,,,
284.0127,438.884625,,,
284.044625,439.04455,,,
284.04795,439.08285,,,
284.0772,439.11185,,,
284.123725,439.20525,,,
284.13835,439.235025,,,
284.14825,439.588925,,,
284.164125,439.945325,,,
284.194375,439.98125,,,
284.211125,440.0322,,,
284.213925,440.203575,,,
284.220125,440.2218,,,
284.248325,440.500925,,,
284.25835,440.82585,,,
284.283475,440.9035,,,
284.29945,440.978525,,,
284.31625,441.132725,,,
284.34055,441.16035,,,
284.34185,441.186325,,,
284.35815,441.215775,,,
284.437125,441.3221,,,
284.449525,441.374675,,,
284.465025,441.398775,,,
284.475075,441.461125,,,
284.486475,441.49135,,,
284.561625,441.51235,,,
284.56655,441.5685,,,
284.573625,441.6377,,,
284.60065,441.6893,,,
284.607425,441.727925,,,
284.620675,441.7977,,,
284.634975,441.8478,,,
284.648875,441.904875,,,
284.6617,442.0105,,,
284.6686,442.04915,,,
284.685225,442.252675,,,
284.700675,442.616625,,,
284.714525,442.8775,,,
284.7262,442.9347,,,
284.736075,442.936375,,,
284.739575,442.9826,,,
284.768925,443.016875,,,
284.783175,443.072575,,,
284.802275,443.092,,,
284.8201,443.149625,,,
284.8511,443.16395,,,
284.853025,443.21605,,,
284.86825,443.23335,,,
284.878975,443.264275,,,
284.8966,443.366475,,,
284.906325,443.42125,,,
284.9252,443.453775,,,
284.93985,443.502575,,,
284.94905,443.6019,,,
284.964025,443.692975,,,
284.970025,443.746075,,,
284.975275,443.765075,,,
284.98075,443.9981,,,
285.0067,443.999825,,,
285.067675,444.008225,,,
285.137325,444.064475,,,
285.1568,444.126425,,,
285.239925,444.147175,,,
285.4004,444.16535,,,
285.4761,444.178625,,,
285.5715,444.371875,,,
285.597225,444.389775,,,
285.65745,444.426975,,,
285.718425,444.5508,,,
285.73395,444.597475,,,
285.780775,444.66,,,
285.84745,444.88795,,,
285.8719,444.919575,,,
285.91435,444.957825,,,
285.9176,445.08655,,,
285.982725,445.130075,,,
286.2088,445.1541,,,
286.240675,445.2087,,,
286.42625,445.2583,,,
286.489525,445.37165,,,
286.561625,445.426675,,,
286.627925,445.630175,,,
286.656625,445.69065,,,
286.7086,445.799975,,,
286.717375,445.8604,,,
286.7441,445.889275,,,
286.783525,446.036375,,,
286.81455,446.214125,,,
286.87045,446.220175,,,
286.901925,446.352575,,,
286.93695,446.365725,,,
286.966125,446.4942,,,
286.99015,446.5889,,,
287.053325,446.62275,,,
287.071975,446.678475,,,
287.143725,446.759675,,,
287.1727,446.77235,,,
287.181675,446.885275,,,
287.184925,446.9673,,,
287.2388,447.179625,,,
287.31455,447.325275,,,
287.404775,447.494125,,,
287.4132,447.5568,,,
287.44155,447.665525,,,
287.4572,447.7937,,,
287.481525,447.858375,,,
287.505325,448.0261,,,
287.530575,448.06665,,,
287.532025,448.175975,,,
287.573875,448.2003,,,
287.606075,448.445575,,,
287.692925,448.76595,,,
287.7658,448.9821,,,
287.871225,449.0369,,,
288.025175,449.220175,,,
288.074625,449.2414,,,
288.302525,449.2531,,,
288.339325,449.26755,,,
288.404775,449.31495,,,
288.504725,449.3344,,,
288.62045,449.37015,,,
288.66345,449.44425,,,
288.878575,449.50015,,,
288.92525,449.503475,,,
289.10595,449.56555,,,
289.1508,449.582725,,,
289.3537,449.586325,,,
289.683225,449.5922,,,
289.9498,449.603625,,,
289.9714,449.713625,,,
289.9864,449.779275,,,
290.0433,449.9144,,,
290.0848,449.9406,,,
290.1262,449.960525,,,
290.179675,449.984175,,,
290.202025,450.120075,,,
290.23245,450.13905,,,
290.25365,450.141325,,,
290.2653,450.19955,,,
290.317425,450.2544,,,
290.3326,450.28215,,,
290.35585,450.32415,,,
290.38875,450.453175,,,
290.3991,450.5872,,,
290.412675,450.598525,,,
290.421825,450.63005,,,
290.45955,450.720625,,,
290.479425,450.78245,,,
290.493,450.853,,,
290.518925,450.94755,,,
290.537,450.995,,,
290.575525,451.11685,,,
290.629225,451.3042,,,
290.639475,451.446875,,,
290.6611,451.502025,,,
290.66745,451.5169,,,
290.700775,451.576,,,
290.714325,451.591725,,,
290.734425,451.617175,,,
290.7453,451.705725,,,
290.753325,451.7145,,,
290.76485,451.75975,,,
290.81215,451.810775,,,
290.824325,452.0265,,,
290.84285,452.205325,,,
290.849225,452.235725,,,
290.855975,452.352375,,,
290.88845,452.547375,,,
290.89375,452.6224,,,
290.911725,452.648325,,,
290.954625,452.778025,,,
290.9951,453.058275,,,
291.006825,453.222975,,,
291.028375,453.296175,,,
291.22225,453.3066,,,
291.26005,453.411425,,,
291.2794,453.589775,,,
291.3216,453.771475,,,
291.344575,453.821975,,,
291.3641,453.849425,,,
291.371875,453.92765,,,
291.394175,453.981325,,,
291.40685,454.0492,,,
291.413375,454.2565,,,
291.41775,454.426375,,,
291.454775,454.520225,,,
291.4689,454.7191,,,
291.491825,454.7651,,,
291.51945,454.791025,,,
291.549175,454.807175,,,
291.581575,454.876275,,,
291.602275,454.968625,,,
291.629,454.984525,,,
291.6494,455.110575,,,
291.679375,455.123575,,,
291.881625,455.240775,,,
291.8844,455.332625,,,
291.94625,455.367275,,,
291.97885,455.42265,,,
291.984,455.5145,,,
292.025425,455.550325,,,
292.094025,455.643675,,,
292.171275,455.896125,,,
292.184575,455.911225,,,
292.289275,455.930275,,,
292.351425,455.984725,,,
292.415225,456.213725,,,
292.443075,456.31115,,,
292.4722,456.57055,,,
292.48475,456.57445,,,
292.49295,456.59535,,,
292.515475,456.746375,,,
292.537925,456.968425,,,
292.5584,457.02885,,,
292.585825,457.053225,,,
292.6015,457.12865,,,
292.627525,457.1304,,,
292.658225,457.20935,,,
292.681625,457.326475,,,
292.71525,457.4384,,,
292.7385,457.550525,,,
292.749625,457.57905,,,
292.769825,457.6106,,,
292.808,457.6349,,,
292.81475,457.69575,,,
292.824875,457.706475,,,
292.879275,457.915875,,,
292.894725,457.986975,,,
292.91705,458.162175,,,
292.928275,458.879525,,,
292.951075,458.9734,,,
293.00215,459.11345,,,
293.025475,459.146575,,,
293.037175,459.332375,,,
293.04245,459.375475,,,
293.0622,459.390375,,,
293.06915,459.432675,,,
293.07965,459.56145,,,
293.110575,459.748775,,,
293.13945,459.78755,,,
293.158825,459.813175,,,
293.17255,459.992175,,,
293.2006,460.014475,,,
293.223425,460.0172,,,
293.24475,460.066475,,,
293.260975,460.094125,,,
293.2824,460.1751,,,
293.292425,460.217775,,,
293.329575,460.247325,,,
293.338875,460.339175,,,
293.3572,460.368525,,,
293.358625,460.432275,,,
293.447525,460.516875,,,
293.468525,460.59375,,,
293.487575,460.629675,,,
293.51615,460.69025,,,
293.533275,460.774075,,,
293.548525,460.792825,,,
293.56085,460.79715,,,
293.60845,460.8027,,,
293.61835,460.85185,,,
293.6355,460.866925,,,
293.642775,460.9494,,,
293.651,460.982825,,,
293.6647,461.19735,,,
293.676275,461.220725,,,
293.70125,461.262075,,,
293.70835,461.317375,,,
293.716375,461.389225,,,
293.729775,461.455775,,,
293.734375,461.6742,,,
293.745975,461.6963,,,
293.757925,461.770125,,,
293.7796,461.79655,,,
293.7951,462.010175,,,
293.809375,462.19295,,,
293.8459,462.4081,,,
293.8627,462.418675,,,
293.872525,462.860975,,,
293.87865,462.89495,,,
293.886,462.99165,,,
293.908325,463.459225,,,
293.922975,463.48,,,
293.953475,463.922625,,,
293.965875,464.036925,,,
293.98795,464.1862,,,
294.0155,464.41915,,,
294.06955,464.507675,,,
294.077475,464.76075,,,
294.085925,464.868225,,,
294.13205,465.297025,,,
294.189325,465.321025,,,
294.200875,465.341475,,,
294.22245,465.599625,,,
294.232975,465.6699,,,
294.246425,465.743325,,,
294.302925,465.82815,,,
294.325825,466.334,,,
294.337575,466.385025,,,
294.385475,466.504325,,,
294.404025,466.63725,,,
294.42425,466.69175,,,
294.43395,466.6973,,,
294.4489,466.72755,,,
294.45315,466.813725,,,
294.5063,466.914675,,,
294.5214,466.943625,,,
294.544025,466.97535,,,
294.570475,467.06555,,,
294.578025,467.3549,,,
294.59605,467.49685,,,
294.605975,467.645875,,,
294.615775,467.7749,,,
294.63755,467.78235,,,
294.64445,467.815525,,,
294.6549,467.910775,,,
294.668275,468.002275,,,
294.67665,468.06185,,,
294.68905,468.1473,,,
294.721625,468.43525,,,
294.72855,468.53045,,,
294.73625,468.76765,,,
294.74395,468.800225,,,
294.750325,468.86395,,,
294.777375,468.942525,,,
294.80115,469.08385,,,
294.81675,469.110825,,,
294.852725,469.29125,,,
294.86445,469.363825,,,
294.87115,469.3973,,,
294.878525,469.45105,,,
294.885,469.482125,,,
294.8905,469.668275,,,
294.905775,469.676925,,,
294.913175,469.716025,,,
294.9369,469.7299,,,
294.944975,469.822075,,,
294.953725,470.025925,,,
294.96685,470.32445,,,
294.9734,470.3856,,,
295.00875,470.492325,,,
295.02715,470.563775,,,
295.042125,470.70655,,,
295.0531,470.774925,,,
295.072075,470.7912,,,
295.081575,470.87695,,,
295.090675,471.02815,,,
295.0937,471.2433,,,
295.099625,471.3708,,,
295.124475,471.430675,,,
295.129275,471.463725,,,
295.142425,471.48,,,
295.16955,471.68225,,,
295.1911,471.942275,,,
295.192875,471.999675,,,
295.230575,472.041225,,,
295.23815,472.0684,,,
295.245625,472.2621,,,
295.31095,472.437525,,,
295.334775,472.45895,,,
295.352925,472.5013,,,
295.421375,472.6596,,,
295.457675,472.755775,,,
295.46295,472.8137,,,
295.49325,472.828675,,,
295.504725,472.9778,,,
295.514425,473.15875,,,
295.569575,473.16785,,,
295.587875,473.203925,,,
295.59515,473.296325,,,
295.602325,473.374,,,
295.617825,473.467825,,,
295.6265,473.84405,,,
295.637675,473.89745,,,
295.65205,474.0321,,,
295.66015,474.186825,,,
295.6845,474.32735,,,
295.72585,474.398225,,,
295.7403,474.511625,,,
295.77665,474.52585,,,
295.797475,474.628,,,
295.81965,474.65525,,,
295.869775,474.79655,,,
295.893025,474.807,,,
295.925375,474.928425,,,
295.939275,474.94645,,,
295.96185,475.077575,,,
295.99135,475.135175,,,
296.00185,475.285175,,,
296.02365,475.362125,,,
296.03155,475.59745,,,
296.06685,475.677925,,,
296.098625,476.030825,,,
296.142275,476.097,,,
296.1548,476.12115,,,
296.163475,476.267025,,,
296.179725,476.286625,,,
296.186525,476.404725,,,
296.192375,476.448975,,,
296.1986,476.55705,,,
296.2178,476.690775,,,
296.220075,476.72655,,,
296.2287,476.829375,,,
296.23305,476.83295,,,
296.2378,476.9442,,,
296.25485,477.147975,,,
296.322375,477.22535,,,
296.34175,477.248325,,,
296.367075,477.31435,,,
296.415975,477.58215,,,
296.434725,477.621525,,,
296.44035,477.7173,,,
296.452325,477.720375,,,
296.470075,477.830775,,,
296.489975,477.85755,,,
296.593675,477.8781,,,
296.59715,477.9423,,,
296.60915,477.947725,,,
296.6471,477.97555,,,
296.669475,478.11165,,,
296.682675,478.164875,,,
296.7245,478.232975,,,
296.743275,478.563075,,,
296.7519,478.743,,,
296.9673,478.81025,,,
296.986275,478.847275,,,
296.99215,478.905975,,,
297.130425,479.008775,,,
297.158725,479.066775,,,
297.188125,479.242725,,,
297.207175,479.33335,,,
297.2878,479.354475,,,
297.303675,479.373275,,,
297.372225,479.422125,,,
297.3823,479.47075,,,
297.393575,479.49985,,,
297.431175,479.56535,,,
297.4577,479.673525,,,
297.528125,479.919725,,,
297.53555,479.999525,,,
297.575175,480.10875,,,
297.633,480.19565,,,
297.67855,480.472825,,,
297.68555,480.4913,,,
297.71515,480.514275,,,
297.7392,,,,
297.7514,,,,
297.776075,,,,
297.815675,,,,
297.82655,,,,
297.8509,,,,
297.852675,,,,
297.92545,,,,
297.956675,,,,
297.97695,,,,
297.989575,,,,
298.032625,,,,
298.13525,,,,
298.167475,,,,
298.187375,,,,
298.201975,,,,
298.217625,,,,
298.2261,,,,
298.2814,,,,
298.2847,,,,
298.290525,,,,
298.297425,,,,
298.362675,,,,
298.382675,,,,
298.418725,,,,
298.461975,,,,
298.56835,,,,
298.572975,,,,
298.597475,,,,
298.63085,,,,
298.644825,,,,
298.7198,,,,
298.731025,,,,
298.7825,,,,
298.8554,,,,
298.863875,,,,
298.917425,,,,
298.948075,,,,
298.9957,,,,
299.11455,,,,
299.186275,,,,
299.20865,,,,
299.2158,,,,
299.222025,,,,
299.251675,,,,
299.330875,,,,
299.34545,,,,
299.362575,,,,
299.4008,,,,
299.430825,,,,
299.473425,,,,
299.488575,,,,
299.511925,,,,
299.534925,,,,
299.612325,,,,
299.64065,,,,
299.660775,,,,
299.668175,,,,
299.681875,,,,
299.692625,,,,
299.708375,,,,
299.728025,,,,
299.752725,,,,
299.7648,,,,
299.792325,,,,
299.799425,,,,
299.807325,,,,
299.8222,,,,
299.823525,,,,
299.8314,,,,
299.86015,,,,
299.8945,,,,
299.900575,,,,
299.933425,,,,
299.951625,,,,
299.96135,,,,
299.98565,,,,
300.0536,,,,
300.07245,,,,
300.083025,,,,
300.092525,,,,
300.1045,,,,
300.117375,,,,
300.130625,,,,
300.15745,,,,
300.169675,,,,
300.190075,,,,
300.205975,,,,
300.244,,,,
300.26065,,,,
300.278775,,,,
300.29145,,,,
300.305775,,,,
300.371775,,,,
300.38425,,,,
300.404775,,,,
300.436925,,,,
300.455825,,,,
300.487025,,,,
300.498175,,,,
300.531975,,,,
300.55635,,,,
300.5778,,,,
300.601525,,,,
300.664925,,,,
300.70325,,,,
300.7235,,,,
300.766475,,,,
300.79795,,,,
300.824025,,,,
300.854225,,,,
300.866875,,,,
300.922975,,,,
300.95125,,,,
300.9713,,,,
300.985,,,,
301.0014,,,,
301.19245,,,,
301.2127,,,,
301.32495,,,,
301.4064,,,,
301.438175,,,,
301.447175,,,,
301.46215,,,,
301.46975,,,,
301.472875,,,,
301.492625,,,,
301.50645,,,,
301.52595,,,,
301.713075,,,,
301.79345,,,,
301.8174,,,,
301.91535,,,,
301.958925,,,,
301.9799,,,,
302.030425,,,,
302.0465,,,,
302.06275,,,,
302.0896,,,,
302.1109,,,,
302.162275,,,,
302.171625,,,,
302.189475,,,,
302.2109,,,,
302.310175,,,,
302.347625,,,,
302.490975,,,,
302.5219,,,,
302.538025,,,,
302.55765,,,,
302.587325,,,,
302.597525,,,,
302.63205,,,,
302.6488,,,,
302.663275,,,,
302.691625,,,,
302.700025,,,,
302.717175,,,,
303.026175,,,,
303.058775,,,,
303.072775,,,,
303.157175,,,,
303.165975,,,,
303.2388,,,,
303.275575,,,,
303.295625,,,,
303.5899,,,,
303.60635,,,,
303.67285,,,,
303.755525,,,,
303.81455,,,,
303.884625,,,,
303.89985,,,,
304.078525,,,,
304.11835,,,,
304.138125,,,,
304.2088,,,,
304.2126,,,,
304.750525,,,,
304.7882,,,,
304.808725,,,,
304.909775,,,,
305.089125,,,,
305.14395,,,,
305.39025,,,,
305.44385,,,,
305.46275,,,,
305.4886,,,,
305.4965,,,,
305.5254,,,,
305.556975,,,,
305.602325,,,,
305.6161,,,,
305.7497,,,,
305.75765,,,,
305.760325,,,,
305.82115,,,,
306.005,,,,
306.038925,,,,
306.077025,,,,
306.110225,,,,
306.16815,,,,
306.190625,,,,
306.297975,,,,
306.37125,,,,
306.44065,,,,
306.45465,,,,
306.465425,,,,
306.51755,,,,
306.602775,,,,
306.68875,,,,
306.89425,,,,
306.9436,,,,
307.138025,,,,
307.16695,,,,
307.1967,,,,
307.239975,,,,
307.26115,,,,
307.330125,,,,
307.392825,,,,
307.461075,,,,
307.48825,,,,
307.530325,,,,
307.555875,,,,
307.589075,,,,
307.61955,,,,
307.6832,,,,
307.701025,,,,
307.724175,,,,
307.80145,,,,
307.820475,,,,
307.839725,,,,
307.8761,,,,
307.90295,,,,
307.91035,,,,
307.9265,,,,
307.97965,,,,
308.037,,,,
308.09515,,,,
308.122125,,,,
308.136575,,,,
308.232675,,,,
308.2641,,,,
308.316575,,,,
308.34855,,,,
308.393875,,,,
