SPK_SPKC06a (excited),SPK_SPKC12a (no effect),SPK_SPKC12b (NA),SPK_SPKC16a (no effect),SPK_SPKC16b (short inhibition)
65.722,99.3259,45.303325,402.30585,188.369725
65.73645,99.38165,45.407225,402.312675,188.45875
65.75195,99.42905,45.448175,402.33215,188.486
65.761725,99.48325,45.473925,402.671475,188.605325
65.773725,99.513475,45.49685,403.089225,188.69315
65.8003,99.6178,45.537375,403.3316,188.877875
65.80645,99.65685,45.5548,403.602675,188.9282
65.824525,99.7879,45.601775,403.609075,189.059875
65.8392,99.816825,45.622425,403.705225,189.684475
65.871675,99.897275,45.64505,403.806475,189.6875
65.897025,100.0648,45.666825,404.039275,189.7207
65.925675,100.2584,45.681775,404.20065,189.741625
65.932575,100.3356,45.70455,404.247275,189.791925
65.935625,100.377675,45.725625,404.297225,189.818775
65.9448,100.487,45.7514,404.51245,189.847425
65.95195,100.497175,45.774275,404.5339,189.87015
65.980625,100.6411,45.8144,404.78805,189.9586
65.992325,100.672475,45.8532,405.040275,189.98305
66.036375,100.75395,45.88505,405.08225,190.030825
66.044375,100.812575,45.922525,405.28315,190.122425
66.0618,100.9261,45.943325,406.06645,190.158075
66.081125,101.112925,46.0089,406.443225,190.240725
66.0893,101.18975,46.02825,406.548675,190.289775
66.111825,101.3019,46.045075,406.612275,190.337775
66.152525,101.31655,46.080725,406.798525,190.42995
66.18,101.35835,46.10455,406.859725,190.5029
66.185775,101.5013,46.1323,406.89975,190.668425
66.224,101.528875,46.1511,407.0453,190.77735
66.302775,101.556125,46.16865,407.387275,190.8809
66.3284,101.584225,46.18325,407.4161,191.0269
66.3781,101.64485,46.20465,407.55525,191.05815
66.391675,101.682325,46.21495,407.57955,191.095875
66.443075,101.820475,46.22435,407.59245,191.148375
66.5208,102.4696,46.232175,407.69185,191.332775
66.52185,102.51415,46.246,407.93685,191.397775
66.554175,102.701625,46.274575,408.270825,191.712675
66.6046,102.75805,46.327575,408.3023,191.959525
66.60585,102.820975,46.35585,408.416425,191.976675
66.634325,102.8932,46.392675,408.6104,191.98705
66.65965,102.98615,46.4066,408.698325,192.02335
66.7299,103.14185,46.4226,409.1726,192.2581
66.738525,103.222425,46.433675,409.294725,192.3742
66.7564,103.383,46.462675,409.78475,192.461375
66.8734,103.530525,46.497375,409.793275,192.7268
66.8803,103.57455,46.5179,410.18065,192.743775
66.914975,103.58865,46.54385,410.315425,192.761725
66.919275,103.613875,46.62045,410.3916,192.78545
67.018925,103.629675,46.642975,410.68975,192.82465
67.08175,103.640275,46.663475,410.819325,192.892575
67.086825,103.849075,46.6928,410.84535,192.981275
67.110025,103.897725,46.731475,410.958475,193.021825
67.121525,104.012225,46.774125,411.034,193.03875
67.12525,104.110225,46.811925,411.0756,193.129025
67.1401,104.1751,46.856225,411.349025,193.14055
67.1658,104.22475,46.887125,411.4836,193.161525
67.16955,104.299275,46.917,411.500675,193.18095
67.19895,104.328125,46.9424,411.564775,193.23785
67.214775,104.3667,46.96805,411.59515,193.27
67.239575,104.385275,47.02005,411.6219,193.338675
67.258775,104.44795,47.0263,411.69085,193.3477
67.263525,104.51895,47.098025,411.81125,193.45655
67.2794,104.6744,47.132925,411.8947,193.66625
67.29235,104.7074,47.16275,411.974675,193.66815
67.3063,104.8857,47.186025,412.0139,193.698975
67.321375,104.947525,47.2593,412.1725,193.77435
67.3255,104.966025,47.325425,412.2519,193.79055
67.33585,105.020675,47.3622,412.37735,193.8836
67.3653,105.18895,47.3878,412.466025,193.950725
67.37785,105.286,47.41525,412.846075,194.011525
67.445325,105.41035,47.4876,412.875725,194.0572
67.467325,105.469375,47.519625,413.1859,194.178675
67.473525,105.6133,47.610325,413.478225,194.266075
67.481325,105.785275,47.639075,413.495425,194.3675
67.48455,105.80425,47.6795,413.518225,194.442575
67.5303,105.8347,47.71005,413.6925,194.459725
67.54505,105.86525,47.782975,413.839775,194.46685
67.6265,105.89645,47.7873,413.865075,194.475325
67.675875,105.899925,47.8097,414.220825,194.48535
67.691,106.20405,47.86635,414.329875,194.4983
67.706675,106.2285,47.902125,415.038675,194.5808
67.730275,106.5341,47.928325,415.246475,194.62685
67.758775,106.711425,48.02595,415.31335,194.678
67.86005,106.75615,48.06,415.6131,194.7357
67.898325,106.792975,48.116025,415.6408,194.81675
67.945025,106.88695,48.165525,415.71965,194.83635
68.056475,106.906325,48.22185,415.865575,194.856475
68.07875,106.930175,48.261625,416.275225,194.8934
68.12925,106.9533,48.295275,416.901875,194.927275
68.14015,107.02965,48.332375,417.0212,194.9899
68.15785,107.0384,48.36385,417.056725,195.004375
68.16785,107.09125,48.396625,417.124725,195.106125
68.214525,107.127175,48.41885,417.424325,195.12175
68.278675,107.159275,48.438475,417.470575,195.14635
68.365525,107.172675,48.470975,417.5045,195.164025
68.390325,107.338225,48.49025,417.830875,195.1971
68.4518,107.34045,48.518675,418.032925,195.25045
68.4628,107.3615,48.539275,418.2539,195.365175
68.528475,107.3685,48.564225,418.323175,195.394125
68.5675,107.407975,48.591625,418.370825,195.44735
68.75015,107.581225,48.621025,418.38845,195.46635
68.767875,107.650575,48.655875,418.6912,195.48215
68.78235,107.657975,48.669375,418.716975,195.51905
68.79425,107.6694,48.6791,418.857025,195.528125
68.838875,107.686175,48.686175,419.083125,195.60095
68.857175,107.762225,48.6915,419.106675,195.6635
68.867075,107.91185,48.7067,419.164775,195.69785
68.881975,107.9598,48.718975,419.40735,195.7377
68.899675,107.98655,48.7573,419.4365,195.816225
68.913325,107.996475,48.78445,419.495075,195.8854
68.928175,108.06245,48.804775,419.670375,195.909225
68.9475,108.129575,48.84015,419.886725,195.93505
68.965175,108.1927,48.8999,419.889125,196.061975
68.9893,108.2377,48.91675,420.093875,196.07945
69.016925,108.258325,48.9446,420.21835,196.103725
69.0426,108.26255,48.95835,420.48555,196.1467
69.09355,108.36715,49.03215,420.7235,196.16965
69.14595,108.395625,49.039125,421.108225,196.218675
69.2035,108.405925,49.07965,421.421125,196.2409
69.23645,108.411325,49.111,421.621,196.28125
69.255,108.416825,49.17235,421.7991,196.330575
69.2664,108.515625,49.192125,421.8154,196.3633
69.277525,108.7529,49.2114,421.939825,196.4437
69.3559,108.7573,49.26075,422.121475,196.4571
69.36155,108.790925,49.29495,422.344725,196.52245
69.420075,108.90985,49.323225,422.4985,196.5587
69.4489,108.942675,49.344675,422.57875,196.580375
69.464475,108.967075,49.40885,422.976475,196.6326
69.48585,109.0189,49.4371,423.1428,196.6514
69.491325,109.154425,49.503725,423.1605,196.692825
69.5193,109.302575,49.604375,423.22165,196.77925
69.6567,109.315825,49.60975,423.415175,196.791225
69.717025,109.53435,49.65125,423.4946,196.812725
69.7957,109.57605,49.73285,423.5718,196.833125
69.8439,109.62235,49.762875,423.583,196.9223
69.89015,109.828275,49.834175,423.64485,196.9642
69.9021,109.922625,49.870025,423.669225,196.9899
69.929375,109.9472,49.9446,423.778675,197.0419
69.987325,110.01155,49.993225,423.789925,197.1034
70.000875,110.017125,50.043275,423.83295,197.235875
70.03045,110.032175,50.078775,423.85095,197.30425
70.10025,110.137775,50.124,423.98205,197.39815
70.121175,110.333725,50.171875,424.3659,197.474075
70.13565,110.371775,50.2174,424.4404,197.501725
70.137325,110.3786,50.296025,424.642525,197.554575
70.1703,110.39805,50.34755,424.734975,197.6251
70.173675,110.41485,50.392425,424.79405,197.6833
70.188775,110.426525,50.428375,424.9335,197.7461
70.202625,110.47515,50.4415,425.03765,197.83695
70.256475,110.4959,50.48145,425.3804,197.846375
70.35125,110.5096,50.548925,425.439325,197.85335
70.42015,110.6319,50.5854,425.488325,197.8979
70.445825,110.647175,50.697,425.753575,197.8993
70.45635,110.6718,50.73245,425.803075,198.009875
70.476525,110.71215,50.746475,425.92445,198.0324
70.4906,110.737575,50.750975,425.9768,198.061275
70.623775,110.76485,50.771575,426.202675,198.13355
70.7051,110.8276,50.805875,426.376025,198.1598
70.759725,110.862725,50.821725,426.3832,198.176275
70.85325,110.9009,50.849475,426.429825,198.33615
70.96545,110.99105,50.857025,426.436475,198.400275
71.015525,110.9979,50.876075,426.495975,198.421425
71.1116,111.16125,50.897875,426.644225,198.439725
71.137675,111.2094,50.920725,426.807475,198.50065
71.2584,111.25665,50.952225,426.950525,198.55895
71.291475,111.26915,50.9762,427.494875,198.622175
71.303125,111.5933,51.094425,427.59005,198.733
71.359275,111.6473,51.1389,427.911425,198.774125
71.3941,111.688875,51.1765,428.0237,198.86705
71.482225,111.796925,51.192525,428.04385,198.878
71.495175,111.9316,51.211475,428.206125,198.890825
71.565525,111.947225,51.239175,428.286025,198.9009
71.619975,111.97735,51.265475,428.509025,198.912375
71.648625,111.97945,51.29355,428.579575,199.034175
71.69785,112.0367,51.3266,428.66005,199.089175
71.732825,112.091975,51.35215,428.726225,199.137
71.7502,112.10945,51.45015,428.7755,199.16625
71.79595,112.133975,51.482225,428.789,199.191225
71.80305,112.151,51.5581,428.808425,199.25825
71.8128,112.2852,51.599575,428.865725,199.2787
71.8255,112.37625,51.644775,428.8807,199.3556
71.842025,112.38155,51.695425,428.894475,199.38335
71.871375,112.411775,51.72775,429.3289,199.434
71.8809,112.4181,51.74845,429.37725,199.483775
71.88695,112.431175,51.780025,429.57995,199.5074
71.8985,112.43255,51.821125,430.017625,199.544075
71.91515,112.584225,51.905025,430.244875,199.588
72.009775,112.6322,51.951,430.339,199.62535
72.2221,112.669,52.03865,430.372775,199.656125
72.33845,112.704675,52.06515,430.50295,199.69435
72.4316,112.72455,52.114125,430.6705,199.71355
72.4749,112.762025,52.13735,431.120525,199.738825
72.642075,112.79185,52.174925,431.2332,199.75855
72.7937,112.86,52.196975,431.378,199.76865
72.81935,112.865075,52.236025,431.75485,199.82665
72.905475,112.878125,52.263325,431.9072,199.854825
72.914225,112.92685,52.301025,432.219425,199.927675
72.9843,112.949775,52.3434,432.3196,199.95025
73.007275,113.106325,52.466875,432.552925,199.972575
73.029775,113.147975,52.528925,432.79705,199.986975
73.072875,113.196125,52.566475,432.842125,200.0982
73.10435,113.365325,52.598975,432.923425,200.2031
73.107925,113.44145,52.638275,433.0717,200.251675
73.116875,113.44605,52.694875,433.522025,200.374075
73.1336,113.518475,52.764175,433.614275,200.427125
73.1807,113.5553,52.786475,434.05615,200.530925
73.218625,113.560475,52.81895,434.21235,200.561475
73.317225,113.579425,52.87275,435.44765,200.68075
73.369275,113.669875,52.896675,435.7938,200.750025
73.381525,113.710675,52.9157,435.898575,200.767175
73.423225,113.731575,52.934975,436.058725,200.791975
73.451,113.778475,52.9606,436.5618,200.83445
73.476425,113.9195,52.991275,436.5786,200.91555
73.4884,113.97125,53.029,436.60655,201.02995
73.5014,114.02995,53.05855,436.6335,201.13515
73.529825,114.058025,53.073875,436.761625,201.17945
73.57825,114.14325,53.09015,437.212075,201.203725
73.594325,114.341025,53.119325,437.5868,201.2392
73.666775,114.5227,53.133675,437.676525,201.304475
73.715225,114.5396,53.174625,437.71215,201.474625
73.721975,114.559625,53.204825,437.835225,201.595875
73.889925,114.58075,53.2434,437.895475,201.664275
73.9601,114.6141,53.281325,438.1067,201.68
73.981475,114.64545,53.30175,438.1197,201.6919
74.01445,114.844425,53.3487,438.380425,201.7208
74.04185,114.8672,53.36695,438.65875,201.777375
74.0691,114.918575,53.3842,438.729425,201.7958
74.101275,115.034225,53.4011,438.7771,201.831375
74.11285,115.212825,53.419175,439.13965,201.89925
74.18045,115.304725,53.4399,439.38935,201.966675
74.208625,115.3217,53.459025,439.7297,202.009725
74.23855,115.371425,53.4931,439.89005,202.041025
74.278,115.477425,53.50655,440.02955,202.113725
74.3172,115.5041,53.527725,440.13625,202.21735
74.34945,115.54025,53.565475,440.4416,202.24685
74.3812,115.546425,53.612925,440.874425,202.312275
74.419125,115.56395,53.62775,441.1607,202.3677
74.4548,115.731125,53.6522,441.218225,202.44405
74.475175,115.858125,53.674625,441.410575,202.5092
74.482275,115.894,53.698625,441.4565,202.6314
74.51,116.017425,53.7221,441.574575,202.657425
74.537375,116.035,53.738625,441.593075,202.706975
74.5702,116.0699,53.756975,441.62405,202.726325
74.5923,116.09535,53.7855,441.693825,202.749075
74.602625,116.122775,53.808225,441.7996,202.76805
74.72345,116.15125,53.828125,442.003825,202.812175
74.757525,116.242625,53.858625,442.078875,202.831325
74.7653,116.29785,53.8664,442.2531,202.9592
74.859575,116.329425,53.886375,442.360325,202.979575
74.913675,116.361275,53.9037,442.81325,202.9952
74.930875,116.413525,53.920675,442.849125,203.06845
74.97105,116.46865,53.949275,442.98045,203.100675
75.0399,116.488025,53.971825,443.129025,203.24435
75.074375,116.49635,53.988025,443.224125,203.3542
75.0827,116.509025,54.0327,443.2579,203.390925
75.088125,116.5293,54.05675,443.414075,203.707475
75.17005,116.550875,54.08985,443.480825,203.748175
75.479725,116.576275,54.12245,443.565675,203.779825
75.549025,116.598475,54.14865,443.59115,203.92085
75.6561,116.6806,54.159275,443.68825,203.953125
75.7666,116.6942,54.228,443.934875,203.977925
75.7732,116.7074,54.283075,444.109425,204.03245
75.92175,116.7938,54.3053,444.22035,204.062875
76.0349,116.866775,54.324675,444.3199,204.1198
76.05445,116.966925,54.3484,444.6906,204.141525
76.05775,117.07655,54.3739,445.0824,204.159275
76.3212,117.118275,54.39345,445.840775,204.195725
76.340175,117.14215,54.414525,446.275025,204.217875
76.3457,117.16105,54.440825,446.44665,204.22115
76.43705,117.16355,54.460525,446.512925,204.253675
76.51075,117.2385,54.482825,446.617175,204.3022
76.523575,117.313125,54.50685,446.6901,204.3371
76.53705,117.365775,54.532475,446.84135,204.355025
76.5843,117.387525,54.56085,446.8938,204.388975
76.5947,117.4272,54.590775,446.926225,204.441775
76.61805,117.4875,54.6148,447.111975,204.46015
76.63915,117.511025,54.654175,447.1745,204.5479
76.69925,117.561975,54.666825,447.285325,204.591475
76.742025,117.65185,54.71135,447.357225,204.6408
76.75675,117.712125,54.72955,447.411725,204.67775
76.770575,117.8151,54.74595,447.417375,204.735375
76.776225,117.925525,54.7686,447.50675,204.756425
76.8009,117.944675,54.790375,447.57005,204.769325
76.821,117.997275,54.850375,447.6105,204.821475
76.86095,118.017725,54.899125,447.6783,204.863525
76.872575,118.054375,54.9243,447.701675,204.8742
76.886675,118.0723,54.964475,447.7206,204.893425
77.11185,118.241275,54.982475,447.78215,204.947125
77.1337,118.305875,55.0104,447.82395,204.990175
77.149525,118.339625,55.0682,447.87825,205.028925
77.2597,118.44325,55.120075,448.1511,205.04115
77.43285,118.6521,55.1368,448.18835,205.069775
77.45575,118.686975,55.153575,448.229425,205.1438
77.471425,118.72145,55.1722,448.357725,205.1746
77.512275,118.741975,55.184525,448.5676,205.19225
77.5373,118.77235,55.206575,448.7167,205.2242
77.556775,118.804175,55.2235,448.7496,205.233825
77.58055,118.811075,55.28255,448.77535,205.288875
77.590425,118.863025,55.321325,448.864125,205.3312
77.6173,118.9602,55.336275,448.937375,205.352875
77.631,119.011125,55.3511,448.986475,205.370525
77.644025,119.040325,55.367375,449.247075,205.476375
77.68455,119.0421,55.391875,449.254975,205.524
77.692125,119.09755,55.41105,449.380225,205.590525
77.707,119.10735,55.450275,449.553875,205.6158
77.717,119.15845,55.457825,449.614375,205.67315
77.73005,119.17795,55.47615,449.634275,205.763825
77.737675,119.200125,55.498475,449.70865,205.8326
77.751725,119.211125,55.566925,449.75065,205.867375
77.7961,119.2234,55.578375,450.2493,205.940475
77.826325,119.2958,55.609375,450.27995,206.054575
77.853225,119.305675,55.62465,450.509,206.0654
77.90565,119.435725,55.63515,450.61725,206.1035
77.945075,119.465725,55.673325,450.784,206.113625
78.024025,119.5507,55.7099,450.809975,206.192875
78.06695,119.624375,55.72565,450.85505,206.216125
78.07565,119.739075,55.7522,450.9017,206.23865
78.090375,119.7904,55.7685,451.00845,206.251875
78.1358,119.903575,55.7857,451.19305,206.283825
78.168925,119.927075,55.8001,451.2926,206.302625
78.181875,120.056225,55.862825,451.3663,206.315175
78.20165,120.09615,55.8822,451.68095,206.3343
78.22815,120.401,55.9034,451.7325,206.3439
78.2408,120.580625,55.918875,451.810875,206.359425
78.2673,120.68715,55.947925,451.827775,206.3733
78.27845,120.69725,55.9868,452.207775,206.4738
78.29525,120.73105,56.02575,452.216675,206.48385
78.327325,120.744375,56.049875,452.255025,206.498675
78.34865,120.768925,56.0633,452.276175,206.55365
78.3632,120.831075,56.1216,452.398525,206.6531
78.442625,120.8909,56.186575,452.48205,206.669525
78.519075,121.051675,56.2418,452.492875,206.7182
78.564875,121.05555,56.26235,452.569975,206.822625
78.60795,121.0748,56.27935,452.894425,206.85475
78.6269,121.084975,56.300525,453.07785,206.897825
78.6421,121.10695,56.31825,453.212,206.957425
78.67155,121.109,56.3423,453.260825,206.9906
78.8777,121.194575,56.3872,453.34855,207.0161
78.9322,121.253475,56.425625,453.8349,207.089
78.9475,121.3333,56.445525,454.051275,207.10215
78.987675,121.35325,56.4595,454.069425,207.120125
78.999475,121.519275,56.48845,454.231325,207.18155
79.06555,121.522175,56.539325,454.45915,207.194825
79.1217,121.53325,56.555975,455.00695,207.19935
79.144275,121.552825,56.57415,455.2729,207.3201
79.198625,121.631425,56.586225,455.289925,207.354075
79.2216,121.6912,56.596025,455.29225,207.367525
79.252675,121.6967,56.6069,455.345225,207.409225
79.336375,121.760475,56.6287,455.36085,207.428375
79.44875,121.835125,56.67205,455.4869,207.5072
79.508875,121.88145,56.7052,455.8812,207.547125
79.5362,121.9448,56.727225,455.884625,207.58675
79.5916,121.964175,56.752725,455.9901,207.630875
79.6272,122.16045,56.768175,456.118375,207.769675
79.635075,122.166325,56.7857,456.160875,207.8044
79.649025,122.178175,56.85125,456.19595,207.8255
79.677875,122.3236,56.878825,456.4366,207.85275
79.6927,122.366775,56.9607,456.5542,207.916025
79.7156,122.479975,56.99595,456.63945,207.939025
79.723675,122.645875,57.013375,456.70045,208.015425
79.7474,122.7304,57.022275,456.84255,208.14515
79.825075,122.741575,57.038025,457.0925,208.173725
80.0718,122.77615,57.053475,457.138375,208.293275
80.159,122.79395,57.073175,457.1683,208.346825
80.2157,122.834275,57.088675,457.755525,208.524
80.2725,122.859475,57.1076,457.80225,208.67545
80.286225,123.01465,57.20905,457.93515,208.730075
80.294575,123.03495,57.2229,457.96115,208.7796
80.3005,123.068825,57.22695,458.0635,208.87915
80.3891,123.14825,57.234675,458.15165,208.895175
80.454525,123.193025,57.253975,458.20325,209.014975
80.5621,123.267,57.26325,458.30715,209.038225
80.615825,123.338775,57.2709,458.3162,209.057625
80.8464,123.363825,57.277,458.374925,209.107375
80.869725,123.37745,57.2873,458.401225,209.142525
80.946575,123.405475,57.299775,458.44415,209.16595
81.1044,123.48655,57.315925,458.678075,209.198275
81.45245,123.609025,57.345675,458.740625,209.217525
81.478325,123.636875,57.400625,458.917325,209.229075
81.51465,123.7294,57.4826,459.1494,209.30625
81.52175,123.9147,57.555275,459.18005,209.329675
81.594075,123.953775,57.59105,459.31885,209.3589
81.655275,123.984275,57.60635,459.3434,209.419425
81.734775,123.99575,57.6292,459.4907,209.43665
81.808775,124.0421,57.65215,459.506675,209.47565
81.824025,124.0524,57.682375,459.86255,209.496125
81.881775,124.104575,57.71915,459.9437,209.51465
81.900875,124.167425,57.737425,460.290475,209.56885
81.91595,124.1817,57.79295,460.60735,209.644875
81.935,124.2071,57.836825,460.983175,209.726
81.965075,124.278525,57.85455,460.991975,209.813625
82.0644,124.30575,57.897625,461.035825,209.831175
82.081875,124.407325,57.925275,461.144325,209.878525
82.10715,124.452475,57.9501,461.268,209.943175
82.14675,124.563225,58.00675,461.774475,209.979825
82.167125,124.628325,58.044175,461.79615,210.011975
82.1828,124.7235,58.087725,461.799425,210.077325
82.21865,124.76785,58.14055,462.07765,210.232725
82.29755,124.805375,58.15135,462.171725,210.256825
82.342325,124.8315,58.1804,462.3503,210.3131
82.357925,124.8638,58.195075,462.4208,210.543825
82.394825,124.9387,58.2142,462.566925,210.5657
82.406225,124.946825,58.22615,462.726675,210.596525
82.423825,125.00625,58.248475,462.82085,210.635875
82.45165,125.058625,58.260575,463.000525,210.684
82.48675,125.062975,58.29345,463.071025,210.7941
82.565275,125.088875,58.326225,463.09315,210.815275
82.576525,125.183625,58.33905,463.22685,210.8421
82.6879,125.2413,58.3592,463.2478,210.862325
82.72685,125.382,58.3755,463.313925,210.902
82.7706,125.415675,58.388425,463.402525,210.95905
82.81245,125.41785,58.4118,463.4689,211.0765
82.835775,125.479775,58.4382,463.61285,211.13645
82.8434,125.5148,58.457,463.71195,211.188975
82.8624,125.630175,58.5691,463.7932,211.2508
82.876175,125.699175,58.584725,463.881575,211.2754
82.8841,125.7618,58.58805,463.92185,211.39045
82.92015,125.867175,58.595775,463.982,211.4613
82.922975,125.92125,58.603,464.142825,211.5417
82.961525,126.02045,58.614475,464.161,211.55715
82.965325,126.08365,58.6499,464.241525,211.6657
82.974975,126.114325,58.671375,464.264175,211.68495
83.038575,126.140275,58.71085,464.3469,211.748375
83.092175,126.165775,58.7235,464.4247,211.77905
83.10645,126.237025,58.7625,464.47055,211.830325
83.166925,126.260175,58.778575,464.524,211.867775
83.24795,126.454875,58.7938,464.6618,211.913325
83.24985,126.50335,58.81045,464.685575,211.95825
83.295425,126.55365,58.895,464.745625,212.01565
83.302075,126.5952,58.92875,464.79545,212.035725
83.315275,126.63405,58.966125,464.8686,212.04995
83.323825,126.650975,58.98525,464.902325,212.0833
83.372025,126.79945,59.00045,464.961725,212.14795
83.37825,126.8219,59.02445,465.017,212.17675
83.384825,126.8676,59.062225,465.03825,212.1953
83.410375,127.027225,59.080325,465.179875,212.222175
83.44245,127.058775,59.097675,465.267125,212.2288
83.4651,127.101675,59.1153,465.336475,212.301375
83.510225,127.21545,59.137725,465.562575,212.328725
83.5283,127.3531,59.1486,465.8632,212.50885
83.5394,127.385825,59.165575,466.27,212.5536
83.548525,127.389875,59.206575,466.3832,212.58665
83.5614,127.431775,59.2335,466.543225,212.60125
83.56595,127.470625,59.2486,466.625975,212.627725
83.589025,127.485175,59.291925,466.880275,212.721375
83.6265,127.6316,59.304075,467.167375,212.7323
83.699,127.67615,59.339475,467.6725,212.761725
83.71775,127.7381,59.372575,467.70405,212.8934
83.763075,127.743075,59.3923,467.752875,212.94385
83.77535,127.760325,59.415525,467.818625,212.969075
83.834,127.76665,59.429,467.9796,213.054725
83.8959,127.77455,59.449825,468.04335,213.11005
83.9125,127.790625,59.49055,468.24605,213.70715
84.0023,127.881875,59.498975,468.4595,213.95925
84.05195,127.898425,59.541475,468.66955,214.0347
84.0767,128.04805,59.615275,468.6875,214.228
84.28105,128.078,59.64045,468.708425,214.2506
84.388725,128.12215,59.6616,468.747925,214.2688
84.41045,128.1257,59.7313,468.96085,214.28195
84.43005,128.14195,59.7733,468.99545,214.333525
84.432,128.162875,59.8008,469.19105,214.39765
84.4419,128.16895,59.833,469.673825,214.44645
84.45575,128.344625,59.858375,469.82035,214.4555
84.4691,128.37015,59.88825,469.93625,214.504025
84.48875,128.40215,59.908,470.09565,214.5589
84.4917,128.4484,59.932375,470.3142,214.591775
84.500475,128.48305,59.9898,470.3691,214.631675
84.50725,128.53575,60.011125,470.487675,214.636225
84.521925,128.5701,60.089375,470.783575,214.7189
84.54795,128.583225,60.125275,470.8307,214.77565
84.582425,128.60145,60.186875,471.07285,214.834025
84.583625,128.620775,60.21935,471.110325,214.84805
84.587675,128.6379,60.273825,471.424925,214.9417
84.613625,128.699775,60.31165,471.554675,215.06725
84.6598,128.7322,60.343925,471.563425,215.073525
84.695425,128.84195,60.39165,471.603225,215.077475
84.7029,128.876225,60.435075,471.7672,215.08525
84.717725,128.964325,60.484925,472.08525,215.144525
84.75645,128.976325,60.5128,472.318525,215.1668
84.76745,129.193725,60.545475,472.3487,215.2382
84.78235,129.215275,60.57265,472.439275,215.340275
84.811175,129.238725,60.596425,472.5702,215.364925
84.86505,129.28355,60.6354,472.607025,215.395975
84.975725,129.409025,60.677,472.666225,215.414725
85.1107,129.494125,60.711125,472.8387,215.4351
85.13145,129.62005,60.742,473.46485,215.474675
85.185575,129.7081,60.7904,473.600325,215.526475
85.282025,129.7197,60.818675,473.840075,215.59885
85.337125,129.733425,60.90295,473.977375,215.679275
85.371575,129.835425,60.970375,474.00685,215.76925
85.394025,129.8932,61.0071,474.034825,215.8287
85.456625,129.927325,61.045775,474.244075,215.8376
85.45885,129.9911,61.093475,474.399125,215.8525
85.588025,130.0255,61.158725,474.43275,215.92425
85.59855,130.052125,61.203275,474.470525,215.96595
85.641325,130.053275,61.2663,474.5738,215.98415
85.667175,130.1036,61.30815,474.669025,216.09225
85.73875,130.239025,61.3369,474.748375,216.177925
85.814275,130.25575,61.417775,475.0316,216.4063
85.840375,130.286025,61.4805,475.1521,216.511825
85.842,130.310875,61.575925,475.32615,216.5493
85.882475,130.3822,61.607,475.3414,216.61565
85.894625,130.426225,61.65175,475.37135,216.67735
85.90795,130.476025,61.795575,475.5277,216.794675
85.915875,130.486025,61.8265,475.534,216.8183
85.930875,130.503975,61.86225,475.642675,216.82025
85.962325,130.623825,61.909725,475.674175,216.858575
86.0002,130.7101,61.927925,475.698275,216.881725
86.044175,130.7475,62.0059,475.859825,217.0027
86.0752,130.774575,62.04765,475.9987,217.054775
86.080625,130.8087,62.076475,476.028375,217.226375
86.113625,130.863525,62.156875,476.22815,217.24365
86.122525,130.9147,62.1894,476.248025,217.2539
86.202,130.951125,62.26385,476.285675,217.27345
86.2435,131.037425,62.29115,476.3729,217.353175
86.245625,131.0388,62.31385,476.392825,217.411075
86.2929,131.067825,62.362725,476.433125,217.5068
86.32335,131.095175,62.3875,476.47335,217.561575
86.353825,131.1566,62.439725,476.561675,217.585
86.36435,131.175925,62.486625,476.639575,217.7008
86.395025,131.1898,62.5188,476.662675,217.81515
86.484475,131.19615,62.5458,476.66825,217.872675
86.491525,131.208275,62.5734,476.689425,217.989825
86.577925,131.3457,62.592125,476.7231,218.066725
86.643475,131.39695,62.615675,477.08685,218.103075
86.6582,131.409275,62.65455,477.1295,218.1403
86.688825,131.4144,62.678175,477.3636,218.155825
86.7005,131.434375,62.715525,477.470425,218.322875
86.708575,131.4398,62.7464,477.50985,218.393375
86.7355,131.474925,62.748075,477.813275,218.414375
86.75825,131.57715,62.773475,478.33715,218.4496
86.7642,131.64915,62.795825,478.58475,218.459925
86.790975,131.71655,62.8113,478.697225,218.474225
86.84455,131.75205,62.90145,478.7278,218.480875
86.8584,131.893575,62.92255,478.759325,218.493025
86.89715,131.920175,62.948875,478.7823,218.598225
86.9118,131.9441,62.967125,478.86605,218.613825
86.968875,131.9844,62.9839,478.9959,218.631875
86.9853,132.07395,62.9978,479.044525,218.672275
87.01875,132.08315,63.034625,479.217525,218.7133
87.0355,132.177225,63.056175,479.3818,218.843425
87.081975,132.211275,63.08955,479.416725,218.847825
87.09875,132.237575,63.1175,479.637675,218.968975
87.144,132.288775,63.1442,479.719775,219.108225
87.1655,132.33785,63.18045,479.884675,219.193275
87.254575,132.40055,63.196675,479.934125,219.226125
87.27055,132.4409,63.242025,480.0674,219.2591
87.306275,132.47285,63.263675,480.142975,219.2623
87.33095,132.53375,63.277825,480.184675,219.2726
87.35055,132.6421,63.300275,480.2953,219.2828
87.382775,132.7114,63.357675,480.445575,219.299475
87.4074,132.71275,63.4038,480.509575,219.322775
87.43375,132.770175,63.424175,480.53675,219.38785
87.47295,132.853525,63.46465,,219.401875
87.500025,132.91035,63.4795,,219.43035
87.5547,132.9487,63.5219,,219.444525
87.57745,133.018625,63.543125,,219.4811
87.684575,133.1556,63.574625,,219.51305
87.74475,133.178775,63.597375,,219.525825
87.786675,133.191325,63.62135,,219.559275
87.826875,133.197925,63.662775,,219.580775
87.8443,133.20795,63.68585,,219.65425
