SPK_SPKC15a (no response)
0.02095
0.136425
0.18365
0.20795
0.2522
0.33185
0.367625
0.4623
0.506525
0.655675
0.6846
0.7084
0.7156
0.7287
0.75305
0.7766
0.798125
0.89065
0.9829
1.004825
1.052275
1.076675
1.112775
1.1873
1.21995
1.281275
1.3311
1.38065
1.500675
1.58275
1.6378
1.72825
1.781425
1.86405
1.90695
1.948175
1.9887
2.0077
2.031425
2.107525
2.31875
2.36755
2.408525
2.4899
2.512375
2.664825
2.69315
2.7415
2.7692
2.804875
2.826975
2.927375
2.94965
3.014225
3.07515
3.212575
3.24815
3.3012
3.354325
3.48295
3.539675
3.7385
3.81005
3.93685
4.020675
4.0568
4.1373
4.259
4.48625
4.5843
4.633
4.675725
4.712475
4.7666
4.91995
5.13065
5.2058
5.248275
5.459125
5.665625
5.81945
5.8512
5.897
5.9253
6.115475
6.244975
6.476875
6.602275
6.6321
6.91695
7.008925
7.119125
7.17145
7.21775
7.27165
7.371025
7.448575
7.4706
7.4967
7.666375
7.76435
7.83335
7.97015
8.04115
8.163425
8.231675
8.410475
8.485175
8.542125
8.57945
8.7978
8.887725
8.905325
8.9474
9.1114
9.17565
9.258825
9.544075
9.5778
9.60125
9.693575
9.73035
9.86715
9.947875
9.978625
10.0329
10.124675
10.159325
10.2312
10.306425
10.584875
10.771175
10.816725
10.869925
11.0008
11.5417
11.5952
11.794625
11.83435
11.948975
12.042975
12.087425
12.146625
12.191125
12.23395
12.31885
12.56275
12.68165
12.790125
13.20485
13.31915
13.3681
13.467775
13.5354
13.660375
13.76025
13.827825
13.8859
13.948475
13.9841
14.352675
14.449975
14.618925
14.685075
14.7387
14.876975
15.332875
15.3891
15.5505
15.5718
15.637225
15.81085
15.852675
16.24715
16.3406
16.389
16.46585
16.723525
16.78325
16.837675
16.872875
16.92115
16.996825
17.031675
17.17835
17.254125
17.324325
17.374925
17.424675
17.471275
17.504475
17.553925
17.643825
17.725575
17.7551
17.8365
17.9346
18.010575
18.071275
18.101525
18.2808
18.30845
18.33625
18.35505
18.37415
18.40415
18.489375
18.540225
18.59385
18.68705
18.72155
18.7522
18.79525
18.8772
18.94005
19.006175
19.060225
19.107075
19.1681
19.200775
19.257275
19.296675
19.324525
19.387575
19.43655
19.4825
19.538425
19.681725
19.804975
19.92685
19.978825
20.009725
20.05015
20.0776
20.1304
20.1574
20.196575
20.2968
20.339225
20.4013
20.417525
20.47125
20.560325
20.5889
20.70825
20.748225
20.7959
20.84195
21.045175
21.11605
21.26155
21.31095
21.367075
21.49665
21.51965
21.568225
21.5913
21.6375
21.673825
21.7186
21.78215
21.817925
21.882025
21.901825
21.968825
22.004675
22.0494
22.07725
22.103175
22.200475
22.255275
22.3493
22.408425
22.441
22.484575
22.51185
22.549075
22.57385
22.60205
22.62935
22.682825
22.70855
22.74995
23.032025
23.07115
23.127425
23.19925
23.24865
23.29515
23.3182
23.438225
23.550825
23.57825
23.613875
23.65425
23.75175
23.8211
23.853425
23.889425
23.919125
23.95155
23.978925
24.00085
24.0281
24.05495
24.1106
24.1862
24.23815
24.28545
24.35125
24.4062
24.44045
24.53615
24.613825
24.636025
24.698225
24.725075
24.75205
24.782425
24.8838
24.91515
24.9518
24.9947
25.016825
25.07505
25.1049
25.133475
25.15825
25.1772
25.2026
25.219575
25.291125
25.332975
25.366275
25.39305
25.4806
25.558825
25.579125
25.6475
25.6921
25.925425
25.983525
26.027
26.05195
26.0901
26.132775
26.15285
26.169425
26.175525
26.202575
26.228175
26.257875
26.283975
26.342175
26.37105
26.391375
26.42445
26.587225
26.6318
26.655775
26.67275
26.73555
26.9796
27.00955
27.0473
27.07025
27.255975
27.30125
27.348625
27.467725
27.498225
27.5523
27.5884
27.70845
27.7647
27.8365
27.927725
27.983325
28.020775
28.084675
28.1058
28.141275
28.19515
28.2653
28.33015
28.447475
28.48025
28.5068
28.5479
28.577425
28.611775
28.64615
28.715625
28.75635
28.787175
28.938025
29.0312
29.114725
29.15205
29.1979
29.314975
29.350475
29.4257
29.540025
29.58325
29.61695
29.7494
29.78685
29.824225
29.85
29.905375
29.957375
30.01985
30.10235
30.1812
30.203475
30.24905
30.409275
30.484725
30.539175
30.628325
30.64625
30.678175
30.76485
30.7945
30.838275
30.8651
30.932975
31.082575
31.147925
31.197575
31.3075
31.3581
31.4046
31.4842
31.523375
31.615675
31.6707
31.887775
31.968275
32.028875
32.06285
32.134725
32.203825
32.224225
32.326375
32.365125
32.480875
32.7044
32.74285
32.7884
32.80915
32.875075
32.919975
33.0513
33.087125
33.22525
33.293525
33.33015
33.371075
33.570325
33.596675
33.659725
33.8092
33.82995
33.8462
33.90315
34.012175
34.032625
34.064275
34.111375
34.184525
34.23835
34.2923
34.3325
34.527525
34.662275
34.81895
34.887275
34.9093
35.03495
35.1354
35.191075
35.2697
35.33195
35.41165
35.62735
35.69095
35.74185
35.77455
35.788175
35.8653
35.96485
36.0623
36.140675
36.185875
36.337175
36.445125
36.584125
36.711725
36.7532
36.840625
36.907475
37.011975
37.059425
37.108575
37.156
37.197025
37.27885
37.489625
37.5214
37.544775
37.608175
37.73365
37.97245
38.031
38.0683
38.098725
38.182975
38.2362
38.510825
38.591925
38.743525
38.776075
38.829675
38.883475
39.04425
39.200925
39.2638
39.4168
39.75775
39.853925
39.92395
40.01175
40.10985
40.1542
40.178175
40.264525
40.36815
40.470575
40.5331
40.5714
40.622825
40.80465
40.872025
40.968275
41.0542
41.18485
41.70025
41.83025
42.05795
42.15945
42.267275
42.33995
42.469175
43.004425
43.0155
43.0485
43.306275
43.79875
43.83925
43.953325
44.179175
44.255725
44.6105
44.61765
44.65455
44.6715
45.0899
45.135425
45.295025
47.1522
47.37845
47.692625
47.81105
47.8538
48.12965
48.279275
48.4513
48.923125
48.996375
49.031775
49.0586
49.077725
49.351775
49.4349
49.472475
49.4973
49.528525
49.80525
49.856625
49.87995
49.90035
49.9943
50.08805
50.116275
50.17605
50.20135
50.219875
50.2331
50.26545
50.283475
50.3978
50.44165
50.467
50.5032
50.5494
50.57975
50.6185
50.67225
50.7259
50.77075
50.8353
50.8905
50.920675
50.983675
51.01955
51.049925
51.115425
51.197075
51.234825
51.273025
51.354375
51.36695
51.442375
51.500725
51.5258
51.586775
51.620375
51.645625
51.708075
51.80485
51.868825
51.895575
51.914125
51.978275
51.998625
52.0138
52.02855
52.1202
52.13125
52.2034
52.26705
52.3001
52.366275
52.397175
52.42375
52.458575
52.50335
52.53335
52.542825
52.583575
52.604125
52.633725
52.6435
52.67435
52.70135
52.7742
52.791875
52.81615
52.872825
52.889725
52.90335
52.948775
52.979025
53.002125
53.023375
53.073725
53.096675
53.141875
53.163925
53.2068
53.2437
53.26105
53.28505
53.33065
53.3501
53.384025
53.4111
53.4436
53.4869
53.514675
53.545075
53.564925
53.5876
53.61395
53.638875
53.6751
53.695525
53.71915
53.7436
53.760925
53.78045
53.81885
53.83845
53.8694
53.894375
53.92215
53.982475
54.0206
54.071425
54.107775
54.15335
54.2142
54.280225
54.2996
54.32945
54.346125
54.37305
54.429175
54.458725
54.48365
54.519125
54.568025
54.5992
54.629125
54.657675
54.686925
54.703125
54.726325
54.7721
54.784175
54.8196
54.865925
54.932175
54.9517
54.97795
55.001175
55.023
55.04175
55.080625
55.119875
55.1483
55.166875
55.20065
55.2381
55.259225
55.29165
55.3105
55.319875
55.34365
55.4019
55.45425
55.487225
55.534725
55.56295
55.588075
55.607075
55.631675
55.6767
55.70985
55.752425
55.771225
55.80165
55.816925
55.897825
55.918125
55.9517
55.975275
56.047825
56.0748
56.097275
56.13575
56.165075
56.178275
56.20075
56.22415
56.256175
56.28975
56.3332
56.354425
56.3765
56.401125
56.473725
56.519675
56.557575
56.613
56.632925
56.68635
56.747925
56.836725
56.8514
56.886225
56.932875
56.950225
56.988325
57.02325
57.045725
57.059825
57.087825
57.142925
57.26145
57.314475
57.33955
57.363825
57.38615
57.41675
57.45735
57.484825
57.54025
57.649575
57.692275
57.7182
57.758275
57.77865
57.80555
57.85305
57.874275
57.914725
57.9848
58.0049
58.0503
58.14905
58.173625
58.1921
58.202975
58.245075
58.261775
58.2917
58.348475
58.39685
58.478475
58.512775
58.601525
58.623075
58.675
58.77665
58.81975
58.863625
58.895575
58.944925
58.986925
59.04855
59.08225
59.1425
59.2245
59.29175
59.3614
59.4359
59.47155
59.52475
59.592
59.619975
59.66395
59.707475
59.77255
59.804175
59.8854
59.93025
59.972025
59.9897
60.03515
60.064
60.135225
60.173825
60.2165
60.2962
60.33605
60.43615
60.465175
60.504575
60.522925
60.5754
60.591675
60.625575
60.6548
60.690725
60.7236
60.751125
60.783425
60.805225
60.8313
60.8607
60.912175
60.9477
60.9963
61.0362
61.113425
61.127475
61.164125
61.2117
61.279375
61.303625
61.3703
61.405325
61.437025
61.53105
61.566375
61.587625
61.632975
61.659225
61.683825
61.838175
61.91645
61.934825
61.964025
61.98815
62.020575
62.0715
62.132025
62.16125
62.2096
62.234075
62.27125
62.290125
62.3126
62.332625
62.363725
62.40155
62.432775
62.49115
62.5227
62.54035
62.684
62.808725
62.82455
62.953175
63.02035
63.0403
63.0603
63.152225
63.19745
63.2775
63.30485
63.356725
63.457875
63.61475
63.6375
63.68565
63.730475
63.831325
63.8697
63.88715
63.923275
63.99585
64.147975
64.184225
64.251075
64.3001
64.34155
64.390825
64.464375
64.57355
64.5995
64.673325
64.736175
64.829375
64.868175
64.933225
65.114275
65.184175
65.233825
65.293675
65.396575
65.489775
65.557475
65.886775
66.3679
66.91325
67.23675
67.396475
67.5407
67.55595
67.594575
68.1218
68.230225
68.325425
68.92125
68.9823
69.493175
69.7266
70.0166
70.038375
70.076875
70.715925
71.28925
71.842625
72.28035
72.3511
74.289725
74.329325
74.59615
74.681225
74.697625
74.8359
74.8949
75.029125
75.21655
75.326125
76.179525
76.234525
76.7922
77.0192
77.971825
78.066875
78.105525
78.13755
78.608375
78.64125
78.7085
78.73805
78.83665
78.91005
78.94365
79.15175
79.58595
79.61885
79.68795
79.7183
79.7414
79.77805
79.818775
79.8885
79.99835
80.04305
80.072
80.0877
80.16095
80.216575
80.268275
80.313425
80.43155
80.498
80.535525
80.620025
80.673025
80.691425
80.752225
80.8235
80.8533
80.9021
80.98525
81.069225
81.100475
81.179775
81.306125
81.3465
81.40925
81.493425
81.497775
81.6604
81.752975
81.84715
81.913775
82.044275
82.119525
82.279975
82.46025
82.6605
82.864875
82.913
83.2494
83.281375
83.313925
83.3682
83.42675
83.547575
83.641025
83.6902
83.71305
83.776525
83.82425
83.835675
83.9199
83.957375
83.9855
84.0655
84.27335
84.372825
84.6721
84.7295
84.83355
85.029525
85.096575
85.190275
85.269075
85.299775
85.5198
85.5938
85.616575
85.67985
85.77335
85.87195
85.923875
86.002425
86.064025
86.18655
86.23535
86.388275
86.43345
86.470325
86.71205
86.911525
87.005625
87.046725
87.069775
87.35085
87.432375
87.62175
87.7052
88.330775
88.554925
88.69745
88.7679
88.927325
89.328975
89.39515
89.493325
89.545
89.825375
89.8544
89.962825
89.9923
90.0304
90.08135
90.20485
90.247725
90.3094
90.41575
90.57595
90.613125
90.758575
90.916075
91.1881
91.339325
91.369425
91.4073
91.46975
91.54255
91.6287
91.740725
91.883525
91.94295
92.243625
92.296925
92.318575
92.464925
92.5089
92.548525
92.6413
92.702625
92.831825
92.954225
92.984675
93.009925
93.031425
93.057725
93.0813
93.12505
93.2559
93.31535
93.342125
93.608125
93.639
93.684275
