SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC03a,SPK_SPKC08a
359.89565,249.331975,231.502825,216.562975
359.940575,249.591375,231.5198,216.568225
360.277075,249.67065,231.5267,216.5733
360.5784,249.731725,231.532775,216.5752
360.634825,249.776325,231.537625,216.578575
360.796575,249.83275,231.5641,216.593825
360.8334,249.97155,231.571975,216.70735
360.927375,249.991375,231.585075,216.71
360.96885,250.102925,231.594425,216.736575
361.056375,250.141275,231.60095,216.762275
361.091,250.183025,231.619925,216.8109
361.149775,250.19975,231.64885,216.91605
361.238675,250.329,231.657425,216.928075
361.328475,250.38205,231.69205,216.9401
361.4829,250.394225,231.71735,216.9461
361.935875,250.47855,231.779425,216.966175
362.151525,250.76445,231.78515,216.989125
362.18735,250.809725,231.792,217.00495
362.479975,250.855,231.81585,217.03025
362.6564,250.92015,231.828775,217.09505
362.70575,250.999475,231.83685,217.15355
362.766475,251.0565,231.909425,217.18475
363.088675,251.079175,231.9262,217.192325
