SPK_SPKC10a (exc),SPK_SPKC10b (exc),SPK_SPKC11a (inhi),SPK_SPKC13a (exc),SPK_SPKC14b (inhi)
405.682,302.651675,275.834875,299.842,276.601225
405.8739,302.691125,275.850525,299.873575,276.6406
406.49485,302.736225,275.86235,299.893075,276.679425
406.549475,302.752725,275.885175,299.903675,276.814375
406.6077,302.818275,275.8961,299.9173,276.865325
406.79865,302.9091,275.9034,299.937325,276.8959
406.887775,302.99925,275.9136,299.960125,276.915525
407.131925,303.082225,275.920975,299.98065,276.931975
407.320725,303.117325,275.928325,300.013225,276.94875
407.531525,303.12985,275.932675,300.060875,276.97825
407.6686,303.1393,275.934025,300.142525,276.9934
407.718475,303.181825,275.9441,300.186625,277.00195
407.9962,303.2604,275.95185,300.210175,277.016225
408.04925,303.313075,275.960275,300.2392,277.03125
408.086475,303.3511,275.967275,300.2565,277.057825
408.293925,303.438775,275.97445,300.2837,277.06825
408.3273,303.494525,275.984525,300.29355,277.097575
408.430975,303.67805,276.0188,300.31705,277.110725
408.47705,303.738425,276.027325,300.33375,277.122075
408.614475,303.770725,276.038475,300.3522,277.1362
408.70825,303.83535,276.047925,300.396475,277.1447
408.733225,303.8826,276.05645,300.431475,277.167675
408.763375,303.927575,276.07475,300.461975,277.176275
409.162625,303.949725,276.0858,300.5001,277.18905
409.175025,303.96425,276.100925,300.541425,277.2021
409.240375,303.998975,276.14165,300.562625,277.21225
409.564475,304.0407,276.232525,300.593875,277.2244
409.9216,304.089575,276.361175,300.658525,277.240775
409.9329,304.122025,276.3848,300.707125,277.263875
409.949975,304.144175,276.396775,300.75295,277.2896
410.367225,304.16035,276.410575,300.818475,277.33235
410.484525,304.1768,276.432825,300.8692,277.4121
410.51775,304.203575,276.443925,300.884025,277.429525
410.62005,304.238925,276.45375,300.90965,277.452725
410.716425,304.27655,276.464975,300.93,277.4657
410.76435,304.3172,276.474625,300.9539,277.49135
410.8693,304.361875,276.496375,301.00825,277.499525
410.910225,304.386725,276.5119,301.053025,277.509175
411.05545,304.421575,276.516675,301.1098,277.52675
411.221175,304.4575,276.526725,301.16025,277.537025
411.4288,304.533325,276.5324,301.1841,277.5475
411.68295,304.584825,276.537675,301.1911,277.561125
411.976175,304.66145,276.543625,301.1941,277.581
412.09815,304.702575,276.5526,301.2722,277.605825
412.1374,304.7265,276.5603,301.289025,277.63675
412.4479,304.7548,276.5683,301.318725,277.67095
412.648075,304.77915,276.579175,301.335325,277.780475
412.7009,304.815475,276.590875,301.367925,277.869075
412.948025,304.98455,276.664625,301.400325,277.916425
413.517075,305.024075,276.777875,301.4563,277.925575
413.76885,305.0529,276.840475,301.537425,277.93845
413.852025,305.09585,276.896575,301.593725,277.949
413.96935,305.142025,276.9146,301.644375,277.957025
414.13445,305.194975,276.929825,301.691875,277.9653
414.191325,305.2189,276.945225,301.722725,277.973275
414.457275,305.25625,276.960625,301.73735,277.985975
414.554475,305.28545,276.97255,301.75085,277.99405
415.106325,305.323,276.97675,301.76495,278.003475
415.443175,305.434775,276.99355,301.790125,278.014775
415.54935,305.47105,276.9985,301.812725,278.020375
415.920025,305.504025,277.005975,301.8471,278.026375
416.020075,305.533725,277.0115,301.8795,278.031425
416.3092,305.6124,277.026175,301.9135,278.04095
416.503025,305.663025,277.046925,301.951175,278.050575
416.563775,305.700925,277.058575,302.0051,278.065
416.612175,305.723125,277.0727,302.060025,278.077525
416.91065,305.752225,277.091125,302.097925,278.092975
416.989125,305.789825,277.1065,302.119425,278.1057
417.12585,305.860375,277.1212,302.140725,278.1368
417.421475,306.007425,277.13735,302.185775,278.160275
417.510225,306.0593,277.167275,302.1999,278.17855
417.675025,306.094625,277.185375,302.2213,278.200525
417.7325,306.133775,277.238875,302.27545,278.240175
418.021175,306.174725,277.345575,302.326225,278.2699
418.111125,306.22295,277.372525,302.3915,278.294025
418.552675,306.2572,277.387575,302.44405,278.312525
418.939225,306.283025,277.40055,302.515575,278.33675
419.000175,306.328975,277.4103,302.528225,278.3917
419.032375,306.35405,277.419275,302.54795,278.47435
419.1339,306.37095,277.42895,302.58525,278.514825
419.35395,306.429925,277.43335,302.60855,278.584225
419.363025,306.473825,277.4474,302.6338,278.596225
419.667425,306.5069,277.454125,302.68695,278.612075
419.775375,306.53215,277.461975,302.70725,278.624525
420.183425,306.56225,277.469525,302.731275,278.631225
420.28655,306.577275,277.477825,302.7477,278.641825
420.445825,306.57845,277.484925,302.8597,278.652975
420.795975,306.607975,277.492,303.025775,278.6675
421.116975,306.661925,277.49815,303.075725,278.674775
421.26065,306.698675,277.504325,303.0808,278.68265
421.7293,306.7178,277.524175,303.086325,278.694425
421.899325,306.7323,277.544,303.13755,278.70395
422.108375,306.763275,277.55955,303.147575,278.71605
422.17455,306.790375,277.5826,303.161425,278.724325
422.19635,306.852825,277.918525,303.18165,278.73315
422.434175,306.88725,277.9458,303.206925,278.74045
422.499175,306.978975,277.955025,303.244775,278.751875
422.5621,306.997275,277.9638,303.27435,278.7614
422.635975,307.0134,277.975625,303.29785,278.773225
422.68515,307.042625,277.9812,303.341025,278.784425
422.7395,307.059325,277.987225,303.37275,278.792025
422.75845,307.082,277.998,303.42195,278.80035
422.765725,307.1104,278.0077,303.459175,278.809475
423.19185,307.150175,278.013425,303.499,278.81475
423.604975,307.1879,278.018575,303.553275,278.820775
424.0519,307.224725,278.027175,303.588775,278.826425
424.3247,307.2754,278.0404,303.642125,278.831175
424.394825,307.3159,278.0513,303.67115,278.8371
424.444425,307.34775,278.0613,303.7064,278.8433
424.487125,307.35085,278.09125,303.83685,278.852175
424.74845,307.3913,278.124775,303.8887,278.857975
424.804725,307.424075,278.1569,303.930925,278.864025
425.113825,307.456,278.171325,303.96595,278.8713
425.206775,307.490675,278.1806,304.0359,278.879675
425.245475,307.5308,278.19955,304.07305,278.89015
425.262225,307.568,278.2307,304.135,278.9017
425.489125,307.612425,278.2487,304.178675,278.9187
425.516575,307.648675,278.267725,304.20915,278.955275
425.6371,307.667975,278.290125,304.251275,279.02825
425.705725,307.7041,278.306825,304.325275,279.0571
425.75705,307.7275,278.3229,304.3506,279.1159
426.1998,307.750275,278.3599,304.385075,279.148725
426.234775,307.777225,278.5653,304.422425,279.175425
426.26225,307.7923,278.584375,304.44515,279.198275
426.681725,307.813525,278.617375,304.479,279.20725
427.102625,307.8946,278.642175,304.530325,279.234725
427.26445,307.919875,278.649325,304.594175,279.250625
427.2942,307.92905,278.665525,304.6574,279.2591
427.4319,307.930175,278.67855,304.6797,279.264875
427.466725,307.94065,278.689,304.72565,279.270625
427.5503,307.9525,278.6985,304.773275,279.278375
427.567575,308.0195,278.71245,304.8401,279.285875
427.584225,308.06555,278.721,304.88555,279.2936
427.858825,308.12695,278.73615,304.954925,279.299975
428.307275,308.1464,278.7463,304.9862,279.3071
428.327375,308.204675,278.761175,304.9994,279.3123
428.34285,308.238475,278.7725,305.013475,279.31905
428.3605,308.2812,278.7899,305.03355,279.32725
428.597675,308.318875,278.7979,305.057175,279.3359
428.62675,308.352975,278.80755,305.0743,279.34555
428.686425,308.3677,278.815475,305.086425,279.361025
428.7097,308.399725,278.82345,305.112875,279.376075
428.711625,308.418575,278.829825,305.144775,279.394325
428.93195,308.486725,278.8379,305.1635,279.4217
429.031875,308.55945,278.850025,305.192375,279.453425
429.09035,308.618325,278.864225,305.32025,279.494725
429.287675,308.631975,278.88655,305.35555,279.51585
429.568675,308.654075,279.14135,305.39535,279.54175
429.58175,308.67695,279.187125,305.415675,279.588625
429.629225,308.755925,279.20485,305.4351,279.610075
429.732225,308.879125,279.213025,305.447175,279.6245
429.928525,308.91525,279.226675,305.505375,279.63305
429.95485,308.942075,279.23275,305.62825,279.64245
430.43375,308.954275,279.2442,305.6751,279.650225
430.5069,309.02425,279.261575,305.744025,279.66105
430.681675,309.04425,279.2827,305.7756,279.67165
430.85355,309.071,279.29115,305.822975,279.682775
431.019575,309.113275,279.300875,305.8656,279.69315
431.197325,309.253625,279.318975,305.92665,279.704925
431.393425,309.290425,279.3735,306.009475,279.718975
431.75135,309.32215,279.400275,306.048225,279.740175
431.934475,309.340375,279.508275,306.0644,279.76115
432.170475,309.3505,279.5886,306.09505,279.8054
432.277375,309.3684,279.598825,306.13075,279.829575
432.88205,309.4148,279.608475,306.1712,279.8644
433.0142,309.4848,279.614975,306.24545,279.884225
433.14645,309.513025,279.623225,306.2979,279.90185
433.181225,309.551275,279.6378,306.358375,279.92655
433.21805,309.629625,279.643875,306.387775,279.9503
433.46325,309.726375,279.652375,306.412175,280.042275
433.753725,309.75075,279.66135,306.459975,280.073875
434.2261,309.78045,279.669825,306.5084,280.081475
434.40725,309.79955,279.69,306.5862,280.123925
434.559075,309.822275,279.70535,306.6491,280.163575
434.90735,309.837375,279.7351,306.675775,280.17845
435.505,309.8531,279.789375,306.697725,280.19365
435.916975,309.8887,279.813725,306.711325,280.206
436.22775,309.911675,279.840975,306.726525,280.216425
436.246225,309.953075,279.855025,306.74435,280.225975
436.3578,309.986725,279.89125,306.7946,280.23675
436.461225,310.03935,279.94295,306.815275,280.2497
436.472775,310.047075,280.06995,306.852425,280.2599
436.772075,310.069725,280.09225,306.9149,280.268275
436.79305,310.107425,280.1193,306.979825,280.2783
436.8611,310.1284,280.129975,306.995025,280.28815
436.996175,310.171075,280.147375,307.019175,280.296475
437.361475,310.209325,280.17755,307.03915,280.30475
437.598125,310.2494,280.19355,307.052125,280.325875
438.234025,310.29125,280.204325,307.06975,280.334925
438.362875,310.298275,280.22635,307.090325,280.34585
438.565575,310.32165,280.23575,307.1087,280.35725
438.6063,310.348425,280.2443,307.145275,280.3677
438.618075,310.378875,280.255925,307.196375,280.38345
439.32905,310.558175,280.26635,307.243775,280.392875
439.3939,310.5597,280.274025,307.311825,280.40345
439.556175,310.5976,280.2834,307.3528,280.415075
439.75625,310.610525,280.296675,307.390375,280.433625
439.802775,310.67525,280.305125,307.409925,280.4514
439.9824,310.85145,280.3224,307.433875,280.4719
440.0438,310.888275,280.333475,307.46415,280.5084
440.504525,310.920825,280.339425,307.488375,280.547325
440.870875,311.020675,280.354375,307.58075,280.5901
441.096075,311.033225,280.36365,307.623725,280.635275
441.162875,311.044425,280.37795,307.65285,280.680875
441.248,311.051425,280.403375,307.674525,280.732675
441.56865,311.07555,280.437675,307.699875,280.7628
441.62785,311.093425,280.468225,307.723925,280.778025
441.7278,311.111575,280.5733,307.739,280.789275
441.9683,311.129675,280.680575,307.7584,280.798
441.973675,311.148425,280.70365,307.808025,280.806575
441.982375,311.1671,280.71805,307.857125,280.81705
442.0023,311.1881,280.734825,307.9068,280.82325
442.044425,311.202275,280.74675,307.945075,280.839925
442.157175,311.264575,280.75885,307.962325,280.849575
442.42115,311.37485,280.767025,307.979325,280.86985
442.544475,311.486625,280.774975,307.9929,280.875425
442.8852,311.57785,280.788175,308.0116,280.8797
442.931025,311.59745,280.790175,308.029575,280.887075
443.3654,311.611675,280.79405,308.04505,280.891675
443.5095,311.6269,280.801525,308.088375,280.896925
443.6214,311.6405,280.808225,308.153675,280.91105
443.69545,311.654325,280.817325,308.21905,280.91735
443.7532,311.669825,280.82395,308.276725,280.9276
443.824225,311.728075,280.829575,308.30465,280.937575
444.174525,311.7459,280.83345,308.3195,280.94755
444.49745,311.791525,280.844075,308.343325,280.9552
444.617575,311.84185,280.84975,308.3628,280.96705
444.81345,311.866975,280.8604,308.3834,280.9789
444.92865,311.886975,280.869825,308.414175,280.99605
445.082025,311.907775,280.875275,308.441975,281.007225
445.1261,311.92545,280.881775,308.4785,281.0204
445.2826,311.939625,280.894275,308.526575,281.034
445.4082,311.957,280.9005,308.58525,281.0481
445.46365,312.0255,280.9065,308.625375,281.06555
445.75415,312.137475,280.91545,308.645475,281.07735
445.8158,312.226375,280.923175,308.705775,281.0947
445.878775,312.2623,280.9348,308.719675,281.109625
446.087875,312.281675,280.958025,308.748325,281.124525
446.317375,312.309575,280.970475,308.837075,281.1594
446.47705,312.3327,281.0026,308.92315,281.174575
446.5223,312.351075,281.016325,308.964025,281.2005
446.78175,312.460325,281.025575,308.975475,281.228075
446.866225,312.611125,281.039525,308.988075,281.24895
447.037,312.6674,281.048475,308.9995,281.2701
447.461375,312.68905,281.0702,309.0125,281.278675
447.607,312.739775,281.079025,309.0346,281.290125
447.8399,312.756375,281.10075,309.055875,281.301925
448.00265,312.76225,281.130575,309.07655,281.313175
448.115975,312.774575,281.165425,309.096025,281.337575
448.154675,312.790325,281.1812,309.143975,281.37455
448.38625,312.809625,281.2132,309.257275,281.430675
448.696575,312.830825,281.2464,309.331825,281.476425
448.805725,312.9055,281.255825,309.34275,281.51735
449.21195,312.928025,281.27325,309.352175,281.562425
449.412825,313.01705,281.2827,309.36355,281.58935
449.90995,313.0603,281.299325,309.39435,281.614625
,313.107025,281.34505,309.422075,281.631875
,313.169375,281.46845,309.44125,281.640775
,313.2892,281.5773,309.44735,281.6552
,313.331975,281.6289,309.471375,281.662175
,313.36615,281.643575,309.51205,281.681825
,313.378475,281.6827,309.5584,281.690575
,313.391875,281.705475,309.596075,281.698425
,313.419725,281.717725,309.6598,281.708625
,313.462875,281.733025,309.726,281.716725
,313.516875,281.7348,309.73315,281.734075
,313.581375,281.751975,309.737425,281.746175
,313.695375,281.7641,309.772275,281.7681
,313.72285,281.804875,309.805525,281.807775
,313.732225,281.989975,309.85095,281.828875
,313.747025,282.05475,309.869775,281.865575
,313.766975,282.0657,309.90645,281.91705
,313.813275,282.1161,309.9493,281.987875
,313.84935,282.133625,310.005325,282.020425
,313.9365,282.1456,310.03025,282.0569
,313.95625,282.16175,310.0459,282.0826
,313.99945,282.18775,310.068275,282.090175
,314.063475,282.212725,310.08275,282.10485
,314.0857,282.245175,310.1009,282.121175
,314.10465,282.40345,310.129875,282.132375
,314.1282,282.456325,310.17185,282.1449
,314.154325,282.4665,310.193,282.15525
,314.179775,282.47625,310.22625,282.1648
,314.23095,282.5091,310.24205,282.188175
,314.364225,282.510775,310.2735,282.20185
,314.36865,282.514625,310.2978,282.2196
,314.374725,282.520725,310.310125,282.246625
,314.383325,282.527925,310.319575,282.352625
,314.41555,282.533775,310.330525,282.44825
,314.42495,282.5415,310.337475,282.47165
,314.43605,282.5659,310.3939,282.52195
,314.466875,282.58305,310.433,282.528575
,314.48655,282.6153,310.467825,282.541325
,314.587375,282.67655,310.4983,282.555175
,314.632475,282.715825,310.540175,282.5648
,314.670875,282.738875,310.557475,282.578425
,314.749075,282.75165,310.5642,282.590625
,314.772775,282.765275,310.575225,282.60375
,314.78945,282.789325,310.586125,282.62045
,314.837825,282.801,310.6373,282.635575
,314.9032,282.81105,310.67265,282.65855
,314.957875,282.819225,310.70355,282.67895
,315.02645,282.82945,310.732425,282.70525
,315.058975,282.838275,310.755,282.7262
,315.10225,282.846075,310.7879,282.738525
,315.12155,282.855775,310.82115,282.74765
,315.13105,282.8654,310.91645,282.755375
,315.135625,282.871125,310.96135,282.770275
,315.138025,282.88255,311.0068,282.7794
,315.14335,282.913875,311.02805,282.78805
,315.14945,282.92945,311.036425,282.7971
,315.1619,282.95235,311.054475,282.8067
,315.170275,282.98095,311.0649,282.819925
,315.349975,283.015625,311.102975,282.828875
,315.441975,283.04485,311.133075,282.84495
,315.45655,283.08955,311.16775,282.858575
,315.465975,283.151675,311.201,282.863975
,315.4919,283.247775,311.226425,282.87005
,315.5125,283.321825,311.28375,282.8783
,315.528775,283.3494,311.340575,282.88505
,315.548275,283.36285,311.411475,282.89165
,315.5731,283.372675,311.561925,282.90295
,315.66865,283.39455,311.595625,282.911925
,315.741975,283.4012,311.63805,282.92525
,315.7697,283.4062,311.674375,282.93755
,315.80215,283.426225,311.69775,282.9472
,315.83115,283.46355,311.712725,282.96305
,315.8467,283.5695,311.749075,282.995025
,315.894,283.686825,311.7662,283.0168
,315.9353,283.739625,311.781475,283.036625
,315.989875,283.74475,311.793875,283.065
,316.07685,283.74945,311.803775,283.094025
,316.09075,283.758975,311.83805,283.12635
,316.17465,283.77195,311.87085,283.19255
,316.18795,283.7866,311.884925,283.22545
,316.194475,283.79705,311.946775,283.2864
,316.2078,283.82085,312.06845,283.32575
,316.242725,283.830775,312.160125,283.351625
,316.2609,283.8455,312.24935,283.36565
,316.262325,283.872825,312.27485,283.3962
,316.2686,283.89815,312.299575,283.4046
,316.275125,283.929425,312.314425,283.416775
,316.283775,283.972825,312.345925,283.431575
,316.2935,284.0221,312.367925,283.445075
,316.353175,284.231075,312.4134,283.4665
,316.363475,284.24365,312.4485,283.5312
,316.439075,284.2535,312.50795,283.5974
,316.5474,284.26465,312.5671,283.661025
,316.61785,284.2942,312.6298,283.684375
,316.623275,284.317425,312.6422,283.7263
,316.628925,284.3274,312.64925,283.749025
,316.633325,284.334775,312.654925,283.766325
,316.65735,284.34685,312.6937,283.77915
,316.7106,284.3634,312.717175,283.7863
,316.730625,284.37225,312.731925,283.7924
,316.8028,284.37825,312.749325,283.798875
,316.848475,284.3846,312.7807,283.816725
,316.911075,284.391525,312.8142,283.827075
,316.923025,284.3996,312.8442,283.840275
,316.9467,284.4136,312.88535,283.853875
,316.98695,284.4265,312.910875,283.900325
,316.998775,284.453925,312.9417,283.922325
,317.020525,284.504575,313.02675,283.9415
,317.0414,284.669825,313.07585,283.9628
,317.071725,284.714175,313.1366,283.96415
,317.1036,284.721975,313.200675,284.008625
,317.1174,284.76775,313.23605,284.069775
,317.137425,284.78485,313.308075,284.128375
,317.150375,284.798325,313.317975,284.18615
,317.159,284.813975,313.328525,284.232675
,317.16945,284.827875,313.35195,284.263725
,317.1873,284.84275,313.379175,284.27855
,317.1955,284.8774,313.399075,284.29935
,317.2505,284.921575,313.44545,284.311725
,317.330425,284.934475,313.4945,284.320125
,317.416425,284.95075,313.5924,284.329975
,317.4727,284.96095,313.65355,284.3434
,317.496675,284.98235,313.696225,284.35485
,317.5052,285.0023,313.7175,284.3646
,317.516325,285.0149,313.795225,284.37675
,317.531975,285.025925,313.8658,284.393125
,317.541525,285.048325,313.89615,284.446125
,317.552875,285.0526,313.90525,284.46315
,317.5849,285.0702,313.948875,284.55605
,317.628325,285.08165,313.99135,284.626425
,317.671175,285.0999,314.021225,284.715875
,317.72915,285.118725,314.05905,284.726125
,317.790775,285.133425,314.084,284.73875
,317.858825,285.143725,314.120625,284.779975
,317.877175,285.160875,314.19,284.792875
,317.887225,285.17855,314.2386,284.80655
,317.889475,285.19215,314.302525,284.8193
,317.90055,285.2065,314.343375,284.83175
,317.9225,285.224575,314.369625,284.842725
,317.95755,285.25945,314.37505,284.85485
,317.97465,285.317425,314.379925,284.87395
,317.993125,285.532075,314.44155,284.88895
,318.02275,285.547075,314.496625,284.912675
,318.0625,285.564975,314.530475,284.93015
,318.13365,285.58235,314.55415,284.94075
,318.24915,285.590025,314.582725,284.967175
,318.29005,285.599025,314.6167,284.982075
,318.301975,285.608175,314.654825,285.011525
,318.309125,285.61495,314.710625,285.027425
,318.31755,285.62235,314.764,285.034475
,318.3243,285.630575,314.818675,285.041
,318.33305,285.6444,314.903375,285.048425
,318.358925,285.650375,314.947475,285.054475
,318.3797,285.656625,314.983475,285.06245
,318.392775,285.66485,314.997825,285.069725
,318.404125,285.6743,315.018125,285.07745
,318.447775,285.685425,315.03725,285.0945
,318.51415,285.69895,315.052675,285.1086
,318.7145,285.720025,315.069825,285.13435
,318.72995,285.743975,315.115525,285.149825
,318.752075,285.7806,315.195875,285.1653
,318.770175,285.830225,315.213975,285.1932
,318.777025,285.889475,315.26405,285.21185
,318.78305,285.90265,315.313,285.240325
,318.806075,285.9176,315.374875,285.281875
,318.84195,285.92615,315.41,285.3233
,318.865275,285.945075,315.45555,285.3523
,318.887075,285.969275,315.47095,285.4236
,318.942125,285.9865,315.48125,285.47005
,318.956625,286.018525,315.50565,285.535425
,319.046425,286.054125,315.536775,285.575275
,319.1095,286.0822,315.553925,285.591475
,319.135425,286.11075,315.58105,285.606475
,319.153175,286.1293,315.5994,285.6166
,319.164475,286.15555,315.62415,285.62615
,319.189025,286.169225,315.668125,285.637275
,319.2096,286.184675,315.75935,285.646725
,319.232125,286.20375,315.7961,285.655075
,319.2802,286.220775,315.815525,285.665025
,319.318425,286.2329,315.8435,285.677175
,319.36885,286.247525,315.8778,285.68875
,319.3894,286.265525,315.9138,285.6984
,319.42005,286.283475,315.9838,285.710275
,319.467,286.303825,316.024275,285.7199
,319.496175,286.32095,316.071225,285.733775
,319.515425,286.358775,316.123225,285.7486
,319.5348,286.4562,316.127075,285.764775
,319.561125,286.52805,316.130725,285.78015
,319.64855,286.543125,316.140875,285.794425
,319.7268,286.55225,316.1768,285.81295
,319.784375,286.564025,316.1986,285.8519
,319.871375,286.573025,316.21535,285.88785
,319.974775,286.60375,316.2479,285.911575
,319.996725,286.637875,316.29545,285.932775
,320.009825,286.692975,316.351775,285.96235
,320.032025,286.7254,316.38885,285.982225
,320.0405,286.75005,316.4247,286.0003
,320.047725,286.77375,316.50245,286.01305
,320.05675,286.787025,316.547225,286.02685
,320.066025,286.80145,316.56675,286.039225
,320.11855,286.81775,316.5837,286.0532
,320.176725,286.8317,316.59445,286.0771
,320.263625,286.8408,316.613325,286.09335
,320.34745,286.84895,316.631225,286.10725
,320.454625,286.862325,316.64915,286.11795
,320.4741,286.8948,316.6678,286.12855
,320.526975,286.9111,316.68695,286.1463
,320.539525,286.9636,316.7581,286.15925
,320.560075,287.1506,316.814225,286.180075
,320.5896,287.1608,316.905075,286.2095
,320.593275,287.17375,316.931075,286.222675
,320.62385,287.178325,317.01965,286.243
,320.65805,287.18785,317.04925,286.27095
,320.689425,287.19525,317.083825,286.288725
,320.7271,287.210325,317.184475,286.313225
,320.7807,287.222825,317.20445,286.352075
,320.902125,287.23425,317.219275,286.375675
,320.943225,287.242,317.237875,286.430775
,321.0268,287.26015,317.2656,286.49125
,321.072725,287.288225,317.310025,286.560825
,321.125175,287.449775,317.3327,286.58335
,321.180225,287.471225,317.39525,286.60505
,321.184325,287.479175,317.4765,286.6421
,321.260075,287.484875,317.4906,286.66495
,321.285325,287.489075,317.543525,286.69025
,321.340425,287.493225,317.57515,286.708425
,321.369625,287.4994,317.598825,286.72485
,321.39335,287.5051,317.622575,286.73725
,321.517975,287.514025,317.66175,286.751825
,321.538375,287.520775,317.711725,286.7623
,321.5598,287.524475,317.7644,286.7715
,321.617475,287.531,317.825325,286.779325
,321.6625,287.53505,317.8893,286.785375
,321.709225,287.539075,317.902175,286.795075
,321.7353,287.54385,317.943975,286.80235
,321.7563,287.549025,317.961275,286.8146
,321.77915,287.5524,317.97305,286.820725
,321.813875,287.562625,317.9945,286.82705
,321.829575,287.5705,318.029275,286.834
,321.87175,287.576825,318.132325,286.854675
,321.893175,287.584575,318.21765,286.87345
,321.901575,287.592375,318.2853,286.93645
,321.905875,287.61395,318.31975,286.97835
,321.9203,287.64085,318.333425,287.0464
,321.963425,287.77235,318.339025,287.099925
,322.002575,287.7944,318.387,287.1212
,322.04225,287.800425,318.43545,287.133425
,322.073875,287.805,318.454725,287.146575
,322.102825,287.808925,318.503875,287.155375
,322.13525,287.8131,318.562275,287.163975
,322.16965,287.8176,318.626875,287.194125
,322.260625,287.820775,318.669025,287.20245
,322.311275,287.823725,318.709475,287.2139
,322.36565,287.826975,318.722725,287.22575
,322.3869,287.834125,318.746475,287.235125
,322.39865,287.838925,318.763075,287.246375
,322.44205,287.844,318.8458,287.263975
,322.462025,287.84705,318.8742,287.283475
,322.474075,287.85195,318.922025,287.30715
,322.5025,287.856875,318.964875,287.396775
,322.52075,287.863575,319.048275,287.4656
,322.6417,287.866575,319.1041,287.481075
,322.714525,287.86965,319.15085,287.489275
,322.817225,287.8738,319.1692,287.50655
,322.849325,287.888125,319.18925,287.523625
,322.89585,287.894175,319.220375,287.547075
,322.937075,287.900225,319.261125,287.568675
,323.023075,287.9066,319.291275,287.577625
,323.0752,287.915025,319.3348,287.58845
,323.1009,287.938525,319.357725,287.596775
,323.131825,287.948875,319.3852,287.612125
,323.191425,287.96055,319.4329,287.62535
,323.215875,287.973525,319.45675,287.642775
,323.243125,287.9855,319.50145,287.671025
,323.2894,288.00575,319.543825,287.7068
,323.3514,288.0159,319.583925,287.775475
,323.40395,288.03695,319.610925,287.78975
,323.4949,288.04685,319.65725,287.801575
,323.56875,288.0574,319.704825,287.80955
,323.595075,288.069125,319.874575,287.815975
,323.6169,288.0785,319.928425,287.82555
,323.62215,288.09065,319.982425,287.8328
,323.64205,288.103175,320.0023,287.8431
,323.66165,288.115625,320.054975,287.848075
,323.68065,288.1337,320.098375,287.8622
,323.713275,288.1422,320.156675,287.869225
,323.739,288.15235,320.173325,287.8783
,323.76,288.166875,320.21995,287.88745
,323.79305,288.1775,320.252575,287.9037
,323.831925,288.192725,320.2743,287.912175
,323.857175,288.230725,320.29685,287.918325
,323.87175,288.270875,320.360975,287.924725
,323.8783,288.291775,320.415075,287.9336
,323.889825,288.3242,320.476,287.939225
,323.90495,288.518325,320.49445,287.947475
,323.9337,288.541475,320.51525,287.965
,323.9564,288.55275,320.539175,287.975575
,323.98295,288.564725,320.553925,287.9851
,324.004625,288.574275,320.587175,288.001425
,324.02695,288.58215,320.61725,288.010875
,324.0556,288.5884,320.702225,288.031425
,324.081625,288.59525,320.747125,288.04225
,324.1238,288.6007,320.88115,288.05975
,324.149875,288.608375,320.942975,288.071425
,324.17995,288.615675,320.957525,288.0802
,324.202275,288.62315,320.9812,288.0883
,324.22425,288.633075,321.0088,288.09695
,324.27515,288.653225,321.04015,288.107575
,324.298275,288.6627,321.079375,288.116175
,324.324825,288.679875,321.2025,288.127975
,324.354425,288.687375,321.234925,288.13805
,324.3802,288.696975,321.333675,288.1475
,324.47685,288.7076,321.377475,288.1675
,324.540625,288.725675,321.4195,288.1838
,324.587775,288.73715,321.478325,288.19765
,324.633525,288.755075,321.513525,288.21195
,324.656375,288.770475,321.52895,288.231125
,324.69425,288.7933,321.577975,288.24435
,324.785375,288.80545,321.60935,288.26525
,324.8428,288.8331,321.643475,288.288025
,324.9029,288.877025,321.6732,288.31535
,324.9154,288.898,321.716525,288.3553
,324.9239,288.971925,321.741675,288.3945
,324.93805,289.007425,321.78265,288.51675
,324.9529,289.069675,321.8183,288.53235
,324.975,289.10875,321.8599,288.5506
,324.99985,289.21655,321.9026,288.5653
,325.05955,289.290725,321.947125,288.57975
,325.084825,289.322075,322.072125,288.59285
,325.10975,289.3385,322.110275,288.60795
,325.125125,289.35365,322.140625,288.619875
,325.16795,289.520275,322.185325,288.62905
,325.21355,289.5405,322.2288,288.64005
,325.252575,289.56295,322.27375,288.6503
,325.2837,289.569575,322.32115,288.6599
,325.32955,289.58535,322.392225,288.667425
,325.368975,289.59495,322.430025,288.675425
,325.44665,289.603975,322.45005,288.684475
,325.4868,289.61055,322.464775,288.694025
,325.511625,289.6298,322.4809,288.707675
,325.541075,289.639275,322.496075,288.722975
,325.619475,289.65545,322.514325,288.743
,325.655175,289.66995,322.5559,288.768975
,325.702125,289.689575,322.58335,288.789425
,325.75015,289.7133,322.604225,288.8119
,325.797775,289.97,322.6844,288.834375
,325.81695,289.996275,322.741125,288.86735
,325.865275,290.00335,322.778925,288.896875
,325.92965,290.014375,322.8261,288.917875
,325.952775,290.043075,322.909975,288.940625
,325.9681,290.07305,322.928,288.957175
,326.00345,290.125675,322.9462,288.968975
,326.0219,290.315775,322.9662,288.98965
,326.05515,290.344175,322.98845,289.00615
,326.101475,290.368,323.011925,289.02715
,326.1343,290.3742,323.0547,289.0471
,326.163225,290.384425,323.0812,289.0686
,326.20985,290.392225,323.102975,289.11585
,326.244475,290.4087,323.127675,289.16225
,326.2665,290.417225,323.1561,289.23185
,326.302175,290.4385,323.194925,289.2717
,326.359725,290.4644,323.24095,289.291275
