SPK_SPKC01c,SPK_SPKC09a,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC12a
568.674175,592.72845,649.066075,585.322125,592.552375
568.7024,592.7423,649.15305,585.346325,592.5852
568.7239,592.750125,649.25475,585.36505,592.60725
568.75335,592.761825,649.332275,585.38315,592.6156
568.775325,592.784,649.35385,585.40605,592.63445
568.801475,592.81715,649.3729,585.432175,592.6889
568.82635,592.87055,649.392,585.446525,592.6929
568.84165,592.885125,649.415075,585.463175,592.7092
568.86255,592.897775,649.4382,585.49275,592.740375
568.88115,592.9233,649.54325,585.569125,592.74925
568.8993,592.935625,649.554175,585.60335,592.773875
568.919875,592.987275,649.59465,585.6326,592.8056
568.9875,593.0158,649.64625,585.66995,592.82945
568.9975,593.021275,649.653375,585.6993,592.852625
569.013425,593.0354,649.6734,585.7235,592.8792
569.0216,593.04,649.724475,585.736425,592.91535
569.03155,593.0455,649.8168,585.7437,592.93495
569.04145,593.049825,649.93775,585.749,592.95075
569.054675,593.05845,650.0051,585.7556,592.98245
569.06765,593.106375,650.062,585.76125,593.00105
569.0804,593.11815,650.083675,585.78015,593.005775
569.093625,593.131575,650.101775,585.786375,593.012975
569.109125,593.14425,650.11135,585.79155,593.0184
569.1248,593.210625,650.22,585.8217,593.02375
569.14015,593.2194,650.24525,585.86105,593.042375
569.16185,593.23485,650.3285,585.87745,593.0613
569.179275,593.243625,650.358175,585.929875,593.078175
569.199475,593.248025,650.3784,585.9441,593.099775
569.218025,593.253725,650.399075,585.94945,593.143125
569.235225,593.256775,650.427225,585.952125,593.186175
569.255525,593.270325,650.44355,585.95755,593.1992
569.27495,593.275225,650.491575,585.96705,593.21885
569.292725,593.2818,650.53105,586.011975,593.230975
569.317925,593.29085,650.651125,586.025975,593.239275
569.342225,593.31625,650.696225,586.038975,593.24395
569.36305,593.324575,650.705125,586.0787,593.25335
569.388875,593.332625,650.728625,586.128725,593.260575
569.41955,593.3501,650.7597,586.144625,593.26985
569.446,593.360725,650.7868,586.216125,593.27285
569.4662,593.368975,650.799175,586.23255,593.282525
569.478775,593.376375,650.807075,586.259225,593.2892
569.4983,593.385375,650.82585,586.276775,593.29295
569.513725,593.393925,650.835075,586.30245,593.31845
569.529225,593.4051,650.843725,586.3417,593.32935
569.542625,593.41795,650.8509,586.357175,593.341225
569.56425,593.469225,650.857975,586.371375,593.35245
569.5749,593.496475,650.8693,586.392675,593.4861
569.59545,593.557825,650.877525,586.409,593.5427
569.600875,593.588875,650.9138,586.417325,593.567175
569.606475,593.604025,650.919525,586.519075,593.582825
569.61765,593.62635,650.95325,586.554375,593.632225
569.627175,593.661,650.961825,586.603275,593.643375
569.63575,593.66725,651.025,586.620925,593.655
569.6493,593.670175,651.12335,586.627925,593.6612
569.661575,593.685275,651.1639,586.641125,593.707875
569.678225,593.693325,651.1803,586.64895,593.714175
569.704825,593.7024,651.2045,586.664875,593.739125
569.717425,593.725575,651.218875,586.676675,593.795725
569.75285,593.744825,651.2368,586.686325,593.8491
569.776175,593.781725,651.2416,586.698925,593.869875
569.797125,593.8027,651.25845,586.70695,593.8983
569.827575,593.8194,651.288425,586.7276,593.96815
569.852425,593.84545,651.301675,586.80695,593.996575
569.88415,593.860475,651.308975,586.84345,594.027525
569.9003,593.87925,651.327775,586.879025,594.0606
569.91595,593.8948,651.333425,586.914175,594.095425
569.94315,593.910025,651.3812,586.9355,594.120675
569.960175,593.943175,651.40295,586.94495,594.1499
570.007775,593.9591,651.4074,586.981425,594.18145
570.02655,593.975325,651.41825,587.007725,594.212875
570.048975,593.990175,651.428875,587.030625,594.2367
570.076675,594.005025,651.456325,587.045475,594.2875
570.0931,594.05205,651.49905,587.1028,594.307
570.111475,594.065625,651.5485,587.1053,594.3705
570.125575,594.086125,651.645225,587.108625,594.37875
570.133,594.104375,651.689225,587.123,594.393975
570.139475,594.1262,651.763875,587.16695,594.3984
570.1455,594.145025,651.80665,587.2604,594.4045
570.150075,594.16295,651.83785,587.307575,594.43275
570.1574,594.175325,651.8409,587.384325,594.452575
570.172025,594.1997,651.8486,587.3969,594.471825
570.183675,594.22335,651.880375,587.416675,594.4954
570.199725,594.24105,651.903675,587.4263,594.527875
570.212675,594.257175,651.9739,587.43905,594.554775
570.221125,594.273125,652.013175,587.4436,594.571225
570.2352,594.28855,652.0964,587.44795,594.59335
570.2475,594.3074,652.1378,587.4643,594.6378
570.257725,594.327925,652.17185,587.531,594.6929
570.271025,594.347025,652.183175,587.555375,594.71595
570.29255,594.393225,652.204075,587.5895,594.7511
570.31135,594.4163,652.22725,587.615975,594.778
570.324025,594.43815,652.33235,587.63025,594.806025
570.342125,594.469175,652.347925,587.63925,594.8342
570.3596,594.4799,652.365225,587.652825,594.8933
570.379575,594.496,652.41425,587.7584,594.92995
570.402575,594.517275,652.462375,587.7756,594.953075
570.43325,594.533375,652.491775,587.796425,594.9987
570.4939,594.566925,652.527275,587.82405,595.03915
570.509525,594.580025,652.5923,587.8471,595.064875
570.523675,594.59815,652.616925,587.85795,595.099475
570.53565,594.610525,652.660575,587.8804,595.125875
570.5441,594.627425,652.68115,587.9253,595.162925
570.5514,594.66405,652.7418,587.93995,595.20025
570.56015,594.678025,652.762575,587.99165,595.2325
570.567475,594.712975,652.802475,588.01305,595.3173
570.57675,594.7579,652.82415,588.037825,595.3403
570.58925,594.772825,652.84175,588.0533,595.36245
570.59805,594.8143,652.85055,588.117475,595.383525
570.60935,594.833125,652.85545,588.1225,595.402525
570.62595,594.8842,652.8657,588.151275,595.419625
570.643575,594.920575,652.89185,588.188125,595.435375
570.6596,594.95625,652.940375,588.2214,595.453975
570.6862,594.990725,653.0304,588.256825,595.474675
570.705775,595.019125,653.03735,588.302025,595.500375
570.7315,595.04695,653.080025,588.316525,595.5547
570.757025,595.147175,653.132475,588.3633,595.58125
570.781325,595.182725,653.16955,588.3745,595.593675
570.804,595.218225,653.2191,588.38805,595.6062
570.822025,595.28255,653.327075,588.39305,595.62045
570.83185,595.332675,653.357925,588.400725,595.6281
570.83845,595.3455,653.4285,588.40395,595.64165
570.84625,595.36485,653.530825,588.4123,595.645975
570.851825,595.37715,653.547525,588.41765,595.651125
570.8574,595.393425,653.5839,588.425975,595.65545
570.861075,595.406775,653.599925,588.43655,595.665025
570.865575,595.419225,653.62425,588.44395,595.680725
570.871225,595.43075,653.635575,588.446275,595.702225
570.8773,595.4412,653.663025,588.44835,595.713975
570.884275,595.45085,653.688125,588.464725,595.72305
570.889,595.460625,653.73235,588.471025,595.7294
570.8965,595.4727,653.804375,588.490975,595.742675
570.900325,595.509525,653.823475,588.493225,595.7501
570.90765,595.521425,653.843975,588.500875,595.757425
570.912175,595.534125,653.953275,588.50565,595.7838
570.918475,595.599275,653.96885,588.50825,595.7948
570.925425,595.622275,653.97975,588.51395,595.8011
570.934975,595.636475,654.0049,588.519575,595.81015
570.943275,595.66535,654.0203,588.562275,595.840925
570.949575,595.673925,654.1917,588.5718,595.8581
570.955475,595.684575,654.2239,588.609075,595.872625
570.9607,595.708825,654.24255,588.650575,595.915
570.9753,595.727875,654.2529,588.67535,595.96785
570.9825,595.73485,654.296075,588.70455,595.994725
570.988325,595.7527,654.316575,588.73495,596.02735
570.998975,595.76475,654.39115,588.769525,596.064125
571.00305,595.78145,654.39645,588.7819,596.0833
571.0103,595.791875,654.426425,588.79115,596.116825
571.02065,595.801325,654.457175,588.852425,596.132625
571.034125,595.80835,654.52055,588.860525,596.155025
571.0454,595.8148,654.59505,588.918525,596.17335
571.0701,595.824375,654.6059,588.9484,596.20125
571.080075,595.83345,654.616375,588.9929,596.22885
571.086875,595.855025,654.642875,589.037925,596.262675
571.0891,595.868325,654.66255,589.078825,596.324425
571.095125,595.88255,654.7132,589.102625,596.35435
571.0979,595.92055,654.752425,589.138425,596.376425
571.106275,595.94565,654.770725,589.161525,596.4006
571.1103,595.969775,654.811875,589.1694,596.42085
571.113475,595.987475,654.852725,589.1953,596.431475
571.1214,596.0096,654.886075,589.217775,596.446775
571.124725,596.0396,654.92885,589.2549,596.457
571.12715,596.06335,654.95435,589.3197,596.469925
571.133575,596.0712,655.00165,589.346575,596.528675
571.1362,596.077725,655.01465,589.36805,596.5475
571.148925,596.087925,655.052525,589.390275,596.568825
571.156825,596.100225,655.069475,589.406575,596.587725
571.165,596.108075,655.091825,589.4259,596.605125
571.17855,596.113925,655.216875,589.443575,596.6437
571.193075,596.1273,655.244425,589.4545,596.671375
571.2277,596.14125,655.254125,589.482175,596.69105
571.233875,596.150175,655.2598,589.516725,596.725375
571.237725,596.160425,655.3833,589.537875,596.760175
571.24205,596.1767,655.394625,589.54925,596.790325
571.2465,596.192525,655.4193,589.571525,596.84035
571.2543,596.207475,655.433175,589.5873,596.865825
571.2731,596.225075,655.481375,589.60925,596.978525
571.289675,596.2346,655.704675,589.6159,596.983075
571.307125,596.254725,655.747025,589.636375,596.987175
571.324925,596.27435,655.78905,589.64815,596.99495
571.341725,596.289775,655.8062,589.657925,596.9973
571.356775,596.31225,655.822425,589.707125,597.0016
571.372675,596.35125,655.835825,589.74045,597.013525
571.38345,596.373175,655.83925,589.815825,597.027125
571.397775,596.392025,655.852325,589.84505,597.02935
571.403075,596.4205,655.864425,589.920475,597.118825
571.4075,596.44325,655.873525,589.951675,597.1574
571.41,596.4528,655.900675,589.96745,597.1796
571.412325,596.459925,655.92145,590.003,597.215825
571.41575,596.46735,655.925175,590.022,597.2398
571.426775,596.47595,655.93745,590.07325,597.2531
571.429525,596.5002,655.946525,590.095,597.2565
571.432125,596.529075,655.9887,590.115625,597.26625
571.436075,596.544825,656.019625,590.1408,597.27265
571.44005,596.5858,656.03565,590.243825,597.274725
571.4444,596.601225,656.04395,590.2814,597.475975
571.46505,596.62975,656.049375,590.2988,597.505125
571.47185,596.65485,656.05665,590.318175,597.530225
571.4797,596.675325,656.138875,590.377225,597.64555
571.486175,596.694775,656.194875,590.40125,597.669925
571.49875,596.71605,656.211225,590.40685,597.692475
571.515125,596.7312,656.2811,590.41295,597.706925
571.535625,596.753775,656.3244,590.415175,597.7224
571.552075,596.772625,656.337525,590.418625,597.72845
571.57675,596.787625,656.398325,590.4275,597.743125
571.59265,596.798875,656.424225,590.44185,597.750375
571.598425,596.8202,656.4493,590.448325,597.759325
571.604125,596.8401,656.55825,590.451875,597.7764
571.6102,596.85395,656.5723,590.564575,597.82475
571.61385,596.868375,656.576125,590.58835,597.888975
571.619675,596.9139,656.59315,590.609025,598.00065
571.623625,596.970375,656.5975,590.6502,598.026425
571.6283,596.996525,656.616975,590.662,598.058075
571.6308,597.02005,656.62375,590.676,598.0905
571.63515,597.039825,656.641625,590.71325,598.09615
571.6408,597.045725,656.650275,590.72765,598.103275
571.645975,597.055625,656.663475,590.7313,598.106375
571.649725,597.064475,656.66765,590.7351,598.11885
571.65495,597.078675,656.671925,590.7414,598.129325
571.67385,597.103675,656.675775,590.7461,598.14195
571.68655,597.12145,656.685925,590.75965,598.145725
571.703425,597.143225,656.69465,590.77605,598.1922
571.717225,597.1641,656.7343,590.78385,598.20805
571.737475,597.181975,656.74805,590.818675,598.23925
571.75065,597.2186,656.8056,590.8247,598.256875
571.76735,597.236575,656.82405,590.830925,598.27935
571.777525,597.2496,656.8573,590.84095,598.331
571.791075,597.2769,656.908875,590.855425,598.345625
571.807975,597.292775,657.11915,590.8929,598.3698
571.826325,597.2962,657.129,590.911575,598.39545
571.849125,597.299125,657.14005,590.93095,598.417975
571.859775,597.305925,657.147175,590.988425,598.44635
571.8671,597.3366,657.178125,591.00635,598.464525
571.872075,597.3415,657.2035,591.061375,598.488675
571.875825,597.360875,657.2131,591.0934,598.540575
571.878875,597.363975,657.223475,591.13755,598.563825
571.88405,597.38815,657.22705,591.15955,598.59025
571.889175,597.39675,657.26305,591.19905,598.6494
571.8926,597.4019,657.317825,591.221875,598.69295
571.897125,597.41235,657.32165,591.28895,598.708175
571.91055,597.4287,657.332775,591.330675,598.7258
571.918675,597.43485,657.374375,591.358875,598.7463
571.924175,597.4372,657.3951,591.385125,598.8067
571.933425,597.447775,657.434975,591.404625,598.872325
571.940525,597.454725,657.4436,591.43305,598.93895
571.957275,597.4893,657.454725,591.503825,598.94765
571.96925,597.506075,657.495375,591.6158,598.969775
571.979525,597.523,657.566025,591.744,599.169325
571.987925,597.532725,657.650975,591.776225,599.195575
571.99725,597.538575,657.684625,591.8005,599.224
572.008925,597.545725,657.712075,591.823675,599.252525
572.01795,597.5484,657.746,591.83865,599.2806
572.027725,597.55095,657.759325,591.86725,599.30345
572.036325,597.56055,657.765325,591.91265,599.3254
572.04795,597.565875,657.7713,591.914775,599.36515
572.07955,597.624675,657.777725,591.91855,599.370825
572.092125,597.64645,657.800625,591.9228,599.396675
572.106975,597.659925,657.804875,591.92505,599.399825
572.120225,597.67825,657.838775,591.9272,599.468375
572.13355,597.693675,657.893325,591.930325,599.495875
572.151825,597.7106,657.90095,591.93975,599.526525
572.1648,597.723475,657.916225,591.949675,599.54795
572.18125,597.7291,657.929775,591.9702,599.5669
572.197075,597.76175,658.029225,592.078125,599.578725
572.2148,597.778675,658.05035,592.1027,599.621825
572.2204,597.78515,658.067575,592.128025,599.63475
572.223325,597.78765,658.0791,592.17275,599.6602
572.226,597.789975,658.11285,592.1894,599.6679
572.229175,597.79235,658.124425,592.20365,599.683975
572.23185,597.797175,658.131525,592.25155,599.688325
572.234725,597.79955,658.1532,592.271,599.71995
572.2388,597.805025,658.2139,592.2741,599.7357
572.246825,597.808375,658.2735,592.2791,599.799225
572.257575,597.810525,658.2907,592.294625,599.8236
572.268825,597.819075,658.313375,592.297275,599.847675
572.28285,597.825275,658.354925,592.301175,599.869575
572.297675,597.875125,658.37715,592.360175,599.891025
572.32035,597.9243,658.424775,592.386925,599.916625
572.333375,597.95045,658.4354,592.4135,599.941725
572.351625,597.9689,658.440475,592.44105,599.96375
572.3697,598.0312,658.443875,592.4561,599.972475
572.38335,598.04505,658.4473,592.4805,599.97795
572.398475,598.059625,658.46085,592.499575,599.990525
572.411175,598.079075,658.4915,592.512725,600.021
572.42925,598.09985,658.49695,592.52555,600.032525
572.45095,598.1061,658.51575,592.529225,600.049025
572.4687,598.119375,658.5232,592.532125,600.06515
572.487275,598.1263,658.5547,592.538225,600.08775
572.50285,598.148475,658.55875,592.551425,600.113075
572.51165,598.167175,658.583025,592.557275,600.144175
572.52805,598.1879,658.60575,592.5606,600.164925
572.54645,598.206075,658.685675,592.5735,600.185575
572.5618,598.215075,658.724075,592.576425,600.20115
572.582625,598.226275,658.736725,592.5834,600.213925
572.5953,598.23745,658.7942,592.586425,600.2261
572.6147,598.247175,658.79895,592.652775,600.237975
572.627625,598.255825,658.80285,592.655625,600.25085
572.6425,598.27165,658.813625,592.662275,600.271175
572.654925,598.283025,658.826025,592.679375,600.30495
572.6728,598.305975,658.832425,592.6836,600.336775
572.685325,598.32515,658.847075,592.730125,600.36145
572.6971,598.350225,658.856775,592.75015,600.4133
572.73025,598.36235,658.888775,592.78405,600.433775
572.754225,598.394425,658.915675,592.80155,600.452775
572.7805,598.4084,658.965425,592.822975,600.474725
572.802925,598.458425,658.98795,592.84355,600.496875
572.817175,598.4904,659.011775,592.8659,600.544075
572.82735,598.51955,659.0932,592.96615,600.5655
572.8373,598.533525,659.1181,592.986,600.59485
572.848025,598.552375,659.129925,592.9989,600.6191
572.870675,598.566475,659.198275,593.003075,600.651775
572.8852,598.584825,659.233975,593.0068,600.6786
572.895275,598.60915,659.267875,593.01025,600.709175
572.910025,598.65335,659.297925,593.01795,600.733275
572.931525,598.674725,659.331675,593.02395,600.77465
572.941175,598.6893,659.628675,593.03165,600.8002
572.9501,598.695675,659.6612,593.040125,600.83295
572.9602,598.70365,659.697475,593.12205,600.8899
572.977625,598.71105,659.745975,593.155175,600.917975
572.996575,598.72615,659.770175,593.211775,600.949675
573.016525,598.742,659.785925,593.24095,600.978975
573.036025,598.7547,659.8106,593.2498,601.018775
573.05465,598.7576,659.943025,593.266975,601.04575
573.07195,598.763075,659.998625,593.2734,601.067975
573.091625,598.7735,660.061875,593.276175,601.094725
573.109525,598.78105,660.075225,593.27945,601.111875
573.128425,598.79515,660.12785,593.28605,601.12395
573.15255,598.79765,660.132825,593.301075,601.134375
573.1758,598.800925,660.219475,593.322525,601.1473
573.191775,598.833825,660.289125,593.329025,601.16045
573.211025,598.835975,660.377275,593.333925,601.170425
573.232375,598.85135,660.552775,593.350675,601.17675
573.256075,598.8592,660.573475,593.35565,601.1869
573.27865,598.86165,660.593975,593.395825,601.2448
573.285775,598.901625,660.65805,593.41745,601.289675
573.29305,598.909775,660.679675,593.459725,601.316125
573.301675,598.912475,660.6977,593.527625,601.3462
573.31005,598.918125,660.714325,593.579575,601.37495
573.3208,598.931425,660.7348,593.593475,601.4094
573.331825,598.935725,660.79105,593.651075,601.4254
573.3452,598.94955,660.80395,593.655275,601.47605
573.3559,599.01,660.87605,593.668575,601.5036
573.365925,599.026425,660.8995,593.67175,601.524625
573.378375,599.0324,660.9509,593.68135,601.553525
573.3864,599.042525,660.972025,593.737725,601.591
573.393775,599.055425,661.049425,593.7612,601.625225
573.401175,599.0624,661.120825,593.782525,601.642225
573.4105,599.06485,661.212425,593.832175,601.67025
573.418125,599.0677,661.2468,593.889625,601.68665
573.43065,599.0774,661.262475,593.90655,601.698975
573.44435,599.0904,661.3352,593.9271,601.7072
573.454525,599.140875,661.407825,593.95205,601.713625
573.4628,599.186325,661.4368,593.961575,601.72265
573.47515,599.20205,661.460125,593.980425,601.73515
573.48735,599.215,661.479275,593.99795,601.75765
573.5076,599.22625,661.5013,594.0225,601.7786
573.52225,599.25905,661.518775,594.03745,601.796225
573.541475,599.2719,661.538,594.066725,601.8263
573.562675,599.289275,661.595875,594.085775,601.8521
573.579275,599.311175,661.610775,594.12945,601.9148
573.59445,599.338875,661.615525,594.14925,601.971775
573.6126,599.361025,661.63445,594.20245,601.994425
573.639575,599.3667,661.646,594.223825,602.0121
573.6621,599.3706,661.654575,594.2523,602.0225
573.6806,599.377025,661.66995,594.27985,602.02945
573.707925,599.38415,661.690875,594.31755,602.0391
573.74415,599.415575,661.72325,594.33095,602.05225
573.769375,599.4278,661.747625,594.34605,602.084475
573.787175,599.450975,661.7875,594.363275,602.1469
573.818625,599.4796,661.8576,594.373775,602.184675
573.844825,599.4952,661.904075,594.379175,602.213325
573.871775,599.515225,662.00615,594.3842,602.26045
573.8897,599.530525,662.0491,594.39245,602.302975
573.911325,599.544425,662.08435,594.4067,602.3731
573.926325,599.58555,662.1035,594.41145,602.381375
573.9504,599.600525,662.1498,594.41805,602.3845
573.9672,599.627025,662.183425,594.43555,602.38895
573.98165,599.64785,662.21405,594.455775,602.39275
573.995025,599.6582,662.2259,594.51885,602.41795
574.006525,599.671275,662.295225,594.551825,602.473575
574.0123,599.6797,662.3124,594.573,602.50485
574.016775,599.685475,662.346175,594.6182,602.52995
574.02,599.715725,662.41825,594.656675,602.5678
574.0266,599.71875,662.44275,594.6783,602.59395
574.0297,599.73415,662.471675,594.705975,602.6076
574.033075,599.740475,662.571075,594.792925,602.612125
574.037825,599.7466,662.69375,594.8149,602.62945
574.041075,599.7532,662.7931,594.826625,602.631875
574.04435,599.768175,662.837375,594.849925,602.637725
574.04915,599.846675,662.8643,594.867075,602.72195
574.0528,599.868825,662.882425,594.885125,602.749
574.057825,599.8978,662.910025,594.904725,602.7773
574.06225,599.9139,662.9208,594.92065,602.79405
574.0668,599.9706,662.94275,594.949325,602.819
574.0719,599.978325,662.9599,594.9676,602.830725
574.08105,599.98275,662.9792,595.041075,602.8791
574.08855,599.99725,663.038175,595.090475,602.91765
574.11135,600.007025,663.042375,595.122325,602.941475
574.12325,600.026575,663.05555,595.1417,602.9472
574.13275,600.052575,663.060275,595.18765,602.954525
574.155075,600.069625,663.065625,595.208225,602.998225
574.17415,600.099275,663.077675,595.2426,603.008125
574.202325,600.11505,663.096425,595.260675,603.0243
574.223975,600.1325,663.1009,595.29345,603.05945
574.240325,600.144825,663.112675,595.327,603.089525
574.2608,600.170425,663.28435,595.339275,603.100225
574.279525,600.17885,663.334425,595.35345,603.128625
574.29395,600.196625,663.356675,595.36315,603.14725
574.31465,600.21525,663.3638,595.38805,603.170275
574.33555,600.227125,663.39065,595.408075,603.188175
574.35065,600.234675,663.4046,595.420825,603.2293
574.3753,600.2605,663.422375,595.44605,603.24785
574.39925,600.274475,663.441775,595.4577,603.26745
574.425975,600.293025,663.457675,595.4657,603.29995
574.46545,600.308775,663.505,595.484075,603.325575
574.47405,600.37275,663.516625,595.50925,603.332225
574.484625,600.38325,663.526625,595.525225,603.33915
574.4912,600.395475,663.548625,595.5377,603.398475
574.49535,600.453875,663.5684,595.547175,603.4124
574.501825,600.46755,663.577725,595.591,603.4336
574.526175,600.48285,663.61435,595.618075,603.461075
574.537375,600.4989,663.64075,595.624975,603.476375
574.543725,600.519825,663.664675,595.6496,603.53645
574.550825,600.533125,663.675675,595.663675,603.56325
574.558875,600.5495,663.68675,595.667225,603.58115
574.564875,600.584875,663.735225,595.705875,603.60625
574.574375,600.607225,663.76775,595.739075,603.633225
574.5892,600.68945,663.793675,595.7567,603.64665
574.5961,600.71795,663.803375,595.76755,603.6865
574.60395,600.738325,663.809875,595.775875,603.73405
574.60945,600.76655,663.828575,595.796475,603.7487
574.619825,600.78405,663.891275,595.804425,603.7712
574.6278,600.81315,663.9135,595.811975,603.7849
574.635,600.83005,663.919825,595.872875,603.798925
574.645375,600.86135,663.932525,595.898625,603.828525
574.652175,600.877225,663.949275,595.978825,603.850575
574.6595,600.897775,664.009875,596.02295,603.86005
574.667625,600.914025,664.03875,596.063675,603.903175
574.6735,600.93115,664.044525,596.077875,603.918925
574.683575,600.953025,664.06065,596.103225,603.92845
574.69,600.9732,664.09175,596.18755,603.9482
574.7024,601.0031,664.098775,596.2102,603.9665
574.716625,601.032375,664.1076,596.2721,603.99315
574.731725,601.0465,664.161425,596.34125,604.019
574.747025,601.0838,664.198325,596.374525,604.048
574.75725,601.099825,664.3102,596.39535,604.06795
574.7723,601.1279,664.3173,596.4035,604.0931
574.7959,601.15655,664.324025,596.409875,604.10025
574.810775,601.18395,664.382525,596.415725,604.108525
574.8233,601.222725,664.403075,596.459025,604.1143
574.838125,601.2432,664.424175,596.497,604.11805
574.853925,601.26975,664.4642,596.5145,604.122
574.8841,601.319925,664.49025,596.542175,604.12615
574.90035,601.34535,664.51855,596.558475,604.152425
574.944225,601.37405,664.53125,596.58555,604.16365
574.956825,601.401125,664.546125,596.638725,604.18255
574.96035,601.43135,664.551925,596.65925,604.20155
574.965825,601.455875,664.5796,596.72015,604.210925
574.96845,601.532325,664.585575,596.749975,604.243925
574.97145,601.554825,664.626375,596.8146,604.256
574.97465,601.575875,664.642175,596.858075,604.279375
574.982675,601.5975,664.71285,596.879075,604.30175
574.987125,601.6183,664.7528,596.897025,604.331275
574.991325,601.643875,664.8611,596.9407,604.35415
574.99545,601.705075,664.90255,596.96775,604.381775
575.000525,601.7385,664.918275,596.978875,604.42125
575.024175,601.761025,664.9505,596.98625,604.4334
575.033325,601.776425,664.971575,596.998375,604.4372
575.04415,601.794475,665.0003,597.001425,604.440475
575.050575,601.813475,665.018075,597.0919,604.448025
575.056075,601.832375,665.027875,597.140025,604.45355
575.0648,601.852,665.0846,597.167175,604.460375
575.077875,601.868575,665.09055,597.1935,604.5076
575.084125,601.88735,665.095475,597.2413,604.547575
575.0995,601.912125,665.1034,597.245625,604.56895
575.113375,601.933025,665.123175,597.25335,604.5926
575.128175,601.9521,665.1658,597.2739,604.600575
575.139325,602.00845,665.185225,597.29125,604.6207
575.152675,602.0364,665.22895,597.319125,604.629
575.16525,602.0607,665.248,597.3442,604.64045
575.182725,602.07605,665.34005,597.361175,604.662025
575.200525,602.094675,665.366975,597.375325,604.6699
575.216225,602.119375,665.38675,597.37865,604.686325
575.231575,602.137425,665.396925,597.38725,604.6933
575.24045,602.18695,665.400375,597.397025,604.7054
575.256075,602.209125,665.403825,597.401425,604.715575
575.265175,602.2264,665.408875,597.421825,604.7201
575.27465,602.245925,665.41395,597.432375,604.735475
575.281325,602.281425,665.418525,597.472575,604.73995
575.28465,602.334375,665.467625,597.4957,604.749575
575.29065,602.367425,665.492375,597.513525,604.769825
575.29585,602.3764,665.49985,597.5202,604.775575
575.299925,602.385175,665.512925,597.525175,604.793225
575.30435,602.39325,665.52645,597.550925,604.828625
575.31075,602.405025,665.5311,597.63865,604.849175
575.317025,602.4132,665.5371,597.655375,604.872675
575.32135,602.4304,665.54755,597.689125,604.891625
575.326575,602.467,665.550275,597.718575,604.902775
575.330925,602.48415,665.592275,597.731675,604.92845
575.3413,602.50265,665.668,597.750825,604.949175
575.347825,602.51215,665.70765,597.766475,604.967875
575.357525,602.5274,665.7973,597.7743,604.983075
575.37295,602.541675,665.82675,597.78415,605.002225
575.38405,602.5585,665.83895,597.79205,605.0315
575.401125,602.579,665.893825,597.797025,605.062725
575.413475,602.595525,666.043225,597.8168,605.073675
575.4285,602.621975,666.141775,597.828975,605.079375
575.446475,602.63275,666.206775,597.87235,605.0883
575.459975,602.64885,666.246125,597.8988,605.101025
575.477375,602.70415,666.281875,597.937575,605.185725
575.509175,602.74975,666.30395,597.9867,605.37865
575.522475,602.791125,666.328775,598.009,605.43785
575.537775,602.8095,666.37415,598.0238,605.50265
575.55275,602.845725,666.40655,598.075225,605.5227
575.5695,602.869475,666.41465,598.089075,605.5412
575.612975,602.885925,666.43245,598.094275,605.560125
575.624425,602.9047,666.447,598.11695,605.58315
575.637325,602.95645,666.475275,598.15955,605.619975
575.64615,602.96905,666.492725,598.17115,605.632075
575.655075,602.984175,666.547175,598.1816,605.636675
575.659475,603.0142,666.577975,598.21235,605.64115
575.6651,603.026775,666.625675,598.24845,605.6489
575.6689,603.04145,666.679025,598.27905,605.653575
575.67435,603.055,666.768275,598.31965,605.6995
575.676575,603.081375,666.776225,598.33365,605.762775
575.679375,603.10295,666.899675,598.356275,605.7989
575.68235,603.1161,666.99265,598.386975,605.8144
575.68725,603.13105,667.031825,598.39985,605.8327
575.69325,603.145675,667.04465,598.46135,605.854725
575.698375,603.17675,667.074425,598.5027,605.8814
575.7073,603.195425,667.13965,598.541,605.90315
575.72435,603.232075,667.159825,598.581675,605.9224
575.73275,603.253475,667.176675,598.60735,605.929525
575.73985,603.27705,667.204175,598.6279,605.9515
575.756025,603.296225,667.2191,598.6436,605.968675
575.76325,603.329775,667.241475,598.662775,605.99065
575.768475,603.333975,667.29145,598.679275,606.008125
575.778175,603.337825,667.29765,598.693175,606.024375
575.7828,603.34305,667.320425,598.701825,606.051175
575.789725,603.3498,667.349775,598.726,606.0789
575.7957,603.3591,667.3959,598.733675,606.08425
575.8046,603.38415,667.436375,598.763925,606.09755
575.809225,603.424125,667.498875,598.766825,606.102725
575.8133,603.441625,667.53315,598.77535,606.112825
575.81955,603.45715,667.590475,598.778325,606.1299
575.824625,603.4689,667.681225,598.79245,606.1586
575.82865,603.4856,667.72935,598.795,606.17535
575.83225,603.5006,667.75205,598.801525,606.213225
575.8453,603.51455,667.769075,598.8137,606.235075
575.8504,603.527425,667.775875,598.829525,606.261425
575.85515,603.610025,667.790075,598.852775,606.29715
575.861625,603.62915,667.8051,598.904075,606.312825
575.864925,603.65165,667.8094,598.92285,606.322175
575.868525,603.670525,667.829175,598.9743,606.341875
575.87405,603.68185,667.888575,599.031525,606.375275
575.87805,603.68745,667.89785,599.057575,606.3984
575.88215,603.71105,667.90425,599.080825,606.476325
575.8869,603.722525,667.9124,599.1858,606.49845
575.89115,603.740575,667.93655,599.1985,606.52265
575.89635,603.752,667.941075,599.222425,606.551125
575.90385,603.763,667.94565,599.242675,606.5825
