SPK_SPKC06a,SPK_SPKC09a,SPK_SPKC12a,SPK_SPKC13a,SPK_SPKC15a
0.146625,0.6611,0.021325,0.349925,0.022725
0.214625,0.8978,0.092125,0.438475,0.0722
0.42085,1.0749,0.323675,0.674625,0.3263
0.686575,1.334775,0.351525,0.7389,0.338675
0.74225,2.847975,0.38085,0.7933,0.352975
0.8624,3.1541,0.402275,0.8629,0.380225
1.057025,3.625875,0.422,0.954575,0.39625
1.075175,4.111925,0.55105,1.000625,0.418225
1.176,5.010675,0.76535,1.14695,0.43075
1.200275,5.45605,0.8114,1.185675,0.4464
1.614075,5.6797,0.915525,1.2416,0.46115
1.688625,5.753775,1.089425,1.301175,0.488625
1.8887,6.5643,1.200025,1.3601,0.50715
1.947425,7.0673,1.22265,1.401875,0.533825
2.068825,7.582975,1.285925,1.52955,0.568875
2.363175,7.708775,1.453375,1.728975,0.58635
2.523275,8.041175,1.54745,1.751675,0.603
2.957775,10.954975,1.574025,1.807025,0.62155
3.185525,11.8731,1.6341,1.98565,0.64745
3.253475,12.16995,1.728975,2.056625,0.6626
3.41525,12.350175,2.02775,2.113425,0.685975
3.63275,12.660825,2.12735,2.12335,0.70495
3.801625,13.0259,2.195,2.26625,0.738775
3.814775,13.097325,2.26025,2.401325,0.757625
4.0503,13.182475,2.314325,2.43125,0.770725
4.168575,13.314625,2.419525,2.67245,0.787475
4.307825,13.3749,2.479525,2.855575,0.80155
4.33135,13.558775,2.518875,2.986825,0.819675
4.608925,13.67385,2.613675,2.994575,0.83915
4.792175,13.73585,2.6353,3.00375,0.853375
4.838675,13.810625,2.7629,3.07965,0.8602
4.850075,13.8977,3.000525,3.240075,0.874
4.9523,14.19265,3.0281,3.312275,0.892625
5.115325,14.524675,3.13445,3.47255,0.915075
5.18635,14.683975,3.2267,3.515,1.158375
5.27895,15.101075,3.565,3.5616,1.171225
5.33205,15.47765,3.634,3.632425,1.183225
5.38455,15.55755,3.68085,3.679025,1.195525
5.3925,15.63365,3.7325,3.741525,1.210625
5.5452,16.0877,3.9106,3.8092,1.232975
5.577875,16.292275,3.998925,3.863375,1.247125
5.778725,16.337375,4.182725,3.956575,1.279025
6.31485,17.143625,4.1942,4.132775,1.292125
6.69875,17.18875,4.259375,4.18015,1.3054
6.816825,17.5898,4.31525,4.183175,1.317975
6.82745,17.62555,4.43875,4.2376,1.334625
6.87515,18.2965,4.4927,4.254975,1.3503
7.557075,18.846625,4.554675,4.335825,1.363575
8.181475,19.072975,4.751975,4.383375,1.378
8.292525,19.163325,4.9105,4.425925,1.3919
8.304975,19.19725,4.9631,4.50485,1.41115
8.508925,19.521,5.0011,4.8699,1.435225
8.613225,19.55225,5.10965,4.90235,1.45015
9.00535,19.904625,5.2897,4.979675,1.478
9.04,20.116375,5.32455,5.084975,1.505425
9.142975,20.171025,5.435325,5.147275,1.53085
9.31675,20.305775,5.585325,5.32455,1.553075
9.4592,20.5196,5.63095,5.4688,1.585
9.496875,20.6684,5.65075,5.499475,1.5979
9.518175,20.9991,5.709225,5.622425,1.61805
9.527975,21.60725,5.753225,5.64005,1.6388
9.557875,21.801325,5.787125,5.771,1.652475
9.861725,21.988375,5.824625,6.10085,1.66385
9.87735,22.261675,5.9069,6.1329,1.683225
9.960625,22.606375,6.04125,6.23795,1.7
10.1303,22.83845,6.087325,6.282375,1.729025
10.18035,23.1883,6.1231,6.3205,1.77155
10.277825,23.31065,6.282375,6.455925,1.990075
10.3548,23.366125,6.3205,6.497525,2.00145
10.404725,25.584875,6.3938,6.7839,2.019225
10.5057,25.74085,6.608275,6.83175,2.039875
10.61235,25.8543,6.630625,6.89595,2.056575
10.645925,26.430025,6.653975,6.984375,2.08285
10.778175,26.581125,6.6771,7.049725,2.106525
10.790375,26.8041,6.737325,7.206675,2.125725
10.957975,27.0951,6.848225,7.218075,2.14345
11.2245,27.339075,6.89285,7.273325,2.19145
11.535575,27.727025,7.036875,7.423975,2.2108
11.5942,28.144525,7.10255,7.504875,2.2255
12.31405,28.39665,7.20185,7.5515,2.245425
12.589075,28.52825,7.234525,7.62775,2.2551
12.843325,29.468175,7.277125,7.7091,2.271975
13.017375,29.62385,7.3093,7.755725,2.282425
13.2068,29.733825,7.3498,7.792975,2.3007
13.392975,29.997925,7.442225,8.2331,2.32965
13.490125,30.39985,7.50275,8.298475,2.403725
13.497675,30.716525,7.530175,8.349225,2.4191
13.656475,30.7647,7.60785,8.5355,2.4367
13.6722,31.130775,7.667875,8.553025,2.4588
14.034225,31.157425,7.789525,8.705925,2.47085
14.089675,31.2249,7.8592,8.770375,2.4829
14.158825,31.7623,7.904225,8.903425,2.501075
14.26615,33.423075,7.943775,9.17045,2.51295
14.4547,34.1299,7.97465,9.287575,2.522525
14.555875,34.94815,7.9928,9.582475,2.537
14.582925,35.1537,8.027275,9.67835,2.5504
15.148275,35.196125,8.403625,9.807575,2.568775
15.295025,35.789075,8.551525,9.8635,2.582325
15.41505,36.225875,8.568,10.221575,2.61075
15.655125,36.253975,8.5781,10.39585,2.623575
