SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC10c,SPK_SPKC15a
156.3223,149.717975,246.8277,156.70155,155.217875,139.4607
156.372625,149.758925,247.10215,156.716075,155.24035,139.486025
156.387,149.792575,247.179875,156.739725,155.263975,139.499375
156.426975,149.808875,247.212675,156.758175,155.28015,139.5207
156.4513,149.810325,247.425625,156.77945,155.296575,139.5378
156.47745,149.8308,247.615525,156.816075,155.31125,139.547875
156.491,149.849375,247.6492,156.8681,155.33205,139.5655
156.579475,149.8629,247.700325,156.908625,155.356125,139.583375
156.599825,149.87155,247.9044,156.964075,155.404075,139.614725
156.661275,149.889925,247.9413,157.023875,155.52335,139.63095
156.6783,149.918,248.2392,157.05125,155.556175,139.67105
156.724175,149.944325,248.5152,157.08135,155.6106,139.70445
156.757125,149.9831,248.5391,157.0921,155.678475,139.716625
156.7875,150.002375,248.550075,157.103975,155.70565,139.73025
156.820075,150.020975,248.61095,157.113775,155.729625,139.745075
156.849675,150.038225,248.947825,157.129275,155.750875,139.75645
156.92945,150.06065,249.065725,157.15505,155.80745,139.76645
156.997775,150.090625,249.3196,157.1675,155.824325,139.774075
157.0171,150.098225,249.445525,157.17765,155.837575,139.78915
157.037625,150.114375,249.56695,157.202,155.8504,139.79395
157.062125,150.127375,249.91185,157.259775,155.87395,139.803825
157.089,150.143025,250.213125,157.3183,155.886625,139.8144
157.11415,150.15275,250.250925,157.343975,155.94085,139.825575
157.142675,150.172375,250.27025,157.36445,156.000925,139.841025
157.1769,150.186475,250.50695,157.396025,156.039425,139.852425
157.211675,150.211875,250.554025,157.411725,156.085775,139.8666
157.257175,150.232775,250.748325,157.430675,156.114125,139.8899
157.345125,150.245775,250.944825,157.4533,156.142125,139.917375
157.37905,150.265575,251.077525,157.468975,156.16435,139.9323
157.408,150.2758,251.23285,157.504225,156.188975,139.948525
157.4246,150.2981,251.304775,157.523575,156.20585,139.9678
157.44485,150.3193,251.357275,157.55785,156.258525,139.99905
157.45945,150.354075,251.47065,157.5852,156.26485,140.021775
157.4789,150.377275,251.5124,157.606125,156.27975,140.04305
157.5355,150.43835,251.62155,157.614925,156.307275,140.0652
157.559075,150.455025,251.760925,157.625125,156.3313,140.085825
157.633975,150.473325,251.94735,157.636425,156.35075,140.1108
157.65995,150.4932,251.9943,157.644125,156.371875,140.176925
157.690325,150.5415,252.26615,157.654425,156.39155,140.1852
157.73875,150.554825,252.5634,157.6622,156.413425,140.19515
157.759725,150.5717,252.652175,157.683925,156.45105,140.236175
157.7731,150.59835,252.907675,157.6931,156.4536,140.260025
157.823925,150.66105,253.201775,157.704575,156.469125,140.2637
157.84435,150.6859,253.24635,157.715775,156.4829,140.276175
157.858425,150.69785,253.267075,157.72175,156.514825,140.306925
157.8847,150.732925,253.35105,157.7376,156.547,140.3224
157.911725,150.753225,253.494175,157.75155,156.562575,140.461475
157.936975,150.786725,253.5448,157.7989,156.576125,140.516925
157.961125,150.80895,253.75465,157.821975,156.5908,140.517975
157.97995,150.8321,253.93325,157.85085,156.606325,140.520625
157.99215,150.85415,254.007725,157.8661,156.6195,140.524825
158.02955,150.87775,254.321,157.903,156.629925,140.5277
158.073125,150.935,254.46775,157.9306,156.651125,140.53955
158.087625,150.957025,254.49545,157.958675,156.692925,140.552325
158.104375,150.9724,254.546775,157.978675,156.7183,140.5658
158.1153,151.0021,254.71725,157.9964,156.760025,140.57775
158.16365,151.02575,254.735475,158.010725,156.7857,140.5902
158.18275,151.043275,254.745875,158.0288,156.821075,140.602825
158.238125,151.04595,254.7744,158.04685,156.85825,140.62475
158.2578,151.06415,254.91505,158.0595,156.891375,140.64635
158.28085,151.079875,254.954075,158.0814,156.9276,140.69795
158.301775,151.107525,254.986175,158.127675,156.98425,140.739175
158.322975,151.1414,255.01615,158.155875,157.054325,140.7556
158.343375,151.1638,255.14035,158.193875,157.0682,140.771125
158.37185,151.183975,255.197725,158.232225,157.07375,140.786525
158.390975,151.2064,255.249475,158.251,157.0797,140.8046
158.44995,151.228675,255.354575,158.266875,157.08595,140.816275
158.466775,151.246575,255.875425,158.281625,157.0948,140.822475
158.5421,151.263575,255.91425,158.3063,157.143025,140.842
158.585325,151.3044,255.931,158.3277,157.18185,140.909175
158.6055,151.328025,256.01635,158.355775,157.210175,140.932175
158.621925,151.350325,256.150775,158.4017,157.251075,140.963825
158.63115,151.39765,256.19945,158.437525,157.27615,140.976825
158.633225,151.4124,256.2416,158.453925,157.3047,140.989475
158.67965,151.4374,256.33775,158.4764,157.33025,141.0045
158.69545,151.45915,256.57405,158.497875,157.350225,141.01825
158.709175,151.4802,256.7815,158.52135,157.373,141.098675
158.76925,151.494675,256.954225,158.54865,157.387575,141.114125
158.777575,151.53945,257.026575,158.58505,157.417825,141.125325
158.7815,151.55,257.074225,158.594475,157.44395,141.142
158.791925,151.56655,257.14725,158.607075,157.474675,141.16
158.816375,151.588775,257.2397,158.614025,157.52775,141.1742
158.83125,151.614825,257.2668,158.6302,157.560825,141.192775
158.846775,151.622975,257.329475,158.651875,157.59155,141.2155
158.8656,151.644975,257.502725,158.68005,157.607525,141.2263
158.886325,151.68995,257.550425,158.703125,157.620475,141.240875
158.892225,151.7232,257.58035,158.744775,157.638525,141.2947
158.903525,151.739975,257.735175,158.784075,157.673125,141.3297
158.92695,151.757375,257.92085,158.8141,157.687175,141.398575
158.94635,151.7942,257.96285,158.830575,157.701625,141.4174
158.9504,151.822,258.0172,158.857,157.7179,141.489425
158.998075,151.840375,258.156725,158.892275,157.7333,141.50565
159.020475,151.851725,258.2164,158.909975,157.764125,141.5198
159.037675,151.87205,258.264125,158.982775,157.77725,141.5377
159.0777,151.8924,258.28995,159.0004,157.80355,141.54425
159.08875,151.910075,258.35285,159.033525,157.8385,141.560975
159.14035,151.98085,258.605525,159.047525,157.870425,141.573725
159.185325,152.0016,258.713575,159.05885,157.898925,141.589525
159.2094,152.02765,258.786775,159.112625,157.922575,141.6017
159.342025,152.0549,258.838175,159.172075,157.938975,141.61585
159.439275,152.06405,259.128175,159.174425,157.951525,141.623475
159.4687,152.0876,259.3963,159.204075,157.9691,141.649475
159.470325,152.13015,259.534425,159.227925,157.976225,141.6739
159.479125,152.15405,259.57025,159.236275,157.98755,141.690525
159.5438,152.1699,259.72275,159.246175,158.000975,141.72065
159.5692,152.18475,259.794475,159.25405,158.01365,141.7497
159.5975,152.2039,259.8325,159.270175,158.034075,141.7662
159.61555,152.23195,259.8708,159.297875,158.062175,141.815725
159.63745,152.265075,259.90705,159.331475,158.096125,141.850225
159.668725,152.2906,259.990125,159.35095,158.12605,141.8654
159.698025,152.316625,260.04775,159.371075,158.19615,141.877225
159.716,152.35995,260.066875,159.419575,158.249275,141.88815
159.735875,152.38795,260.10075,159.460775,158.271825,141.901275
159.751775,152.4372,260.1482,159.492,158.2838,141.926425
159.78955,152.482425,260.2358,159.509825,158.331275,141.980625
159.831675,152.503975,260.282575,159.513175,158.34885,141.990225
159.835925,152.519475,260.31955,159.5454,158.384775,142.032025
159.8649,152.5369,260.41045,159.5868,158.4248,142.157725
159.882025,152.560375,260.47775,159.613475,158.4465,142.17245
159.885875,152.58145,260.5175,159.628875,158.46795,142.2025
159.889,152.60415,260.56005,159.694075,158.4881,142.2191
159.914325,152.6199,260.6486,159.7069,158.52265,142.2324
159.93325,152.646125,260.751075,159.734,158.565,142.240375
159.950175,152.670775,260.90955,159.764725,158.59095,142.265975
160.02085,152.695125,261.0374,159.879025,158.619525,142.281575
160.044225,152.72,261.082425,159.904,158.637075,142.29165
160.0559,152.751575,261.171175,159.955775,158.6728,142.29385
160.0761,152.77915,261.239,159.998375,158.688225,142.322675
160.1197,152.7837,261.4973,160.09255,158.7072,142.33795
160.152225,152.804925,261.6613,160.119025,158.72195,142.36135
160.183525,152.829075,261.70025,160.15565,158.760275,142.4859
160.207075,152.85915,261.738125,160.20925,158.77015,142.5096
160.2313,152.8801,261.881775,160.239525,158.78835,142.521425
160.23315,152.914875,262.023925,160.2598,158.815875,142.5319
160.27075,152.93215,262.05665,160.3043,158.828325,142.538875
160.297375,152.944225,262.251925,160.345225,158.852725,142.544
160.3522,152.960825,262.33965,160.39365,158.866075,142.5527
160.386,152.989375,262.395275,160.416875,158.880375,142.554925
160.41715,153.010125,262.415825,160.468275,158.8957,142.559625
160.41835,153.018775,262.42175,160.492925,158.9171,142.56735
160.43425,153.05095,262.42745,160.52085,158.934725,142.5782
160.45525,153.071675,262.486025,160.56545,158.938025,142.591
160.47275,153.109275,262.5191,160.593125,158.960475,142.604175
160.486575,153.137575,262.60325,160.65435,158.9893,142.609775
160.508975,153.17185,262.6893,160.6702,159.01035,142.616875
160.532675,153.1863,262.72635,160.698375,159.028,142.62885
160.544725,153.22995,262.8713,160.727375,159.046275,142.6424
160.602625,153.25245,262.9033,160.8258,159.067325,142.676825
160.631175,153.297125,262.93205,160.856875,159.090625,142.696025
160.6411,153.365625,262.962375,160.8868,159.09415,142.71165
160.6674,153.4026,263.03135,160.934225,159.115925,142.7422
160.70135,153.415525,263.05295,160.945525,159.132,142.771975
160.712825,153.434375,263.09995,160.98005,159.147375,142.78275
160.735825,153.458075,263.284,161.0342,159.154175,142.803175
160.750225,153.477875,263.334225,161.0531,159.18915,142.838575
160.756,153.49515,263.3524,161.076,159.207575,142.852
160.773875,153.5214,263.458425,161.1245,159.22545,142.857225
160.796775,153.541025,263.584475,161.172275,159.2508,142.8713
160.815325,153.55645,263.662275,161.24435,159.261675,142.8965
160.854075,153.581925,263.691575,161.263075,159.271475,142.910225
160.87735,153.6141,263.713025,161.331175,159.2801,142.923775
160.894275,153.63195,263.915975,161.344875,159.292525,142.9348
160.914125,153.66495,263.978125,161.35885,159.310225,142.96395
160.9506,153.685475,264.070225,161.432775,159.328275,142.995
160.9927,153.711025,264.2583,161.4639,159.33775,143.053675
161.021425,153.7376,264.292775,161.486,159.36625,143.159125
161.0379,153.759725,264.3565,161.512325,159.385825,143.181275
161.049175,153.769875,264.617575,161.5423,159.404675,143.197075
161.054425,153.787525,264.64785,161.562,159.42585,143.211375
161.083075,153.80565,264.997175,161.568175,159.4441,143.2253
161.16625,153.819125,265.178325,161.651925,159.445225,143.23295
161.185375,153.84145,265.259375,161.67875,159.473725,143.2495
161.232925,153.872775,265.321725,161.7109,159.495325,143.2696
161.26085,153.8956,265.3977,161.7336,159.5222,143.340375
161.283225,153.926825,265.42355,161.771975,159.539975,143.35625
161.343625,153.940925,265.540325,161.79285,159.566225,143.384675
161.375675,153.957625,265.701525,161.7993,159.57775,143.4003
161.393975,153.9884,265.71635,161.816225,159.598725,143.4172
161.421,154.0216,265.724125,161.840675,159.619125,143.43205
161.434625,154.035,265.735825,161.9033,159.637125,143.4484
161.4598,154.063025,265.78015,161.913825,159.682,143.470325
161.4839,154.0748,265.80825,161.932325,159.71025,143.484775
161.50645,154.0907,265.92385,161.96015,159.73515,143.4993
161.5571,154.106675,265.94865,161.9779,159.775875,143.53515
161.58245,154.1219,265.9649,162.000325,159.81285,143.549225
161.6054,154.136975,266.12035,162.04075,159.83245,143.57705
161.63015,154.152875,266.166975,162.058075,159.866725,143.59215
161.6543,154.17525,266.204725,162.080625,159.89515,143.608775
161.686475,154.1985,266.267375,162.107075,159.937725,143.6213
161.719525,154.2453,266.33765,162.13165,159.9629,143.63515
161.7776,154.270675,266.386525,162.165425,160.024025,143.652125
161.7998,154.294975,266.4593,162.1918,160.0644,143.701575
161.876775,154.311825,266.6634,162.2158,160.094925,143.719525
161.897725,154.3563,266.7092,162.26595,160.1219,143.73145
161.9109,154.38405,266.902,162.2852,160.163975,143.7569
161.991275,154.41185,266.9179,162.31945,160.2079,143.789525
162.009475,154.443475,266.96025,162.3601,160.2456,143.806425
162.0465,154.4969,267.041625,162.425675,160.276025,143.82465
162.06755,154.52355,267.0805,162.459575,160.315175,143.856875
162.1475,154.540775,267.1476,162.475125,160.35185,143.89075
162.17005,154.558975,267.19435,162.55695,160.38345,143.91025
162.19235,154.591875,267.371975,162.5988,160.4098,143.93095
162.26335,154.62675,267.415175,162.631825,160.495775,143.97175
162.28255,154.6439,267.5038,162.67755,160.535125,143.983975
162.299,154.6665,267.562125,162.69985,160.557225,144.001075
162.3631,154.7015,267.62395,162.737675,160.5753,144.01755
162.38285,154.746875,267.666225,162.79905,160.602725,144.0379
162.428125,154.768775,267.687325,162.813875,160.6692,144.0573
162.45885,154.805225,267.735075,162.84035,160.702125,144.072725
162.49815,154.845575,267.752825,162.86655,160.81035,144.12805
162.520075,154.85875,267.76195,162.8997,160.89155,144.144025
162.542875,154.8805,267.7949,162.9248,160.92075,144.16175
162.5646,154.905775,267.84365,162.942925,160.968825,144.1777
162.582125,154.925875,267.87365,162.9986,160.997225,144.203925
162.619375,154.94835,267.903425,163.036975,161.03275,144.2429
162.655725,154.9719,267.92955,163.0653,161.050275,144.27805
162.695425,155.000575,267.9617,163.093,161.051575,144.2952
162.7167,155.02205,268.0397,163.114025,161.065775,144.298925
162.7427,155.04545,268.14645,163.142975,161.085,144.311925
162.80075,155.0716,268.1711,163.173875,161.13455,144.33955
162.817025,155.098725,268.21345,163.181225,161.15705,144.34985
162.8556,155.12635,268.236625,163.204675,161.159575,144.379575
162.890225,155.139775,268.278275,163.26145,161.2043,144.42845
162.90675,155.162825,268.2946,163.2697,161.241675,144.4545
162.9261,155.172125,268.379075,163.28215,161.24685,144.475375
162.94175,155.19465,268.422525,163.29795,161.275425,144.492025
162.962675,155.20595,268.47635,163.317675,161.3057,144.52415
162.981,155.2216,268.5095,163.322225,161.404625,144.5391
163.0206,155.234525,268.5531,163.33245,161.441075,144.55455
163.036625,155.256025,268.58245,163.350575,161.4816,144.567275
163.075625,155.2654,268.75955,163.3672,161.5248,144.582925
163.144525,155.291425,268.791125,163.40005,161.52955,144.5966
163.177175,155.321825,268.92625,163.435475,161.613475,144.6211
163.20075,155.34325,268.959025,163.480025,161.657525,144.6392
163.219825,155.35755,269.00615,163.510325,161.701425,144.64625
163.257675,155.37,269.045775,163.543175,161.7357,144.6652
163.30565,155.389675,269.114875,163.573625,161.759225,144.695975
163.32115,155.416675,269.133675,163.606575,161.847425,144.717425
163.33735,155.444625,269.179225,163.631525,161.898025,144.7522
163.358275,155.45785,269.2384,163.66995,161.929525,144.7643
163.396425,155.531925,269.319525,163.68815,161.972375,144.7762
163.41305,155.561575,269.54225,163.7039,162.04455,144.7963
163.459475,155.587825,269.5708,163.72615,162.0736,144.8173
163.5348,155.634825,269.72945,163.747875,162.120075,144.8254
163.55055,155.660475,269.746725,163.776875,162.157225,144.83455
163.58385,155.675275,269.764925,163.79885,162.182975,144.8474
163.64975,155.6941,269.787425,163.81745,162.2073,144.859475
163.731625,155.716075,269.824025,163.854075,162.25085,144.865775
163.752625,155.726125,269.853625,163.9195,162.2761,144.88005
163.8079,155.7785,269.92525,163.990425,162.373625,144.91635
163.82495,155.79675,270.12105,164.0183,162.391875,144.966925
163.831075,155.82955,270.172675,164.040925,162.422725,144.988725
163.869325,155.84945,270.35455,164.052675,162.4554,145.00445
163.90215,155.864725,270.402525,164.08735,162.50125,145.023375
163.93085,155.880275,270.481125,164.1194,162.541675,145.0356
164.03175,155.8967,270.580975,164.136325,162.586325,145.0409
164.069425,155.904475,270.629925,164.140375,162.621625,145.0705
164.07555,155.927425,270.652175,164.16175,162.6653,145.119925
164.1686,155.946775,270.667,164.175675,162.701275,145.134575
164.2443,155.9761,270.67515,164.21025,162.74395,145.149025
164.30005,155.9928,270.723775,164.248375,162.76165,145.1808
164.320525,156.019125,270.806175,164.258,162.7885,145.190775
164.41365,156.070225,270.87835,164.270775,162.83805,145.194725
164.4234,156.120975,270.950775,164.292275,162.8746,145.235675
164.460875,156.1501,270.9901,164.339425,162.913225,145.2481
164.465375,156.17585,271.057425,164.396475,162.969475,145.262525
164.48665,156.21055,271.1181,164.417675,163.007425,145.28465
164.494875,156.2464,271.159875,164.4332,163.03555,145.30175
164.524325,156.272375,271.209,164.471975,163.06165,145.3409
164.549075,156.293825,271.3041,164.52715,163.100525,145.371475
164.57145,156.324975,271.4452,164.56005,163.12795,145.4196
164.592125,156.34895,271.501275,164.59355,163.16225,145.4328
164.606925,156.3826,271.54145,164.62765,163.18725,145.443275
164.651725,156.406775,271.5986,164.67165,163.208925,145.4554
164.66945,156.431075,271.752125,164.781475,163.240575,145.46555
164.677975,156.46355,271.969425,164.81165,163.27625,145.467575
164.682,156.502375,272.335625,164.828475,163.3732,145.48105
164.737225,156.52535,272.3632,164.844125,163.396075,145.493375
164.75935,156.559275,272.386825,164.8677,163.424675,145.5118
164.78515,156.596175,272.445225,164.90335,163.460575,145.520275
164.8046,156.619625,272.61325,164.9498,163.48515,145.535625
164.822275,156.648025,272.67955,164.951525,163.519525,145.55085
164.848625,156.671425,272.7474,164.9675,163.54795,145.568075
164.878475,156.687375,272.92185,164.98275,163.578175,145.58325
164.897675,156.729575,273.0101,165.006275,163.617425,145.6263
164.91565,156.753075,273.0617,165.01035,163.6499,145.6494
164.959025,156.7835,273.182675,165.031075,163.678375,145.68285
165.01275,156.812,273.20905,165.081725,163.725025,145.7187
165.02935,156.842725,273.37985,165.11305,163.765475,145.73875
165.046625,156.86675,273.43565,165.128325,163.8452,145.753875
165.0593,156.8967,273.47065,165.147975,163.872925,145.770075
165.09495,156.945625,273.666675,165.1768,163.8915,145.7827
165.1101,156.977675,273.7479,165.21445,163.89725,145.784125
165.130725,157.001625,273.780325,165.259925,163.932925,145.793475
165.151825,157.0362,273.905325,165.323125,163.984975,145.8183
165.19465,157.07775,273.915125,165.362525,164.0126,145.829125
165.223275,157.128625,273.928075,165.381025,164.045725,145.8543
165.2428,157.16205,273.965875,165.3999,164.078,145.856825
165.285475,157.179025,273.99075,165.427925,164.099075,145.8685
165.305,157.19495,274.1069,165.485125,164.1917,145.883625
165.319525,157.2597,274.1439,165.525925,164.2236,145.9002
165.340725,157.342,274.294175,165.5357,164.250675,145.917025
165.358225,157.357175,274.3994,165.550425,164.31985,145.92205
165.37305,157.391725,274.587675,165.597375,164.354375,145.957525
165.3944,157.39495,274.63615,165.652825,164.3923,145.97615
165.445875,157.4095,274.7588,165.679175,164.422475,145.98915
165.500525,157.429525,274.9456,165.748675,164.451575,146.001875
165.519725,157.454575,274.981875,165.797525,164.508325,146.041925
165.54135,157.48205,275.200225,165.819525,164.564425,146.0582
165.55225,157.50775,275.26395,165.8372,164.596875,146.0802
165.5644,157.55275,275.518,165.904325,164.648975,146.09005
165.605875,157.583325,275.656225,165.93715,164.770975,146.098425
165.6322,157.61265,275.714075,165.95715,164.788475,146.126225
165.644325,157.653825,275.75,165.9787,164.8055,146.147725
165.663625,157.67855,275.851275,166.007375,164.88445,146.15945
165.676825,157.70885,275.933025,166.021775,164.92905,146.1735
165.698025,157.725425,276.239675,166.043175,164.9763,146.18735
165.7264,157.7434,276.509225,166.072375,165.04085,146.22045
165.78895,157.76155,276.599,166.1129,165.063625,146.24975
165.808425,157.7857,276.627475,166.137375,165.069125,146.258475
165.8212,157.801125,276.74955,166.166625,165.1068,146.287525
165.84245,157.818725,276.87805,166.1853,165.137175,146.327725
165.8702,157.856275,276.99625,166.2404,165.172475,146.35425
165.8872,157.8803,277.21335,166.26765,165.200875,146.395475
165.92775,157.906575,277.483975,166.278025,165.224625,146.409025
165.999425,157.95775,277.591875,166.286075,165.25775,146.420025
166.023,157.974975,277.651975,166.3037,165.3153,146.433925
166.103625,157.99475,277.76175,166.3207,165.35455,146.442025
166.127725,158.0141,277.828675,166.331925,165.3851,146.45555
166.1452,158.05165,277.849625,166.34545,165.4239,146.46605
166.18785,158.068325,277.97825,166.360975,165.458325,146.48175
166.2107,158.08965,278.1513,166.3838,165.48205,146.494275
166.24195,158.0988,278.16875,166.407975,165.512775,146.510525
166.258125,158.125225,278.423975,166.433225,165.582,146.524025
166.300775,158.138525,278.53205,166.454575,165.6103,146.538275
166.336525,158.18875,278.56575,166.4705,165.64165,146.55275
166.378275,158.22175,278.573275,166.49705,165.702575,146.56555
166.4033,158.269275,278.79955,166.52305,165.739275,146.592625
166.423925,158.2951,278.891775,166.551725,165.784325,146.632725
166.44195,158.3151,279.097975,166.58565,165.82445,146.647025
166.4589,158.3462,279.194675,166.6149,165.860925,146.666775
166.490075,158.37055,279.37005,166.630575,165.90255,146.692475
166.52205,158.392225,279.408475,166.660025,165.948475,146.713375
166.5749,158.431575,279.526425,166.675275,165.98395,146.729025
166.5868,158.45235,279.5666,166.71145,166.111125,146.738275
166.63935,158.488,279.83595,166.725325,166.169125,146.74765
166.66915,158.50895,279.87445,166.751675,166.2025,146.768175
166.74245,158.54585,280.17995,166.7663,166.25775,146.779075
166.7715,158.560175,280.345875,166.781375,166.292925,146.792625
166.774125,158.582575,280.40565,166.80895,166.335675,146.821875
166.827925,158.6077,280.453975,166.8276,166.391125,146.832425
166.8538,158.648075,280.473225,166.84715,166.4253,146.87375
166.885925,158.670925,280.55995,166.87545,166.44835,146.9043
166.92915,158.687925,280.671875,166.924125,166.48715,146.913425
166.96035,158.699175,280.749525,166.96005,166.543925,146.9367
166.9762,158.7014,280.8048,166.987525,166.629325,146.9414
167.01775,158.72245,280.823725,167.0321,166.666225,146.968
167.02625,158.73775,280.960375,167.074875,166.69055,146.9793
167.043775,158.748025,281.06605,167.1023,166.73555,146.9915
167.06535,158.77155,281.186775,167.1389,166.758075,147.005325
167.07885,158.788525,281.25705,167.1747,166.788975,147.0322
167.12755,158.812375,281.405375,167.185,166.812325,147.047875
167.15315,158.820975,281.674425,167.22645,166.839475,147.0739
167.164075,158.8429,281.8008,167.250225,166.8587,147.0869
167.191475,158.855325,281.83215,167.290525,166.902,147.10135
167.220025,158.8953,281.981275,167.33705,166.943075,147.114375
167.223825,158.91125,282.08405,167.35745,166.9705,147.11575
167.2632,158.922375,282.203,167.3824,167.012775,147.1261
167.305725,158.9345,282.22515,167.413425,167.06445,147.140975
167.323025,158.948325,282.41995,167.447325,167.22105,147.1779
167.360075,158.963675,282.4556,167.46705,167.2724,147.197075
167.36775,158.976775,282.483425,167.4824,167.322775,147.2139
167.380325,158.993775,282.78095,167.501425,167.361875,147.230575
167.407625,159.01385,282.8649,167.5178,167.41455,147.244125
167.421625,159.029275,283.084275,167.538375,167.44305,147.2661
167.439175,159.0689,283.122525,167.561125,167.47425,147.268525
167.485025,159.09425,283.250575,167.5847,167.513175,147.318825
167.5719,159.113725,283.3137,167.6029,167.544125,147.330975
167.595375,159.1335,283.62175,167.624425,167.5727,147.338225
167.6273,159.149,283.6531,167.647475,167.6133,147.35145
167.636325,159.175225,283.670425,167.6591,167.6358,147.36635
167.664475,159.208125,283.769425,167.6814,167.654825,147.389625
167.68705,159.2463,283.97935,167.696325,167.7021,147.414725
167.7073,159.2861,284.0455,167.7256,167.7349,147.43125
167.7933,159.299175,284.251825,167.812175,167.8627,147.44535
167.82405,159.326725,284.291,167.8336,167.931275,147.459825
167.864775,159.352125,284.303475,167.84765,167.962225,147.495275
167.88505,159.3825,284.4006,167.89,167.9749,147.507575
167.898575,159.40645,284.46875,167.91425,167.99215,147.518875
167.918325,159.43085,284.510425,167.941475,168.0444,147.53375
167.94195,159.47145,284.533525,167.966375,168.0679,147.5462
167.9514,159.503475,284.57595,167.98385,168.07895,147.563525
167.9736,159.5191,284.71815,168.05455,168.118425,147.590275
167.9866,159.54755,284.7751,168.082225,168.175075,147.645675
168.0244,159.582925,284.8464,168.10115,168.208925,147.662225
168.0415,159.6021,284.9687,168.122,168.2465,147.6704
168.066325,159.627375,285.08125,168.133025,168.283125,147.685125
168.0877,159.6515,285.12585,168.160525,168.307625,147.6973
168.107675,159.6713,285.1753,168.18785,168.39055,147.7009
168.1225,159.703725,285.46835,168.206975,168.42375,147.711875
168.14135,159.7562,285.609025,168.237725,168.45555,147.724175
168.1805,159.792,285.72555,168.264625,168.4779,147.7369
168.18485,159.82545,285.770375,168.3053,168.503825,147.752
168.2104,159.84935,285.809175,168.32505,168.550475,147.7728
168.217175,159.870025,285.95955,168.348875,168.580775,147.813325
168.252825,159.90045,286.005125,168.38025,168.635725,147.8555
168.280675,159.929925,286.0426,168.425575,168.659475,147.88985
168.29935,160.033275,286.110375,168.4432,168.678525,147.918075
168.334725,160.051225,286.139475,168.46715,168.694875,147.952175
168.3436,160.092425,286.175125,168.4863,168.72665,147.966925
168.358525,160.123175,286.199225,168.499575,168.7431,147.996625
168.36145,160.142225,286.21855,168.511575,168.75935,148.009425
168.3911,160.1921,286.237075,168.53705,168.79055,148.07955
168.442625,160.221375,286.255025,168.5647,168.815375,148.110825
168.4661,160.22355,286.327875,168.579725,168.83975,148.128225
168.485425,160.22545,286.430125,168.5945,168.868875,148.152325
168.506725,160.264425,286.71925,168.6142,168.90735,148.1681
168.5299,160.299275,286.72635,168.633025,168.94915,148.188125
168.547325,160.33655,286.771075,168.66765,169.01265,148.21795
168.645575,160.358825,286.79845,168.6807,169.12475,148.24105
168.674175,160.387675,286.880975,168.717975,169.167975,148.29675
168.694375,160.450625,286.931025,168.728375,169.185625,148.3124
168.7065,160.4774,286.9891,168.748025,169.2113,148.347775
168.716125,160.510675,287.02665,168.77595,169.2593,148.35265
168.750475,160.576775,287.076075,168.8004,169.29355,148.3766
168.753925,160.60005,287.108,168.82015,169.3799,148.395075
168.7695,160.624375,287.295,168.83205,169.5337,148.41515
168.7983,160.6462,287.325,168.85675,169.57005,148.434625
168.8245,160.68835,287.360825,168.878775,169.6102,148.440675
168.86185,160.715225,287.430825,168.9188,169.661725,148.465925
168.881025,160.737125,287.653975,168.928375,169.720925,148.4931
168.901875,160.7617,287.733925,168.95235,169.8177,148.504475
168.9494,160.7927,287.78295,169.007,169.8528,148.5161
168.97165,160.82805,287.933225,169.03095,169.8973,148.55055
168.993525,160.8676,287.966125,169.04945,169.9481,148.5641
169.010675,160.89285,287.988975,169.087475,169.9961,148.5763
169.0198,160.930575,288.1003,169.11395,170.034525,148.588425
169.059875,160.9742,288.268075,169.1346,170.08045,148.601075
169.086425,160.98365,288.324925,169.1609,170.1578,148.6122
169.13585,160.98615,288.356075,169.1934,170.191425,148.625125
169.175575,161.0139,288.616525,169.256375,170.204075,148.6356
169.20305,161.040875,288.6708,169.311725,170.248525,148.64755
169.240775,161.0916,288.930075,169.344,170.272175,148.659825
169.24955,161.11745,289.080475,169.381825,170.2979,148.686275
169.2733,161.161525,289.1496,169.413575,170.338925,148.7003
169.2928,161.19105,289.199575,169.419725,170.3735,148.7745
169.317175,161.22105,289.24705,169.47335,170.406675,148.793925
169.360625,161.26535,289.2665,169.500575,170.4618,148.811525
169.4006,161.309375,289.4719,169.51625,170.476575,148.830525
169.415725,161.359775,289.48515,169.54775,170.50085,148.8501
169.441,161.388525,289.500475,169.56635,170.5484,148.8687
169.44635,161.410275,289.517325,169.615225,170.61215,148.898725
169.491425,161.450425,289.530625,169.67265,170.6417,148.914025
169.544625,161.463725,289.543025,169.73425,170.680975,148.925875
169.564175,161.48715,289.567,169.75315,170.712375,148.950875
169.5942,161.5316,289.626525,169.78125,170.754,148.961525
169.607575,161.5814,289.671625,169.85545,170.785825,148.96265
169.636675,161.6169,289.79625,169.975,170.814,148.97395
169.6587,161.6652,289.8334,170.0291,170.8361,149.01235
169.712325,161.697,289.851025,170.0791,170.86375,149.0266
169.7228,161.760575,289.930225,170.117325,170.885925,149.081725
169.7503,161.7926,289.99875,170.171325,170.910025,149.1061
169.76945,161.8173,290.052775,170.1898,170.9715,149.125325
169.782625,161.847825,290.112625,170.207725,170.98285,149.14315
169.8855,161.90055,290.17845,170.236825,170.997025,149.153025
169.897225,161.935875,290.236125,170.2531,171.00695,149.158375
169.92045,161.9551,290.29005,170.265175,171.0213,149.1893
