SPK_SPKC04a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC12b,SPK_SPKC13a,SPK_SPKC13b
,,82.36375,,58.69935,62.743975
,,82.458775,,58.761925,62.773525
,,82.53755,,58.82235,62.8963
,,82.608025,,58.85405,64.135425
,,82.67125,,59.220675,64.513175
,,82.709825,,59.27545,64.61855
,,82.8553,,59.344725,64.696825
,,82.980925,,59.383575,64.779775
,,83.141725,,59.47985,64.835325
,,83.2778,,59.592425,64.952825
,,83.44095,,59.71455,65.04155
,,83.54865,,59.741525,65.102375
,,83.5565,,59.7793,65.209625
,,83.955225,,59.906625,65.249875
,,84.107825,,59.9521,65.27165
,,84.183625,,59.983525,65.508325
,,84.326875,,60.013775,65.573925
,,84.588125,,60.0646,65.8155
,,84.641625,,60.13135,65.907425
,,84.79935,,60.243175,66.13035
,,84.942375,,60.2747,66.1848
,,84.976575,,60.31535,66.733125
,,85.035175,,60.45835,66.848075
,,85.160025,,60.673225,67.266575
,,85.314175,,60.982825,67.589875
,,85.42535,,61.349625,67.683
,,85.551525,,61.64035,67.731475
,,85.64595,,61.90185,67.9618
,,85.6498,,61.9576,68.174125
,,85.823175,,62.09895,68.2589
,,86.056325,,62.142075,68.288525
,,86.374125,,62.177225,68.35825
,,86.58855,,62.198975,68.38995
,,86.9924,,62.294975,68.425875
,,87.148625,,62.3165,68.43655
,,87.2842,,62.3741,68.47455
,,87.397925,,62.40495,68.502525
,,87.532075,,62.518325,68.533125
,,87.692775,,62.608,68.595075
,,87.79435,,62.66435,68.626175
,,87.82,,62.680025,68.646725
,,87.935575,,63.2026,68.733975
,,88.06935,,63.53565,68.827375
,,88.175825,,63.646,68.954175
,,88.459425,,63.838425,68.99795
,,88.51605,,63.938575,69.12975
,,88.647575,,63.9688,69.228
,,88.845375,,63.9983,69.28355
,,89.02165,,64.1763,69.328925
,,89.02785,,64.3152,69.38965
,,89.126125,,64.4955,69.433
,,89.19795,,64.6473,69.50685
,,89.283075,,64.786575,69.6097
,,89.3547,,64.8476,69.723175
,,89.558375,,64.94945,69.7694
,,89.579075,,65.2892,69.793825
,,89.6066,,65.47345,69.84255
,,89.697225,,66.154275,70.23155
,,89.7698,,66.271125,70.329825
,,89.8637,,66.449975,70.384675
,,89.9085,,66.5871,70.408275
,,90.119175,,66.7222,70.42115
,,90.225875,,66.796,70.5229
,,90.404975,,66.8225,70.7648
,,90.510775,,66.891475,71.323025
,,90.565525,,66.915175,71.658125
,,90.5917,,66.990575,71.8223
,,90.681775,,67.1353,72.444175
,,90.833,,67.2565,72.509275
,,90.89305,,67.3351,72.5621
,,91.01325,,67.377675,72.64785
,,91.134225,,67.6305,72.768825
,,91.334775,,67.7403,72.810425
,,91.4845,,67.831525,72.971075
,,91.612275,,67.9272,73.038525
,,91.7695,,67.974225,73.1278
,,92.044775,,68.21575,73.144325
,,92.280825,,68.451375,73.19465
,,92.503,,68.552225,73.22755
,,92.52195,,68.661375,73.2892
,,92.600775,,68.7425,73.429175
,,92.7698,,68.781925,73.948075
,,92.966,,68.79575,73.949275
,,93.043425,,68.81925,74.96265
,,93.16475,,68.846225,75.15565
,,93.200475,,68.87425,75.207825
,,93.288825,,68.94935,75.2428
,,93.4312,,68.9798,75.304375
,,93.723275,,69.0271,75.37205
,,93.942425,,69.13525,75.4254
,,94.151125,,69.305475,75.51825
,,94.277775,,69.339275,75.6949
,,94.363125,,69.460075,75.985425
,,94.4043,,69.596825,76.239625
,,94.479075,,69.83355,76.333625
,,94.53545,,70.021175,76.386925
,,94.654025,,70.107725,76.42595
,,94.84515,,70.1903,76.4865
,,94.8995,,70.354825,76.6471
,,95.003525,,70.57085,76.7139
,,95.1444,,71.04965,77.513075
,,95.49145,,71.0959,78.25775
,,95.652075,,71.23255,78.33705
,,95.72,,71.294925,78.473725
,,95.837725,,71.3894,78.506275
,,96.04355,,71.535,78.63045
,,96.21505,,71.61905,78.68805
,,96.2164,,71.736975,78.73565
,,96.41705,,71.9264,78.7913
,,96.524775,,72.008025,78.85225
,,96.759225,,72.087,78.929925
,,96.797075,,72.1691,78.959325
,,97.1016,,72.66645,79.00175
,,97.3467,,72.733675,79.04225
,,97.396,,72.816625,80.12915
,,97.5006,,72.8363,80.134
,,97.54,,72.915675,80.4737
,,97.6966,,73.019275,80.81975
,,97.80895,,73.0971,80.94795
,,97.91885,,73.21115,80.99545
,,98.2482,,73.379625,81.027825
,,98.369175,,74.31545,81.095725
,,98.509025,,74.452575,81.204125
,,98.651025,,74.49515,81.361625
,,98.841375,,74.611625,81.8692
,,98.965775,,74.708775,81.971675
,,99.11475,,74.7485,82.074925
,,99.1611,,74.851175,82.117275
,,99.3693,,74.948775,82.211575
,,99.496175,,75.020225,82.277225
,,99.60485,,75.08965,82.35605
,,99.76335,,75.11345,82.384925
,,99.8359,,75.148025,82.414
,,99.91385,,75.1716,82.43565
,,100.048125,,75.230725,82.479025
,,100.051125,,75.283825,82.5955
,,100.33535,,75.3121,84.4615
,,100.616325,,75.37925,84.49325
,,100.8278,,75.393,84.5266
,,100.895225,,75.486325,84.656175
,,101.071425,,75.59505,84.72535
,,101.287425,,75.65645,84.77645
,,101.385425,,75.6797,84.878025
,,101.672375,,75.71695,84.8965
,,101.714525,,75.7465,84.967325
,,101.89265,,75.8155,85.0041
,,102.101525,,75.859075,85.062825
,,102.2066,,75.88285,85.28385
,,102.31275,,75.8997,85.37605
,,102.3297,,75.924575,85.39645
,,102.6118,,75.937075,85.4765
,,102.755725,,76.0491,85.804075
,,102.8936,,76.117225,85.826525
,,103.060975,,76.252675,85.8722
,,103.24085,,76.293675,85.8847
,,103.391575,,76.370425,85.9455
,,103.57635,,76.600125,86.091475
,,103.7602,,76.806975,86.171325
,,103.7781,,77.180275,86.207125
,,103.83085,,77.453175,86.262875
,,103.906875,,77.528675,86.297725
,,104.124525,,77.660975,86.340175
,,104.26245,,77.755325,86.376175
,,104.482825,,77.891525,86.458625
,,104.662975,,78.019,87.52635
,,104.764125,,78.251375,87.5784
,,104.965625,,78.3321,87.643925
,,105.145525,,78.434825,87.71005
,,105.298625,,78.546925,87.782
,,105.487625,,78.5986,87.8888
,,105.676575,,78.819475,87.910375
,,106.0321,,78.860225,87.95835
,,106.40055,,79.006575,88.0464
,,106.5895,,79.06635,88.274725
,,106.75905,,79.095925,88.30335
,,107.003375,,79.135475,88.447675
,,107.158375,,79.24615,88.611825
,,107.1958,,79.302675,88.6753
,,107.278525,,79.39395,88.78865
,,107.413575,,79.5867,88.879875
,,107.6306,,79.7934,88.9942
,,107.7541,,79.92395,89.0795
,,107.8573,,80.207775,89.14745
,,107.899375,,80.232775,89.1722
,,108.09875,,80.3129,89.24985
,,108.2443,,80.390625,89.33975
,,108.265775,,80.498025,89.41665
,,108.371175,,80.572775,89.444025
,,108.4457,,80.662,89.59155
,,108.650625,,80.763525,89.713725
,,108.732975,,80.82455,89.77945
,,108.826975,,80.9517,89.826525
,,108.9376,,81.0864,89.8654
,,109.120975,,81.18655,89.879825
,,109.251,,81.3012,89.951025
,,109.375975,,81.4269,89.98805
,,109.4726,,81.52105,90.037625
,,109.4848,,81.5546,90.161925
,,109.5085,,81.64375,90.227175
,,109.622825,,81.7726,90.259425
,,109.7881,,81.86205,90.2798
,,109.910775,,81.92695,90.378225
,,109.929075,,82.0421,90.528525
,,110.048525,,82.217925,90.59695
,,110.15695,,82.27165,90.77815
,,110.264325,,82.31425,90.90425
,,110.398725,,82.40065,90.960825
,,110.553675,,82.473925,91.097275
,,110.57625,,82.54325,91.16805
,,110.675525,,82.610125,91.2428
,,110.817075,,82.674225,91.3075
,,110.997325,,82.742025,91.4633
,,111.15545,,83.141825,91.53245
,,111.1972,,83.256825,91.73755
,,111.2322,,83.386025,91.822975
,,111.3832,,83.47085,91.9104
,,111.5151,,83.5757,93.194875
,,111.72895,,83.730675,93.256375
,,111.86105,,83.82675,93.30395
,,111.9866,,83.899175,93.3295
,,112.23385,,83.970325,93.385075
,,112.4677,,84.1004,93.443925
,,112.58905,,84.212425,93.463925
,,112.7382,,84.265625,93.495425
,,112.743025,,84.3409,93.5214
,,112.902075,,84.386125,93.566225
,,113.13575,,84.446575,93.65375
,,113.20565,,84.630325,93.67865
,,113.3676,,84.7329,93.709675
,,113.4428,,84.85055,93.754125
,,113.58415,,84.981825,93.784175
,,113.628775,,85.1181,93.822125
,,113.710775,,85.21915,93.84255
,,113.941675,,85.265175,93.8586
,,114.057075,,85.672075,93.8906
,,114.2126,,85.8598,93.9847
,,114.398775,,86.075775,94.04645
,,114.615025,,86.22245,94.095025
,,114.790975,,86.3472,94.1161
,,115.015275,,86.4,94.2718
,,115.1395,,86.43265,94.766425
,,115.25795,,87.048075,94.952675
,,115.316625,,87.294125,95.010925
,,115.44995,,87.45915,95.171
,,115.48475,,87.696075,95.2709
,,115.5647,,87.763,95.377825
,,115.748525,,87.826525,95.426125
,,115.89675,,87.9874,95.519025
,,116.084875,,88.132025,96.687
,,116.21645,,88.20785,97.35065
,,116.328975,,88.25835,97.487275
,,116.44645,,88.56295,97.559925
,,116.5388,,88.6429,97.756525
,,116.68575,,88.7572,97.809525
,,116.77475,,89.081575,97.846
,,116.778075,,89.144475,97.895575
,,116.821325,,89.245675,98.10925
,,116.8621,,89.344825,98.1714
,,117.173825,,89.379975,98.230425
,,117.36615,,89.446425,98.25
,,117.49995,,89.47075,98.274875
,,117.610075,,89.510725,98.319725
,,117.641125,,89.55065,98.34685
,,117.829175,,89.656325,98.402775
,,118.008125,,89.70175,98.451525
,,118.147875,,89.759625,98.4772
,,118.328225,,89.903575,98.499975
,,118.398725,,89.9692,98.521725
,,118.485125,,90.0528,98.55175
,,118.582125,,90.199,98.591725
,,118.686075,,90.282325,98.613725
,,118.791425,,90.411725,98.6434
,,118.978625,,90.4595,98.730875
,,119.427025,,90.53545,98.75055
,,119.6168,,90.572025,98.7685
,,119.754,,90.809175,98.80455
,,119.861425,,90.87745,98.86635
,,119.87215,,90.990025,98.9391
,,119.960675,,91.152,98.967275
,,120.06825,,91.213825,99.3413
,,120.070825,,91.26715,99.4623
,,120.198975,,91.365775,99.505375
,,120.282275,,91.513175,99.550075
,,120.3702,,91.56215,99.6017
,,120.3822,,91.678225,99.697625
,,120.51025,,91.7627,99.77425
,,120.537075,,91.8285,99.889875
,,120.550125,,91.883,100.11025
,,120.674725,,91.9582,100.192525
,,120.7179,,92.023875,100.27485
,,120.818475,,92.186375,100.32365
,,121.291525,,92.234725,100.40445
,,121.475575,,92.43275,100.4539
,,121.752475,,92.7336,100.644275
,,122.02875,,92.791525,100.761725
,,122.0958,,92.98485,100.91135
,,122.177875,,93.1206,100.95185
,,122.248475,,93.252775,100.992925
,,122.282,,93.362825,101.031
,,122.4015,,93.518175,101.065375
,,122.48845,,93.550925,101.10545
,,122.596175,,93.741675,101.172525
,,122.7379,,94.058075,101.26375
,,122.873975,,94.127775,101.3889
,,122.894875,,94.219375,101.42575
,,122.985925,,94.26605,101.4781
,,123.1042,,94.3351,102.050975
,,123.15285,,94.447375,102.239575
,,123.31305,,94.47795,102.36985
,,123.453275,,94.4981,102.478375
,,123.589925,,94.5512,102.57895
,,123.7419,,94.669725,102.707825
,,123.850025,,94.763275,102.896575
,,124.093675,,94.8424,102.932225
,,124.19505,,95.0015,102.98065
,,124.285525,,95.036475,103.38215
,,124.449975,,95.07395,103.4268
,,124.479175,,95.198875,103.57585
,,124.846025,,95.308475,103.596325
,,125.170375,,95.494175,104.703975
,,125.430325,,95.6437,104.7756
,,125.56595,,95.7412,104.827125
,,125.731575,,96.032825,104.864575
,,125.88365,,96.143675,104.9669
,,126.17315,,96.22125,105.023675
,,126.26545,,96.25775,105.168275
,,126.399325,,96.55,105.21015
,,126.409475,,96.67585,105.267525
,,126.58565,,96.7961,105.324825
,,126.646825,,97.453675,105.41865
,,126.865975,,97.553725,105.4573
,,126.869775,,97.670075,105.52685
,,127.3593,,97.707225,106.12155
,,127.444875,,97.833325,106.4961
,,127.605325,,97.92365,106.81555
,,127.657925,,98.057425,106.946275
,,127.8039,,98.212025,107.041175
,,127.8923,,98.3322,107.12875
,,127.993325,,98.3973,107.18765
,,128.189725,,98.4412,107.203125
,,128.2418,,98.534075,107.2363
,,128.314575,,98.8333,107.29035
,,128.45605,,98.900475,107.33605
,,128.579525,,99.061175,107.440175
,,128.675,,99.358625,107.494825
,,128.9855,,99.40215,107.5253
,,129.0772,,99.5084,107.5863
,,129.112175,,99.627625,107.62265
,,129.3153,,99.786625,107.694125
,,129.3236,,100.05475,107.74
,,129.436,,100.1399,107.76145
,,129.450375,,100.188475,107.8344
,,129.56025,,100.244075,108.22445
,,129.65535,,100.37315,108.26585
,,129.913775,,100.4649,108.327775
,,129.9284,,100.5851,108.452
,,130.0604,,100.6303,108.527925
,,130.264125,,100.653075,108.606225
,,130.369625,,100.79315,108.687975
,,130.37975,,100.836275,108.718075
,,130.493125,,101.09025,108.761025
,,130.607175,,101.3533,108.8046
,,130.74105,,102.29775,108.843775
,,130.8813,,102.334475,108.88695
,,130.9857,,102.415575,108.931375
,,131.06975,,102.43995,109.3224
,,131.087725,,102.48515,109.453975
,,131.275925,,102.5044,109.6016
,,131.683475,,102.5235,109.638725
,,131.71875,,102.543225,109.806
,,131.951825,,102.6401,109.8632
,,132.02585,,102.71635,109.922025
,,132.083825,,102.87425,109.988475
,,132.203675,,103.017075,110.014625
,,132.209275,,103.168925,110.0571
,,132.343725,,103.4018,110.101175
,,132.47265,,103.738625,110.164225
,,132.483,,103.802675,110.233075
,,132.573525,,103.83825,110.298525
,,132.62735,,103.933,110.335525
,,132.755425,,104.0436,110.388925
,,132.852575,,104.1078,110.41815
,,132.91865,,104.271425,110.4916
,,133.055325,,104.32605,110.546025
,,133.26095,,104.47855,110.59825
,,133.348425,,104.514975,110.62755
,,133.362625,,104.577275,110.7277
,,133.425025,,104.669625,110.7699
,,133.527875,,104.82145,110.835675
,,133.5354,,105.421425,111.019325
,,133.835125,,106.03165,111.233125
,,134.002975,,106.130175,111.37745
,,134.09375,,106.2126,111.46345
,,134.203925,,106.2926,112.237025
,,134.37225,,106.417775,112.292325
,,134.52565,,106.4434,112.363275
,,134.64705,,106.507475,112.405725
,,134.66145,,106.59,112.449125
,,134.8185,,106.755075,112.5339
,,134.896075,,106.918725,112.564675
,,134.941375,,107.02855,112.6091
,,134.98035,,107.0973,112.6427
,,135.34435,,107.168675,112.6928
,,135.43085,,107.270275,112.7612
,,135.4735,,107.3574,113.117275
,,135.662025,,107.42315,113.328475
,,135.7495,,107.4901,113.37955
,,135.825475,,107.558925,113.480075
,,135.8671,,107.599,113.710175
,,135.907375,,107.615,113.84055
,,136.067325,,107.639725,113.871925
,,136.22005,,107.7356,113.974025
,,136.584525,,107.8067,114.0359
,,136.854975,,107.862375,114.092625
,,136.9459,,107.89585,114.140675
,,137.3084,,107.963725,114.2729
,,137.515575,,108.196025,114.441
,,137.533525,,108.288775,114.5275
,,137.736575,,108.3454,114.6538
,,137.879325,,108.431275,114.687625
,,138.078,,108.72375,117.576725
,,138.179375,,108.75755,117.97465
,,138.296825,,108.960725,118.09045
,,138.341325,,109.0736,118.307725
,,138.357525,,109.25595,118.3647
,,138.368625,,109.47955,118.400425
,,138.4361,,109.707875,118.4209
,,138.5531,,109.79305,118.5028
,,138.61005,,109.87475,118.553725
,,138.6477,,109.92645,118.67305
,,138.65295,,109.955875,119.214325
,,138.724675,,109.9787,119.282275
,,138.7863,,110.0168,119.363375
,,138.867425,,110.088675,119.412875
,,138.936125,,110.1362,119.475325
,,139.003575,,110.32875,119.491575
,,139.03625,,110.5162,119.5889
,,139.1732,,110.607925,119.6214
,,139.2301,,110.754725,119.6637
,,139.244325,,110.961575,119.733175
,,139.3703,,111.184825,119.819425
,,139.412275,,111.220325,119.853125
,,139.619325,,111.244125,119.987175
,,139.817775,,111.30445,120.061725
,,139.985775,,111.3788,121.412325
,,140.260425,,111.425175,121.47715
,,140.444925,,111.470325,121.57265
,,140.506425,,111.526875,121.7985
,,140.51855,,111.6909,121.946625
,,140.649025,,111.7524,122.13635
,,140.6577,,112.0304,122.199675
,,140.795325,,112.33555,122.63595
,,140.81055,,112.48755,123.2025
,,140.852425,,112.7124,123.264975
,,140.885325,,112.781775,123.31015
,,140.9667,,112.85375,123.362075
,,141.001575,,113.03055,123.407075
,,141.1681,,113.148425,123.4806
,,141.305775,,113.2441,123.566325
,,141.3302,,113.257125,123.58245
,,141.44295,,113.306525,123.618375
,,141.452675,,113.3936,123.65255
,,141.641525,,113.4706,123.7652
,,141.818975,,113.574325,123.7931
,,141.874075,,113.59875,123.8292
,,141.971875,,113.7493,123.92385
,,142.0721,,113.9118,124.06485
,,142.084475,,114.105025,124.105625
,,142.096675,,114.168575,124.194625
,,142.191775,,114.2483,124.27425
,,142.283025,,114.4568,124.38065
,,142.323375,,114.830275,124.750425
,,142.52575,,114.922225,124.778675
,,142.59015,,115.02495,124.9449
,,142.719275,,115.1373,125.007075
,,142.8371,,115.168675,125.131125
,,143.003025,,115.293825,125.192575
,,143.07,,115.3624,125.2347
,,143.138925,,115.436475,125.30545
,,143.147775,,115.496525,125.37165
,,143.24265,,115.59385,125.420475
,,143.41215,,115.61895,125.544675
,,143.535075,,115.661875,125.5859
,,143.611325,,115.736625,125.6014
,,143.643025,,115.933125,125.755075
,,143.90535,,116.061525,125.819
,,143.929675,,116.1052,125.86025
,,144.073025,,116.176425,125.935725
,,144.2164,,116.2551,126.01585
,,144.228,,116.363525,126.071525
,,144.2872,,116.442775,126.103975
,,144.52415,,116.520425,126.16425
,,144.5617,,116.611625,126.22955
,,144.68765,,116.6695,126.296325
,,144.767475,,116.745475,126.328375
,,144.873125,,116.7712,126.391925
,,144.933,,116.930825,126.4932
,,145.101975,,117.010325,126.9417
,,145.312675,,117.038675,127.08495
,,145.340075,,117.1351,127.142025
,,145.48985,,117.408675,127.775625
,,145.627625,,117.531275,127.820575
,,145.776275,,117.69805,127.869
,,145.886075,,117.7448,128.008825
,,145.9845,,118.0231,128.09505
,,146.0632,,118.473475,128.1963
,,146.253125,,118.571075,128.38825
,,146.335725,,118.674375,128.44805
,,146.423625,,118.73505,128.486075
,,146.542275,,118.887775,128.573175
,,146.618425,,119.0101,128.632825
,,146.67185,,119.05385,128.781025
,,146.763075,,119.127,128.8092
,,146.82865,,119.262175,128.95335
,,147.0655,,119.80265,129.240425
,,147.197475,,120.011625,129.353325
,,147.32895,,120.07995,129.5603
,,147.4323,,120.141725,129.602025
,,147.71615,,120.269575,129.91095
,,147.849475,,120.351075,129.9867
,,147.94645,,120.437225,130.05495
,,148.02175,,120.53195,130.11015
,,148.0339,,120.58685,130.20545
,,148.15645,,120.6499,130.3597
,,148.372475,,120.679225,130.518275
,,148.6247,,120.734775,130.554125
,,148.654225,,120.8813,130.64875
,,148.80865,,121.5119,130.71235
,,148.9585,,121.621775,130.766525
,,149.0697,,121.937175,130.9569
,,149.169825,,122.1174,131.0547
,,149.519675,,122.2217,131.093075
,,149.6098,,122.28745,131.157975
,,149.7766,,122.342225,131.17705
,,149.928175,,122.463575,131.30975
,,150.041525,,122.5414,131.40535
,,150.12655,,122.599175,131.60555
,,150.404325,,122.63845,131.686475
,,150.622175,,122.717875,131.7496
,,150.87305,,122.794325,131.773925
,,151.1462,,122.86015,131.99025
,,151.313425,,122.907,132.3669
,,151.44075,,122.958525,133.068525
,,151.5698,,123.0069,133.308275
,,151.730125,,123.170975,133.43915
,,151.85635,,123.1977,133.5453
,,152.008025,,123.32015,133.72145
,,152.241025,,123.525975,133.901025
,,152.5578,,123.6324,134.01295
,,152.7625,,123.717275,134.081425
,,153.1738,,123.80505,134.120775
,,153.302175,,123.961875,134.1697
,,153.5005,,124.17955,134.21855
,,153.729275,,124.358975,134.2618
,,153.941425,,124.418125,134.30015
,,154.0843,,124.50975,134.40245
,,154.252575,,124.55745,134.51435
,,154.308075,,124.585325,134.878
,,154.488825,,124.681,134.913025
,,154.62925,,125.341625,135.035375
,,154.747875,,125.591175,135.076375
,,154.8952,,125.78565,135.10975
,,155.003725,,125.874375,135.16635
,,155.155575,,125.939675,135.19875
,,155.288525,,126.19025,135.288275
,,155.46565,,126.3366,135.329325
,,155.55685,,126.4671,135.419725
,,155.827175,,126.532825,135.521325
,,155.985875,,126.623325,135.627975
,,156.05125,,126.6647,135.677975
,,156.171125,,126.7076,135.741525
,,156.38375,,126.735625,135.80025
,,156.493725,,126.73745,135.866975
,,156.62705,,126.77265,135.92225
,,156.8119,,126.803275,136.1825
,,157.09635,,126.988125,136.24245
,,157.2862,,127.161475,136.722775
,,157.583175,,127.4063,136.92395
,,157.76985,,127.5358,137.0229
,,157.9939,,127.63985,137.35255
,,158.0573,,127.67835,137.458825
,,158.303325,,127.758,137.52295
,,158.515525,,128.0847,137.602725
,,158.822325,,128.186175,137.713875
,,159.0297,,128.225375,137.79515
,,159.21375,,128.24095,137.853075
,,159.41085,,128.29055,138.05545
,,159.55865,,128.3573,138.162
,,159.654375,,128.487275,138.211325
,,159.784875,,128.702275,138.260075
,,160.15025,,128.734475,139.091125
,,160.580075,,128.76895,139.38775
,,160.8425,,128.931525,139.4068
,,161.044575,,128.993325,140.157925
,,161.27925,,129.016075,140.986375
,,161.436125,,129.0684,141.0696
,,161.604925,,129.1266,141.162975
,,161.846,,129.2193,141.2041
,,161.979275,,129.265025,141.244675
,,162.3442,,129.3422,141.6194
,,162.3479,,129.38925,141.6417
,,162.497125,,129.415925,141.719975
,,162.668725,,129.4527,141.854825
,,162.855825,,129.615025,142.2457
,,163.049925,,129.7499,142.32275
,,163.2183,,129.94315,142.41155
,,163.435875,,129.978075,142.588225
,,163.542625,,130.01225,142.8992
,,163.618375,,130.215725,142.918375
,,163.75085,,130.272725,142.931075
,,164.02535,,130.3283,143.2671
,,164.24885,,130.392025,144.220225
,,164.426925,,130.479625,144.3939
,,164.76295,,130.59705,144.5868
,,164.900825,,130.720325,144.8049
,,165.113125,,130.794675,146.073475
,,165.23185,,130.860925,146.39235
,,165.3986,,131.163,148.174325
,,165.5467,,131.205925,149.032175
,,165.727125,,131.2782,149.351275
,,165.822125,,131.35185,150.63235
,,166.057125,,131.387025,150.78265
,,166.230575,,131.456275,151.1179
,,166.492525,,131.527275,151.77165
,,166.57585,,131.6762,152.20065
,,166.74965,,131.7774,152.995725
,,166.792775,,131.85295,153.1478
,,166.87705,,131.9613,153.2117
,,167.064575,,132.021275,153.301075
,,167.1683,,132.089425,153.753775
,,167.2915,,132.1771,153.8847
,,167.4228,,132.22075,153.920525
,,167.536,,132.277375,154.19965
,,167.6901,,132.343475,154.339925
,,167.8133,,132.4201,154.54285
,,167.9754,,132.465,154.58175
,,168.223675,,132.5156,155.63205
,,168.32015,,132.57105,155.659275
,,168.532625,,132.616875,155.67865
,,168.724575,,132.66745,155.801075
,,168.795275,,132.728725,155.850175
,,168.832025,,132.84805,155.97985
,,169.032,,132.872725,156.0141
,,169.2891,,132.938125,156.653575
,,169.4672,,132.98745,156.70905
,,169.619,,133.1128,157.183325
,,169.62205,,133.258425,157.402825
,,169.799325,,133.3222,157.4679
,,169.811725,,133.421,157.5429
,,169.967425,,133.70525,157.66045
,,170.13245,,133.765875,157.7376
,,170.19815,,133.78385,157.762175
,,170.37375,,133.851175,157.844475
,,170.686,,134.05155,157.896475
,,170.737775,,134.4485,158.011075
,,170.844075,,134.5256,158.14785
,,170.870275,,134.57605,158.221275
,,170.951,,134.639025,158.25525
,,171.042425,,134.724075,158.272575
,,171.19085,,134.907625,158.471625
,,171.276275,,134.985325,158.562725
,,171.4331,,135.071375,158.58285
,,171.46595,,135.156325,158.625625
,,171.57015,,135.265875,158.7274
,,171.683925,,135.326575,158.8118
,,171.831275,,135.455025,159.057825
,,171.871325,,135.562425,159.18265
,,171.972825,,135.657675,159.3386
,,172.1803,,135.718,159.3989
,,172.18515,,135.882375,159.416975
,,172.435625,,136.00235,159.4379
,,172.5888,,136.0479,159.538425
,,172.989675,,136.0779,159.672575
,,173.298225,,136.13775,159.7188
,,173.635225,,136.53535,159.78745
,,174.5682,,136.606325,159.816975
,,174.749675,,136.66695,159.860175
,,174.884575,,137.013,159.8791
,,174.9216,,137.430975,159.93255
,,174.9486,,137.46925,160.050525
,,175.03235,,137.874775,160.08355
,,175.151875,,138.00265,160.12675
,,175.2882,,138.115,160.14675
,,175.364525,,138.32365,160.479725
,,175.449825,,138.410575,160.504725
,,175.7303,,138.45825,160.568525
,,175.792375,,138.52635,160.6756
,,175.90565,,138.63955,160.705125
,,176.01905,,138.674875,160.829
,,176.205675,,138.685275,160.944425
,,176.5318,,138.733925,160.9906
,,176.581725,,138.758475,161.021975
,,176.6089,,138.777925,161.038625
,,176.677775,,138.83985,161.090325
,,176.783175,,138.888425,161.123575
,,176.842075,,138.903225,161.1512
,,177.135375,,138.99425,161.206425
,,177.253275,,139.008575,161.214275
,,177.391925,,139.0987,161.23755
,,177.406875,,139.20385,161.2804
,,177.63245,,139.254675,161.333625
,,177.837075,,139.315325,161.3702
,,177.975875,,139.3385,161.584125
,,178.04435,,139.44725,161.682975
,,178.09825,,139.51365,161.72155
,,178.160725,,139.54095,161.7493
,,178.408975,,139.56585,161.80715
,,178.4858,,139.702175,161.882125
,,178.503475,,139.7436,161.991825
,,178.767,,139.787275,162.243875
,,178.821,,139.8199,162.417175
,,178.896825,,139.941175,162.5428
,,178.94285,,139.9605,162.594075
,,178.96895,,140.00515,162.66065
,,179.0172,,140.113875,162.9404
,,179.074175,,140.203425,163.251175
,,179.1772,,140.30205,163.501075
,,179.255675,,140.3268,163.833
,,179.277,,140.379575,163.86575
,,179.40095,,140.450725,163.90655
,,179.5073,,140.5319,163.933375
,,179.613525,,140.590625,164.030175
,,179.713975,,140.63155,164.08045
,,179.792525,,140.636625,164.158925
,,179.86755,,140.795,164.22855
,,179.983725,,140.8245,164.245075
,,180.202325,,140.9243,164.372925
,,180.217175,,140.9933,164.515375
,,180.264025,,141.062275,164.5838
,,180.32355,,141.063975,164.678725
,,180.352875,,141.09205,164.77475
,,180.454175,,141.10785,164.888025
,,180.482225,,141.12565,164.951525
,,180.600475,,141.146775,165.028425
,,180.720925,,141.179975,165.103875
,,180.8837,,141.2101,165.169475
,,180.93375,,141.253225,165.241825
,,181.0148,,141.2757,165.49375
,,181.1927,,141.34605,165.612125
,,181.2617,,141.348275,165.653725
,,181.630575,,141.3861,165.686025
,,181.7283,,141.4591,165.752425
,,181.8242,,141.537275,165.886925
,,181.9039,,141.597725,166.768025
,,181.997375,,141.678675,166.854225
,,182.004775,,141.755125,166.9576
,,182.09705,,141.779,167.28905
,,182.1927,,141.834975,167.3236
,,182.282425,,141.873175,167.34195
,,182.34635,,141.976225,167.38765
,,182.4673,,142.055575,167.48005
,,182.573425,,142.104975,167.573375
,,182.763025,,142.1321,167.5889
,,182.848375,,142.1706,167.6359
,,182.9592,,142.187725,167.82675
,,183.044625,,142.272675,167.9006
,,183.254075,,142.340575,168.007325
,,183.366675,,142.39215,168.048625
,,183.411725,,142.41045,168.112525
,,183.5255,,142.449175,168.1539
,,183.594775,,142.518525,168.233225
,,183.668775,,142.5808,168.29875
,,183.756775,,142.633625,168.429775
,,183.90935,,142.6929,168.529475
,,183.996575,,142.732575,168.8889
,,184.0543,,142.86755,168.95475
,,184.124225,,142.878575,168.9956
,,184.197175,,142.883875,169.333275
,,184.320125,,142.975975,169.377
,,184.557275,,143.023475,169.42375
,,184.677625,,143.05325,169.5135
,,184.752375,,143.089525,169.7252
,,184.833125,,143.151725,170.963675
,,184.9629,,143.18065,171.002775
,,185.199275,,143.241375,171.0336
,,185.326425,,143.3571,171.672075
,,185.4286,,143.4683,171.720725
,,185.5247,,143.504225,172.227175
