SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC07c,SPK_SPKC13b,SPK_SPKC13c
212.90705,,,,,3796.53115
213.06465,,,,,3796.643825
213.1108,,,,,3796.885675
213.2872,,,,,3797.3191
213.327675,,,,,3797.391825
213.4044,,,,,3797.574075
213.4494,,,,,3797.66235
213.518,,,,,3797.773175
213.584125,,,,,3797.828325
213.6934,,,,,3797.99585
213.739525,,,,,3798.341725
213.79645,,,,,3798.489175
213.9092,,,,,3798.72895
214.00685,,,,,3798.9838
214.073125,,,,,3799.124525
214.10475,,,,,3799.2748
214.20865,,,,,3799.429775
214.265625,,,,,3799.801675
214.358475,,,,,3799.939375
214.4386,,,,,
214.59305,,,,,
214.6264,,,,,
214.65365,,,,,
215.285475,,,,,
215.384125,,,,,
215.650075,,,,,
215.71515,,,,,
215.82665,,,,,
215.89545,,,,,
215.96245,,,,,
216.025,,,,,
216.083675,,,,,
216.178075,,,,,
216.2002,,,,,
216.239525,,,,,
216.31705,,,,,
216.423325,,,,,
216.7098,,,,,
216.803325,,,,,
216.887,,,,,
216.922125,,,,,
216.974075,,,,,
217.01175,,,,,
217.134,,,,,
217.183475,,,,,
217.2698,,,,,
217.31365,,,,,
217.3391,,,,,
217.397025,,,,,
217.4835,,,,,
217.507525,,,,,
217.613975,,,,,
217.65955,,,,,
217.686825,,,,,
217.708875,,,,,
217.795975,,,,,
217.820425,,,,,
217.88625,,,,,
218.00545,,,,,
218.131575,,,,,
218.196975,,,,,
218.233425,,,,,
218.36385,,,,,
218.394725,,,,,
218.453775,,,,,
218.576075,,,,,
218.6688,,,,,
218.815475,,,,,
218.9519,,,,,
219.0031,,,,,
219.014225,,,,,
219.055225,,,,,
219.927825,,,,,
219.96565,,,,,
220.071275,,,,,
220.322475,,,,,
220.47565,,,,,
220.594,,,,,
220.61835,,,,,
220.76315,,,,,
220.79285,,,,,
220.81325,,,,,
220.869125,,,,,
220.94095,,,,,
221.0402,,,,,
221.0866,,,,,
221.12785,,,,,
221.154775,,,,,
221.21905,,,,,
221.2714,,,,,
221.408725,,,,,
221.54325,,,,,
221.629475,,,,,
221.7306,,,,,
221.811,,,,,
221.880075,,,,,
222.162675,,,,,
222.4823,,,,,
222.539475,,,,,
222.66035,,,,,
222.7062,,,,,
222.807325,,,,,
222.880025,,,,,
222.9939,,,,,
223.0734,,,,,
223.24755,,,,,
223.3145,,,,,
223.350125,,,,,
223.39435,,,,,
223.4038,,,,,
223.611,,,,,
223.71995,,,,,
223.763025,,,,,
224.042725,,,,,
224.15335,,,,,
224.43815,,,,,
224.5911,,,,,
224.88135,,,,,
224.98835,,,,,
225.0871,,,,,
225.355725,,,,,
225.471875,,,,,
225.533775,,,,,
225.606075,,,,,
225.636575,,,,,
225.79415,,,,,
225.936675,,,,,
226.00135,,,,,
226.05375,,,,,
226.0871,,,,,
226.719425,,,,,
227.0515,,,,,
227.084475,,,,,
227.133325,,,,,
