SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC07c,SPK_SPKC13b,SPK_SPKC13c
227.190975,,,,,
227.212375,,,,,
227.260325,,,,,
227.380925,,,,,
227.43975,,,,,
227.505075,,,,,
227.65505,,,,,
227.8513,,,,,
227.895875,,,,,
227.912875,,,,,
227.9173,,,,,
227.97145,,,,,
227.990575,,,,,
228.03125,,,,,
228.056675,,,,,
228.2442,,,,,
228.3875,,,,,
228.467975,,,,,
228.51925,,,,,
228.597325,,,,,
228.63475,,,,,
228.692325,,,,,
228.7343,,,,,
228.796425,,,,,
228.8495,,,,,
228.98265,,,,,
229.214525,,,,,
229.365775,,,,,
229.48045,,,,,
229.559975,,,,,
229.6052,,,,,
229.741275,,,,,
229.79265,,,,,
229.84525,,,,,
229.894475,,,,,
229.9671,,,,,
230.253475,,,,,
230.327425,,,,,
230.3418,,,,,
230.38985,,,,,
230.465225,,,,,
230.52125,,,,,
230.577775,,,,,
230.64135,,,,,
230.672975,,,,,
230.6867,,,,,
230.81585,,,,,
230.906025,,,,,
231.013275,,,,,
231.180475,,,,,
231.215925,,,,,
231.2663,,,,,
231.323075,,,,,
231.38335,,,,,
231.4097,,,,,
231.57295,,,,,
231.611625,,,,,
231.637975,,,,,
231.651025,,,,,
231.72525,,,,,
231.731975,,,,,
231.750975,,,,,
231.801975,,,,,
231.887225,,,,,
231.89525,,,,,
231.937725,,,,,
232.006325,,,,,
232.08875,,,,,
232.15145,,,,,
232.200925,,,,,
232.231775,,,,,
232.381525,,,,,
232.619575,,,,,
232.642275,,,,,
232.644875,,,,,
232.91105,,,,,
233.9982,,,,,
234.09285,,,,,
234.197425,,,,,
234.416225,,,,,
234.544175,,,,,
234.59305,,,,,
234.670475,,,,,
234.717625,,,,,
234.744075,,,,,
234.914525,,,,,
235.009675,,,,,
235.0995,,,,,
235.154675,,,,,
235.191425,,,,,
235.2309,,,,,
235.2764,,,,,
235.325325,,,,,
235.52065,,,,,
235.764825,,,,,
235.8311,,,,,
235.859725,,,,,
235.94725,,,,,
235.968775,,,,,
236.0079,,,,,
236.02315,,,,,
236.073425,,,,,
236.177725,,,,,
236.2291,,,,,
236.245125,,,,,
236.31895,,,,,
236.403775,,,,,
236.57425,,,,,
236.60915,,,,,
236.62915,,,,,
236.672,,,,,
236.69175,,,,,
236.717,,,,,
236.744875,,,,,
236.7735,,,,,
236.806525,,,,,
236.827825,,,,,
236.956625,,,,,
237.36845,,,,,
237.441075,,,,,
237.897325,,,,,
238.09865,,,,,
238.16475,,,,,
238.2112,,,,,
238.26065,,,,,
238.30895,,,,,
238.338875,,,,,
238.359325,,,,,
238.409075,,,,,
238.4278,,,,,
238.4644,,,,,
238.494875,,,,,
238.517575,,,,,
238.532,,,,,
238.5938,,,,,
238.725475,,,,,
238.74885,,,,,
238.836,,,,,
238.9576,,,,,
239.019725,,,,,
239.124,,,,,
239.17465,,,,,
239.364725,,,,,
240.313225,,,,,
240.377975,,,,,
240.48505,,,,,
240.536425,,,,,
240.641825,,,,,
240.67305,,,,,
240.685925,,,,,
240.7285,,,,,
240.77695,,,,,
240.83885,,,,,
240.9547,,,,,
241.027125,,,,,
241.08295,,,,,
241.112725,,,,,
241.154425,,,,,
241.2337,,,,,
241.2553,,,,,
241.308075,,,,,
241.386075,,,,,
241.49495,,,,,
241.81745,,,,,
241.85655,,,,,
241.916275,,,,,
241.96965,,,,,
242.02525,,,,,
242.08265,,,,,
242.125525,,,,,
242.153625,,,,,
242.190925,,,,,
242.22705,,,,,
242.281525,,,,,
242.374025,,,,,
242.447225,,,,,
242.507875,,,,,
242.567275,,,,,
242.62665,,,,,
242.665625,,,,,
242.7781,,,,,
242.849025,,,,,
242.916875,,,,,
242.9637,,,,,
243.004225,,,,,
243.0489,,,,,
243.1004,,,,,
243.12765,,,,,
243.169825,,,,,
243.7075,,,,,
243.837875,,,,,
243.8648,,,,,
243.974575,,,,,
244.063375,,,,,
244.089375,,,,,
244.152725,,,,,
244.20185,,,,,
244.25495,,,,,
244.32715,,,,,
244.419575,,,,,
244.5652,,,,,
244.66805,,,,,
244.800975,,,,,
245.003125,,,,,
245.015575,,,,,
245.054425,,,,,
245.144875,,,,,
245.192125,,,,,
245.2314,,,,,
245.275375,,,,,
245.320175,,,,,
245.3425,,,,,
245.385075,,,,,
245.43905,,,,,
245.489425,,,,,
245.5364,,,,,
245.60805,,,,,
245.72445,,,,,
245.830475,,,,,
245.95715,,,,,
246.07605,,,,,
246.305325,,,,,
247.10715,,,,,
247.163175,,,,,
247.1889,,,,,
247.221175,,,,,
247.256225,,,,,
247.29085,,,,,
247.3951,,,,,
247.527575,,,,,
247.59495,,,,,
247.679625,,,,,
247.7374,,,,,
247.75355,,,,,
247.831575,,,,,
247.88925,,,,,
247.914475,,,,,
247.96555,,,,,
247.988725,,,,,
248.056875,,,,,
248.0909,,,,,
248.24555,,,,,
248.264875,,,,,
248.278525,,,,,
248.336775,,,,,
248.4134,,,,,
248.524525,,,,,
249.128475,,,,,
249.88275,,,,,
250.00525,,,,,
250.039975,,,,,
250.07535,,,,,
250.18945,,,,,
250.2155,,,,,
250.246375,,,,,
250.31985,,,,,
250.3651,,,,,
250.39585,,,,,
250.41305,,,,,
250.61805,,,,,
250.7717,,,,,
250.8861,,,,,
251.6811,,,,,
251.69915,,,,,
253.5719,,,,,
255.5268,,,,,
255.624525,,,,,
261.05655,,,,,
263.43835,,,,,
270.30255,,,,,
295.62775,,,,,
299.982875,,,,,
301.907075,,,,,
302.07155,,,,,
304.098925,,,,,
304.739625,,,,,
305.491275,,,,,
307.1967,,,,,
307.263275,,,,,
308.861725,,,,,
314.131575,,,,,
314.268075,,,,,
318.286675,,,,,
319.2246,,,,,
321.155275,,,,,
322.948875,,,,,
328.05595,,,,,
329.35055,,,,,
329.726025,,,,,
329.73225,,,,,
330.037725,,,,,
330.6762,,,,,
330.775625,,,,,
331.083,,,,,
334.068,,,,,
335.0097,,,,,
345.567325,,,,,
346.241575,,,,,
346.28285,,,,,
346.512525,,,,,
349.15375,,,,,
350.222375,,,,,
358.70485,,,,,
362.351375,,,,,
362.5825,,,,,
368.81675,,,,,
371.573025,,,,,
383.52455,,,,,
405.3334,,,,,
412.42095,,,,,
417.947975,,,,,
421.97095,,,,,
422.738375,,,,,
425.396475,,,,,
436.354975,,,,,
441.66935,,,,,
446.2691,,,,,
451.80495,,,,,
458.460025,,,,,
459.05565,,,,,
460.194525,,,,,
460.673475,,,,,
476.022,,,,,
481.696325,,,,,
482.757525,,,,,
483.729425,,,,,
488.9612,,,,,
489.5188,,,,,
501.115125,,,,,
503.25805,,,,,
511.24675,,,,,
514.268125,,,,,
514.637525,,,,,
517.267425,,,,,
517.87605,,,,,
519.670875,,,,,
519.887275,,,,,
520.95945,,,,,
522.020625,,,,,
522.637275,,,,,
523.879425,,,,,
524.890325,,,,,
525.6621,,,,,
528.621675,,,,,
531.8234,,,,,
534.49765,,,,,
540.80015,,,,,
543.876725,,,,,
545.19475,,,,,
552.076,,,,,
553.5598,,,,,
559.3881,,,,,
560.5014,,,,,
564.044425,,,,,
564.43575,,,,,
564.7352,,,,,
565.232675,,,,,
567.230075,,,,,
567.539525,,,,,
567.7178,,,,,
569.876275,,,,,
571.057325,,,,,
571.396075,,,,,
571.71505,,,,,
573.00895,,,,,
573.82765,,,,,
574.442525,,,,,
574.546375,,,,,
574.62935,,,,,
574.824575,,,,,
575.015475,,,,,
575.1561,,,,,
575.912,,,,,
576.098925,,,,,
576.432125,,,,,
576.600375,,,,,
576.795425,,,,,
577.06965,,,,,
577.121425,,,,,
577.177825,,,,,
577.319,,,,,
577.65675,,,,,
578.437375,,,,,
578.643575,,,,,
578.819125,,,,,
579.561775,,,,,
579.7635,,,,,
579.8038,,,,,
579.85475,,,,,
581.21375,,,,,
581.278,,,,,
581.556875,,,,,
581.562525,,,,,
581.70005,,,,,
581.88685,,,,,
581.891825,,,,,
581.95425,,,,,
585.1709,,,,,
587.786325,,,,,
588.830675,,,,,
589.017825,,,,,
590.337025,,,,,
590.6452,,,,,
592.4453,,,,,
592.671125,,,,,
594.239325,,,,,
597.070475,,,,,
600.56015,,,,,
604.49345,,,,,
606.3195,,,,,
607.2981,,,,,
612.5602,,,,,
613.4804,,,,,
613.53165,,,,,
613.717725,,,,,
613.747725,,,,,
613.7695,,,,,
613.811725,,,,,
613.845375,,,,,
614.152775,,,,,
614.27625,,,,,
614.385525,,,,,
614.419925,,,,,
614.849725,,,,,
615.3994,,,,,
616.11705,,,,,
616.1646,,,,,
616.3564,,,,,
616.468975,,,,,
616.54655,,,,,
617.135025,,,,,
617.5011,,,,,
617.616475,,,,,
617.90195,,,,,
617.971125,,,,,
618.122425,,,,,
618.206,,,,,
618.266675,,,,,
618.3422,,,,,
618.37705,,,,,
618.43265,,,,,
618.465225,,,,,
618.51445,,,,,
618.6109,,,,,
618.673975,,,,,
618.738625,,,,,
618.829775,,,,,
618.8587,,,,,
618.9034,,,,,
619.0095,,,,,
619.338025,,,,,
619.507925,,,,,
619.890125,,,,,
619.91635,,,,,
619.996525,,,,,
620.04485,,,,,
620.210025,,,,,
620.2434,,,,,
620.278625,,,,,
620.3068,,,,,
620.387875,,,,,
620.550075,,,,,
620.60715,,,,,
620.7464,,,,,
620.813075,,,,,
620.884125,,,,,
620.9321,,,,,
620.9777,,,,,
621.1099,,,,,
621.135975,,,,,
621.3238,,,,,
621.372125,,,,,
621.4235,,,,,
621.54675,,,,,
621.7019,,,,,
621.7712,,,,,
621.82065,,,,,
621.8225,,,,,
621.9161,,,,,
621.99965,,,,,
622.0976,,,,,
622.1354,,,,,
622.3101,,,,,
622.3902,,,,,
622.5375,,,,,
622.5795,,,,,
622.613775,,,,,
622.64255,,,,,
622.68785,,,,,
622.75965,,,,,
622.834125,,,,,
622.94335,,,,,
622.9766,,,,,
623.402675,,,,,
623.57225,,,,,
623.704925,,,,,
623.735575,,,,,
624.043,,,,,
624.1608,,,,,
624.222925,,,,,
624.34515,,,,,
624.456025,,,,,
624.529275,,,,,
624.591625,,,,,
624.687475,,,,,
624.734525,,,,,
624.768225,,,,,
624.7867,,,,,
624.8489,,,,,
624.86605,,,,,
624.95775,,,,,
625.03305,,,,,
625.107875,,,,,
625.163,,,,,
625.2109,,,,,
625.4072,,,,,
625.444225,,,,,
625.679225,,,,,
625.728775,,,,,
625.7816,,,,,
625.84525,,,,,
625.898925,,,,,
625.90035,,,,,
625.97245,,,,,
626.067775,,,,,
626.11515,,,,,
626.3152,,,,,
626.550675,,,,,
626.76935,,,,,
626.8522,,,,,
627.05515,,,,,
627.507525,,,,,
627.7196,,,,,
628.2606,,,,,
628.346325,,,,,
628.567025,,,,,
628.89,,,,,
628.9531,,,,,
629.05695,,,,,
629.232875,,,,,
629.2488,,,,,
629.445625,,,,,
629.49765,,,,,
629.575475,,,,,
629.6924,,,,,
629.742575,,,,,
629.79485,,,,,
629.9329,,,,,
629.96905,,,,,
630.055225,,,,,
630.244575,,,,,
630.50885,,,,,
630.7478,,,,,
631.0235,,,,,
631.10675,,,,,
632.0928,,,,,
632.499075,,,,,
633.087625,,,,,
633.150325,,,,,
633.34205,,,,,
633.367775,,,,,
633.576025,,,,,
633.6199,,,,,
634.003075,,,,,
634.0258,,,,,
634.13855,,,,,
634.3506,,,,,
634.841125,,,,,
634.92725,,,,,
635.0467,,,,,
635.11485,,,,,
635.11915,,,,,
635.1871,,,,,
635.574475,,,,,
635.6059,,,,,
635.67465,,,,,
635.76935,,,,,
635.846875,,,,,
636.328275,,,,,
636.332375,,,,,
637.025825,,,,,
637.274175,,,,,
637.4822,,,,,
637.65665,,,,,
637.974525,,,,,
638.111075,,,,,
638.34325,,,,,
638.4686,,,,,
638.564925,,,,,
638.849375,,,,,
638.907225,,,,,
639.0197,,,,,
639.263875,,,,,
639.36065,,,,,
639.3953,,,,,
639.421975,,,,,
639.4863,,,,,
639.625175,,,,,
639.6635,,,,,
639.837075,,,,,
639.891375,,,,,
639.921275,,,,,
640.0009,,,,,
640.06015,,,,,
640.144175,,,,,
640.519125,,,,,
641.86435,,,,,
642.0349,,,,,
642.0821,,,,,
642.3788,,,,,
642.4849,,,,,
642.716325,,,,,
643.08885,,,,,
644.09695,,,,,
644.1853,,,,,
644.2726,,,,,
644.322775,,,,,
644.35345,,,,,
644.438175,,,,,
644.677225,,,,,
644.773025,,,,,
644.972075,,,,,
644.991,,,,,
645.01165,,,,,
645.87135,,,,,
646.000175,,,,,
646.17545,,,,,
646.33885,,,,,
646.63975,,,,,
646.72975,,,,,
647.604175,,,,,
647.665725,,,,,
647.7705,,,,,
648.43145,,,,,
648.74095,,,,,
649.07,,,,,
649.5661,,,,,
649.632,,,,,
649.667025,,,,,
649.789575,,,,,
649.840425,,,,,
650.064575,,,,,
650.138725,,,,,
650.23825,,,,,
650.4474,,,,,
650.69715,,,,,
651.183525,,,,,
652.85845,,,,,
652.97485,,,,,
655.657225,,,,,
655.72005,,,,,
655.86785,,,,,
657.445975,,,,,
657.6535,,,,,
657.66105,,,,,
658.0637,,,,,
658.13935,,,,,
658.439125,,,,,
659.11275,,,,,
660.67155,,,,,
661.6128,,,,,
662.3748,,,,,
662.8708,,,,,
663.6329,,,,,
663.697625,,,,,
663.8263,,,,,
664.060425,,,,,
664.43235,,,,,
664.490625,,,,,
664.6544,,,,,
664.690425,,,,,
664.72325,,,,,
664.8273,,,,,
664.958675,,,,,
665.041475,,,,,
665.074675,,,,,
665.12355,,,,,
665.14165,,,,,
665.2298,,,,,
665.35025,,,,,
665.5372,,,,,
665.775375,,,,,
665.864025,,,,,
665.899075,,,,,
666.07695,,,,,
666.0784,,,,,
666.110325,,,,,
666.186725,,,,,
666.272175,,,,,
666.320175,,,,,
666.458225,,,,,
666.480825,,,,,
666.502475,,,,,
666.51585,,,,,
666.59465,,,,,
666.6299,,,,,
666.722375,,,,,
666.729175,,,,,
666.927425,,,,,
666.98335,,,,,
667.017375,,,,,
667.1221,,,,,
667.2116,,,,,
667.44615,,,,,
667.473075,,,,,
667.7008,,,,,
667.95815,,,,,
668.00475,,,,,
668.05925,,,,,
668.086225,,,,,
668.20665,,,,,
668.251825,,,,,
668.3585,,,,,
668.47735,,,,,
668.529075,,,,,
668.5789,,,,,
668.6325,,,,,
668.95985,,,,,
668.9962,,,,,
669.099175,,,,,
669.174725,,,,,
669.3616,,,,,
669.377975,,,,,
669.4215,,,,,
669.450575,,,,,
669.5012,,,,,
669.590575,,,,,
669.660175,,,,,
669.783775,,,,,
669.8106,,,,,
669.9162,,,,,
669.9742,,,,,
670.08525,,,,,
670.1221,,,,,
670.199525,,,,,
670.23895,,,,,
670.268975,,,,,
670.338425,,,,,
670.422775,,,,,
670.5293,,,,,
670.765675,,,,,
671.018825,,,,,
671.096625,,,,,
671.16645,,,,,
671.21035,,,,,
671.235375,,,,,
671.320525,,,,,
671.998375,,,,,
672.088575,,,,,
672.257975,,,,,
672.322475,,,,,
672.7104,,,,,
672.75805,,,,,
672.802325,,,,,
672.911375,,,,,
672.97495,,,,,
673.05435,,,,,
673.1205,,,,,
673.3543,,,,,
673.409425,,,,,
673.51135,,,,,
673.587975,,,,,
673.667925,,,,,
673.735075,,,,,
673.8203,,,,,
673.961775,,,,,
674.21095,,,,,
674.37105,,,,,
674.4234,,,,,
674.53225,,,,,
674.97085,,,,,
675.025475,,,,,
675.1726,,,,,
675.24995,,,,,
675.45235,,,,,
675.467675,,,,,
675.497175,,,,,
675.576125,,,,,
675.5913,,,,,
675.7155,,,,,
675.8726,,,,,
675.927325,,,,,
675.9769,,,,,
676.2762,,,,,
676.3206,,,,,
676.447925,,,,,
676.49795,,,,,
676.563825,,,,,
676.61725,,,,,
676.707625,,,,,
677.445425,,,,,
677.644075,,,,,
677.981525,,,,,
678.253575,,,,,
678.298425,,,,,
678.40355,,,,,
678.526525,,,,,
678.6267,,,,,
678.713025,,,,,
678.749375,,,,,
678.7932,,,,,
678.829,,,,,
679.0117,,,,,
679.1253,,,,,
679.921,,,,,
680.016325,,,,,
680.14105,,,,,
680.1888,,,,,
680.346525,,,,,
680.448225,,,,,
680.568575,,,,,
680.8511,,,,,
681.008225,,,,,
681.128625,,,,,
681.1765,,,,,
681.668475,,,,,
681.84495,,,,,
681.899525,,,,,
681.9501,,,,,
682.0086,,,,,
682.099175,,,,,
682.153675,,,,,
682.255325,,,,,
682.2639,,,,,
682.31685,,,,,
682.33505,,,,,
682.395975,,,,,
682.422875,,,,,
682.47605,,,,,
682.539075,,,,,
682.8742,,,,,
683.362725,,,,,
683.545975,,,,,
683.56785,,,,,
683.595975,,,,,
683.634475,,,,,
683.743375,,,,,
683.8348,,,,,
683.93515,,,,,
684.288775,,,,,
684.604475,,,,,
685.9078,,,,,
686.0318,,,,,
686.119225,,,,,
686.187175,,,,,
686.341875,,,,,
686.357375,,,,,
686.451925,,,,,
686.574625,,,,,
686.68305,,,,,
687.706325,,,,,
687.873375,,,,,
687.893025,,,,,
687.986525,,,,,
688.06775,,,,,
688.1758,,,,,
688.344775,,,,,
688.381825,,,,,
688.424525,,,,,
688.469475,,,,,
688.570325,,,,,
688.79615,,,,,
688.877575,,,,,
688.888425,,,,,
688.971725,,,,,
688.980675,,,,,
689.05285,,,,,
689.124975,,,,,
689.5112,,,,,
690.48355,,,,,
690.83715,,,,,
690.87185,,,,,
690.921125,,,,,
690.97485,,,,,
691.02535,,,,,
691.1122,,,,,
691.1284,,,,,
691.15065,,,,,
691.210775,,,,,
691.2642,,,,,
691.3238,,,,,
691.376125,,,,,
691.452225,,,,,
691.605525,,,,,
691.684025,,,,,
691.835075,,,,,
691.888575,,,,,
692.17805,,,,,
692.390675,,,,,
692.48025,,,,,
692.581525,,,,,
692.645775,,,,,
692.654375,,,,,
692.75875,,,,,
692.897275,,,,,
692.9926,,,,,
694.7721,,,,,
694.8277,,,,,
694.858125,,,,,
694.994375,,,,,
695.08735,,,,,
695.18785,,,,,
695.212075,,,,,
695.24455,,,,,
695.351675,,,,,
695.565225,,,,,
695.6166,,,,,
695.751675,,,,,
696.009425,,,,,
697.396375,,,,,
697.4384,,,,,
697.469375,,,,,
697.4787,,,,,
697.954275,,,,,
698.013575,,,,,
698.398575,,,,,
698.534125,,,,,
698.67845,,,,,
698.85375,,,,,
699.14485,,,,,
699.3967,,,,,
699.4416,,,,,
699.504575,,,,,
699.609725,,,,,
699.67765,,,,,
700.498425,,,,,
700.6318,,,,,
700.702375,,,,,
700.721725,,,,,
700.744975,,,,,
700.810075,,,,,
700.8838,,,,,
700.9463,,,,,
701.01635,,,,,
701.06445,,,,,
701.175275,,,,,
701.41595,,,,,
701.545225,,,,,
701.588375,,,,,
701.90845,,,,,
701.9373,,,,,
701.98275,,,,,
702.5319,,,,,
703.464775,,,,,
703.761725,,,,,
703.8403,,,,,
703.938225,,,,,
704.03185,,,,,
704.137775,,,,,
704.202725,,,,,
704.2618,,,,,
704.5132,,,,,
705.1334,,,,,
705.179925,,,,,
705.263225,,,,,
705.474525,,,,,
705.9015,,,,,
705.92995,,,,,
705.9752,,,,,
706.09675,,,,,
706.2775,,,,,
706.64965,,,,,
706.717875,,,,,
706.818675,,,,,
706.967975,,,,,
707.149025,,,,,
707.239275,,,,,
707.2986,,,,,
707.338,,,,,
707.376775,,,,,
707.41415,,,,,
707.4867,,,,,
707.5521,,,,,
707.6294,,,,,
707.6493,,,,,
707.685975,,,,,
707.7538,,,,,
707.791875,,,,,
707.84605,,,,,
709.457025,,,,,
709.71355,,,,,
709.949725,,,,,
710.023525,,,,,
710.28705,,,,,
710.356175,,,,,
710.431975,,,,,
710.4655,,,,,
710.506125,,,,,
710.621975,,,,,
710.651175,,,,,
710.733175,,,,,
710.8051,,,,,
710.858775,,,,,
710.9207,,,,,
711.44585,,,,,
711.498975,,,,,
711.529775,,,,,
711.557775,,,,,
711.616875,,,,,
711.643325,,,,,
711.65805,,,,,
712.9449,,,,,
712.99225,,,,,
713.173525,,,,,
713.461775,,,,,
713.535325,,,,,
713.5865,,,,,
713.6693,,,,,
713.90705,,,,,
713.95885,,,,,
714.004975,,,,,
714.04975,,,,,
714.122175,,,,,
714.165725,,,,,
714.211675,,,,,
714.23705,,,,,
714.239225,,,,,
714.53275,,,,,
715.625975,,,,,
715.9757,,,,,
716.0366,,,,,
716.14875,,,,,
716.2031,,,,,
716.249375,,,,,
716.307925,,,,,
716.367525,,,,,
716.52405,,,,,
716.611875,,,,,
716.686075,,,,,
716.7957,,,,,
716.8272,,,,,
717.026675,,,,,
717.15965,,,,,
717.959425,,,,,
718.294175,,,,,
718.3805,,,,,
718.4189,,,,,
718.657975,,,,,
718.7602,,,,,
718.8382,,,,,
718.895925,,,,,
718.9422,,,,,
719.102575,,,,,
719.191475,,,,,
719.2264,,,,,
719.264525,,,,,
719.3773,,,,,
719.591575,,,,,
719.649975,,,,,
719.716825,,,,,
719.780225,,,,,
719.85565,,,,,
719.904725,,,,,
719.960025,,,,,
720.046,,,,,
721.203275,,,,,
721.21605,,,,,
721.5697,,,,,
721.763625,,,,,
721.943275,,,,,
722.169325,,,,,
722.2134,,,,,
722.304525,,,,,
722.348725,,,,,
722.94685,,,,,
723.4964,,,,,
723.631675,,,,,
724.4878,,,,,
725.285625,,,,,
725.556725,,,,,
725.567675,,,,,
725.60855,,,,,
726.64245,,,,,
727.032225,,,,,
727.115075,,,,,
727.280625,,,,,
727.379275,,,,,
727.483125,,,,,
727.65975,,,,,
727.75655,,,,,
727.939975,,,,,
728.023875,,,,,
728.141775,,,,,
728.2188,,,,,
728.4565,,,,,
728.6942,,,,,
728.877325,,,,,
728.9291,,,,,
729.1914,,,,,
729.34625,,,,,
729.396475,,,,,
729.431825,,,,,
729.5032,,,,,
729.663575,,,,,
729.81025,,,,,
729.8412,,,,,
729.973625,,,,,
729.99325,,,,,
730.042625,,,,,
730.069,,,,,
730.102875,,,,,
730.154425,,,,,
730.325175,,,,,
730.490825,,,,,
730.544625,,,,,
730.657575,,,,,
730.6954,,,,,
730.849225,,,,,
731.07155,,,,,
731.24235,,,,,
731.355925,,,,,
731.514625,,,,,
731.7522,,,,,
731.81745,,,,,
731.897375,,,,,
731.93815,,,,,
732.194375,,,,,
732.590825,,,,,
732.69025,,,,,
732.7411,,,,,
732.803225,,,,,
732.933825,,,,,
733.0023,,,,,
733.061225,,,,,
733.0802,,,,,
733.195775,,,,,
733.35765,,,,,
733.4377,,,,,
733.9578,,,,,
734.05835,,,,,
734.3474,,,,,
735.38285,,,,,
735.4923,,,,,
735.863475,,,,,
735.938225,,,,,
736.15945,,,,,
736.208,,,,,
736.32445,,,,,
736.38135,,,,,
736.411875,,,,,
736.5143,,,,,
736.6296,,,,,
736.7501,,,,,
737.0578,,,,,
737.1212,,,,,
737.1632,,,,,
737.240125,,,,,
737.3377,,,,,
737.4578,,,,,
737.5579,,,,,
737.659075,,,,,
737.724125,,,,,
738.57605,,,,,
738.688775,,,,,
738.775075,,,,,
738.95685,,,,,
739.99475,,,,,
740.1611,,,,,
740.2419,,,,,
740.414275,,,,,
740.5972,,,,,
742.015025,,,,,
742.180025,,,,,
742.285975,,,,,
742.372575,,,,,
742.434475,,,,,
742.9198,,,,,
743.090325,,,,,
743.1116,,,,,
743.549225,,,,,
744.7963,,,,,
744.885325,,,,,
744.937275,,,,,
745.07795,,,,,
745.1622,,,,,
745.851975,,,,,
745.965925,,,,,
746.07625,,,,,
746.092875,,,,,
746.245725,,,,,
746.34085,,,,,
746.368375,,,,,
746.585425,,,,,
747.079025,,,,,
747.0923,,,,,
747.1416,,,,,
747.220775,,,,,
747.405525,,,,,
747.51825,,,,,
747.778,,,,,
747.951225,,,,,
748.130525,,,,,
748.83955,,,,,
749.7928,,,,,
750.136175,,,,,
750.208525,,,,,
750.29495,,,,,
750.813075,,,,,
751.18125,,,,,
751.37165,,,,,
751.446625,,,,,
751.5098,,,,,
751.602175,,,,,
751.6559,,,,,
751.7581,,,,,
753.38685,,,,,
753.986,,,,,
754.4335,,,,,
754.683625,,,,,
754.866875,,,,,
754.976825,,,,,
755.59635,,,,,
756.456825,,,,,
758.29985,,,,,
758.32945,,,,,
758.504,,,,,
758.6345,,,,,
758.802475,,,,,
758.8984,,,,,
760.25605,,,,,
760.3352,,,,,
760.79635,,,,,
760.857975,,,,,
761.042275,,,,,
761.10485,,,,,
761.309275,,,,,
761.4078,,,,,
761.4539,,,,,
762.39075,,,,,
762.41345,,,,,
762.4903,,,,,
763.79945,,,,,
764.29975,,,,,
764.433975,,,,,
764.511825,,,,,
764.662675,,,,,
764.6979,,,,,
764.742775,,,,,
764.80825,,,,,
764.988175,,,,,
765.1534,,,,,
765.224425,,,,,
765.24775,,,,,
765.31955,,,,,
765.3788,,,,,
765.73585,,,,,
766.008125,,,,,
766.09945,,,,,
766.224225,,,,,
766.3998,,,,,
766.471975,,,,,
766.5591,,,,,
766.6265,,,,,
766.8691,,,,,
766.923375,,,,,
766.955275,,,,,
767.81365,,,,,
767.8443,,,,,
768.0971,,,,,
768.5744,,,,,
768.640975,,,,,
768.698775,,,,,
768.712325,,,,,
768.737425,,,,,
768.813475,,,,,
768.88275,,,,,
768.9512,,,,,
769.12315,,,,,
769.19985,,,,,
769.252325,,,,,
769.2569,,,,,
769.2764,,,,,
769.341625,,,,,
769.3695,,,,,
769.48405,,,,,
769.56655,,,,,
769.7199,,,,,
769.873475,,,,,
769.9106,,,,,
769.980775,,,,,
770.0308,,,,,
770.259775,,,,,
770.4182,,,,,
770.45345,,,,,
770.5314,,,,,
770.6053,,,,,
770.6206,,,,,
770.716625,,,,,
770.922775,,,,,
770.9826,,,,,
771.07055,,,,,
772.588875,,,,,
772.610975,,,,,
772.65455,,,,,
772.7819,,,,,
772.826675,,,,,
772.937875,,,,,
772.947625,,,,,
773.04765,,,,,
773.0803,,,,,
773.1151,,,,,
773.148975,,,,,
773.21975,,,,,
773.2731,,,,,
773.304625,,,,,
773.44735,,,,,
773.569375,,,,,
773.814075,,,,,
774.095925,,,,,
774.12085,,,,,
774.99745,,,,,
775.0133,,,,,
775.0519,,,,,
775.07085,,,,,
775.128725,,,,,
775.310575,,,,,
775.371825,,,,,
775.405825,,,,,
775.4303,,,,,
775.497875,,,,,
775.615925,,,,,
775.61745,,,,,
775.66,,,,,
775.7571,,,,,
775.76805,,,,,
775.800875,,,,,
775.8671,,,,,
776.143975,,,,,
776.450425,,,,,
777.138325,,,,,
777.6125,,,,,
777.6283,,,,,
777.753875,,,,,
777.855975,,,,,
777.8683,,,,,
777.936575,,,,,
778.03915,,,,,
778.074325,,,,,
778.157925,,,,,
778.18965,,,,,
778.241925,,,,,
778.257975,,,,,
778.272675,,,,,
778.295675,,,,,
778.345225,,,,,
778.35835,,,,,
778.38625,,,,,
778.480225,,,,,
778.5422,,,,,
778.6138,,,,,
778.734775,,,,,
778.870325,,,,,
778.97855,,,,,
779.107925,,,,,
779.409875,,,,,
779.459275,,,,,
780.4761,,,,,
780.552725,,,,,
780.636675,,,,,
780.87125,,,,,
780.905925,,,,,
780.933875,,,,,
781.0107,,,,,
781.096525,,,,,
781.1334,,,,,
781.175325,,,,,
781.2234,,,,,
781.258225,,,,,
781.339225,,,,,
781.4974,,,,,
781.54725,,,,,
781.636675,,,,,
781.7361,,,,,
781.7792,,,,,
781.8465,,,,,
781.99115,,,,,
782.083625,,,,,
782.26705,,,,,
782.53985,,,,,
782.760575,,,,,
783.96385,,,,,
784.4595,,,,,
784.536875,,,,,
784.6135,,,,,
784.66385,,,,,
784.888575,,,,,
784.96385,,,,,
785.0372,,,,,
785.08845,,,,,
785.1188,,,,,
785.14025,,,,,
785.21725,,,,,
785.353375,,,,,
785.38755,,,,,
785.403775,,,,,
785.438025,,,,,
