SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC16a
61.137125,26.63855,57.767525,130.976575,81.31195,91.6043
61.23915,26.719675,57.8468,130.983575,81.547175,91.780575
61.259775,26.8405,57.937925,130.9959,81.691525,91.807025
61.3202,26.850725,58.047975,131.0016,81.8456,91.81075
61.334125,26.8542,58.067575,131.007725,82.18625,92.14725
61.473975,26.869575,58.087225,131.0126,82.226825,92.251325
61.512325,26.89355,58.1,131.0552,82.253225,92.37335
61.58485,26.90605,58.126325,131.362775,82.2619,92.482825
61.610675,26.920825,58.152675,131.446625,82.279425,92.49445
61.71555,26.95895,58.326875,131.835325,82.468625,92.833375
61.741825,26.983525,58.3616,131.8485,82.566125,92.871
61.79805,27.0102,58.41475,132.0961,82.632875,92.896125
61.846975,27.135025,58.421225,132.4043,82.71345,92.925375
61.90205,27.172575,58.50235,132.4563,82.763275,93.00015
61.928975,27.19495,58.6252,132.4623,82.77735,93.019825
62.01205,27.208025,58.639075,132.5804,82.78935,93.10915
62.04435,27.215475,58.7303,132.656,82.798125,93.42275
62.140975,27.22005,58.73185,132.77405,82.83095,93.64725
62.18835,27.23165,58.74595,132.777975,82.897825,93.815125
62.22935,27.264875,58.78515,132.7826,82.99325,93.983675
62.287125,27.31885,58.8535,132.79205,83.010975,94.00935
62.324925,27.3958,58.862525,132.83815,83.12575,94.238125
62.36035,27.4356,58.87955,132.8514,83.257825,94.3226
62.4169,27.554925,59.153275,133.33365,83.2786,94.361525
62.4462,27.76285,59.433925,133.354475,83.3064,94.487475
62.469825,27.851375,59.570175,133.37595,83.398775,94.49295
62.528125,27.858775,59.633675,133.42645,83.45555,94.56695
62.6163,27.878275,59.945325,133.438325,83.803975,94.897125
62.657725,27.8923,59.958125,133.46745,83.80945,94.9106
62.700175,27.9585,60.006925,133.4772,83.824525,95.1966
62.779775,27.991025,60.025875,133.483775,83.8909,95.288375
62.8232,28.0256,60.0286,133.534875,84.061775,95.2981
62.899925,28.0458,60.121425,133.6018,84.305225,95.35715
62.95555,28.1247,60.15545,133.65805,84.372775,95.405
62.9672,28.1561,60.302525,133.771075,84.650475,95.44725
62.98705,28.1857,60.30525,133.77435,84.760225,95.46145
63.000025,28.2081,60.3199,133.805325,84.797025,95.46885
63.01265,28.266825,60.3482,134.173,84.83775,95.612
63.314275,28.366125,60.36405,134.193275,84.842975,95.64025
63.377975,28.389875,60.40485,134.20485,84.85635,95.683875
63.57845,28.408225,60.441575,134.225375,84.8601,95.799425
63.61125,28.413275,60.57345,134.22955,84.89085,95.924475
63.682275,28.438225,60.621025,134.256275,84.900325,95.955725
63.7259,28.497075,60.630325,134.273775,85.004875,96.0343
63.7378,28.504275,60.667925,134.288325,85.0595,96.0838
63.7532,28.512075,60.697975,134.323575,85.431,96.105275
63.782825,28.538175,60.709475,134.32905,85.444725,96.308225
63.789525,28.5488,60.741625,134.337625,85.455625,96.36285
63.801825,28.5758,60.802825,134.3607,85.4593,96.450825
63.827825,28.588475,60.835675,134.4564,85.549475,96.66875
63.8868,28.846775,60.9329,134.474575,85.581875,97.06775
63.992775,28.8816,60.96925,134.505725,85.658225,97.07545
64.1061,28.93595,61.0764,134.554,85.7071,97.1724
64.2484,28.946125,61.122,134.562025,85.733825,97.25915
64.321975,28.984975,61.15585,134.57505,85.7809,97.35635
64.355625,28.99185,61.232275,134.592,85.993325,97.93455
64.3888,29.00515,61.3354,135.063775,86.018725,98.155725
64.402325,29.037975,61.6116,135.11085,86.037275,98.335525
64.413575,29.072175,61.636625,135.2345,86.19465,98.41675
64.42735,29.129175,61.642325,135.262625,86.24165,98.429475
64.43875,29.18755,61.643475,135.4257,86.45805,98.779775
64.467,29.255925,61.81105,135.442925,86.578575,98.805425
64.5148,29.284225,62.0555,135.507625,86.646475,99.109475
64.53545,29.3709,62.1128,135.907525,86.788925,99.11195
64.570725,29.402925,62.170625,135.9241,87.053975,99.198
64.601825,29.435175,62.267275,135.92735,87.101775,99.239
64.656175,29.4683,62.273175,135.952,87.364925,99.3832
64.69805,29.503325,62.283275,135.990975,87.39515,99.4358
64.81115,29.5508,62.3248,136.015925,87.497325,99.493325
64.857925,29.558,62.45185,136.0595,87.66095,99.49435
64.907875,29.617875,62.7129,136.06465,87.730075,99.7065
64.948025,29.663525,62.714925,136.42165,87.9618,99.88265
64.96555,29.6923,62.74705,136.43015,88.09225,99.953425
64.979175,29.76435,62.752375,136.4461,88.11665,100.077175
64.99085,29.804575,62.79595,136.4673,88.350425,100.211775
65.001975,29.8616,62.9407,136.507925,88.443875,100.252075
65.01515,30.061275,62.954025,136.991875,88.502475,100.4208
65.0855,30.114375,63.007925,137.0488,88.650675,100.503775
65.113875,30.1275,63.166175,137.0748,88.84735,100.7194
65.155025,30.177025,63.1932,137.12185,88.85175,100.8098
65.221925,30.200125,63.347075,137.158225,88.90025,101.199175
65.24505,30.217025,63.34965,137.471425,88.931,101.2455
65.509075,30.230525,63.5074,137.53755,89.017775,101.33935
65.73875,30.23705,63.5392,137.553675,89.21855,101.3661
65.870525,30.4233,63.582875,137.590525,89.22145,101.542975
65.893475,30.7124,63.6283,137.60265,89.40515,101.610125
65.912575,30.835525,63.639475,137.61865,89.422875,101.640975
65.938225,30.891225,63.7075,137.8093,89.453875,101.7458
65.97345,30.91425,63.7634,137.914275,89.588775,101.8497
66.026725,30.930975,63.783725,138.06385,89.64965,101.953475
66.07645,30.982375,63.79495,138.0693,89.737825,102.014875
66.087075,31.0119,63.814925,138.07405,89.914675,102.0303
66.21655,31.0354,63.830075,138.088725,89.9343,102.317125
66.252925,31.08655,63.9758,138.146375,89.957425,102.32465
66.266525,31.216125,63.9862,138.17545,90.08065,102.5043
66.31335,31.2798,64.03415,138.179,90.101025,102.6229
66.331025,31.4095,64.3305,138.21795,90.15435,102.633525
66.3663,31.421075,64.47205,138.22265,90.306575,102.681475
66.38925,31.4306,64.518675,138.738275,90.47045,102.8141
66.455025,31.460825,64.9487,138.884525,90.527875,102.99315
66.581175,31.52005,64.954175,138.8927,90.653225,103.198225
66.59625,31.5454,64.97485,138.904725,90.661175,103.406675
66.6249,31.5847,64.9893,138.9079,90.675725,103.485975
66.70025,31.636075,65.028225,138.91225,90.69695,103.5376
66.719925,31.639525,65.03735,138.969475,90.702925,103.7352
66.751975,31.926275,65.047975,139.344825,90.7271,103.847475
66.824525,32.10705,65.058675,139.579975,90.74635,103.89865
66.852175,32.215475,65.1243,139.62955,90.77025,104.0879
66.8742,32.230975,65.199075,139.651625,91.1289,104.155025
66.880775,32.266025,65.22945,139.667125,91.230675,104.185925
66.888975,32.279925,65.366,139.708525,91.334875,104.19185
66.898475,32.335675,65.58305,139.715575,91.413525,104.1957
66.90885,32.3557,65.613725,139.75135,91.567025,104.285225
66.918875,32.35945,65.774825,139.76925,91.7768,104.340875
67.0603,32.3644,65.79775,139.7904,91.8225,104.549875
67.07745,32.38435,65.87685,139.830675,92.10005,104.632675
67.204275,32.391825,65.904125,139.8932,92.142775,104.64505
67.31025,32.401675,66.130225,139.941425,92.265425,104.816925
67.337725,32.419225,66.202475,140.285375,92.393925,104.8748
67.381425,32.4683,66.25945,140.3129,92.403275,105.172025
67.464925,32.494425,66.311625,140.33675,92.47915,105.179525
67.52705,32.544625,66.3569,140.603725,92.588825,105.1842
67.5586,32.762925,66.360025,140.7186,92.7972,105.44865
67.568675,32.77935,66.611475,140.751075,92.829825,105.479725
67.579775,32.78135,66.65195,140.75375,92.860525,105.5754
67.587475,32.840925,66.690775,140.76275,93.00345,105.642625
67.661075,32.856225,66.72575,140.7706,93.14475,105.647
67.734275,32.915575,66.732625,140.78435,93.334175,105.65185
67.806075,32.93315,66.8635,140.78925,93.397325,105.695925
67.8343,32.949275,66.88965,140.86115,93.525825,105.880725
67.8622,32.972475,66.89375,140.866075,93.667325,105.95575
67.960125,33.029125,66.8983,140.8882,93.75935,106.031725
68.023675,33.0479,66.942825,141.25065,93.811875,106.059625
68.0597,33.08375,67.069075,141.302625,93.825,106.072025
68.146575,33.161775,67.079325,141.310125,93.8644,106.145575
68.211675,33.2205,67.179875,141.348975,93.8711,106.17915
68.288675,33.2906,67.193,141.35165,93.965525,106.2877
68.400325,33.41165,67.24845,141.379,94.019925,106.312425
68.4302,33.450375,67.53865,141.4164,94.068475,106.31365
68.497425,33.462125,67.548575,141.420875,94.18585,106.3165
68.538325,33.48845,67.58025,141.424325,94.249025,106.328475
68.546125,33.51155,67.598775,141.442775,94.4381,106.63065
68.5751,33.5375,67.709375,141.454275,94.456375,106.70585
68.615325,33.56495,67.729875,141.4651,94.47985,106.7899
68.628925,33.5987,67.759025,141.474375,94.48185,106.800725
68.708525,33.637025,67.807425,141.4891,94.9255,106.825125
68.728,33.6532,67.818575,141.50735,94.9393,106.853
68.739025,33.69315,67.921125,141.532075,95.120325,107.011325
68.798525,33.7212,67.96385,141.561625,95.41535,107.02025
68.82195,33.783675,68.0884,141.987975,95.496925,107.351925
68.838475,33.8092,68.132875,141.9929,95.51365,107.3919
68.8611,33.84965,68.1682,142.0278,95.540075,107.553425
68.883975,33.903925,68.20555,142.082025,95.62035,107.812525
68.934075,33.947225,68.2785,142.091625,95.651875,108.009525
68.968625,33.983675,68.2929,142.1081,95.682675,108.017125
68.975925,34.056425,68.508075,142.141,95.705175,108.251375
68.98435,34.073225,68.5523,142.161575,95.7076,108.8022
68.993875,34.116175,68.566125,142.17065,95.73975,109.0909
69.279625,34.1207,68.596475,142.18205,95.75405,109.1018
69.31135,34.129025,68.6581,142.545725,95.934775,109.304875
69.377525,34.152025,68.673425,142.999975,95.938675,109.32645
69.38565,34.186975,68.7284,143.030525,96.022275,109.356875
69.505525,34.1974,68.74565,143.059275,96.3083,109.507825
69.53185,34.207875,68.86625,143.070425,96.335425,109.5541
69.606525,34.210125,68.893875,143.100675,96.477275,109.60795
69.617925,34.2361,68.924975,143.10765,96.52045,109.6521
69.667825,34.253075,68.96875,143.111575,96.54635,110.33435
69.701425,34.269675,68.97685,143.24295,96.70985,110.355625
69.75805,34.290075,69.10525,143.2491,96.719475,110.40135
69.78875,34.324875,69.132575,143.25445,96.75755,110.66775
69.830725,34.357075,69.26055,143.7092,96.791725,110.683275
69.8609,34.37345,69.343325,143.71705,96.913125,110.714725
69.8851,34.446825,69.44815,143.73395,97.028825,111.0171
69.922,34.47805,69.5047,143.75555,97.0779,111.06195
69.93125,34.530375,69.525125,143.7602,97.18185,111.324525
69.955225,34.6025,69.535675,143.768275,97.202225,111.399275
69.965175,34.61625,69.58585,143.7724,97.212525,111.43145
69.974125,34.6283,69.792075,143.7738,97.250625,111.938
70.0013,34.646175,69.892975,143.808125,97.615175,111.95795
70.234275,34.656125,69.969575,143.84365,97.792925,112.024975
70.283625,34.663925,69.997925,143.854525,97.87715,112.2959
70.29105,34.703625,70.050375,143.85775,97.890275,112.45145
70.307375,34.7112,70.1355,143.861425,98.064225,112.612975
70.361075,34.7215,70.191025,143.864775,98.486,112.6793
70.42955,34.7414,70.2535,143.87385,98.588075,112.77585
70.4814,34.76325,70.335025,143.880675,98.827125,113.033375
70.50195,34.779425,70.3532,143.90065,98.91525,113.058125
70.679175,34.79185,70.413275,143.90475,99.062125,113.111675
70.7366,34.811575,70.5758,143.983525,99.085225,113.11865
70.78795,34.822925,70.90905,143.9953,99.089675,113.200925
70.820825,34.841925,70.936025,144.011725,99.3674,113.21325
70.901625,34.8603,71.037225,144.02985,99.392475,113.846525
70.938475,34.9048,71.0403,144.4637,99.41165,114.0958
70.959075,34.927475,71.097175,144.526825,99.4293,114.163425
71.00405,34.99345,71.167325,144.86115,99.6101,114.92485
71.02575,35.10855,71.425375,144.89465,99.66255,114.948525
71.070625,35.125975,71.495025,144.90035,99.7264,115.00385
71.1909,35.12845,71.56075,144.948875,99.734125,115.2873
71.2152,35.171375,71.57135,145.02955,99.98065,115.451025
71.229425,35.1919,71.6915,145.318175,100.069625,115.544725
71.241825,35.203925,71.70205,145.338125,100.172,115.723
71.26785,35.22145,71.7298,145.3663,100.216775,115.933125
71.282975,35.23725,71.765225,145.373125,100.3793,116.1397
71.30205,35.249025,71.809,145.406775,100.388825,116.253325
71.350425,35.2643,71.86515,146.845325,100.550475,116.405475
71.385075,35.2872,71.88165,147.2352,100.7736,116.69835
71.39195,35.303275,71.939125,147.27765,100.8234,116.772375
71.498625,35.35615,72.1838,147.32315,100.97965,117.046675
71.544775,35.39565,72.41915,147.408025,101.154775,117.25055
71.589475,35.476675,72.6305,147.424575,101.37385,117.272325
71.67085,35.49055,72.702625,148.03155,101.440475,117.36085
71.6886,35.496375,72.818975,148.466975,101.5022,117.4143
71.711175,35.548575,72.846775,148.476625,101.5671,117.47615
71.7787,35.651825,72.849575,148.502575,101.60675,117.505425
71.78865,35.685775,72.858175,148.51235,101.924025,117.53215
71.86545,35.78985,72.91915,148.5166,101.98955,117.620425
71.8854,35.8193,72.995325,148.5424,102.01855,117.76
71.9068,35.83295,73.016925,148.54485,102.089325,117.852425
71.931325,35.83765,73.090675,148.555575,102.198325,117.95735
72.040625,35.8662,73.2196,148.5588,102.36015,118.215125
72.0851,35.8882,73.298475,148.56615,102.426275,118.615725
72.10595,35.9031,73.3524,148.594475,102.65,118.621225
72.132525,35.90595,73.44215,148.60905,102.776875,118.644
72.149575,35.92055,73.4463,148.650375,102.8747,118.885225
72.157025,35.92985,73.4818,148.875625,103.024975,119.179225
72.196625,35.9402,73.591925,148.887075,103.062725,119.282825
72.218475,35.951525,73.66905,148.9072,103.0892,119.320375
72.252075,35.96185,73.746,148.91605,103.115825,119.394375
72.275125,36.0777,73.829275,148.96245,103.1645,119.4139
72.52875,36.079375,73.8321,149.079925,103.25115,119.57
72.5999,36.099625,73.841325,149.14535,103.291125,119.609275
72.690225,36.127975,73.9403,149.154075,103.710275,119.7938
72.72625,36.16,73.958775,149.9222,103.9023,120.358275
72.801175,36.27965,74.035825,149.956875,103.9359,120.4937
72.8408,36.3309,74.0471,149.9959,103.95145,120.634025
72.90215,36.390825,74.056275,150.0499,103.998,120.636
72.99125,36.399275,74.07545,150.1134,104.209775,120.650425
73.012975,36.409225,74.159,150.152575,104.260675,120.866375
73.079525,36.4186,74.211775,150.680825,104.285275,120.9527
73.209675,36.43035,74.215575,150.709825,104.532575,121.048475
73.263375,36.447125,74.21715,150.71895,104.65495,121.0501
73.321075,36.458525,74.295325,150.7822,104.6674,121.102625
73.348175,36.466025,74.3022,151.5477,104.687,121.263375
73.356,36.475325,74.336375,151.566225,104.70125,121.369325
73.368825,36.488425,74.35345,151.56975,104.75465,121.40085
73.438625,36.519875,74.359175,151.582375,104.796475,121.433825
73.5056,36.584025,74.38175,151.59165,104.835025,121.4652
73.622225,36.605875,74.40755,151.606025,104.932575,121.95115
73.644875,36.622125,74.4149,151.61545,105.00095,121.959775
73.6652,36.9326,74.471275,151.63625,105.0286,121.97655
73.729625,36.966725,74.4857,151.698875,105.1209,122.4203
73.746575,37.02945,74.50685,151.74275,105.2391,122.438675
73.768875,37.06635,74.51675,152.03825,105.66315,122.4505
73.804075,37.092525,74.575875,152.05285,105.6907,122.59155
73.8205,37.0943,74.58835,152.06605,105.87155,122.666775
73.880125,37.105375,74.592225,152.077,106.0285,122.716825
74.01825,37.123625,74.62335,152.111525,106.081675,122.810725
74.0324,37.140325,74.70845,152.12185,106.10145,122.9122
74.050025,37.154675,74.71585,152.149025,106.294775,122.95605
74.06145,37.17095,74.78215,152.199225,106.316575,122.95955
74.206025,37.197125,74.83785,152.21355,106.3285,123.0952
74.22395,37.218225,74.8486,152.27785,106.351675,123.228425
74.25445,37.26295,74.8789,152.453725,106.527625,123.257025
74.309775,37.276875,75.03445,152.97385,106.657875,123.29245
74.396325,37.304375,75.04195,153.057075,106.771675,123.403625
74.411175,37.3313,75.0528,153.0902,106.849025,123.45135
74.455975,37.3549,75.0591,153.1434,106.919975,123.73795
74.474025,37.389,75.070425,153.3203,106.944775,123.92585
74.626125,37.47855,75.10665,153.328025,106.9748,124.0136
74.634325,37.5155,75.129225,153.664875,107.034025,124.0303
74.66605,37.5667,75.1677,153.676625,107.0428,124.330875
74.80065,37.63095,75.1922,153.697825,107.08265,124.618425
74.861875,37.64965,75.194,153.701275,107.327375,124.6408
74.9228,37.683825,75.2405,153.703525,107.416525,124.691075
75.028225,37.706625,75.2516,153.7486,107.458125,124.803975
75.043725,37.759225,75.2998,153.767375,107.6197,124.952975
75.126025,37.777525,75.308525,153.810875,107.64165,125.0692
75.1567,37.8007,75.31345,153.824725,107.67055,125.0897
75.369075,37.8202,75.329875,154.15265,107.72905,125.1488
75.465425,37.8422,75.348525,154.157125,107.9725,125.206575
75.547775,37.858675,75.379275,154.177,108.124775,125.22335
75.631775,37.898975,75.385225,154.179525,108.16075,125.279575
75.7253,37.935125,75.396075,154.194725,108.175975,125.28535
75.729625,37.941425,75.704925,154.206875,108.1792,125.3771
75.7757,37.9759,75.915975,154.215975,108.3452,125.405375
75.79475,37.9823,76.0769,154.224425,108.4133,125.494525
75.874275,38.0323,76.1654,154.31125,108.471225,125.74925
76.0019,38.090125,76.2031,154.330775,108.544925,125.839375
76.051125,38.137175,76.2285,154.386825,108.564325,125.848825
76.0834,38.159325,76.266225,154.4576,108.58815,125.881375
76.100925,38.17905,76.349475,154.484175,108.6241,125.886375
76.14385,38.3026,76.369625,154.4964,108.6417,125.910975
76.1493,38.316275,76.38645,154.51265,108.647525,126.10985
76.24105,38.322725,76.388275,154.522275,108.660175,126.206325
76.375725,38.328025,76.395575,154.70375,108.69195,126.559875
76.394925,38.33425,76.4421,154.85725,109.0295,126.8365
76.40715,38.33805,76.452675,154.8775,109.05065,126.93215
76.441875,38.34245,76.496725,154.898575,109.100375,126.941275
76.4558,38.347975,76.524825,154.96675,109.210175,127.030725
76.485375,38.3522,76.543775,154.98265,109.2889,127.188525
76.524325,38.363525,76.6279,155.014625,109.329975,127.576225
76.600225,38.37535,76.679225,155.018075,109.354375,127.626025
76.7099,38.38855,76.829275,155.097825,110.0442,127.8854
76.771575,38.4276,76.85735,155.284125,110.3514,127.908175
76.8112,38.4433,76.8584,155.2948,110.3853,128.006825
76.89395,38.460125,76.89345,155.306175,110.4753,128.357175
76.990975,38.505875,76.986275,155.6695,110.5036,128.376525
77.086825,38.57825,77.039275,155.681125,110.57105,128.406
77.11255,38.630975,77.0835,156.99525,110.671,128.6368
77.12425,38.667975,77.0909,157.861975,110.697525,128.702775
77.13295,38.7189,77.122125,158.203525,110.72345,128.79065
77.138875,38.7445,77.173525,158.23965,111.008,128.819925
77.206375,38.75585,77.203925,158.259775,111.116275,128.88
77.283725,38.843725,77.206775,158.2795,111.261075,129.1585
77.31095,38.88715,77.229825,158.304125,111.471875,129.31525
77.486575,38.901225,77.2334,158.313825,111.4873,129.392175
77.51285,38.9101,77.2363,158.328575,111.770125,129.395775
77.530125,38.930875,77.2627,158.353125,111.788,129.409
77.540375,38.938925,77.307,158.397175,111.860225,129.472875
77.5808,38.94715,77.33295,158.4137,111.94395,129.4877
77.616325,38.968625,77.378775,158.42305,111.987825,129.667525
77.65265,38.98055,77.569575,158.4654,112.3241,129.7198
77.772875,38.9887,77.60345,158.87235,112.339125,129.743275
77.8388,39.0087,77.61795,158.874175,112.370625,129.85015
77.915175,39.02355,77.64355,158.9026,112.410725,129.943075
77.9641,39.070375,77.71225,158.911425,112.473375,130.16125
78.057975,39.20345,77.7295,158.92775,112.623625,130.169025
78.1972,39.274425,77.89895,158.95715,112.646575,130.19075
78.20545,39.3538,77.91895,159.011675,112.762425,130.306975
78.214175,39.40335,78.07495,159.0472,113.0582,130.473125
78.24935,39.405625,78.09045,159.14345,113.10725,130.52665
78.26965,39.442975,78.193875,159.8185,113.199925,130.712325
78.277775,39.459275,78.217975,159.85995,113.383225,130.757625
78.489175,39.4763,78.222775,159.87715,113.47295,130.935575
78.521775,39.49615,78.252575,159.887525,113.485475,130.95775
78.6638,39.52745,78.26615,160.02225,113.589425,130.987325
78.6814,39.538475,78.39515,160.273,113.61355,131.054725
78.6939,39.6146,78.4107,160.328425,114.1096,131.0832
78.717025,39.63195,78.480475,160.350675,114.372975,131.207575
78.724275,39.659175,78.512525,160.51625,114.582575,131.363875
78.73005,39.71135,78.671,160.536625,114.8042,131.38205
78.7542,39.7368,78.68015,161.0086,114.89705,131.567925
78.80465,39.75075,78.694325,161.023575,114.918575,132.051325
78.86015,39.80385,78.7259,161.05135,114.983425,132.0764
78.874275,39.83405,78.736425,161.067375,115.0404,132.25545
78.89595,39.88335,78.74965,161.126175,115.19695,132.426
78.924575,39.94785,78.876875,161.132825,115.33845,132.4443
79.00655,39.9557,78.895425,161.148775,115.393125,132.4717
79.059625,39.9612,78.900475,161.164075,115.5448,132.477575
79.0789,39.967,78.949625,161.1897,115.561825,132.4838
79.097,39.9878,79.03825,161.5544,115.589925,132.497425
79.103625,39.996675,79.104,161.627375,115.9469,132.567275
79.11085,40.013375,79.113825,161.678025,116.0982,132.591175
79.272075,40.041925,79.1849,161.71255,116.10495,132.639725
79.412975,40.08265,79.20565,161.725675,116.143825,132.733175
79.49185,40.105175,79.226825,161.730875,116.1644,132.794575
79.531175,40.157225,79.237075,161.91435,116.173725,132.8163
79.685775,40.17975,79.393425,161.926825,116.27555,133.017225
79.712675,40.390175,79.504525,161.9452,116.519775,133.230825
79.746675,40.401925,79.53105,161.96045,116.5449,133.345175
79.772825,40.4554,79.5927,161.97655,116.732175,133.3664
79.820375,40.47505,79.64375,162.008225,116.75655,133.4484
79.842025,40.51015,79.69595,162.174425,116.859075,133.4515
79.85685,40.527175,79.711825,162.282325,116.953,133.54555
79.935225,40.5375,79.76435,162.296875,117.2095,133.58305
80.0178,40.5857,79.8035,162.375275,117.2639,133.602575
80.0436,40.692,80.179825,162.423375,117.275625,133.638175
80.0821,40.761025,80.210125,162.63805,117.287575,133.790125
80.176125,40.869175,80.246675,162.644475,117.331725,133.8154
80.18675,40.903425,80.2532,162.647775,117.446875,133.820125
80.199475,40.9187,80.311025,162.651175,117.5141,133.86985
80.299525,40.93605,80.36595,162.6578,117.532025,134.13975
80.3295,40.953375,80.377575,162.663075,117.5505,134.140925
80.39145,40.968075,80.5996,162.665975,118.11055,134.190225
80.43115,41.0104,80.6236,162.669625,118.15925,134.298525
80.46885,41.041725,80.632975,162.67245,118.181625,134.318475
80.6239,41.119525,80.6341,162.680625,118.65045,134.3435
80.633325,41.179475,80.639275,162.7533,118.657975,134.41875
80.639375,41.254975,80.68295,162.88625,118.839,134.44195
80.6431,41.275425,80.733225,162.89735,119.121475,134.4772
80.647225,41.292225,80.896675,162.910025,119.14085,134.49065
80.680475,41.313325,80.9349,162.9265,119.347725,134.558725
80.715625,41.328675,80.972725,162.9667,119.3618,134.573425
80.724975,41.35045,81.0499,163.027,119.67155,134.630275
80.7582,41.3687,81.05745,163.149325,119.713125,134.886775
80.832175,41.381775,81.083075,163.155275,120.21905,135.009775
80.8546,41.4054,81.091875,163.172325,120.27845,135.114625
80.889125,41.42555,81.1132,163.183725,120.2939,135.19515
80.942325,41.4434,81.123925,163.191075,120.418275,135.22095
80.981575,41.46515,81.1901,163.2151,120.5226,135.398075
81.00235,41.506475,81.1946,163.258275,120.70505,135.443325
81.0503,41.5456,81.20385,163.3462,120.712475,135.550875
81.082725,41.572825,81.21625,163.47345,120.815975,135.663925
81.112625,41.5808,81.227125,163.480025,120.880825,135.9031
81.1212,41.622525,81.407475,163.486575,120.92685,135.949825
81.14135,41.6414,81.4251,163.489525,120.952075,136.386525
81.165925,41.67965,81.437875,163.5092,120.98955,136.42265
81.18095,41.71395,81.49045,163.561025,121.0128,136.444925
81.2068,41.758725,81.5316,163.5992,121.35485,136.45875
81.21845,41.78755,81.56975,163.7589,121.487,136.671375
81.255575,41.872225,81.63525,163.80695,121.557775,137.074675
81.286075,41.91525,81.6584,163.8108,121.664825,137.259825
81.30635,41.9298,81.708175,163.8168,121.67605,137.376675
81.319975,41.943875,81.714175,163.84745,121.7285,137.391375
81.366325,41.95765,81.750525,163.853475,121.826675,137.401225
81.406875,41.969425,81.758775,163.869375,121.97095,137.423575
81.70385,41.984475,81.833975,163.88165,121.99195,137.776575
81.725675,41.999775,82.032275,164.02165,121.999275,137.86395
81.762725,42.075175,82.067625,164.028675,122.02675,138.0429
81.773425,42.1178,82.110675,164.035675,122.06315,138.05195
81.979625,42.15905,82.133075,164.066525,122.43945,138.086675
82.082,42.292575,82.163575,164.08275,122.7723,138.12295
82.1158,42.3072,82.186925,164.091525,122.8112,138.15985
82.185875,42.322225,82.278,164.096275,122.8159,138.17915
82.2084,42.3368,82.3302,164.10545,122.9056,138.19005
82.216075,42.35775,82.33705,164.12825,123.446575,138.19735
82.229325,42.368975,82.390425,164.149125,123.4514,138.379375
82.235875,42.400625,82.39735,164.15775,123.474875,138.514575
82.485775,42.426475,82.62565,164.22575,123.89345,138.635
82.564125,42.439875,82.7024,164.26425,123.919025,138.684575
82.706675,42.452575,82.751075,164.363625,123.940075,138.699625
82.719075,42.483175,82.75425,164.438525,123.959775,138.746625
82.74445,42.499025,82.7857,164.4461,124.18485,138.760225
82.7649,42.55285,82.86395,164.47105,124.291875,138.769075
82.771125,42.57615,82.9817,164.47485,124.544475,138.84975
82.815325,42.6117,83.14265,164.4794,124.640875,138.903725
82.86435,42.639875,83.238975,164.500075,124.647225,138.939025
82.88485,42.70125,83.2628,164.511275,124.696325,138.960175
82.905725,42.7662,83.300575,164.51795,124.74475,138.990825
83.1297,42.7821,83.3108,164.521475,124.823225,139.32615
83.252025,42.80255,83.51875,164.5907,124.857075,139.611475
83.35985,42.814475,83.611125,164.7349,124.939525,139.78185
83.389925,42.82365,83.64505,164.7498,124.983975,139.847875
83.450425,42.831925,83.6806,164.758075,125.017825,139.88755
83.49755,42.84085,83.7242,164.79315,125.035825,139.891325
83.624,42.847975,83.78945,164.8074,125.1719,139.938025
83.672275,42.880075,83.807675,164.951025,125.1808,140.184425
83.7856,42.893525,83.809725,164.9676,125.285325,140.280825
83.801475,42.90055,83.81225,165.001275,125.311425,140.631375
83.81565,42.9182,83.818625,165.02965,125.339475,140.735575
83.9328,42.93165,83.824575,165.039275,125.34635,140.7453
83.983575,42.945775,83.83525,165.0496,125.3773,140.8698
84.01165,42.958125,83.8498,165.052275,125.58975,140.944425
84.16955,42.970475,83.909725,165.06225,125.61645,140.987275
84.235475,42.983925,83.912125,165.076475,125.62815,141.044375
84.299325,43.020425,83.921125,165.0983,125.7716,141.1338
84.313325,43.101675,83.930425,165.338325,125.8232,141.278575
84.34555,43.161875,83.9387,165.4035,125.838875,141.4353
84.3667,43.187675,84.177325,165.41265,125.84045,141.49175
84.39385,43.21105,84.22475,165.4188,125.874925,141.5824
84.416475,43.24665,84.244825,165.42265,125.90055,141.858125
84.4424,43.30185,84.314375,165.4355,126.11865,141.909525
84.490225,43.33815,84.32325,165.458,126.2616,141.985275
84.517175,43.437425,84.33415,165.542825,126.36465,141.996725
84.5636,43.4457,84.3625,165.6272,126.380075,142.001725
84.6,43.449575,84.369075,165.67705,126.420175,142.004975
84.822575,43.460375,84.374775,165.702475,126.482475,142.039525
84.870175,43.472075,84.405525,165.70825,126.791725,142.043975
84.91465,43.4815,84.489325,165.719125,126.8457,142.0811
84.95725,43.5038,84.70745,165.735075,126.8885,142.155275
85.1328,43.51995,84.725475,165.750675,126.9209,142.2087
85.16935,43.533725,84.80035,165.76035,127.12765,142.211075
85.1975,43.55705,84.87085,165.800525,127.1655,142.2302
85.281775,43.596425,84.918125,165.838175,127.31895,142.28975
85.366625,43.611175,84.94155,165.93785,127.35,142.630275
85.4071,43.62795,84.950225,165.976175,127.608925,142.865075
