SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC16a
109.907725,61.41285,118.654425,185.30725,171.01545,194.680025
109.949575,61.433775,118.681,185.3129,171.036925,194.68555
109.980925,61.449125,118.69585,185.32305,171.0715,194.726275
109.99505,61.49125,118.7233,185.326175,171.082575,194.8435
110.0056,61.554175,118.834375,185.329125,171.14805,194.88835
110.014475,61.636175,118.872,185.334325,171.179025,195.0967
110.04695,61.65355,118.876575,185.35655,171.1896,195.128975
110.059025,61.7054,118.89845,185.40315,171.34175,195.253125
110.09105,61.724475,119.312575,185.425375,171.418175,195.30125
110.165625,61.726525,119.3273,186.076375,171.4242,195.32815
110.194425,61.7536,119.35505,186.079825,171.5,195.4044
110.249275,61.765225,119.381125,186.0834,171.5196,195.471725
110.340675,61.7729,119.40565,186.09185,171.584775,195.4808
110.342,61.781275,119.488875,186.0988,171.591225,195.52815
110.3658,61.810225,119.53035,186.10385,171.6066,195.59805
110.385,61.829925,119.6041,186.17035,171.628525,195.8509
110.44925,61.865575,119.624425,186.4316,171.665175,195.863925
110.512525,61.947475,119.627325,186.438175,171.67815,196.0494
110.773225,61.963025,119.653175,186.4412,171.737,196.127175
110.80005,61.982375,119.6624,186.45955,171.7411,196.14265
110.8222,62.07175,119.67405,186.469525,171.8281,196.1492
110.841875,62.107325,119.743625,186.64665,171.933475,196.24485
110.877275,62.258125,119.78225,186.71275,171.99565,196.373475
110.89665,62.271525,119.836975,186.774975,172.0231,196.6173
110.91025,62.302375,120.0216,187.1652,172.24365,196.6424
110.921675,62.306375,120.13035,187.19365,172.2645,196.694675
110.937225,62.3199,120.351425,187.469325,172.349325,196.812275
110.9493,62.341825,120.37975,187.485475,172.4485,196.86575
110.96415,62.39295,120.38915,187.545775,172.6349,196.89125
110.9917,62.43115,120.4542,187.58075,172.65915,196.90965
111.014725,62.48335,120.66695,187.989525,172.7111,196.94705
111.0529,62.502875,120.688825,187.999875,172.729375,197.0179
111.06215,62.546175,120.6909,188.023225,172.7768,197.074875
111.0989,62.584825,120.7717,188.073525,172.8696,197.11525
111.1938,62.713275,120.824025,188.1039,172.884475,197.165975
111.213825,62.7207,120.880875,188.336675,172.9502,197.310775
111.24385,62.743125,120.904825,188.354925,172.97705,197.31265
111.279225,62.80435,121.024475,188.381725,173.006825,197.3224
111.32895,62.861925,121.028075,188.3917,173.026075,197.337625
111.46275,62.876225,121.156725,188.42205,173.03145,197.374175
111.49015,62.88885,121.157875,188.43305,173.03745,197.497825
111.498275,62.91545,121.215825,188.44245,173.198975,197.521375
111.51605,62.93025,121.36215,188.4503,173.226,197.6094
111.5255,62.9425,121.410475,188.457275,173.31955,197.63165
111.535025,62.9758,121.5219,188.4914,173.336925,197.6396
111.544125,63.031575,121.5784,188.497775,173.3999,197.93615
111.5787,63.093025,121.66055,188.54255,173.478825,198.01535
111.5915,63.14905,121.6849,188.567575,173.497,198.027775
111.602975,63.1769,121.78355,188.5934,173.510025,198.11195
111.64875,63.2072,121.795775,188.615,173.556075,198.576525
111.695475,63.233375,121.821875,188.61795,173.56815,198.782275
111.74685,63.2491,121.861625,188.6435,173.576025,198.840625
111.844075,63.262475,121.97675,188.6565,173.618525,198.9995
111.957675,63.2763,121.98285,188.685325,173.644625,199.27115
112.018,63.292375,122.002175,188.69895,173.6857,199.39565
112.075225,63.3234,122.116375,188.7115,173.715975,199.420875
112.0948,63.348025,122.2127,188.73875,173.798225,199.44135
112.120375,63.389675,122.27335,188.747725,173.914625,199.45795
112.1484,63.40265,122.350275,188.77345,174.013575,
112.18395,63.424,122.36585,188.7788,174.115375,
112.2067,63.455225,122.381825,188.7982,174.148275,
112.24325,63.494475,122.3954,188.82535,174.211025,
112.28475,63.65025,122.40145,188.83145,174.239875,
112.33705,63.700175,122.429675,188.8976,174.3017,
112.35025,63.745075,122.505425,188.933975,174.416925,
112.3727,63.761975,122.6444,189.2327,174.437025,
112.389725,63.776025,122.7663,189.240675,174.4505,
112.41305,63.788325,122.819775,189.26945,174.5678,
112.5656,63.821825,122.829675,189.2734,174.706125,
112.748775,63.83445,122.83575,189.284325,174.7366,
112.771475,63.842975,122.866875,189.2869,174.893225,
112.799775,63.871975,122.870075,189.291425,174.8977,
112.82975,63.923325,122.881575,189.313825,174.911725,
112.88595,63.9392,122.893625,189.32125,174.9334,
112.9108,63.9524,122.895675,189.35065,174.94195,
113.079675,63.968,122.910225,189.366575,174.9687,
113.105675,63.975625,122.946025,189.377875,174.992925,
113.148175,63.98045,123.002325,189.3875,175.036225,
113.19825,64.024175,123.10425,189.4004,175.043575,
113.2264,64.035525,123.1254,189.405975,175.108475,
113.279325,64.048075,123.278275,189.40875,175.1258,
113.352175,64.05945,123.376325,189.416925,175.228175,
113.385325,64.070075,123.453925,189.42675,175.265825,
113.58565,64.08695,123.509925,189.44375,175.2843,
113.609425,64.15055,123.5259,189.45355,175.3546,
113.6408,64.1776,123.5655,189.460125,175.422475,
113.68605,64.20245,123.597925,189.4653,175.4648,
113.85905,64.29945,123.623775,189.470725,175.467025,
113.898775,64.339875,123.675925,189.476825,175.523675,
113.9306,64.372225,123.780425,189.479625,175.571975,
113.95125,64.480375,123.905175,189.488825,175.652325,
114.01875,64.4897,123.922425,189.4925,175.683925,
114.092825,64.5233,123.967575,189.499625,175.69465,
114.1336,64.55065,124.04735,189.550275,175.8753,
114.18425,64.61625,124.066625,189.589675,175.89535,
114.2419,64.73075,124.0754,189.60695,175.915975,
114.279325,64.77415,124.185625,189.626,175.940425,
114.3111,64.92595,124.19325,189.63345,175.958925,
114.345625,64.933425,124.591225,189.654825,175.963475,
114.38075,65.009275,124.6154,189.661475,176.0279,
114.450725,65.02895,124.629475,189.666525,176.040975,
114.503425,65.0422,124.64095,189.671025,176.089375,
114.6384,65.072425,124.6465,189.678725,176.124525,
114.712825,65.143875,124.653875,189.681575,176.15645,
114.7752,65.167925,124.703675,189.688225,176.16945,
114.81065,65.1844,124.746275,189.704325,176.18735,
114.82435,65.20665,124.7682,189.7184,176.201775,
114.83985,65.2323,124.7916,189.728975,176.22245,
114.864275,65.2904,124.844475,190.01855,176.330775,
114.87375,65.315625,124.925425,190.02535,176.3649,
114.9416,65.337025,124.97745,190.040925,176.447975,
114.95875,65.36545,125.040425,190.0553,176.451375,
114.98505,65.4048,125.12865,190.0884,176.50795,
115.02525,65.45295,125.1507,190.117175,176.58095,
115.053275,65.46495,125.174675,190.1688,176.60425,
115.1362,65.494825,125.24795,190.17745,176.72285,
115.15665,65.532675,125.255975,190.2007,176.74425,
115.187975,65.652375,125.5123,190.20685,176.758575,
115.2115,65.667575,125.562025,190.224375,176.76745,
115.2271,65.687875,125.670075,190.228725,176.7788,
115.2484,65.719525,125.75775,190.249675,176.796325,
115.38205,65.721225,125.780275,190.252525,176.94965,
115.415775,65.75475,125.80375,190.255325,176.966675,
115.435475,65.768875,125.820425,190.2935,176.9934,
115.4479,65.786275,125.83035,190.3132,177.045975,
115.4707,65.8105,125.840025,190.346675,177.086125,
115.501025,65.82345,125.8829,190.3517,177.192875,
115.52055,65.839125,125.90485,190.355775,177.307075,
115.562775,65.859275,125.909925,190.40655,177.3233,
115.582075,65.989225,125.923525,190.749775,177.3375,
115.598025,65.999475,125.9517,190.76325,177.348125,
115.6135,66.01155,125.999925,190.796475,177.408425,
115.6316,66.044225,126.031175,190.8089,177.427675,
115.655675,66.058175,126.0994,190.8238,177.47445,
115.701625,66.113625,126.261575,190.869425,177.588175,
115.7202,66.138225,126.265375,190.877025,177.63015,
115.748275,66.186775,126.308625,190.917275,177.6722,
115.775425,66.235525,126.371425,190.96795,177.768375,
115.8406,66.27845,126.404525,190.975225,177.803325,
115.8581,66.2924,126.430675,190.990875,177.879075,
115.9501,66.303725,126.4892,191.08215,177.91915,
116.027025,66.3246,126.570675,191.112825,177.944,
116.1083,66.359775,126.6274,191.121175,178.02355,
116.150425,66.39645,126.749575,191.39815,178.062525,
116.17675,66.500875,126.7511,191.4031,178.080725,
116.1947,66.524825,126.85555,191.405925,178.13905,
116.244075,66.554925,126.929325,191.416575,178.202,
116.27585,66.609625,126.97455,191.4301,178.253975,
116.307925,66.6412,127.0438,191.435275,178.313325,
116.3495,66.6626,127.084575,191.45275,178.336775,
116.4136,66.69215,127.098725,191.46175,178.36585,
116.440475,66.71325,127.196125,191.474725,178.369975,
116.477375,66.71535,127.198475,191.4862,178.440925,
116.5001,66.735475,127.22525,191.51415,178.586575,
116.545425,66.7662,127.264775,191.52575,178.66315,
116.59685,66.79775,127.3109,191.54095,178.870875,
116.6363,66.8084,127.381375,191.54405,178.87485,
116.703925,66.865425,127.438225,191.546925,178.883175,
116.7538,66.9454,127.5558,191.55995,178.9006,
116.84645,66.9568,127.6254,191.586125,178.904925,
116.8635,66.971,127.64535,191.609125,178.991475,
116.895325,67.00875,127.676075,191.615,178.993325,
116.917275,67.0206,127.68745,191.624725,179.028175,
116.923425,67.0413,127.713525,191.630625,179.040175,
116.96245,67.05225,127.8823,191.6616,179.123525,
116.9763,67.068775,127.904275,191.669575,179.146925,
117.0497,67.10515,127.91125,191.67675,179.19485,
117.0762,67.1255,127.91345,191.7459,179.265175,
117.19015,67.149775,127.92495,191.779375,179.28855,
117.226275,67.171975,127.944675,192.0866,179.38915,
117.237125,67.18395,128.018725,192.206125,179.42045,
117.253625,67.19025,128.076875,192.466475,179.442025,
117.287225,67.19815,128.078875,192.473,179.4755,
117.33275,67.223675,128.145475,192.47845,179.521275,
117.34915,67.2366,128.216725,192.4848,179.542175,
117.399525,67.244225,128.2581,192.487925,179.58725,
117.42005,67.25175,128.30825,192.541775,179.6016,
117.530675,67.265375,128.3412,192.569575,179.748325,
117.5754,67.3904,128.3732,192.573475,179.796875,
117.6144,67.40025,128.41085,192.5878,179.828225,
117.6436,67.4184,128.46605,192.657675,179.83665,
117.66105,67.4426,128.534325,192.66625,180.154875,
117.7,67.5457,128.684625,192.673825,180.22675,
117.7117,67.5982,128.7425,192.6916,180.3035,
117.75535,67.632,128.82545,192.707925,180.475025,
117.7756,67.647075,128.892475,192.71645,180.4946,
117.809525,67.67055,129.0139,192.73845,180.496125,
117.8267,67.680675,129.081425,192.74125,180.50265,
117.84055,67.698,129.0909,192.7469,180.649175,
117.8683,67.708375,129.0979,192.79045,180.700525,
117.966825,67.7239,129.109125,193.000625,180.762925,
118.01425,67.76935,129.12005,193.01145,180.83525,
118.0425,67.8976,129.1667,193.0193,180.892625,
118.090075,67.951,129.19135,193.0281,180.941625,
118.098525,67.9573,129.2889,193.1835,180.991925,
118.113,67.97285,129.3111,193.1941,181.006775,
118.245,68.0048,129.38115,193.19945,181.016125,
118.280225,68.017925,129.406175,193.20405,181.0307,
118.29235,68.09025,129.4287,193.207675,181.054375,
118.319575,68.106725,129.45565,193.2186,181.059675,
118.34845,68.120875,129.6921,193.22875,181.06215,
118.359225,68.160225,129.762525,193.236225,181.06975,
118.3752,68.16655,129.791325,193.240625,181.20485,
118.413075,68.175675,129.80295,193.2444,181.21185,
118.45625,68.190675,129.807675,193.256325,181.282075,
118.5589,68.2232,129.986325,193.2603,181.3183,
118.628275,68.2585,129.99855,193.266425,181.40075,
118.672925,68.355475,130.061775,193.273,181.4183,
118.699775,68.3775,130.11965,193.279475,181.4428,
118.74935,68.46205,130.1534,193.2829,181.508525,
118.759225,68.4789,130.216325,193.285775,181.545125,
118.771675,68.512725,130.285125,193.2897,181.70835,
118.783025,68.557325,130.286975,193.321475,181.75565,
118.803275,68.6023,130.310575,193.3436,181.773225,
118.8337,68.63595,130.336575,193.3604,181.7824,
118.937425,68.65325,130.3533,193.363525,181.8315,
119.007425,68.671775,130.399775,193.38015,181.86035,
119.0172,68.682025,130.548425,193.399525,182.09055,
119.04655,68.698775,130.59725,193.405725,182.11965,
119.07095,68.71905,130.655375,193.42095,182.167825,
119.09065,68.733275,130.8015,193.445275,182.220975,
119.1089,68.745075,130.859925,194.1128,182.43125,
119.1305,68.75965,130.89795,194.130125,182.460525,
119.15285,68.783525,130.962625,194.171525,182.49335,
119.18355,68.84905,130.997225,194.225025,182.501975,
119.214425,68.8658,131.014775,194.24315,182.521875,
119.359575,68.873725,131.07335,194.247825,182.568425,
119.450625,68.9183,131.101725,194.254,182.7465,
119.47895,68.951475,131.115975,194.26405,182.761575,
119.538625,68.9592,131.165,194.81615,182.942875,
119.556375,69.012675,131.189325,194.82495,182.9526,
119.6355,69.02355,131.4179,194.848275,183.003875,
119.662575,69.0345,131.5426,194.871075,183.036875,
119.70365,69.041925,131.548775,194.8896,183.068075,
119.71755,69.061925,131.6012,194.924075,183.099025,
119.726425,69.072125,131.624625,194.965,183.10665,
119.767425,69.115875,131.771675,194.9731,183.128625,
119.820675,69.13225,131.7735,194.982175,183.1889,
119.98445,69.139075,131.814175,194.9931,183.198375,
120.008775,69.146675,131.8463,195.009425,183.22005,
120.03255,69.156325,131.8624,195.0172,183.354975,
120.055475,69.196625,131.895625,195.0602,183.409425,
120.10345,69.21385,131.900025,195.0955,183.426625,
120.187525,69.230775,131.9087,195.1145,183.4452,
120.230975,69.24645,131.92255,195.126625,183.560775,
120.268825,69.2563,131.937175,195.177325,183.5826,
120.28275,69.265125,131.974625,195.524875,183.66965,
120.296375,69.27255,131.98095,195.530475,183.680125,
120.3329,69.2883,132.021925,195.5348,183.71175,
120.36725,69.3349,132.117825,195.53755,183.728525,
120.405925,69.35045,132.13295,195.54665,183.759625,
120.4163,69.3597,132.23965,195.572875,183.78175,
120.51485,69.393925,132.273325,195.601125,183.82005,
120.54335,69.4108,132.292175,195.86905,183.853325,
120.613925,69.424675,132.308675,195.874175,183.961625,
120.679375,69.44275,132.3424,195.9003,184.028625,
120.705475,69.4522,132.357975,196.159525,184.083075,
120.73445,69.469025,132.381725,196.16775,184.08725,
120.7958,69.520175,132.4149,196.187525,184.097125,
120.83175,69.5424,132.431425,196.19105,184.133075,
120.89965,69.64055,132.47115,196.6852,184.167575,
120.9176,69.818,132.5407,196.6935,184.1846,
120.9442,69.84575,132.554275,196.699775,184.214725,
120.9956,69.8986,132.56895,196.710875,184.23555,
121.03275,69.982925,132.578025,196.717925,184.2976,
121.0551,70.0202,132.639375,196.72835,184.32385,
121.081925,70.0387,132.72025,196.73925,184.3774,
121.171375,70.0664,132.753875,196.7553,184.401225,
121.2229,70.085325,132.78245,196.764725,184.4561,
121.266775,70.098525,132.78585,196.770375,184.533575,
121.336075,70.12215,132.7926,196.795225,184.6051,
121.351025,70.13585,132.794275,196.8052,184.7871,
121.371875,70.15725,132.8172,196.816475,184.86715,
121.396675,70.173325,132.823725,196.862425,184.881975,
121.4512,70.2071,132.85785,196.873525,184.9231,
121.4703,70.246225,132.8705,196.883925,184.9383,
121.489975,70.255,132.89315,196.9389,184.969825,
121.503425,70.2653,132.924425,196.956575,185.0564,
121.53315,70.2741,132.939925,196.9647,185.06675,
121.573175,70.3,132.964025,196.971975,185.081125,
121.6023,70.387775,133.005525,196.980575,185.208325,
121.646825,70.409875,133.227025,196.9967,185.25435,
121.705925,70.4211,133.25115,197.015475,185.2769,
121.753375,70.4372,133.28505,197.06245,185.3007,
121.83505,70.452825,133.292125,197.081525,185.3593,
121.85695,70.474,133.3291,197.1797,185.427875,
121.8777,70.52755,133.340625,197.1869,185.58555,
121.8825,70.537725,133.3607,197.194875,185.646025,
121.889125,70.543475,133.3668,197.206675,185.676225,
121.9647,70.572875,133.389575,197.237725,185.7615,
121.971575,70.58735,133.427275,197.31055,185.804225,
121.997575,70.64495,133.46375,197.33785,185.88075,
122.0111,70.771125,133.48945,197.374375,185.8878,
122.028525,70.85815,133.49955,197.385125,185.9236,
122.050025,70.8821,133.530975,197.4187,185.93115,
122.1085,70.8938,133.572175,197.4357,185.9569,
122.208075,70.908725,133.60065,197.4477,185.982825,
122.2451,70.91385,133.606625,197.456,186.00165,
122.282375,70.921475,133.757375,197.47375,186.037025,
122.336975,70.932225,133.8482,197.78475,186.163075,
122.3462,70.9441,134.07945,197.787325,186.249,
122.353775,70.952125,134.1539,197.79145,186.27285,
122.359175,70.9774,134.18155,197.797575,186.313875,
122.367875,70.989325,134.2474,197.799175,186.37125,
122.3727,70.99605,134.2513,197.80995,186.39275,
122.383525,71.039375,134.330725,197.815525,186.4268,
122.406825,71.056475,134.332825,197.823275,186.444975,
122.46715,71.076775,134.369025,198.0313,186.45455,
122.51445,71.108125,134.42785,198.445775,186.479375,
122.5329,71.1611,134.502625,198.4493,186.491775,
122.55275,71.206075,134.526975,198.4536,186.6683,
122.571175,71.252775,134.540825,198.45995,186.6805,
122.6149,71.2926,134.556575,198.525275,186.697425,
122.660425,71.3141,134.558925,198.530475,186.82045,
122.697725,71.326625,134.573125,198.54465,186.85585,
122.711675,71.33285,134.651775,198.5542,186.858325,
122.72905,71.340475,134.901475,199.4167,187.111625,
122.78545,71.360575,134.9155,199.4254,187.25875,
122.7981,71.3666,134.953,199.434225,187.2936,
122.810875,71.376525,135.0664,199.440775,187.335925,
122.833925,71.40485,135.143775,199.447275,187.351675,
122.880775,71.43545,135.19945,199.45755,187.4721,
122.890525,71.454525,135.267125,199.47175,187.491125,
122.8993,71.465625,135.2895,199.477325,187.5723,
122.918875,71.482275,135.40725,199.486375,187.595375,
122.932375,71.53185,135.483275,199.498425,187.65235,
122.946175,71.556325,135.5005,199.5066,187.761775,
122.96405,71.57425,135.62,199.52835,187.805425,
122.97785,71.604075,135.661625,199.53915,187.8698,
122.994325,71.616775,135.744675,199.590325,187.978375,
123.0246,71.62935,135.787625,199.6045,187.993225,
123.136875,71.64165,135.79535,199.715875,188.01705,
123.1721,71.6513,135.817725,199.740775,188.048475,
123.250275,71.7262,135.8604,199.744825,188.0654,
123.279775,71.742375,135.874,199.76135,188.073225,
123.462775,71.7578,135.94125,199.773225,188.1265,
123.49765,71.80295,135.9938,199.964525,188.165475,
123.563075,71.8189,136.1675,199.996725,188.265975,
123.576175,71.891675,136.20485,,188.3083,
123.627725,71.9009,136.3766,,188.344925,
123.646375,71.9677,136.4764,,188.3776,
123.66515,71.9843,136.488675,,188.385625,
123.6907,72.007775,136.761925,,188.41425,
123.85175,72.0709,136.8048,,188.4365,
123.95265,72.09575,136.88655,,188.501675,
123.972275,72.11315,136.903475,,188.530475,
123.987475,72.120675,136.942075,,188.55345,
124.00005,72.14185,137.157575,,188.577325,
124.02165,72.1863,137.18185,,188.593775,
124.0352,72.206075,137.383225,,188.718525,
124.066925,72.22735,137.3952,,188.727275,
124.07475,72.296,137.402275,,188.75065,
124.113725,72.3217,137.403475,,188.783075,
124.1354,72.3481,137.4675,,188.798775,
124.166375,72.360425,137.577275,,188.81955,
124.18065,72.392975,137.594875,,188.828675,
124.193625,72.440675,137.6033,,188.838,
124.206525,72.482575,137.612125,,188.844575,
124.221925,72.644425,137.787,,188.863925,
124.240375,72.6742,137.822475,,188.9387,
124.2544,72.73875,137.928,,189.0813,
124.27235,72.769125,137.946375,,189.25455,
124.302775,72.8139,137.95045,,189.3166,
124.3358,72.827425,137.956025,,189.37895,
124.396575,72.85765,137.963025,,189.40025,
124.5283,72.8733,137.984775,,189.4086,
124.545625,72.886625,138.0061,,189.411,
124.555875,72.9242,138.034925,,189.435775,
124.5648,72.9394,138.038025,,189.48655,
124.57995,72.971125,138.08115,,189.5132,
124.590175,73.105525,138.100425,,189.570175,
124.5979,73.139675,138.1042,,189.65545,
124.6073,73.17285,138.1216,,189.66675,
124.61555,73.19075,138.1271,,189.685975,
124.6247,73.391025,138.1676,,189.95095,
124.654175,73.424,138.1868,,189.994825,
124.689075,73.45645,138.2086,,190.003425,
124.7312,73.467475,138.215625,,190.025575,
124.741875,73.4743,138.258675,,190.1274,
124.78175,73.478275,138.482475,,190.24955,
124.818875,73.48765,138.53055,,190.443525,
124.856825,73.496325,138.57135,,190.546625,
124.8784,73.5179,138.605475,,190.58495,
124.9136,73.5299,138.7541,,190.6793,
124.949125,73.5498,138.83535,,190.7111,
125.0982,73.56055,138.863425,,190.72905,
125.1266,73.5805,138.960325,,190.7361,
125.138475,73.59375,139.30435,,190.757125,
125.152,73.685975,139.4289,,190.78045,
125.226925,73.85835,139.457025,,190.8812,
125.23755,73.89225,139.5361,,190.91135,
125.246875,73.916425,139.5911,,190.95195,
125.273875,73.9397,139.608025,,190.9742,
125.286725,73.9557,139.659175,,191.0503,
125.3426,73.958225,139.677275,,191.0719,
125.362825,73.976775,139.731175,,191.103525,
125.374975,74.043475,139.782225,,191.19935,
125.401325,74.073775,139.807,,191.348875,
125.41815,74.087225,139.8459,,191.38495,
125.4403,74.107325,139.854375,,191.4023,
125.486075,74.1382,139.866675,,191.45375,
125.56605,74.162625,140.031325,,191.458275,
125.598075,74.2144,140.292525,,191.46625,
125.64265,74.232825,140.4474,,191.508425,
125.723375,74.266025,140.496525,,191.542925,
125.752175,74.27875,140.52125,,191.609375,
125.80255,74.300775,140.5427,,191.6634,
125.822875,74.329725,140.6358,,191.6906,
125.83365,74.353125,140.721725,,191.713925,
125.84085,74.369725,140.72655,,191.80825,
125.84895,74.383225,140.790175,,191.9827,
125.874575,74.439275,140.85335,,192.009625,
125.893525,74.50195,140.892325,,192.065,
125.90595,74.506475,140.902275,,192.10035,
126.00675,74.579725,140.9191,,192.1174,
126.0858,74.581125,140.9345,,192.174075,
126.1377,74.5974,141.0589,,192.1963,
126.1834,74.607425,141.09265,,192.214325,
126.187275,74.68885,141.13095,,192.39555,
126.202075,74.713175,141.272075,,192.479975,
126.254175,74.950975,141.319225,,192.49415,
126.269975,74.984625,141.337775,,192.6898,
126.292,75.01995,141.38755,,192.707725,
126.321775,75.04935,141.3917,,192.724225,
126.340125,75.063625,141.39595,,192.765475,
126.354775,75.073725,141.431225,,192.895325,
126.3947,75.09295,141.436075,,192.9153,
126.45405,75.097225,141.442025,,192.98155,
126.497925,75.105725,141.494,,193.09735,
126.540525,75.18035,141.52035,,193.106125,
126.575525,75.196525,141.547625,,193.123575,
126.6085,75.209425,141.589025,,193.200525,
126.654925,75.21365,141.90625,,193.3745,
126.728325,75.226325,141.913,,193.38935,
126.760725,75.238125,141.9188,,193.436425,
126.809125,75.25085,141.95215,,193.483125,
126.93665,75.25895,141.956225,,193.613625,
126.973575,75.278525,141.98145,,193.695925,
127.003575,75.2927,141.98855,,193.74355,
127.109225,75.30455,142.01345,,193.837375,
127.152325,75.3296,142.018925,,193.928825,
127.318575,75.331475,142.02265,,194.07535,
127.365075,75.41985,142.11735,,194.113625,
127.421075,75.4959,142.15505,,194.144175,
127.489375,75.563575,142.177775,,194.1728,
127.5377,75.585675,142.2063,,194.209025,
127.5519,75.669025,142.4402,,194.2302,
127.56675,75.694875,142.466375,,194.245675,
127.596675,75.710675,142.52605,,194.25315,
127.62485,75.719375,142.54355,,194.264725,
127.682925,75.828775,142.56435,,194.373975,
127.71195,75.853175,142.615275,,194.418375,
127.756575,75.9007,142.6462,,194.495875,
127.842975,75.93015,142.65455,,194.535875,
127.858925,75.964525,142.66165,,194.581275,
127.870375,76.023425,142.7142,,194.603625,
127.882575,76.03575,142.759425,,194.61945,
127.965875,76.058875,142.782375,,194.6858,
128.017425,76.0628,142.815,,194.822375,
128.0724,76.07345,142.964825,,194.9575,
128.1207,76.093925,142.97565,,194.978,
128.16445,76.11095,142.99025,,194.98665,
128.1811,76.132725,143.000975,,195.0518,
128.2137,76.154475,143.012525,,195.070675,
128.222425,76.179375,143.0176,,195.0907,
128.231775,76.2194,143.09995,,195.119525,
128.24405,76.260725,143.151675,,195.171225,
128.2542,76.302125,143.233375,,195.214025,
128.296375,76.330775,143.2629,,195.293675,
128.335325,76.344675,143.279275,,195.426875,
128.357825,76.35395,143.299175,,195.449475,
128.518325,76.3661,143.33625,,195.51045,
128.541275,76.3824,143.550775,,195.64835,
128.60305,76.384875,143.63035,,195.68065,
128.6775,76.41835,143.76015,,195.704525,
128.772625,76.43035,143.768425,,195.75325,
128.81055,76.466,143.769875,,195.8832,
128.8413,76.49475,143.77185,,195.936,
128.855125,76.511525,143.775425,,195.97885,
128.869775,76.546975,143.8297,,196.0226,
128.8811,76.566275,143.836625,,196.10185,
128.93815,76.587225,143.87385,,196.146675,
128.952575,76.62375,143.8846,,196.2097,
128.971125,76.64815,143.89045,,196.34365,
128.987275,76.930975,143.9006,,196.470725,
129.006825,76.95665,143.903675,,196.518975,
129.145725,77.0852,143.93295,,196.57255,
129.2052,77.146125,143.977775,,196.6454,
129.240675,77.1623,143.979775,,196.704175,
129.29135,77.1688,144.056875,,196.749325,
129.30695,77.175,144.352975,,196.817175,
129.31895,77.182525,144.40195,,196.831275,
129.333225,77.19765,144.404975,,196.87995,
129.47075,77.21535,144.4512,,196.930475,
129.507625,77.2216,144.482875,,196.953,
129.5415,77.264625,144.601125,,197.0273,
129.574575,77.33785,144.701425,,197.04865,
129.6046,77.355925,144.703875,,197.10765,
129.6596,77.4358,144.7318,,197.1456,
129.705625,77.560925,144.7624,,197.1679,
129.789075,77.5707,144.949,,197.23315,
129.834925,77.608075,145.27,,197.273275,
129.851175,77.6273,145.315325,,197.30055,
129.86745,77.6361,145.32845,,197.32945,
129.984625,77.64335,145.33275,,197.399575,
130.1076,77.6585,145.335975,,197.60825,
130.2235,77.68645,145.3445,,197.707175,
130.246175,77.6948,145.39335,,197.772975,
130.266775,77.8123,145.40875,,197.788975,
130.279275,77.867575,145.684875,,197.812375,
130.29325,78.016725,145.76495,,197.819875,
130.3072,78.09015,145.783175,,197.8453,
130.36675,78.147575,145.934,,197.898,
130.390875,78.219375,146.03705,,197.935375,
130.41465,78.22795,146.200775,,198.0001,
130.466025,78.23475,146.232575,,198.023975,
130.505025,78.243075,146.254975,,198.03825,
130.530875,78.29095,146.315175,,198.0443,
130.5663,78.309625,146.355275,,198.04965,
130.657475,78.32865,146.374825,,198.0681,
130.721325,78.34755,146.55595,,198.133875,
130.7562,78.3741,146.659625,,198.25625,
130.794975,78.4006,146.796425,,198.2952,
130.8144,78.4198,146.81575,,198.37915,
130.8338,78.43955,146.841075,,198.4279,
130.914075,78.55125,146.876125,,198.4524,
130.97185,78.604375,147.025675,,198.464775,
131.073625,78.6293,147.13455,,198.51085,
131.10635,78.649825,147.292525,,198.518125,
131.127725,78.67515,147.360975,,198.647275,
131.142075,78.687875,147.37395,,198.68385,
131.15365,78.6995,147.508,,198.785975,
131.170725,78.70955,147.756725,,198.85555,
131.18595,78.711275,147.7776,,198.88425,
131.2007,78.73555,147.7949,,198.92325,
131.22115,78.745475,147.849225,,199.0283,
131.273,78.770725,147.864475,,199.13445,
131.30725,79.088975,147.8935,,199.18425,
131.350875,79.11585,147.8969,,199.2105,
131.37275,79.117475,147.915325,,199.2657,
131.40385,79.1281,147.916375,,199.323975,
131.421175,79.135175,147.941525,,199.411225,
131.447575,79.14375,147.9631,,199.42255,
131.50985,79.15585,147.9896,,199.447175,
131.55765,79.166375,147.993575,,199.45505,
131.579625,79.173875,148.017725,,199.472375,
131.655075,79.18445,148.020625,,199.490325,
131.6868,79.202025,148.160925,,199.50925,
131.71395,79.204775,148.22305,,199.540175,
131.9015,79.2328,148.227,,199.62225,
131.92215,79.2397,148.330975,,199.658675,
131.9366,79.3114,148.3646,,199.67585,
131.990475,79.350425,148.459025,,199.70395,
131.997,79.582925,148.46695,,199.7194,
132.009,79.658575,148.4693,,199.76475,
132.048875,79.66525,148.502525,,199.81575,
132.062025,79.672675,148.504925,,199.8975,
132.072275,79.687125,148.512825,,199.926675,
132.0953,79.6974,148.565075,,199.97245,
132.118025,79.69985,148.60065,,,
132.176875,79.731275,148.758825,,,
132.24035,79.7609,148.7788,,,
132.276,79.7995,148.88515,,,
132.29185,79.8989,148.889725,,,
132.314375,79.974675,148.911175,,,
