SPK_SPKC02a (NA),SPK_SPKC05b (NA),SPK_SPKC06a (weak excitation),SPK_SPKC10a (short excitation),SPK_SPKC11a (no effect)
228.830575,320.963625,49.1236,50.2363,58.60805
229.274125,321.979275,49.1548,50.26155,58.630325
229.3215,322.294825,49.2079,50.31895,58.69385
229.61735,322.44415,49.261825,50.346725,58.783875
229.948325,322.45695,49.288725,50.39845,58.826025
230.78735,322.503575,49.317625,50.431425,58.89535
230.817125,322.71815,49.346525,50.519675,58.92195
230.84505,323.515975,49.3759,50.54005,58.941225
230.947525,323.654075,49.41905,50.59955,58.986325
231.6268,323.665325,49.44445,50.67555,59.0319
231.638175,324.38695,49.49505,50.7075,59.223225
231.91025,324.43965,49.538675,50.73145,59.37855
231.95,324.463825,49.586125,50.7714,59.4802
231.987425,324.5076,49.61045,50.83965,59.4837
232.1169,324.578,49.688125,50.89605,59.60075
232.1986,324.611575,49.756725,50.914425,59.621075
232.42855,324.800925,49.7763,50.93795,59.65445
232.58445,324.97985,49.824625,50.9614,59.6678
233.23105,325.1732,49.893875,50.9847,59.68475
233.279225,325.21615,50.05045,51.05565,59.694525
233.4806,325.2398,50.081975,51.073425,59.69905
234.30475,325.313025,50.09395,51.09175,59.706575
234.356625,325.454475,50.0997,51.17715,59.71195
234.419675,325.4604,50.346425,51.260775,59.726425
234.4914,325.506275,50.36285,51.307425,59.7875
234.5648,325.5589,50.41935,51.38525,59.8052
234.58895,325.66695,50.492475,51.422825,59.85075
234.591925,325.787025,50.54325,51.488675,59.8721
234.65275,326.085775,50.638625,51.520675,59.921425
234.663325,326.2224,50.66015,51.538175,59.928175
234.748225,326.3197,50.75675,51.56215,59.9617
234.788125,326.354575,50.82435,51.60155,60.00815
234.81645,326.3945,50.8398,51.625325,60.03095
234.85355,326.46355,50.850425,51.688975,60.05105
235.07415,326.518175,50.9119,51.751,60.069225
235.247575,326.648025,50.9452,51.7821,60.08335
235.288575,326.6769,50.948725,51.84045,60.108
235.38365,326.691825,50.9715,51.878075,60.133175
235.385,326.71205,51.046325,51.9458,60.2246
236.09235,326.817725,51.0652,52.01755,60.239575
236.30395,327.107325,51.095275,52.05285,60.2615
236.4588,327.28,51.160225,52.19615,60.32965
236.730775,327.4275,51.2435,52.216925,60.362875
237.005025,327.58665,51.31685,52.2728,60.426375
237.218425,327.6632,51.401525,52.438875,60.467275
237.577875,327.672375,51.44895,52.482,60.485125
237.604575,327.676125,51.48765,52.5074,60.5073
237.6938,327.6977,51.5163,52.54675,60.54875
237.719175,327.868825,51.54505,52.679025,60.604875
237.733225,327.89605,51.573375,52.778075,60.692125
238.280375,327.909,51.5815,52.803325,60.710775
238.38515,327.966725,51.659525,52.8766,60.827875
238.435275,328.011375,51.6827,52.8891,60.89795
238.6849,328.11145,51.73245,52.949075,60.92455
238.79365,328.320225,51.79145,53.053375,60.93335
238.8532,328.4682,51.815475,53.18385,60.942775
239.704425,328.50675,51.82555,53.208425,60.955275
239.987475,328.59105,51.853675,53.25605,61.01715
240.254625,328.7932,51.91655,53.279725,61.078025
240.262575,328.879425,51.932125,53.364275,61.13185
240.76855,329.03045,51.96335,53.41175,61.160075
241.072025,329.06395,51.988925,53.56555,61.213625
241.2768,329.279625,52.027525,53.5782,61.2651
241.3417,329.37225,52.154925,53.6038,61.295825
241.44765,329.4768,52.252125,53.770875,61.361225
241.47475,329.531575,52.357075,53.812125,61.424925
241.678475,329.54105,52.366,53.837075,61.4548
241.918325,329.569625,52.4078,53.85855,61.501825
242.00945,329.75355,52.48465,53.96905,61.577275
242.02345,330.051575,52.544225,54.030875,61.6121
242.05785,330.3894,52.547175,54.09915,61.720525
243.083675,330.3974,52.605275,54.12715,61.8338
243.3982,330.438975,52.637325,54.149925,61.8684
243.4237,330.49695,52.670825,54.176275,61.922375
243.72735,330.513125,52.72585,54.24035,62.06375
243.747975,330.519225,52.798725,54.267275,62.0773
243.778925,330.75805,52.862075,54.33875,62.085125
243.99415,330.78495,52.872175,54.3782,62.12085
244.326275,330.8188,52.952925,54.4224,62.131675
244.59105,331.028375,52.98585,54.445325,62.153725
245.01605,331.42415,53.0003,54.476825,62.28515
245.125225,331.663925,53.0827,54.499275,62.32725
245.433625,331.90185,53.116875,54.520425,62.3882
245.4422,331.967775,53.155075,54.5997,62.396825
245.57075,332.013625,53.1972,54.6254,62.463075
245.757375,332.068725,53.2814,54.6604,62.487575
245.832325,332.220575,53.316525,54.67515,62.5541
245.9998,332.4261,53.352175,54.712525,62.585975
246.367375,332.566375,53.421475,54.77625,62.680925
246.42175,332.813025,53.457225,54.805975,62.7745
247.001875,332.94285,53.481875,54.997525,62.818975
247.07845,332.9588,53.5833,55.139825,62.828025
247.130375,333.2495,53.624225,55.287025,62.84855
247.206725,333.342725,53.742175,55.327575,62.85805
247.389925,333.372075,53.767275,55.361275,62.90515
247.406825,333.391075,53.800575,55.406925,62.916125
247.713925,334.138475,53.8312,55.4247,62.9309
247.739575,334.482025,53.8788,55.4405,63.002375
247.945225,334.665825,53.896625,55.46205,63.0222
248.7075,335.12105,53.936675,55.578425,63.042525
248.868,335.136075,53.96095,55.604575,63.0658
248.8842,335.25875,54.0013,55.701475,63.1277
248.91735,335.39695,54.054425,55.800325,63.143775
249.309475,335.5481,54.078275,55.825175,63.2466
249.5195,336.0499,54.111675,55.85985,63.269075
249.7149,336.076425,54.1284,55.93485,63.3002
249.767675,336.2903,54.20985,56.051925,63.367675
249.782375,336.4823,54.244125,56.09975,63.4689
249.95155,336.55815,54.26125,56.152925,63.56295
250.40235,336.6434,54.291575,56.2035,63.593975
250.40735,336.70265,54.3378,56.2173,63.761525
250.615325,336.735875,54.34915,56.222825,63.8499
250.62185,336.802825,54.396625,56.243375,63.940425
250.627675,337.1614,54.42285,56.30985,63.9919
250.629725,337.430625,54.51775,56.34455,64.091625
250.6818,337.777025,54.56675,56.428875,64.15165
250.708075,337.9036,54.612775,56.478275,64.17455
250.88085,337.9614,54.643225,56.495875,64.227175
250.980475,338.116125,54.66895,56.56975,64.2907
251.45385,339.195275,54.69145,56.6534,64.460275
251.638425,339.2639,54.752675,56.71335,64.489925
251.960225,339.342075,54.84915,56.735975,64.64155
252.07525,339.4658,54.8871,56.7828,64.660225
252.3337,339.749425,54.9241,56.859975,64.685875
252.56745,340.7445,54.98905,56.929925,64.758725
252.640975,340.8121,55.028325,56.9439,65.039725
252.783275,340.95665,55.062575,56.975225,65.297025
252.969175,341.091325,55.0898,56.99335,65.300925
253.018725,341.1505,55.11035,57.023175,65.315375
253.363275,341.23415,55.1656,57.071375,65.329925
253.5295,341.973425,55.167875,57.159375,65.4043
253.7689,341.99255,55.192325,57.286575,65.483725
253.883275,342.126325,55.2158,57.312,65.611575
254.2049,342.130975,55.26155,57.427225,65.64135
254.429425,342.18915,55.265625,57.523675,65.75195
254.458825,342.2067,55.28225,57.612525,65.76795
254.62035,342.439025,55.3065,57.649825,65.84445
254.851325,,55.319875,57.697275,65.92295
254.884375,,55.3909,57.96055,65.96525
255.110075,,55.41855,58.040975,66.03955
255.1275,,55.43785,58.106075,66.17835
255.155975,,55.4661,58.213875,66.313225
255.441625,,55.502975,58.25565,66.71615
255.57595,,55.5204,58.314925,66.748575
255.7857,,55.57545,58.3358,66.834925
255.976875,,55.663,58.448475,66.87735
256.702625,,55.7006,58.46915,66.8886
256.77085,,55.7133,58.587675,67.01355
256.782525,,55.739125,58.6098,67.0594
256.8486,,55.844575,58.803075,67.121075
257.215575,,55.87895,58.920475,67.2853
257.38235,,55.896175,58.953025,67.310875
257.5892,,55.89855,59.00035,67.451775
257.79525,,55.9266,59.1352,67.586325
257.925375,,56.015775,59.203725,67.59845
258.1011,,56.048775,59.3309,67.6274
258.124875,,56.08735,59.369475,67.63275
258.129575,,56.10755,59.42825,67.794575
258.15345,,56.139425,59.48355,67.828325
258.165725,,56.164475,59.5048,67.852075
258.2937,,56.18115,59.55965,67.928725
258.55115,,56.21075,59.637425,67.9482
258.7303,,56.224675,59.74205,67.963975
258.983975,,56.249025,59.76275,68.015775
259.013775,,56.258875,59.8492,68.056
259.233925,,56.3473,60.022525,68.071225
259.260975,,56.37575,60.115125,68.09755
259.313975,,56.4135,60.269425,68.21895
259.36915,,56.465425,60.4272,68.2637
259.488675,,56.482425,60.462025,68.397875
259.508775,,56.54515,60.4824,68.445225
259.837,,56.57005,60.576475,68.529
260.05805,,56.600475,60.72775,68.6309
260.11455,,56.62725,60.759225,68.743325
260.5312,,56.67635,60.977525,68.7688
260.6068,,56.690525,61.0219,68.79795
260.885975,,56.739075,61.041125,68.96675
260.88925,,56.76425,61.11215,69.03145
260.905225,,56.82655,61.188875,69.0917
261.113125,,56.863425,61.2521,69.110075
261.13105,,56.89965,61.27335,69.205175
261.136125,,57.065625,61.3242,69.24645
261.194875,,57.1116,61.344775,69.2686
261.349175,,57.143975,61.37185,69.348425
261.41275,,57.1627,61.431875,69.430025
261.8545,,57.184775,61.481125,69.4843
261.924925,,57.254025,61.5009,69.806925
262.161975,,57.299375,61.523,69.842325
262.197175,,57.392925,61.5491,69.9282
262.248875,,57.414475,61.637175,69.961125
262.4335,,57.444825,61.83445,69.9971
263.152225,,57.492375,61.8674,70.11705
263.19295,,57.51705,61.9319,70.168475
263.2533,,57.55345,61.97025,70.224425
263.3655,,57.61765,62.037225,70.272475
263.7643,,57.647175,62.077175,70.302525
263.921525,,57.692,62.18405,70.31685
263.956325,,57.752525,62.237025,70.381525
264.0002,,57.76855,62.259525,70.41415
264.08325,,57.7952,62.3169,70.431475
264.170775,,57.8486,62.359525,70.502875
264.675625,,57.882225,62.42775,70.68535
264.985925,,57.977125,62.4874,70.723375
265.05465,,58.05775,62.544975,70.81115
265.12155,,58.121725,62.56475,70.818225
265.29645,,58.1462,62.5983,70.87095
265.506375,,58.18545,62.756975,70.8952
265.592425,,58.241,62.785875,70.913125
265.760425,,58.276375,62.821325,71.055
265.8297,,58.30445,62.860175,71.183225
265.9684,,58.3509,62.895,71.22735
266.19475,,58.370875,62.968475,71.28055
266.27705,,58.3946,63.007725,71.411975
266.408625,,58.414125,63.135,71.4927
266.7103,,58.4292,63.34865,71.518
267.06645,,58.4423,63.4458,71.58035
267.213525,,58.4437,63.5119,71.62555
267.3544,,58.476075,63.548725,71.627725
267.45585,,58.576875,63.58725,71.6677
267.78495,,58.67295,63.713725,71.687825
267.8412,,58.72715,63.745475,71.689975
267.898075,,58.743725,63.9254,71.708225
267.9881,,58.837475,64.10205,71.743425
267.989925,,58.876775,64.230225,71.950775
268.0206,,58.900975,64.3139,72.1472
268.095775,,58.927225,64.4226,72.255875
268.3105,,59.01715,64.73765,72.274125
268.38395,,59.054325,64.771,72.316825
268.4323,,59.1729,65.04885,72.34205
268.501875,,59.2033,65.157625,72.3602
268.56245,,59.23855,65.26185,72.376625
268.6176,,59.252725,65.277275,72.41785
268.8522,,59.305525,65.303225,72.47535
268.95795,,59.32235,65.40045,72.4905
269.119525,,59.32545,65.42625,72.5666
269.383475,,59.352875,65.486425,72.60195
269.696225,,59.424025,65.515825,72.633925
269.7784,,59.4464,65.53445,72.731275
270.3077,,59.50575,65.5618,72.784675
270.48335,,59.56095,65.61055,72.804275
270.7083,,59.601,65.6603,72.920425
270.747275,,59.615125,65.83285,73.069825
270.795075,,59.635525,65.915375,73.191975
270.8287,,59.655375,66.048025,73.23735
270.87765,,59.694775,66.227825,73.256175
270.9555,,59.718525,66.340525,73.266075
271.053525,,59.754875,66.444075,73.276075
271.201525,,59.7687,66.553875,73.324625
271.40595,,59.795675,66.692,73.3667
271.59675,,59.837875,66.708775,73.3847
271.659475,,59.86445,66.786275,73.4686
272.145775,,59.9492,67.008525,73.479025
272.46355,,59.9711,67.11025,73.51105
272.517675,,59.99915,67.632575,73.54405
272.554575,,60.06485,67.80715,73.628775
273.010475,,60.2296,67.877275,73.664075
273.070325,,60.24385,67.8936,73.66935
273.166025,,60.295925,67.9469,73.717275
273.6075,,60.322025,67.968075,73.746825
274.2569,,60.367075,68.001425,74.00425
274.574425,,60.41975,68.170425,74.0409
274.77995,,60.442425,68.3033,74.0759
274.78155,,60.484,68.54905,74.1139
274.823325,,60.530325,68.587475,74.136
274.852275,,60.549075,68.6922,74.176125
274.89545,,60.60305,68.72565,74.1821
275.096475,,60.630025,68.791475,74.3157
275.267325,,60.645,68.819875,74.370275
275.493225,,60.650825,69.147325,74.386675
275.62185,,60.700125,69.184975,74.395925
275.753925,,60.778925,69.268575,74.4273
276.600175,,60.7996,69.4974,74.446425
276.746525,,60.878725,69.517425,74.465175
276.82745,,60.9218,69.603775,74.6774
276.841675,,60.9464,69.662025,74.81885
277.093025,,60.9526,69.8269,74.8453
277.101225,,60.976825,70.011325,74.948025
277.1286,,61.002975,70.0773,74.949225
277.5023,,61.091675,70.167675,74.960375
277.5122,,61.119725,70.3656,75.106025
277.5658,,61.17095,70.461575,75.124075
277.63385,,61.2038,70.54145,75.16825
277.7556,,61.227,70.68335,75.225225
277.823125,,61.26035,70.7263,75.3028
277.88565,,61.283075,70.759325,75.52095
277.993975,,61.35895,70.819375,75.8463
278.0543,,61.47935,71.054875,75.8868
278.086825,,61.566375,71.079775,75.9109
278.126725,,61.6613,71.108475,75.94485
278.18795,,61.717375,71.1365,76.12085
278.38195,,61.7485,71.187125,76.165675
278.494175,,61.7734,71.2756,76.180375
278.70495,,61.857775,71.327775,76.249825
278.77215,,61.909725,71.534475,76.37295
279.246175,,61.96045,71.583925,76.412
279.862325,,62.01385,71.61055,76.454575
279.8976,,62.0225,71.647525,76.48035
280.154175,,62.07975,71.664175,76.550275
280.301575,,62.098125,71.689825,76.6157
280.32925,,62.1542,71.7713,76.63695
280.3694,,62.208975,71.865525,76.765975
280.419375,,62.25935,71.9272,76.86425
280.42475,,62.300975,71.958975,77.021275
280.55335,,62.339725,72.065125,77.102925
280.587725,,62.354275,72.187925,77.181025
280.862875,,62.362025,72.23535,77.193275
281.189,,62.386625,72.253675,77.222925
281.7836,,62.4125,72.2959,77.3329
281.840375,,62.435925,72.32325,77.356525
281.8647,,62.4596,72.345175,77.48795
281.95785,,62.485975,72.38745,77.574875
281.997625,,62.513975,72.526125,77.690625
282.014425,,62.534075,72.597525,77.73555
282.0417,,62.5532,72.664075,77.78745
282.072425,,62.5834,72.72525,77.804975
282.080275,,62.603275,72.8855,77.821325
282.113125,,62.6331,73.1587,77.84395
282.269675,,62.675775,73.224975,77.87595
282.3102,,62.701075,73.26965,78.020975
282.622125,,62.7314,73.3452,78.174825
282.679075,,62.7534,73.379475,78.280125
282.7405,,62.769875,73.39975,78.2974
282.983025,,62.7963,73.444825,78.30915
283.0397,,62.8149,73.479975,78.38515
283.1593,,62.863625,73.5306,78.41385
283.600825,,62.899325,73.55065,78.523675
283.620425,,62.916425,73.62805,78.5732
283.85255,,62.9279,73.71715,78.605275
284.02345,,62.9455,73.963525,78.673825
284.474025,,62.971325,74.028225,78.713075
284.562975,,63.033625,74.0699,78.831575
284.703025,,63.067775,74.1015,78.913625
284.939325,,63.131725,74.135,79.089775
285.136775,,63.137525,74.185125,79.1257
285.200675,,63.25005,74.220425,79.136075
285.5989,,63.2742,74.32,79.141375
285.81695,,63.341225,74.38655,79.15175
285.81955,,63.3874,74.509675,79.158475
286.247425,,63.423775,74.7322,79.2373
286.838675,,63.457025,74.776125,79.2399
286.873975,,63.474825,74.891225,79.26895
286.9895,,63.4887,74.929125,79.29895
287.148475,,63.5198,74.990825,79.3583
287.364875,,63.534275,75.006725,79.40835
287.82365,,63.543675,75.0271,79.463475
288.012475,,63.556625,75.105925,79.4937
288.057425,,63.694825,75.13865,79.537325
288.140575,,63.714075,75.2612,79.574525
288.416875,,63.76135,75.4596,79.622575
288.462925,,63.79845,75.755575,79.62375
288.7812,,63.842025,75.859525,79.657425
288.88145,,63.854425,75.938225,79.67025
289.21955,,63.936675,76.0839,79.761625
289.30725,,63.9831,76.164975,79.792225
289.4199,,64.005775,76.1802,79.883775
289.60835,,64.053275,76.21895,79.915025
289.940925,,64.0837,76.691325,79.972025
290.01735,,64.2452,76.737375,79.988475
290.094475,,64.312875,76.78715,80.0125
290.336675,,64.414675,76.846975,80.022125
290.445275,,64.492725,76.880675,80.0303
290.5516,,64.5276,76.989625,80.0854
290.5832,,64.55525,77.030525,80.168025
290.8382,,64.587475,77.060675,80.19385
290.891975,,64.611825,77.4734,80.23835
290.944425,,64.634375,77.6919,80.2559
290.9953,,64.657175,77.75445,80.273425
291.044725,,64.680525,77.804,80.28655
291.143325,,64.7285,77.84605,80.326575
291.25625,,64.7729,77.908675,80.468575
291.948375,,64.7862,77.928425,80.49445
292.266725,,64.872875,77.952775,80.5206
292.4598,,64.906125,78.1084,80.60235
292.6319,,64.93795,78.1406,80.689425
292.6865,,65.0455,78.2328,80.72465
293.059625,,65.082975,78.28175,81.0938
293.64375,,65.08645,78.3065,81.1041
293.6747,,65.116675,78.590675,81.120525
293.781075,,65.18195,78.64035,81.30215
293.818025,,65.23125,78.6668,81.3694
293.875675,,65.26045,78.72985,81.521875
293.948825,,65.287875,78.77735,81.60205
294.221125,,65.296475,78.85205,81.654275
294.25375,,65.311525,78.9166,81.852575
294.358075,,65.473375,79.174825,81.882175
294.473125,,65.523175,79.19435,81.894475
295.021125,,65.56955,79.207475,81.97565
295.7487,,65.623725,79.2492,82.049275
295.799725,,65.628625,79.27225,82.07455
295.8253,,65.648025,79.34255,82.114075
295.965975,,65.697725,79.619275,82.183975
296.0455,,65.785125,79.66055,82.23485
296.146875,,65.80315,79.8108,82.27075
296.21085,,65.805725,79.902925,82.3977
296.5803,,65.830875,80.09505,82.424175
296.815225,,65.874675,80.20695,82.448275
296.90775,,65.920025,80.361225,82.475075
296.98635,,65.967025,80.439825,82.52375
297.0719,,66.034175,80.47455,82.549675
297.5078,,66.138025,80.507925,82.550725
298.008775,,66.1666,80.7052,82.58595
298.240475,,66.223525,80.7374,82.64145
298.31635,,66.4534,80.8519,82.702325
299.417675,,66.48035,81.0492,82.8221
300.065075,,66.533575,81.1056,82.8447
300.3664,,66.5693,81.14255,82.854925
300.41515,,66.6135,81.16405,82.8717
300.61195,,66.650675,81.409325,82.918
300.6772,,66.671475,81.5645,83.100225
300.844225,,66.6751,81.613975,83.1296
301.042975,,66.7007,81.7128,83.1595
301.0563,,66.72035,81.894375,83.213125
301.208725,,66.74235,82.034625,83.221
301.26025,,66.7815,82.142825,83.25365
301.294025,,66.8491,82.243075,83.3469
301.3712,,66.865375,82.32335,83.395725
301.853825,,66.96285,82.362675,83.458625
301.905375,,67.01065,82.4749,83.5218
302.062925,,67.023225,82.5858,83.5919
302.1987,,67.033475,82.6694,83.59305
302.3195,,67.066725,82.7501,83.845825
302.384375,,67.09085,82.807475,83.985525
302.447425,,67.100375,82.871575,83.9906
302.584925,,67.135625,83.0539,84.03215
302.601475,,67.1678,83.475975,84.08415
302.68,,67.18815,83.5314,84.169375
303.2188,,67.280475,83.609275,84.179525
303.38925,,67.320325,83.747525,84.365225
303.52075,,67.326275,83.850125,84.596825
303.836425,,67.3379,84.11205,84.620825
304.045325,,67.451,84.1471,84.65875
304.1708,,67.4722,84.2509,84.68515
304.2234,,67.50495,84.279875,84.7006
304.328675,,67.57335,84.357875,84.823375
304.86675,,67.629475,84.40025,84.883825
304.9311,,67.637975,84.502525,84.975075
305.024025,,67.67795,84.52825,85.150025
305.1168,,67.710875,84.5911,85.195525
305.44585,,67.730275,84.658625,85.260475
305.58705,,67.7632,84.68995,85.2639
305.9418,,67.795425,84.736225,85.412325
305.984975,,67.80975,85.1739,85.462675
306.132075,,67.83915,85.2401,85.490725
306.176625,,67.87635,85.2838,85.61605
306.94035,,67.911375,85.472075,85.629975
306.994575,,67.9369,85.5536,85.652325
307.11405,,67.964875,85.778025,85.658175
307.36725,,68.0119,85.864,85.802425
307.40135,,68.0252,85.978225,85.818675
307.55175,,68.108775,86.0301,85.85215
307.614475,,68.172225,86.221775,85.873675
307.621625,,68.20065,86.546825,85.93135
307.867075,,68.322325,86.699675,86.34205
307.889925,,68.3603,86.722,86.39795
308.050675,,68.42225,86.747575,86.460625
308.341225,,68.430425,86.798025,86.68145
308.4061,,68.56645,87.257275,86.885125
308.49545,,68.6548,87.398375,87.00265
308.56895,,68.6925,87.491325,87.07345
308.617125,,68.734575,87.55035,87.19295
309.0826,,68.7494,87.80465,87.229975
309.6091,,68.76555,87.954625,87.232675
309.767225,,68.787825,88.01465,87.3021
309.784925,,68.822025,88.038125,87.35055
309.8553,,69.002,88.058325,87.507975
310.1193,,69.061925,88.12995,87.5318
310.150425,,69.164575,88.288125,87.565175
310.225,,69.18945,88.320225,87.65395
310.41925,,69.347225,88.356075,87.697525
310.4343,,69.42555,88.557325,87.713575
310.460675,,69.55855,88.6282,87.7254
310.5142,,69.632225,88.746925,87.748
310.568075,,69.658275,88.77795,87.853325
310.612575,,69.7275,88.857625,87.929625
310.682025,,69.7541,89.17005,88.082075
310.684375,,69.7818,89.40265,88.1187
311.308625,,69.79765,89.48185,88.4655
311.595425,,69.8272,89.58755,88.488825
311.81745,,69.929325,89.61185,88.52495
312.27445,,69.97785,89.6286,88.550125
312.531275,,70.044325,89.8281,88.718
312.607425,,70.09445,89.916525,88.71995
312.6524,,70.146925,90.07945,88.759575
312.7984,,70.177325,90.309375,88.9662
312.84615,,70.19875,90.342225,89.104825
312.9512,,70.2494,90.555375,89.230875
312.99005,,70.263275,90.850075,89.34625
313.253125,,70.27895,91.04715,89.35685
313.30065,,70.2922,91.096,89.657275
313.37915,,70.29795,91.151125,89.71525
313.7932,,70.3061,91.3278,89.791825
313.8345,,70.321925,91.345225,89.87075
313.878025,,70.371725,92.02405,90.0594
314.272875,,70.407525,92.099525,90.1619
314.30915,,70.498925,92.285825,90.35965
314.530825,,70.518525,92.3914,90.396225
314.555625,,70.584975,92.4188,90.51345
314.84605,,70.69475,92.56015,90.601325
314.8691,,70.77915,92.599975,90.633225
315.273475,,70.820275,92.62715,90.75645
315.361775,,70.913975,92.69825,90.847075
315.519125,,70.99485,92.881525,91.015775
315.60305,,71.018325,92.9404,91.049925
315.7771,,71.072975,92.96375,91.233525
316.0422,,71.127575,92.9903,91.2981
316.684825,,71.200875,93.197275,91.54295
317.0117,,71.29675,93.23015,91.565025
317.04265,,71.33425,93.3767,91.65025
317.84205,,71.337725,93.5082,91.689375
319.2302,,71.4285,93.810825,91.745375
319.519725,,71.45375,93.8436,91.791275
319.654575,,71.477425,93.874475,91.81375
319.939325,,71.556625,93.9084,91.839775
320.0534,,71.558025,94.117875,91.86055
320.2235,,71.57335,94.17805,92.024175
320.2383,,71.6059,94.332475,92.0361
320.5358,,71.6394,94.570225,92.062925
320.559025,,71.66145,94.598525,92.1476
320.600125,,71.7085,94.6125,92.178675
320.640125,,71.73875,94.659,92.208575
320.895125,,71.759975,94.727925,92.214125
321.1692,,71.85645,94.8506,92.2507
321.225075,,71.8745,94.928025,92.3084
321.343575,,71.967275,94.976575,92.33025
321.460275,,72.034775,95.648925,92.348
321.486425,,72.060525,95.69335,92.572275
321.845425,,72.12895,95.705275,92.6643
321.854275,,72.161125,95.715325,92.85575
322.129825,,72.189775,95.809225,92.89015
322.16835,,72.207975,95.830975,92.96255
322.536775,,72.30345,96.104625,93.090075
323.093825,,72.3758,96.2102,93.345325
323.163675,,72.391575,96.4289,93.35665
323.199425,,72.410475,96.479325,93.3742
323.247375,,72.422975,96.6401,93.437125
323.6067,,72.42975,96.880875,93.44485
323.651675,,72.475825,97.136075,93.50815
324.0205,,72.487525,97.512775,93.600025
324.174475,,72.498975,97.670775,93.635075
324.221375,,72.53715,97.900725,93.915925
324.400975,,72.597325,97.986475,93.941875
324.68655,,72.702925,98.2213,94.011575
324.7892,,72.71995,98.33015,94.047675
324.916825,,72.76155,98.416275,94.232525
325.25865,,72.7867,98.6917,94.30275
325.436075,,72.8482,98.72165,94.3871
325.597125,,72.873075,98.789175,94.441925
325.627925,,72.909725,98.811975,94.479925
325.75135,,72.937,98.859425,94.698375
325.7824,,72.9488,98.973375,94.790425
325.921425,,72.98755,99.14375,94.81495
326.060525,,73.07005,99.45065,94.8711
326.216975,,73.1244,99.71135,94.918725
326.23905,,73.1617,99.821425,95.041975
326.274475,,73.20785,99.85345,95.075175
326.331775,,73.23165,100.0031,95.105075
326.394975,,73.2483,100.19005,95.148625
326.472925,,73.249325,100.373575,95.1857
326.493375,,73.2925,100.50155,95.294375
326.519525,,73.482425,100.764625,95.38995
326.55075,,73.537825,100.832925,95.438425
326.93975,,73.575425,100.847125,95.499
326.979775,,73.6124,100.962825,95.552825
327.085875,,73.6341,101.006175,95.570225
327.153525,,73.647175,101.3114,95.691
327.280125,,73.721625,101.52065,95.731625
327.297975,,73.76505,102.05235,95.793025
327.490375,,73.78775,102.1385,95.89465
327.5047,,73.915325,102.1744,95.9134
327.51445,,73.923025,102.278125,95.980625
327.59555,,73.949525,102.32425,96.079075
327.684825,,73.998425,102.436325,96.081875
327.6867,,74.022375,102.92455,96.098425
327.7164,,74.0883,103.40595,96.12305
327.90015,,74.152625,103.85995,96.138675
328.04055,,74.20085,103.8904,96.1496
328.163825,,74.231925,103.975325,96.1646
328.4697,,74.288675,104.40195,96.32175
328.498875,,74.3222,104.487575,96.41455
328.625275,,74.340975,104.641425,96.429025
328.66395,,74.374,104.718175,96.5162
328.715075,,74.44455,105.0814,96.57245
328.739275,,74.4627,105.1361,96.622825
328.81905,,74.481025,105.179125,96.728675
328.825475,,74.5327,105.208,96.76565
328.8662,,74.56975,105.535875,96.783175
328.954125,,74.635,105.695475,96.80595
329.05785,,74.7318,105.87865,96.87855
329.172575,,74.750475,106.150075,96.9751
329.29175,,74.829675,106.60395,97.001275
330.24415,,74.8745,106.769275,97.127825
330.334025,,74.91025,106.918275,97.19825
330.473225,,74.92945,106.979025,97.210375
330.54875,,74.99625,107.044075,97.2879
330.619875,,75.070825,107.450975,97.3273
330.795525,,75.105775,107.526725,97.4413
330.86495,,75.13915,107.78075,97.489875
330.93965,,75.23135,108.079025,97.5129
330.977175,,75.3,108.222025,97.64535
331.453175,,75.334325,108.675,97.67095
331.55065,,75.3967,108.819,97.8066
331.758025,,75.463625,109.035775,97.971275
331.811025,,75.58245,109.51195,98.0225
331.827425,,75.607275,109.587375,98.1009
332.051075,,75.62155,109.6283,98.141375
332.07665,,75.636475,109.76955,98.1497
332.3419,,75.68075,109.988975,98.301675
332.37315,,75.826525,110.614375,98.30675
332.412775,,75.852,110.713775,98.474
332.69165,,75.88005,110.9661,98.6029
332.862025,,75.896275,110.987525,98.623875
332.947675,,75.926575,111.0501,98.636775
332.982075,,75.9682,111.249975,98.912775
333.182525,,75.9742,111.3781,98.948275
333.296675,,75.998025,111.748025,98.95695
333.700425,,76.193375,111.878975,99.06685
333.7882,,76.197875,111.928875,99.112375
334.1971,,76.21875,111.9443,99.25215
334.350625,,76.29135,111.964125,99.3364
334.568075,,76.322025,112.181,99.365925
334.700125,,76.32405,112.53775,99.417775
334.72025,,76.419725,112.647625,99.46015
334.77735,,76.42145,112.6753,99.503975
334.8099,,76.5061,113.5716,99.648425
334.83255,,76.5762,113.8197,99.755875
334.908525,,76.6414,114.099475,99.991925
335.002675,,76.731425,114.468425,100.179625
335.18225,,76.8537,115.623975,100.27615
335.422825,,76.90175,115.6616,100.2996
335.51155,,76.9523,115.824225,100.3389
335.754325,,76.983925,115.91465,100.376725
336.001175,,77.0104,116.26825,100.4871
336.32685,,77.047425,116.658825,100.6235
336.453475,,77.089975,116.809575,100.68055
336.555575,,77.1069,116.84095,100.77485
336.73065,,77.208925,117.125675,100.8141
336.84465,,77.245075,117.630325,100.818075
336.90685,,77.348225,117.7613,100.86175
337.399275,,77.545625,118.261675,100.9925
