SPK_SPKC02a (NA),SPK_SPKC05b (NA),SPK_SPKC06a (weak excitation),SPK_SPKC10a (short excitation),SPK_SPKC11a (no effect)
121.711875,193.946475,20.514675,22.59235,27.26615
121.7489,193.9675,20.558475,22.667025,27.272325
121.79185,194.27815,20.63055,22.793325,27.336675
121.8686,194.313125,20.73245,22.81715,27.3544
122.308175,194.346,20.769325,22.9458,27.513325
122.393975,194.7794,20.79465,22.969275,27.547525
122.582725,194.824975,20.830525,23.016575,27.61065
122.656025,194.922825,20.8547,23.0454,27.64195
122.729375,194.970525,20.861975,23.066125,27.6926
122.8229,195.207375,20.9109,23.101125,27.718375
122.953675,195.2727,20.928475,23.1646,27.9937
123.12475,195.308575,20.9705,23.303875,28.04645
123.270025,195.4022,21.062375,23.354175,28.10785
123.375775,195.425425,21.145075,23.41475,28.1592
123.7266,196.051925,21.23155,23.448725,28.2047
124.23065,196.134625,21.305725,23.466125,28.2447
124.35775,196.5159,21.3672,23.5257,28.281475
124.556875,196.540125,21.409225,23.6014,28.324975
124.63815,196.8444,21.48405,23.62715,28.3358
124.7353,197.0814,21.517075,23.661275,28.365025
124.810875,197.172675,21.551525,23.702075,28.384325
125.07415,197.539475,21.5888,23.7547,28.39855
125.250475,197.8898,21.63805,23.82735,28.468025
125.919375,198.227725,21.69185,23.8412,28.4859
125.9926,198.444975,21.75135,23.864525,28.680325
126.082025,198.62815,21.7807,23.91405,28.695125
126.77745,199.065375,21.807,23.941275,28.741875
126.957725,200.20185,21.83565,23.974575,28.794875
127.02825,200.951825,21.8541,24.0273,28.81355
127.213175,201.379575,21.8661,24.0572,28.83865
127.2334,201.62325,21.9261,24.099875,28.8897
127.26225,201.896925,21.969725,24.11075,28.9473
127.715225,201.954425,22.030325,24.131725,28.974575
127.899725,202.137125,22.059,24.15815,29.1864
127.99955,202.225775,22.078,24.18505,29.2152
128.05025,204.20045,22.0875,24.25185,29.272875
128.376775,204.577975,22.114775,24.328425,29.294075
128.841425,204.6938,22.136075,24.41365,29.340075
128.941275,204.808375,22.2719,24.481625,29.3737
129.22745,204.8179,22.30635,24.515425,29.496125
129.354875,204.913925,22.332775,24.5717,29.549225
129.502125,204.9153,22.36745,24.61495,29.604675
129.56085,205.016825,22.397725,24.66115,29.694925
129.61235,205.86615,22.45115,24.722,29.738975
129.654075,206.030725,22.505925,24.80085,29.7624
129.807375,206.242525,22.539025,24.844075,29.78365
129.851775,207.0358,22.556025,24.861625,29.801925
129.8946,207.9524,22.59015,24.886425,29.885475
129.94715,208.18235,22.598975,24.9242,29.9473
130.00165,208.2828,22.654225,24.942425,30.0926
130.04885,208.76455,22.7278,24.970825,30.1789
130.237075,208.794825,22.8133,24.99995,30.233875
130.312425,209.080425,22.913775,25.029675,30.320775
130.493975,209.485875,22.937275,25.074675,30.352575
130.5505,209.796575,23.002925,25.09665,30.4538
130.656175,210.282875,23.030675,25.134,30.49265
130.975025,210.39785,23.0418,25.1698,30.606375
131.36355,210.4136,23.06325,25.22665,30.74405
131.480525,210.42835,23.115125,25.246725,30.75075
132.0606,210.542675,23.18285,25.306975,30.909
132.4811,210.819475,23.2182,25.33055,30.94415
132.570825,210.951225,23.367325,25.3614,30.9765
132.5969,211.129575,23.408225,25.440425,30.999125
132.919225,211.306825,23.433,25.461275,31.03555
133.198475,211.61615,23.44145,25.4785,31.087375
133.945975,211.638775,23.4926,25.5334,31.1249
134.006575,211.8143,23.51735,25.55125,31.2478
134.27425,212.339475,23.526625,25.583875,31.293575
134.331625,213.712975,23.551425,25.670125,31.311825
135.010725,214.1318,23.606975,25.711625,31.35305
135.261675,214.25225,23.634725,25.76315,31.68875
135.325825,214.310025,23.6755,25.791025,31.7259
135.4419,214.363125,23.716625,25.814825,31.73145
135.4615,215.005725,23.762075,25.9603,31.7847
135.516625,215.17265,23.823875,26.00335,31.8012
135.748475,215.63095,23.829075,26.022675,31.838825
136.056625,215.76025,23.85655,26.1742,31.889775
136.088325,215.777875,23.88745,26.235375,31.95945
136.1665,216.153725,23.93785,26.255075,32.0635
136.254975,216.17945,23.993225,26.32035,32.106175
136.52665,216.982475,24.0385,26.338725,32.22305
137.114525,217.073225,24.09935,26.363725,32.28525
137.454525,217.1496,24.129475,26.525075,32.345025
137.647275,217.255875,24.1905,26.548375,32.37715
137.783225,217.287875,24.240225,26.5745,32.429675
137.94575,217.32215,24.334625,26.625125,32.502075
138.30545,217.333,24.372925,26.663575,32.51525
138.331475,217.3784,24.41635,26.684175,32.524775
138.73225,217.947975,24.5118,26.70975,32.53655
138.823925,218.55065,24.5691,26.736075,32.57485
139.00765,218.60345,24.5771,26.7839,32.6275
139.0427,219.041525,24.620275,26.911225,32.6675
139.150675,219.424925,24.6716,26.9495,32.829975
139.186375,219.480425,24.7311,26.968175,32.87885
139.395775,219.834875,24.76445,27.0084,32.90145
139.41885,219.850975,24.767925,27.073875,32.973675
139.647025,219.86465,24.7936,27.098375,33.122875
140.1351,220.33865,24.81315,27.121675,33.153375
140.4021,220.844525,24.8482,27.192425,33.16995
140.53245,221.234375,24.8949,27.2202,33.1797
140.5745,221.3611,24.955075,27.253975,33.212575
140.58415,221.41785,24.990525,27.272175,33.310025
140.675775,221.44195,24.99715,27.291875,33.346875
140.742425,221.90125,25.0206,27.32475,33.3685
140.878875,222.29345,25.107525,27.352075,33.416025
141.017125,223.385575,25.15805,27.399825,33.535375
141.128425,223.5683,25.198975,27.4306,33.56375
141.1883,223.634575,25.225675,27.44825,33.6302
141.2309,223.752375,25.2661,27.4598,33.65975
141.2866,223.81075,25.289625,27.494125,33.6668
141.38925,223.82265,25.297075,27.522325,33.677925
142.45645,223.87595,25.318675,27.5432,33.7192
143.0161,224.2369,25.3977,27.565525,33.757125
143.1006,224.9852,25.48625,27.588825,33.781875
143.316675,225.352125,25.536975,27.622,33.861
143.342925,225.524125,25.6106,27.650925,33.9239
143.423125,225.810825,25.6699,27.693725,33.95095
143.46275,225.89055,25.813475,27.73065,33.962725
143.51215,225.954425,25.8772,27.751775,33.997025
143.791975,226.292,25.98415,27.820725,34.00415
143.824575,226.377275,26.014025,27.894325,34.026125
143.935375,226.80295,26.032625,27.9217,34.04865
144.28075,227.062325,26.034675,27.97405,34.1049
144.615575,227.174925,26.082125,28.032125,34.132075
145.06385,227.2519,26.105925,28.061125,34.168525
145.72845,227.304275,26.113575,28.0712,34.1907
145.736875,227.792075,26.153,28.1351,34.261125
145.8004,227.9461,26.165775,28.150025,34.318875
146.06165,228.1475,26.3039,28.214525,34.360925
146.160975,228.23,26.305325,28.280475,34.399075
146.2596,228.28115,26.399425,28.34115,34.448
146.31685,228.341425,26.4398,28.4014,34.471825
146.4051,228.3943,26.449325,28.42195,34.526425
146.48405,228.5466,26.5512,28.486275,34.634425
146.51875,229.64475,26.5952,28.573825,34.656875
146.8843,229.7796,26.6655,28.638625,34.690825
146.925175,229.882025,26.71005,28.68015,34.7084
147.1877,229.96265,26.72845,28.713875,34.717875
147.3889,230.01645,26.797375,28.786425,34.72925
147.516475,230.0294,26.8429,28.8143,34.854175
147.71445,230.2491,27.05335,28.8385,34.870575
147.95035,230.965125,27.119225,28.865525,34.90095
148.03915,231.195425,27.221575,28.922825,34.93735
148.4465,231.29085,27.26285,28.947125,34.955325
148.7606,231.46005,27.28225,28.977,35.1277
149.202375,232.067025,27.33655,29.00275,35.188475
149.241525,232.1158,27.39745,29.03535,35.239325
149.722475,232.200675,27.43775,29.111775,35.2669
149.76435,232.5478,27.4881,29.139175,35.311725
149.8177,232.573825,27.53035,29.17995,35.331675
149.869625,232.603875,27.565775,29.209575,35.3489
150.162675,232.631025,27.592775,29.2513,35.368025
150.37265,232.806175,27.6154,29.277725,35.405125
150.67455,233.180675,27.636075,29.311975,35.43225
150.716175,233.363925,27.660075,29.3628,35.449925
150.7397,233.41715,27.692475,29.392875,35.46595
150.84615,233.457675,27.708125,29.429975,35.5434
150.869375,233.50635,27.720275,29.5365,35.6748
150.880375,233.524975,27.73665,29.57695,35.688525
150.979225,233.5515,27.835475,29.77835,35.7556
151.0898,233.763675,27.891875,29.82575,35.83395
152.038525,233.82535,27.920325,29.844125,35.847875
152.2268,234.326,27.961,29.905075,35.86145
152.2357,234.4601,28.019525,29.926425,36.0551
152.24675,234.46535,28.0587,29.975275,36.1037
152.281575,234.503,28.07575,30.00385,36.10935
152.621925,234.5291,28.104475,30.0293,36.1222
152.647375,234.550425,28.125225,30.090775,36.135675
153.516325,234.57435,28.141875,30.147075,36.16845
153.751125,234.78655,28.147175,30.161875,36.190825
154.09925,234.7881,28.2329,30.186825,36.20755
154.4896,234.91225,28.300425,30.277275,36.26805
155.02095,234.965525,28.320625,30.300125,36.355075
155.090375,235.018125,28.34755,30.387875,36.40845
155.1635,235.059175,28.358025,30.44545,36.436725
155.3001,235.5558,28.37665,30.523775,36.4878
155.46595,235.696975,28.40655,30.54445,36.525775
156.002925,235.725225,28.429375,30.57145,36.58505
156.1077,236.3618,28.451425,30.604275,36.5908
156.42005,236.418275,28.628225,30.673625,36.633925
156.523075,236.450375,28.65395,30.808575,36.66475
156.839525,236.72875,28.69185,30.841475,36.7303
157.171675,236.832325,28.730325,30.9851,36.8066
157.500425,236.896025,28.777725,31.135775,36.8466
157.9148,237.569625,28.7895,31.253875,36.91695
158.195375,237.7052,28.799175,31.322025,37.037375
158.2811,237.807,28.844425,31.345225,37.10225
158.3733,238.02445,28.8664,31.36235,37.163625
158.556325,238.357275,28.878325,31.38545,37.179825
158.678675,238.4552,28.909375,31.42425,37.237525
158.682025,238.68795,29.017125,31.445975,37.258475
158.899275,239.572725,29.09755,31.48165,37.3139
159.028475,239.65485,29.17285,31.5127,37.331925
159.105425,239.742175,29.1875,31.6125,37.3881
159.32135,240.1256,29.2424,31.668625,37.48165
159.55105,240.33365,29.27885,31.76685,37.527875
159.860525,240.384975,29.31635,31.822425,37.567225
160.12015,240.6674,29.345125,31.8803,37.6322
160.193275,240.788025,29.38325,32.028,37.663475
160.28585,241.34245,29.466075,32.106,37.7082
160.538575,241.38115,29.49455,32.1346,37.737
160.69495,241.54255,29.529075,32.166975,37.833475
160.74625,241.563975,29.561125,32.2722,37.845875
160.855525,241.62475,29.731625,32.366025,37.860075
160.89265,241.65595,29.7437,32.429525,37.9257
160.908475,241.6842,29.799725,32.524625,37.9885
160.93975,241.8276,29.8936,32.552125,38.025325
160.965625,241.993275,29.952725,32.574675,38.105225
161.002625,242.215175,30.037225,32.633775,38.122325
161.16515,242.433875,30.07995,32.665375,38.134425
161.215125,242.945275,30.191775,32.6905,38.152
161.270625,243.057,30.2703,32.708175,38.181725
161.2995,243.37085,30.311,32.767575,38.345775
161.362425,243.751875,30.379,32.802825,38.371
161.805875,243.757175,30.517075,32.860925,38.636725
161.873425,243.789425,30.6026,32.886825,38.656675
161.93225,243.81705,30.67715,32.934175,38.65885
161.987525,243.866525,30.69735,33.008825,38.688775
162.442525,244.616525,30.722175,33.114975,38.823675
162.874625,244.65445,30.725875,33.17955,38.8257
163.143175,244.687675,30.7587,33.226775,38.878
163.30545,244.933225,30.798775,33.3304,38.9796
163.350325,244.993975,30.807775,33.39445,39.018525
163.466575,244.995525,30.855275,33.428525,39.085075
163.537175,245.033925,30.903275,33.611775,39.126075
163.896775,245.430975,30.9235,33.625225,39.132325
164.176525,245.4387,30.95005,33.722725,39.14545
164.2359,245.78145,30.988975,33.742425,39.179775
164.6698,245.791175,31.004375,33.7615,39.250225
164.970075,245.807975,31.050125,33.80385,39.394875
165.219025,245.816275,31.12775,33.98305,39.416275
165.26085,245.82595,31.1491,34.00275,39.42815
165.2681,246.872325,31.17365,34.043175,39.58625
165.51155,246.90595,31.237425,34.059275,39.642575
165.85115,247.398525,31.28685,34.121025,39.7014
166.060525,247.463225,31.310475,34.14125,39.834025
166.19295,248.443575,31.313225,34.160425,39.8739
166.299875,248.44975,31.328675,34.183675,39.96755
166.360875,248.7777,31.36225,34.20735,40.00575
166.434225,249.39355,31.4164,34.22695,40.02125
166.658,249.55075,31.487525,34.26375,40.2157
166.85165,249.7413,31.520125,34.286625,40.3013
166.905825,250.7299,31.559,34.30275,40.3252
166.9576,250.97015,31.627925,34.33875,40.378225
167.195425,251.284675,31.669825,34.40045,40.41
167.500125,251.42385,31.7024,34.436875,40.450825
167.570775,251.64965,31.72545,34.49815,40.500075
168.138525,251.907525,31.7593,34.51815,40.5164
168.2044,252.113875,31.8034,34.5867,40.53825
168.41245,252.38305,31.889575,34.6184,40.560175
168.6126,252.905125,31.973975,34.6625,40.639825
168.795325,252.96795,31.9973,34.7948,40.66945
168.805875,253.077825,32.021475,34.82765,40.70695
168.9426,253.32555,32.046575,34.862075,40.7487
169.1033,253.3611,32.090875,34.913925,40.79875
169.183175,253.4068,32.15625,35.0243,40.88795
169.231975,253.534925,32.181175,35.04165,41.06125
169.7134,253.6585,32.25055,35.069675,41.09085
169.770975,253.68015,32.5031,35.101325,41.1013
170.228975,254.0607,32.5367,35.1637,41.186475
170.2338,254.19495,32.577125,35.230775,41.2047
170.251125,254.8485,32.608925,35.254025,41.24095
170.3076,255.09455,32.6441,35.313775,41.2746
170.4933,255.12055,32.6736,35.33425,41.299575
170.72855,255.128825,32.677375,35.3992,41.452225
170.8277,255.2522,32.7062,35.44025,41.4751
171.1311,255.53265,32.775575,35.509625,41.4889
171.1948,255.5553,32.810975,35.52995,41.60765
171.748575,255.563725,32.83015,35.634925,41.642275
171.9499,255.91705,32.8534,35.722675,41.71475
172.005,256.48575,32.93545,35.75645,41.763375
172.107,256.522325,32.9839,35.8431,41.788525
172.187425,256.953125,33.0223,35.876775,41.8302
172.385775,257.164475,33.0514,35.922375,41.846725
172.621875,257.165825,33.0875,35.951575,41.935275
172.6489,257.282775,33.1275,35.986175,41.997875
172.688425,257.806725,33.16815,36.046125,42.0205
172.71635,258.22305,33.186775,36.0931,42.15915
172.787975,258.3132,33.223775,36.16905,42.34135
173.03165,258.384675,33.286675,36.348325,42.52185
173.197575,258.57005,33.3651,36.383,42.600075
173.826625,258.7064,33.397575,36.424175,42.684925
174.0386,258.915775,33.445425,36.5608,42.7568
174.17745,259.288875,33.552875,36.66905,42.840225
174.2895,259.658,33.568025,36.765225,42.875
174.319,260.64485,33.625725,36.793,42.948
174.663875,260.890675,33.704875,36.8099,42.9752
174.7219,261.0826,33.72945,36.8266,43.234375
174.767125,261.66465,33.734225,36.886275,43.2791
175.00745,261.764175,33.80045,36.984975,43.297675
175.064075,262.181525,33.82215,37.005975,43.341475
175.5121,262.32965,33.8925,37.03175,43.378525
175.5798,262.5908,33.944575,37.070425,43.4102
175.632025,263.058825,33.9759,37.0919,43.469725
176.007475,263.17895,33.9921,37.162025,43.49615
176.195875,263.521925,33.99875,37.18745,43.5343
176.418975,263.57755,34.0074,37.24155,43.54575
176.67605,263.83735,34.035225,37.3095,43.663425
176.94465,264.344825,34.080075,37.36275,43.721125
177.03345,264.674,34.10645,37.386525,43.963675
178.235525,265.077675,34.131925,37.4104,43.965425
178.40165,265.614125,34.158975,37.439075,43.979425
178.52665,266.1253,34.19165,37.51975,43.9949
179.014675,266.24105,34.2232,37.5986,44.02885
179.271625,266.415825,34.2651,37.6362,44.049
179.3766,266.6154,34.3648,37.68975,44.15135
179.436325,266.824875,34.39445,37.718825,44.182925
179.51445,267.307025,34.432225,37.74635,44.204825
179.7135,267.621375,34.43635,37.78015,44.27135
179.890425,267.664475,34.4631,37.889675,44.336275
179.929825,267.790575,34.513225,37.91795,44.459225
180.118725,267.84965,34.514625,37.963175,44.465975
180.256475,267.912175,34.578825,37.9923,44.531325
181.14825,267.93525,34.59875,38.022675,44.548875
181.418375,267.988175,34.6241,38.06285,44.595
181.489475,268.14975,34.67345,38.0841,44.6181
181.613525,268.165075,34.7014,38.137325,44.63475
181.993675,268.2145,34.71255,38.1631,44.658675
182.319125,268.2807,34.749775,38.18505,44.74985
182.476825,268.55035,34.772325,38.2347,44.800525
182.8441,268.78275,34.85755,38.27065,44.91405
183.113,268.92905,34.931675,38.30565,45.225525
184.072875,269.17045,34.937475,38.33175,45.267225
184.257425,269.261,34.971375,38.39805,45.339625
184.86875,269.4293,35.0186,38.4271,45.473675
185.04185,269.441375,35.0511,38.456325,45.5099
185.3534,269.62065,35.07665,38.482175,45.55335
185.413325,269.652675,35.197275,38.52705,45.558725
185.44,269.683125,35.2587,38.61755,45.61225
185.516375,269.766625,35.3491,38.6518,45.63795
185.609125,269.928575,35.368475,38.716975,45.7058
185.840975,270.59145,35.39965,38.743825,45.747725
186.3049,271.0591,35.404725,38.7956,45.77505
186.378425,271.0818,35.4572,38.914175,45.79925
187.009075,271.139875,35.511575,38.9974,45.961775
187.062975,271.1693,35.55595,39.039225,45.970025
187.139825,271.19645,35.565425,39.0796,46.0059
187.23755,271.40955,35.599475,39.112275,46.026825
187.674675,271.4622,35.672,39.2022,46.07415
187.927425,271.837875,35.733625,39.223475,46.10625
188.029375,271.905025,35.7834,39.244725,46.121475
188.079125,272.203225,35.83955,39.276375,46.1456
188.13015,272.456425,35.850425,39.319975,46.188675
188.20515,272.8609,35.8582,39.41615,46.2545
188.207375,273.386275,35.86185,39.487675,46.304025
188.4935,273.401225,35.899175,39.547725,46.31685
189.6708,273.4928,35.918875,39.6041,46.37475
189.767075,273.90685,35.9328,39.63,46.470525
190.1671,274.1521,35.9653,39.66275,46.51015
190.4893,274.2967,36.064725,39.74335,46.681075
190.568725,274.442075,36.116475,39.763775,46.73025
190.680275,274.610675,36.152375,39.79415,46.748225
190.87755,274.689825,36.15665,39.82105,46.774225
191.005225,274.768025,36.195575,39.88915,46.796975
191.02345,275.078575,36.233975,39.91635,46.84765
191.292225,276.5999,36.262075,40.005625,46.9403
191.866775,276.84675,36.336525,40.131625,46.9592
192.0346,277.116075,36.3459,40.153125,46.9705
192.16775,277.689875,36.4131,40.190175,46.990175
192.354825,277.71595,36.472325,40.2721,47.000775
192.425725,277.85925,36.545875,40.299225,47.0115
192.49305,278.156825,36.6257,40.3598,47.037775
192.50905,278.526775,36.669675,40.46635,47.124225
192.810825,278.9638,36.7911,40.4876,47.169875
192.9671,279.286775,36.868275,40.5743,47.183725
193.038225,279.3307,36.918925,40.605,47.19785
193.22735,279.848425,36.934875,40.667875,47.3394
193.399275,280.046625,37.01935,40.730325,47.38255
193.444,280.288625,37.025325,40.7577,47.44805
193.4586,280.338625,37.06055,40.823875,47.522575
193.482,280.49415,37.118975,40.847375,47.6092
193.58465,281.0825,37.1335,40.886825,47.63555
193.639275,281.11365,37.1464,40.948875,47.6616
193.67865,281.1654,37.178025,40.96485,47.697775
193.781125,281.39865,37.215175,40.994225,47.788875
193.818425,281.5094,37.3409,41.015775,47.814025
193.8483,281.564875,37.346125,41.051375,47.8561
193.969725,281.650925,37.382725,41.1236,47.898725
194.062725,281.881475,37.4135,41.153275,47.93715
194.1147,282.0915,37.441475,41.182625,48.031225
194.8637,282.11955,37.517,41.3177,48.101975
195.006775,282.223075,37.5438,41.359675,48.179125
195.123825,282.246325,37.597,41.38535,48.18285
195.5678,282.724775,37.64005,41.419,48.2314
195.700775,282.74965,37.644275,41.447025,48.278025
195.91155,282.785925,37.706,41.537075,48.3219
196.189075,282.974775,37.738775,41.6142,48.38405
196.24935,283.01245,37.81305,41.628475,48.453875
196.2898,283.152875,37.85695,41.6491,48.4841
196.346125,283.48175,37.90745,41.6701,48.503775
196.3774,283.50415,37.9369,41.713975,48.5453
196.42775,283.516,37.943725,41.766175,48.5591
196.496675,283.546625,37.9823,41.8047,48.57725
196.55655,283.917325,38.01735,41.916775,48.5935
196.6811,284.347375,38.077875,41.939875,48.6161
196.779875,284.38035,38.2203,41.993075,48.671225
196.82415,284.7454,38.252875,42.078375,48.68925
197.0694,284.80495,38.2726,42.15195,48.7153
197.09995,285.10865,38.32915,42.181475,48.727225
197.166,285.211775,38.356575,42.199875,48.8481
197.245075,285.564725,38.364275,42.288275,48.996075
197.69945,285.5841,38.456925,42.31125,49.073175
197.9873,285.63405,38.634525,42.3295,49.090775
198.0926,285.97785,38.70785,42.346275,49.130175
198.172475,286.554825,38.8925,42.3684,49.189925
199.262725,286.600725,38.968625,42.434225,49.30405
199.58535,286.707575,39.0122,42.488625,49.351275
199.636825,286.71605,39.1106,42.669175,49.381475
199.760325,286.94865,39.2664,42.690075,49.405925
199.90285,287.0135,39.49255,42.7504,49.459875
200.03105,287.059825,39.5531,42.7743,49.491
200.25415,287.4972,39.648375,42.810075,49.569425
200.286075,288.11845,39.6951,42.929825,49.628875
200.923925,288.459425,39.757375,42.979175,49.750475
200.94845,289.568175,39.800075,43.030225,49.807475
200.98635,289.654275,39.871375,43.124075,49.943
201.06395,289.6699,39.93835,43.16915,49.9555
201.218825,289.6987,39.974525,43.196125,50.06525
201.396075,289.857475,40.09215,43.229375,50.076525
201.5182,289.873375,40.232925,43.264375,50.19845
202.02855,289.875775,40.43125,43.32135,50.23745
202.61015,289.941025,40.46965,43.34455,50.26615
202.65135,290.188425,40.5107,43.390125,50.36315
202.73775,290.3339,40.525275,43.442175,50.4186
203.0203,290.336,40.639975,43.471325,50.431525
203.04875,290.343525,40.651825,43.5016,50.497875
203.0785,290.358925,40.68345,43.60755,50.624125
203.225075,290.4334,40.776675,43.63005,50.64025
203.349025,291.04415,40.93315,43.6541,50.66945
203.391525,291.10345,41.072225,43.6983,50.733075
203.426525,291.613425,41.131025,43.722425,50.771575
203.52585,292.14065,41.2056,43.7607,50.804025
203.757675,292.160525,41.248575,43.791975,50.97365
203.80635,292.3233,41.3526,43.897175,51.026875
203.84105,292.37845,41.411875,44.007175,51.057025
204.42395,292.5115,41.45785,44.046825,51.111575
204.81055,292.524425,41.627975,44.08645,51.17735
204.8985,293.434525,41.677675,44.113025,51.259775
204.949075,293.4538,41.7631,44.151225,51.310525
205.01755,293.51215,41.82615,44.2316,51.39215
205.20865,293.56125,41.87475,44.249625,51.450175
205.4206,294.4689,41.876875,44.4405,51.4848
206.1833,294.5525,41.9519,44.486625,51.54815
206.2319,294.93185,42.199575,44.500225,51.64875
206.2436,295.26905,42.33965,44.50865,51.716775
206.275375,295.643625,42.3918,44.522525,51.775325
206.538625,295.70255,42.4299,44.53595,51.79205
206.692325,295.70615,42.44345,44.55795,51.8703
206.80475,295.717225,42.508575,44.609625,51.939125
207.398675,296.014775,42.571,44.707025,52.0078
207.4441,296.095,42.6665,44.740575,52.044625
207.53135,296.2609,42.72535,44.765975,52.2536
207.724275,296.32595,42.789575,44.822425,52.4354
208.239925,296.3858,42.87895,44.88765,52.7515
208.34535,296.6425,42.9307,45.026575,52.779075
208.5378,296.789325,42.979725,45.0531,52.802525
208.771825,296.89465,43.114125,45.09105,52.8945
209.368825,297.112575,43.17395,45.1453,53.047575
209.42925,297.3123,43.231575,45.1864,53.0723
209.8319,297.357725,43.2984,45.2152,53.15975
210.07015,297.904225,43.36965,45.23975,53.22195
210.093375,298.52655,43.56025,45.260025,53.2885
210.32075,299.24105,43.640325,45.2799,53.350275
210.436175,299.301925,43.7016,45.3705,53.433225
210.4706,299.418675,43.932425,45.4362,53.50465
210.617025,299.440975,43.989525,45.463525,53.565675
210.71655,299.663225,44.01755,45.515,53.60975
210.925875,299.66855,44.04515,45.553175,53.63095
211.0745,299.69165,44.096625,45.57885,53.683825
211.25415,300.012175,44.207625,45.64645,53.687625
211.582725,300.21265,44.44155,45.679225,53.74295
211.6587,300.2571,44.48215,45.7069,53.812325
212.64665,300.29545,44.508375,45.79125,53.86985
213.210575,300.61645,44.563125,45.822325,53.9481
213.2816,300.818975,44.7272,46.024475,54.023475
213.604825,301.5018,44.80315,46.04615,54.099275
213.607175,301.833175,44.839575,46.059575,54.131475
213.7542,301.8598,44.858325,46.106075,54.1565
213.9066,302.053725,44.950925,46.1739,54.21455
213.9513,302.2643,45.189175,46.2038,54.24915
214.06975,302.696325,45.194725,46.2446,54.3224
214.143525,302.972075,45.22245,46.264575,54.42585
214.16375,303.3592,45.267325,46.2788,54.47125
214.239925,303.685975,45.455325,46.3355,54.620125
214.50215,304.19005,45.550075,46.420325,54.73045
214.7805,304.208825,45.573675,46.44,54.769775
214.790875,304.237725,45.6572,46.4581,54.819175
214.808175,304.3669,45.74385,46.58045,54.851775
214.8405,304.6334,45.812275,46.617375,54.916
214.873825,304.64625,45.884175,46.671075,54.9513
215.553125,304.817625,45.92405,46.730725,54.955125
215.94085,304.9511,45.9614,46.75905,55.048175
215.948125,305.774725,46.004575,46.7769,55.079225
215.998125,305.976425,46.06315,46.790375,55.167675
216.012275,306.15805,46.06475,46.807875,55.188875
216.23545,306.482975,46.087775,46.821025,55.24175
216.633025,306.497575,46.103725,46.829875,55.27075
216.8159,307.038975,46.141525,46.839925,55.28715
217.02455,307.4507,46.154725,46.932925,55.330725
217.1789,307.628675,46.168325,46.991875,55.34945
217.687675,307.6518,46.188825,47.00635,55.360825
217.88225,307.6798,46.228225,47.01845,55.380325
218.0138,307.899525,46.28655,47.13595,55.450275
218.135575,307.997425,46.3518,47.1468,55.467375
218.445075,308.511225,46.454275,47.28415,55.523025
218.6092,308.553675,46.474475,47.296625,55.5368
218.83255,308.87605,46.53805,47.33175,55.559475
219.034125,308.92805,46.623775,47.428925,55.582925
219.546925,309.2199,46.647025,47.5087,55.5965
219.57485,309.24365,46.70195,47.57035,55.67125
219.95465,309.304125,46.70405,47.78045,55.69785
219.987225,309.92055,46.766575,47.81515,55.789625
220.05225,310.323275,46.81885,47.896425,55.882425
220.138675,310.35365,46.843375,47.96845,55.894325
220.164675,310.4309,46.9311,48.049275,56.010125
220.231325,310.5623,46.97755,48.0934,56.02985
220.492275,310.8198,47.027875,48.13785,56.05305
220.712325,310.8522,47.089025,48.16065,56.083125
221.17555,311.0046,47.19775,48.182625,56.10565
221.41285,311.146525,47.21565,48.213625,56.286525
221.589575,311.176,47.2847,48.24525,56.392625
221.625325,311.57515,47.3136,48.27085,56.41445
222.170175,312.066575,47.383225,48.296975,56.42505
222.287625,312.266375,47.392075,48.344825,56.45685
222.2933,312.5821,47.422575,48.3797,56.4903
222.41915,313.307425,47.440775,48.413525,56.5075
222.758125,313.6497,47.50545,48.431175,56.524975
223.091725,313.682875,47.587875,48.443,56.666625
223.206725,313.818225,47.61955,48.46975,56.6866
223.323225,314.0459,47.63345,48.482775,56.7135
223.46935,314.29035,47.65155,48.64415,56.810025
223.86935,314.552275,47.68905,48.6786,56.8142
224.18115,314.66,47.70445,48.79115,56.829825
224.26595,314.699025,47.8043,48.817175,56.843675
224.3809,314.71385,47.815025,48.828325,56.8901
224.555925,314.757825,47.897575,48.961975,56.90945
224.582675,315.02955,47.923225,49.02285,56.9922
224.650375,315.0344,48.00665,49.113225,57.0812
224.7657,315.063125,48.046675,49.132575,57.1058
226.046975,315.334125,48.10265,49.2187,57.169425
226.1731,315.4681,48.2517,49.2477,57.252575
226.486625,315.501275,48.445525,49.400275,57.30385
226.5852,315.5982,48.46405,49.421025,57.31215
226.611975,315.6401,48.49005,49.443775,57.427425
226.8385,316.05815,48.5187,49.470325,57.54115
227.098425,316.804525,48.585475,49.51135,57.6244
227.294925,316.9266,48.620725,49.534025,57.665
227.958225,317.2869,48.643125,49.557725,57.696725
227.962575,317.30155,48.670675,49.591975,57.73685
227.96445,317.495825,48.72575,49.62055,57.75765
228.000575,317.819775,48.759325,49.684225,57.83025
228.070925,317.88485,48.824,49.716,57.92075
228.077975,318.1373,48.87875,49.74915,57.9232
228.115525,318.596025,48.8905,49.842025,57.954525
228.2446,318.602525,48.967675,49.871325,58.065875
228.30135,318.777725,48.969625,49.914925,58.09945
228.4415,318.9869,49.071975,49.960525,58.135225
228.46555,319.022525,49.0947,50.03465,58.485975
228.487525,319.44795,49.117025,50.048425,58.581075
