SPK_SPKC04a (excited),SPK_SPKC04b (excited),SPK_SPKC12a (excited)
36.427775,464.4692,
36.43,464.490975,
36.44955,464.513475,
36.47155,464.525675,
36.4879,464.627175,
36.49895,464.6571,
36.513225,464.700775,
36.5213,464.8111,
36.53665,464.871875,
36.625975,465.0279,
36.64375,465.05235,
36.65505,465.1067,
36.679575,465.19175,
36.7091,465.309,
36.732825,465.322,
36.75405,465.336575,
36.75825,465.34005,
36.771225,465.352225,
36.77285,465.45035,
36.800825,465.48135,
36.81555,465.698975,
36.821525,465.864975,
36.885675,465.8729,
36.89315,465.972175,
36.904375,466.222075,
36.922975,466.2527,
36.963175,466.32425,
37.051875,466.3632,
37.06395,466.40655,
37.079425,466.430475,
37.132375,466.460225,
37.180475,466.4994,
37.196725,466.735975,
37.217525,466.738775,
37.2342,466.793475,
37.290375,466.808375,
37.315525,467.16095,
37.32435,467.207475,
37.358975,467.327075,
37.3674,467.445,
37.380025,467.57275,
37.409625,467.79155,
37.44085,467.8281,
37.446975,467.8694,
37.46565,468.114675,
37.483425,468.17375,
37.514125,468.26915,
37.551825,468.2723,
37.559675,468.3143,
37.598325,468.36185,
37.612725,468.36425,
37.64775,468.516275,
37.68625,468.590325,
37.7363,468.5991,
37.7665,468.6152,
37.770025,468.64085,
37.8015,468.67485,
37.820075,468.71505,
37.848675,468.82535,
37.87525,469.1075,
37.892775,469.154175,
37.975325,469.197,
37.99895,469.4109,
38.010125,469.683475,
38.024475,469.710775,
38.028025,470.000925,
38.07325,470.004725,
38.105025,470.27315,
38.1271,470.4153,
38.17815,470.64795,
38.19235,470.712825,
38.195725,470.8126,
38.223075,471.02335,
38.253025,471.0726,
38.282125,471.097025,
38.3074,471.21105,
38.3196,471.2623,
38.342825,471.343875,
38.41005,471.3931,
38.4283,471.50045,
38.438075,471.712575,
38.48315,471.723525,
38.5033,472.128625,
38.516875,472.152,
38.554975,472.161175,
38.5889,472.253,
38.603875,472.290325,
38.73135,472.4946,
38.7779,472.4981,
38.8045,472.90475,
38.8563,473.035175,
38.86435,473.1395,
38.988075,473.246075,
39.000575,473.257975,
39.034925,473.31485,
39.092825,473.399275,
39.123525,473.60495,
39.19685,473.69125,
39.254825,473.717475,
39.3165,473.857825,
39.3875,473.8742,
39.389625,474.3486,
39.409025,474.360375,
39.7022,474.452075,
39.773975,474.575325,
39.782,474.73335,
39.807925,474.792075,
39.84555,474.8931,
39.888875,474.975625,
39.96575,475.0042,
39.971475,475.1926,
39.973825,475.213625,
40.131025,475.30985,
40.170225,475.5324,
40.212425,475.67315,
40.27055,475.68185,
40.347775,476.40275,
40.4163,476.4947,
40.453575,476.78195,
40.48975,476.95505,
40.494575,477.0144,
40.557275,477.050475,
40.57915,477.097075,
40.60895,477.20195,
40.6197,477.480625,
40.6466,477.695125,
40.683925,477.794875,
40.71225,477.827325,
40.73205,477.87385,
40.8629,478.11365,
40.881275,478.190975,
40.914,478.3442,
41.067175,478.363675,
41.097725,478.386725,
41.15735,478.6436,
41.1984,478.72255,
41.2878,479.0117,
41.336,479.08925,
41.47065,479.10275,
41.5023,479.37645,
41.645025,479.446125,
41.84405,479.520575,
42.000575,479.6822,
42.1508,479.6994,
42.261875,479.806325,
42.30285,479.878425,
42.411825,480.027425,
42.439975,480.0301,
42.474425,480.216825,
42.492475,480.306425,
42.5231,480.594225,
42.533975,480.7203,
42.5859,481.064525,
42.68385,481.32205,
42.68915,482.747275,
42.716125,483.584375,
42.73055,483.844025,
42.76485,484.068925,
42.785625,484.37705,
42.815375,484.42415,
42.85305,486.488125,
42.86205,486.86435,
42.88105,487.520125,
42.897775,487.5545,
42.91165,487.682725,
42.9154,487.90745,
42.9439,488.05205,
42.9669,488.185825,
42.96985,488.226275,
42.98495,488.247575,
43.007025,488.255275,
43.0258,488.3552,
43.035325,488.582775,
43.064675,488.753525,
43.067425,489.022975,
43.1298,489.0282,
43.136525,489.147425,
43.141825,489.28675,
43.187075,489.994975,
43.202275,490.088375,
43.23295,490.52935,
43.2497,490.5908,
43.264225,491.139525,
43.277325,492.048925,
43.301575,492.072825,
43.304475,492.101225,
43.321525,492.145075,
43.374775,492.162775,
43.3972,493.1984,
43.4142,493.836975,
43.418,493.96645,
43.428875,494.04565,
43.4479,494.719675,
43.461725,494.816025,
43.469625,494.943225,
43.474475,494.9975,
43.537925,495.035775,
43.55925,495.160275,
43.5791,495.3079,
43.5966,495.6196,
43.609825,495.664075,
43.6285,496.394225,
43.66705,496.64095,
43.680725,496.71895,
43.737725,496.74705,
43.7476,496.895125,
43.78805,497.11935,
43.805825,497.13635,
43.817975,497.213425,
43.869575,497.693275,
43.932825,497.8711,
43.947225,498.104825,
43.988475,498.20495,
44.079175,498.27695,
44.1262,498.30925,
44.1829,498.743825,
44.18935,498.792675,
44.20685,498.797975,
44.2308,499.448725,
44.247475,499.61165,
44.28815,500.2572,
44.3078,500.3223,
44.3287,500.369125,
44.345475,500.398325,
44.393675,,
44.4345,,
44.45085,,
44.47045,,
44.5091,,
44.516925,,
44.5552,,
44.566,,
44.586275,,
44.592775,,
44.6151,,
44.63715,,
44.65395,,
44.6844,,
44.696025,,
44.73055,,
44.742525,,
44.7739,,
44.8278,,
44.845475,,
44.86965,,
44.924025,,
44.943375,,
44.98615,,
45.009775,,
45.02375,,
45.070275,,
45.09855,,
45.12235,,
45.143825,,
45.178125,,
45.193225,,
45.204675,,
45.20845,,
45.233375,,
45.240175,,
45.245375,,
45.354,,
45.37055,,
45.40115,,
45.457775,,
45.483025,,
45.502,,
45.525625,,
45.543675,,
45.55025,,
45.56815,,
45.5781,,
45.58665,,
45.60625,,
45.6111,,
45.626175,,
45.636875,,
45.6735,,
45.724075,,
45.7648,,
45.79155,,
45.82695,,
45.836975,,
45.85095,,
45.871375,,
45.8792,,
45.887875,,
45.91365,,
45.93845,,
45.95605,,
45.9707,,
45.999875,,
46.00705,,
46.017975,,
46.05455,,
46.062875,,
46.08625,,
46.097325,,
46.1165,,
46.1408,,
46.168775,,
46.2147,,
46.24425,,
46.257675,,
46.2673,,
46.28005,,
46.30715,,
46.320025,,
46.333525,,
46.3525,,
46.361525,,
46.371025,,
46.38475,,
46.438725,,
46.467075,,
46.487825,,
46.527775,,
46.5466,,
46.549075,,
46.563875,,
46.57835,,
46.595925,,
46.6029,,
46.61305,,
46.6484,,
46.6652,,
46.67505,,
46.69445,,
46.71045,,
46.74775,,
46.769375,,
46.787575,,
46.809125,,
46.8316,,
46.856975,,
46.92095,,
46.936225,,
46.9458,,
46.9656,,
46.981475,,
47.01535,,
47.039925,,
47.05115,,
47.0622,,
47.073375,,
47.075625,,
47.097325,,
47.161375,,
47.2147,,
47.229275,,
47.24735,,
47.25995,,
47.300175,,
47.31845,,
47.5067,,
48.125375,,
48.177075,,
48.2456,,
48.281925,,
48.317525,,
48.32705,,
48.358975,,
48.369175,,
48.3792,,
48.427775,,
48.456125,,
48.4655,,
48.473475,,
48.5153,,
48.519275,,
48.578125,,
48.7101,,
48.74075,,
48.754275,,
48.789375,,
48.84905,,
48.852075,,
48.891775,,
48.9034,,
48.9258,,
48.946075,,
48.967225,,
48.99045,,
48.996625,,
49.04255,,
49.049,,
49.07085,,
49.0985,,
49.115025,,
49.13625,,
49.147475,,
49.171225,,
49.23465,,
49.26425,,
49.27425,,
49.276425,,
49.289525,,
49.30725,,
49.3146,,
49.327875,,
49.347525,,
49.366325,,
49.427525,,
49.45405,,
49.5057,,
49.511175,,
49.62645,,
49.67165,,
49.716925,,
49.721925,,
49.732,,
49.79125,,
49.805175,,
49.818375,,
49.8219,,
49.832675,,
49.890375,,
49.91305,,
49.921175,,
49.93695,,
49.9948,,
50.01985,,
50.025875,,
50.1045,,
50.1088,,
50.140725,,
50.172575,,
50.202125,,
50.2078,,
50.23475,,
50.26455,,
50.28685,,
50.2889,,
50.308475,,
50.3357,,
50.342,,
50.3768,,
50.39615,,
50.398525,,
50.415325,,
50.438875,,
50.444475,,
50.44785,,
50.464175,,
50.49715,,
50.52315,,
50.5392,,
50.558125,,
50.5753,,
50.6156,,
50.63945,,
50.6808,,
50.6865,,
50.71215,,
50.71925,,
50.7442,,
50.7505,,
50.7569,,
50.775125,,
50.924725,,
50.9984,,
51.038625,,
51.0447,,
51.217175,,
51.433725,,
51.530325,,
51.538375,,
51.57135,,
51.5754,,
51.576925,,
51.604075,,
51.6224,,
51.65005,,
51.741725,,
51.802375,,
51.806,,
51.859675,,
51.905475,,
51.969975,,
52.000025,,
52.0193,,
52.0482,,
52.062775,,
52.0779,,
52.079425,,
52.08835,,
52.111175,,
52.21885,,
52.3382,,
52.3735,,
52.442475,,
52.45445,,
52.46735,,
52.48015,,
52.488725,,
52.583,,
52.61265,,
52.6603,,
52.771925,,
52.93215,,
52.9538,,
52.977675,,
53.01555,,
53.030275,,
53.066675,,
53.112075,,
53.130375,,
53.1323,,
53.147075,,
53.194875,,
53.2399,,
53.29545,,
53.302925,,
53.313525,,
53.334225,,
53.3411,,
53.358,,
53.38145,,
53.3854,,
53.42195,,
53.4964,,
53.5247,,
53.542925,,
53.55215,,
53.573875,,
53.5837,,
53.591775,,
53.6277,,
53.671325,,
53.74175,,
53.767025,,
53.77835,,
53.818975,,
53.863825,,
53.900975,,
53.90575,,
53.9723,,
53.97545,,
53.9775,,
54.00315,,
54.028475,,
54.0364,,
54.08795,,
54.098375,,
54.10525,,
54.18165,,
54.295575,,
54.444825,,
54.452075,,
54.46865,,
54.481575,,
54.483175,,
54.495575,,
54.522575,,
54.7513,,
54.76725,,
55.043925,,
55.05175,,
55.065775,,
55.08675,,
55.101875,,
55.159425,,
55.174175,,
55.1902,,
55.196525,,
55.2,,
55.239525,,
55.258575,,
55.26975,,
55.31175,,
55.3439,,
55.36745,,
55.396575,,
55.415375,,
55.472375,,
55.487075,,
55.496225,,
55.50245,,
55.866975,,
55.89105,,
55.901325,,
55.908275,,
55.925625,,
55.9314,,
55.9449,,
55.959,,
55.9694,,
55.976425,,
55.9918,,
56.016325,,
56.03855,,
56.052775,,
56.184,,
56.338875,,
56.35885,,
56.42365,,
56.43845,,
56.514575,,
56.524925,,
56.542275,,
56.566175,,
56.576675,,
56.59565,,
56.643525,,
56.686875,,
56.7088,,
56.82885,,
56.84805,,
56.885325,,
56.934775,,
56.9914,,
57.01215,,
57.02425,,
57.0491,,
57.0709,,
57.09125,,
57.110925,,
57.139925,,
57.152725,,
57.1751,,
57.198025,,
57.2659,,
57.30835,,
57.341575,,
57.353675,,
57.362175,,
57.374675,,
57.387075,,
57.4707,,
57.49335,,
57.714475,,
57.77065,,
57.80935,,
57.832425,,
57.900125,,
57.922625,,
57.952675,,
57.9573,,
57.982775,,
57.9879,,
58.0081,,
58.027125,,
58.036175,,
58.0662,,
58.10175,,
58.10375,,
58.198625,,
58.218125,,
58.248925,,
58.317575,,
58.3339,,
58.3456,,
58.365325,,
58.3782,,
58.3984,,
58.41705,,
58.4413,,
58.455725,,
58.464425,,
58.506675,,
58.51795,,
58.52925,,
58.5927,,
58.705525,,
58.7173,,
58.742575,,
58.7515,,
58.753025,,
58.7547,,
58.77655,,
58.7992,,
58.8084,,
58.8212,,
58.86455,,
59.069725,,
59.12035,,
59.129225,,
59.1535,,
59.16495,,
59.216825,,
59.30745,,
59.31475,,
59.3162,,
59.34055,,
59.399975,,
59.45745,,
59.466175,,
59.486425,,
59.5212,,
59.5519,,
59.570075,,
59.58345,,
59.6389,,
59.682425,,
59.69635,,
59.69985,,
59.74255,,
59.7685,,
59.802775,,
59.8188,,
59.830975,,
59.84245,,
59.859625,,
59.87215,,
59.899225,,
59.9833,,
59.996625,,
60.00255,,
60.026075,,
60.0343,,
60.03595,,
60.11515,,
60.14455,,
60.156475,,
60.171225,,
60.183625,,
60.19245,,
60.23025,,
60.249925,,
60.295575,,
60.30685,,
60.315675,,
60.323225,,
60.33575,,
60.35365,,
60.429875,,
60.4516,,
60.4649,,
60.488875,,
60.507675,,
60.522975,,
60.54195,,
60.5646,,
60.58345,,
60.6634,,
60.692,,
60.7526,,
60.784425,,
60.795475,,
60.82865,,
60.860625,,
60.9945,,
61.01,,
61.0894,,
61.099475,,
61.126125,,
61.175675,,
61.214175,,
61.23635,,
61.2399,,
61.2633,,
61.2789,,
61.2904,,
61.305225,,
61.326475,,
61.338575,,
61.370225,,
61.421525,,
61.4724,,
61.478125,,
61.48785,,
61.51755,,
61.528475,,
61.549275,,
61.551925,,
61.570625,,
61.601025,,
61.606025,,
61.6189,,
61.6345,,
61.662575,,
61.724025,,
61.747675,,
61.771925,,
61.773775,,
61.790875,,
61.865575,,
61.8676,,
61.879275,,
61.92455,,
61.94635,,
61.9631,,
62.006225,,
62.0541,,
62.06745,,
62.085025,,
62.096625,,
62.1357,,
62.1453,,
62.1616,,
62.276875,,
62.292125,,
62.337975,,
62.3399,,
62.367775,,
62.4319,,
62.4749,,
62.5017,,
62.56755,,
62.6086,,
62.64635,,
62.6639,,
62.673925,,
62.70595,,
62.71655,,
62.721475,,
62.7314,,
62.773925,,
62.7901,,
62.80915,,
62.82515,,
62.8337,,
62.84955,,
62.86305,,
62.927775,,
62.93285,,
62.978325,,
63.058725,,
63.16535,,
63.167075,,
63.2086,,
63.2368,,
63.269725,,
63.370075,,
63.431275,,
63.444825,,
63.517725,,
63.632475,,
63.684225,,
63.75375,,
63.76605,,
63.817125,,
63.857475,,
63.8768,,
63.9103,,
63.95345,,
64.038475,,
64.041875,,
64.102725,,
64.13215,,
64.203175,,
64.250925,,
64.34705,,
64.35155,,
64.36645,,
64.401675,,
64.412975,,
64.453625,,
64.4614,,
64.491225,,
64.519575,,
64.53415,,
64.5599,,
64.561925,,
64.595025,,
64.6076,,
64.644525,,
64.672275,,
64.714225,,
64.721775,,
64.75215,,
64.771375,,
64.811775,,
64.82345,,
64.878525,,
64.91495,,
64.94365,,
64.9679,,
65.021775,,
65.026675,,
65.043575,,
65.075475,,
65.113,,
65.132775,,
65.14555,,
65.1814,,
65.200275,,
65.287225,,
65.292325,,
65.303875,,
65.319475,,
65.325075,,
65.35265,,
65.374825,,
65.389925,,
65.4105,,
65.42915,,
65.44125,,
65.5283,,
65.5376,,
65.54675,,
65.5763,,
65.598625,,
65.618425,,
65.6272,,
65.65095,,
65.661025,,
65.679675,,
65.705325,,
65.722875,,
65.744925,,
65.8011,,
65.82975,,
65.83615,,
65.84625,,
65.854775,,
65.877025,,
65.88365,,
65.92005,,
65.9752,,
65.982,,
65.998875,,
66.010125,,
66.016175,,
66.029375,,
66.07115,,
66.10735,,
66.12455,,
66.129975,,
66.1374,,
66.150425,,
66.194025,,
66.2375,,
66.25185,,
66.269825,,
66.28425,,
66.29095,,
66.31165,,
66.349925,,
66.363175,,
66.392825,,
66.404375,,
66.407475,,
66.46725,,
66.483525,,
66.505975,,
66.5235,,
66.52915,,
66.5475,,
66.562625,,
66.5676,,
66.5953,,
66.607275,,
66.6552,,
66.6784,,
66.722625,,
66.749875,,
66.7826,,
66.804225,,
66.832675,,
66.838675,,
66.84445,,
66.855075,,
66.88245,,
66.902575,,
66.941925,,
66.969975,,
67.0018,,
67.0462,,
67.0605,,
67.087025,,
67.11565,,
67.1385,,
67.14975,,
67.1627,,
67.2039,,
67.21305,,
67.227375,,
67.26525,,
67.27035,,
67.29035,,
67.3094,,
67.355125,,
67.3942,,
67.401375,,
67.42285,,
67.4336,,
67.45995,,
67.49345,,
67.513225,,
67.515125,,
67.52795,,
67.5901,,
67.6022,,
67.6271,,
67.65325,,
67.67995,,
67.688375,,
67.70975,,
67.7301,,
67.748775,,
67.777875,,
67.795875,,
67.855225,,
67.883825,,
67.912425,,
67.927,,
67.950175,,
67.974125,,
68.012725,,
68.028125,,
68.05,,
68.07065,,
68.090875,,
68.1483,,
68.15525,,
68.17785,,
68.192225,,
68.20145,,
68.22875,,
68.23815,,
68.2495,,
68.260125,,
68.26485,,
68.2806,,
68.31695,,
68.348125,,
68.37275,,
68.400225,,
68.4032,,
68.417975,,
68.456425,,
68.468625,,
68.482525,,
68.4939,,
68.518725,,
68.531325,,
68.601225,,
68.618825,,
68.638475,,
68.649775,,
68.66785,,
68.6889,,
68.693075,,
68.710825,,
68.74145,,
68.773825,,
68.829925,,
68.832675,,
68.849075,,
68.8666,,
68.875125,,
68.90195,,
68.90895,,
68.916625,,
68.92615,,
68.9461,,
68.9506,,
68.97235,,
68.982725,,
68.99725,,
69.013375,,
69.0247,,
69.0455,,
69.12775,,
69.149125,,
69.15825,,
69.171925,,
69.18395,,
69.229725,,
69.235525,,
69.31525,,
69.348875,,
69.3702,,
69.39335,,
69.3977,,
69.434575,,
69.4975,,
69.50895,,
69.623825,,
69.755,,
69.7873,,
69.8395,,
69.881275,,
69.924725,,
69.9341,,
69.9691,,
70.0104,,
70.032475,,
70.035,,
70.0488,,
70.087025,,
70.122225,,
70.144375,,
70.169925,,
70.20805,,
70.2557,,
70.2581,,
70.268675,,
70.28555,,
70.367375,,
70.39815,,
70.42195,,
70.42675,,
70.4283,,
70.479875,,
70.48175,,
70.504425,,
70.52375,,
70.528,,
70.543275,,
70.5488,,
70.578325,,
70.609125,,
70.643825,,
70.656925,,
70.677325,,
70.70505,,
70.708375,,
70.739975,,
70.74415,,
70.75865,,
70.809025,,
70.828375,,
70.85165,,
70.896225,,
70.9394,,
70.970325,,
70.99445,,
71.0092,,
71.028375,,
71.0413,,
71.0518,,
71.0812,,
71.0971,,
71.100725,,
71.1287,,
71.157375,,
71.195275,,
71.290475,,
71.305725,,
71.325925,,
71.347975,,
71.36775,,
71.388525,,
71.41655,,
71.444975,,
71.46265,,
71.5035,,
71.581325,,
71.60255,,
71.6077,,
71.63645,,
71.692425,,
71.7264,,
71.770875,,
71.797925,,
71.8246,,
71.84025,,
71.864975,,
71.902175,,
71.97225,,
72.0511,,
72.32355,,
72.465125,,
72.558675,,
72.925375,,
73.978875,,
74.011625,,
74.0747,,
74.170825,,
74.217725,,
74.263575,,
74.27525,,
74.30825,,
74.3413,,
74.3708,,
74.537025,,
74.5729,,
74.60155,,
74.611875,,
74.645,,
74.651425,,
74.6582,,
74.671125,,
74.68965,,
74.711125,,
74.7284,,
74.73905,,
74.74765,,
74.765825,,
74.77685,,
74.780275,,
74.7957,,
74.82865,,
74.870025,,
74.9067,,
74.922925,,
74.93185,,
74.951075,,
74.957125,,
75.01405,,
75.02375,,
75.045,,
75.054725,,
75.08905,,
75.152975,,
75.167175,,
75.1924,,
75.2225,,
75.248875,,
75.284325,,
75.30815,,
75.3174,,
75.516625,,
75.53685,,
75.5434,,
75.5623,,
75.582075,,
75.646825,,
75.65245,,
75.7888,,
75.796225,,
75.87335,,
75.880875,,
75.916425,,
75.9504,,
75.97985,,
76.05465,,
76.09045,,
76.13475,,
76.1457,,
76.15265,,
76.16925,,
76.191275,,
76.22745,,
76.242425,,
76.285525,,
76.313825,,
76.375225,,
76.4085,,
76.4153,,
76.460525,,
76.4796,,
76.494625,,
76.52225,,
76.582925,,
76.60505,,
76.6116,,
76.635175,,
76.638875,,
76.655625,,
76.673675,,
76.690675,,
76.69645,,
76.73435,,
76.74645,,
76.76665,,
76.7896,,
76.82365,,
76.844475,,
76.854625,,
76.868625,,
76.88595,,
76.9023,,
76.9193,,
76.92525,,
76.940075,,
76.952175,,
76.97245,,
76.979775,,
76.984025,,
77.06255,,
77.09825,,
77.12955,,
77.139275,,
77.145925,,
77.1682,,
77.190725,,
77.211225,,
77.2299,,
77.2323,,
77.248375,,
77.29025,,
77.351425,,
77.37085,,
77.391075,,
77.448525,,
77.47295,,
77.5017,,
77.531925,,
77.54405,,
77.564675,,
77.582275,,
77.663825,,
77.69275,,
77.6992,,
77.7347,,
77.74795,,
77.75865,,
77.788775,,
77.8919,,
77.9021,,
77.938175,,
77.953025,,
77.95505,,
77.975025,,
78.004975,,
78.0138,,
78.390375,,
78.5526,,
78.5673,,
78.623775,,
78.6777,,
78.710275,,
78.7212,,
78.74495,,
78.77285,,
78.894725,,
78.93995,,
78.961975,,
79.047375,,
79.07075,,
79.203975,,
79.216525,,
79.23355,,
79.260875,,
79.278575,,
79.29605,,
79.387,,
79.43115,,
79.447375,,
79.465275,,
79.5069,,
79.524825,,
79.55715,,
79.582975,,
79.713575,,
79.746475,,
79.75815,,
79.764875,,
79.767025,,
79.791275,,
79.806725,,
79.840475,,
79.85295,,
79.867075,,
79.89255,,
79.910725,,
79.92425,,
79.934425,,
79.9497,,
79.957525,,
79.97375,,
79.980175,,
80.002675,,
80.0316,,
80.05335,,
80.0975,,
80.1267,,
80.13865,,
80.14235,,
80.159825,,
80.163525,,
80.195425,,
80.207425,,
80.2226,,
80.22835,,
80.258175,,
80.27515,,
80.2958,,
80.2985,,
80.3375,,
80.4075,,
80.416825,,
80.43325,,
80.443275,,
80.46185,,
80.4786,,
80.49545,,
80.499825,,
80.51245,,
80.526475,,
80.564725,,
80.608425,,
80.62335,,
80.643275,,
80.6593,,
80.677625,,
80.6892,,
80.6988,,
80.70895,,
80.713825,,
80.7422,,
80.746725,,
80.7482,,
80.75645,,
80.774375,,
80.778925,,
80.79655,,
80.80215,,
80.8129,,
80.815475,,
80.8173,,
80.830575,,
80.832875,,
80.86115,,
80.867475,,
80.881075,,
80.906025,,
80.925925,,
80.942425,,
80.95935,,
80.971525,,
80.981225,,
81.0005,,
81.007575,,
81.0138,,
81.02815,,
81.047725,,
81.050225,,
81.0606,,
81.069875,,
81.109925,,
81.11445,,
81.128575,,
81.13375,,
81.14945,,
81.174875,,
81.18,,
81.18745,,
81.202975,,
81.227725,,
81.23675,,
81.27035,,
81.28305,,
81.292175,,
81.295475,,
81.3122,,
81.3341,,
81.3359,,
81.3509,,
81.3761,,
81.3794,,
81.403625,,
81.41355,,
81.41995,,
81.441575,,
81.449175,,
81.472625,,
81.4938,,
81.50125,,
81.5184,,
81.52625,,
81.548275,,
81.5595,,
81.6033,,
81.605975,,
81.625875,,
81.63605,,
81.656525,,
81.76055,,
81.787175,,
81.7914,,
81.81305,,
81.820575,,
81.880575,,
81.9241,,
81.993825,,
82.00635,,
82.026675,,
82.038675,,
82.07725,,
82.112025,,
82.1364,,
82.144,,
82.175625,,
82.219175,,
82.22975,,
82.23145,,
82.251425,,
82.287925,,
82.323,,
82.361925,,
82.39145,,
82.41145,,
82.442825,,
82.486275,,
82.502,,
82.541875,,
82.54625,,
82.5649,,
82.620925,,
82.647075,,
82.653625,,
82.666825,,
82.6696,,
82.752425,,
82.759725,,
82.776125,,
82.786275,,
82.811,,
82.83425,,
82.87025,,
82.892475,,
82.90095,,
82.921275,,
82.924475,,
82.951725,,
82.96255,,
83.01085,,
83.016875,,
83.0505,,
83.08635,,
83.1063,,
83.11795,,
83.146925,,
83.197825,,
83.20765,,
83.22975,,
83.243225,,
83.255075,,
83.268875,,
83.2754,,
83.2968,,
83.303625,,
83.31895,,
83.3262,,
83.34525,,
83.353075,,
83.354875,,
83.3632,,
83.393125,,
83.40355,,
83.42165,,
83.4319,,
83.439975,,
83.4534,,
83.47055,,
83.491475,,
83.507,,
83.531125,,
83.542075,,
83.545125,,
83.55755,,
83.587125,,
83.5943,,
83.62295,,
83.636325,,
83.64595,,
83.652125,,
83.6644,,
83.689275,,
83.7029,,
83.717675,,
83.72255,,
83.746825,,
83.7555,,
83.7608,,
83.79055,,
83.809825,,
83.8201,,
83.82185,,
83.829325,,
83.843275,,
83.868975,,
83.8734,,
83.883675,,
83.90015,,
83.903525,,
83.9295,,
83.94465,,
83.954225,,
83.963075,,
83.989775,,
84.01365,,
84.02845,,
84.053125,,
84.07765,,
84.08215,,
84.10355,,
84.1204,,
84.13325,,
84.1353,,
84.153,,
84.1752,,
84.208375,,
84.21945,,
84.238,,
84.246,,
84.250425,,
84.2717,,
84.275075,,
84.2929,,
84.322225,,
84.3356,,
84.343,,
84.36255,,
84.377525,,
84.39405,,
84.4092,,
84.435,,
84.4627,,
84.46495,,
84.4825,,
84.49725,,
84.511975,,
84.525525,,
84.549025,,
84.5625,,
84.58985,,
84.6295,,
84.674875,,
84.684525,,
84.6954,,
84.706275,,
84.7093,,
84.736975,,
84.7495,,
84.766125,,
84.786725,,
84.792525,,
84.79485,,
84.81085,,
84.81865,,
84.83275,,
84.85715,,
84.88305,,
84.890625,,
84.903125,,
84.930425,,
84.945125,,
84.96375,,
84.976475,,
84.9925,,
84.99905,,
85.0189,,
85.043475,,
85.059125,,
85.0697,,
85.08245,,
85.094075,,
85.1119,,
85.1255,,
85.144725,,
85.147775,,
85.172825,,
85.1803,,
85.20465,,
85.219125,,
85.229325,,
85.237625,,
85.239375,,
85.270525,,
85.282475,,
85.286575,,
85.298825,,
85.304175,,
85.327625,,
85.36125,,
85.4001,,
85.4178,,
85.4226,,
85.42775,,
85.461375,,
85.48105,,
85.4983,,
85.5572,,
85.562625,,
85.621475,,
85.636825,,
85.648625,,
85.661775,,
85.66695,,
85.67115,,
85.686175,,
85.706475,,
85.7205,,
85.73475,,
85.736625,,
85.7731,,
85.7944,,
85.809125,,
85.821375,,
85.826825,,
85.85765,,
85.8831,,
85.886325,,
85.89565,,
85.94425,,
85.985875,,
86.017625,,
86.025575,,
86.04515,,
86.0563,,
86.0635,,
86.086175,,
86.100325,,
86.140225,,
86.146325,,
86.168975,,
86.2033,,
86.2208,,
86.2332,,
86.25765,,
86.303475,,
86.315925,,
86.319225,,
86.32895,,
86.3715,,
86.38495,,
86.409675,,
86.41895,,
86.431625,,
86.4341,,
86.473775,,
86.48435,,
86.501325,,
86.538975,,
86.554225,,
86.5605,,
86.57285,,
86.589,,
86.61045,,
86.627925,,
86.637,,
86.649375,,
86.6709,,
86.687975,,
86.702,,
86.729025,,
86.759825,,
86.775425,,
86.781,,
86.784125,,
86.867325,,
86.872675,,
86.893025,,
86.895725,,
86.909475,,
86.9133,,
86.926825,,
86.937875,,
86.942825,,
86.9468,,
86.9791,,
86.98745,,
86.99395,,
87.017575,,
87.03265,,
87.0951,,
87.114175,,
87.17175,,
87.175,,
87.22065,,
87.2405,,
87.2576,,
87.27995,,
87.29085,,
87.302125,,
87.306525,,
87.329825,,
87.3563,,
87.35785,,
87.380025,,
87.3911,,
87.406925,,
87.426475,,
87.4531,,
87.48895,,
87.493575,,
87.495475,,
87.519575,,
87.53985,,
87.55265,,
87.6212,,
87.6619,,
87.66955,,
87.6788,,
87.69525,,
87.734275,,
87.749425,,
87.788525,,
87.7999,,
87.815375,,
87.820175,,
87.864725,,
87.909125,,
87.917475,,
87.91955,,
87.937325,,
87.959725,,
87.978175,,
87.9881,,
88.006425,,
88.017675,,
88.04135,,
88.046725,,
88.0726,,
88.0792,,
88.092575,,
88.108575,,
88.12425,,
88.13395,,
88.14955,,
88.16905,,
88.187275,,
88.212425,,
88.225375,,
88.233975,,
88.257025,,
88.2837,,
88.30025,,
88.302075,,
88.342775,,
88.38645,,
88.402625,,
88.44635,,
88.459275,,
88.47645,,
88.4827,,
88.52865,,
88.536975,,
88.539125,,
88.5601,,
88.583575,,
88.591925,,
88.62025,,
88.64345,,
88.6501,,
88.665725,,
88.67855,,
88.696025,,
88.710025,,
88.712475,,
88.720775,,
88.74555,,
88.763325,,
88.781275,,
88.78565,,
88.796425,,
88.81525,,
88.8304,,
88.86585,,
88.888025,,
88.926225,,
88.937625,,
88.961725,,
88.99965,,
89.0552,,
89.068875,,
89.10275,,
89.12665,,
89.14015,,
89.16765,,
89.18495,,
89.20195,,
89.2143,,
89.246525,,
89.28325,,
89.30475,,
89.3156,,
89.345425,,
89.361775,,
89.379675,,
89.406675,,
89.41365,,
89.42715,,
89.4448,,
89.470475,,
89.513575,,
89.5417,,
89.55465,,
89.571425,,
89.613675,,
89.646525,,
89.668875,,
89.676675,,
89.700025,,
89.723375,,
89.746775,,
89.7585,,
89.807325,,
