SPK_SPKC04a (excited),SPK_SPKC04b (excited),SPK_SPKC12a (excited)
197.713925,,
197.7373,,
197.779025,,
197.799225,,
197.821875,,
197.858525,,
197.886525,,
197.898375,,
197.9086,,
197.9687,,
197.99665,,
198.001675,,
198.03815,,
198.0514,,
198.057425,,
198.100625,,
198.1146,,
198.13745,,
198.15405,,
198.165425,,
198.167925,,
198.221875,,
198.22475,,
198.24445,,
198.265175,,
198.270525,,
198.3043,,
198.3317,,
198.335975,,
198.4336,,
198.4598,,
198.47565,,
198.492175,,
198.4973,,
198.50235,,
198.521975,,
198.543325,,
198.5563,,
198.573875,,
198.5942,,
198.676325,,
198.757375,,
198.788975,,
198.83535,,
198.842125,,
198.85375,,
198.87855,,
198.8964,,
198.9343,,
198.94795,,
198.990175,,
199.005675,,
199.00735,,
199.030225,,
199.044925,,
199.051825,,
199.087675,,
199.099325,,
199.11405,,
199.13775,,
199.165725,,
199.18985,,
199.20825,,
199.24285,,
199.268925,,
199.27355,,
199.285375,,
199.2904,,
199.317025,,
199.32,,
199.342225,,
199.354225,,
199.373125,,
199.3804,,
199.4202,,
199.4294,,
199.433225,,
199.468375,,
199.512,,
199.539975,,
199.565825,,
199.57495,,
199.592775,,
199.610425,,
199.624125,,
199.646,,
199.655325,,
199.6646,,
199.69785,,
199.701425,,
199.710875,,
199.721225,,
199.750725,,
199.76875,,
199.787575,,
199.806375,,
199.846075,,
199.8702,,
199.881575,,
199.888375,,
199.936975,,
199.98455,,
199.991075,,
199.99645,,
200.013625,,
200.0448,,
200.057625,,
200.074675,,
200.0868,,
200.106225,,
200.134225,,
200.15975,,
200.19205,,
200.228425,,
200.24115,,
200.251925,,
200.269025,,
200.312925,,
200.3215,,
200.34025,,
200.396125,,
200.4081,,
200.41045,,
200.425875,,
200.444425,,
200.4988,,
200.520575,,
200.536775,,
200.55575,,
200.567325,,
200.5783,,
200.6047,,
200.62125,,
200.638975,,
200.68215,,
200.68465,,
200.71185,,
200.7292,,
200.7411,,
200.755975,,
200.779075,,
200.8034,,
200.823,,
200.83935,,
200.8992,,
200.928925,,
200.9697,,
200.98635,,
201.017825,,
201.036375,,
201.048025,,
201.057275,,
201.0666,,
201.0823,,
201.1132,,
201.131075,,
201.1606,,
201.218175,,
201.25145,,
201.27575,,
201.302775,,
201.33075,,
201.365,,
201.388225,,
201.429725,,
201.5237,,
201.60175,,
201.646575,,
201.680625,,
201.7532,,
201.763825,,
201.8066,,
201.830775,,
201.887175,,
201.948175,,
201.9618,,
201.96385,,
202.006575,,
202.0715,,
202.085725,,
202.0934,,
202.10325,,
202.104875,,
202.134575,,
202.18825,,
202.22705,,
202.297075,,
202.301875,,
202.32385,,
202.334875,,
202.342925,,
202.3716,,
202.402625,,
202.4309,,
202.4552,,
202.46755,,
202.479275,,
202.5789,,
202.6314,,
202.6458,,
202.663325,,
202.67955,,
202.7139,,
202.731975,,
202.765,,
202.775425,,
202.8166,,
202.838025,,
202.8564,,
202.87805,,
202.890925,,
202.91515,,
202.937175,,
202.954025,,
202.96065,,
202.9682,,
203.006425,,
203.01375,,
203.0406,,
203.0596,,
203.103875,,
203.127725,,
203.164375,,
203.16875,,
203.203975,,
203.247525,,
203.258975,,
203.273575,,
203.29155,,
203.30785,,
203.368975,,
203.385775,,
203.395475,,
203.438775,,
203.4591,,
203.48535,,
203.4883,,
203.535575,,
203.56305,,
203.580875,,
203.61905,,
203.621975,,
203.7157,,
203.789475,,
203.838325,,
203.8746,,
203.9227,,
203.96685,,
203.9844,,
204.052075,,
204.0794,,
204.10265,,
204.128625,,
204.153525,,
204.17545,,
204.20235,,
204.209325,,
204.312925,,
204.33675,,
204.36685,,
204.404125,,
204.42095,,
204.42935,,
204.441025,,
204.45815,,
204.501625,,
204.52125,,
204.528025,,
204.5404,,
204.5506,,
204.5629,,
204.5793,,
204.59745,,
204.604925,,
204.607075,,
204.630325,,
204.661625,,
204.67015,,
204.684025,,
204.69555,,
204.705375,,
204.756175,,
204.758475,,
204.789625,,
204.824825,,
204.871625,,
204.87785,,
204.883275,,
204.94405,,
204.960575,,
204.96835,,
204.978875,,
204.980375,,
205.002,,
205.012675,,
205.04105,,
205.0575,,
205.059225,,
205.104125,,
205.128125,,
205.160725,,
205.173125,,
205.184275,,
205.194375,,
205.246775,,
205.315025,,
205.322325,,
205.36425,,
205.406925,,
205.431625,,
205.449525,,
205.482275,,
205.525725,,
205.528775,,
205.55615,,
205.58655,,
205.64495,,
205.6734,,
205.706075,,
205.723,,
205.737,,
205.779875,,
205.810025,,
205.82625,,
205.87235,,
205.906725,,
205.930325,,
205.96525,,
205.987225,,
206.023475,,
206.0666,,
206.089775,,
206.1145,,
206.123875,,
206.13775,,
206.15715,,
206.21475,,
206.220375,,
206.252275,,
206.270025,,
206.2942,,
206.31605,,
206.35405,,
206.3842,,
206.405925,,
206.4153,,
206.42115,,
206.4243,,
206.458575,,
206.4816,,
206.495375,,
206.53295,,
206.553375,,
206.56905,,
206.5825,,
206.597925,,
206.6135,,
206.680425,,
206.726975,,
206.746275,,
206.7877,,
206.797575,,
206.8551,,
206.877375,,
206.894725,,
206.9014,,
206.933,,
206.945925,,
206.9579,,
206.9772,,
207.023825,,
207.055625,,
207.06825,,
207.08945,,
207.112075,,
207.1268,,
207.142175,,
207.162275,,
207.172475,,
207.19735,,
207.21185,,
207.2232,,
207.24075,,
207.2894,,
207.291725,,
207.3341,,
207.3463,,
207.3661,,
207.390975,,
207.39895,,
207.4159,,
207.453225,,
207.459825,,
207.4779,,
207.4837,,
207.49565,,
207.4976,,
207.53495,,
207.6132,,
207.6451,,
207.6686,,
207.69565,,
207.704025,,
207.720525,,
207.722175,,
207.74595,,
207.749825,,
207.759875,,
207.784075,,
207.794075,,
207.797325,,
207.840225,,
207.846425,,
207.869775,,
207.88975,,
207.901725,,
207.92365,,
207.932075,,
207.95195,,
207.9665,,
207.972575,,
207.98675,,
208.0209,,
208.0772,,
208.101625,,
208.128425,,
208.157025,,
208.163175,,
208.17675,,
208.2078,,
208.213975,,
208.21835,,
208.242225,,
208.255925,,
208.27965,,
208.291525,,
208.316025,,
208.35365,,
208.361375,,
208.380575,,
208.4017,,
208.414725,,
208.4348,,
208.4542,,
208.4779,,
208.5122,,
208.52645,,
208.55275,,
208.58965,,
208.6295,,
208.65025,,
208.676125,,
208.68215,,
208.6898,,
208.717525,,
208.7306,,
208.74705,,
208.74895,,
208.76675,,
208.7867,,
208.80685,,
208.821025,,
208.838925,,
208.874375,,
208.883825,,
208.907525,,
208.92135,,
208.93215,,
208.95255,,
208.961425,,
208.973825,,
208.978475,,
209.01145,,
209.02755,,
209.060825,,
209.067725,,
209.081425,,
209.10225,,
209.1907,,
209.20415,,
209.2141,,
209.2355,,
209.274125,,
209.294925,,
209.30035,,
209.321125,,
209.3918,,
209.42955,,
209.4397,,
209.44505,,
209.47495,,
209.486725,,
209.49905,,
209.507325,,
209.56215,,
209.588025,,
209.626075,,
209.63215,,
209.6607,,
209.68965,,
209.704625,,
209.7076,,
209.724125,,
209.74055,,
209.747925,,
209.78495,,
209.794775,,
209.804575,,
209.836325,,
209.887125,,
209.919875,,
209.935725,,
209.976425,,
210.03225,,
210.07005,,
210.116775,,
210.134075,,
210.155975,,
210.170325,,
210.202125,,
210.21595,,
210.264625,,
210.283825,,
210.303625,,
210.348225,,
210.3636,,
210.3862,,
210.4032,,
210.4393,,
210.465025,,
210.481125,,
210.491775,,
210.536975,,
210.5588,,
210.57355,,
210.5886,,
210.598175,,
210.59985,,
210.6278,,
210.66775,,
210.678075,,
210.6797,,
210.709475,,
210.73345,,
210.831475,,
211.03885,,
211.204075,,
211.3934,,
211.42415,,
211.514675,,
211.576625,,
211.624575,,
211.6307,,
211.697225,,
211.765125,,
211.7934,,
211.84645,,
211.895825,,
211.9367,,
212.0158,,
212.162175,,
212.1731,,
212.174925,,
212.217625,,
212.24985,,
212.287525,,
212.311,,
212.448025,,
212.5792,,
212.58095,,
212.615025,,
212.65535,,
212.66985,,
212.678,,
212.8165,,
212.960825,,
212.992625,,
213.02095,,
213.02325,,
213.043375,,
213.0763,,
213.081125,,
213.10605,,
213.121725,,
213.251875,,
213.2749,,
213.28755,,
213.29405,,
213.301675,,
213.331375,,
213.358075,,
213.369175,,
213.370625,,
213.4,,
213.415725,,
213.4538,,
213.5018,,
213.63285,,
213.64005,,
213.655975,,
213.696025,,
213.712525,,
213.741475,,
213.74785,,
213.74965,,
213.7673,,
213.827325,,
213.851675,,
213.87045,,
213.874525,,
213.896025,,
213.946275,,
213.954575,,
213.967225,,
213.9987,,
214.014075,,
214.08435,,
214.103975,,
214.112375,,
214.1805,,
214.189225,,
214.210325,,
214.237625,,
214.258725,,
214.2798,,
214.291225,,
214.3047,,
214.378875,,
214.40165,,
214.40605,,
214.456375,,
214.489125,,
214.4914,,
214.5211,,
214.528025,,
214.5439,,
214.5571,,
214.631675,,
214.678375,,
214.69245,,
214.7527,,
214.7712,,
214.7857,,
214.795825,,
214.860575,,
214.896925,,
214.91755,,
214.951525,,
214.9655,,
214.9919,,
215.04875,,
215.0604,,
215.092375,,
215.09845,,
215.18075,,
215.1889,,
215.20195,,
215.221125,,
215.232575,,
215.25065,,
215.3007,,
215.317825,,
215.328775,,
215.410875,,
215.417825,,
215.42945,,
215.4438,,
215.4626,,
215.497125,,
215.506325,,
215.529425,,
215.5359,,
215.562325,,
215.584775,,
215.60905,,
215.617275,,
215.627475,,
215.699825,,
215.725,,
215.750725,,
215.7579,,
215.775825,,
215.8486,,
215.874425,,
215.8806,,
215.928425,,
215.9457,,
215.9726,,
215.98055,,
215.985325,,
215.990775,,
216.012675,,
216.036125,,
216.11385,,
216.174825,,
216.2053,,
216.2228,,
216.232875,,
216.2555,,
216.276525,,
216.292375,,
216.311025,,
216.3334,,
216.353325,,
216.3668,,
216.39235,,
216.477125,,
216.4976,,
216.507375,,
216.530525,,
216.5347,,
216.5431,,
216.54845,,
216.567275,,
216.603225,,
216.609725,,
216.61785,,
216.649025,,
216.660825,,
216.6934,,
216.7115,,
216.72185,,
216.760325,,
216.77895,,
216.787675,,
216.839325,,
216.88225,,
216.89025,,
216.9328,,
216.961775,,
216.98935,,
217.16635,,
217.2515,,
217.3026,,
217.30845,,
217.310075,,
217.331275,,
217.334225,,
217.416725,,
217.5219,,
217.54985,,
217.5624,,
217.631,,
217.646525,,
217.6622,,
217.69325,,
217.730325,,
217.7411,,
217.79685,,
217.80615,,
217.81875,,
217.8303,,
217.877025,,
217.92855,,
217.973,,
218.054575,,
218.062475,,
218.07655,,
218.117475,,
218.155825,,
218.1824,,
218.194325,,
218.207,,
218.231175,,
218.237875,,
218.348025,,
218.36425,,
218.37495,,
218.4199,,
218.508275,,
218.533625,,
218.579075,,
218.756275,,
218.793825,,
218.80685,,
218.92265,,
219.0072,,
219.0522,,
219.062375,,
219.07865,,
219.102425,,
219.143775,,
219.24745,,
219.369,,
219.4286,,
219.456925,,
219.866475,,
219.873925,,
219.880575,,
219.930075,,
220.124575,,
220.149325,,
220.174375,,
220.22165,,
220.237975,,
220.3039,,
220.42885,,
220.44185,,
220.459,,
220.48615,,
220.545375,,
220.55495,,
220.56405,,
220.835625,,
220.888075,,
220.90965,,
220.924425,,
220.935475,,
220.94705,,
220.9911,,
220.996425,,
221.023275,,
221.036775,,
221.1782,,
221.211175,,
221.232025,,
221.2669,,
221.286275,,
221.298125,,
221.3001,,
221.36115,,
221.45615,,
221.520525,,
221.565725,,
221.592175,,
221.6579,,
221.680075,,
221.69965,,
221.7086,,
221.716425,,
221.72915,,
221.747,,
221.756425,,
221.78095,,
221.8061,,
221.810775,,
221.820225,,
221.85355,,
221.859925,,
221.883725,,
221.920675,,
221.95975,,
222.0146,,
222.063525,,
222.070025,,
222.1069,,
222.1346,,
222.3887,,
222.414225,,
222.421125,,
222.438675,,
222.48075,,
222.502325,,
222.526925,,
222.638725,,
222.687975,,
222.736875,,
222.754225,,
222.7912,,
222.79355,,
222.855375,,
222.902225,,
222.909425,,
222.946125,,
223.0482,,
223.15325,,
223.166825,,
223.192275,,
223.222875,,
223.25515,,
223.268775,,
223.3052,,
223.322525,,
223.357325,,
223.364075,,
223.379875,,
223.384825,,
223.426225,,
223.483725,,
223.495525,,
223.515825,,
223.548425,,
223.55705,,
223.62125,,
223.638775,,
223.65145,,
223.727125,,
223.738325,,
223.753325,,
223.758175,,
223.77635,,
223.8283,,
223.861675,,
223.888075,,
223.91515,,
223.920725,,
223.954225,,
223.95945,,
223.969025,,
223.98065,,
224.0079,,
224.0117,,
224.027375,,
224.044875,,
224.1574,,
224.214475,,
224.24195,,
224.264625,,
224.306925,,
224.316175,,
224.32685,,
224.34525,,
224.363525,,
224.39845,,
224.401425,,
224.415675,,
224.453425,,
224.459425,,
224.475025,,
224.505575,,
224.5271,,
224.544025,,
224.564175,,
224.592175,,
224.6247,,
224.651275,,
224.65925,,
224.69025,,
224.7063,,
224.712275,,
224.7352,,
224.737725,,
224.76345,,
224.805875,,
224.834425,,
224.84965,,
224.863125,,
224.89985,,
224.918025,,
224.9299,,
224.951075,,
224.96645,,
224.9979,,
225.015075,,
225.060925,,
225.080275,,
225.09995,,
225.1051,,
225.15395,,
225.167775,,
225.17105,,
225.189525,,
225.20145,,
225.213025,,
225.228875,,
225.24375,,
225.26845,,
225.3104,,
225.33335,,
225.349875,,
225.36685,,
225.4175,,
225.424075,,
225.431775,,
225.463575,,
225.47245,,
225.525025,,
225.54435,,
225.59145,,
225.602275,,
225.650025,,
225.67485,,
225.70905,,
225.727325,,
225.7489,,
225.768,,
225.80485,,
225.808175,,
225.8302,,
225.86305,,
225.88075,,
225.892225,,
225.961475,,
226.007175,,
226.01245,,
226.03925,,
226.054825,,
226.06495,,
226.0991,,
226.157675,,
226.1605,,
226.173675,,
226.250925,,
226.29885,,
226.30665,,
226.4331,,
226.450275,,
226.4814,,
226.53265,,
226.571625,,
226.59505,,
226.643625,,
226.6677,,
226.698025,,
226.7031,,
226.717325,,
226.7401,,
226.760175,,
226.76245,,
226.797575,,
226.826925,,
226.847275,,
226.87145,,
226.8804,,
226.911575,,
226.97985,,
227.01045,,
227.0222,,
227.028175,,
227.036375,,
227.0571,,
227.08845,,
227.094875,,
227.19715,,
227.318925,,
227.350475,,
227.37505,,
227.400325,,
227.4942,,
227.51685,,
227.5316,,
227.534025,,
227.548725,,
227.57825,,
227.58915,,
227.635325,,
227.63965,,
227.67515,,
227.67685,,
227.7522,,
227.75915,,
227.78765,,
227.865775,,
227.950275,,
227.96495,,
227.975275,,
228.021875,,
228.031575,,
228.0697,,
228.1351,,
228.143975,,
228.18125,,
228.191025,,
228.1934,,
228.2606,,
228.298225,,
228.55645,,
228.60525,,
228.635075,,
229.143775,,
229.249425,,
229.313075,,
229.35505,,
229.38815,,
229.70715,,
229.9162,,
230.027475,,
230.0613,,
230.063475,,
230.104575,,
230.139975,,
230.275525,,
230.340825,,
230.3462,,
230.350125,,
230.3959,,
230.4324,,
230.45985,,
230.4874,,
230.5637,,
230.612,,
230.637375,,
230.66035,,
230.701325,,
230.742425,,
230.745525,,
230.766,,
230.778775,,
230.918,,
230.938,,
230.950975,,
231.02945,,
231.05665,,
231.0782,,
231.1797,,
231.1969,,
231.363775,,
231.461125,,
231.49355,,
231.5197,,
231.5258,,
231.56095,,
231.6153,,
231.64385,,
231.66575,,
231.702425,,
231.739425,,
231.75125,,
231.758425,,
231.7605,,
231.8253,,
231.87805,,
231.88205,,
231.922825,,
231.930775,,
231.9389,,
231.9428,,
232.004775,,
232.023475,,
232.04585,,
232.064175,,
232.127675,,
232.156525,,
232.175625,,
232.271925,,
232.357525,,
232.483025,,
232.487975,,
232.489575,,
232.5247,,
232.562075,,
232.570525,,
232.58345,,
232.603075,,
232.641175,,
232.645025,,
232.658775,,
232.671575,,
232.77135,,
232.809,,
232.824275,,
232.825475,,
232.8438,,
232.84975,,
232.8625,,
232.87285,,
232.90145,,
232.924775,,
232.954125,,
232.979075,,
233.0024,,
233.015675,,
233.04515,,
233.079075,,
233.13235,,
233.143275,,
233.17485,,
233.1875,,
233.191125,,
233.19605,,
233.2238,,
233.243575,,
233.331075,,
233.3948,,
233.43465,,
233.486475,,
233.52195,,
233.54755,,
233.56945,,
233.640375,,
233.648075,,
233.6967,,
233.7225,,
233.731775,,
233.73265,,
233.7465,,
233.76925,,
233.7845,,
233.7894,,
233.8429,,
233.88385,,
233.8932,,
233.896375,,
233.97145,,
233.98025,,
234.00745,,
234.017075,,
234.028825,,
234.0319,,
234.064075,,
234.08945,,
234.09345,,
234.107325,,
234.168225,,
234.2121,,
234.251975,,
234.276575,,
234.29385,,
234.336075,,
234.348525,,
234.387625,,
234.416425,,
234.422175,,
234.457725,,
234.472675,,
234.4764,,
234.4892,,
234.4994,,
234.524775,,
234.55245,,
234.5682,,
234.6433,,
234.65105,,
234.69895,,
234.71185,,
234.715975,,
234.766125,,
234.785225,,
234.8267,,
234.845225,,
234.87715,,
234.9714,,
234.986425,,
235.0209,,
235.030275,,
235.0321,,
235.062225,,
235.0758,,
235.101275,,
235.112375,,
235.2232,,
235.2741,,
235.285725,,
235.372325,,
235.380225,,
235.396925,,
235.41965,,
235.471525,,
235.50445,,
235.513525,,
235.52385,,
235.6555,,
235.6665,,
235.68215,,
235.727325,,
235.748375,,
235.77475,,
235.79955,,
235.958925,,
235.998275,,
236.009,,
236.0512,,
236.069875,,
236.0813,,
236.097875,,
236.12205,,
236.1358,,
236.145825,,
236.18995,,
236.264425,,
236.299425,,
236.316625,,
236.325175,,
236.361275,,
236.371725,,
236.379275,,
236.393225,,
236.4281,,
236.459125,,
236.489925,,
236.491975,,
236.51525,,
236.52035,,
236.5463,,
236.752275,,
236.7629,,
236.8064,,
236.8277,,
236.8364,,
236.855375,,
236.8788,,
236.90185,,
236.968525,,
236.9881,,
237.0006,,
237.016175,,
237.027625,,
237.037375,,
237.07115,,
237.07955,,
237.1173,,
237.125225,,
237.14605,,
237.16435,,
237.213175,,
237.251725,,
237.267325,,
237.2806,,
237.28595,,
237.31205,,
237.3233,,
237.35675,,
237.3869,,
237.39015,,
237.402225,,
237.477325,,
237.551875,,
237.570475,,
237.589775,,
237.60345,,
237.611325,,
237.645925,,
237.66645,,
237.687775,,
237.7052,,
237.71355,,
237.733075,,
237.73775,,
237.77065,,
237.80305,,
237.83875,,
237.8728,,
237.896825,,
237.923525,,
237.93485,,
237.94275,,
237.9706,,
237.974075,,
237.99795,,
238.011275,,
238.02815,,
238.04475,,
238.052775,,
238.07315,,
238.08685,,
238.102725,,
238.1198,,
238.154875,,
238.166225,,
238.201825,,
238.28035,,
238.282825,,
238.29415,,
238.306775,,
238.323925,,
238.3313,,
238.3333,,
238.348175,,
238.36155,,
238.3958,,
238.403125,,
238.47245,,
238.497725,,
238.512125,,
238.515725,,
238.53925,,
238.59715,,
238.6062,,
238.6313,,
238.65095,,
238.6694,,
238.742075,,
238.760725,,
238.787525,,
238.8313,,
238.849475,,
238.87345,,
238.967275,,
238.986475,,
239.00465,,
239.018825,,
239.064575,,
239.203925,,
239.237925,,
239.244775,,
239.25805,,
239.2944,,
239.419875,,
239.484875,,
239.520725,,
239.5635,,
239.57705,,
239.593025,,
239.62385,,
239.640125,,
239.674575,,
239.679275,,
239.73605,,
239.80385,,
239.825125,,
239.86785,,
239.920225,,
239.951675,,
240.047525,,
240.10245,,
240.468975,,
240.48125,,
240.563075,,
240.597875,,
241.063575,,
241.133375,,
241.2209,,
241.401275,,
241.424125,,
241.4637,,
241.4974,,
241.50275,,
241.67455,,
241.76445,,
241.785,,
241.795275,,
241.819475,,
241.90515,,
242.046025,,
242.081225,,
242.086225,,
242.1677,,
242.205825,,
242.21645,,
242.585975,,
242.5977,,
242.60605,,
242.6163,,
242.6267,,
242.64485,,
242.68825,,
242.72815,,
242.7391,,
242.748775,,
242.753825,,
242.826475,,
242.828625,,
242.8962,,
242.914375,,
242.9252,,
242.93085,,
242.93955,,
242.956775,,
242.981875,,
243.005425,,
243.02325,,
243.0836,,
243.09145,,
243.11255,,
243.142725,,
243.1499,,
243.17185,,
243.207225,,
243.23245,,
243.304275,,
243.3135,,
243.3369,,
243.34485,,
243.359225,,
243.368175,,
243.387425,,
243.4344,,
243.4912,,
243.578825,,
243.6119,,
243.62025,,
243.65575,,
243.670525,,
243.6858,,
243.690675,,
243.7051,,
243.712975,,
243.73515,,
243.748025,,
243.770475,,
243.7787,,
243.8443,,
243.8514,,
243.876775,,
243.9127,,
243.929525,,
243.944975,,
243.97245,,
243.994975,,
244.070225,,
244.086325,,
244.10875,,
244.11955,,
244.15455,,
244.16405,,
244.186825,,
244.197175,,
244.202475,,
244.225725,,
244.280775,,
244.304325,,
244.32165,,
244.359375,,
244.36975,,
244.394575,,
244.41355,,
244.4228,,
244.4398,,
244.565425,,
244.633025,,
244.662075,,
244.6699,,
244.745725,,
244.87405,,
244.8904,,
244.908075,,
244.914475,,
244.945675,,
244.95115,,
244.979,,
244.995975,,
245.00395,,
245.0223,,
245.028725,,
245.043525,,
245.045625,,
245.11965,,
245.15315,,
245.158325,,
245.208475,,
245.2489,,
245.251175,,
245.263225,,
245.32005,,
245.414775,,
245.440625,,
245.4727,,
245.497975,,
245.521175,,
245.53745,,
245.5753,,
245.6066,,
245.613825,,
245.65735,,
245.670425,,
245.7101,,
245.744875,,
245.77345,,
245.816475,,
245.8323,,
245.842825,,
245.948675,,
245.968825,,
245.988675,,
246.085175,,
246.0967,,
246.101025,,
246.12245,,
246.136725,,
246.167075,,
246.179975,,
246.198525,,
246.20635,,
246.222225,,
246.2549,,
246.27785,,
246.404175,,
246.4878,,
246.51105,,
246.51925,,
246.581375,,
246.611625,,
246.620925,,
246.702075,,
246.74655,,
246.766775,,
246.776825,,
246.7932,,
246.865675,,
246.8721,,
246.90805,,
246.990225,,
247.00625,,
247.0429,,
247.051925,,
247.062075,,
247.098775,,
247.137,,
247.1695,,
247.1873,,
247.19595,,
247.210375,,
247.23055,,
247.349975,,
247.37605,,
247.38795,,
247.3917,,
247.450775,,
247.4723,,
247.4915,,
247.548925,,
247.566375,,
247.5887,,
247.59425,,
247.600675,,
247.684675,,
247.73405,,
247.77295,,
247.79515,,
247.797775,,
247.812875,,
247.821075,,
247.851825,,
247.856775,,
247.858675,,
247.901325,,
247.908575,,
247.92755,,
247.937025,,
247.95925,,
247.978325,,
247.983325,,
248.0057,,
248.031925,,
248.04385,,
248.054075,,
248.0654,,
248.109225,,
248.13795,,
248.146475,,
248.2507,,
248.2685,,
248.306,,
248.31275,,
248.334725,,
248.3493,,
248.37415,,
248.41215,,
248.4551,,
248.457025,,
248.49035,,
248.51885,,
248.528275,,
248.585325,,
248.604075,,
248.61655,,
248.662075,,
248.6984,,
248.741,,
248.756725,,
248.773925,,
248.805225,,
248.828875,,
248.845575,,
248.877925,,
248.902925,,
248.9112,,
248.929925,,
248.9631,,
248.990525,,
248.9955,,
249.0823,,
249.089675,,
249.115025,,
249.1677,,
249.2092,,
249.2148,,
249.237575,,
249.281275,,
249.287125,,
249.296325,,
249.30195,,
249.37785,,
249.3904,,
249.393025,,
249.410475,,
249.461,,
249.4793,,
249.488925,,
249.502675,,
249.556475,,
249.571375,,
249.581875,,
249.5919,,
249.60425,,
249.6421,,
249.658375,,
249.68425,,
249.68895,,
249.693675,,
249.73,,
249.732075,,
249.8184,,
249.830425,,
249.8696,,
249.90405,,
249.933725,,
249.9387,,
249.979325,,
250.029275,,
250.065875,,
250.073675,,
250.075275,,
250.12575,,
250.145575,,
250.1897,,
250.215675,,
250.226375,,
250.2514,,
250.272575,,
250.2842,,
250.30565,,
250.353975,,
250.369975,,
250.42975,,
250.432175,,
250.4412,,
250.459375,,
250.479725,,
250.509925,,
250.518525,,
250.53515,,
250.54945,,
250.557825,,
250.582425,,
250.650375,,
250.671725,,
250.708125,,
250.7446,,
250.76165,,
250.776125,,
250.802275,,
250.838825,,
250.848775,,
250.877175,,
250.902525,,
250.978625,,
250.995,,
251.010575,,
251.019825,,
251.051325,,
251.159325,,
251.1842,,
251.2039,,
251.2123,,
251.238075,,
251.265575,,
251.286525,,
251.328275,,
251.3658,,
251.378325,,
251.43175,,
251.45735,,
251.474225,,
251.4869,,
251.519575,,
251.528675,,
251.59475,,
251.603175,,
251.6599,,
251.677125,,
251.6973,,
251.7114,,
251.723875,,
251.7655,,
251.78275,,
251.836775,,
251.854925,,
251.891675,,
251.90075,,
251.91465,,
251.916375,,
251.944175,,
251.953925,,
252.019575,,
252.031625,,
252.0493,,
252.0591,,
252.0806,,
252.092625,,
252.1194,,
252.130125,,
252.187975,,
252.19325,,
252.24235,,
252.2472,,
252.26735,,
252.2977,,
252.305425,,
252.32135,,
252.323825,,
252.35465,,
252.3659,,
252.373625,,
252.382175,,
252.38575,,
252.409975,,
252.43745,,
252.46265,,
252.4664,,
252.4931,,
252.536225,,
252.632825,,
253.1327,,
253.3425,,
253.3499,,
253.381325,,
253.50825,,
253.540825,,
253.548525,,
253.685325,,
253.796675,,
253.859025,,
253.861325,,
253.90915,,
253.950475,,
254.027725,,
254.1102,,
254.130225,,
254.177275,,
254.1875,,
254.19865,,
254.2133,,
254.2376,,
254.255275,,
254.30755,,
254.313075,,
254.58435,,
254.611625,,
254.643525,,
255.401725,,
255.458025,,
255.46355,,
255.516125,,
255.526975,,
255.6652,,
255.8996,,
255.92395,,
255.962275,,
255.9677,,
255.996625,,
256.04105,,
256.04705,,
256.09195,,
256.61195,,
256.7477,,
256.82065,,
256.987575,,
257.094,,
257.095675,,
257.133825,,
257.185275,,
257.2323,,
257.259025,,
257.360225,,
257.394725,,
257.4713,,
257.510475,,
257.532075,,
257.53605,,
257.5394,,
257.5668,,
257.573275,,
257.5823,,
257.6069,,
257.631975,,
257.673025,,
257.7546,,
257.834775,,
257.857275,,
257.868425,,
257.875725,,
257.896325,,
257.8984,,
257.913175,,
257.928275,,
258.0419,,
258.050225,,
258.060675,,
258.094275,,
258.10495,,
258.119875,,
258.140725,,
258.156075,,
258.165075,,
258.171175,,
258.19485,,
258.20325,,
258.2074,,
258.263925,,
258.353325,,
258.361925,,
258.4023,,
258.408175,,
258.424675,,
258.4912,,
258.50295,,
258.528525,,
258.561325,,
258.59025,,
258.6164,,
258.6703,,
258.695325,,
258.700075,,
258.712625,,
258.7549,,
258.774625,,
258.790625,,
258.819075,,
258.845875,,
258.897275,,
258.914275,,
258.950375,,
258.969075,,
258.9833,,
258.993075,,
258.996875,,
259.01015,,
259.099925,,
259.10855,,
259.110025,,
259.146225,,
259.183725,,
259.19655,,
259.21875,,
259.276875,,
259.29745,,
259.30365,,
259.31685,,
259.34645,,
259.380225,,
259.4005,,
259.408675,,
259.425675,,
259.4467,,
259.46065,,
259.478475,,
259.49445,,
259.52835,,
259.538175,,
259.5826,,
259.588475,,
259.59,,
259.6333,,
259.644925,,
259.710375,,
259.733625,,
259.750775,,
259.817325,,
259.835025,,
259.853,,
259.86375,,
259.902125,,
259.920025,,
259.9292,,
259.957175,,
260.0175,,
260.030275,,
260.062,,
260.083225,,
260.1443,,
260.1643,,
260.202675,,
260.23385,,
260.2586,,
260.279125,,
260.293,,
260.311825,,
260.31435,,
260.325,,
260.361225,,
260.387675,,
260.442475,,
260.478675,,
260.539175,,
260.597675,,
260.621275,,
260.6468,,
260.662575,,
260.682025,,
260.714075,,
260.742575,,
260.759975,,
260.7913,,
260.812325,,
260.861,,
260.870725,,
260.904225,,
260.93105,,
260.94445,,
260.949875,,
260.95915,,
261.003725,,
261.00905,,
261.047325,,
261.1273,,
261.169575,,
261.272875,,
261.31765,,
261.337325,,
261.3539,,
261.40145,,
261.40655,,
261.4638,,
261.479625,,
261.563125,,
261.641275,,
261.647375,,
261.67395,,
