SPK_SPKC03a (late inhi),SPK_SPKC11a (inhi)
373.326775,412.265925
373.341375,412.348425
373.357725,412.378525
373.383325,412.4407
373.40755,412.469925
373.4315,412.508775
373.458575,412.567175
373.477275,412.698
373.4953,412.7663
373.51285,412.814825
373.55955,412.85825
373.590525,412.864125
373.616775,412.902525
373.648475,412.9568
373.699275,413.030375
373.758625,413.11475
373.787025,413.152275
373.815175,413.186225
373.834525,413.2258
373.8808,413.2859
373.91775,413.34115
373.9521,413.4062
374.015625,413.46465
374.0421,413.5427
374.091175,413.604575
374.112525,413.6762
374.1375,413.768525
374.164125,413.83325
374.182275,413.8677
374.221175,413.9018
374.239875,413.927625
374.2681,413.97635
374.286,414.01065
374.30625,414.075125
374.327,414.116125
374.340425,414.228775
374.355225,414.265025
374.373075,414.3071
374.39805,414.3577
374.42245,414.4214
374.440825,414.486125
374.4638,414.588475
374.48195,414.6477
374.499675,414.7063
374.5338,414.766775
374.54465,414.81445
374.560275,414.85935
374.576375,414.90315
374.584825,414.960825
374.597825,414.99395
374.60895,415.0236
374.628225,415.063175
374.6494,415.139525
374.66135,415.22005
374.678075,415.27635
374.6984,415.325625
374.7221,415.35375
374.734825,415.448175
374.774375,415.50085
374.793525,415.57235
374.815675,415.6887
374.824725,415.7172
374.846225,415.745375
374.886975,415.7792
374.902475,415.8258
374.92525,415.8788
374.939775,415.932925
374.949125,415.976675
374.9604,416.008275
374.979625,416.063275
374.99075,416.12005
375.004425,416.193625
375.028325,416.28635
375.065425,416.446825
375.075225,416.528875
375.09005,416.597975
375.12005,416.636525
375.157825,416.6993
375.177425,416.7318
375.2066,416.7973
375.23515,416.8595
375.261875,416.90175
375.2822,416.9508
375.3006,417.023325
375.316575,417.07695
375.3418,417.1155
375.364325,417.182575
375.38515,417.277375
375.411675,417.3778
375.431325,417.44315
375.454875,417.503725
375.4728,417.53535
375.49065,417.5603
375.5099,417.58025
375.528275,417.59955
375.559075,417.799275
375.58105,417.832325
375.612075,417.893625
375.6378,417.9613
375.6526,418.06445
375.68375,418.104725
375.7081,418.148875
375.728875,418.18105
375.753125,418.21235
375.766875,418.268575
375.80005,418.316425
375.84455,418.37065
375.88595,418.406875
375.92895,418.45355
375.973075,418.519475
376.04155,418.579875
376.08065,418.732225
376.0995,418.762175
376.120375,418.791425
376.151675,418.83875
376.171575,418.884475
376.3525,418.9392
376.359525,419.01565
376.371375,419.10415
376.381675,419.1318
376.39125,419.236825
376.405475,419.31895
376.42035,419.3774
376.426925,419.4489
376.4427,419.56385
376.452775,419.672075
376.464675,419.728175
376.4769,419.76125
376.487025,419.794975
376.513275,419.83815
376.5285,419.884875
376.54475,419.970425
376.59665,420.02855
376.612375,420.08775
376.62695,420.159525
376.6458,420.194825
376.660325,420.223025
376.674525,420.249825
376.699425,420.308625
376.716275,420.375025
376.737,420.4827
376.758275,420.59295
376.770025,420.726925
376.798025,420.76225
376.81965,420.796875
376.8324,420.846025
376.8561,420.908425
376.872825,420.94635
376.90745,420.99345
376.95495,421.068975
376.972325,421.191975
376.993625,421.254975
377.00995,421.2937
377.02155,421.323925
377.037475,421.392125
377.0569,421.475825
377.0673,421.519675
377.0943,421.581225
377.111575,421.653875
377.13025,421.69845
377.1479,421.73925
377.167275,421.809975
377.201,421.876225
377.2155,421.924575
377.234775,421.96185
377.264575,421.98745
377.292875,422.15505
377.306325,422.19855
377.32685,422.23535
377.341925,422.283825
377.369,422.33335
377.3958,422.3894
377.439725,422.4245
377.466725,422.459875
377.486775,422.4946
377.519,422.569025
377.539775,422.634975
377.5737,422.6851
377.643175,422.734875
377.6794,422.7766
377.70555,422.81285
377.733275,422.8424
377.7767,423.08075
377.805325,423.153775
377.85145,423.20425
377.894675,423.234175
377.930175,423.265125
377.9637,423.302575
378.01585,423.329125
378.03945,423.358925
378.059625,423.39765
378.074725,423.52485
378.08815,423.59415
378.1065,423.7121
378.11985,423.77555
378.139975,423.81655
378.15705,423.866575
378.191425,423.9098
378.209425,423.94995
378.22945,424.013275
378.2388,424.099275
378.263025,424.1751
378.287325,424.238575
378.307575,424.286475
378.315875,424.3461
378.323325,424.38465
378.335625,424.45275
378.354,424.509575
378.3659,424.56495
378.381525,424.615925
378.4027,424.6633
378.421775,424.6925
378.444725,424.70465
378.463275,424.73275
378.475875,424.80035
378.492675,424.8394
378.516475,424.874875
378.5498,424.93225
378.56965,425.0058
378.58835,425.0568
378.61195,425.08825
378.71985,425.0965
378.771025,425.111925
378.79995,425.13015
378.8197,425.1979
378.836125,425.246525
378.850275,425.297725
378.86875,425.350775
378.882275,425.41955
378.897475,425.49305
378.905725,425.5279
378.930125,425.567275
378.94585,425.613925
378.95715,425.66875
378.974175,425.70595
379.0266,425.739625
379.041975,425.78995
379.069975,425.8297
379.094575,425.8557
379.1473,425.911325
379.1726,425.967475
379.185375,426.0552
379.199375,426.182975
379.21385,426.2246
379.238175,426.315325
379.2699,426.41945
379.2976,426.474
379.34285,426.532225
379.38755,426.6058
379.457375,426.663775
379.5463,426.70855
379.58935,426.7582
379.613875,426.79875
379.6428,426.860325
379.6629,426.890875
379.690025,426.909675
379.7079,426.923525
379.75605,427.008025
379.801875,427.095975
379.83135,427.151725
379.880825,427.208575
379.903725,427.30115
379.925575,427.3552
379.946275,427.43435
379.964625,427.5029
379.996475,427.5635
380.01315,427.6247
380.0395,427.67675
380.062075,427.731975
380.0774,427.7853
380.097925,427.8238
380.11685,427.8758
380.132225,427.946525
380.192625,427.980975
380.24245,428.017875
380.264075,428.072775
380.282175,428.121975
380.299675,428.14965
380.319475,428.20335
380.35365,428.2542
380.378575,428.29135
380.3974,428.329875
380.40995,428.3615
380.432075,428.466
380.4762,428.501075
380.50685,428.540025
380.527525,428.5984
380.569125,428.653675
380.6034,428.715825
380.626225,428.7758
380.66145,428.848375
380.683275,428.889325
380.705175,428.946225
380.71965,428.967825
380.74135,429.00655
380.762375,429.056825
380.778275,429.128325
380.794825,429.1959
380.80935,429.246725
380.839475,429.32175
380.8637,429.381825
380.87495,429.458825
380.8884,429.500925
380.91435,429.540825
380.9312,429.5728
380.981525,429.6161
381.007575,429.657025
381.0306,429.694525
381.06,429.741325
381.080875,429.788175
381.1136,429.82955
381.153075,429.874075
381.18925,429.91325
381.2752,429.966125
381.359775,430.08165
381.422325,430.083475
381.4404,430.1671
381.4784,430.200725
381.49985,430.2434
381.525325,430.2594
381.53525,430.2825
381.5637,430.337625
381.745175,430.3909
381.775075,430.438875
381.800025,430.4965
381.836675,430.561825
381.887675,430.6185
381.926,430.68585
381.96235,430.799375
382.017575,430.881375
382.04485,430.940825
382.092025,430.99625
382.160025,431.06125
382.185875,431.088325
382.20235,431.122125
382.22295,431.183275
382.236175,431.245575
382.2555,431.29015
382.28675,431.347675
382.3117,431.382775
382.3271,431.41495
382.3457,431.451175
382.372825,431.493025
382.38485,431.539525
382.3972,431.581225
382.4079,431.636625
382.426225,431.74555
382.44355,431.883225
382.455775,431.952675
382.468125,431.9923
382.481725,432.0237
382.49505,432.0423
382.51085,432.1655
382.526,432.2325
382.549675,432.268825
382.5687,432.31295
382.588125,432.35045
382.6095,432.397325
382.62605,432.436225
382.650525,432.492925
382.6789,432.537125
382.702375,432.569725
382.72175,432.60535
382.74005,432.64425
382.7559,432.675325
382.763525,432.71465
382.775875,432.758375
382.78595,432.802675
382.812725,432.84375
382.83275,432.8929
382.847325,432.925175
382.87275,432.986175
382.89645,433.02545
382.9295,433.07205
382.953375,433.123525
382.96575,433.18765
382.98115,433.2373
382.999475,433.2704
383.015575,433.3114
383.035125,433.3622
383.048325,433.40435
383.073975,433.4429
383.092575,433.469525
383.103975,433.509775
383.113525,433.54695
383.12515,433.599275
383.16995,433.648675
383.1897,433.713275
383.2076,433.761275
383.22055,433.808025
383.2412,433.88535
383.2663,433.9319
383.2865,433.99255
383.298675,434.05545
383.316425,434.111625
383.332325,434.1507
383.34365,434.192275
383.359625,434.23595
383.387,434.2722
383.404725,434.39875
383.435025,434.433975
383.447275,434.562125
383.458675,434.627725
383.467725,434.728875
383.481925,434.811725
383.495925,434.898425
383.5094,434.95045
383.52035,435.020925
383.534925,435.07125
383.5404,435.123875
383.56555,435.20145
383.59745,435.2455
383.61735,435.2788
383.634675,435.3505
383.650075,435.3891
383.663875,435.4363
383.68345,435.503625
383.7026,435.5349
383.715075,435.565775
383.7275,435.5934
383.76585,435.694825
383.787625,435.746425
383.836725,435.78815
383.905525,435.86365
383.935875,435.906975
383.958075,435.93395
383.972375,435.964325
384.00905,436.02605
384.0292,436.060225
384.040275,436.113525
384.077375,436.14475
384.0885,436.25635
384.11095,436.32435
384.17375,436.342325
384.203375,436.39845
384.230375,436.452275
384.279825,436.5091
384.301775,436.57015
384.318875,436.628225
384.3335,436.69855
384.362525,436.758375
384.38495,436.7945
384.41665,436.8392
384.444225,436.897025
384.472,436.9495
384.510725,436.9976
384.551875,437.02805
384.608025,437.05895
384.636625,437.096375
384.661975,437.145625
384.696025,437.201875
384.7322,437.26165
384.759,437.340125
384.80545,437.3863
384.914425,437.4428
384.940225,437.50625
384.963975,437.5429
384.98855,437.62515
385.00595,437.674075
385.030925,437.722025
385.05885,437.771425
385.07605,437.81545
385.0921,437.8814
385.110725,437.9329
385.129625,437.971575
385.15235,437.991325
385.17635,438.02615
385.2276,438.057075
385.2481,438.1202
385.273925,438.2144
385.2926,438.2924
385.33995,438.340275
385.356725,438.4151
385.378175,438.543975
385.407425,438.57755
385.44345,438.6433
385.473475,438.696525
385.505775,438.74245
385.531275,438.76595
385.55655,438.8122
385.6071,438.859075
385.64505,438.920175
385.687225,438.936825
385.74495,438.976375
385.7591,439.041275
385.77975,439.104475
385.795625,439.141575
385.81645,439.17095
385.851425,439.2072
385.8755,439.232125
385.89205,439.25515
385.92435,439.28395
385.94745,439.334525
385.965175,439.407425
386.029125,439.4794
386.0819,439.5233
386.1096,439.55685
386.133975,439.6126
386.1636,439.642875
386.190425,439.7306
386.2161,439.794575
386.232675,439.8312
386.25595,439.963375
386.29815,440.00685
386.330475,440.088975
386.360775,440.140025
386.387,440.141675
386.427025,440.186625
386.4557,440.23955
386.491625,440.280925
386.5484,440.313875
386.597175,440.362425
386.627775,440.441525
386.682975,440.4693
386.7504,440.503
386.91925,440.521
386.967,440.538775
386.99095,440.5511
387.00755,440.59415
387.029025,440.62745
387.0564,440.6358
387.0778,440.6671
387.101225,440.697525
387.115325,440.759625
387.138125,440.809125
387.15275,440.83145
387.17175,440.879025
387.19825,440.94285
387.22695,441.087925
387.251325,441.125
387.27585,441.163225
387.30975,441.19865
387.3427,441.253825
387.36255,441.289025
387.40115,441.330725
387.43955,441.355025
387.460925,441.37795
387.489525,441.4133
387.538175,441.451875
387.580025,441.528975
387.683775,441.564575
387.74165,441.637725
387.793825,441.6995
387.859475,441.7571
387.941975,441.78565
388.117425,441.8423
388.14075,441.8811
388.167275,441.939475
388.221225,441.9844
388.2599,442.0148
388.27945,442.0557
388.297725,442.0827
388.3269,442.119325
388.34625,442.183575
388.3722,442.277825
388.395525,442.34555
388.413725,442.41575
388.4382,442.46865
388.46055,442.522975
388.47395,442.573575
388.532575,442.6259
388.575,442.67775
388.59975,442.709875
388.6615,442.7675
388.680225,442.805775
388.70425,442.84795
388.7451,442.8748
388.769825,442.927825
388.795575,442.98575
388.8206,442.996825
388.86265,443.04875
388.976925,443.104425
389.003175,443.139575
389.065075,443.184375
389.1137,443.232725
389.153,443.27395
389.21315,443.3732
389.264575,443.533225
389.285425,443.567775
389.306925,443.5998
389.33185,443.653125
389.363725,443.715725
389.4741,443.77385
389.511925,443.821725
389.5375,443.887975
389.571275,443.93505
389.598325,444.006075
389.648225,444.07925
389.675825,444.119925
389.715825,444.163475
389.758425,444.21175
389.816375,444.245075
389.843925,444.305675
389.86995,444.407475
389.9083,444.47705
389.9496,444.55325
389.97415,444.616775
390.004725,444.740475
390.02595,444.80035
390.050775,444.837975
390.068675,444.891025
390.088175,444.9744
390.11925,445.028025
390.13265,445.061275
390.15235,445.144975
390.174275,445.189175
390.1968,445.268775
390.223725,445.300925
390.26165,445.3768
390.2877,445.42905
390.306925,445.46845
390.329675,445.52995
390.354125,445.609875
390.423425,445.6427
390.4412,445.722175
390.466175,445.789175
390.539325,445.831375
390.5531,445.8961
390.60265,445.97645
390.626675,446.040825
390.6636,446.076
390.692675,446.10305
390.71945,446.136625
390.7554,446.203625
390.801275,446.282075
390.867175,446.334725
390.9198,446.397375
390.94875,446.44545
390.986925,446.50555
391.027525,446.561125
391.067525,446.6626
391.093325,446.705275
391.14625,446.743075
391.184925,446.79085
391.21035,446.865175
391.2317,446.928325
391.307825,447.0368
391.372825,447.0736
391.4056,447.12475
391.424225,447.164425
391.435675,447.173075
391.465025,447.226275
391.495875,447.2671
391.5096,447.30405
391.525225,447.3421
391.543525,447.384125
391.5544,447.437975
391.5692,447.4633
391.58645,447.5039
391.6029,447.591875
391.622475,447.639575
391.657675,447.6845
391.671975,447.734675
391.6852,447.828225
391.7126,447.868025
391.726475,447.8942
391.736025,447.94885
391.762,448.018175
391.7727,448.062
391.799025,448.090975
391.81235,448.159675
391.826925,448.223025
391.8396,448.246525
391.850375,448.328825
391.8734,448.35165
391.88785,448.369925
391.896275,448.38155
391.9076,448.426475
391.9266,448.459725
391.947225,448.514825
391.95745,448.5766
391.973225,448.62355
392.017525,448.6883
392.032575,448.7416
392.05675,448.797425
392.0698,448.85755
392.086975,448.946325
392.1022,448.98665
392.1187,449.017625
392.134475,449.0524
392.1511,449.126675
392.1702,449.18605
392.19665,449.25045
392.218425,449.28695
392.23165,449.387175
392.249625,449.461825
392.2768,449.5348
392.3066,449.59435
392.3357,449.6778
392.39,449.711425
392.40855,449.734075
392.42265,449.7701
392.446525,449.825425
392.4587,449.894275
392.472125,449.993625
392.489975,450.057525
392.505,450.1733
392.515475,450.21735
392.5356,450.27945
392.566025,450.319825
392.580675,450.3624
392.597625,450.4099
392.61695,450.52985
392.632975,450.60355
392.643,450.749375
392.66475,450.808
392.68375,450.844575
392.711525,450.878875
392.75165,450.930175
392.775925,451.001475
392.807575,451.0494
392.8317,451.0988
392.847625,451.145125
392.865025,451.168425
392.886675,451.194925
392.909675,451.22755
392.930725,451.2726
392.94485,451.2975
392.967175,451.3455
392.983,451.39665
392.995575,451.429725
393.0172,451.473875
393.02885,451.533075
393.05275,451.590425
393.069825,451.640925
393.093625,451.702125
393.108375,451.728325
393.1219,451.807425
393.140075,451.858575
393.154025,451.905225
393.172175,451.940425
393.179275,451.9629
393.193325,451.997375
393.20705,452.0359
393.2217,452.07685
393.23425,452.13095
393.292725,452.1951
393.309875,452.23385
393.325475,452.2701
393.336075,452.34205
393.3468,452.390525
393.365725,452.4298
393.382,452.47895
393.393025,452.56795
393.41095,452.643075
393.42645,452.665725
393.45195,452.688625
393.464575,452.757025
393.489625,452.763825
393.515475,452.814425
393.556975,452.872
393.585275,452.91865
393.602675,452.976775
393.621775,453.015175
393.645775,453.0756
393.6646,453.1788
393.681775,453.2653
393.693725,453.3252
393.709625,453.366525
393.72425,453.390225
393.7479,453.4167
393.788225,453.4473
393.802675,453.490175
393.8238,453.543225
393.883475,453.602925
393.9311,453.67695
393.962525,453.725725
393.986525,453.865875
394.003475,453.89515
394.017975,453.922675
394.0332,454.0351
394.05535,454.0991
394.07325,454.15425
394.092925,454.193025
394.1077,454.25115
394.122975,454.292075
394.1324,454.347625
394.14485,454.4089
394.171825,454.54815
394.187325,454.592125
394.19585,454.638625
394.216075,454.6803
394.2333,454.735
394.2499,454.780625
394.2571,454.822
394.2738,454.8559
394.295975,454.88885
394.31155,454.945
394.326125,454.9898
394.34255,455.036575
394.3596,455.07055
394.3718,455.109075
394.390725,455.2627
394.43025,455.3855
394.442075,455.433175
394.459125,455.4933
394.479875,455.553125
394.51925,455.625725
394.5367,455.664425
394.558325,455.6898
394.578125,455.7391
394.6077,455.7797
394.624925,455.8553
394.6503,455.9033
394.658875,455.973275
394.68295,456.01705
394.699725,456.06175
394.7303,456.1226
394.750625,456.226125
394.78125,456.28775
394.799425,456.3661
394.809125,456.433925
394.82625,456.484225
394.902375,456.5162
394.94785,456.565575
394.965175,456.60835
394.988625,456.6463
395.01115,456.7128
395.04025,456.777675
395.069,456.861475
395.091675,456.9072
395.109875,456.93635
395.12965,456.98455
395.173025,457.065975
395.207175,457.110825
395.26645,457.14485
395.298275,457.188475
395.31435,457.240975
395.334075,457.28035
395.351475,457.3093
395.3876,457.3537
395.407125,457.4737
395.42905,457.521075
395.49045,457.549225
395.61685,457.602375
395.63805,457.62775
395.683275,457.6545
395.69765,457.674925
395.70805,457.746875
395.725975,457.8115
395.7422,457.868025
395.75155,457.92885
395.771825,458.0445
395.8104,458.100525
395.836175,458.17485
395.851375,458.229925
395.864375,458.324475
395.878175,458.35945
395.89245,458.424125
395.91025,458.466075
395.928275,458.506375
395.9461,458.536575
395.961775,458.5834
395.982475,458.6236
396.011325,458.682975
396.0269,458.73795
396.05625,458.8104
396.07885,458.8652
396.125575,458.93605
396.14325,459.0004
396.160375,459.0437
396.18035,459.0806
396.1933,459.139175
396.210125,459.174525
396.24135,459.29605
396.278325,459.3549
396.30855,459.431125
396.343825,459.469525
396.35735,459.4894
396.44135,459.517075
396.489225,459.55915
396.512925,459.57375
396.54085,459.6099
396.56455,459.735775
396.58425,459.8455
396.605275,459.909725
396.629325,459.96335
396.710525,460.052325
396.732625,460.130475
396.7609,460.17575
396.785525,460.22915
396.798125,460.337775
396.822975,460.416275
396.837975,460.454725
396.856875,460.5207
396.886075,460.632625
396.917475,460.708325
396.9801,460.75055
397.033325,460.81355
397.06025,460.869275
397.092675,460.9369
397.131,461.00085
397.154525,461.053075
397.213375,461.094925
397.2418,461.1552
397.269775,461.233975
397.294125,461.286525
397.3417,461.364375
397.355275,461.404875
397.372475,461.483975
397.388825,461.54615
397.403725,461.5955
397.425975,461.616075
397.4544,461.661125
397.468975,461.70005
397.489275,461.748325
397.5202,461.820475
397.5442,461.89605
397.58395,461.940625
397.60435,461.993875
397.63225,462.037375
397.63965,462.094775
397.654025,462.151425
397.69905,462.19455
397.7194,462.259125
397.789075,462.304125
397.83485,462.356725
397.855675,462.425975
397.90595,462.504825
397.926825,462.5358
397.956175,462.582125
397.982575,462.6155
398.0237,462.6814
398.04385,462.7311
398.063225,462.7799
398.081425,462.809575
398.104075,462.85515
398.11825,462.8808
398.145125,462.906225
398.176625,462.960325
398.19785,463.041575
398.219975,463.1144
398.252175,463.196175
398.2825,463.246525
398.30055,463.30655
398.3563,463.3992
398.39635,463.450475
398.426075,463.478525
398.46185,463.506925
398.492775,463.7367
398.536075,463.7904
398.6159,463.84415
398.6923,463.921325
398.726825,463.9596
398.75215,464.0734
398.793675,464.112975
398.83055,464.177875
398.886525,464.236275
398.911975,464.2637
398.95255,464.289425
398.991125,464.314575
399.081875,464.361025
399.202975,464.417625
399.356525,464.48595
399.42775,464.522075
399.452325,464.552875
399.550225,464.618325
399.605225,464.6662
399.67,464.71425
399.755025,464.817475
399.797125,464.896525
399.8619,464.970275
399.972275,465.0191
400.012325,465.108325
400.03585,465.1775
400.070375,465.2175
400.104125,465.26575
400.12875,465.312875
400.148475,465.364325
400.18115,465.41365
400.205975,465.46425
400.28485,465.529825
400.317375,465.631825
400.432275,465.70925
400.470425,465.778025
400.491775,465.838
400.5189,465.8623
400.55245,465.9137
400.576075,465.92655
400.61405,465.98965
400.644325,466.048325
400.68185,466.1122
400.795125,466.175675
400.815375,466.2312
400.8342,466.2908
400.850525,466.3285
400.86935,466.384025
400.89395,466.42565
400.910775,466.484225
400.930725,466.536125
400.948675,466.583925
400.971525,466.62925
400.992025,466.676825
401.012825,466.728225
401.034075,466.76935
401.052825,466.8368
401.0768,466.89805
401.107325,466.9705
401.13215,467.03235
401.161775,467.062675
401.1948,467.1074
401.215325,467.14205
401.246125,467.18335
401.270625,467.214425
401.2858,467.253225
401.3053,467.28435
401.32515,467.32985
401.354225,467.38045
401.37435,467.527825
401.42705,467.58505
401.454225,467.635775
401.480875,467.6809
401.5212,467.72255
401.576575,467.767825
401.62365,467.80935
401.643825,467.897775
401.672825,467.94775
401.704675,468.00655
401.727425,468.059175
401.75085,468.109025
401.771525,468.1997
401.814825,468.29985
401.856425,468.388725
401.890475,468.423925
401.93925,468.464625
401.97625,468.5293
401.997025,468.5683
402.058525,468.600875
402.0801,468.620375
402.097025,468.654825
402.1169,468.6951
402.186775,468.7419
402.222,468.853025
402.257575,468.89035
402.282325,468.927775
402.311475,468.95525
402.339275,469.006275
402.37835,469.0726
402.40105,469.1128
402.416375,469.15725
402.431675,469.19925
402.4477,469.39535
402.4596,469.44475
402.478,469.47995
402.49245,469.50945
402.506225,469.632725
402.5229,469.693875
402.5418,469.744275
402.560625,469.80945
402.575,469.8565
402.59795,469.8873
402.607625,469.920575
402.62685,469.9682
402.639825,470.022475
402.6508,470.081625
402.666475,470.1468
402.685175,470.244325
402.70615,470.30625
402.72375,470.379025
402.7483,470.459925
402.7607,470.519875
402.774025,470.5518
402.7969,470.60125
402.8166,470.64605
402.82985,470.6898
402.849675,470.7609
402.86105,470.790325
402.88055,470.8349
402.89555,470.879925
402.91535,470.92255
402.94145,470.966025
402.9555,471.0144
402.978975,471.135075
402.998225,471.189825
403.02745,471.257975
403.047625,471.302325
403.067675,471.348375
403.080275,471.433225
403.092275,471.484525
403.109,471.556175
403.12365,471.59445
403.139225,471.6467
403.151875,471.7007
403.163875,471.743675
403.18725,471.92885
403.205325,472.01575
403.221925,472.0992
403.246925,472.1622
403.275,472.254675
403.285925,472.30465
403.3008,472.346875
403.31265,472.41795
403.329975,472.50075
403.349175,472.5547
403.365975,472.6117
403.378675,472.697475
403.3949,472.738525
403.408825,472.82485
403.43085,472.87935
403.4494,472.915625
403.460125,472.980475
403.488025,473.05595
403.5008,473.11225
403.51305,473.1746
403.534675,473.228925
403.553575,473.284175
403.59015,473.335575
403.602075,473.38525
403.620625,473.467675
403.63485,473.52995
403.652525,473.572225
403.67665,473.62495
403.695275,473.673425
403.7247,473.7362
403.75635,473.78265
403.778775,473.82665
403.7928,473.8993
403.80465,473.933825
403.8223,473.96475
403.834175,474.00115
403.854825,474.07175
403.87555,474.11425
403.884725,474.147275
403.918075,474.166
403.929725,474.192975
403.9486,474.22275
403.969425,474.25035
403.98745,474.294575
404.01365,474.40535
404.18155,474.438425
404.196025,474.46955
404.2419,474.51035
404.259325,474.55795
404.27345,474.6167
404.2889,474.699375
404.3065,474.801
404.323275,474.85375
404.329225,474.90255
404.34505,474.957025
404.3734,475.104375
404.396475,475.16395
404.41645,475.26335
404.432775,475.29695
404.454,475.3342
404.4673,475.37675
404.48985,475.4166
404.5113,475.455
404.518,475.556525
404.54315,475.60255
404.58945,475.676625
404.6489,475.73985
404.7186,475.814575
404.76605,475.843975
404.7948,475.8886
404.81605,475.98765
404.832925,476.06255
404.8475,476.142875
404.866925,476.214125
404.89595,476.264275
404.925675,476.309575
404.9724,476.349475
405.080075,476.4001
405.0972,476.46075
405.117325,476.505375
405.1404,476.54585
405.19275,476.588
405.379375,476.62425
405.41145,476.64855
405.42975,476.7153
405.457075,476.774425
405.473475,476.80775
405.492575,476.898325
405.51425,476.9322
405.59775,476.97235
405.67225,477.01565
405.686875,477.03655
405.694525,477.07245
405.719,477.103075
405.73085,477.136525
405.74535,477.1849
405.75735,477.22795
405.777825,477.275475
405.807425,477.3204
405.8242,477.356475
405.8599,477.3912
405.87105,477.426
405.889325,477.486675
405.9047,477.5238
405.927375,477.562525
405.95015,477.6176
405.967275,477.665725
405.99175,477.691175
406.00895,477.69985
406.036525,477.7555
406.05795,477.852475
406.092925,477.89245
406.140375,477.928125
406.18995,477.982725
406.250275,478.0421
406.293375,478.10615
406.316825,478.16295
406.336275,478.20535
406.378925,478.237275
406.4896,478.265525
406.65105,478.299775
406.708275,478.343525
406.7474,478.40775
406.79545,478.452975
406.858225,478.503125
406.919725,478.55295
406.96795,478.598425
407.02005,478.636875
407.090825,478.660425
407.11495,478.693175
407.1349,478.7078
407.153175,478.741
407.1676,478.74225
407.1918,478.804825
407.209125,478.8541
407.23815,478.888925
407.2608,478.9346
407.28615,479.0438
407.30615,479.098075
407.328075,479.165125
407.365975,479.213875
407.4643,479.270375
407.51935,479.312975
407.54765,479.338075
407.5929,479.3694
407.623675,479.42005
407.646875,479.46185
407.67975,479.500675
407.7093,479.53
407.8032,479.592075
407.840775,479.646825
407.868225,479.730875
407.905,479.8441
407.926225,479.91355
408.03485,480.00155
408.096625,480.0441
408.18735,480.1064
408.325875,480.15
408.348425,480.153075
408.367275,480.21505
408.3886,480.25465
408.40155,480.3007
408.41105,480.377025
408.43155,480.4125
408.45565,480.498725
408.477925,480.538225
408.49395,480.601025
408.508975,480.65275
408.52495,480.704725
408.5456,480.7486
408.554825,480.802325
408.574925,480.8561
408.603025,480.86905
408.61665,480.877975
408.639425,480.90615
408.661175,480.9728
408.6924,481.0241
408.715875,481.07295
408.7294,481.10245
408.7509,481.163925
408.77095,481.171125
408.793,481.241175
408.807875,481.314
408.832975,481.338225
408.8496,481.36885
408.88205,481.437475
408.9651,481.53015
408.996875,481.581475
409.019675,481.637775
409.031775,481.68395
409.049375,481.71585
409.06805,481.745925
409.076525,482.007525
409.08625,482.066125
409.117525,482.117825
409.138875,482.177725
409.15855,482.231475
409.172125,482.285725
409.18915,482.333425
409.2025,482.367425
409.21115,482.42845
409.223875,482.468725
409.24185,482.55215
409.2555,482.572225
409.273525,482.5857
409.31955,482.6219
409.353225,482.650875
409.376925,482.68235
409.420275,482.7083
409.45805,482.763475
409.50555,482.834925
409.530925,482.869475
409.56585,482.918125
409.596825,482.947
409.6144,482.959375
409.673875,482.997525
409.71715,483.0271
409.751175,483.0461
409.83375,483.0737
409.856675,483.11145
409.89455,483.141675
409.975975,483.227325
410.031425,483.2919
410.0775,483.320825
410.10325,483.34895
410.173175,483.3684
410.219225,483.387175
410.3313,483.434275
410.426875,483.52485
410.44595,483.571475
410.4661,483.594075
410.4823,483.623025
410.5067,483.647175
410.519825,483.669625
410.53895,483.704175
410.553975,483.760525
410.569275,483.81015
410.584325,483.841825
410.6011,483.872425
410.64615,483.925175
410.676075,483.962775
410.69965,483.97535
410.7169,484.05065
410.751625,484.146225
410.78135,484.236875
410.819275,484.2494
410.867125,484.294275
410.90015,484.355625
410.919525,484.375675
410.94475,484.43875
410.9744,484.488275
411.00065,484.5072
411.0389,484.5525
411.074025,484.58395
411.092125,484.634625
411.10855,484.659875
411.121875,484.6858
411.1441,484.7123
411.221225,484.718975
411.288675,484.794175
411.35865,484.904425
411.382625,484.94015
411.396275,484.974525
411.412625,485.032925
411.4372,485.05625
411.443825,485.077625
411.4553,485.09925
411.4665,485.14625
411.480825,485.21405
411.491775,485.244425
411.50415,485.2838
411.521,485.373825
411.532,485.417725
411.5451,485.469025
411.5892,485.566
411.603975,485.605475
411.63325,485.7624
411.64685,485.799325
411.66185,485.821125
411.682925,485.843425
411.698275,485.9631
411.71135,486.035325
411.73305,486.059225
411.7495,486.104175
411.777025,486.13395
411.794275,486.24725
411.815125,486.29
411.828175,486.343625
411.84335,486.365775
411.8595,486.404175
411.878675,486.42045
411.894,486.5167
411.9091,486.553775
411.924775,486.565425
411.94895,486.586225
411.968425,486.64395
411.99775,486.6841
412.02785,486.714775
412.051575,486.755525
412.114225,486.834075
412.166775,486.87585
412.192375,486.923375
412.232875,487.00355
412.2616,487.061425
412.2797,487.14735
412.303225,487.2144
412.333075,487.27105
412.3859,487.3342
412.48565,487.434
412.548425,487.46075
412.5714,487.502275
412.590775,487.527725
412.6091,487.564
412.64165,487.7582
412.665175,487.790275
412.7144,487.81585
412.762425,487.8509
412.788325,487.8917
412.8068,487.9655
