SPK_SPKC12a (late exc)
0.008325
0.07015
0.1525
0.1722
0.25945
0.33605
0.401925
0.4872
0.547125
0.5839
0.698325
0.75115
0.8101
0.859875
1.0028
1.042675
1.242175
1.3457
1.3736
1.47
1.64625
1.720275
1.861525
2.042175
2.096375
2.149725
2.18445
2.261325
2.285275
2.4436
2.460725
2.554775
2.704725
2.80055
2.870225
2.9575
3.00705
3.06535
3.125025
3.1811
3.2755
3.330325
3.3721
3.425675
3.5181
3.59935
3.670425
3.748175
3.77295
3.833225
3.94105
3.981025
4.014725
4.088525
4.143525
4.3985
4.460325
4.48565
4.541225
4.55765
4.595
4.63705
4.67745
4.779
4.834075
4.916375
4.9805
5.0616
5.100675
5.15765
5.21185
5.2541
5.30275
5.334575
5.3769
5.398825
5.425275
5.4655
5.4931
5.53655
5.576425
5.638725
5.674275
5.6993
5.7467
5.7796
5.8444
5.88125
5.9836
6.077925
6.15595
6.268025
6.341275
6.3783
6.41175
6.45715
6.487625
6.539725
6.59765
6.6585
6.722875
6.790575
6.823725
6.87075
6.8986
6.94085
6.965225
6.990025
7.045225
7.1116
7.153675
7.1737
7.3313
7.38645
7.456575
7.5296
7.56535
7.614375
7.67725
7.72905
7.809225
7.8533
8.00915
8.040825
8.078175
8.112825
8.16385
8.1922
8.212
8.24485
8.27025
8.288825
8.330025
8.348
8.365775
8.39285
8.421375
8.45545
8.47275
8.504625
8.621775
8.657425
8.757225
8.837875
8.89875
8.94065
9.01965
9.05565
9.0915
9.111325
9.1398
9.182125
9.2157
9.274875
9.3517
9.39765
9.421575
9.4687
9.494825
9.527425
9.582875
9.67185
9.72965
9.78255
9.8124
9.854475
9.874125
9.9143
9.961775
10.04935
10.148225
10.18025
10.193575
10.235525
10.264475
10.3151
10.344375
10.3868
10.4127
10.46775
10.51895
10.5737
10.633475
10.703375
10.725475
10.7577
10.9599
11.0194
11.044025
11.077025
11.150425
11.216475
11.270425
11.30175
11.3368
11.363975
11.39725
11.462125
11.52155
11.600775
11.6528
11.698425
11.754375
11.89205
12.0836
12.237925
12.34995
12.495675
12.54755
12.600975
12.68905
12.8897
12.962975
13.0014
13.093575
13.3397
13.4021
13.460225
13.50265
13.7066
13.853375
13.935625
14.120625
14.2927
14.38355
14.390025
14.459425
14.485775
14.71025
14.78675
14.8666
14.948625
15.216425
15.253275
15.3377
15.590025
15.724975
15.8009
15.96735
16.136525
16.230875
16.256425
16.38905
16.4818
16.57325
16.724625
16.7802
16.877725
16.94805
17.2147
17.28965
17.337775
17.394725
17.48295
17.55615
17.658025
17.78665
17.8468
17.89925
17.952825
18.0336
18.118425
18.214475
18.2976
18.345225
18.44285
18.57115
18.65455
18.71105
18.760125
18.83205
18.90695
19.021775
19.048025
19.108575
19.133525
19.18175
19.228025
19.29015
19.327975
19.439575
19.517875
19.58285
19.654125
19.758725
19.767425
19.868075
20.062225
20.105875
20.16745
20.25195
20.42395
20.51805
20.63025
20.678275
20.746225
20.84565
20.944425
21.03165
21.19665
21.30625
21.586275
21.676025
21.853675
21.912475
22.038175
22.10705
22.158625
22.277775
22.38635
22.54395
22.6977
22.79915
22.90655
23.006575
23.14645
23.30245
23.40235
23.71805
23.79855
23.84785
23.9364
24.064225
24.1245
24.2795
24.3842
24.52975
24.638575
24.73605
24.911275
25.0455
25.1101
25.20705
25.3813
25.472375
25.712575
25.7841
25.878775
25.996125
26.09965
26.1687
26.29535
26.44495
26.489175
26.6424
26.7255
26.758425
26.823725
26.8863
26.9831
27.0786
27.1846
