SPK_SPKC05a (excited),SPK_SPKC07a (excited),SPK_SPKC08a (inhibited),SPK_SPKC13b (no effect),SPK_SPKC16a (excited)
75.6734,105.057825,79.597225,32.0461,30.30835
75.719475,105.2066,79.625325,32.099875,30.31395
75.776,105.3396,79.6898,32.122625,30.317925
75.81185,105.46015,79.725325,32.142675,30.362975
76.074075,105.60715,79.8355,32.149625,30.375825
76.0974,105.6686,79.896975,32.159525,30.38625
76.11595,105.772825,79.971125,32.1845,30.430375
76.2503,105.8517,80.023925,32.201125,30.432175
76.319475,106.070625,80.09175,32.2231,30.44255
76.442925,106.138675,80.163025,32.2509,30.487025
76.537825,106.1962,80.2707,32.2949,30.501325
76.6595,106.54795,80.358725,32.319225,30.523625
76.75445,106.774275,80.41975,32.343175,30.5636
76.8658,106.84735,80.496175,32.366925,30.5754
77.00525,106.886225,80.599875,32.3951,30.602225
77.120625,106.94345,80.659675,32.41515,30.611825
77.2744,107.522275,80.6689,32.44015,30.619375
77.31205,107.88275,80.896425,32.470025,30.656425
77.339075,107.995225,80.944,32.49305,30.675975
77.401025,108.046125,81.023825,32.50555,30.687625
77.406275,108.1413,81.32365,32.557875,30.702725
77.43085,108.252075,81.399325,32.59795,30.709675
77.601425,108.335775,81.50145,32.645425,30.76625
77.675325,108.3422,81.640125,32.677925,30.794025
77.809425,108.404475,81.750925,32.682525,30.814875
77.862775,108.4678,81.78305,32.7488,30.831525
77.94445,108.53805,81.789125,32.7729,30.8634
77.98285,108.5859,81.836825,32.810375,30.9991
78.042275,108.689775,81.921175,32.821325,31.03545
78.11315,108.7701,81.9555,32.880125,31.044075
78.200275,108.915275,82.030125,32.900075,31.074775
78.268375,108.969175,82.10935,32.91245,31.104025
78.36935,109.01715,82.244825,32.933725,31.150275
78.463225,109.126625,82.345775,32.94805,31.16535
78.502775,109.2264,82.57445,32.9679,31.197025
78.652225,109.279,82.628125,32.99055,31.22
78.733125,109.346475,82.653425,33.022,31.2893
78.8236,109.382225,82.748225,33.0466,31.340075
78.867225,109.44735,82.8883,33.062075,31.3598
78.8969,109.5278,82.9407,33.081125,31.413175
78.94515,109.5965,83.1546,33.096275,31.419225
79.0049,109.698275,83.203775,33.1203,31.4536
79.059725,109.739175,83.2845,33.1456,31.4821
79.14725,109.855425,83.33425,33.1851,31.529675
79.180675,109.945625,83.369375,33.219775,31.565275
79.24435,110.00735,83.4835,33.2389,31.599675
79.311975,110.2327,83.547475,33.2846,31.63075
79.38475,110.4903,83.608575,33.320875,31.6669
79.645175,110.6209,83.801625,33.332125,31.800325
79.990825,110.715575,83.8481,33.35445,31.824025
80.2732,110.746275,83.8927,33.3776,31.84705
80.32765,110.7699,83.962725,33.38095,31.863075
80.399375,110.855575,84.055825,33.415775,31.90015
80.514725,110.9755,84.105075,33.43595,31.954725
80.74845,111.095975,84.2079,33.4381,31.95825
80.811675,111.140475,84.29355,33.467475,32.0062
80.866175,111.1897,84.3626,33.474025,32.066475
81.1255,111.197725,84.426325,33.484425,32.076575
81.14895,111.36635,84.627775,33.500675,32.1113
81.51055,111.45005,84.79745,33.5202,32.1191
81.536,111.48015,84.890925,33.544625,32.16085
81.555125,111.71485,84.948925,33.5653,32.17535
81.594775,111.98725,85.2917,33.592675,32.18615
81.644525,112.0581,85.456825,33.609825,32.264225
81.6977,112.142075,85.62275,33.61255,32.28605
81.736075,112.182575,85.813725,33.656425,32.292975
81.779,112.2732,86.004525,33.694125,32.323325
81.85625,112.381275,86.047425,33.725725,32.3303
81.892525,112.5573,86.110175,33.750925,32.343675
81.972025,112.656975,86.1374,33.764875,32.3476
82.02025,112.856125,86.28855,33.775225,32.371575
82.131325,112.909875,86.350175,33.780825,32.469975
82.341375,113.286625,86.38115,33.8001,32.5051
82.38915,113.456375,86.426525,33.8111,32.529825
82.497675,113.529,86.4788,33.837325,32.586025
82.744025,113.62645,86.5388,33.869325,32.617775
82.7759,113.652075,86.5984,33.885275,32.647775
82.862,113.72795,86.62005,33.916125,32.66835
82.9213,113.8555,86.772,33.979625,32.70845
82.95385,114.13715,86.843725,33.997975,32.732375
82.99585,114.2369,86.893325,34.02245,32.751975
83.038975,114.405125,86.946475,34.061425,32.75945
83.152975,114.544525,87.002075,34.0704,32.799925
83.21585,114.583125,87.0651,34.08915,32.846875
83.294825,114.857375,87.138825,34.103125,32.94965
83.3654,114.906625,87.27515,34.124225,32.974275
83.4576,115.3069,87.3589,34.170625,33.054675
83.57025,115.369875,87.44625,34.202675,33.1771
83.623725,115.525725,87.543675,34.228875,33.22205
83.690775,115.8788,87.742325,34.257025,33.2622
83.740825,116.22195,87.7809,34.27435,33.2725
83.84675,116.2768,87.885825,34.2986,33.31065
83.960225,116.315225,88.038025,34.340125,33.328325
84.0121,116.4968,88.089725,34.353475,33.346625
84.09675,116.714825,88.190575,34.3702,33.38135
84.250175,116.9287,88.326725,34.390325,33.494675
84.355425,116.988325,88.528625,34.438425,33.53205
84.4314,117.1307,88.660125,34.453875,33.553275
84.473625,117.24015,88.734875,34.471475,33.60125
84.47745,117.383125,89.1121,34.5032,33.7066
84.525825,117.9501,89.186675,34.527675,33.725575
84.63045,118.00215,89.29055,34.546,33.74865
84.662925,118.153875,89.379825,34.5605,33.78855
84.717825,118.252625,89.420825,34.58735,33.8057
84.817225,118.28745,89.433725,34.612475,33.833325
84.8609,118.331625,89.601025,34.634275,33.86865
84.953925,118.593875,89.9234,34.654275,33.875
85.1226,118.763025,90.246075,34.675425,33.881725
85.18515,119.0349,90.3016,34.70075,33.9186
85.222225,119.1749,90.3596,34.724375,33.92405
85.39265,119.220125,90.4067,34.74785,33.9319
85.522775,119.3972,90.4448,34.796175,33.9386
85.5783,119.43945,90.493025,34.8337,33.94075
85.627275,119.6023,90.52935,34.86575,33.9771
85.6666,119.65555,90.5837,34.88125,34.009
85.70475,119.732575,90.648625,34.922625,34.015275
85.739925,119.933325,90.683675,34.93635,34.025525
85.7996,119.982275,90.7359,34.946925,34.0438
85.873175,120.252675,90.788,34.9601,34.16645
86.171325,120.345,90.815975,34.9815,34.297125
86.1889,120.4259,90.867825,34.998825,34.32005
86.2139,120.445025,90.9107,35.03245,34.3725
86.2519,120.541825,90.959225,35.05225,34.43385
86.350125,120.664575,90.995675,35.133025,34.5352
86.372225,120.73295,91.048975,35.207275,34.566175
86.441825,120.843525,91.1418,35.2332,34.614
86.5153,120.881025,91.1772,35.242825,34.65635
86.5794,120.946375,91.251175,35.252675,34.70545
86.62755,121.061,91.32255,35.267725,34.7247
86.712,121.138425,91.3641,35.29155,34.75305
86.827875,121.20055,91.45555,35.3245,34.848575
87.04085,121.25125,91.535875,35.3617,34.86105
87.1213,121.307425,91.603475,35.38855,34.884525
87.16575,121.4968,91.66945,35.406175,34.892375
87.299075,121.58065,91.7247,35.478425,34.905525
87.328525,121.586225,91.758625,35.488425,34.920425
87.368875,121.850725,91.824375,35.5071,34.963575
87.468225,122.31155,91.926925,35.54785,34.971325
87.514125,122.3967,92.006,35.569925,34.97985
87.6323,122.46865,92.1051,35.5944,35.016
87.722025,122.482575,92.159225,35.616125,35.08705
87.7816,122.607025,92.2111,35.63555,35.09805
87.82865,122.792275,92.29535,35.652775,35.125625
87.8955,122.895975,92.3796,35.669575,35.16615
88.0615,123.084925,92.45165,35.690175,35.168125
88.140075,123.14105,92.584975,35.708575,35.177525
88.168975,123.261075,92.640225,35.731125,35.2655
88.22765,123.368525,92.67415,35.74175,35.2783
88.310425,123.424925,92.70945,35.75735,35.3394
88.33425,123.469325,92.7631,35.778575,35.403
88.37965,123.538775,92.84085,35.789175,35.41855
88.421725,123.626975,92.9203,35.8013,35.43925
88.453525,123.7031,93.0591,35.821925,35.464225
88.482775,123.748975,93.189475,35.851,35.588175
88.58555,123.80615,93.242575,35.86335,35.6021
88.691725,123.9357,93.317725,35.89175,35.663
88.73955,124.4772,93.373775,35.909825,35.688325
89.03435,124.5503,93.42385,35.92775,35.719425
89.064575,124.6133,93.486525,36.000275,35.76885
89.106175,124.68915,93.54235,36.01615,35.781575
89.198025,124.995625,93.587725,36.031275,35.812525
89.2786,125.117825,93.641725,36.061725,35.81675
89.420525,125.237125,93.680575,36.078325,35.835025
89.441325,125.327175,93.73775,36.09825,35.89405
89.509125,125.58305,93.78605,36.119275,35.9131
89.6338,125.675825,93.79375,36.13735,36.01315
89.7454,125.775775,93.856125,36.15655,36.1345
89.802025,125.8512,93.900625,36.175525,36.146425
89.88145,125.9079,93.939525,36.198625,36.233475
89.9694,125.94435,93.999725,36.209875,36.25095
90.010225,126.0583,94.0344,36.22535,36.286675
90.07845,126.063325,94.06775,36.23485,36.4578
90.168875,126.18135,94.16795,36.248225,36.465625
90.272375,126.25065,94.313325,36.283825,36.4756
90.339725,126.42565,94.3732,36.303825,36.521825
90.42145,126.4442,94.441625,36.325125,36.586275
90.433225,126.489975,94.4837,36.41525,36.601125
90.489875,126.492425,94.55435,36.437825,36.6777
90.552225,126.713125,94.673525,36.45735,36.73315
90.621525,126.7508,94.7851,36.505425,36.8175
90.718925,126.9755,94.865325,36.5241,36.83705
90.807825,127.013775,94.89685,36.562575,36.985625
90.8983,127.07295,94.901975,36.57805,36.99845
90.918625,127.387325,94.94835,36.595175,37.012625
91.006525,127.444525,95.0054,36.608725,37.0377
91.2141,127.8382,95.031,36.63195,37.05265
91.249925,127.928725,95.113525,36.64535,37.077525
91.538,128.03705,95.14345,36.6572,37.11805
91.57495,128.117975,95.2799,36.670475,37.172725
91.644025,128.2296,95.42645,36.67985,37.2484
91.73245,128.312125,95.4997,36.69905,37.30715
91.817675,128.314825,95.699675,36.71725,37.3369
91.860675,128.393275,95.8712,36.758925,37.369625
91.935525,129.052875,95.98635,36.778325,37.39275
92.003,129.162625,96.065625,36.797225,37.409575
92.045,129.37785,96.1776,36.8486,37.435125
92.07895,129.441775,96.438175,36.87555,37.443125
92.20285,129.49585,96.5526,36.908025,37.4526
92.271825,129.56235,96.624125,36.92945,37.499275
92.3128,129.700025,96.691525,36.95405,37.610425
92.380375,129.7649,96.88355,36.974075,37.682
92.44025,129.83585,96.943025,36.99075,37.6986
92.486525,130.104825,97.021475,37.004175,37.727375
92.5455,130.22775,97.09095,37.0301,37.78375
92.639525,130.2537,97.20835,37.04945,37.80225
92.782475,130.616375,97.243425,37.0689,37.829
92.79495,130.911725,97.278425,37.126175,37.844175
92.871,131.281625,97.308825,37.155325,37.850025
92.902225,131.36975,97.37585,37.23885,37.8622
92.986475,131.532,97.4484,37.2683,37.8734
93.23365,131.785075,97.51825,37.291425,37.882725
93.246275,131.890675,97.555675,37.337125,37.919025
93.291725,131.938325,97.702075,37.363675,37.939925
93.3683,132.0009,97.755525,37.383225,37.969325
93.4573,132.225025,97.804,37.412725,38.0135
93.5184,132.374725,97.843425,37.435475,38.041875
93.54955,132.649825,97.89325,37.4782,38.130275
93.642275,132.814825,97.92935,37.5227,38.1589
93.695175,132.89245,98.01305,37.55365,38.168125
93.74275,133.028875,98.12125,37.597775,38.20185
93.7652,133.14225,98.176875,37.6257,38.242125
93.85925,133.236275,98.26075,37.638625,38.275025
94.135625,133.555925,98.388575,37.66155,38.338125
94.205475,133.604325,98.48935,37.670375,38.36135
94.345175,133.686325,98.5422,37.678575,38.4127
94.375075,133.7342,98.57265,37.695875,38.440725
94.4043,133.798575,98.610775,37.720775,38.4472
94.4658,133.859875,98.687025,37.740025,38.453725
94.69925,133.91715,98.81865,37.749675,38.4754
94.741125,134.0104,98.88325,37.7835,38.54705
94.768575,134.05105,98.950525,37.815725,38.563475
94.792525,134.104925,98.984025,37.831175,38.5729
94.898725,134.143175,99.041125,37.869375,38.57885
94.9815,134.6405,99.10315,37.888325,38.642625
95.08625,134.710875,99.2216,37.92955,38.6522
95.1856,134.81185,99.30845,37.97395,38.69465
95.2432,134.896525,99.453275,38.02035,38.7604
95.462375,134.95505,99.5179,38.024125,38.781475
95.637775,135.07905,99.56385,38.038875,38.7965
95.7635,135.134675,99.5956,38.051675,38.861725
95.91235,135.299525,99.637775,38.067375,38.8731
96.050825,135.43965,99.7412,38.07855,38.8887
96.118775,135.60705,99.83565,38.123525,38.9356
96.1974,135.67675,99.895075,38.150575,38.9548
96.283875,135.7508,99.954175,38.199475,39.028875
96.412225,135.7908,100.005425,38.22295,39.04885
96.48465,136.046375,100.04435,38.250325,39.053875
96.599025,136.537825,100.101825,38.26285,39.068925
96.8359,136.5705,100.14905,38.278625,39.106525
96.90555,136.629375,100.212125,38.317725,39.1255
96.9424,136.691775,100.2601,38.332775,39.238275
96.97385,136.7264,100.32145,38.348575,39.2522
97.075575,136.74745,100.38625,38.371425,39.3369
97.098175,137.0212,100.44045,38.390725,39.494075
97.341975,137.397325,100.5229,38.406925,39.5105
97.4117,137.487425,100.5997,38.432325,39.51275
97.479375,137.529375,100.65855,38.472175,39.5214
97.537225,137.758225,100.7398,38.48975,39.59305
97.60545,138.048225,100.792025,38.508675,39.641625
97.66785,138.1759,100.853525,38.5251,39.74005
97.743475,138.387125,100.930225,38.5451,39.85705
97.92025,138.662275,101.00295,38.56835,39.8786
97.938875,138.7396,101.07565,38.62205,39.896125
97.96085,138.92125,101.24955,38.6422,39.9056
98.0096,138.964075,101.31895,38.697475,39.94405
98.355275,139.183,101.387825,38.71895,39.99215
98.3887,139.2239,101.467175,38.742575,40.070575
98.563375,139.360925,101.5155,38.771725,40.07645
98.667375,139.97005,101.560675,38.798325,40.160825
98.690825,140.04375,101.70505,38.822875,40.23015
98.709725,140.33845,101.80185,38.84785,40.2384
98.74935,140.432075,101.87775,38.87015,40.259025
98.80075,140.5006,101.92615,38.888575,40.281875
98.826625,140.58595,102.0087,38.89705,40.3158
98.867775,140.6783,102.1173,38.92045,40.32635
98.934375,140.849875,102.191875,38.942275,40.32765
99.0314,140.905625,102.2608,38.972275,40.348325
99.193725,141.025,102.359325,39.01275,40.377575
99.225375,141.276175,102.485875,39.026925,40.39635
99.312925,141.330475,102.735075,39.0427,40.4651
99.34805,141.3908,102.809775,39.074825,40.49715
99.371925,141.6331,102.811575,39.091625,40.510875
99.430025,141.719875,103.0841,39.123525,40.552425
99.450925,141.8056,103.126725,39.141775,40.575025
99.51245,141.99925,103.1708,39.1833,40.615875
99.72605,142.560375,103.2707,39.2226,40.618
99.7747,142.6504,103.57925,39.2439,40.63505
99.810575,142.778675,103.80175,39.257225,40.645975
99.84645,143.0148,103.868125,39.284625,40.6751
99.8823,143.126025,103.947875,39.3016,40.6833
99.9171,143.158025,104.037575,39.306875,40.710725
99.968575,143.20305,104.21325,39.32485,40.789375
100.045525,143.238,104.224475,39.349425,40.7923
100.081175,143.3524,104.300575,39.366725,40.8005
100.192425,143.45235,104.35155,39.376825,40.819875
100.251075,143.531625,104.691525,39.39705,40.826625
100.5088,143.5999,104.873125,39.41165,40.8782
100.597625,143.728175,104.9307,39.42345,40.890175
100.78915,143.7594,105.0014,39.463375,40.907775
100.833025,143.872,105.096625,39.47845,40.946975
100.85875,144.0351,105.1325,39.4998,40.9754
100.906575,144.23835,105.221325,39.510225,41.208375
100.930925,144.28905,105.28695,39.531425,41.24855
101.055725,144.39965,105.371575,39.556225,41.264125
101.080025,144.7071,105.451125,39.578975,41.27695
101.111675,144.75315,105.5179,39.6049,41.35235
101.123425,144.804025,105.5695,39.6351,41.40755
101.23475,144.926875,105.635575,39.6582,41.43755
101.32075,145.151425,105.67635,39.683975,41.477325
101.42115,145.309875,105.7219,39.707275,41.493275
101.529025,145.56555,105.81165,39.729375,41.50645
101.63065,145.860925,105.9378,39.76945,41.5198
101.702475,146.012725,105.993325,39.797425,41.5415
101.971475,146.136425,106.027225,39.829,41.5944
101.991325,146.25685,106.1012,39.864325,41.60315
102.00405,146.568525,106.13665,39.937725,41.61945
102.043425,146.648475,106.21625,39.958225,41.686475
102.129525,146.848825,106.387175,39.98315,41.71775
102.299125,146.95375,106.4587,40.00385,41.738525
102.362075,147.25345,106.763675,40.007225,41.76565
102.516425,147.2614,106.805025,40.0263,41.796025
102.6994,147.43075,106.878375,40.0512,41.80735
102.77595,147.717275,107.15585,40.076725,41.83515
102.8377,147.934725,107.374475,40.095225,41.8564
102.889925,148.038175,107.458625,40.126675,41.90305
102.918025,148.060825,107.598325,40.168275,41.921
102.993525,148.186075,107.6919,40.1726,41.953875
103.0204,148.25435,107.80985,40.231075,41.970425
103.41765,148.383875,107.900125,40.250825,41.979075
103.474925,148.524575,107.98585,40.26645,42.007475
103.5664,148.58845,108.17205,40.289025,42.086275
103.593025,148.660025,108.3001,40.311425,42.102875
103.650975,148.697975,108.3747,40.3219,42.248
103.706375,148.861575,108.69265,40.336925,42.31555
103.9456,148.95895,108.755075,40.3521,42.336425
104.031375,149.025175,109.05075,40.3648,42.372625
104.1164,149.5384,109.158675,40.38385,42.39545
104.23245,149.593375,109.2971,40.39445,42.40625
104.39855,149.658075,109.373875,40.408575,42.4269
104.449075,149.866975,109.476925,40.4213,42.451825
104.485725,149.871525,109.560675,40.498875,42.4797
104.697375,149.97915,109.6042,40.5173,42.503575
104.745925,150.11705,109.6759,40.529125,42.51125
104.7981,150.2888,109.732075,40.539125,42.590875
104.850225,150.43725,109.769075,40.5765,42.68705
104.9635,150.475875,109.857,40.597925,42.6956
105.143375,150.613325,109.883225,40.618825,42.7049
105.1869,150.748975,109.996175,40.637125,42.71305
105.256275,150.914225,110.07855,40.658575,42.720875
105.3116,150.987875,110.151225,40.6778,42.774425
105.32895,151.066875,110.23295,40.694175,42.803475
105.367375,151.120625,110.2399,40.727725,42.836425
105.420275,151.121975,110.31665,40.764125,42.87345
105.504225,151.3154,110.3969,40.842075,42.9154
105.559975,151.407,110.422275,40.87495,42.92795
105.694575,151.538025,110.47315,40.897375,42.947125
105.7189,151.77595,110.53455,40.921075,42.96605
105.843575,151.915575,110.631675,40.945775,42.976925
105.864325,152.399175,110.725525,40.9823,42.979175
105.8945,152.66845,110.768875,41.004375,42.993775
106.014825,152.747525,110.832325,41.04085,43.03185
106.04015,153.0857,110.938675,41.07305,43.041475
106.1504,153.27285,111.0924,41.143675,43.051225
106.184675,153.33495,111.159925,41.175125,43.0808
106.21075,153.43015,111.1988,41.1959,43.0998
106.2719,153.52675,111.3007,41.2165,43.108775
106.395675,153.815775,111.37185,41.2374,43.114625
106.4273,154.0163,111.467625,41.2683,43.12185
106.4793,154.05785,111.544125,41.30125,43.154375
106.533925,154.152225,111.6333,41.339025,43.188875
106.6354,154.197825,111.714875,41.4166,43.19685
106.717725,154.38115,111.7568,41.467225,43.1988
106.773275,154.4166,111.798425,41.505175,43.218025
106.831775,154.454,111.8643,41.539525,43.223925
106.8475,154.65595,111.875825,41.565825,43.27435
106.89215,154.817925,112.032875,41.603675,43.27995
106.923225,154.9531,112.083925,41.633375,43.315625
106.961925,155.335575,112.168,41.6845,43.332775
107.087975,155.520375,112.2406,41.71645,43.339925
107.1358,155.642175,112.3559,41.745975,43.357475
107.3271,155.706825,112.5813,41.774025,43.361925
107.3582,155.87645,112.7391,41.797025,43.385525
107.381125,156.132225,112.841375,41.83125,43.42815
107.421025,156.162875,112.9099,41.861925,43.4406
107.500275,156.246325,113.1008,41.889425,43.4832
107.61185,156.37895,113.259975,41.928125,43.502575
107.64595,156.6049,113.367,41.98645,43.5089
107.69685,156.68455,113.4319,42.016625,43.542975
107.79,156.893875,113.488375,42.04815,43.550175
107.871975,156.95055,113.5589,42.07625,43.55935
107.92005,157.0283,113.70125,42.10055,43.625675
108.0012,157.076225,113.756575,42.1287,43.70845
108.069725,157.213525,113.831025,42.1733,43.76245
108.2575,157.4211,113.8718,42.1968,43.804
108.294325,157.532575,113.9141,42.24775,43.856075
108.3358,157.63965,113.971575,42.2764,43.882325
108.357725,157.8032,114.111575,42.30025,43.8944
108.397375,157.981425,114.160075,42.328225,43.905025
108.58115,158.058625,114.20655,42.35035,43.918625
108.60405,158.15525,114.27585,42.387,43.926275
108.614475,158.267775,114.33945,42.4372,43.9805
108.6545,158.39605,114.3775,42.4729,43.991375
108.740625,158.4706,114.414175,42.501875,44.000375
108.788275,158.498775,114.5281,42.537475,44.0067
108.832125,158.59475,114.58315,42.57615,44.029975
108.986325,158.721075,114.6637,42.60305,44.061575
109.058925,158.8689,114.72255,42.6312,44.069825
109.1129,159.113175,114.73525,42.6808,44.077475
109.275375,159.206825,114.7958,42.708675,44.10925
109.40155,159.321875,114.9314,42.741175,44.2079
109.649025,159.399475,115.1277,42.7798,44.28195
109.68845,159.4766,115.17835,42.796825,44.3951
109.712525,159.5858,115.296575,42.81865,44.426425
109.726675,159.664025,115.34285,42.851425,44.44105
109.755225,159.8139,115.37485,42.878725,44.519375
109.87865,159.991425,115.423025,42.906225,44.55765
109.894425,160.074775,115.537875,42.9454,44.60985
109.9058,160.090775,115.5985,42.993775,44.615575
109.94805,160.1815,115.645875,43.0198,44.652975
110.0221,160.219125,115.678,43.041775,44.66015
110.0448,160.259475,115.743175,43.073325,44.665275
110.075025,160.37035,115.79845,43.0979,44.672025
110.185425,160.438225,115.877725,43.10185,44.708425
110.2333,160.55715,115.913125,43.1442,44.721525
110.28235,160.5998,116.0206,43.208375,44.7259
110.345,160.895325,116.092125,43.220025,44.78695
110.39515,161.20745,116.2239,43.2334,44.791625
110.45745,161.288125,116.2555,43.2367,44.917425
110.506475,161.343325,116.27305,43.243025,44.93005
110.54945,161.48535,116.322575,43.248125,44.93985
110.653575,161.558375,116.396375,43.2727,45.051025
110.95215,161.660075,116.527275,43.29385,45.066675
110.96145,161.7557,116.617575,43.3115,45.1077
110.991,161.84225,116.68255,43.392025,45.11605
111.0314,162.02645,116.815775,43.4083,45.1257
111.18455,162.130425,116.87855,43.4315,45.17425
111.256125,162.386675,116.93575,43.4858,45.175925
111.343175,162.47,116.9925,43.520425,45.206325
111.3794,162.6151,117.062275,43.5421,45.25605
111.383175,162.664875,117.12085,43.56435,45.311
111.4675,162.71235,117.1509,43.581875,45.358175
111.5837,162.869975,117.2388,43.599875,45.4257
111.814525,163.085,117.30265,43.6258,45.5007
111.8852,163.1389,117.390725,43.66705,45.524175
111.95055,163.182675,117.4664,43.6995,45.550125
112.13655,163.297275,117.52355,43.7203,45.567075
112.19245,163.451825,117.64075,43.760875,45.6019
112.2466,163.51375,117.778825,43.78895,45.623525
112.342325,163.7213,117.8753,43.81325,45.6319
112.39795,164.0287,117.986825,43.8321,45.679925
112.43045,164.145475,118.070975,43.843825,45.683
112.525175,164.41835,118.1771,43.873825,45.696675
112.681425,164.649125,118.26145,43.894,45.720725
112.7174,164.7735,118.29665,43.923325,45.73045
112.786625,164.9103,118.42665,43.948825,45.76445
112.836,165.217825,118.541675,43.969075,45.780325
112.968775,165.324625,118.612,43.988475,45.8208
113.20315,165.419725,118.733725,44.01375,45.83835
113.25135,165.796525,118.810675,44.0565,45.879225
113.3031,165.980375,118.9054,44.08025,45.906275
113.56685,166.19145,118.99315,44.109825,45.938075
113.591875,166.2375,119.044,44.1362,45.9578
113.626475,166.286975,119.1139,44.150475,45.9688
113.6696,166.408875,119.17935,44.182325,46.0351
113.7703,166.5657,119.218525,44.20645,46.043575
113.857175,166.6435,119.272025,44.241575,46.054675
113.897575,166.697975,119.335475,44.267225,46.091375
113.90955,166.820825,119.395425,44.29795,46.2309
113.955825,166.988125,119.43885,44.322975,46.270325
113.989525,167.077025,119.492325,44.3517,46.28925
114.09825,167.1164,119.5598,44.37825,46.306475
114.3699,167.5158,119.604275,44.40255,46.319975
114.40945,167.5582,119.6941,44.426625,46.352775
114.424525,167.681875,119.75675,44.446875,46.388
114.4571,168.25985,119.836025,44.478225,46.412775
114.51115,168.37035,119.95695,44.502375,46.436125
114.595275,168.548975,120.014375,44.5237,46.470775
114.681,168.620975,120.06435,44.542525,46.486475
114.734575,168.94405,120.129425,44.559625,46.51855
114.891875,169.06535,120.1919,44.580275,46.536975
114.95645,169.076175,120.239025,44.6842,46.60705
114.994225,169.143725,120.286175,44.69595,46.7444
115.291975,169.297925,120.366425,44.710475,46.8598
115.311025,169.3539,120.4919,44.728725,46.8794
115.334025,169.470825,120.53625,44.73925,46.912225
115.351225,169.49195,120.585725,44.74495,46.957775
115.396,169.582425,120.65045,44.757475,46.98605
115.431425,169.646225,120.7198,44.77625,47.0041
115.481975,169.7442,120.779775,44.794475,47.0136
115.506275,169.891875,120.8664,44.82185,47.054575
115.53805,170.017975,120.884975,44.84705,47.1506
116.066375,170.1706,120.949075,44.8635,47.22545
116.366,170.22045,121.1235,44.882225,47.287125
116.39475,170.3581,121.217525,44.90815,47.394325
116.458625,170.4085,121.287275,44.933925,47.421425
116.583475,170.647925,121.341575,44.958075,47.43265
116.7181,170.785925,121.407225,44.973,47.439375
116.778575,170.859025,121.474275,44.991575,47.472925
116.834875,170.9918,121.5484,45.007825,47.485425
116.99095,171.053275,121.628325,45.04355,47.562725
117.08915,171.26815,121.72735,45.058325,47.5796
117.127775,171.33025,121.76775,45.0756,47.6181
117.16745,171.38845,121.8145,45.1092,47.638025
117.20855,171.4384,121.93165,45.112975,47.67965
117.278775,171.498375,122.10645,45.127375,47.69635
117.30995,171.665375,122.1946,45.148225,47.71745
117.3818,171.740425,122.245825,45.1847,47.734225
117.4399,171.7974,122.315875,45.197425,47.83235
117.5158,171.8739,122.40365,45.218725,47.880975
117.604825,172.00015,122.5052,45.262825,47.92105
117.674275,172.2367,122.568925,45.28645,47.9638
117.7505,172.2791,122.639975,45.312075,47.97295
117.800325,172.316875,122.682775,45.3316,47.982825
118.038225,172.3381,122.86895,45.378375,48.016475
118.05705,172.4657,122.963625,45.402875,48.0305
118.079675,172.845575,123.044775,45.42115,48.110725
118.109325,173.0431,123.099175,45.43625,48.11775
118.15815,173.12285,123.170725,45.4558,48.167425
118.250025,173.20235,123.3527,45.47935,48.23595
118.301425,173.3294,123.410275,45.501375,48.2549
118.370725,173.6459,123.505,45.522475,48.26735
118.43195,173.729825,123.608025,45.5455,48.28055
118.577675,173.781675,123.666825,45.599525,48.302
118.6521,173.903275,123.76365,45.619825,48.3603
118.67545,174.3292,123.826975,45.645675,48.3879
118.7431,174.397625,123.9495,45.683,48.466575
118.800025,174.5257,124.170675,45.70215,48.4824
118.8548,174.6166,124.201975,45.722025,48.510125
118.87965,174.6263,124.303,45.746075,48.5255
118.954775,174.652425,124.399225,45.768475,48.535875
119.051525,174.9068,124.495275,45.794675,48.545975
119.101025,174.9601,124.574725,45.81175,48.5563
119.146575,175.027675,124.71105,45.8566,48.568775
119.193575,175.158875,124.770675,45.88695,48.580675
119.2832,175.31205,124.857775,45.913,48.6264
119.325325,175.5144,124.9408,45.97535,48.643675
119.4054,175.585875,124.999925,46.00365,48.6976
119.45545,176.004475,125.040975,46.028425,48.709575
119.52,176.14115,125.15345,46.065025,48.723475
119.5594,176.312525,125.24385,46.089775,48.74425
119.60195,176.37565,125.3491,46.109225,48.773275
119.618425,176.5073,125.43055,46.140175,48.7783
119.705975,176.540775,125.5173,46.165525,48.8168
119.7703,176.6251,125.5968,46.18525,48.832625
119.84285,176.6478,125.637325,46.204375,48.840375
119.9319,176.70585,125.705625,46.23355,48.847775
119.99315,176.75755,125.81705,46.2575,48.8722
120.028325,177.0914,125.88485,46.31595,48.8857
120.075675,177.198225,126.00115,46.34295,48.9122
120.14015,177.26895,126.144275,46.373525,48.94635
120.192525,177.313775,126.20145,46.4155,48.95095
120.24815,177.534775,126.2107,46.436775,48.987975
120.297575,177.846525,126.25735,46.460975,49.067
120.325725,178.106575,126.2899,46.509625,49.0753
120.3566,178.1623,126.3399,46.544875,49.1145
120.451825,178.2003,126.50365,46.573475,49.121075
120.5266,178.2554,126.55265,46.59505,49.15385
120.5771,178.300475,126.58465,46.631275,49.178525
120.61155,178.557175,126.62405,46.653675,49.215475
