SPK_SPKC05a (excited),SPK_SPKC07a (excited),SPK_SPKC08a (inhibited),SPK_SPKC13b (no effect),SPK_SPKC16a (excited)
,,,243.797625,213.81325
,,,243.812425,213.822725
,,,243.821975,213.836275
,,,243.839975,213.858525
,,,243.92935,213.86845
,,,243.97295,213.9296
,,,243.9944,213.940725
,,,244.015125,213.967075
,,,244.0387,214.007725
,,,244.069825,214.04545
,,,244.099375,214.09375
,,,244.135625,214.11225
,,,244.16435,214.1204
,,,244.18045,214.1268
,,,244.21035,214.145325
,,,244.226025,214.15395
,,,244.2548,214.16415
,,,244.2763,214.20085
,,,244.3177,214.214775
,,,244.33705,214.240925
,,,244.360575,214.25455
,,,244.400675,214.279025
,,,244.42555,214.2993
,,,244.457175,214.318975
,,,244.486825,214.3342
,,,244.51165,214.3568
,,,244.558025,214.37275
,,,244.604275,214.387775
,,,244.643675,214.3975
,,,244.707475,214.40355
,,,244.739,214.4413
,,,244.77285,214.447775
,,,244.800575,214.453
,,,244.82695,214.4617
,,,244.86515,214.495275
,,,244.9244,214.5123
,,,244.96765,214.5382
,,,244.99645,214.543825
,,,245.028625,214.5504
,,,245.058625,214.570675
,,,245.100075,214.57925
,,,245.133225,214.586025
,,,245.2224,214.593225
,,,245.248975,214.6123
,,,245.282925,214.62165
,,,245.334475,214.63005
,,,245.400675,214.69275
,,,245.42075,214.7027
,,,245.4635,214.737575
,,,245.47995,214.77685
,,,245.503575,214.791575
,,,245.519075,214.7984
,,,245.53435,214.8367
,,,245.5632,214.8544
,,,245.5923,214.86615
,,,245.631075,214.8782
,,,245.65825,214.88485
,,,245.688625,214.890925
,,,245.712625,214.896125
,,,245.73635,214.963875
,,,245.7646,214.973875
,,,245.803225,215.0001
,,,245.818375,215.014325
,,,245.8437,215.034225
,,,245.880675,215.041875
,,,245.908875,215.10245
,,,245.941825,215.198725
,,,245.96955,215.20675
,,,246.0034,215.21425
,,,246.0698,215.221825
,,,246.096475,215.22655
,,,246.133,215.2325
,,,246.175775,215.2419
,,,246.19925,215.25195
,,,246.285975,215.28495
,,,246.32855,215.290025
,,,246.329575,215.29715
,,,246.369525,215.304925
,,,246.389275,215.309975
,,,246.393775,215.318425
,,,246.500725,215.362125
,,,246.51675,215.396625
,,,246.55435,215.468275
,,,246.5749,215.474775
,,,246.61005,215.479925
,,,246.634475,215.5007
,,,246.66225,215.512475
,,,246.692725,215.576375
,,,246.705925,215.586875
,,,246.73445,215.60015
,,,246.74845,215.61775
,,,246.769625,215.645075
,,,246.7866,215.659075
,,,246.807625,215.671625
,,,246.8227,215.684975
,,,246.835575,215.696725
,,,246.849275,215.729875
,,,246.8894,215.735775
,,,246.9032,215.7442
,,,246.92435,215.755425
,,,246.9477,215.77205
,,,246.9654,215.78155
,,,246.9939,215.81005
,,,247.0226,215.821925
,,,247.03965,215.837075
,,,247.0514,215.86165
,,,247.070775,215.909775
,,,247.097025,215.95835
,,,247.125575,215.9734
,,,247.161625,215.9891
,,,247.196575,215.9987
,,,247.213125,216.010225
,,,247.233525,216.01625
,,,247.253875,216.029925
,,,247.2682,216.03455
,,,247.278125,216.0401
,,,247.30085,216.0492
,,,247.32655,216.075575
,,,247.3456,216.148925
,,,247.3591,216.162575
,,,247.39315,216.17205
,,,247.41295,216.180925
,,,247.4317,216.191375
,,,247.449825,216.2196
,,,247.4701,216.232225
,,,247.490125,216.242875
,,,247.509175,216.27825
,,,247.526525,216.28955
,,,247.549475,216.291625
,,,247.58005,216.3132
,,,247.599875,216.3294
,,,247.627825,216.336825
,,,247.659675,216.388275
,,,247.709,216.39935
,,,247.731975,216.4448
,,,247.765375,216.460875
,,,247.792125,216.473175
,,,247.8047,216.5244
,,,247.865125,216.536425
,,,247.88415,216.550825
,,,247.9028,216.58225
,,,247.955875,216.598375
,,,247.991025,216.624375
,,,248.02285,216.70125
,,,248.0471,216.72005
,,,248.070575,216.732125
,,,248.095375,216.7622
,,,248.10275,216.777375
,,,248.1283,216.796525
,,,248.146925,216.82645
,,,248.257975,216.90075
,,,248.277225,216.913825
,,,248.300175,216.92565
,,,248.31405,216.93245
,,,248.334625,216.96265
,,,248.360225,216.969625
,,,248.3838,216.9854
,,,248.403925,216.99545
,,,248.42805,217.00555
,,,248.4445,217.01155
,,,248.459625,217.0347
,,,248.485225,217.041325
,,,248.5049,217.0507
,,,248.5226,217.058525
,,,248.572675,217.091275
,,,248.5931,217.12425
,,,248.616125,217.137125
,,,248.641075,217.14495
,,,248.674075,217.15305
,,,248.70425,217.15935
,,,248.726775,217.1806
,,,248.745875,217.235475
,,,248.790275,217.24855
,,,248.861575,217.280825
,,,248.913425,217.311775
,,,248.953475,217.3253
,,,249.0031,217.368525
,,,249.0412,217.376275
,,,249.075075,217.387675
,,,249.11205,217.4013
,,,249.1447,217.40665
,,,249.19235,217.41605
,,,249.20725,217.4351
,,,249.2368,217.45055
,,,249.25975,217.45645
,,,249.278925,217.48625
,,,249.297475,217.49695
,,,249.3563,217.5049
,,,249.379625,217.51265
,,,249.401825,217.532175
,,,249.422075,217.564625
,,,249.44075,217.581475
,,,249.47735,217.59545
,,,249.505375,217.62625
,,,249.535525,217.640875
,,,249.56995,217.67805
,,,249.599,217.6851
,,,249.629425,217.692925
,,,249.69685,217.70495
,,,249.71765,217.721575
,,,249.731,217.72695
,,,249.7604,217.75225
,,,249.785525,217.83065
,,,249.82535,217.867625
,,,249.8464,217.8808
,,,249.880125,217.925875
,,,249.899575,217.940975
,,,249.9276,217.961425
,,,249.9447,218.0287
,,,249.978825,218.104425
,,,250.015825,218.1607
,,,250.045175,218.180325
,,,250.107875,218.1851
,,,250.146425,218.196625
,,,250.170525,218.201425
,,,250.192425,218.217175
,,,250.21295,218.23585
,,,250.240175,218.2407
,,,250.262275,218.2581
,,,250.304225,218.263075
,,,250.359825,218.2718
,,,250.40995,218.282725
,,,250.43005,218.290575
,,,250.454725,218.307625
,,,250.476825,218.366475
,,,250.5006,218.376325
,,,250.526725,218.425725
,,,250.54585,218.4354
,,,250.561,218.445175
,,,250.582,218.46085
,,,250.60035,218.482925
,,,250.62405,218.5575
,,,250.636275,218.5895
,,,250.65565,218.598125
,,,250.6658,218.60605
,,,250.6743,218.6213
,,,250.6859,218.635825
,,,250.6973,218.660375
,,,250.71605,218.670725
,,,250.748075,218.69745
,,,250.7621,218.71345
,,,250.7788,218.816425
,,,250.799325,218.829825
,,,250.815825,218.842775
,,,250.842,218.852875
,,,250.865975,218.861925
,,,250.88045,218.871675
,,,250.895125,218.886825
,,,250.908425,218.89625
,,,250.9228,218.91155
,,,250.938675,218.956325
,,,250.950325,218.9781
,,,250.989725,219.01305
,,,251.005775,219.036
,,,251.0225,219.0588
,,,251.0315,219.0793
,,,251.043225,219.083175
,,,251.048025,219.112825
,,,251.058425,219.141
,,,251.071825,219.148075
,,,251.08445,219.15515
,,,251.144425,219.166625
,,,251.1799,219.1863
,,,251.207025,219.194075
,,,251.23775,219.20495
,,,251.275775,219.23095
,,,251.28745,219.23745
,,,251.299675,219.243975
,,,251.3164,219.26765
,,,251.32575,219.288875
,,,251.334725,219.322775
,,,251.34845,219.364
,,,251.394325,219.370825
,,,251.411125,219.3755
,,,251.429075,219.383475
,,,251.457275,219.397825
,,,251.47135,219.4126
,,,251.488075,219.434075
,,,251.5061,219.44585
,,,251.522575,219.46625
,,,251.542475,219.490775
,,,251.572825,219.51575
,,,251.58795,219.52465
,,,251.60615,219.576425
,,,251.62355,219.592675
,,,251.6419,219.603675
,,,251.67775,219.683675
,,,251.6967,219.7106
,,,251.709875,219.732675
,,,251.7905,219.74505
,,,251.8072,219.7529
,,,251.829475,219.7633
,,,251.85225,219.78815
,,,251.870375,219.8241
,,,251.893225,219.836625
,,,251.91525,219.84545
,,,251.936525,219.896775
,,,251.961725,219.950325
,,,251.983575,219.97675
,,,252.006375,219.986575
,,,252.028225,220.004475
,,,252.0714,220.0152
,,,252.09755,220.026875
,,,252.12015,220.06265
,,,252.1333,220.07135
,,,252.1497,220.113225
,,,252.16965,220.216975
,,,252.185375,220.366625
,,,252.2087,220.3748
,,,252.224575,220.381125
,,,252.2432,220.387725
,,,252.267125,220.3944
,,,252.2891,220.400375
,,,252.300075,220.406075
,,,252.3143,220.41765
,,,252.3294,220.426625
,,,252.355025,220.432075
,,,252.38115,220.43905
,,,252.402825,220.455825
,,,252.4344,220.475925
,,,252.4483,220.49015
,,,252.460325,220.5225
,,,252.4777,220.534375
,,,252.493,220.55225
,,,252.50915,220.573925
,,,252.546725,220.584725
,,,252.57105,220.6058
,,,252.592875,220.622975
,,,252.623175,220.6283
,,,252.639425,220.64405
,,,252.654325,220.6598
,,,252.67305,220.6639
,,,252.70245,220.72005
,,,252.725125,220.7336
,,,252.7386,220.74175
,,,252.759425,220.7784
,,,252.7682,220.798975
,,,252.77815,220.814975
,,,252.795475,220.8226
,,,252.812175,220.8435
,,,252.826875,220.85285
,,,252.8465,220.8622
,,,252.868375,220.886125
,,,252.926675,220.90665
,,,252.9468,220.9146
,,,252.97505,220.9959
,,,252.998725,221.010925
,,,253.022575,221.01815
,,,253.0499,221.023525
,,,253.068325,221.03615
,,,253.085025,221.0425
,,,253.104075,221.06885
,,,253.11505,221.101825
,,,253.136175,221.118875
,,,253.154725,221.1562
,,,253.1749,221.168875
,,,253.2039,221.269675
,,,253.2366,221.278425
,,,253.25955,221.286175
,,,253.2781,221.29365
,,,253.292575,221.299075
,,,253.307575,221.307725
,,,253.328325,221.319575
,,,253.34055,221.33005
,,,253.35295,221.3476
,,,253.376525,221.353175
,,,253.40485,221.361
,,,253.433825,221.376025
,,,253.4584,221.383825
,,,253.48725,221.392475
,,,253.5227,221.41375
,,,253.55245,221.422625
,,,253.586325,221.438525
,,,253.6321,221.485625
,,,253.688325,221.515725
,,,253.7705,221.523325
,,,253.81985,221.530075
,,,253.840525,221.538775
,,,253.87895,221.5415
,,,253.900775,221.543825
,,,253.9374,221.551725
,,,253.951625,221.573875
,,,253.976875,221.602975
,,,253.99915,221.62495
,,,254.015475,221.64395
,,,254.0343,221.664775
,,,254.05695,221.68055
,,,254.0789,221.68965
,,,254.09815,221.70075
,,,254.148275,221.708375
,,,254.190275,221.7185
,,,254.23445,221.767725
,,,254.281625,221.774325
,,,254.334,221.802575
,,,254.376225,221.824575
,,,254.4151,221.846325
,,,254.4352,221.8686
,,,254.465025,221.97205
,,,254.4828,221.97855
,,,254.512075,221.983825
,,,254.55115,221.999725
,,,254.577025,222.021175
,,,254.619775,222.0459
,,,254.665325,222.055475
,,,254.697,222.064025
,,,254.73225,222.077475
,,,254.75245,222.175
,,,254.783375,222.19165
,,,254.841825,222.26555
,,,254.859775,222.279675
,,,254.883025,222.2908
,,,254.920825,222.296975
,,,254.949225,222.3036
,,,254.967975,222.31355
,,,254.993,222.327975
,,,255.009175,222.335875
,,,255.0358,222.34375
,,,255.057175,222.351725
,,,255.15435,222.361025
,,,255.174825,222.375825
,,,255.18775,222.42355
,,,255.19855,222.4597
,,,255.20875,222.5874
,,,255.237475,222.59925
,,,255.2525,222.607525
,,,255.281325,222.6127
,,,255.297925,222.619675
,,,255.309225,222.63515
,,,255.34455,222.648175
,,,255.352725,222.67925
,,,255.379,222.686825
,,,255.4038,222.758925
,,,255.430025,222.797625
,,,255.4481,222.827675
,,,255.466825,222.857225
,,,255.477325,222.8888
,,,255.494325,222.89655
,,,255.520825,222.907825
,,,255.527575,222.92475
,,,255.546825,222.93135
,,,255.56355,222.94095
,,,255.5837,222.950125
,,,255.608775,222.97415
,,,255.68975,223.001575
,,,255.692475,223.007625
,,,255.701325,223.013175
,,,255.7129,223.018225
,,,255.7159,223.0327
,,,255.7324,223.0493
,,,255.76585,223.05655
,,,255.777,223.0727
,,,255.791775,223.088
,,,255.79995,223.0947
,,,255.815675,223.14315
,,,255.850475,223.16785
,,,255.871025,223.24325
,,,255.90875,223.25375
,,,255.93665,223.266275
,,,255.95435,223.2753
,,,255.9678,223.286575
,,,255.99685,223.301975
,,,256.022225,223.352825
,,,256.0446,223.377375
,,,256.0726,223.38735
,,,256.087175,223.4136
,,,256.088325,223.438175
,,,256.1053,223.4625
,,,256.118075,223.47285
,,,256.1507,223.486
,,,256.183,223.494975
,,,256.2035,223.503675
,,,256.216175,223.51045
,,,256.249275,223.52535
,,,256.2821,223.5293
,,,256.30105,223.534125
,,,256.3382,223.539275
,,,256.369925,223.545075
,,,256.3945,223.55335
,,,256.4113,223.561325
,,,256.42945,223.590025
,,,256.442825,223.62235
,,,256.45955,223.6755
,,,256.472175,223.715775
,,,256.48635,223.7825
,,,256.501225,223.79275
,,,256.54695,223.802625
,,,256.556975,223.81635
,,,256.566425,223.845025
,,,256.568775,223.9165
,,,256.60675,223.930625
,,,256.643575,223.96185
,,,256.672,223.98715
,,,256.6918,223.9954
,,,256.703425,224.09475
,,,256.730175,224.1224
,,,256.7489,224.128975
,,,256.761825,224.137225
,,,256.778125,224.143875
,,,256.792925,224.156025
,,,256.803075,224.17515
,,,256.81365,224.18635
,,,256.82675,224.19675
,,,256.845375,224.231175
,,,256.857025,224.240675
,,,256.8815,224.2634
,,,256.9143,224.285275
,,,256.92655,224.2998
,,,256.969475,224.31775
,,,256.98295,224.332575
,,,256.999625,224.382575
,,,257.015525,224.4076
,,,257.034225,224.425875
,,,257.043075,224.4369
,,,257.0673,224.44225
,,,257.0765,224.44835
,,,257.0849,224.455475
,,,257.092575,224.47205
,,,257.10145,224.485275
,,,257.115875,224.489875
,,,257.149325,224.5108
,,,257.16625,224.522125
,,,257.175,224.55065
,,,257.188525,224.6796
,,,257.198175,224.707475
,,,257.2075,224.7144
,,,257.220425,224.722625
,,,257.232725,224.729125
,,,257.271575,224.760275
,,,257.28455,224.786275
,,,257.298875,224.79985
,,,257.323275,224.81375
,,,257.339725,224.8423
,,,257.35845,224.884125
,,,257.37205,224.955875
,,,257.385075,224.968475
,,,257.39835,224.978525
,,,257.4303,224.988625
,,,257.4815,225.009125
,,,257.498575,225.019275
,,,257.504925,225.077875
,,,257.5364,225.120775
,,,257.5809,225.135525
,,,257.5982,225.157925
,,,257.61555,225.231425
,,,257.64515,225.239175
,,,257.65475,225.244675
,,,257.664075,225.25065
,,,257.674925,225.26135
,,,257.68565,225.274975
,,,257.7104,225.285
,,,257.7228,225.290725
,,,257.747525,225.2968
,,,257.753825,225.3128
,,,257.7602,225.32005
,,,257.776,225.3379
,,,257.8243,225.357375
,,,257.836175,225.3714
,,,257.85235,225.39065
,,,257.8994,225.4077
,,,257.915375,225.426875
,,,257.925125,225.434525
,,,257.9439,225.441975
,,,257.968325,225.450925
,,,257.981625,225.4946
,,,257.99645,225.509525
,,,258.025425,225.5332
,,,258.0444,225.55875
,,,258.1014,225.5965
,,,258.126175,225.6113
,,,258.15005,225.62035
,,,258.19105,225.632675
,,,258.209275,225.653175
,,,258.230975,225.690475
,,,258.26275,225.69965
,,,258.2841,225.712775
,,,258.3047,225.7214
,,,258.31775,225.72875
,,,258.337,225.748075
,,,258.4135,225.760325
,,,258.426075,225.770325
,,,258.43525,225.79395
,,,258.4508,225.860475
,,,258.456,225.87825
,,,258.481225,225.886775
,,,258.50005,225.8984
,,,258.5287,225.9082
,,,258.5611,225.917425
,,,258.57515,225.9258
,,,258.59955,225.937675
,,,258.612375,225.94625
,,,258.63615,225.953475
,,,258.671375,225.961675
,,,258.687275,225.9681
,,,258.6963,226.00805
,,,258.713925,226.019975
,,,258.7259,226.1052
,,,258.74465,226.120875
,,,258.779325,226.13945
,,,258.7952,226.145975
,,,258.825525,226.151575
,,,258.853025,226.15675
,,,258.869175,226.162125
,,,258.9169,226.172125
,,,258.932875,226.20475
,,,258.94645,226.211225
,,,258.961975,226.22825
,,,258.974925,226.231675
,,,258.999725,226.2457
,,,259.01335,226.260575
,,,259.05225,226.282875
,,,259.05605,226.290725
,,,259.0748,226.32395
,,,259.094275,226.347175
,,,259.115925,226.413975
,,,259.14775,226.430875
,,,259.1769,226.4692
,,,259.2112,226.4864
,,,259.24675,226.50285
,,,259.2868,226.512275
,,,259.307425,226.543025
,,,259.322975,226.55725
,,,259.34785,226.5766
,,,259.39935,226.5899
,,,259.411175,226.606
,,,259.4242,226.616775
,,,259.433775,226.632
,,,259.45735,226.640225
,,,259.48125,226.67785
,,,259.49635,226.68555
,,,259.51755,226.749675
,,,259.5309,226.785775
,,,259.5531,226.794425
,,,259.587625,226.81325
,,,259.598275,226.872525
,,,259.616075,226.8812
,,,259.625725,226.901575
,,,259.64215,226.940275
,,,259.695025,226.952475
,,,259.730475,226.97745
,,,259.7539,226.9939
,,,259.768775,227.00165
,,,259.7949,227.011025
,,,259.859275,227.1044
,,,259.932525,227.1185
,,,259.941725,227.135525
,,,259.9971,227.22385
,,,260.017525,227.26055
,,,260.035475,227.27165
,,,260.0834,227.291875
,,,260.1035,227.3059
,,,260.12235,227.317475
,,,260.13795,227.32435
,,,260.1585,227.339275
,,,260.1771,227.346175
,,,260.1997,227.3518
,,,260.221675,227.35965
,,,260.246475,227.371575
,,,260.269625,227.3789
,,,260.3365,227.391475
,,,260.402675,227.398625
,,,260.426025,227.433625
,,,260.466725,227.595675
,,,260.487475,227.60415
,,,260.52735,227.609575
,,,260.5461,227.614625
,,,260.588525,227.619775
,,,260.617675,227.624125
,,,260.649375,227.643675
,,,260.67455,227.663425
,,,260.685375,227.67035
,,,260.70985,227.684075
,,,260.72915,227.691075
,,,260.742275,227.717425
,,,260.763375,227.7321
,,,260.782575,227.74645
,,,260.83205,227.754975
,,,260.843525,227.7634
,,,260.859975,227.8127
,,,260.8667,227.82025
,,,260.881,227.833775
,,,260.90725,227.8465
,,,260.925375,227.857325
,,,260.962925,227.8651
,,,260.978175,227.881675
,,,260.990475,227.91415
,,,261.015525,227.9265
,,,261.0353,227.946375
,,,261.049475,227.9812
,,,261.06555,228.00005
,,,261.077575,228.008675
,,,261.0891,228.022925
,,,261.1024,228.02865
,,,261.119225,228.0734
,,,261.13045,228.07775
,,,261.16125,228.09525
,,,261.1968,228.144225
,,,261.216375,228.15365
,,,261.243,228.163225
,,,261.265025,228.175125
,,,261.3494,228.18455
,,,261.397575,228.20365
,,,261.4357,228.211175
,,,261.46765,228.220675
,,,261.525175,228.22635
,,,261.545625,228.2329
,,,261.55965,228.28185
,,,261.594725,228.292125
,,,261.60295,228.2984
,,,261.61495,228.314025
,,,261.680875,228.32715
,,,261.6859,228.342175
,,,261.697075,228.3493
,,,261.718175,228.38
,,,261.74925,228.403225
,,,261.76665,228.414525
,,,261.78435,228.42135
,,,261.81205,228.447175
,,,261.8288,228.462425
,,,261.8466,228.46905
,,,261.86845,228.483775
,,,261.906725,228.516175
,,,261.91575,228.5425
,,,261.93745,228.553425
,,,261.978525,228.5706
,,,261.993625,228.59475
,,,262.003275,228.71405
,,,262.030575,228.758775
,,,262.091675,228.83355
,,,262.1029,228.869725
,,,262.118175,228.900075
,,,262.134125,228.93075
,,,262.15155,228.93795
,,,262.21305,228.95265
,,,262.233675,228.963125
,,,262.2583,228.9773
,,,262.30715,228.990025
,,,262.325875,229.0051
,,,262.3402,229.01825
,,,262.367025,229.037725
,,,262.401075,229.04465
,,,262.46565,229.058125
,,,262.503175,229.072675
,,,262.5213,229.101425
,,,262.5502,229.10875
,,,262.573975,229.14685
,,,262.588075,229.184075
,,,262.614825,229.303425
,,,262.63505,229.336375
,,,262.6595,229.347825
,,,262.688525,229.35445
,,,262.734025,229.365725
,,,262.758875,229.37715
,,,262.78755,229.3858
,,,262.808775,229.3899
,,,262.82525,229.395125
,,,262.85855,229.4028
,,,262.88795,229.414075
,,,262.921125,229.419675
,,,262.955825,229.427125
,,,262.981375,229.43625
,,,263.01325,229.444125
,,,263.041975,229.46515
,,,263.060575,229.47445
,,,263.0867,229.4818
,,,263.1177,229.4918
,,,263.160875,229.501175
,,,263.1863,229.698725
,,,263.218975,229.707375
,,,263.240225,229.713225
,,,263.2584,229.71895
,,,263.268075,229.723725
,,,263.278675,229.7339
,,,263.291025,229.741175
,,,263.352075,229.7511
,,,263.368575,229.757325
,,,263.37825,229.767525
,,,263.392925,229.773325
,,,263.431025,229.7906
,,,263.460475,229.806075
,,,263.485775,229.813075
,,,263.526125,229.8403
,,,263.56315,229.85905
,,,263.596375,229.909825
,,,263.6446,229.91165
,,,263.6852,229.94605
,,,263.720075,229.9759
,,,263.750525,229.998875
,,,263.7902,230.0372
,,,263.81735,230.040525
,,,263.85255,230.050825
,,,263.935475,230.072275
,,,263.9637,230.08125
,,,264.00175,230.088775
,,,264.02615,230.101125
,,,264.050125,230.1216
,,,264.0804,230.135425
,,,264.1049,230.1478
,,,264.117425,230.15835
,,,264.13625,230.167625
,,,264.15965,230.175225
,,,264.1763,230.186975
,,,264.193,230.200725
,,,264.212825,230.210275
,,,264.23105,230.3268
,,,264.2444,230.379925
,,,264.262275,230.434525
,,,264.28665,230.45015
,,,264.31565,230.463525
,,,264.3416,230.472875
,,,264.36305,230.480825
,,,264.378125,230.49305
,,,264.40125,230.5018
,,,264.412875,230.514325
,,,264.426575,230.523575
,,,264.442025,230.54415
,,,264.456675,230.57225
,,,264.47635,230.582775
,,,264.505225,230.59545
,,,264.5353,230.6044
,,,264.557525,230.636225
,,,264.576975,230.65815
,,,264.60935,230.683325
,,,264.630975,230.695625
,,,264.679475,230.705225
,,,264.719025,230.717075
,,,264.761375,230.737075
,,,264.79715,230.7458
,,,264.83815,230.7544
,,,264.851775,230.776525
,,,264.8837,230.78215
,,,264.91975,230.804875
,,,264.94565,230.8134
,,,265.028725,230.8206
,,,265.0607,230.835025
,,,265.085125,230.84275
,,,265.11595,230.857625
,,,265.141875,230.8666
,,,265.171475,230.8777
,,,265.19675,230.893075
,,,265.2066,230.9064
,,,265.227675,230.91505
,,,265.2617,230.920425
,,,265.291775,230.9268
,,,265.32785,230.9331
,,,265.3748,230.976075
,,,265.403475,231.0086
,,,265.4223,231.023525
,,,265.445525,231.029725
,,,265.480625,231.034325
,,,265.50415,231.04255
,,,265.535475,231.0612
,,,265.563,231.107175
,,,265.598225,231.117875
,,,265.65045,231.1775
,,,265.7158,231.208675
,,,265.778975,231.22405
,,,265.810875,231.2374
,,,265.8445,231.24895
,,,265.85475,231.25935
,,,265.871325,231.26815
,,,265.888,231.27365
,,,265.907725,231.2793
,,,265.917325,231.2944
,,,265.9431,231.31015
,,,265.9529,231.328675
,,,265.972525,231.334775
,,,266.0233,231.345775
,,,266.0913,231.360025
,,,266.116875,231.36735
,,,266.143425,231.38935
,,,266.171325,231.3951
,,,266.199825,231.403975
,,,266.239775,231.413275
,,,266.268675,231.430325
,,,266.32375,231.47505
,,,266.358375,231.504275
,,,266.3792,231.516575
,,,266.4112,231.5549
,,,266.421775,231.591275
,,,266.436925,231.617375
,,,266.4452,231.6244
,,,266.459525,231.66385
,,,266.478575,231.67475
,,,266.49335,231.688775
,,,266.535275,231.718625
,,,266.562475,231.78595
,,,266.6051,231.795325
,,,266.63445,231.806775
,,,266.683125,231.812725
,,,266.702225,231.829625
,,,266.725525,231.84715
,,,266.737825,231.865875
,,,266.752725,231.8995
,,,266.77745,231.919825
,,,266.7976,231.970975
,,,266.814725,232.023575
,,,266.83655,232.0318
,,,266.85455,232.039725
,,,266.90575,232.0565
,,,266.931175,232.07325
,,,266.94995,232.084525
,,,266.95405,232.096275
,,,266.973,232.10935
,,,266.98745,232.124075
,,,267.0134,232.150575
,,,267.057025,232.192825
,,,267.0734,232.202925
,,,267.096675,232.218225
,,,267.12755,232.24085
,,,267.185075,232.27395
,,,267.219075,232.282375
,,,267.266225,232.2966
,,,267.301175,232.306675
,,,267.3363,232.32035
,,,267.3588,232.33575
,,,267.386875,232.34285
,,,267.412975,232.374225
,,,267.4259,232.3874
,,,267.4431,232.39715
,,,267.458275,232.421275
,,,267.486675,232.4283
,,,267.535175,232.45655
,,,267.56055,232.465075
,,,267.625775,232.472075
,,,267.689,232.477125
,,,267.712875,232.482325
,,,267.738025,232.489925
,,,267.78965,232.497675
,,,267.846025,232.511025
,,,267.86195,232.520325
,,,267.89865,232.66555
,,,267.91275,232.76835
,,,267.9357,232.777825
,,,267.950275,232.788275
,,,267.980575,232.7986
,,,267.994975,232.806125
,,,268.030775,232.81015
,,,268.0501,232.814275
,,,268.0713,232.844325
,,,268.087625,232.85005
,,,268.129175,232.856625
,,,268.214425,232.867725
,,,268.23115,232.880925
,,,268.2496,232.889675
,,,268.261725,232.898225
,,,268.27745,232.90725
,,,268.28985,232.938125
,,,268.3418,232.98165
,,,268.3552,233.00595
,,,268.377875,233.01935
,,,268.38585,233.0325
,,,268.406525,233.045775
,,,268.42465,233.06705
,,,268.4437,233.076075
,,,268.46735,233.098675
,,,268.48515,233.128375
,,,268.505,233.13805
,,,268.530025,233.1618
,,,268.55055,233.197425
,,,268.583625,233.202775
,,,268.617825,233.28615
,,,268.64515,233.322975
,,,268.681975,233.348675
,,,268.7122,233.449525
,,,268.746725,233.457825
,,,268.7697,233.46355
,,,268.79675,233.4718
,,,268.816975,233.477875
,,,268.84715,233.4974
,,,268.9198,233.515775
,,,268.9539,233.534325
,,,268.972175,233.547475
,,,268.9941,233.555175
,,,269.0773,233.584025
,,,269.110725,233.599225
,,,269.1525,233.612375
,,,269.1967,233.62815
,,,269.226625,233.6358
,,,269.276225,233.640925
,,,269.30855,233.673125
,,,269.3501,233.70255
,,,269.363925,233.71175
,,,269.45835,233.722275
,,,269.477325,233.727775
,,,269.51545,233.73795
,,,269.531275,233.751175
,,,269.5549,233.76285
,,,269.57515,233.789175
,,,269.5924,233.8245
,,,269.613575,233.834725
,,,269.63805,233.850275
,,,269.680075,233.85615
,,,269.70185,233.861675
,,,269.7229,233.9147
,,,269.748975,233.92115
,,,269.7728,233.92605
,,,269.806875,233.93765
,,,269.8314,233.94475
,,,269.84765,233.958275
,,,269.86455,234.15905
,,,269.882725,234.1687
,,,269.899675,234.17205
,,,269.91095,234.1877
,,,269.9205,234.19895
,,,269.933475,234.20635
,,,269.956475,234.2107
,,,270.032225,234.233775
,,,270.041725,234.239075
,,,270.05315,234.24825
,,,270.07405,234.269275
,,,270.095075,234.278425
,,,270.12655,234.29975
,,,270.142625,234.3067
,,,270.1546,234.317925
,,,270.167025,234.33885
,,,270.17645,234.3932
,,,270.191375,234.400825
,,,270.20525,234.40625
,,,270.25145,234.4379
,,,270.27225,234.443425
,,,270.3051,234.456075
,,,270.334075,234.46145
,,,270.3769,234.5452
,,,270.41465,234.554175
,,,270.448975,234.5621
,,,270.47365,234.57595
,,,270.49815,234.60445
,,,270.51095,234.627075
,,,270.534125,234.656175
,,,270.553525,234.6746
,,,270.58155,234.6894
,,,270.60265,234.707
,,,270.63235,234.720025
,,,270.65615,234.74135
,,,270.683325,234.7584
,,,270.693425,234.776925
,,,270.723,234.7895
,,,270.755525,234.81375
,,,270.772525,234.825075
,,,270.808675,234.838575
,,,270.830275,234.86005
,,,270.843075,234.9134
,,,270.850775,234.9234
,,,270.8749,234.98165
,,,270.8886,235.027125
,,,270.902875,235.048775
,,,270.9276,235.07235
,,,270.93945,235.084225
,,,270.961575,235.105075
,,,271.026575,235.1134
,,,271.040175,235.122875
,,,271.089425,235.1336
,,,271.10515,235.14055
,,,271.1681,235.14795
,,,271.17815,235.1548
,,,271.194525,235.171925
,,,271.215075,235.17925
,,,271.2302,235.21085
,,,271.2492,235.2185
,,,271.282175,235.2311
,,,271.3065,235.240975
,,,271.32515,235.256175
,,,271.343175,235.278525
,,,271.412125,235.302475
,,,271.4359,235.310225
,,,271.44195,235.31685
,,,271.479775,235.322175
,,,271.525775,235.327925
,,,271.558625,235.332825
,,,271.5765,235.338625
,,,271.613025,235.361125
,,,271.64915,235.3728
,,,271.70995,235.39185
,,,271.71235,235.40145
