SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC05a,SPK_SPKC08a,SPK_SPKC13a
786.5923,,792.512525,768.014275,735.3057
786.71795,,792.70165,768.0585,735.3456
786.7777,,792.87305,768.136125,735.3882
787.09255,,792.936525,768.2088,735.463775
787.149975,,793.294025,768.27765,735.533275
787.3405,,793.457375,768.395075,735.64045
787.6314,,794.074375,768.578425,735.72385
787.707925,,794.22275,768.682825,735.803375
787.87655,,794.807,768.776,735.862725
788.003625,,795.01965,768.843675,735.9015
788.1666,,795.199975,768.91495,735.9486
788.5929,,795.236875,768.977925,735.9876
788.711625,,795.29875,769.00155,736.033975
789.041225,,795.544625,769.11245,736.069075
789.235825,,795.6818,769.25795,736.103875
789.399075,,795.771825,769.5314,736.1631
789.6541,,795.78115,769.6079,736.202525
789.798,,795.923975,769.782925,736.25065
789.867475,,795.982925,769.9086,736.3371
790.112525,,796.138275,770.002925,736.405875
790.21555,,796.509675,770.0561,736.469025
790.3691,,796.5604,770.121625,736.5259
790.4506,,796.85335,770.2434,736.58435
790.513875,,796.9803,770.4253,736.61325
790.648175,,797.0146,770.621825,736.6775
790.765525,,797.159775,770.710375,736.74445
790.8811,,797.199225,770.8207,736.815075
790.94955,,797.495075,770.9546,736.85175
790.996425,,797.51375,771.059175,736.9007
791.179125,,797.653225,771.1164,736.94565
791.22305,,797.72295,771.1545,736.993975
791.3435,,797.80045,771.215075,737.041075
791.405475,,797.99005,771.288325,737.0873
791.600725,,798.113625,771.42585,737.122825
791.6796,,798.312125,771.517375,737.167475
791.7611,,798.4224,771.6913,737.238025
791.863775,,798.472275,771.784425,737.2831
791.9892,,798.67395,771.8928,737.3481
792.040625,,799.046725,772.052475,737.397225
792.155475,,799.168,772.1542,737.487825
792.3219,,799.257675,772.235175,737.5285
792.528825,,799.38195,772.3933,737.611925
792.65645,,799.44395,772.4878,737.6645
792.8562,,799.50015,772.56205,737.717125
792.950875,,799.61615,772.8045,737.785375
793.064125,,799.786325,773.023575,737.832175
793.152475,,800.348575,773.141775,737.9143
793.247575,,800.48995,773.208525,737.94625
793.324275,,800.56615,773.296625,737.9863
793.45135,,800.625925,773.40985,738.0651
793.646275,,800.71385,773.5516,738.130675
793.72895,,800.8475,773.620025,738.183625
793.8145,,800.92005,773.899425,738.25285
793.921025,,800.94925,774.055725,738.314525
794.069325,,801.000425,774.1407,738.339025
794.337675,,801.17795,774.2777,738.41295
794.49125,,801.296725,774.37535,738.467875
794.621975,,801.530425,774.452,738.524075
794.7124,,801.842025,774.499375,738.57915
794.822775,,802.2229,774.549225,738.630825
794.873675,,802.635325,774.595675,738.686425
794.915475,,802.9156,774.705375,738.72655
795.1005,,803.0038,774.8448,738.785925
795.268375,,803.260825,775.0603,738.860825
795.598325,,803.679275,775.198025,738.972525
795.679725,,803.759775,775.307325,739.064825
795.75085,,803.8688,775.4725,739.2979
796.017975,,803.9405,775.5871,739.49165
796.2009,,804.005975,775.7029,739.590225
796.334125,,804.100275,775.8392,739.655925
796.387425,,804.146425,775.905875,739.746175
796.53245,,804.157575,776.044975,739.88175
796.63475,,804.345725,776.101675,740.09165
797.069225,,804.66905,776.21235,740.2018
797.37035,,804.696625,776.275375,740.4953
797.525225,,804.83485,776.3633,740.558175
797.87975,,804.9252,776.4222,740.63455
798.4515,,805.0191,776.583075,740.70165
798.6321,,805.124275,776.715275,740.74125
798.753375,,805.368125,776.828125,740.779525
798.9874,,805.785925,776.908725,740.852275
799.08285,,806.0172,777.010825,740.89905
799.103625,,806.224275,777.11705,740.946225
799.220825,,806.305175,777.2658,740.9905
799.35405,,806.4287,777.38945,741.03665
799.420975,,807.005,777.532275,741.08485
799.582125,,807.06025,777.64075,741.146375
799.8995,,807.103675,777.816125,741.190875
800.010475,,807.1599,778.07475,741.22795
800.3931,,807.216325,778.19215,741.262975
800.440825,,807.711025,778.309025,741.3099
800.55195,,807.87025,778.5009,741.359825
800.647625,,808.186825,778.6791,741.4376
800.71515,,808.26395,778.87925,741.524375
800.776175,,808.3404,779.001025,741.58745
801.01875,,808.400525,779.149825,741.620775
801.06015,,808.52745,779.342075,741.6858
801.1741,,808.58215,779.437125,741.725225
