SPK_SPKC03a,SPK_SPKC03b,SPK_SPKC16a
53.7219,25.78085,9.500175
53.740975,25.791575,9.51245
53.943675,25.8476,9.516325
53.951725,25.854625,9.531825
53.985575,25.8625,9.54345
54.2015,25.869225,9.558075
54.223175,25.894125,9.584225
54.230875,25.9514,9.5942
54.460925,25.9556,9.603675
54.6562,26.0101,9.61205
54.68775,26.037675,9.62915
54.730375,26.062875,9.6431
54.899425,26.06935,9.654375
54.912475,26.090025,9.665325
54.92625,26.0976,9.682325
54.9952,26.114875,9.692675
55.058975,26.122,9.7088
55.2806,26.166675,9.72365
55.299875,26.190625,9.73645
55.42535,26.203425,9.750775
55.480025,26.217625,9.761675
55.492275,26.2213,9.7742
55.531225,26.2255,9.786525
55.57595,26.256275,9.796625
55.6788,26.29745,9.81235
55.7847,26.304825,9.813525
55.873875,26.337575,9.82255
55.90865,26.363625,9.839675
55.934525,26.40655,9.852075
56.110725,26.450775,9.860475
56.1488,26.4785,9.870725
56.185275,26.4989,9.887775
56.28785,26.554975,9.896175
56.3241,26.675775,9.93395
56.455325,26.7374,9.951725
56.475925,26.80165,9.966275
56.53925,26.921425,9.976725
56.643875,28.04275,9.9877
56.664325,28.1952,10.0016
56.93955,28.40015,10.018225
57.0893,28.40395,10.02695
57.12875,28.41215,10.0351
57.17875,28.41675,10.049875
57.917925,28.43085,10.0619
57.922225,28.452825,10.078775
57.989175,28.4697,10.09535
57.99695,28.476475,10.1122
58.03075,28.480075,10.1287
58.064075,28.48715,10.143325
58.11075,28.492125,10.153275
58.125325,28.498775,10.155575
58.161775,28.503275,10.161325
58.20915,28.51125,10.174325
58.261975,28.543475,10.184825
58.281625,28.93345,10.197025
58.317525,28.99755,10.2094
58.3304,29.076175,10.2225
58.385925,29.11565,10.250525
58.389675,29.235775,10.258175
58.40975,29.247025,10.271225
58.424575,29.30485,10.27935
58.6929,29.3189,10.293525
58.74085,29.342825,10.302625
58.95575,29.348925,10.310725
59.001075,29.367225,10.321875
59.300875,29.378225,10.35035
59.359,29.403525,10.3768
59.499475,29.4114,10.393575
59.52435,29.427625,10.403275
59.9176,29.439225,10.411725
60.74585,29.44845,10.4369
60.77705,29.458,10.447525
60.82715,29.4717,10.491325
60.83885,29.479975,10.501825
60.88825,29.48445,10.5186
60.955775,29.489625,10.532775
60.9975,29.5334,10.54925
61.007675,29.548775,10.5623
61.1933,29.56845,10.582975
61.26695,29.620025,10.590825
61.2869,29.643575,10.605975
61.34385,29.649075,10.621075
61.374425,29.72305,10.6318
61.4595,29.778825,10.641225
61.495825,29.78335,10.652275
61.52805,29.79875,10.666175
61.651125,29.8022,10.679775
61.6982,29.824675,10.69665
61.7016,29.87765,10.711825
61.7561,29.9198,10.728325
61.780725,29.926075,10.745375
61.81575,29.93825,10.752825
61.942925,30.032975,10.765225
61.957525,30.235925,10.776575
62.130525,30.261825,10.787275
62.144725,30.3431,10.797675
62.205625,30.359675,10.81065
62.232425,30.38585,10.823525
62.335675,30.39955,10.844275
62.3464,30.4285,10.8619
62.372375,30.44435,10.87615
62.43095,30.47775,10.8893
62.454425,30.4938,10.906575
62.473825,30.50255,10.920475
62.51025,30.5085,10.9302
62.566825,30.654625,10.971575
62.654725,30.678975,10.983125
62.7638,30.704075,11.003925
62.782775,30.743925,11.0202
62.882525,30.7548,11.033975
63.0347,30.79585,11.0439
63.086075,30.848825,11.05815
63.1312,30.874525,11.0693
63.25325,30.920325,11.09795
63.328525,30.9973,11.111375
63.334275,31.0513,11.120675
63.353225,31.09865,11.13195
63.37115,31.1129,11.146375
63.4672,31.235025,11.1595
64.053125,31.746975,11.172925
64.062975,31.777225,11.180625
64.1139,32.066225,11.194375
64.132575,32.1157,11.205725
64.176,32.1782,11.217025
64.2005,32.3342,11.22565
64.278025,32.3491,11.246925
64.288125,32.35625,11.264175
64.3351,32.36275,11.28985
64.38465,32.410025,11.310275
64.431625,32.424025,11.327575
64.45495,32.4486,11.348325
64.536525,32.54655,11.368275
64.545475,32.550875,11.380075
64.566425,32.554125,11.39775
64.6082,32.555725,11.413525
64.675975,32.5602,11.42545
64.6994,32.568275,11.44035
64.785725,32.57195,11.4532
64.8204,32.5755,11.4678
64.844025,32.588725,11.47955
64.873975,32.598,11.51225
64.91555,32.6029,11.523225
64.938275,32.60765,11.53145
64.954475,32.622325,11.54155
64.96525,32.62505,11.553025
65.04525,32.6508,11.56855
65.125275,32.65465,11.583125
65.15875,32.672825,11.59555
65.170625,32.917725,11.60925
65.2436,32.985,11.636675
65.3616,33.1847,11.65365
65.445325,33.18915,11.6686
65.981175,33.1958,11.694525
66.13325,33.2061,11.71125
66.37095,33.217225,11.719175
66.44775,33.225475,11.7316
66.570825,33.271625,11.7527
66.971175,33.31415,11.76615
67.208525,33.324925,11.779225
67.23995,33.33835,11.793525
67.4143,33.356,11.8126
67.432225,33.365425,11.83205
67.4739,33.440775,11.8467
67.868325,33.4655,11.87065
67.894175,33.4701,11.888525
68.1198,33.5091,11.898125
68.1305,33.784675,11.918725
68.195675,33.802075,11.931175
68.23965,33.8165,11.9387
68.2498,33.823025,11.95575
68.257625,33.837125,11.97165
68.275925,33.84085,11.984275
68.349875,33.844325,11.9929
