SPK_SPKC12a,SPK_SPKC13b
506.3358,515.891325
506.351225,515.89925
506.3645,515.93955
506.380275,515.949575
506.429125,515.9515
506.442725,515.972625
506.470325,515.9917
506.481975,516.00485
506.511075,516.01065
506.526425,516.025775
506.567475,516.030775
506.5951,516.040775
506.623025,516.071725
506.64005,516.0813
506.645,516.084275
506.64865,516.0893
506.658125,516.09535
506.68885,516.112325
506.703675,516.119475
506.728825,516.14145
506.73585,516.169125
506.74875,516.177675
506.764925,516.192
506.7828,516.2091
506.79885,516.2306
506.83895,516.237175
506.8548,516.24535
506.871,516.25325
506.877475,516.272975
506.894775,516.279925
506.916325,516.288325
506.940375,516.29795
506.96845,516.304525
507.0072,516.3166
507.031725,516.34265
507.0374,516.347175
507.0566,516.35985
507.06855,516.3672
507.07195,516.372325
507.0898,516.398475
507.0984,516.403725
507.11665,516.435575
507.126425,516.444825
507.138325,516.456
507.1638,516.473575
507.183875,516.5011
507.19505,516.516675
507.2081,516.526325
507.230575,516.549325
507.252225,516.663025
507.26455,516.72205
507.293325,516.732575
507.329925,516.771075
507.36795,516.7765
507.416525,516.7982
507.42305,516.840925
507.430075,516.858325
507.439575,516.933325
507.446175,516.938725
507.505,517.036025
507.5292,517.096275
507.5511,517.12035
507.570275,517.18905
507.58825,517.20805
507.62305,517.4013
507.635075,517.407275
507.66555,517.455025
507.67755,517.460025
507.6977,517.482175
507.719025,517.499325
507.739675,517.50845
507.757925,517.517625
507.77525,517.541525
507.79605,517.5963
507.81375,517.601175
507.85505,517.605825
507.89325,517.625425
507.9122,517.653525
507.931375,517.662175
507.94905,517.672975
507.9723,517.674675
507.9889,517.71285
508.01805,517.765475
508.044675,517.802475
508.0644,517.816025
508.07145,517.825225
508.07755,517.841625
508.08775,517.849775
508.091925,517.855925
508.09375,517.903225
508.1677,517.907025
508.187775,517.923025
508.204125,517.9466
508.231025,517.9542
508.2824,517.970325
508.291775,517.975
508.3,517.999
508.320775,518.006625
508.338375,518.0142
508.3574,518.043125
508.40885,518.06645
508.431375,518.135175
508.4762,518.14765
508.495775,518.167775
508.5103,518.175725
508.5176,518.18065
508.52895,518.21
508.580625,518.215675
508.595125,518.221425
508.61235,518.226525
508.634125,518.232275
508.653,518.284875
508.6681,518.2939
508.6709,518.303125
508.676575,518.308125
508.68415,518.32695
508.697075,518.364625
508.7051,518.372625
508.710075,518.42215
508.7118,518.43975
508.72,518.457925
508.727775,518.53015
508.73715,518.588475
508.752525,518.619425
508.77175,518.6703
508.79395,518.80335
508.807775,518.850725
508.8317,518.890325
508.856925,519.112925
508.87555,519.130875
508.8936,519.189075
508.913825,519.30935
508.931,519.33645
508.9442,519.341375
508.952025,519.6223
508.9595,519.627425
508.983775,519.64035
508.998825,519.66815
509.01865,519.693675
509.0479,519.722975
509.0826,519.7796
509.106675,519.958475
509.121475,520.0434
509.153,520.1435
509.18525,520.21305
509.2365,520.235775
509.26215,520.27955
509.30165,520.36055
509.3284,520.447325
509.3322,520.648475
509.3496,520.68415
509.375075,520.844425
509.383975,520.973075
509.4057,521.07245
509.42475,521.1783
509.448175,521.2394
509.46905,521.25465
509.50815,521.2633
509.5148,521.287575
509.539125,521.294075
509.55095,521.322325
509.56125,521.33345
509.5751,521.38325
509.583425,521.435175
509.6102,521.456775
509.6247,521.49715
509.6352,521.507175
509.654025,521.52255
509.668325,521.538475
509.68095,521.568875
509.696225,521.574725
509.7101,521.59
509.73505,521.599625
509.754025,521.632125
509.774125,521.6643
509.792925,521.750175
