SPK_SPKC08a,SPK_SPKC10a,SPK_SPKC11a,SPK_SPKC13a
0.1369,0.042125,0.1321,0.0144
0.303375,0.154,0.3597,0.165525
0.405975,0.25965,0.48125,0.2657
0.675275,0.343075,0.59265,0.276925
1.033475,0.50605,0.69435,0.298575
1.142375,0.633625,0.7982,0.348975
1.211225,0.75775,0.8841,0.38495
1.2934,0.952425,1.028425,0.50215
1.3504,1.069425,1.1343,0.60235
1.46295,1.191925,1.150875,0.82565
1.495625,1.259925,1.31365,0.857275
1.5642,1.359025,1.40315,0.91375
1.597225,1.465275,1.445375,1.1054
1.600925,1.573125,1.50295,1.145075
1.8327,1.69075,1.638925,1.252025
1.901475,1.783475,1.71755,1.27015
2.057475,2.0613,1.729225,1.3569
2.079875,2.1775,1.864825,1.4734
2.16135,2.2702,1.92305,1.528375
2.69485,2.609225,2.012775,1.597025
2.7394,2.828125,2.0913,1.651
3.255075,2.839825,2.127375,1.7327
3.261775,2.965075,2.18615,1.757125
3.302475,3.25665,2.241375,2.040425
3.35965,3.285875,2.3075,2.0738
3.58075,3.336675,2.3517,2.091575
3.583175,3.42645,2.377675,2.1551
3.762325,3.7227,2.453875,2.179125
3.84735,3.83255,2.510325,2.192525
3.8675,3.894375,2.5991,2.2153
3.915275,3.946625,2.677125,2.237275
3.98185,4.0929,2.76185,2.2618
4.1671,4.27185,2.822875,2.2764
4.3515,4.30535,2.911225,2.46785
4.43215,4.636275,2.993775,2.481675
4.45055,4.7066,3.037425,2.496375
4.53025,4.776725,3.1772,2.504875
4.5771,5.0143,3.26005,2.5578
4.61775,5.163625,3.34505,2.577975
4.6763,5.201675,3.415025,2.6054
4.725675,5.499775,3.48155,2.6378
5.007975,5.517925,3.553275,2.683375
5.2525,5.613125,3.622275,2.709075
5.279475,5.90415,3.707975,2.779
5.328925,5.9421,3.79875,2.808175
5.3428,5.99995,3.85025,2.840175
5.3517,6.064475,3.888125,2.916025
5.459675,6.3129,3.935325,2.9778
5.557375,6.323475,4.018125,3.05335
5.594,6.38035,4.112175,3.10555
5.7223,6.410725,4.201725,3.12325
5.7561,6.9749,4.3056,3.1412
5.8397,7.139975,4.3501,3.23395
5.8585,7.539425,4.4568,3.341825
6.415,7.5725,4.49775,3.362175
6.452625,7.6393,4.698375,3.382175
6.49355,7.95135,4.73615,3.399025
6.542575,7.990125,4.783625,3.421125
6.78795,7.99905,4.826525,3.4721
6.78945,8.18675,4.8962,3.48905
6.855525,8.272425,5.0083,3.568675
6.914725,8.507825,5.0762,3.6058
6.942225,8.709375,5.18225,3.63575
7.065175,8.7663,5.298375,3.66545
7.080425,8.80645,5.45175,3.712775
7.106225,8.8701,5.496125,3.740975
7.30485,9.023575,5.6217,3.804075
7.3914,9.0946,5.7,3.822175
7.432975,9.356025,5.799825,3.83985
7.504325,9.368,5.851275,3.8644
7.579675,9.430025,5.9289,3.942225
7.59785,9.4819,6.001475,4.00985
7.6191,9.54015,6.0506,4.0659
7.6595,9.562525,6.102125,4.102625
7.67695,9.778775,6.194125,4.19215
7.836525,9.8085,6.25155,4.22015
7.90865,9.921,6.2831,4.255125
7.968225,9.971925,6.38805,4.281875
7.9829,10.03325,6.4648,4.3386
7.99825,10.1546,6.632125,4.3503
8.072625,10.223875,6.75205,4.361525
8.1663,10.393125,6.801775,4.3842
8.2936,10.449425,6.835675,4.454425
8.30395,10.502675,6.864975,4.500525
8.426225,10.5875,6.882,4.55605
8.43165,10.741325,6.93085,4.579675
8.509975,10.7756,7.03055,4.6247
8.514,10.8325,7.08295,4.640575
8.535225,10.965875,7.125475,4.670925
8.6222,11.252525,7.184275,4.690875
8.7066,11.268325,7.2121,4.755475
8.75115,11.288,7.271325,4.791625
8.9159,11.3156,7.334,4.8216
8.99955,11.37655,7.38305,4.831975
9.018725,11.464175,7.41115,4.9032
9.0607,11.517875,7.5221,4.957575
9.0922,11.61445,7.561575,4.97825
9.14615,11.693175,7.649875,5.07965
9.62735,11.71795,7.7228,5.159175
9.786925,11.787325,7.8044,5.2047
9.8165,11.83775,7.980625,5.23125
9.903025,12.0661,7.983325,5.26325
10.092775,12.1566,8.02695,5.27915
10.149325,12.175975,8.068775,5.2971
10.192025,12.190775,8.137375,5.352675
10.21465,12.19905,8.181375,5.386475
10.29745,12.596825,8.23685,5.428275
10.310275,12.606,8.311075,5.450975
10.38405,12.707975,8.3609,5.46885
10.46155,12.7482,8.391125,5.48495
10.507625,12.780775,8.55405,5.5018
10.51415,13.078525,8.556125,5.556225
10.5334,13.092025,8.610225,5.621625
10.593925,13.106175,8.68625,5.692825
10.803025,13.1838,8.754025,5.71035
10.91905,13.291425,8.776325,5.7314
10.9248,13.346525,8.8014,5.748875
10.991975,13.442575,8.881525,5.763375
11.12465,13.463175,8.910125,5.78945
11.1771,13.533975,8.952725,5.836525
11.240075,13.636775,9.047175,5.87075
11.302425,13.80875,9.068025,5.890675
11.39565,13.937725,9.08865,5.904075
11.4046,13.951325,9.1479,5.960475
11.4351,13.961875,9.192825,5.9858
11.477725,13.979125,9.23035,5.998375
11.7424,14.015675,9.353825,6.02985
11.85315,14.08885,9.377925,6.0483
11.882075,14.454625,9.412525,6.065075
12.18985,14.529525,9.46575,6.076975
12.210825,14.6116,9.560625,6.110025
12.4116,14.887775,9.614175,6.1394
12.538175,14.990825,9.672875,6.16015
12.58,15.0759,9.711875,6.278
12.605,15.204025,9.7365,6.29795
12.677575,15.298175,9.852725,6.334875
12.691625,15.3831,9.886825,6.367875
12.803325,15.604775,9.940825,6.3808
13.01725,15.618525,9.993975,6.400525
13.091825,15.6255,10.029225,6.420075
13.1815,15.9971,10.094275,6.44055
13.224325,16.019575,10.15595,6.46275
13.25625,16.446475,10.1892,6.487925
13.26455,16.46675,10.28235,6.565
13.335475,16.487475,10.325775,6.6432
13.372925,16.512925,10.37095,6.6643
13.478425,16.91465,10.39365,6.696075
13.50535,17.3618,10.40435,6.711575
13.573025,17.4137,10.417675,6.78115
13.60775,17.516775,10.429725,6.792525
13.77465,17.547725,10.55295,6.960825
13.949075,17.956025,10.5609,7.0073
14.0078,17.974,10.613025,7.019275
14.134525,18.094625,10.663775,7.024925
14.18385,18.4715,10.66515,7.064025
14.2358,18.55275,10.738425,7.2322
14.3507,18.59575,10.814,7.262075
14.523925,19.01425,10.834625,7.282875
14.570575,19.059725,10.8743,7.3414
14.676975,19.108775,10.89685,7.3497
14.999025,19.2013,10.947325,7.371825
15.034975,19.50515,10.965875,7.38305
15.099225,19.5471,10.97345,7.3939
15.173175,19.9861,10.997575,7.40585
15.213475,20.0529,11.10515,7.41325
15.2801,20.25295,11.159425,7.42525
15.5435,20.2747,11.205325,7.444425
15.619225,20.289225,11.345825,7.477075
15.85,20.33205,11.373725,7.500325
15.9029,20.360725,11.40435,7.58775
16.112325,20.43635,11.419175,7.630575
16.24815,20.568475,11.4628,7.63445
16.3628,20.63935,11.49005,7.644675
16.36705,20.789525,11.560375,7.664675
16.402875,20.81565,11.630625,7.68495
16.450275,21.008275,11.6522,7.7096
16.5659,21.280725,11.6887,7.807725
16.653775,21.3636,11.74085,7.838725
16.705525,21.454675,11.76775,7.946425
16.743925,21.603925,11.7873,7.947475
16.81335,21.775075,11.84165,7.97715
16.9954,21.955525,11.865525,7.9868
17.12735,22.0275,11.904275,7.998175
17.207525,22.32665,11.993575,8.011
17.255875,22.384825,12.025875,8.039975
17.2848,22.398525,12.1456,8.0785
17.30495,22.4091,12.181875,8.180925
17.508725,22.434525,12.1991,8.258975
17.6348,22.830875,12.2161,8.30895
17.659775,22.936025,12.269225,8.335825
17.80815,23.05285,12.377425,8.3422
17.850025,23.346825,12.427775,8.40775
17.853375,23.703525,12.4755,8.44795
18.017225,23.956525,12.635575,8.539425
18.038775,24.042475,12.67465,8.614925
18.045775,24.090325,12.725825,8.70055
18.081425,24.12405,12.791825,8.7488
18.563125,24.1544,12.9059,8.7908
18.6995,24.3858,13.0026,8.818975
18.77285,24.510525,13.097475,8.88345
18.879575,24.630075,13.12925,8.9344
19.07865,24.7692,13.170325,9.034325
19.128675,24.987225,13.31795,9.0735
19.15905,25.01165,13.352625,9.0823
